Burannaya	id=g:570887
Bol’shoye Malagovo	id=g:573494
Bol’shoye Maksino	id=g:573495
Bol’shoye Maksimkovo	id=g:573496
Makov’ye	id=g:573497
Bol’shoye Makayevo	id=g:573498
Bol’shoye Lyubilovo	id=g:573499
Bol’shoye Lykovo	id=g:573500
Bol’shoye Lyapino	id=g:573501
Bol’shoye Lyakhovo	id=g:573502
Bol’shoye Luzhanovo	id=g:573503
Bol’shoye Lupakovo	id=g:573504
Bol’shoye Lukoshino	id=g:573505
Bol’shoye Luchno	id=g:573506
Bol’shoye Loshakovo	id=g:573507
Bol’shoye Lopatino	id=g:573509
Bol’shoye Lokhovo	id=g:573510
Bol’shoye Logunovo	id=g:573511
Bol’shoye Litashëvo	id=g:573512
Bol’shoye Lisino	id=g:573513
Bol’shoye Likhodorovo	id=g:573514
Levykino	id=g:573515
Bol’shoye Levino	id=g:573516
Ozero Bol’shoye Lesnoye	id=g:573517
Ozero Bol’shoye Lebyazh’ye	id=g:573518
Ozero Bol’shoye Lebyazh’ye	id=g:573519
Ozero Bol’shoye Lebedino	id=g:573520
Bol’shiye El’buzdovskiye	id=g:573521
Bol’shoye Lavrovo	id=g:573522
Bol’shoye Larionovo	id=g:573523
Bol’shoye Lapino	id=g:573524
Ozero Bol’shoye Lakozero	id=g:573525
Ozero Bol’shoye Lagi-Yarvi	id=g:573526
Ozero Bol’shoye Kyatke	id=g:573527
Bol'shoye Kuznetsovo	id=g:573528
Bol’shoye Kuznechkovo	id=g:573529
Bol’shoye Kuz’minskoye	id=g:573530
Bol’shoye Kuz’mino	id=g:573531
Ozero Bol’shoye Kuzino	id=g:573532
Bol’shoye Kuzemkino	id=g:573533
Bol’shoye Kuzëmkino	id=g:573534
Ozero Bol’shoye Kuyva-Yarvi	id=g:573535
Kuvatovo	id=g:573536
Ozero Bol’shoye Kushkari	id=g:573537
Kushalino	id=g:573538
Urochishche Bol’shoye Kuroyedovo	id=g:573539
Ozero Bol’shoye Kurki-Yarvi	id=g:573540
Ozero Bol’shoye Kurenskoye	id=g:573541
Ozero Bol’shoye Kurchezero	id=g:573542
Bol’shoye Kurazovo	id=g:573543
Bol’shoye Kurapovo	id=g:573544
Kunestino	id=g:573545
Bol’shoye Kukushkino	id=g:573546
Ozero Bol’shoye Kukhto	id=g:573547
Bol’shoye Kuchino	id=g:573548
Bol’shoye Krupovo	id=g:573549
Bol’shoye Krotovo	id=g:573550
Bol’shoye Kropotovo	id=g:573551
Ozero Bol’shoye Krivoye	id=g:573552
Ozero Bol’shoye Krivoye	id=g:573553
Bol’shoye Kritsyno	id=g:573554
Bol’shoye Krichino	id=g:573555
Bol’shoye Krasnovo	id=g:573556
Ozero Bol’shoye Krasnoperskoye	id=g:573557
Kozlovo Vtoroye	id=g:573558
Bol’shoye Kozino	id=g:573559
Ozero Bol’shoye Koygero	id=g:573560
Bol’shoye Kostyuzhino	id=g:573561
Bol’shoye Koskozero	id=g:573562
Bol’shoye Koshkino	id=g:573563
Bol’shoye Kosarovo	id=g:573564
Bol’shoye Korov’ye	id=g:573565
Bol’shoye Korovino	id=g:573566
Bol’shoye Korovino	id=g:573567
Bol’shoye Korostkovo	id=g:573568
Bol’shoye Korkovo	id=g:573569
Bol’shoye Koreyevo	id=g:573570
Bol’shoye Kopylovo	id=g:573571
Kapkovo	id=g:573572
Bol'shoye Konstantinovo	id=g:573573
Bol’shoye Konovalovo	id=g:573574
Kon’kovo	id=g:573575
Bol’shoye Kolychëvo	id=g:573576
Bol’shoye Kol’tsovo	id=g:573577
Bol’shiye Kolpany	id=g:573578
Bol’shoye Kobzevo	id=g:573579
Bol’shoye Kobyl’ye	id=g:573580
Bol’shoye Klimushino	id=g:573581
Bol’shoye Kleshchino	id=g:573582
Bol’shoye Klënovo	id=g:573583
Kashnur	id=g:573584
Bol’shoye Kiyevo	id=g:573585
Ozero Bol’shoye Kivi-Lambina	id=g:573586
Bol’shoye Kislovo	id=g:573587
Bol’shoye Kishnevo	id=g:573588
Bol’shoye Kiryushino	id=g:573589
Ozero Bol'shoye Kirillovskoye	id=g:573590
Bol’shoye Kirdyashevo	id=g:573591
Ozero Bol’shoye Kinoozhskoye	id=g:573592
Bol’shoye Kikerino	id=g:573593
Bol’shoye Kibeyevo	id=g:573594
Bol’shoye Khrenovo	id=g:573595
Bol’shoye Khoroshovo	id=g:573596
Bol’shoye Khorino	id=g:573597
Bol’shoye Khodyashëvo	id=g:573598
Bol’shoye Khoblino	id=g:573599
Ozero Bol’shoye Khaynozero	id=g:573600
Kharyuzovo	id=g:573601
Bol’shoye Khanyuye	id=g:573602
Khantanovo	id=g:573603
Bol’shoye Kazarinovo	id=g:573604
Bol’shoye Kaydalovo	id=g:573605
Bol’shoye Kasimovo	id=g:573606
Bol’shoye Kashino	id=g:573607
Karstolovo	id=g:573608
Bol’shoye Karpovo	id=g:573609
Karavayevo	id=g:573610
Bol’shoye Karasëvo	id=g:573611
Bol’shoye Karachkino	id=g:573612
Bol’shoye Kapustno	id=g:573613
Ozero Bol’shoye Kangozero	id=g:573614
Bol’shoye Kandarat’	id=g:573615
Bol’shoye Kamyzhëvo	id=g:573616
Bol’shoye Kame-Ozero	id=g:573617
Bol’shoye Kamayevo	id=g:573618
Bol’shoye Kalinnikovo	id=g:573619
Bol’shoye Kalikino	id=g:573620
Bol’shoye Kadyle	id=g:573621
Bol’shoye Kachino	id=g:573622
Bol’shoye Iyevlevo	id=g:573623
Bol’shoye Ivashovo	id=g:573624
Bol’shoye Ivanovskoye	id=g:573625
Bol’shoye Ivanovskoye	id=g:573626
Bol’shoye Ivan’kovo	id=g:573627
Bol’shoye Ivakino	id=g:573628
Bol’shoye Ivakhnovo	id=g:573629
Bol’shoye Il’ino	id=g:573630
Bol’shoye Ignatovo	id=g:573631
Ruchey Bol’shoye Iglino	id=g:573632
Gvozdovo	id=g:573633
Bol’shoye Gryzlovo	id=g:573634
Grishino	id=g:573635
Bol’shoye Grigorovo	id=g:573636
Bol’shoye Grigorovo	id=g:573637
Bol’shoye Gribovo	id=g:573638
Grebenino	id=g:573639
Ozero Bol’shoye Graduyevskoye	id=g:573640
Bol’shoye Gorodno	id=g:573641
Bol’shoye Gorodishche	id=g:573642
Gorodishche	id=g:573643
Bol’shoye Gorodishche	id=g:573644
Urochishche Bol’shoye Gorlovo	id=g:573645
Bol’shoye Gorevo	id=g:573646
Bol’shegordino	id=g:573647
Bol’shoye Golubino	id=g:573648
Bol’shoye Gol’tino	id=g:573649
Ozero Bol’shoye Glubokoye	id=g:573650
Bol’shoye Glisno	id=g:573651
Bol’shoye Gaydorovo	id=g:573652
Ozero Bol’shoye Gang-Ozero	id=g:573653
Bol’shoye Gangozero	id=g:573654
Bol’shoye Galovo	id=g:573655
Bol’shoye Galakhovo	id=g:573656
Bol’shegabdinovo	id=g:573657
Bol’shoye Fursovo	id=g:573658
Bol’shoye Frolovo	id=g:573659
Bol’shoye Fofankovo	id=g:573660
Fot’yanovo	id=g:573661
Bol’shoye Eskino	id=g:573662
Ozero Bol’shoye Engoye	id=g:573663
Bol’shoye Ekiptsoko	id=g:573664
Bol’shoye Dymtsevo	id=g:573665
Bol’shoye Dymkovo	id=g:573666
Bol’shaya Dvorishcha	id=g:573667
Bol’shoye Dubrovo	id=g:573668
Bol’shaya Dubrova	id=g:573669
Bol’shoye Dubino	id=g:573670
Bol’shoye Drovënevo	id=g:573671
Bol’shoye Dovydkovo	id=g:573672
Doskino	id=g:573673
Bol’shoye Doshchanovo	id=g:573674
Doronino	id=g:573675
Bol’shoye Dolzhenkovo	id=g:573676
Bol’shoye Dolgoye	id=g:573677
Bol’shoye Deshkino	id=g:573678
Bol’shoye Dar’ino	id=g:573679
Bol’shoye Danilovo	id=g:573680
Danilovo	id=g:573681
Bol’shoye Churkino	id=g:573682
Bol’shoye Churashëvo	id=g:573683
Bol’shoye Chukshino	id=g:573684
Bol’shoye Chufarovo	id=g:573685
Bol’shoye Chir’yëvo	id=g:573686
Bol’shoye Chigashevo	id=g:573687
Bol’shoye Chervonnoye	id=g:573688
Bol’shoye Cherevatovo	id=g:573689
Bol’shoye Cheresovo	id=g:573690
Bol’shiye Chentsy	id=g:573691
Bol’shoye Chemenëvo	id=g:573692
Bol’shoye Chebayevo	id=g:573693
Bol’shoye Buzanovo	id=g:573694
Bol’shoye Buyanovo	id=g:573695
Busygino	id=g:573696
Bol’shoye Burtsero	id=g:573697
Bol’shoye Bun’kovo	id=g:573698
Bol’shoye Bryantsevo	id=g:573699
Bol’shoye Boshkatovo	id=g:573700
Bol’shoye Boryatino	id=g:573701
Bol’shoye Borotno	id=g:573702
Ozero Bol’shoye Borkovo	id=g:573703
Bol’shoye Borisovo	id=g:573704
Bol’shoye Borilovo	id=g:573705
Boloto Bol’shoye	id=g:573706
Boloto Bol’shoye	id=g:573707
Bol’shoye Boloto	id=g:573708
Bol’shoye Boldino	id=g:573709
Gora Bol’shoye Bogdo	id=g:573710
Bol’shoye Bobrovo	id=g:573711
Bol’shoye Bobrovo	id=g:573712
Bol’shoye Bizyukino	id=g:573713
Bol’shoye Birevo	id=g:573714
Bezrukovo	id=g:573715
Bol’shoye Bezgachevo	id=g:573716
Bol’shoye Beresnëvo	id=g:573717
Bol’shoye Berdyayevo	id=g:573718
Bol’shoye Baykovo	id=g:573719
Bol’shoye Baykalovo	id=g:573720
Bol’shoye Batovo	id=g:573721
Bashmakovo	id=g:573722
Bol’shoye Bolyntovo	id=g:573723
Bakrche	id=g:573724
Bakalovo	id=g:573725
Bachumovo	id=g:573726
Ozero Bol’shoye Bab’ye	id=g:573727
Bol’shoye Bab’ye	id=g:573728
Bab’ye	id=g:573729
Vyshneye Babino	id=g:573730
Lednik Bol’shoye Azau	id=g:573731
Bol’shoye Aretovo	id=g:573732
Bol’shearslangulovo	id=g:573733
Bol’shoye Antipovo	id=g:573734
Bol’shoye Annenkovo	id=g:573735
Podsobnoye Khozyaystvo Anikino	id=g:573736
Bol’shoye Andreykovo	id=g:573737
Bol’shoye Andosovo	id=g:573738
Bol’shoye Anan’kino	id=g:573739
Bol’shoye Alëshkino	id=g:573740
Bol’shoye Alëshino	id=g:573741
Bol’shoye Alekseytsevo	id=g:573742
Bol’shoye Alekseyevskoye	id=g:573743
Bol’shoye Aldarkino	id=g:573744
Bol’shoye Akul’shino	id=g:573745
Bol’shoye Akulovo	id=g:573746
Bol’shoye Akkozino	id=g:573747
Akchura	id=g:573748
Bol’shoye Akashevo	id=g:573749
Bol’shoye Agishevo	id=g:573750
Bol’shoye Afanasovo	id=g:573751
Bol’sheabishevo	id=g:573752
Kubanskoye Vodokhranilishche	id=g:573753
Ozero Bol’shoye	id=g:573754
Ozero Bol’shoye	id=g:573755
Ozero Bol’shoye	id=g:573756
Ozero Bol’shoye	id=g:573757
Ozero Bol’shoye	id=g:573758
Ozero Bol’shoye	id=g:573759
Ozero Bol’shoye	id=g:573760
Ozero Bol’shoye	id=g:573761
Ozero Bol’shoye	id=g:573762
Ozero Bol’shoye	id=g:573763
Ozero Bol’shoye	id=g:573764
Ozero Bol’shoye	id=g:573765
Ozero Bol’shoye	id=g:573766
Ozero Bol’shoye	id=g:573767
Ozero Bol’shoye	id=g:573768
Ozero Bol’shoye	id=g:573769
Ozero Bol’shoye	id=g:573770
Ozero Bol’shoye	id=g:573771
Ozero Bol’shoye	id=g:573772
Ozero Bol’shoye	id=g:573773
Ozero Bol’shoye	id=g:573774
Boloto Bol’shoye	id=g:573775
Boloto Bol’shoye	id=g:573776
Boloto Bol’shoye	id=g:573777
Boloto Bol’shoye	id=g:573778
Boloto Bol’shoye	id=g:573779
Boloto Bol’shoye	id=g:573780
Bol’shoye	id=g:573781
Aki-Aryl	id=g:573782
Stantsiya Bol’shoy Dvor	id=g:573783
Bol’shoy Dvor	id=g:573784
Bol’shoy Dvor	id=g:573785
Bol’shoy Dvor	id=g:573786
Bol’shoy Dvor	id=g:573787
Bol’shoy Dvor	id=g:573788
Bol’shoy Dvor	id=g:573789
Bol’shoy Dvor	id=g:573790
Bol’shoy Dvor	id=g:573791
Bol’shoy Dvor	id=g:573792
Bol’shoy Dvor	id=g:573793
Bol’shoy Dvor	id=g:573794
Bol’shoy Dvor	id=g:573795
Bol’shoy Dvor	id=g:573796
Bol’shoy Dvor	id=g:573797
Bol’shoy Dor	id=g:573798
Bol’shoy Dvor	id=g:573799
Bol’shoy Dvor	id=g:573800
Bol'shoy Durakom	id=g:573801
Bol'shoy Dubovik	id=g:573802
Bol’shoy Drovosek	id=g:573803
Liman Bol’shoy Doshman	id=g:573804
Bol’shoy Dor	id=g:573805
Bol’shoy Donets	id=g:573806
Bol’shoy Dolzhik	id=g:573807
Il’men’ Bol’shoy Dolbanskiy	id=g:573808
Bol’shoy Chirkley	id=g:573809
Bol’shoy Chilim	id=g:573810
Bol’shoy Chigir’	id=g:573811
Bol'shoy Chezh	id=g:573812
Ostrov Bol’shoy Chërnyy	id=g:573813
Bol’shoy Chernets	id=g:573814
Bol’shoy Cheremshan	id=g:573815
Bol’shoy Cherdak	id=g:573816
Bol’shoy Chembar	id=g:573817
Bol’shoy Chektaknur	id=g:573818
Bol’shoy Chekmak	id=g:573819
Bol’sheprudnyy	id=g:573820
Urochishche Bol’shoy Chastik	id=g:573821
Ostrov Bol’shoy Chaichiy	id=g:573822
Bol’shoy Shagan	id=g:573823
Bol’shoy Chabis	id=g:573824
Bol'shoy Burul	id=g:573825
Bol'shoy Bukor	id=g:573826
Ozero Bol’shoy Bugodak	id=g:573827
Bol’shoy Bugodak	id=g:573828
Brusun	id=g:573829
Bol’shoy Brod	id=g:573830
Bretyak	id=g:573831
Bol’shoy Bragin Ostrov	id=g:573832
Bol’shoy Bozhay	id=g:573833
Bol’shoy Borok	id=g:573834
Bol’shoy Borok	id=g:573835
Bol’shoy Borok	id=g:573836
Bol’shoy Bor	id=g:573837
Bol’shoy Bor	id=g:573838
Bor	id=g:573839
Bol’shoy Bor	id=g:573840
Bol’shoy Bor	id=g:573841
Bol’shoy Bokhot	id=g:573842
Bol’shoy Bitaman	id=g:573843
Bol’shoy Bilib	id=g:573844
Bol’shoy Bezmenets	id=g:573845
Bol’shoy Beysug	id=g:573846
Bol’shoy Beysug	id=g:573847
Gora Malyy Bermamyt	id=g:573848
Bol’shoy Berezuy	id=g:573849
Ostrov Bol’shoy Berëzovyy	id=g:573850
Ostrov Bol’shoy Berëzovyy	id=g:573851
Ostrov Bol’shoy Berezov	id=g:573852
Bol’shoy Bereznik	id=g:573853
Berdyaush	id=g:573854
Rukav Bol’shoy Belinskiy Bank	id=g:573855
Belevets	id=g:573856
Bol’shoy Belenskiy	id=g:573857
Bol’shoy Batras	id=g:573858
Gora Bol'shoy Baseg	id=g:573859
Bol'shoy Baseg	id=g:573860
Verkhniy Barkhanchak	id=g:573861
Bol’shoy Bakal	id=g:573862
Bol’shoy Bagrush	id=g:573863
Bol’shoy Azyas’	id=g:573864
Bol’shoy Ayush	id=g:573865
Ostrov Bol’shoy Aynov	id=g:573866
Bol’shoy Avzyan	id=g:573867
Bol’shoy Avnyar	id=g:573868
Bol’shoy Avlu	id=g:573869
Atig	id=g:573870
Bol’shoy Ashlamash	id=g:573871
Bol'shoy Ashap	id=g:573872
Bol’shoy Artash	id=g:573873
Ostrov Bol’shoy Arskiy	id=g:573874
Bol’shoy Arkadak	id=g:573875
Bol’shoy Aranets	id=g:573876
Bol’shoy Anshak	id=g:573877
Bol’shoy Anish	id=g:573878
Bol'shoy Alach	id=g:573879
Bol’shoy Aksel	id=g:573880
Ozero Bol’shoy Ad	id=g:573881
Bol’shoy Abasnur	id=g:573882
Porog Bol’shoy	id=g:573883
Poluostrov Bol’shoy	id=g:573884
Ostrov Bol’shoy	id=g:573885
Bol’shoy	id=g:573886
Bol’shoye	id=g:573887
Bol’shoy	id=g:573888
Bol’shoy	id=g:573889
Bol’shoy	id=g:573890
Bol’shoy	id=g:573891
Bol’shovskaya	id=g:573892
Bol’shovka	id=g:573893
Bol’shiye Zubari	id=g:573895
Bol’shiye Zimnitsy	id=g:573896
Zhuravki	id=g:573897
Bol’shiye Zhidovichi	id=g:573898
Bol’shiye Zherebtsy	id=g:573899
Bol’shiye Zheltoukhi	id=g:573900
Bol’shiye Zelënyye Luga	id=g:573901
Bol’shiye Zelenki	id=g:573902
Zamolomtsy	id=g:573903
Bol’shiye Zalomy	id=g:573904
Bol’shiye Zakhon’ye	id=g:573905
Bol’shiye Yurintsy	id=g:573906
Bol’shiye Yelovki	id=g:573907
Bol’shiye Yazvishchi	id=g:573908
Bol’shiye Yaushi	id=g:573909
Bol’shiye Yasyrki	id=g:573910
Bol’shiye Yasyrki	id=g:573911
Bol’shiye Yaskovitsy	id=g:573912
Ozero Bol’shiye Yaryzhki	id=g:573913
Yanyshi	id=g:573914
Bol’shiye Yal’chiki	id=g:573915
Bol’shiye Yakushi	id=g:573916
Bol’shiye Yaki	id=g:573917
Bol’shiye Vyselki	id=g:573918
Bol’shoy Vykhod	id=g:573919
Bol’shiye Vyazki	id=g:573920
Bol’shiye Vyazhishchi	id=g:573921
Bol'shiye Vyazëmy	id=g:573922
Bol’shiye Vsegodichi	id=g:573923
Bol’shiye Vorob’i	id=g:573924
Bol’shiye Vorob’i	id=g:573925
Bol’shiye Volki	id=g:573926
Bol’shiye Vnegoshchi	id=g:573927
Bol’shiye Vlichki	id=g:573928
Bol’shiye Vleshkovichi	id=g:573929
Bol’shiye Veski	id=g:573930
Bol’shiye Vershinintsy	id=g:573931
Bol’shiye Verkhi	id=g:573932
Bol’shiye Berëzi	id=g:573933
Khutor Bol’shiye Vereshkovichi	id=g:573934
Vasil’ki	id=g:573935
Valuyki	id=g:573936
Bol’shiye Valgovitsy	id=g:573937
Vakhutki	id=g:573938
Bol’shiye Urmy	id=g:573939
Bol’shiye Ugory	id=g:573940
Bol’shiye Ugorody	id=g:573941
Bol’shiye Ugony	id=g:573942
Bol’shiye Udrai	id=g:573943
Bol’shiye Tury	id=g:573944
Bol’shiye Turki	id=g:573945
Ozero Bol’shiye Turali	id=g:573946
Bol’shiye Tulyany	id=g:573947
Bol’shiye Tugovishchi	id=g:573948
Urochishche Bol’shiye Tuganitsy	id=g:573949
Bol’shoy Truyev	id=g:573950
Bol’shiye Torkhany	id=g:573951
Ozero Bol’shiye Toloni	id=g:573952
Bol’shiye Tolkachi	id=g:573953
Bol’shiye Toktashi	id=g:573954
Bol’shiye Tiushi	id=g:573955
Bol'shiye Timerchi	id=g:573956
Bol’shiye Tigany	id=g:573957
Bol’shiye Telyapki	id=g:573958
Bol’shiye Taytsy	id=g:573959
Bol’shiye Tarkhany	id=g:573960
Bol’shiye Tany	id=g:573961
Talitsy	id=g:573962
Bol'shiye Syuzi	id=g:573963
Bol’shiye Syurzi	id=g:573964
Bol’shiye Syaglitsy	id=g:573965
Bol’shiye Svetitsy	id=g:573966
Bol’shiye Suslovy	id=g:573967
Bol’shiye Sushniki	id=g:573968
Bol’shiye Strazhi	id=g:573969
Bol’shiye Starukhi	id=g:573970
Bol’shiye Stariki	id=g:573971
Bol’shiye Soski	id=g:573972
Bol’shiye Sokol’niki	id=g:573973
Bol’shiye Soboli	id=g:573974
Bol’shiye Sluditsy	id=g:573975
Bol’shiye Skryabiny	id=g:573976
Bol’shiye Skopiny	id=g:573977
Bol’shiye Sinitsy	id=g:573978
Bol’shiye Siby	id=g:573979
Bol’shiye Shiushi	id=g:573980
Bol’shiye Shirdany	id=g:573981
Bol’shiye Sherstni	id=g:573982
Sherstki	id=g:573983
Bol’shiye Shemerdyany	id=g:573984
Bol’shiye Shcherbinichi	id=g:573985
Bol’shiye Shatnovichi	id=g:573986
Bol’shiye Shali	id=g:573987
Bol’shiye Shady	id=g:573988
Shabury	id=g:573989
Bol’shiye Setki	id=g:573990
Bol’shiye Seti	id=g:573991
Bol’shiye Semeykiny	id=g:573992
Bol’shiye Semeritsy	id=g:573993
Bol’shiye Semënychi	id=g:573994
Bol’shiye Selki	id=g:573995
Bol’shiye Savrushi	id=g:573996
Bol’shiye Savki	id=g:573997
Sandaki	id=g:573998
Bol’shiye Saly	id=g:573999
Bol’shiye Sabitsy	id=g:574000
Bol’shiye Rzhavki	id=g:574001
Bol’shiye Rymy	id=g:574002
Bol’shiye Ryabinki	id=g:574003
Bol’shiye Ruch’i	id=g:574004
Bol’shiye Rubaniki	id=g:574005
Rogozyata	id=g:574006
Bol’shiye Rogi	id=g:574007
Bol’shiye Reshniki	id=g:574008
Bol’shiye Remezënki	id=g:574009
Rameshi	id=g:574010
Bol’shiye Pyr’i	id=g:574011
Bol’shiye Pustyn’ki	id=g:574012
Bol’shiye Puptsy	id=g:574013
Bol’shiye Pryamki	id=g:574014
Bol’shiye Prudy	id=g:574015
Bol’shiye Prudy	id=g:574016
Bol’shiye Prudy	id=g:574017
Bol’shiye Prudy	id=g:574018
Bol’shiye Prudishchi	id=g:574019
Bol’shiye Prikhaby	id=g:574020
Bol’shiye Potëmki	id=g:574021
Bol’shiye Posëlki	id=g:574022
Bol’shiye Polyany	id=g:574023
Bol’shiye Polyany	id=g:574024
Bol’shiye Polyany	id=g:574025
Bol’shiye Polyany	id=g:574026
Bol’shiye Polyany	id=g:574027
Bol’shiye Polyanki	id=g:574028
Bol’shaya Polyana	id=g:574029
Bol’shiye Polya	id=g:574030
Bol’shiye Pod”yëlki	id=g:574031
Pod”yarugi	id=g:574032
Bol’shiye Ploty	id=g:574033
Bol’shiye Pishchevitsy	id=g:574034
Bol’shiye Pirogi	id=g:574035
Bol’shiye Petrishchi	id=g:574036
Khutora Bol’shiye Petrachenki	id=g:574037
Bol’shiye Peti	id=g:574038
Bol’shiye Pervushi	id=g:574039
Peremerki	id=g:574040
Bol’shiye Peksely	id=g:574041
Bol’shiye Pecherki	id=g:574042
Bol’shiye Picherki	id=g:574043
Bol’shiye Pasynki	id=g:574044
Pasynki	id=g:574045
Bol’shiye Paritsy	id=g:574046
Bol’shiye Parfenki	id=g:574047
Bol’shiye Pam’yaly	id=g:574048
Bol’shiye Palatki	id=g:574049
Bol’shiye Pady	id=g:574050
Bol’shiye Pachi	id=g:574051
Bol’shiye Ozimki	id=g:574052
Bol’shiye Ozertsy	id=g:574053
Bol’shiye Ozertitsy	id=g:574054
Bol’shiye Ozerki	id=g:574055
Ozerki	id=g:574056
Bol’shiye Ozerki	id=g:574057
Bol’shiye Ozerki	id=g:574058
Bol’shiye Ozerki	id=g:574059
Bol’shiye Otrozhki	id=g:574060
Bol’shiye Otary	id=g:574061
Petrovskiy	id=g:574062
Bol’shiye Ostrova	id=g:574063
Bol’shiye Ostrogi	id=g:574064
Bol’shiye Osinki	id=g:574065
Bol’shiye Oshvortsy	id=g:574066
Bol’shiye Oshki	id=g:574067
Bol’shiye Ashkaty	id=g:574068
Bol’shiye Orlovichi	id=g:574069
Bol'shiye Oni	id=g:574070
Bol’shiye Nyrty	id=g:574071
Bol’shiye Nyrsy	id=g:574072
Nuktuzh	id=g:574073
Bol’shiye Novoselitsy	id=g:574074
Bol’shiye Novishki	id=g:574075
Bol’shiye Norintsy	id=g:574076
Bol’shiye Nogeuksy	id=g:574077
Bol’shiye Nivy	id=g:574078
Bol’shiye Nivki	id=g:574079
Bol’shiye Nivishchi	id=g:574080
Napolki	id=g:574081
Bol’shiye Nagovitsiny	id=g:574082
Bol’shiye Myasnitsy	id=g:574083
Bol’shiye Murav’i	id=g:574084
Bol’shiye Mukhanki	id=g:574085
Bol’shiye Mozhary	id=g:574086
Bol’shiye Moshki	id=g:574087
Bol’shiye Mordovskiye Poshaty	id=g:574088
Bol’shiye Mochily	id=g:574089
Bol’shiye Mkhi	id=g:574090
Mikhalitsyny	id=g:574091
Bol’shiye Meteski	id=g:574092
Bol’shiye Meshchery	id=g:574093
Bol’shiye Merzlyaki	id=g:574094
Bol’shiye Memi	id=g:574095
Bol’shiye Megletsy	id=g:574096
Bol’shiye Medyantsy	id=g:574097
Bol’shiye Mayachki	id=g:574098
Bol’shiye Manadyshi	id=g:574099
Bol’shiye Mamyshi	id=g:574100
Bol’shiye Malosheviny	id=g:574101
Bol’shiye L’zi	id=g:574102
Bol’shiye Lyzki	id=g:574103
Lyul’pany	id=g:574104
Bol’shiye Lyshnitsy	id=g:574105
Bol'shiye Luzhki	id=g:574106
Bol’shiye Luzhki	id=g:574107
Luzhki	id=g:574108
Bol’shiye Lusniki	id=g:574109
Bol’shiye Lukovitsy	id=g:574110
Bol’shiye Luki	id=g:574111
Bol’shiye Luchki	id=g:574112
Bol’shiye Lozy	id=g:574113
Bol’shiye Lovasitsy	id=g:574114
Bol’shiye Lashkovitsy	id=g:574115
Bol’shiye Lomy	id=g:574116
Bol’shiye Lomy	id=g:574117
Bol’shiye Lomy	id=g:574118
Bol’shiye Lomy	id=g:574119
Bol’shiye Lipyagi	id=g:574120
Bol’shiye Lipki	id=g:574121
Bol’shiye Lesa	id=g:574122
Bol’shiye Lëdy	id=g:574123
Bol’shiye Ledinki	id=g:574124
Bol’shiye Lavriki	id=g:574125
Bol’shiye Lapochki	id=g:574126
Bol’shiye Kvashni	id=g:574127
Kuznetsy	id=g:574128
Bol'shiye Kusty	id=g:574129
Kushmany	id=g:574130
Bol’shiye Kurguzi	id=g:574131
Bol’shiye Kunitsy	id=g:574132
Bol’shiye Kuliki	id=g:574133
Bol’shiye Kuliki	id=g:574134
Bol’shiye Kuliki	id=g:574135
Bol’shiye Kuligi	id=g:574136
Bol’shiye Kuligi	id=g:574137
Bol’shiye Kryuki	id=g:574138
Bol’shiye Kryshki	id=g:574139
Bol’shiye Kruty	id=g:574140
Bol’shiye Krutitsy	id=g:574141
Bol’shiye Kozly	id=g:574142
Kozly	id=g:574143
Bol’shiye Kozly	id=g:574144
Bol’shiye Kovali	id=g:574145
Bol’shiye Kotyaki	id=g:574146
Bol’shiye Koty	id=g:574147
Bol’shiye Koski	id=g:574148
Bol’shiye Koryaki	id=g:574149
Bol’shiye Koryaki	id=g:574150
Bol’shiye Korely	id=g:574151
Koporki	id=g:574152
Bol’shiye Kopeny	id=g:574153
Bol’shiye Kontsy	id=g:574154
Kandaki	id=g:574155
Bol'shiye Komissary	id=g:574156
Kolyshmany	id=g:574157
Bol’shiye Kolodezi	id=g:574158
Bol’shiye Kokuzy	id=g:574159
Bol’shiye Kokovichi	id=g:574160
Bol’shiye Kochany	id=g:574161
Bol’shiye Kobyaki	id=g:574162
Bol’shiye Klyuchishchi	id=g:574163
Bol’shiye Klyuchi	id=g:574164
Klyuchi	id=g:574165
Bol’shiye Klyuchi	id=g:574166
Bol’shiye Klyuchi	id=g:574167
Bol’shiye Klyari	id=g:574168
Bol’shiye Klochki	id=g:574169
Bol’shiye Kliny	id=g:574170
Bol’shiye Kizeli	id=g:574171
Bol’shiye Kirilly	id=g:574172
Bol’shiye Kipretsy	id=g:574173
Kilenki	id=g:574174
Bol’shiye Kilemary	id=g:574175
Bol’shiye Kibyakozi	id=g:574176
Bol’shaya Khutora	id=g:574177
Bol’shiye Khutora	id=g:574178
Khotynitsy	id=g:574179
Bol’shiye Khokhryaki	id=g:574180
Bol’shiye Khaymenki	id=g:574181
Bol’shiye Kemary	id=g:574182
Bol’shiye Kaybitsy	id=g:574183
Bol’shiye Katrasi	id=g:574184
Bol’shiye Kas’yany	id=g:574185
Bol’shiye Karzi	id=g:574186
Mariyskiye Karshi	id=g:574187
Bol’shiye Karkaly	id=g:574188
Korchany	id=g:574189
Bol’shiye Karachury	id=g:574190
Ostrov Bol’shiye Kaprich Suari	id=g:574191
Bol’shiye Kalmyki	id=g:574192
Bol’shiye Kabany	id=g:574193
Kabachki	id=g:574194
Bol’shiye Izvaly	id=g:574195
Bol’shiye Izori	id=g:574196
