Migliarello	id=g:2524159
Vellano	id=g:3164632
Vellai	id=g:3164633
Torrente Vella	id=g:3164634
Torrente Vella	id=g:3164635
Fiume Vella	id=g:3164636
Monte Velino	id=g:3164637
Fiume Velino	id=g:3164638
Velina	id=g:3164639
Velici Inferiore	id=g:3164640
Velia	id=g:3164641
Veleso	id=g:3164642
Velate	id=g:3164643
Vela	id=g:3164644
Vejano	id=g:3164645
Veglie	id=g:3164646
Veggiano	id=g:3164647
Monte Veduta del Lago	id=g:3164648
Vedun	id=g:3164649
Sprone delle Vedrette Giganti	id=g:3164650
Rieserferner Gruppe	id=g:3164651
Rio Vedice	id=g:3164652
Vedetta Alice	id=g:3164653
Vedeseta	id=g:3164654
Canale Vedera	id=g:3164655
Vedelago	id=g:3164656
Vedano Olona	id=g:3164657
Vecciano	id=g:3164658
Veccialone	id=g:3164659
Porto Vecchio	id=g:3164660
Monte Vecchio	id=g:3164661
Canale Vecchio	id=g:3164662
Vecchiano	id=g:3164663
Vecchia	id=g:3164664
Vazzola	id=g:3164665
Vazia	id=g:3164666
Vaud	id=g:3164667
Vattaro	id=g:3164668
Vatolla	id=g:3164669
Vastogirardi	id=g:3164671
Vasto	id=g:3164672
Vaste	id=g:3164673
Monte Vasone	id=g:3164674
Vasia	id=g:3164675
Vasconi	id=g:3164676
Vascon	id=g:3164677
Vasciano Vecchio	id=g:3164678
Vasciano Nuovo	id=g:3164679
Vasciano	id=g:3164680
Torrente Vaschi	id=g:3164681
Vasanello	id=g:3164682
Vas	id=g:3164683
Varzo	id=g:3164684
Varzi	id=g:3164685
Varsi	id=g:3164686
Val di Varri	id=g:3164687
Varoni	id=g:3164688
Varone	id=g:3164689
Varni	id=g:3164690
Varna - Vahrn	id=g:3164691
Varmo	id=g:3164692
Varigotti	id=g:3164693
Seno del Varignano	id=g:3164694
Punta del Varignano	id=g:3164695
Varese Ligure	id=g:3164696
Provincia di Varese	id=g:3164697
Lago di Varese	id=g:3164698
Varese	id=g:3164699
Torrente Varenna	id=g:3164700
Varenna	id=g:3164701
Varedo	id=g:3164702
Varda	id=g:3164703
Varda	id=g:3164704
Varco Sabino	id=g:3164705
Fosso dei Varconi	id=g:3164706
Varco	id=g:3164707
Varcencio	id=g:3164708
Varazze	id=g:3164709
Varase	id=g:3164710
Varano Marchesi	id=g:3164711
Varano de' Melegari	id=g:3164712
Lago di Varano	id=g:3164713
Varano	id=g:3164714
Varano	id=g:3164715
Stazione di Varano	id=g:3164716
Varallo Pombia	id=g:3164717
Varallo	id=g:3164718
Torrente Varaita	id=g:3164719
Varago	id=g:3164720
Fiume Vara	id=g:3164721
Vaprio d'Agogna	id=g:3164722
Vaprio d'Adda	id=g:3164723
Vanzone con San Carlo	id=g:3164724
Vanzo	id=g:3164725
Vanze	id=g:3164726
Vanzago	id=g:3164727
Vanzaghello	id=g:3164728
Pfannspitze	id=g:3164729
Torrente Vanoi	id=g:3164730
Lago Vannino	id=g:3164731
Monte Vangelex	id=g:3164732
Vandria	id=g:3164733
Torrente Vandrella	id=g:3164734
Torrente Vandra	id=g:3164735
Vandoies di Sotto	id=g:3164736
Vandoies di Sopra	id=g:3164737
Vandoies	id=g:3164738
Hochspitz	id=g:3164739
Tête de Vauclère	id=g:3164740
Vanchiglia	id=g:3164741
Valvori	id=g:3164742
Riu di Valverde	id=g:3164743
Valverde	id=g:3164744
Valvasone	id=g:3164745
Valva	id=g:3164746
Valtreara	id=g:3164747
Valtournanche	id=g:3164748
Valtorta	id=g:3164749
Lago di Valtoggia	id=g:3164750
Valtesse	id=g:3164751
Valtellina	id=g:3164752
Rio Valsura	id=g:3164753
Valstagna	id=g:3164754
Valsolda	id=g:3164755
Valsinni	id=g:3164756
Valsigiara	id=g:3164757
Valsecca	id=g:3164758
Valsaviore	id=g:3164759
Valsavignone	id=g:3164760
Valsassina	id=g:3164761
Valrovina	id=g:3164762
Valpromaro	id=g:3164763
Valprato Soana	id=g:3164764
Valpicetto	id=g:3164765
Valpiana	id=g:3164766
Valpiana	id=g:3164767
Valperga	id=g:3164768
Valpelline	id=g:3164769
Valpantena	id=g:3164770
Valogno Piccolo	id=g:3164771
Valnogaredo	id=g:3164772
Lago di Val Noci	id=g:3164773
Valnegra	id=g:3164774
Valmoresca	id=g:3164775
Valmorea	id=g:3164776
Valmorbia	id=g:3164777
Valmontone	id=g:3164778
Albergo Val Martello	id=g:3164779
Valmaggiore	id=g:3164780
Valmaggiore	id=g:3164781
Valmadrera	id=g:3164782
Val Madre	id=g:3164783
Valmacca	id=g:3164784
Vallunga	id=g:3164785
Valloria Marittima	id=g:3164786
Valloni	id=g:3164787
Fosso Vallone	id=g:3164788
Vallone	id=g:3164789
Valle Vallona	id=g:3164790
Vallona	id=g:3164791
Vallombrosa	id=g:3164792
Vallo di Nera	id=g:3164793
Vallo della Lucania	id=g:3164794
Vallocchia	id=g:3164795
Vallo	id=g:3164796
Botro di Vallironconi	id=g:3164797
Fiume Vallio	id=g:3164798
Vallio	id=g:3164799
Vallinfreda	id=g:3164800
Vallinfante	id=g:3164801
Valli Mocenighe	id=g:3164802
Valliera	id=g:3164803
Valli del Pasubio	id=g:3164804
Vallicella	id=g:3164805
Vallicchio	id=g:3164806
Canale le Valli	id=g:3164807
Valli	id=g:3164808
Valli	id=g:3164809
Vallezza	id=g:3164810
Vallevaccaro	id=g:3164811
Valletti	id=g:3164812
Valletta	id=g:3164813
Vallestretta	id=g:3164814
Fosso Vallestraccia	id=g:3164815
Vallesindola	id=g:3164816
Vallesella	id=g:3164817
Vallese	id=g:3164818
Vallescura	id=g:3164819
Valle San Silvestro	id=g:3164820
Valle San Nicolao	id=g:3164821
Valle San Martino	id=g:3164822
Valle San Giovanni	id=g:3164823
Val di Valles	id=g:3164824
Rio di Valles	id=g:3164825
Passo di Valles	id=g:3164826
Valles	id=g:3164827
Vallerotonda	id=g:3164828
Vallerona	id=g:3164829
Vallerenzo	id=g:3164830
Valleremita	id=g:3164831
Vallerano	id=g:3164832
Vallerano	id=g:3164833
Valle Piola	id=g:3164834
Vallepietra	id=g:3164835
Fosso Vallepiana	id=g:3164836
Vallepezzata	id=g:3164837
Fosso di Valle Oscura	id=g:3164838
Valle Orsara	id=g:3164839
Vallenquina	id=g:3164840
Fosso Valle Mozza	id=g:3164841
Valle Mosso	id=g:3164842
Fosso Valle Monda	id=g:3164843
Vallemare	id=g:3164844
Vallemaio	id=g:3164845
Torrente Vallelunga	id=g:3164846
Vallelunga	id=g:3164847
Valleluce-Cese	id=g:3164848
Serra di Vallelonga	id=g:3164849
Valle Lomellina	id=g:3164850
Vallegrascia	id=g:3164851
Vallegrande	id=g:3164852
Valle di Maddaloni	id=g:3164853
Valle di Dentro	id=g:3164854
Fosso di Valle del Pozzo	id=g:3164855
Valle dell'Angelo	id=g:3164856
Regione Autonoma Valle d'Aosta	id=g:3164857
Vallecupola	id=g:3164858
Vallecupa	id=g:3164859
Vallecupa	id=g:3164860
Vallecupa	id=g:3164861
Vallecrosia	id=g:3164862
Vallecorsa	id=g:3164863
Valle Cilento	id=g:3164864
Vallececa	id=g:3164865
Rio Vallecchia	id=g:3164866
Vallecchia	id=g:3164867
Valle Castellana	id=g:3164868
Valle Canzano	id=g:3164869
Vallebuona	id=g:3164870
Vallebuona	id=g:3164871
Vallebona	id=g:3164872
Vallebona	id=g:3164873
Valle Benedetta	id=g:3164874
Valle Avellana	id=g:3164875
Valle Agricola	id=g:3164876
Torrente la Valle	id=g:3164877
Monte Valle	id=g:3164879
Fosso la Valle	id=g:3164880
Fosso della Valle	id=g:3164881
Canale di Valle	id=g:3164882
Valle	id=g:3164883
Valle	id=g:3164884
Valle	id=g:3164885
Valle	id=g:3164886
Valle	id=g:3164887
Valle	id=g:3164888
Valle	id=g:3164889
Valle	id=g:3164890
Valle	id=g:3164891
Vallazza	id=g:3164892
Monte Vallatrone	id=g:3164893
Fosso Vallato	id=g:3164894
Vallata	id=g:3164895
Vallarsa	id=g:3164896
Vallaro	id=g:3164897
Vallarga	id=g:3164898
Torrente Vallantica	id=g:3164899
Vallalta	id=g:3164900
Vall’Alta	id=g:3164901
Vallacquosa	id=g:3164902
Torrente Vallaccia	id=g:3164903
Vallà	id=g:3164904
Torrente Valige	id=g:3164905
Valiano	id=g:3164906
Valgrisanche	id=g:3164907
Valgrana	id=g:3164908
Valgioie	id=g:3164909
Valgiano	id=g:3164910
Valganna	id=g:3164911
Valfurva	id=g:3164912
Sasso di Valfredda	id=g:3164913
Valfenera	id=g:3164914
Valfabbrica	id=g:3164915
Valfabbrica	id=g:3164916
Valeriano Lunense	id=g:3164917
Valeriano	id=g:3164918
Valenzano	id=g:3164919
Valenza	id=g:3164920
Canale Valentinis	id=g:3164921
Valentina	id=g:3164922
Valentano	id=g:3164923
Valeggio sul Mincio	id=g:3164924
Valeggio	id=g:3164925
Valdurna	id=g:3164926
Valduggia	id=g:3164927
Valdottavo	id=g:3164928
Val Dorizzo	id=g:3164929
Rio Valdobuccia	id=g:3164930
Valdobbiadene	id=g:3164931
Val di Vizze	id=g:3164932
Monte Val di Varri	id=g:3164933
Valditacca	id=g:3164934
Valdirame	id=g:3164935
Val di Pugna	id=g:3164936
Val di Perga	id=g:3164937
Fosso Valdiola	id=g:3164938
Valdinoce	id=g:3164939
Rio Valdimonte	id=g:3164940
Val di Mezzo	id=g:3164941
Valdieri	id=g:3164942
Valli Valdesi	id=g:3164943
Scolo Valdentro	id=g:3164944
Valdena	id=g:3164945
Val della Cort	id=g:3164946
Valdazzo	id=g:3164947
Valdarno	id=g:3164948
Valdaora - Olang	id=g:3164949
Valdantena Casalina	id=g:3164950
Valdamonte	id=g:3164951
Torre Valdaliga	id=g:3164952
Valdagno di Trento	id=g:3164953
Valdagno	id=g:3164954
Valcava	id=g:3164955
Valcarecce	id=g:3164956
Valcaldara	id=g:3164957
Valburga	id=g:3164958
Valbruna	id=g:3164959
Valbondione	id=g:3164960
Valbiano	id=g:3164961
Valassina	id=g:3164962
Vajo Squaranto	id=g:3164963
Vairo	id=g:3164964
Vairano Patenora	id=g:3164965
Monte Vairano	id=g:3164966
Vairano	id=g:3164967
Torrente Vaiont	id=g:3164968
Vajont	id=g:3164969
Vailate	id=g:3164970
Vaiano Cremasco	id=g:3164971
Vaiano	id=g:3164972
Vaiano	id=g:3164973
Vaiano	id=g:3164974
Torre Vaianica	id=g:3164975
Torrente Vaiana	id=g:3164976
Punta Vagno	id=g:3164977
Vaglio Basilicata	id=g:3164978
Vagli Sotto	id=g:3164979
Vagliano	id=g:3164980
Monte Vagliamenti	id=g:3164981
Vaglia	id=g:3164982
Vaglia	id=g:3164983
Fosso di Vagli	id=g:3164984
Vagli	id=g:3164985
Vado Lucoli	id=g:3164986
Stazione Vado Ligure	id=g:3164987
Vado Ligure	id=g:3164988
Rada di Vado	id=g:3164989
Capodi Vado	id=g:3164990
Vado	id=g:3164991
Vadena - Pfatten	id=g:3164992
Secche di Vada	id=g:3164993
Vada	id=g:3164994
Vacri	id=g:3164995
Vacone	id=g:3164996
Vacile	id=g:3164997
Vacil	id=g:3164998
Cantoniera sos Vaccos	id=g:3164999
Vaccolino	id=g:3165000
Fosso Vaccinella	id=g:3165001
Vaccina	id=g:3165002
Borro Vacchereccia	id=g:3165003
Vacchereccia	id=g:3165004
Vacchereccia	id=g:3165005
Punta delle Vacche	id=g:3165006
Vaccarizza	id=g:3165007
Vaccarile	id=g:3165008
Vaccareccia	id=g:3165009
Torrente Uzzone	id=g:3165010
Uzzo	id=g:3165011
Uzzano	id=g:3165012
Uvert	id=g:3165013
Monte Uttari	id=g:3165014
Torrente Ussita	id=g:3165015
Usseglio	id=g:3165016
Fiume Uso	id=g:3165017
Usmate Velate	id=g:3165018
Usini	id=g:3165019
Usigni	id=g:3165020
Usigliano	id=g:3165021
Usi	id=g:3165022
Monte Usello	id=g:3165023
Uscio	id=g:3165024
Urzulei	id=g:3165025
Ururi	id=g:3165026
Monte Urpas	id=g:3165028
Monte Uri	id=g:3165029
Uri	id=g:3165030
Urgnano	id=g:3165031
Stazione di Urbisaglia-Sforzacosta	id=g:3165032
Urbisaglia	id=g:3165033
Monte Urbino	id=g:3165034
Urbino	id=g:3165035
Urbignacco	id=g:3165036
Urbe	id=g:3165037
Urbania	id=g:3165038
Monte Urano	id=g:3165039
Uppello	id=g:3165040
Monte Unturzu	id=g:3165041
Monte Unturzu	id=g:3165042
Fiumi Uniti	id=g:3165043
Uncinano	id=g:3165044
Umito	id=g:3165045
Umes	id=g:3165046
Fosso Umbricara	id=g:3165047
Regione Umbria	id=g:3165048
Cantoniera d’ Umbra	id=g:3165050
Rifugio Umberto I	id=g:3165051
Umbertide	id=g:3165052
Ultimo	id=g:3165053
Punta Ultia	id=g:3165054
Uliveto Terme	id=g:3165055
Ulignano	id=g:3165056
Ulà Tirso	id=g:3165057
Bessanèse	id=g:3165058
L’Uja	id=g:3165059
Ugrigno	id=g:3165060
Monte d’ Ugno	id=g:3165061
Ugliano	id=g:3165062
Uggiate-Trevano	id=g:3165063
Uggiano Montefusco	id=g:3165064
Uggiano la Chiesa	id=g:3165065
Fiume Ufita	id=g:3165066
Uffogliano	id=g:3165067
Fiume Ufente	id=g:3165068
Monte Udulu	id=g:3165069
Provincia di Udine	id=g:3165071
Udine	id=g:3165072
Riu Uddastru	id=g:3165073
Poggio Uccello	id=g:3165074
Monti dell’ Uccellina	id=g:3165075
Monte Uccari	id=g:3165076
Monte Tuttavista	id=g:3165077
Monte Tutoglio	id=g:3165078
Tussio	id=g:3165079
Tussillo	id=g:3165080
Monte Tusorgia	id=g:3165081
Fiume Tusciano	id=g:3165082
Tuscania	id=g:3165083
Tursi	id=g:3165084
Turrivalignani	id=g:3165085
Punta Turritta	id=g:3165086
Turrito	id=g:3165087
Turrida	id=g:3165089
Turriaco	id=g:3165090
Monte Turres Crabinas	id=g:3165091
Rio Turrali	id=g:3165092
Turignano	id=g:3165093
Turi	id=g:3165094
Valle di Túres	id=g:3165095
Monte Turco	id=g:3165096
Passo del Turchino	id=g:3165097
Turchi	id=g:3165098
Torrente Turbone	id=g:3165099
Turbigo	id=g:3165100
Riu Turas	id=g:3165101
Turano Lodigiano	id=g:3165102
Lago del Turano	id=g:3165103
Fiume Turano	id=g:3165104
Turania	id=g:3165105
Tuoro sul Trasimeno	id=g:3165106
Monte Tuoralto	id=g:3165107
Monte Tuonaco	id=g:3165108
Torrente Tuoma	id=g:3165109
Tungoni	id=g:3165110
Tuna	id=g:3165111
Monte Tumbaro	id=g:3165112
Punta Tumbarino	id=g:3165113
Monte Tului	id=g:3165114
Tula	id=g:3165115
Tuglie	id=g:3165116
Tufo Basso	id=g:3165117
Tufo Alto	id=g:3165118
Tufo	id=g:3165119
Tufino	id=g:3165120
Tufillo	id=g:3165121
Tuenno	id=g:3165122
Monte Tudderi	id=g:3165123
Tubre - Taufers im Muenstertal	id=g:3165124
Tubione	id=g:3165125
Tubbiano	id=g:3165126
Trucco	id=g:3165127
Truccazzano	id=g:3165128
Trovo	id=g:3165129
Troviggiano	id=g:3165130
Torrente Trove	id=g:3165131
Rio Troscione	id=g:3165132
Tronzano Vercellese	id=g:3165133
Tronzano Lago Maggiore	id=g:3165134
Fiume Tronto	id=g:3165135
Troncea	id=g:3165136
Troncea	id=g:3165137
Tronale	id=g:3165138
Val Trompia	id=g:3165139
Tromello	id=g:3165140
Troia	id=g:3165141
Trofarello	id=g:3165142
Fosso Trodica	id=g:3165143
Trodena - Truden	id=g:3165144
Monte Trocchio	id=g:3165145
Trivio	id=g:3165146
Trivio	id=g:3165147
Trivio	id=g:3165148
Stazione Trivigno	id=g:3165149
Trivigno	id=g:3165150
Trivignano Udinese	id=g:3165151
Trivero	id=g:3165152
Trivento	id=g:3165153
Trivellano	id=g:3165154
Triuggio	id=g:3165155
Trisungo	id=g:3165156
Trissino	id=g:3165157
Torrente Trisolla	id=g:3165158
Trisobbio	id=g:3165159
Triponzo	id=g:3165160
Punta Tripides	id=g:3165161
Triora	id=g:3165162
Torrente Triolo	id=g:3165163
Punta del Domino	id=g:3165164
Trino	id=g:3165165
Trinitapoli	id=g:3165166
Trinità d'Agultu e Vignola	id=g:3165167
Trinità	id=g:3165168
Trinità	id=g:3165169
Rio Trimoletto	id=g:3165170
Lago Trimititi	id=g:3165171
Trimezzo	id=g:3165172
Trigoso	id=g:3165173
Trigolo	id=g:3165174
Fiume Trigno	id=g:3165175
Trignano	id=g:3165176
Scoglio della Triglia	id=g:3165177
Triggiano	id=g:3165178
Triggianello	id=g:3165179
Valle Trigente	id=g:3165180
Triflisco	id=g:3165181
Stazione Trieste Centrale	id=g:3165182
Stazione Trieste Campomarzio	id=g:3165183
Provincia di Trieste	id=g:3165184
Trieste	id=g:3165185
Trieste	id=g:3165186
Gulf of Trieste	id=g:3165187
Triei	id=g:3165188
Tricesimo	id=g:3165189
Tricerro	id=g:3165190
Tricarico	id=g:3165191
Tribulaun	id=g:3165192
Torrente Tribio	id=g:3165193
Tribiano	id=g:3165194
Tribano	id=g:3165195
Triana	id=g:3165196
Trezzo sull'Adda	id=g:3165197
Trezzano sul Naviglio	id=g:3165198
Trezzano Rosa	id=g:3165199
Provincia di Treviso	id=g:3165200
Treviso	id=g:3165201
Trevi nel Lazio	id=g:3165202
Trevinano	id=g:3165203
Stazione Trevignano Signoressa	id=g:3165204
Trevignano Romano	id=g:3165205
Trevignano	id=g:3165206
Treviglio	id=g:3165207
Trevico	id=g:3165208
Trevi	id=g:3165209
Trevenzuolo	id=g:3165210
Fosso la Treve	id=g:3165211
Tret	id=g:3165212
Fiume Treste	id=g:3165213
Canale delle Tresse	id=g:3165214
Torrente Tressa	id=g:3165215
Trespiano	id=g:3165216
Tresnuraghes	id=g:3165217
Tres Montes	id=g:3165218
Punta Tresino	id=g:3165219
Torrente Tresinaro	id=g:3165220
Tresigallo	id=g:3165222
Tresenda	id=g:3165223
Planu de Tres Elighes	id=g:3165224
Trescore Cremasco	id=g:3165225
Trescore Balneario	id=g:3165226
Trescine	id=g:3165227
Tresanti	id=g:3165228
Torrente Tresa	id=g:3165230
Tres	id=g:3165231
Trequanda	id=g:3165232
Trepuzzi	id=g:3165233
Treppo Grande	id=g:3165234
Treponti	id=g:3165235
Tre Ponti	id=g:3165236
Tre Pizzi	id=g:3165237
Trepalade	id=g:3165238
Trentola	id=g:3165239
Trentola-Ducenta	id=g:3165240
Provincia di Trento	id=g:3165241
Doss Trento	id=g:3165242
Trento	id=g:3165243
Regione Autonoma Trentino-Alto Adige	id=g:3165244
Trentinara	id=g:3165245
Fiume Trenico	id=g:3165246
Serra Tre Monti	id=g:3165247
Tremonti	id=g:3165248
Tremonti	id=g:3165249
Isole Tremiti	id=g:3165250
Tremignon	id=g:3165251
Tremezzo	id=g:3165252
Tremensuoli	id=g:3165253
Tremenico	id=g:3165254
Tre Madonne	id=g:3165255
Serra Trelleca	id=g:3165256
Col de Trélatête	id=g:3165257
Aiguilles de Trélatête	id=g:3165258
Torrente Treia	id=g:3165259
Fosso Treia	id=g:3165260
Treia	id=g:3165261
Tregnago	id=g:3165262
Treglio	id=g:3165263
Treglia	id=g:3165264
Tregiovo	id=g:3165265
Treggio	id=g:3165266
Treggiaia	id=g:3165267
Tredozio	id=g:3165268
Passo Tre Croci	id=g:3165269
Tre Colli	id=g:3165270
Valle del Trecine	id=g:3165271
Tre Cime di Lavaredo	id=g:3165272
Trecenta	id=g:3165273
Trecchina	id=g:3165274
Trecate	id=g:3165275
Trecasali	id=g:3165276
Tre Cancelli	id=g:3165277
Trebiciano	id=g:3165278
Trebiano	id=g:3165279
Trebecco	id=g:3165280
Trebbio	id=g:3165281
Trebbiantico	id=g:3165282
Trebbiano Nizza	id=g:3165283
Fiume Trebbia	id=g:3165284
Trebbana	id=g:3165285
Trebaseleghe	id=g:3165286
Monte Trazzonara	id=g:3165287
Travo	id=g:3165288
Torrente Travignolo	id=g:3165289
Travesio	id=g:3165290
Traversetolo	id=g:3165291
Traverses	id=g:3165292
Traversella	id=g:3165293
Traversara	id=g:3165294
Traversa	id=g:3165295
Travedona-Monate	id=g:3165296
Punta del Trave	id=g:3165297
Rio Travata	id=g:3165298
Travalle	id=g:3165299
Travale	id=g:3165300
Travagliato	id=g:3165301
Punta del Trattoio	id=g:3165302
Banco dei Trattauri	id=g:3165303
Torrente Trasubbino	id=g:3165304
Torrente Trasubbie	id=g:3165305
Trastevere	id=g:3165306
Monte Trassiuari	id=g:3165307
Trassilico	id=g:3165308
Traso	id=g:3165309
Lago Trasimeno	id=g:3165310
Monte Trascinelli	id=g:3165311
Traschio	id=g:3165312
Trasaghis	id=g:3165313
Trasacco	id=g:3165314
Trarivi	id=g:3165315
Trarego Viggiona	id=g:3165316
Torrente Traponzo	id=g:3165317
Fosso Traponzo	id=g:3165318
Traona	id=g:3165319
Tranzi	id=g:3165320
Transacqua	id=g:3165321
Trani	id=g:3165322
Trana	id=g:3165323
Tramutola	id=g:3165324
Tramuschio	id=g:3165325
Tramonti di Sopra	id=g:3165326
Tramonti	id=g:3165327
Punta Tramontana	id=g:3165328
Torrente Tramigna	id=g:3165329
Torre del Tramariglio	id=g:3165330
Tragole	id=g:3165331
Tragliatella	id=g:3165332
Tragliata	id=g:3165333
Traghetto	id=g:3165334
Punta Tragara	id=g:3165335
Traga	id=g:3165336
Trafusina	id=g:3165337
Trafoi	id=g:3165338
Monte Traessu	id=g:3165339
Tradate	id=g:3165340
Punta Trabucato	id=g:3165341
Bocca Trabaria	id=g:3165342
Riu Tozza	id=g:3165343
Tovo	id=g:3165344
Tovena	id=g:3165345
Lago di Tovel	id=g:3165346
Touraz	id=g:3165347
Monte Tourano	id=g:3165348
Toulazur	id=g:3165349
Tottea	id=g:3165350
Monte Totila	id=g:3165351
Totana	id=g:3165352
Riu Tossilo	id=g:3165353
Tossignano	id=g:3165354
Tossicia	id=g:3165355
Toscolano-Maderno	id=g:3165356
Toscolano	id=g:3165357
Toscella	id=g:3165358
Arcipelago Toscano	id=g:3165359
Altipiano Toscana	id=g:3165360
Toscana	id=g:3165361
Tosca	id=g:3165362
Torviscosa	id=g:3165363
Riu Tortu	id=g:3165364
Tortoreto	id=g:3165365
Masseria Tortorella	id=g:3165366
Tortorella	id=g:3165367
Valle delle Tortore	id=g:3165368
Monte Tortonzero	id=g:3165369
Tortona	id=g:3165370
Rio Torto	id=g:3165371
Rio Torto	id=g:3165372
Rio Torto	id=g:3165373
Tortigliano	id=g:3165374
Tor Sapienza	id=g:3165375
Torsa	id=g:3165376
Monte Torru	id=g:3165377
Poggio del Torrone	id=g:3165378
Torrone	id=g:3165379
Torrita Tiberina	id=g:3165380
Torrita di Siena	id=g:3165381
Torrita	id=g:3165382
Torrioni	id=g:3165383
Punta de su Torrione	id=g:3165384
Torrione	id=g:3165385
Torriola	id=g:3165386
Torrini	id=g:3165387
Monte Torrinara	id=g:3165388
Torrimpietra	id=g:3165389
Torrile	id=g:3165390
Torri in Sabina	id=g:3165391
Torriglia	id=g:3165392
Punta Torrigas	id=g:3165393
Torri di Quartesolo	id=g:3165394
Torri del Benaco	id=g:3165395
Torricella Sicura	id=g:3165396
Torricella Peligna	id=g:3165397
Torricella in Sabina	id=g:3165398
Torricella del Pizzo	id=g:3165399
Monte Torricella	id=g:3165400
Torricella	id=g:3165401
Torricella	id=g:3165402
Torricella	id=g:3165403
Torrice	id=g:3165404
Torricchio	id=g:3165405
Torriana	id=g:3165406
Torria	id=g:3165407
Torri	id=g:3165408
Torri	id=g:3165409
Torri	id=g:3165410
Torri	id=g:3165411
Torrevecchia Teatina	id=g:3165412
Monte Torretta	id=g:3165413
Masseria Torretta	id=g:3165414
Torretta	id=g:3165415
Torre Tre Ponti	id=g:3165416
Torreselle	id=g:3165417
Torresella	id=g:3165418
Torre San Vito	id=g:3165419
Torre Santa Susanna	id=g:3165420
Torre Sant’Alluccia	id=g:3165421
Torre San Severo	id=g:3165422
Torre San Patrizio	id=g:3165423
Torre San Limato	id=g:3165424
Torre sa Crucca	id=g:3165425
Torre Pelosa	id=g:3165426
Torre Pellice	id=g:3165427
Torre Paponi	id=g:3165428
Torre Orsina	id=g:3165429
Torre Orsaia	id=g:3165430
Torrenova	id=g:3165431
Torrenieri	id=g:3165432
Torre Mileto	id=g:3165433
Monte Torre Maggiore	id=g:3165434
Torremaggiore	id=g:3165435
Torre Le Nocelle	id=g:3165436
Torre Iussi	id=g:3165437
Torreglia	id=g:3165438
Torre Giulia	id=g:3165439
Torre Gazzone	id=g:3165440
Torre Gaveta	id=g:3165441
Torre Garofoli	id=g:3165442
Torre Gandini	id=g:3165443
Torre Gaia	id=g:3165444
Punta di Torre Fumo	id=g:3165445
Torre d'Isola	id=g:3165446
Torre di Santa Maria	id=g:3165447
Torre di Mosto	id=g:3165448
Torre di Montalto	id=g:3165449
Torre di Confine	id=g:3165450
Torre di Chiunzi	id=g:3165451
Torre de' Picenardi	id=g:3165452
Torre de' Passeri	id=g:3165453
Torre del Mangano	id=g:3165454
Torre del Lago Puccini	id=g:3165455
Torre del Greco	id=g:3165456
Torre del Colle	id=g:3165457
Torre del Campese	id=g:3165458
Torre degli Alberi	id=g:3165459
Torre de’ Calzolari	id=g:3165460
Torre de' Busi	id=g:3165461
Torrecuso	id=g:3165462
Torrecola	id=g:3165463
Punta di Torre Ciana	id=g:3165464
Torrechiara	id=g:3165465
Fosso di Torre Ceccona	id=g:3165466
Torrecchia Nuova	id=g:3165467
Capo di Torre Cavallo	id=g:3165468
Monte Torrecane	id=g:3165469
Torrebruna	id=g:3165470
Torre Boldone	id=g:3165471
Torre Beretti e Castellaro	id=g:3165472
Torrebelvicino	id=g:3165473
Torreano	id=g:3165474
Torre Annunziata	id=g:3165475
Torre a Mare	id=g:3165476
Torre Alfina	id=g:3165477
Monte la Torre	id=g:3165478
Monte Torre	id=g:3165479
Torrente Torre	id=g:3165480
Torre	id=g:3165481
Torre	id=g:3165482
Torre	id=g:3165483
Torrazzo	id=g:3165484
Torrazza Coste	id=g:3165485
Torrazza	id=g:3165486
Torrazza	id=g:3165487
Torralba	id=g:3165488
Fosso Torraccia	id=g:3165489
Torraca	id=g:3165490
Torpedini Padula	id=g:3165491
Torpè	id=g:3165492
Tor Paterno	id=g:3165493
Torone	id=g:3165494
Toro	id=g:3165495
Tornolo	id=g:3165496
Valle del Torno	id=g:3165497
Torno	id=g:3165498
Tornimparte	id=g:3165499
Torniella	id=g:3165500
Tornavento	id=g:3165501
Tornata	id=g:3165502
Tornasano	id=g:3165503
Tornareccio	id=g:3165504
Tornano	id=g:3165505
Tornadri	id=g:3165506
Tornaco	id=g:3165507
Fosso Torna	id=g:3165508
Tormini	id=g:3165509
Tormine	id=g:3165510
Tormeno	id=g:3165511
Torlino Vimercati	id=g:3165512
Toritto	id=g:3165513
Stazione Torino Vanchiglia	id=g:3165514
Stazione Torino Stura	id=g:3165515
Stazione Torino Smistamento	id=g:3165516
Stazione Torino Porta Susa	id=g:3165517
Stazione Torino Porta Nuova	id=g:3165518
Stazione Torino Ponte Mosca	id=g:3165519
Stazione Torino Lingotto	id=g:3165520
Stazione Torino Dora	id=g:3165521
Torino di Sangro	id=g:3165522
Provincia di Torino	id=g:3165523
Torino	id=g:3165524
Torino	id=g:3165525
Torgnon	id=g:3165526
Torgiano	id=g:3165527
Stazione Torello	id=g:3165528
Torella del Sannio	id=g:3165529
Torella dei Lombardi	id=g:3165530
Tor di Quinto	id=g:3165531
Fiume Tordino	id=g:3165532
Tordimonte	id=g:3165533
Tordandrea	id=g:3165534
Torchiarolo	id=g:3165535
Torchiara	id=g:3165536
Torchiagina	id=g:3165537
Torcello	id=g:3165538
Torcello	id=g:3165539
Torca	id=g:3165540
Torbole	id=g:3165541
