Ali Muhammad Buhar	id=g:1184661
Kachozai	id=g:1335798
Dara Shah	id=g:1335799
Pankzai	id=g:1335800
Degan	id=g:1335801
Buza Khel	id=g:1335802
Kotkai Ibrāhīm Gul	id=g:1335803
Sikandar Khel	id=g:1335804
Sharaf Mala Khel	id=g:1335805
Nasr Bāla Khel	id=g:1335806
Nasruddīn	id=g:1335807
Bizān Khel	id=g:1335808
Bizān Khel	id=g:1335809
Khalboi Khwāra	id=g:1335810
Karam Kili	id=g:1335811
Karerai Nāla	id=g:1335812
Kozi Khel	id=g:1335813
Kotkai Muhammad Jān	id=g:1335814
Fazal Shāh Garhi	id=g:1335815
Palosai Kili	id=g:1335816
Ali Khel	id=g:1335817
Talgai	id=g:1335818
Mīr Alam	id=g:1335819
Mandūri	id=g:1335820
Basya Khel	id=g:1335821
Bangi Khel	id=g:1335822
Spere Kili	id=g:1335823
Gul Akhtar	id=g:1335824
Qalandar Shāh	id=g:1335825
Mast Amir Kili	id=g:1335826
Char Kili	id=g:1335827
Haibak	id=g:1335828
Pāk Ismāīl Khel	id=g:1335829
Siti	id=g:1335830
Dwa Khwār	id=g:1335831
Dwa Manzai	id=g:1335832
Saiyid Khel	id=g:1335833
Alamdar	id=g:1335834
Shādi Khel	id=g:1335835
Musa Khel	id=g:1335836
Khalwai Kili	id=g:1335837
Jangdād	id=g:1335838
Wam Qāzi Khel	id=g:1335839
Lwargai	id=g:1335840
Gumbatai Tangi	id=g:1335841
Gidara Pal	id=g:1335842
Zerai Garai Algad	id=g:1335843
Wucha Lohra	id=g:1335844
Khalboi	id=g:1335845
Khalboi	id=g:1335846
Khorgi	id=g:1335847
Garal Algad	id=g:1335848
Gingarai	id=g:1335849
Tangarai	id=g:1335850
Lar Langarkai	id=g:1335851
Tarnao	id=g:1335852
Langar Kai	id=g:1335853
Bar Langarkai	id=g:1335854
Stara Roya	id=g:1335855
Naskora	id=g:1335856
Kilāt Khel	id=g:1335857
Naghar	id=g:1335858
Kharsind Poya Algad	id=g:1335859
Shashogai	id=g:1335860
Ziandai Oba	id=g:1335861
Kandikai Algad	id=g:1335862
Kandikal	id=g:1335863
Tangal	id=g:1335864
Sarwek Pal	id=g:1335865
Khargai Algad	id=g:1335866
Star Ping	id=g:1335867
Tere Chand	id=g:1335868
Arangai	id=g:1335869
Rangai River	id=g:1335870
Shin	id=g:1335871
Tarnāo	id=g:1335872
Gidari Liar	id=g:1335873
Pasta Pal	id=g:1335874
Talaum	id=g:1335875
Pisi	id=g:1335876
Talaum	id=g:1335877
Pisi	id=g:1335878
Spīnkai	id=g:1335879
Pini	id=g:1335880
Kharsind Algad	id=g:1335881
Warzhala	id=g:1335882
Zawa Khwāra	id=g:1335883
Sperka	id=g:1335884
Shodia Khwāra Algad	id=g:1335885
Tarkhe Oba	id=g:1335886
Bijal	id=g:1335887
Painda Khel	id=g:1335888
Aghbarg Banda	id=g:1335889
Gardai	id=g:1335890
Tarai	id=g:1335891
Gidari Narai	id=g:1335902
Wole Poya	id=g:1335903
Prang Tangi	id=g:1335904
Pati	id=g:1335905
Chīna Ziārat	id=g:1335906
Birgai	id=g:1335907
Chīna	id=g:1335908
Ksai Algad	id=g:1335909
Ghozhizai Algad	id=g:1335910
Tangai Sanni Khel	id=g:1335911
Khonia Khel	id=g:1335912
Ahmādzai	id=g:1335913
Dary Oba	id=g:1335914
Kande Kili	id=g:1335915
Dary Oba Raghzai	id=g:1335916
Kande Algad	id=g:1335917
Tit Kamar	id=g:1335918
Shan Kashola	id=g:1335919
Khase Oba	id=g:1335920
Kale Ziārat	id=g:1335921
Kande Algad	id=g:1335922
Tit Kamar Algad	id=g:1335923
Besai	id=g:1335924
Tarkhe Oba	id=g:1335925
Tarkhe Oba	id=g:1335926
Ospa Pal	id=g:1335927
Tarkhikal Nāla	id=g:1335928
Ping	id=g:1335929
Budin Khel	id=g:1335930
Kharsin	id=g:1335931
Sher Dag	id=g:1335932
Nekai Raghzai	id=g:1335933
Wara Pal	id=g:1335934
Toji Zhawār Khandal	id=g:1335935
Aghze Poya	id=g:1335936
Bijal Mele	id=g:1335937
Zarwām	id=g:1335938
Poya	id=g:1335939
Palowana Kats	id=g:1335940
Khojal Khel	id=g:1335941
Tangai	id=g:1335942
Skare	id=g:1335943
Tangai	id=g:1335944
Agar Tangi	id=g:1335945
Tarāp	id=g:1335946
Tarāp	id=g:1335947
Ziārat	id=g:1335948
Makhatmai	id=g:1335949
Garang	id=g:1335950
Garang Algad	id=g:1335951
Umarzai	id=g:1335952
Tsapparai Algad	id=g:1335953
Sub Khel	id=g:1335954
Algada Khullah	id=g:1335955
Ali Khonai	id=g:1335956
Algada	id=g:1335957
Tej Khān	id=g:1335958
Uch Garang Algad	id=g:1335959
Shna Lūra	id=g:1335960
Daragai Pal	id=g:1335961
Dragai	id=g:1335962
Azgharai	id=g:1335963
Ucha	id=g:1335964
Wucha Zangarri Algad	id=g:1335965
Kutanal Poya	id=g:1335966
Inzar	id=g:1335967
Walai	id=g:1335968
Gangi Khel	id=g:1335969
Tanga Walai	id=g:1335970
Walai	id=g:1335971
Mandkai	id=g:1335972
Sarwakai	id=g:1335973
Tsapparai Algad	id=g:1335974
Idal Khel Chappari	id=g:1335975
Nashpa	id=g:1335976
Hāthi Khel	id=g:1335977
Dosali	id=g:1335978
Chankanni	id=g:1335979
Raghzai Shahīdān	id=g:1335980
Sarwakai	id=g:1335981
Sinduna	id=g:1335982
Lohra Maddi	id=g:1335983
Sar Khāne	id=g:1335984
Karangi	id=g:1335985
Karangi Khula	id=g:1335986
Zeranara	id=g:1335987
Narai Oba	id=g:1335988
Tangarai	id=g:1335989
Trikh Grab	id=g:1335990
Dar Khān Dag	id=g:1335991
Khattak Zāwar	id=g:1335992
Sarwakai Algad	id=g:1335993
Shamshod Zāwar	id=g:1335994
Khemorai Algad	id=g:1335995
Maidānai	id=g:1335996
Grangai Algad	id=g:1335997
Sholgai Algad	id=g:1335998
Shomi Khel	id=g:1335999
Sarkai Naghashai	id=g:1336000
Ali Gul Kili	id=g:1336001
Watahai	id=g:1336002
Tarakai Raghzai	id=g:1336003
Zangārri Algad	id=g:1336004
Sher Ali Algad	id=g:1336005
Garangāi	id=g:1336006
Lakarai	id=g:1336007
Gazak	id=g:1336008
Lūra Drozanda	id=g:1336009
Māndkai	id=g:1336010
Uch Garang	id=g:1336011
Māndkai	id=g:1336012
Gurgurrai	id=g:1336013
Spin Kotal	id=g:1336014
Ganderi Pal	id=g:1336015
Spīnkai Raghza	id=g:1336016
Tabarkhwast Narai	id=g:1336017
Gondai	id=g:1336018
Shakhe Male Pal	id=g:1336019
Dra Gandi	id=g:1336020
Wallai	id=g:1336021
Shodikai	id=g:1336022
Dargai Algad	id=g:1336023
Shakhai Lakki Graves	id=g:1336024
Ghor Tangi	id=g:1336025
Serai Graves	id=g:1336026
Kharare Sar	id=g:1336027
Zerai Garai	id=g:1336028
Andu Shāh Narai	id=g:1336029
Muhabbat Khel	id=g:1336030
Bānda Bogara	id=g:1336031
Bānda Zarkhan Kili	id=g:1336032
Kāshi Kili	id=g:1336033
Yūsuf Kili	id=g:1336034
Bānda Karashka	id=g:1336035
Bānda Kesar	id=g:1336036
Bānda Najīb	id=g:1336037
Bānda Wanki	id=g:1336038
Chaprai	id=g:1336039
Bānda Rānj	id=g:1336040
Bānda Chaprai	id=g:1336041
Bānda Chanda	id=g:1336042
Bānda Bābul Khel	id=g:1336043
Soi Khel	id=g:1336044
Shamrūd Bānda	id=g:1336045
Karashki Kili	id=g:1336046
Bānda Sarāj Khel	id=g:1336047
Danguri Bānda	id=g:1336048
Bakar Khel	id=g:1336049
Sanga Bānda	id=g:1336050
Diran Khel	id=g:1336051
Loughar Algad	id=g:1336052
Surli Kili	id=g:1336053
Narai Khwār	id=g:1336054
Dabli	id=g:1336055
Shagai	id=g:1336056
Kurd Bānda	id=g:1336057
Garūzi	id=g:1336058
Balanzīn Algad	id=g:1336059
Tarkha Algad	id=g:1336060
Algadai	id=g:1336061
Gāru Shāh	id=g:1336062
Ahmadwāla	id=g:1336063
Bānda Topi Kili	id=g:1336064
Bānda Tor Dhand	id=g:1336065
Bānda Muzaffar Khān	id=g:1336066
Kanjehri Algad	id=g:1336067
Bānda Hamza	id=g:1336068
Dabli Algad	id=g:1336069
Toyakai Algad	id=g:1336070
Tahsīl	id=g:1336071
Chalkhāna Algad	id=g:1336072
Zarifi	id=g:1336073
Mittha Khel	id=g:1336074
Bānda Assar	id=g:1336075
Bānda Mitthawāla	id=g:1336076
Tarkha Algad	id=g:1336077
Grori	id=g:1336078
Mirza Khel	id=g:1336079
Khārzun Algad	id=g:1336080
Terāi Algad	id=g:1336081
Tienkola Algad	id=g:1336082
Yūsuf Khel	id=g:1336083
Bānda Charpara	id=g:1336084
Narikal Algad	id=g:1336085
Tarkha Algad	id=g:1336086
Nāno Algad	id=g:1336087
Akori	id=g:1336088
Chal Algad	id=g:1336089
Bānda Pashoni Ghunda	id=g:1336090
Bānda Waragha	id=g:1336091
Tarkha Algad	id=g:1336092
Nari Panos	id=g:1336093
Ālam Khel	id=g:1336094
Shāh Khel	id=g:1336095
Bānda Tappia	id=g:1336096
Tawa Algad	id=g:1336097
Bānda Hoti	id=g:1336098
Bānda Mastān Khel	id=g:1336099
Bānda Tabbīkhwah	id=g:1336100
Shewa	id=g:1336101
Bānda Jogi Khel	id=g:1336102
Bānda Kanjari	id=g:1336103
Daggar	id=g:1336104
Bānda Mangar Khel	id=g:1336105
Bānda Mahmud Khel	id=g:1336106
Bānda Hoti	id=g:1336107
Bānda Khoni Khel	id=g:1336108
Bānda Nari Khwarram	id=g:1336109
Kanurgo Algad	id=g:1336110
Bānda Spīna	id=g:1336111
Norta Kha Algad	id=g:1336112
Bānda Injār Paya	id=g:1336113
Chughari Algad	id=g:1336114
Tawa Algad	id=g:1336115
Kol	id=g:1336116
Narai Algad	id=g:1336117
Shakar	id=g:1336118
Mara	id=g:1336119
Shānir	id=g:1336120
Baran Algad	id=g:1336121
Muhammad Khel	id=g:1336122
Murid Chāh	id=g:1336348
Mullān	id=g:1336349
Gajjo	id=g:1336350
Kurumb	id=g:1336351
Jiwani Airfield	id=g:1336361
Wash Kaush	id=g:1336362
Cham Kush	id=g:1336363
Kuntāni Kaur	id=g:1336365
Shambe	id=g:1336366
Wali Dād	id=g:1336367
Postu	id=g:1336368
Panodi	id=g:1336369
Saukar	id=g:1336370
Gāmāro	id=g:1336371
Karkak	id=g:1336372
Reco Koh	id=g:1336374
Kuān Mori	id=g:1336376
Nigor	id=g:1336379
Dāud	id=g:1336381
Chahār Shambo	id=g:1336382
Chashi	id=g:1336383
Nowak Band	id=g:1336385
Sechi	id=g:1336386
Pirotak	id=g:1336387
Tojān Bal	id=g:1336388
Paleri	id=g:1336389
Zahr Kaur	id=g:1336392
Gabd Koh	id=g:1336395
Kal Chāt	id=g:1336396
Zahrkoh	id=g:1336397
Pāg	id=g:1336399
Shahgwāsh	id=g:1336400
Shāh Dād	id=g:1336402
Bakri	id=g:1336403
Jāndāri	id=g:1336404
Rigti Rak	id=g:1336405
Hodi Koh	id=g:1336406
Sauran Jump	id=g:1336407
Siāh Jump	id=g:1336408
Garr Kaur	id=g:1336409
Kanero	id=g:1336410
Dando Kaur	id=g:1336411
Saiyid	id=g:1336414
Lātida	id=g:1336415
Sibdān	id=g:1336416
Jumāzai	id=g:1336417
Kosgo	id=g:1336418
Dando	id=g:1336419
Tahsil	id=g:1336421
Dando	id=g:1336422
Mazan-e-Harrag	id=g:1336423
Kanero	id=g:1336424
Mārrak	id=g:1336425
Maten Harrag	id=g:1336426
Chu Ken Harrag	id=g:1336427
Saīyid Muhammad	id=g:1336429
Nogbur	id=g:1336430
Miskin Kaur	id=g:1336431
Jumāzai	id=g:1336432
Gwazzag	id=g:1336434
Khushdil	id=g:1336435
Yār Muhammad	id=g:1336436
Somāri	id=g:1336438
Watero Kaur	id=g:1336439
Rawāj Kaur	id=g:1336442
Saiki Kaur	id=g:1336443
Wani	id=g:1336444
Īsāwāl	id=g:1336445
Bandi Kaur	id=g:1336446
Pinsan Kallag	id=g:1336448
Chāti	id=g:1336449
Dumb	id=g:1336450
Gwātgi	id=g:1336451
Talanbi Kaur	id=g:1336452
Klair Kuchh	id=g:1336454
Nālod	id=g:1336456
Dāud Band	id=g:1336458
Mohsin Kaur	id=g:1336459
Pishāl	id=g:1336460
Sibdan Pāss	id=g:1336461
Rāhelo	id=g:1336462
Tangi	id=g:1336463
Kausar	id=g:1336464
Gatti Kaur	id=g:1336465
Pishūn Jump	id=g:1336466
Gulchar	id=g:1336467
Gande Nagar	id=g:1336468
Kotoray Koh	id=g:1336469
Budhal Kanika	id=g:1336470
Kulānch	id=g:1336471
Baroki Chāt	id=g:1336472
Pahlāra	id=g:1336473
Garandi	id=g:1336474
Palanī Kaur	id=g:1336475
Kunar Chaht	id=g:1336476
Gookshef Koh	id=g:1336477
Bheet	id=g:1336478
Gaz Mār	id=g:1336479
Chilari	id=g:1336480
Siāh Koh	id=g:1336481
Iftār Kund Koh	id=g:1336482
Jagri Koh	id=g:1336483
Kandāsol	id=g:1336484
Chīlāni	id=g:1336485
Chīlāni	id=g:1336486
Panhān Koh	id=g:1336487
Mand	id=g:1336488
Mīr Sāheb Dād	id=g:1336489
Danno	id=g:1336490
Sarash Dhoro	id=g:1336491
Wadi Koh	id=g:1336492
Muhammadi Bāzār	id=g:1336493
Kumb Ndari Koh	id=g:1336494
Shābi	id=g:1336495
Manjāsole Kaur	id=g:1336496
Sar Nīlag	id=g:1336497
Nallani Koh	id=g:1336498
Jāmgwang	id=g:1336499
Pittān Kaur	id=g:1336500
Pittān	id=g:1336501
Shābi Koh	id=g:1336502
Jamad Kaur	id=g:1336503
Khuda Band	id=g:1336504
Chākar Bāzār	id=g:1336505
Jamag	id=g:1336506
Allāh Dād Bāzār	id=g:1336507
Kunar Bāzār	id=g:1336508
Passo	id=g:1336509
Taigad Koh	id=g:1336510
Dalli Koh	id=g:1336511
Shahid Kaur	id=g:1336512
Chagardi Kaur	id=g:1336513
Log Mulla Qādar Bakhsh	id=g:1336514
Rudkan Koh	id=g:1336515
Lashkari Sham Kaur	id=g:1336516
Tīrandāz Kaur	id=g:1336517
Mūrat Machhi	id=g:1336518
Maskin Kaur	id=g:1336519
Gard Koh	id=g:1336520
Chawwar	id=g:1336521
Kassar Kaur	id=g:1336522
Gawach	id=g:1336523
Zerīn Koh	id=g:1336524
Gowach Koh	id=g:1336525
Shast Pang Kaur	id=g:1336526
Rudkan	id=g:1336527
Chūkyan	id=g:1336528
Hazāna Koh	id=g:1336529
Pishūkān	id=g:1336530
Gawar Manzil	id=g:1336531
Rāhtu Koh	id=g:1336532
Chūkyan	id=g:1336533
Bashāmi	id=g:1336534
Kalerak Kaur	id=g:1336535
Koh Mashkomār	id=g:1336536
Darwār	id=g:1336537
Khuda Band Kaur	id=g:1336538
Niamgi Kaur	id=g:1336539
Gorpag	id=g:1336540
Cherāk	id=g:1336541
Shāhtangi	id=g:1336542
Bandgāh	id=g:1336543
Bandgāh	id=g:1336544
Tolegi	id=g:1336545
Punūn	id=g:1336546
Jangnār Kaur	id=g:1336548
Dumbāni Koh	id=g:1336550
Nalient	id=g:1336551
Rūdsar	id=g:1336552
Majīd Koh	id=g:1336553
Kuchh	id=g:1336555
Muhammadi Bal	id=g:1336556
Buzwar Kaur	id=g:1336557
Taindī Kaur	id=g:1336558
Karmai Kaur	id=g:1336559
Kandāsol	id=g:1336560
Shutargardan Koh	id=g:1336561
Makke Bāzār	id=g:1336562
Langāsi	id=g:1336564
Kahiari Kaur	id=g:1336565
Chap Kaur	id=g:1336566
Meskin Kaur	id=g:1336567
Morāni Kaur	id=g:1336568
Farag Koh	id=g:1336569
Gurgejāni	id=g:1336570
Kalātko Kaur	id=g:1336571
Dalai Kaur	id=g:1336572
Shainziuk	id=g:1336573
Shanggaz	id=g:1336574
Tangi Bāzār	id=g:1336575
Daily Kaur	id=g:1336576
Dādu Dar	id=g:1336577
Baidān Kaur	id=g:1336578
Garri Kaur	id=g:1336579
Karzi Kaur	id=g:1336580
Sham Kaur	id=g:1336581
Dilīkim Koh	id=g:1336582
Shingri	id=g:1336583
Zahrān Kumb	id=g:1336584
Kalair	id=g:1336585
Kāsh Kaur	id=g:1336586
Ziārat Miān Mūsa	id=g:1336587
Ganar Khān	id=g:1336588
Bundi	id=g:1336589
Tuji Kaur	id=g:1336590
Ganwāz Gāni	id=g:1336591
Zangi Kaur	id=g:1336592
Nawāb Rāhi	id=g:1336593
Tolgo	id=g:1336594
Kalchāt	id=g:1336595
Gogdān	id=g:1336596
Kotwāli	id=g:1336597
Nali Chamak	id=g:1336598
Azkeji Chamak	id=g:1336599
Dueki Kaur	id=g:1336600
Gatti Kaur	id=g:1336601
Dāzi Kaur	id=g:1336602
Kahurī	id=g:1336603
Zahrān	id=g:1336604
Darag	id=g:1336605
Tank	id=g:1336606
Zer Koh	id=g:1336607
Lāthīdān	id=g:1336608
Darag Koh	id=g:1336609
Zahrān	id=g:1336610
Kerāj Kaur	id=g:1336611
Grid Koh	id=g:1336612
Tansir Kaur	id=g:1336613
Gatti	id=g:1336614
Kahuri Kaur	id=g:1336615
Ziārat Pir Bakhsh	id=g:1336616
Zango Kaur	id=g:1336617
Ābdark Kaur	id=g:1336618
Tank Kaur	id=g:1336619
Mulla Wali Dād	id=g:1336620
Koh Bun	id=g:1336621
Koh Bun	id=g:1336622
Kappar Kaur	id=g:1336623
Chalo	id=g:1336624
Chhawar	id=g:1336625
Reki Shep	id=g:1336626
Sangai Kaur	id=g:1336627
Kasāch Kaur	id=g:1336628
Zarnāli Kaur	id=g:1336629
Gohrāg-i-Daf	id=g:1336630
Mīran	id=g:1336631
Kumbil	id=g:1336632
Jappi Rehāli	id=g:1336633
Suntsar	id=g:1336634
Darag	id=g:1336635
Darag	id=g:1336636
Tampki	id=g:1336637
Darbār Gharīb Shāh	id=g:1336638
Chib	id=g:1336639
Zer Koh	id=g:1336640
Rāhtuk Kaur	id=g:1336641
Zai Kaur	id=g:1336642
Shingri Dāt	id=g:1336643
Sorāb Kaur	id=g:1336644
Lucho Kaur	id=g:1336645
Konri Kaur	id=g:1336646
Kandāri Kaur	id=g:1336647
Rezdān Kaur	id=g:1336648
Bambi Shep	id=g:1336649
Nākāmi	id=g:1336650
Shāh Rasān Kaur	id=g:1336651
Wād Shep	id=g:1336652
Mallohl Kaur	id=g:1336653
Dadde	id=g:1336654
Wādok	id=g:1336655
Porak Koh	id=g:1336656
Gār Gānd	id=g:1336657
Kalārak Kaur	id=g:1336658
Titiān Koh	id=g:1336659
Sham Koh	id=g:1336661
Shingri Koh	id=g:1336663
Kunchti	id=g:1336664
Sīah Shef	id=g:1336665
Kalārak Koh	id=g:1336666
Kandri Kaur	id=g:1336667
Kantdār Kalān	id=g:1336668
Siāh Kangi Koh	id=g:1336669
Mārri Kaur	id=g:1336671
Koh Imām	id=g:1336672
Nagar Bāzār	id=g:1336673
Mullāi Koh	id=g:1336674
Koh Murād	id=g:1336675
Golānrāni Kaur	id=g:1336676
Tamba	id=g:1336677
Shīnzāni Kaur	id=g:1336678
Nīlag	id=g:1336679
Dokurram	id=g:1336680
Bardasti Koh	id=g:1336681
Brinji Kaur	id=g:1336682
Gorakh Nāla	id=g:1336683
Garoki Kaur	id=g:1336684
Doshanba	id=g:1336685
Tolegi	id=g:1336686
Tansīr	id=g:1336687
Makāb Kaur	id=g:1336688
Jang Jump Koh	id=g:1336689
Bhal	id=g:1336690
Mayanān Kaur	id=g:1336691
Hāji Wado	id=g:1336692
Khān Shef	id=g:1336693
Mullāi Bāzār	id=g:1336694
Shaihāni Bāzār	id=g:1336695
Duzdāni Siāh Koh	id=g:1336696
Shakaro	id=g:1336697
Osmān Beth	id=g:1336698
Kahire Koh	id=g:1336699
Chhib	id=g:1336700
Dānchopi Koh	id=g:1336701
Ziārati Bāzār	id=g:1336702
Mazār Koh	id=g:1336703
Kunar	id=g:1336704
Maxwāl Kaur	id=g:1336705
Pīr Bakhsh	id=g:1336706
Tarat Kalāt	id=g:1336707
Dram Kol	id=g:1336708
Chhib	id=g:1336709
Bizinjau Kasar	id=g:1336710
Zaranki	id=g:1336711
Wari	id=g:1336712
Feroz Baloch	id=g:1336713
Char	id=g:1336714
Shīrān	id=g:1336715
Saidrāni Koh	id=g:1336716
Tālāpi	id=g:1336717
Sham Dan	id=g:1336718
Jorān Sund Kaur	id=g:1336719
Gwād Kapt	id=g:1336720
Oarkān Kaur	id=g:1336721
Jang Jump	id=g:1336722
Sārdāb	id=g:1336723
Dalsar Bāzār	id=g:1336724
Nambandar Kaur	id=g:1336725
Putwani	id=g:1336726
Kolehra Chot Pat	id=g:1336727
Chur	id=g:1336728
Sagār Kaur	id=g:1336729
Mullāh Bāzār	id=g:1336730
Kalmati Gath	id=g:1336731
Darwāzgi Kaur	id=g:1336732
Qatlāni Kaur	id=g:1336733
Hush Bandi	id=g:1336734
Kalag Kaur	id=g:1336735
Kumbi Shingh Kaur	id=g:1336736
Kāli Koţ Kaur	id=g:1336737
Rongān Kaur	id=g:1336738
Koh Baroki	id=g:1336739
Nārāni Kaur	id=g:1336740
Bundānsar	id=g:1336741
Pishunki Kaur	id=g:1336742
Kasar	id=g:1336743
Siāh Koh	id=g:1336744
Noor Muhammad	id=g:1336745
Shām	id=g:1336746
Ghorghejāni	id=g:1336747
Kārwāt	id=g:1336748
Kārwāt Kaur	id=g:1336749
Gurāndāni Shep	id=g:1336750
Puthān Bāzār	id=g:1336751
Hur Bāzār	id=g:1336752
Usmān Baloch	id=g:1336753
Sholi Bāzār	id=g:1336754
Muri Bāzār	id=g:1336755
Kakdān Kaur	id=g:1336756
Gorāndāni	id=g:1336757
Kumbi Koh	id=g:1336758
Khuda Band	id=g:1336759
Karqi Kaur	id=g:1336760
Muhammad Log	id=g:1336761
Nilangi	id=g:1336762
Gāroki Koh	id=g:1336763
Talāpī Nāla	id=g:1336764
Mundāni Kaur	id=g:1336765
Jali Kaur	id=g:1336766
Karg Rekh	id=g:1336767
Gurāndāni	id=g:1336768
Ziārat Machhi	id=g:1336769
Harāni Beth	id=g:1336770
Shatangi	id=g:1336771
Jori	id=g:1336772
Bashām Chīl	id=g:1336773
Gajab Kaur	id=g:1336774
Shābīn Log	id=g:1336775
Kandasūl	id=g:1336776
Shaidāt Kaur	id=g:1336777
Ganjaik	id=g:1336778
Zamīn Tok	id=g:1336779
Sher Muhammad Baluch	id=g:1336780
Guraspi	id=g:1336781
Aftāri Kaur	id=g:1336782
Muhammad Amin Log	id=g:1336783
Beth	id=g:1336784
Pīrāni Lumb	id=g:1336785
Kārez	id=g:1336786
Bandgāh	id=g:1336787
Bandgāh	id=g:1336788
Chib	id=g:1336789
Dāko	id=g:1336790
Tal Kaur	id=g:1336791
Kasīnag	id=g:1336792
Hussain Murād Log	id=g:1336793
Spaising Kaur	id=g:1336794
Kahorāni Kaur	id=g:1336795
Kuntāni Kaur	id=g:1336796
Sālam Log	id=g:1336797
Karkdān Kaur	id=g:1336798
Mandu Kaur	id=g:1336799
Sibdān	id=g:1336800
Shanbe Log	id=g:1336801
Gāno Kaur	id=g:1336802
Kānk Ki Kaur	id=g:1336803
Miskin Koh	id=g:1336804
Kahoda Mauladād	id=g:1336805
Klande Koh	id=g:1336806
Koh Manjar	id=g:1336807
Bharambāb Shipi Kaur	id=g:1336808
Gāno	id=g:1336809
Kehar Kaur	id=g:1336810
Bharambad Rasti Kaur	id=g:1336811
Sorāb Gar	id=g:1336812
Jammu Kaur	id=g:1336813
Pittok Kaur	id=g:1336814
Doki Chāh	id=g:1336815
Sūr Kaur	id=g:1336816
Doki Kaur	id=g:1336817
Kahūri Kaur	id=g:1336818
Sūr	id=g:1336819
Harrang Koh	id=g:1336820
Bangrīdar Kaur	id=g:1336821
Rung Kaur	id=g:1336822
Kalesar Bāzār	id=g:1336823
Siāhlo	id=g:1336824
Kintān-i-Kochag Kaur	id=g:1336825
Jumak	id=g:1336826
Danzi	id=g:1336827
Kand Shaip	id=g:1336828
Miskin Siāh Koh	id=g:1336829
Siāhlo Kaur	id=g:1336830
Miān Dād	id=g:1336831
Kuntāni	id=g:1336832
Shinkāni Dar	id=g:1336833
Chagirdi Bāzār	id=g:1336834
Shini Kandar	id=g:1336835
Ziārat	id=g:1336836
Rer Koh	id=g:1336837
Kandhor Bāzār	id=g:1336838
Gador Kaur	id=g:1336839
Talātuk	id=g:1336840
Dor Kaur	id=g:1336841
Gāno	id=g:1336842
Jori	id=g:1336843
Dor	id=g:1336844
Kul Kaur	id=g:1336845
Niāmi Kalag	id=g:1336846
Kul Kaur Bāzār	id=g:1336847
Bāzwāja	id=g:1336848
Jalbāni	id=g:1336850
Lanji	id=g:1336851
Pārālo	id=g:1336852
Siri Kalag	id=g:1336853
Shanba Ismāīl	id=g:1336854
Autak	id=g:1336855
Benth	id=g:1336856
Chār Pat Sind	id=g:1336857
Dokurram Koh	id=g:1336858
Ambi	id=g:1336859
Ambi	id=g:1336860
Pithā Kaur	id=g:1336861
Kumb Bāzār	id=g:1336862
Nigbat Māchhi Bāzār	id=g:1336863
Gurag’pi Kaur	id=g:1336864
Koki	id=g:1336865
Gwādar	id=g:1336866
Begadag Koh	id=g:1336867
Kaur Āwārān	id=g:1336868
Darwāza	id=g:1336869
Kalāto	id=g:1336870
Bāzwāja	id=g:1336871
Katawāl	id=g:1336872
Kak Kaur	id=g:1336873
Jiski Kaur	id=g:1336874
Drangi Kaur	id=g:1336875
Kund Parosh Band	id=g:1336876
Shālu Kaur	id=g:1336878
Motho Pangi Koh	id=g:1336879
Kupcha Kumb Kaur	id=g:1336880
Hājīwāl	id=g:1336881
Garaki	id=g:1336882
Koh Bātal	id=g:1336883
Dādīn Wāl Chāh	id=g:1336884
Pittok Kalat	id=g:1336885
Gorjan Koh	id=g:1336886
Darra Wāl	id=g:1336887
Darām West	id=g:1336888
Tānok Koh	id=g:1336889
Machhi	id=g:1336890
Hammerbād	id=g:1336891
Pittu	id=g:1336892
Napāin Koh	id=g:1336893
Ghorāb Kaur	id=g:1336894
Chhad Bāzār	id=g:1336895
Bāgh Koh	id=g:1336896
Sürkāni Kaur	id=g:1336897
Chigard Gar Koh	id=g:1336898
Korej Bāzār	id=g:1336899
Gariāp Kaur	id=g:1336900
Kalesar Bāzār	id=g:1336901
Jorki	id=g:1336902
Ziārat	id=g:1336903
Chhedagi Koh	id=g:1336904
Jūlwan Kaur	id=g:1336905
Siāh Koh	id=g:1336906
Karman Kaur	id=g:1336907
Rong Kandag	id=g:1336908
Chamag	id=g:1336909
Jalbar Kaur	id=g:1336910
Gwargi Sunt	id=g:1336911
Naigen	id=g:1336912
Zamīn Tok Pat	id=g:1336913
Koh Tank	id=g:1336914
Kāni Kaur	id=g:1336915
Chakūli Kaur	id=g:1336916
Zanday Koh	id=g:1336917
Anāmat Wāl	id=g:1336918
Jāri Kaur	id=g:1336919
Shinzāni Kaur	id=g:1336920
Chakūli	id=g:1336921
Kalo Wāl	id=g:1336922
Pattāhol Koh	id=g:1336923
Nagoz Kaur	id=g:1336924
Bug	id=g:1336925
Bunarhān Kaur	id=g:1336926
Chaksh-e-āf Kandag	id=g:1336927
Bichkol Kaur	id=g:1336928
Rahmat Gorstāni	id=g:1336929
Drāmāni Kaur	id=g:1336930
Mīr Machhi	id=g:1336931
Kalchāti Kaur	id=g:1336932
Degandar Kaur	id=g:1336933
Sorgo	id=g:1336934
Kumbelag Kaur	id=g:1336935
Kashindar	id=g:1336936
Kalesar	id=g:1336937
Jamak Dumak Koh	id=g:1336938
Sorādif Kaur	id=g:1336939
Gazan Kaur	id=g:1336940
