Kalalella	id=g:1242308
Divulakele	id=g:1247888
Diviyandabendewa	id=g:1247889
Diviyagalahena	id=g:1247890
Diviya Allu Wewa	id=g:1247891
Diviture Ela	id=g:1247892
Diviture	id=g:1247893
Divilane Kulam	id=g:1247894
Diviellegama Wewa	id=g:1247895
Diviagala Wewa	id=g:1247896
Diwelhena	id=g:1247897
Diurumpola	id=g:1247898
Diul Wewa	id=g:1247899
Diulpelesse Wewa	id=g:1247900
Diulhenagama Ela	id=g:1247901
Diulgaswala	id=g:1247902
Diulgane Ela	id=g:1247903
Diulgala Wewa	id=g:1247904
Diulegoda Wewa	id=g:1247905
Diulanegoda	id=g:1247906
Dissawage Wewa	id=g:1247907
Dissawage Kuda Wewa	id=g:1247908
Dissapathy Wewa	id=g:1247909
Disawagegama	id=g:1247910
Disanekgama	id=g:1247911
Disakumbura	id=g:1247912
Disagewatta	id=g:1247913
Dippittigoda	id=g:1247914
Dippitiya	id=g:1247915
Dippitiya	id=g:1247916
Dippitiya	id=g:1247917
Dippitigala	id=g:1247918
Dippitigala	id=g:1247919
Diomede Rock	id=g:1247920
Dingi Ara	id=g:1247921
Dinapamunuwa	id=g:1247922
Dinagoda	id=g:1247923
Dimiyawegodella	id=g:1247924
Dimiyawa	id=g:1247925
Dimlyalanda	id=g:1247926
Dimiduwa	id=g:1247927
Dimbulwala	id=g:1247928
Dimbulkumbura	id=g:1247929
Dimbulgomuwa	id=g:1247930
Dimbulgomuwa	id=g:1247931
Dimbulgoda	id=g:1247932
Dimbulgoda	id=g:1247933
Dimbulgete Stage	id=g:1247934
Dimbulgamuwa	id=g:1247935
Dimbulgahakotuwa	id=g:1247936
Dimbulduwa	id=g:1247937
Dimbulana	id=g:1247938
Dimbulamura	id=g:1247939
Dimbulagala Archaeological Reserve	id=g:1247940
Dimbulagala	id=g:1247941
Dimbula	id=g:1247942
Dimbula	id=g:1247943
Dikyaya	id=g:1247944
Dik Wewa	id=g:1247945
Dikwewa	id=g:1247946
Dik Wewa	id=g:1247947
Dik Wewa	id=g:1247948
Dik Wewa	id=g:1247949
Dik Wewa	id=g:1247950
Dik Wewa	id=g:1247951
Dik Wewa	id=g:1247952
Dik Wewa	id=g:1247953
Dik Wewa	id=g:1247954
Dikwewa	id=g:1247955
Dikwewa	id=g:1247956
Dikwewa	id=g:1247957
Dikwewa	id=g:1247958
Dikwewa	id=g:1247959
Dikwewa	id=g:1247960
Dikwewa	id=g:1247961
Dikwewa	id=g:1247962
Dikwewa	id=g:1247963
Dikwennawa	id=g:1247964
Dikwennagoda	id=g:1247965
Dikwella South	id=g:1247966
Dikwella North	id=g:1247967
Dikwellagama	id=g:1247968
Dikwella Bay	id=g:1247969
Dikwella	id=g:1247970
Dikwela	id=g:1247971
Dikwela	id=g:1247972
Dikwela	id=g:1247973
Dikwela	id=g:1247974
Dikwehera	id=g:1247975
Dikwehera	id=g:1247976
Dikweharagama	id=g:1247977
Dikwannawa	id=g:1247978
Dikwannapotana	id=g:1247979
Dikwannagoda	id=g:1247980
Dikwala	id=g:1247981
Diktolla	id=g:1247982
Dickpatana	id=g:1247983
Dik Oya	id=g:1247984
Dikoya	id=g:1247985
Dikoya	id=g:1247986
Dikolla Colony	id=g:1247987
Dikmukalana	id=g:1247988
Dikkumbura	id=g:1247989
Dikkumbura	id=g:1247990
Dikkumbura	id=g:1247991
Dikkendagolle Wewa	id=g:1247992
Dikkenda-ela	id=g:1247993
Dikkena Wewa	id=g:1247994
Dikkelle	id=g:1247995
Dikkele Forest Reserve	id=g:1247996
Dikkapitiya	id=g:1247997
Dikkandanegala	id=g:1247998
Dikkanda Ela	id=g:1247999
Dikiriwewa	id=g:1248000
Dikirlgolla	id=g:1248001
Dikirikewa	id=g:1248002
Dikirigolla	id=g:1248003
Dikheragedara	id=g:1248004
Dikhera	id=g:1248005
Dikhena	id=g:1248006
Dikgoitanpalata	id=g:1248007
Dikgasgoda	id=g:1248008
Dikgalawatta	id=g:1248009
Dikgala Ara	id=g:1248010
Dikgala	id=g:1248011
Dikgala	id=g:1248012
Dikella Colony	id=g:1248013
Dikella	id=g:1248014
Dikelikanda	id=g:1248015
Dik Ela	id=g:1248016
Dikdeniya	id=g:1248017
Dikdeniya	id=g:1248018
Dikdeniya	id=g:1248019
Dikdeliya	id=g:1248020
Dikbadda	id=g:1248021
Dijjulana	id=g:1248022
Digowa	id=g:1248023
Digowa	id=g:1248024
Digogedara	id=g:1248025
Digitowa	id=g:1248026
Digili Ela	id=g:1248027
Digha Vapi	id=g:1248028
Diggane Wewa	id=g:1248029
Diggalamulla	id=g:1248030
Diggalahela	id=g:1248031
Diggalagedara	id=g:1248032
Diggala	id=g:1248033
Diggala	id=g:1248034
Diggala	id=g:1248035
Diggala	id=g:1248036
Digdola	id=g:1248037
Digaredda	id=g:1248038
Digan Wewa	id=g:1248039
Diganwewa	id=g:1248040
Diganwewa	id=g:1248041
Diganwela	id=g:1248042
Diganpataha	id=g:1248043
Digannewa Wewa	id=g:1248044
Diganewatta	id=g:1248045
Digannewa	id=g:1248046
Digankonwewa	id=g:1248047
Digankanda	id=g:1248048
Digan Hammillewa	id=g:1248049
Digangala	id=g:1248050
Digane Wewa	id=g:1248051
Digane Wewa	id=g:1248052
Diganetenna	id=g:1248053
Digannakanda	id=g:1248054
Diganegama	id=g:1248055
Digana	id=g:1248056
Digane	id=g:1248057
Digane	id=g:1248058
Digane	id=g:1248059
Digandeniya	id=g:1248060
Digana Wewa	id=g:1248061
Diganakele	id=g:1248062
Diganakanda	id=g:1248063
Digana	id=g:1248064
Digana	id=g:1248065
Digana	id=g:1248066
Digampitiya	id=g:1248067
Digama	id=g:1248068
Digalla	id=g:1248069
Digal Ara	id=g:1248070
Mededigala	id=g:1248071
Digala	id=g:1248072
Digala	id=g:1248073
Digahawatura	id=g:1248074
Digadure	id=g:1248075
Maha Divul Wewa	id=g:1248076
Didula	id=g:1248077
Didduwa	id=g:1248078
Diddeniya Maha Wewa	id=g:1248079
Diddeniya	id=g:1248080
Diddeniya	id=g:1248081
Diddeniya	id=g:1248082
Diddenipota	id=g:1248083
Dickwella	id=g:1248084
Dick Oya	id=g:1248085
Dicklanda	id=g:1248086
Dickland	id=g:1248087
Dickhena	id=g:1248088
Dikhena	id=g:1248089
Dickeriya	id=g:1248090
Dickella	id=g:1248091
Dickapitiya	id=g:1248092
Dickandahena	id=g:1248093
Dibpuruwela	id=g:1248094
Dibbedda	id=g:1248095
Diaswatte	id=g:1248096
Diasland	id=g:1248097
Diamond Point	id=g:1248098
Diamond Hill	id=g:1248099
Dhow Chan Rock	id=g:1248100
Dharmapalaya Wewa	id=g:1248101
Darana Ara	id=g:1248102
Dhaham Wewa	id=g:1248103
Deysbrook	id=g:1248104
Deiyannewela	id=g:1248105
Deyiyannegama	id=g:1248106
Deyiyandara	id=g:1248107
Deyanegala	id=g:1248108
Dewuramwehera	id=g:1248109
Dewulwewa	id=g:1248110
Dewul Dola	id=g:1248111
Dewlane Wewa	id=g:1248112
Dewitotawela	id=g:1248113
Dewilla Oya	id=g:1248114
Dewilamulla	id=g:1248115
Dewelawa Wewa	id=g:1248116
Deweddanakanda	id=g:1248117
Dewedda	id=g:1248118
Dewatura	id=g:1248119
Dewatura	id=g:1248120
Dewategedara	id=g:1248121
Dematagolla	id=g:1248122
Dowatagahamulatenne	id=g:1248123
Dewarammula	id=g:1248124
Dewaragampola	id=g:1248125
Dewaradapola	id=g:1248126
Dewani Wewa	id=g:1248127
Dewanagala	id=g:1248128
Dewamulla	id=g:1248129
Dewamottawa	id=g:1248130
Dewalepola	id=g:1248131
Dewalegawa	id=g:1248132
Dewalegawa	id=g:1248133
Dewalegama	id=g:1248134
Dewalegama	id=g:1248135
Dewalegama	id=g:1248136
Dewale	id=g:1248137
Dewale	id=g:1248138
Dewalapola	id=g:1248139
Dewalakanda Estate	id=g:1248140
Dewalahinda	id=g:1248141
Dewala Handiya Wewa	id=g:1248142
Dewalagama	id=g:1248143
Dewahuwa Wewa	id=g:1248144
Dewahandiya West	id=g:1248145
Dewahandiya East	id=g:1248146
Dewagoda	id=g:1248147
Dewagoda	id=g:1248148
Dewagiriya	id=g:1248149
Dewagiriya	id=g:1248150
Dewagiri Viharaya	id=g:1248151
Dewadda	id=g:1248152
Devonford	id=g:1248153
Devon Falls	id=g:1248154
Devon	id=g:1248155
Deviturai	id=g:1248156
Devita	id=g:1248157
Devinuwara	id=g:1248158
Devil’s Point	id=g:1248159
Devigama	id=g:1248160
Dewate	id=g:1248161
Deumba Gala	id=g:1248162
Pattara	id=g:1248163
Detiyamulia	id=g:1248164
Dethiriyangala	id=g:1248165
Dethemulla	id=g:1248166
Dethawa	id=g:1248167
Detgama	id=g:1248168
Detenegalla	id=g:1248169
Detawa Pahalagama	id=g:1248170
Detawala	id=g:1248171
Dethawa Ihalagama	id=g:1248172
Dethawa	id=g:1248173
Dethawa	id=g:1248174
Detana Wewa	id=g:1248175
Detana	id=g:1248176
Detagoda	id=g:1248177
Detagamuwa Wewa	id=g:1248178
Detagamuwa	id=g:1248179
Detabodakanda	id=g:1248180
Dessford	id=g:1248181
Dessepota	id=g:1248182
Desastra Kalutara	id=g:1248183
Derryclare	id=g:1248184
Deraniyagala	id=g:1248185
Derangala	id=g:1248186
Derangala	id=g:1248187
Depelamulla	id=g:1248188
Depedene	id=g:1248189
Depanama	id=g:1248190
Depa Ela	id=g:1248191
Denuwala	id=g:1248192
Denuwakanda	id=g:1248193
Densworth Estate	id=g:1248194
Dennewa	id=g:1248195
Denmark Hill	id=g:1248196
Denmark	id=g:1248197
Deniyakumbura	id=g:1248198
Deniyegoda	id=g:1248199
Deniyaya	id=g:1248200
Deniyaya	id=g:1248201
Deniya Kanda	id=g:1248202
Deniyahena	id=g:1248203
Deniyahena	id=g:1248204
Deniya	id=g:1248205
Deniya	id=g:1248206
Deniston	id=g:1248207
Denipitiya	id=g:1248208
Denikuragala	id=g:1248209
Denikure Ara	id=g:1248210
Denikure Ara	id=g:1248211
Denike	id=g:1248212
Denihena	id=g:1248213
Denigama Wewa	id=g:1248214
Dencraig	id=g:1248215
Denawak Ganga	id=g:1248216
Denawakawatta	id=g:1248217
Denawaka Udakada	id=g:1248218
Denawaka Patakada	id=g:1248219
Denawaka	id=g:1248220
Denapitiya	id=g:1248221
Denagomuwa	id=g:1248222
Denagoda	id=g:1248223
Denagiriya	id=g:1248224
Denagan Oya	id=g:1248225
Denagamuwa	id=g:1248226
Denagamuwa	id=g:1248227
Denagama West	id=g:1248228
Denagama East	id=g:1248229
Denagama	id=g:1248230
Denagama	id=g:1248231
Demunnewa	id=g:1248232
Kaputupola	id=g:1248233
Demoderawatte	id=g:1248234
Demodera	id=g:1248235
Demodara Wewa	id=g:1248236
Demodara Wewa	id=g:1248237
Demodara Stage	id=g:1248238
Demodara	id=g:1248239
Demodara	id=g:1248240
Demodara	id=g:1248241
Demodara	id=g:1248242
Demodara	id=g:1248243
Demodara	id=g:1248244
Demodahena	id=g:1248245
Deminigoda	id=g:1248246
Demettanella	id=g:1248247
Demetagoda Vihare	id=g:1248248
Demelgolla	id=g:1248249
Dembugaswala	id=g:1248250
Dembugaswala	id=g:1248251
Dembilawewala	id=g:1248252
Dambepola	id=g:1248253
Dembegoda	id=g:1248254
Dembawatawana	id=g:1248255
Dembawa	id=g:1248256
Dematapitiya	id=g:1248257
Dembatanpitiya	id=g:1248258
Dembatagastenna	id=g:1248259
Dematgolla Wewa	id=g:1248260
Dematewa	id=g:1248261
Dematewa	id=g:1248262
Dematewa	id=g:1248263
Demate Group	id=g:1248264
Demategama	id=g:1248265
Demata Wewa	id=g:1248266
Demata Wewa	id=g:1248267
Demata Wewa	id=g:1248268
Dematawewa	id=g:1248269
Dematawewa	id=g:1248270
Dematawewa	id=g:1248271
Dematawewa	id=g:1248272
Dematawewa	id=g:1248273
Dematawa Pahala	id=g:1248274
Dematawa Ihala	id=g:1248275
Dematawa	id=g:1248276
Demata Villu	id=g:1248277
Demataththawegala	id=g:1248278
Dematapitiya Tank	id=g:1248279
Dematapitiya	id=g:1248280
Dematapitiya	id=g:1248281
Dematapitiya	id=g:1248282
Dematapitiya	id=g:1248283
Dematapitiya	id=g:1248284
Dematapitiya	id=g:1248285
Dematapitiya	id=g:1248286
Dematapitiya	id=g:1248287
Dematapelessa	id=g:1248288
Dematapassa	id=g:1248289
Demataluwa	id=g:1248290
Dematakotuwa	id=g:1248291
Dematahatta	id=g:1248292
Dematagollegama	id=g:1248293
Dematagolla Wewa	id=g:1248294
Dematagolla	id=g:1248295
Dematagolla	id=g:1248296
Dematagolla	id=g:1248297
Dematagolla	id=g:1248298
Dematagolla	id=g:1248299
Dematagoda Ela	id=g:1248300
Dematagoda	id=g:1248301
Dematagaswewa	id=g:1248302
Dematagaswewa	id=g:1248303
Dematagama Wewa	id=g:1248304
Dematagama	id=g:1248305
Dematagala Ridge	id=g:1248306
Dematagala	id=g:1248307
Dematagala	id=g:1248308
Dematagahawela	id=g:1248309
Dematagahapitiya Wewa	id=g:1248310
Dematagahapelessa	id=g:1248311
Demataella Kandura	id=g:1248312
Dematadenikanda	id=g:1248313
Demanhandiya	id=g:1248314
Demanagammana	id=g:1248315
Demalussa	id=g:1248316
Demaliyagala	id=g:1248317
Demala Talgolla Wewa	id=g:1248318
Demala Surakkulama	id=g:1248319
Demalamana	id=g:1248320
Demalahiriya	id=g:1248321
Demalagama	id=g:1248322
Demala Galkulama	id=g:1248323
Demaladuwa	id=g:1248324
Demaladuwa	id=g:1248325
Demaladora	id=g:1248326
Pahala Demala Divullewa	id=g:1248327
Demakada Wewa	id=g:1248328
Demada Oya	id=g:1248329
Demada	id=g:1248330
Delwitiya Dola	id=g:1248331
Delwita Oya	id=g:1248332
Delwita	id=g:1248333
Delwita	id=g:1248334
Delwala Ganga	id=g:1248335
Delwala	id=g:1248336
Delwala	id=g:1248337
Delwatura	id=g:1248338
Deltota Group	id=g:1248339
Deltotawatta	id=g:1248340
Deltota	id=g:1248341
Deltara	id=g:1248342
Delpotonoya	id=g:1248343
Delpitiyawatta	id=g:1248344
Delpitiya	id=g:1248345
Delpe	id=g:1248346
Delpawana	id=g:1248347
Delpatkada	id=g:1248348
Delpothdeniya	id=g:1248349
Delpakadawara	id=g:1248350
Delpaddana	id=g:1248351
Deloluwa	id=g:1248352
Deloluwa	id=g:1248353
Delnegama	id=g:1248354
Delmella	id=g:1248355
Delmar	id=g:1248356
Delmar	id=g:1248357
Delmaga	id=g:1248358
Delmada	id=g:1248359
Dellawa	id=g:1248360
Dellabada	id=g:1248361
Delkandure Ela	id=g:1248362
Delkada	id=g:1248363
Delkada	id=g:1248364
Deliwala	id=g:1248365
Deliwela	id=g:1248366
Deliwala	id=g:1248367
Deliwala	id=g:1248368
Deliwa	id=g:1248369
Delikanuwewa	id=g:1248370
Delikanuange	id=g:1248371
Delhenawatta	id=g:1248372
Delhena	id=g:1248373
Delgomuwa	id=g:1248374
Delgolla	id=g:1248375
Delgolla	id=g:1248376
Delgolla	id=g:1248377
Delgoda Ganga	id=g:1248378
Delgoda	id=g:1248379
Delgoda	id=g:1248380
Delgoda	id=g:1248381
Delgedara	id=g:1248382
Delgasyaya	id=g:1248383
Delgamuwa	id=g:1248384
Delgalla	id=g:1248385
Delgahawatta	id=g:1248386
Delgahatenna	id=g:1248387
Delganamadama	id=g:1248388
Delgaslanda Colony	id=g:1248389
Delgahakele	id=g:1248390
Delgahagoda	id=g:1248391
Delft West	id=g:1248392
Delft Island	id=g:1248393
Delft East	id=g:1248394
Delft Channel	id=g:1248395
Delft Centre	id=g:1248396
Delewala Oya	id=g:1248397
Delduwa	id=g:1248398
Delduwa	id=g:1248399
Deldorawatta	id=g:1248400
Deldeniya	id=g:1248401
Deldeniya	id=g:1248402
Deldeniya	id=g:1248403
Deldeniya	id=g:1248404
Delature	id=g:1248405
Delatteagara	id=g:1248406
Delan Wewa	id=g:1248407
Delana	id=g:1248408
Dela	id=g:1248409
Dela	id=g:1248410
Dekinda	id=g:1248411
Dekinda	id=g:1248412
Deckhinda	id=g:1248413
Deketipotana	id=g:1248414
Dekatana	id=g:1248415
Dekanduwala	id=g:1248416
Dekandawela	id=g:1248417
Dekandahena	id=g:1248418
Deiyannewela	id=g:1248419
Deiyagala	id=g:1248420
Dehiwinna	id=g:1248421
Dehiwala Canal	id=g:1248422
Dehiwala	id=g:1248423
Dehippawa	id=g:1248424
Dehipola	id=g:1248425
Dehipitiya	id=g:1248426
Dehipitiya	id=g:1248427
Dehipitiya	id=g:1248428
Dehipe	id=g:1248429
Dehipakanda	id=g:1248430
Dehipahala	id=g:1248431
Dehipagoda	id=g:1248432
Dehiowita	id=g:1248433
Dehiowita	id=g:1248434
Dehiowita	id=g:1248435
Dehintalawa	id=g:1248436
Dehimaduwa	id=g:1248437
Dehikumbura	id=g:1248438
Dehikinda	id=g:1248439
Dehigolla	id=g:1248440
Dehigolla	id=g:1248441
Dehigolla	id=g:1248442
Dehigolla	id=g:1248443
Dehigastenna	id=g:1248444
Dehigastalawa	id=g:1248445
Dehigaspitiya	id=g:1248446
Dehigaspe	id=g:1248447
Dehigashena	id=g:1248448
Dehigampala	id=g:1248449
Dehigama	id=g:1248450
Dehigama	id=g:1248451
Dehigama	id=g:1248452
Dehigalla	id=g:1248453
Dehigahawewa	id=g:1248454
Dehigahatule	id=g:1248455
Divuranpitiya	id=g:1248456
Dehigahalanda	id=g:1248457
Dehigahakumbura Tank	id=g:1248458
Dehigahahena	id=g:1248459
Dehideniya Madige	id=g:1248460
Dehideniya	id=g:1248461
Dehideniya	id=g:1248462
Dehideniya	id=g:1248463
Dehiatteyaya	id=g:1248464
Dehiattekandiya	id=g:1248465
Dehiattawela	id=g:1248466
Dehiattawala	id=g:1248467
Dehiattawa	id=g:1248468
Dehiaththa Ela	id=g:1248469
Dehianga	id=g:1248470
Dehennegama	id=g:1248471
Dehennegama	id=g:1248472
Dehenella Falls	id=g:1248473
Dehenekgama	id=g:1248474
Dehenakanda	id=g:1248475
Dehelvehera	id=g:1248476
Dehelgamuwa	id=g:1248477
Dehelgomuwa	id=g:1248478
Dehelgamuwa	id=g:1248479
Deheragoda	id=g:1248480
Dehaneggama	id=g:1248481
Degodaturawa	id=g:1248482
Degawatta	id=g:1248483
Deganwela	id=g:1248484
Degammedda	id=g:1248485
Degammedda	id=g:1248486
Point de Galle	id=g:1248487
Degalla	id=g:1248488
Degalessa	id=g:1248489
Degaldehera Wewa	id=g:1248490
Degalatiriya	id=g:1248491
Degalassegedara	id=g:1248492
Degalaramba	id=g:1248493
Degadaturawa	id=g:1248494
Degadaturawa	id=g:1248495
Deewela	id=g:1248496
Deeside	id=g:1248497
Deerwood	id=g:1248498
Deensland	id=g:1248499
Deegoda	id=g:1248500
Deegama Wewa	id=g:1248501
Deegamadutu Dagoba	id=g:1248502
Deegalla	id=g:1248503
Deegala	id=g:1248504
Dee Ela	id=g:1248505
Deduru Oya	id=g:1248506
Deduru Oya	id=g:1248507
Dedunupitiya	id=g:1248508
Dedugalla	id=g:1248509
Dedugala	id=g:1248510
Dedowa	id=g:1248511
Dediyawala	id=g:1248512
Dediyagala Forest Reserve	id=g:1248513
Dediyagala	id=g:1248514
Dedimunda Villa	id=g:1248515
Dedigomuwa	id=g:1248516
Dedigama Oya	id=g:1248517
Dedigama	id=g:1248518
Dedigama	id=g:1248519
Dedigama	id=g:1248520
Dedduwawala	id=g:1248521
Dedduwa Lake	id=g:1248522
Dedduwa	id=g:1248523
Dedarane Wewa	id=g:1248524
Debokkawa	id=g:1248525
Debehera	id=g:1248526
Debegodagama	id=g:1248527
Debegama	id=g:1248528
Debeddekiula	id=g:1248529
Debedde	id=g:1248530
Debedda	id=g:1248531
Debathgama Udabage	id=g:1248532
Debatgama Pallebage	id=g:1248533
Debara Ara Wewa	id=g:1248534
Debara Wewa	id=g:1248535
Debarawewa	id=g:1248536
Debaragoda	id=g:1248537
Debaragaswewa	id=g:1248538
Debara Duwa	id=g:1248539
Debara Ara	id=g:1248540
Debara Ara	id=g:1248541
Debaha Rock	id=g:1248542
Deba Gala	id=g:1248543
Deanstone	id=g:1248544
Dea-Ella	id=g:1248545
Deadman’s Cove	id=g:1248546
Deaculla	id=g:1248547
Dayagama	id=g:1248548
Dawulkurunda	id=g:1248549
Dawulkarayage Wewa	id=g:1248550
Dawattagalla	id=g:1248551
Dawategama	id=g:1248552
Dawatawa	id=g:1248553
Dawatagas	id=g:1248554
Dawata	id=g:1248555
Davulkaragoda	id=g:1248556
Davuldena	id=g:1248557
Daulagalag	id=g:1248558
Datnawa Wewa	id=g:1248559
Datchi Wewa	id=g:1248560
Daswatta	id=g:1248561
Dastota Wewa	id=g:1248562
Dastota	id=g:1248563
Daskara	id=g:1248564
Dartry	id=g:1248565
Dartonfield	id=g:1248566
Darrawella	id=g:1248567
Darmapalaya	id=g:1248568
Darkumbura	id=g:1248569
Daraoya	id=g:1248570
Dara oya	id=g:1248571
Daranagama	id=g:1248572
Daramitipola	id=g:1248573
Daramitiara	id=g:1248574
Daraluwa	id=g:1248575
Daraluwa	id=g:1248576
Daralugama Wewa	id=g:1248577
Darakulkanda Forest Reserve	id=g:1248578
Daragoda	id=g:1248579
Darage Ara	id=g:1248580
Daragala	id=g:1248581
Daradunyaya	id=g:1248582
Darachenai Kulam	id=g:1248583
Dapiligoda	id=g:1248584
Daphne	id=g:1248585
Dapanegegoda	id=g:1248586
Dapane	id=g:1248587
Danzil	id=g:1248588
Danyawa	id=g:1248589
Danwila Wewa	id=g:1248590
Danwilana	id=g:1248591
Danwila	id=g:1248592
Danwila	id=g:1248593
Danwila	id=g:1248594
Danwella	id=g:1248595
Danwehera Wewa	id=g:1248596
Danwattegoda	id=g:1248597
Danwatawana	id=g:1248598
Danwalakatuwa	id=g:1248599
Danture	id=g:1248600
Danpitigama	id=g:1248601
Danowita	id=g:1248602
Dannoruwa	id=g:1248603
Danmulla	id=g:1248604
Dankumbure Vihare	id=g:1248605
Dankumbura	id=g:1248606
Dankotuwa Town	id=g:1248607
Dankoluwa	id=g:1248608
Dankoluwa	id=g:1248609
Dankolagune	id=g:1248610
Danketiya	id=g:1248611
Danketiya	id=g:1248612
Danketigoda	id=g:1248613
Dankanda Oya	id=g:1248614
Dankanda	id=g:1248615
Daniya Wewa	id=g:1248616
Daniyawewa	id=g:1248617
Daniyagama	id=g:1248618
Danikitawa	id=g:1248619
Danigala	id=g:1248620
Dangollewa Wewa	id=g:1248621
Dangollewa	id=g:1248622
Dangollegama	id=g:1248623
Dangollagama	id=g:1248624
Dangolla Ebbe	id=g:1248625
Dangolla	id=g:1248626
Dangolla	id=g:1248627
Dangolla	id=g:1248628
Dangolla	id=g:1248629
Dangolla	id=g:1248630
Dangolla	id=g:1248631
Dankandawatta	id=g:1248632
Dangedara	id=g:1248633
Dangas Wewa	id=g:1248634
Dangas Wewa	id=g:1248635
Dangaswewa	id=g:1248636
Dangan Lower	id=g:1248637
Dangan	id=g:1248638
Dangampala	id=g:1248639
Dangallagama	id=g:1248640
Dangalla	id=g:1248641
Dangala	id=g:1248642
Dangahawewa	id=g:1248643
Dangaha Wewa	id=g:1248644
Dangaha Wewa	id=g:1248645
Dangaha Wewa	id=g:1248646
Dangaha Wewa	id=g:1248647
Dangaha Wewa	id=g:1248648
Dangaha Wewa	id=g:1248649
Dangaha Wewa	id=g:1248650
Dangaha Wewa	id=g:1248651
Dangahawewa	id=g:1248652
Dangahawewa	id=g:1248653
Dangahawewa	id=g:1248654
Dangahawewa	id=g:1248655
Dangahawela	id=g:1248656
Dangahawela	id=g:1248657
Dangaha Uraniya	id=g:1248658
Dangahapelessa Wewa	id=g:1248659
Dangahamula Wewa	id=g:1248660
Dangaha Ela	id=g:1248661
Dangaha Aru	id=g:1248662
Danduyaya	id=g:1248663
Danduwellewa	id=g:1248664
Danduwellewa	id=g:1248665
Doduwana	id=g:1248666
Danduma Junction	id=g:1248667
Dandukelawa	id=g:1248668
Dandugam Oya	id=g:1248669
Dandugama	id=g:1248670
Dandugala	id=g:1248671
Dandubendiruppa	id=g:1248672
Dandeniya Pahala	id=g:1248673
Dandeniya Aparekka Forest Reserve	id=g:1248674
Dandeniya	id=g:1248675
Dandenikumbura	id=g:1248676
Dandenigama	id=g:1248677
Dandawa	id=g:1248678
Dandagamuwa Oya	id=g:1248679
Dandagamuwa Oya	id=g:1248680
Dandagamuwa	id=g:1248681
Dandagamuwa	id=g:1248682
Danawkande	id=g:1248683
Danawala	id=g:1248684
Danattawala Wewa	id=g:1248685
Danattawala Sudarshanagama	id=g:1248686
Danapathy	id=g:1248687
Danagama	id=g:1248688
Danagama	id=g:1248689
Damunuwinna	id=g:1248690
Damunupola	id=g:1248691
Damunupola	id=g:1248692
Damunupola	id=g:1248693
Damunumulla	id=g:1248694
Damunumeya	id=g:1248695
Damunugollewa	id=g:1248696
Damunugolla	id=g:1248697
Damunugolla	id=g:1248698
Damunugoda	id=g:1248699
Damunugala	id=g:1248700
Damunawa	id=g:1248701
Damunagara	id=g:1248702
Dampitiya Palle	id=g:1248703
Dampitiya	id=g:1248704
Dampitiy	id=g:1248705
Dampitiya	id=g:1248706
Damritiya	id=g:1248707
Dampitigama	id=g:1248708
Dampitigama	id=g:1248709
Dampella	id=g:1248710
Dampelgoda	id=g:1248711
Dampelessegema Wewa	id=g:1248712
Dampelessegama	id=g:1248713
Dampelessagama	id=g:1248714
Dampelessa	id=g:1248715
Dampelessa	id=g:1248716
Dampegama Wewa	id=g:1248717
Dampe	id=g:1248718
Dampe	id=g:1248719
Dampe	id=g:1248720
Dampandiya	id=g:1248721
Dampahala	id=g:1248722
Dammullegoda	id=g:1248723
Dammulla	id=g:1248724
Dammulla	id=g:1248725
Damminnewela	id=g:1248726
Dammehera	id=g:1248727
Dammbe	id=g:1248728
Dammantenna	id=g:1248729
Dammala	id=g:1248730
Dammala	id=g:1248731
Damingamuwa	id=g:1248732
Dambu Wewa	id=g:1248733
Dambuwewa	id=g:1248734
Dambuwatte	id=g:1248735
Dambuwa	id=g:1248736
Dambuwa	id=g:1248737
Dambuwa	id=g:1248738
Dambutuwa	id=g:1248739
Dambutulugala	id=g:1248740
Dambulu Wewa	id=g:1248741
Dambuluwana	id=g:1248742
Dambulu Oya Reservoir	id=g:1248743
Dambulu Oya	id=g:1248744
Dambullegama	id=g:1248745
Dambulla Rock	id=g:1248746
Dambulla Oya	id=g:1248747
Dambullagama	id=g:1248748
Dambulla	id=g:1248749
Dambulla	id=g:1248750
Dambore	id=g:1248751
Dambokka	id=g:1248752
Dambewela	id=g:1248753
Dambewela	id=g:1248754
Dambewatawana	id=g:1248755
Dambewa	id=g:1248756
Dambene Wewa	id=g:1248757
Dambemada	id=g:1248758
Dambeitle Ela	id=g:1248759
Dambe Ela	id=g:1248760
Dambedeniyawatta	id=g:1248761
Dambe	id=g:1248762
Dambe	id=g:1248763
Dambawinna	id=g:1248764
Dambawinna	id=g:1248765
Dambawinna	id=g:1248766
Ramba Wewa	id=g:1248767
Damba Wewa	id=g:1248768
Dambawelagama	id=g:1248769
Dambawagama	id=g:1248770
Dambaulpotha	id=g:1248771
Dambatenne	id=g:1248772
Dambarawa Oya	id=g:1248773
Dambarawa	id=g:1248774
Dambarawa	id=g:1248775
Dambara	id=g:1248776
Damba Oya	id=g:1248777
Damba Oya	id=g:1248778
Dambaliyadda	id=g:1248779
Dambalayagama	id=g:1248780
Dambalawinna Wewa	id=g:1248781
Dambalawinna	id=g:1248782
Dambala Wewa	id=g:1248783
Dambalagala Colony	id=g:1248784
Dambala Ela	id=g:1248785
Dambakotuwala	id=g:1248786
Dambakotawala	id=g:1248787
Dambakotawala	id=g:1248788
Dambakota Ara	id=g:1248789
