Mulligan Creek	id=g:5128141
Public School-Intermediate School 89	id=g:5133070
Puckerville	id=g:5133071
Puckerville Corners	id=g:5133072
Pudding Hollow	id=g:5133073
Pudding Island	id=g:5133074
Puddle Hole	id=g:5133075
Teatro Puerto Rico (historical)	id=g:5133076
Puffer Mountain	id=g:5133077
Puffer Pond	id=g:5133078
Puffer Pond Brook	id=g:5133079
Protection	id=g:5133080
Pughs Corners	id=g:5133081
Pugsley Creek	id=g:5133082
Pug Hole	id=g:5133083
Pulaski	id=g:5133084
Pulaski Airport	id=g:5133085
Pulaski Bascule Bridge	id=g:5133086
Pulaski Park	id=g:5133087
Pulaski Park	id=g:5133088
Pulaski Park	id=g:5133089
Pulaski Road School	id=g:5133090
Pullman Island	id=g:5133091
Pullman Island	id=g:5133092
Pullman Shoal	id=g:5133093
Pulpit Point	id=g:5133094
Pulpit Rock	id=g:5133095
Pulpit Rock	id=g:5133096
Pulpit Rock	id=g:5133097
Pulteney	id=g:5133098
Pulteney Hill School (historical)	id=g:5133099
Town of Pulteney	id=g:5133100
Pultneyville	id=g:5133101
Pultneyville Yacht Club	id=g:5133102
Pulvers	id=g:5133103
Pulvers Corners	id=g:5133104
Pump Hill	id=g:5133105
Pumpelly Creek	id=g:5133106
Pugsley Park	id=g:5133107
Pumpkin Hill	id=g:5133108
Pumpkin Hill	id=g:5133109
Pumpkin Hill	id=g:5133110
Pumpkin Hollow	id=g:5133111
Pumphouse Park	id=g:5133112
Pumpkin Hollow	id=g:5133113
Pumpkin Hollow	id=g:5133114
Pumpkin Hollow	id=g:5133115
Pumpkin Hollow	id=g:5133116
Pumpkin Hollow	id=g:5133117
Pumpkin Hook	id=g:5133118
Pumpkin Hook Cemetery	id=g:5133119
Pumpkin Hook Creek	id=g:5133120
Pumpkin Hollow Swamp	id=g:5133121
Pumpkin Patch Marsh	id=g:5133122
Pumpkin Reef	id=g:5133123
Punch Brook	id=g:5133124
Pumpkin Patch Channel	id=g:5133125
Punch Kill	id=g:5133126
Punchbowl	id=g:5133127
Punkhole	id=g:5133128
Punkshire Cemetery	id=g:5133129
Punkshire Corners	id=g:5133130
Punky Hollow	id=g:5133131
The Punchbowl	id=g:5133132
Punky Swamp	id=g:5133133
Punsit Creek	id=g:5133134
Purchase	id=g:5133135
Purchase Cemetery	id=g:5133136
Purdy Brook	id=g:5133137
Punky Pond	id=g:5133138
Purdy Creek	id=g:5133139
Purdy Hill	id=g:5133140
Purdy Pond	id=g:5133141
Purdy Ridge	id=g:5133142
Purdys	id=g:5133143
Purdys Grove	id=g:5133144
Purdys Post Office	id=g:5133145
Purdys United Methodist Church	id=g:5133146
Purgatory Creek	id=g:5133147
Purdy Hill	id=g:5133148
Purgatory Creek	id=g:5133149
Purgatory Hill	id=g:5133150
Purling	id=g:5133151
Purmort Cemetery	id=g:5133152
Pussys Pond	id=g:5133153
Put Brook	id=g:5133154
Purgatory Swamp	id=g:5133155
Putman Swamp	id=g:5133156
Putnam	id=g:5133157
Putnam Brook	id=g:5133158
Putman Cemetery	id=g:5133159
Putnam Brook	id=g:5133160
Putnam Brook	id=g:5133161
Putnam Brook	id=g:5133162
Putnam Cemetery	id=g:5133163
Putnam Cemetery	id=g:5133164
Putnam Church	id=g:5133165
Putnam County	id=g:5133166
Putnam Creek	id=g:5133167
Putnam Cemetery	id=g:5133168
Putnam Hill	id=g:5133169
Putnam Lake	id=g:5133170
Putnam Lake	id=g:5133171
Putnam Mountain	id=g:5133172
Putnam Pond	id=g:5133173
Putnam Station	id=g:5133174
Putnam Station Post Office	id=g:5133175
Putnam Valley	id=g:5133176
Putnam Valley Elementary School	id=g:5133177
Town of Putnam Valley	id=g:5133178
Town of Putnam	id=g:5133179
Putnams Corners	id=g:5133180
Putt Corners	id=g:5133181
Putts Point	id=g:5133182
Pyramid Brook	id=g:5133183
Putnam Golf and Tennis Club	id=g:5133184
Pyramid Brook	id=g:5133185
Pyramid Lake	id=g:5133186
Quack Hill	id=g:5133187
Quack Island	id=g:5133188
Quacken Kill	id=g:5133189
Pyrites	id=g:5133190
Quackenbush Hill	id=g:5133191
Quackenbush Hill	id=g:5133192
Quackenbush Pond	id=g:5133193
Quackenkill	id=g:5133194
Quagmire Swamp	id=g:5133195
Quail Hill	id=g:5133196
Quail Hollow	id=g:5133197
Quackenbush Cemetery	id=g:5133198
Quaker Bridge	id=g:5133199
Quaker Bridge	id=g:5133200
Quaker Brook	id=g:5133201
Quaker Beach	id=g:5133202
Quaker Cemetery	id=g:5133203
Quaker Cemetery	id=g:5133204
Quaker Cemetery	id=g:5133205
Quaker Cemetery	id=g:5133206
Quaker Cemetery	id=g:5133207
Quaker Cemetery	id=g:5133208
Quaker Cemetery	id=g:5133209
Quaker Cemetery	id=g:5133210
Quaker Cemetery	id=g:5133211
Quaker Cemetery	id=g:5133212
Quaker Cove	id=g:5133213
Quaker Cemetery	id=g:5133214
Quaker Creek	id=g:5133215
Quaker Hill	id=g:5133216
Quaker Hill	id=g:5133217
Quaker Hill	id=g:5133218
Quaker Hill Cemetery	id=g:5133219
Quaker Lake	id=g:5133220
Quaker Meetinghouse	id=g:5133221
Quaker Mountain	id=g:5133222
Quaker Pond	id=g:5133223
Quaker Ridge	id=g:5133224
Quaker Ridge Golf Club	id=g:5133225
Quaker Ridge School	id=g:5133226
Quaker Ridge Shopping Center	id=g:5133227
Quaker Ridge Station (historical)	id=g:5133228
Quaker Road Church	id=g:5133229
Quaker Run	id=g:5133230
Quaker Hill	id=g:5133231
Quaker Run Chapel	id=g:5133232
Quaker Settlement	id=g:5133233
Quaker Settlement Cemetery	id=g:5133234
Quaker Settlement Church	id=g:5133235
Quaker Springs	id=g:5133236
Quaker Street	id=g:5133237
Quality Hill	id=g:5133238
Quannacut YMCA Camp	id=g:5133239
Quantuck Bay	id=g:5133240
Quantuck Canal	id=g:5133241
Quantuck Creek	id=g:5133242
Quarry Heights	id=g:5133243
Quarry Hill	id=g:5133244
Quarry Lake	id=g:5133245
Quarry Lakes	id=g:5133246
Quarry Pond	id=g:5133247
Quarryville	id=g:5133248
Quarter Cemetery	id=g:5133249
Quarter Mile Creek	id=g:5133250
Quaker Run Area	id=g:5133251
Quassaic Creek	id=g:5133252
Quebec Brook	id=g:5133253
Quebec Pond	id=g:5133254
Queechy Lake	id=g:5133255
Queechy Lake Brook	id=g:5133256
Queechy	id=g:5133257
Queen of Apostles Seminary	id=g:5133258
Queen of Heaven Cemetery	id=g:5133259
Queen of Heaven Church	id=g:5133260
Queen of Heaven School	id=g:5133261
Queen of Martyrs School	id=g:5133262
Queen of Peace School	id=g:5133263
Queen of Peace School	id=g:5133264
Queen of the Rosary Academy	id=g:5133265
Queens	id=g:5133266
Queens Children's Psychiatric Center	id=g:5133267
Queens County	id=g:5133268
Queens Hospital Center	id=g:5133269
Queens Midtown Tunnel	id=g:5133270
Queens Village	id=g:5133271
Queens Vocational High School	id=g:5133272
Borough of Queens	id=g:5133273
Queensboro Bridge	id=g:5133274
Queensboro Brook	id=g:5133275
Queens City Prison	id=g:5133276
Queensboro Lake	id=g:5133277
Queensborough Community College - City University of New York	id=g:5133278
Queensbury	id=g:5133279
Queensbury High School	id=g:5133280
Queensbury School	id=g:5133281
Town of Queensbury	id=g:5133282
Queer Lake	id=g:5133283
Quick Cemetery	id=g:5133284
Quick Lake	id=g:5133285
Quiery Hill	id=g:5133286
Quig Hollow	id=g:5133287
Queensboro Home for Blind	id=g:5133288
Mount Quillen	id=g:5133289
Quimbys Marina	id=g:5133290
Quincetree Landing	id=g:5133291
Quincy Rural Cemetery	id=g:5133292
Quinlan Corners	id=g:5133293
Quinn Lake	id=g:5133294
Quinn Mountain	id=g:5133295
Quinn Mountain	id=g:5133296
Quinn School	id=g:5133297
Quinneville	id=g:5133298
Quintuck Creek	id=g:5133299
Quigley Park	id=g:5133300
Quiver Pond	id=g:5133301
Quogue	id=g:5133302
Quogue Beach Club	id=g:5133303
Quogue Canal	id=g:5133304
Quogue Waterfowl Refuge	id=g:5133305
R E Ginna Power Plant	id=g:5133306
R. T. Clayton Vessel Traffic Control	id=g:5133307
RCR Yacht Marina	id=g:5133308
RT Seaway Eisenhower Vessel Traffic Control	id=g:5133309
Rabbit Hollow	id=g:5133310
Quioque	id=g:5133311
Rabbit Island	id=g:5133312
Rabbit Island Group	id=g:5133313
Rabbit Island Shoal	id=g:5133314
Rabbit Lane Airport	id=g:5133315
Rabbit Pond	id=g:5133316
Raccoon Brook Hill	id=g:5133317
Race Point	id=g:5133318
Race Point Ledge	id=g:5133319
Race Rock	id=g:5133320
The Race	id=g:5133321
Raceville	id=g:5133322
Racine Brook	id=g:5133323
Racker Vly	id=g:5133324
Racket Island	id=g:5133325
Racket Pond	id=g:5133326
Racquet Lake	id=g:5133327
Radio Island	id=g:5133328
Radio Point	id=g:5133329
Radio Station	id=g:5133330
Rafferty Corners	id=g:5133331
Mount Rafinesque	id=g:5133332
Ragged Brook	id=g:5133333
Ragged Lake	id=g:5133334
Ragged Lake Mountain	id=g:5133335
Ragged Lake Outlet	id=g:5133336
Rabbit Island	id=g:5133337
Ragged Mountain	id=g:5133338
Ragged Mountain	id=g:5133339
Ragged Mountain	id=g:5133340
Railroad Brook	id=g:5133341
Ragged Mountain	id=g:5133342
Railroad Mills	id=g:5133343
Railroad Notch	id=g:5133344
Railroad Pond	id=g:5133345
Mount Raimer	id=g:5133346
Rainbow Bridge	id=g:5133347
Rainbow Brook	id=g:5133348
Railroad Hill	id=g:5133349
Rainbow Creek	id=g:5133350
Rainbow Creek	id=g:5133351
Rainbow Falls	id=g:5133352
Rainbow Falls	id=g:5133353
Rainbow Falls	id=g:5133354
Rainbow Falls Reservoir	id=g:5133355
Rainbow Helicopters Incorporated Heliport	id=g:5133356
Rainbow Lake	id=g:5133357
Rainbow Lake	id=g:5133358
Rainbow Lake	id=g:5133359
Rainbow Narrows	id=g:5133360
Rainbow Shores	id=g:5133361
Rainer Brook	id=g:5133362
Rainbow Falls	id=g:5133363
Rainey Park	id=g:5133364
Ralmar Park	id=g:5133365
Ralph Creek	id=g:5133366
Ram Head	id=g:5133368
Ram Island	id=g:5133369
Ram Island	id=g:5133370
Ramapo	id=g:5133371
Ramapo Heliport	id=g:5133372
Ramapo Mountains	id=g:5133373
Town of Ramapo	id=g:5133374
Ramapo-Dunderberg Trail	id=g:5133375
Ramona Beach	id=g:5133376
Rampart Mountain	id=g:5133377
Rampasture	id=g:5133378
Rams Gulch	id=g:5133379
Rainer Pond	id=g:5133380
Ramshorn Creek	id=g:5133381
Ramscat Channel	id=g:5133382
Rand Mountain	id=g:5133383
Rand School (historical)	id=g:5133384
Randall	id=g:5133385
Randall Airport	id=g:5133386
Randall Bay	id=g:5133387
Randall Brook	id=g:5133388
Rand Hill	id=g:5133389
Randall Cemetery	id=g:5133390
Randall Cemetery	id=g:5133391
Randall Corner	id=g:5133392
Randall Creek	id=g:5133393
Randall Cemetery	id=g:5133394
Randall Gulf	id=g:5133395
Randall Crossing	id=g:5133396
Randall Gully	id=g:5133397
Randall Hill	id=g:5133398
Randall Memorial Church	id=g:5133399
Randall Memorial Park	id=g:5133400
Randalls Island	id=g:5133401
Randallsville	id=g:5133402
Randelville	id=g:5133403
Randle Meadow Brook	id=g:5133404
Randall Hill	id=g:5133405
Randle Meadow Brook	id=g:5133406
Randle Meadows	id=g:5133407
Randolph Airport	id=g:5133408
Town of Randolph	id=g:5133409
Range Channel	id=g:5133410
Range Trail	id=g:5133411
Ranger Island	id=g:5133412
Rankin Pond	id=g:5133413
Rankin Pond Mountain	id=g:5133414
Ransford Creek	id=g:5133415
Randolph	id=g:5133416
Ransom Creek	id=g:5133417
Ransom Creek	id=g:5133418
Ransomville	id=g:5133419
Rapke Pond	id=g:5133420
Rappelea Cemetery	id=g:5133421
Raquette Brook	id=g:5133422
Rapids	id=g:5133423
Raquette Lake	id=g:5133424
Raquette Lake	id=g:5133425
Raquette Lake Reservoir	id=g:5133426
Raquette Lake School	id=g:5133427
Raquette Point	id=g:5133428
Raquette Pond	id=g:5133429
Raquette River	id=g:5133430
Raquette River	id=g:5133431
Raquette Falls	id=g:5133432
Raritan Bay	id=g:5133433
Raritan Bay West Reach	id=g:5133434
Raritan Bay West Reach	id=g:5133435
Rasbach Corner	id=g:5133436
Mount Rascal	id=g:5133437
Mount Rascal	id=g:5133438
Raspberry Island	id=g:5133439
Rat Creek	id=g:5133440
Rat Island	id=g:5133441
Rat Pond	id=g:5133442
Raters Corners	id=g:5133443
Rath Park	id=g:5133444
Rathbone	id=g:5133445
Town of Rathbone	id=g:5133446
Rathbun Pond	id=g:5133447
Rathbunville School	id=g:5133448
Rathburn Cemetery	id=g:5133449
Ratnour Bridge	id=g:5133450
Rattail Ridge	id=g:5133451
Rattle Hill	id=g:5133452
Rattlesnake Brook	id=g:5133453
Rarick Cemetery	id=g:5133454
Rattlesnake Creek	id=g:5133455
Rattlesnake Cobble	id=g:5133456
Rattlesnake Gulf	id=g:5133457
Rattlesnake Den	id=g:5133458
Rattlesnake Hill	id=g:5133459
Rattlesnake Hill State Wildlife Management Area	id=g:5133460
Rattlesnake Island	id=g:5133461
Rattlesnake Knob	id=g:5133462
Rattlesnake Mountain	id=g:5133463
Rattlesnake Mountain	id=g:5133464
Rattlesnake Point	id=g:5133465
Rauber Hill	id=g:5133466
The Raunt	id=g:5133467
Raven Hill	id=g:5133468
Raven Lake	id=g:5133469
Raven Rocks	id=g:5133470
Ravena	id=g:5133471
Ravine Trail	id=g:5133472
Rawson	id=g:5133473
Rawson Church	id=g:5133474
Rawson Creek	id=g:5133475
Rattlesnake Hill	id=g:5133476
Rawson Hollow	id=g:5133477
Rawson Valley	id=g:5133478
Ray	id=g:5133479
Rea Brook	id=g:5133480
Ray Bay	id=g:5133481
Ray Brook	id=g:5133482
Ray Brook	id=g:5133483
Ray Lake	id=g:5133484
Raymertown	id=g:5133485
Raymond	id=g:5133486
Raymond Avenue School	id=g:5133487
Raymond Brook	id=g:5133488
Ray Hill	id=g:5133489
Raymond Brook	id=g:5133490
Raymond Hill Cemetery	id=g:5133491
Raymond O'Conner Park	id=g:5133492
Raymond Point	id=g:5133493
Raymond Street School (historical)	id=g:5133494
Raymondville	id=g:5133495
Rays Corners	id=g:5133496
Raystone Creek	id=g:5133497
Raymond Hills	id=g:5133498
Razorback Pond	id=g:5133499
Read Creek	id=g:5133500
Rayville	id=g:5133501
Readburn	id=g:5133502
Reading Center	id=g:5133503
Reading Center Station	id=g:5133504
Town of Reading	id=g:5133505
Readway Ponds	id=g:5133506
Reall Creek	id=g:5133507
Read Creek Cemetery	id=g:5133508
Rear Light	id=g:5133509
Reardon Hill	id=g:5133510
Reardon Reservoir	id=g:5133511
Reasor Hollow	id=g:5133512
Realty Building	id=g:5133513
Recluse Island	id=g:5133514
Record Hill	id=g:5133515
Rector	id=g:5133516
Rector Park	id=g:5133517
Rectors	id=g:5133518
Red Bank	id=g:5133519
Red Bank Reach	id=g:5133520
Red Brook	id=g:5133521
Reber	id=g:5133522
Red Brook	id=g:5133523
Red Brook	id=g:5133524
Red Brook	id=g:5133525
Red Brook	id=g:5133526
Red Bunch Corners	id=g:5133527
Red Cemetery	id=g:5133528
Red Chalk Cemetery	id=g:5133529
Red Chalk Hill	id=g:5133530
Red Church	id=g:5133531
Red Creek	id=g:5133532
Red Cedar Point	id=g:5133533
Red Creek	id=g:5133534
Red Creek	id=g:5133535
Red Creek	id=g:5133536
Red Creek	id=g:5133537
Red Creek	id=g:5133538
Red Creek	id=g:5133539
Red Creek	id=g:5133540
Red Creek Pond	id=g:5133541
Red Fin Brook	id=g:5133542
Red Falls	id=g:5133543
Red Hill	id=g:5133544
Red Hook	id=g:5133545
Red Hook	id=g:5133546
Red Hook	id=g:5133547
Red Hook Channel	id=g:5133548
Red Hook Golf Club	id=g:5133549
Red Hook Mills	id=g:5133550
Red Hook Park	id=g:5133551
Red Hook Recreational Area	id=g:5133552
Town of Red Hook	id=g:5133553
Red House	id=g:5133554
Red House Brook	id=g:5133555
Red Hill	id=g:5133556
Red House Free Church	id=g:5133557
Red House Hill	id=g:5133558
Red House Hollow	id=g:5133559
Red House Chapel	id=g:5133560
Red House Point	id=g:5133561
Town of Red House	id=g:5133562
Red Jacket Cemetery	id=g:5133563
Red Kill	id=g:5133564
Red House Lake	id=g:5133565
Red Kill Ridge	id=g:5133566
Red Lake	id=g:5133567
Red Maple Swamp	id=g:5133568
Red Mill	id=g:5133569
Red Mill School	id=g:5133570
Red Mills	id=g:5133571
Red Mills	id=g:5133572
Red Mills	id=g:5133573
Red Mills	id=g:5133574
Red Mills Church	id=g:5133575
Red Oaks Mill	id=g:5133576
Red Point Bay	id=g:5133577
Red Pond	id=g:5133578
Red Pond Brook	id=g:5133579
Red Kill	id=g:5133580
Red River	id=g:5133581
Red Ridge Hill	id=g:5133582
Red Rock	id=g:5133583
Red Rock	id=g:5133584
Red Rock Bay	id=g:5133585
Red Rock Cemetery	id=g:5133586
Red School (historical)	id=g:5133587
Red School	id=g:5133588
Red School (historical)	id=g:5133589
Red Schoolhouse	id=g:5133590
Red Spring Point	id=g:5133591
Red Spring Run	id=g:5133592
Red Rock	id=g:5133593
Redbird	id=g:5133594
Redfield	id=g:5133595
Mount Redfield	id=g:5133596
Town of Redfield	id=g:5133597
Redford	id=g:5133598
Redlouse Lake	id=g:5133599
Redman Cemetery	id=g:5133600
Redman Corners	id=g:5133601
Redmond Corner	id=g:5133602
Redmond Hill	id=g:5133603
Redoubt Trail	id=g:5133604
Redstone Ridge	id=g:5133605
Redwater Brook	id=g:5133606
Red Swan Golf Course	id=g:5133607
Redwater Creek	id=g:5133608
Redwood	id=g:5133609
Redwood Cemetery	id=g:5133610
Reed Brook	id=g:5133611
Redwood	id=g:5133612
Reed Channel	id=g:5133613
Reed Corners	id=g:5133614
Reed Corners	id=g:5133615
Reed Corners	id=g:5133616
Reed Creek	id=g:5133617
Reed Cemetery	id=g:5133618
Reed Gully	id=g:5133619
Reed Hill	id=g:5133620
Reed Point	id=g:5133621
Reed Pond	id=g:5133622
Reeder Creek	id=g:5133623
Reed Point	id=g:5133624
Reeds Pond	id=g:5133625
Reedville	id=g:5133626
Reedy Hollow	id=g:5133627
Reeds Bay	id=g:5133628
Reel Point	id=g:5133629
Reeves Bay	id=g:5133630
Reeves Creek	id=g:5133631
Reeves Hill	id=g:5133632
Reeves Park	id=g:5133633
Reeves Pond	id=g:5133634
Christian Reformed Church	id=g:5133635
Reformed Church	id=g:5133636
Reformed Church of Bronxville	id=g:5133637
Refuge Island	id=g:5133638
Regina Coeli School	id=g:5133639
Rego Park	id=g:5133640
Reichmann Pond	id=g:5133641
Reidsville	id=g:5133642
Reidsville Cemetery	id=g:5133643
Reis Park	id=g:5133644
Reising School	id=g:5133645
Reiss Game Farm Airport	id=g:5133646
Reiters Marina	id=g:5133647
Relius	id=g:5133648
Relyea Creek	id=g:5133649
Reedy Island	id=g:5133650
Remington Corners	id=g:5133651
Remington Creek	id=g:5133652
Remington Cemetery	id=g:5133653
Remsen Bush Cemetery	id=g:5133654
Remsen City Airport	id=g:5133655
Town of Remsen	id=g:5133656
Remsenburg	id=g:5133657
Remson Point	id=g:5133658
Remus Brook	id=g:5133659
Renaissance Country Club	id=g:5133660
Renard Hill	id=g:5133661
Renchans	id=g:5133662
Rendert Pond	id=g:5133663
Reniff	id=g:5133664
Reniff Run	id=g:5133665
Remington Mountain	id=g:5133666
Rensselaer	id=g:5133667
Rensselaer County	id=g:5133668
Rensselaer County Airport	id=g:5133669
Rensselaer Falls	id=g:5133670
Rensselaer Lake	id=g:5133671
Rensselaer Polytechnic Institute	id=g:5133672
Rensselaer Rural Cemetery	id=g:5133673
City of Rensselaer	id=g:5133674
Rensselaerville	id=g:5133675
Rensselaerville Falls	id=g:5133676
Town of Rensselaerville	id=g:5133677
Renwick	id=g:5133678
Renwick Brook	id=g:5133679
Renshaw Bay	id=g:5133680
Republic Airport	id=g:5133681
Requea Cemetery	id=g:5133682
Research and Learning Center	id=g:5133683
Reservation Hill	id=g:5133684
Reservoir Creek	id=g:5133685
Reparatrix Convent	id=g:5133686
Reservoir Creek	id=g:5133687
Reservoir Hill	id=g:5133688
Reservoir Hollow	id=g:5133689
Reservoir Hollow	id=g:5133690
Reservoir Mountain	id=g:5133691
Reservoir Number One	id=g:5133692
Reservoir Number Three	id=g:5133693
Reservoir Number Three	id=g:5133694
Reservoir Number Two	id=g:5133695
Reservoir Number Two	id=g:5133696
Reservoir Park	id=g:5133697
Residence Park	id=g:5133698
Resort	id=g:5133699
Resort Island	id=g:5133700
Ressmeyer Hall	id=g:5133701
Rest Haven Cemetery	id=g:5133702
Rest Vale Cemetery	id=g:5133703
Result	id=g:5133704
Resurrection Church	id=g:5133705
Resurrection Convent	id=g:5133706
Resurrection School	id=g:5133707
Resurrection School	id=g:5133708
Retreat House	id=g:5133709
Retsof	id=g:5133710
Retsofs Corners	id=g:5133711
Reuben Brook	id=g:5133712
Reservoir Number One	id=g:5133713
Revine Creek	id=g:5133714
Revonah Hill	id=g:5133715
Rexford	id=g:5133716
Rexford Falls	id=g:5133717
Rexford School	id=g:5133718
Rexleigh	id=g:5133719
Rexmere Lakes	id=g:5133720
Rexville	id=g:5133721
Reydon Shores	id=g:5133722
Reynales Basin	id=g:5133723
Reynolds	id=g:5133724
Reynolds Cemetery	id=g:5133725
Reynolds Cemetery	id=g:5133726
Reynolds Channel	id=g:5133727
Reynolds Corner	id=g:5133728
Reynolds Corners	id=g:5133729
Reynolds Corners	id=g:5133730
Reynolds Creek	id=g:5133731
Revonah Lake	id=g:5133732
Reynolds Creek	id=g:5133733
Reynolds Field	id=g:5133734
Reynolds Gully	id=g:5133735
Reynolds Hill	id=g:5133736
Reynoldston	id=g:5133737
Reynoldsville	id=g:5133738
Rhame Avenue Elementary School	id=g:5133739
Rheims	id=g:5133740
Rheinstrom Hill	id=g:5133741
Rhinebeck	id=g:5133742
Rhinebeck Kill	id=g:5133743
Reynolds School	id=g:5133744
Town of Rhinebeck	id=g:5133745
Rhinecliff	id=g:5133746
Rhinelander Gardens (historical)	id=g:5133747
Rhinelander Reef	id=g:5133748
Rhode Island	id=g:5133749
Rhode Island Cemetery	id=g:5133750
Rhodes Cemetery	id=g:5133751
Rhododendron Pond	id=g:5133752
Ricard	id=g:5133753
Rice Brook	id=g:5133754
Rhinebeck School	id=g:5133755
Rice Brook	id=g:5133756
Rice Brook	id=g:5133757
Rice Brook	id=g:5133758
Rice Cemetery	id=g:5133759
Rice Cemetery	id=g:5133760
Rice Creek	id=g:5133761
Rice Cemetery	id=g:5133762
Rice Glen	id=g:5133763
Rice Grove	id=g:5133764
Rice Hill	id=g:5133765
Rice Lake	id=g:5133766
Rice Mill	id=g:5133767
Rice Mountain	id=g:5133768
Rice Mountain	id=g:5133769
Rice Mountain	id=g:5133770
Rice Oval	id=g:5133771
Rice Point	id=g:5133772
Rice Pond	id=g:5133773
Rice Reservoir	id=g:5133774
Rice Memorial Stadium	id=g:5133775
Rices	id=g:5133776
Rices Corners	id=g:5133777
Riceville	id=g:5133778
Riceville	id=g:5133779
Riceville Station	id=g:5133780
Rich Creek	id=g:5133781
Rich Lake	id=g:5133782
Richard H Hutchings Psychiatric Center	id=g:5133783
Richard J Bailey School	id=g:5133784
Richards Point	id=g:5133785
Richards Vly	id=g:5133786
Richardson Cemetery	id=g:5133787
Richardsville	id=g:5133788
Richburg	id=g:5133789
Richburg Hill	id=g:5133790
Richfield	id=g:5133791
Richfield Airport	id=g:5133792
Richfield Hill	id=g:5133793
Richfield Hill School	id=g:5133794
Richfield Springs	id=g:5133795
Town of Richfield	id=g:5133796
Richford	id=g:5133797
Town of Richford	id=g:5133798
Richland	id=g:5133799
Richland Airport	id=g:5133800
Town of Richland	id=g:5133801
Richman High School (historical)	id=g:5133802
Richmond	id=g:5133803
Richmond Center	id=g:5133804
Richmond County Country Club	id=g:5133806
Richmond County Yacht Club	id=g:5133807
Richmond Creek	id=g:5133808
Rice Hall	id=g:5133809
Richmond Creek	id=g:5133810
Richmond Gulf	id=g:5133811
Richmond Hill	id=g:5133812
Richmond Mountain	id=g:5133813
Richmond Valley	id=g:5133814
Town of Richmond	id=g:5133815
Richmondville	id=g:5133816
Town of Richmondville	id=g:5133817
Richs Corners	id=g:5133818
Richter Aero Airport	id=g:5133819
Albert P Richter Park	id=g:5133820
Richtmyer Case Cemetery	id=g:5133821
Richtmyer Peak	id=g:5133822
Richville	id=g:5133823
Rickerson Brook	id=g:5133824
Richmond Hill	id=g:5133825
Rider Hill	id=g:5133826
Rider Hollow	id=g:5133827
Ridder Pond	id=g:5133828
Riders Mills	id=g:5133829
Riders Mills School	id=g:5133830
Ridge	id=g:5133831
Ridge	id=g:5133832
Ridge Chapel Cemetery	id=g:5133833
Ridge Corners	id=g:5133834
Ridge Elementary School	id=g:5133835
Ridge Island	id=g:5133836
Ridge Lawn Cemetery	id=g:5133837
Ridge Mills	id=g:5133838
Ridge Road Cemetery	id=g:5133839
Ridge Road Church	id=g:5133840
Ridge Road County Park	id=g:5133841
Ridge Road School	id=g:5133842
Ridge Street Country School	id=g:5133843
The Ridge	id=g:5133844
Ridgebury	id=g:5133845
Ridgebury Lake	id=g:5133846
Ridgeland	id=g:5133847
Ridgelea Heights	id=g:5133848
Ridgemont Golf Club	id=g:5133849
Ridgeview Airport	id=g:5133850
Ridgeview Congregational Church	id=g:5133851
Ridgeway	id=g:5133852
Ridgeway	id=g:5133853
Ridgeway Country Club	id=g:5133854
Ridgeway School	id=g:5133855
Town of Ridgeway	id=g:5133856
Ridgewood	id=g:5133857
Ridgewood	id=g:5133858
Ridgewood Junior High School	id=g:5133859
Ridgewood Reservoir	id=g:5133860
Ridgway Cemetery	id=g:5133861
Rift Hill	id=g:5133862
Rifton	id=g:5133863
Rifton Church	id=g:5133864
The Rifts	id=g:5133865
Riga	id=g:5133866
Riga Lake	id=g:5133867
Town of Riga	id=g:5133868
Riggs Corners	id=g:5133869
Riggsville	id=g:5133870
Right Branch Cayuga Creek	id=g:5133871
Riders	id=g:5133872
Rigney Bluff	id=g:5133873
Rikers Island	id=g:5133874
Rikers Island Channel	id=g:5133875
Riley Brook	id=g:5133876
Rightmire Pond	id=g:5133877
Riley Brook	id=g:5133878
Riley Brook	id=g:5133879
Riley Brook	id=g:5133880
Riley Cove	id=g:5133881
Lake Riley	id=g:5133882
Ring Meadow	id=g:5133883
Rings Pond	id=g:5133884
Ringwood River	id=g:5133885
Riley Ponds	id=g:5133886
Rio Reservoir	id=g:5133887
Riordan School	id=g:5133888
Rip Van Winkle Bridge	id=g:5133889
Rip Van Winkle Hollow	id=g:5133890
Rio	id=g:5133891
Ripley	id=g:5133892
Ripley Airport	id=g:5133893
Ripley Beach	id=g:5133894
Ripley Hill	id=g:5133895
Ripley Point	id=g:5133896
Town of Ripley	id=g:5133897
Rippe Hall	id=g:5133898
Rippeys Corners	id=g:5133899
Ripple Corners	id=g:5133900
Rippleton	id=g:5133901
Riparius	id=g:5133903
Lake Rippowam	id=g:5133904
Risingville	id=g:5133905
Rist Mountain	id=g:5133906
Ritchfield Junction	id=g:5133907
Ritz Hill	id=g:5133908
River Forest Park	id=g:5133909
River Forks	id=g:5133910
River Pond	id=g:5133911
River Port Inn Marina	id=g:5133912
River Road School	id=g:5133913
River Street School	id=g:5133914
River View Cemetery	id=g:5133915
Riverbank	id=g:5133916
Riverdale	id=g:5133917
Riverdale	id=g:5133918
Riverdale Cemetery	id=g:5133919
Riverdale Country School	id=g:5133920
Riverdale Mountain	id=g:5133921
Riverdale Park	id=g:5133922
Riveredge Trailer Park	id=g:5133923
Riverfront Green	id=g:5133924
Rivergate	id=g:5133925
