Quebrada La Julia	id=g:3781369
La Falda del Peligro	id=g:3792805
La Falla	id=g:3792806
La Floresta	id=g:3792807
Hacienda La Florida	id=g:3792808
Hacienda La Florida	id=g:3792809
Lomas La Galda	id=g:3792810
Quebrada La Galda	id=g:3792811
La Galguita	id=g:3792812
Hacienda La Guaca	id=g:3792813
Quebrada La Guasimal	id=g:3792814
La Hacienda	id=g:3792815
Quebrada La Honda	id=g:3792816
La Isla	id=g:3792817
Puente de La Jagua	id=g:3792818
Quebrada La Ladera	id=g:3792819
La Laguna	id=g:3792820
La Laguna	id=g:3792821
La Laguna	id=g:3792822
La Laja	id=g:3792823
La Laja	id=g:3792824
La Lajita	id=g:3792825
La Lindosa	id=g:3792826
Hacienda La Lindosa	id=g:3792827
Quebrada La Lindosa	id=g:3792828
La Línea	id=g:3792829
Hacienda La Loma	id=g:3792830
La Lomita	id=g:3792831
Hacienda La María	id=g:3792832
Cuchilla La Maroma	id=g:3792833
La Meseta	id=g:3792834
Zanjón de La Mojarrita	id=g:3792835
La Morena	id=g:3792836
La Morena	id=g:3792837
Quebrada La Mosca	id=g:3792838
Zanjón de La Mosca	id=g:3792839
La Muralla	id=g:3792840
Loma La Muralla	id=g:3792841
Cerro La Osera	id=g:3792842
Alto La Ovejera	id=g:3792843
La Paleta	id=g:3792844
La Palma	id=g:3792845
La Palma	id=g:3792846
La Palma	id=g:3792847
La Palma	id=g:3792848
La Palmicha	id=g:3792849
Zanja La Palmicha	id=g:3792850
Zanjón de La Pantanosa	id=g:3792851
La Patria	id=g:3792852
Hacienda La Paz	id=g:3792853
Quebrada La Pedregosa	id=g:3792854
Loma La Pelota	id=g:3792855
La Perdiz	id=g:3792856
La Pradera	id=g:3792857
La Pradera	id=g:3792858
La Primavera	id=g:3792859
La Primavera	id=g:3792860
La Primavera	id=g:3792861
La Reforma	id=g:3792862
Quebrada La Resaca	id=g:3792863
Quebrada La Rinconada	id=g:3792864
Quebrada La Rinconeña	id=g:3792865
La Rivera	id=g:3792866
La Rivera	id=g:3792867
Quebrada La Salada	id=g:3792868
Quebrada La Sapatersa	id=g:3792869
La Segoviana	id=g:3792870
Quebrada La Socala	id=g:3792871
Zanjón de La Sucita	id=g:3792872
Quebrada La Tambuyina	id=g:3792873
La Topa	id=g:3792874
La Trina	id=g:3792875
La Trinidad	id=g:3792876
Quebrada La Troya	id=g:3792877
La Túnica	id=g:3792878
La Turbia	id=g:3792879
Quebrada La Turbia	id=g:3792880
Quebrada La Turbia	id=g:3792881
La Uvalda	id=g:3792882
Quebrada La Uvalda	id=g:3792883
La Valenzuela	id=g:3792884
La Valeriana	id=g:3792885
La Vega	id=g:3792886
La Vega	id=g:3792887
La Vega	id=g:3792888
La Vega	id=g:3792889
La Vega	id=g:3792890
La Vega del Páez	id=g:3792891
Quebrada La Venta	id=g:3792892
La Victoria	id=g:3792893
Laberinto	id=g:3792894
Lagunilla	id=g:3792895
Lagunitas	id=g:3792896
Lámina	id=g:3792897
Las Aguilas	id=g:3792898
Hacienda Las Balsas	id=g:3792899
Las Brisas	id=g:3792900
Las Brisas	id=g:3792901
Las Chorreras	id=g:3792902
Las Colonias	id=g:3792903
Las Damas	id=g:3792904
Lomas Las Damas	id=g:3792905
Las Delicias	id=g:3792906
Hacienda Las Delicias	id=g:3792907
Quebrada Las Delicias	id=g:3792908
Quebrada Las Guadas	id=g:3792909
Las Juntas	id=g:3792910
Las Juntas	id=g:3792911
Las Mercedes	id=g:3792912
Las Mercedes	id=g:3792913
Las Mercedes	id=g:3792914
Las Mercedes	id=g:3792915
Las Mercedes	id=g:3792916
Hacienda Las Mercedes	id=g:3792917
Quebrada Las Mercedes	id=g:3792918
Las Minas	id=g:3792919
Las Minas	id=g:3792920
Quebrada Las Minas	id=g:3792921
Quebrada Las Moyas	id=g:3792922
Las Nieves	id=g:3792923
Las Pailas	id=g:3792924
Las Palmas	id=g:3792925
Quebrada Las Pavas	id=g:3792926
Las Peñas	id=g:3792927
Las Pizarras	id=g:3792928
Lomas Las Tapias	id=g:3792929
Lejanía	id=g:3792930
Líbano	id=g:3792931
Limoncito	id=g:3792932
Hacienda Lisboa	id=g:3792933
Llanacones	id=g:3792934
Llano Largo	id=g:3792935
Loctania	id=g:3792936
Quebrada Loma Alta	id=g:3792937
Loma de Reyes	id=g:3792938
Río Loro	id=g:3792939
Hacienda Los Alpes	id=g:3792940
Cerro Los Andes	id=g:3792941
Los Angeles	id=g:3792942
Quebrada Los Bajos	id=g:3792943
Los Cauchos	id=g:3792944
Los Cauchos	id=g:3792945
Los Cocos	id=g:3792946
Quebrada Los Cocos	id=g:3792947
Los Colorados	id=g:3792948
Los Comejenes	id=g:3792949
Los Dindes	id=g:3792950
Los Jazmines	id=g:3792951
Quebrada Los Limones	id=g:3792952
Los Llanitos	id=g:3792953
Los Medios	id=g:3792954
Quebrada de Los Muertos	id=g:3792955
Los Pinos	id=g:3792956
Los Sauces	id=g:3792957
Quebrada Los Tubos	id=g:3792958
Lourdes	id=g:3792959
Lusitania	id=g:3792960
Lusitania	id=g:3792961
Quebrada Majo	id=g:3792962
Malagana	id=g:3792963
Hacienda Malpasa	id=g:3792964
Manga Grande	id=g:3792965
Manita	id=g:3792966
Maracaibo	id=g:3792967
Zanjón Mata de Agua	id=g:3792968
Quebrada de Matanza	id=g:3792969
Quebrada Mazmorra	id=g:3792970
Mercedes	id=g:3792971
Milán	id=g:3792972
Minas	id=g:3792973
Quebrada Minas	id=g:3792974
Miranda	id=g:3792975
Hacienda Miranda	id=g:3792976
Monserrate	id=g:3792977
Cerro Monserrate	id=g:3792978
Cerro Monserrate	id=g:3792979
Cuchilla de Monserrate	id=g:3792980
Montañita	id=g:3792981
Quebrada Monte	id=g:3792982
Montecitos	id=g:3792983
Loma Morada	id=g:3792984
Moriela	id=g:3792985
Quebrada Motilón	id=g:3792986
Zanjón Muchilero	id=g:3792987
Cerro Nariz de Pijao	id=g:3792988
Natagaima	id=g:3792989
Quebrada Negra	id=g:3792990
Quebrada Negra	id=g:3792991
Quebrada Oritoguas	id=g:3792992
Zanjón del Oso	id=g:3792993
Pajiji	id=g:3792994
Palanquero	id=g:3792995
Palestina	id=g:3792996
Palmeras	id=g:3792997
Palmira	id=g:3792998
Hacienda Palmira	id=g:3792999
Quebrada Palmito	id=g:3793000
Zanjón del Palo Colorado	id=g:3793001
Pan de Azúcar	id=g:3793002
Cerro Pantano	id=g:3793003
Cerro de Pantano	id=g:3793004
Patio Pelado	id=g:3793005
Pedernal	id=g:3793006
Hacienda Pedernal	id=g:3793007
Pelasal	id=g:3793008
Peña Negra	id=g:3793009
Peña Negra	id=g:3793010
Quebrada Peñas Negras	id=g:3793011
Pericongo	id=g:3793012
Quebrada Pescado	id=g:3793013
Pescador	id=g:3793014
Quebrada Pescador	id=g:3793015
Piedra Ancha	id=g:3793016
Quebrada Piedragorda	id=g:3793017
Polivano	id=g:3793018
Potrerillo	id=g:3793019
Potrerillo	id=g:3793020
Quebrada Potrerillo	id=g:3793021
Zanjón Potrerillo	id=g:3793022
Loma de Potrerito	id=g:3793023
Quebrada Potreritos	id=g:3793024
Loma Primavera	id=g:3793025
Quebrada Pringamosal	id=g:3793026
Providencia	id=g:3793027
Hacienda Providencia	id=g:3793028
Puente Bajito	id=g:3793029
Quebraditas	id=g:3793030
Quituro	id=g:3793031
Cerro de Ramírez	id=g:3793032
Remolino del Vicho	id=g:3793033
Zanjón Resfriadera	id=g:3793034
Alto Retiro	id=g:3793035
Rica Brisa	id=g:3793036
Quebrada Río Frío	id=g:3793037
Rodapaso	id=g:3793038
Finca Rosablanca	id=g:3793039
Sabaneta	id=g:3793040
Zanjón de Saitabla	id=g:3793041
Quebrada Salada	id=g:3793042
Hacienda Salem	id=g:3793043
Hacienda Salem	id=g:3793044
Saman	id=g:3793045
San Alfonso	id=g:3793046
San Alfonso	id=g:3793047
San Antonio	id=g:3793048
San Antonio	id=g:3793049
Hacienda San Antonio	id=g:3793050
San Benito	id=g:3793051
San Francisco	id=g:3793052
Hacienda San Francisco	id=g:3793053
Quebrada San Francisco	id=g:3793054
San Guillermo	id=g:3793055
Río San Guillermo	id=g:3793056
San Isidro	id=g:3793057
San Isidro	id=g:3793058
San Isidro	id=g:3793059
Cerro de San Jacinto	id=g:3793060
San Joaquín	id=g:3793061
San Joaquín	id=g:3793062
San Joaquín	id=g:3793063
Hacienda San Joaquín	id=g:3793064
San José	id=g:3793065
San José	id=g:3793066
San José	id=g:3793067
San José	id=g:3793068
San José de Belén	id=g:3793069
San Juan	id=g:3793070
San Juan	id=g:3793071
San Juanito	id=g:3793072
San Luis	id=g:3793073
San Luis	id=g:3793074
San Luis	id=g:3793075
Quebrada San Marcos	id=g:3793076
San Miguel	id=g:3793077
Hacienda San Miguel	id=g:3793078
Hacienda San Miguel	id=g:3793079
San Nicolás	id=g:3793080
San Pacilo	id=g:3793081
San Pedro	id=g:3793082
San Pedro	id=g:3793083
San Pedro	id=g:3793084
San Rafael	id=g:3793085
San Rafael	id=g:3793086
San Rafael	id=g:3793087
Santa Bárbara	id=g:3793088
Santa Helena	id=g:3793089
Santa Helena	id=g:3793090
Santa Helena	id=g:3793091
Santa Helena	id=g:3793092
Santa Inés	id=g:3793093
Santa Inés	id=g:3793094
Santa Inés	id=g:3793095
Santa Lucía	id=g:3793096
Santa Lucía	id=g:3793097
Santa María	id=g:3793098
Santa Rita	id=g:3793099
Santa Rita	id=g:3793100
Santa Rosa	id=g:3793101
Santa Rosa	id=g:3793102
Santa Rosa	id=g:3793103
Santa Rosa	id=g:3793104
Hacienda Sartanejo	id=g:3793105
Sartenejo	id=g:3793106
Quebrada Seca	id=g:3793107
Hacienda Segovia	id=g:3793108
Segoviana	id=g:3793109
Segura	id=g:3793110
Alto de Segura	id=g:3793111
Cerro Segura	id=g:3793112
Serrezuela	id=g:3793113
Hacienda Sevilla	id=g:3793114
Loma del Silencio	id=g:3793115
Cuchilla Sinaí	id=g:3793116
Quebrada Sorrento	id=g:3793117
Sucre	id=g:3793118
Suiza	id=g:3793119
Suiza	id=g:3793120
Tabaquito	id=g:3793121
Terremoto	id=g:3793122
Finca Tibidabo	id=g:3793123
Tierra Blanca	id=g:3793124
Quebrada Tierra Blanca	id=g:3793125
Tierra Grata	id=g:3793126
Cuchilla del Tigre	id=g:3793127
Topochera	id=g:3793128
Zanjón del Totumo	id=g:3793129
Ucrania	id=g:3793130
Venecia	id=g:3793131
Veracruz	id=g:3793132
Vereda Aguablanca	id=g:3793133
Vereda Alto Cañada	id=g:3793134
Vereda Alto de Buenavista	id=g:3793135
Vereda Barzal	id=g:3793136
Vereda Bélgica	id=g:3793137
Vereda Betania	id=g:3793138
Vereda Briceño	id=g:3793139
Vereda Buenos Aires	id=g:3793140
Vereda Caguan	id=g:3793141
Vereda Cascajal	id=g:3793142
Vereda Comba	id=g:3793143
Vereda de Betania	id=g:3793144
Vereda de Caimital	id=g:3793145
Vereda de Caloto	id=g:3793146
Vereda de Campero	id=g:3793147
Vereda de Conta	id=g:3793148
Vereda de Fátima	id=g:3793149
Vereda de Matambo	id=g:3793150
Vereda de Mato	id=g:3793151
Vereda de Montea	id=g:3793152
Vereda de San Matías	id=g:3793153
Vereda de San Pedro	id=g:3793154
Vereda de Santa Rosa	id=g:3793155
Vereda Domingo Arias	id=g:3793156
Vereda El Algarrobo	id=g:3793157
Vereda El Alto	id=g:3793158
Vereda El Arrayán	id=g:3793159
Vereda El Balseadero	id=g:3793160
Vereda El Cauchal	id=g:3793161
Vereda El Chorrillo	id=g:3793162
Vereda El Coral	id=g:3793163
Vereda El Escribano	id=g:3793164
Vereda El Espinal	id=g:3793165
Vereda El Hato	id=g:3793166
Vereda El Medio	id=g:3793167
Vereda El Palmar	id=g:3793168
Vereda El Porvenir	id=g:3793169
Vereda El Progreso	id=g:3793170
Vereda El Pueblito	id=g:3793171
Vereda El Rosario	id=g:3793172
Vereda El Socorro	id=g:3793173
Vereda El Tablón	id=g:3793174
Vereda El Tingo	id=g:3793175
Vereda El Vegón	id=g:3793176
Vereda El Vegón	id=g:3793177
Vereda El Zapatero	id=g:3793178
Vereda Esmeralda	id=g:3793179
Vereda Espinal	id=g:3793180
Vereda Eureka	id=g:3793181
Vereda Filo de Platanares	id=g:3793182
Vereda Flor Amarilla	id=g:3793183
Vereda Galaxia	id=g:3793184
Vereda Garañón	id=g:3793185
Vereda Guayabilla	id=g:3793186
Vereda Hato Viejo	id=g:3793187
Vereda La Cabaña	id=g:3793188
Vereda La Escalerita	id=g:3793189
Vereda La Galda	id=g:3793190
Vereda La Lindosa	id=g:3793191
Vereda La María	id=g:3793192
Vereda La Mesa	id=g:3793193
Vereda La Yaguilga	id=g:3793194
Vereda Lagunilla	id=g:3793195
Vereda Las Minas	id=g:3793196
Vereda Llano de Altamira	id=g:3793197
Vereda Llano del Hato	id=g:3793198
Vereda Los Llanitos	id=g:3793199
Vereda Matanza	id=g:3793200
Vereda Monserrate	id=g:3793201
Vereda Montecitos	id=g:3793202
Vereda Pedernal	id=g:3793203
Vereda Pescador	id=g:3793204
Vereda Quebrada Negra	id=g:3793205
Vereda Quebraditas	id=g:3793206
Vereda San Isidro	id=g:3793207
Vereda San Joaquín	id=g:3793208
Vereda San José de Belén	id=g:3793209
Vereda San Miguel	id=g:3793210
Vereda Sartenejo Bajo	id=g:3793211
Vereda Veracruz	id=g:3793212
Versalles	id=g:3793213
Versalles	id=g:3793214
Víctor F. Silva	id=g:3793215
Villa Aucia	id=g:3793216
Hacienda Villa Carmenza	id=g:3793217
Villa Fernanda	id=g:3793218
Villa María	id=g:3793219
Villa María	id=g:3793220
Villa Mercedes	id=g:3793221
Villa Nury	id=g:3793222
Villa Rosa	id=g:3793223
Quebrada Voltezuelas	id=g:3793224
Yapona	id=g:3793225
Quebrada Yapona	id=g:3793226
Hacienda Yunca	id=g:3793227
Hacienda Zapatero	id=g:3793228
Zuluaga	id=g:3793229
Quebrada Lagunillas	id=g:3793230
Lagunillas	id=g:3793231
Mocari	id=g:3793232
Quebrada Amburacita	id=g:3793233
El Convento	id=g:3793234
Quebrada del Junco	id=g:3793235
Cañada Yerbal	id=g:3793236
Quebrada El Barcino	id=g:3793237
Quebrada La Clara	id=g:3793238
Quebrada El Sol	id=g:3793239
Quebrada Los Saltos	id=g:3793240
Quebrada Santa Lucía	id=g:3793241
Río Bacurichichi	id=g:3793242
Quebrada La Linda	id=g:3793243
Quebrada El Oso	id=g:3793244
Quebrada Sierre	id=g:3793245
Quebrada León	id=g:3793246
Pavas	id=g:3793247
La Siberia	id=g:3793248
Cuchilla El Maravillo	id=g:3793249
Quebrada El Tigre	id=g:3793250
Maravillo	id=g:3793251
La Clara	id=g:3793252
Vereda Calles	id=g:3793253
Quebrada Limón	id=g:3793254
Quebrada Fuemía	id=g:3793255
Quebrada Pauling	id=g:3793256
Quebrada Sabaletas	id=g:3793257
Alto Palmos	id=g:3793258
Quebrada El Toro	id=g:3793259
La Orilla	id=g:3793260
Quebrada La Giralda	id=g:3793261
Quebrada El García	id=g:3793262
Quebrada La Mina	id=g:3793263
La Garrucha	id=g:3793264
Quebrada Santa Rosa	id=g:3793265
Cuchilla Divisoria	id=g:3793266
La Quebradona	id=g:3793267
Villa Hermosa	id=g:3793268
Quebrada de Pedro	id=g:3793269
Quebrada La Secreta	id=g:3793270
Quebrada Arenales	id=g:3793271
Quebrada El Macho	id=g:3793272
Quebrada El Macho	id=g:3793273
Quebrada Chupadero	id=g:3793274
Quebrada Cerrazón	id=g:3793275
La Praderita	id=g:3793276
Quebrada Minavieja	id=g:3793277
Río San Mateo	id=g:3793278
Vereda Venados	id=g:3793279
Cañada Cenzio	id=g:3793280
Los Vargas	id=g:3793281
Quebrada Quebradona	id=g:3793282
Chuscales	id=g:3793283
Quebrada Chinchiridocito	id=g:3793284
Quebrada Diablo	id=g:3793285
Cañada El Barranco	id=g:3793286
Quebrada Horacio	id=g:3793287
Río Chinchiridó	id=g:3793288
Quebrada Corcovado	id=g:3793289
Oro	id=g:3793290
La Clara	id=g:3793291
Quebrada de San Felipe	id=g:3793292
Playa Larga	id=g:3793293
Quebrada La Clara	id=g:3793294
Parque Nacional Natural Las Orquídeas	id=g:3793295
La Quiebra	id=g:3793296
La Ilusión	id=g:3793297
Alto Pringamozal	id=g:3793298
Quebrada Caliche	id=g:3793299
Quebrada de Lucía	id=g:3793300
Quebrada del Aguadero	id=g:3793301
Quebrada La Mina	id=g:3793302
Los Micos	id=g:3793303
Quebrada Pavarando	id=g:3793304
Alto Carauta	id=g:3793305
Quebrada Gordita	id=g:3793306
Quebrada Veguí	id=g:3793307
La Selva	id=g:3793308
Quebrada El Oso	id=g:3793309
Quebrada Santa Rosalía	id=g:3793310
Quebrada Venaditos	id=g:3793311
La Cueva	id=g:3793312
El Tambo	id=g:3793313
Quebrada Chupadero	id=g:3793314
Quebrada La Clara	id=g:3793315
Quebrada Porroncho	id=g:3793316
Quebrada Cusumbo	id=g:3793317
Quebrada Perdices	id=g:3793318
Quebrada San Lorenzo	id=g:3793319
Las Delicias	id=g:3793320
Quebrada La Aguirre	id=g:3793321
Hacienda Santa Rosalía	id=g:3793322
Quebrada Barro	id=g:3793324
Quebrada Tajabra	id=g:3793325
Las Brisas	id=g:3793326
Vereda Santa Rosalía	id=g:3793327
La Selva	id=g:3793328
El Ciprés	id=g:3793329
Alto Tonusco	id=g:3793330
Quebrada La Bonita	id=g:3793331
Quebrada Guineales	id=g:3793332
Quebrada de Insor	id=g:3793333
Quebrada Riotercero	id=g:3793334
La Porrona	id=g:3793335
Quebrada Cejen	id=g:3793336
San José	id=g:3793337
Quebrada Rastrojos	id=g:3793338
La Mansa	id=g:3793339
Quebrada Los Monos	id=g:3793340
Quebrada Paulina	id=g:3793341
La Golondrina	id=g:3793342
Quebrada Encarnación	id=g:3793343
Alto Culebrero	id=g:3793344
Hacienda La Linda	id=g:3793345
Quebrada Cusumbo	id=g:3793346
Careperro	id=g:3793347
La Porra	id=g:3793348
Quebrada La Mina	id=g:3793349
Río San Mateo	id=g:3793350
Quebrada San José	id=g:3793351
Quebrada Blanquita	id=g:3793352
El Edén	id=g:3793353
Quebrada Esperanza	id=g:3793354
Quebrada Chupadero	id=g:3793355
Travesías	id=g:3793356
Quebrada Pescadero	id=g:3793357
Quebrada El Duende	id=g:3793358
Quebrada Adán	id=g:3793359
Quebrada Espinozo	id=g:3793360
Quebrada La Mansa	id=g:3793361
Quebrada Name	id=g:3793362
El Trincho	id=g:3793363
La Clara	id=g:3793364
Quebrada La Mina	id=g:3793365
Las Bocas	id=g:3793366
Alto Altavista	id=g:3793367
La Muriela	id=g:3793368
Morrogacho	id=g:3793369
Cerro Gacho	id=g:3793370
Quebrada Pantanillo	id=g:3793371
Campanas	id=g:3793372
Los Naranjos	id=g:3793373
Quebrada Canehido	id=g:3793374
La Montaña	id=g:3793375
Quebrada Blanquita	id=g:3793376
Cuchilla Morrogacho	id=g:3793377
Quebrada Sabalet	id=g:3793378
Cerrazón	id=g:3793379
Los Pomos	id=g:3793380
Quebrada Las Campanas	id=g:3793381
El Guayabo	id=g:3793382
Caratica	id=g:3793383
Morrón	id=g:3793384
La Floresta	id=g:3793385
Quebrada Chontaduro	id=g:3793386
Quebrada Taust	id=g:3793387
La Esmeralda	id=g:3793388
Quebrada Popala	id=g:3793389
Hacienda Santa Rita	id=g:3793390
Quebrada Piedras Blancas	id=g:3793391
Quebrada Zapata	id=g:3793392
La Zapata	id=g:3793393
Quebrada San Miguel	id=g:3793394
Quebrada Morrogacho	id=g:3793395
Río Chimurro	id=g:3793396
Quebrada Santo Tomás	id=g:3793397
Quebrada Piedras	id=g:3793398
Quebrada Bujíos	id=g:3793399
Quebrada Cañas	id=g:3793400
El Cuido	id=g:3793401
La Castrillona	id=g:3793402
Quebrada San Agustín	id=g:3793403
Quebrada El Tigre	id=g:3793404
Santo Tomás	id=g:3793405
El Salado	id=g:3793406
Zapata	id=g:3793407
Quimula	id=g:3793408
Piedras Blancas	id=g:3793409
Cascajal	id=g:3793410
Los Cedros	id=g:3793411
Pechinde	id=g:3793412
Vereda Pantano Grande	id=g:3793413
Quebrada El Carmen	id=g:3793414
Quebrada Ánimas	id=g:3793415
La Chacalina	id=g:3793416
Cuchilla Norte	id=g:3793417
El Pomal	id=g:3793418
Vereda La Antigua	id=g:3793419
Cuchilla San Miguel	id=g:3793420
Los Pinos	id=g:3793421
Nancui	id=g:3793422
La Pedregosa	id=g:3793423
Hacienda El Oso	id=g:3793424
Llanoadentro	id=g:3793425
Quebrada Tabladitos	id=g:3793426
Quebrada Pedregosa	id=g:3793427
Quebrada El Hoyo	id=g:3793428
La Lenor	id=g:3793429
La Mansita	id=g:3793430
La Guajira	id=g:3793431
Apucarpo	id=g:3793432
Quebrada Toya	id=g:3793433
Llano Trino	id=g:3793434
Quebrada de Cañas	id=g:3793435
Alto de Pizarro	id=g:3793436
Tabladitos	id=g:3793437
Timotea	id=g:3793438
Versalles	id=g:3793439
Río Pantanos	id=g:3793440
Hacienda Musingagrande	id=g:3793441
Hacienda Las Brisas	id=g:3793442
Quebrada San Miguel	id=g:3793443
Quebrada Cascajal	id=g:3793444
Quebrada Mediacuesta	id=g:3793445
Quebrada Piedrona	id=g:3793446
San Lázaro	id=g:3793447
Cusuti	id=g:3793448
Media Cuesta	id=g:3793449
Quebrada Apucarpo	id=g:3793450
San Fermín	id=g:3793451
El Limo	id=g:3793452
Canoas	id=g:3793453
Hacienda Esmeralda	id=g:3793454
Quebrada Nivel	id=g:3793455
Tangado	id=g:3793456
Quebrada Pizarrita	id=g:3793457
Quebrada Peñitas	id=g:3793458
Quebrada La Lejía	id=g:3793459
Vereda El Canelito	id=g:3793460
La Ramírez	id=g:3793461
Quebrada Pontoncita	id=g:3793462
Cañada La Cañada	id=g:3793463
La Julia	id=g:3793464
Filo Tabladito	id=g:3793465
La Nivel	id=g:3793466
Vereda Cusuti	id=g:3793467
Herrera	id=g:3793468
Quebrada El Tigre	id=g:3793469
Seminario Pío	id=g:3793470
Tejar	id=g:3793471
Quebrada Lejía	id=g:3793472
La Capitana	id=g:3793473
Quebrada Tierra Dentura	id=g:3793474
Quebrada Limo	id=g:3793475
Vereda Moruto	id=g:3793476
Peñitas	id=g:3793477
Quebrada Estrella	id=g:3793478
Vereda Jenaturo	id=g:3793479
La Selva	id=g:3793480
El Recodo	id=g:3793481
La Balsa	id=g:3793482
Quebrada Chuscal	id=g:3793483
La Lomita	id=g:3793484
La Lomita	id=g:3793485
El Haminguero	id=g:3793486
Cañada Perez	id=g:3793487
Pernilla	id=g:3793488
Quebrada Chupadero	id=g:3793489
Morotó	id=g:3793490
Cascajo Blanco	id=g:3793491
Alto Frontino	id=g:3793492
Quebrada Tabladito	id=g:3793493
Santa Teresa	id=g:3793494
El León	id=g:3793495
Quebrada La Cascada	id=g:3793496
Bellavista	id=g:3793497
Quebrada Membrillal	id=g:3793498
Río Nore	id=g:3793499
Alto Buenavista	id=g:3793500
Las Abejas	id=g:3793501
Hacienda Circerín	id=g:3793502
Chiriguaco	id=g:3793503
Chontaduro	id=g:3793504
Quebrada Cerrazón	id=g:3793505
Cañada Clara	id=g:3793506
Cañada Barrancón	id=g:3793507
Alto El Madero	id=g:3793508
Quebrada Las Abejas	id=g:3793509
Santa Bárbara	id=g:3793510
Murrapol	id=g:3793511
Villa Alicia	id=g:3793512
Quebrada Los Indios	id=g:3793513
Quebrada El Chupadero	id=g:3793514
Hacienda Grano de Oro	id=g:3793515
Alto El Roble	id=g:3793516
Montañita	id=g:3793517
Quebrada Cabras	id=g:3793518
Nobogacita	id=g:3793519
Alto Paila	id=g:3793520
Quebrada Jagué	id=g:3793521
Aguadita	id=g:3793522
Río Rioverve	id=g:3793523
Quebrada Roble	id=g:3793524
Quebrada Piedras Blancas	id=g:3793525
Quebrada Nobogacito	id=g:3793526
Las Muertas	id=g:3793527
Quebrada Cumbarró	id=g:3793528
Filo La Herradura	id=g:3793529
Barracón	id=g:3793530
Quebrada Nutibara	id=g:3793531
San Nicolás	id=g:3793532
El Café	id=g:3793533
Guayabal	id=g:3793534
Loma Los Indios	id=g:3793535
Quebrada Los Israeles	id=g:3793536
Río El Cerro	id=g:3793537
Quebrada San Agustín	id=g:3793538
Quebrada Guadaus	id=g:3793539
Nobaga	id=g:3793540
El Poma	id=g:3793541
Quebrada El Salado	id=g:3793542
El Socorro	id=g:3793543
Quebrada Media Luna	id=g:3793544
El Uvo	id=g:3793545
Quebrada Los Indios	id=g:3793546
Quebrada Honda	id=g:3793547
Quebrada Florentino	id=g:3793548
Betania	id=g:3793549
Loma El Madero	id=g:3793550
Quebrada Nobaga	id=g:3793551
Uvital	id=g:3793552
Santa Fe	id=g:3793553
Quebrada La Cueva	id=g:3793554
Filo Chororo	id=g:3793555
La Loma	id=g:3793556
El Totumal	id=g:3793557
Quebrada Las Bolas	id=g:3793558
La Esperanza	id=g:3793559
Quebrada Botija	id=g:3793560
Buenos Aires	id=g:3793561
La Amalia	id=g:3793562
Quebrada La Quiebra	id=g:3793563
Quebrada El Pital	id=g:3793564
Quebrada La Cueva	id=g:3793565
Quebrada Asidó	id=g:3793566
El Jilguero	id=g:3793567
Filo El Pital	id=g:3793568
Quebrada Orobajo	id=g:3793569
Guayabal	id=g:3793570
Cañada Santo Domingo	id=g:3793571
Quebrada La Verrionda	id=g:3793572
El Pital	id=g:3793573
Quebrada Caliche	id=g:3793574
La Quiebra	id=g:3793575
Quebrada Fuemía	id=g:3793576
Filo de San Miguel	id=g:3793577
Quebrada Achotal	id=g:3793578
El Caliche	id=g:3793579
La Brisa	id=g:3793580
El Oso	id=g:3793581
Loma El Viento	id=g:3793582
Quebrada Barranquitos	id=g:3793583
Morro Pelado	id=g:3793584
Loma La Meseta	id=g:3793585
Río Jenaturado	id=g:3793586
Quebrada Chichiridó	id=g:3793587
Cañada El Duende	id=g:3793588
Quebrada Guagua	id=g:3793589
Quebrada San Miguelito	id=g:3793590
Las Cruces	id=g:3793591
Chupadero	id=g:3793592
Cuchilla del Paramillo	id=g:3793593
Quebrada San José	id=g:3793594
Quebrada Nobojá	id=g:3793595
Quebrada La Manga	id=g:3793596
Quebrada San Miguel	id=g:3793597
Quebrada Encalichada	id=g:3793598
Quebrada Chontadural	id=g:3793599
Quebrada Iracal	id=g:3793600
Quebrada El Tigre	id=g:3793601
Quebrada Guayabal	id=g:3793602
Cañada Frontinito	id=g:3793603
Quebrada El Mango	id=g:3793604
Cañada Churimo	id=g:3793605
Quebrada San Luis	id=g:3793606
Loma Buenavista	id=g:3793607
Cañada El Papayo	id=g:3793608
Quebrada San Benito	id=g:3793609
Quebrada Murrapal	id=g:3793610
Loma El Pirú	id=g:3793611
Quebrada Ambalema	id=g:3793612
Buenavista	id=g:3793613
Quebrada El Limón	id=g:3793614
Quebrada Moscoso	id=g:3793615
El Botón	id=g:3793616
Quebrada Chupadero	id=g:3793617
Murrapal	id=g:3793618
Filo Murrapal	id=g:3793619
Quebrada Barrancón	id=g:3793620
Chontadural	id=g:3793621
Loma El Turro	id=g:3793622
Filo El Caunce	id=g:3793623
Quebrada Pirú	id=g:3793624
El Silencio	id=g:3793625
Morro El Turro	id=g:3793626
El Morro	id=g:3793627
Quebrada Palmira	id=g:3793628
Quebrada El Zancudo	id=g:3793629
Quebrada Chiquiral	id=g:3793630
Cañada Buga	id=g:3793631
Media Cuesta	id=g:3793632
La Golondrina	id=g:3793633
El Turro	id=g:3793634
El Caunce	id=g:3793635
Filo Gallinazo	id=g:3793636
Quebrada La Región	id=g:3793637
El Llano	id=g:3793638
Las Achiras	id=g:3793639
La Berruga	id=g:3793640
Guibaral	id=g:3793641
La Aguada	id=g:3793642
