Strong Ranch	id=g:5399398
United Church of Cloverdale	id=g:5404684
United Church of Religious Science	id=g:5404685
United Church of the Valley	id=g:5404686
United Congregation Church	id=g:5404687
United Fellowship Tabernacle	id=g:5404688
United Islamic Youth Cemetery	id=g:5404689
United Japanese Christian Church	id=g:5404690
United Lodge of Theosophist	id=g:5404691
United Lutheran Church	id=g:5404692
United Market Shopping Center	id=g:5404693
United Methodist Church of Atascadero	id=g:5404694
United Methodist Church of Covina	id=g:5404695
United Methodist Church of Fallbrook	id=g:5404696
United Methodist Church of La Verne	id=g:5404697
United Methodist Church of Lamont	id=g:5404698
United Methodist Church of Merced	id=g:5404699
United Methodist Church of Montebello	id=g:5404700
United Methodist Church of Petaluma	id=g:5404701
United Methodist Church of Wasco	id=g:5404702
United Methodist Church of West Covina	id=g:5404703
United Nations Building	id=g:5404704
United Pentecostal Apostolic Church	id=g:5404705
United Pentecostal Church	id=g:5404706
United Pentecostal Church	id=g:5404707
United Pentecostal Church	id=g:5404708
United Pentecostal Church	id=g:5404709
United Pentecostal Church	id=g:5404710
United Pentecostal Church	id=g:5404711
United Pentecostal Church	id=g:5404712
United Pentecostal Church	id=g:5404713
United Pentecostal Church	id=g:5404714
United Pentecostal Church	id=g:5404715
United Pentecostal Church	id=g:5404716
United Pentecostal Church	id=g:5404717
United Pentecostal Church	id=g:5404718
United Pentecostal Church	id=g:5404719
United Pentecostal Church	id=g:5404720
United Pentecostal Church	id=g:5404721
United Pentecostal Church	id=g:5404722
United Pentecostal Church	id=g:5404723
United Pentecostal Church of Exeter	id=g:5404724
United Pentecostal Church of Sunnyvale	id=g:5404725
United Serbian Benevolent Society Hall	id=g:5404726
United States Appraisers Building	id=g:5404727
United States Arbor Mine	id=g:5404728
United States Canyon	id=g:5404729
United Christian Church	id=g:5404730
United States Coast Guard - Air Station Sacramento	id=g:5404731
United States Corps of Engineers Headquarters	id=g:5404732
United States Defense Language Institute	id=g:5404733
United States Department of Agriculture Plant Introduction Garden	id=g:5404734
United States Department of the Interior Bureau of Reclamation Library	id=g:5404735
United States Customs House	id=g:5404736
United States Experimental Station	id=g:5404737
United States Fishery Oceanography Center	id=g:5404738
United States Forest Service Center	id=g:5404739
United States Forest Service Headquarters	id=g:5404740
United States Forest Service Headquarters	id=g:5404741
United States Forest Service Heliport	id=g:5404742
United States Forest Service Station	id=g:5404743
United States Forest Service Visitors Center	id=g:5404744
United States Geological Survey Camp - Oil and Gas Division	id=g:5404745
United States Hotel (historical)	id=g:5404746
United States Immigration Station	id=g:5404747
United States Marine Hospital (historical)	id=g:5404748
United States Naval Hospital San Diego Heliport	id=g:5404749
United States Naval Reserve Training Center	id=g:5404750
United States Naval Reserve Training Center	id=g:5404751
United States Navy Golf Course	id=g:5404752
United States Navy Post Graduate School	id=g:5404753
United States Navy Survival Training School	id=g:5404754
United States Quarantine Station	id=g:5404755
United States Veterans Administration	id=g:5404756
United States Veterans Administration Center	id=g:5404757
Veterans Affairs Medical Center Long Beach	id=g:5404758
Veterans Affairs Sepulveda Ambulatory Care Center	id=g:5404759
United States Veterans Hospital (historical)	id=g:5404760
United States Weather Bureau Station	id=g:5404761
United University Church	id=g:5404762
United in Christ Christian Foundation	id=g:5404763
United in Christ Church	id=g:5404764
Unity Chapel of Light Church	id=g:5404765
Unity Christ Church	id=g:5404766
Unity Christ Church	id=g:5404767
Unity Church	id=g:5404768
Unity Church	id=g:5404769
Unity Church	id=g:5404770
Unity Church	id=g:5404771
Unity Church in the Country	id=g:5404772
Unity Church of Burlingame	id=g:5404773
Unity Church of Escondido	id=g:5404774
Unity Church of Living Christianity	id=g:5404775
Unity Church of Merced	id=g:5404776
Unity Church of Monterey	id=g:5404777
Unity Church of Richmond	id=g:5404778
Unity Church of Santa Barbara	id=g:5404779
Unity Church of Stockton	id=g:5404780
Unity Daily Word Church	id=g:5404781
Unity Hospital	id=g:5404782
Unity Memorial Church of God in Christ	id=g:5404783
Unity Missionary Baptist Church	id=g:5404784
Unity Outreach Church of God in Christ	id=g:5404785
Unity Park	id=g:5404786
Unity Southern Baptist Church	id=g:5404787
Unity Temple of Santa Cruz	id=g:5404788
Unity Valley Church	id=g:5404789
Unity Way Church	id=g:5404790
Unity in Bakersfield Church	id=g:5404791
Universal Church of God in Christ	id=g:5404792
Universal Church of the Master	id=g:5404793
Universal City	id=g:5404794
Universal City Studios	id=g:5404795
Universal Gun Club	id=g:5404796
Universal Life Church of Enchantment	id=g:5404797
Universal Square Shopping Center	id=g:5404798
University Airport	id=g:5404799
University Art Museum	id=g:5404800
University Avenue Baptist Church	id=g:5404801
University Avenue Christian Church	id=g:5404802
University Avenue School (historical)	id=g:5404803
University Baptist Church	id=g:5404804
University Baptist Church	id=g:5404805
University Baptist Church	id=g:5404806
University Branch Los Angeles Public Library	id=g:5404807
University Camp	id=g:5404808
University Center	id=g:5404809
University Center Shopping Center	id=g:5404810
University Christian Center	id=g:5404811
University Christian Church of Berkeley	id=g:5404812
University Church of Goleta	id=g:5404813
University City	id=g:5404814
University City High School	id=g:5404815
University City Shopping Center	id=g:5404816
University City United Church	id=g:5404817
University City Village Golf Course	id=g:5404818
University Colony School (historical)	id=g:5404819
University Community Branch San Diego Public Library	id=g:5404820
University Community Park	id=g:5404821
University Creek	id=g:5404822
United States Dept Agriculture Horticultural	id=g:5404823
University Gardens Park	id=g:5404824
University Hall	id=g:5404825
University Hall	id=g:5404826
University Hall	id=g:5404827
University Heights	id=g:5404828
University Heights	id=g:5404829
University Heights Branch San Diego Public Library	id=g:5404830
University Heights Junior High School	id=g:5404831
University Heights Park	id=g:5404832
University High School	id=g:5404833
University House	id=g:5404834
University House	id=g:5404835
University House	id=g:5404836
University Lutheran Church	id=g:5404837
University Mall Shopping Center	id=g:5404838
University Mound North Basin 10-015 Dam	id=g:5404839
University Mound South Basin 10-022 Dam	id=g:5404840
University Park	id=g:5404841
University Park	id=g:5404842
University Park Elementary School	id=g:5404843
Palo Alto Fire Station 1	id=g:5404844
University Park School	id=g:5404845
University Park Shopping Center	id=g:5404846
University Peak	id=g:5404847
University Plaza Shopping Center	id=g:5404848
University Plaza Shopping Center	id=g:5404849
University Presbyterian Church	id=g:5404850
University Religious Center	id=g:5404851
University Religious Center	id=g:5404852
University Research Library	id=g:5404853
University Senior High School	id=g:5404854
University Shopping Center	id=g:5404855
University Square Shopping Center	id=g:5404856
University Square Shopping Center	id=g:5404857
University Square Shopping Center	id=g:5404858
University Towne Center Shopping Center	id=g:5404859
University Towne Centre Shopping Center	id=g:5404860
University Union	id=g:5404861
University United Methodist Church	id=g:5404862
University Village	id=g:5404863
University Village	id=g:5404864
University Village Park	id=g:5404865
University Village Shopping Center	id=g:5404866
University Village Shopping Center	id=g:5404867
University Village Shopping Center	id=g:5404868
University Village Shopping Center	id=g:5404869
University of California Agricultural Field	id=g:5404870
University of California Cow Camp	id=g:5404871
University of California - Davis	id=g:5404872
University of California Davis Medical Center	id=g:5404873
University of California Ecological Study Area	id=g:5404874
University of California Engineering Field Station	id=g:5404875
University of California Experiment Station	id=g:5404876
University of California Extension	id=g:5404877
University of California Extension Center	id=g:5404878
University Elementary School	id=g:5404879
University of California Imperial Valley Fir	id=g:5404880
University of California - Irvine	id=g:5404881
University of California Irvine Medical Center	id=g:5404882
University of California - Los Angeles	id=g:5404884
University of California Los Angeles Conference Center	id=g:5404885
University of California Forestry Camp	id=g:5404886
University of California Marine Laboratory	id=g:5404887
University of California Medical Center	id=g:5404888
University of California - Riverside	id=g:5404889
University of California - San Diego	id=g:5404890
University of California San Diego Medical Center	id=g:5404891
University of California San Diego Park	id=g:5404892
University of California Santa Barbara	id=g:5404893
University of California Santa Clara Extension Facility at Tech Mart	id=g:5404894
University of California Los Angeles Post Office	id=g:5404895
University of California Wildlife Experiment Station	id=g:5404896
University of California at Berkeley	id=g:5404897
University of California - Merced	id=g:5404898
University of California-Richmond Field Station Heliport	id=g:5404899
University of California Santa Cruz	id=g:5404900
University of Pacific Marine Station of Biology	id=g:5404901
University of Redlands	id=g:5404902
University of San Diego	id=g:5404903
University of San Francisco	id=g:5404904
University of Southern California	id=g:5404905
University of Southern California School of Medicine	id=g:5404906
University of Southern California University Hospital	id=g:5404907
University of La Verne	id=g:5404908
University of the Pacific	id=g:5404909
Unnamed Wash	id=g:5404910
Unsworth Elementary School	id=g:5404911
Updegraff Ridge	id=g:5404912
Upham Cemetery	id=g:5404913
Upjohn Park	id=g:5404914
Upland	id=g:5404915
Upland Canal	id=g:5404916
Upland Church of Christ	id=g:5404917
Upland City Hall	id=g:5404918
Upland College	id=g:5404919
Upland Community Foursquare Gospel Church	id=g:5404920
Upland Country Village Shopping Center	id=g:5404921
Upland Elementary School	id=g:5404922
Upland Game Hunting Area	id=g:5404923
Upland High School	id=g:5404924
Upland Junior High School	id=g:5404925
Upland Memorial Park	id=g:5404926
Upland Post Office	id=g:5404927
Upland Public Library	id=g:5404928
Upland Shopping Center	id=g:5404929
Upland Square Shopping Center	id=g:5404930
Upland Village Shopping Center	id=g:5404931
Upland Village Square Shopping Center	id=g:5404932
Uplifters Ranch (historical)	id=g:5404933
Upp	id=g:5404934
Upp Creek	id=g:5404935
University of Southern California-Idyllwild	id=g:5404936
Upper Alder Creek Picnic Area	id=g:5404937
Upper Araujo Spring	id=g:5404938
Upper Ballard Campground	id=g:5404939
Upper Basin	id=g:5404940
Upper Bassi Ranch	id=g:5404941
Upper Bayview Campground	id=g:5404942
Upper Beach	id=g:5404943
Upper Bear Creek Meadows	id=g:5404944
Upper Bear Trail Camp	id=g:5404945
Upper Beck Spring	id=g:5404946
Upper Biddy McCarthy Mine	id=g:5404947
Upper Big Tujunga Canyon	id=g:5404948
Upper 4 S 842 Dam	id=g:5404949
Upper Blue Creek 97-070 Dam	id=g:5404950
Upper Blue Lake	id=g:5404951
Upper Blue Lake Campground	id=g:5404952
Upper Boardman Canal	id=g:5404953
Upper Boardmen Canal	id=g:5404954
Upper Bohn 3410 Dam	id=g:5404955
Upper Bohn Lake	id=g:5404956
Upper Bowman Canal	id=g:5404957
Upper Box	id=g:5404958
Upper Boy Scout Lake	id=g:5404959
Upper Branch Canyon Spring	id=g:5404960
Upper Branigan Lake	id=g:5404961
Upper Brush Creek Neighborhood Park	id=g:5404962
Upper Buffalo Corral Reservoir	id=g:5404963
Upper Cactus Flat	id=g:5404964
Upper Campground	id=g:5404965
Upper Camuesa Campground	id=g:5404966
Upper Carlton Campground	id=g:5404967
Upper Castle Creek	id=g:5404968
Upper Blue Canyon Campground	id=g:5404969
Upper Centennial Spring	id=g:5404970
Upper Chiquito Campground	id=g:5404971
Upper Cottonwood Creek Wildlife Area	id=g:5404972
Upper Covington Flat	id=g:5404973
Upper Coyote Meadow	id=g:5404974
Upper Coyote Ridge Trail	id=g:5404975
Upper Crystal Springs Reservoir	id=g:5404976
Upper Dallas Lateral	id=g:5404977
Upper Deadman Group Campground	id=g:5404978
Upper Derbec Spring	id=g:5404979
Upper Dinkey Creek Campground	id=g:5404980
Upper Doane Valley	id=g:5404981
Upper Centennial Flat	id=g:5404982
Upper Dominici Creek	id=g:5404983
Upper Doane Valley Trail	id=g:5404984
Upper Eagle Point Campground	id=g:5404985
Upper Echo Lake	id=g:5404986
Upper Edwards 591 Dam	id=g:5404987
Upper Emerald Lake	id=g:5404988
Upper Emigrant Spring	id=g:5404989
Upper Estero Dam	id=g:5404990
Upper Feeley Lake 97-045 Dam	id=g:5404991
Upper Fish Valley	id=g:5404992
Upper Dutch Diggings	id=g:5404993
Upper Fletcher Lake	id=g:5404994
Upper Forni	id=g:5404995
Upper Franklin 6-027 Dam	id=g:5404996
Upper Franklin Canyon Reservoir	id=g:5404997
Upper Franklin Canyon Reservoir	id=g:5404998
Upper French Valley	id=g:5404999
Upper Fishermans Trail	id=g:5405000
Upper Gardner Meadow	id=g:5405001
Upper Gaylor Lake	id=g:5405002
Upper Glenn Mine	id=g:5405003
Upper Golden Trout Lake	id=g:5405004
Upper Golf Lateral	id=g:5405005
Upper Gorge PP 6-042 Dam	id=g:5405006
Upper Grapes Spring	id=g:5405007
Upper Grapevine Campground	id=g:5405008
Upper Graveyard Meadow	id=g:5405009
Upper Green Valley	id=g:5405010
Upper Funston Meadow	id=g:5405011
Upper Haiwee Spring	id=g:5405012
Upper Hartman Ranch	id=g:5405013
Upper Hazard Canyon Trail	id=g:5405014
Upper Hell Hole	id=g:5405015
Upper Hellhole	id=g:5405016
Upper Grouse Valley	id=g:5405017
Upper Hog Pen Spring	id=g:5405018
Upper Holcomb Valley	id=g:5405019
Upper Higgins Campground	id=g:5405020
Upper Honeymoon Lake	id=g:5405021
Upper Hopkins Lakes	id=g:5405022
Upper Horse Canyon	id=g:5405023
Upper Hollywood 6-029 Dam	id=g:5405024
Upper Horsethief Lake	id=g:5405025
Upper Horton Lakes	id=g:5405026
Upper Howell 622-003 Dam	id=g:5405027
Upper Independence Creek	id=g:5405028
Upper Horse Meadow	id=g:5405029
Upper Jamison Campground	id=g:5405030
Upper Jamison Recreation Site	id=g:5405031
Upper Johnson Valley	id=g:5405032
Upper Indian Lake	id=g:5405033
Upper Jones Valley	id=g:5405034
Upper Jones Tract	id=g:5405035
Upper Kinney Lake	id=g:5405036
Upper Kinney Lake 513-006 Dam	id=g:5405037
Upper Lake	id=g:5405038
Upper Lake	id=g:5405039
Upper Lake Branch Lake County Library	id=g:5405040
Upper Lake Elementary School	id=g:5405041
Upper Lake Post Office	id=g:5405042
Upper Lake Rancheria	id=g:5405043
Upper Lake Substation	id=g:5405044
Upper Lake High School	id=g:5405045
Upper Lamarck Lake	id=g:5405046
Upper Lateral Number Four	id=g:5405047
Upper Lateral Number Three	id=g:5405048
Upper Lateral Number Two	id=g:5405049
Upper Lateral Number Two and One Half	id=g:5405050
Upper Lateral Number Two and One Half	id=g:5405051
Upper Letts Lake	id=g:5405052
Upper Little Truckee Campground	id=g:5405053
Upper Lola Montez Lake	id=g:5405054
Upper Long Lake	id=g:5405055
Upper Long Valley	id=g:5405056
Upper Kings Campground	id=g:5405057
Upper Lytle Creek Ridge	id=g:5405058
Upper Main Canal	id=g:5405059
Upper Matilija Campground	id=g:5405060
Upper McCabe Lake	id=g:5405061
Upper McGee Creek Campground	id=g:5405062
Upper Meadow	id=g:5405063
Upper Merced Pass Lake	id=g:5405064
Upper Mills Creek Lake	id=g:5405065
Upper Miocene Canal	id=g:5405066
Upper Monarch Lake 104-020 Dam	id=g:5405067
Upper Mono Trail	id=g:5405068
Upper Morgan Lake	id=g:5405069
Upper Mud Lake	id=g:5405070
Upper Mud Spring	id=g:5405071
Upper Murphy Dam	id=g:5405072
Upper Narrows	id=g:5405073
Upper Newport Bay	id=g:5405074
Upper Newport Bay Ecological Reserve	id=g:5405075
Upper Newsome Spring	id=g:5405076
Upper Noe Recreation Center	id=g:5405077
Upper Noonday Camp	id=g:5405078
Upper North Fork Matilija Creek	id=g:5405079
Upper Lopez Campground	id=g:5405080
Upper Onion Valley	id=g:5405081
Upper Oso 2013 Dam	id=g:5405082
Upper Oso Campground	id=g:5405083
Upper Oso Campground	id=g:5405084
Upper Oso Reservoir	id=g:5405085
Upper Otay 8-008 Dam	id=g:5405086
Upper Otay Lake	id=g:5405087
Upper Ottoway Lake	id=g:5405088
Upper Pacifico Campground	id=g:5405089
Upper Pardoes Camp	id=g:5405090
Upper Parker Meadow	id=g:5405091
Upper Peak Lake 97-047 Dam	id=g:5405092
Upper Peninsula Lake	id=g:5405093
Upper Penitencia Creek	id=g:5405094
Upper Ojai Valley	id=g:5405095
Upper Pierce Ranch	id=g:5405096
Upper Piletas Canyon	id=g:5405097
Upper Petite Lake	id=g:5405098
Upper Pines Campground	id=g:5405099
Upper Piute Meadows	id=g:5405100
Upper Pizona Spring	id=g:5405101
Upper Pyles Camp	id=g:5405102
Upper Ranch Opening	id=g:5405103
Upper Rancho Nuevo Campground	id=g:5405104
Upper Relief Valley	id=g:5405105
Upper Reyes Campground	id=g:5405106
Upper Richbar Picnic Area	id=g:5405107
Upper Ritchey Canyon Trail	id=g:5405108
Upper River Campground	id=g:5405109
Upper Rock Lake 97-048 Dam	id=g:5405110
Upper Rocky Honcut Creek	id=g:5405111
Upper Pine Lake	id=g:5405112
Upper Rose Lake	id=g:5405113
Upper Rough and Ready Ditch	id=g:5405114
Upper Ruth Lake	id=g:5405115
Upper Saddle Lake	id=g:5405116
Upper Salmon Lake	id=g:5405117
Upper Salmon Lake	id=g:5405118
Upper Salmon Lake Dam	id=g:5405119
Upper Salmon Lake Trail	id=g:5405120
Upper Salt Lick Spring	id=g:5405121
Upper San Antonio Valley	id=g:5405122
Upper Room Pentecostal Church	id=g:5405123
Upper San Juan Campground	id=g:5405124
Upper San Leandro Filtration Plant	id=g:5405125
Upper San Leandro Reservoir	id=g:5405126
Upper Santa Ynez Camp Ground	id=g:5405127
Upper Santa Ynez Camp Ground	id=g:5405128
Upper Sardine Lake	id=g:5405129
Upper Sardine Lake	id=g:5405130
Upper Sespe River Trail	id=g:5405131
Upper Shake Campground	id=g:5405132
Upper Spanish Mine	id=g:5405133
Upper Springhill Campground	id=g:5405134
Upper Standard Canal	id=g:5405135
Upper Steves Trail	id=g:5405136
Upper Stone Canyon 6-044 Dam	id=g:5405137
Upper Stone Canyon Reservoir	id=g:5405138
Upper Summers Meadows	id=g:5405139
Upper Sunrise Recreation Area	id=g:5405140
Upper Sunset Lake	id=g:5405141
Upper Sunset Lake 513-007 Dam	id=g:5405142
Upper Switzer Campground	id=g:5405143
Upper Tent Meadow	id=g:5405144
Upper Three Meadow	id=g:5405145
Upper Tinta Campground	id=g:5405146
Upper Town	id=g:5405147
Upper Town Public School (historical)	id=g:5405148
Upper Trough Canyon Spring	id=g:5405149
Upper Truckee Ranger Station	id=g:5405150
Upper Truckee River	id=g:5405151
Upper San Fernando 6-028 Dam	id=g:5405152
Upper Turret Lakes	id=g:5405153
Upper Twin Lake	id=g:5405154
Upper Twin Lake 531 Dam	id=g:5405155
Upper Twin Lakes Summer Home Area	id=g:5405156
Upper Van Norman Lake	id=g:5405157
Upper Velma Lake	id=g:5405158
Upper Vermillion Campground	id=g:5405159
Upper Village Shopping Center	id=g:5405160
Upper Warm Spring	id=g:5405161
Upper Well	id=g:5405162
Upper West Side Drain	id=g:5405163
Upper White Lake (historical)	id=g:5405164
Upper Willows	id=g:5405165
Upper Winter Creek Trail	id=g:5405166
Upper Woolsey Spring	id=g:5405167
Upper Yosemite Falls	id=g:5405168
Upton Canyon	id=g:5405169
Upper Turney Dam	id=g:5405170
Upton Ranch	id=g:5405171
Upton Station San Bernardino Post Office	id=g:5405172
Uptown Church of Christ	id=g:5405173
Uptown Church of Christ	id=g:5405174
Uptown District Shopping Center	id=g:5405175
Uptown and Country Shopping Center	id=g:5405176
Urabe Park	id=g:5405177
Urbain H Plavan Elementary School	id=g:5405178
The Urban School of San Francisco	id=g:5405179
Urbita Elementary School	id=g:5405180
Urbita School	id=g:5405181
Urbita School (historical)	id=g:5405182
Urcado Springs	id=g:5405183
Ure Mountain	id=g:5405184
Urgon	id=g:5405185
Urrutia Ranch	id=g:5405186
Urruttia Canyon	id=g:5405187
Upton Church of Christ	id=g:5405188
Ursuline High School	id=g:5405189
Usal	id=g:5405190
Usal Campground	id=g:5405191
Usal Creek	id=g:5405192
Ursa Lake	id=g:5405193
Useless Lake	id=g:5405194
Usibelli Number 2 2413-002 Dam	id=g:5405195
Usona Fire Station	id=g:5405196
Utah Elementary School	id=g:5405197
Utica 99-006 Dam	id=g:5405198
Utica Ditch	id=g:5405199
Utica Mine	id=g:5405200
Utica Park	id=g:5405201
Utica Powerhouse	id=g:5405202
Utica Reservoir	id=g:5405203
Utt Elementary School	id=g:5405204
Uva	id=g:5405205
Uvas 1006-002 Dam	id=g:5405206
Uvas Creek	id=g:5405207
Usal Rock	id=g:5405208
Uvas School (historical)	id=g:5405209
V P Mine	id=g:5405210
VA Medical Center Heliport	id=g:5405211
Vaca Canyon	id=g:5405212
Uvas Reservoir	id=g:5405213
Vaca Flat	id=g:5405214
Vaca Mountains	id=g:5405215
Vaca Pena Middle School	id=g:5405216
Vaca Valley	id=g:5405217
Vaca Valley Hospital	id=g:5405218
Vaca Valley Hospital Heliport	id=g:5405219
Vaca Valley Raceway	id=g:5405220
Vaca Valley Union Grammar School (historical)	id=g:5405221
Vaca Village Shopping Center	id=g:5405222
Mount Vaca	id=g:5405223
Vaca-Dixon Gliderport (historical)	id=g:5405224
Vacation Beach	id=g:5405225
Vacation Isle	id=g:5405226
Vacation Pass	id=g:5405227
Vacaville	id=g:5405228
Vacaville Airport	id=g:5405229
Vacaville Branch Solano County Public Library	id=g:5405230
Vacaville Christian Academy	id=g:5405231
Vacaville City Hall	id=g:5405232
Vacaville Commons Shopping Center	id=g:5405233
Vacaville Elmira Cemetery	id=g:5405234
Vacaville High School	id=g:5405235
Vacaville High School Annex	id=g:5405236
Vacaville Junction	id=g:5405237
Vacaville Museum	id=g:5405238
Vacaville Post Office	id=g:5405239
Vacaville Town Hall (historical)	id=g:5405240
Vaccaro (historical)	id=g:5405241
Vado Campground	id=g:5405242
Arroyo Vadoso	id=g:5405243
Vaca Dixon Substation	id=g:5405244
Vail Canal	id=g:5405245
Vail Cut Off Drain	id=g:5405246
Vail Drain	id=g:5405247
Vail Drain Spur	id=g:5405248
Vail Elementary School	id=g:5405249
Vail Five Drain	id=g:5405250
Vail Four Drain	id=g:5405251
Vail Four-A Drain	id=g:5405252
Vail High School	id=g:5405253
Vail Lake	id=g:5405254
Vail Lateral	id=g:5405255
Vail Lateral Five	id=g:5405256
Vail Lateral Five-A	id=g:5405257
Vail Lateral Four	id=g:5405258
Vail Lateral Four-A	id=g:5405259
Vail Lateral Seven	id=g:5405260
Vail Lateral Six	id=g:5405261
Vail Lateral Three	id=g:5405262
Vail Lateral Three-A	id=g:5405263
Vail Lateral Two	id=g:5405264
Vail Lateral Two-A	id=g:5405265
Vail One Drain	id=g:5405266
Vail Park	id=g:5405267
Vail Ranch	id=g:5405268
Vail Seven Drain	id=g:5405269
Vail Six-A Drain	id=g:5405270
Vail Six-A Drain	id=g:5405271
Vail Supply Canal	id=g:5405272
Vail Three Drain	id=g:5405273
Vail Three-A Drain	id=g:5405274
Vail Two Drain	id=g:5405275
Vail Two-A Drain	id=g:5405276
Val Ranch Prospect	id=g:5405277
Val Scheer Rodeo Grounds	id=g:5405278
Val Verde	id=g:5405279
Val Verde	id=g:5405280
Val Verde Elementary School	id=g:5405281
Val Verde Park	id=g:5405282
Val Verde School District Office	id=g:5405283
Val Verde Tunnel	id=g:5405284
Val Vista Park	id=g:5405285
Valdez	id=g:5405286
Vale	id=g:5405287
Valencia	id=g:5405288
Valencia	id=g:5405289
Valencia Branch County of Los Angeles Public Library	id=g:5405290
Valencia Country Club	id=g:5405291
Valencia Creek	id=g:5405292
Vail 2028 Dam	id=g:5405293
Valencia Elementary School	id=g:5405294
Valencia Elementary School	id=g:5405295
Valencia Gardens	id=g:5405296
Valencia Glen Park	id=g:5405297
Valencia Lagoon	id=g:5405298
Valencia Mall Shopping Center	id=g:5405299
Valencia Mart Shopping Center	id=g:5405300
Valencia Meadows Park	id=g:5405301
Valencia Mine	id=g:5405302
Valencia Park	id=g:5405303
Valencia Park	id=g:5405304
Valencia Park Branch San Diego Public Library	id=g:5405305
Valencia Park Elementary School	id=g:5405306
Valencia Park Elementary School	id=g:5405307
Valencia Peak	id=g:5405308
Valencia Peak Trail	id=g:5405309
Valencia Valley Elementary School	id=g:5405310
Valencias Elementary School	id=g:5405311
Valencia High School	id=g:5405312
Valenti Ranch	id=g:5405313
Valentine Creek	id=g:5405314
Valencia Elementary School	id=g:5405315
Valentine Gulch	id=g:5405316
Valentine Elementary School	id=g:5405317
Valentine Reserve Ecological Study Area	id=g:5405318
Valerie	id=g:5405319
Valerio Elementary School	id=g:5405320
Valey Christian Church	id=g:5405321
Valhalla	id=g:5405322
Valentine Lake	id=g:5405323
Valhalla High School	id=g:5405324
Valhalla Memorial Park	id=g:5405325
Valinda	id=g:5405326
Valinda Elementary School	id=g:5405327
Valjean	id=g:5405328
Valjean Dunes	id=g:5405329
Valjean Hills	id=g:5405330
Valjean Valley	id=g:5405331
Valla	id=g:5405332
Vallco Fashion Park Shopping Center	id=g:5405333
Valle De Pamo or Santa Maria	id=g:5405334
Valle De San Felipe	id=g:5405335
Valle De San Jose	id=g:5405336
Valle De San Jose	id=g:5405337
Valle Grande Public Golf Course	id=g:5405338
Valle Lindo Elementary School	id=g:5405339
Valle Lindo Elementary School	id=g:5405340
Valle Lindo Park	id=g:5405341
Valle Lindo Park	id=g:5405342
Valle Verde Elementary School	id=g:5405343
Valle Verde Park	id=g:5405344
Valle Vista	id=g:5405345
Valle Vista	id=g:5405346
Valle Vista Branch Riverside City and County Public Library	id=g:5405347
Valle Vista Campground	id=g:5405348
Valle Vista Elementary School	id=g:5405349
Valle Vista Junior High School (historical)	id=g:5405350
Valle Vista Park	id=g:5405351
Valle Vista Recreation Site	id=g:5405352
Valle Vista School	id=g:5405353
Valle Vista School	id=g:5405354
Valle de los Caballos	id=g:5405355
Arroyo Valle	id=g:5405356
Valhalla Elementary School	id=g:5405357
Vallecito Cemetery	id=g:5405358
Vallecito Creek	id=g:5405359
Vallecito	id=g:5405360
Vallecito Mountains	id=g:5405361
Vallecito Elementary School	id=g:5405362
Vallecito Stage Station County Park	id=g:5405363
Vallecito State Historic Landmark	id=g:5405364
Vallecito Union Elementary School	id=g:5405365
Vallecito Valley	id=g:5405366
Vallecito High School	id=g:5405367
Vallecito Wash	id=g:5405368
Vallecito Western Mine	id=g:5405369
Vallecitos	id=g:5405370
Vallecitos Atomic Laboratory	id=g:5405371
Vallecitos Creek	id=g:5405372
Vallecitos	id=g:5405373
Vallecitos Creek	id=g:5405374
Vallecitos Elementary School	id=g:5405375
Vallecitos School	id=g:5405376
Vallecitos Town Center Shopping Center	id=g:5405377
Vallecitos Valley	id=g:5405378
Vallecitos Oil Field	id=g:5405379
Vallejo	id=g:5405380
Vallejo Adult School	id=g:5405381
Vallejo Beach	id=g:5405382
Vallejo Bible Church	id=g:5405383
Vallejo Boat Launch Ramp	id=g:5405384
Vallejo City Hall	id=g:5405385
Vallejo Fishing Pier	id=g:5405386
Vallejo General Hospital	id=g:5405387
Vallejo General Hosptial	id=g:5405388
Vallejo Gulch	id=g:5405389
Los Vallecitos	id=g:5405390
Vallejo Home State Historical Monument	id=g:5405391
Vallejo Junction (historical)	id=g:5405392
Vallejo Junior High School	id=g:5405393
Vallejo Marina	id=g:5405394
Vallejo Mill Elementary School	id=g:5405395
Vallejo Mill Historical Park	id=g:5405396
Vallejo Mill Park	id=g:5405397
Vallejo Mill Ruins	id=g:5405398
Vallejo Municipal Golf Course	id=g:5405399
Vallejo Naval and Historical Museum	id=g:5405400
Vallejo Old City Historic District	id=g:5405401
Vallejo Plaza Shopping Center	id=g:5405402
Vallejo Senior High School	id=g:5405403
Vallejo Water Pumping Station	id=g:5405404
Vallejo Yacht Harbor	id=g:5405405
El Vallejo	id=g:5405406
Vallejo Heights	id=g:5405407
Vallemar Elementary School	id=g:5405408
Vallemar Shopping Center	id=g:5405409
Valleton	id=g:5405410
Valley Acres	id=g:5405411
Valley Anchorage	id=g:5405412
Valley Baptist Church	id=g:5405413
Valley Baptist Church	id=g:5405414
Valley Baptist Church	id=g:5405415
Valley Baptist Church	id=g:5405416
Valley Baptist Church	id=g:5405417
Valley Baptist Church	id=g:5405418
Valley Beth Shalom Day School	id=g:5405419
Valley Beth Shalom Temple	id=g:5405420
Valley Bible Church	id=g:5405421
Valley Bible Church	id=g:5405422
Valley Bible Church	id=g:5405423
Valley Bible Community Church	id=g:5405424
