Malmunj	id=g:1468082
Pushtah-ye Tūlghār	id=g:1470268
Darah-ye Bībīzanān	id=g:1470269
Tahkhūbī	id=g:1470270
Yakhak	id=g:1470271
Pushtah-ye Kowrīj	id=g:1470272
Pushtah-ye Yakhak	id=g:1470273
Pushtah-ye Lūmhā	id=g:1470274
Jījanā-ye Pā’īn	id=g:1470275
Jījanā-ye Bālā	id=g:1470276
Kōh-e Band-e Shōr	id=g:1470277
Zīārat-e Shaykh ‘Alī Muḩammad	id=g:1470278
Kūlmay	id=g:1470279
Chashmah-ye Bahārī	id=g:1470280
Darah-ye Shibirghān	id=g:1470281
Qal‘ah-ye Jīg	id=g:1470282
Kōz̲h̲ Nāw	id=g:1470283
Algnāw	id=g:1470284
Darah-ye Zahrah Ţaraq	id=g:1470285
Panjpāh Darah	id=g:1470286
Garm Qōl	id=g:1470287
Pushtah-ye Chāh-e Ghālak	id=g:1470288
Āw Kōtal	id=g:1470289
Chāh-e Ghālak	id=g:1470290
Qirān Darah	id=g:1470291
Khūlah-ye Parmīn	id=g:1470293
Darah-ye Til	id=g:1470294
Pushtah-ye Jowzak	id=g:1470295
Darreh-ye Ghanjo	id=g:1470296
Jar-e Ghāl-e Lūtah	id=g:1470297
Pushtah-ye Nāy-e Zarī	id=g:1470298
Qishlāq-e Ghalghalīhā	id=g:1470299
Chashmah-ye Ghalghalī	id=g:1470300
Pushtah-ye Amrō	id=g:1470301
Qāl-e Lūt	id=g:1470302
Taygh-e Jowzak	id=g:1470303
Jar-e Ḩowẕ Murād	id=g:1470304
Nāw-e Janakhār	id=g:1470305
Jowzak	id=g:1470306
Dīāṟak	id=g:1470307
Sīz	id=g:1470308
Jar-e Takhmīn	id=g:1470309
Sar-e Zaghanow	id=g:1470310
Mebak	id=g:1470311
Darah-ye Zow	id=g:1470312
Z̄owq	id=g:1470313
Kōh-e Pūzrāq	id=g:1470314
Ghāl-e Sīāh	id=g:1470315
Tanāwak	id=g:1470316
Takh-e Mashīn	id=g:1470317
Bāgh-e ‘Alāḩaẕrat	id=g:1470318
Qal‘ah-ye Dasht	id=g:1470319
Kōh-e Pas-e Kandih	id=g:1470320
Kōh-e Irzah	id=g:1470321
Kōh-e Lowkānī	id=g:1470322
Kōh-e Awdak	id=g:1470323
Kōh-e Pas-e Takhtah	id=g:1470324
Kūh-e Lakaṟmāṟ	id=g:1470325
Kōh-e Tājikān	id=g:1470326
Kōh-e Shamāluk	id=g:1470327
Kōh-e Paytāb-e Shamāluk	id=g:1470328
Kōh-e Kaltōp	id=g:1470329
Kōh-e Sōkhtah	id=g:1470330
Kōh-e Sar Āb	id=g:1470331
Kōh-e Pārwand	id=g:1470332
Kōh-e Qābkhānah	id=g:1470333
Kōh-e Girdān	id=g:1470334
Kōh-e Paytāb	id=g:1470335
Zīārat-e Khāk-e Faqīr	id=g:1470336
Pushtah-ye Khāk-e Faqīr	id=g:1470337
Qāl-e Paytow	id=g:1470338
Takhkāwah	id=g:1470339
Kōh-e Chalazār	id=g:1470340
Takhtasang	id=g:1470341
Kōh-e Shāl-e Fāẕil	id=g:1470342
Darah-ye Khār	id=g:1470343
Shēlah-e Chaylah	id=g:1470344
Palangān	id=g:1470345
Kōh-e Lārbāch	id=g:1470346
Kōh-e Palangān	id=g:1470347
Nāwah-ye Takhkāwah	id=g:1470348
Takh-e Lingah	id=g:1470349
Nāwardānak	id=g:1470350
Jangjāy	id=g:1470351
Kōh-e Bashālak	id=g:1470352
Darah-ye Palangān	id=g:1470353
Khambur	id=g:1470354
Khūlah-ye Nayzard	id=g:1470355
Pōzah-ye Mīānah Kōh	id=g:1470356
Parah-ye Arah	id=g:1470357
Qūdūq	id=g:1470358
Kushk-e Changī	id=g:1470359
Taygh-e Nay-e Hamwār	id=g:1470360
Darah-ye Tūtkhāk	id=g:1470361
Tīgh-e Lāmak	id=g:1470362
Kataljay	id=g:1470363
Darah-ye Shāk	id=g:1470364
Takh Qōl	id=g:1470365
Taghzghan	id=g:1470366
Tagāw-e Bīst	id=g:1470367
Chukrīgak	id=g:1470368
Maīdānakī	id=g:1470369
Kōh-e Mālakash	id=g:1470370
Kōh-e Bāpishī	id=g:1470371
Kōtal-e Zuryah	id=g:1470372
Pōzah-ye Ū’ī	id=g:1470373
Kōh-e Bāslaymān	id=g:1470374
Kōh-e Shamshayr Sang	id=g:1470375
Kōh-e Āwdak	id=g:1470376
Kōh-e Archah Now	id=g:1470377
Kōh-e Butah Pur	id=g:1470378
Paytow-e Pā’īn	id=g:1470379
Shōlīj	id=g:1470380
Kōlahhā-ye Khān	id=g:1470381
Pushtah-ye Ḩowẕ-e Murād	id=g:1470382
Safaydālak	id=g:1470383
Kōtal-e Khushkigasht	id=g:1470384
Taghzghan	id=g:1470385
Kōh-e Shābitak	id=g:1470386
Kōh-e Nowīdih	id=g:1470387
Chashmah-ye Wulīān	id=g:1470388
Takh-e Jowz̧ak	id=g:1470389
Kōh-e Takh-e Jowz̧ak	id=g:1470390
Ḩaẕrat-e Mollā	id=g:1470391
Nīmkōhak	id=g:1470392
Dehak	id=g:1470393
Sangow-e Bībī	id=g:1470394
Takh-e Zêlaykhā	id=g:1470395
Mahdyār	id=g:1470396
Taygh-e Ja‘far	id=g:1470397
Jar-e Ghulāmān	id=g:1470398
Kōtal-e Nowīdih	id=g:1470399
Kōtal-e Sīgmān	id=g:1470400
Kōh-e Gurg Nāw	id=g:1470401
Mīānah Kōh	id=g:1470402
Kōh-e Kalbāk	id=g:1470403
Mīr Parīdah	id=g:1470404
Pushtah-ye Kowrīj	id=g:1470405
Kōh-e Kaftar Khānah	id=g:1470406
Pushtah-ye Shā’istah	id=g:1470407
Kōtal-e Hazhdah Gardanah	id=g:1470408
Pushtah-ye Chakāb	id=g:1470409
Kōh-e Bābūs	id=g:1470410
Tayl-e Nawā-ye Sharīf	id=g:1470411
Kōr-e Ḩusaīn	id=g:1470412
Nawā-ye Sharīf	id=g:1470413
Kōtal-e Yaklingah	id=g:1470414
Shotur Gardanah	id=g:1470415
Pushtah-ye Takhkūf	id=g:1470416
Kāsah Kham	id=g:1470417
Kōh-e Jowshan	id=g:1470418
Takhōswār	id=g:1470419
Jar-e Shā’istah	id=g:1470420
Mīrzā ‘Alī	id=g:1470421
Jar-e Tēl-e Murdār	id=g:1470422
Jar-e Shepshi	id=g:1470423
Kōh-e Sīāh Now	id=g:1470424
Āryū	id=g:1470425
Khwājah ‘Ārif-e Walī	id=g:1470426
Khāwush	id=g:1470427
Qōl-e Sehāw	id=g:1470428
Kharōtī	id=g:1470429
Sāy-e Sōkhtah	id=g:1470430
Darahchah	id=g:1470431
Sāy-e Awnū	id=g:1470432
Sāy-e Dasht-e Dāmanah	id=g:1470433
Sāy-e Khwājah ‘Ārif	id=g:1470434
Darah-ye Anjīrān	id=g:1470435
Kōh-e Qalāt Sang	id=g:1470436
Kōtal-e Pārwān	id=g:1470437
Chakht	id=g:1470438
Awdikarkachah	id=g:1470439
Kōtal-e Awnū	id=g:1470440
Khar Kush	id=g:1470441
Qaţār-Sangow	id=g:1470442
Buz Nāw	id=g:1470443
Kanḏī	id=g:1470444
Nāwital	id=g:1470445
Sīāh Shākh	id=g:1470446
Tapah-ye Kowrēj	id=g:1470447
Kanḏī Mēnah	id=g:1470448
Ghāl-e Sar Khānah	id=g:1470449
Tārigag	id=g:1470450
Kōralang	id=g:1470451
Kōh-e Āwkhōr	id=g:1470452
Kōh-e Archah	id=g:1470453
Yakah Archah	id=g:1470454
Awgah-ye Howār	id=g:1470455
Kōtal-e Chār Sang	id=g:1470456
Kōh-e Hēzumkharah	id=g:1470457
Jar-e Hēzumkharah	id=g:1470458
Dasht-e Dāmanah	id=g:1470459
Jar-e Surkhī	id=g:1470460
Jar-e Shāliqūm	id=g:1470461
Shālah	id=g:1470462
Kulra’ī	id=g:1470463
Mīr ‘Alī	id=g:1470464
Palangqāl	id=g:1470465
Kōh-e Larwān	id=g:1470466
Duwah	id=g:1470467
Wargag	id=g:1470468
Āwkhōrī	id=g:1470469
Kōh-e Lār	id=g:1470470
Rasudak	id=g:1470471
Pulay Shibīnah	id=g:1470472
Jar-e Dah	id=g:1470473
Kōh-e Āw Pōsh	id=g:1470474
Deh-e Albas	id=g:1470475
Qaryah-ye Ḩājī Ibrāhīm	id=g:1470476
Bārchī	id=g:1470477
Khirs Kandah	id=g:1470478
Sar-e Qirāndarah	id=g:1470479
Kōtal-e Darwāzah	id=g:1470480
Kōh-e Kāfarzadah	id=g:1470481
Kōh-e Bōbarū	id=g:1470482
Darah-ye Māzān	id=g:1470483
Darah-ye Kharkush	id=g:1470484
Darah-ye Chaprāy	id=g:1470485
Darah-ye Bōrambā	id=g:1470486
Sar-e Spīn	id=g:1470487
Kōh-e Bōrambā	id=g:1470488
Bōrambā	id=g:1470489
Ţeflakān	id=g:1470494
Bābā Khamsar	id=g:1470495
Kōh-e Jānay	id=g:1470496
Kōh-e Sīāmbah	id=g:1470497
Baldarghānak	id=g:1470498
Kōh-e Raygak	id=g:1470499
Changak	id=g:1470500
Kōtal-e Gāwān	id=g:1470501
Kōh-e Sharshar	id=g:1470502
Chundōk	id=g:1470503
Kōh-e Nāwêr	id=g:1470504
Kōh-e Milm	id=g:1470505
Kōh-e Pādakhuft	id=g:1470506
Darah-ye Darichah	id=g:1470507
Darah-ye Sharshar	id=g:1470508
Darreh-ye Chāni	id=g:1470509
Kōh-e Khirs Khānah	id=g:1470510
Kōh-e Bād Khānah	id=g:1470511
Qōl Bārsang	id=g:1470512
Kōh-e Qōl Bārsang	id=g:1470513
Kōh-e Āb-e Parishān	id=g:1470514
Kōh-e Aspōgh	id=g:1470515
Darreh-ye Kāfarkoshteh	id=g:1470516
Darah-ye Darband	id=g:1470517
Darah-ye Dōāb	id=g:1470518
Jar-e Awsāmān	id=g:1470519
Darah-ye Āb-e Parishān	id=g:1470520
Yalbonū	id=g:1470521
Kamar-e Lambidah	id=g:1470522
Pulah-ye Gharmah	id=g:1470523
Yāghārich	id=g:1470524
Zīārat-e Khalīfah ‘Abdurraḩīm	id=g:1470525
Dahān-e Gharmah	id=g:1470526
Kamar-e Dil-e Shār	id=g:1470527
Tapah-ye Khār	id=g:1470528
Ghāl-e Zīrah-ye Bālā	id=g:1470529
Pushtah-ye Changābah	id=g:1470530
Lūkah-ye Safayd	id=g:1470531
Pushtah-ye Talkhak	id=g:1470532
Darah-ye Tarjī	id=g:1470533
Darah-ye Awlakān	id=g:1470534
Seyyed Sakhāman	id=g:1470535
Chashmah-ye Ābgāh	id=g:1470536
Darah-ye Shāh-e Daryā Ābād	id=g:1470537
Jar-e Zghandamōr	id=g:1470538
Zīārat-e Sayyid ‘Alī Dāwūd	id=g:1470539
Chap Darah	id=g:1470540
Sangbār	id=g:1470541
Kharābah-ye Ḩowẕ-e Misī	id=g:1470542
Kōh-e Ḩowẕ-e Misī	id=g:1470543
Darah-ye Parkhīn	id=g:1470544
Kōh-e Pāybāzī	id=g:1470545
Ghāl-e Band-e Taygh	id=g:1470546
Darah-ye Khushk	id=g:1470547
Jar-e Khushk	id=g:1470548
Pāy-e Ḩişār	id=g:1470549
Pushtah-ye Zārzighand	id=g:1470550
Kishmagah	id=g:1470551
Taygh-e Zārzighand	id=g:1470552
Dil-e Shār	id=g:1470553
Kayshmagah	id=g:1470554
Taygh-e Yakah Kōl	id=g:1470555
Ḩowẕ-e Jōydār	id=g:1470556
Khar Bayd	id=g:1470557
Kabalī	id=g:1470558
Jar-e Kābalī	id=g:1470559
Mīān Deh	id=g:1470560
Jar-e Khalowak	id=g:1470561
Kajlar	id=g:1470562
Hazārah Bāy	id=g:1470563
Gardanah-ye Sangow	id=g:1470564
Darah-ye Deh	id=g:1470565
Khūlah-ye Alinjak	id=g:1470566
Āb-e Bārīk	id=g:1470567
Ōrt-e Gul Shāh	id=g:1470568
Qalād	id=g:1470569
Jar-e Ōrt-e Gul Shāh	id=g:1470570
Pushtah-ye Ōrt-e Gul Shāh	id=g:1470571
Darah-ye Kharih	id=g:1470572
Darah-ye Deh	id=g:1470573
Nāw-e Kaj	id=g:1470574
Kaḩak	id=g:1470575
Darah-ye Kiz̄ar	id=g:1470576
Anjīrān	id=g:1470577
Darah-ye Shālī	id=g:1470578
Darah-ye Shigāfak	id=g:1470579
Darah-ye Ḩowẕ	id=g:1470580
Darah-ye Tang	id=g:1470581
Jar-e Now-e Galah	id=g:1470582
Darah-ye Qalād	id=g:1470583
Jar-e Şūfī Alif	id=g:1470584
Chashmah-ye Awdak	id=g:1470585
Kowāng	id=g:1470586
Kaḩak	id=g:1470587
Pīryakh	id=g:1470588
Takhtah-ye Deh-e Lālā	id=g:1470589
Kambū	id=g:1470590
Dasht-e Rāw	id=g:1470591
Garāw	id=g:1470592
Kōh-e Sangān	id=g:1470593
Khwājah-Āftāb	id=g:1470594
Kōh-e Gulā	id=g:1470595
Kōh-e Qalād	id=g:1470596
Gāwdarān	id=g:1470597
Darah-ye Zarān	id=g:1470598
Āb-e Bārīk	id=g:1470599
Takhtah	id=g:1470600
Rabāţak	id=g:1470601
Pushtah-ye Rabāţak	id=g:1470602
Darah-ye Khushkak	id=g:1470603
Kōtal-e Safayd	id=g:1470604
Kharah-ye Safayd	id=g:1470605
Pushtah-ye Sar Kishnal	id=g:1470606
Kōh-e Sar Kishnal	id=g:1470607
Jar-e Katah	id=g:1470608
Pushtah-ye Maynabām	id=g:1470609
Pushtah-ye Shêkambah	id=g:1470610
Jar-e Shêkambah	id=g:1470611
Jar-e Ghāl Girdak	id=g:1470612
Shōrāwak Jar-e	id=g:1470613
Takbīr Jāy	id=g:1470614
Sīāh Darah	id=g:1470615
Ghāl-e Jamāl	id=g:1470616
Chashmah-ye Ūk	id=g:1470617
Sharsharah-ye Āb-e Garm	id=g:1470618
Sharsharah-ye Ābgarm	id=g:1470619
Kōh-e Darbandak	id=g:1470620
Jar-e Darbandak	id=g:1470621
Buz Ghālah Khwārak	id=g:1470622
Sirīān	id=g:1470623
Kōh-e Takht	id=g:1470624
Kharkush	id=g:1470625
Sīāh Khārzār	id=g:1470626
Petāwe Cheshmeh-ye Ūk	id=g:1470627
Jar-e Takhamī	id=g:1470628
Jar-e Sanglabachah	id=g:1470629
Khwāzah Tangah	id=g:1470630
Darah-ye Zard	id=g:1470631
Nāwah-ye Zard	id=g:1470632
Sīāh Tālah	id=g:1470633
Darabandak	id=g:1470634
Kōh-e Yatāgh	id=g:1470635
Jar-e Takhasfī	id=g:1470636
Zīārat-e Khāk-e Chōpān	id=g:1470637
Shākhak	id=g:1470638
Bāfakān	id=g:1470639
Kōh-e Nyālak	id=g:1470640
Jowchī	id=g:1470641
Qarkhak	id=g:1470642
Kōtal-e Pārchī	id=g:1470643
Kham-e Kulūk	id=g:1470644
Walīngān	id=g:1470645
Kōtal-e Lunḏōkī	id=g:1470646
Kōh-e Howāshī	id=g:1470647
Khākī	id=g:1470648
Band-e Chār Sang	id=g:1470649
Kharah-e Kowtal-e Sefīd	id=g:1470650
Kōh-e Kōralang	id=g:1470651
Kōh-e Takbīrjāy	id=g:1470652
Sar-e Kōh-e Bandarghānī	id=g:1470653
Kōh-e Kargasāb	id=g:1470654
Jar-e Meydānak	id=g:1470655
Kaltah Jar	id=g:1470656
Khwāruzār	id=g:1470657
Kushkak	id=g:1470658
Kōh-e Taygh-e Khāk Sūr	id=g:1470659
Taygh-e Shālah	id=g:1470660
Kōh-e Sar-e Jar-e Wīj	id=g:1470661
Kōh-e Shakhlagak	id=g:1470662
Jar-e Wīj	id=g:1470663
Lukah Band	id=g:1470664
Kōh-e Kāsaghow	id=g:1470665
Bāfakān	id=g:1470666
Sāy-e Sīāh Tālah	id=g:1470667
Darah-ye Dālān	id=g:1470668
Sāy-e Yatāgh	id=g:1470669
Howāshī	id=g:1470670
Saywak	id=g:1470671
Darband	id=g:1470672
Dashtak	id=g:1470673
Deh-Afghānān	id=g:1470674
Jalandarī	id=g:1470675
Ḏaṟagi	id=g:1470676
Deh-e Mīānah	id=g:1470677
Qal‘ah-ye Kuhnah	id=g:1470678
Warichī	id=g:1470679
Deh-e Qāshuq	id=g:1470680
Balasad	id=g:1470681
Tumbur Sōkhtah	id=g:1470682
Gandeh Cheshmeh	id=g:1470683
Nāwah-ye Zard	id=g:1470684
Ghālak-e Kūlay	id=g:1470685
Bādgah	id=g:1470686
Qūyḏyak	id=g:1470687
Shkishtah	id=g:1470688
Shibīj	id=g:1470689
Pushtah-ye Sang-e Chāsht	id=g:1470690
Jar-e Qamayz	id=g:1470691
Kōtal-e Tāwah	id=g:1470692
Surkh Paytow	id=g:1470693
Buzghālagak	id=g:1470694
Qudughak	id=g:1470695
Shibarghōlak	id=g:1470696
Khushnow	id=g:1470697
Darbandhā-ye Surkh	id=g:1470698
Jar-e Qudugh	id=g:1470699
Chashmah-ye Sang-e Dū Shākh	id=g:1470700
Jar-e Sang-e Dū Shākh	id=g:1470701
Chashmah-ye Kārēzak	id=g:1470702
Nowbālā-ye Kamar-e Zard	id=g:1470703
Chashmah-ye Takh-e Bayd	id=g:1470704
Dahan-e Akhtah Khānah	id=g:1470705
Chashmah-ye Shāh-e Mashhad	id=g:1470706
Dasht-e Pāy Mazār	id=g:1470707
Zīārat-e Khwājah-ye Ghār	id=g:1470708
Chashmah-ye Darāz	id=g:1470709
Kōtal-e Chighā	id=g:1470710
Dumī Sarāchah	id=g:1470711
Sarācheh	id=g:1470712
Chashmah-ye Qudughak	id=g:1470713
Jar-e Qudughak	id=g:1470714
Chashmah-ye Skichak	id=g:1470715
Kūh-e Ghāl-e Mūshak	id=g:1470716
Chashmah-ye Gird	id=g:1470717
Shaylah-ye Dahan-e Chashmah	id=g:1470718
Kūh-e Gāvmordeh	id=g:1470719
Jar-e Zard	id=g:1470720
Jar-e Gazā	id=g:1470721
Jar-e Sarāchah	id=g:1470722
Jar-e Khōsh Now-e Qal‘ahhā	id=g:1470723
Jar-e Taylak	id=g:1470724
Jar-e Chashmah-ye Chahārkāh	id=g:1470725
Jar-e Shāh Bayd	id=g:1470726
Kōh-e Jowshan	id=g:1470727
Darah-ye Māsharaf	id=g:1470728
Kūdīān	id=g:1470729
Jar-e Kaj Chashmah	id=g:1470730
Jar-e Sīāh	id=g:1470731
Archah Yak	id=g:1470732
Jar-e Saylāwah	id=g:1470733
Taygh-e Lāmak	id=g:1470734
Jar-e Jowshan	id=g:1470735
Archah Yak	id=g:1470736
Jar-e Mūshkhūrdah	id=g:1470737
Khar Khānah	id=g:1470738
Khūlah	id=g:1470739
Band-e Sowz	id=g:1470740
Nāwah-ye Kūdīān	id=g:1470741
Darah-ye Chūwak	id=g:1470742
Neygaleh	id=g:1470743
Kādān Yōsuf	id=g:1470744
Chowak	id=g:1470745
Baydak	id=g:1470746
Gardanah-ye Durum	id=g:1470747
Kōh-e Malah	id=g:1470748
Lūgham	id=g:1470749
Kōh-e Lōgham	id=g:1470750
Jiṟak	id=g:1470751
Darah-ye Chāh	id=g:1470752
Jiṟak	id=g:1470753
Kōh-e Kandalbāsh	id=g:1470754
Gardaneh-ye Kawḏi	id=g:1470755
Jirak	id=g:1470756
Ḩalqah-Kamar	id=g:1470757
Kharah-ye Kushk	id=g:1470758
Juṟmatu	id=g:1470759
Baydak-e Paytow	id=g:1470760
Pushtah-ye Sar Khānah	id=g:1470761
Pushtahhā-ye Sang-e Zōr	id=g:1470762
Khaṟaylūshak	id=g:1470763
Kharah-ye Ghālbozā	id=g:1470764
Qāl Mūshak	id=g:1470765
Kharah-ye Ghāl-e Buzā	id=g:1470766
Darah-ye Khwājah-Khiẕrī	id=g:1470767
Chashmah-ye Chahār	id=g:1470768
Pushtahhā-ye Sangubār	id=g:1470769
Chashmah-ye Kham-e Gird	id=g:1470770
Jar-e Nayak	id=g:1470771
Jar-e Kham-e Gird	id=g:1470772
Katah Chashmah	id=g:1470773
Kōh-e Āwghupah	id=g:1470774
Jar-e Āwgalah	id=g:1470775
Pushtahhā-ye Kādrī	id=g:1470776
Jar-e Skichī	id=g:1470777
Jar-e Ghulūkushtah	id=g:1470778
Jar-e Khākbādak	id=g:1470779
Sīāh Sang	id=g:1470780
Jar-e Khārkash	id=g:1470781
Zīārat-e Khwājah Jahān Numāy	id=g:1470782
Kōh-e Gandāb	id=g:1470783
Gird Moghul	id=g:1470784
Jar-e Iskichak	id=g:1470785
Darah-ye Kāsī	id=g:1470786
Gardanah-ye Kabūd	id=g:1470787
Jar-e Baydhā	id=g:1470788
Jar-e Nayak	id=g:1470789
Jar-e Chīgah	id=g:1470790
Garanah-ye Kabūd	id=g:1470791
Jar-e Zard	id=g:1470792
Jar-e Showshudgī	id=g:1470793
Jar-e Taylak	id=g:1470794
Jar-e Lōrak	id=g:1470795
Jar-e Darigak	id=g:1470796
Jar-e Shōr Āwak	id=g:1470797
Pushtah-ye Ghālak	id=g:1470798
Jar-e Khalīl	id=g:1470799
Jar-e Talah	id=g:1470800
Jar-e Kindīwāl	id=g:1470801
Kōh-e Nayār	id=g:1470802
Jar-e Gāw Murdah	id=g:1470803
Jar-e Sumak	id=g:1470804
Pulaw-e Golnaz̧ar	id=g:1470805
Jar-e Naychah	id=g:1470806
Jar-e Kheṟgakhūlak	id=g:1470807
Şadīār	id=g:1470808
Sang-e Dīvālak	id=g:1470809
Jar-e Khayrullāh	id=g:1470810
Jare Gawsang	id=g:1470811
Jar-e Tīlak	id=g:1470812
Jar-e Now Bālā-ye Kinārah	id=g:1470813
Chashmah-ye Safayd	id=g:1470814
Jar-e Ghālak	id=g:1470815
Jar-e Sang-e Zard	id=g:1470816
Jar-e Janjālī	id=g:1470817
Jar-e Sharaf Khān	id=g:1470818
Jar-e Aldād	id=g:1470819
Jar-e Ghā’ibak	id=g:1470820
Jar-e Zard	id=g:1470821
Jar-e Tasraqay	id=g:1470822
Achah-ye Sowz	id=g:1470823
Garm Āb	id=g:1470824
Kōh-e Sīāh	id=g:1470825
Jar-e Āwbārīk	id=g:1470826
Jar-e Dorum	id=g:1470827
Jar-e Showbāshak	id=g:1470828
Tayghchighā	id=g:1470829
Rakhnah-ye Safayd	id=g:1470830
Taylkabūd	id=g:1470831
Chashmah-ye Nārī	id=g:1470832
Ōrt-e Sarwar	id=g:1470833
Awmūkī	id=g:1470834
Tagāb-e Eskichi	id=g:1470835
Pushtah-ye Nisharā	id=g:1470836
Pushtah-ye Raḩīmdād	id=g:1470837
Qōl-e Gāwhā	id=g:1470838
Kūh-e Sang-e Wā	id=g:1470839
Jar-e Mowlā Murdah	id=g:1470840
Kōh-e Khwājah Jahān Numāy	id=g:1470841
Jar-e Cheshmehvak	id=g:1470842
Kōh-e Saylāb	id=g:1470843
Kōh-e Quţs	id=g:1470844
Wājgōnah	id=g:1470845
Galah Bayd	id=g:1470846
Kharah-ye Sīāh	id=g:1470847
Pushtahhā-ye Mūshak	id=g:1470848
Kūlūk	id=g:1470849
Chashmah-ye Nārī	id=g:1470850
Chashmah-ye Nārī	id=g:1470851
Lūkah-ye Tīzak	id=g:1470852
Lūkah-ye Būchah	id=g:1470853
Darah-ye Khwājah-Ghaybī	id=g:1470854
Chashmah-ye Ţilā	id=g:1470855
Jind-e Ghazah	id=g:1470856
Mādah Gāw-e Sarburdagī	id=g:1470857
Chashmah-ye Dār	id=g:1470858
Chashmah-ye Āghā Shayr	id=g:1470859
Naygalah	id=g:1470860
Darband-e Karghanqāl	id=g:1470861
Sagirī	id=g:1470862
Sangar-e Rasūldād	id=g:1470863
Āwī Chalmah	id=g:1470864
Kalapastūn	id=g:1470865
Kōh-e Hazārah Bāy	id=g:1470866
Kōh-e Gazak	id=g:1470867
Kōh-e Qudghak	id=g:1470868
Kōh-e Sīrkōkī	id=g:1470869
Nishar-e Sang-e Jowah	id=g:1470870
Chigah-ye Safaydak	id=g:1470871
Lūkah-ye Sartarkīdah	id=g:1470872
Kōh-e Aldād	id=g:1470873
Jar-e Gāsh	id=g:1470874
Kamarak	id=g:1470875
Pushtah-ye Barah Kushak	id=g:1470876
Jar-e Khalishak	id=g:1470877
Jar-e Barah Kushak	id=g:1470878
Nishar-e Mahwash	id=g:1470879
Dasht-e Hazārmaysh	id=g:1470880
Pushtah-ye Chigah	id=g:1470881
Marghuzār	id=g:1470882
Pushtah-ye Marghuzār	id=g:1470883
Marghuzār	id=g:1470884
Zineshkanak	id=g:1470885
Rag-e Kabūd	id=g:1470886
Jar-e Zanţalāqah	id=g:1470887
Miyān Kōh	id=g:1470888
Pushtah-ye Kālwā	id=g:1470889
Gardanah-ye Bārīkak	id=g:1470890
Sar-e Kishnal	id=g:1470891
Kōh-e Buzghal	id=g:1470892
Pushtah-ye Chambar	id=g:1470893
Kōh-e Sar Kishnal	id=g:1470894
Lukah-ye Zākhān	id=g:1470895
Kōh-e Āhankashān	id=g:1470896
Bāḏṟawak	id=g:1470897
Pushtah-ye Āhankashān	id=g:1470898
Pushtah-ye Chashmah-ye Khūgān	id=g:1470899
Cheng-e Yakhdān	id=g:1470900
Pushtah-ye Ḩowẕ-e Ghajar	id=g:1470901
Kōh-e Jangalzārak	id=g:1470902
Seylābeh	id=g:1470903
Gardanah-ye Ḩowẕ-e Ghajar	id=g:1470904
Haftād Cheshmeh	id=g:1470905
Taygh-e Duzdānak	id=g:1470906
Kōh-e Nowgalah	id=g:1470907
Pushtī-ye Bārdār	id=g:1470908
Kōtal-e Safayd	id=g:1470909
Haftāḏ Cheshmeh	id=g:1470910
Kōh-e Parandāz	id=g:1470911
Pushtah-ye Jangalzārak	id=g:1470912
Sang-e Khār	id=g:1470913
Jar-e Zilargak	id=g:1470914
Jar-e Kushk	id=g:1470915
Tal-e Khushk	id=g:1470916
Jar-e Kharbayd	id=g:1470917
Pushtah-ye Khushnow	id=g:1470918
Jar-e Takht-e Sang	id=g:1470919
Jar-e Chashmah-ye Aghīr	id=g:1470920
Pushtah-ye Chashmah-ye Aghīr	id=g:1470921
Pushtah-ye Sīāh Khūlah	id=g:1470922
Jar-e Daywālak	id=g:1470923
Khāk-e Muḩammad	id=g:1470924
Jar-e Sīāh Khūlah	id=g:1470925
Jar-e Langar	id=g:1470926
Jar-e Garm Āwak	id=g:1470927
Darah-ye Khushkak	id=g:1470928
Jar-e Chak Āb	id=g:1470929
Sīāhkūhak	id=g:1470930
Jar-e Bāyak	id=g:1470931
Jar-e Khushk	id=g:1470932
Jar-e Daywālak	id=g:1470933
Jar-e Qudugh	id=g:1470934
Jar-e Deh-e Surkh	id=g:1470935
Dāmanah-ye Qudugh	id=g:1470936
Pushtah-ye Shīkmaīdān	id=g:1470937
Sar-e Haftādcheshmeh	id=g:1470938
Kōh-e Pas-e Lukah	id=g:1470939
Zīārat-e Khwājah-Shādān-e Walī	id=g:1470940
Jar-e Zāgak-e Bālā	id=g:1470941
Kōh-e Ghāl-e Gurg	id=g:1470942
Barzāw	id=g:1470943
Pushtah-ye Katalak	id=g:1470944
Kabūḏi	id=g:1470945
Sūr Moghul	id=g:1470946
Jar-e Surkh	id=g:1470947
Kōh-e Chīndānah	id=g:1470948
Kōh-e Tal-e Murq	id=g:1470949
Deh-e Surkh	id=g:1470950
Pushtah-ye Sehpāhā	id=g:1470951
Kōrtkhānah	id=g:1470952
Kōh-e Kalpa’ī	id=g:1470953
Sūr Moghul	id=g:1470954
Kōh-e Tumbur-e Jidā	id=g:1470955
Kōh-e Archighil	id=g:1470956
Jar-e Āstān-e Kaj	id=g:1470957
Pushtah-ye Bānū	id=g:1470958
Jar-e Kilk-e Khwājah	id=g:1470959
Zīārat-e Khwājah Jalbī	id=g:1470960
Kōh-e Deh-e Tundah	id=g:1470961
Kahmardī	id=g:1470962
Darah-ye Jilgah-ye Mazār	id=g:1470963
Kōh-e Kushkak	id=g:1470964
Jar-e Khārzārak	id=g:1470965
