Santo Stefano d'Aveto	id=g:6542010
Cima Mataun	id=g:6937379
Wolfebeskopf	id=g:6937409
Nasse Wand	id=g:6937538
Glockhauser	id=g:6937539
Hennesiegelspitzen	id=g:6937560
Allerleigrubenspitze	id=g:6938352
Kuhberg	id=g:6938421
Sattelberg	id=g:6938448
Lyfihorn	id=g:6940226
Butzenspitze	id=g:6940227
Madritschspitze	id=g:6940228
Butzenpass	id=g:6940229
Suldenspitze	id=g:6940230
Monte Pasquale	id=g:6940231
Turnerkamp	id=g:6940250
Biacesa di Ledro	id=g:6940583
Pre`di Ledro	id=g:6940584
Legos	id=g:6940585
Doss de Trat	id=g:6940586
Forcella di Liûs	id=g:6940962
Dosso dei Galli	id=g:6941006
agriturismo santa lucia	id=g:6941009
diga	id=g:6941010
Lago Di Villa	id=g:6941011
Villa Monastero	id=g:6941065
Cascina Simonetta (now destroyed)	id=g:6941066
Cascina Castellazzo	id=g:6941068
L'Uccellanda	id=g:6941069
Candeo Military Base	id=g:6941072
Scogli Barrettinelli	id=g:6941073
Punta Cannone	id=g:6941074
Punta Rossa	id=g:6941081
Aeolian Islands	id=g:6941096
San Pietro e Paolo Chapel	id=g:6941139
Ingegneria Mesiano	id=g:6941259
Villa Tambosi	id=g:6941260
Villa de Mersi	id=g:6941261
Gabbiolo	id=g:6941344
Croce di Villazzano	id=g:6941439
Sella della Marzola	id=g:6941440
Samerberg	id=g:6941451
Monte Corno	id=g:6941452
Cima Borghetto	id=g:6941542
Monte Corno	id=g:6941543
Monte Castelcucco	id=g:6941544
Monte Laghetto	id=g:6941545
Monte Utero	id=g:6941546
Aut da Monzon	id=g:6941552
Torre Rizzi	id=g:6941553
Punta Scalpello	id=g:6941554
Crepe di Larsec	id=g:6941555
Dociurill	id=g:6941556
Sasso Piatto	id=g:6941557
Punta Dantersass	id=g:6941558
Sasso Levante	id=g:6941559
Dente di Mezzodì	id=g:6941560
Monte Ponsin	id=g:6941561
Monte San Pietro	id=g:6941562
Pergolese	id=g:6941733
Brusino	id=g:6941734
Hotel Elitis	id=g:6941819
Hotel Ristorante Il Castelletto	id=g:6941829
Zingaro Natural Reserve	id=g:6941858
Sopramonte	id=g:6941883
Baselga di Bondone	id=g:6941884
Express by Holiday Inn Milan Bococca	id=g:6941994
Hotel Orizzonte	id=g:6942058
Hotel Domus Aurea	id=g:6942088
Val Badia	id=g:6942099
Pollino National Park	id=g:6942240
Novotel Roma La Rustica	id=g:6942259
CONDOTTI 29 ROMA	id=g:6942264
Daniela Leonardi	id=g:6942265
Hotel D'Este	id=g:6942268
Dock Hotel	id=g:6942269
Cinque Terre	id=g:6942289
cook's bay	id=g:6942290
Hotel Nicholas	id=g:6942299
Hotel PACE HELVETIA	id=g:6942302
Hotel PALA CAVICCHI	id=g:6942307
SOGGIORNO COMFORT GUEST HOUSE	id=g:6942314
Hotel SONYA	id=g:6942315
Hotel ST JOANNES	id=g:6942316
STARHOTEL METROPOLE	id=g:6942317
THE BAILEY´S HOTEL	id=g:6942318
Hotel VILLA TORLONIA	id=g:6942319
EXPRESS BY Holiday Inn OME EAST	id=g:6942320
EXPRESS H.I. ROME S. GIOVANNI	id=g:6942321
Hotel Picasso	id=g:6942323
PRIMUS ROMA	id=g:6942324
The Regency Hotel	id=g:6942349
Monte Fossa delle Felci	id=g:6942393
Monte deo Porri	id=g:6942394
Monte Sant Angelo	id=g:6942395
Monte Pilato	id=g:6942396
Monte Guardia	id=g:6942397
Monte Rosa	id=g:6942398
Vulcanello	id=g:6942399
Rasciesa di Fuori	id=g:6942535
Rasciesa di Dentro	id=g:6942536
Corno d'Ega	id=g:6942537
2 CAMPANILI RELAIS	id=g:6942541
AC Bescia	id=g:6942544
Hotel Aberdeen	id=g:6942545
Albergo AUSONIA & HUNGARIA	id=g:6942546
Hotel ACCADEMIA	id=g:6942547
ADAGIO CITY DEHON IL GIARDINO PAMPHILII	id=g:6942555
ADAGIO CITY GARDEN	id=g:6942556
Forno	id=g:6942558
AGRITURISMO IL FELCINO	id=g:6942580
AIRPORTHOTEL VERONA CONGRESS RELAX	id=g:6942593
HOTEL AKROPOLIS	id=g:6942601
HOTEL AL CAMIN	id=g:6942603
ALBERGO ZI TERESA	id=g:6942714
ZI CARMELA	id=g:6942717
Valle Cerrese	id=g:6942995
Monte Santo	id=g:6942996
Montefiridolfi	id=g:6943101
Hotel Principe Torlonia	id=g:6943134
Al Canal Regio (Garden Canal View Rooms Available)	id=g:6943200
Al Centro Storico Di Roma	id=g:6943201
Al Madarig	id=g:6943202
Al Saraceno Residence	id=g:6943203
Ala D Oro	id=g:6943204
Albatros	id=g:6943205
Albavilla	id=g:6943206
Albergo Centrale	id=g:6943207
Albergo Rondo	id=g:6943208
Alceste	id=g:6943209
Alemagna	id=g:6943210
Alex	id=g:6943211
Alexander	id=g:6943212
Alisei	id=g:6943213
Alle Torri	id=g:6943215
Amico	id=g:6943216
Aniene	id=g:6943217
Antares	id=g:6943218
Antares	id=g:6943219
Antica Badia Relais	id=g:6943220
Aragona Palace	id=g:6943222
Aregai Marina E Residence	id=g:6943224
Ariston	id=g:6943229
Ascot Hotel	id=g:6943237
Astoria	id=g:6943240
Astoria	id=g:6943245
Augusta Lucilla Palace	id=g:6943246
Aurelia	id=g:6943247
Axial	id=g:6943248
Baglio Della Luna	id=g:6943249
Baglio Santa Croce	id=g:6943250
Baia	id=g:6943251
Baia Chia Chia Laguna Resort	id=g:6943252
Baia Degli Dei	id=g:6943253
Baia Dei Faraglioni Beach Resort	id=g:6943254
Baia Di Trentova	id=g:6943255
Baia Di Ulisse	id=g:6943256
Balbi	id=g:6943257
Barcellona	id=g:6943258
Barsotti	id=g:6943259
Basilea	id=g:6943260
Belvedere	id=g:6943261
Bengasi	id=g:6943262
Best Western Delle Piane	id=g:6943278
Best Western Tre Torri	id=g:6943279
Biancamaria	id=g:6943280
Biancaneve	id=g:6943281
Bright	id=g:6943282
Bristol	id=g:6943283
Bue Marino	id=g:6943284
Buenos Aires	id=g:6943285
Buono	id=g:6943286
Ca Alvise	id=g:6943287
Ca D Oro Immobiliare	id=g:6943288
Ca Lucrezia	id=g:6943289
Cala Dei Saraceni	id=g:6943290
Cannamele Resort	id=g:6943341
Capitol	id=g:6943342
Capo Peloro	id=g:6943343
Cardinal St Peter	id=g:6943344
Casa del Gourmet	id=g:6943345
Casa Italia	id=g:6943346
Casa Lari	id=g:6943347
Cassisi	id=g:6943348
Castagna	id=g:6943349
Castello	id=g:6943350
Castello Belvedere	id=g:6943351
Castello Dellzoscano	id=g:6943352
Cavaliere	id=g:6943353
Cavalieri	id=g:6943354
Cavallino	id=g:6943355
Centro Turistico Gardesano	id=g:6943356
Cetarium	id=g:6943357
Chia Village Chia Laguna Resort	id=g:6943358
Chrys	id=g:6943359
Cinemusic	id=g:6943360
Ciuri Di Badia	id=g:6943363
Class Faenza	id=g:6943364
Class Mantova	id=g:6943365
Class Ravenna	id=g:6943366
Claudia Rooms	id=g:6943367
Clodio	id=g:6943368
Club Il Baricentro Golf	id=g:6943369
Colle Del Sole	id=g:6943371
Colombia	id=g:6943372
Colonna Beach Hotel Resort	id=g:6943373
Colonna Residence Porto Cervo Centro	id=g:6943394
Conchinglia Dzoro	id=g:6943395
Concord	id=g:6943396
Corona	id=g:6943397
Corte Dei Greci	id=g:6943398
Corte Dei Medici	id=g:6943399
Corte Estense	id=g:6943400
Costa Azul	id=g:6943401
Cristallo	id=g:6943402
Cristallo	id=g:6943403
Crosti	id=g:6943404
Crowne Plaza Caserta	id=g:6943405
Crowne Plaza Milan Malpensa Airport	id=g:6943406
Crowne Plaza Stabiae Sorrento Coast	id=g:6943407
Crystal Palace	id=g:6943408
Crystal Sea	id=g:6943409
Crystal Sporting	id=g:6943410
Cube	id=g:6943411
Dakar Living	id=g:6943412
Ampio	id=g:6943452
Valfragida	id=g:6943453
Monte Mosca	id=g:6943803
Torricella	id=g:6943804
Cesola Piana	id=g:6943805
Valle Ferrara	id=g:6943806
Fonte Cognolo	id=g:6943807
Colle Perrini	id=g:6943808
De la Ville	id=g:6943917
De la Ville	id=g:6943918
De la ville central	id=g:6943947
De Stefano Palace	id=g:6943948
Degli Aranci	id=g:6943949
Dei Cavalieri	id=g:6943950
Della Fortezza	id=g:6943951
Delle Palme	id=g:6943952
Demetra	id=g:6943953
Design Greif	id=g:6943954
Diana	id=g:6943957
Disio Resort	id=g:6943958
Dock Milano	id=g:6943959
Domina Conference Bari Palace	id=g:6943963
Domus Castrense	id=g:6943964
Domus Flegrea	id=g:6943965
Don Pedro	id=g:6943966
Donna Camilla Savelli	id=g:6943967
Eden Rock Resort	id=g:6943968
Edera Leonardi	id=g:6943969
Elba Golf	id=g:6943970
Embassy	id=g:6943971
Emily Suites	id=g:6943972
Eos	id=g:6943973
Eremo Della Giubiliana	id=g:6943974
Esperia	id=g:6943975
Esplanade	id=g:6944142
Europalace Todi	id=g:6944143
Europe	id=g:6944144
Excelsior	id=g:6944145
Excelsior Congressi	id=g:6944146
Excelsior Hilton Palermo	id=g:6944147
Express By Holiday Inn Bologna Fiera	id=g:6944148
Express By Holiday Inn Milan West San Siro Milan	id=g:6944149
Express By Holiday Inn Siracusa North	id=g:6944150
Express By Holiday Inn Udine	id=g:6944151
Express By Holiday Inn Venice East	id=g:6944152
Farm Ospitalita Di Campagna	id=g:6944153
Fast Roma Sud	id=g:6944154
Fattoria Il Santo	id=g:6944155
Federico Ii	id=g:6944156
Ferrari	id=g:6944160
Ferrari	id=g:6944161
Fiesta Athenee Palace	id=g:6944163
Filanda	id=g:6944164
Firenze E Continentale	id=g:6944165
Flaminio Village	id=g:6944166
Foresteria Sportiva Ca Del Moro	id=g:6944168
Formula Roulette Delphina Hotels	id=g:6944170
Fortuna	id=g:6944171
Fortuna	id=g:6944173
Four Points Sheraton Bolzano	id=g:6944174
Gabbiano	id=g:6944175
Galassia Park	id=g:6944177
Galigai Towers	id=g:6944178
Garden Palace	id=g:6944179
Garibaldi	id=g:6944181
Gatto Bianco	id=g:6944183
Gattopardo	id=g:6944185
Ginori Al Duomo	id=g:6944187
Gio Wine Jazz Area	id=g:6944188
Giosue A Mare	id=g:6944189
Gran Duca Livorno	id=g:6944190
Granbaita	id=g:6944191
Grand Dei Castelli	id=g:6944195
Grand Delfino	id=g:6944197
Grand Delle Terme	id=g:6944198
Grand Delle Terme Parco Augusto	id=g:6944199
Grand Faraglioni	id=g:6944201
Grand Garibaldi	id=g:6944203
Grand Hotel Hermitage Leonardi	id=g:6944220
Grand Hotel Salerno	id=g:6944221
Grand Hotel Selinunte	id=g:6944222
Grand Hotel Sofia	id=g:6944223
Grand Riva Del Sole	id=g:6944224
Grand Tiziano	id=g:6944225
Grande Albergo Ausonia Hungaria	id=g:6944226
Grande Albergo Roma	id=g:6944227
Grandtremezzo Palace	id=g:6944228
Grifo De Charme	id=g:6944229
Guardia Dei Mori	id=g:6944230
H10 Roma Citta	id=g:6944231
H2c Caserta	id=g:6944232
H2c Napoli	id=g:6944233
H2c Pisa Pontedera	id=g:6944234
Happy	id=g:6944235
Hilary	id=g:6944236
Hilton Garden Inn Matera	id=g:6944237
Himera Polis	id=g:6944238
Holiday Club Naxos	id=g:6944239
Holiday Inn Cagliari	id=g:6944240
Holiday Inn Express Milan Malpensa Airport	id=g:6944241
Holiday Inn Resort Naples Castelvolturno	id=g:6944242
Holiday Inn Rome Eur Parco Dei Medici	id=g:6944243
Hotelissimi Verona	id=g:6944244
I Colli	id=g:6944245
Il Borghetto Sibari	id=g:6944246
Il Canova	id=g:6944247
Il Giglio	id=g:6944249
Il Girasole B B	id=g:6944250
Il Griso	id=g:6944251
Il Poggio Degli Olivi	id=g:6944252
Imperial Rooms Guest House	id=g:6944253
Imperial Sport	id=g:6944254
Ipanema	id=g:6944255
Jolie	id=g:6944256
Kassiopea	id=g:6944257
King S	id=g:6944258
Kings house	id=g:6944264
La Bussola	id=g:6944265
La Chicca Palace	id=g:6944266
La Compagnia Del Viaggiatore	id=g:6944267
La Fenice	id=g:6944268
La funtana	id=g:6944269
La Locandiera	id=g:6944270
La porta del mare	id=g:6944271
La Reserve	id=g:6944272
La Residenza	id=g:6944273
La Residenza B B	id=g:6944274
La Riva	id=g:6944275
La Tavola Dei Cavalieri	id=g:6944276
Labaja	id=g:6944277
Lario	id=g:6944278
Le Case Residenza Di Campagna	id=g:6944279
Le cisterne	id=g:6944280
Le corderie	id=g:6944281
Vedretta Rossa	id=g:6944339
Pala della Donzella	id=g:6944340
Rio Vedretta Rossa	id=g:6944341
Le corta	id=g:6944351
Le Due Corti	id=g:6944352
Le Due Torri	id=g:6944353
Le Favaglie	id=g:6944354
Le Ginestre	id=g:6944355
Le Petit	id=g:6944356
Le Terrazze Di Crosti	id=g:6944358
Le Terre Dei Cavalieri	id=g:6944361
Lido	id=g:6944363
Lloyd	id=g:6944366
Loano2 Village	id=g:6944376
L Oasi	id=g:6944377
Lodenwirt	id=g:6944382
Lupaia	id=g:6944383
Lux	id=g:6944385
Col de la Mare	id=g:6944386
Maccagno	id=g:6944388
Monte Rosole	id=g:6944389
Machiavelli Palace	id=g:6944391
Mahara	id=g:6944393
Main Street	id=g:6944394
Majestic Molise	id=g:6944395
Malva Salute Benessere	id=g:6944396
Mamiani	id=g:6944397
Manganelli Palace	id=g:6944398
Marcopolo	id=g:6944399
Marengo	id=g:6944400
Maresol	id=g:6944402
Malga Breguzzo	id=g:6944405
Masseria Torricella	id=g:6944406
Mediterraneo	id=g:6944407
Meeting	id=g:6944409
Cima di Stavei	id=g:6944410
Megaron	id=g:6944424
Melody	id=g:6944429
Mercure Alessandria	id=g:6944431
Meridiano	id=g:6944432
Michelangelo Palace	id=g:6944433
Millennium Palace	id=g:6944434
Milomax	id=g:6944435
Mistral	id=g:6944437
Monreale	id=g:6944439
Montevecchio	id=g:6944441
Mosaico	id=g:6944444
Mosaico Terme Beach Resort	id=g:6944445
My One Hotel Carpi	id=g:6944447
My One Hotel Radda	id=g:6944448
Napoleon	id=g:6944449
Nerocubo Business And Design	id=g:6944450
Net	id=g:6944452
Nettuno Castel Maggiore	id=g:6944455
Niagara	id=g:6944456
Nicotel Gargano	id=g:6944458
Norden Palace	id=g:6944461
Novecento	id=g:6944465
Novotel Bologna Fiera	id=g:6944467
Novotel Milano Malpensa Aeroporto	id=g:6944468
Nuova Residenza Laguna	id=g:6944472
Nuovo Del Porto	id=g:6944474
Nuovo Garden	id=g:6944476
Olimpo	id=g:6944479
Ora City	id=g:6944483
Agriturismo Malga Dignas	id=g:6944565
Casetta in Canada	id=g:6944566
Orange	id=g:6944594
Palace Lucera	id=g:6944597
Palace San Michele	id=g:6944598
Paladini	id=g:6944599
Palazzo Alabardieri	id=g:6944600
Palazzo Galletti Abbiosi	id=g:6944601
Palazzo Piccolomini	id=g:6944608
Palazzo Priuli	id=g:6944616
Palazzo Rosenthal	id=g:6944617
Palmerston Etna Golf Resort Spa	id=g:6944619
Pamaran	id=g:6944621
Panoramic	id=g:6944622
Papillo Resort Borgo Antico	id=g:6944623
Paradiso Delle Madonie	id=g:6944625
Parco Torre Chia Chia Laguna Resort	id=g:6944628
Park	id=g:6944629
Park Colle Degli Angeli Spa Resort	id=g:6944630
Park Faloria	id=g:6944631
Park Logge Del Perugino	id=g:6944633
Park Luna	id=g:6944634
Park Villa Cesi	id=g:6944635
Parma E Dei Congressi	id=g:6944636
Pendini	id=g:6944637
Petit Palais	id=g:6944638
Piccolo Residence Sas Di Amelia Picchi	id=g:6944639
Pierre	id=g:6944640
Pineta	id=g:6944641
Pirotta	id=g:6944642
Poggio Ducale	id=g:6944643
Portici	id=g:6944644
Porto Antico	id=g:6944645
Portoazzurro	id=g:6944646
Prata Verde	id=g:6944647
President Palace Rta	id=g:6944649
Prime Area	id=g:6944650
Promenade	id=g:6944651
Pulitzer	id=g:6944652
Punta Campanella Resort Spa	id=g:6944653
Punta Nord Est	id=g:6944654
Ramada Lake Garda	id=g:6944655
Redebora	id=g:6944656
Regent	id=g:6944657
Relais Borgo San Pietro	id=g:6944658
Relais Dei Fiori	id=g:6944659
Relais Diana	id=g:6944660
Relais Masseria Montalbano	id=g:6944661
Relais Monastero Di San Biagio	id=g:6944662
Relais Pian Delle Starze	id=g:6944663
Relais San Pietro	id=g:6944664
Relais Sant Eligio	id=g:6944665
Relais Ugolini	id=g:6944666
Relais Villa Petrischio	id=g:6944667
Relais Villaggio Le Querce	id=g:6944668
Residence Ca Del Lago	id=g:6944669
Residence Holiday La Marca	id=g:6944670
Residenza At	id=g:6944671
Residenza Palazzo Visdomini	id=g:6944672
Residenza Vaticana	id=g:6944673
Residenze La Mongolfiera	id=g:6944674
Rione Antico La Terra	id=g:6944675
Ritz	id=g:6944676
Roma E Rocca Cavour	id=g:6944678
Roman S By Robinson	id=g:6944679
Romantica Rooms	id=g:6944680
Romantik Sporting Villa Maria	id=g:6944681
Romeo	id=g:6944682
Royal Superga	id=g:6944683
Royal Victoria	id=g:6944684
Rubens	id=g:6944685
Rubino	id=g:6944686
San Andrea	id=g:6944687
San Giacomo	id=g:6944688
San Leonardo Resort	id=g:6944689
San Mauro	id=g:6944690
San Max	id=g:6944691
San Michele	id=g:6944692
San Moise	id=g:6944693
San Moise Formula Roulette	id=g:6944719
San Nicola Park	id=g:6944720
San Ranieri	id=g:6944721
San Sebastiano	id=g:6944722
Sant Alphio Garden Spa	id=g:6944723
Santa Maria In Foris	id=g:6944724
Savina	id=g:6944725
Serapo	id=g:6944726
Settecento	id=g:6944727
Sheraton Nicolaus Bari	id=g:6944728
Silvanetta Palace	id=g:6944731
Soggiorno Blu	id=g:6944732
Solarium	id=g:6944733
Sole E Luna	id=g:6944734
Solemar	id=g:6944735
Sovana Resort	id=g:6944738
Sporting	id=g:6944740
St Leonard	id=g:6944743
Stella Mary	id=g:6944746
Sunshine Club Beauty	id=g:6944747
Tana Del Ghiro	id=g:6944749
Tennis	id=g:6944752
Teodora Teodorica	id=g:6944753
Terme Acqua Pia	id=g:6944754
Terminal	id=g:6944756
Terrasini 2000 Case Vacanze	id=g:6944757
Titian Inn Treviso Airport	id=g:6944761
Tivoli	id=g:6944762
Together Florence Inn	id=g:6944763
Ulisse Deluxe	id=g:6944765
Una Venezia	id=g:6944766
Una Versilia	id=g:6944767
Unaway Bologna Fiera	id=g:6944769
Passo della Forzellina	id=g:6944771
Lago di Pian Palu	id=g:6944772
Passo della Val di Fumo	id=g:6944774
Conca della Levade	id=g:6944775
Valgrande	id=g:6944783
Valle Rossa	id=g:6944784
Vedute Green	id=g:6944785
Venere	id=g:6944786
Venice Serviced Apartments By Rental In Italy	id=g:6944787
Venus Park	id=g:6944788
Vibel	id=g:6944789
Victor Country	id=g:6944790
Victoria	id=g:6944791
Victoria Terme	id=g:6944792
Villa Albani	id=g:6944793
Villa Aurora	id=g:6944795
Villa Carlotta	id=g:6944796
Villa Carolina	id=g:6944797
Villa Castiglioni	id=g:6944798
Villa Corte Degli Dei	id=g:6944799
Villa Daphne	id=g:6944800
Villa Del Lauro	id=g:6944801
Cima Susat	id=g:6944802
Villa Favorita	id=g:6944803
Villa Franz	id=g:6944804
Villa Gabriele D Annunzio	id=g:6944805
Villa Giulia	id=g:6944806
Malga Ervina	id=g:6944807
Villa Gussio	id=g:6944808
Villa La Principessa	id=g:6944809
Villa Luisa	id=g:6944810
Villa Mater	id=g:6944811
Villa Moderna	id=g:6944812
Villa Orchidea	id=g:6944813
Villa Pane	id=g:6944814
Villa Paradiso	id=g:6944815
Villa Pigna	id=g:6944816
Villa Pina Antico Francischiello	id=g:6944817
Villa Romana	id=g:6944818
Villa Romana	id=g:6944819
Villa Rosa	id=g:6944820
Villa Vecchia	id=g:6944821
Villaggio Cirucco	id=g:6944822
Villaggio Citta Bianca	id=g:6944823
Vittorio Veneto	id=g:6944824
Waldorf Suite Firenze	id=g:6944825
Yaif	id=g:6944826
Zaiera Resort Spa	id=g:6944827
Zanhotel Meeting Centergross Bologna Bentivogli	id=g:6944828
Telis Village	id=g:6944848
Antey St Andre	id=g:6944856
Baratti	id=g:6944858
San Pietro in Bevagna	id=g:6944868
piazzano lucca	id=g:6944869
San Colombano	id=g:6944870
San Macario in Monte	id=g:6944871
Veneri	id=g:6944877
Ad Place Venice	id=g:6944910
Antico Acquedotto	id=g:6944911
Apogia Sirio	id=g:6944912
Autopark	id=g:6944913
B4 Bologna Tower	id=g:6944914
B4 Padova	id=g:6944915
Bel Sito Berlino	id=g:6944917
Boscolo Hotel Exedra Milano	id=g:6944919
Ca Gottardi	id=g:6944920
Campo Marzio	id=g:6944921
Capital	id=g:6944923
Caravaggio	id=g:6944924
Century	id=g:6944925
Classhotel Mantova	id=g:6944926
Colony	id=g:6944927
Continental Genova	id=g:6944928
Delle Palme	id=g:6944929
Derby	id=g:6944930
Diamante	id=g:6944931
Excel Roma Ciampino	id=g:6944933
Excel Roma Montemario	id=g:6944934
Gabriella	id=g:6944935
Grand Hotel Stigliano	id=g:6944936
Grand Hotel Terme Salus	id=g:6944937
Grand Hotel Yachting Palace	id=g:6944938
HOTEL and MEETING CENTERGROSS	id=g:6944939
I Portici Hotel Bologna	id=g:6944940
La Favorita	id=g:6944941
La Meridienne	id=g:6944942
La Villarosa Terme	id=g:6944943
Palazzo Stern	id=g:6944944
Park Hotel Mar Grande	id=g:6944945
Park Hotel Napoleone	id=g:6944946
Piazza Venezia	id=g:6944947
Point Hotel Conselve	id=g:6944948
Residence Palazzo Ricasoli	id=g:6944987
Romulus	id=g:6944989
Seccy	id=g:6944991
Silver	id=g:6944992
Smart Hotel Holiday	id=g:6944993
Sport Club Portorais	id=g:6944994
Teocrito	id=g:6944997
Touring Villa D Este	id=g:6944998
Una Golf Hotel Cavaglia	id=g:6944999
Vienna	id=g:6945000
Hotel Petra Bianca	id=g:6945024
Hotel Sporting Porto Rotondo	id=g:6945025
Leon S Place	id=g:6945026
Ruzzini Palace Hotel	id=g:6945027
Agriturismo Il Casale	id=g:6945323
Agriturismo Il Gigliotto	id=g:6945324
Al Poggio Dei Papi	id=g:6945325
Albergo Bianchi Stazione	id=g:6945327
Albergo L Ultimo Mulino	id=g:6945328
Alexander	id=g:6945329
Altafiumara Resort Spa	id=g:6945331
Amalfi	id=g:6945337
Ambassador Palace	id=g:6945338
Antares Le Terrazze	id=g:6945339
Antica Villa Patriarca	id=g:6945340
Antico Monastero San Biagio	id=g:6945343
Appartamenti Belvedere	id=g:6945346
Ariston	id=g:6945351
Marzell Ovest	id=g:6945365
Marzell di Mezzo	id=g:6945366
Marzell Est	id=g:6945368
Monte Cavallo di Fosse	id=g:6945369
Croda Marcia	id=g:6945370
As Hotel Azzurra	id=g:6945373
As Hotel Cambiago	id=g:6945375
As Hotel Dei Giovi	id=g:6945377
As Hotel Lomazzo Fiera	id=g:6945378
As Hotel Monza	id=g:6945379
Assisi Garden	id=g:6945380
Lon	id=g:6945382
Fraveggio	id=g:6945383
Azzolini	id=g:6945387
B B Emily Suite	id=g:6945388
B B Ferrari Home	id=g:6945389
B B Montebello	id=g:6945391
Baia Taormina Grand Palace	id=g:6945394
Bb La Casuccia Di Assisi	id=g:6945395
Bb Villa Pane	id=g:6945396
Beau Site Luxury Rooms	id=g:6945397
Best Western Hotel La Conchiglia	id=g:6945398
Best Western Soave	id=g:6945399
Borgo Tavola Dei Cavalieri	id=g:6945400
Boutique Stanze Del Vicere	id=g:6945436
Cala Gonon Beach Village	id=g:6945438
Cala Liberotto	id=g:6945439
Calalonga	id=g:6945440
Capo Alaua Village	id=g:6945442
Capo Rosello	id=g:6945444
Casarossa Hotel Residence Beauty	id=g:6945447
Castello	id=g:6945448
Cavalieri Del Mar	id=g:6945449
City Hotel	id=g:6945450
Conteverde	id=g:6945452
Corte Bianca Club Resort	id=g:6945458
Country House Le Calvie	id=g:6945459
Country House Selvicolle	id=g:6945473
Crowne Palaza Venice East	id=g:6945475
Crowne Plaza Milan City	id=g:6945476
Crowne Plaza Padova	id=g:6945477
Crystal Sea	id=g:6945480
Cuore Di Dionisio Country	id=g:6945481
Dakar Living Vasto Marina	id=g:6945482
Damodoro	id=g:6945483
Decumani Hotel De Charme	id=g:6945484
Degli Argonauti Club Resort	id=g:6945485
Delfina	id=g:6945486
Di Meglio B And B	id=g:6945487
Domus Caesari	id=g:6945488
Ecohotel	id=g:6945489
Entourage	id=g:6945490
Express By Holiday Inn Foligno	id=g:6945491
Federico Ii	id=g:6945492
Fenicotteri Beach Resort	id=g:6945493
Ferretti Beach Resort	id=g:6945494
Florence Business	id=g:6945495
Foresteria Baglio Della Luna	id=g:6945496
Gavius Residence	id=g:6945576
Giousue A Mare	id=g:6945577
Grand Hotel Palazzo	id=g:6945578
Grande Albergo Dell Etna	id=g:6945583
Grune Perle	id=g:6945585
Hc3 Hotel	id=g:6945586
Holiday Inn Cosenza	id=g:6945614
Holiday Inn Express Udine Nort	id=g:6945616
Holiday Inn Milan Garibaldi	id=g:6945617
Holiday Inn Salerno Cava De Tirreni	id=g:6945619
Home Florence	id=g:6945620
Hotel Alla Posta	id=g:6945621
Hotel Andrea Doria	id=g:6945622
Hotel Aquila Reale	id=g:6945623
Hotel Ariston	id=g:6945626
Hotel Armando	id=g:6945627
Hotel Astj	id=g:6945628
Hotel Atlantis	id=g:6945629
Hotel Baglio Basile	id=g:6945630
Hotel Cairoli	id=g:6945631
Hotel Capo Dei Greci	id=g:6945632
Hotel Carlo Magno	id=g:6945633
Hotel Centrale Siracusa	id=g:6945634
Hotel Ciuri De Badia	id=g:6945635
Hotel Club Ancora	id=g:6945636
Hotel Club Bahja	id=g:6945637
Hotel Club Bellerive	id=g:6945638
Hotel Club Bridge	id=g:6945639
Hotel Club Cala Greca	id=g:6945640
Hotel Club Florida	id=g:6945641
Hotel Club Parco	id=g:6945642
Hotel Club Rivazzurra	id=g:6945643
Hotel Club Smeraldo	id=g:6945644
Hotel Columbia	id=g:6945645
Hotel Corso	id=g:6945646
Hotel Donatello	id=g:6945647
Hotel Fior Di Sardegna	id=g:6945648
Hotel Garden	id=g:6945649
Hotel La Baia	id=g:6945650
Hotel Le Magnolie	id=g:6945651
Hotel Maremonti	id=g:6945652
Hotel Milano Padova	id=g:6945653
San Liberatore	id=g:6945751
Monte Finestra	id=g:6945752
Colle Solve	id=g:6945753
Colle della Serra	id=g:6945754
Colonnello	id=g:6945755
Monte dell'Avvocata	id=g:6945756
Vene S. Pietro	id=g:6945757
Monte Falerio	id=g:6945758
Postiglione	id=g:6945761
Hotel Panoramic	id=g:6945767
Hotel Potenza	id=g:6945768
Hotel Real Fini Baia Del Re	id=g:6945769
Hotel Ristorante Leon D Oro	id=g:6945770
Hotel S Martin	id=g:6945772
Hotel Salsello	id=g:6945773
Hotel San Gallo Palace	id=g:6945774
Monte Accellica	id=g:6945775
Raione	id=g:6945776
Monte Tobenna	id=g:6945777
Monte Monna	id=g:6945778
Hotel Sporting Baia	id=g:6945779
Hotel Vasari	id=g:6945780
Monte Stella	id=g:6945781
Colle Maddalena	id=g:6945783
Hotel Villa Belvedere	id=g:6945784
Pietra di S. Stefano	id=g:6945785
Monte Raia della Licina	id=g:6945792
Monte Telegrafo	id=g:6945795
Monte Circhio	id=g:6945797
Toppa della Faragna	id=g:6945798
Monte La Picciola	id=g:6945801
Monte Calvo	id=g:6945802
Monte Raione	id=g:6945803
Monte Giovi	id=g:6945804
Colle S. Sisto	id=g:6945805
Hotel Villa Giulia	id=g:6945816
Hotel Villa Sikania Park	id=g:6945817
Hotel Vittorio Veneto	id=g:6945818
Ifa Majestic Res Spa Golf	id=g:6945819
Il Grandi Di Toscana	id=g:6945820
Internazionale Gorizia	id=g:6945821
Ipoint Hotel	id=g:6945822
Jolly Milano Fiori	id=g:6945972
