Shīv-ā Hiskt	id=g:446063
Qaryat al Ḩurrīyah	id=g:6754199
Nājī Khamīs	id=g:6754200
Qaryat al Kuţaymāt	id=g:6754201
Qaryat al Mardān	id=g:6754202
Mazra‘at aş Şuwayrah	id=g:6754203
Tall Sukayr	id=g:6754204
Sha‘lān Muḩammad	id=g:6754205
Madrasat ‘Azīz Muḩammad	id=g:6754206
Qaryat Sab‘ah Nīsān	id=g:6754207
Muḩammad Muz‘al	id=g:6754208
Mahdī Rāḑī	id=g:6754209
Tall Turābah	id=g:6754210
Ḩamīd ‘Abbās	id=g:6754211
Ad Dayr al Awsaţ	id=g:6754212
Tulūl ad Dayr	id=g:6754213
‘Arab Nawwār Rabī‘	id=g:6754214
Ḩamad ‘Abbās	id=g:6754215
Qaryat al Khiḑr	id=g:6754216
Jamīl ‘Abd ‘Alī	id=g:6754217
Khaz‘al Ḩasan	id=g:6754218
Qaryat Sawbīţ	id=g:6754219
Salmān Ghaydān	id=g:6754220
Zaydān Nahhāb	id=g:6754221
Kāzim Sibāhī	id=g:6754222
Jāsim al Ḩamzah	id=g:6754223
Qaryat al Jawz	id=g:6754224
‘Abd al Ḩusayn Khalaf	id=g:6754225
‘Abd Muḩsin	id=g:6754226
Khuḑayr ‘Abbās	id=g:6754227
Ḩamzah Karīm	id=g:6754228
Madrasat Khalīfat al Jārū	id=g:6754229
‘Abbās Jawu‘	id=g:6754230
Mahdī Ḩusayn	id=g:6754231
Khalaf Ḩusayn	id=g:6754232
Qaryat Kuşaybah	id=g:6754233
Dā’irat ath Tharwah al Ḩayawānīyah fī Kuşaybah	id=g:6754234
Maḩaţţat Buḩūth Kuşaybah	id=g:6754235
Dīyāb Şāliḩ	id=g:6754236
Tall Abū Şukhayr	id=g:6754237
‘Ukāb Saramīd	id=g:6754238
Tall Umm Jalīyah	id=g:6754239
Qaryat ash Shām	id=g:6754240
Juwayd ‘Aţīyah	id=g:6754241
Qaryat Bilād ash Shām	id=g:6754242
Mazra‘at Kaşībah	id=g:6754243
Qaryat al Ma‘rakah	id=g:6754244
Qaryat ‘Āyid Khulayf	id=g:6754245
Qaryat al Iskandarīyah	id=g:6754246
Madrasat Şakab Kāmil	id=g:6754247
‘Āyid Khulayf	id=g:6754248
Qaryat al Qimmah	id=g:6754249
Qaryat al Ikhlāş	id=g:6754250
Minţaqat al ‘Īsīyah	id=g:6754251
‘Ubayd Jabr	id=g:6754252
Al ‘Ubaydīyah	id=g:6754253
Şawwān Murād	id=g:6754254
Maz̧lūm Ḩasan	id=g:6754255
Kashāsh Murād	id=g:6754256
Qaryat Arba‘at ‘Ashar Tammūz	id=g:6754257
Qaryat ash Shahīd Muḩammad Sulaymān	id=g:6754258
Tall Mak‘ad	id=g:6754259
Nāḩiyat al Ḩafrīyah	id=g:6754260
‘Abd Ḩasan Khalaf	id=g:6754261
Ḩursh Ḩusayn	id=g:6754262
‘Alī Ḩusayn	id=g:6754263
‘Arkūb al Ghanāmīyah	id=g:6754264
Qaryat al Ḩusaynīyah	id=g:6754265
Khamīs Kāfā	id=g:6754266
Qaryat al Furāt al Ūwlá	id=g:6754267
Qaryat Arba‘at ‘Ashar Tammūz al Ūwlá	id=g:6754268
Bid‘at Najris	id=g:6754269
Nahr al ‘Uwayjah	id=g:6754270
‘Abd al Amīr ‘Uşayb	id=g:6754271
Minţaqat ar Raḩmānīyah	id=g:6754272
Minţaqat Abnā’ ‘Ujayl	id=g:6754273
Qaryat al ‘Adālah	id=g:6754274
Qaryat Dhī Qār	id=g:6754275
Tall Ţābūr Qāsimī	id=g:6754276
Qaryat an Naşr	id=g:6754277
Qaryat Fatḩ	id=g:6754278
Tall Şala‘ Barrāk	id=g:6754279
Qaryat al Muntaşirīn	id=g:6754280
Qaryat Abū Ḩazmah	id=g:6754281
Nāşir Bahīyah	id=g:6754282
Qaryat ar Risālah	id=g:6754283
Minţaqat al Milyawī	id=g:6754284
Mashrū‘ Kaşībah	id=g:6754285
Tall Ţuḩmāyah	id=g:6754286
Nahr ash Shukrah	id=g:6754287
Hādī al ‘Ujayl	id=g:6754288
Qaryat Maysalūn	id=g:6754289
Tall ar Raşāş al Kabīr	id=g:6754290
Qaryat aţ Ţalī‘ah	id=g:6754291
Nāşir Ḩusayn	id=g:6754292
Tall Dhubābah	id=g:6754293
‘Arkūb Ḑamīmah	id=g:6754294
Minţaqat Ḑamīmah	id=g:6754295
Qaryat Dimashq	id=g:6754296
Şirāţah	id=g:6754297
Īshān Malyawī	id=g:6754298
Minţaqat ash Shuḩaymīyah	id=g:6754299
Qaryat Nāblus ath Thānīyah	id=g:6754300
Mashrū‘ ash Shuḩaymīyat ath Thālith	id=g:6754301
Qanāt ash Shuḩaymīyah ar Ra’īsī	id=g:6754302
Nahr al Maşabb	id=g:6754303
Qaryat al Mu‘āmarah	id=g:6754304
Tulūl aḑ Ḑaḩḩāk	id=g:6754305
Tall ar Rashāyīd	id=g:6754306
Ḩuqūl Aghnām Mazra‘at ash Shuḩaymīyah	id=g:6754307
Tall ash Shālūk	id=g:6754308
Nahr aḑ Ḑaḩḩāk	id=g:6754309
Qaryat al ‘Urūbah ar Rashāyid	id=g:6754310
Hamdah Hāshim	id=g:6754311
Qaryat ad Dawāghinah	id=g:6754312
Nahr ash Shālūk	id=g:6754313
Tall al Karaţīyah	id=g:6754314
Tulūl Ḩayl aş Şakhr	id=g:6754315
Nahr al Isālah	id=g:6754316
Qaryat Tis‘ah	id=g:6754317
Jam‘īyat Habl aş Şakhr at Ta‘āwunīyah	id=g:6754318
Minţaqat al Karţabāt	id=g:6754319
Tall al Karţabāt	id=g:6754320
Qaryat aş Şumūd	id=g:6754321
Mazra‘at aş Şumūd	id=g:6754322
‘Urkūb Jabal aş Şukhūr	id=g:6754323
Tall al Mihrī	id=g:6754324
Minţaqat ath Thābitīyah	id=g:6754325
Tall ‘Abbās	id=g:6754326
Maţka‘ Marān	id=g:6754327
Arāḑī aţ Ţalā’i‘	id=g:6754328
Hawr ath Thābitīyah	id=g:6754329
Qaryat al Maymūn	id=g:6754330
Nahr Jāyir an Nīq	id=g:6754331
Qaryat al ‘Assāf	id=g:6754332
Minţaqat an Nabāt	id=g:6754333
Tall al Ḩarākişah	id=g:6754334
Qaryat al Ḩarākişah	id=g:6754335
Tall Khafīyyāt	id=g:6754336
Īshān Dāwud	id=g:6754337
Tall Abū Simsim	id=g:6754338
‘Arab Karīm al Yāsirī	id=g:6754339
‘Arab Sulaymān Nāyīf	id=g:6754340
‘Arab al Mīr Shabānah	id=g:6754341
Kāz̧im Fulayḩ	id=g:6754342
Arḩīl Saffāḩ	id=g:6754343
Nuhayl ‘Askar	id=g:6754344
‘Arab Liftah Naghmīs	id=g:6754345
Khuḑayr adh Dhīb	id=g:6754346
Ḩamzah Jāsim	id=g:6754347
‘Arab Jār Allāh Muḩammad	id=g:6754348
‘Arab Ḩāmid Ḩusayn	id=g:6754349
Şaḩn Salmān	id=g:6754350
Rajjat Muşḩab	id=g:6754351
Ţu‘mah ‘Asal	id=g:6754352
Şabrī Khuḑayr	id=g:6754353
Sarnīl Tūmān	id=g:6754354
‘Ubayd Daḩīl	id=g:6754355
‘Arab ‘Annūn ‘Abbās	id=g:6754356
‘Arab ‘Alī al ‘Aşīd	id=g:6754357
‘Arab Muḩammad al Ḩammūd	id=g:6754358
Muḩaysin Manşūr	id=g:6754359
Şabbār Salmān	id=g:6754360
‘Alī ‘Abbūd	id=g:6754361
‘Arab Rasūl ‘Abbās	id=g:6754362
‘Arab ‘Allū Mahdī	id=g:6754363
Raḩīm Najm	id=g:6754364
Qaryat Majūl Suhayl	id=g:6754365
‘Abbās Jūd	id=g:6754366
‘Ubayd ‘Inād	id=g:6754367
Kāz̧im Ḩamzah	id=g:6754368
‘Abd al Ḩasan Wāwī	id=g:6754369
Khilkhāl Khurayz	id=g:6754370
Shadhar al Lāmī	id=g:6754371
Waḩīd ‘Abd	id=g:6754372
Khuraysān	id=g:6754373
Mālik Ni‘mah	id=g:6754374
Muḩyī Muḩsin	id=g:6754375
Suwaydān Ḩasan	id=g:6754376
Qaryat ar Rashāyid	id=g:6754377
‘Arab Najm ‘Awwād	id=g:6754378
Hāshim Jawwād	id=g:6754379
Turkī Nāyīf	id=g:6754380
Kassār ‘Abbās	id=g:6754381
‘Abd Thujayl	id=g:6754382
‘Ubayd Ḩamzah	id=g:6754383
Durayb Ḩamādī	id=g:6754384
Ḩusayn Ḑārī	id=g:6754385
Muḩammad Khuḑayr	id=g:6754386
Karīm Khuḑayr	id=g:6754387
Ţarrād ‘Āşī	id=g:6754388
Jāsim Muḩammad Jabr	id=g:6754389
Ţallā‘ al Janābī	id=g:6754390
Jawād Ḩusayn	id=g:6754391
Nahr ar Rashāyid	id=g:6754392
Qanāt Raqm Ithnān Rashīd lil ar Rayy	id=g:6754393
Qanāt Khamsah	id=g:6754394
Qanāt Sittah	id=g:6754395
Mush‘ān Shayyā‘	id=g:6754396
‘Abd Zarzūr	id=g:6754397
‘Arab ‘Aţīyah Raḩīl	id=g:6754398
‘Abd Allāh Ḩasan	id=g:6754399
Şabāḩ Jāsim	id=g:6754400
Qayz̧ān Ḩassūn	id=g:6754401
‘Abd as Sādah Rashīd	id=g:6754402
Raddām Maţar	id=g:6754403
Yāsīn Ḩamādī	id=g:6754404
Şubayḩ Liftah	id=g:6754405
Qanāt Thamāniyah	id=g:6754406
Qanāt Tis‘ah	id=g:6754407
Qanāt Ithnatay ‘Ashar	id=g:6754408
Shatūr Tukhārī	id=g:6754409
Jassām ‘Ulyawī	id=g:6754410
Zughayr ‘Abbās	id=g:6754411
Mabzal Sukayb	id=g:6754412
Shākir ‘Abbūd	id=g:6754413
Jābir Farhūd	id=g:6754414
Qanāt Sab‘ah	id=g:6754415
‘Ubayd ‘Alyān	id=g:6754416
Muḩsin ‘Alwān	id=g:6754417
Ḩamīd ‘Āyid	id=g:6754418
Sayyid Nūr	id=g:6754419
Muḩyī Jabr	id=g:6754420
Mashrū‘ Sakīb	id=g:6754421
Minţaqat al Huzayzah	id=g:6754422
Ḩamzah Jabr	id=g:6754423
‘Abbās Ḩanz̧al	id=g:6754424
‘Abbās Kaddūm	id=g:6754425
Ḩassūn Hindī	id=g:6754426
‘Alī Khuḑayr	id=g:6754427
Jaddū‘ ‘Alyawī	id=g:6754428
Ḩusayn Juwayd	id=g:6754429
Hādī Shihāb	id=g:6754430
Nāşir ‘Alyawī	id=g:6754431
Qanāt Iḩdá ‘Ashar Far‘ al ‘Akīr	id=g:6754432
Ḩammūd Kāz̧im	id=g:6754433
‘Ubayd Ḩasan	id=g:6754434
‘Alwān Sājit	id=g:6754435
Nāyif Kāz̧im	id=g:6754436
‘Alī Muḩsin	id=g:6754437
Jāsim Ḩamādī	id=g:6754438
Jāsim Muḩammad	id=g:6754439
‘Arab ‘Ubayd al Ḩuşwah	id=g:6754440
‘Arab ‘Ubayd ‘Inād	id=g:6754441
Nāḩiyat al Musaīb	id=g:6754442
Mazra‘at al ‘Akīr	id=g:6754443
Nahr Far‘ al Imām	id=g:6754444
‘Arab Rashīd Ḩaras	id=g:6754445
‘Arab Karīm Ḩammūd	id=g:6754446
‘Arab ‘Ubayd Tāyih	id=g:6754447
‘Alī Ḩasan	id=g:6754448
‘Arab Mahdī Jīḩān	id=g:6754449
Khuḑayr Khalaf	id=g:6754450
Jāthim ‘Alī	id=g:6754451
‘Arab Mindīl Sājit	id=g:6754452
‘Abbās Ismā‘īl	id=g:6754453
Al Ḩaydarīyah	id=g:6754454
Mashrū‘ al Musaīb	id=g:6754455
Qaryat Arba‘at ‘Ashar Ramaḑān	id=g:6754456
‘Īsá al ‘Umrān	id=g:6754457
Qaryat Sab‘at ‘Ashar Tammūz	id=g:6754458
Qaryat ash Shawāfi‘	id=g:6754459
Ţarād Farḩān	id=g:6754460
Mabzal al Ḩaydarī	id=g:6754461
Nahr al Ḩaydarī	id=g:6754462
Nahr aş Şabbāgh	id=g:6754463
Qaryat Marjānīyah	id=g:6754464
Makţūf al Karrād	id=g:6754465
Qaryat Hawr as Sādah	id=g:6754466
Qaryat Ghāzī	id=g:6754467
Mawḩān Ḩusayn	id=g:6754468
Tall Maz̧lūm	id=g:6754469
Minţaqat ad Day‘ah	id=g:6754470
Qaryat Thalāthūn Tammūz	id=g:6754471
Mazra‘at al Ba‘th	id=g:6754472
Tall al Mazra‘ah	id=g:6754473
Kāmil Suhayl	id=g:6754474
Mur‘īd Ḑayyāf	id=g:6754475
Ibrāhīm Thūwaynī	id=g:6754476
Mahdī ‘Ubayd	id=g:6754477
Ḩasan Murād	id=g:6754478
Qaryat al Bakr	id=g:6754479
Qanāt Thalāthah Hilālī	id=g:6754480
Karīm Kāz̧im	id=g:6754481
Ḩaybis Maţar	id=g:6754482
Nāşir Muḩsin	id=g:6754483
Nahr ‘Ajrash	id=g:6754484
Qanāt Ḩabbāzah Raqm Ithnān	id=g:6754485
Liftah Muhannā	id=g:6754486
Liftah Danbūs	id=g:6754487
Qanāt Raqm Ithnān	id=g:6754488
Naşīf Liftah	id=g:6754489
Qanāt Raqm Wāḩid	id=g:6754490
Qanāt Raqm Arba‘ah Janābīyah	id=g:6754491
Mahdī Şāliḩ	id=g:6754492
Muḩammad Ibrāhīm	id=g:6754493
‘Ajrash ‘Abd Allāh ‘Awwād	id=g:6754494
Ḩafūk ‘Ujayl	id=g:6754495
‘Ujayl al Ḩabīb	id=g:6754496
Yūsuf al Ma‘yūf	id=g:6754497
‘Arab ‘Abd Allāh Shāhīn	id=g:6754498
Ḩasan al ‘Ubayd	id=g:6754499
‘Uthmān Dhīyāb	id=g:6754500
Fāḑil Ḩusayn	id=g:6754501
Minţaqat al Ḩaydarīyah	id=g:6754502
Mūsá Ḩusayn	id=g:6754503
Khuḑayr ad Dir‘ī	id=g:6754504
Jawād Kāz̧im	id=g:6754505
Nāşir Shibl Fāris	id=g:6754506
‘Arab Muţlak al Ḩammūd	id=g:6754507
Karīm Rāḑī	id=g:6754508
‘Arab Ḩasan ‘Abbūd	id=g:6754509
Ḩasan Mukhalbis	id=g:6754510
‘Arab Nāyif ‘Iyāl	id=g:6754511
‘Arab ‘Alī ash Shabīb	id=g:6754512
Qaryat Ḩasan	id=g:6754513
Qanāt Raqm Ithnān Hilālī	id=g:6754514
Qanāt Arba‘ah Hilālī	id=g:6754515
Jam‘īyat al Kindī al Fallāḩīyah	id=g:6754516
Arāḑī al Hilālī	id=g:6754517
Ḩāmid Ju‘ayl	id=g:6754518
‘Abd as Sādah ‘Alwān	id=g:6754519
Şāliḩ Sharād	id=g:6754520
Khalīl ‘Alwān	id=g:6754521
‘Arab ‘Alī Suwayf	id=g:6754522
Duraydiḩ Ḩasan	id=g:6754523
Daḩḩām Shulayb	id=g:6754524
‘Abd as Salām	id=g:6754525
Ash Sha‘lān	id=g:6754526
Muḩammad al Kashmar	id=g:6754527
‘Arab Hādī Maḩmūd	id=g:6754528
‘Arab Du‘aym Kurayfi‘	id=g:6754529
Muwayzin Ḩasan	id=g:6754530
‘Arkūb Zibār	id=g:6754531
Nahr az Zubaydī	id=g:6754532
Mabzal al Māliḩ al Junūbī	id=g:6754533
Tulūl al Basmah	id=g:6754534
Fari‘ al Ubaytir lil Raī al Fari‘ Wāhidah	id=g:6754535
Mazra‘at al Bakr	id=g:6754536
Jāsim Ibrāhīm	id=g:6754537
Mahdī Kaḩḩār	id=g:6754538
‘Alī ‘Ubayd	id=g:6754539
‘Abd Wahbī	id=g:6754540
‘Arab ‘Ubayd al ‘Addāy	id=g:6754541
Daykh ‘Ukāb	id=g:6754542
‘Arab Ḩasan al ‘Uşfūr	id=g:6754543
Ibrāhīm Khūwayţ	id=g:6754544
‘Abd al Ḩusayn al Bilāw	id=g:6754545
Jāsim Kāz̧im	id=g:6754546
Ḩasan al Nājī	id=g:6754547
Ghāfil Ḩamīd	id=g:6754548
Zuwayd ‘Ubayd	id=g:6754549
Kāmil Kazār	id=g:6754550
Tall Suraydīb	id=g:6754551
‘Arab Farḩān Mays	id=g:6754552
Kāz̧im ‘Awdah	id=g:6754553
Kāyim ‘Ujayl	id=g:6754554
Juḩayl ‘Ujayl	id=g:6754555
‘Arab Ithāyah ‘Īd	id=g:6754556
Qaryat aţ Ţalā’i‘	id=g:6754557
‘Āshūr ‘Alī	id=g:6754558
‘Arab Dhiyāt Mazhar	id=g:6754559
Nāyif Ţakhkhākh	id=g:6754560
‘Arab ‘Āshūr Mirzah	id=g:6754561
‘Arab Karīm ‘Alwān	id=g:6754562
Şabrī Thawr	id=g:6754563
Maţar Shihāb	id=g:6754564
‘Arab Sayyid Kāz̧im an Nafl	id=g:6754565
Maḩaţţat aḑ Ḑakhkh al Ūlá	id=g:6754566
Ţu‘mah Ḩāsim	id=g:6754567
Ḩassūn Juwayr	id=g:6754568
‘Abbūd Ḩamzah Shahd	id=g:6754569
Hindī Ghudāfah	id=g:6754570
Qaryat Abū Kaţn	id=g:6754571
Qaryat al ‘Azīzīyah	id=g:6754572
Al ‘Amīyah	id=g:6754573
Nahr al ‘Amīyah	id=g:6754574
Qaryat ash Shahwānīyah	id=g:6754575
‘Abd Allāh Muḩsin	id=g:6754576
Qaryat al ‘Ibārah	id=g:6754577
Naşīf Jāsim	id=g:6754578
Nahr Abū Khanāzīr	id=g:6754579
Zughayr Ḩamzah	id=g:6754580
Nahr Mardīf	id=g:6754581
‘Ubayd Maţar	id=g:6754582
Qaryat Umm Naslī	id=g:6754583
Madlūl ‘Ubayd	id=g:6754584
‘Arab Ḩusayn al Jabbār	id=g:6754585
Muḩammad al Mājah	id=g:6754586
Qaryat Ḩamad al Ḩusayn	id=g:6754587
Fāḑil Majūl	id=g:6754588
Qaryat al ‘Ār	id=g:6754589
Qaryat al Khājī	id=g:6754590
Qaryat al ‘Ammār	id=g:6754591
Ḩamzah al Fayḩān	id=g:6754592
Nahr Abū ‘Ayn	id=g:6754593
Warwar	id=g:6754594
Qaryat Abū Kuşaybah	id=g:6754595
Qaryat ar Rīfīyah	id=g:6754596
‘Arab Khuḑayr al Ḩasan	id=g:6754597
‘Arab Dāwud Thāmir	id=g:6754598
‘Arab ‘Abd Zayd	id=g:6754599
Bū Rumayl ash Sharjī	id=g:6754600
Abū Rumayl al Gharbī	id=g:6754601
Qaryat Ālbū ‘Āyid	id=g:6754602
Ālbū Nazzāl	id=g:6754603
Nahr al Nīl al Qadīm	id=g:6754604
Nahr al Ḩusaynīyah	id=g:6754605
Nahr ‘Abd ar Razzāq al Jalabī	id=g:6754606
‘Arab al Jubūr	id=g:6754607
‘Arab Ālbū Rabī‘	id=g:6754608
Umm al Waylād	id=g:6754609
‘Arab ar Rāshidīyah	id=g:6754610
Qaryat al Khalfah	id=g:6754611
Tall al Ḩalfah	id=g:6754612
‘Arab Zayd al ‘Alī	id=g:6754613
Nāz̧irīyat al Amal	id=g:6754614
Tāyih Ḩamad	id=g:6754615
‘Ubayd Mukhlif	id=g:6754616
‘Abdūl Şabāḩ	id=g:6754617
‘Arab Ālbū Ţayf	id=g:6754618
Khuḑayr Muḩsin	id=g:6754619
‘Ulyawī Maḩān	id=g:6754620
Abū ‘Ayn	id=g:6754621
Qaryat ash Shurūq	id=g:6754622
Nahr al Ḩamīdī	id=g:6754623
Nahr al Jumhūrīyah al Qadīm	id=g:6754624
Nahr al ‘Awdah	id=g:6754625
Qaryat al Ikhā’	id=g:6754626
Nahr al Hindīyah al Qadīm	id=g:6754627
Qaryat kuttāb al Ḩumr	id=g:6754628
Jadwal Bābil	id=g:6754629
Farḩāt ‘Abd ar Razzāq	id=g:6754630
Maḩaţţat Ḑakhkh ath Thānī	id=g:6754631
Mabzal al Maḩmūdīyat ar Ra’ysī	id=g:6754632
Mabzal al Māliḩ	id=g:6754633
Qaryat al Ḩurrīyah	id=g:6754634
Madrasat Nāz̧rīyah Zirā‘īyah	id=g:6754635
Al Fari‘ al Thālith Lil Rayy	id=g:6754636
‘Arab Ḩusayn ‘Alī	id=g:6754637
Qaḑā’ aş Şuwīrah	id=g:6754638
Ḩayy al ‘Urūbah	id=g:6754639
Bayş Rāḑī	id=g:6754640
Muḩammad al Ḩamad	id=g:6754641
Qaryat al Ḩawuz al Sharqī	id=g:6754642
Tall Abū Milḩ	id=g:6754643
Kitāb Raḩīm	id=g:6754644
Mashrū‘ Kuşaybah	id=g:6754645
Tall Abū Şukhayr	id=g:6754646
Naşīf Jāsim	id=g:6754647
Kāz̧im Ḩusayn	id=g:6754648
Kāz̧im Judayḩ	id=g:6754649
Arāḑī Shuḩaymīyah	id=g:6754650
Arāḑī Shuḩaymīyah	id=g:6754651
Kāz̧im ‘Alī	id=g:6754652
Z̧āhir Ḩamādī	id=g:6754653
Jawdat Muhnā	id=g:6754654
Qal‘at Salmān ‘Alwān	id=g:6754655
Ad Dabbūsīyah	id=g:6754919
Ţarīq al Ḩaj	id=g:6754920
Makhfar Ḩudūd al Dabbūsīyah	id=g:6754921
Sha‘īb ad Dabbūsiyah	id=g:6754922
Sha‘īb aţ Ţabakh	id=g:6754923
Tall al ‘Arūfah	id=g:6754924
Al ‘Aşīmah	id=g:6754925
Makhfar Ḩudūd Suwayf	id=g:6754926
Wādī Suwayf	id=g:6754927
Ḩazm ash Shaḑy	id=g:6754928
Al Jazīrah	id=g:6754929
‘Ukaylat al Kanāşīyah	id=g:6754930
Ḩasū adh Dhayb	id=g:6754931
Rujm al Khalījah	id=g:6754932
Al Adyān	id=g:6754933
Duwaykhlat al Adyān	id=g:6754934
Maftūl ash Shāyib	id=g:6755768
Tall Ḩacham	id=g:6755769
Al Ḩumaydāt	id=g:6755770
Nahr al ‘Ajam	id=g:6755771
Mi‘dhab	id=g:6755772
Shukhayrī	id=g:6755773
Al ‘Ajam	id=g:6755774
Tall Aknī	id=g:6755775
Tall al Ḩanz̧alīyah	id=g:6755776
Īshān Imkhinah	id=g:6755777
Ābū Rāyāt	id=g:6755778
Abū Rāyāt	id=g:6755779
Garmat al Ḩamrah	id=g:6755780
Ālbū Ḩusayn	id=g:6755781
Tall Umm ‘Itāf	id=g:6755782
Nāşir al Ḩusayn	id=g:6755783
Unbūb Nafţ Kūt-Nāşirīyah	id=g:6755784
Nahr al Gharrāfah	id=g:6755785
Ālbū Shanān	id=g:6755786
‘Arab al Bīgāt wa al Jarrāḩ	id=g:6755787
Ţarrād al Kahf	id=g:6755788
Samīrah al Muţlak	id=g:6755789
Raḩīm	id=g:6755790
Al Jammālah	id=g:6755791
‘Alī al Ḩassānī	id=g:6755792
Qal‘at Tarkhurmah	id=g:6755793
Bismāyah	id=g:6755794
Tall Abū Şukhayr	id=g:6755795
Tall al Jurnah al Atharī	id=g:6755796
Tall aş Şukhayrī	id=g:6755797
Tall al Maḩraf	id=g:6755798
Rusayn	id=g:6755799
Shaţţ Umm ad Dūd	id=g:6755800
Nahr al Mu‘allaq	id=g:6755801
As Sayyid Khaţţār	id=g:6755802
Washar	id=g:6755803
Zāyif	id=g:6755804
Tall Chatkā	id=g:6755805
Sawādī ar Rasan	id=g:6755806
‘Abbūd	id=g:6755807
Kharā’ib al Marāshidah	id=g:6755808
‘Abd al Ḩusayn	id=g:6755809
Mushayţ	id=g:6755810
Sharīf Āl Nawwām	id=g:6755811
Sayyid Raḩīm	id=g:6755812
‘Arab Muwāzī	id=g:6755813
Khiḑr Āl Muḩaysin	id=g:6755814
Ḩājj Fayşal	id=g:6755815
Tall Ābū Ḩawālī	id=g:6755816
Mukhaylif aţ Ţu‘mah	id=g:6755817
Qaryat Khayḑīyah	id=g:6755818
Nahr al Fayḑah	id=g:6755819
Ribāţ al Jammās	id=g:6755820
Wahīb ar Rabbāţ	id=g:6755821
Ālbū Thābit	id=g:6755822
Nahr ash Shāsh	id=g:6755823
Mazyūd	id=g:6755824
Tall Murawwiḩ	id=g:6755825
Īshān Barghashah	id=g:6755826
Tall Miknās	id=g:6755827
Kharā’ib al Bādiyah	id=g:6755828
Shaţţ as Sabīl	id=g:6755829
Nahr ath Thāmirīyah	id=g:6755830
Tall Şuwayfī	id=g:6755831
Ālbū Sharīf	id=g:6755832
Şuwaylī	id=g:6755833
Īshān Bilyādah	id=g:6755834
Īshān Abū Ḑab‘	id=g:6755835
Tall al Haybī	id=g:6755836
‘Abd ‘Awn	id=g:6755837
‘Arab Sulaymān	id=g:6755838
Ḩusayn al Wādī	id=g:6755839
Al Marāshidah	id=g:6755840
Muḩammad al Idrīs	id=g:6755841
Munshid Khulayf	id=g:6755842
Jamā‘at Safīḩ	id=g:6755843
Āl Şuḩḩī	id=g:6755844
Sājat wa Faza‘ ad Diflah	id=g:6755845
‘Arab Safīḩ an Nāyif	id=g:6755846
‘Arab al ‘Awājil	id=g:6755847
Muḩaysin	id=g:6755848
Ash Sha‘būţ	id=g:6755849
Tall al Jurnah	id=g:6755850
‘Arab Tāmir az Zughayr	id=g:6755851
Banī Rukāb	id=g:6755852
Ḩasan al ‘Ijjah	id=g:6755853
Sha‘būţ al Udhayrah	id=g:6755854
Jamā‘at ‘Awwād	id=g:6755855
Tall al Ḩamrīyah	id=g:6755856
Āl Mazyūd	id=g:6755857
Tall ‘Ukāsh	id=g:6755858
Nahr al ‘Awjah	id=g:6755859
Sayyid Kabar	id=g:6755860
Al ‘Ulaywī	id=g:6755861
‘Ājil Luftah	id=g:6755862
Imām Z̧āhir	id=g:6755863
Qal‘at Īrān	id=g:6755864
Tall ach Chabāyish al Atharī	id=g:6755865
Tall al Ḩays al Atharī	id=g:6755866
Qal‘at Ţalfah	id=g:6755867
Ālbū ‘Ulaywī	id=g:6755868
Rabb Ālbū ‘Ulaywī	id=g:6755869
Shaţţ Kār al Qadīm	id=g:6755870
Jum‘ah	id=g:6755871
Qal‘at Nakad	id=g:6755872
Qal‘at Dābūnah	id=g:6755873
Qal‘at aţ Ţawīl	id=g:6755874
Tall Abū Nabbūrah	id=g:6755875
Tall Barīkh	id=g:6755876
Tall Birbās	id=g:6755877
Maqbarat Maqām Şāḩib az Zamān	id=g:6755878
‘Ajīl Minqāsh	id=g:6755879
‘Arab ‘Abd Allāh al Muţlaq	id=g:6755880
Nahr aţ Ţabr	id=g:6755881
Ḩarbī Āl Ḩumaydah	id=g:6755882
Qaryat Ḩatḩūt	id=g:6755883
‘Arab ‘Abbās al Halāmah	id=g:6755884
‘Arab Hilāmah	id=g:6755885
Tall al Jabbārīyah	id=g:6755886
‘Arab Şāliḩ	id=g:6755887
Āl Sāyir	id=g:6755888
Tall Im‘ayrāt	id=g:6755889
Qal‘at Muzlaq	id=g:6755890
Kalah	id=g:6755891
Qal‘at Abū Sawdah	id=g:6755892
Tall Gurayn	id=g:6755893
Qal‘at al Mu’minah	id=g:6755894
Shiyā‘ Āl Jūdah	id=g:6755895
‘Arab Shākir	id=g:6755896
Tall Muraybi‘	id=g:6755897
Sayyid Karīm Āl Yāsir	id=g:6755898
Tall al Mu’minah	id=g:6755899
Tall al Ḩamām	id=g:6755900
Tall Abū al Baţţ	id=g:6755901
‘Arab Jallāb al Jābir	id=g:6755902
‘Arab Najīb as Sayjar	id=g:6755903
Tall Umm al ‘Ajāyib	id=g:6755904
Al Maşayfī	id=g:6755905
Al Ḩājj Khalaf	id=g:6755906
‘Arab ‘Abd al Ḩusayn	id=g:6755907
Qaryat al Ḩamīdīyah	id=g:6755908
Wādī Garmah Jadīd	id=g:6755909
Āl Yūsif	id=g:6755910
Tall Churkhah	id=g:6755911
Tall Aykīmah	id=g:6755912
Tall Hurayrah	id=g:6755913
Maftūl Umm Durmān	id=g:6755914
Tall al ‘Ajāj	id=g:6755915
Maftūl az Zu‘ayrī	id=g:6755916
Tall Jayyid al Atharī	id=g:6755917
Tall Malţūs	id=g:6755918
Imām as Sayyid Jalīl	id=g:6755919
