Republic of Kenya	id=g:192950
Kaatine	id=g:195854
Kaathi	id=g:195855
Kaathene	id=g:195856
Kaasya	id=g:195857
Kaasya	id=g:195858
Kaasya	id=g:195859
Kaasya	id=g:195860
Kaasya	id=g:195861
Kaapus	id=g:195862
Kaapuru	id=g:195863
Kaanja	id=g:195864
Kaani Sub-Location	id=g:195865
Kaani	id=g:195866
Kaani	id=g:195867
Kaani	id=g:195868
Kaangole	id=g:195869
Kaangini	id=g:195870
Kaamisitu	id=g:195871
Kaamarandi	id=g:195872
Kaaling	id=g:195873
Kaaling	id=g:195874
Kaalim	id=g:195875
Kaahungu	id=g:195876
Kaagogi	id=g:195877
Kaaga	id=g:195878
Kaabwa	id=g:195879
Kaabole	id=g:195880
Kaabilikeret	id=g:195881
Juu	id=g:195882
Junju Location	id=g:195883
Junju	id=g:195884
Junju	id=g:195885
Junju	id=g:195886
Junja Corner	id=g:195887
Ziwa la Junja	id=g:195888
Junja	id=g:195889
Junja	id=g:195890
Jungle Estate	id=g:195891
Jungeri	id=g:195892
Junda Creek	id=g:195893
Ras Junda	id=g:195894
Junda	id=g:195895
Jumba la Mtwana	id=g:195896
Jumamosi	id=g:195897
Julan Hills	id=g:195898
Jujuliet	id=g:195899
Juja Farm	id=g:195900
Juja Estate	id=g:195901
Juja	id=g:195902
Joyce Kilima Kiu Estate	id=g:195903
Jouberts	id=g:195904
Josephs	id=g:195905
Josef Glacier	id=g:195906
Jordan	id=g:195907
Jora	id=g:195908
Jora	id=g:195909
Jora	id=g:195910
God Jope	id=g:195911
Jonyo	id=g:195912
Jonyo	id=g:195913
Jomvu Sub-Location	id=g:195914
Jomvu	id=g:195915
Jomo Kenyatta Airport Nairobi	id=g:195916
Johnakenzis Dam	id=g:195917
Point John	id=g:195918
Jogoror	id=g:195919
Jogoo	id=g:195920
Jogolo	id=g:195921
Jiweni	id=g:195922
Jirtoi	id=g:195923
Jirole	id=g:195924
Jirole	id=g:195925
Jirma Garse	id=g:195926
Jirma	id=g:195927
Gar Jirimi	id=g:195928
Jirime Gubata	id=g:195929
Jiraa	id=g:195930
Jipe Sisal Estates	id=g:195931
Jipe	id=g:195932
Jinja Sub-Location	id=g:195933
Jina Sub-Location	id=g:195934
Jina	id=g:195935
Jimo	id=g:195936
Jimetune	id=g:195937
Jimetunda	id=g:195938
Jimbo Sub-Location	id=g:195939
Ras Jimbo	id=g:195940
Jimbo	id=g:195941
Jimba Sub-Location	id=g:195942
Jimba	id=g:195943
Mado Jima	id=g:195944
Jilore Ziani Sub-Location	id=g:195945
Jilore Sub-Location	id=g:195946
Jilore Location	id=g:195947
Lake Jilore	id=g:195948
Jilore	id=g:195949
Hara Jilo	id=g:195950
Jilba	id=g:195951
Jilango	id=g:195952
Hara Jila	id=g:195953
Jila	id=g:195954
Jila	id=g:195955
Jikole	id=g:195956
Jibota	id=g:195957
Jibisa	id=g:195958
Jibisa	id=g:195959
Jeuri	id=g:195960
Jeuri	id=g:195961
Jesume	id=g:195962
Fort Jericho	id=g:195963
Jera	id=g:195964
Jeprok	id=g:195965
Jepkayai Sub-Location	id=g:195966
Oldoinyo Jengonobir	id=g:195967
Jeneri Waterhole	id=g:195968
Jemogo	id=g:195969
Jembi	id=g:195970
Jemange	id=g:195971
Faf Jelu	id=g:195972
Jelangor	id=g:195973
Jego Sub-Location	id=g:195974
Jego	id=g:195975
Jebkararat	id=g:195976
Jebilat	id=g:195977
Laga Jarti Guda	id=g:195978
Jarti Guda	id=g:195979
El Jarse	id=g:195980
Jarsaguda	id=g:195981
Jari Hills	id=g:195982
Jarigole	id=g:195983
Jarba	id=g:195984
Jara Jila	id=g:195985
Jara Jila	id=g:195986
Jarabuni	id=g:195987
Wel Jara	id=g:195988
Laga Jara	id=g:195989
Jara	id=g:195990
Jara	id=g:195991
Jara	id=g:195992
Jara	id=g:195993
Jara	id=g:195994
Jara	id=g:195995
Janoni	id=g:195996
Janju	id=g:195997
Janjani	id=g:195998
Janjani	id=g:195999
Jamoni	id=g:196000
Jamji Tea Factory	id=g:196001
Jamji	id=g:196002
Jamhuri Park	id=g:196003
Jamhuri Park	id=g:196004
James Point	id=g:196005
Jambo Sub-Location	id=g:196006
Jambo	id=g:196007
Jambele	id=g:196008
Jambe	id=g:196009
Jambe	id=g:196010
Jaleny	id=g:196011
Laga Jaldesa	id=g:196012
Jaldesa	id=g:196013
Jajuss	id=g:196014
Laga Jajaba	id=g:196015
Jairos	id=g:196016
Jahazini	id=g:196017
Arba Jahan	id=g:196018
Jahan	id=g:196019
Jagartiek	id=g:196020
Jaffa Bridge	id=g:196021
Jadini Hotel	id=g:196022
Jacaranda Coffee Research Station	id=g:196023
Jabich	id=g:196024
Jaban	id=g:196025
Izaak Walton Inn	id=g:196026
Iyole	id=g:196027
Iyego Ihiga	id=g:196028
Iyego	id=g:196029
Iyego	id=g:196030
Iyego	id=g:196031
Iyanguli	id=g:196032
Iyamani Dam	id=g:196033
Iyabe	id=g:196034
Iyabe	id=g:196035
Ras Iwetine	id=g:196036
Jiwe la Manda	id=g:196037
Iwango	id=g:196038
Ivuse	id=g:196039
Ivonda	id=g:196040
Ivona	id=g:196041
Iviani Kwa Matundu	id=g:196042
Iviani	id=g:196043
Iviani	id=g:196044
Ivia Itheethe	id=g:196045
Iveti Location	id=g:196046
Iveti Hills	id=g:196047
Iveti Forest	id=g:196048
Iveti	id=g:196049
Iuuma Sub-Location	id=g:196050
Iuuma	id=g:196051
Iuuma	id=g:196052
Iutamboo	id=g:196053
Iusya	id=g:196054
Iuani Sub-Location	id=g:196055
Iuani Hills	id=g:196056
Iuani	id=g:196057
Iuani	id=g:196058
Iuani	id=g:196059
Iuani	id=g:196060
Ituru	id=g:196061
Itunguu	id=g:196062
Itunga	id=g:196063
Itundu	id=g:196064
Itumbu Sub-Location	id=g:196065
Itumbule Sub-Location	id=g:196066
Itumbule School	id=g:196067
Itumbule	id=g:196068
Itumbole Dam	id=g:196069
Itumbini	id=g:196070
Itumbe	id=g:196071
Itumbe	id=g:196072
Itumbe	id=g:196073
Itumba	id=g:196074
Itumba	id=g:196075
Itumani Dam	id=g:196076
Itululu	id=g:196077
Itulu	id=g:196078
Itukatena	id=g:196079
Itugururu	id=g:196080
Ituandua	id=g:196081
Ittirr Plain	id=g:196082
Itootooni	id=g:196083
Itongola	id=g:196084
Itoleka Sub-Location	id=g:196085
Itoleka	id=g:196086
Itoleka	id=g:196087
Itolani	id=g:196088
Itoga	id=g:196089
Itoangi	id=g:196090
Ititu	id=g:196091
Ititu	id=g:196092
Ititu	id=g:196093
Ititu	id=g:196094
Ititu	id=g:196095
Ititi	id=g:196096
Ititi	id=g:196097
Itithini Hotel	id=g:196098
Itingoni Dam	id=g:196099
Itimu	id=g:196100
Itiluku	id=g:196101
Itikoni Dam	id=g:196102
Itikoni	id=g:196103
Itika Wells	id=g:196104
Itigo	id=g:196105
Itierio	id=g:196106
Itiene	id=g:196107
Itibo	id=g:196108
Itibo	id=g:196109
Itibo	id=g:196110
Itibo	id=g:196111
Itiati	id=g:196112
Itiani	id=g:196113
Itiani	id=g:196114
Itiani	id=g:196115
Itia	id=g:196116
Ithwaiani	id=g:196117
Ithuru	id=g:196118
Ithunga	id=g:196119
Ithundu	id=g:196120
Ithumula Sub-Location	id=g:196121
Ithumbi	id=g:196122
Ithumbi	id=g:196123
Ithumba	id=g:196124
Ithumba	id=g:196125
Ithumba	id=g:196126
Ithumba	id=g:196127
Ithumba	id=g:196128
Ithumba	id=g:196129
Ithokwe	id=g:196130
Ithokwe	id=g:196131
Ithoku	id=g:196132
Ithiyani	id=g:196133
Ithirameru	id=g:196134
Ithindiki	id=g:196135
Ithimbari	id=g:196136
Ithimani Sub-Surface Dam	id=g:196137
Ithimani	id=g:196138
Ithima Location	id=g:196139
Ithima	id=g:196140
Ithima	id=g:196141
Ithikwa	id=g:196142
Ithigeini	id=g:196143
Itherui	id=g:196144
Itheru	id=g:196145
Ithenze Grazing Area	id=g:196146
Ithenguri	id=g:196147
Ithemwegi	id=g:196148
Ithemboni Dam	id=g:196149
Ithemboni	id=g:196150
Ithemboni	id=g:196151
Ithekahuno Sub-Location	id=g:196152
Ithekahuno	id=g:196153
Ithareni	id=g:196154
Ithareni	id=g:196155
Ithanji Sub-Location	id=g:196156
Ithanji Mbaya	id=g:196157
Ithanji	id=g:196158
Ithanji	id=g:196159
Ithanji	id=g:196160
Ithanji	id=g:196161
Ithanguni	id=g:196162
Ithangathi	id=g:196163
Ithangathi	id=g:196164
Ithangathi	id=g:196165
Ithanga Sub-Location	id=g:196166
Ithanga Location	id=g:196167
Ithangaini	id=g:196168
Ithanga Hills	id=g:196169
Ithanga Estate	id=g:196170
Ithanga	id=g:196171
Ithanga	id=g:196172
Ithanga	id=g:196173
Ithaithi	id=g:196174
Ithaeni Sub-Location	id=g:196175
Ithaeni	id=g:196176
Itete	id=g:196177
Itetani Sub-Location	id=g:196178
Itetani School	id=g:196179
Itetani	id=g:196180
Itetani	id=g:196181
Iteta	id=g:196182
Itenyi	id=g:196183
Iten Dam	id=g:196184
Iten	id=g:196185
Itemeini Sub-Location	id=g:196186
Itembogo	id=g:196187
Itembe Settlement	id=g:196188
Itegero	id=g:196189
Itare	id=g:196190
Itare	id=g:196191
Itarara	id=g:196192
Itan	id=g:196193
Itailale	id=g:196194
Itaga	id=g:196195
Ngimurua Itae	id=g:196196
Murua Itae	id=g:196197
Murua Itae	id=g:196198
Murua Itae	id=g:196199
Itabua Sub-Location	id=g:196200
Itabua	id=g:196201
Itabalia	id=g:196202
Itaba	id=g:196203
Itaani Coffee Nursery	id=g:196204
Isyukoni	id=g:196205
Isuvya	id=g:196206
Isuvya	id=g:196207
Isulu	id=g:196208
Isukoni	id=g:196209
Isukha Location	id=g:196210
Issas Sub-Location	id=g:196211
Issas	id=g:196212
Isovya School	id=g:196213
Isongo Sub-Location	id=g:196214
Isongo	id=g:196215
Isoito Lolngojine	id=g:196216
Isoito Adoru Escarpment	id=g:196217
Isogi	id=g:196218
Isogi	id=g:196219
Isoge	id=g:196220
Island Farm	id=g:196221
Iskufout	id=g:196222
Isiyiamalil	id=g:196223
Isivuni	id=g:196224
Isiukhu	id=g:196225
Isirkon	id=g:196226
Isiolo Trust Land	id=g:196227
Isiolo District	id=g:196228
Isiolo Buffalo Springs Game Reserve	id=g:196229
Isiolo	id=g:196230
Isiolo	id=g:196231
Isinya Oiborr	id=g:196232
Isinya	id=g:196233
Isinya	id=g:196234
Isinya	id=g:196235
Isinya	id=g:196236
Isinon	id=g:196237
Isinga Sub-Location	id=g:196238
Isinga	id=g:196239
Isilale	id=g:196240
Ishiru Sub-Location	id=g:196241
Ishiru	id=g:196242
Ishikiti	id=g:196243
Ishiara	id=g:196244
Ishakani	id=g:196245
Isgois	id=g:196246
Isei	id=g:196247
Isecheno	id=g:196248
Isecha	id=g:196249
Isebania Sub-Location	id=g:196250
Isebania	id=g:196251
Isebania	id=g:196252
Isaria	id=g:196253
Isanta	id=g:196254
Isanga Ridge	id=g:196255
Isanga Dam	id=g:196256
Isanda	id=g:196257
Isanda	id=g:196258
Isampin	id=g:196259
Isagana	id=g:196260
Isaani Dam	id=g:196261
Isaani	id=g:196262
Iryionomoch	id=g:196263
Iruru Forest	id=g:196264
Iruri	id=g:196265
Iruri	id=g:196266
Iruri	id=g:196267
Irura	id=g:196268
Irunguni	id=g:196269
Irungu	id=g:196270
Iruma	id=g:196271
Iruma	id=g:196272
Irrisheta	id=g:196273
Irrisheta	id=g:196274
Kubi Irra	id=g:196275
Irpoori	id=g:196276
Irong Sub-Location	id=g:196277
Irong Location	id=g:196278
Irondi	id=g:196279
Irizi	id=g:196280
Doinyo Iringa	id=g:196281
Irindiro	id=g:196282
Irima	id=g:196283
Irima	id=g:196284
Iriguini	id=g:196285
Irigu	id=g:196286
Irigonga	id=g:196287
Iriga Sub-Location	id=g:196288
Iriga	id=g:196289
Iriba ya Jaman	id=g:196290
Iribajamshiga	id=g:196291
Iribajamshiga	id=g:196292
Iribajalugu	id=g:196293
Iriatune Sub-Location	id=g:196294
Iriani	id=g:196295
Iriamurai	id=g:196296
Iria Itheethe	id=g:196297
Iriaini Location	id=g:196298
Irgimba	id=g:196299
Iresikunor	id=g:196300
Irese Ilodima	id=g:196301
Irerr	id=g:196302
Irera	id=g:196303
Iremito	id=g:196304
Irembu	id=g:196305
Iregi	id=g:196306
Irbus	id=g:196307
Irati	id=g:196308
Iraru	id=g:196309
Irangi	id=g:196310
Irangata Abachula	id=g:196311
Iranda	id=g:196312
Irana	id=g:196313
Irabari	id=g:196314
Inyuu	id=g:196315
Inyululu	id=g:196316
Inyokoni	id=g:196317
Inyeka	id=g:196318
Laga Inyafaraka	id=g:196319
Inyafaraka	id=g:196320
Intona	id=g:196321
Intinyika	id=g:196322
Inono Plantation	id=g:196323
Inon Korvirr	id=g:196324
Inoi Location	id=g:196325
Inkulupuok Naaibor	id=g:196326
Inkorikashi	id=g:196327
Inkoirienito	id=g:196328
Inkiposorogi	id=g:196329
Inkipikoni Sub-Section	id=g:196330
Injerian	id=g:196331
Injerian	id=g:196332
Ingrir	id=g:196333
Ingotse Sub-Location	id=g:196334
Ingotse	id=g:196335
Ingotse	id=g:196336
Ingoko	id=g:196337
Ingkatorongoi	id=g:196338
Ndoinyo Ingineje	id=g:196339
Ingile Waterhole	id=g:196340
Ingile	id=g:196341
Ingidi	id=g:196342
Inghi Farm	id=g:196343
Ingeli	id=g:196344
Ingegwi	id=g:196345
Ingartaati	id=g:196346
Ineletum	id=g:196347
Inego Sub-Location	id=g:196348
Indoinyo Esambu	id=g:196349
Indoinyo Eloormeuti	id=g:196350
Indikirro Emokotan	id=g:196351
Indangalasia Sub-Location	id=g:196352
Indangalasia Sub-Location	id=g:196353
Indangalasia	id=g:196354
Indangalasia	id=g:196355
Indangalasia	id=g:196356
Inchaldukin	id=g:196357
Inaya Sub-Location	id=g:196358
Inaya	id=g:196359
Imutatin	id=g:196360
Impolosi	id=g:196361
Impiron	id=g:196362
Impiron	id=g:196363
Impala Point	id=g:196364
Iminuet	id=g:196365
Imilimi	id=g:196366
Imenti	id=g:196367
Imenbet	id=g:196368
Imbolia Dam	id=g:196369
Imbo	id=g:196370
Imbiu	id=g:196371
Imbale	id=g:196372
Imba Forest	id=g:196373
Imba	id=g:196374
Imayen	id=g:196375
Imambariswani	id=g:196376
Imale	id=g:196377
Imale	id=g:196378
Imalaba	id=g:196379
Imalaba	id=g:196380
Ilusya Sub-Location	id=g:196381
Ilungu	id=g:196382
Ilulakul	id=g:196383
Iluku	id=g:196384
Ilugwa	id=g:196385
Iluai	id=g:196386
Ilturot Lolayioik	id=g:196387
Ongata Ilturot	id=g:196388
Iltororto	id=g:196389
Iltirim	id=g:196390
Iltilal	id=g:196391
Iltepes Okurro	id=g:196392
Ilpus Dam	id=g:196393
Ilpus	id=g:196394
Ilpulduk	id=g:196395
Lake Ilpolosat	id=g:196396
Ilpolei	id=g:196397
Ilpisyon	id=g:196398
Ilpisyon	id=g:196399
Ilpinguin	id=g:196400
Ilpartimaro	id=g:196401
Ilpartimaro	id=g:196402
Ilpartimaro	id=g:196403
Iloyo	id=g:196404
Iloshon	id=g:196405
Ilorgoit	id=g:196406
Ilookurro Aek	id=g:196407
Ilooiterre-Aik	id=g:196408
Ilodokilani Section	id=g:196409
Ilobi	id=g:196410
Ilngwesi Section	id=g:196411
Ilngwesi Location	id=g:196412
Ilngarua	id=g:196413
Ilndigiri Sub-Location	id=g:196414
Ilndigiri Section	id=g:196415
Ilmur	id=g:196416
Ilmpusi Lempara	id=g:196417
Ilmokuain	id=g:196418
Ilmeshuki	id=g:196419
Ilmelili Loldamat	id=g:196420
Ilmelili	id=g:196421
Ilmbireshari	id=g:196422
Ilmathima	id=g:196423
Ilmatapatu	id=g:196424
Ilmarba	id=g:196425
Ilmarba	id=g:196426
Ilmara Muroi	id=g:196427
Ilmaragweit	id=g:196428
Ilmao	id=g:196429
Ilmanyali	id=g:196430
Illutot	id=g:196431
Ilkuoneiyani	id=g:196432
Ilkujuka	id=g:196433
Ilkiushin	id=g:196434
Ilkisongo Section	id=g:196435
Ilkisongo Section	id=g:196436
Ilkisongo Section	id=g:196437
Ilkisin	id=g:196438
Ilkirimisho	id=g:196439
Ilkirapuk	id=g:196440
Ilkinopop Plateau	id=g:196441
Ilkinangop	id=g:196442
Ilkimati	id=g:196443
Ilkeyeko	id=g:196444
Ilkerin	id=g:196445
Ilkereyiani	id=g:196446
Ilkek	id=g:196447
Ilkeek Sapuki	id=g:196448
Ilkeek Pusi Hills	id=g:196449
Ilkeekorok	id=g:196450
Ilkeekonyukie Section	id=g:196451
Ilkeekonyokie Location	id=g:196452
Ilkeekonyokie	id=g:196453
Ilkeekonyokie	id=g:196454
Ilkeekonyokie	id=g:196455
Ilkeekonyokie	id=g:196456
Ilkeek Loolkokoyo Plain	id=g:196457
Ilkeek Loolkokoyo Hills	id=g:196458
Ilkeek	id=g:196459
Ilkarin	id=g:196460
Gar Ilkaria	id=g:196461
Ilkaraambuni	id=g:196462
Ilkaputiei Section	id=g:196463
Ilkaputiei	id=g:196464
Ilkalkaloi	id=g:196465
Iliyu	id=g:196466
Ilingoni	id=g:196467
Ilingoni	id=g:196468
Ilim	id=g:196469
Ililuni ya Nthuka	id=g:196470
Il Ilodokilani Section	id=g:196471
Ilika Sub-Location	id=g:196472
Ilika	id=g:196473
Ilika	id=g:196474
Iliithuku	id=g:196475
Ilibabu	id=g:196476
Ilgimirr	id=g:196477
Ilgeri	id=g:196478
Ilgerai	id=g:196479
Ilewaso Sub-Location	id=g:196480
Ilewaso Section	id=g:196481
Ileret	id=g:196482
Ilengeni	id=g:196483
Ilem-Kajokon	id=g:196484
Ilemelepo	id=g:196485
Ilemba Island	id=g:196486
Ileli Guda	id=g:196487
Ileli Dika	id=g:196488
Ileho	id=g:196489
Ildungisho	id=g:196490
Ildungisho	id=g:196491
Ildoigan	id=g:196492
Ildimat Location	id=g:196493
Ildikti	id=g:196494
Ildera	id=g:196495
Ildepen	id=g:196496
Ildebesare	id=g:196497
Ildareta	id=g:196498
Ildarakwa	id=g:196499
Ildamat Section	id=g:196500
Ildalalekutok Section	id=g:196501
Ilbusi Lenashamunyei	id=g:196502
Ilbonyuki	id=g:196503
Ilbonyeki Plains	id=g:196504
Ilbisil	id=g:196505
Ilbisil	id=g:196506
Ilbisil	id=g:196507
Ilbartuk	id=g:196508
Ilbalagelak	id=g:196509
Ilbaa Okut	id=g:196510
Ilbaa Oibor	id=g:196511
Ilbaa Oibor	id=g:196512
Ilbaa Lolgoto	id=g:196513
Ilaut	id=g:196514
Ilasit	id=g:196515
Ilasit	id=g:196516
Ilariak	id=g:196517
Ilariak	id=g:196518
Ilani	id=g:196519
Ilangi	id=g:196520
Ilamba	id=g:196521
Ilamba	id=g:196522
Ilaing’ok	id=g:196523
Ilaingarunyieni Hills	id=g:196524
Ilaingarunyieni	id=g:196525
Ilaingarunyieni	id=g:196526
Ilaingarunyeni	id=g:196527
Ilail	id=g:196528
Iladu	id=g:196529
Ilaani	id=g:196530
Ikwe	id=g:196531
Ikwe	id=g:196532
Ikuywa	id=g:196533
Ikuywa	id=g:196534
Ikuyuni	id=g:196535
Ikuu	id=g:196536
Ikutha Location	id=g:196537
Ikutha	id=g:196538
Ikutha	id=g:196539
Ikutha	id=g:196540
Ikutanthale	id=g:196541
Ikuria	id=g:196542
Ikunwa	id=g:196543
Ikungu	id=g:196544
Ikungu	id=g:196545
Ikundu	id=g:196546
Ikundu	id=g:196547
Ikundu	id=g:196548
Ikumoni Number One Dam	id=g:196549
Ikumoni Dam	id=g:196550
Ikumbo	id=g:196551
Ikumbi	id=g:196552
Ikumbi	id=g:196553
Ikumba	id=g:196554
Ikumba	id=g:196555
Ikuma	id=g:196556
Ikuma	id=g:196557
Ikulumi	id=g:196558
Ikulu	id=g:196559
Ikulia Dam	id=g:196560
Ikui Sub-Location	id=g:196561
Ikoyo	id=g:196562
Ikoro	id=g:196563
Ikoo	id=g:196564
Ikoo	id=g:196565
Ikonyero	id=g:196566
Ikongo Sub-Location	id=g:196567
Ikonge	id=g:196568
Ikonge	id=g:196569
Ikonge	id=g:196570
Ikondeni	id=g:196571
Ikomoa Dam	id=g:196572
Ikomoa Dam	id=g:196573
Ikomero Sub-Location	id=g:196574
Ikombo	id=g:196575
Ikombi Sub-Surface Dam	id=g:196576
Ikomanzuka	id=g:196577
Ikobero	id=g:196578
Ikoba	id=g:196579
Ikitor	id=g:196580
Ikinu Sub-Location	id=g:196581
Ikinu	id=g:196582
Ikinu	id=g:196583
Ikindu	id=g:196584
Ikilisa	id=g:196585
Ikerege	id=g:196586
Ikenye	id=g:196587
Moru Ike	id=g:196588
Ikathema	id=g:196589
Ikatai	id=g:196590
Ikangavya Sub-Location	id=g:196591
Ikangavya	id=g:196592
Ikanga Sub-Location	id=g:196593
Ikanga Sub-Location	id=g:196594
Ikanga Sub-Location	id=g:196595
Ikanga Sub-Location	id=g:196596
Ikanga Mutomo Location	id=g:196597
Ikanga	id=g:196598
Ikanga	id=g:196599
Ikanga	id=g:196600
Ikanga	id=g:196601
Ikanga	id=g:196602
Ikalyoni Sub-Location	id=g:196603
Ikalyoni	id=g:196604
Ikalyoni	id=g:196605
Ikalyoni	id=g:196606
Ikalotonyang	id=g:196607
Ikalaasa	id=g:196608
Ikalaasa	id=g:196609
Ikakindu	id=g:196610
Ikaasu	id=g:196611
Ijara	id=g:196612
Ijara	id=g:196613
Iiyini	id=g:196614
Iiuni Sub-Location	id=g:196615
Iiuni	id=g:196616
Iiuni	id=g:196617
Iiuni	id=g:196618
Iiuni	id=g:196619
Iimungush	id=g:196620
Iiani Sub-Location	id=g:196621
Iiani Dam	id=g:196622
Iiana	id=g:196623
Ihwagi	id=g:196624
Ihururu Sub-Location	id=g:196625
Ihururu	id=g:196626
Ihuririo Sub-Location	id=g:196627
Ihuririo	id=g:196628
Ihumbu	id=g:196629
Ihuku	id=g:196630
Ihua	id=g:196631
Ihonje	id=g:196632
Ihithe Sub-Location	id=g:196633
Ihithe Road	id=g:196634
Ihithe	id=g:196635
Ihinga	id=g:196636
Ihigaini	id=g:196637
Ihigaini	id=g:196638
Igwanjau	id=g:196639
Igunga	id=g:196640
Iguhu Sub-Location	id=g:196641
Iguameti	id=g:196642
Igoma	id=g:196643
Igoki Sub-Location	id=g:196644
Igoji Location	id=g:196645
Igoji	id=g:196646
Igoji	id=g:196647
Igoilacha	id=g:196648
Igikiro	id=g:196649
Igembe	id=g:196650
Igarie Sub-Location	id=g:196651
Igare	id=g:196652
Igara	id=g:196653
Iganjo Sub-Location	id=g:196654
Igane Sub-Location	id=g:196655
Igane	id=g:196656
Igana Sub-Location	id=g:196657
Igambangombe	id=g:196658
Igakiramba	id=g:196659
Igakala	id=g:196660
Ziwa la Idsowe	id=g:196661
Idsowe	id=g:196662
Idsowe	id=g:196663
Idsowe	id=g:196664
Idokho	id=g:196665
Idi	id=g:196666
Idepes	id=g:196667
Ideleri	id=g:196668
Idalalekutok	id=g:196669
Idakho Location	id=g:196670
Ichuuni	id=g:196671
Ichuga	id=g:196672
Ichichi Sub-Location	id=g:196673
Ichichi	id=g:196674
Icharuakano	id=g:196675
Ichamara	id=g:196676
Ichagichiru Sub-Location	id=g:196677
Ichagichiru	id=g:196678
Ichagaki Sub-Location	id=g:196679
Ichagaki	id=g:196680
Ichagaki	id=g:196681
Ichachiri	id=g:196682
Ibubi	id=g:196683
Ibrahim Uri	id=g:196684
Ibrahim Uri	id=g:196685
Ibrahim Shariwaa	id=g:196686
Ibowa Sub-Location	id=g:196687
Ibonia Estate	id=g:196688
Ibinzo	id=g:196689
Ibeno	id=g:196690
Ibencho	id=g:196691
Ibencho	id=g:196692
Ibencho	id=g:196693
Ibencho	id=g:196694
Ibara	id=g:196695
Ibanja	id=g:196696
Ibaacho	id=g:196697
Ianzoni	id=g:196698
Iangini	id=g:196699
Iang	id=g:196700
Hyrax Valley	id=g:196701
Hypax Corner	id=g:196702
Hyanza	id=g:196703
Hyaena Dam	id=g:196704
Hut Tarn	id=g:196705
Hutror	id=g:196706
Hurran Hurra	id=g:196707
Hurile	id=g:196708
Huri Hills	id=g:196709
Huri	id=g:196710
Hulugho	id=g:196711
Hulu	id=g:196712
Hulro	id=g:196713
Hulo	id=g:196714
Hulmes Bridge	id=g:196715
Hukui	id=g:196716
Huka	id=g:196717
Huho-ini	id=g:196718
Huho-ini	id=g:196719
Huhoini	id=g:196720
Huguini Road	id=g:196721
Huguini	id=g:196722
Hotomarukwan	id=g:196723
Hothori Desert	id=g:196724
Hoshingo Mdogo	id=g:196725
Horr Valley	id=g:196726
Horrade	id=g:196727
Hopkins Camp	id=g:196728
Hook Tarn	id=g:196729
Hono	id=g:196730
Honi	id=g:196731
Hongwe Island	id=g:196732
Honeymoon Hill	id=g:196733
Hombi	id=g:196734
Hombe	id=g:196735
Hombale	id=g:196736
Hombala	id=g:196737
Homba	id=g:196738
Homa Point	id=g:196739
Homa Lime Kowuor	id=g:196740
Homa Lime	id=g:196741
Homa Bay	id=g:196742
Homa Bay	id=g:196743
Homa	id=g:196744
Holode	id=g:196745
Holo-Bwanda Road	id=g:196746
Holo	id=g:196747
Holmwood Farm	id=g:196748
Hole Dadacha	id=g:196749
Hole Balanga	id=g:196750
Laga Holali	id=g:196751
Hola	id=g:196752
Hoi	id=g:196753
Hohwe	id=g:196754
Hohnel Valley	id=g:196755
Lake Hohnel	id=g:196756
Hogo	id=g:196757
Hogichu	id=g:196758
Hogichu	id=g:196759
Hoga	id=g:196760
Hoeys Bridge	id=g:196761
Ras Hodi	id=g:196762
Hobunaka	id=g:196763
Hobley Valley	id=g:196764
Hiriga Flats	id=g:196765
Hirbai	id=g:196766
Hiraman	id=g:196767
Hiraman	id=g:196768
Hippo Pool	id=g:196769
Hippo Point	id=g:196770
Mlango wa Hindi	id=g:196771
Hindi	id=g:196772
Hinde Valley	id=g:196773
Hill Farm	id=g:196774
Hill Crest Dairy	id=g:196775
Higlet	id=g:196776
Highrigg Road	id=g:196777
Highridge	id=g:196778
Highlands Number Two	id=g:196779
Highlands Number One	id=g:196780
Highland Castle	id=g:196781
Hidio Marara	id=g:196782
Mto wa Hidio	id=g:196783
Hidio	id=g:196784
Hidilathi Wells	id=g:196785
Hidden Tarn	id=g:196786
Hibwa	id=g:196787
Hewani	id=g:196788
Hermani	id=g:196789
Henzamwenye Sub-Location	id=g:196790
Heni Village	id=g:196791
Hemsteds Bridge	id=g:196792
Hembe	id=g:196793
Hemani	id=g:196794
Heldijor	id=g:196795
Heim and Forel Glacier	id=g:196796
Heilu	id=g:196797
Heilu	id=g:196798
Heho	id=g:196799
Hedida	id=g:196800
Hedaya Farm	id=g:196801
Hedad	id=g:196802
Heartbreak Camp	id=g:196803
Haytons Falls	id=g:196804
Hawthikora	id=g:196805
Hawi	id=g:196806
Hawewanje Sub-Location	id=g:196807
Hawal Wel Mered	id=g:196808
Hawal Jarso	id=g:196809
Hawal Buna	id=g:196810
Hawal Ben	id=g:196811
Hawal Ben	id=g:196812
Hawacho Sharan	id=g:196813
Hawacho Sambur	id=g:196814
Hausberg Valley	id=g:196815
Hausberg Tarn	id=g:196816
Hatha-ini	id=g:196817
Hatfield	id=g:196818
Hatatesa	id=g:196819
Hasana	id=g:196820
Hasala	id=g:196821
Harveys Stream	id=g:196822
Harvey Hill	id=g:196823
Haruru	id=g:196824
Harris Tarn	id=g:196825
Harries Road	id=g:196826
Harombobe	id=g:196827
Lagh Haro	id=g:196828
Harnuwaynu	id=g:196829
Harkisa	id=g:196830
El Harir	id=g:196831
Harir	id=g:196832
Haridfi	id=g:196833
