Bản A Ma	id=g:1591223
Pointe Taillac	id=g:2134733
Tahouta	id=g:2134734
Tahi	id=g:2134735
Pointe Tagelgil	id=g:2134736
Tafoualé	id=g:2134737
Tafia	id=g:2134738
Tafea Province	id=g:2134739
Tafakar	id=g:2134740
Récif Taéna	id=g:2134741
Taémammavi	id=g:2134742
Nézwon Taéingei	id=g:2134743
Tabwimoli	id=g:2134744
Tabwimol	id=g:2134745
Tabwémasana	id=g:2134746
Tabwé	id=g:2134747
Meslep Point	id=g:2134748
Taboutsoui	id=g:2134749
Tabounboder	id=g:2134750
Taboulan	id=g:2134751
Taboukavika	id=g:2134752
Tabol	id=g:2134753
Table Anchorage	id=g:2134754
Mont de la Table	id=g:2134755
Tabeloun	id=g:2134756
Baie Tabéloum	id=g:2134757
Tabalabalaran	id=g:2134758
Taama	id=g:2134759
Taal Nétan	id=g:2134760
Taa	id=g:2134761
Sydney School	id=g:2134762
Sydney	id=g:2134763
Séré’ama	id=g:2134764
Sulphur Bay	id=g:2134765
Sugarloaf Point	id=g:2134766
Pointe Sud-Est	id=g:2134767
Port Stanley	id=g:2134768
Île Soyés	id=g:2134769
Îlot Sowan	id=g:2134770
South-west Channel	id=g:2134771
South-west Bay	id=g:2134772
South River	id=g:2134773
South New Hebrides Trench	id=g:2134774
South Cape	id=g:2134775
Soustéo	id=g:2134776
Sousmanouébé	id=g:2134777
Baie Sourunda	id=g:2134778
Sourunda	id=g:2134779
Baie Sounwari	id=g:2134780
Sounaï	id=g:2134781
Pointe Soum-Soum	id=g:2134782
Soumabal Point	id=g:2134783
Soum	id=g:2134784
Souloua	id=g:2134785
Soulol	id=g:2134786
Soulmats	id=g:2134787
Récif Soulim	id=g:2134788
Pointe Souliématsé	id=g:2134789
Soulésori	id=g:2134790
Soulésaé	id=g:2134791
Soulépatou	id=g:2134792
Souléoutoubari	id=g:2134793
Souléouraikam	id=g:2134794
Soulénapé	id=g:2134795
Lac Soulématsi	id=g:2134796
Souléiséré	id=g:2134797
Soulé	id=g:2134798
Soulé	id=g:2134799
Souiran	id=g:2134800
Soui	id=g:2134801
Pointe Sougmas	id=g:2134802
Île Souchounlagré	id=g:2134803
Îlot Souaro	id=g:2134804
Souara	id=g:2134805
Souaélé	id=g:2134806
Sosorouariri	id=g:2134807
Sorénao	id=g:2134808
Soré	id=g:2134809
Sopel	id=g:2134810
Pointe Soourir	id=g:2134811
Soouki	id=g:2134812
Sonrha	id=g:2134813
Sola	id=g:2134814
Soiou	id=g:2134815
Baie de Soamal	id=g:2134816
Soamal	id=g:2134817
Smoienwaï	id=g:2134818
Slétassimal	id=g:2134819
Pointe Sléméliméli	id=g:2134820
Slelouré	id=g:2134821
Lac Siwi	id=g:2134822
Pointe Siwa	id=g:2134823
Sifiri Point	id=g:2134824
Siviri	id=g:2134825
Baie Sispendé	id=g:2134826
Sispendé	id=g:2134827
Mont Siop	id=g:2134828
Baie Sinowor	id=g:2134829
Cape Sinotarip	id=g:2134830
Pointe Sinionénéré	id=g:2134831
Siniona	id=g:2134832
Rocher du Sillé	id=g:2134833
Sighna	id=g:2134834
Sialan	id=g:2134835
Waï Sia	id=g:2134836
Shepherd Islands	id=g:2134837
Saktouy	id=g:2134838
Shark Bay	id=g:2134840
Rivière de Sésan	id=g:2134841
Pointe Sertola	id=g:2134842
Serroua	id=g:2134843
Pointe Séropou	id=g:2134844
Sérifroworo	id=g:2134845
Sereur	id=g:2134846
Séremba	id=g:2134847
Séoubiri	id=g:2134848
Senmasor	id=g:2134849
Sénal	id=g:2134850
Pointe Semtarbour	id=g:2134851
Sémen	id=g:2134852
Selwyn Strait	id=g:2134853
Pointe Sélé	id=g:2134854
Sélawah	id=g:2134855
Canal du Segond	id=g:2134856
Sealark	id=g:2134857
Scorff Passage	id=g:2134858
Savaroa	id=g:2134859
Savakas	id=g:2134860
Sasson	id=g:2134861
Sasouli	id=g:2134862
Sasia	id=g:2134863
Baie Sasar	id=g:2134864
Sasanadam	id=g:2134865
Sasaké Point	id=g:2134866
Sasaké Anchorage	id=g:2134867
Sasaké	id=g:2134868
Sarouaétan	id=g:2134869
Sarop	id=g:2134870
Sarmette	id=g:2134871
Pointe Sarmèt	id=g:2134872
Baie de Sarmèt	id=g:2134873
Saritamata	id=g:2134874
Sarioloy	id=g:2134875
Saratsi	id=g:2134876
Saraotou	id=g:2134877
Saranatogoro	id=g:2134878
Saranamoundou	id=g:2134879
Baie Sarana	id=g:2134880
Sarami	id=g:2134881
Saramaévor	id=g:2134882
Waï Sarakokonao	id=g:2134883
Cascade de la Sarakata	id=g:2134884
Sarakata	id=g:2134885
Saraïomo	id=g:2134886
Saraerao	id=g:2134887
Sarabo	id=g:2134888
Saouri	id=g:2134889
Saouot	id=g:2134890
Baie Saoungwa	id=g:2134891
Saouma	id=g:2134892
Saou	id=g:2134893
Saoma	id=g:2134894
Ruisseau de Sanwar	id=g:2134895
Sanwar	id=g:2134896
Santop	id=g:2134897
Sanma Province	id=g:2134898
Santé Anchorage	id=g:2134899
Cascadede Santa Maria	id=g:2134900
Sanovari	id=g:2134901
Sanoari	id=g:2134902
Sankay	id=g:2134903
Pointe Sanif	id=g:2134904
Sang’hava	id=g:2134905
Port Sandwich	id=g:2134906
Sanavatari	id=g:2134907
Pointe Sanasoup	id=g:2134908
Sanasoup	id=g:2134909
Baie du Sanasom	id=g:2134910
Sanasom	id=g:2134911
Sanapapa	id=g:2134912
Sanamba	id=g:2134913
Sanakoumbé	id=g:2134914
Samouawa	id=g:2134915
Pointe Samoa	id=g:2134916
Samo	id=g:2134917
Samet	id=g:2134918
Sameria	id=g:2134919
Sam̄éo	id=g:2134920
Sambania	id=g:2134921
Samarandas	id=g:2134922
Pointe Salwara	id=g:2134923
Saltas	id=g:2134924
Salooy	id=g:2134925
Salé	id=g:2134926
Baie Salav	id=g:2134927
Salap	id=g:2134928
Salap	id=g:2134929
Vouti Salaaro	id=g:2134930
Waï Sal	id=g:2134931
Sakélé	id=g:2134932
Sakéani	id=g:2134933
Saké	id=g:2134934
Pointe Sakao	id=g:2134935
Lathi	id=g:2134936
Sakao	id=g:2134937
Sakao	id=g:2134938
Saï	id=g:2134939
Baie Sagikwo	id=g:2134940
Safiou	id=g:2134941
Saésaé	id=g:2134942
Saé	id=g:2134943
Anse Sadin	id=g:2134944
Tayac Point	id=g:2134945
Pointe Sabato	id=g:2134946
Saama	id=g:2134947
Pointe Roworik	id=g:2134948
Rowonawo	id=g:2134949
Rowoka	id=g:2134950
Rowok	id=g:2134951
Waï Rowo	id=g:2134952
Pointe Rowo	id=g:2134953
Rowa	id=g:2134954
Rowo	id=g:2134955
Rowo	id=g:2134956
Rowa Islands	id=g:2134957
Rowa	id=g:2134958
Rowa	id=g:2134959
Rovo	id=g:2134960
Rouvé	id=g:2134961
Tavani Rourou	id=g:2134962
Roupési	id=g:2134963
Roundé	id=g:2134964
Roukounavo	id=g:2134965
Rouémarit	id=g:2134966
Rouèm	id=g:2134967
La Montagne aux Rotins	id=g:2134968
Rotal	id=g:2134969
Rose Point	id=g:2134970
Roria	id=g:2134971
Rorhos	id=g:2134972
Ropoutsoum	id=g:2134973
Récif Ronpwila	id=g:2134974
Rongrong Point	id=g:2134975
Rongétra	id=g:2134976
Ronboura Anchorage	id=g:2134977
Romouto	id=g:2134978
Pointe Romli	id=g:2134979
Baie Romiavo	id=g:2134980
Rolrolkreul	id=g:2134981
Pointe Rokao	id=g:2134982
Roghuros	id=g:2134983
Mouillage de Rodds	id=g:2134984
Pointe du Rocher Noir	id=g:2134985
Roborobo	id=g:2134986
Robago	id=g:2134987
Rive Yan	id=g:2134988
Lac River	id=g:2134989
Rivara	id=g:2134990
Cap Ririna	id=g:2134991
Rip	id=g:2134992
Ringdove Bay	id=g:2134993
Ringdove	id=g:2134994
Récif Rinali	id=g:2134995
Rikip	id=g:2134996
Waï Riki	id=g:2134997
Waï Rigi	id=g:2134998
Baie Rieur	id=g:2134999
Pointe Richard	id=g:2135000
Rhovo	id=g:2135001
Rhonnédam	id=g:2135002
Rhirmanga	id=g:2135003
Pointe Rhénamm	id=g:2135004
Rhanrhabour	id=g:2135005
Rhamram	id=g:2135006
Rhamradinbar	id=g:2135007
Rhambankmil	id=g:2135008
Rewoka Namalachi	id=g:2135009
Rewoka Naboa	id=g:2135010
Réwoka	id=g:2135011
Rewin	id=g:2135012
Révorévosaro	id=g:2135013
Baie Révolieu	id=g:2135014
Retsétal	id=g:2135015
Rétour	id=g:2135016
Baie de Rétok	id=g:2135017
Rétok	id=g:2135018
Rétiaouta	id=g:2135019
Rétélimb	id=g:2135020
Mouillage de Rétéfor	id=g:2135021
Rétéboud	id=g:2135022
Port Résolution	id=g:2135023
Rerma	id=g:2135024
Rerep	id=g:2135025
Pointe Réréa	id=g:2135026
Passage de Rêpounbaram	id=g:2135027
Répanbitipbonour	id=g:2135028
Rentapao River	id=g:2135029
Renmar	id=g:2135030
Pointe Renatio	id=g:2135031
Pointe Renalou	id=g:2135032
Remèp	id=g:2135033
Remarkable Point	id=g:2135034
Réiré	id=g:2135035
Pointe Reigi	id=g:2135036
Pointe Rébin’ham	id=g:2135037
Réba	id=g:2135038
Rawenous	id=g:2135039
Ravo	id=g:2135040
Pointe Ravété	id=g:2135041
Ravenga	id=g:2135042
Baie Ravallec	id=g:2135043
Île Ratoua	id=g:2135044
Pointe Ratard	id=g:2135045
Ratap	id=g:2135046
Rata	id=g:2135047
Raspanak	id=g:2135048
Rasfahalo	id=g:2135049
Rarho	id=g:2135050
Cape Raraow	id=g:2135051
Raraow	id=g:2135052
Rapougoura	id=g:2135053
Raovi	id=g:2135054
Raouli	id=g:2135055
Raouiopiom	id=g:2135056
Ranwilinto	id=g:2135057
Ranwas	id=g:2135058
Pointe Ranwalis	id=g:2135059
Ranvérékon	id=g:2135060
Ranuetlam	id=g:2135061
Rantop	id=g:2135062
Rantéré	id=g:2135063
Rantas	id=g:2135064
Ransaré	id=g:2135065
Baie Ranrangkeur	id=g:2135066
Ranpoutor	id=g:2135067
Ranpout	id=g:2135068
Mouillage de Ranon	id=g:2135069
Ranon	id=g:2135070
Rano	id=g:2135071
Rano	id=g:2135072
Pointe Rannou	id=g:2135073
Ranmouhou	id=g:2135074
Ranmawat	id=g:2135075
Ranliwor	id=g:2135076
Pointe Ranliharéré	id=g:2135077
Ranhor	id=g:2135078
Pointe Rangrang	id=g:2135079
Ranfatsoul	id=g:2135080
Pointe de Ranepoutété	id=g:2135081
Mont de Ranemil	id=g:2135082
Ranbwé	id=g:2135083
Pointe Ranboulétan	id=g:2135084
Ranbouilisousou	id=g:2135085
Ranbili	id=g:2135086
Ranbé Point	id=g:2135087
Rananbonn	id=g:2135088
Ramwady	id=g:2135089
Ramtanwé	id=g:2135090
Rampountimiaou	id=g:2135091
Rampounrougou	id=g:2135092
Rampounmampouo	id=g:2135093
Rampounisia	id=g:2135094
Rampounaiao	id=g:2135095
Rambouan	id=g:2135096
Rambénavoula	id=g:2135097
Rambak	id=g:2135098
Ramasméné	id=g:2135099
Ralao	id=g:2135100
Râkou	id=g:2135101
Raki	id=g:2135102
Rakara	id=g:2135103
Inwa Raka	id=g:2135104
Pointe Rahannalaou	id=g:2135105
Rafinga	id=g:2135106
Radsik	id=g:2135107
Forari	id=g:2135108
Rabouihoro	id=g:2135109
Raboua	id=g:2135110
Rabett	id=g:2135111
Pointe Rabérabé	id=g:2135112
Ra	id=g:2135113
Colline Quoïn	id=g:2135114
Cape Queiros	id=g:2135115
Île Pwotin’wol	id=g:2135116
Pointe Pwémetchin	id=g:2135117
Pwelpitou	id=g:2135118
Pwelmwel	id=g:2135119
Pwel Moul Moul	id=g:2135120
Pwelmot	id=g:2135121
Pwélivokévoké	id=g:2135122
Pwélé	id=g:2135123
Pvotin’to	id=g:2135124
Pseukel Bay	id=g:2135125
Pseukel	id=g:2135126
Pointe Poyé	id=g:2135127
Powell Point	id=g:2135128
Tavani Poutoupoutou	id=g:2135129
Poutoumiel	id=g:2135130
Poutnamotou	id=g:2135131
Pouta	id=g:2135132
Poussabier	id=g:2135133
Baie Pousman	id=g:2135134
Pourtihé	id=g:2135135
Mont Pourmaliou	id=g:2135136
Pourlivi	id=g:2135137
Pourké	id=g:2135138
Pouriawot	id=g:2135139
Pouria	id=g:2135140
Pourao	id=g:2135141
Poupouria	id=g:2135142
Pounlan	id=g:2135143
Pounéti	id=g:2135144
Pounanpioni	id=g:2135145
Pounankiké	id=g:2135146
Pounalvat	id=g:2135147
Pointe Poultabou	id=g:2135148
Poulouma	id=g:2135149
Poulouaï	id=g:2135150
Poulina	id=g:2135151
Pouko	id=g:2135152
Pointe Pouinago	id=g:2135153
Pouillet	id=g:2135154
Pouilipoé	id=g:2135155
Poualapa	id=g:2135156
Poua	id=g:2135157
Potovrou	id=g:2135158
Potousérip	id=g:2135159
Potoualin	id=g:2135160
Potnumla	id=g:2135161
Potnimpil	id=g:2135162
Potnarvin	id=g:2135163
Potnaroumpouo	id=g:2135164
Potlouzi	id=g:2135165
Potiraousak	id=g:2135166
Potéwouté	id=g:2135167
Potéwatouvoïsa	id=g:2135168
Potarnar	id=g:2135169
Port Vila Harbour	id=g:2135170
Port-Vila	id=g:2135171
Port-Vato	id=g:2135172
Port-Stanley	id=g:2135173
Riviére de Port Sandwich	id=g:2135174
Port-Olry	id=g:2135175
Port Lautour	id=g:2135176
Port-Havannah	id=g:2135177
Porotsits	id=g:2135178
Porokik	id=g:2135179
Porhlava	id=g:2135180
Porao	id=g:2135181
Popoy	id=g:2135182
Popot	id=g:2135183
Poporonous	id=g:2135184
Baie Popan’ Rawé	id=g:2135185
Pontasipsip	id=g:2135186
Ponrah	id=g:2135187
Ponporhoul	id=g:2135188
Anse Ponousia	id=g:2135189
Ponou	id=g:2135190
Ponof	id=g:2135191
Ponhouvé	id=g:2135192
Ponhouré	id=g:2135193
Baie Ponamlas	id=g:2135194
Poméno	id=g:2135195
Pomaré	id=g:2135196
Poliba	id=g:2135197
Polénia	id=g:2135198
Polémané	id=g:2135199
Pointe Polanmeudoua	id=g:2135200
Pokorivi	id=g:2135201
Mouillage de la Pointe Dip	id=g:2135202
Pohourour	id=g:2135203
Anse Pohonivé	id=g:2135204
Poétsaysay	id=g:2135205
Poarou	id=g:2135206
Poal	id=g:2135207
Ploulap	id=g:2135208
Plamaé	id=g:2135209
Pivosava	id=g:2135210
Pitikabilendromé	id=g:2135211
Inwa Pitchoo	id=g:2135212
Pinapel	id=g:2135213
Pinambo	id=g:2135214
Pointe Pinaloum	id=g:2135215
Pinaloum	id=g:2135216
Pilpar	id=g:2135217
Piloum Point	id=g:2135218
Piloé	id=g:2135219
Pilioura	id=g:2135220
Pointe Pilembouas	id=g:2135221
Pila	id=g:2135222
Piatsahi	id=g:2135223
Piasotso	id=g:2135224
Piarao	id=g:2135225
Piapoura	id=g:2135226
Piapouiarara	id=g:2135227
Piapiéo	id=g:2135228
Piamégou	id=g:2135229
Piamatsina	id=g:2135230
Piamanouré	id=g:2135231
Piamaéto	id=g:2135232
Pialapa	id=g:2135233
Pialaoré	id=g:2135234
Pialalao	id=g:2135235
Piabouboko	id=g:2135236
Piabarou	id=g:2135237
Piaapsaka	id=g:2135238
Pfélékèm	id=g:2135239
Baie Péwarwar	id=g:2135240
Pévira	id=g:2135241
Petsalili	id=g:2135242
Pétovouti	id=g:2135243
Pétouva	id=g:2135244
Pétoutoun	id=g:2135245
Pétipouri Rocher	id=g:2135246
Pétévatabo	id=g:2135247
Pétervilèm	id=g:2135248
Petersen Point	id=g:2135249
Pétel	id=g:2135250
Pétéké	id=g:2135251
Pétéao	id=g:2135252
Pétawata	id=g:2135253
Pétavahalo	id=g:2135254
Pésouma	id=g:2135255
Peskarüs	id=g:2135256
Pesia	id=g:2135257
Pésé	id=g:2135258
Pérouat	id=g:2135259
Périmengdé	id=g:2135260
Pérano	id=g:2135261
Pépoussa	id=g:2135262
Pépéta	id=g:2135263
Pépéksal	id=g:2135264
Péotan	id=g:2135265
Pentecost	id=g:2135267
Pénouwouatsor	id=g:2135268
Pointe Penoulimp	id=g:2135269
Maltinérava Island	id=g:2135270
Pénoubéré	id=g:2135271
Pénot	id=g:2135272
Péniciès	id=g:2135273
Pénératé	id=g:2135274
Pointe Pénavoui	id=g:2135275
Pénapwili	id=g:2135276
Pénapoka	id=g:2135277
Pénap	id=g:2135278
Pénaourou	id=g:2135279
Pénantsiro	id=g:2135280
Pémetch	id=g:2135281
Pélowou	id=g:2135282
Pélolathat	id=g:2135283
Pélolaba	id=g:2135284
Pélol	id=g:2135285
Peloïa	id=g:2135286
Pellonk	id=g:2135287
Pointe Péliol	id=g:2135288
Pélia	id=g:2135289
Péléworéarou	id=g:2135290
Pele Island	id=g:2135291
Pélapa	id=g:2135292
Pékoa	id=g:2135293
Pékili	id=g:2135294
Pédodol	id=g:2135295
Pêcherie	id=g:2135296
Péaroé	id=g:2135297
Péapolé	id=g:2135298
Péamélé	id=g:2135299
Pawa	id=g:2135300
Port Patteson	id=g:2135301
Lolvavana Passage	id=g:2135302
Patsowa	id=g:2135303
Anmovan	id=g:2135304
Pointe Patrib	id=g:2135305
Sinio Patouonou	id=g:2135306
Patouatawa	id=g:2135307
Patmarow	id=g:2135308
Plantation Patmandérin	id=g:2135309
Patia	id=g:2135310
Tolamp Reef	id=g:2135311
Paten	id=g:2135312
Patembiou	id=g:2135313
Patéliou	id=g:2135314
Pointe Patéal	id=g:2135315
Patasoulé	id=g:2135316
Paréo	id=g:2135317
Parél	id=g:2135318
Paravo	id=g:2135319
Paravinabas	id=g:2135320
Paras	id=g:2135321
Pararata	id=g:2135322
Parambouré	id=g:2135323
Paramavok	id=g:2135324
Pointe Papwanrawaé	id=g:2135325
Papoulasmel	id=g:2135326
Pointe Papoapé	id=g:2135327
Papasoulé	id=g:2135328
Pointe Papana	id=g:2135329
Paounkaraï	id=g:2135330
Paouléli	id=g:2135331
Paonangisu	id=g:2135332
Paona	id=g:2135333
Pao	id=g:2135334
Pointe Panwésala	id=g:2135335
Pantévamal	id=g:2135336
Panoka	id=g:2135337
Pano	id=g:2135338
Panmouwouom	id=g:2135339
Panmarha	id=g:2135340
Panlenoum	id=g:2135341
Pankoumou	id=g:2135342
Panita	id=g:2135343
Panhavoul	id=g:2135344
Pangrawamoul	id=g:2135345
P̄ang-P̄ang	id=g:2135346
Pangona	id=g:2135347
Pango Point	id=g:2135348
Pango	id=g:2135349
Pangeno Point	id=g:2135350
Waï Pangéloulou	id=g:2135351
Tavani Panga	id=g:2135352
Pancros	id=g:2135353
Panbroun	id=g:2135354
Panbo	id=g:2135355
Panbiblé	id=g:2135356
Pointe Panbiat	id=g:2135357
Mouillage de Panbellé	id=g:2135358
Panbak	id=g:2135359
Panas	id=g:2135360
Panap	id=g:2135361
Pointe Panaout	id=g:2135362
Pointe Panafnou	id=g:2135363
Pamel	id=g:2135364
Palouarii	id=g:2135365
Palouaparao	id=g:2135366
Palouanavaï	id=g:2135367
Palikulo	id=g:2135368
Palikulo Point	id=g:2135369
Palikulo Island	id=g:2135370
Palikulo Bay	id=g:2135371
Palèvèro	id=g:2135372
Palévéac	id=g:2135373
Palavol	id=g:2135374
P̄alao Bay	id=g:2135375
Palanoua	id=g:2135376
Pakpousa	id=g:2135377
Îlot Paknérénou	id=g:2135378
Pakatam	id=g:2135379
Pakaroro	id=g:2135380
Pakapoultol	id=g:2135381
Pointe Pakanampeup	id=g:2135382
Païa	id=g:2135383
Paétoré	id=g:2135384
Paé	id=g:2135385
Paatou	id=g:2135386
Paama	id=g:2135387
Baie Paalé	id=g:2135389
Baie Paabiouk	id=g:2135390
Oyip	id=g:2135391
Oyélé	id=g:2135392
Ovara	id=g:2135393
Ovaé	id=g:2135394
Ouyel	id=g:2135395
Ouweura	id=g:2135396
Pointe Ouviou	id=g:2135397
Outèr	id=g:2135398
Outa Riki	id=g:2135399
Outanlang	id=g:2135400
Oussélé	id=g:2135401
Pointe Ousoubanéri	id=g:2135402
Ousiév	id=g:2135403
Ourwarliou	id=g:2135404
Ourouvés	id=g:2135405
Ourouna	id=g:2135406
Ouromakala	id=g:2135407
Ouripé	id=g:2135408
Île Ouréouré	id=g:2135409
Île Ouré Ouré	id=g:2135410
Ouren Point	id=g:2135411
Oureboul	id=g:2135412
Ourap	id=g:2135413
Oupounram	id=g:2135414
Ounwarou	id=g:2135415
Pointe Ountovin	id=g:2135416
Ounpotndi	id=g:2135417
Baie d’ Ounoua	id=g:2135418
Ounoporapora	id=g:2135419
Nézwon Ouniaoun Metchgop	id=g:2135420
Ounèvsèm	id=g:2135421
Ounètchanytap	id=g:2135422
Ounbouen	id=g:2135423
Ounay	id=g:2135424
Ounavahé	id=g:2135425
Ounarébrébo	id=g:2135426
Ounakop	id=g:2135427
Ounaabo Point	id=g:2135428
Oumona	id=g:2135429
Baie d’ Oumetch	id=g:2135430
Oumetch	id=g:2135431
Pointe Oumanak	id=g:2135432
Oulouwa	id=g:2135433
Baie Ouliana	id=g:2135434
Oulénou	id=g:2135435
Oulé	id=g:2135436
Oulasobsob	id=g:2135437
Baie Oulamba	id=g:2135438
Rocher Oukouan	id=g:2135439
Pointe Oukni	id=g:2135440
Nézwon Oukalvaézek	id=g:2135441
Ouiro	id=g:2135442
Ougapnaerek	id=g:2135443
Ouetlilil	id=g:2135444
Rocher Ouetbarakop	id=g:2135445
Oubounpraïmé	id=g:2135446
Ouborré	id=g:2135447
Pointe Oubéla	id=g:2135448
Waï Ouasen	id=g:2135449
Waï Ouanawous	id=g:2135450
Otro	id=g:2135451
Otet	id=g:2135452
Oteini	id=g:2135453
Otas	id=g:2135454
Orowous	id=g:2135455
Orota	id=g:2135456
Oroni	id=g:2135457
Oroïbao	id=g:2135458
Baie Oro	id=g:2135459
Orimion	id=g:2135460
Oras	id=g:2135461
Rivière d’ Orap	id=g:2135462
Orap	id=g:2135463
Ora	id=g:2135464
Nafayava Ooutié	id=g:2135465
Ontowalo	id=g:2135466
Onlep	id=g:2135467
Ontar	id=g:2135468
Onesua	id=g:2135469
Onémoré	id=g:2135470
Pointe Onel	id=g:2135471
Baie Onel	id=g:2135472
Onakara	id=g:2135473
Oméa	id=g:2135474
Ombous	id=g:2135475
Olwaa	id=g:2135476
Port Olry	id=g:2135477
Olpoï	id=g:2135478
Oloui	id=g:2135479
Olou	id=g:2135480
Ololanb	id=g:2135481
Baie Olo	id=g:2135482
Olmouerto	id=g:2135483
Olbanga	id=g:2135484
Olasi	id=g:2135485
Olap	id=g:2135486
Olal	id=g:2135487
Oissir	id=g:2135488
Oildoman	id=g:2135489
Inwa Oga	id=g:2135490
Waï Nwalé	id=g:2135491
Nub Hill	id=g:2135492
Ntountou	id=g:2135493
N’petranalsou	id=g:2135494
Npénanavèt	id=g:2135495
Npénanavèt	id=g:2135496
Baie Nova	id=g:2135497
Nouvi	id=g:2135498
Nousa Point	id=g:2135499
Nouroumbat	id=g:2135500
Nourésosoro	id=g:2135501
Nountor	id=g:2135502
Nounapon	id=g:2135503
Noumon	id=g:2135504
Noulépeu	id=g:2135505
Noul	id=g:2135506
Nouen Rhamenrham	id=g:2135507
Nouénémètmap	id=g:2135508
Nosousou	id=g:2135509
Nosorlav	id=g:2135510
North Point	id=g:2135511
North New Hebrides Trench	id=g:2135512
North East Channel	id=g:2135514
North Cape	id=g:2135515
Norsup	id=g:2135516
Norsup	id=g:2135517
Îlot Norsoup	id=g:2135518
Norsoup	id=g:2135519
Noroum	id=g:2135520
Noriwa	id=g:2135521
Noringi	id=g:2135522
Norhous	id=g:2135523
Pointe Norhnondu	id=g:2135524
Pointe Nord	id=g:2135525
Nora Tankavlongi	id=g:2135526
Pointe Noralata	id=g:2135527
Nora Hounvaou	id=g:2135528
Nora	id=g:2135529
Noou	id=g:2135530
Inwa Noopol	id=g:2135531
Nonpoulba	id=g:2135532
Nonona	id=g:2135533
Nono	id=g:2135534
Nampun Umpan	id=g:2135535
Nokowoula	id=g:2135536
Nokowetmasa	id=g:2135537
Nokorouaïe	id=g:2135538
Nokonsédé	id=g:2135539
Nokongiri	id=g:2135540
Nokonbouin	id=g:2135541
Nokombilatata	id=g:2135542
Nokokoul	id=g:2135543
Noïwousi	id=g:2135544
Nohindindal	id=g:2135545
Nogougou	id=g:2135546
Nétchan Nofoanga	id=g:2135547
Nobouvilévilé	id=g:2135548
Noboros	id=g:2135549
Noaillès	id=g:2135550
Nivénou	id=g:2135551
Mont Niter	id=g:2135552
Waï Nité	id=g:2135553
Inwa Nitchiemhang	id=g:2135554
Nitchawounhou	id=g:2135555
Nézoun Nisinègen	id=g:2135556
Nisiès	id=g:2135557
Nipminou	id=g:2135558
Nipmilouis	id=g:2135559
Nipmihounpâl	id=g:2135560
Nipmihoréni	id=g:2135561
Pointe Niot	id=g:2135562
Nintenanpouar	id=g:2135563
The Ninepin	id=g:2135564
Nimkop	id=g:2135565
Cascade de Nimiraduno	id=g:2135566
Source Nilapé	id=g:2135567
Nikapa	id=g:2135568
Nikaoura	id=g:2135569
Pointe Nigaroy	id=g:2135570
Inwa Niètcheptété	id=g:2135571
Niermalak Point	id=g:2135572
Pointe Niakoum	id=g:2135573
Nétchan Niagen	id=g:2135574
Pointe Ngousouroumer	id=g:2135575
Pointe Ngousourawolonvol	id=g:2135576
Pointe Ngousourasal	id=g:2135577
Nguna Island	id=g:2135578
Pointe Ngousounérébor	id=g:2135579
Pointe Ngousounaosour	id=g:2135580
Ngeuseu Mbeuit Point	id=g:2135581
Ngouroua	id=g:2135582
Pointe Ngérévit	id=g:2135583
Pointe Ngérésoat	id=g:2135584
Pointe Ngérép-Ro	id=g:2135585
Pointe Ngérengon	id=g:2135586
Ngéré Néwet	id=g:2135587
Pointe Ngérékouer	id=g:2135588
Inwa Ngay	id=g:2135589
Inwa Ngasé	id=g:2135590
Ngalovasoro	id=g:2135591
Ngalavasorou	id=g:2135592
Nézwon Nézézi	id=g:2135593
Nétchan Nézwonangé	id=g:2135594
Nézanétcho	id=g:2135595
Pointe Neyep Yaouyaou	id=g:2135596
Néyav	id=g:2135597
New Hebrides Trench	id=g:2135598
New Hebrides Ridge	id=g:2135599
Nouvelles-Hébrides	id=g:2135600
Nével	id=g:2135601
Neuneur	id=g:2135602
Neubul	id=g:2135603
Nézwon Nétounèmla	id=g:2135604
Néto	id=g:2135605
Nétchininbéké	id=g:2135606
Nésouhoul	id=g:2135607
Neslep Creek	id=g:2135608
Nézwon Nesinyao	id=g:2135609
Nézoun Nésinopo	id=g:2135610
Nétchan Nésinèto	id=g:2135611
Inwa Néropno	id=g:2135612
Nézwon Nérop	id=g:2135613
Nétchan Nérinopo	id=g:2135614
Pointe Nérévono	id=g:2135615
Pointe Nérévélis	id=g:2135616
Néréréou	id=g:2135617
Nérenkar	id=g:2135618
Pointe Nérégat	id=g:2135619
Nèr	id=g:2135620
Inwa Nèpéso	id=g:2135621
Nézwon Népèn	id=g:2135622
Inwa Neparitio	id=g:2135623
Nemenbangarou	id=g:2135624
Nembak	id=g:2135625
Nemapkoulou	id=g:2135626
Nelvololkar	id=g:2135627
Baie Nelsom	id=g:2135628
Nézwon Nelgo	id=g:2135629
Neizouma	id=g:2135630
Néhéto	id=g:2135631
Néhatourou	id=g:2135632
Nehatlin	id=g:2135633
Néha	id=g:2135634
Nézwon Négenarou	id=g:2135635
Nétchan Néganneaing	id=g:2135636
Nefitfénéfèn	id=g:2135637
Néfilén	id=g:2135638
Ned Point	id=g:2135639
Néboubara	id=g:2135640
Baie Nébou	id=g:2135641
Nebitmaèn	id=g:2135642
Nebitlove	id=g:2135643
Nébennour	id=g:2135644
Néafou	id=g:2135645
Ndui Ndui	id=g:2135646
Ndui Ndui	id=g:2135647
Ndouroundourou	id=g:2135648
