Iwey	id=g:2136806
Koštanjevo	id=g:789218
Kostadinski Potok	id=g:789220
Kostadince	id=g:789223
Železnička Stanica Kosovska Mitrovica	id=g:789224
Mitrovicë	id=g:789225
Komuna e Kamenicës	id=g:789226
Kamenica	id=g:789227
Kosovo Polje	id=g:789228
Kosovo Polje	id=g:789229
Kosavce	id=g:789233
Kosmač	id=g:789240
Kosin	id=g:789242
Košare	id=g:789251
Košare	id=g:789252
Korizi	id=g:789265
Mali i Koritnikut	id=g:789271
Koriša	id=g:789274
Korilje	id=g:789275
Koretište	id=g:789276
Koretin	id=g:789277
Korenica	id=g:789278
Korbuliq	id=g:789280
Koprivnica	id=g:789296
Koprivnica	id=g:789297
Kopriva	id=g:789298
Koporiće	id=g:789302
Kopaonik	id=g:789307
Konjuh	id=g:789321
Konjsko	id=g:789324
Konjavica	id=g:789327
Kita Mal	id=g:789338
Komorane	id=g:789349
Kololeč	id=g:789359
Kolo	id=g:789360
Kolićska Čuka	id=g:789361
Kolić	id=g:789364
Kojuš	id=g:789375
Kojlovica	id=g:789376
Kodra Planina	id=g:789383
Kodralija	id=g:789384
Kodralija	id=g:789385
Zmijarnik	id=g:789386
Kobilja Glava	id=g:789409
Vrtop	id=g:789413
Kmetoc	id=g:789426
Klokot	id=g:789427
Klobukar	id=g:789432
Stanišorka	id=g:789439
Klisura	id=g:789446
Klinafc	id=g:789448
Kliqinë	id=g:789451
Komuna e Klinës	id=g:789453
Klina	id=g:789454
Klina	id=g:789455
Klečka	id=g:789472
Kladernica	id=g:789489
Kitka	id=g:789493
Kishnapole	id=g:789501
Kišna Reka	id=g:789502
Kisela Banja	id=g:789511
Kijevski Potok	id=g:789519
Kijevo	id=g:789521
Kijevčiće	id=g:789522
Kašica	id=g:789550
Korenik	id=g:789558
Karašinđerđ	id=g:789568
Karadag	id=g:789581
Kapra	id=g:789587
Kepenica	id=g:789616
Kamenica	id=g:789620
Kamenica	id=g:789627
Kamena Glava	id=g:789637
Kaljatica	id=g:789661
Kaličane	id=g:789671
Kajkovo	id=g:789697
Gures	id=g:789701
Kaćina Glava	id=g:789710
Kačikol	id=g:789711
Kačibeg	id=g:789712
Komuna e Kaçanikut	id=g:789720
Kačanik	id=g:789721
Kačanička Klisura	id=g:789722
Kačandolska Reka	id=g:789723
Kabaš Has	id=g:789726
Kabaš	id=g:789727
Kabaš	id=g:789728
Junik	id=g:789739
Junake	id=g:789740
Jović	id=g:789747
Joševik	id=g:789757
Jošanička Reka	id=g:789761
Jošanica	id=g:789769
Jashanica	id=g:789770
Jošanica	id=g:789771
Jezerska Planina	id=g:789777
Jezerce	id=g:789782
Ješkovo	id=g:789785
Jerlitalinovc	id=g:789788
Jerli Sadovina	id=g:789789
Prelez i Jerlive	id=g:789790
Jelovarnik	id=g:789796
Jelloc	id=g:789800
Jelenjak	id=g:789804
Jelakce	id=g:789819
Jaglenica	id=g:789824
Jažince	id=g:789829
Javor	id=g:789844
Jasić	id=g:789858
Jasenovik	id=g:789862
Donje Jarinje	id=g:789881
Jerik	id=g:789882
Janjevo	id=g:789895
Jančište	id=g:789898
Jahoc	id=g:789920
Jagoda	id=g:789924
Jagnjenica	id=g:789927
Jabuka	id=g:789937
Jablanica	id=g:789949
Jablanica	id=g:789951
Izvori	id=g:789955
Izvor	id=g:789960
Izmornik	id=g:789969
Izbicë	id=g:789975
Ižance	id=g:789978
Ivaja	id=g:789993
Komuna e Istogut	id=g:789995
Istok	id=g:789996
Istok	id=g:790000
Isniq	id=g:790002
Donje Isevo	id=g:790005
Inatovce	id=g:790017
Iglarevo	id=g:790032
Huna Kumbalave	id=g:790039
Hulaj	id=g:790044
Hrtica	id=g:790046
Hoča Zagradska	id=g:790052
Has	id=g:790055
Hamidija	id=g:790057
Adžovići	id=g:790065
Guvno Selo	id=g:790076
Guvnište	id=g:790077
Gušica	id=g:790079
Gurište	id=g:790082
Guncat	id=g:790090
Kodra Gumur	id=g:790091
Gumnište	id=g:790092
Gumnište	id=g:790093
Guli	id=g:790097
Grnčar	id=g:790138
Grnčare	id=g:790139
Grmovo	id=g:790141
Železnička Stanica Grlica	id=g:790148
Grkaje	id=g:790152
Grizime	id=g:790153
Grižani	id=g:790155
Grgoc	id=g:790159
Grejkovce	id=g:790166
Grejčevce	id=g:790167
Grebno	id=g:790169
Grebnkik	id=g:790170
Grebnička Planina	id=g:790171
Grdovac	id=g:790177
Grčina	id=g:790182
Grbeš	id=g:790187
Grazhdanik	id=g:790190
Graštica	id=g:790191
Graničane	id=g:790198
Gramaqel	id=g:790201
Gradište	id=g:790234
Gradica	id=g:790240
Gradevci	id=g:790241
Građenik	id=g:790245
Gračanka	id=g:790264
Gračanica	id=g:790265
Grabovac	id=g:790281
Grabovc	id=g:790282
Grabanica	id=g:790283
Grabc	id=g:790284
Gotovuša	id=g:790291
Gospoda	id=g:790297
Gorožup	id=g:790303
Gornji Zabelj	id=g:790345
Gornji Svračak	id=g:790349
Suvi Do	id=g:790350
Gornji Strmac	id=g:790352
Strellc i Epërm	id=g:790354
Gornji Obilić	id=g:790363
Gornji Makreš	id=g:790369
Gornji Livoč	id=g:790371
Gornji Lab	id=g:790374
Gornji Krnjin	id=g:790376
Gornji Jasenovik	id=g:790382
Gornji Grabovac	id=g:790383
Carrabregu i Epërm	id=g:790391
Gornje Žabare	id=g:790402
Gornje Vinarce	id=g:790405
Gornje Stanovce	id=g:790415
Gornje Slakovce	id=g:790416
Gornje Selo	id=g:790418
Rašane	id=g:790420
Gornje Prekaze	id=g:790421
Gornje Potočane	id=g:790422
Gornje Novo Selo	id=g:790424
Gornje Nerodimlje	id=g:790425
Gornje Ljupče	id=g:790427
Gornje Ljubinje	id=g:790428
Gornje Kusce	id=g:790430
Gornje Korminjane	id=g:790433
Gornje Karačevo	id=g:790437
Gornje Godance	id=g:790441
Gornje Gadimlje	id=g:790444
Gornje Dobrevo	id=g:790446
Gornja Sudimlja	id=g:790459
Stubla	id=g:790461
Gornja Srbica	id=g:790463
Gornja Slatina	id=g:790466
Gornja Šipašnica	id=g:790467
Gornja Pakaštica	id=g:790476
Gornja Morava	id=g:790483
Lluka e Eperme	id=g:790486
Gornja Lapaštica	id=g:790492
Gornja Koretica	id=g:790497
Gornja Klina	id=g:790499
Gornja Gušterica	id=g:790504
Gornja Grlica	id=g:790505
Gornja Fuštica	id=g:790508
Gornja Dubnica	id=g:790509
Gornja Dubnica	id=g:790510
Gornja Budriga	id=g:790517
Gornja Brnjica	id=g:790518
Gornja Bitinja	id=g:790520
Gorić	id=g:790540
Goraždevac	id=g:790546
Gorance	id=g:790547
Gora	id=g:790550
Golubovac	id=g:790554
Galič	id=g:790593
Goleš Banjski	id=g:790596
Goleš	id=g:790601
Goleš	id=g:790602
Golemo Brdo	id=g:790611
Golem Argat	id=g:790625
Golema Reka	id=g:790629
Golema Reka	id=g:790631
Gojbulja	id=g:790656
Gogolloc	id=g:790657
Godišnjak	id=g:790664
Goden	id=g:790665
Godance	id=g:790666
Komuna e Gjilanit	id=g:790673
Gjilan	id=g:790674
Gmince	id=g:790679
Glogovica	id=g:790693
Glogovce	id=g:790695
Glogovce	id=g:790696
Komuna e Drenasit	id=g:790697
Glogovac	id=g:790701
Gllogjan	id=g:790704
Globočka Planina	id=g:790708
Globočica	id=g:790710
Globočica	id=g:790711
Globare	id=g:790714
Glibar	id=g:790717
Glavotina	id=g:790719
Glavnik	id=g:790721
Glavičica	id=g:790723
Glavica	id=g:790725
Glavej	id=g:790729
Glave	id=g:790730
Maja e Gllavës	id=g:790733
Stražatčka Glama	id=g:790737
Gladno Selo	id=g:790738
Makreš	id=g:790739
Gladni Potok	id=g:790740
Geljance	id=g:790742
Gemitaš	id=g:790748
Geđe	id=g:790750
Gazivode	id=g:790752
Gatnje	id=g:790758
Galica	id=g:790784
Gajre	id=g:790788
Gadiš	id=g:790796
Gabrica	id=g:790804
Firićeja	id=g:790815
Firaja	id=g:790816
Firaja	id=g:790817
Erenik	id=g:790829
Hereq	id=g:790831
Ence	id=g:790834
Eleza	id=g:790840
Dvorište	id=g:790863
Duz	id=g:790874
Dušanovo	id=g:790882
Duš	id=g:790883
Gjurkoc	id=g:790888
Ðuriševce	id=g:790889
Gjurgjedell	id=g:790901
Gjurakovc	id=g:790905
Dura	id=g:790907
Dunjište	id=g:790918
Dunavo	id=g:790923
Dumoš	id=g:790924
Dulje	id=g:790926
Dujak	id=g:790940
Dugenjive	id=g:790943
Dugi Del	id=g:790949
Duge Njive	id=g:790953
Dubrava	id=g:790970
Dubrava	id=g:790971
Dubovo	id=g:790977
Dubovik	id=g:790978
Dubovac	id=g:790980
Duboka	id=g:790985
Dubnica Reka	id=g:790990
Drvare	id=g:791006
Drum	id=g:791008
Drsnik	id=g:791012
Dremjak	id=g:791013
Drobnjak	id=g:791014
Drobeš	id=g:791015
Drenska Reka	id=g:791024
Dranashiq	id=g:791031
Drenovce	id=g:791033
Drenoglava	id=g:791034
Drenovac	id=g:791040
Drenoc	id=g:791042
Dranoc	id=g:791043
Drenovac	id=g:791044
Drenovac	id=g:791045
Drenica	id=g:791052
Drenica	id=g:791053
Drenica	id=g:791054
Gornja Drenica	id=g:791055
Dren	id=g:791061
Dren	id=g:791062
Drelaj	id=g:791065
Dražnja Čuka	id=g:791070
Drekoc	id=g:791087
Drajčići	id=g:791090
Dragovac	id=g:791101
Dragolec	id=g:791107
Dragobil	id=g:791117
Komuna e Dragashit	id=g:791121
Dragaš	id=g:791122
Draganac	id=g:791125
Deštica	id=g:791139
Doševac	id=g:791140
Donji Zabelj	id=g:791152
Donji Svračak	id=g:791157
Donji Suvi Do	id=g:791158
Strellc i Ulët	id=g:791161
Donji Ratiš	id=g:791167
Donji Obilić	id=g:791172
Donji Makreš	id=g:791177
Donji Livoč	id=g:791179
Donji Krnjin	id=g:791183
Donji Jasenovik	id=g:791189
Donji Istok	id=g:791190
Donji Grabovac	id=g:791191
Donje Žabare	id=g:791207
Donje Vinarce	id=g:791211
Donje Stanovce	id=g:791221
Donje Slakovce	id=g:791222
Donje Prekaze	id=g:791225
Donje Potočane	id=g:791226
Donje Obrinje	id=g:791227
Donje Novo Selo	id=g:791228
Nerodime e Poshtme	id=g:791230
Donje Ljupče	id=g:791232
Donje Ljubinje	id=g:791233
Donje Korminjane	id=g:791237
Donje Karačevo	id=g:791241
Donje Godance	id=g:791245
Donje Gadimlje	id=g:791247
Donje Dobrevo	id=g:791249
Donja Sudimlja	id=g:791260
Stublla e Poshtme	id=g:791262
Donja Srbica	id=g:791264
Donja Slatina	id=g:791267
Donja Šipašnica	id=g:791268
Donja Pakaštica	id=g:791277
Donja Lapaštica	id=g:791289
Donja Koretica	id=g:791294
Donja Klina	id=g:791296
Donja Gušterica	id=g:791299
Grlica	id=g:791300
Donja Fuštica	id=g:791302
Donja Dubnica	id=g:791303
Donja Dubnica	id=g:791304
Donja Budriga	id=g:791309
Donja Brnjica	id=g:791310
Donja Bitinja	id=g:791312
Ðonaj	id=g:791315
Domorovce	id=g:791316
Domanek	id=g:791318
Domanek	id=g:791319
Dolovo	id=g:791323
Doljane	id=g:791377
Dolac	id=g:791390
Dollc	id=g:791392
Dojnice	id=g:791395
Dolj	id=g:791399
Doganović	id=g:791401
Doganjevo	id=g:791402
Đocaj	id=g:791405
Dobrušte	id=g:791406
Dobruša	id=g:791408
Dobrotin	id=g:791415
Dobrotin	id=g:791417
Dobroševac	id=g:791421
Dobroš	id=g:791424
Dobrodeljane	id=g:791433
Dobri Dub	id=g:791439
Dobri Do	id=g:791440
Dobridol	id=g:791441
Dobri Do	id=g:791447
Dobërdol	id=g:791449
Dobrčane	id=g:791458
Dobravska Reka	id=g:791459
Dobra Voda	id=g:791462
Dobrava	id=g:791464
Dobra Luka	id=g:791465
Doblibare	id=g:791470
Gjinoc	id=g:791483
Dimce	id=g:791489
Dikance	id=g:791491
Devojačka Čuka	id=g:791499
Manastir Dević	id=g:791503
Devet Jugovića	id=g:791505
Devajë	id=g:791510
Deva	id=g:791511
Desivojska Reka	id=g:791520
Desivojce	id=g:791521
Desetak	id=g:791527
Ðeneral Janković	id=g:791539
Delovce	id=g:791547
Deliblato	id=g:791556
Ðelekare	id=g:791557
Dedinje	id=g:791568
Dedaj	id=g:791576
Bjeshka e Deqanit	id=g:791577
Dečanska Bistrica	id=g:791578
Komuna e Deçanit	id=g:791579
Deçan	id=g:791580
Debelldeh	id=g:791595
Debcovac	id=g:791602
Daždince	id=g:791607
Davidovce	id=g:791611
Dava	id=g:791618
Dašinovac	id=g:791622
Doševačko Brdo	id=g:791623
Gjeravica	id=g:791628
Danjane	id=g:791632
Damjane	id=g:791635
Komuna e Gjakovës	id=g:791645
Ðakovica	id=g:791646
Dabiševac	id=g:791659
Cviljen	id=g:791662
Qyshk	id=g:791671
Gornje Čupevo	id=g:791681
Čuka	id=g:791713
Čučuljaga	id=g:791717
Čubrićero	id=g:791724
Čubrelj	id=g:791725
Crveni	id=g:791738
Crnovrane	id=g:791755
Crnoljevo	id=g:791762
Crnoljeva	id=g:791764
Crnoljeva	id=g:791765
Bregu i Zi	id=g:791776
Crni Vrh	id=g:791797
Crni Vrh	id=g:791798
Crni Vrh	id=g:791801
Crni Vrv	id=g:791805
Crni Lug	id=g:791815
Crni Lug	id=g:791816
Crnilo	id=g:791818
Crni Kamen	id=g:791823
Carabreg	id=g:791831
Cerrcë	id=g:791836
Crnatovo	id=g:791841
Crmljan	id=g:791867
Crkvena Vodica	id=g:791877
Crkolez	id=g:791881
Crepulja	id=g:791886
Čokotin	id=g:791894
Čitluk	id=g:791908
Čitak	id=g:791909
Ćirkoviće	id=g:791912
Ćirez	id=g:791914
Čiflak	id=g:791933
Čičavica	id=g:791937
Češanoviće	id=g:791955
Cerovik	id=g:791965
Cernička Reka	id=g:791976
Cernica	id=g:791979
Čerkez Sadovina	id=g:791980
Ćerim	id=g:791984
Čeret	id=g:791986
Ceranjska Reka	id=g:791989
Ceranja	id=g:791990
Čelopek	id=g:792005
Celina	id=g:792009
Čelević	id=g:792013
Čečevo	id=g:792024
Cecelija	id=g:792025
Carevica	id=g:792049
Čarakovce	id=g:792050
Kodra Čar	id=g:792051
Čaplanac	id=g:792054
Caparce	id=g:792056
Čanak	id=g:792060
Čajdrak	id=g:792069
Čaglavica	id=g:792072
Čabra	id=g:792079
Čabić	id=g:792080
Buzovik	id=g:792083
Busovata	id=g:792092
Busovačka Čuka	id=g:792093
Businje	id=g:792095
Bušince	id=g:792096
Čukarska Čuka	id=g:792097
Burnik	id=g:792104
Burlate	id=g:792105
Burince	id=g:792107
Burince	id=g:792108
Bukovik	id=g:792139
Bukova Glava	id=g:792156
Bukoš	id=g:792161
Bukoš	id=g:792162
Bujance	id=g:792174
Budisalc	id=g:792178
Budakovo	id=g:792185
Buqan	id=g:792202
Buče	id=g:792204
Bupski Šiljak	id=g:792206
Bublje	id=g:792207
Bube	id=g:792209
Brzance	id=g:792218
Brvenik	id=g:792224
Brosovačka Reka	id=g:792228
Brrut	id=g:792229
Brusnik	id=g:792233
Brovina	id=g:792243
Broliq	id=g:792245
Brodosavce	id=g:792246
Brod	id=g:792255
Brod	id=g:792256
Broćna	id=g:792259
Brnjak	id=g:792265
Brnjača	id=g:792266
Breznica	id=g:792285
Brezna	id=g:792290
Brežanik	id=g:792295
Brestovik	id=g:792303
Brestoc	id=g:792311
Bresje	id=g:792325
Brasaljska Reka	id=g:792326
Brekovac	id=g:792330
Brece	id=g:792334
Bratotin	id=g:792345
Bratilovce	id=g:792353
Brasaljce	id=g:792355
Braina	id=g:792370
Bradaš	id=g:792375
Brabonjić	id=g:792381
Boževce	id=g:792393
Bostane	id=g:792409
Bošnjac	id=g:792416
Bošljane	id=g:792417
Bariljevška Čuka	id=g:792450
Borčane	id=g:792452
Boljevce	id=g:792468
Bokšić	id=g:792478
Boge	id=g:792514
Bodešnjak	id=g:792527
Bobovac	id=g:792533
Bob	id=g:792539
Bljač	id=g:792540
Blato	id=g:792549
Bllagajë	id=g:792560
Blace	id=g:792565
Bivoljak	id=g:792572
Bistrička Reka	id=g:792580
Bistrica	id=g:792581
Prizrenska Bistrica	id=g:792584
Bistrica	id=g:792587
Bistrica	id=g:792588
Bistražin	id=g:792594
Bistra	id=g:792597
Binač	id=g:792610
Bilince	id=g:792624
Bigor	id=g:792631
Biqec	id=g:792637
Biča	id=g:792638
Biba	id=g:792640
Besinje	id=g:792653
Berkovo	id=g:792659
Berjah	id=g:792662
Berivojce	id=g:792663
Beriša	id=g:792664
Berevce	id=g:792670
Berberište	id=g:792673
Benčuk	id=g:792683
Beluće	id=g:792688
Belo Polje	id=g:792702
Belo Polje	id=g:792703
Belo Polje	id=g:792704
Belograce	id=g:792711
Bellobrad	id=g:792713
Belo Brdo	id=g:792715
Belince	id=g:792736
Belica	id=g:792752
Beleg	id=g:792765
Beleg	id=g:792766
Belanica	id=g:792790
Bela Crkva	id=g:792795
Begunce	id=g:792801
Llukavc i Begut	id=g:792802
Bečić	id=g:792813
Bec	id=g:792816
Batuse	id=g:792822
Batuša	id=g:792824
Bašlavsko Jezero	id=g:792832
Batlava	id=g:792833
Batlava	id=g:792834
Banjska Reka	id=g:792840
Bariljevo	id=g:792863
Barelj	id=g:792868
Bare	id=g:792875
Bare	id=g:792877
Bardosan	id=g:792878
Baraina	id=g:792893
Banovdoll	id=g:792898
Banjski Suvi Do	id=g:792903
Banjska Reka	id=g:792909
Banjska	id=g:792910
Banjska	id=g:792911
Banjica	id=g:792916
Banjica	id=g:792917
Banjica	id=g:792918
Banjica	id=g:792919
Banje	id=g:792921
Banjska Reka	id=g:792924
Banja	id=g:792927
Banja	id=g:792928
Bandulić	id=g:792932
Ballovc	id=g:792961
Balince	id=g:792970
Balince	id=g:792971
Balance	id=g:792982
Balabanska Reka	id=g:792985
Balaban	id=g:792986
Bakšija	id=g:792987
Baks	id=g:792988
Bajgora	id=g:792995
Bajdol	id=g:792998
Bajčina	id=g:793000
Badovac	id=g:793004
Bačka	id=g:793016
Babljak	id=g:793042
Babin Most	id=g:793048
Babaloć	id=g:793060
Babaj Boks	id=g:793063
Atmađa	id=g:793073
Ariljača	id=g:793094
Androvac	id=g:793117
Alagina Reka	id=g:793152
Alabak	id=g:793154
Ajvalija	id=g:793156
Ajnovce	id=g:793158
Ajkobila	id=g:793159
Ade	id=g:793169
Abut	id=g:793172
Davenica	id=g:793173
Carrabregu i Poshtëm	id=g:793183
Hajla e Keqe	id=g:793210
Bellopaq	id=g:793211
Bojeviqi	id=g:793212
Malaj	id=g:793213
Bjeshket e Belegut	id=g:793216
Stanet e Baballoqit	id=g:793217
Bjeshket e Vokshit	id=g:793218
Rasa e Zogit	id=g:793223
Voksh	id=g:793225
Papraqan	id=g:793226
Raušić	id=g:793238
Qafa e Ali Çelës	id=g:818829
Gazivodsko Jezero	id=g:823862
Qafa e Gjonaj	id=g:829453
Železnička Stanica Prizren	id=g:829464
Železnička Stanica Mala Kruša	id=g:829465
Železnička Stanica Zrze	id=g:829466
Železnička Stanica Ratkovac	id=g:829467
Železnička Stanica Čiflak	id=g:829468
Železnička Stanica Hramovik	id=g:829469
Železnička Stanica Hvosno	id=g:829471
Železnička Stanica Budisavci	id=g:829472
Železnička Stanica Ljutoglava	id=g:829473
Železnička Stanica Jagoda	id=g:829474
Železnička Stanica Pograđe	id=g:829475
Železnička Stanica Dobra Voda	id=g:829476
Železnička Stanica Cerovik	id=g:829477
Železnička Stanica Trđevac	id=g:829478
Železnička Stanica Banjica	id=g:829479
Železnička Stanica Domanek	id=g:829480
Železnička Stanica Drenica	id=g:829481
Železnička Stanica Dobroševac	id=g:829482
Železnička Stanica Selo Grabovac	id=g:829483
Železnička Stanica Samodreža	id=g:829484
Železnička Stanica Vrnica	id=g:829485
Železnička Stanica Vučitrn	id=g:829486
Železnička Stanica Pantina	id=g:829487
Železnička Stanica Valač	id=g:829488
Železnička Stanica Banjska	id=g:829489
Shajnovë II (Dytë)	id=g:829497
Kuklibeg	id=g:829498
Buzec	id=g:829499
Brezničko Jezero	id=g:829500
Režance	id=g:829501
Bukoška Bačila	id=g:829502
Dvorane	id=g:829503
Gornja Krušica	id=g:829504
Donja Krušica	id=g:829505
Potkomlje	id=g:829506
Reka	id=g:829507
Sopotnica	id=g:829508
Prevalac	id=g:829509
Sredska	id=g:829510
Sredska	id=g:829511
Les	id=g:829512
Biluša	id=g:829513
Paštrik	id=g:829514
Palatna	id=g:829516
Beli Drim	id=g:829517
Brezovica	id=g:829518
Kačandol	id=g:829519
Mjak	id=g:829520
Vrelo	id=g:829521
Drmanska Glava	id=g:829522
Vračevo	id=g:829523
Radonjićko Jezero	id=g:829524
Junička Planina	id=g:829525
Žub	id=g:829526
Firza	id=g:829527
Kara Nikola	id=g:829529
Zabrđe	id=g:829531
Golak	id=g:829533
Sićevo	id=g:829534
Koš	id=g:829535
Barane	id=g:829536
Jablanica	id=g:829537
Pećka Bistrica	id=g:829552
Liqeni i Kuqishts	id=g:829555
Koprivnik	id=g:829573
Kozhnjer	id=g:829574
Rugova	id=g:829575
Podgor	id=g:829586
Gračaničko Jezero	id=g:829593
Iljinica	id=g:829595
Butovački Breg	id=g:829600
Nerodimka Planina	id=g:829606
Gornja Morava	id=g:829609
Šatorica	id=g:829610
Lipovica	id=g:829612
Zaskošnik	id=g:830002
Novo Rujce	id=g:830003
Qellopek	id=g:830004
Glanica	id=g:830005
Poturovce	id=g:830006
Lepi	id=g:830007
Šaškovac	id=g:830015
Suteska	id=g:830016
Batal Mahala	id=g:830017
Pomazatin	id=g:830018
Svetlje	id=g:830020
Novo Selo	id=g:830022
Kuzmin	id=g:830023
Butovac	id=g:830024
Leskovčić	id=g:830025
Janina Voda	id=g:830026
Kruševac	id=g:830027
Halitović Mahala	id=g:830028
Večerak Mahala	id=g:830029
Vrbica	id=g:830031
Muhadžiri	id=g:830032
Gornja Mahala	id=g:830033
Košutica	id=g:830035
Kamenica	id=g:830037
Markovac	id=g:830039
Vukadinovići	id=g:830040
Manase	id=g:830041
Ramušević Mahala	id=g:830042
Jabučani	id=g:830043
Muhadžeri	id=g:830044
Butovac	id=g:830045
Goli Breg	id=g:830046
Sinji Dol	id=g:830047
Dušinac	id=g:830048
Donji Kaljin	id=g:830049
Rikovo	id=g:830050
Zavada	id=g:830051
Vrba	id=g:830052
Miljenac	id=g:830055
Lebane	id=g:830058
Sait Agin Zabel	id=g:830059
Grace	id=g:830060
Zenić Mahala	id=g:830061
Kravarica	id=g:830062
Rimanište	id=g:830063
Ramjan	id=g:830064
Pireva Mahala	id=g:830065
Lumnica	id=g:830066
Kozarica	id=g:830067
Ravnište	id=g:830070
Petrinovići	id=g:830072
Novo Selo	id=g:830074
Vrnez	id=g:830075
Stepenice	id=g:830076
Mučubelj	id=g:830077
Bašići	id=g:830078
Vukovce	id=g:830079
Krivovo	id=g:830080
Gornje Isevo	id=g:830081
Štrbulovo	id=g:830082
Kurelje	id=g:830083
Gornje Obrinje	id=g:830084
Obadi	id=g:830085
Godenci i Madh	id=g:830086
Šarpelj	id=g:830087
Beženić	id=g:830088
Makrmalj	id=g:830089
Parlin Potok	id=g:830092
Leskova	id=g:830093
Zemanica	id=g:830094
Vitanoviq	id=g:830096
Mihaliq	id=g:830097
Viljance	id=g:830098
Donje Zlokućane	id=g:830099
Mućajt Mahala	id=g:830100
Dabedić Mahala	id=g:830101
Simičište	id=g:830102
Vrujice	id=g:830103
Žigolj	id=g:830104
Kamen	id=g:830105
Zrnosek	id=g:830106
Zaselje	id=g:830107
Rušta Mahala	id=g:830109
Šanac	id=g:830110
Ukork Mahala	id=g:830111
Jezerine	id=g:830112
Drenova	id=g:830113
Borova	id=g:830114
Bukovac Mahala	id=g:830116
Donje Nabrđe	id=g:830117
Zabrđe	id=g:830119
Trikose	id=g:830120
Kruševo	id=g:830121
Kutnje	id=g:830122
Vrletnica	id=g:830124
Čelik	id=g:830126
Gaštica Mahala	id=g:830127
Živan Do	id=g:830128
Fuša Mahala	id=g:830129
Jusufovce-Mahala	id=g:830130
Malić Mahala	id=g:830131
Grebna	id=g:830133
Gnježdane	id=g:830134
Curecka Mahala	id=g:830139
Demirovci	id=g:830140
Adžini	id=g:830141
Zimerska Mahala	id=g:830142
Staro Selo	id=g:830144
Kukavica	id=g:830145
Brekinja	id=g:830146
Voznik	id=g:830149
Prisoje	id=g:830150
Kruševlje	id=g:830151
Begluk	id=g:830152
Lerska Mahala	id=g:830154
Staro Selo	id=g:830155
Selište	id=g:830156
Seoce	id=g:830157
Meki Dio	id=g:830160
Krivača	id=g:830161
Kadijača Han Kadijača	id=g:830162
Pejovići	id=g:830163
Letovac	id=g:830164
Don	id=g:830165
Bardhaniq	id=g:830169
Straža	id=g:830170
Erce	id=g:830171
Muha	id=g:830172
Grubovica	id=g:830173
Šaban Mahala	id=g:830174
Čalak Mahala	id=g:830175
Boričić	id=g:830176
Malević	id=g:830177
Rudaj	id=g:830178
Garačevo	id=g:830179
Riđevo	id=g:830180
Krivoc	id=g:830181
Cucaj	id=g:830182
Čupevo	id=g:830183
Ðuričić	id=g:830184
Rastoka	id=g:830185
Českovo	id=g:830186
Miljčević	id=g:830187
Glođane	id=g:830188
Llugagji	id=g:830189
Tamnik	id=g:830190
Kamenica	id=g:830191
Gornje Barane	id=g:830192
Han Grižani	id=g:830193
Milovancë	id=g:830195
Babiq	id=g:830196
Rosulje	id=g:830197
Mahala Staro Rosulje	id=g:830198
Breg	id=g:830199
Gornji Petrič	id=g:830200
Donji Petrič	id=g:830201
Poljce	id=g:830202
Demović	id=g:830203
Oraovica	id=g:830204
Lugadžija	id=g:830205
Dusheviq	id=g:830206
Leskova Glava	id=g:830207
Mustafaj	id=g:830208
Mala	id=g:830209
Resnik	id=g:830210
Krš Mahala	id=g:830211
Potok Mala	id=g:830212
Demaku	id=g:830213
Marušići	id=g:830214
Gradište	id=g:830215
Čupevaj	id=g:830216
Planinica	id=g:830217
Bojaj	id=g:830218
Pograđe	id=g:830219
Modromir	id=g:830220
Ciganska Mahala	id=g:830221
Krš	id=g:830222
Lalici	id=g:830223
Potočani	id=g:830224
Paskalica	id=g:830225
Naglavci	id=g:830226
Zavrata	id=g:830227
Idrizi	id=g:830228
Llugaxhi	id=g:830229
Dobeljaš	id=g:830230
Ljutoglava	id=g:830231
Savićska Mala	id=g:830232
Mahala Trubuhoc	id=g:830233
Jevtićska Mala	id=g:830234
Kućište	id=g:830235
Mahala Baljevac	id=g:830236
Zabllaq	id=g:830237
Lugadžija	id=g:830238
Drenje	id=g:830239
Opraške	id=g:830240
Negomirac	id=g:830241
Paljevo	id=g:830242
Lukare	id=g:830243
Bakaj	id=g:830244
Mutivode	id=g:830245
Šalja	id=g:830246
Orašje	id=g:830247
Ozrim	id=g:830248
Krasnić	id=g:830249
Lopčak	id=g:830250
Kamenica	id=g:830251
Osmanovići	id=g:830252
Staro Dvorane	id=g:830253
Kabašani	id=g:830254
Serbobran	id=g:830255
Gusar	id=g:830256
Zvečan	id=g:830257
Veriq i Ri	id=g:830258
Doljanci	id=g:830259
Isljamovići	id=g:830260
Ovčare	id=g:830261
Llaz-Bellopaq	id=g:830262
Jankov Potok	id=g:830263
Koskovik Mahala	id=g:830264
Kula	id=g:830265
Bresnica	id=g:830267
Malo Gracko	id=g:830269
Zagorje	id=g:830270
Čaret	id=g:830271
Lešnica	id=g:830272
Račak	id=g:830273
Lužak	id=g:830274
Konjuševac	id=g:830275
Donji Sibovac	id=g:830276
Gornji Sibovac	id=g:830277
Ljubovce	id=g:830278
Lojze	id=g:830279
Gornja Mahala	id=g:830280
Donja Mahala	id=g:830281
Bublica	id=g:830282
Saraište	id=g:830283
Kunovik	id=g:830284
Kodralija	id=g:830285
