Shelëpovo	id=g:495026
Seleznëvy	id=g:497827
Seleznëvshchina	id=g:497828
Seleznëvo	id=g:497829
Seleznëvo	id=g:497830
Selezenevo	id=g:497831
Seleznëvo	id=g:497832
Seleznëvo	id=g:497833
Seleznëvo	id=g:497834
Seleznëvo	id=g:497835
Seleznëvo	id=g:497836
Ykspaanjoki	id=g:497837
Seleznëvka	id=g:497838
Seleznëvka	id=g:497839
Seleznëvka	id=g:497840
Seleznëvka	id=g:497841
Seleznëva-Borok	id=g:497842
Guba Seleznëva	id=g:497843
Ostrovok Seleznëv	id=g:497844
Seleznëv	id=g:497845
Seleznëv	id=g:497846
Selezenikha	id=g:497847
Seleznëvo	id=g:497848
Seleyevo	id=g:497849
Seleya	id=g:497850
Selevkino	id=g:497851
Selevino	id=g:497852
Seleuk	id=g:497853
Seletskoye Ozero	id=g:497854
Seletskoye	id=g:497855
Seletskoye	id=g:497856
Selets	id=g:497857
Selets	id=g:497858
Selets	id=g:497859
Seletki	id=g:497860
Seleshnya	id=g:497861
Seleshnya	id=g:497862
Selenur	id=g:497863
Selënki	id=g:497864
Selënka	id=g:497865
Selengushi	id=g:497866
Selengushi	id=g:497867
Selengur	id=g:497868
Ozero Selendy-To	id=g:497869
Selendey-Vis	id=g:497870
Khrebet Selendey-Musyur	id=g:497871
Selema	id=g:497872
Seleksha	id=g:497873
Selekhovo	id=g:497874
Selekhovo	id=g:497875
Selichnya	id=g:497876
Selechki	id=g:497877
Ostrov Sel’dyanaya Koshka	id=g:497878
Stantsiya Ul’yanovsk Tretiy	id=g:497879
Sel’d’	id=g:497880
Sel’d’	id=g:497881
Sëla	id=g:497882
Sëla	id=g:497883
Sekurovskiy	id=g:497884
Sektyr	id=g:497885
Raz”yezd Seksha	id=g:497886
Seksha	id=g:497887
Sekretov	id=g:497888
Putevoy Post Sekretëv	id=g:497889
Sekretëv	id=g:497890
Sekretëv	id=g:497891
Sekretarovka	id=g:497892
Sekretarka	id=g:497893
Sekretarka	id=g:497894
Sekratovskoye Ozero	id=g:497895
Sekratovo	id=g:497896
Sekirino	id=g:497897
Sekirino	id=g:497898
Sekirino	id=g:497899
Sekirino	id=g:497900
Sekirino	id=g:497901
Sekiotovo	id=g:497902
Sekiotovo	id=g:497903
Sekines’	id=g:497904
Sekines’	id=g:497905
Sekhry	id=g:497906
Sekhino	id=g:497907
Sekerina	id=g:497908
Sekarëvo	id=g:497909
Sekachi	id=g:497910
Sekach	id=g:497911
Seitovo	id=g:497912
Seitovo	id=g:497913
Saitovo	id=g:497914
Seit’ma	id=g:497915
Segzha	id=g:497916
Sergyyakha	id=g:497917
Ozero Segozero	id=g:497918
Segot’	id=g:497919
Seglitsy	id=g:497920
Seglino	id=g:497921
Segla	id=g:497922
Ozero Segezhskoye	id=g:497923
Segezhskiy Rayon	id=g:497924
Segezha	id=g:497925
Segezha	id=g:497926
Segezha	id=g:497927
Segezha	id=g:497928
Ozero Segemi	id=g:497929
Stantsiya Segedur	id=g:497930
Seftra	id=g:497931
Sedz’vozh	id=g:497932
Urochishche Sedyye	id=g:497933
Sed”yu	id=g:497934
Sed”yu	id=g:497935
Sed”yël’	id=g:497936
Sedyash	id=g:497937
Sedyash	id=g:497938
Sedyash	id=g:497939
Sed”yakha	id=g:497940
Sedyakbash	id=g:497941
Sedyak	id=g:497942
Bol’shoy Kodach	id=g:497943
Seduyakha	id=g:497944
Sedunovo	id=g:497945
Sedtydin	id=g:497946
Izby Sedtym	id=g:497947
Sedoykino	id=g:497948
Sedovskiy	id=g:497949
Sedovka	id=g:497950
Zaliv Sedova	id=g:497951
Zaliv Sedova	id=g:497952
Pik Sedova	id=g:497953
Mys Sedova	id=g:497954
Sedov	id=g:497955
Ostrov Sedostrov	id=g:497956
Sëd-Nyrd	id=g:497957
Sedmurcha	id=g:497958
Ozero Sedmozero	id=g:497959
Sedmikhovka	id=g:497960
Sëdmes	id=g:497961
Sëdmes	id=g:497962
Sedlovshchina	id=g:497963
Ostrov Sedlovatyy	id=g:497964
Ostrov Sedlovatyy	id=g:497965
Gora Sedlovataya	id=g:497966
Sedlovataya	id=g:497967
Gora Bol’shoye Sedlo	id=g:497968
Sedlistoye	id=g:497969
Sedletsk-Pochinok	id=g:497970
Sedkyrkeshch	id=g:497971
Sedka	id=g:497972
Urochishche Sedka	id=g:497973
Sediny	id=g:497974
Sediba	id=g:497975
Urochishche Sedenkovo	id=g:497976
Sedel’nitsy	id=g:497977
Sedel’nitsy	id=g:497978
Sedëlki	id=g:497979
Seda	id=g:497980
Setchuga	id=g:497981
Sechino	id=g:497982
Sechenovskiy Rayon	id=g:497983
Sechenovo	id=g:497984
Sechenki	id=g:497985
Sechenki	id=g:497986
Sechenka	id=g:497987
Svozovo	id=g:497988
Sebys’	id=g:497989
Sebyakino	id=g:497990
Sebudovo	id=g:497991
Sebryakovskiy	id=g:497992
Stantsiya Sebryakovo	id=g:497993
Sebrovo	id=g:497994
Sebrovo	id=g:497995
Sabonovo	id=g:497996
Sebla	id=g:497997
Ozero Sebezhskoye	id=g:497998
Sebezhskiy Rayon	id=g:497999
Stantsiya Sebezh	id=g:498000
Sebezh	id=g:498001
Sebeusad	id=g:498002
Sebel’skoye	id=g:498003
Sibeki	id=g:498004
Stantsiya Sebedakhovo	id=g:498005
Sobantseyevo	id=g:498006
Sdeslovka	id=g:498007
Schastlivyy Trud	id=g:498008
Schastlivyy	id=g:498009
Schastlivoye	id=g:498010
Schastlivka	id=g:498011
Sbrody	id=g:498012
Zbrodovo	id=g:498013
Sbrodovka	id=g:498014
Sbrodnyy	id=g:498015
Sboyevo	id=g:498016
Sborovskiy	id=g:498017
Sbornyy Arkadak	id=g:498018
Sbornyy	id=g:498019
Sbornyy	id=g:498020
Sbornyy	id=g:498021
Sbornyy	id=g:498022
Sborny	id=g:498023
Sbornoye	id=g:498024
Sbornaya	id=g:498025
Sbornaya	id=g:498026
Sbologa	id=g:498027
Sbologa	id=g:498028
Sbitnev	id=g:498029
Sazykino	id=g:498030
Sazovo	id=g:498031
Sazonovskiy	id=g:498032
Sazonov-Pochinok	id=g:498033
Stantsiya Sazonovo	id=g:498034
Sazonovo	id=g:498035
Sazonovo	id=g:498036
Sazonovo	id=g:498037
Sozonovo	id=g:498038
Sazonovo	id=g:498039
Sazonovo	id=g:498040
Sazonovo	id=g:498041
Sazonovka	id=g:498042
Sazonovka	id=g:498043
Sazonovka	id=g:498044
Guba Sazonova	id=g:498045
Sazonov	id=g:498046
Sazonki	id=g:498047
Sazoninki	id=g:498048
Sazonava	id=g:498049
Sazly	id=g:498050
Sazhnoye	id=g:498051
Sazhnov	id=g:498052
Sovkhoz Sazhnevo	id=g:498053
Sazhinskaya	id=g:498054
Sazhino	id=g:498055
Sazhino	id=g:498056
Sazhino	id=g:498057
Sazhino	id=g:498058
Sazhino	id=g:498059
Sazhino	id=g:498060
Sazhino	id=g:498061
Sazhina	id=g:498062
Sazhina	id=g:498063
Sazhi	id=g:498064
Sazheni	id=g:498065
Sizevo	id=g:498066
Sazan	id=g:498067
Sozanovo	id=g:498068
Sazanovo	id=g:498069
Sazonovka	id=g:498070
Sazanovka	id=g:498071
Sazanovka	id=g:498072
Sazanov	id=g:498073
Sazankovo	id=g:498074
Stantsiya Sazanka	id=g:498075
Kosa Sazal’nikskaya	id=g:498076
Mys Sazal’nik	id=g:498077
Sayukino	id=g:498078
Sayukino	id=g:498079
Saytarkent	id=g:498080
Saytakovo	id=g:498081
Sayroy	id=g:498082
Sayranovo	id=g:498083
Sayranovo	id=g:498084
Sayranovo	id=g:498085
Say-Ozero	id=g:498086
Sainovka	id=g:498087
Saymonovo	id=g:498088
Saymoga	id=g:498089
Saykovskiy	id=g:498091
Ozero Saykhar	id=g:498092
Saygatovo	id=g:498093
Stantsiya Saygatka	id=g:498094
Saygatka	id=g:498095
Saygatka	id=g:498096
Stantsiya Saygachnyy	id=g:498097
Saygachiy	id=g:498098
Sayfutdinovo	id=g:498099
Sayëzero	id=g:498100
Ostanovochnyy Punkt Sayevka	id=g:498101
Ozero Saydalamina	id=g:498102
Sayda-Guba	id=g:498103
Guba Sayda	id=g:498104
Sayasan	id=g:498105
Sayakh	id=g:498106
Sayadovo	id=g:498107
Saya	id=g:498108
Saya	id=g:498109
Savushka	id=g:498110
Savvino	id=g:498111
Savvino	id=g:498112
Savvino	id=g:498113
Savvino	id=g:498114
Savvino	id=g:498115
Savvichi	id=g:498116
Savvat’ma	id=g:498117
Savvatiyevskaya	id=g:498118
Stantsiya Savvatiya	id=g:498119
Savvateyevo	id=g:498120
Savva	id=g:498121
Savushkin	id=g:498122
Savtsyno	id=g:498123
Savrushi	id=g:498124
Savrusha	id=g:498125
Savrusha	id=g:498126
Savrusha	id=g:498127
Ostanovochnyy Punkt Savrukha	id=g:498128
Savrukha	id=g:498129
Savrukha	id=g:498130
Savrosovka	id=g:498131
Savro-Mamyshëvo	id=g:498132
Savrasovo	id=g:498133
Savrasovo	id=g:498134
Savrasovo	id=g:498135
Savrasovo	id=g:498136
Savrasovo	id=g:498137
Ozero Savozero	id=g:498138
Mys Savoyya	id=g:498139
Savoynavolok	id=g:498140
Savost’ye	id=g:498141
Savost’yanovo	id=g:498142
Savost’yanovo	id=g:498143
Savost’yanovo	id=g:498144
Savost’yanova	id=g:498145
Savostin Ostrov	id=g:498146
Savostino	id=g:498147
Savostino	id=g:498148
Savostina	id=g:498149
Savos’kin	id=g:498150
Savosin	id=g:498151
Savol’shchina	id=g:498152
Savoleyevo	id=g:498153
Savochkin Polom	id=g:498154
Savochkino	id=g:498155
Ozero Savnen-Yarvi	id=g:498156
Savlukovo	id=g:498157
Savluki	id=g:498158
Savlovo	id=g:498159
Savlino	id=g:498160
Savkovo	id=g:498161
Savkovo	id=g:498162
Savkovo	id=g:498163
Savkova	id=g:498164
Savkiyaz	id=g:498165
Boloto Savkinskoye	id=g:498166
Savkino Vtoroye	id=g:498167
Savkino Pervoye	id=g:498168
Ozero Savkino	id=g:498169
Ozero Savkino	id=g:498170
Savkino	id=g:498171
Savkino	id=g:498172
Savkino	id=g:498173
Savkino	id=g:498174
Savkino	id=g:498175
Savkino	id=g:498176
Savkino	id=g:498177
Savkino	id=g:498178
Savkino	id=g:498179
Savkino	id=g:498180
Savkino	id=g:498181
Savkino	id=g:498182
Savkina	id=g:498183
Savki	id=g:498184
Savka	id=g:498185
Savka	id=g:498186
Ozero Savi-Yarvi	id=g:498187
Savitskoye	id=g:498188
Savitskiye	id=g:498189
Saviny Polyany	id=g:498190
Savinykh	id=g:498191
Savinyata	id=g:498192
Saviny	id=g:498193
Saviny	id=g:498194
Savintsy	id=g:498195
Savinskoye Boloto	id=g:498196
Savinskoye	id=g:498197
Savinskoye	id=g:498198
Savinskoye	id=g:498199
Savinskaya	id=g:498200
Savinskoye	id=g:498201
Savinskoye	id=g:498202
Savinskiy Rayon	id=g:498203
Boloto Savinskiy Mokh	id=g:498204
Savinskiye Karpeli	id=g:498205
Savinskiye Gorki	id=g:498206
Stantsiya Savinskiy	id=g:498207
Sovkhoz Savinskiy	id=g:498208
Khrebet Savinskiy	id=g:498209
Savinskiy	id=g:498210
Savinskiy	id=g:498211
Savinskiy	id=g:498212
Savinskiy	id=g:498213
Savinskiy	id=g:498214
Savinskiy	id=g:498215
Savinskaya	id=g:498216
Savinskaya	id=g:498217
Savinskaya	id=g:498218
Savinskaya	id=g:498219
Savinskaya	id=g:498220
Savinskaya	id=g:498221
Savinskaya	id=g:498222
Savinskaya	id=g:498223
Savinskaya	id=g:498224
Savinskaya	id=g:498225
Savinskaya	id=g:498226
Savinska	id=g:498227
Savinovshchina	id=g:498228
Savinovo	id=g:498229
Savinovo	id=g:498230
Savinovo	id=g:498231
Savinovo	id=g:498232
Savinovo	id=g:498233
Savinovo	id=g:498234
Savino	id=g:498235
Savino-Borisovskaya	id=g:498236
Savinobor	id=g:498237
Ozero Savino	id=g:498238
Ozero Savino	id=g:498239
Savino	id=g:498240
Savino	id=g:498241
Savino	id=g:498242
Savina	id=g:498243
Savino	id=g:498244
Savino	id=g:498245
Savino	id=g:498246
Savkino	id=g:498247
Savino	id=g:498248
Savino	id=g:498249
Savino	id=g:498250
Savino	id=g:498251
Savino	id=g:498252
Savino	id=g:498253
Savino	id=g:498254
Savino	id=g:498255
Savino	id=g:498256
Savino	id=g:498257
Savino	id=g:498258
Savino	id=g:498259
Savino	id=g:498260
Savino	id=g:498261
Savino	id=g:498262
Savino	id=g:498263
Savino	id=g:498264
Savino	id=g:498265
Savino	id=g:498266
Savino	id=g:498267
Savino	id=g:498268
Savino	id=g:498269
Savino	id=g:498270
Savino	id=g:498271
Savino	id=g:498272
Savino	id=g:498273
Savino	id=g:498274
Savino	id=g:498275
Savino	id=g:498276
Savino	id=g:498277
Savino	id=g:498278
Savino	id=g:498279
Savino	id=g:498280
Savinkovo	id=g:498281
Savinkov	id=g:498282
Savin Kor’	id=g:498283
Savinki	id=g:498284
Savinki	id=g:498285
Savinki	id=g:498286
Savinki	id=g:498287
Savinki	id=g:498288
Savinki	id=g:498289
Savinka	id=g:498290
Savinka	id=g:498291
Savinka	id=g:498292
Savinki	id=g:498293
Savinka	id=g:498294
Savinka	id=g:498295
Savinishnino	id=g:498296
Savina Pashnya	id=g:498297
Bukhta Savina	id=g:498298
Savina	id=g:498299
Savina	id=g:498300
Savina	id=g:498301
Savina	id=g:498302
Savino	id=g:498303
Savina	id=g:498304
Savina	id=g:498305
Savino	id=g:498306
Savina	id=g:498307
Ostrov Savin	id=g:498308
Savin	id=g:498309
Savilovo	id=g:498310
Savilovka	id=g:498311
Savilova	id=g:498312
Savilatchi	id=g:498313
Savikino	id=g:498314
Savikhaudat	id=g:498315
Guba Savikha	id=g:498316
Izba Savikha	id=g:498317
Savichi	id=g:498318
Savichi	id=g:498319
Ostrov Savichev	id=g:498320
Urochishche Savich	id=g:498321
Saveyevo	id=g:498322
Saverovka	id=g:498323
Saverdon	id=g:498324
Savenkovo	id=g:498325
Savenki	id=g:498326
Savinki	id=g:498327
Savenki	id=g:498328
Savenitsy	id=g:498329
Savel’yevskiy	id=g:498330
Savel’yevskaya Polyana	id=g:498331
Savel’yevskaya	id=g:498332
Savel'yevskaya	id=g:498333
Savel’yevo	id=g:498334
Savel’yevo	id=g:498335
Savel’yevo	id=g:498336
Savel’yevo	id=g:498337
Savel’yevo	id=g:498338
Savel’yevka	id=g:498339
Savel’yevka	id=g:498340
Savel’yevka	id=g:498341
Savel’yevka	id=g:498342
Savel’yevka	id=g:498343
Savel’yev	id=g:498344
Savel’yev	id=g:498345
Vokzal Savëlovskiy	id=g:498346
Savëlovo	id=g:498347
Savëlovo	id=g:498348
Savëlovo	id=g:498349
Savëlovo	id=g:498350
Savëlovo	id=g:498351
Matushkino-Savëlki	id=g:498352
Balka Savdya	id=g:498353
Savdya	id=g:498354
Savchishkin	id=g:498355
Savchenko	id=g:498356
Savchenko	id=g:498357
Savchenki	id=g:498358
Savatovo	id=g:498359
Savatkino	id=g:498360
Savateyevo	id=g:498361
Savateyevka	id=g:498362
Savateyevka	id=g:498363
Savatëmka	id=g:498364
Sevast’yane	id=g:498365
Savasleyka	id=g:498366
Savany	id=g:498367
Savanka	id=g:498368
Savanchakovo	id=g:498369
Sabanayevo	id=g:498370
Saval’skiy Les	id=g:498371
Savali	id=g:498372
Savaleyevo	id=g:498373
Savaleyevo	id=g:498374
Savalda	id=g:498375
Savala	id=g:498376
Sava-Guba	id=g:498377
Sava-Guba	id=g:498378
Savaderkino	id=g:498379
Savachevo	id=g:498380
Sava	id=g:498381
Sauzovo	id=g:498382
Sauzbash	id=g:498383
Sauty	id=g:498384
Sautino	id=g:498385
Saushkin	id=g:498386
Saush	id=g:498387
Saurskiye Istochniki	id=g:498388
Saurovo	id=g:498389
Saurovo	id=g:498390
Saur	id=g:498391
Sopka Saundey	id=g:498392
Sauna-Saari	id=g:498393
Saulovo	id=g:498394
Saulla	id=g:498395
Saulikha	id=g:498396
Saukkosenkyulya	id=g:498397
Gora Sau-Khokh	id=g:498398
Sauchikha	id=g:498399
Saubyn	id=g:498400
Satyyevo	id=g:498401
Satyshevo	id=g:498402
Satyshevo	id=g:498403
Gora Satym	id=g:498404
Satygino	id=g:498405
Mys Satun	id=g:498406
Satulin-Oya	id=g:498407
Stantsiya Satuli	id=g:498408
Satubalba	id=g:498409
Satry	id=g:498410
Satra	id=g:498411
Satonkina	id=g:498412
Satlyk	id=g:498413
Satlaykino	id=g:498414
Satlamyshevo	id=g:498415
Satkinskiy Rayon	id=g:498416
Satka	id=g:498417
Satka	id=g:498418
Satis	id=g:498419
Satis	id=g:498420
Satis	id=g:498421
Satis	id=g:498422
Satino-Tatarskoye	id=g:498423
Satino-Gay	id=g:498424
Satino	id=g:498425
Satino	id=g:498426
Satino	id=g:498427
Satino	id=g:498428
Satino	id=g:498429
Satinka	id=g:498430
Satin	id=g:498431
Satayevo	id=g:498432
Satat	id=g:498433
Satarovskiy	id=g:498434
Mys Satama-Niyemi	id=g:498435
Sasykovo	id=g:498436
Sasykoli	id=g:498437
Sasykino	id=g:498438
Sastevi	id=g:498439
Sassary	id=g:498440
Sasovskiy Rayon	id=g:498441
Sasovo	id=g:498442
Sasitli	id=g:498443
Shashovo	id=g:498444
Soshnikovo	id=g:498445
Sashkovo	id=g:498446
Sashkino	id=g:498447
Sashino	id=g:498448
Sashino	id=g:498449
Sashino	id=g:498450
Ozero Sarzhenskoye	id=g:498452
Sarzhenka	id=g:498453
Ozero Saryyyarvi	id=g:498454
Stantsiya Saryyevo	id=g:498455
Saryyevo	id=g:498456
Sary-Yelga	id=g:498457
Saryyaz	id=g:498458
Sar”yudin	id=g:498459
Sar”yu	id=g:498460
Urochishche Sary-Tyuz	id=g:498461
Sary-Tyuz	id=g:498462
Sary-Su	id=g:498463
Sarysu	id=g:498464
Saryshty	id=g:498465
Saryshevo	id=g:498466
Saryshevo	id=g:498467
Syyryshbashevo	id=g:498468
Sarysh	id=g:498469
Sarychëvka	id=g:498470
Saryb’yevo	id=g:498472
Sary-Bulak	id=g:498473
Sarbayevo	id=g:498474
Sar’ya	id=g:498475
Sarvadyk	id=g:498477
Sarva	id=g:498478
Saruya	id=g:498479
Saruy	id=g:498480
Sa-Ruchey	id=g:498481
Sarty	id=g:498482
Sart-Nauruzovo	id=g:498483
Sartkamysh	id=g:498484
Sart-Chishma	id=g:498485
Sart-Bash	id=g:498486
Sart-Aul	id=g:498487
Sartakovo	id=g:498488
Sartagaz	id=g:498489
Sarsy Vtoryye	id=g:498490
Sarsy Pervyye	id=g:498491
Sarskiy	id=g:498492
Sarysaz-Takerman	id=g:498493
Sarsaz-Gory	id=g:498494
Sarsaz-Bagryazh	id=g:498495
Sarsaz	id=g:498496
Sarsaz	id=g:498497
Sar-Sar	id=g:498498
Sarsak-Omga	id=g:498499
Sars	id=g:498500
Sars	id=g:498501
Gora Sarrykolbashi-Tersak	id=g:498502
Sarruchey	id=g:498503
Sar-Ruchey	id=g:498504
Sarpinskiy Rayon	id=g:498505
Sarpinskiye Ozëra	id=g:498506
Ostrov Sarpinskiy	id=g:498507
Sarpinskiy	id=g:498508
Sarpinskaya Nizmennost’	id=g:498509
Ozero Sarpa	id=g:498510
Ozero Sarpa	id=g:498511
Sarozha	id=g:498512
Sarozha	id=g:498513
Sarozero-Yurkova Gora	id=g:498514
Sigovo	id=g:498515
Ozero Sarozero	id=g:498516
Ozero Sarozero	id=g:498517
Ozero Sarozero	id=g:498518
Ozero Sarozero	id=g:498519
Sarozero	id=g:498520
Sarozero	id=g:498521
Sarozero	id=g:498522
Boloto Sarovskiy Mokh	id=g:498523
Sarovka	id=g:498524
Sarov	id=g:498525
Boloto Saro-Mokh	id=g:498526
Sarnayurt	id=g:498527
Boloto Sarmyagskoye	id=g:498528
Sarmy	id=g:498529
Sarmos-Ozero	id=g:498530
Sarminskiy	id=g:498531
Sarmatskaya	id=g:498532
Sarmash-Bash	id=g:498533
Sarmashevo	id=g:498534
Sarmany	id=g:498535
Sarmanovskiy Rayon	id=g:498536
Sarmanovo	id=g:498537
Sarmakovo	id=g:498538
Sarmako	id=g:498539
Sarma	id=g:498540
Sarma	id=g:498541
Sarma	id=g:498542
Sarly	id=g:498543
Sarliney	id=g:498544
Sarley	id=g:498545
Stantsiya Sarkuz	id=g:498546
Sarkuz	id=g:498547
Sarkul’	id=g:498548
Sarkisyur’ya	id=g:498549
Ozero Sarki	id=g:498550
Sarakamysh	id=g:498551
Ozero Sar’ka-Lambi	id=g:498552
Sarkaish	id=g:498553
Sara	id=g:498554
Sarka	id=g:498555
Sarka	id=g:498556
Sarka	id=g:498557
Sarka	id=g:498558
Sarka	id=g:498559
Sarka	id=g:498560
Sarka	id=g:498561
Sarka	id=g:498562
Sarka	id=g:498563
Sarka	id=g:498564
Sarka	id=g:498565
Sarka	id=g:498566
Sari Yarvyan-Yoki	id=g:498567
Ozero Sariyarvi	id=g:498568
Ozero Sari-Yarvi	id=g:498569
Ozero Sari-Yarvi	id=g:498570
Ozero Sari-Yarvi	id=g:498571
Ozero Sari-Yarvi	id=g:498572
Sariyarvi	id=g:498573
Saritsa	id=g:498574
Boloto Sari-Suo	id=g:498575
Sariporog	id=g:498577
Sarinovka	id=g:498578
Sarinka	id=g:498579
Sarmyagi	id=g:498580
Sarimyaga	id=g:498581
Ozero Sarilampi	id=g:498582
Sarigora	id=g:498583
Sargyk-Yerykla	id=g:498584
Sargul	id=g:498585
Sargom	id=g:498586
Ozero Sargi	id=g:498587
Sargayeva	id=g:498588
Sargayaz	id=g:498589
Sargaya	id=g:498590
Sargaya	id=g:498591
Sovkhoz Sargamyshskiy	id=g:498592
Sargamysh	id=g:498593
Sarga	id=g:498594
Sarga	id=g:498595
Sarga	id=g:498596
Sarga	id=g:498597
Sarga	id=g:498598
Sarga	id=g:498599
Sarga	id=g:498600
Sareyevo	id=g:498601
Sarevo	id=g:498602
Sareptskiy Perekat	id=g:498603
Stantsiya Sarepta	id=g:498604
Sarepta	id=g:498605
Zaliv Sarenpyan-Lakhti	id=g:498606
Sarëda	id=g:498607
Sardynka	id=g:498608
Sardyk	id=g:498609
Sardygan	id=g:498610
Sardya	id=g:498611
Sardi	id=g:498612
Sardek-Bash	id=g:498613
Sardek	id=g:498614
Sardaus’	id=g:498615
Sardarkent	id=g:498616
Sardan	id=g:498617
Sardabash	id=g:498618
Sarda	id=g:498619
Sarda	id=g:498620
Sarchaki	id=g:498621
Sarbiya	id=g:498622
Sarbayevo	id=g:498623
Stantsiya Sarbay	id=g:498624
Sarbay	id=g:498625
Sarbay	id=g:498626
Sarbay	id=g:498627
Sarbay	id=g:498628
Sarbay	id=g:498629
Sarbala	id=g:498630
Sarbai	id=g:498631
Sarayul’	id=g:498632
Sarayskiy	id=g:498633
Saraysino	id=g:498634
Ozëra Saraynyye	id=g:498635
Ostrov Saraynyy Bor	id=g:498636
Gora Saray-Musyur	id=g:498637
Sarayly	id=g:498638
Gora Saray-Gora	id=g:498639
Saray-Gir	id=g:498640
Saray-Gir	id=g:498641
Sarayevskiy Rayon	id=g:498642
Sarayevskaya	id=g:498643
Sarayevo	id=g:498644
Sarayevo	id=g:498645
Sarayevo	id=g:498646
Sarayevo	id=g:498647
Sarayevo	id=g:498648
Sarayevo	id=g:498649
Sarayevo	id=g:498650
Stantsiya Sarayevka	id=g:498651
Sarayevka	id=g:498652
Sarayevo	id=g:498653
Sara-Yelan’	id=g:498654
Saray	id=g:498655
Stantsiya Saratov Vtoroy Tovarnyy	id=g:498656
Stantsiya Saratov Tretiy	id=g:498657
Saratovskoye Vodokhranilishche	id=g:498658
Saratovskoye	id=g:498659
Saratovskiy Vtoroy	id=g:498660
Saratovskiy Rayon	id=g:498661
Saratovskiy	id=g:498662
Saratovskiy	id=g:498663
Saratovskiy	id=g:498664
Saratovskiy	id=g:498665
Saratovskiy	id=g:498666
Saratovskiy	id=g:498667
Saratovskiy	id=g:498668
Saratovskiy	id=g:498669
Saratovskiy	id=g:498670
Saratovskaya Oblast'	id=g:498671
Saratovskaya	id=g:498672
Stantsiya Saratov Pervyy Passazhirskiy	id=g:498673
Saratovka	id=g:498674
Saratovka	id=g:498675
Saratov	id=g:498676
Saratov	id=g:498677
Sarasyn-Bora	id=g:498679
Sarashi	id=g:498680
Sarapul’skiy Rayon	id=g:498681
Sovkhoz Sarapul’skiy	id=g:498682
Sarapul’skaya Vozvyshennost’	id=g:498683
Sarapulovka	id=g:498684
Sarapulka	id=g:498685
Sarapulka	id=g:498686
Sarapul	id=g:498687
Sarapkino	id=g:498688
Sarapan	id=g:498689
Sarapala	id=g:498690
Sara-Oya	id=g:498691
Saraor	id=g:498692
Saranzhih	id=g:498693
Saran-Yoki	id=g:498694
Sarany	id=g:498695
Sarany	id=g:498696
Saranskoye	id=g:498697
Saransk	id=g:498698
Stantsiya Saraninskiy Zavod	id=g:498699
Ozero Saranchozero	id=g:498700
Saranchino	id=g:498701
Sarana	id=g:498702
Sarana	id=g:498703
Saralog	id=g:498704
Ozero Sara-Kura	id=g:498705
Saraktsino	id=g:498706
Saraktashskiy Rayon	id=g:498707
Saraktash	id=g:498708
Sarakha	id=g:498709
Sarakamysh	id=g:498710
Sarai	id=g:498711
Saragy	id=g:498712
Saragulovo	id=g:498713
Sara-Gora	id=g:498714
Kamen’ Sarafannyy	id=g:498715
Sarachinova	id=g:498716
Sarabkino	id=g:498717
Sarabikulovo	id=g:498718
Sarabakasy	id=g:498719
Stantsiya Sara	id=g:498720
Sara	id=g:498721
Sara	id=g:498722
Sara	id=g:498723
Sara	id=g:498724
Sara	id=g:498725
Sara	id=g:498726
Sara	id=g:498727
Sara	id=g:498728
Sara	id=g:498729
Sapykovo	id=g:498730
Sopychi	id=g:498731
Sapunovo	id=g:498732
Sapunovka	id=g:498733
Sapunov Bor	id=g:498734
Sapunkov	id=g:498735
Sapun	id=g:498736
Sapugoli	id=g:498737
Urochishche Sapt-Tundra	id=g:498738
Ozero Saptoozero	id=g:498739
Ozero Sapsho	id=g:498740
Sapsha	id=g:498741
Ozero Sapsango-Yarvi	id=g:498742
Boloto Sapsango-Suo	id=g:498743
Sapsanga	id=g:498744
Saprykino Vtoroye	id=g:498745
Saprykino	id=g:498746
Saprykino	id=g:498747
Saprykino	id=g:498748
Saprygino	id=g:498749
Saprychka	id=g:498750
Sapronovo	id=g:498751
Sapronovo	id=g:498752
Sapronovo	id=g:498753
Sapronovo	id=g:498754
Sapronovo	id=g:498755
Sapron	id=g:498756
Saprino	id=g:498757
Saprino	id=g:498758
Ozero Sappel’-Yavr	id=g:498759
Sapozhok	id=g:498760
Sapozhok	id=g:498761
Sapozhok	id=g:498762
Sapozhnyata	id=g:498763
Sapozhnikovy	id=g:498764
Sapozhkovskiy Rayon	id=g:498765
Sapozhkino	id=g:498766
Ozero Sapozero	id=g:498767
Sapovo	id=g:498768
Boloto Saposen-Suot	id=g:498769
Sapolovo	id=g:498770
Sapolga	id=g:498771
Sapogovskaya	id=g:498772
Sapogovo	id=g:498773
Sapogi	id=g:498774
Saplyk Tatarskiy	id=g:498775
Saplayak	id=g:498776
Sapkovskiye Vyselki	id=g:498777
Sapkovo	id=g:498779
Sapino	id=g:498780
Sapino	id=g:498781
Sapeyevo	id=g:498782
Sapërnyy	id=g:498783
Ozero Sapërnoye	id=g:498784
Sapernoye	id=g:498785
Stantsiya Sapërnaya	id=g:498786
Saperkino	id=g:498787
Sapërka	id=g:498788
Sapenitsa	id=g:498789
Sapegino	id=g:498790
Sapa	id=g:498791
Sanzhi	id=g:498792
Sanzharovskoye	id=g:498793
Santsilovo	id=g:498794
Solntsovo	id=g:498795
Santlada	id=g:498796
Sintimir	id=g:498797
