Qaanaaq	id=g:3831208
Bakau NDing	id=g:2413918
Bakau Kunku	id=g:2413919
Bakau	id=g:2413920
Bakary Sambou	id=g:2413921
Bakang	id=g:2413922
Bakalarr	id=g:2413923
Bakadaji Kunda	id=g:2413924
Bakadagy	id=g:2413925
Bakadagy	id=g:2413926
Bajong Kotor	id=g:2413927
Bajon Koto	id=g:2413928
Bajon Koto	id=g:2413929
Bajonkoto	id=g:2413930
Bajong Koto	id=g:2413931
Bajiran	id=g:2413932
Bajilo	id=g:2413933
Bajankoto	id=g:2413934
Bajana	id=g:2413935
Bajana	id=g:2413936
Bajagar Jola	id=g:2413937
Bajagar Jola	id=g:2413938
Bajagar Dumbutu	id=g:2413939
Bai Tenda	id=g:2413940
Baipal	id=g:2413941
Baintengkay	id=g:2413942
Bai N’Ding	id=g:2413943
Baien	id=g:2413944
Bai Bolon	id=g:2413945
Bai Ba	id=g:2413946
Bahoom	id=g:2413947
Bahen	id=g:2413948
Bahdad	id=g:2413949
Bafulotor	id=g:2413950
Bafuloto	id=g:2413951
Ba Faraba Island	id=g:2413952
Badume	id=g:2413953
Ba Duma	id=g:2413954
Badja Kunda	id=g:2413955
Badari	id=g:2413956
Babou Jobe	id=g:2413957
Baboon Islands	id=g:2413958
Babilon Gunjur	id=g:2413959
Babilon	id=g:2413960
Arongkoli Kunda	id=g:2413961
Arangalain	id=g:2413962
Anias Kunda	id=g:2413963
Ampaya	id=g:2413964
Amdalai	id=g:2413965
Amdallai	id=g:2413966
Alpha N’Ding	id=g:2413967
Alpha Hamjatu	id=g:2413968
Alpha	id=g:2413969
Alohungari Banta	id=g:2413970
Alohungari	id=g:2413971
Alligator Rock	id=g:2413972
Alla Tenta	id=g:2413973
Alla Kunda	id=g:2413974
Allahein	id=g:2413975
Aljamdu Kanteh Kunda	id=g:2413976
Aljamdu Kamara Kunda	id=g:2413977
Aljamdu Bolon	id=g:2413978
Aljamdu	id=g:2413979
Alimaka	id=g:2413980
Alicali Kunda	id=g:2413981
Alhaji Dembo	id=g:2413982
Alhaji Bajonkoto	id=g:2413983
Alhaji Abdoulie Liegh	id=g:2413984
Albadarr	id=g:2413985
Alaji Yoro	id=g:2413987
Ahalulie	id=g:2413988
African Knoll	id=g:2413989
Abuko	id=g:2413990
Abeokuta	id=g:2413991
Jiboroh Kotor	id=g:2571472
Abuko Nature Reserve	id=g:2571559
Nyangit	id=g:2571706
Yala	id=g:2571740
Bakote	id=g:2593156
Pelican Island	id=g:2593157
Selete	id=g:2593158
Kafaya	id=g:2593159
Kanuma	id=g:2593767
Kotu Power Station	id=g:2593768
Kanifing Industrial Estate	id=g:2593769
Katchikally Sacred Pond	id=g:2593770
Brikama College	id=g:2593771
Kombo Saint Mary District	id=g:2593772
Tanji Village Museum	id=g:2593775
Tujering River	id=g:2593776
Banjul / Yundum	id=g:6297184
Gambiaanse Atlantische Kust	id=g:6692623
Kombo Beach Hotel	id=g:6698213
Kachikally Museum and Crocodile Pool	id=g:6941902
Jajanbureh	id=g:6941972
Brusubi	id=g:7114325
Kerr Serign	id=g:7282416
Brufut Heights	id=g:7522055
Kaporabina	id=g:2413992
Zouyé	id=g:2413994
Zourouzia	id=g:2413995
Zoupoïzéba	id=g:2413996
Zoukouliazou	id=g:2413997
Zouguépo	id=g:2413998
Zougué	id=g:2413999
Zougouta	id=g:2414000
Zougoulakolo	id=g:2414001
Zougoueta	id=g:2414002
Zoubouroumaï	id=g:2414003
Zoton	id=g:2414004
Zopa	id=g:2414005
Zooulomai	id=g:2414006
Zon	id=g:2414007
Zohoyéa	id=g:2414008
Zogotta	id=g:2414009
Zoda	id=g:2414010
Zobodougou	id=g:2414011
Zobéié	id=g:2414012
Zoapa	id=g:2414013
Zitoun	id=g:2414014
Zinigorozou	id=g:2414015
Zingouédougou	id=g:2414016
Zingoloboia	id=g:2414017
Zimpa	id=g:2414018
Zimodou	id=g:2414019
Zimbessou	id=g:2414020
Ziévézié	id=g:2414021
Ziéla	id=g:2414022
Zié	id=g:2414023
Zié	id=g:2414024
Ziabèlé	id=g:2414025
Zévéye	id=g:2414026
Zessé	id=g:2414027
Zenntota	id=g:2414028
Zénié	id=g:2414029
Zénémouta	id=g:2414030
Zéda	id=g:2414031
Pointe du Zèbre	id=g:2414032
Zéassou	id=g:2414033
Ze	id=g:2414034
Zazaguizi	id=g:2414035
Zayé	id=g:2414036
Zatioula	id=g:2414037
Zapa	id=g:2414038
Zaborossou	id=g:2414039
Zabia	id=g:2414040
Yro Iran	id=g:2414041
Yro	id=g:2414042
Yro	id=g:2414043
Yrisi	id=g:2414044
Yrindou	id=g:2414045
Yrandou	id=g:2414046
Ypitindé	id=g:2414047
Yoyadougou	id=g:2414048
Youtaendi	id=g:2414049
Youroukouria	id=g:2414050
Youroukouguéya	id=g:2414051
Yourouadou	id=g:2414052
Youmalé	id=g:2414053
Youlé	id=g:2414054
Youkounkoun	id=g:2414055
Youï	id=g:2414056
Yougo	id=g:2414057
Youa Ya	id=g:2414058
Youan	id=g:2414059
Youadou	id=g:2414060
Youa	id=g:2414061
Yossono	id=g:2414062
Yosso	id=g:2414063
Yoromandou	id=g:2414064
Yorolokouré	id=g:2414065
Yorola	id=g:2414066
Yoro	id=g:2414067
Yorgo	id=g:2414068
Yooua	id=g:2414069
Yoo	id=g:2414070
Yono Sud	id=g:2414071
Yono	id=g:2414072
Yonkonko	id=g:2414073
Yongoya	id=g:2414074
Yongo	id=g:2414075
Yonbodou	id=g:2414076
Préfecture de Yomou	id=g:2414077
Yomou	id=g:2414078
Yomou	id=g:2414079
Yomendou	id=g:2414080
Île Yomboya	id=g:2414081
Yombou	id=g:2414082
Yombiro	id=g:2414083
Yomano	id=g:2414084
Yomandou	id=g:2414085
Yomandou	id=g:2414086
Yomadou	id=g:2414087
Yomadou	id=g:2414088
Yomadou	id=g:2414089
Yomadou	id=g:2414090
Yomadou	id=g:2414091
Yomadou	id=g:2414092
Yomadou	id=g:2414093
Yomadou	id=g:2414094
Yomadou	id=g:2414095
Yoma	id=g:2414096
Yolian	id=g:2414097
Yolaré	id=g:2414098
Yolaré	id=g:2414099
Yoko	id=g:2414100
Yoho	id=g:2414101
Yogo	id=g:2414102
Yogi	id=g:2414103
Yogbota	id=g:2414104
Yogboma	id=g:2414105
Yofoko	id=g:2414106
Yodou	id=g:2414107
Yobiné	id=g:2414108
Yoa	id=g:2414109
Yo	id=g:2414110
Ymili	id=g:2414111
Ymba	id=g:2414112
Yléta	id=g:2414113
Yléta	id=g:2414114
Yleouena	id=g:2414115
Yirikolia	id=g:2414116
Yirandou	id=g:2414117
Yinkérédou	id=g:2414118
Yingubé	id=g:2414119
Yindi	id=g:2414120
Yimbilin	id=g:2414121
Yimbémodiya	id=g:2414122
Yimbaya	id=g:2414123
Yilimalé	id=g:2414124
Yigbé	id=g:2414125
Yigbé	id=g:2414126
Yigbé	id=g:2414127
Yigbé	id=g:2414128
Yidou	id=g:2414129
Yicando	id=g:2414130
Yibéné	id=g:2414131
Yiambou	id=g:2414132
Ygba	id=g:2414133
Yfo	id=g:2414134
Yé Ya	id=g:2414135
Yéwiré	id=g:2414136
Yétiponi	id=g:2414137
Yesoulou	id=g:2414138
Yesou	id=g:2414139
Mont Yérourougal	id=g:2414140
Yéri	id=g:2414141
Yéri	id=g:2414142
Yéréwoya	id=g:2414143
Yéréwolia	id=g:2414144
Yéréwadou	id=g:2414145
Yéréourou	id=g:2414146
Yérendou	id=g:2414147
Yérémou	id=g:2414148
Yérémbeli	id=g:2414149
Yérékonko	id=g:2414150
Yérékonko	id=g:2414151
Yérédougou	id=g:2414152
Yéré	id=g:2414153
Yéradoukoma	id=g:2414154
Yenyéya	id=g:2414155
Yentédougou	id=g:2414156
Yenkité	id=g:2414157
Yenkiliba	id=g:2414158
Yenguissa	id=g:2414159
Yenguissa	id=g:2414160
Yenguissa	id=g:2414161
Yenguissa	id=g:2414162
Yenguissa	id=g:2414163
Yenguema	id=g:2414164
Yengué	id=g:2414165
Yénéta	id=g:2414166
Yendoa	id=g:2414167
Yendé To	id=g:2414168
Yende Sori	id=g:2414169
Yende Millimou	id=g:2414170
Yendé Mafissa	id=g:2414171
Yendé Louan	id=g:2414172
Yendé	id=g:2414173
Yendé	id=g:2414174
Yendé	id=g:2414175
Yendé	id=g:2414176
Yéna	id=g:2414177
Yempitazou	id=g:2414178
Yembéyakhori	id=g:2414179
Yembéré	id=g:2414180
Yembédindé	id=g:2414181
Yembé	id=g:2414182
Yembalé	id=g:2414183
Yembadou	id=g:2414184
Yélogo	id=g:2414185
Pointe Yéliotono	id=g:2414186
Yélimalo	id=g:2414187
Yélémanguéya	id=g:2414188
Yélelé	id=g:2414189
Yélel	id=g:2414190
Yélé	id=g:2414191
Yelani Kourou	id=g:2414192
Yékéiakidé	id=g:2414193
Yéké	id=g:2414194
Yegbé	id=g:2414195
Yegbadou	id=g:2414196
Yegbadou	id=g:2414197
Yéfoula	id=g:2414198
Yébéma	id=g:2414199
Yéba	id=g:2414200
Yé	id=g:2414201
Yé	id=g:2414202
Ybéma	id=g:2414203
Yayouta	id=g:2414204
Yatiya	id=g:2414205
Yatia	id=g:2414206
Yatéa Kori	id=g:2414207
Yataya	id=g:2414208
Yassafay	id=g:2414209
Yasafèye	id=g:2414210
Yasafèye	id=g:2414211
Yasafay	id=g:2414212
Yarto	id=g:2414213
Yarsadou	id=g:2414214
Yaria	id=g:2414215
Yaréya	id=g:2414216
Yardo Niamana	id=g:2414217
Yarazou	id=g:2414218
Yarawalia	id=g:2414219
Yaraouléna	id=g:2414220
Yarao	id=g:2414221
Yarangadougou	id=g:2414222
Yarané	id=g:2414223
Yarandou	id=g:2414224
Yarakoura	id=g:2414225
Yarakoura	id=g:2414226
Yarakoro	id=g:2414227
Yarakonko	id=g:2414228
Yarakoldou	id=g:2414229
Yarako	id=g:2414230
Yarakambaria	id=g:2414231
Yarakala	id=g:2414232
Yaragpalé	id=g:2414233
Yaradou Lé	id=g:2414234
Yaradougou	id=g:2414235
Yaradou	id=g:2414236
Yaradou	id=g:2414237
Yaradou	id=g:2414238
Yaradou	id=g:2414239
Yaradou	id=g:2414240
Yaradou	id=g:2414241
Yaradou	id=g:2414242
Yara	id=g:2414243
Yapolia	id=g:2414244
Yapolia	id=g:2414245
Yapolia	id=g:2414246
Yapéla	id=g:2414247
Yapangaye	id=g:2414248
Yaonadou	id=g:2414249
Yantédou	id=g:2414250
Yanguilima	id=g:2414251
Yangui Foula	id=g:2414252
Yangueya	id=g:2414253
Yanguéakhori	id=g:2414254
Marigot de Yangouya	id=g:2414255
Barre Yangouya	id=g:2414256
Yangouké-Saka	id=g:2414257
Yanfou	id=g:2414258
Yanéya	id=g:2414259
Yando	id=g:2414260
Yandi	id=g:2414261
Yandandou	id=g:2414262
Yanbatakoundé	id=g:2414263
Yanamouta	id=g:2414264
Yamoulé	id=g:2414265
Yambou	id=g:2414266
Yambéring	id=g:2414267
Yambèlé	id=g:2414268
Yamaya	id=g:2414269
Yamaya	id=g:2414270
Yama Cissa	id=g:2414271
Yali	id=g:2414272
Yaléya	id=g:2414273
Yalenzou	id=g:2414274
Yalata	id=g:2414275
Yalankié	id=g:2414276
Yalandou	id=g:2414277
Yalandou	id=g:2414278
Yalanda	id=g:2414279
Yalamba	id=g:2414280
Yalamba	id=g:2414281
Yalamba	id=g:2414282
Yalamba	id=g:2414283
Yalamba	id=g:2414284
Yalakpala	id=g:2414285
Yalaguéta	id=g:2414286
Fello Yalaguéré	id=g:2414287
Yalaga	id=g:2414288
Yalafadou	id=g:2414289
Yaladou	id=g:2414290
Yala	id=g:2414291
Yala	id=g:2414292
Yala	id=g:2414293
Yala	id=g:2414294
Yakramodia	id=g:2414295
Yakpolia	id=g:2414296
Yakilo	id=g:2414297
Yakhorikhouré	id=g:2414298
Yakadou	id=g:2414299
Yagui	id=g:2414300
Yagpala Ya	id=g:2414301
Yagouya	id=g:2414302
Yagbolo	id=g:2414303
Yagbodougou	id=g:2414304
Yagbo	id=g:2414305
Yafraya	id=g:2414306
Yafaédougou	id=g:2414307
Yadounianga	id=g:2414308
Yadoudou	id=g:2414309
Yadou	id=g:2414310
Yadou	id=g:2414311
Yabolo	id=g:2414312
Yaadou	id=g:2414313
Yaa River	id=g:2414315
Wurigbéli	id=g:2414317
Wourou Ouol	id=g:2414318
Woumba	id=g:2414319
Wougobi	id=g:2414320
Wota	id=g:2414321
Woro Sinkoro	id=g:2414322
Woro	id=g:2414324
Wono	id=g:2414325
Wonkoulou	id=g:2414326
Wonkou	id=g:2414327
Wonkifonkhouré	id=g:2414328
Wonkifon	id=g:2414329
Wondékéré	id=g:2414330
Wolola	id=g:2414331
Woliondou	id=g:2414332
Wolanda	id=g:2414333
Wodou	id=g:2414334
Wodou	id=g:2414335
Wimba	id=g:2414336
Wéyenkhori	id=g:2414337
Weyakolé	id=g:2414338
Weya	id=g:2414339
Wérénindo	id=g:2414340
Wendou Borou	id=g:2414341
Wendi	id=g:2414342
Wendé Ribé	id=g:2414343
Wéliya	id=g:2414344
Wèïlla	id=g:2414345
Wédiawarou	id=g:2414346
Wayawaya	id=g:2414348
Wawa	id=g:2414349
Wassou	id=g:2414350
Wassaya	id=g:2414351
Wassawassa	id=g:2414352
Wassanbala	id=g:2414353
Wassako	id=g:2414354
Wassadou	id=g:2414355
Wassa	id=g:2414356
Wassa	id=g:2414357
Wasan	id=g:2414358
Warran	id=g:2414359
Waro	id=g:2414360
Warnani	id=g:2414361
Wargalan	id=g:2414362
Wara Missidé	id=g:2414363
Waramba	id=g:2414364
Warakalan	id=g:2414365
Waradala	id=g:2414366
Warada	id=g:2414367
Waou	id=g:2414368
Wanson	id=g:2414369
Wankou	id=g:2414370
Wani	id=g:2414371
Wango	id=g:2414372
Wanga	id=g:2414373
Wan	id=g:2414374
Waliyakhouré	id=g:2414375
Waliya	id=g:2414376
Waliya	id=g:2414377
Walikaré	id=g:2414378
Walia	id=g:2414379
Walawala	id=g:2414380
Walawala	id=g:2414381
Walawala	id=g:2414382
Wala Wala	id=g:2414383
Wala Wala	id=g:2414384
Walawala	id=g:2414385
Walandama	id=g:2414386
Waladou	id=g:2414387
Wala	id=g:2414388
Wakaré	id=g:2414389
Vuya	id=g:2414390
Vrida	id=g:2414391
Voyloubé	id=g:2414392
Vouroua	id=g:2414393
Voumou	id=g:2414394
Vorézia	id=g:2414395
Vopo	id=g:2414396
Vonnéssou	id=g:2414397
Vinzié	id=g:2414398
Vindikadioley	id=g:2414399
Vindikadio	id=g:2414400
Vilo	id=g:2414401
Vezayé	id=g:2414402
Récif Verga	id=g:2414403
Cap Verga	id=g:2414404
Bancs de Verga	id=g:2414405
Véréya	id=g:2414406
Vendoukanta	id=g:2414407
Vendou Féto	id=g:2414408
Vendou Boto	id=g:2414409
Vendoubala	id=g:2414410
Bowal Vémini	id=g:2414411
Vélléko	id=g:2414412
Vélingara	id=g:2414413
Véliahinndé	id=g:2414414
Félo Vélia	id=g:2414415
Velia	id=g:2414416
Véléssou	id=g:2414417
Vélassagala	id=g:2414418
Védou	id=g:2414419
Véblo	id=g:2414420
Vé	id=g:2414421
Vé	id=g:2414422
Via River	id=g:2414423
Vassézia	id=g:2414424
Vasserédou	id=g:2414425
Vassavé	id=g:2414426
Vassara	id=g:2414427
Vassala	id=g:2414428
Vassadougou	id=g:2414429
Vasiadougou	id=g:2414430
Vanian	id=g:2414431
Vanha	id=g:2414432
Vamorodougou	id=g:2414433
Valuoou	id=g:2414434
Valibassou	id=g:2414435
Valaïdou	id=g:2414436
Vaiavaia	id=g:2414437
Vahodougou	id=g:2414438
Vahi Ya	id=g:2414439
Vagbanata	id=g:2414440
Vafindougou	id=g:2414441
Uyimp	id=g:2414442
Ussik	id=g:2414443
Unntiti	id=g:2414445
Uéye	id=g:2414446
Colline de Tuo	id=g:2414447
Tuo	id=g:2414448
Tuo	id=g:2414449
Pointe Tristao	id=g:2414450
Îles Tristao	id=g:2414451
Trissa	id=g:2414452
Tridala	id=g:2414453
Treto	id=g:2414454
Fello Toutou	id=g:2414455
Toutou	id=g:2414456
Toutéba	id=g:2414457
Touroutomo	id=g:2414458
Touroulé	id=g:2414459
Touroukounan	id=g:2414460
Tourouban	id=g:2414461
Tourou	id=g:2414462
Tourou	id=g:2414463
Touroko	id=g:2414464
Touri	id=g:2414465
Tourétiémodougou	id=g:2414466
Touréta Kolé Ko	id=g:2414467
Tourella	id=g:2414468
Tourella	id=g:2414469
Tourella	id=g:2414470
Tourélé Kourou	id=g:2414471
Tourélé	id=g:2414472
Toureita Malinké	id=g:2414473
Toureita Foula	id=g:2414474
Toureita	id=g:2414475
Tourdou Sodio	id=g:2414476
Tourali	id=g:2414477
Toupéria	id=g:2414478
Toupéria	id=g:2414479
Touoima	id=g:2414480
Tounyifilidi	id=g:2414481
Tounyifili	id=g:2414482
Tountoye	id=g:2414483
Tountoué	id=g:2414484
Tounti	id=g:2414485
Bowal Tountéba	id=g:2414486
Tounté	id=g:2414487
Tounoukoyakoélé	id=g:2414488
Tounkourouma	id=g:2414489
Tounko-Sabéri	id=g:2414490
Tounkan	id=g:2414491
Tounka	id=g:2414492
Touni	id=g:2414493
Tounguel	id=g:2414494
Tounfonfalé	id=g:2414495
Toundo	id=g:2414496
Tounboto	id=g:2414497
Tounbé Kourou	id=g:2414498
Toumoussako	id=g:2414499
Toumitara	id=g:2414500
Toumbourou	id=g:2414501
Toumbor	id=g:2414502
Toumboni	id=g:2414503
Toumbodo	id=g:2414504
Toumbo	id=g:2414505
Toumbéta	id=g:2414506
Toumba Kourou	id=g:2414507
Toumba	id=g:2414508
Toumba	id=g:2414509
Toumba	id=g:2414510
Toumanya	id=g:2414511
Toumanou	id=g:2414512
Toumaniyakhori	id=g:2414513
Toumaniya	id=g:2414514
Toumaniya	id=g:2414515
Toumanidougou	id=g:2414516
Fello Toumani Diagui	id=g:2414517
Toumania	id=g:2414518
Toumania	id=g:2414519
Toumangfi	id=g:2414520
Toumanéa	id=g:2414521
Toumandou	id=g:2414522
Toumandou	id=g:2414523
Touloye	id=g:2414524
Touloubi	id=g:2414525
Touloubéré	id=g:2414526
Touloubéré	id=g:2414527
Toulou	id=g:2414528
Toulou	id=g:2414529
Toulissayé	id=g:2414530
Toulémou	id=g:2414531
Toulel Nouma	id=g:2414532
Toulelniama	id=g:2414533
Fello Toulel	id=g:2414534
Toulel	id=g:2414535
Toulé	id=g:2414536
Touldé Lope	id=g:2414537
Touldé Amara	id=g:2414538
Toukougna	id=g:2414539
Toukoro	id=g:2414540
Toukoro	id=g:2414541
Touguita	id=g:2414542
Touguisoukou	id=g:2414543
Préfecture de Tougué	id=g:2414544
Tougué	id=g:2414545
Tougougnou	id=g:2414546
Tougbélé	id=g:2414547
Tougbanédougou	id=g:2414548
Tougalé	id=g:2414549
Touga	id=g:2414550
Touboundi	id=g:2414551
Toubaya	id=g:2414552
Toubaro	id=g:2414553
Toubandi	id=g:2414554
Toubakourouno	id=g:2414555
Toubakouno	id=g:2414556
Toubakoro	id=g:2414557
Toubakoia	id=g:2414558
Touba Bissa	id=g:2414559
Touba	id=g:2414560
Touba	id=g:2414561
Touba	id=g:2414562
Touba	id=g:2414563
Touba	id=g:2414564
Toua Ya	id=g:2414565
Toualédé	id=g:2414566
Tou	id=g:2414567
Totiko	id=g:2414568
Totala	id=g:2414569
Tossokoré	id=g:2414570
Tossiné	id=g:2414571
Torougouetoumou Kourou	id=g:2414572
Torou	id=g:2414573
Toronkala	id=g:2414574
Toronkala	id=g:2414575
Toromélun	id=g:2414576
Toroko	id=g:2414577
Torogo	id=g:2414578
Torogna	id=g:2414579
Toréa	id=g:2414580
Tora	id=g:2414581
Topoou	id=g:2414582
Tooma	id=g:2414583
Tooba Ya	id=g:2414584
Tonzolo	id=g:2414585
Tonson	id=g:2414586
Tonota	id=g:2414587
Tonon	id=g:2414588
Tonofilafara	id=g:2414589
Tonodougou	id=g:2414590
Récif du Tonnelier	id=g:2414591
Pointe du Tonnelier	id=g:2414592
Tonkoulé	id=g:2414593
Marigot de Tonkima	id=g:2414594
Tonkibon	id=g:2414595
Tonkellé	id=g:2414596
Tonionkou	id=g:2414597
Tonia	id=g:2414598
Tongui	id=g:2414599
Tongui	id=g:2414600
Tongui	id=g:2414601
Tongosiria	id=g:2414602
Tongoma	id=g:2414603
Tongolo	id=g:2414604
Tongolo	id=g:2414605
Tongolo	id=g:2414606
Tongola	id=g:2414607
Tongo	id=g:2414608
Tongboye	id=g:2414609
Tongbotié	id=g:2414610
Tongbekoro	id=g:2414611
Tongarata	id=g:2414612
Tonfili	id=g:2414613
Toneboulo	id=g:2414614
Tondon	id=g:2414615
Tondon	id=g:2414616
Tondo	id=g:2414617
Tonborho	id=g:2414618
Tonboli	id=g:2414619
Tonba	id=g:2414620
Tonafé	id=g:2414621
Tomono	id=g:2414622
Tominé	id=g:2414623
Tomboya Bakidéra	id=g:2414624
Tombou	id=g:2414625
Tombondon	id=g:2414626
Tombomba	id=g:2414627
Tomboléya	id=g:2414628
Tombolagui	id=g:2414629
Tombokouré	id=g:2414630
Tomboko	id=g:2414631
Île Tombo	id=g:2414632
Tombo	id=g:2414633
Tombani	id=g:2414634
Tomba Kourou	id=g:2414635
Tomba Ko	id=g:2414636
Tombaguia Kourbu	id=g:2414637
Tombaguia Foula	id=g:2414638
Tombaguia	id=g:2414639
Tomba Foulah	id=g:2414640
Tomba Dougoula	id=g:2414641
Tombadou	id=g:2414642
Tombadonkéa	id=g:2414643
Tomba	id=g:2414644
Tomanero	id=g:2414645
Tomandou	id=g:2414646
Toly	id=g:2414647
Tolomissa	id=g:2414648
Tolomasso	id=g:2414649
Tolomasso	id=g:2414650
Ferme-École de Tolo	id=g:2414651
Tolo	id=g:2414652
Tolly	id=g:2414653
Tolli	id=g:2414654
Toli Ouladin	id=g:2414655
Toli	id=g:2414656
Toli	id=g:2414657
Tolakoulounkan	id=g:2414658
Tokonou	id=g:2414659
Bowal Toké	id=g:2414660
Toka	id=g:2414661
Toka	id=g:2414662
Toka	id=g:2414663
Toka	id=g:2414664
Toho	id=g:2414665
Toguiron	id=g:2414666
Togui Oulé	id=g:2414667
Toguinedin	id=g:2414668
Toguindin	id=g:2414669
Toguimba	id=g:2414670
Toguenfing	id=g:2414671
Toguenfing	id=g:2414672
Tiangol Togoro	id=g:2414673
Togolé	id=g:2414674
Togobédougou	id=g:2414675
Togobala	id=g:2414676
Togbata	id=g:2414677
Togbata	id=g:2414678
Tofiya	id=g:2414679
Toé	id=g:2414680
Tobéa	id=g:2414681
Toa Ya	id=g:2414682
Tleladyi	id=g:2414683
Tizinko	id=g:2414684
Tiyé	id=g:2414685
Tiroba	id=g:2414686
Tiro	id=g:2414687
Tiriro	id=g:2414688
Tirimadalani	id=g:2414689
Tirikouré	id=g:2414690
Tiriko	id=g:2414691
Tiriko	id=g:2414692
Tiri	id=g:2414693
Bowal Tipili	id=g:2414694
Tioukou	id=g:2414695
Fello Tiopi	id=g:2414696
Tiopi	id=g:2414697
Tiopétoum	id=g:2414698
Tionkita	id=g:2414699
Tiomolo	id=g:2414700
Tiomolo	id=g:2414701
Tiogoné	id=g:2414703
Tinti Saba	id=g:2414704
Tinti Saba	id=g:2414705
Tintioulé	id=g:2414706
Tintioulé	id=g:2414707
Tintima	id=g:2414708
Tintilli	id=g:2414709
Tintilli	id=g:2414710
Tintiamé	id=g:2414711
Tintarba	id=g:2414712
Île Tinsou	id=g:2414713
Tinntéka	id=g:2414714
Tinndo	id=g:2414715
Tinkorodougou	id=g:2414716
Tinkonkoro	id=g:2414717
Tinkoni	id=g:2414718
Tinkoni	id=g:2414719
Tinkolé	id=g:2414720
Tinkolé	id=g:2414721
Tinko	id=g:2414722
Tinko	id=g:2414723
Tinkisso	id=g:2414724
Tinkisso	id=g:2414725
Tinkisso	id=g:2414726
Tinkissa	id=g:2414727
Tinkia	id=g:2414728
Tinkia	id=g:2414729
Tinkia	id=g:2414730
Fello Tinketta	id=g:2414731
Tinkéta	id=g:2414732
Tinkéré	id=g:2414733
Tinké Mansa	id=g:2414734
Tinké Mansa	id=g:2414735
Tinké Mansa	id=g:2414736
Tinké Ko	id=g:2414737
Tinkata	id=g:2414738
Mont Tinka	id=g:2414739
Tinikoro	id=g:2414740
Tiniki	id=g:2414741
Tinguilinta	id=g:2414742
Tinguéladji	id=g:2414743
Tinguèdou	id=g:2414744
Tingué	id=g:2414745
Tingbin	id=g:2414746
Ting	id=g:2414747
Tinéméré	id=g:2414748
Tindo	id=g:2414750
Tindila	id=g:2414751
Tindiba	id=g:2414752
Lac Tinani	id=g:2414753
Timtayi	id=g:2414754
Timouloutéko	id=g:2414755
Montagne de Timéwi	id=g:2414756
Timéwi	id=g:2414757
Timbo	id=g:2414758
Timbi Touni	id=g:2414759
Timbi Madina	id=g:2414760
Timbi Diari	id=g:2414761
Timbeldou	id=g:2414762
Timbandou	id=g:2414763
Tilikoro	id=g:2414764
Tilibaye	id=g:2414765
Tili	id=g:2414766
Tilé	id=g:2414767
Tildalani	id=g:2414768
Tilan	id=g:2414769
Tila	id=g:2414770
Tiion	id=g:2414771
Tiguisson	id=g:2414772
Tiguisson	id=g:2414773
Tiguio	id=g:2414774
Tiguibiri	id=g:2414775
Tiguélipo	id=g:2414776
Tigué	id=g:2414777
Tiguania	id=g:2414778
Tiévéré	id=g:2414779
Tiévélé	id=g:2414780
Tiévé	id=g:2414781
Tiéton	id=g:2414782
Tierno Sambaya	id=g:2414783
Tiérno Kali	id=g:2414784
Tiéoulindougou	id=g:2414785
Tiéouléyé	id=g:2414786
Tiéou	id=g:2414787
Tientiéguéla	id=g:2414788
Tienkoro	id=g:2414789
Tienko	id=g:2414790
Tiéni	id=g:2414791
Tiengbé	id=g:2414792
Tiendou	id=g:2414793
Tiémorodougou	id=g:2414794
Tiembodougou	id=g:2414795
Tiémakolé	id=g:2414796
Tiéliré	id=g:2414797
Tiélé	id=g:2414798
Tiékouradougou	id=g:2414799
Tiékouradougou	id=g:2414800
Tiékouradougou	id=g:2414801
Tiékouradougou	id=g:2414802
Fello Tiekoundala	id=g:2414803
Tiékoudouna	id=g:2414804
Tiékorodougou	id=g:2414805
Tiékorodougou	id=g:2414806
Tieko	id=g:2414807
Tiéko	id=g:2414808
Tiékeye	id=g:2414809
Tiékévi	id=g:2414810
Tiékéré	id=g:2414811
Tiékéré	id=g:2414812
Tiékélé	id=g:2414813
Tiégréton	id=g:2414814
Tiédala	id=g:2414815
Tiécoulo	id=g:2414816
Tibola	id=g:2414817
Pic de Tibé	id=g:2414818
Vendu Chaurali	id=g:2414819
Tiaoa	id=g:2414820
Tiantienda	id=g:2414821
Tiantiéguéla	id=g:2414822
Tiankoye	id=g:2414823
Tiankoye	id=g:2414824
Tiankoye	id=g:2414825
Tiankousoulougui	id=g:2414826
Tiankou Saadou	id=g:2414827
Tiankoun Tambi	id=g:2414828
Tiankountambé	id=g:2414829
Tiankounsori	id=g:2414830
Tiankoun Paradji	id=g:2414831
Tiankoun Lakiri	id=g:2414832
Tiankoun Koro	id=g:2414833
Tiankoun Kévéré	id=g:2414834
Tiankounialagué	id=g:2414835
Tiankounguili	id=g:2414836
Tiankounguili	id=g:2414837
Tiankounguili	id=g:2414838
Tiankoun Guilé	id=g:2414839
Tiankoun Dossi	id=g:2414840
Tiankounbové	id=g:2414841
Tiankounbotodji	id=g:2414842
Tiankounboto	id=g:2414843
Tiankounbéré	id=g:2414844
Tiankounbani	id=g:2414845
Tiankounbalindji	id=g:2414846
Tiankoun Balédji	id=g:2414847
Tiankoun Balédji	id=g:2414848
Tiankounaliou	id=g:2414849
Tiankoubali	id=g:2414850
Tiankou	id=g:2414851
Tiankou	id=g:2414852
