Wādī Medhar Brega	id=g:2469031
Jebel Ebba	id=g:2474124
Kef Abbed	id=g:2474125
Bou Menjel	id=g:2474126
Qar‘at al Abaouh	id=g:2474127
Jabal Abaoub	id=g:2474128
‘Uqlat al ‘Abābisah	id=g:2474129
‘Uqlat al ‘Abābisah	id=g:2474130
Jebel Ababsa	id=g:2474131
Bi’r al Abâbia	id=g:2474132
Bilād al Abâbia	id=g:2474133
Wādī al ‘Abā’ah	id=g:2474134
Jabal al Aatra	id=g:2474135
Koudiat el Aajout	id=g:2474136
Henchir al Aadi	id=g:2474137
Uadi Sciarsciuf	id=g:2474138
Kêf er Râdjel	id=g:2484134
Bled Hennchir el Hadj	id=g:2493902
Oued Froûr	id=g:2496204
Kêf Bâbâbrîk	id=g:2505867
Fedj Bâbâbrîk	id=g:2505868
Khechem el Agab	id=g:2564841
Garaet el Atel	id=g:2564842
Garet Hatbaïet el Ghar	id=g:2564843
Khaoui el Agered	id=g:2564844
Khaoui Ben Rezig	id=g:2564847
Sebkhet et Tannfoum	id=g:2564848
Daharet el Kreba	id=g:2564849
Khaoui Oulad Dhou	id=g:2564850
Khaoui el Kouif	id=g:2564851
Khaoui el Rhodene	id=g:2564852
Khaoui en Nessi	id=g:2564853
Zemilet Guemeur	id=g:2564854
Khaoui Debdeba	id=g:2564855
Debdabet el Atsel	id=g:2564856
Borj Mechehed Salah	id=g:2564857
Ed Doghra	id=g:2564883
Berouari	id=g:2564884
Bou Grad	id=g:2564885
Bou Alem	id=g:2564886
Megdoudech	id=g:2564887
Oued es Saboun	id=g:2564888
Bir el Miasma	id=g:2564890
Bir Oulad Embarek	id=g:2564891
Bir en Nessara	id=g:2564892
Attig	id=g:2564893
Oued el Mahah	id=g:2564918
Jebel el Ali	id=g:2564924
Jebel ez Zitoun	id=g:2564929
Borj Maattalah	id=g:2564931
Rass el Maa	id=g:2564939
Sidi Marchett	id=g:2564941
El Ksour	id=g:2564944
Dar Cheikh Ahmed	id=g:2564950
Diar Beni Allah	id=g:2564951
Dechret Jelelba	id=g:2564952
Henchir el Bechtia	id=g:2564953
Henchir el Kadri	id=g:2564954
Douar et Tarig	id=g:2564955
Henchir Khibiche	id=g:2564956
Dar Taïeb Bou Abd es Slam	id=g:2564957
Henchir Abd el Kader	id=g:2564958
Aïn Sayada	id=g:2564959
Ouled Negaz	id=g:2564960
Bir Bou Chakoua	id=g:2564974
Oued el Ahfar	id=g:2564976
Oued el Rhieha	id=g:2564977
Oued es Shira	id=g:2564978
Oued esh Shira	id=g:2564979
Oued Maarouf	id=g:2564980
Oued ed Dehar	id=g:2564981
Aïn el Terfaïa	id=g:2564982
Aïn Ali Ben Ahmar	id=g:2564983
Oued Dehssa	id=g:2564984
Bir er Rich	id=g:2564985
Oued el Behim	id=g:2564986
Oued el Oglat	id=g:2564987
Oued el Izreg	id=g:2564988
Oued Kef er Reham	id=g:2564989
Oued el Hizri	id=g:2564990
Henchir el Adem	id=g:2564991
Aïn el Agouba	id=g:2565263
Lorzot	id=g:2565649
Oued el Morteba	id=g:2565655
Bateum Aïssa	id=g:2565658
Gueceir Mâne	id=g:2565659
Garet el Kelakr	id=g:2565660
Oued Ouzith	id=g:2565662
Amril Khashm al Ḩuwaybah	id=g:2565909
Tieret	id=g:2565910
Bir Zar	id=g:2565911
Ra’s Ramlat al Maḑī’āt	id=g:2565923
Chebket el Massana	id=g:2565924
Qārat Zār	id=g:2565925
Meguerina Krebb Zaab	id=g:2565926
Chouchet el Atrouss	id=g:2565927
Wādī al Arzaţ	id=g:2566164
Dakhlet Oum Yerhrem	id=g:2570536
Hamadet Ben Younes	id=g:2570537
Oued Benoud	id=g:2570541
Rouss Abdallah	id=g:2570553
Siah el Melaz	id=g:2570591
Krebb Zaab el Rharbi	id=g:2570594
Oued el Ouar	id=g:2570600
Hamadet Zamah	id=g:2570601
Oued Ras el Ogla	id=g:2570602
Oued Bou Rafa	id=g:2570603
Garet el Beker	id=g:2570604
Bir Bou Hanndel	id=g:2570613
Z̧ahrat al Faşūlīyah	id=g:2570614
Oued Aïne Babouch	id=g:2570616
Bordj et Tourki	id=g:2570620
Sidi ben Araar	id=g:2570622
Oued Lorbeus	id=g:2570623
Mine de Sakiet Sidi Youssef	id=g:2570628
Oued en Nahala	id=g:2570630
Jebel er Ras	id=g:2570632
Mechtat el Adelia	id=g:2570633
Mechta Sidi bou Adila	id=g:2570634
Oued es Sadine	id=g:2570635
Djebel Bou Seboua	id=g:2570637
Oued ech Cherchra	id=g:2570639
Djebel Medjembia	id=g:2570641
Hammam Biada	id=g:2570644
Jebel Oued es Slougui	id=g:2570646
Oued Jemiane	id=g:2570648
Oued ed Douda	id=g:2570649
Oued el Mghassel	id=g:2570650
Djebel Sfa Bou Beker	id=g:2570651
Dyr el Kef	id=g:2570699
Aïn el Mouia	id=g:2570700
Oued Chêria	id=g:2570701
Djebel Bou Rbah	id=g:2570703
Mechtat Oulad Sidi Abid	id=g:2570704
Mechta Berzig	id=g:2570712
Oued Nemeur	id=g:2570714
Oued el Hamman	id=g:2570715
Oued el Enja	id=g:2570716
Et Tahma	id=g:2570725
Mechta Boucherika	id=g:2570726
Mechta Hennchir Hedil	id=g:2570741
Mechtet ed Damouss	id=g:2570742
Sidi Atmane el Haddad	id=g:2570743
Chalbi	id=g:2570744
Dour du Palmier	id=g:2570759
El Aïoun	id=g:2570762
Kef es Salem	id=g:2570768
Rmel es Safsaf	id=g:2570769
Mechta Rahba el Bir	id=g:2570810
Oued Krouldjane	id=g:2570811
Sidi Ahmed	id=g:2570813
Oued el Hammam	id=g:2570815
Argoub el Gouaïd Ouled Chehib	id=g:2570823
Henchir Bou Aïssa	id=g:2570828
Djebel el Dilimet	id=g:2570829
Jebel Touila	id=g:2570830
Dar Fathma	id=g:2570831
Er Rmep	id=g:2570833
Aïn Ghaghmid	id=g:2570834
Rirane	id=g:2570836
Oued Demane el Harsane	id=g:2570837
Oued ed Deba	id=g:2570839
Oued el Amor	id=g:2570841
Douar Douaïdia	id=g:2570842
Djebell Rhmad el Guech	id=g:2570843
Oued Bou Terfès	id=g:2570845
Oued Sidi Ramdane	id=g:2570849
Oued Malah	id=g:2570852
Souk et Tleta	id=g:2570853
Oued Bou Hajar	id=g:2570855
Henchir Bou Hajar	id=g:2570858
Djebel Guetar	id=g:2570859
Argoub Sehab el Guessar	id=g:2570861
Oum Knib	id=g:2570864
Oued el Melez	id=g:2570865
Aïn el Melez	id=g:2570866
Jebel es Seffah	id=g:2570867
Henndi el Ganntas	id=g:2570868
Aïn Bou Mourra	id=g:2570869
Ouled Bel Firane	id=g:2570870
Aïn el Ksour	id=g:2570871
Aïn Rhnaïa	id=g:2570872
Aïn es Smara	id=g:2570874
Sidi Bou Taïeb	id=g:2570875
Sidi Bou Djdriah	id=g:2570876
Oued es Sonngott	id=g:2570877
Oued Touila	id=g:2570878
Oued el Kseub	id=g:2570880
En Nab el Assoud	id=g:2570882
Sif Lahma	id=g:2570883
Sidi Ahmed	id=g:2570884
Aïn ed Djdida	id=g:2570885
Aïn Sidi Ahmed	id=g:2570891
Aïn ez Zrilli	id=g:2570893
Cheikh Hamed	id=g:2570895
Oued Bou Mourra	id=g:2570897
Aïn Emejnib	id=g:2570898
Oued el Marg	id=g:2570899
Oued Mafrine	id=g:2570900
Ragouba Abid	id=g:2570901
Sidi Ali	id=g:2570902
Guelib es Sebt	id=g:2570904
Zmala ech Chtaïtaïa	id=g:2570905
Leïla Hada	id=g:2570906
Hennchir el Ksar	id=g:2570908
Krannga	id=g:2570914
Sra en Nechit	id=g:2570917
Sidi Bou Hassen	id=g:2570918
Tsaret et Toual	id=g:2570924
Douria	id=g:2570926
Henchir Guettar	id=g:2570929
Seffah	id=g:2570930
Chaab el Hallouf	id=g:2570932
Oued Feddane ech Chih	id=g:2570933
Aïn Tobaga	id=g:2570934
Oued Lomguesba	id=g:2570937
Argoub Lomguesba	id=g:2570938
Henchir Abes	id=g:2570939
Keb el Hessaïs	id=g:2570941
Oued el Krennga	id=g:2570958
Kef el Hadef	id=g:2570959
Jebel Zorrisse	id=g:2570961
Kef el Asfer	id=g:2570962
Aïn Zorrisse	id=g:2570963
Aïn Tefjah	id=g:2570964
Oued es Satour	id=g:2570965
Oued el Arba	id=g:2570966
Koudiat Ecchegga	id=g:2570967
Oued el Assa	id=g:2570968
Oued Jenane er Roumi	id=g:2570969
Oued et Tahar	id=g:2570971
Oued el Faïd	id=g:2570972
Bled Eddkrla	id=g:2570974
Oued el Koukat	id=g:2570975
Henchir el Afari	id=g:2570976
Henchir Etteboula	id=g:2570979
Bir Amor Bou Alima	id=g:2570981
Henchir Sidi Mensi	id=g:2570988
Aissadi	id=g:2570989
Henchir Demnet el Jader	id=g:2570991
Oued Essra	id=g:2570992
Sidi Bou Teraa	id=g:2570993
Aïn el Alilega	id=g:2570997
Henchir el Alilega	id=g:2570998
Henchir ed Damouss	id=g:2570999
Sidi Ali Ben Said	id=g:2571000
Bir el Johala	id=g:2571001
Bled Bou Dabouss	id=g:2571003
Henchir Bel Hannech	id=g:2571005
Ennfidet en Nemeur	id=g:2571006
Henndi Bou Guorgueur	id=g:2571011
Henchir en Nechmaya	id=g:2571012
Oued el Hallouf	id=g:2571022
Borj es Sfaxi	id=g:2571023
Sidi Boudine	id=g:2571024
Bir el Mnasria	id=g:2571025
Koudiat Krira ed Dirouicha	id=g:2571026
Sersouf Garaat el Kranfous	id=g:2571027
Henchir el Kranguet	id=g:2571029
Henchir el Fesguia	id=g:2571031
Henndi Sidi Ali ech Chaïb	id=g:2571032
Sidi Ali ech Chaïb	id=g:2571033
Henchir Abid	id=g:2571034
Bir el Haj Salah	id=g:2571035
Koudiat et Touicha	id=g:2571036
Henchir el Ghariana	id=g:2571063
Kroumet Mnaceur	id=g:2571064
Ragoubet es Souda	id=g:2571066
Sidi Bou Laaba	id=g:2571067
Sidi Ahmed es Sid	id=g:2571070
Henchir el Battoumale	id=g:2571071
Bir Salah Ben Saad	id=g:2571072
Oued el Hallouf	id=g:2571073
Henndi Ben Otsmane	id=g:2571074
Oued el Ghouirga	id=g:2571075
Oued es Sid	id=g:2571076
Sersouf el Ouechtatia	id=g:2571081
Chabet el Hamra	id=g:2571082
Henchir Laslaa	id=g:2571083
El Mregueub	id=g:2571092
Henchir ech Chougafiya	id=g:2571093
Sidi el Oussif	id=g:2571095
El Hanike	id=g:2571096
Henchir el Aouani	id=g:2571097
Oued el Hasshass	id=g:2571099
Oued Laslaa	id=g:2571100
Henchir el Gallal	id=g:2571102
El Ksar el Ahmeur	id=g:2571103
Sersouf el Gherabate	id=g:2571106
Sif Henchir Ahmed	id=g:2571107
Henchir el Ouest	id=g:2571108
Oued es Settara	id=g:2571109
Henchir Bou Hammar	id=g:2571111
Sidi Ali Ben Amor	id=g:2571112
Ghedir el Hallouf	id=g:2571114
Oued ech Cherif	id=g:2571116
Henchir el Hout	id=g:2571118
Henchir el Bell	id=g:2571119
Oued Serdiana	id=g:2571121
Sidi Bou Laatarisse	id=g:2571128
Henchir el Olga	id=g:2571129
Hamadet Amara	id=g:2571130
Henchir Sidi Blich	id=g:2571131
Oued en Nehal	id=g:2571133
Oued ez Zitoun	id=g:2571134
Sidi Ali el Gharbi	id=g:2571135
Sidi Ali el Hicheri	id=g:2571136
Henchir el Hassiane	id=g:2571137
Henchir el Maïze	id=g:2571138
Henchir es Sghir	id=g:2571139
Sidi el Adjili	id=g:2571143
Oued er Rouch	id=g:2571145
Oued el Hassiane	id=g:2571146
Oued Farch es Sid	id=g:2571151
Henchir Bou Souibaa	id=g:2571152
Koudiat el Guefa	id=g:2571153
Koudiat el Ahrech	id=g:2571154
Oued Najar	id=g:2571155
Aroumet el Alia	id=g:2571156
Oued el Hammam	id=g:2571157
Oued ed Defla	id=g:2571158
Henchir el Tsaaleb	id=g:2571159
Henchir el Gharbi	id=g:2571160
Henchir Bou Dabouss	id=g:2571161
Henchir el Glea	id=g:2571162
Bled Sidi Mahmoud	id=g:2571163
El Msalla	id=g:2571164
Henchir Bou Halleb	id=g:2571165
Oued el Hosshass	id=g:2571166
Henchir el Garaa	id=g:2571167
Oued es Souinia	id=g:2571168
Henchir Alguet er Rezig	id=g:2571170
El Oussiane	id=g:2571174
Oued el Terich	id=g:2571175
Garaa Chiah	id=g:2571176
Jebel el Halfa	id=g:2571177
Oued Aïne Jeloula	id=g:2571178
Argoub Saad	id=g:2571180
Oued ed Defla	id=g:2571181
Aïne el Hamra	id=g:2571182
Henchir el Mellah	id=g:2571184
Aouinet el Rhnem	id=g:2571185
Garaet ech Chouk	id=g:2571186
Henchir es Segui	id=g:2571187
Henchir Bou Zaïane	id=g:2571188
Leila Zouaïa	id=g:2571189
Bir Zouaïa	id=g:2571190
Oued es Soug	id=g:2571191
Garaet en Namous	id=g:2571192
Aïne ed Debane	id=g:2571193
Sidi el Aquermi	id=g:2571194
Oued es Segui	id=g:2571195
Henchir el Adame Bou Krelal	id=g:2571196
El Haria	id=g:2571197
Argoub ech Cherif	id=g:2571198
Oued Fid es Semar	id=g:2571199
Leila ed Deraïfa	id=g:2571200
Henchir ed Derabil	id=g:2571201
Jebel Gradou	id=g:2571202
Lella Henia	id=g:2571203
Oued Ghedir Ezzich	id=g:2571204
Bir Mohammed Bou Zaïane	id=g:2571205
Bir el Haj Mahmoud el Aouim	id=g:2571206
Bir Ali Ben Saad	id=g:2571207
Bir Nahal	id=g:2571210
Oued Sidi Assel	id=g:2571211
Oued Dakrlate	id=g:2571218
Oued el Henchir	id=g:2571219
El Khouma Souda	id=g:2571220
Oued Bgour	id=g:2571222
Garjoumet el Retba	id=g:2571224
Henchir Tella	id=g:2571225
Bir el Malah	id=g:2571226
Henchir Stella	id=g:2571228
Koudiat el Bohli	id=g:2571229
Oued el Kebir	id=g:2571230
Oued el Hallouf	id=g:2571231
Henchir Gradou	id=g:2571234
Gnateur Gradou	id=g:2571235
Henchir Garaet en Namousse	id=g:2571236
Oued Ghanzour	id=g:2571241
Oued ed Dib	id=g:2571242
Bir Hassi ez Zennda	id=g:2571243
Henchir Krenachelia	id=g:2571244
Bir Boukanak el Fej	id=g:2571245
Fedj Merabtiha	id=g:2571246
Sidi Mouley Blabis	id=g:2571247
Regoub el Alia	id=g:2571248
Jebel ech Cheniche	id=g:2571250
Regoub el Hammamia	id=g:2571251
Henchir Zerbibe	id=g:2571253
Bir er Rejeb	id=g:2571254
Henchir Marouf	id=g:2571256
Henchir el Assoued	id=g:2571258
Oued el Krarrouba	id=g:2571259
Oued Cherka	id=g:2571260
Henchir Abbasse	id=g:2571261
Oued el Manri	id=g:2571262
Jebel Merabtiha	id=g:2571263
Fej el Merabtiha	id=g:2571264
Regoub ed Daouïa	id=g:2571265
Henchir Sidi Tleba	id=g:2571266
Cheniche Habil et Teurfa	id=g:2571267
Oued es Sagui	id=g:2571268
Rouisset Ben Sabeur	id=g:2571270
Henchir el Haramine	id=g:2571271
Heriet el Batene	id=g:2571272
Jebel el Jahafa	id=g:2571273
Oued ed Dehrila	id=g:2571274
Bab el Masreuf	id=g:2571275
Bir el Moura	id=g:2571276
Henchir Mazrouaï	id=g:2571277
Henchir Choucha	id=g:2571278
Bir el Hassi	id=g:2571280
Dhouibet	id=g:2571282
Oued el Fej	id=g:2571283
Henchir Fquirine	id=g:2571285
Oued Sidi Ali Gharbi	id=g:2571290
Bir el Gassaa	id=g:2571291
Henchir el Malah	id=g:2571292
Henchir el Gnateur	id=g:2571293
Henchir Gnagt	id=g:2571294
Bir el Krenachelia	id=g:2571295
El Guern	id=g:2571297
Touiet ez Zerga	id=g:2571298
Bir el Ktitesse	id=g:2571299
Jebel el Hallouf	id=g:2571302
Henchir Ali Bahelele	id=g:2571303
Faïd ej Jedi	id=g:2571305
Oued Snane	id=g:2571306
Oued ed Defla	id=g:2571307
Harcha el Fedj	id=g:2571308
Sidi Kadeur	id=g:2571309
Ennfidet Jibinia ech Chott	id=g:2571311
Bir el Malah	id=g:2571312
Draa el Aïtsa	id=g:2571314
Djrouljdid	id=g:2571315
Bir Chaïb el Jdid	id=g:2571316
Signal du Batten	id=g:2571317
Bir Oued el Bour	id=g:2571334
Oued ech Chouachi	id=g:2571335
Ech Chouachi	id=g:2571337
Ghedir Abd el Kader	id=g:2571338
Harcha Jibinia	id=g:2571339
Henchir Jibinia	id=g:2571340
Bir Roume	id=g:2571341
Henchir el Rezlane	id=g:2571342
Sidi Daher	id=g:2571343
Oued el Felta	id=g:2571344
El Hassiane	id=g:2571345
Sif el Abiod	id=g:2571346
Henchir Bir Aziz	id=g:2571347
Bir Aguela	id=g:2571348
Bou Regouba	id=g:2571349
Regoub el Beida	id=g:2571350
Oued el Moujahedine	id=g:2571351
Oued el Aïne	id=g:2571352
Ghodrane Bel Mana	id=g:2571353
Bir Bou Chegue	id=g:2571354
Ennfidet el Medaj	id=g:2571355
Oued es Snane	id=g:2571356
Oued el Jeriouate	id=g:2571357
Henchir Ben Kradem	id=g:2571358
Sidi Rerib	id=g:2571360
Henchir el Gounna	id=g:2571361
Sidi Akareub	id=g:2571366
Harcha el Moujahedine	id=g:2571367
Regoub es Souda	id=g:2571368
Sidi Behilil	id=g:2571369
Sidi Mohammed Jadi	id=g:2571370
Bir Sidi Abdallah Bel Haj	id=g:2571371
Oued Ghedrane el Mazia	id=g:2571373
Mtimeur Mediouna	id=g:2571374
Gnateur el Beugrate	id=g:2571375
Ras el Ogla	id=g:2571376
Sidi Marched	id=g:2571377
Sidi Hassine	id=g:2571378
Sidi Amor el Bedaoui	id=g:2571379
Sidi Abd er Rahmane	id=g:2571380
Oued el Mhadbia	id=g:2571381
Sidi Ferhate	id=g:2571382
Henchir Bent Toumia	id=g:2571383
Glib el Beïda	id=g:2571385
Draa el Mehalla	id=g:2571386
Henchir el Bohli	id=g:2571387
Sidi Ali	id=g:2571388
Henchir ed Drablia	id=g:2571389
Henchir el Jibina	id=g:2571390
Bled ej Jibina	id=g:2571391
Bir er Rmarbnïa	id=g:2571393
Henchir el Alalcha	id=g:2571394
Sif el Azreg	id=g:2571396
Sif er Rjem	id=g:2571397
Henchir el Mselseul	id=g:2571401
Sidi Ahmed el Mennsi	id=g:2571402
Sidi Amor Ben Saïd	id=g:2571403
Sidi el Hadi	id=g:2571404
Sidi el Adeli	id=g:2571405
Dar Ali Bey	id=g:2571406
Dar el Haj Mabrouk	id=g:2571407
Oued Rmel	id=g:2571409
Oued er Rmel	id=g:2571410
Teniet el Ferradi	id=g:2571418
Dar ech Cheikr Ali	id=g:2571421
Bir el Aouamria	id=g:2571422
Khrarouba	id=g:2571423
Henchir Bou Krouidem	id=g:2571424
Hennchir es Cheick Athmane	id=g:2571426
Bir es Cheick Athmane	id=g:2571427
Sidi Ali el Ferjani	id=g:2571428
Henchir Abd es Selame	id=g:2571429
Jebel el Afaïr	id=g:2571430
Oglet el Hasiane	id=g:2571432
Sidi Bou Ali en Nefti	id=g:2571433
Dar Haj Ahmed Ben Ameur	id=g:2571434
Henchir el Tsemade	id=g:2571435
Henchir Bou Arara	id=g:2571436
Sidi Bou Arara	id=g:2571437
Sidi Mohammed Salah	id=g:2571439
Koudiat es Settara	id=g:2571441
Oued el Mouta	id=g:2571442
Aïn el Mouta	id=g:2571443
Lalla Chouigha	id=g:2571444
Sidi Bou Zitouna	id=g:2571445
Mahakene el Blida	id=g:2571451
Mahakene Bou Jerrara	id=g:2571452
Jebel el Blida	id=g:2571453
Ragoubet el Borj	id=g:2571454
Koudiat el Ayat	id=g:2571455
Sidi Abd el Kader	id=g:2571456
Bir Haj Ahmed Ben Ameur	id=g:2571457
Bir Taamlïa	id=g:2571458
Henchir ech Chott	id=g:2571459
Aïn Smied	id=g:2571460
Sidi Gherib	id=g:2571461
Sidi Messaoud	id=g:2571462
Henchir Aouled el Dzaïre	id=g:2571463
Oued el Abid	id=g:2571464
El Botnane el Homor	id=g:2571465
Oued el Krarrouba	id=g:2571466
El Gountasse	id=g:2571467
Poste d’ El Gountass	id=g:2571468
Oued Mejdoub	id=g:2571469
Bir Mejdoub	id=g:2571470
Oued el Ajifre	id=g:2571471
Demnet es Serj	id=g:2571475
Oued el Grigema	id=g:2571476
Aïn Attiha	id=g:2571477
Jebel es Sfah	id=g:2571478
Es Sebaa Rgouda	id=g:2571479
Aïn Akrlef	id=g:2571480
Rougueb el Biod	id=g:2571481
El Fesguia	id=g:2571482
Er Ras el Ahmar	id=g:2571483
Batnane el Ahmar	id=g:2571485
Regoubet el Aïta	id=g:2571486
Sif et Touil	id=g:2571487
Dar el Harga	id=g:2571488
Fedj el Begueur	id=g:2571489
Koudiat el Fourne	id=g:2571490
Maison des Eaux	id=g:2571491
Ennfidet el Ajifre	id=g:2571492
Bir el Hofra	id=g:2571493
El Hofra el Kbira	id=g:2571494
Sif el Gnateur	id=g:2571495
El Kraime es Soud	id=g:2571496
Et Tengoucha	id=g:2571497
Aïn Bou Mourra	id=g:2571498
Jebel el Houfia	id=g:2571499
Jebel Oulad Kredija	id=g:2571501
Oued Cherichira	id=g:2571502
Oued el Brel	id=g:2571503
Jebel Dkriela	id=g:2571504
Kef el Krouabi	id=g:2571508
Oued Bou Akrlef	id=g:2571510
Sidi Abd el Kader	id=g:2571511
Sidi el Meddeb	id=g:2571512
Sdeur el Aouja	id=g:2571513
Bir Oulad Zair	id=g:2571514
Oued el Ennfida	id=g:2571515
Henchir el Ajifre	id=g:2571519
El Gouça	id=g:2571520
Sif el Jaj	id=g:2571521
Oued el Gourbj	id=g:2571522
Oued et Tella	id=g:2571523
Sidi Bou Jedaria	id=g:2571525
Oued el Hamri	id=g:2571526
Oulad Zair	id=g:2571527
Henchir Oulad Zair	id=g:2571528
Bir Zlass	id=g:2571530
Henchir el Jefna	id=g:2571532
El Garaa	id=g:2571534
Sidi Abd el Hafid	id=g:2571535
Houafa	id=g:2571536
Houfia	id=g:2571537
Oued Jebs	id=g:2571538
Mers ed Damous	id=g:2571539
Sif el Ahmar	id=g:2571540
Henchir el Aouani	id=g:2571541
Oued el Kresfa	id=g:2571542
Henchir Messaoudia	id=g:2571543
Henchir el Messaoudi	id=g:2571545
Bir el Mellassa	id=g:2571546
Henchir Terroud	id=g:2571547
Bir el Jefna	id=g:2571549
Bir Terroud	id=g:2571550
Bled Abida	id=g:2571551
Bir el Haj Merade	id=g:2571552
Henchir el Haouaria	id=g:2571553
Oued Sidi Messaoud	id=g:2571555
Oued ez Zitoun	id=g:2571558
Oued en Nakrla	id=g:2571560
Hennchir el Oussif	id=g:2571562
Bir Mohammed Ben Jedla	id=g:2571563
Henchir el Hayet	id=g:2571565
Henchir Zriba	id=g:2571567
Bir Debbab	id=g:2571568
Bir el Hajer	id=g:2571569
Oued el Melaïah	id=g:2571570
Jaroualel Liouane	id=g:2571572
Aïne Sidi Saad	id=g:2571573
Henchir el Haouareb	id=g:2571574
Henchir el Oudichi	id=g:2571575
Bir Belaid Ben Mohammed	id=g:2571576
Oued Abida	id=g:2571577
Oued Ben Chebel	id=g:2571578
Bir Mohammed Jedid	id=g:2571579
Kef el Henndi	id=g:2571606
Henchir Ben Asker	id=g:2571607
Henchir el Fesguia	id=g:2571608
Bir Abdallah	id=g:2571609
Jedaida	id=g:2571610
El Mejabra	id=g:2571611
Bir el Kelani	id=g:2571612
Sif el Aouareb	id=g:2571613
Hameimet el Hareb	id=g:2571614
Henchir el Oust	id=g:2571615
Henchir el Borj	id=g:2571616
Henchir Sidi Bou Ali	id=g:2571617
Bir Ahmed	id=g:2571618
Oued Boua Soneyh	id=g:2571619
Biar el Aïtsa	id=g:2571620
Bir ech Chouarbia	id=g:2571621
Ghedir el Mahfoura	id=g:2571622
Bir el Kremersa	id=g:2571623
Kef el Gloub	id=g:2571624
Kef el Agab	id=g:2571625
Oued Boua ech Chouk	id=g:2571626
Bir Nassar	id=g:2571628
Oued Ali Ben Aissa	id=g:2571629
Oued el Araar	id=g:2571630
Oued el Haddad	id=g:2571631
Oued Bouaa Embarek	id=g:2571632
Oued Boua ez Zaïer	id=g:2571633
Ennfidet ez Zitoun	id=g:2571634
Ennfidet el Barhla	id=g:2571635
Signal de Draa Affane	id=g:2571636
Mdeïna	id=g:2571637
Bir el Madeïna	id=g:2571638
Chouamakh	id=g:2571639
Bled Ben Zina	id=g:2571641
Oued Kader	id=g:2571642
Douar el Hammada	id=g:2571643
Bir el Krettab	id=g:2571644
Sidi Mansour	id=g:2572049
Sidi Ali el Karraï	id=g:2572050
Bir Ben Selima	id=g:2572051
El Bedarna	id=g:2572052
El Aguerba	id=g:2572053
Dar Mohammed Salah	id=g:2572054
Borj el Haj Braïk	id=g:2572055
Meliana	id=g:2572058
Seguiet er Riah	id=g:2572059
Bir Mohammed Ben Salem	id=g:2572060
Oued Khemila	id=g:2572061
Oued el Guetar	id=g:2572062
Douar Oulad el Haj Ali Ben Abdallah	id=g:2572063
Douar Meguerba	id=g:2572304
Ech Cheriha	id=g:2572305
Bir el Hedjaj	id=g:2572306
Henchir El Maghraouia Esseghuira	id=g:2572307
Henchir el Ghzel	id=g:2572308
Sabkhet Chlaka	id=g:2572309
Bir el Krechaïra	id=g:2572310
Jebel Bel Khecheb	id=g:2572311
Sidi Brahim	id=g:2572312
Jebel el Kedima	id=g:2572313
Oued Ben Nour	id=g:2572314
Ksar et Turki	id=g:2572315
Borj et Tourki	id=g:2572316
Koudiat el Hameima	id=g:2572317
Koudiat Abdallah	id=g:2572318
Robbana	id=g:2572319
Sidi bou Bekr	id=g:2572320
Henchir Rhezal	id=g:2572321
Dahret el Fkarene	id=g:2572322
Garet el Araneb	id=g:2572323
Dhahret Adloun	id=g:2572324
Koudiat el Guerria	id=g:2572325
Aïn el Jorf	id=g:2572326
Koudiat Tafir	id=g:2572327
Rhirane Bou Mliha	id=g:2572328
Sidi Bou Zabet	id=g:2572329
Douar Hasni Salah	id=g:2572330
Sidi Salem	id=g:2572331
Sidi Rheurmane	id=g:2572332
Sidi Abdallah	id=g:2572333
Garaa Mennzel Ali	id=g:2572334
Sidi Tourki	id=g:2572335
Oumsetrene	id=g:2572336
Thonara	id=g:2572337
Sidi Mohammed	id=g:2572338
Arourat	id=g:2572339
Douar Guelfat	id=g:2572340
Douar Brahim Bou Daoui	id=g:2572341
Oued es Sarate	id=g:2572342
Oued Tabouda	id=g:2572343
Jebel el Ach	id=g:2572344
Oued el Jabli	id=g:2572345
Aïn Bornia	id=g:2572346
Sidi Aïssa	id=g:2572347
Sidi Bou es Serour	id=g:2572348
Sidi Abd el Kader	id=g:2572349
Sidi Amor	id=g:2572350
Oued Sidi Amor	id=g:2572351
Oued el Kesria	id=g:2572352
Chefeur Bou Zaak	id=g:2572353
Oued er Rega	id=g:2572354
Dahret Jeber	id=g:2572355
Oued Chabanne	id=g:2572356
Oued el Aïn	id=g:2572357
Oued el Outa	id=g:2572358
Sidi Braham	id=g:2572359
Oued Sidi Braham	id=g:2572360
Sidi Salah	id=g:2572361
Tafelfert	id=g:2572362
Sidi Belkassem Bou Ajila	id=g:2572363
Oued ed Damous	id=g:2572364
Darhi Bou Sek	id=g:2572365
Oued el Ouar	id=g:2572366
Oued el Kameh	id=g:2572367
Oued Arous	id=g:2572368
Oued el Baïada	id=g:2572369
Henchir Mahami	id=g:2572370
Bir el Betkine	id=g:2572371
El Mistrah	id=g:2572372
Bou Amoud	id=g:2572373
El Kedoua	id=g:2572374
Dar el Jilani	id=g:2572375
El Rhouirga	id=g:2572376
Sidi el Tebehi	id=g:2573483
Sidi Bel Abiod	id=g:2574187
El Ghorabet	id=g:2574505
Hassi Soltane	id=g:2574506
Oued Hassi Soltane	id=g:2574507
Ouled Khlifa	id=g:2574508
Ez Zogob Nafkha	id=g:2574509
Ettalah	id=g:2574510
Hessi Ennour	id=g:2574511
