Aquia Harbor Police	id=g:7137296
DeKalb County Fire and Rescue Department Station 5	id=g:7142369
Dekalb County Tucker Precinct Police Station	id=g:7142370
Dekalb Truancy School	id=g:7142371
Delkalb Schools East Campus	id=g:7142372
East DeKalb Special Education Center	id=g:7142373
Eldridge L Miller Elementary School	id=g:7142374
Freedom Middle School	id=g:7142375
Hairston Commons Shopping Center	id=g:7142376
Indian Creek Baptist School	id=g:7142377
Love and Grace Christian Academy	id=g:7142378
Memorial Square Post Office	id=g:7142379
Mount Carmel Christian School	id=g:7142380
Northlake Square Shopping Center	id=g:7142381
Pine Lake Police Station	id=g:7142382
Pine Lake Post Office	id=g:7142383
Reid H Cofer Library	id=g:7142384
Rockbridge Crossing Shopping Center	id=g:7142385
Rockbridge Market Place Shopping Center	id=g:7142386
Rockbridge Place Shopping Center	id=g:7142387
Rockbridge Village Shopping Center	id=g:7142388
Smoke Rise Baptist Church	id=g:7142389
Stone Mountain City Hall	id=g:7142390
Stone Mountain Festival Shopping Center	id=g:7142391
Stone Mountain Methodist Church	id=g:7142392
Stone Mountain Park Police Station	id=g:7142393
Stone Mountain Police Station	id=g:7142394
Stone Mountain Post Office	id=g:7142395
Stone Mountain Post Office	id=g:7142396
Sue Kellogg Library	id=g:7142397
Tahoe Village Shopping Center	id=g:7142398
Tucker Childrens Center	id=g:7142399
Tucker Plaza Shopping Center	id=g:7142400
Tucker Post Office	id=g:7142401
Tucker Recreation Center	id=g:7142402
Tucker Station Shopping Center	id=g:7142403
Ashton Square Shopping Center	id=g:7142404
Buford Police Station	id=g:7142405
Christ Our Light Church	id=g:7142406
Church of Christ at Buford	id=g:7142407
Collins Hill High School	id=g:7142408
Collins Hill High School	id=g:7142409
Collins Hill Library	id=g:7142410
Creekland Middle School	id=g:7142411
Greater Gwinnett Church	id=g:7142412
Gwinnett County Northeast Precinct Police Station	id=g:7142413
Gwinnett County Fire and Emergency Services Station 13	id=g:7142414
Gwinnett County Fire and Emergency Services Station 14	id=g:7142415
Gwinnett County Fire and Emergency Services Station 21	id=g:7142416
Horizon Village Shopping Center	id=g:7142417
McGinnis Ferry Shopping Center	id=g:7142418
Old Suwanee Baptist Church School	id=g:7142419
Old Suwanee Christian School	id=g:7142420
Peachtree Ridge High School	id=g:7142421
Santa Monica Catholic School	id=g:7142422
Settles Bridge Elementary School	id=g:7142423
Sugarloaf Area Elementary School	id=g:7142424
Sugarloaf Area High School	id=g:7142425
Suwanee City Hall	id=g:7142426
Suwanee First Baptist Church	id=g:7142427
Suwanee Parish United Methodist Church	id=g:7142428
Suwanee Police Station	id=g:7142429
Suwanee Training Center	id=g:7142430
T Carl Buice School	id=g:7142431
Victory in Jesus Christ Church	id=g:7142432
Braelinn Elementary School	id=g:7142433
Braelinn Village Shopping Center	id=g:7142434
Fayette County Fire and Emergency Services Station 3	id=g:7142435
Fayette County Fire and Emergency Services Station 8	id=g:7142436
Flat Rock Middle School	id=g:7142437
Flat Rock Middle School	id=g:7142438
Governors Walk Shopping Center	id=g:7142439
Green Tree Baptist Church	id=g:7142440
Kedron Elementary School	id=g:7142441
Kedron Elementary School	id=g:7142442
Kendron Village Shopping Center	id=g:7142443
Peachtree City Fire Department Station 81 Leach	id=g:7142444
Peachtree City Fire Department Station 82 Neely	id=g:7142445
North Town Plaza Shopping Center	id=g:7142446
Peachtree City Police Station	id=g:7142447
Peachtree City Post Office	id=g:7142448
Peachtree Executive Conference Center	id=g:7142449
Robert Burch Elementary School	id=g:7142450
Robert J Burch Elementary School	id=g:7142451
Sandy Creek High School	id=g:7142452
Sandy Creek High School	id=g:7142453
Tyrone Library	id=g:7142454
Tyrone Police Station	id=g:7142455
Westpark Walk Shopping Center	id=g:7142456
Cedar Mountain Village Shopping Center	id=g:7142457
Cosby Station Shopping Center	id=g:7142458
Douglas County Fire Department Station 10	id=g:7142459
Douglas County Fire Department Station 2	id=g:7142460
Douglas County Fire Department Station 3	id=g:7142461
Douglas Crossing Shopping Center	id=g:7142462
Douglasville City Hall	id=g:7142463
Douglasville Crossroads Shopping Center	id=g:7142464
Douglasville Marketplace Shopping Center	id=g:7142465
Douglasville Police Station	id=g:7142466
Douglas County Fire Department Station 5	id=g:7142467
Douglas County Chamber of Commerce	id=g:7142468
Douglas County Health Department	id=g:7142469
Douglas County Fire Department Station 6	id=g:7142470
Douglas County Water and Sewer Administration Building	id=g:7142471
Douglasville Pavillion Shopping Center	id=g:7142472
Douglasville Promenade Shopping Center	id=g:7142473
East Hall Middle School	id=g:7142474
Saint Hilda's Episcopal Church	id=g:7142475
Saint Hugo of the Hills School	id=g:7142476
Saint James Cooperative Nursery	id=g:7142477
Saint John and Saint Luke United Church of Christ	id=g:7142478
Saint John Detroit Health Center	id=g:7142479
Saint John Detroit Riverview Hospital	id=g:7142480
Saint John Family Medical Center	id=g:7142481
Saint John Gratiot Center	id=g:7142482
Saint John Health System Rochester Health Center	id=g:7142483
Saint John Hospital and Medical Center - Detroit	id=g:7142484
Saint John Macomb-Oakland Hospital	id=g:7142485
Saint John Macomb Obstetrics and Gynecology Select Health Center - Warren	id=g:7142486
Saint John Medical Center	id=g:7142487
Saint John Medical Center - Patridge Woods	id=g:7142488
Saint John Medical Center - Romeo Plank	id=g:7142489
Saint John Medical Center- Obstetrics and Gynecology	id=g:7142490
Saint John Medical Center-Masonic	id=g:7142491
Saint John Medical Center-Warren	id=g:7142492
Saint John North Shores Hospital	id=g:7142493
Saint John NorthEast Community Hospital	id=g:7142494
Saint John Oakland Hospital	id=g:7142495
Saint John River District Hospital	id=g:7142496
Saint John the Great Baptist Church	id=g:7142497
Saint John's Christian Methodist Episcopal Church	id=g:7142498
Saint John's Deaf Center	id=g:7142499
Saint John's Episcopal Church of Detroit	id=g:7142500
Saint John's Evangelical Lutheran School	id=g:7142501
Saint Johns Ukrainian Catholic Church	id=g:7142502
Saint Joseph Catholic Chaldean Parish Hall	id=g:7142503
Saint Joseph Mercy Health Building - Canton	id=g:7142504
Saint Joseph Mercy Health Building - Maple	id=g:7142505
Saint Joseph Mercy Health Building - Plymouth	id=g:7142506
Saint Joseph Mercy Medical Center - Birmingham	id=g:7142507
Saint Joseph Mercy Medical Center - Lake Orion	id=g:7142508
Saint Joseph Mercy Medical Center - Rochester	id=g:7142509
Saint Joseph Mercy Medical Center - Union Lake	id=g:7142510
Saint Joseph Mercy Medical Center - Waterford	id=g:7142511
Saint Joseph Mercy Medical Office Building	id=g:7142512
Saint Joseph Mercy West Hospital	id=g:7142513
Saint Joseph Mercy-McPherson Health Building	id=g:7142514
Saint Joseph Mercy-Oscar W Haab Health Building	id=g:7142515
Saint Joseph's Academy	id=g:7142516
Saint Joseph's Mercy Macomb North	id=g:7142517
Saint Jude Parish Church	id=g:7142518
Saint Justin's Catholic Church	id=g:7142519
Saint Louise Catholic Church	id=g:7142520
Saint Maron Cathedral	id=g:7142521
Saint Marth'a Episcopal Church	id=g:7142522
Saint Martin de Porres School	id=g:7142523
Saint Martin de Porres School	id=g:7142524
Saint Mary Catholic School	id=g:7142525
Saint Mary Catholic School	id=g:7142526
Saint Mary of Redford Elementary School	id=g:7142527
Saint Mary of Redford Elementary School	id=g:7142528
Saint Mary's College	id=g:7142529
Saint Mary's Preparatory School	id=g:7142530
Saint Matthews and Saint Joseph's Episcopal Church	id=g:7142531
Saint Michael Christian School	id=g:7142532
Saint Michael's Ukrainian Catholic Church	id=g:7142533
Saint Patrick Church-Doherty Hall	id=g:7142534
Saint Patricks Parish	id=g:7142535
Saint Paul Church of Christ Holiness	id=g:7142536
Saint Paul Cumberland Presbyterian Church	id=g:7142537
Saint Peter and Paul Jesuit Church	id=g:7142538
Saint Peter Lutheran Day School	id=g:7142539
Saint Peter Progressive Primitive Baptist Church	id=g:7142540
Saint Peter's Rock Missionary Baptist Church	id=g:7142541
Saint Philip and Saint Stephen Episcopal Church	id=g:7142542
Saint Philip's Lutheran Church	id=g:7142543
Saint Phillips Head Start	id=g:7142544
Saint Phillips Missionary Baptist Church	id=g:7142545
Saint Puis Church	id=g:7142546
Saint Rene Church	id=g:7142547
Saint Rita's Church	id=g:7142548
Saint Sabina Catholic School	id=g:7142549
Saint Sebastian Catholic School	id=g:7142550
Saint Joseph Mercy Hospital	id=g:7142551
Saint Stephen Catholic School	id=g:7142552
Saint Stephen Lutheran School	id=g:7142553
Saint Stephen's Mary Mother of the Church	id=g:7142554
Saint Thomas Aquinas Parish Center	id=g:7142555
Saint Thomas Lutheran School	id=g:7142556
Saint Timothy Lutheran School	id=g:7142557
Saint Timothy Lutheran School	id=g:7142558
Saint Vartan's Catholic Church	id=g:7142559
Saint Veronica Church	id=g:7142560
Saint Vincent De Paul Middle School	id=g:7142561
Saint William Catholic School	id=g:7142562
Saints Cyril and Methodius Seminary	id=g:7142563
Saints Peter and Paul Roman Catholic Church West Side	id=g:7142564
Salem Memorial Lutheran Church	id=g:7142565
Salina Intermediate School	id=g:7142566
Saline Community Hospital	id=g:7142567
Saline Health Center	id=g:7142568
Saline Professional Office Building	id=g:7142569
Salt and Pepper School	id=g:7142570
Samaritan Missionary Baptist Church	id=g:7142571
Sanctuary Missionary Baptist Church	id=g:7142572
Sankore Marine Immersion High School Academy	id=g:7142573
Sarah G Banks Middle School	id=g:7142574
Savage Road Elementary School	id=g:7142575
Saving Mission Church of God in Christ	id=g:7142576
Sayre Elementary School	id=g:7142577
Schoenhals Elementary School	id=g:7142578
School of Preparation	id=g:7142579
Schools Center Annex	id=g:7142580
Schools Center Building	id=g:7142581
School-to-Work Academy	id=g:7142582
Schuchard Elementary School	id=g:7142583
Schulze Elementary School	id=g:7142584
Schwarzkoff Elementary School	id=g:7142585
Scott Regional Prison	id=g:7142586
Scripps Middle School	id=g:7142587
Sears Plaza Shopping Center	id=g:7142588
Second Baptist Church of Detroit	id=g:7142589
Second Canaan Missionary Baptist Church	id=g:7142590
Second Chapel Hill Missionary Baptist Church East	id=g:7142591
Second Ebenezer Baptist Church	id=g:7142592
Second Evergreen Missionary Baptist Church	id=g:7142593
Second Grace United Methodist Church	id=g:7142594
Second Mount Carmel Missionary Baptist Church	id=g:7142595
Second Olivet Baptist Church	id=g:7142596
Second Sweet Home Baptist Church	id=g:7142597
Second Timothy Baptist Church	id=g:7142598
Second True Vine Church	id=g:7142599
Second Zion Hope Missionary Baptist Church	id=g:7142600
Seminole Academy	id=g:7142601
Seneca Middle School	id=g:7142602
Senior Health Building	id=g:7142603
SER Casa Environmental-Technical Academy	id=g:7142604
Seth Temple Church of God in Christ	id=g:7142605
Seven-Farmington Shopping Center	id=g:7142606
Seventh Street Free Will Baptist Church of Ecorse	id=g:7142607
Shadbush Environmental Center	id=g:7142608
Shalom Baptist Church School	id=g:7142609
Shear School	id=g:7142610
Shelby Corners Shopping Center	id=g:7142611
Shelby Square Shopping Center	id=g:7142612
Shelby Town Center Shopping Center	id=g:7142613
Shelby Township Hall	id=g:7142614
Sheldon Center Shopping Center	id=g:7142615
Sheldon Place I and II Shopping Center	id=g:7142616
Sherman Lifelong Learning Center	id=g:7142617
Sherwood Forest Library	id=g:7142618
Sherwood Square Shopping Center	id=g:7142619
Shiloh Chapel Church of God in Christ	id=g:7142620
Shiloh Free Will Baptist Church	id=g:7142621
Shiyloh Baptist Church	id=g:7142622
Shops at Sterling Ponds Shopping Center	id=g:7142623
Shops on the Shores Shopping Center	id=g:7142624
Shops on Waldon Pond Shopping Center	id=g:7142625
Shrine Academy	id=g:7142626
Shrine Catholic Grade School	id=g:7142627
Shrine Catholic High School	id=g:7142628
Shumate Middle School	id=g:7142629
Siloam Missionary Baptist Church	id=g:7142630
Silver Star Baptist Church	id=g:7142631
Simbury Plaza Shopping Center	id=g:7142632
Sinai Berry Radiology Center	id=g:7142633
Sinai Berry Surgery Center	id=g:7142634
Sinai Campus	id=g:7142635
Sinai Maisel Women's Health Center	id=g:7142636
Sinai Rose Imaging Center	id=g:7142637
SION National Church	id=g:7142638
Sisters Servant of the Immaculate Heart of Mary Church	id=g:7142639
Solid Rock Church of God in Christ	id=g:7142640
Solvey Church of God in Christ	id=g:7142641
Sonora Missionary Baptist Church	id=g:7142642
SOS Building	id=g:7142643
South Lake Middle School	id=g:7142644
South Lyon Adult and Alternative High School	id=g:7142645
South Lyon East High School	id=g:7142646
South Lyon High School	id=g:7142647
South Monroe Plaza Shopping Center	id=g:7142648
South Sashabaw Early Childhood Center	id=g:7142649
South University Galleria Shopping Center	id=g:7142650
Southewestern Church of God	id=g:7142651
Southfield Christian School	id=g:7142652
Southfield City Hall	id=g:7142653
Southfield Regional Academic Campus	id=g:7142654
Southgate Civic Center	id=g:7142655
Southgate Courthouse	id=g:7142656
Southgate Fire Station	id=g:7142657
Southgate Library	id=g:7142658
Southgate Post Office	id=g:7142659
Southland Center Shopping Center	id=g:7142660
Southtown Crossing Shopping Center	id=g:7142661
Southwest United Presbyterian Church	id=g:7142662
Spring Mills Elementary School	id=g:7142663
Springfield Christian Academy	id=g:7142664
Springfield Plains Elementary School	id=g:7142665
Springwells Baptist Church	id=g:7142666
Stadium Center Shopping Center	id=g:7142667
Stadium Drive Elementary School	id=g:7142668
Star International Academy	id=g:7142669
Star International Academy	id=g:7142670
Stark School of Technology	id=g:7142671
Starkweather Childhood Education Center	id=g:7142672
Starr of Zion Missionary Baptist Church	id=g:7142673
State Fair Avenue Church of God	id=g:7142674
Stellwagen Early Learning Center	id=g:7142675
Stepanski Early Childhood Center	id=g:7142676
Steppingstone Center for Gifted Children	id=g:7142677
Sterling Center Shopping Center	id=g:7142678
Sterling Heights Senior High School	id=g:7142679
Sterling Place Shopping Center	id=g:7142680
Stottlemyer Early Childhood Center	id=g:7142681
Straight Street Baptist Church	id=g:7142682
Straith Hospital - Special Surgery	id=g:7142683
Sugarbush Elementary School	id=g:7142684
Summit Academy North	id=g:7142685
Summit Crossing Shopping Center	id=g:7142686
Summit Place Mall Shopping Center	id=g:7142687
Summit Place North Shopping Center	id=g:7142688
Summit Place Shopping Center	id=g:7142689
Sumpter Township Hall	id=g:7142690
Sunnyside Kindergarten Center	id=g:7142691
Sunrise Center Shopping Center	id=g:7142692
Sunrise Center Shopping Center	id=g:7142693
Sweet Communion Church	id=g:7142694
Sweet Kingdom Missionary Baptist Church	id=g:7142695
Swords Into Plow Shares Peace Center	id=g:7142696
Sylvan Lake City Hall	id=g:7142697
Sylvan Shopping Center	id=g:7142698
Syms Shopping Center	id=g:7142699
Tabernacle of Faith Missionary Baptist Church	id=g:7142700
Tabernacle of Judah	id=g:7142701
Tabernacle of Praise Church of God in Christ	id=g:7142702
Taft Education Center	id=g:7142703
Tawheed Center School	id=g:7142704
Taylor Career and Technical Center	id=g:7142705
Taylor Center Baptist Academy	id=g:7142706
Taylor City Hall	id=g:7142707
Taylor Commons Shopping Center	id=g:7142708
Taylor Crossings Shopping Center	id=g:7142709
Taylor Fire Station	id=g:7142710
Taylor Police Station	id=g:7142711
Taylor Retail Center Shopping Center	id=g:7142712
Tech Plaza Shopping Center	id=g:7142713
Tehillim Church of God in Christ	id=g:7142714
Tel Sibley Plaza Shopping Center	id=g:7142715
Telecraft Shopping Center	id=g:7142716
Tele-Goddard Shopping Center	id=g:7142717
Tele-Joy Shopping Center	id=g:7142718
Tel-Ex Shopping Center	id=g:7142719
Tel-Ford Shopping Center	id=g:7142720
Tel-Huron Shopping Center	id=g:7142721
Tel-Twelve Mall Shopping Center	id=g:7142722
Temple of Faith Baptist Church	id=g:7142723
Temple of Faith Baptist School	id=g:7142724
Temple of Faith Missionary Baptist Church	id=g:7142725
Ten Mile Annex	id=g:7142726
Tennessee Missionary Baptist Church	id=g:7142727
Tenniswood Elementary School	id=g:7142728
The Auburn Mile Shopping Center	id=g:7142729
The Caring Temple Baptist Church	id=g:7142730
The Corners Shopping Center	id=g:7142731
The Forum at Gateways Shopping Center	id=g:7142732
The International School	id=g:7142733
The Lincoln Center	id=g:7142734
The New Five Village Shopping Center	id=g:7142735
The Palace of Auburn Hills	id=g:7142736
The Plaza Picadilly Shopping Center	id=g:7142737
The Shops at Northeast Village Shopping Center	id=g:7142738
The Somerset Collection Shopping Center	id=g:7142739
Third Latin American Baptist Church	id=g:7142740
Third Mission Baptist Church	id=g:7142741
Third New Hope Baptist Church	id=g:7142742
Thirty-Forth District Court	id=g:7142743
Thomas A Edison Library	id=g:7142744
Thomas A Edison School	id=g:7142745
Thomas Temple Church of God in Christ	id=g:7142746
Thomas-Gist Academy North	id=g:7142747
Thorn Apple Valley IT Building 1	id=g:7142748
Thorn Apple Valley IT Building 2	id=g:7142749
Thorn Apple Valley IT Building 3	id=g:7142750
Thorn Apple Valley IT Building 4	id=g:7142751
Thorn Apple Valley IT Building 5	id=g:7142752
Timbuktu Academy of Science and Technology	id=g:7142753
Timbuktu Academy of Science and Technology	id=g:7142754
Tinkham Alternative Education	id=g:7142755
Titan Alternative High School	id=g:7142756
Todd-Phillips Learning Resource Center	id=g:7142757
Tomlinson Elementary School	id=g:7142758
Tonda Elementary School	id=g:7142759
Tower Center Mall Shopping Center	id=g:7142760
Township of Bloomfield City Offices	id=g:7142761
Township of Bloomfield Fire Station Number 2	id=g:7142762
Township of Bloomfield Fire Station Number 3	id=g:7142763
Township of Bloomfield Fire Station Number 4	id=g:7142764
Township of Bloomfield Fire Station Number 5	id=g:7142765
Township of Bloomfield Station Number 1 Fire Station	id=g:7142766
Trappers Alley Shopping Center	id=g:7142767
Traver Village Shopping Center	id=g:7142768
Tree of Life Christian Alternative School	id=g:7142769
Tree of Life Christian Alternative School	id=g:7142770
Trenton Fire Station	id=g:7142771
Trenton Police Station	id=g:7142772
Trenton Shopping Center	id=g:7142773
Trillium Academy	id=g:7142774
Trinity Community Presbyterian Church	id=g:7142775
Trinity Memorial Missionary Baptist Church	id=g:7142776
Trinity-Faith United Methodist Church	id=g:7142777
Intermediate Elementary School	id=g:7142778
Ipswich Middle-High School Media Center	id=g:7142779
Israel Loring Elementary School Library	id=g:7142780
Italian Home for Children School	id=g:7142781
Ithaka-Lincoln School	id=g:7142782
J C Solmonese School	id=g:7142783
J L Mulready Elementary School Library	id=g:7142784
Jamaica Plain Latvian Lutheran Church	id=g:7142785
James M Curley School	id=g:7142786
James M Quinn School	id=g:7142787
Janice Callahan Library	id=g:7142788
Jenks Learning Resource Center	id=g:7142789
Jewish Community Day School	id=g:7142790
John A Crisafulli Elementary School	id=g:7142791
John D O'Bryant School of Mathematics and Science Library	id=g:7142792
John E McCarthy School	id=g:7142793
John F Parker Middle School	id=g:7142794
John F Ryan School	id=g:7142795
John H Duval School	id=g:7142796
John J McGlynn Elementary School	id=g:7142797
John J McGlynn Middle School	id=g:7142798
John T Nichols Middle School	id=g:7142799
John W McDevitt Middle School	id=g:7142800
John W Wynn Middle School	id=g:7142801
John Ward Elementary School Library Media Center	id=g:7142802
John William Decas School Library Media Center	id=g:7142803
Johnny Appleseed School Library	id=g:7142804
Johnson Early Childhood Learning Center	id=g:7142805
Jordan-Jackson Elementary School	id=g:7142806
Joseph A Browne School	id=g:7142807
Joseph C Chamberlain School	id=g:7142808
Joseph Case Junior High School	id=g:7142809
Joseph F Plouffe Elementary School	id=g:7142810
Joseph H Gibbons Elementary School Library	id=g:7142811
Joseph J Hurley School	id=g:7142812
Joseph P Healey Library	id=g:7142813
Joseph R Dawe Junior Elementary School	id=g:7142814
Joseph W Martin Junior Elementary School	id=g:7142815
Josiah Quincy School	id=g:7142816
Jubilee Christian Church	id=g:7142817
Judge Rotenberg Education Center	id=g:7142818
Keller-Sullivan School Library	id=g:7142819
Kennedy Day School	id=g:7142820
Kessler Health Education Library	id=g:7142821
Keys to the Kingdom Christian School	id=g:7142822
Kids Are People School	id=g:7142823
King Open School Library	id=g:7142824
Kingston Intermediate School	id=g:7142825
Kingston Intermediate School Library	id=g:7142826
Kipp Academy Lynn Charter School	id=g:7142827
Knox Trail Regional Junior High School Library	id=g:7142828
LABB Collaborative School	id=g:7142829
Lahey Clinic Burlington Campus	id=g:7142830
Lahey Clinic Northshore	id=g:7142831
Lakeville Free Public Library	id=g:7142832
Laliberte Elementary School	id=g:7142833
Landmark School South Campus Library	id=g:7142834
Lanesborough Public Library	id=g:7142835
Larrabee Library	id=g:7142836
Lawrence Family Development Charter School	id=g:7142837
Lawrence High School Library Media Center	id=g:7142838
Lawrence School Library	id=g:7142839
Learning Center for Deaf Children	id=g:7142840
Learning Prepartory School	id=g:7142841
Leicester High School Library	id=g:7142842
Leicester Public Library	id=g:7142843
Leominster Center for Technical Education	id=g:7142844
Leroy E Mayo School	id=g:7142845
Lesley Ellis School	id=g:7142846
Lexington Christian Academy	id=g:7142847
Lexington Christian Academy Library	id=g:7142848
Lexington Montessori School	id=g:7142849
Lieutenant Peter M Hansen School	id=g:7142850
Life Experience School	id=g:7142851
Lighthouse Baptist Christian Academy	id=g:7142852
Lighthouse School	id=g:7142853
Lilly Library	id=g:7142854
Lincoln Park Community School Library	id=g:7142855
Lincoln-Eliot School Library	id=g:7142856
Lincoln-Sudbury Regional High School Library	id=g:7142857
Lincoln-Thomson School	id=g:7142858
Lindsay Library	id=g:7142859
Lipton Academy	id=g:7142860
Little House Alternative School	id=g:7142861
Little People's College	id=g:7142862
Littleton Middle School	id=g:7142863
Littleton Middle School Library	id=g:7142864
Living Stones Christian School	id=g:7142865
Locke Middle School Library	id=g:7142866
Loker Elementary School Library Media Center	id=g:7142867
Longview Farm and Clifford School	id=g:7142868
Louis F Angelo Elementary School	id=g:7142869
Louise Davy Trahan School	id=g:7142870
Lowell Community Charter School	id=g:7142871
Ludlow High School Library Media Center	id=g:7142872
Lufkin Library	id=g:7142873
Lunenburg High School Library	id=g:7142874
Lynn Alternative High School	id=g:7142875
Lynn Cambodian Baptist Church	id=g:7142876
Lynn City Fire Emergency Medical Service Office	id=g:7142877
Lynn Classical High School Library	id=g:7142878
Lynnfield Town Fire Department	id=g:7142879
Lynnhurst School	id=g:7142880
M L King - Amigos School Library	id=g:7142881
MacAlaster Library	id=g:7142882
MacDowell Library	id=g:7142883
Machon School	id=g:7142884
Madeleine Dugger Andrews School	id=g:7142885
Madeline English School	id=g:7142886
Malden City Fire Department	id=g:7142887
Malden Early Learning Center	id=g:7142888
Mansfield High School Library	id=g:7142889
Mansfield Town Fire Department	id=g:7142890
Mapledene Elementary School	id=g:7142891
Marblehead Community Charter School	id=g:7142892
Marblehead High School	id=g:7142893
Marblehead Veterans Middle School	id=g:7142894
Margaret A Neary School	id=g:7142895
Margaret Gifford School	id=g:7142896
Maria L Baldwin School	id=g:7142897
Maria Weston Chapman Middle School	id=g:7142898
Marist Fathers Church	id=g:7142899
Marist Fathers Church	id=g:7142900
Mark G Hoyle Elementary School	id=g:7142901
Marks Meadow Elementary School Library Media Center	id=g:7142902
Marlborough Middle School Library	id=g:7142903
Marsh Grammar School	id=g:7142904
Marshall Simonds Middle School Library	id=g:7142905
Martha Jones School Library	id=g:7142906
Martha's Vineyard Public Charter School Library	id=g:7142907
Martin Middle School Library Media Center	id=g:7142908
Martinson Elementary School	id=g:7142909
Mary Crowley Media Center	id=g:7142910
Mary E Flaherty School	id=g:7142911
Mary E Wells Junior High School Media Center	id=g:7142912
Mary Finn Elementary School Library	id=g:7142913
Mary K Goode Elementary School	id=g:7142914
Mary Rowlandson Elementary School	id=g:7142915
Masconomet Regional Middle School Library	id=g:7142916
Mashpee Public Library	id=g:7142917
Massachusetts Board of Library Commissioners Library	id=g:7142918
Massachusetts Correctional Institute at Concord Library	id=g:7142919
Massachusetts Correctional Institute Shirley Minimum Security Library	id=g:7142920
Massachusetts Department of Public Health Central Library	id=g:7142921
Massachusetts Horticultural Society Library	id=g:7142922
Massachusetts Law Library	id=g:7142923
Massachusetts Port Authority-Logan Airport	id=g:7142924
Massachusetts Prevention Center of the Merrimack Valley Resource Center	id=g:7142925
Massachusetts State Laboratory Institute Medical Center Library	id=g:7142926
Massachusetts State Transportation Library	id=g:7142927
Massachusetts Water Resources Authority Library	id=g:7142928
Massasoit School	id=g:7142929
Mattapan Early Childhood Center	id=g:7142930
Mattapoisett Public Library	id=g:7142931
Matthew J Kuss Middle School	id=g:7142932
Maxham School Library Media Center	id=g:7142933
May Center for Education and Neurorehabilitation	id=g:7142934
May Center School-West Springfield School	id=g:7142935
May Center-Vocational Training School	id=g:7142936
May Street School	id=g:7142937
Mayflower Nursing and Rehabilitation Center School	id=g:7142938
McAuley Nazareth Home	id=g:7142939
McKay Campus-FSC School	id=g:7142940
McKeown Elementary School	id=g:7142941
Mclean Ambulatory Treatment Center at Naukeag	id=g:7142942
Meadowridge Behavior Center	id=g:7142943
Medfield Town Fire Department	id=g:7142944
Medford High School Library Media Center	id=g:7142945
Media and Technology Charter School	id=g:7142946
Mediplex Rehabilitation Hospital	id=g:7142947
Medway High-Middle School Library Media Center	id=g:7142948
Meekins Public Library	id=g:7142949
Meetinghouse School	id=g:7142950
Melican Middle School Library	id=g:7142951
Melmark New England School	id=g:7142952
Melrose-Wakefield Hospital	id=g:7142953
Menotomy Preschool	id=g:7142954
Merriam School	id=g:7142955
Merrimack Educational Collaborative School	id=g:7142956
Merrimack Valley Hospital	id=g:7142957
Methuen High School	id=g:7142958
Metro South Academy	id=g:7142959
MetroWest Christian Academy	id=g:7142960
MetroWest Jewish Day School	id=g:7142961
Middleton Historical Society Library	id=g:7142962
Mildred Avenue Middle School	id=g:7142963
Miles River Middle School	id=g:7142964
Milford Catholic Elementary School	id=g:7142965
Millville Free Public Library	id=g:7142966
Minnechaug Regional High School Media Center	id=g:7142967
Minuteman Regional High School	id=g:7142968
Mission Hill School	id=g:7142969
Monsignor Haddad Middle School	id=g:7142970
Monsignor Ryan Memorial High School Library	id=g:7142971
Montessori Children's School	id=g:7142972
Montessori School of Angels	id=g:7142973
Montessori School of Northampton	id=g:7142974
Monument High School	id=g:7142975
Moreau Hall School	id=g:7142976
Morse School Library Media Center	id=g:7142977
Moseley Elementary School Media Center	id=g:7142978
Mother Caroline Academy	id=g:7142979
Mount Alvernia Elementary School	id=g:7142980
Mount Alvernia High School	id=g:7142981
Mount Alvernia High School Library	id=g:7142982
Mount Everett Regional School Library	id=g:7142983
Mount IdaCollege Libraries	id=g:7142984
Mount Saint Joseph Academy Library	id=g:7142985
Mulcahey Middle School Library Media Center	id=g:7142986
Mullein Hill Christian Academy	id=g:7142987
Mulready Elementary School	id=g:7142988
Multiple Intelligences School	id=g:7142989
Murdoch Middle Public Charter School	id=g:7142990
Murdock Middle-High School Library Media Center	id=g:7142991
Murkland School Library	id=g:7142992
Mystic Valley Regional Charter School	id=g:7142993
N B Borden School	id=g:7142994
Nabnasset School	id=g:7142995
Nahant Town Fire Department	id=g:7142996
Narragansett Middle School	id=g:7142997
Nashoba Learning Group	id=g:7142998
Nashoba Valley Technical High School	id=g:7142999
Nathaniel Morton Elementary School	id=g:7143000
Natick Town Fire Department	id=g:7143001
National Fire Protection Agency	id=g:7143002
Nativity Preparatory School	id=g:7143003
Nauset Regional Middle School Library	id=g:7143004
Needham Fire Department	id=g:7143005
Needham Historical Society Library	id=g:7143006
New Bedford Free Public Library	id=g:7143007
New Bedford Global Learning HMCS School	id=g:7143008
New Beginnings Academy	id=g:7143009
New Boston Pilot Middle School	id=g:7143010
New Covenant Christian School	id=g:7143011
New England Baptist Academy	id=g:7143012
New England Center for Children School	id=g:7143013
New England College of Optometry Library	id=g:7143014
New England Pediatric Care School	id=g:7143015
New England Research Institute Library	id=g:7143016
New England Sinai Hospital and Rehabilitation Center	id=g:7143017
New Jerusalem Evangelical Baptist Church	id=g:7143018
New Life Resurrection Baptist Church	id=g:7143019
New Mission High School	id=g:7143020
New River Academy	id=g:7143021
New Testament School	id=g:7143022
Newbury Town Library	id=g:7143023
