Kūh-e Lāmīsh	id=g:6875556
Kūh-e Sīkh-e Sīāh	id=g:6964913
Palang Sār	id=g:6964914
Chāh-e Rostam	id=g:6964915
Rūdkhāneh-ye Gūrāb	id=g:6964916
Bīd-e Kabgān	id=g:6964917
Sa‘īdābād	id=g:6964918
Eslāmābād	id=g:6964919
Kalāteh-ye Vardāv	id=g:6964920
Chāh-e Shahīd Bāhonar	id=g:6964921
Kalāteh-ye Khvājeh ‘Azīz	id=g:6964922
Band-e Deymeh	id=g:6964923
Azgūsh	id=g:6964924
Şafābād	id=g:6964925
Kalāteh-ye Ābjū	id=g:6964926
Kalāteh-ye Khān	id=g:6964927
Gūbāt	id=g:6964928
Chāh-e Ḥoseyn-e Ţālebī	id=g:6964929
Lāh Kūh-e Sefīd	id=g:6964930
Dūhū	id=g:6964931
Torsh Āb	id=g:6964932
Sam Nāsfandeh Kūh	id=g:6964933
Dahaneh-ye Nāsfandeh	id=g:6964934
Kūh-e Zandūn	id=g:6964935
Kūh-e Bībī Maryam	id=g:6964936
Emāmzādeh-ye Bībī Maryam	id=g:6964937
Kūh-e Sīāh	id=g:6964938
Kūh-e Tak Sīāh	id=g:6964939
Qand Āb	id=g:6964940
Rūd-e Ūreh	id=g:6964941
Chatū Algharīb	id=g:6964942
Āb-e Lāh	id=g:6964943
Chāh Khoshkān	id=g:6965019
Nāz Dasht	id=g:6965020
Qal‘eh-ye Ḩoseynābād-e Ghīnāb	id=g:6965021
Qal‘eh-ye Chahār Borjī	id=g:6965022
Tāj Mīr	id=g:6965023
Kan Rūd	id=g:6965024
Kan Rūd	id=g:6965025
Rūdkhāneh-ye Bahāmarz	id=g:6965026
Kasrāb	id=g:6965027
Rūd-e Shūr	id=g:6965028
Salak	id=g:6965029
Chāhkhū	id=g:6965030
Rūd-e Shūr	id=g:6965031
Godār	id=g:6965032
Rūd-e Neyzeh Gāv	id=g:6965033
Rūdkhāneh-ye Kalāteh-e Rajab	id=g:6965034
Kalāteh-e Rajab	id=g:6965035
Kalāteh-e Seyf	id=g:6965036
Kāl-e Sorkh	id=g:6965037
Maqūlī	id=g:6965038
Qolleh-ye Seh Kūheh	id=g:6965039
Karqeh Dūstū	id=g:6965040
Gaz Kalkal	id=g:6965041
Dūdū	id=g:6965042
Sabz Kūh	id=g:6965043
Galīneh Heybat	id=g:6965044
Tarīshū	id=g:6965045
Kūh-e Tarīshū	id=g:6965046
Nakhchīr Āb	id=g:6965047
Lākh-e Qajarī	id=g:6965048
Lākh-e Qajarī	id=g:6965049
Lākh-e Garmī	id=g:6965050
Hangar Garm	id=g:6965051
Garm Dārū	id=g:6965052
Lākh-e Chehel Dokhtarān	id=g:6965053
Rowghanī	id=g:6965054
‘Alīābād	id=g:6965055
Sabz Kūh	id=g:6965056
Mowtowrlang	id=g:6965057
Poshteh-ye Sarī	id=g:6965058
Chāh-e Ghofrānī	id=g:6965059
Chāh-e Khazā’īhā	id=g:6965060
Neyzeh Gāv-e Pā’īn	id=g:6965061
Neyzeh Gāv-e Bālā	id=g:6965062
Chāh-e ‘Īsá	id=g:6965063
Lākh-e Sīāh	id=g:6965064
Zīāratgāh-e Pīr Aḩmad Shāh	id=g:6965065
Dahaneh-ye Chāh Karjū	id=g:6965066
Chāh-e Āb Zardī	id=g:6965067
Rūd-e Shūr Ābak	id=g:6965068
Dahaneh-ye Chāh-e Zard	id=g:6965069
Chāh-e Emām Ḩoseyn	id=g:6965070
Kasīrjān	id=g:6965071
Şabbāḩ	id=g:6965072
Sīāh Kūh	id=g:6965073
Takht-e Sangī	id=g:6967812
Kūh-e Qūchān	id=g:6967813
Dahaneh-ye Masjed	id=g:6967814
Chāh-e Shīrgow	id=g:6967815
Tangol	id=g:6967816
Sakhīābād	id=g:6967817
Ghār-e Mazār	id=g:6967818
Zīāratgāh-e Solţān Ebrāhīm Reẕā	id=g:6967819
Kalāteh-ye Āqā Moḩammad	id=g:6967820
Āshbar	id=g:6967821
Kūh-e Kamar Sīāh	id=g:6967822
Kūh-e Razeh	id=g:6967823
Rūd-e Razeh	id=g:6967824
Kūh-e Narges	id=g:6967825
Kaffāz-e ‘Olyā	id=g:6967826
Barqallak	id=g:6967827
Tāj Mīr	id=g:6967828
Tāj Mīr	id=g:6967829
Chāh-e Shomāreh-e Do Jannatābād	id=g:6967830
Chāh-e Shomāreh-e Yek Jannatābād	id=g:6967831
Chahār Qāsak	id=g:6967832
Chahār Tang	id=g:6967833
Ḩājjīābād	id=g:6967834
Rātūk-e ‘Olyā	id=g:6967835
Salmānābād	id=g:6967836
Kūh-e Kamar Sīāh	id=g:6967837
Şadīqābād	id=g:6967838
Kalāt-e Now	id=g:6967839
Zīāratgāh-e Khvājeh Morād Bakhsh	id=g:6967840
Kalāteh-ye ‘Abdollāh-e Ḩamīdī	id=g:6967841
Kalāteh-ye Gholām-e Raḩmatī	id=g:6967842
Kalāteh-ye Ya‘qūb Beyg	id=g:6967843
Kūh-e Gholām Nabī	id=g:6967844
Kalāteh-ye Gholām Nabī	id=g:6967845
Chāh-e ‘Alī Ḥājjī	id=g:6967846
Chāh Naqshī	id=g:6967847
Pey Sorkh	id=g:6967848
Chāh-e Ja‘far	id=g:6967849
Kūh-e Kamar Sorkh	id=g:6967850
Borj-e Mīrzā Fūlād	id=g:6967851
Kalāteh-ye Sar Khonj	id=g:6967852
Chāh-e Kabkī	id=g:6967853
Jamālābād	id=g:6969775
Kafeh Dahaneh-ye Chahār Rāh	id=g:6969776
Tappeh Māhūr-e Maḩmūdābād	id=g:6969777
Māhūr-e Maḩmūdābād	id=g:6969778
Pūreh Sīāh	id=g:6969779
Gardaneh-ye Gūshekarī	id=g:6969780
Pūreh Sīāh	id=g:6969781
Khāleẕ	id=g:6969782
Kūh-e Rūnī	id=g:6969783
Chāh Tangal	id=g:6969784
Chenārū	id=g:6969785
Ma‘dan-e Ney Pīk	id=g:6969786
Gardaneh-ye ‘Alī Zīnū	id=g:6969787
Ma‘dan-e Chāh Anjīr	id=g:6969788
Kūh-e Kandar	id=g:6969789
Māhūr	id=g:6969790
Shahrak-e Ḩājjīābād	id=g:6969791
Eslāmābād	id=g:6969792
Bāgh-e Ya‘qūb	id=g:6969793
Emāmzādeh Qanbar Ebn-e Moḩammad	id=g:6969794
Poshteh-ye Khvājeh Jamālī	id=g:6969795
Takht-e Farhādī	id=g:6969796
Tappeh-ye Sefīd Rāh	id=g:6969797
Rūdkhāneh-ye Bozorg	id=g:6969798
Rūdkhāneh-ye Qalāt	id=g:6969799
Gardaneh-ye Gorāzrow	id=g:6969800
Qalāt	id=g:6969801
Tonb-e Sīāh	id=g:6969802
Qadamgāh-e Moḩammad Ḩanafīyeh	id=g:6969803
Rowshan Kūh	id=g:6969804
Keshtak	id=g:6969805
Banū	id=g:6969806
Daryācheh-ye Ţashk	id=g:6969809
Chāh Roknī	id=g:6969810
Qalāt-e Boland	id=g:6969811
Kūh-e Rīzū	id=g:6969812
Eslāvīyeh	id=g:6969813
Seh Chāh	id=g:6969814
Chāh Rowghanī	id=g:6969815
Maqbareh-ye Seyyed Ḩamzeh	id=g:6969816
Maqbareh-ye Seyyed Jabbār	id=g:6969817
Tolombeh-ye Būrkān	id=g:6969818
Tolombeh-ye Āzād Amīrī	id=g:6969819
Tolombeh-ye Morād Qolī	id=g:6969820
Shahrak-e Emām Reẕā	id=g:6969821
Tolombeh-ye Daqī	id=g:6969822
Tolombeh-ye Ḩājjī ‘Amerī	id=g:6969823
Mandgārī-ye Bālā	id=g:6969824
Mandgārī-ye Pā’īn	id=g:6969825
Khāzī-ye Bālā	id=g:6969826
Tolombeh-ye Tātī	id=g:6969827
Tolombeh-ye Gorgī	id=g:6969828
Rapeshan	id=g:6969829
Tolombeh-ye Jahāngīr-e Mālekī	id=g:6969830
Tolombeh-ye Shūr Āb	id=g:6969831
Morād Khānī	id=g:6969832
Ma‘āden-e Chīnī-ye Chāh Savār Āghā	id=g:6969833
Chāh Gūrakī	id=g:6969834
Kūh-e Ḩājjī ‘Alī	id=g:6969835
Kūh-e Tang-e Sefīd	id=g:6970694
Zīāratgāh-e Amāgzādeh Mīr Aḩmad-e Berīz	id=g:6970695
Kūh-e Khom	id=g:6970696
Kūh-e Sarbāz Nūn	id=g:6970697
Kūh-e Kalādāvnī	id=g:6970698
Kāseh Dār	id=g:6970699
Kūh-e Owbād	id=g:6970700
Emāmzādeh Ebrāhīm Nāranjī	id=g:6970701
Kūh-e Haft Pīr	id=g:6970702
Kenār Dūn Dang	id=g:6970703
Kūh-e Daryā’ī	id=g:6970704
Emāmzādeh Shāh ‘Abdollāh	id=g:6970705
Emāmzādeh Shāh Esmā‘īl	id=g:6970706
Kūh-e Tomb-e Sorkh	id=g:6970707
Kūh-e Dūfel	id=g:6970708
Emāmzādeh Solţān	id=g:6970709
Zīāratgāh-e Sheykh Bahā’ od Dīn	id=g:6970710
Kūh-e Kūr	id=g:6970711
Sheykh osh Sheykh	id=g:6970712
Āb Bārīk	id=g:6970713
Būgāl-e Bālā	id=g:6970714
Būgāl-e Pā’īn	id=g:6970715
Borj-e Mādar-e Nāder Shāh	id=g:6970716
Māmān Berenj	id=g:6970717
Gūdū	id=g:6970718
Dīseh	id=g:6970719
Bī Bī Zīārat	id=g:6970720
Īrān Khvodrow	id=g:6970721
Lār	id=g:6970722
Sheykh Ḩasan	id=g:6970723
Kūh-e Kalāteh Khān	id=g:6970724
Ghār-e Seyyed Bāghī	id=g:6970725
Dabbāghī	id=g:6970726
Sangborī-ye Lārestān	id=g:6970727
Pārk-e Jangalī-ye Lārestān	id=g:6970728
Shahrak-e Jadīd Anbār	id=g:6970729
Solţān Seyyed Aḩmad	id=g:6970730
Pīz-e Sabz Pūsh	id=g:6970731
Zīāratgāh-e Mīr ‘Abdollāh	id=g:6970732
Zīārat-e Bī Bī ‘Āyesheh	id=g:6970733
Zīārat-e Shāh ‘Abbās	id=g:6970734
Dar Tāj	id=g:6970735
Pīr-e Berāk	id=g:6970736
Forūdgāh-e Lār	id=g:6970737
Rūdkhāneh-ye Varvand	id=g:6970738
Qadamgāh-e Ḩaẕrat-e ‘Alī	id=g:6970739
Pīr-e Morād	id=g:6970740
Chāh Khvājeh	id=g:6970741
Gereh Kūh	id=g:6970742
Darvīsh Shāh ‘Alī	id=g:6970743
Mīr Ḩājāt	id=g:6970744
Zīārat-e Pīr-e Bīābān	id=g:6970745
Zīārat-e Sheykh Moḩammad	id=g:6970746
Dasht-e Bālā	id=g:6970749
Konār-e Zīārat	id=g:6970750
Jekūyeh	id=g:6970751
Gol Khodā	id=g:6970752
Seyyed ‘Abd ol Qāsem	id=g:6970753
Narūyeh	id=g:6970754
Bī Bī Mashāyekh	id=g:6970755
Kūshkī	id=g:6970756
Pīr-e Bārān	id=g:6970757
Darvīsh ‘Abdollāh	id=g:6970758
Bīmārestān-e Ḩaẕrat-e Amīr ol Mow’menīn	id=g:6970759
Ma‘dan-e Gach-e Qā‘ed	id=g:6970760
Anāq	id=g:6970761
Mazra‘eh-ye Khoshk	id=g:6970762
Dasht-e Ārū	id=g:6970763
Lāghar	id=g:6970764
Solţān-e Pīr	id=g:6970765
Seyyed ‘Abdollāh	id=g:6970766
Emāmzādeh Bī Bī Khānzā	id=g:6970770
Bestevān	id=g:6970771
Chāh Khvoshgel	id=g:6970772
Khvosh Āb	id=g:6970773
Chāh Naz̧arī	id=g:6970774
Chāh Sambdān	id=g:6970775
Tangzān	id=g:6970776
Tāgẕū	id=g:6970777
Emāmzādeh Zobeydeh-ye Kas̄īr	id=g:6970778
Tangarmūd	id=g:6970779
Kūh-e Pātāveh	id=g:6970780
Gūrekhar	id=g:6970781
Merbūd	id=g:6970782
Merbūd	id=g:6970783
Kūh-e Mansār	id=g:6970784
Kūh-e Mahan	id=g:6970785
Kūh-e Lāvar	id=g:6970786
Kūh-e Bīsheh	id=g:6970787
Kūh-e Gerow	id=g:6970788
Mīr Morteẕá	id=g:6970789
Kūrīneh	id=g:6970790
Kūh-e Sefīdbān	id=g:6971574
Pīr-e Ḩājj ‘Abd or Rabāb	id=g:6971596
Ḩormūd-e Mīr Khvor	id=g:6971597
Dowband	id=g:6971598
Ḩakyūn	id=g:6971599
Kūh-e Sīāh Tak	id=g:6971600
Davāzdah Barkeh	id=g:6971601
Shāh Solţān Ḩoseyn	id=g:6971602
Rūdkhāneh-ye Botgareh	id=g:6971603
Lūr	id=g:6971604
Seyyed Kamāl od Dīn	id=g:6971605
Kūh-e Bardowmeh	id=g:6971613
Rūdkhāneh-ye Tang Narān	id=g:6971614
Sefīdbān	id=g:6971615
Afsāneh	id=g:6971616
Kūh-e Chehel Mardān	id=g:6971617
Kūh-e Khersak	id=g:6971618
Zīāratgāh-e Pīr-e Gheyb	id=g:6971619
Zīāratgāh-e Pīr-e Morād	id=g:6971620
Āb Bād-e Chāhū	id=g:6971621
Bangol	id=g:6973798
Dasht Laq	id=g:6973799
Rūdkhāneh-ye Sheykhī	id=g:6973800
Dasht-e Qashang	id=g:6973801
Kūh-e Pīr Mardī	id=g:6973802
Kūh-e Qal‘eh Narī	id=g:6973803
Kūh-e Shāh Neshīn	id=g:6973804
Nakhlū	id=g:6973805
Kūh-e Nīmeh Mardī	id=g:6973806
Chāh-e Jowghan	id=g:6973807
Band-e Bāgh	id=g:6973808
Shahrak-e Valī-ye ‘Aşr	id=g:6973809
Kūh-e Band-e Bāgh	id=g:6973810
Chāh Shegeftū	id=g:6973811
Chāh Barreh	id=g:6973812
Kūh-e Bāsad	id=g:6973813
Kūh-e Zanjīrū	id=g:6973814
Chāh-e Āb Sabz	id=g:6973815
Kūh-e Sabz	id=g:6973816
Dasht Boneh	id=g:6973817
Darreh-ye Lūy Derāz	id=g:6973818
Kūh-e Sadd-e Bon Dasht	id=g:6973819
Tang Chāh Kīveh	id=g:6973820
Tang Nesā	id=g:6973821
Rūdkhāneh-ye Āghol Sangī	id=g:6973822
Chāh Kīveh	id=g:6973823
Chadū	id=g:6973824
Tang Tūr	id=g:6973825
Lāvar Zīreh	id=g:6973826
Kambīl	id=g:6973827
Dasht Zadū’ī	id=g:6973828
Kūh-e Zīzrū	id=g:6973829
Bāgh	id=g:6973830
Kūh-e Chahār Cheshmeh	id=g:6973831
Cheshmeh-ye Būlūn	id=g:6973832
Kūh-e Chang Shūr	id=g:6973833
Kūh-e Gorāzī	id=g:6973834
Kūh-e Mūrmesh	id=g:6973835
Dasht Darbak	id=g:6973836
Chāh Gazū	id=g:6973837
Chahār Cheshmeh	id=g:6973838
Kūh-e Tangū	id=g:6973839
Kūh-e Tāveh	id=g:6973840
Shūrū Shīrīn	id=g:6973841
Cheshmeh-ye Mīān Gowd	id=g:6973842
Cheshmeh-ye Galū Shūr	id=g:6973843
Kūh-e Pahn	id=g:6973844
Dasht-e Boreh Khūn	id=g:6973845
Talleh Kūh	id=g:6973846
Kūh-e Dast Gerd	id=g:6973847
Nekū	id=g:6973848
Kūh-e Qollāt Gazaneh	id=g:6973849
Dasht-e Tabar Kūh	id=g:6973850
Polī Chū	id=g:6973851
Kūh-e Parrbanākhū	id=g:6973852
Kūh-e Banākhū	id=g:6973853
Banākhū	id=g:6973854
Kūh-e Qal‘eh	id=g:6973855
Ḩājj Moḩammad Ḩoseyn	id=g:6973856
Kūh-e Qollāt	id=g:6973857
Rūdkhāneh-ye Bangāl	id=g:6973858
Dast Gerd	id=g:6973859
Dasht-e Boreh Khūn	id=g:6973860
Tall-e Nūshgī	id=g:6973861
Kūh-e Sīāh	id=g:6973862
Kūh-e Shabakeh-ye Bon Dasht	id=g:6973863
Emāmzādeh Bī Bī Dokhtar	id=g:6973864
Kūh-e Lūkhard	id=g:6973865
Darreh-ye Bābūnak	id=g:6973866
Tang-e Ebrāhīm	id=g:6973867
Kūh-e Dowband	id=g:6973868
Rūdkhāneh-ye Dowband	id=g:6973869
Do Rūd	id=g:6973870
Ḩājj ‘Abdollāh	id=g:6973871
Mazra‘eh Āb	id=g:6973872
Ḩājjīyūnī	id=g:6973873
Lāvar Shamsā	id=g:6973874
Rūdkhāneh-ye Boq‘eh Sīāh	id=g:6973875
Chāh Anjīr	id=g:6973918
Owbād	id=g:6973919
‘Azīzābād	id=g:6973920
Zīāratgāh-e Ḩājjī Ţāhereh	id=g:6973921
Shahrak-e Ḩājjī Ţāhereh	id=g:6973922
Rūdkhāneh-ye Mīsh-e Mīshūr	id=g:6973923
Mīsh Mīshūr	id=g:6973924
Kūh-e Shādāb	id=g:6973925
Kūh-e Dasht Tangū	id=g:6973926
Par-e Qermez	id=g:6973927
Gaz Ţavīleh	id=g:6973928
Āb-e Ḩorr	id=g:6973929
Rūdkhāneh-ye Āb Ākhar	id=g:6973930
Bongel	id=g:6973931
Dasht Tang Gaz	id=g:6973932
Tang Bādī	id=g:6973933
Kūh-e Tang Bādī	id=g:6973934
Rūdkhāneh-ye Tang Bādī	id=g:6973935
Dasht Laq	id=g:6973936
Kūh-e Bongel	id=g:6973937
Kūh-e Kameh Zard	id=g:6973938
Kūh-e Semānī	id=g:6973939
Tolombeh-ye Mo‘tamedī	id=g:6976434
Tonb-e Tārū	id=g:6976435
Kūh-e Gerāspīl	id=g:6976436
Āghol-e Dabīr	id=g:6976437
Kūh-e Parkārtī	id=g:6976438
Qollāt-e Kāskaneh	id=g:6976439
Rūdkhāneh-ye Gonbad	id=g:6976440
Mazra‘eh Āb	id=g:6976441
Kūh-e Do	id=g:6976442
Rūdkhāneh-ye Sefīd	id=g:6976443
Shahrak-e Seyyed Osh Shohadā	id=g:6976444
Chāh Ma‘dan	id=g:6976445
Tappehhā-ye Zard	id=g:6976446
Kūh-e Korreh	id=g:6976447
Rūdkhāneh-ye Shekarū	id=g:6976448
Chāh-e Marvī	id=g:6976449
Dahaneh-ye Chāh Dūvan	id=g:6976450
Tappeh-ye Sīāh	id=g:6976451
Chāh Pahn	id=g:6976452
Cheshmeh-ye Lāy Sīāh	id=g:6976453
Kūh-e Chenārī	id=g:6976454
Dahaneh-ye Ḩannā	id=g:6976455
Kūh-e Pīlū Sefīd	id=g:6976456
Rūdkhāneh-ye Bālāqū	id=g:6976457
Kalleh Zāgh	id=g:6976458
Cheshmeh ‘Āsheq	id=g:6976459
Zīāratgāh-e Cheshmeh ‘Āsheq	id=g:6976460
Kūh-e Gowdgazī	id=g:6976461
Tang-e Qaşr	id=g:6976462
Qaşr-e Dokhtar	id=g:6976463
Rūdkhāneh-ye ‘Āsheq	id=g:6976464
Bīd Bābā’ī	id=g:6976465
Kūh-e Sang Ātashī	id=g:6976466
Kūh-e Ma‘danūyeh	id=g:6976467
Dahaneh-ye Bon Gūnī	id=g:6976468
Shahrak-e Vazīreh	id=g:6976469
Ḩasanābād	id=g:6976470
Ja‘farābād	id=g:6976471
Ja‘farābād	id=g:6976472
Shūrūyeh-ye Ḩoseynīyeh	id=g:6976473
Ḩājjīābād	id=g:6976474
Amīrābād	id=g:6976475
Maḩmūdābād	id=g:6976476
Tolombeh-ye Sarḩaddī	id=g:6976477
Fallāḩī	id=g:6976478
Bādābād	id=g:6976479
Eslāmābād-e Şedāqat	id=g:6976480
Eslāmābād-e Kamālī	id=g:6976481
Shūrū Vazīreh	id=g:6976482
Kavīr-e Qaţrūyeh	id=g:6976483
Amīrābād	id=g:6976484
Tājīābād	id=g:6976485
Shūrū ‘Alīpūr	id=g:6976486
Rabsan Ḩājjī	id=g:6976487
Dowlatābād	id=g:6976488
Fakhrābād	id=g:6976489
‘Abbāsābād	id=g:6976490
Bāgh-e Najmī	id=g:6976491
Yār Aḩmadī	id=g:6976492
Yār Aḩmadī	id=g:6976493
Şādeqābād	id=g:6976494
‘Alīābād	id=g:6976495
Moḩammadābād	id=g:6976496
Kavīr-e Qaţrūyeh	id=g:6976497
Tolombeh-ye Şamad Āqā	id=g:6976498
‘Abbāsābād	id=g:6976499
Ḩasanābād	id=g:6976500
Qarīb-e Yāraḩmadī	id=g:6976501
Qal‘eh-ye Sūkhak	id=g:6976502
Kham Sa‘īdī	id=g:6976503
Darvīshābād	id=g:6976504
Sabzābād	id=g:6976505
Tolombeh-ye Yekom-e Yāraḩmad	id=g:6976506
Kārgāh	id=g:6976507
Kārgāh	id=g:6976508
‘Alīābād	id=g:6976509
‘Abbāsābād	id=g:6976510
Balākestūn	id=g:6976511
Balākestūn	id=g:6976512
Moslemābād	id=g:6976513
Dahaneh-ye Vaqūqū	id=g:6976514
Rūdkhāneh-ye Rīzāb	id=g:6976515
Kūh-e Korr Ravāskī	id=g:6976516
Tappeh-ye Gachī	id=g:6976517
Rūdkhāneh-ye Shaţţ-e Bādām	id=g:6976518
Tonb-e Sorkh	id=g:6976519
Kaftār Kūh	id=g:6976520
Rūdkhāneh-ye Bīdakī	id=g:6976521
Tah Badū	id=g:6976522
Kūh-e Āb Gerdū	id=g:6976523
Chāh-e Āb Gerdū	id=g:6976524
Āb Gerdū	id=g:6976525
Āb Anār	id=g:6976526
Kūh-e Gorgam	id=g:6976527
Āb Bādām	id=g:6976528
Tang-e Kelīdarī	id=g:6976529
Rūdkhāneh-ye Malek Mehrīz	id=g:6976530
Tang-e Dam	id=g:6976531
Malek Mehrīz	id=g:6976532
Shahr-e Dam	id=g:6976533
Qal‘eh-ye Dam	id=g:6976534
Dahaneh Dam	id=g:6976535
Kūh-e Kūlī Darī	id=g:6976536
Emāmzādeh ‘Abdollāh va Mūsá	id=g:6976537
Tangeh-ye Fatḩābād	id=g:6976538
Tappeh-ye Māhūr Mord-e Talkhī	id=g:6976539
Bon Dasht	id=g:6976540
Bon Dashtī	id=g:6976541
Seyl Band	id=g:6976542
Cheshmeh-ye Shekārlīā	id=g:6976543
Shekārlīā	id=g:6976544
Dūrīshā	id=g:6976545
Bāqerī	id=g:6976546
Deh Dashtī	id=g:6976547
Bāqerī	id=g:6976548
Bāqerī	id=g:6976549
Nārak	id=g:6976550
Tangeh Tah	id=g:6976551
Sī Chī	id=g:6976552
Kūshkū’īyeh	id=g:6976553
Shokrābād	id=g:6976554
Tappehhā-ye Karashkūh	id=g:6976555
‘Alīābād-e Soflá	id=g:6976556
Neyzār	id=g:6976557
‘Alīābād-e ‘Olyā	id=g:6976558
Pol-e ‘Alīābād	id=g:6976559
Cheshmeh-ye Chāh Kharman	id=g:6976560
Deh-e Mordī	id=g:6976561
Nakhl-e Gol	id=g:6976562
Kalāghī	id=g:6976563
Kohneh Sefīd	id=g:6976564
Shahrak-e Shohadā	id=g:6976565
Shahrak-e Ghadīr	id=g:6976566
Kūh-e Hamvārīā	id=g:6976567
Chāh Yūrtī	id=g:6976568
Mazr Āb	id=g:6976569
Shokrū’īyeh	id=g:6976570
Qollāt-e Sārdūn	id=g:6976571
Lāy Gerdū	id=g:6976572
Deh Kamāl	id=g:6976573
Kūh-e Morvārīd	id=g:6976574
Kūshkū’īyeh	id=g:6976575
Tall-e Kūshkū’īyeh	id=g:6976576
Kūh-e Kūshkū’īyeh	id=g:6976577
Kūshkū’īyeh	id=g:6976578
Kūh-e Do Band	id=g:6976579
Kūh-e Qal‘eh	id=g:6976580
Kūh-e Būnā	id=g:6976581
Kūh-e Sarḩad	id=g:6976582
Kūh-e Dahaneh Zard	id=g:6976583
Qollāt Kaftārī	id=g:6976584
Mazrāv	id=g:6976585
Chāh-e Mārī	id=g:6976586
Chāh Ḩeydarī	id=g:6976587
Chāh-e Gholām‘alī	id=g:6976588
Tolombeh-ye Anşārī	id=g:6976589
Anşārī	id=g:6976590
Chāh Gol	id=g:6976591
Chāh Nīmeh ‘Amīq	id=g:6976592
Kūhīābād	id=g:6976593
Chāh-e Anjīr	id=g:6976594
Chāh-e Anjīr	id=g:6976595
Kūh-e Bālesh	id=g:6976596
Bālesh-e Bālā	id=g:6976597
Bālesh	id=g:6976598
Bāgh-e Bādām-e Bālesh	id=g:6976599
Godār-e Bālesh	id=g:6976600
Āb Band	id=g:6976601
Kūh-e Bādāmī	id=g:6976602
Kūh-e Bīlal	id=g:6976603
Tangeh-ye Bīlal	id=g:6976604
Shahrak-e Fatḩ ol Mobīn	id=g:6976605
Cheshmeh-ye Ābjahān	id=g:6976606
Kūh-e Shāhīn	id=g:6976607
Kūh-e Qal‘eh Tūbor	id=g:6976608
Kūh-e Qal‘eh Jūq	id=g:6976609
Qal‘eh Jūq	id=g:6976610
Nardeh Shahr	id=g:6976611
Kūh-e Sarbāz	id=g:6976612
Kūh-e Mahd-e Mazang	id=g:6976613
Kūh-e Dūbān	id=g:6976614
Dārāb (1)	id=g:6976615
Maḩdūdeh-ye Shahrak-e Emām Ḩasan-e Mojtabá	id=g:6976616
Bāgh-e Parvīn	id=g:6976617
Tang-e Katū’īyeh	id=g:6976618
Cheshmeh-ye Tang-e Katū’īyeh	id=g:6976619
Kūh-e Chāh Bīd	id=g:6976620
Chāh-e Bīd	id=g:6976621
Golī Īnū	id=g:6976622
Dozdū	id=g:6976623
Basteh	id=g:6976624
Kūh-e Basteh	id=g:6976625
Chāh-e Naşrū’īyeh	id=g:6976626
Kūh-e Boland Kūh	id=g:6976627
Mazr Āb	id=g:6976628
Mazr Āb	id=g:6976629
Kūh-e Sant Mīānī	id=g:6976630
Sant Mīānī	id=g:6976631
Lāy Palangī	id=g:6976632
Chaman-e Morvārīd	id=g:6976633
Boneh-ye Setā	id=g:6976634
Gazābād	id=g:6976635
Tall-e Gazābād	id=g:6976636
Tall-e Nardeh Shahr	id=g:6976637
Rūdkhāneh-ye Kūlī Darī	id=g:6976779
Rūdkhāneh-ye Bozorg	id=g:6976780
رودخانه کولی دری	id=g:6976787
رودخانه بزرگ	id=g:6976788
Chāh-e Shomāreh-ye Panj	id=g:6976791
Bolvār-e Khāmeneh’ī	id=g:6976792
Dārāb-e 2	id=g:6976793
Bolvār-e Beheshtī	id=g:6976794
Khīābān-e Sharī‘atī	id=g:6976795
Shāhzādeh Fāsem	id=g:6976796
Bolvār-e Emām	id=g:6976797
Meydān-e Emām	id=g:6976798
Qadamgāh-e Ḩaẕrat-e ‘Alī	id=g:6976799
Shahrak-e Naft	id=g:6976800
Naqsh-e Shāhpūr	id=g:6976801
Qal‘eh-ye Taqī Khān	id=g:6976802
Nahr-e Bīādeh	id=g:6976803
Nahr-e Qal‘eh Now	id=g:6976804
Pol-e ‘Arūs	id=g:6976805
Davān	id=g:6976806
Zīāratgāh-e Shāh Ebrāhīm	id=g:6976807
Emāmzādeh Moḩammad	id=g:6976808
Qal‘eh Taqlān	id=g:6976809
Nahr-e Kheẕrān	id=g:6976810
Dezgarān	id=g:6976811
Emāmzādeh Sabz Pūshān	id=g:6976812
Khūn Gāv	id=g:6976813
Nahr-e Dasht Vīn	id=g:6976814
Nahr-e Ābshīb	id=g:6976815
Behrūzābād	id=g:6976816
Cheshmeh-ye Karmakān	id=g:6976817
Kūh-e Behrūzābād	id=g:6976818
Kūh-e Pūzeh Derāz	id=g:6976819
Tall-e Dālūdūn	id=g:6976820
Kūh-e Qarasī	id=g:6976821
Kūh-e Dālūdūn	id=g:6976822
Kūh-e Chāleh	id=g:6976823
Qal‘eh-ye Khān	id=g:6976824
Ḩeydarābād	id=g:6976825
Chāh-e Kachkū’īyeh	id=g:6976826
Kūh-e Kachkū’īyeh	id=g:6976827
Kachkū’īyeh	id=g:6976828
Kūh-e Gar Ţavīleh	id=g:6976829
Kūh-e Chāleh	id=g:6976830
Qal‘eh Eram	id=g:6976831
Kūh Sefīd	id=g:6976832
Gaz Gāvīān	id=g:6976833
Deh-e Kheyr	id=g:6976834
Deh-e Kheyr	id=g:6976835
Masjed-e Sangī	id=g:6976836
Kheyrābād	id=g:6976837
Shahrak-e Şan‘atī-ye Dārāb	id=g:6976838
Tang-e Rameh	id=g:6976839
Ordūgāh-e Shahīd Bāhonar	id=g:6976840
