El Jacalón	id=g:4028256
Pulau Nunuyan Laut	id=g:1734044
Pulau Nunuyan Darat	id=g:1734045
Pulau Berhala	id=g:1734046
Buli Sim Sim	id=g:1734047
Kampung Sibuga	id=g:1734048
Kampung Bokara	id=g:1734049
Kampung Gas	id=g:1734050
Pelabuhan Sandakan	id=g:1734051
Sandakan	id=g:1734052
Pulau Bai	id=g:1734053
Sungai Dumundung	id=g:1734054
Sungai Bungon Besar	id=g:1734055
Tanjung Bidadari	id=g:1734056
Sungai Mumiang	id=g:1734057
Kampung Mumiang	id=g:1734058
Kampung Abai	id=g:1734059
Terusan Kinabatangan	id=g:1734060
Sungai Gologob	id=g:1734061
Sukau	id=g:1734062
Sungai Menungal	id=g:1734063
Sungai Suanlamba Kecil	id=g:1734064
Sungai Suanlamba Besar	id=g:1734065
Sungai Sapagaya	id=g:1734066
Hutan Rizab Sapagaya	id=g:1734067
Hutan Rizab Gomantong	id=g:1734068
Gomantong Caves	id=g:1734069
Sibyte Forest Reserve	id=g:1734070
Kuala Kinabatangan Besar	id=g:1734071
Kuala Kinabatangan Kecil	id=g:1734072
Kuala Segama	id=g:1734073
Teluk Dewhurst	id=g:1734074
Sungai Bersanon	id=g:1734075
Sandapak	id=g:1734076
Liau	id=g:1734077
Bomboring	id=g:1734078
Kota Ayangan	id=g:1734079
Dangulad	id=g:1734080
Ansip	id=g:1734081
Biah	id=g:1734082
Sigapon	id=g:1734083
Pisagon	id=g:1734084
Hutan Simpan Mandalom	id=g:1734085
Hutan Simpan Sook Plain	id=g:1734086
Kabatang Baru	id=g:1734087
Sungai Pampang	id=g:1734088
Sungai Masalog	id=g:1734089
Kepayan	id=g:1734090
Bingkor	id=g:1734091
Sungai Apin Apin	id=g:1734092
Apin Apin	id=g:1734093
Ambual	id=g:1734094
Agodun	id=g:1734095
Pauh	id=g:1734096
Sungai Punti	id=g:1734097
Keningau	id=g:1734098
Kindassan	id=g:1734099
Tiong	id=g:1734100
Tulid	id=g:1734101
Lanas	id=g:1734102
Sungai Sembuan	id=g:1734103
Sungai Masalui	id=g:1734104
Sungai Benau	id=g:1734105
Sungai Sook	id=g:1734106
Sungai Dalit	id=g:1734107
Dalit	id=g:1734108
Sungai Keramatoi	id=g:1734109
Sook	id=g:1734110
Sungai Tinagalan	id=g:1734111
Sungai Bangawan	id=g:1734112
Sungai Nabawan	id=g:1734113
Nabawan	id=g:1734114
Sungai Pegalan	id=g:1734115
Eburu	id=g:1734116
Anampoi	id=g:1734117
Mankabang	id=g:1734118
Pangulobon	id=g:1734119
Melutut	id=g:1734120
Sipitang	id=g:1734121
Tenom	id=g:1734122
Ulu Bole	id=g:1734123
Mendolong	id=g:1734124
Muaya	id=g:1734125
Gunung Lumaku	id=g:1734126
Sungai Pulum	id=g:1734127
Sindumin	id=g:1734128
Belumbang	id=g:1734129
Gumisi	id=g:1734130
Malaman	id=g:1734131
Sungai Muaya	id=g:1734132
Mahit	id=g:1734133
Sungai Ketanun	id=g:1734134
Sungai Tomani	id=g:1734135
Tomani	id=g:1734136
Sungai Tilis	id=g:1734137
Sungai Bole	id=g:1734138
Bole	id=g:1734139
Bekuku	id=g:1734140
Sungai Bekuku	id=g:1734141
Sungai Logan	id=g:1734142
Sungai Nagas	id=g:1734143
Sungai Meligan	id=g:1734144
Meligan	id=g:1734145
Kabinataluan	id=g:1734146
Kemabong	id=g:1734147
Bahagian Pedalaman	id=g:1734148
Kapulu	id=g:1734149
Bukit Lumutan	id=g:1734150
Pensiangan	id=g:1734151
Hongkuluson	id=g:1734152
Sungai Sungih	id=g:1734153
Takul	id=g:1734154
Sungai Pomentarian	id=g:1734155
Sungai Mesopo	id=g:1734156
Sungai Ramidi	id=g:1734157
Pun Batu	id=g:1734158
Sungai Rundum	id=g:1734159
Rundum	id=g:1734160
Sungai Bladun	id=g:1734161
Anglo	id=g:1734162
Agis	id=g:1734163
Kasumunsong	id=g:1734164
Lingkungan	id=g:1734165
Sungai Tingkalis	id=g:1734166
Sungai Talankai	id=g:1734167
Sungai Tagul	id=g:1734168
Sungai Kapulu	id=g:1734169
Kasiliu	id=g:1734170
Nintingan	id=g:1734171
Labang	id=g:1734172
Kuiok	id=g:1734173
Pensiangan	id=g:1734174
Pandewan	id=g:1734175
Pagalunggan	id=g:1734176
Pagawahan	id=g:1734177
Sungai Sinoro	id=g:1734178
Sungai Solidi	id=g:1734179
Sungai Sabenait	id=g:1734180
Sigattal	id=g:1734181
Sungai Sesogo	id=g:1734182
Sungai Semunsong	id=g:1734183
Sapulut	id=g:1734184
Sampugan	id=g:1734185
Gunong Antulai	id=g:1734186
Gunong Napotong	id=g:1734187
Wallace Bay	id=g:1734188
Gunung Lucia	id=g:1734189
Arongan	id=g:1734190
Mata Chinta	id=g:1734191
Mawar	id=g:1734192
Tinagat	id=g:1734193
Hutan Simpan Tinagat	id=g:1734194
Tinagat	id=g:1734195
Kampong Batu Payong	id=g:1734196
Kinabutan	id=g:1734197
Sungai Tawau	id=g:1734198
Tawau	id=g:1734199
Hutan Simpan Kukusan	id=g:1734200
Mutiala	id=g:1734201
Rian	id=g:1734202
Kelapa	id=g:1734203
Tiger	id=g:1734204
Gunung Tiger	id=g:1734205
Sungai Merutai Kanan	id=g:1734206
Merutai	id=g:1734207
Gunung Lion	id=g:1734208
Sungai Tatulit	id=g:1734209
Sungai Kalabakan	id=g:1734210
Tanjung Adolphy	id=g:1734211
Hutan Simpan Pinayas	id=g:1734212
Pulau Simandalan	id=g:1734213
Tanjung Prescott	id=g:1734214
Tanjung Saima	id=g:1734215
Bergosong	id=g:1734216
Constance Peak	id=g:1734217
Pelabuhan Cowie	id=g:1734219
Pulau Sedam	id=g:1734220
Hutan Simpan Kalabakan	id=g:1734221
Tampilit	id=g:1734222
Luis	id=g:1734223
Kalabakan	id=g:1734224
Silimpopon	id=g:1734225
Sungai Tuwan	id=g:1734226
Sungai Sirun	id=g:1734227
Serudong	id=g:1734228
Sungai Serudong	id=g:1734229
Sungai Luis	id=g:1734230
Sungai Sesui	id=g:1734231
Sungai Naundung	id=g:1734232
New Point	id=g:1734233
Sungai Salong	id=g:1734234
Sungai Beliar	id=g:1734235
Sungai Palangan	id=g:1734236
Tanjung Pandan	id=g:1734237
Kiam Sam	id=g:1734238
Sawangan Lada	id=g:1734239
Labuan	id=g:1734240
Hutan Simpan Weston	id=g:1734241
Hutan Simpan Marintaman Menggalong	id=g:1734242
Napas	id=g:1734243
Hutan Simpan Mesapol	id=g:1734244
Hutan Simpan Gunong Lumaku	id=g:1734245
Bangkalalak	id=g:1734246
Hutan Simpan Klias	id=g:1734247
Beaufort	id=g:1734248
Malutut	id=g:1734249
Kampung Haligolat	id=g:1734250
Kampung Batu Enam Puluh Satu	id=g:1734251
Kampung Monterior	id=g:1734252
Kampung Panitian	id=g:1734253
Ulu Membakut	id=g:1734254
Kampung Bokok	id=g:1734255
Pangawan	id=g:1734256
Sabangkok	id=g:1734257
Bambangan	id=g:1734258
Kuala Gramma	id=g:1734259
Rampang	id=g:1734260
Kampung Mandangin	id=g:1734261
Binuvang	id=g:1734262
Bandakao	id=g:1734263
Tambulanan	id=g:1734264
Gunung Lotung	id=g:1734265
Batu Punggul	id=g:1734266
Sungai Maliau	id=g:1734267
Susul	id=g:1734268
Matiku	id=g:1734269
Sungai Tamposison	id=g:1734270
Sungai Siliawan	id=g:1734271
Bigor	id=g:1734272
Labang	id=g:1734273
Sungai Sapulut	id=g:1734274
Batangan	id=g:1734275
Ladang	id=g:1734276
Kampung Sukor	id=g:1734277
Pulau Tokong Burung	id=g:1734278
Batu Lima	id=g:1734279
Kampung Tanjung Gemia	id=g:1734280
Kampung Perlis	id=g:1734281
Kampung Sekati	id=g:1734282
Tanjung Batu Lata	id=g:1734283
Pengkalan Padang	id=g:1734284
Batu Tokong Daik	id=g:1734285
Batu Tokong Kamudi	id=g:1734286
Kampung Kuala Sungai Perlis	id=g:1734287
Kampung Menerung	id=g:1734288
Bukit Jintik	id=g:1734289
Sungai Berang	id=g:1734290
Kampung Jambu Bongkok	id=g:1734291
Pulau Nyirih	id=g:1734292
Pulau Tenggul	id=g:1734293
Tanjung Jara	id=g:1734294
Bukit Laba	id=g:1734295
Kampung Papan	id=g:1734296
Kampung Jerangau	id=g:1734297
Kampung Dendang Baharu	id=g:1734298
Kampung Dendang	id=g:1734299
Kampung Tengah	id=g:1734300
Kampung Pisang	id=g:1734301
Kampung Bukit	id=g:1734302
Kampung Kuala Loh	id=g:1734303
Bukit Batu Besi	id=g:1734304
Kampung Luit	id=g:1734305
Kampung Sura	id=g:1734306
Kuala Sura	id=g:1734307
Kuala Dungun	id=g:1734308
Daerah Dungun	id=g:1734309
Kampung Sungai Dua	id=g:1734310
Kampung Kolam	id=g:1734311
Kuala Paka	id=g:1734312
Paka	id=g:1734313
Kampung Labuhan	id=g:1734314
Bukit Labohan	id=g:1734315
Kertih	id=g:1734316
Sungai Kertih	id=g:1734317
Kampung Gadung	id=g:1734318
Sungai Paka	id=g:1734319
Kampung Kuala Anguk	id=g:1734320
Teluk Petai	id=g:1734321
Kampung Matang	id=g:1734322
Kampung Keruak	id=g:1734323
Gunung Lawit	id=g:1734324
Sungai Petuang	id=g:1734325
Kampung Besut	id=g:1734326
Kampung Padang	id=g:1734327
Kampung Hulu Caluk	id=g:1734328
Kampung Rahmat	id=g:1734329
Bukit Bidung Darat	id=g:1734330
Kampung Sungai Tong	id=g:1734331
Sungai Nerus	id=g:1734332
Kampung Kasar	id=g:1734333
Kampung Tanjung	id=g:1734334
Sungai Tembat	id=g:1734335
Bukit Kapal	id=g:1734336
Sungai Telemung	id=g:1734337
Kampung Lerek	id=g:1734338
Kampung Jenagur	id=g:1734339
Kampung Kuala Menjing	id=g:1734340
Kampung Melur	id=g:1734341
Dearah Hulu Terengganu	id=g:1734342
Kampung Pasir Bercing	id=g:1734343
Kampung Jagin	id=g:1734344
Kampung Belimbing	id=g:1734345
Kampung Kuala Balah	id=g:1734346
Sungai Nenggiri	id=g:1734347
Bukit Kabut	id=g:1734348
Kampung Jerimbung	id=g:1734349
Gunung Noring East	id=g:1734350
Gunung Noring	id=g:1734351
Gunung Setong	id=g:1734352
Sungai Kenerong	id=g:1734353
Sungai Jenera	id=g:1734354
Sungai Puian	id=g:1734355
Gunung Chamat	id=g:1734356
Sungai Perias	id=g:1734357
Sungai Yai	id=g:1734358
Gunung Berangkat	id=g:1734359
Daerah Hulu Kelantan	id=g:1734360
Empangan Temengur	id=g:1734361
Jeram Tangkai Padi	id=g:1734362
Sungai Belum	id=g:1734363
Kampung Baharu Batu Dua	id=g:1734364
Kampung Baharu Air Kala	id=g:1734365
Kampung Kenayat Besar	id=g:1734366
Kampung Bersia	id=g:1734367
Sungai Sara	id=g:1734368
Gunung Gadang	id=g:1734369
Daerah Perak Hulu	id=g:1734370
Kampung Pahat	id=g:1734371
Gerik	id=g:1734372
Kampung Tawai	id=g:1734373
Lawin	id=g:1734374
Kampung Kenering	id=g:1734375
Sungai Ringat	id=g:1734376
Temengor	id=g:1734377
Sungai Temengur	id=g:1734378
Gunung Hulu Sepat	id=g:1734379
Gunung Besah	id=g:1734380
Gunung Hulu Soh	id=g:1734381
Sungai Piah	id=g:1734382
Sungai Temur	id=g:1734383
Gunung Gerah	id=g:1734384
Sungai Sidam	id=g:1734385
Gunung Baubak	id=g:1734386
Gunung Bintang	id=g:1734387
Kelang Baharu	id=g:1734388
Lunas	id=g:1734389
Karangan	id=g:1734390
Kampung Kelang Lama	id=g:1734391
Kulim	id=g:1734392
Kulim	id=g:1734393
Junjong	id=g:1734394
Mahang	id=g:1734395
Gunung Inas	id=g:1734396
Kampung Lubuk Buaya	id=g:1734397
Sungai Bayor	id=g:1734398
Selama	id=g:1734399
Larut Matang & Selama	id=g:1734400
Gunung Ulu Jerneh	id=g:1734401
Redang Panjang	id=g:1734402
Kampung Masjid	id=g:1734403
Kubu Gajah	id=g:1734404
Sungai Kerian	id=g:1734405
Bandar Baharu	id=g:1734406
Bandar Baharu	id=g:1734407
Alur Pongsu	id=g:1734408
Bagan Serai	id=g:1734409
Daerah Kerian	id=g:1734410
Bukit Merah Pekan	id=g:1734411
Pondok Tanjung	id=g:1734412
Kampung Baharu Kota Tampan	id=g:1734413
Kampung Busut	id=g:1734414
Kampung Relong	id=g:1734415
Kampung Sadu	id=g:1734416
Kampung Tanjung Puteri	id=g:1734417
Padang Serai	id=g:1734418
Gunung Perak	id=g:1734419
Kampung Chepir	id=g:1734420
Kampung Sungai Batang	id=g:1734421
Kampung Kubang Cenuk	id=g:1734422
Kampung Jeneri	id=g:1734423
Kampung Chong	id=g:1734424
Jeniang	id=g:1734425
Sik	id=g:1734426
Sungai Chepir	id=g:1734428
Kampung Weng	id=g:1734429
Kampung Tanjung Pari	id=g:1734430
Kampung Surau	id=g:1734431
Gunung Bayu	id=g:1734432
Kampung Terbak	id=g:1734435
Sungai Tebai	id=g:1734436
Sungai Telui	id=g:1734437
Bukit Tok Bidan	id=g:1734438
Bedong	id=g:1734439
Kelang Baharu	id=g:1734440
Bukit Selambau	id=g:1734441
Sungai Tembak	id=g:1734442
Sungai Ketil	id=g:1734443
Kampung Kupang	id=g:1734444
Pulai	id=g:1734445
Tasik	id=g:1734446
Bukit Damar Dua	id=g:1734447
Baling	id=g:1734448
Baling	id=g:1734449
Merbau Pulas	id=g:1734450
Kampung Pinang Tunggal	id=g:1734451
Bukit Tepoh	id=g:1734452
Mae Nam Kolok	id=g:1734454
Bukit Kuang	id=g:1734455
Kampung Nibung	id=g:1734456
Kampung Jeduk	id=g:1734457
Kampung Batang Merbau	id=g:1734458
Bukit Kemahang	id=g:1734459
Kampung Air Lanas	id=g:1734460
Tanah Merah	id=g:1734461
Bukit Ulu Laho	id=g:1734462
Kampung Batu Melintang	id=g:1734463
Kampung Jeli	id=g:1734464
Kampung Lawa	id=g:1734465
Sungai Pergau	id=g:1734466
Kampung Timur	id=g:1734467
Kampung Bunga Tanjung	id=g:1734468
Kuching	id=g:1734469
Kuching	id=g:1734470
Bau	id=g:1734471
Pangkalan Empat	id=g:1734472
Tiang Bakap	id=g:1734473
Tapah 14	id=g:1734474
Sungai Embahn	id=g:1734475
Gunung Bungo	id=g:1734476
Batu 10	id=g:1734477
Tundong	id=g:1734478
Sungai Tubah	id=g:1734479
Kampung Pesang	id=g:1734480
Kampung Piching	id=g:1734481
Kampung Pluman	id=g:1734482
Kampung Ritoh Palah	id=g:1734483
Kampung Sebua	id=g:1734484
Baru	id=g:1734485
Pangkalan Kut	id=g:1734486
Gunung Sedong	id=g:1734487
Batang Samarahan	id=g:1734488
Muara Tuang	id=g:1734489
Sungai Empila	id=g:1734490
Sungai Tuang	id=g:1734491
Batu Kitang	id=g:1734492
Kampung Bengoh	id=g:1734493
Riam Kayo	id=g:1734494
Gunung Peyang	id=g:1734495
Sungai Serin	id=g:1734496
Sungai Entingan	id=g:1734497
Loba Batu Belat	id=g:1734498
Sungai Kuap	id=g:1734499
Sungai Pedil	id=g:1734500
Sungai Tepong	id=g:1734501
Gunung Senggi	id=g:1734502
Kuching Airport	id=g:1734503
Bahagian Kuching	id=g:1734504
Gunung Siburan	id=g:1734505
Siburan	id=g:1734506
Kampung Kuap	id=g:1734507
Kampung Stinggang	id=g:1734508
Kampung Seropak	id=g:1734509
Bukit Stapok	id=g:1734510
Gunung Buan Bidi	id=g:1734511
Bukit Gambir	id=g:1734512
Kampung Tepoi	id=g:1734513
Kampung Tubeh	id=g:1734514
Kampung Tama	id=g:1734515
Sungai Ngarlat	id=g:1734516
Batang Kayan	id=g:1734517
Kampung Padawan	id=g:1734518
Gunung Rawan	id=g:1734519
Gunung Entitik	id=g:1734520
Gunung Meranja Kecil	id=g:1734521
Gunung Seraong	id=g:1734522
Gunung Gumbang	id=g:1734523
Pejiru	id=g:1734524
Pangkalan Tebang	id=g:1734525
Buso	id=g:1734526
Krokong	id=g:1734527
Gunung Serambu	id=g:1734528
Sungai Sarawak Kiri	id=g:1734529
Sungei Sarawak Kanan	id=g:1734530
Sungai Staat	id=g:1734531
Batu Gong	id=g:1734532
Gunung Braang	id=g:1734533
Gunung Spaoh	id=g:1734534
Sungai Robin	id=g:1734535
Sungai Suhu	id=g:1734536
Tebedu	id=g:1734537
Panchor	id=g:1734538
Bau	id=g:1734539
Siniawan	id=g:1734540
Gunung Jagoi	id=g:1734541
Gunung Undan	id=g:1734542
Banjaran Bungo	id=g:1734543
Gunong Sirau	id=g:1734544
Giam San	id=g:1734545
Kampung Telok Sabang	id=g:1734546
Teluk Sangki	id=g:1734547
Kampung Bilis	id=g:1734548
Jaie Pendam	id=g:1734549
Tebelu	id=g:1734550
Moyan	id=g:1734551
Semera	id=g:1734552
Tambirat	id=g:1734553
Kampung Lintang	id=g:1734554
Sambir	id=g:1734555
Sungai Sebuyau	id=g:1734556
Sungai Sebangan	id=g:1734557
Sebangan	id=g:1734558
Sebuyau	id=g:1734559
Sungai Nonok	id=g:1734560
Nonok	id=g:1734561
Tanjung Melaban	id=g:1734562
Teluk Nyamuk	id=g:1734563
Pulau Triso	id=g:1734564
Bukit Triso	id=g:1734565
Batang Sadong	id=g:1734566
Kuala Sadong	id=g:1734567
Pulau Burung	id=g:1734568
Tasik Bukit Merah	id=g:1734569
Perhentian Beluru	id=g:1734570
Manung	id=g:1734571
Kuala Jarum Mas	id=g:1734572
Sauk	id=g:1734573
Kati	id=g:1734574
Kampung Cangkat Jering	id=g:1734575
Simpang Empat	id=g:1734576
Kamunting	id=g:1734577
Kampung Hulu Sepetang	id=g:1734578
Batu Kurau	id=g:1734579
Gunung Biung	id=g:1734580
Tasik Cenderuh	id=g:1734581
Kampung Enggor	id=g:1734582
Salak Utara	id=g:1734583
Gunung Hijau	id=g:1734584
Kampung Lubuk Merbau	id=g:1734585
Taiping	id=g:1734586
Kampung Pekan Matang	id=g:1734587
Kampung Sepetang	id=g:1734588
Teluk Nibung	id=g:1734589
Tanjung Kerang	id=g:1734590
Daerah Larut	id=g:1734591
Kuala Larut	id=g:1734592
Bukit Berapit	id=g:1734593
Padang Rengas	id=g:1734594
Terung	id=g:1734595
Gunung Bubu	id=g:1734596
Kampung Pulau	id=g:1734597
Daerah Kuala Kangsar	id=g:1734598
Kuala Kangsar	id=g:1734599
Sungai Terung	id=g:1734600
Kampung Baharu Padang Gajah	id=g:1734601
Kampung Padang Gajah	id=g:1734602
Kampung Sungai Tinggi	id=g:1734603
Durian Sebatang	id=g:1734604
Papan	id=g:1734605
Sungai Beruas	id=g:1734606
Beruas	id=g:1734607
Sungai Kerbau	id=g:1734609
Air Panas	id=g:1734610
Kampung Sungai Semaliang	id=g:1734611
Empangan Cenderuh	id=g:1734612
Sri Desa Tanah Hitam	id=g:1734613
Kampung Kuala Terla	id=g:1734614
Berincang	id=g:1734615
Gunung Batu Berinchang	id=g:1734616
Falim	id=g:1734617
Kampung Lintang	id=g:1734618
Kampung Lasah	id=g:1734619
Sungai Yum	id=g:1734620
Sungai Pelus	id=g:1734621
Gunung Cingkai	id=g:1734622
Kampung Jalong	id=g:1734623
Kampung Kerdah	id=g:1734624
Sungai Siput Utara	id=g:1734625
Chemor	id=g:1734626
Sungai Korbu	id=g:1734627
Gunung Korbu	id=g:1734628
Tanjung Rambutan	id=g:1734629
Gunung Siku	id=g:1734630
Gunung Swettenham	id=g:1734631
Gunung Cabang	id=g:1734632
Tambun	id=g:1734633
Ipoh	id=g:1734634
Simpang Pulai	id=g:1734635
Lahat	id=g:1734636
Lahat	id=g:1734637
Jelapang	id=g:1734638
Menglembu	id=g:1734639
Daerah Kinta	id=g:1734640
Terowong	id=g:1734641
Perhentian Kuala Neruh	id=g:1734642
Perhentian Sungai Kemudu	id=g:1734643
Sungai Betis	id=g:1734644
Kampung Chas	id=g:1734645
Kampung Kuala Pelar	id=g:1734646
Kampung Kuala Betis	id=g:1734647
Gunung Ayam	id=g:1734648
Kampung Gajah	id=g:1734649
Perhentian Chegar Bongor	id=g:1734650
Gua Musang	id=g:1734651
Sungai Galas	id=g:1734652
Kampung Gerak	id=g:1734653
Kampung Kuala Lepar	id=g:1734654
Gunung Bedung	id=g:1734655
Gunung Tangga	id=g:1734656
Sungai Nenggiri	id=g:1734657
Pulai	id=g:1734658
Sungai Chenderoh	id=g:1734659
Taman Negara	id=g:1734660
Sungai Aring	id=g:1734661
Gunung Rabong	id=g:1734662
Sungai Relai	id=g:1734663
Kampung Lancang	id=g:1734664
Kampung Kabang	id=g:1734665
Sungai Lebir	id=g:1734666
Sungai Koh	id=g:1734667
Kampung Kemara	id=g:1734668
Gunong Perlis	id=g:1734669
Gunung Penumpu	id=g:1734670
Bukit Terum	id=g:1734671
Gunung Tahan	id=g:1734672
Perhentian Mentara	id=g:1734673
Perhentian Merapuh Baharu	id=g:1734674
Merapuh	id=g:1734675
Kampung Belukar Bukit	id=g:1734676
Gunung Gajah Terom	id=g:1734677
Kampung Petang	id=g:1734678
Sungai Kerbat	id=g:1734679
Sungai Terengan	id=g:1734680
Sungai Pertang	id=g:1734681
Gunung Gagau	id=g:1734682
Sungai Sat	id=g:1734683
Gunung Mandi Angin	id=g:1734684
Kampung Senduk	id=g:1734685
Gunung Hulu Perus	id=g:1734686
Kampung Busut	id=g:1734687
Sungai Dungun	id=g:1734688
Gunung Diwangsa	id=g:1734689
Sungai Sepia	id=g:1734690
Kampung Gusal	id=g:1734691
Kampung Bantal	id=g:1734692
Kemajuan Tanah Pasir Pelata Kiri	id=g:1734693
Sungai Ibai	id=g:1734694
Kuala Ibai	id=g:1734695
Wakaf Tapai	id=g:1734696
Batu Rakit	id=g:1734697
Kampung Pecah Rotan	id=g:1734698
Kampung Telipuk	id=g:1734699
Kampung Padang Maras	id=g:1734700
Kampung Pulai Baharu	id=g:1734701
Kampung Seberang Takir	id=g:1734702
Kampung Manir	id=g:1734703
Daerah Kuala Terengganu	id=g:1734704
Kuala Terengganu	id=g:1734705
Kampung Cenering Chenering	id=g:1734706
Pulau Gumia	id=g:1734707
Pulau Kapas	id=g:1734708
Kampung Pulau Manis	id=g:1734709
Kampung Kuala Telemung	id=g:1734710
Binjai Rendah	id=g:1734711
Sungai Terengganu	id=g:1734712
Kampung Pulau Kerengga	id=g:1734713
Sungai Marang	id=g:1734714
Marang	id=g:1734715
Daerah Marang	id=g:1734716
Kampung Mercang	id=g:1734717
Ajil	id=g:1734718
Kampung Mesta	id=g:1734719
Kuala Berang	id=g:1734720
Kampung Teluk Kemang	id=g:1734721
Pulau Burung	id=g:1734722
Tanjung Tanah Merah	id=g:1734723
Keramat Tanjong Tuan	id=g:1734724
Tanjung Tuan	id=g:1734725
Tanjung Tuan	id=g:1734726
Pasir Panjang	id=g:1734727
Kampung Kuala Linggi	id=g:1734728
Bukit Baru	id=g:1734729
Pengkalan	id=g:1734730
Perhentian Keru	id=g:1734731
Masjid Tanah	id=g:1734732
Kampung Sungai Baharu	id=g:1734733
Kampung Pondoi	id=g:1734734
Berisu	id=g:1734735
Lubuk Cina	id=g:1734736
Kendung	id=g:1734737
Tampin	id=g:1734738
Tebung	id=g:1734739
Batang Melaka	id=g:1734740
Nyalas	id=g:1734741
Selandar	id=g:1734742
Kampung Gadik	id=g:1734743
Daerah Utara	id=g:1734744
Alur Gajah	id=g:1734745
Sungai Linggi	id=g:1734746
Jasin	id=g:1734747
Durian Tunggal	id=g:1734748
Rembia	id=g:1734749
Pengkalan Balak	id=g:1734750
Bukit Terendak	id=g:1734751
Sungai Melaka	id=g:1734752
Air Keruh	id=g:1734753
Daerah Selatan	id=g:1734754
Air Molek	id=g:1734755
Daerah Tengah	id=g:1734756
Sungai Udang	id=g:1734757
Tanjung Keling	id=g:1734758
Melaka	id=g:1734759
Teluk Mas	id=g:1734760
Umbai	id=g:1734761
Merlimau	id=g:1734762
Pulau Lalang	id=g:1734763
Pulau Besar	id=g:1734764
Kuala Kesang	id=g:1734765
Pulau Nangka	id=g:1734766
Pulau Undan	id=g:1734767
Teluk Panglima Garang	id=g:1734768
Pelabuhan Klang	id=g:1734769
Sungai Langat	id=g:1734770
Pulau Lumut	id=g:1734771
Pulau Kelang	id=g:1734772
Selat Kelang	id=g:1734773
Pulau Selat Kering	id=g:1734774
Pulau Pintu Gedung	id=g:1734775
Kuala Selat Lumut	id=g:1734776
Bandar	id=g:1734777
Tanjung Ru	id=g:1734778
Kuala Air Hitam	id=g:1734779
Kuala Langat	id=g:1734780
Banting	id=g:1734781
Kuala Langat	id=g:1734782
Morib	id=g:1734783
Kancung Laut	id=g:1734784
Tanjung Gabung	id=g:1734785
Kampung Jangin	id=g:1734786
Kuala Sepang Besar	id=g:1734787
Sungai Sepang Besar	id=g:1734788
Sepang	id=g:1734789
Kampung Pulau Ibul	id=g:1734790
Kampung Gedung Lalang	id=g:1734791
Kampung Baharu Mambau	id=g:1734792
Jenjarum	id=g:1734793
Kampung Sungai Manggis	id=g:1734794
Kampung Dengkil	id=g:1734795
Batang Benar	id=g:1734796
Bangi	id=g:1734797
Semenyih	id=g:1734798
Bukit Hulu Beranang	id=g:1734799
Kuala Kelawang	id=g:1734800
Beroga	id=g:1734801
Beranang	id=g:1734802
Lengging	id=g:1734803
Mantin	id=g:1734804
Salak	id=g:1734805
Pantai	id=g:1734806
Bukit Galla	id=g:1734807
Labu	id=g:1734808
Tiroi	id=g:1734809
Seremban	id=g:1734810
Daerah Seremban	id=g:1734811
Bukit Lada	id=g:1734812
Siliau	id=g:1734813
Rantau	id=g:1734814
Port Dickson	id=g:1734815
Daerah Port Dickson	id=g:1734816
Pulau Burung	id=g:1734817
Kampung Cuah	id=g:1734818
Kuala Sepang Besar	id=g:1734819
Sungai Pelik	id=g:1734820
Sepang	id=g:1734821
Teluk Datuk	id=g:1734822
Kampung Batu Laut	id=g:1734823
Kampung Tumbuk Pantai	id=g:1734824
Tanjung Tumbuk	id=g:1734825
Senawang	id=g:1734826
Tampin Daerah	id=g:1734827
Air Hitam	id=g:1734828
Bukit Palung	id=g:1734829
Simpang Pertang	id=g:1734830
Kampung Serting	id=g:1734831
Pertang	id=g:1734832
Titi	id=g:1734833
Kampung Hulu Kelawang	id=g:1734834
Kampung Langkap	id=g:1734835
Gunung Telapa Buruk	id=g:1734836
Kampung Baharu Parit Tinggi	id=g:1734837
Batu Kikir	id=g:1734838
Bahau	id=g:1734839
Bukit Besar Jelai	id=g:1734840
Kuala Pilah	id=g:1734841
Daerah Kuala Pilah	id=g:1734842
Kampung Malan	id=g:1734843
Kampung Gancung	id=g:1734844
Kampung Hulu Inas	id=g:1734845
Seri Menanti	id=g:1734846
Gunung Angsi	id=g:1734847
Sungai Gadut	id=g:1734848
Perhentian Chembung	id=g:1734849
Perhentian Pedas	id=g:1734850
Pedas	id=g:1734851
Gunung Rembau	id=g:1734852
Daerah Rembau	id=g:1734853
Rembau	id=g:1734854
Johol	id=g:1734855
Kampung Rokan	id=g:1734856
Kampung Langkap	id=g:1734857
Kampung Sungai Dua	id=g:1734858
Gemencih	id=g:1734859
Gemencheh	id=g:1734860
Orek	id=g:1734861
Kota	id=g:1734862
Cengkau	id=g:1734863
Sungai Palung	id=g:1734864
Patah Keladan	id=g:1734865
Kampung Basuk	id=g:1734866
Kampung Paluh Rumih	id=g:1734867
Sungai Keratung	id=g:1734868
Kampung Bukit Seruk	id=g:1734869
Bukit Kerisek	id=g:1734870
Bukit Perlah	id=g:1734871
Kampung Gambir	id=g:1734872
Sungai Jekatih	id=g:1734873
Sungai Pukin	id=g:1734874
Bukit Batu Bertarah	id=g:1734875
Bukit Selancar	id=g:1734876
Sungai Segamat	id=g:1734877
Kampung Tengah	id=g:1734878
Buluh Kasap	id=g:1734879
Kampung Pudu	id=g:1734880
Batu Enam	id=g:1734881
