Mofraa	id=g:166849
Jalīb Nadā	id=g:169228
Jalghūm	id=g:169229
Jalbul	id=g:169230
Wādī Jalāyāt	id=g:169231
Jalamah al ‘Atīqah	id=g:169232
Jalamah	id=g:169233
Jalamah	id=g:169234
Tall Jālah	id=g:169235
Jalāghīm	id=g:169236
Jakkah	id=g:169237
Jakārah	id=g:169238
Jāj	id=g:169239
Bi’r al Jā’if	id=g:169240
Wādī al Jaḩshīyāt	id=g:169241
Jaḩshah	id=g:169242
Tall al Jaḩsh	id=g:169243
Jahmān	id=g:169244
Khirbat al Jahm	id=g:169245
Jahjāh	id=g:169246
Wādī al Jahannam	id=g:169247
Wādī al Jahannam	id=g:169248
Wādī Jahannam	id=g:169249
Wādī Jahannam	id=g:169250
Jāghir Bāzār	id=g:169251
Jāghir Bāzār	id=g:169252
Jafrah	id=g:169253
Jafrah	id=g:169254
Jafrah	id=g:169255
Jafrah	id=g:169256
Tall Jafnah	id=g:169257
Jafīrat Manşūr	id=g:169258
Jafīrah	id=g:169259
Jafīrah	id=g:169260
Jāfi‘ah	id=g:169261
Ja‘far Manşūr	id=g:169262
Ja‘farīyāt al Fawqānī	id=g:169263
Ja‘farīyāt	id=g:169264
Wādī Ja‘far	id=g:169265
Wādī Ja‘far	id=g:169266
Nahr al Ja‘far	id=g:169267
Jabal Ja‘far	id=g:169268
Bi’r Ja‘far	id=g:169269
Bi’r Ja‘far	id=g:169270
Bi’r Ja‘far	id=g:169271
Ja‘fanīyat al Māshī	id=g:169272
Ja‘fanīyat al Ḩāzah	id=g:169273
Jafaa	id=g:169274
Wādī Jaêl	id=g:169275
Wādī Jadyah	id=g:169276
Jadyā	id=g:169277
Jadrāyā	id=g:169278
Tall Jadlah	id=g:169279
Jadlā’	id=g:169280
Ja‘dīn aş Şaghīrah	id=g:169281
Ja‘dīn al Kabīrah	id=g:169282
Jadīd ‘Uqaydāt	id=g:169283
Jadīd Bū Khayr	id=g:169284
Tall al Jadīd	id=g:169285
Tall Jadīd	id=g:169286
Ţāḩūn Jadīd	id=g:169287
Bi’r al Jadīd	id=g:169288
Bi’r Jadīd	id=g:169289
Bi’r Jadīd	id=g:169290
Jadīd	id=g:169291
Jaddū‘ah	id=g:169292
Jaddouaiyé	id=g:169293
Jaddil	id=g:169294
‘Ayn Jaddah	id=g:169295
Tall Jād Allāh	id=g:169296
Ja‘dah aş Şaghīrah	id=g:169297
Ja‘dah al Kabīrah	id=g:169298
Jabal al Ja‘dah	id=g:169299
Wādī Jābū‘ah	id=g:169300
Sabkhat Jabşīn	id=g:169301
Jabrū	id=g:169302
Minţaqat Jablah	id=g:169303
Jablah	id=g:169304
Tall al Jābiyah	id=g:169305
Jabal Jabīsah	id=g:169306
Jābirīyah	id=g:169307
Jābirīyah	id=g:169308
Jābirīyah	id=g:169309
Tall Jābir	id=g:169310
Jabal Jābir	id=g:169311
Ḑahr Jābir	id=g:169312
Bi’r Jābir	id=g:169313
Bi’r Jābī	id=g:169314
Tall al Jabbūrīn	id=g:169315
Arḑ al Jabbūrīn	id=g:169316
‘Ayn Jabbūr	id=g:169317
Sabkhat al Jabbūl	id=g:169318
Mamlaḩat al Jabbūl	id=g:169319
Jabbūl	id=g:169320
Wādī al Jabbāt	id=g:169321
Tall al Jabbāt	id=g:169322
‘Ayn al Jabbāt	id=g:169323
Jabbāsāt	id=g:169324
Wādī Jabbāḩ	id=g:169325
Minţaqat Jabal Sim‘ān	id=g:169326
Jabal Nawbah	id=g:169327
Jabal Nā’if	id=g:169328
Arḑ Jabal Kafr Rā‘	id=g:169329
Shārat Jabal al Ghurāb	id=g:169330
Jabal al ‘Arab	id=g:169331
Ḑahr al Jabal	id=g:169332
Jab‘ādīn	id=g:169333
Jabā	id=g:169334
Ja‘ārah	id=g:169335
Mazār ‘Izz ad Dīn	id=g:169336
‘Izz ad Dīn	id=g:169337
Tall ‘Izrān	id=g:169338
Minţaqat Izra‘	id=g:169339
Maḩaţţat Izra‘	id=g:169340
Izra‘	id=g:169341
Wādī al ‘Iz̧ām	id=g:169342
Īt Wīrān at Taḩtānī	id=g:169343
Īt Wīrān al Fawqānī	id=g:169344
Wādī al Ithnayn	id=g:169345
Jabal al Ithnayn	id=g:169346
Isţamnā	id=g:169347
Arḑ Isţablāt	id=g:169348
Istablāt	id=g:169349
Istablāt	id=g:169350
Sahl Isrīyah	id=g:169351
Khirbat Isrīyah	id=g:169352
Jabal Isrīyah	id=g:169353
Bi’ār Isrīyah	id=g:169354
Israel-Syria Demilitarized Zones	id=g:169355
Isqablah	id=g:169356
Ghadīr Ismā‘īl	id=g:169357
Islāmīn	id=g:169358
Iskandarīyah	id=g:169359
Ishtabghū	id=g:169360
‘Ishshat as Sahl	id=g:169361
‘Ishshah ash Sharqīyah	id=g:169362
Isḩāqīyah	id=g:169363
Isḩāqīyah	id=g:169364
‘Īsāwī	id=g:169365
‘Īsá Binār	id=g:169366
‘Īsá Baklī	id=g:169367
Jabal ‘Īsá	id=g:169368
Wādī Irziq	id=g:169369
Bi’r Irziq	id=g:169370
Arkīs	id=g:169371
‘Irbīn	id=g:169372
‘Irāq al Quşūr	id=g:169373
Inkizīk	id=g:169374
Inkhil	id=g:169375
‘Ināb ad Durr	id=g:169376
Imtān	id=g:169377
Rujm Imeïde	id=g:169378
Imbrātū	id=g:169379
Wādī ‘Imārāt	id=g:169380
Illījāk	id=g:169381
Illah	id=g:169382
‘Ikkū	id=g:169383
Bi’r al ‘Ijl	id=g:169384
‘Ifrītah	id=g:169385
Tall Idrīs at Tūm	id=g:169386
Muḩāfaz̧at Idlib	id=g:169387
Minţaqat Idlib	id=g:169388
Idlib	id=g:169389
Idleïmâte	id=g:169390
Ichtebraq	id=g:169391
Ibta‘	id=g:169392
Ibrāhīmīyah	id=g:169393
Jazīrat Ibrāhīm Faraḩ	id=g:169394
Wādī Ibrāhīm	id=g:169395
Jubb Ibrāhīm	id=g:169396
Tall Ibn ‘Uthmān	id=g:169397
Bi’r Ibn Sa‘īd	id=g:169398
Ibn Qalāw	id=g:169399
Ra’s Ibn Hāni’	id=g:169400
Ibn Hāni’	id=g:169401
Ibizmū	id=g:169402
Ibdītā	id=g:169403
Ibbīn	id=g:169404
Ibbīn	id=g:169405
Tall al ‘Ibādī	id=g:169406
Jubb al ‘Ibādī	id=g:169407
Ḩzayrīn	id=g:169408
Ḩyālī Kūyuk	id=g:169409
Ḩuwayz	id=g:169410
Huwayyir	id=g:169411
Khirbat al Ḩuwayţāt	id=g:169412
Ḩuwayţah	id=g:169413
Huwaysīyah	id=g:169414
Wādī al Ḩuwaysīs	id=g:169415
Ḑahr al Ḩuwaysīs	id=g:169416
Ḩuwaysīs	id=g:169417
Z̧ahrat al Ḩuwayshah	id=g:169418
Ḩuwaysh	id=g:169419
Ḩuwayşah at Taḩtānī	id=g:169420
Ḩuwayşah al Fawqānī	id=g:169421
Jabal al Ḩuwayşah	id=g:169422
Ḩuwayr at Turkumān	id=g:169423
Ḩuwayr as Şulayb	id=g:169424
Tall Ḩuwayr	id=g:169425
Khirbat Ḩuwayr	id=g:169426
Ḩuwayr	id=g:169427
Ḩuwayr	id=g:169428
Ḩuwayk	id=g:169429
Huwayjīnah	id=g:169430
Ḩuwayjat Kalkalī	id=g:169431
Ḩuwayjat Kalkalī	id=g:169432
Ḩuwayjat as Sallah	id=g:169433
Ḩuwayjat ash Shuyūkh	id=g:169434
Ḩuwayjat al ‘Alāwī	id=g:169435
Ḩuwayjat al ‘Abdī	id=g:169436
Ḩuwayjat ad Darah	id=g:169437
Tall Huwayd	id=g:169438
Ḩūtīyah	id=g:169439
Wādī al Ḩūtī	id=g:169440
Iḩtaymilāt	id=g:169441
Wādī al Ḩūt	id=g:169442
Ḩūţ	id=g:169443
Wādī Ḩuşayyah	id=g:169444
Wādī Ḩissāyah	id=g:169445
Tall Ḩuşayyah	id=g:169446
Bi’r Ḩuşayyah	id=g:169447
Ḩusaynīyat ash Shaykh ‘Alī	id=g:169448
Ḩusaynīyat ash Shaykh ‘Alī	id=g:169449
Ḩusaynīyah	id=g:169450
Jubb al Ḩusayn Ḩamad	id=g:169451
Bi’r Ḩusayn Asmar	id=g:169452
Bi’r Ḩusayn ‘Alī Rāshid	id=g:169453
Bi’r Ḩusayn ‘Alī Rāshid	id=g:169454
Ḩuşayn al Baḩr	id=g:169455
Tall Ḩusayn	id=g:169456
Tall Ḩusayn	id=g:169457
Nahr al Ḩusayn	id=g:169458
Jubb Ḩusayn	id=g:169459
‘Ayn Ḩusayn	id=g:169460
Ḩusāmīyah	id=g:169461
Ḩurr Binafsah	id=g:169462
Nahr Ḩurayşūn	id=g:169463
Ḩurayşūn	id=g:169464
Ḩurayşūn	id=g:169465
Ḩurayshah	id=g:169466
Ḩurayshah	id=g:169467
Wādī al Hurayrah	id=g:169468
Hurayrah	id=g:169469
Ḩuraymīs	id=g:169470
Ḩuraybishah	id=g:169471
Ḩuraybishah	id=g:169472
Ḩuraybil	id=g:169473
Ḑahr al Ḩuraybah	id=g:169474
Ḩuraybah	id=g:169475
Ḩūrāt ‘Ammūrīn	id=g:169476
Rujm al Ḩūrah	id=g:169477
Tulūl Ḩumūr	id=g:169478
Jabal Ḩumr al Jazal	id=g:169479
Wādī al Ḩumr	id=g:169480
Wādī al Ḩumr	id=g:169481
Rujūm al Ḩumar	id=g:169482
Nahr al Ḩumr	id=g:169483
Tall Ḩummuş	id=g:169484
Rasm Ḩumayyid	id=g:169485
Ḩumayrī	id=g:169486
Wādī Ḩumayrah	id=g:169487
Arḑ al Ḩumayrah	id=g:169488
Ḩumayrah	id=g:169489
Ḩumayrah	id=g:169490
Ḩumayrah	id=g:169491
Ḩumaymīm	id=g:169492
Ḩumaymīm	id=g:169493
Ḩumaymāt ad Dā’ir	id=g:169494
Ḩumaymāt	id=g:169495
Ḩumaymāt	id=g:169496
Ḩumaymāt	id=g:169497
Wādī al Ḩumaymah aş Şaghīrah	id=g:169498
Ḩumaymah aş Şaghīrah	id=g:169499
Ḩumaymah al Kabīrah	id=g:169500
Tall Ḩumaymah	id=g:169501
Jabal Ḩumaymah	id=g:169502
Bi’r Ḩumaymah	id=g:169503
Ḩumaymah	id=g:169504
Ḩumaymah	id=g:169505
Wādī Ḩumaylah	id=g:169506
Ḩūmah	id=g:169507
Ḩulwah	id=g:169508
Ḩulwah	id=g:169509
Ḩulwah	id=g:169510
Ḩulwah	id=g:169511
Ḩulw ‘Abd	id=g:169512
Wādī al Ḩulw	id=g:169513
Jubb al Ḩulw	id=g:169514
Jabal Ḩulw	id=g:169515
Bi’r al Ḩulw	id=g:169516
Ḩulw	id=g:169517
Tall Ḩulū	id=g:169518
Wādī Ḩulmīyah	id=g:169519
Hulīlū	id=g:169520
Hulīlū	id=g:169521
Ḩulaybāt	id=g:169522
Ḩūlāyā	id=g:169523
Hūlāqī	id=g:169524
Ḑahr al Ḩujayl	id=g:169525
Bi’r al Ḩujayl	id=g:169526
Ḩujayf az Zarrāb	id=g:169527
Ḩujayf ash Shāmīyah	id=g:169528
Ḩujayf Abū Sarārah	id=g:169529
Ḩūḩū	id=g:169530
Bi’r Ḩufayr	id=g:169531
Hudlū	id=g:169532
Hudhud	id=g:169533
Rujm Ḩudaylah al Qadīm	id=g:169534
Rujm Ḩudaylah al Jadīdah	id=g:169535
Ḩudaylah	id=g:169536
Ḩabīs	id=g:169537
Hubaytir	id=g:169538
Ḩubayt	id=g:169539
Wādī Ḩubaysh	id=g:169540
Khirbat Ḩubaysh	id=g:169541
Ḩūbāshīyah	id=g:169542
Hubārīyah	id=g:169543
Ḩubārah Şaghīrah	id=g:169544
Ḩubārah Kabīrah	id=g:169545
Wādī al Ḩubārá	id=g:169546
Tall al Ḩubārá	id=g:169547
Bi’r al Ḩubārá	id=g:169548
Hrannīk	id=g:169549
Houqqîyé	id=g:169550
Ḩūfā	id=g:169551
‘Ayn Hoûba	id=g:169552
Bi’r al Houâra	id=g:169553
Wādī al Horté	id=g:169554
Hor’hori	id=g:169555
Bi’r Hlâlé	id=g:169556
Ḩisyah	id=g:169557
Ḩiş Sulaymān	id=g:169558
Tall Hissou	id=g:169559
Jabal al Ḩişn	id=g:169560
Tall Hīsh	id=g:169562
Hīsh	id=g:169563
Tall Ḩişār	id=g:169564
Khirbat Ḩişār	id=g:169565
Wādī Ḩirrīţah	id=g:169566
Tall Ḩirrīţah	id=g:169567
Ḑuhūr Ḩirrīah	id=g:169568
Ḩirjillah	id=g:169569
Hirchâouîyé	id=g:169570
Wādī Ḩiqāb aḑ Ḑab‘	id=g:169571
Ḑahr al Ḩiqāb	id=g:169572
Ḩīnah	id=g:169573
Ḩīmū	id=g:169574
Muḩāfaz̧at Ḩimş	id=g:169575
Minţaqat Ḩimş	id=g:169576
Ḩimş	id=g:169577
Ḩimrīt	id=g:169578
Ḩimmīn	id=g:169579
Tall al Ḩimāyah	id=g:169580
Wādīal Ḩimār	id=g:169581
Tall Ḩimār	id=g:169582
Ḑahr al Ḩimār	id=g:169583
‘Ayn al Ḩimá	id=g:169584
Ḩillah	id=g:169585
Maşna‘ Hilālīyah	id=g:169586
Hilālīyah	id=g:169587
Wādī al Hilālah	id=g:169588
Ḩīlā	id=g:169589
Ḩīkū	id=g:169590
Ḩikr ‘Uşfūr	id=g:169591
Ḩikrū	id=g:169592
Ḩikr Shaḩūd	id=g:169593
Ḩikr Jubb al Amlas	id=g:169594
Ḩikr Bayt Shūfān al Fawqānī	id=g:169595
Ḩikr Bayt Hirmise	id=g:169596
Ḩikr Bayt ‘Alyān	id=g:169597
Ḩikr aş Şūfānī	id=g:169598
Ḩikr al Ḩājj	id=g:169599
Ḩijārah aş Şaghīrah	id=g:169600
Ḩijārah al Kabīrah	id=g:169601
Wādī Hījānah	id=g:169602
Rujm Hījānah	id=g:169603
Buḩayrat al Hījānah	id=g:169604
Tall al Hījān	id=g:169605
Hidyah	id=g:169606
Ḩidādah	id=g:169607
Ḩibrān	id=g:169608
Wādī Hibnā	id=g:169609
Wādī Ḩibālah	id=g:169610
Heïchter	id=g:169614
Hébo	id=g:169615
Ḩdandūsh	id=g:169616
Ḩazzārī	id=g:169617
Ḩazzānū	id=g:169618
Ḩazzānī	id=g:169619
Ḩazzān	id=g:169620
Ḩazzān	id=g:169621
Hazzah	id=g:169622
Ḩazwān	id=g:169623
Ḩazūm aş Şirr	id=g:169624
Ḩazūm al ‘Alandah	id=g:169625
Ḩazramā	id=g:169626
Ḩazrah	id=g:169627
Jabal Ḩazmūr	id=g:169628
Ḩazmūr	id=g:169629
Wādī Ḩazm aş Sawwā	id=g:169630
Tall Ḩazm ar Rūḩī	id=g:169631
Ḩazm al Jiḩār	id=g:169632
Tall Ḩazm al Ghudur	id=g:169633
Ḑahr al Ḩazmah	id=g:169634
Ḑahr al Ḩazm	id=g:169635
Ḩāzim ar Ruhaysh	id=g:169636
Wādī al Ḩāzim	id=g:169637
Tall Hazhaz	id=g:169638
Tall Hazdour	id=g:169639
Ḩazāzah	id=g:169640
Wādī al Ḩayyāt	id=g:169641
Jabal Ḩayyānah	id=g:169642
Jabat Ḩayyān	id=g:169643
Ḩayyān	id=g:169644
Wādī Ḩayyālīn al Qiblīyah	id=g:169645
Nab‘ Ḩayyālīn	id=g:169646
Ḩayyālīn	id=g:169647
Ḩayyālīn	id=g:169648
Ḩayyah aş Şaghīrah	id=g:169649
Ḩayyah al Kabīrah	id=g:169650
Ḩaytal	id=g:169651
Ḩayţah	id=g:169652
Ḩayţ	id=g:169653
Tulūl al Ḩaysh	id=g:169654
Ḩayşah ash Sharqīyah	id=g:169655
Ḩayşah al GHarbīyah	id=g:169656
Ḩaysah	id=g:169657
Sha‘īb al Ḩayrān	id=g:169658
Ḩayr Masīl	id=g:169659
Ḩayr Jāmūs aş Şaghīr	id=g:169660
Ḩayr Jāmūs al Kabīr	id=g:169661
Ḩayr Bzaft	id=g:169662
Ḩayr al Amīr	id=g:169663
Jabal Ḩaymūr	id=g:169664
Tall aş Şidq	id=g:169665
Ḩaymar al Kabīr	id=g:169666
Ḩaymar al Jays	id=g:169667
Ḩaymar	id=g:169668
Ḩaylātā	id=g:169669
Ḩaylānah	id=g:169670
Ḩaylān	id=g:169671
Wādī al Hayl	id=g:169672
Wādī al Ḩayl	id=g:169673
Tulūl al Hayl	id=g:169674
Ḑahr al Hayl	id=g:169675
Tall Hāyil Rummān	id=g:169676
Bi’r Hāyil Rummān	id=g:169677
Bi’r Hāyil Rummān	id=g:169678
Ḩaydar Bāshā	id=g:169679
Jubb al Hayb	id=g:169680
Wādī al Hayāyā	id=g:169681
Tall al Ḩayāyā	id=g:169682
Hayâte	id=g:169683
Ḩayānīyah	id=g:169684
Jabal al Ḩayāh	id=g:169685
Ḩayāh	id=g:169686
Ḩāyā aş Şaghīr	id=g:169687
Ḩāyā al Kabīr	id=g:169688
Wādī al Ḩawzī	id=g:169689
Tall al Ḩawwās	id=g:169690
Ḩawsh Sulţān	id=g:169691
Ḩawsh Şs̄yā	id=g:169692
Ḩawsh Naşrī	id=g:169693
Ḩawsh Midḩat Bāshā	id=g:169694
Ḩawsh Kharābū	id=g:169695
Ḩawsh Ibrāhīm	id=g:169696
Ḩawsh Drūshah	id=g:169697
Ḩawsh Dawwārah	id=g:169698
Ḩawsh aţ Ţaḩīn	id=g:169699
Ḩawsh as Sayyid	id=g:169700
Ḩawsh aş Şāliḩīyah	id=g:169701
Ḩawsh ash Sharqī	id=g:169702
Ḩawsh ash Sha‘īr	id=g:169703
Ḩawsh ar Rayḩānīyah	id=g:169704
Ḩawsharīyah	id=g:169705
Ḩawsh ‘Arab	id=g:169706
Ḩawsh al ‘Udmul	id=g:169707
Ḩawsh al Quwayl	id=g:169708
Ḩawsh al Qawwās	id=g:169709
Ḩawsh al Qadam	id=g:169710
Ḩawsh al Mubārakah	id=g:169711
Ḩawsh al Matban	id=g:169712
Ḩawsh al Kurdī	id=g:169713
Ḩawsh al Khayyāţ	id=g:169714
Ḩawsh al Khanūn Nāzik	id=g:169715
Ḩawsh al Kabīrah	id=g:169716
Ḩawsh al Fa’rah	id=g:169717
Ḩawsh al Faḑḑālīyah	id=g:169718
Ḩawsh al Balās	id=g:169719
Ḩawsh al Baḩdalīyah	id=g:169720
Ḩawsh al Ash‘arī	id=g:169721
Ḩawsh al ‘Arab	id=g:169722
Ḩawsh al ‘Abbāsīyah	id=g:169723
Ḩawsh ad Duwayr	id=g:169724
Ḩawsh ‘Abd al Qādir ‘Afrūnī	id=g:169725
Ḩawsh ‘Aranī	id=g:169726
Wādī al Ḩawsh	id=g:169727
Arḑ al Ḩawsh	id=g:169728
Ḩarf al Ḩawrānī	id=g:169729
Ḩawrān al Būdī	id=g:169730
Tall Ḩawrān	id=g:169731
Tall Ḩawrān	id=g:169732
Arḑ Ḩawrān	id=g:169733
Ḩawrān	id=g:169734
Hawrah Darah	id=g:169735
Wādī al Ḩawrah	id=g:169736
Tall Ḩawrā’	id=g:169737
Wādī al Ḩawr	id=g:169738
‘Ayn al Ḩawr	id=g:169739
Nahr Hawn	id=g:169740
Bi’r Ḩawmat ‘Alī	id=g:169741
Ḑuhūr al Ḩawīyat Tutun	id=g:169742
Wādī Hawīyat Qayyār	id=g:169743
Ḩawīyāt Marzūq	id=g:169744
Ḩawīyat at Turkumānīyah	id=g:169745
Jabal Ḩawīyat ar Ra’s	id=g:169746
Bir Ḩāwīyāt	id=g:169747
Wādī al Ḩawīyah	id=g:169748
Ḩawīţ ar Ra’s Jabal	id=g:169749
Ḩawīţ al Kalbī	id=g:169750
Ḩawīt al Būlīyah	id=g:169751
Ḩāwī Suţayḩ	id=g:169752
Ḩawījat Isḩāq	id=g:169753
Ḩawījat Abū Ḩasan	id=g:169754
Wādī al Ḩawījah	id=g:169755
Bi’r al Ḩawījah	id=g:169756
Hāwī al Hawá	id=g:169757
Jisr al Ḩāwī	id=g:169758
Hawbar	id=g:169759
Ḩawāshīyah	id=g:169760
‘Ayn al Ḩawāsh	id=g:169761
Ḩawārīn	id=g:169762
Ḩawār an Nahr	id=g:169763
Ḩawār	id=g:169764
Ḩawālik	id=g:169765
Ḩawā’ij aş Şaghīrah	id=g:169766
Ḩawā’ij al Kabīr	id=g:169767
Ḩawā’ij Abū Muş‘ah	id=g:169768
Ḩawā’ij	id=g:169769
Hawā’ Huyūk	id=g:169770
Tall al Hawādij	id=g:169771
Wādī al Hawā’	id=g:169772
Tall al Hawā’	id=g:169773
Tall al Hawā’	id=g:169774
Jabal Hawā’	id=g:169775
Bi’r al Hawā’	id=g:169776
Bāb al Hawā’	id=g:169777
Ḩawā	id=g:169778
Ḩawā	id=g:169779
Hatyah	id=g:169780
Khirbat Ḩattūnī	id=g:169781
Ḩattānī	id=g:169782
Ḩattān	id=g:169783
Ḩattān	id=g:169784
Wādī al Ḩaţţābāt	id=g:169785
Tall Ḩaţţāb	id=g:169786
Jabal al Ḩadd	id=g:169787
Ḩaţlū	id=g:169788
Ḩaţlah	id=g:169789
Hatité at Turkumān	id=g:169790
Sabkhat Ḩasyān al Munbaţiḩ	id=g:169791
Wādī al Ḩasyān	id=g:169792
Sha‘īb al Ḩasyān	id=g:169793
Ḑuhūr al Ḩasyān	id=g:169794
Wādī Ḩasw ar Rumayl	id=g:169795
Ḩasw ar Rumayl	id=g:169796
Ḩasw al Albâoui	id=g:169797
Wādī al Ḩasw	id=g:169798
Ḑahr Ḩāşūr	id=g:169799
Ḩāşūr	id=g:169800
Tall Ḩassūn	id=g:169801
Hassioua	id=g:169802
Jabal al Ḩassās	id=g:169803
Ḩassānīyah	id=g:169804
Qabr Ḩassān ash Sha‘r	id=g:169805
Jabal Hassadjek	id=g:169806
Jabal al Ḩaşş	id=g:169807
Al Ḩasrāt	id=g:169808
Ḩasnūk	id=g:169809
Ḩaşnān Yāshūţ	id=g:169810
Tall al Ḩasmī	id=g:169811
Wādī Ḩaşīn	id=g:169812
Ḩāsīn	id=g:169813
Hāshimīyah	id=g:169814
Wādī Hāshim	id=g:169815
Hasdé Taḩtānī	id=g:169816
Hasdé Fawqānī	id=g:169817
Ḩasbīyah	id=g:169818
Ḩaşawīyah Taḩtānī	id=g:169820
Ḩaşāwīyah Fawqānī	id=g:169821
Ţāḩūn Ḩaşawīyah	id=g:169822
Ḩaşāwīyah	id=g:169823
Ḩaşarjīyah	id=g:169824
Ḩasanjiq	id=g:169825
Wādī Ḩasanīyāt	id=g:169826
Tulūl al Ḩasanī	id=g:169827
Ḩasan Dayrlī	id=g:169828
Bi’r Ḩasan al Faḩl	id=g:169829
Ḩasanah	id=g:169830
Tall Ḩasan	id=g:169831
Ra’s al Ḩasan	id=g:169832
Wādī Ḩaşá	id=g:169833
Khirbat Ḩās	id=g:169834
Ḩās	id=g:169835
Al Hirī	id=g:169836
Rujm Hārūn Qārūn	id=g:169837
Tall Hārūn	id=g:169838
Harsé	id=g:169839
Jabal al Ḩarrāzīyah	id=g:169840
Shārat al Ḩarrār	id=g:169841
Ra’s al Ḩarrār	id=g:169842
Ḩarrān al ‘Awāmīd	id=g:169843
Tall Ḩarrān	id=g:169844
Ḩarrān	id=g:169845
Ḩarrān	id=g:169846
Ḩarrān	id=g:169847
Ḩarrākah	id=g:169848
Jabal al Ḩārrah	id=g:169849
Harqal	id=g:169850
‘Ayn al Harouch	id=g:169851
Harmūshīyah	id=g:169852
Ḩarmalah	id=g:169853
Ḩarmalah	id=g:169854
Ḩarmalah	id=g:169855
Tall Harmal	id=g:169856
Ḩarmal	id=g:169857
Ḩārithān	id=g:169858
Tall Ḩarīrī	id=g:169859
Wādī al Ḩarīr	id=g:169860
Nahr al Ḩarīr	id=g:169861
Arḑ al Ḩarīqah	id=g:169862
Khirbat al Ḩarīq	id=g:169863
Jabal al Ḩarīq	id=g:169864
Minţaqat Ḩārim	id=g:169865
Ḩārim	id=g:169866
Ḩarījīyah	id=g:169867
Ḩarf Salkīn	id=g:169868
Ḩarf Matwar	id=g:169869
Ḩarf as Sâri	id=g:169870
Ḩarf aş Şalīb	id=g:169871
Ḩarf ar Ru’ūs	id=g:169872
Ḩarf al Musaytirah	id=g:169873
Ḩarf Abū Shidq	id=g:169874
Ḩarf ‘Abbūd	id=g:169875
Ḩarfā	id=g:169876
Tall Ḩarf	id=g:169877
Khirbat Harekba	id=g:169878
Harekba	id=g:169879
Ḩardatnīn	id=g:169880
Ḩardānah	id=g:169881
Wādī Ḩardān	id=g:169882
Ḩardabah	id=g:169883
Ḩarbul	id=g:169884
Ḩarb Şaghīrah	id=g:169885
Ḩarb Nafsah	id=g:169886
Ḩarbīyah	id=g:169887
Ḩarbaţīyah	id=g:169888
Ḩarbakīyah	id=g:169889
Ḩārat at Turkumān	id=g:169890
Ḩārat aţ Ţulay‘ī	id=g:169891
Ḩārat as Sarāyā	id=g:169892
Ḩārat al Khaţīb	id=g:169893
Ḩārat ad Dulbah	id=g:169894
Ḩārat ad Dīs	id=g:169895
Ḩarastā al Qanţarah	id=g:169896
Ḩiristā	id=g:169897
Ḑahr Ḩarārīţah	id=g:169898
Shu‘bat al Harârâne	id=g:169899
Haranbūsh	id=g:169900
Ḩaram Shaykhū	id=g:169901
Ḩaram Shaddād	id=g:169902
Ḩaram Rāsh	id=g:169903
Ḩaram Rāsh	id=g:169904
Ḩaram Rāsh	id=g:169905
Ḩaram Karennga	id=g:169906
Ḩaram Jammū	id=g:169907
Ḑahr al Ḩarāmī	id=g:169908
Haram Ḩasan	id=g:169909
Haram ‘Arabā	id=g:169910
Wādī Ḩaqshīyah	id=g:169912
Ḩaqshīyah	id=g:169913
Jabal Ḩaqlah	id=g:169914
Ḩaqlah	id=g:169915
Bi’ār al Haouz Hlâlé	id=g:169916
Wādī al Haoûl	id=g:169917
Haouâyess Umm Jūrah	id=g:169918
Bi’r Ḩanz̧al	id=g:169920
Ḩānūtah	id=g:169921
Ḩantūtīn	id=g:169922
Tall Ḩanţā	id=g:169923
Ḩannūrah	id=g:169924
Ḩannāwīyah	id=g:169925
Ḩannāwīyah Ḩaḑarīyah	id=g:169926
Ḩannā	id=g:169927
Ḩankūsh	id=g:169928
Khirbat al Ḩankā’	id=g:169929
Ḩanjūr	id=g:169930
Ḑahr Ḩanjar	id=g:169931
Sahl al Ḩāniq	id=g:169932
Ḩandarāt	id=g:169933
Ḩanāyā	id=g:169934
Tall Ḩanash	id=g:169935
Rujm Ḩanash	id=g:169936
Ḩamzīyah	id=g:169937
Ḩamzīyah	id=g:169938
Ḩāmūsh Sraskī	id=g:169939
Wādī Ḩamū	id=g:169940
Ḩāmū	id=g:169941
Ḩamrat Buwaytīyah	id=g:169942
Ḩamrat aş Şawwānah	id=g:169943
Ḩamrat al ‘Adhā’ij	id=g:169944
Ḩamrāt Abū Jīr	id=g:169945
Khirbat Ḩamrāt	id=g:169946
Ḩamrāt	id=g:169947
Ḩamrah Ashqar	id=g:169948
Tall al Ḩamrā’	id=g:169949
Tall al Ḩamrā’	id=g:169950
Khirbat al Ḩamrā’	id=g:169951
Khirbat al Ḩamrā’	id=g:169952
Jabal al Ḩamrā’	id=g:169953
Ḑahr Ḩamrā’	id=g:169954
Bi’r al Ḩamrā’	id=g:169955
Bi’r al Ḩamrā’	id=g:169956
Arḑ al Ḩamrah	id=g:169957
Ḩammūrīyah	id=g:169958
Tall Ḩammūd	id=g:169959
Ḩammat as Sahl	id=g:169960
Tall Ḩammat aş Şaghīr	id=g:169961
Qulayb Ḩammat ash Shāmīyah	id=g:169962
Ḩammat ash Shāmīyah	id=g:169963
Ḩammat al Jazrah	id=g:169964
Tall Ḩamm as Sawdā’	id=g:169965
Ḩammām Wāşil	id=g:169966
Ḩammāmuk	id=g:169967
Ḩammām Qanyah	id=g:169968
Tall Ḩammāmīyat	id=g:169969
