Zardū’īyeh	id=g:111332
Soveyseh-ye Chahār	id=g:113885
Soveleh Beh	id=g:113886
Soveychetī-ye Do-ye Soflá	id=g:113887
Savādeh	id=g:113888
So'ūkhsū-ye Morādkhān	id=g:113889
So'ūkhsū Hāshem	id=g:113890
Kuh-e Sosān	id=g:113891
Sorūshjān	id=g:113892
Sorūsh	id=g:113893
Sorūbāsh	id=g:113894
Rūdkhāneh-ye Sorū	id=g:113895
Sornābād	id=g:113896
Kūh-e Sormeh ‘Alī	id=g:113897
Sormeh	id=g:113898
Sorkheh Zū	id=g:113899
Sorkhū-ye Bālā	id=g:113900
Kūh-e Sorkhū	id=g:113901
Sorkhrūd-e Gharbī	id=g:113902
Sorkh Raz	id=g:113903
Sorkh Qal`eh-ye Kordhā	id=g:113904
Sorkh Qal‘eh	id=g:113905
Sorkh Kalāt	id=g:113906
Kūh-e Sorkh Leh	id=g:113907
Sorkh Kūl	id=g:113908
Shokrollāh	id=g:113909
Sorkh Kūh	id=g:113910
Sohrkote	id=g:113911
Kūh-e Sorkh Khūn	id=g:113912
Sorkhekān	id=g:113913
Sorkh Kam	id=g:113915
Sorkh Kolā	id=g:113916
Surkh Kahu	id=g:113917
Sorkh-e Ḩeşār	id=g:113918
Īstgāh-e Sorkh Āb	id=g:113919
Sorkh Geryeh	id=g:113920
Esteqlāl	id=g:113921
Sorkheh-ye Nāderī	id=g:113922
Sorkheh-ye Felīḩ	id=g:113923
Sorkhavān	id=g:113924
Sorkheh Tūt	id=g:113925
Sorkheh Poshteh	id=g:113926
Sorkheh Līzeh	id=g:113927
Sorkheh Mīsheh	id=g:113928
Sorkheh Lījeh	id=g:113929
Kūh Sorkheh	id=g:113930
Sorkheh Kūh	id=g:113931
Kūh-e Qalāt	id=g:113932
Sorkheh Gāv	id=g:113933
Sorkheh Dīzeh	id=g:113934
Sorkheh Dīzaj	id=g:113935
Sorkheh Dīzaj	id=g:113936
Sorkheh Dīzaj	id=g:113937
Sorkheh Dīzaj	id=g:113938
Sorkheh Dezaj	id=g:113939
Sorkheh Deh	id=g:113940
Sorkheh Deh-e ‘Olyā	id=g:113941
Sorkheh Deh	id=g:113942
Sorkheh Dar	id=g:113943
‘Anbarīyeh	id=g:113944
Kūh-e Sorkheh	id=g:113945
Kūh-e Sorkheh	id=g:113946
Kūh-e Sorkeh	id=g:113947
Sorkheh	id=g:113948
Sorkheh	id=g:113949
Sorkheh	id=g:113950
Sorkheh	id=g:113951
Sorkheh	id=g:113952
Sorkheh-ye Yek	id=g:113953
Sorkheh ’ī	id=g:113954
Kūh-e Sorkh-e Darjā	id=g:113955
Kūh-e Sorkhdūsh	id=g:113956
Sorkheh Deh	id=g:113957
Sorkh Chāh	id=g:113958
Kūh-e Sorkhbūd	id=g:113959
Kūh-e Sorkh Bolāgh	id=g:113960
Sorkh Bīd-e Bālā	id=g:113961
Sorkh Bīd	id=g:113962
Kūh-e Sorkh Band	id=g:113963
Sorkhebān-e ‘Olyā	id=g:113964
Sorkhan Kalāteh	id=g:113965
Sorkhān Jūb	id=g:113966
Sorkhangī	id=g:113967
Kūh-e Sorkhān	id=g:113968
Kūh-e Sorkhān	id=g:113969
Kamar-e Sorkhān	id=g:113970
Chāh-e Sorkhān	id=g:113971
Sorkhān	id=g:113972
Sorkhān	id=g:113973
Sorkh Kūh	id=g:113975
Kūh-e Sorkhak	id=g:113976
Īstgāh-e Sorkhābād	id=g:113977
Sorkhābād	id=g:113978
Sorkhābād-e Rūdbār	id=g:113979
Sorkhābād	id=g:113980
Rūdkhāneh-ye Sorkh Āb	id=g:113981
Kūh-e Sorkh Āb	id=g:113982
Sorkhāb	id=g:113983
Shahrak-e Sarkhā	id=g:113984
Tappehhā-ye Sorkh	id=g:113985
Tappeh Sorkh	id=g:113986
Tang-e Sorkh	id=g:113987
Rūd-e Sorkh	id=g:113988
Kūh-e Sorkh	id=g:113989
Kūh-e Sorkh	id=g:113990
Kūh-e Sorkh	id=g:113991
Kūh-e Sorkh	id=g:113992
Kūh-e Sorkh	id=g:113993
Kūh-e Sorkh	id=g:113994
Kūh-e Sorkh	id=g:113995
Qermez Dāgh	id=g:113996
Kūh-e Sorkh	id=g:113997
Kūh-e Sorkh	id=g:113998
Kūh-e Godār-e Sorkh	id=g:113999
Kūh-e Sorkh	id=g:114000
Kūh-e Sorkh	id=g:114001
Kūh-e Sorkh	id=g:114002
Kūh-e Sorkh	id=g:114003
Kūh-e Sorkh	id=g:114004
Kūh-e Sorkh	id=g:114005
Kūh-e Sorkh	id=g:114006
Kūh-e Sorkh	id=g:114007
Kūh-e Sorkh	id=g:114008
Kūh-e Sorkh	id=g:114009
Kūh-e Sorkh	id=g:114010
Kūh-e Sorkh	id=g:114011
Kūh-e Sorkh	id=g:114012
Kūh-e Sorkh	id=g:114013
Kūh-e Sorkh	id=g:114014
Kūh-e Sorkh	id=g:114015
Kūh-e Sorkh	id=g:114016
Kūh-e Sorkh	id=g:114017
Kūh-e Sorkh	id=g:114018
Kūh-e Sorkh	id=g:114019
Kūh-e Sorkh-e Rowshan	id=g:114020
Kūh-e Sorkh	id=g:114021
Kūh-e Sorkh	id=g:114022
Kūh-e Sorkh	id=g:114023
Kūh-e Sorkh	id=g:114024
Kūh-e Sorkh	id=g:114025
Kamar-e Sorkh	id=g:114026
Kamar-e Sorkh	id=g:114027
Kāl-e Sorkh	id=g:114028
Godār-e Sorkh	id=g:114029
Godār-e Sorkh	id=g:114030
Gōdār-e Sorkh	id=g:114031
Godār-e Sorkh	id=g:114032
Gardaneh-ye Godār-e Sorkh	id=g:114033
Darreh-ye Sorkh	id=g:114034
Cheshmeh Sorkh	id=g:114035
Rūdkhāneh-ye Cham Sorkh	id=g:114036
Chāh-e Sorkh	id=g:114037
Rūdkhāneh-ye Āb-e Sorkh	id=g:114038
Sar Ḩekān	id=g:114039
S̄orayyā	id=g:114040
S̄oqīyeh	id=g:114041
Seh Qūch	id=g:114042
Saqandī Kolā	id=g:114043
Separghān	id=g:114044
Sonqor Chāy	id=g:114045
Sonqorābād	id=g:114046
Sonqor	id=g:114047
Sonqor	id=g:114048
Sonqor	id=g:114049
S̄ānīābād	id=g:114050
Sonnateh	id=g:114051
Sonj-e Bālā	id=g:114052
Sondos	id=g:114053
Sonbolābād	id=g:114054
Sonbolābād	id=g:114055
Somteh	id=g:114056
Som Sīlī	id=g:114057
Somsīlī	id=g:114058
Samghān	id=g:114059
Somīlī	id=g:114060
Someydeh	id=g:114061
Someydeh	id=g:114062
Som Doldol	id=g:114063
Sombā	id=g:114064
Somāq	id=g:114065
Kūh-e Somāmūs	id=g:114066
Somāleh	id=g:114067
Sūlān	id=g:114068
Sūlūklū	id=g:114069
Solūklū	id=g:114070
Solūklū	id=g:114071
Solūjeh	id=g:114072
Sūlgar	id=g:114073
Zīāratgāh-e Solţān Yaḩyá	id=g:114074
Solţān Qolī-ye Soflá	id=g:114075
Solţān Qolī-ye ‘Olyā	id=g:114076
Kūh-e Solţān Pīr	id=g:114077
Solţān Naşīr	id=g:114078
Chāh-e Solţān Moḩammad	id=g:114079
Zīāratgāh-e Solţān Mīr ‘Alī	id=g:114080
Solţān Meydān	id=g:114081
Kūh-e Solţān Khalīl	id=g:114082
Solţān Khalīl	id=g:114083
Kūh-e Solţān Sanjar	id=g:114084
Solţānīyeh	id=g:114085
Solţānīyeh	id=g:114086
Solţānī	id=g:114087
Tolombeh-ye Solţānābād-e Bālā	id=g:114088
Solţānī	id=g:114089
Solţān-e Velāyat	id=g:114090
Kūh-e Solţan Ebrāhīm	id=g:114091
Solţān Dāghī	id=g:114092
Solţān Bolāgh	id=g:114093
Kūh-e Solţān Aḩmad	id=g:114094
Solţānābād-e Tanbalī	id=g:114095
Solţānābād	id=g:114096
Solţānābād	id=g:114097
Solţānābād-e Ārān	id=g:114098
Solţānābād-e Anūch	id=g:114099
Solţānābād	id=g:114100
Solţānābād	id=g:114101
Solţānābād	id=g:114102
Solţānābād-e Āqzīārat	id=g:114103
Solţānābād	id=g:114104
Solţānābād	id=g:114105
Solţānābād-e Eqbālīyeh	id=g:114106
Solţānābād	id=g:114107
Solţānābād	id=g:114108
Solţānābād	id=g:114109
Solţānābād	id=g:114110
Solţānābād	id=g:114111
Solţānābād	id=g:114112
Solţānābād	id=g:114113
Solţānābād	id=g:114114
Solţānābād	id=g:114115
Solţānābād	id=g:114116
Solţānābād	id=g:114117
Solţānābād	id=g:114118
Solţānābād	id=g:114119
Solţānīyeh	id=g:114120
Solţānābād-e Bālā	id=g:114122
Solţānābād	id=g:114123
Solţānābād	id=g:114124
Solţānābād	id=g:114125
Deyū	id=g:114126
Solţānābād	id=g:114127
Solţānābād	id=g:114128
Solţānābād	id=g:114129
Solţānābād	id=g:114130
Solţānābād	id=g:114131
Solţānābād	id=g:114132
Solţānābād	id=g:114133
Solţān	id=g:114134
S̄̄ols̄-e Soflá	id=g:114135
Şolḩābādū	id=g:114136
Soleymānvand-e ‘Olyā	id=g:114137
Soleymān Qeshlāq	id=g:114138
Tang-e Soleymān Koshteh	id=g:114139
Soleymānīyeh	id=g:114140
Soleymānīyeh	id=g:114141
Darreh-ye Soleymānī	id=g:114142
Soleymānī	id=g:114143
Soleymānīyeh	id=g:114144
Soleymānī	id=g:114145
Soleymān Dārāb	id=g:114146
Soleymān Bolāghī	id=g:114147
Soleymānābād	id=g:114148
Soleymānābād	id=g:114149
Soleymānābād	id=g:114150
Soleymānābād	id=g:114151
Soleymānābād	id=g:114152
Khvor-e Salīch	id=g:114153
Solenjī	id=g:114154
Şāleḩābād	id=g:114155
Solbīyeh	id=g:114156
Sekarābād	id=g:114157
Sokkeh	id=g:114158
Sokāneh	id=g:114159
Sokāneh	id=g:114160
Sokkān	id=g:114161
Rūdkhāneh-ye Sojāsrūd	id=g:114162
Sojās	id=g:114163
Sohrūn	id=g:114164
Sohreqeh	id=g:114165
Kūh-e Sohr Gol	id=g:114166
Kūh-e Sohrān Nomzeh	id=g:114167
Sohrang	id=g:114168
Kūh-e Sohrān	id=g:114169
Sohrān	id=g:114170
Sohrān	id=g:114171
Sohrān-e Soflá	id=g:114172
Dar Sohrān	id=g:114173
Sohrān	id=g:114174
Sohraj	id=g:114175
Sohrābī	id=g:114176
Shahr Ābābād	id=g:114177
Sohrābābād	id=g:114178
Deh-e Sohrāb	id=g:114179
Kūh-e Sohr	id=g:114180
Kūh-e Sahrtak	id=g:114181
Soheylī	id=g:114182
Saḩalī	id=g:114183
Soheyl Beygī	id=g:114184
Nīmeh Īstgāh-e Soheyl	id=g:114185
Īstgāh-e Soheyl	id=g:114186
Soheyl	id=g:114187
Şoḩbatābād	id=g:114188
Soharīn	id=g:114189
Sohāg	id=g:114190
Sahā	id=g:114191
Rūdkhāneh-ye Soh	id=g:114192
Seh	id=g:114193
Sowghānlū	id=g:114194
Şaghādeh	id=g:114195
Şoghād	id=g:114196
Şoqād	id=g:114197
Sofreh Kūh	id=g:114198
Soflá	id=g:114199
Şofeyreh	id=g:114200
Şoba‘ ‘Abar	id=g:114203
Sīzī	id=g:114204
Sīzān	id=g:114205
Sīvīyeh	id=g:114206
Sīveleh	id=g:114207
Sī va Seh Mardeh	id=g:114208
Sīvar	id=g:114209
Sīvar	id=g:114210
Rūdkhāneh-ye Sīvand	id=g:114211
Rūdkhāneh-ye Sīvand	id=g:114213
Kūh-e Sīvand	id=g:114214
Sīvand	id=g:114215
Kūh-e Sīvak	id=g:114216
Seyūkī	id=g:114217
Sīvjān	id=g:114218
Sītash	id=g:114219
Kūh-e Sītalkhāk	id=g:114220
Sīt	id=g:114221
Sīstān-e ‘Olyā	id=g:114222
Sīstāneh	id=g:114223
Sīstānak	id=g:114224
Sīstānak	id=g:114225
Sūstān	id=g:114226
Sīstak	id=g:114227
Sīsgān	id=g:114229
Sī Sangān	id=g:114230
Sīsān-e Now	id=g:114231
Sīsābād	id=g:114232
Sīsāb	id=g:114233
Sīs	id=g:114234
Sīrzār	id=g:114236
Tang-e Sīrvah	id=g:114237
Sīrūsābād	id=g:114238
Sīrūnū	id=g:114239
Sīrū’īyeh	id=g:114240
Sīrū’īyeh	id=g:114241
Sīrūd	id=g:114242
Sīrūd	id=g:114243
Kūh-e Sīrū	id=g:114244
Kūh-e Sīrū	id=g:114245
Sīrū	id=g:114246
Kūh-e Sīrtā Bārīzaz	id=g:114247
Ḩowz-e Sīrsīrā	id=g:114248
Sīsparānlū-ye Bālā	id=g:114249
Jazīreh-ye Sīrrī	id=g:114250
Kūh-e Sīrom	id=g:114251
Sīrūm	id=g:114252
Sīrmand	id=g:114253
Sīrlān	id=g:114254
Sīr Kūh	id=g:114255
Sīr Kan	id=g:114256
Sīrag	id=g:114257
Kavīr-e Namak-e Sīrjān	id=g:114258
Sīrjān	id=g:114259
Rūdkhāneh-ye Sīrīn	id=g:114260
Bandar-e Sīrīk	id=g:114261
Sīrīk-e Kohneh	id=g:114262
Siri Ayanat	id=g:114263
Sīrghān	id=g:114264
Sīreh-ye Soflá	id=g:114265
Sīreh-ye Bālā	id=g:114266
Seyyed Dar-e Şadrīyyeh	id=g:114267
Sīrdar	id=g:114268
Kūh-e Sīrdar	id=g:114270
Sīr Dar	id=g:114271
Sīrdar	id=g:114272
Sīrdān	id=g:114273
Kūh-e Sīrch	id=g:114274
Sīrch	id=g:114275
Sīr Bānū	id=g:114276
Sīrāvand	id=g:114277
Sīrān	id=g:114278
Sīram	id=g:114279
Sīrak	id=g:114280
Sīrak	id=g:114281
Sīrāb	id=g:114282
Sīrā	id=g:114283
Darreh Seyyed	id=g:114284
Sīr	id=g:114285
Kūh-e Sīpūr	id=g:114286
Kūh-e Sīpūrk	id=g:114287
Sī Pey	id=g:114288
Sīparyān	id=g:114289
Sīnglī-ye Shīrīn	id=g:114290
Sīnī	id=g:114291
Sīnī	id=g:114292
Sīngerd	id=g:114293
Sīnehqān	id=g:114294
Sīneh Rūd Darreh	id=g:114295
Kūh-e Sīneh Rīz	id=g:114296
Sīneh Kū’īyeh	id=g:114297
Sīneh Kherār	id=g:114298
Kūh-e Sīneh Kandeh	id=g:114299
Sīneh Dīleh	id=g:114300
Kūh-e Sīneh	id=g:114301
Sīnīdar	id=g:114303
Sīnak	id=g:114304
Sīnak	id=g:114305
Sīnābād	id=g:114306
Sen	id=g:114307
Sīmūkī	id=g:114308
Sīmīn-e Zāgheh	id=g:114309
Sīmīneh-ye Pā'īn	id=g:114310
Sīmīneh-ye Bālā	id=g:114311
Sīmīn	id=g:114313
Īstgāh-e Sīmīn Dasht	id=g:114314
Sī Māyelī	id=g:114315
Rūdkhāneh-ye Samīreh	id=g:114316
Sīmānī-ye Soflá	id=g:114317
Sīmānī-ye ‘Olyā	id=g:114318
Kārkhāneh-ye Sīmān-e Fārs	id=g:114319
Sīmakān	id=g:114320
Kūh-e Sīm	id=g:114321
Sīlveh	id=g:114322
Sīlvānā	id=g:114323
Kūh-e Sīlūm	id=g:114324
Tang-e Sīlū	id=g:114325
Kūh-e Sīl Sīlak	id=g:114326
Shīlījerd	id=g:114327
Sīleh	id=g:114328
Kūh-e Sālīdūn	id=g:114329
Sīlārestān	id=g:114330
Sīlāb	id=g:114331
Sīkvand	id=g:114332
Sīkvand	id=g:114333
Rūdkhāneh-ye Sīkūrān	id=g:114334
Kūh-e Sīkū’ī	id=g:114335
Sīkū’ī	id=g:114336
Sī Khvorān-e Bālā	id=g:114337
Sīkhvorān	id=g:114338
Sīkh-e Nevergān	id=g:114339
Kūh-e Sīkheh	id=g:114340
Sīkh Kūh	id=g:114341
Chāleh Sīāh	id=g:114342
Sīk	id=g:114343
Sī Jovāl	id=g:114344
Sejāvand	id=g:114345
Sīch	id=g:114346
Sīgārūd	id=g:114347
Şīghār	id=g:114349
Sīcht	id=g:114350
Seyjān	id=g:114351
Sīchān	id=g:114352
Kūh-e Sīch	id=g:114353
Kūh-e Sībū	id=g:114354
Kūh-e Sīb-e Talkh	id=g:114355
Sībon-e Pā’īn	id=g:114356
Sībon-e Bālā	id=g:114357
Sīb Kūtāh	id=g:114358
Sīb Khalaj	id=g:114359
Sīb Dar	id=g:114360
Sīb Dālū	id=g:114361
Sīb Chāh	id=g:114362
Cheshmeh-ye Sībakī	id=g:114363
Qal’eh-ye Sībak	id=g:114364
Sībak	id=g:114365
Sībak	id=g:114366
Kūh-e Sībā	id=g:114367
Darreh Sīb	id=g:114368
Cheshmeh-ye Sīb	id=g:114369
Jūb Sīb	id=g:114370
Sīb	id=g:114371
Sīāvashān	id=g:114372
Sīāvosh	id=g:114373
Sīāvarz	id=g:114374
Sīāh Val	id=g:114375
Kūh-e Sīāū	id=g:114376
Kūh-e Sīātak	id=g:114377
Sheykheh	id=g:114378
Sīā Sarān-e Pā’īn	id=g:114379
Sīā Sarān-e Bālā	id=g:114380
Sīānezār	id=g:114381
Sīān-e Soflá	id=g:114382
Sīān-e `Olyā	id=g:114383
Sīāh Nāv	id=g:114384
Sīānak-e Pā’īn	id=g:114385
Sīānak-e Bālā	id=g:114386
Sīānāb	id=g:114387
Kūh-e Sīān	id=g:114388
Sīāmān	id=g:114389
Gardaneh-ye Sīālān	id=g:114390
Sīā’īng	id=g:114391
Sīāh Zār	id=g:114392
Kūh-e Sīāh Zangī	id=g:114393
Sīāh Būzān	id=g:114394
Sīāveh Rūd	id=g:114396
Sīāhū’īyeh	id=g:114397
Sīāh	id=g:114398
Kūh-e Sīāhū	id=g:114399
Sīāhū	id=g:114400
Kūh-e Sīāh Tīr	id=g:114401
Kūh-e Sīāh Tīr	id=g:114402
Qarah Tappeh	id=g:114403
Sīāh Takān-e Bālā	id=g:114404
Sīāh Solţān	id=g:114405
Sīāh Shīr-e ‘Olyā	id=g:114406
Gardaneh-ye Sīāh Sareh	id=g:114407
Kūh-e Sīāh Sard	id=g:114408
Sīāh Sar	id=g:114409
Sīāh Sang	id=g:114410
Yāstī Yāqlī Qareh	id=g:114411
Sīāh Rūd	id=g:114412
Sīāh Rūd	id=g:114413
Sīāh Rūd	id=g:114414
Sīāh Rūd	id=g:114415
Sīah Rūd	id=g:114416
Rūdkhāneh-ye Sīāh Gāv	id=g:114417
Sīāh Pūsh	id=g:114418
Sīāh Pūsh	id=g:114419
Sīāhpūsh	id=g:114420
Sīāh Poshteh	id=g:114421
Kūh-e Sū Sīāh-e Ormak	id=g:114422
Kūh-e Sīāh Nāpakī	id=g:114423
Sīāh Mūnseh	id=g:114424
Sīāh Moghān-e Bālā	id=g:114425
Sīāh Mazgī (1)	id=g:114426
Sīāh Marz Kūh	id=g:114427
Sīāh Manşūr-e Soflá	id=g:114428
Sīāh Manşūr-e ‘Olyā	id=g:114429
Darreh-ye Sīāh Manşūr	id=g:114430
Sīāh Manşūr	id=g:114431
Sīāh Makān-e Kūchek	id=g:114432
Sīāh Makān-e Bozorg	id=g:114433
Kūh-e Sīāh Lān	id=g:114434
Sīāh Kūh-e Pā’īn	id=g:114435
Sīāh Kūh-e Rāmsheh	id=g:114436
Sīāh Kūh-e Bālā	id=g:114437
Sīāh Kūh-e Govark	id=g:114438
Kavīr-e Sīāh Kūh	id=g:114439
Sīāh Kūh	id=g:114440
Kūh-e Sīāh	id=g:114441
Sīāh Kūh	id=g:114442
Sīāh Kūh	id=g:114443
Sīāh Kūh	id=g:114444
Sīāh Kūh	id=g:114445
Sīāh Kūh	id=g:114446
Sīāh Kūh	id=g:114447
Sīāh Kūh	id=g:114448
Sīāh Kūh	id=g:114449
Sīāh Kūh	id=g:114450
Sīāh Kūh	id=g:114451
Sīāh Kūh	id=g:114452
Sīāh Kūh	id=g:114453
Sīāh Kūh	id=g:114454
Sīāh Kūh	id=g:114455
Sīāh Kūh	id=g:114456
Sīāh Kūh	id=g:114457
Sīāh Kūh	id=g:114458
Sīāh Kūh	id=g:114459
Sīāh Kūh	id=g:114460
Sīāh Kūh	id=g:114461
Sīāh Kūh	id=g:114462
Sīāh Kūh	id=g:114463
Sīāh Kūh-e Mūrcheh Khvort	id=g:114464
Sīāh Kūh	id=g:114465
Sīāh Khūz	id=g:114466
Sīāh Khūnīk	id=g:114467
Kūh-e Sīāh Khānī	id=g:114468
Gardaneh-ye Mīān Khāneh	id=g:114469
Gardaneh-ye Sīāh Khāneh	id=g:114470
Sīāh Khāneh	id=g:114471
Sīāh Khāleh Sar	id=g:114472
Sīāh Kārbon	id=g:114473
Kūh-e Sīāh Kamar	id=g:114474
Kūh-e Sīāh Kamar	id=g:114475
Kūh-e Sīāh Kamar	id=g:114476
Kūh-e Kamar Sīāh	id=g:114477
Kūh-e Sīāh Kamar	id=g:114478
Sīāh Kamar	id=g:114479
Sīāh Kamar	id=g:114480
Sīāh Kamar	id=g:114481
Sīāhkalrūd	id=g:114482
Sīāh Kolah	id=g:114483
Sīah Kalān	id=g:114484
Sīāh Kolā Maḩalleh	id=g:114485
Sīāh Kalā Maḩalleh-ye Gharbī	id=g:114486
Sīāh Kalak	id=g:114487
Sīāh Kolā	id=g:114488
Sīāhkal	id=g:114489
Sīāh Kāl	id=g:114490
Sīāh Gūshī	id=g:114491
Sīāh Gūrāb-e Pā’īn	id=g:114492
Sīāhgūnow	id=g:114493
Sīāh Golvandān	id=g:114494
Sīāh Gol	id=g:114495
Sīāh Gel	id=g:114498
Sīāh Geleh	id=g:114499
Sīāh Gīlak	id=g:114500
Sīāh Gel	id=g:114501
Sīāh Gahar	id=g:114502
Kūh-e Sīāh Garī Darpak	id=g:114503
Sīāh Esţalkh	id=g:114504
Sīāh Dūl-e Soflá	id=g:114505
Sīāh Darvīshān	id=g:114506
Kūh-e Sīāh Darreh	id=g:114507
Sīāh Darreh	id=g:114508
Sīāh Darreh	id=g:114509
Sīāh Darreh	id=g:114510
Sīāh Darreh	id=g:114511
Sīāh Choqā	id=g:114512
Sīāh Chaman	id=g:114514
Ershād Maḩalleh	id=g:114515
Tappeh-ye Sīāh Chekī	id=g:114517
Chāh-e Sīāh	id=g:114518
Sīāh Chāh	id=g:114519
Sīāh Bīsheh	id=g:114520
Sīah Bāz	id=g:114521
Sīāh Band	id=g:114522
Chāh-e Sīāh Bāl	id=g:114523
Chāh-e Sīāhbāl	id=g:114524
Sīāh Bāl	id=g:114525
Īstgāh-e Sīāh Bāgh	id=g:114526
Sīāh Āb	id=g:114527
Tall-e Sīāh	id=g:114528
Poshteh-ye Sīāh	id=g:114529
Kūh-e Sīāh	id=g:114531
Kūh-e Sīāh	id=g:114532
Kūh-e Sīāh	id=g:114533
Kūh-e Sīāh	id=g:114534
Kūh-e Sīāh	id=g:114535
Kūh-e Sīāh	id=g:114536
Kūh-e Sīāh	id=g:114537
Kūh-e Qarah Dāgh	id=g:114538
Kūh-e Sīāh	id=g:114539
Kūh-e Sīāh	id=g:114540
Kūh-e Sīāh	id=g:114541
Kūh-e Sīāh	id=g:114542
Kūh-e Sīāh	id=g:114543
Kūh-e Sīāh	id=g:114544
Kūh-e Sīāh	id=g:114545
Kūh-e Sīāh	id=g:114546
Kūh-e Sīāh	id=g:114547
Kūh-e Sīāh	id=g:114548
Kūh-e Sīāh	id=g:114549
Kūh-e Sīāh	id=g:114551
Kūh-e Sīāh	id=g:114552
Kūh-e Sīāh	id=g:114553
Kūh-e Tāveh Sīāh	id=g:114554
Kūh-e Sīāh	id=g:114555
Kūh-e Sīāh	id=g:114556
Kūh-e Sīāh	id=g:114557
Kūh-e Sīāh	id=g:114558
Kūh-e Sīāh	id=g:114560
Kūh-e Sīāh	id=g:114561
Kūh-e Sīāh	id=g:114562
Kūh-e Sīāh	id=g:114563
Kūh-e Sīāh	id=g:114564
Kūh-e Sīāh	id=g:114565
Kūh-e Sīāh	id=g:114566
Kūh-e Sīāh	id=g:114567
Kūh-e Sīāh	id=g:114568
Kūh-e Sīāh	id=g:114569
Kūh-e Sīāh	id=g:114570
Kūh-e Sīāh	id=g:114571
Godār-e Sīāh	id=g:114572
Sīādūn	id=g:114573
Sīāb-e Darvīsh	id=g:114574
Shūy-e Vasaţī	id=g:114575
Shevey-e Bālā	id=g:114576
Shoveh	id=g:114578
Shūtāvar	id=g:114579
Qolleh Shūtār	id=g:114580
Shūshk	id=g:114581
Shūshūd	id=g:114582
Shūshtarī	id=g:114583
Shūshtar	id=g:114584
Shūshk	id=g:114585
Shūshk-e Pā’īn	id=g:114586
Shūshkī	id=g:114587
Shūsht-e Bālā	id=g:114588
Shūshamī-ye Pā’īn	id=g:114589
Shūshamī-ye Bālā	id=g:114590
Shūshābād	id=g:114591
Īstgāh-e Rāh Āhan-e Shūsh	id=g:114592
Shūsh	id=g:114593
Shūsh	id=g:114594
Shūryāb	id=g:114595
Shūrak	id=g:114596
Kūh-e Shūrūm	id=g:114597
Shūrū’īyeh	id=g:114598
Shūrū	id=g:114599
Shūrūyeh	id=g:114600
Shūrū	id=g:114601
Shūrūyeh	id=g:114602
Shūrū	id=g:114603
Shūrshūrān	id=g:114604
Shūr Shīrīn	id=g:114605
Kāl-e Shūr Rūk	id=g:114606
Ḩowẕ-e Sar Godār	id=g:114607
Shūr Rūd	id=g:114608
Shūr Rūd	id=g:114609
Rūd-e Shūr	id=g:114610
Kūh-e Shūrom	id=g:114611
Kūh-e Shūrūm	id=g:114612
Shūr Kalāteh	id=g:114613
Shūrkā	id=g:114614
Shūr Jūnegān	id=g:114615
Shūrjestān	id=g:114616
Shūrījeh	id=g:114617
Shūrjeh	id=g:114618
Shūrjeh	id=g:114619
Shūrīk	id=g:114620
Shūrīk	id=g:114621
Shūrābād	id=g:114622
Shūrī-ye Bozorg	id=g:114623
Shūr Gol	id=g:114624
Shūrghestān	id=g:114626
Shūr Gesht	id=g:114627
Shūr Gel	id=g:114628
Shūrestān	id=g:114629
Shūrestān	id=g:114630
Rūdkhāneh-ye Shūr-e Sar Dasht	id=g:114631
Chāh Shūr-e ‘Olyā	id=g:114632
Shūr Gadā'ī	id=g:114633
Shūr Āb	id=g:114634
Shūrehzār	id=g:114635
Shūreh-ye Pā’īn	id=g:114636
Shūrjeh-ye `Olyā	id=g:114637
Shūr-e Qarah Kand	id=g:114638
Rūd-e Shūreh Gaz	id=g:114639
Kūh-e Shūreh	id=g:114640
Kūh-e Shāreh	id=g:114641
Āghol-e Shūreh	id=g:114642
Shūreh-ye Bālā	id=g:114643
Rūd-e Shūreh Gaz	id=g:114644
Shūreh Gaz	id=g:114645
Rūdkhāneh-ye Shūr-e Dehram	id=g:114646
Rūd-e Shūr Darreh	id=g:114647
Shūr Darreh	id=g:114648
Īstgāh-e Shūr Daraq	id=g:114649
Shūr Daraq	id=g:114650
Shūr Dar	id=g:114651
Tall-e Shūrd	id=g:114652
Shūrcheh	id=g:114653
Shūrcheh	id=g:114654
Shūrcheh	id=g:114655
Shūrcheh	id=g:114656
Shūrābād	id=g:114657
Shūrcheh	id=g:114658
Shūr Chā'ī	id=g:114659
Shūr Chāh	id=g:114660
Kūh-e Shūr Bolāgh	id=g:114661
Esmā‘īlābād-e Shūr Bolāgh (1)	id=g:114662
Shūr Bolāgh	id=g:114663
Shūrbāz	id=g:114664
Rūdkhāneh-ye Shūr Bārīk	id=g:114665
Shūr Bārīk	id=g:114666
Shūr Bārīk	id=g:114667
Shūrānī	id=g:114668
Shūr `Alī	id=g:114669
Shūrekī	id=g:114670
Shūrak	id=g:114671
Shūrk-e Mīān	id=g:114672
Shūrk-e Pā’īn	id=g:114673
Shūrak-e Pā’īn	id=g:114674
Shūrak-e `Olyā	id=g:114675
Shūrok-e Ḩājjī	id=g:114676
Shūrakābād	id=g:114677
Cheshmeh-ye Shūrak	id=g:114678
Shūrak	id=g:114679
Shūrīk	id=g:114680
Shūrak	id=g:114681
Shūrak	id=g:114682
Shūrak	id=g:114683
Shūrak	id=g:114684
Shūrak-e Bālā	id=g:114685
Sūrak	id=g:114686
