Ile Aūdany	id=g:1524128
Ozero Sukhoye	id=g:1533153
Raz”yezd Nomer Odinnadtsat’	id=g:1533154
Akkuduk	id=g:1533155
Boykozha	id=g:1533156
Boloto Karykol’	id=g:1533157
Griva Karaterek	id=g:1533158
Ozero Tolebaysor	id=g:1533161
Ozero Taysoyganskoye	id=g:1533162
Urochishche Kyzyltuz	id=g:1533163
Mynkol’	id=g:1533164
Zholtaptyk	id=g:1533165
Polevoy Stan Baybishe	id=g:1533166
Bekmurat	id=g:1533167
Zhaksen’	id=g:1533168
Ozero Ulken-Kossor	id=g:1533169
Stantsiya Kyzyltuz	id=g:1533170
Ozero Kishkenesor	id=g:1533171
Ozero Kishkene-Kossor	id=g:1533176
Mogila Mad’yar	id=g:1533177
Zimovka Adres	id=g:1533178
Zimovka Seytkirey	id=g:1533179
Mogila Biiktas	id=g:1533180
Zimovka Zhaysanbay	id=g:1533181
Kladbishche Akkaylyak	id=g:1533182
Zimovka Bekshan	id=g:1533183
Zimovka Rakhimzhan	id=g:1533184
Aksay	id=g:1533185
Aqshal Qystaū	id=g:1533186
Qarabulaq	id=g:1533187
Razvaliny Zhalgyztal	id=g:1533188
Urochishche Tuma	id=g:1533189
Urochishche Konzhar	id=g:1533190
Zimovka Urman	id=g:1533191
Ozero Koga	id=g:1533192
Urochishche Sorkuduk	id=g:1533193
Urochishche Itmuryn	id=g:1533194
Razvaliny Karaguz	id=g:1533195
Myylysay	id=g:1533196
Mogila Altynbay	id=g:1533197
Razvaliny Konak	id=g:1533198
Razvaliny Tusup	id=g:1533199
Mogila Shektybay	id=g:1533200
Razvaliny Alymbay	id=g:1533201
Zimovka Baytleu	id=g:1533202
Shiylisay	id=g:1533203
Zimovka Kulan	id=g:1533204
Kulbaldysay	id=g:1533205
Bukabay	id=g:1533206
Kokkyz-Sarysay	id=g:1533207
Razvaliny Tusup	id=g:1533208
Zimovka Taim	id=g:1533209
Zimovka Kozybek	id=g:1533210
Zimovka Barshymbay	id=g:1533211
Razvaliny Adamzhan	id=g:1533212
Sarynsay	id=g:1533213
Mogila Nauryzbay	id=g:1533214
Terekti	id=g:1533215
Tuyyemoynak	id=g:1533216
Gora Saryzhylandy	id=g:1533217
Gora Karazhylandy	id=g:1533218
Urochishche Teristik	id=g:1533219
Gory Sarytau	id=g:1533220
Bugor Bunabayadyr	id=g:1533221
Obalysay	id=g:1533222
Kolodets Karakuduk	id=g:1533223
Kolodets Karakuduk	id=g:1533224
Rodnik Zhalgyztal	id=g:1533225
Gora Tortkol’	id=g:1533226
Gora Kerekennura	id=g:1533227
Polevoy Stan Kereken	id=g:1533228
Zhaugasharsay	id=g:1533229
Kyzylsholaksay	id=g:1533230
Bugor Karashoky	id=g:1533231
Aldabergensay	id=g:1533232
Gora Zhylantobe	id=g:1533233
Gora Karatau	id=g:1533235
Razvaliny Kostay	id=g:1533237
Zimovka Obaly-Burabay	id=g:1533238
Gora Zhalgyzshoky	id=g:1533240
Qaradala	id=g:1533241
Ozero Gor’koye	id=g:1533245
Gora Akmambet	id=g:1533246
Zimovka Akmambet	id=g:1533247
Bugor Kosabay	id=g:1533248
Zimovka Karatal	id=g:1533249
Gora Tasshoky	id=g:1533250
Ashchylysay	id=g:1533251
Urochishche Kerekennura	id=g:1533252
Aktaylaksay	id=g:1533253
Razvaliny Aktaylak	id=g:1533254
Mogila Berdy	id=g:1533255
Tenteksay	id=g:1533256
Urochishche Kishkene Karatas	id=g:1533257
Mogila Nogaytam	id=g:1533258
Gora Altynshoky	id=g:1533259
Razvaliny Adil’bay	id=g:1533260
Sopka Shadyra	id=g:1533261
Razvaliny Korgan	id=g:1533262
Razvaliny Saparbay	id=g:1533263
Gora Nurzhantam	id=g:1533264
Talkanshisay	id=g:1533265
Gora Karagaishoky	id=g:1533266
Gora Sarykuduk	id=g:1533267
Log Birdensay	id=g:1533268
Log Otuzbay-Karatal	id=g:1533269
Log Nagaysay	id=g:1533270
Log Aktas	id=g:1533271
Log Aytogansay	id=g:1533272
Zimovka Nogay	id=g:1533273
Log Beteuozek	id=g:1533274
Log Yeshkikyrylgan	id=g:1533275
Arpabulak	id=g:1533276
Urochishche Saryoba	id=g:1533277
Zimovka Karikon	id=g:1533278
Mogila Tortkara	id=g:1533279
Urochishche Tugyzbay	id=g:1533280
Rodnik Myrzamsit	id=g:1533281
Gora Myrzamsit	id=g:1533282
Mogila Kokak	id=g:1533283
Sarlyk	id=g:1533284
Rodnik Seil	id=g:1533285
Tegistik	id=g:1533288
Zhanakurlys	id=g:1533289
Urochishche Karasuk	id=g:1533290
Gora Karashoky	id=g:1533291
Usabaybulak	id=g:1533292
Malyy Bereznyaki	id=g:1533293
Mogila Babyrtam	id=g:1533294
Log Sarysay	id=g:1533295
Gora Kyzylnura	id=g:1533296
Kashkynbaysay	id=g:1533297
Mogila Kozhibay	id=g:1533298
Razvaliny Tazhibay	id=g:1533299
Kladbishche Karatas	id=g:1533300
Urochishche Ul’ken Karatas	id=g:1533302
Karatassay	id=g:1533303
Tazhibaysay	id=g:1533305
Zimovka Usenbay	id=g:1533306
Mogila Baybolat	id=g:1533307
Sarysay	id=g:1533309
Mogila Shakhkus	id=g:1533311
Urochishche Kirykkuduk	id=g:1533312
Sarylyk	id=g:1533316
Urochishche Kosshoky	id=g:1533317
Vodokhranilishche Kinembay	id=g:1533320
Urochishche Karasuk	id=g:1533321
Gora Kyzyltau	id=g:1533322
Zimovka Syrly	id=g:1533323
Rodnik Baysmanbulak	id=g:1533325
Mogila Kudaybergen	id=g:1533327
Log Zhanzak	id=g:1533328
Almaut	id=g:1533330
Gora Kol’tau	id=g:1533337
Zimovka Nogerbek	id=g:1533338
Nogerbek	id=g:1533340
Ozero Togyzbaykol’	id=g:1533342
Ozero Segizbaykol’	id=g:1533343
Urochishche Shanyy	id=g:1533344
Urochishche Itauyz	id=g:1533346
Bugor Karatobe	id=g:1533348
Rodnik Tasbulak	id=g:1533349
Urochishche Bestobe	id=g:1533350
Rodnik Balgabulak	id=g:1533351
Mogila Zhundebay	id=g:1533352
Zimovka Doshan	id=g:1533354
Konak	id=g:1533360
Mogila Zhanata	id=g:1533361
Zimovka Alimbay	id=g:1533362
Bugor Sulutobe	id=g:1533363
Razvaliny Mayke	id=g:1533364
Zimovka Makat	id=g:1533365
Mogila Omar	id=g:1533366
Log Akzhar	id=g:1533367
Zimovka Tazheken	id=g:1533368
Mogila Kanshina	id=g:1533369
Mogila Yaudalin	id=g:1533370
Kurgancha Aderbaytau	id=g:1533371
Log Yegindakuduk	id=g:1533372
Mogila Saty	id=g:1533373
Rodnik Yel’kondy	id=g:1533374
Ashchysay	id=g:1533375
Rodnik Tasbulak	id=g:1533376
Zimovka Koyandy	id=g:1533377
Mogila Yesembek	id=g:1533378
Mogila Churman	id=g:1533379
Gora Zhamantas	id=g:1533380
Zimovka Zhamantas	id=g:1533381
Zimovka Isalyk	id=g:1533382
Gora Itauz	id=g:1533383
Razvaliny Boktokken	id=g:1533384
Zimovka Akkoyan	id=g:1533385
Gora Akkoyan	id=g:1533386
Gory Alaaygyr	id=g:1533387
Sopka Altynbay	id=g:1533388
Zimovka Altynbay	id=g:1533389
Bugor Akshoky	id=g:1533390
Mogila Omarospay	id=g:1533391
Log Kiiksay	id=g:1533392
Razvaliny Zhamanbay	id=g:1533393
Zimovka Telegen	id=g:1533394
Razvaliny Teks	id=g:1533395
Kolodets Kyzylkuduk	id=g:1533396
Kolodets Tortkuduk	id=g:1533397
Rodnik Kozybekbulak	id=g:1533398
Razvaliny Baygansha	id=g:1533399
Log Kungensay	id=g:1533400
Mogila Kol’bay	id=g:1533401
Ozero Tomarmyskol’	id=g:1533402
Gory Sasyk-Bastau	id=g:1533403
Rodnik Shetbulak	id=g:1533404
Rodniki Yesembaybulak	id=g:1533405
Gora Araltau	id=g:1533406
Rodnik Taldykarasu	id=g:1533407
Razvaliny Zheken	id=g:1533408
Rodnik Kyzylkuduk	id=g:1533409
Ozero Kishkenekol’	id=g:1533410
Gora Tomarly	id=g:1533411
Rodnik Tasbulak	id=g:1533412
Gora Zhekentau	id=g:1533413
Rodnik Kuraylybulak	id=g:1533414
Artezianskiy Kolodets Zheken	id=g:1533415
Rodnik Zhyrabulak	id=g:1533416
Zimovka Zhandavlet	id=g:1533417
Kladbishche Katyn	id=g:1533418
Urochishche Kyzylshinak	id=g:1533419
Kladbishche Berkembay	id=g:1533420
Zimovka Zhanabay	id=g:1533421
Rodnik Shilikti	id=g:1533422
Gora Zhinishkezhal	id=g:1533423
Kladbishche Kostam	id=g:1533424
Rodnik Atabay	id=g:1533425
Khrebet Oslantau	id=g:1533426
Shakhabay	id=g:1533427
Mogila Tokmolay	id=g:1533428
Zimovka Isbasar	id=g:1533429
Ushsay	id=g:1533430
Zimovka Buzau	id=g:1533431
Gora Zhota	id=g:1533432
Yegindi	id=g:1533433
Dansay	id=g:1533434
Kladbishche Dansay	id=g:1533435
Mogila Sholakzhal	id=g:1533436
Talebala	id=g:1533437
Zimovka Ansay	id=g:1533438
Sopki Kumadyr	id=g:1533439
Rodnik Yegindibulak	id=g:1533440
Gora Karasu	id=g:1533441
Gora Karaadyr	id=g:1533442
Gora Basadyr	id=g:1533443
Gora Basbaytal	id=g:1533444
Yeshkikel’mes	id=g:1533445
Zimovka Borly	id=g:1533446
Gora Tokpambetshoky	id=g:1533447
Razvaliny Kumdyadyr	id=g:1533448
Kokbulak	id=g:1533449
Gora Sangal	id=g:1533450
Sangal	id=g:1533451
Kladbishche Sangal	id=g:1533452
Kladbishche Zhumabay	id=g:1533453
Gora Zhumabay	id=g:1533454
Urochishche Kurkol’	id=g:1533455
Urochishche Aksay	id=g:1533456
Zimovka Kazaly	id=g:1533457
Urochishche Tasbalasay	id=g:1533458
Gory Zhanasbatyr	id=g:1533459
Gora Sarytau	id=g:1533460
Mogila Aynabay	id=g:1533461
Zimovka Amantobe	id=g:1533462
Zimovka Kyzyltobe	id=g:1533463
Kladbishche Kotyr	id=g:1533464
Zimovka Kotyr	id=g:1533465
Kladbishche Yeshkikel’mes	id=g:1533466
Rodnik Ul’kenbulak	id=g:1533467
Rodnik Kishibulak	id=g:1533468
Karagansay	id=g:1533469
Shubarsay	id=g:1533470
Zimovka Yegindi	id=g:1533471
Zimovka Birmygabit	id=g:1533472
Gora Sarytas	id=g:1533473
Gory Shol’adyr	id=g:1533474
Gora Baskus	id=g:1533475
Urochishche Koybulak	id=g:1533476
Gora Shauldak	id=g:1533477
Urochishche Karaadyr	id=g:1533478
Zimovka Alen’	id=g:1533479
Gora Ushzhal	id=g:1533480
Gora Ushsary	id=g:1533481
Gory Saryoba	id=g:1533482
Zimovka Baltay	id=g:1533483
Gora Telembay	id=g:1533484
Rodnik Zhanalayak	id=g:1533485
Zimovka Kazybek	id=g:1533486
Urochishche Kiikbay	id=g:1533487
Zimovka Koshkar	id=g:1533488
Zimovka Shauldak	id=g:1533489
Rodnik Kaynar	id=g:1533490
Gora Aktas	id=g:1533491
Gory Bassarytau	id=g:1533492
Zimovka Shorylbay	id=g:1533493
Polevoy Stan Aktasty	id=g:1533494
Urochishche Bezulgay	id=g:1533495
Rodnik Aktas	id=g:1533496
Zimovka Ichvay	id=g:1533497
Khrebet Zhanalayak	id=g:1533498
Gora Atabulak	id=g:1533499
Zimovka Akan	id=g:1533500
Gora Aktasty	id=g:1533501
Zimovka Kapshykbay	id=g:1533502
Kolodets Akkuduk	id=g:1533503
Kapshykbay	id=g:1533504
Urochishche Kel’tetal	id=g:1533505
Zimovka Tokmyrza	id=g:1533506
Kolodets Tortkuduk	id=g:1533507
Kolodets Akkuduk	id=g:1533508
Gory Kyzauz	id=g:1533509
Zimovka Bol’shoy Kamdyadyr	id=g:1533510
Zimovka Taskara	id=g:1533511
Karaoy	id=g:1533512
Gora Basoba	id=g:1533513
Gora Shoksha	id=g:1533514
Zimovka Sumki	id=g:1533515
Urochishche Mynsay	id=g:1533516
Zimovka Telegen	id=g:1533517
Gora Sholaksay	id=g:1533518
Log Aktasty	id=g:1533519
Rodnik Shandysay	id=g:1533520
Atabulak	id=g:1533521
Zimovka Salamatsay	id=g:1533522
Sarysay	id=g:1533523
Zimovka Malyy Kamdyadyr	id=g:1533524
Ishansay	id=g:1533525
Khrebet Kyzauz	id=g:1533526
Urochishche Kyzauzsay	id=g:1533527
Vodokachka Kaynarkuduk	id=g:1533528
Kokalazhar	id=g:1533529
Tanymbay	id=g:1533530
Zimovka Teskuduk	id=g:1533531
Ozera Karakozha	id=g:1533532
Kashirbay	id=g:1533533
Urochishche Yestavlet	id=g:1533534
Urochishche Karashilik	id=g:1533535
Ozera Shagalaly	id=g:1533536
Urochishche Kundykol’	id=g:1533537
Zharkain	id=g:1533538
Ozero Zharsal	id=g:1533539
Shobeke	id=g:1533540
Urochishche Akkuduk	id=g:1533541
Druzhba	id=g:1533542
Urochishche Kyzylsor	id=g:1533543
Razvaliny Shokshaaul	id=g:1533544
Gora Sarytobe	id=g:1533545
Zholan	id=g:1533546
Mogila Zhertogay	id=g:1533547
Kolodets Sholakozek	id=g:1533548
Ozera Sarykol’	id=g:1533549
Sholaksay	id=g:1533550
Kyzemshek	id=g:1533551
Ozera Beskol’	id=g:1533552
Urochishche Kenkol’	id=g:1533553
Ferma Sarykol’	id=g:1533554
Kolodets Kozhamzhar	id=g:1533555
Gory Tasshoky	id=g:1533556
Razvaliny Gorelaya Baza	id=g:1533557
Razvaliny Kyzozen	id=g:1533558
Urochishche Zhangyz-Karagay	id=g:1533559
Ptichiy	id=g:1533560
Dombraly	id=g:1533561
Bugry Burultas	id=g:1533562
Prud Semizbay	id=g:1533563
Zimovka Semizbay	id=g:1533564
Vodokhranilishche Kumdykol’	id=g:1533565
Prozhektor	id=g:1533566
Zimovka Baskamys	id=g:1533567
Urochishche Bayan-Baskamys	id=g:1533568
Razvaliny Satybaldy	id=g:1533569
Urochishche Kopa	id=g:1533570
Staryy Koytas	id=g:1533571
Gory Karasere	id=g:1533572
Ozera Sabyndykol’	id=g:1533573
Boroshilovo	id=g:1533574
Gora Sarytobe	id=g:1533575
Razvaliny Sersembay	id=g:1533576
Gora Kyrmankuygen	id=g:1533577
Ozero Obalykol’	id=g:1533578
Chernoyarka	id=g:1533579
Razvaliny Mysaul	id=g:1533580
Klyuch Moil’	id=g:1533581
Urochishche Belyy Aul	id=g:1533582
Gora Baylyusty	id=g:1533583
Baylyusty	id=g:1533584
Razvaliny Baybura	id=g:1533585
Mogila Sarman	id=g:1533586
Shakhay	id=g:1533587
Razvaliny Beket	id=g:1533588
Gora Kargaly	id=g:1533589
Zimovka Kargaly	id=g:1533590
Shamakhaysalyk	id=g:1533591
Urochishche Koyanagash	id=g:1533592
Letnik Basbulak	id=g:1533593
Molochno-Tovarnaya Ferma Sovkhoza Zapadnyy	id=g:1533594
Otdeleniye Perviye Sovkhoza Zapadnyy	id=g:1533595
Ozero Malyy Koskol’	id=g:1533596
Ozero Bol’shoy Koskol’	id=g:1533597
Semizbay	id=g:1533598
Otdeleniye Nomer Dva Sovkhoza Suvorovskiy	id=g:1533599
Otdeleniye Nomer Odin Sovkhoza Suvorovskiy	id=g:1533600
Razvaliny Sokolinovka	id=g:1533601
Urochishche Bayzhuman	id=g:1533602
Ozero Golubovka	id=g:1533603
Ozero Sor	id=g:1533604
Ozero Amankol’sor	id=g:1533605
Ozero Bokensor	id=g:1533606
Ozero Aralsor	id=g:1533607
Ozero Ayteke	id=g:1533608
Urochishche Kochkovaya Balka	id=g:1533609
Razvaliny Osinovka	id=g:1533610
Urochishche Telemishkonyr	id=g:1533611
Urochishche Kurkol’	id=g:1533612
Ozero Zharkayyn	id=g:1533613
Ozero Solenoye	id=g:1533614
Ozero Uzynsor	id=g:1533615
Ozero Botan	id=g:1533616
Polevoy Stan Sovkhoza Zapadnyy	id=g:1533621
Polevoy Stan Sovkhoza Zapadnyy	id=g:1533623
Polevoy Stan Sovkhoza Koskol’skiy	id=g:1533624
Polevoy Stan Sovkhoza Koskol’skiy	id=g:1533626
Polevoy Stan Sovkhoza Zapadnyy	id=g:1533627
Otdeleniye Pyatiye Sovkhoza Chapayevskiy	id=g:1533629
Molochno-Tovarnaya Ferma Sovkhoza Koskol’skiy	id=g:1533630
Ozero Ashchikol’	id=g:1533632
Ozero Aralbay	id=g:1533633
Ozero Zharsor	id=g:1533634
Ovtsevodcheskaya Tovarnaya Ferma Sovkhoza Zapadnyy	id=g:1533635
Gora Zharsal	id=g:1533636
Zhaskayrat	id=g:1533637
Ozero Zhankol’	id=g:1533638
Molochno-Tovarnaya Ferma Sovkhoza Koskol’skiy	id=g:1533639
Molochno-Tovarnaya Ferma Sovkhoza Koskol’skiy	id=g:1533640
Ozero Tuyyebak	id=g:1533641
Karamola	id=g:1533642
Ozero Zharkol’	id=g:1533643
Baltabay	id=g:1533644
Otdeleniye Chetvertiye Sovkhoza Chapayevskiy	id=g:1533645
Zimovka Sovkhoza Seletinskiy	id=g:1533646
Ozero Shibyndy	id=g:1533647
Ozero Taygyn	id=g:1533648
Zimovka Zomba	id=g:1533649
Zimovka Terenkuduk	id=g:1533650
Zimovka Sovkhoza Chapayevskiy	id=g:1533651
Letnik Sovkhoza Chapayevskiy	id=g:1533652
Ozero Sulykol’	id=g:1533653
Polevoy Stan Sovkhoza Seletinskiy	id=g:1533654
Urochishche Kurkuldak	id=g:1533655
Ozero Terensay	id=g:1533656
Zimovka Sovkhoza Seletinskiy	id=g:1533657
Zhamantuz	id=g:1533658
Zimovka Anzhabay	id=g:1533659
Zimovka Sovkhoza Seletinskiy	id=g:1533660
Zimovka Kyzylagash	id=g:1533661
Zimovka Kabak	id=g:1533662
Maydan	id=g:1533663
Polevoy Stan Sovkhoza Chapayevskiy	id=g:1533664
Polevoy Stan Sovkhoza Chapayevskiy	id=g:1533665
Zimovka Kabak	id=g:1533666
Ozero Sorkopa	id=g:1533667
Zimovka Tayak	id=g:1533668
Zimovka Zhaltyr	id=g:1533669
Ferma Tret’ya Sovkhoza Seletinskiy	id=g:1533670
Zimovka Aktobe	id=g:1533671
Zimovka Kandulyun	id=g:1533672
Ozero Muzdykol’	id=g:1533673
Kopa	id=g:1533674
Letnik Sovkhoza Chapayevskiy	id=g:1533675
Ozero Baykoshkar	id=g:1533676
Ozero Tore	id=g:1533677
Zimovka Tyuyeguz	id=g:1533678
Bukpa	id=g:1533679
Zimovka Koshekay	id=g:1533680
Zimovka Tursynbay	id=g:1533681
Zimovka Karabas	id=g:1533682
Molochno-Tovarnaya Ferma Sovkhoza Chapayevskiy	id=g:1533683
Ozero Uzynkamys	id=g:1533684
Zimovka Aktobe	id=g:1533685
Otdeleniye Perviye Sovkhoza Chapayevskiy	id=g:1533686
Ozero Zhaltyr	id=g:1533687
Letnik Sovkhoza Chapayevskiy	id=g:1533688
Zhuantobe	id=g:1533689
Zimovka Sovkhoza Chapayevskiy	id=g:1533690
Zimovka Shagimbay	id=g:1533691
Karatal	id=g:1533692
Zimovka Aral	id=g:1533693
Ozero Bidaik	id=g:1533694
Molochno-Tovarnaya Ferma Sovkhoza Chapayevskiy	id=g:1533695
Rodnik Ashikbulak	id=g:1533696
Zimovka Karatal	id=g:1533697
Karzhubay	id=g:1533698
Zimovka Sovkhoza Chapayevskiy	id=g:1533699
Aldabike	id=g:1533700
Koshbaykol’	id=g:1533701
Zimovka Sovkhoza Chapayevskiy	id=g:1533702
Ozero Ashchibay	id=g:1533703
Urochishche Mekebay-Bel’gesi	id=g:1533704
Urochishche Karakus	id=g:1533705
Urochishche Araltobe	id=g:1533706
Balykty	id=g:1533707
Ishanbau	id=g:1533708
Protoka Yerimoyet	id=g:1533709
Kochertke	id=g:1533710
Urochishche Rabatmola	id=g:1533711
Urochishche Zhel’kekum	id=g:1533712
Urochishche Kiikmola	id=g:1533713
Kolodets Katyn	id=g:1533714
Artezianskiy Kolodets Taylak Zapadnyy	id=g:1533715
Kolodets Kulambay	id=g:1533716
Artezianskiy Kolodets Taylak	id=g:1533717
Urochishche Bekesary	id=g:1533718
Urochishche Zaineymola	id=g:1533719
Urochishche Beskundukmola	id=g:1533720
Otdeleniye Nomer Tri Sovkhoza Imeni Abaya	id=g:1533721
Urochishche Baladonguz	id=g:1533722
Urochishche Yertuly	id=g:1533723
Polevoy Stan Sovkhoza Golubovskiy	id=g:1533724
Urochishche Tuzbekkum	id=g:1533725
Otdeleniye Nomer Dva Sovkhoza Panfilovskiy	id=g:1533726
Urochishche Kuruzhaylau	id=g:1533727
Kolodets Kyzylshaly	id=g:1533728
Kladbishche Kol’tan	id=g:1533729
Urochishche Zhukubay	id=g:1533730
Kolodets Kanzharbay	id=g:1533731
Urochishche Telikol’	id=g:1533732
Otdeleniye Nomer Odin Sovkhoza Panfilovskiy	id=g:1533733
Kolodets Murtmukhan	id=g:1533734
Razvaliny Akkuduk	id=g:1533735
Otdeleniye Nomer Tri Sovkhoza Survorovskiy	id=g:1533736
Artezianskiy Kolodets Shakhatay	id=g:1533737
Kyzylsaray	id=g:1533738
Polevoy Stan Sovkhoza Imeni Abaya	id=g:1533739
Mogila Shakhatay	id=g:1533740
Mogila Makul	id=g:1533741
Mogila Kol’baba	id=g:1533742
Kladbishche Aktay	id=g:1533743
Mogila Aygyrzhal	id=g:1533744
Tokhta	id=g:1533745
Mogila Atyrbay	id=g:1533746
Kolodets Karaultobe	id=g:1533747
Bugor Ontolagay	id=g:1533748
Ozero Takhty	id=g:1533749
Shubaraygyr	id=g:1533750
Ozero Ashakol’	id=g:1533751
Ozero Zhanabay	id=g:1533752
Zimovka Bel’sary	id=g:1533753
Urochishche Bel’sary	id=g:1533754
Ozero Prishib	id=g:1533755
Razvaliny Prishib	id=g:1533756
Ozero Ashchykol’	id=g:1533757
Razvaliny Shubaraygyr	id=g:1533758
Zimovka Shubarayyr	id=g:1533759
Ferma Nomer Dva Sovkhoza Seletinskiy	id=g:1533760
Ferma Sovkhoza Seletinskiy	id=g:1533761
Letnik Sabyndy	id=g:1533762
Urochishche Zhetimtau	id=g:1533763
Qarasū	id=g:1533764
Ozero Bol’shoy Kuskamys	id=g:1533765
Rote-Fane	id=g:1533766
Ozero Shubarkol’	id=g:1533767
Ozero Basenbay	id=g:1533768
Ozero Kshikenesor	id=g:1533769
Ozero Shaygynsor	id=g:1533770
Ozero Bayzagyr	id=g:1533771
Ozero Lyubomirovskoye	id=g:1533772
Razvaliny Lyubomirovka	id=g:1533773
Razvaliny Vasil’yevka	id=g:1533774
Ozero Malyy Kuskamys	id=g:1533775
Urochishche Dandybay	id=g:1533776
Urochishche Zhartarkol’	id=g:1533777
Ozero Kaserin	id=g:1533778
Ozero Ul’kensor	id=g:1533779
Ozero Kodarsor	id=g:1533780
Zimovka Baizagyr	id=g:1533781
Ozero Kishi-Baysor	id=g:1533782
Razvaliny Leninshil	id=g:1533783
Urochishche Abaiilda	id=g:1533784
Urochishche Akpay	id=g:1533785
Zhalauly	id=g:1533786
Urochishche Altyapan	id=g:1533787
Urochishche Ksep	id=g:1533788
Letnik Kemer	id=g:1533789
Kladbishche Ishin	id=g:1533790
Urochishche Shagalaly	id=g:1533791
Ozero Ashchykol’	id=g:1533792
Urochishche Karashiy	id=g:1533793
Letnik Karashiy	id=g:1533794
Letnik Karakol’	id=g:1533795
Otdeleniye Nomer Chetyre Sovkhoza Krasnokutskiy	id=g:1533796
Baltasap	id=g:1533797
Ozero Koldenensor	id=g:1533798
Ozero Naib	id=g:1533799
Ozero Kumsaksor	id=g:1533800
Urochishche Bozbankonys	id=g:1533801
Urochishche Krugloye	id=g:1533802
Ozero Dongeleksor	id=g:1533803
Ferma Koksay	id=g:1533804
Ozero Baltasap	id=g:1533805
Baltasap	id=g:1533806
Otdeleniye Nomer Dva Sovkhoza Krasnokutskiy	id=g:1533807
Zimovka Karabaza	id=g:1533808
Ozero Tuz	id=g:1533809
Shiganak	id=g:1533810
Ozero Koga	id=g:1533811
Ozero Uzynsor	id=g:1533812
Razvaliny Kiyevka	id=g:1533813
Gory Aktau	id=g:1533814
Urochishche Ravat	id=g:1533815
Artezianskiy Kolodets Tursunbay	id=g:1533816
Artezianskiy Kolodets Kamchevoy	id=g:1533817
Artezianskiy Kolodets Kochevoy	id=g:1533818
Kladbishche Bestam	id=g:1533819
Kladbishche Kargaly	id=g:1533820
Artezianskiy Kolodets Baydusen	id=g:1533821
Ozero Kargaly	id=g:1533822
Urochishche Zhamanzhidekol’	id=g:1533823
Meteorologicheskaya Stantsiya Zlikha	id=g:1533824
Artezianskiy Kolodets Altykuduk	id=g:1533825
Bugor Danen	id=g:1533826
Mogila Zlikha	id=g:1533827
Artezianskiy Kolodets Pakhtal	id=g:1533828
Kolodets Karim	id=g:1533829
Kolodets Zhurabek	id=g:1533830
Kolodets Sultanbek	id=g:1533831
Levaya Latchikha	id=g:1533832
Gremuchiy	id=g:1533833
Zaimka Potapova	id=g:1533834
Korshunovka	id=g:1533835
Kamenushka	id=g:1533836
Gora Burzhuyka	id=g:1533837
Gora Vasil’yevskiy Belok	id=g:1533838
Khrebet Lineyskiy Belok	id=g:1533839
Pereval Koksinskiy	id=g:1533840
Lineychikha	id=g:1533841
Svetlyy Klyuch	id=g:1533842
Urochishche Tesnyy Kamen’	id=g:1533843
Pereval Gonnyy	id=g:1533844
Palevskaya Razlivanka	id=g:1533845
Ozero Kedrovoye	id=g:1533846
Stanovishche Kamennyy	id=g:1533847
Barsuk	id=g:1533848
Gora Belok Chemcheday	id=g:1533849
Tatarka	id=g:1533850
Sukhoy Turgusun	id=g:1533851
Malyy Turgusun	id=g:1533852
Khrebet Korovyak	id=g:1533853
Talovyy Turgusun	id=g:1533854
Narymskiy Khrebet	id=g:1533855
Gora Golyy Belok	id=g:1533856
Gora Narymka	id=g:1533857
Gora Gromotukha	id=g:1533858
Pod’yezdnoy	id=g:1533859
Bystrushka	id=g:1533860
Narymka	id=g:1533861
Tatarenok	id=g:1533862
Bol’shoy Turgusun	id=g:1533863
Khrebet Gladkiy Belok	id=g:1533864
Bol’shaya Gromotushka	id=g:1533865
Malaya Gromotushka	id=g:1533866
Tegerek	id=g:1533867
Pravaya Chernevaya	id=g:1533868
Topolevka	id=g:1533869
Kamenushka	id=g:1533870
Ruchey Kozlushka	id=g:1533871
Levaya Chernevaya	id=g:1533872
Bol’shaya Logoushka	id=g:1533873
Maslyakha	id=g:1533874
Karatkaya Vtoraya	id=g:1533875
Bol’shaya Rechka	id=g:1533876
Zevaka	id=g:1533877
Mokraya Zevaka	id=g:1533878
Stanovaya	id=g:1533879
Sychikha	id=g:1533880
Lesouchastok Leninogorskogo Lespromkhoza	id=g:1533954
Zaimki Srednyaya Narymka	id=g:1533956
Mogila Kazbas	id=g:1533957
Gora Vorovskaya	id=g:1533958
Zaimki Nizhnyaya Narymka	id=g:1533959
Gory Nazar	id=g:1533960
Narymka	id=g:1533961
Gora Rudnichnaya	id=g:1533962
Gory Elemes	id=g:1533963
Gory Alibay	id=g:1533964
Klyuch Blizhniy	id=g:1533965
Klyuch Dal’niy	id=g:1533966
Razvaliny Vasil’yevka	id=g:1533967
Tret’yakova Rechka	id=g:1533968
Pryamoy Klyuch	id=g:1533969
Gora Zhilke	id=g:1533970
Muratka	id=g:1533971
Zaliv Vasil’yevskiy	id=g:1533972
Alibay	id=g:1533973
Shirikkayyn	id=g:1533974
Kil’ta	id=g:1533975
Surka	id=g:1533976
Gora Kyzyltas	id=g:1533977
Gory Koytas	id=g:1533978
Gora Kamenukha	id=g:1533979
Solonovka	id=g:1533980
Gora Kulat	id=g:1533981
Berezovka	id=g:1533982
Gora Ostraya	id=g:1533983
Gora Akzhal	id=g:1533984
Gora Istay	id=g:1533985
Primorskoye	id=g:1533986
Gora Kaban’ya	id=g:1533987
