Darah-ye Sūr Apan	id=g:1459724
Darreh-ye Geldon	id=g:1461867
Band-e Bādghīsāt	id=g:1461868
Ghālcharkh	id=g:1461869
Jar-e Surkh	id=g:1461870
Ţabaqsār	id=g:1461871
Darah-ye Shōrāw	id=g:1461872
Jar-e Showbāshak	id=g:1461873
Shāhō-‘Arūs	id=g:1461874
Jar-e Tīl	id=g:1461875
Jar-e Minārsang	id=g:1461876
Jar-e Zardālūgak	id=g:1461877
Ḩājī-Mīrkhōr	id=g:1461878
Darah-ye Ghāl Girdak	id=g:1461879
Saydāl	id=g:1461880
Āshūr Ḩusaīn	id=g:1461881
Shaylah-ye Qādis-Khūrdak	id=g:1461882
Nāwah-ye Qādis-Khurdak	id=g:1461883
Khumaki	id=g:1461884
Kōh-e Kowlī	id=g:1461885
Kōh-e Katah Gāw	id=g:1461886
Kōh-e Kajak	id=g:1461887
Kōh-e Tangolī	id=g:1461888
Kōh-e Qābel	id=g:1461889
Darah-ye Shaybār	id=g:1461890
Kōh-e Sar-e Āsyā	id=g:1461891
Kōh-e Shībār	id=g:1461892
Kōh-e Shībār	id=g:1461893
Qal‘ah-ye Baghalak	id=g:1461894
Zamīn-e ‘Aţā’ī	id=g:1461895
Darah-ye Shaybār-e Bālā	id=g:1461896
Darah-ye Khers Khānah	id=g:1461897
Nāwah-ye Shāhī	id=g:1461898
Ḩişār	id=g:1461899
Tagāb-e Barah Khānah	id=g:1461900
Band-e Ghowchak	id=g:1461901
Band-e Lang Murdah	id=g:1461902
Darah-ye Lang Murdah	id=g:1461903
Kōh-e Lang Murdah	id=g:1461904
Darah-ye Ḩişār	id=g:1461905
Kōh-e Tāwah	id=g:1461906
Kōh-e Nāw Bāyak	id=g:1461907
Kōh-e Umbah	id=g:1461908
Nāwah-ye Dīārī	id=g:1461909
Arg	id=g:1461910
Jōl-e ‘Alá Naz̧ar	id=g:1461911
Būm-e Mīān Qōl	id=g:1461912
Sowrosū	id=g:1461913
Sowzā	id=g:1461914
Dasht	id=g:1461915
Shār	id=g:1461916
Darah-ye Shār	id=g:1461917
Gīrō	id=g:1461918
Nāwah-ye Bālā-ye Qal‘ah-ye Gīrō	id=g:1461919
Qorōl Tōp	id=g:1461920
Lār-e Şafar	id=g:1461921
Nāwah-ye Qafak	id=g:1461922
Darah-ye Āwrak	id=g:1461923
Kōh-e Sīāh Sang	id=g:1461924
Kōh-e Chahār Band	id=g:1461925
Nāwah-ye Mazār	id=g:1461926
Kōh-e Zar Tālā	id=g:1461927
Darah-ye Sar Būlāq	id=g:1461928
Darah-ye Kajak	id=g:1461929
Gora Tala	id=g:1461930
Darah-ye Tālā	id=g:1461931
Darah-ye Khāgah Gāh	id=g:1461932
Band-e Qadah	id=g:1461933
Dīārī	id=g:1461934
Kōh-e Khāgahgāh	id=g:1461935
Kōh-e Aīmaqān	id=g:1461936
Darah-ye Mār Khānahgak	id=g:1461937
Nāwah-ye Khānah	id=g:1461938
Kōh-e Ābparō	id=g:1461939
Kōh-e Ghow Gardān	id=g:1461941
Darah-ye Ḩājī Aḩmad	id=g:1461942
Kōh-e Sang Qōl	id=g:1461943
Kōh-e Nāwah-ye Chānī	id=g:1461944
Darreh-ye Sangqowl	id=g:1461945
Darah-ye Sang Qōl-e Bālā	id=g:1461946
Kōh-e Haftābgāh	id=g:1461947
Kōh-e Ghārak	id=g:1461948
Kōh-e Spīgūlī	id=g:1461949
Darah-ye Nāwah	id=g:1461950
Kōh-e Shār	id=g:1461951
Kōh-e Sar-e Ghār	id=g:1461952
Kōh-e Kakrak	id=g:1461953
Darah-ye Kōdī Lakah	id=g:1461954
Kōh-e Dāgh-e Murdah	id=g:1461955
Kōh-e Rōdang Parīdah	id=g:1461956
Darah-ye Sīāh Qōlak	id=g:1461957
Darreh-ye Kakrak	id=g:1461958
Nāwah-ye Ghargharah	id=g:1461959
Dahan-e Gharghareh	id=g:1461960
Kakrak	id=g:1461961
Darreh-ye Taktakeh	id=g:1461962
Nāwah-ye Gīrō	id=g:1461963
Kōh-e Tak Tekah	id=g:1461964
Kōh-e Sīāh Khār	id=g:1461965
Kōh-e Nīlū	id=g:1461966
Kōh-e Haft Gudī	id=g:1461967
Biland Arghangak	id=g:1461968
Kōh-e Wustōm	id=g:1461969
Tōm Khānah	id=g:1461971
Kōh-e Khāk-e Faqīr	id=g:1461972
Nāwah-ye Tōm Khānah	id=g:1461973
Kōh-e Akhtah Khānah	id=g:1461974
Daygtōr	id=g:1461975
Patrah	id=g:1461976
Darah-ye Kalān Khānah	id=g:1461977
Sarāy-e Mār Khānah	id=g:1461978
Āg	id=g:1461979
Darah-ye Haft Qōl-e Shādī	id=g:1461980
Darah-ye Haft Qōl-e Gardam	id=g:1461981
Nāw-e Jowzār	id=g:1461983
Naī Chigh-e Khurd	id=g:1461984
Bilē Mundyak	id=g:1461985
Kōh-e Rashak	id=g:1461986
Kōh-e Nowjow	id=g:1461987
Kōh-e Zāgh	id=g:1461988
Kōh-e Sar-e Nowrak	id=g:1461989
Kōh-e Sag Sōkhtah	id=g:1461990
Kōh-e Shāh Naz̧ar	id=g:1461991
Qōl-e Surkh Kanahgak	id=g:1461992
Sag Sōkhtah	id=g:1461993
Kōh-e Dahān-e Nowrak	id=g:1461994
Kōh-e Duldul	id=g:1461995
Kōh-e Qōlak	id=g:1461996
Kōh-e Shīnē Rabāţ	id=g:1461997
Qōl-e Sayyidān	id=g:1461998
Kōh-e Mājō	id=g:1461999
Gardanah-ye Gul Talah	id=g:1462001
Kōh-e Sar-e Shākh	id=g:1462002
Tagāb-e Ēlakah	id=g:1462003
Kōh-e Gāw Khānahgak	id=g:1462004
Bālānow	id=g:1462005
Kōh-e Qarah Têrāy	id=g:1462006
Kōh-e Palāsēshtah	id=g:1462007
Kōh-e Seh Birārō	id=g:1462008
Darah-ye Qōl-e Kētar	id=g:1462009
Kōh-e Sar-e Ayrah	id=g:1462010
Kōh-e Wūchī	id=g:1462011
Kōh-e Lādū	id=g:1462012
Wūlitak	id=g:1462013
Kōh-e Sabz Gardū	id=g:1462014
Kōh-e Ajam	id=g:1462015
Kōh-e Ayrakah	id=g:1462016
Kōh-e Qarqatak	id=g:1462017
Darah-ye Sayl Burdah	id=g:1462018
Chōytamān	id=g:1462019
Kōh-e Kūn-e Baydak	id=g:1462020
Kōh-e Talkhak Būlāq	id=g:1462021
Kōh-e Safayd Kaych	id=g:1462022
Safayd Kaych	id=g:1462023
Kōh-e Band-e Zardak	id=g:1462024
Qōl-e Zamīn-e Mētar	id=g:1462025
Khushk Qōl	id=g:1462026
Qōl-e Asō	id=g:1462027
Yarmī Qōl	id=g:1462028
Kōh-e Zardargī	id=g:1462029
Darah-ye Gāl Qōl	id=g:1462030
Zarsang	id=g:1462031
Kōh-e Jōy-e Now	id=g:1462032
Kōh-e Sulbaytū	id=g:1462033
Kōh-e Wadanah	id=g:1462034
Kōh-e Yayrgī	id=g:1462035
Qōl-e Bērēmak	id=g:1462036
Baylay Kōh	id=g:1462037
Kōh-e Chōytuman	id=g:1462038
Nāwêr-e Chōpān	id=g:1462039
Kōh-e Qādah	id=g:1462040
Akhtum	id=g:1462041
Kōh-e Rāsh	id=g:1462042
Kōh-e Badrazarī	id=g:1462043
Kōh-e Ghūlparīdah	id=g:1462044
Sang Band	id=g:1462045
Dahān-e Ambūlāq	id=g:1462046
Qōl-e Zangī	id=g:1462047
Qishlāq-e Mīrān	id=g:1462048
Sar-e Jīskah	id=g:1462049
Kōh-e Yakh Būlāq	id=g:1462050
Qādah	id=g:1462051
Sīāh Qōl	id=g:1462052
Kōh-e Sīāh	id=g:1462053
Gardangulī	id=g:1462054
Katah Kalā	id=g:1462055
Qāsh-e Surkhī	id=g:1462056
Kōh-e Khar Qōl	id=g:1462057
Alah Kōh	id=g:1462058
Kōh-e Khār-e Zār	id=g:1462059
Angūrak	id=g:1462060
Dībah	id=g:1462061
Kōh-e Khārzār	id=g:1462062
Kōh-e Sīāh Dībah	id=g:1462063
Khār Zār	id=g:1462064
Kōh-e Umaykhū	id=g:1462065
Darah-ye Umaykhū	id=g:1462066
Oshtur Murdah	id=g:1462067
Kōh-e Dāmurdah	id=g:1462068
Khānahgak	id=g:1462069
Safayd Ladū	id=g:1462070
Khwājah Pīr Kōh	id=g:1462071
Ābdāl	id=g:1462072
Sōkhtah Qōl	id=g:1462073
Nāwahgak	id=g:1462074
Kōh-e Asp Maīdān	id=g:1462075
Gīrō Qōl	id=g:1462076
Baydak	id=g:1462077
Nāwah-ye Rag	id=g:1462078
Baldurghān Būlāq	id=g:1462079
Kōh-e Khwājah Pīrkān	id=g:1462080
Kōh-e Kaysh	id=g:1462081
Būmī Lōrah	id=g:1462082
Zard Tōp	id=g:1462083
Siwak	id=g:1462084
Gardan Deh	id=g:1462085
Band-e Kān-e Şurb	id=g:1462086
Sar-e Jīsh	id=g:1462087
Band-e Pāmī	id=g:1462088
Darah-ye Bahrām	id=g:1462089
Nāwah-ye Qarahqat	id=g:1462090
Nāwah-ye Pukhtalījak	id=g:1462091
Band-e Tōb	id=g:1462092
Darah-ye Garm Āb	id=g:1462093
Dīktūr	id=g:1462094
Kōh-e Qafak	id=g:1462095
Bahrām	id=g:1462096
Sulţānī	id=g:1462097
Mīānah Qōl	id=g:1462098
Gird Baydak	id=g:1462099
Qōl-e Qambar	id=g:1462100
Ḩājīullāh	id=g:1462101
Ājar	id=g:1462102
Yārdād	id=g:1462103
Siwak-e Nūsah	id=g:1462104
Nāwêr-e Zardak	id=g:1462105
Bārīkahhā	id=g:1462106
Bārīk	id=g:1462107
Parākhtālah	id=g:1462108
Gardanak	id=g:1462109
‘Uliyād Qōl	id=g:1462110
Girdbayd-e Qalandar	id=g:1462111
Sang-e Līs	id=g:1462112
Ajidah	id=g:1462113
Zard Paytow	id=g:1462114
Girdbayd-e Bālā	id=g:1462115
Kōh-e Mazār	id=g:1462116
Shibār	id=g:1462117
Nāwah-ye Qubūr	id=g:1462118
Chōb Shāndah	id=g:1462119
Alah Sang	id=g:1462120
Darah-ye Chūkrizār	id=g:1462121
Tanah Khāk	id=g:1462122
Kōh-e Qarachah	id=g:1462123
Qarachah	id=g:1462124
Garmak	id=g:1462125
Qowghū Jōy	id=g:1462126
Ghūlparīdah	id=g:1462127
Surkhīngak	id=g:1462128
Qōl-e Bargah	id=g:1462129
Zard Paytow	id=g:1462130
Ta’īnah-Dāman	id=g:1462131
Tūghnī	id=g:1462132
Kōh-e Lālak	id=g:1462133
Pā’īn Armak	id=g:1462134
Jīskah	id=g:1462135
Jīskah	id=g:1462136
Ghowch	id=g:1462137
Kōh-e Naych-e Zarī	id=g:1462138
Kōh-e Nālah	id=g:1462139
Nālah	id=g:1462140
Zang Āwak	id=g:1462141
Band-e Qōl	id=g:1462142
Ōbamanī	id=g:1462143
Kōh-e Band-e Kharbayd	id=g:1462144
Pusht-e Kōh	id=g:1462145
Kharbayd	id=g:1462146
Darah-ye Padahgak	id=g:1462147
Kōh-e Kundah Bālā	id=g:1462148
Qartōrak	id=g:1462149
Saybak	id=g:1462150
Awak	id=g:1462151
Qal‘ah-ye Surkh	id=g:1462152
Ālōgak	id=g:1462153
Chijīn-e Pā’īn	id=g:1462154
Lalēj	id=g:1462155
Bālānah Takhak	id=g:1462156
Shiwnah Takhak	id=g:1462157
Surkhgāh	id=g:1462158
Gīch	id=g:1462159
Qal‘ah	id=g:1462160
Darah-ye Pātō	id=g:1462161
Dahān-e Zard Talah	id=g:1462162
Darah-ye Ōrisgī	id=g:1462163
Kōhgak	id=g:1462164
Mīānah Deh	id=g:1462165
Qōl-e Qafzār	id=g:1462166
Sinjitak	id=g:1462167
Ōlitak	id=g:1462168
Khitay	id=g:1462169
Ghargharah	id=g:1462170
Charākhū	id=g:1462171
Asp Maīdān	id=g:1462172
Sīāh Rayg	id=g:1462173
Tōkarī	id=g:1462174
Surkh Jōy	id=g:1462175
Sar-e Rāqōl	id=g:1462176
Tōp	id=g:1462177
Qōl-e Zindah	id=g:1462178
Tōp	id=g:1462179
Partak	id=g:1462180
Darindar	id=g:1462181
Sīāh Kōh	id=g:1462182
Buz Murdah	id=g:1462183
Nīmqōlak	id=g:1462184
Kōh-e Espī	id=g:1462185
Bisād	id=g:1462186
Kōh-e Kīsh	id=g:1462187
Surkh Gōlī	id=g:1462188
Mitar	id=g:1462189
Qalāt	id=g:1462190
Tōp	id=g:1462191
Rāqōl	id=g:1462192
Kapah	id=g:1462193
Bastōk Bachah	id=g:1462194
Kōh-e Gōgird	id=g:1462195
Darah-ye Gōgird	id=g:1462196
Darah-ye Gōgird	id=g:1462197
Ispī Ghow-e Pā’īn	id=g:1462198
Kōh-e Baydak	id=g:1462199
Darah-ye Takhāwī	id=g:1462200
Kārēzak	id=g:1462201
Mīānkāwak	id=g:1462202
Sapībūm	id=g:1462203
Sênōbūlāq	id=g:1462204
Sinjitak	id=g:1462205
Ūrāl-e Bālā	id=g:1462206
Shêwīk	id=g:1462207
Band-e Khalahchak	id=g:1462208
Girdak	id=g:1462209
Darah-ye Bōdulak	id=g:1462210
Kōh-e Mūshak	id=g:1462211
Pusht-e Kōh	id=g:1462212
Ghalghō	id=g:1462213
Kōh-e Kak	id=g:1462214
Safayd Kōh	id=g:1462215
Sīāh Kōh	id=g:1462216
Kōh-e Wuqah	id=g:1462217
Espī Ghow	id=g:1462218
Ūrāl-e Pā’īn	id=g:1462219
Kōh-e Daldah	id=g:1462220
Kōrpitū	id=g:1462221
Dehak	id=g:1462222
Pshīnmazār	id=g:1462223
Surkh Kōh	id=g:1462224
Jayjān-e Pā’īn	id=g:1462225
Sar-e Kōdilak	id=g:1462226
Rayzak	id=g:1462227
Parqōlak	id=g:1462228
Nay Qōl	id=g:1462229
Kang	id=g:1462230
Kōh-e Daldah	id=g:1462231
Kask	id=g:1462232
Kōh-e Sāt	id=g:1462233
Kōh-e Shaykh	id=g:1462234
Band-e Zarsang	id=g:1462235
Daywān	id=g:1462236
Band-e Jark	id=g:1462237
Kask	id=g:1462238
Dinkak	id=g:1462239
Warzāq	id=g:1462240
Ōrkah Biland	id=g:1462241
Kajalak	id=g:1462242
Kajalak	id=g:1462243
Qōlak	id=g:1462244
Khar Tōp	id=g:1462245
Jayjān-e Bālā	id=g:1462246
Naspatān	id=g:1462247
Kōh-e Wupī	id=g:1462248
Kōh-e Lakhak	id=g:1462249
Warzang	id=g:1462250
Chahārdugak	id=g:1462251
Kōh-e Tōmakhah	id=g:1462252
Band-e Nowsayb	id=g:1462253
Sīāh Qōl	id=g:1462254
Sar-e Sīāh Qōl	id=g:1462255
Gird	id=g:1462256
Ig	id=g:1462257
Pōzah	id=g:1462258
Nāw-e Rāh	id=g:1462259
Tasmah Qōl	id=g:1462260
Khāk Bādak	id=g:1462261
Nāw-e Dādah	id=g:1462262
Nāw-e Ēl-e Āhū	id=g:1462263
Qāsh	id=g:1462264
Kōh-e Surb	id=g:1462265
Surkhak	id=g:1462266
Nāw-e Rāh-e ‘Olyā	id=g:1462267
Damābak	id=g:1462268
Qal‘ah-ye Surkh	id=g:1462269
Nāw-e Zard Paytow	id=g:1462270
Kōh-e Surkh Paytow	id=g:1462271
Nāw-e Sīāh Dasht	id=g:1462272
Nāw-e Lār	id=g:1462273
Sīāh Dasht	id=g:1462274
Qal‘ah-ye Gīrō	id=g:1462275
Sar-e Chījī	id=g:1462276
Chījī	id=g:1462277
Sar-e Ālchī wa Qūdūq	id=g:1462278
Nāw-e Ālchī	id=g:1462279
Kōh-e Lōr	id=g:1462280
Kōh-e Khāk Bādak	id=g:1462281
Surkh Lār	id=g:1462282
Khāk Bādak	id=g:1462283
Paytow-e Gāw Murdah	id=g:1462284
Ōbêhgak	id=g:1462285
Gīrō-ye Qāsh-e Quqrī	id=g:1462286
Qāsh	id=g:1462287
Qōreghak	id=g:1462288
Chījī	id=g:1462289
Abdara	id=g:1462290
Nāw-e Sīāh Khar Būlāq	id=g:1462291
Kōh-e Solosak	id=g:1462292
Nāw-e Bukhchīn	id=g:1462293
Nargis	id=g:1462294
Nāw-e Qaf Qōl	id=g:1462295
Chahār Daywālī	id=g:1462296
Nāw-e Deh	id=g:1462297
Band-e Nāw-e Deh	id=g:1462298
Qal‘ah-ye Paytow	id=g:1462299
Chālahwak	id=g:1462300
Gāw Murdah	id=g:1462301
Nāw-e Dehqānhā	id=g:1462302
Nāw Tānī	id=g:1462303
Shaynah	id=g:1462304
Qūdūq	id=g:1462305
Kārēz-e Bālā	id=g:1462306
Kārēz-e Pā’īn	id=g:1462307
Dōm Jōy	id=g:1462308
Burghōsō	id=g:1462309
Dahan-e Darahgak	id=g:1462310
Zar Sang	id=g:1462311
Nāw-e Rāh-e Soflá	id=g:1462312
Ḩowẕ-e Khān	id=g:1462313
Pushtah-ye Nāw-e Rāh	id=g:1462314
Darah-ye Mūr	id=g:1462315
Qāsh	id=g:1462316
Boghundak Chashmah	id=g:1462317
Gulī	id=g:1462318
Ghojūrak	id=g:1462319
Khushkīchah-e Suflá	id=g:1462320
Waṯahpūr	id=g:1462321
Qal‘ah-ye Safayd	id=g:1462322
Ghowch Nāw	id=g:1462323
Nāw-e Rāqōl	id=g:1462324
Nāw Shākhah	id=g:1462325
Spaydak	id=g:1462326
Dōm Jōy	id=g:1462327
Rāh Now	id=g:1462328
Lēts	id=g:1462329
Dahan-e Ghār	id=g:1462330
S̲h̲oturkhow	id=g:1462331
Chījī	id=g:1462332
Nāw-e Gandom	id=g:1462333
Qal‘ah-ye Tōp	id=g:1462334
Zar Tālā	id=g:1462335
Kōh-e Ghuljah	id=g:1462336
Band-e ‘Ajam	id=g:1462337
Daywālak	id=g:1462338
Surkhak Pārchah	id=g:1462339
Nāw-e Bārīk	id=g:1462340
Nāw-e Bārīk	id=g:1462341
Nāw Chahār Būlāq	id=g:1462342
Waṯahpūr	id=g:1462343
Wustāyān	id=g:1462344
Kōh-e Spaydak	id=g:1462345
Rashak	id=g:1462346
Qyāghak	id=g:1462347
Kōh-e Sang Qarah	id=g:1462348
Gardan Borīdah	id=g:1462349
Pōdīnahtū	id=g:1462350
Tapah-ye Pōdīnahtū	id=g:1462351
Būm-e Ghurghorī	id=g:1462352
Nāw-e Zāghchah Khānah	id=g:1462353
Nāw-e Khōshī	id=g:1462354
Nāw-e Khōshī	id=g:1462355
Katah Qal‘ah	id=g:1462356
Qal‘ah-ye Sar-e Dasht	id=g:1462357
Mīānzaī	id=g:1462358
Qal‘ah-ye Ākhūnd	id=g:1462359
Chahār Daywālī	id=g:1462360
Nāw-e Qyāghak	id=g:1462361
Nāw-e Fatḩ ‘Alī	id=g:1462362
Nāw-e Ghulām Shāh	id=g:1462363
Pōdīnah	id=g:1462364
Sīāh Kōh	id=g:1462365
Burghōsonak	id=g:1462366
Bāḏō	id=g:1462367
Kōh-e Bāḏō	id=g:1462368
Maṉē Pōzah	id=g:1462369
Rōbā Khānah	id=g:1462370
Kōh-e Gulī	id=g:1462371
Qal‘ahchah-ye ‘Olyā	id=g:1462372
Nāw-e Rāh	id=g:1462373
Sar-e Khers Kushtah	id=g:1462374
Nāw-e Dadak	id=g:1462375
Khers Kushtah	id=g:1462376
Band-e Jowdūdī	id=g:1462377
Nāw-e Qal‘ahchah	id=g:1462378
Qal‘ah-ye Karash Now	id=g:1462379
Kōh-e Saywak	id=g:1462380
Nāw Nādir	id=g:1462381
Nāw-e Rōbā Khānah	id=g:1462382
Nāw-e Jangal	id=g:1462383
Manḏī Taqī	id=g:1462384
Kōh-e Surkh Gulī	id=g:1462385
Nāw-e Gōshmuntī	id=g:1462386
Darah-ye Tangak	id=g:1462387
Sōkhtah	id=g:1462388
Tagāb-e Barg	id=g:1462389
Qal‘ah-ye Şamad	id=g:1462390
Qal‘ah-ye Bādak	id=g:1462391
Burghōsonak	id=g:1462392
Nāw-e Kōhī	id=g:1462393
Būm-e Afshar	id=g:1462394
Kōh-e Galah	id=g:1462395
Nāw-e Galah	id=g:1462396
Şad Barg	id=g:1462397
Deh-e Mushkilī	id=g:1462398
Qal‘ah-ye Wakīl	id=g:1462399
Gunbadī	id=g:1462400
Waṯah Pūr	id=g:1462401
Kōh-e Manḏī	id=g:1462402
Manḏī Ghulām Shāh	id=g:1462403
Manḏī Baghalak	id=g:1462404
Nāw-e Dūnah	id=g:1462405
Khāk Bādak	id=g:1462406
Band-e Arg	id=g:1462407
Kōh-e Kārēz	id=g:1462408
Ghojūrak	id=g:1462409
Band-e Sīāh Nāw	id=g:1462410
Khushkāb-e ‘Olyā	id=g:1462411
Khushkāb	id=g:1462412
Band-e Khushkāb	id=g:1462413
Qorōl-e Tōp	id=g:1462414
Ābtūgak	id=g:1462415
Qōreghak	id=g:1462416
Qal‘ah-ye Baghalak	id=g:1462417
Kōh-e Surkhī	id=g:1462418
Kōh-e Kandūgak	id=g:1462419
Kandūgak	id=g:1462420
Kōh-e Khāk Bādak	id=g:1462421
Kōh-e Kōshah	id=g:1462422
Sar-e Qal‘ahchah	id=g:1462423
Zangāwak	id=g:1462424
Kōh-e Pārah	id=g:1462425
Kōh-e Dahan-e Mūr	id=g:1462426
Qal‘ah-ye Sar-e Lār	id=g:1462427
Qal‘ah-ye Now	id=g:1462428
Kōh-e Jōshah	id=g:1462430
Watah Pūr	id=g:1462431
Nāw-e Bayrānah-ye Faqīr	id=g:1462432
Kōh-e Sulbī	id=g:1462433
Kham	id=g:1462434
Bāzār-e Panjāb	id=g:1462435
Dahan-e Mūr	id=g:1462436
Bālā Qal‘ah	id=g:1462437
Band-e Pas-e Nīl	id=g:1462438
Kōh-e Palāl	id=g:1462439
Sarāy-e Zard Sang	id=g:1462440
Nāw-e Burghosonak	id=g:1462441
Nāw-e Kham-e Naīzah	id=g:1462442
Nāw-e Spī Sangak	id=g:1462443
Nāw-e Deh	id=g:1462444
Chashmah-ye Kārēz	id=g:1462445
Nāw-e Paysh Band	id=g:1462446
Kōtal-e Sag Sōkhtah	id=g:1462447
Sīāh Khāk	id=g:1462448
Band-e Tōp	id=g:1462449
Kōh-e Safayd Jowzār	id=g:1462450
Nāw-e Qal‘ah	id=g:1462451
Tālah Qōl	id=g:1462452
Qal‘ah-ye Gīrō	id=g:1462453
Kōh-e Sayyid Bachah	id=g:1462454
Rāh Gardan	id=g:1462455
Darah-ye Nāw Burdah	id=g:1462456
Sīāh Darah	id=g:1462457
Kōh-e Zard	id=g:1462458
Nāw-e Zayrgak	id=g:1462459
Kaj Mazār	id=g:1462460
Nāw-e Sulbī	id=g:1462461
Kōh-e Koḏōlak	id=g:1462462
Zard Tālah	id=g:1462463
Qal‘ah-ye Pakhchak	id=g:1462464
Dahan-e Nāw	id=g:1462465
Darah-ye Dirakhtān	id=g:1462466
Sulţālī	id=g:1462467
Jōy-e Nayk Pāy	id=g:1462468
Owragā	id=g:1462469
Chashmah ‘Abidī	id=g:1462470
Kaj Now	id=g:1462471
Kōh-e Sīāh Darah	id=g:1462472
Zayrgak	id=g:1462473
Qarahqad	id=g:1462474
Dahan-e Pīrzād	id=g:1462475
Kōh-e Manḏī	id=g:1462476
Sar-e Nāw Burdah	id=g:1462477
Kōh-e Qāfizarī	id=g:1462478
Nāw-e Ātay	id=g:1462479
Band-e Sarak-e Afghānhā	id=g:1462480
Nāw-e Khāk Shakah	id=g:1462481
Saynah Būlāq	id=g:1462482
Altar Ghanagak	id=g:1462483
Qāsh	id=g:1462484
Paysh Band	id=g:1462485
Kōh-e Qurghān	id=g:1462486
Chashmah-ye Mīdī	id=g:1462487
Kōh-e Qurghān	id=g:1462488
Jowzār	id=g:1462489
Āltarghanahgak	id=g:1462490
Sīnah Būlāq	id=g:1462491
Katah Chashmah	id=g:1462492
Yasārak-e Tinah	id=g:1462493
Sīāh Khar Būlāq	id=g:1462494
Garmāb	id=g:1462495
Kōh-e Gulī	id=g:1462496
Sōrosō	id=g:1462497
Sōrosō	id=g:1462498
Kōh-e Kaj Now	id=g:1462499
Naz̧ar Bāy	id=g:1462500
Baydak	id=g:1462501
Pīrzād Shiwnah	id=g:1462502
Band-e Darāz-Gāw Khānah	id=g:1462503
Sar-e Mānghōz̄	id=g:1462504
Darah-ye Achī Sar-e Asp	id=g:1462505
Tīridō	id=g:1462506
Darah-ye Alawalī	id=g:1462507
Shāh Naz̧ar	id=g:1462508
Rāqōl	id=g:1462509
Alawalī	id=g:1462510
Kōh-e Sāyḩā	id=g:1462511
Kamāgarak	id=g:1462512
Khāk-e Shkah	id=g:1462513
Jarkanahgak	id=g:1462514
Khār Pusht	id=g:1462515
Kōh-e Zardī	id=g:1462516
Dahān-e Rāgardū	id=g:1462517
Dahān-e Mānghūz̧̄	id=g:1462518
Pāy Kas̄ālah	id=g:1462519
Band-e Sar-e Sursū	id=g:1462520
Sar-e Surū	id=g:1462521
Takburjī	id=g:1462522
Qal‘ah	id=g:1462523
Darah-ye Baldarghatō	id=g:1462524
Dahān-e Rayg-e Now	id=g:1462525
Dahān-e Tōp	id=g:1462526
Sar-e Juqōl	id=g:1462527
Mīnah Deh	id=g:1462528
Sar-e Tōp	id=g:1462529
Kōh-e Mazār	id=g:1462530
Nāwah-ye Khalīfah Ḩusaīnzād	id=g:1462531
Khwājah-Zārd	id=g:1462532
Dahān-e Tālā Qōl	id=g:1462533
Tarahpas	id=g:1462534
Shaywnah Tālā Qōl	id=g:1462535
Darah-ye Shinah Ōbêh	id=g:1462536
Dahān-e Sulţālī	id=g:1462537
Nabī	id=g:1462538
Tōbak	id=g:1462539
Paynah Murdah	id=g:1462540
Ghowchak	id=g:1462541
Towrak	id=g:1462542
Shīnyah Sabzī	id=g:1462543
Qōl-e Bayān-e Taynah	id=g:1462544
Qōl-e Bayān-e Burnah	id=g:1462545
Yasārak-e Burnah	id=g:1462546
Sar-e Sar-e Būm	id=g:1462547
Sīāh Qōl	id=g:1462548
Sīāh Kharak	id=g:1462549
Kalān Deh	id=g:1462551
Bārīkak	id=g:1462552
Nāw-e Payshband	id=g:1462553
Katah Chashmah	id=g:1462554
Shinē Rabāţ	id=g:1462555
Nāwah-ye Jīsh	id=g:1462556
Qowm-e Dehqān	id=g:1462557
Kōh-e Khārzarī	id=g:1462558
Kajak	id=g:1462559
Kharqōl	id=g:1462560
Nowrak	id=g:1462561
Nowrak	id=g:1462562
Sīāh Būmak	id=g:1462563
Sīāh Zamīn	id=g:1462564
Miyān Rōdī	id=g:1463470
Şāḩib Khān	id=g:1463471
Muḩammad Yōsuf Khāngul	id=g:1463472
Muḩammad  Ya‘qūb	id=g:1463473
Deh-e Qāẕī	id=g:1463474
Deh-e Afghānhā	id=g:1463475
Zīārat-e Mullā Qajīr	id=g:1463477
Kūnaw-e Sōkhtah	id=g:1463478
Pāshmikeh	id=g:1463483
Rām Rōd	id=g:1463487
Shēlah-ye Kuchuk	id=g:1463488
Nīchkah	id=g:1464541
Talī Gak	id=g:1464542
Dowlatābād	id=g:1464543
Zādīān	id=g:1464544
Shōr Ārīq	id=g:1464545
Buz Ārīq	id=g:1464546
Ārīq Batur	id=g:1464547
‘Arab Shāh Tōrah Khān	id=g:1464548
Rabāţ	id=g:1464549
Mīrābād	id=g:1464550
Qaramqul	id=g:1464551
Qaramqūl (3)	id=g:1464552
Shaykhah	id=g:1464553
Talī Qūdūq	id=g:1464554
Laily Sāy	id=g:1464555
Chākan	id=g:1464556
Khitai Sāy	id=g:1464557
Chahār Sāy	id=g:1464558
Zangī	id=g:1464559
Ulah	id=g:1464560
Tang-e Shōrāb	id=g:1464561
Rafak	id=g:1464562
Pusht-e Qulan	id=g:1464563
Aḩmad-e Bālā	id=g:1464564
Bīmār	id=g:1464565
Uluchak	id=g:1464566
Shikāf	id=g:1464567
Kabōd	id=g:1464568
Rāh-ye Safayd	id=g:1464569
Shikāf	id=g:1464570
