Gainda	id=g:1506733
Ozero Bol’shoye Tanatovo	id=g:1509254
Bol’shoye Sultanovo	id=g:1509255
Bol’shoye Subbotino	id=g:1509256
Bol’shoye Sorokino	id=g:1509257
Bol'shoye Sonite	id=g:1509258
Bol’shoye Shumakovo	id=g:1509259
Bol’shoye Shlyapovo	id=g:1509260
Ozero Bol’shoye Shklo-Ushkaly	id=g:1509261
Ozero Bol’shoye Shirokoye	id=g:1509262
Bol’shoye Shirokovo	id=g:1509263
Bol’shoye Shipitsyno	id=g:1509264
Ozero Bol’shoye Shchuch’ye	id=g:1509265
Ozero Bol’shoye Shchuch’ye	id=g:1509266
Ozero Bol’shoye Shchuch’ye	id=g:1509267
Ozero Bol’shoye Shchuch’ye	id=g:1509268
Bol’shoye Shchuch’ye	id=g:1509269
Bol’shoye Sedel’nikovo	id=g:1509270
Ozero Bol’shoye Satykovo	id=g:1509271
Bol’shoye Rakovo	id=g:1509272
Bol’shoye Pylino	id=g:1509273
Ozero Bol’shoye Pustoye	id=g:1509274
Bol’shoye Pul’nikovo	id=g:1509275
Ozero Bol’shoye Ptich’ye	id=g:1509276
Bol’shoye Protopopovo	id=g:1509277
Bol’shoye Prosekovo	id=g:1509278
Ozero Bol’shoye Popovo	id=g:1509279
Bol’shoye Pichugino	id=g:1509280
Bol'shoye Pezo	id=g:1509281
Bol’shoye Pes’yanoye	id=g:1509282
Pershino	id=g:1509283
Bol’shoye Panyushevo	id=g:1509284
Bol’shoye Panovo	id=g:1509285
Ozero Bol’shoye Padimey-To	id=g:1509286
Ozero Bol’shoye Ozero	id=g:1509287
Bol’shoye Ozero	id=g:1509288
Ozero Bol’shoye Ostrovnoye	id=g:1509289
Bol’shoye Ostrovnoye	id=g:1509290
Ozero Bol’shoye Osovey-To	id=g:1509291
Bol’shoye Okunëvo	id=g:1509292
Ozero Bol’shoye Okhalo	id=g:1509293
Ozero Bol’shoye Nyashnoye	id=g:1509294
Bol’shoye Nesterovo	id=g:1509295
Ozero Bol’shoye Mochalo	id=g:1509296
Ozero Bol’shoye Mit’kino	id=g:1509297
Ozero Bol’shoye Miassovo	id=g:1509298
Martino	id=g:1509299
Bol’shoye Lukino	id=g:1509300
Ozero Bol’shoye Levino	id=g:1509301
Ozero Bol’shoye Lebyazh’ye	id=g:1509302
Bol’shoye Kulach’ye	id=g:1509303
Ozero Bol’shoye Krivskoye	id=g:1509304
Bol’shoye Korov’ye	id=g:1509305
Ostrov Bol'shoye Konoshchel'ye	id=g:1509306
Bol'shoye Khoykto	id=g:1509307
Ozero Bol’shoye Kharbey-Ty	id=g:1509308
Ozero Bol’shoye Kar’kovo	id=g:1509309
Ozero Bol’shoye Karas’ye	id=g:1509310
Ozero Bol’shoye Kamyshnoye	id=g:1509311
Bol’shoye Kamennoye	id=g:1509312
Ozero Bol’shoye Kalmakskoye	id=g:1509313
Kalinovskoye	id=g:1509314
Ozero Bol’shoye Kachulino	id=g:1509315
Ozero Bol’shoye Kaban’ye	id=g:1509316
Ozero Bol’shoye Kaban’ye	id=g:1509317
Ozero Bol’shoye Kaban’ye	id=g:1509318
Bol’shoye Kaban’ye	id=g:1509319
Bol’shoye Ivonino	id=g:1509320
Bol’shoye Irkabayevo	id=g:1509321
Bol’shoye Gorodishche	id=g:1509322
Ozero Bol’shoye Gor’koye	id=g:1509323
Ozero Bol’shoye Gor’koye	id=g:1509324
Ozero Bol’shoye Gor’koye	id=g:1509325
Bol’shaya Gorbunova	id=g:1509326
Ozero Bol’shoye Fomikhino	id=g:1509327
Bol’shoye Dyuryagino	id=g:1509328
Bol’shoye Dubrovnoye	id=g:1509329
Bol’shedorokhovo	id=g:1509330
Ozero Bol’shoye Chërtovo	id=g:1509331
Bol’shoye Chausovo	id=g:1509332
Ozero Bol’shoye Butyrino	id=g:1509333
Boldyrevo	id=g:1509334
Bol’shoye Bokovo	id=g:1509335
Ozero Bol’shoye Berëzovoye	id=g:1509336
Ozero Bol’shoye Beloye	id=g:1509337
Ozero Bol’shoye Beloye	id=g:1509338
Ozero Bol’shoye Baydarskoye	id=g:1509339
Bol’shoye Bannikovo	id=g:1509340
Bol’shoye Balandino	id=g:1509341
Ozero Bol’shoye	id=g:1509342
Ozero Bol’shoye	id=g:1509343
Ozero Bol’shoye	id=g:1509344
Ozero Bol’shoye	id=g:1509345
Ozero Bol’shoye	id=g:1509346
Ozero Bol’shoye	id=g:1509347
Ozero Bol’shoye	id=g:1509348
Ozero Bol’shoye	id=g:1509349
Ozero Bol’shoye	id=g:1509350
Ozero Bol’shoye	id=g:1509351
Ozero Bol’shoye	id=g:1509352
Ozero Bol’shoye	id=g:1509353
Ozero Bol’shoye	id=g:1509354
Ozero Duvankul’	id=g:1509355
Bol'shoy Dubches	id=g:1509356
Ozero Bol’shoy Churtan	id=g:1509357
Ozero Bol’shoy Chigirim	id=g:1509358
Bol’shoy Chigas	id=g:1509359
Ozero Bol’shaya Chicha	id=g:1509360
Buzim	id=g:1509361
Bol'shoy Buzim	id=g:1509362
Bol'shoy Burluk	id=g:1509363
Ozero Bol’shoy Burlan	id=g:1509364
Blizhniy Bulanash	id=g:1509365
Bol’shoy Bor	id=g:1509366
Ozero Berkut	id=g:1509367
Bol’shoy Berkut	id=g:1509368
Ozero Bol’shoy Berchikul’	id=g:1509369
Urochishche Bol’shoy Batash	id=g:1509370
Bol’shoy Bashchelak	id=g:1509371
Bol’shoy Barlak	id=g:1509372
Bol’shoy Barandat	id=g:1509373
Bol’shoy Balyk	id=g:1509374
Bol'shoy Bal'chug	id=g:1509375
Bol’shoy Bakchar	id=g:1509376
Ozero Bol’shoy Bakal	id=g:1509377
Bol’shoy Bachat	id=g:1509378
Bol’shoy Ayëv	id=g:1509379
Bol'shoy Avam	id=g:1509380
Ozero Bol’shoy Atyazh	id=g:1509381
Bol’shoy Atmas	id=g:1509382
Bol’shoy Atlym	id=g:1509383
Bol’shoy Atlym	id=g:1509384
Ozero Bol’shoy Atkul’	id=g:1509385
Gora Bol’shoy Atalyk	id=g:1509386
Ozero Bol’shoy Ashchi-Kul’	id=g:1509387
Bol'shoy Arzybey	id=g:1509388
Bol’shoy Aryshtayev	id=g:1509389
Bol'shoy Arbay	id=g:1509390
Bol'shoy Arbay	id=g:1509391
Bol’shoy Arbat	id=g:1509392
Bol’shoy Arbat	id=g:1509393
Bol’shoy Anzas	id=g:1509394
Bol’shoy Anzas	id=g:1509395
Bol’shoy Antibes	id=g:1509396
Bol’shoy Antibes	id=g:1509397
Bol’shoy Amelich	id=g:1509398
Ozero Bol’shoy Allak	id=g:1509399
Ozero Bol’shoy Alekay	id=g:1509400
Bol’shoy Alchedat	id=g:1509401
Bol’shoy Al’bedet	id=g:1509402
Urochishche Bol’shoy Aktay	id=g:1509403
Ozero Bol’shoy Aktaban	id=g:1509404
Bol’shoy Akiyar	id=g:1509405
Akchakul’	id=g:1509406
Bol’shoy Agul	id=g:1509407
Ozero Bol’shoy Aguchak	id=g:1509408
Ozero Bol’shoy Agardyash	id=g:1509409
Bol’shoy Abakan	id=g:1509410
Sor Bol’shoy	id=g:1509411
Porog Bol'shoy	id=g:1509412
Porog Bol'shoy	id=g:1509413
Porog Bol'shoy	id=g:1509414
Ostrov Bol'shoy	id=g:1509415
Ostrov Bol'shoy	id=g:1509416
Bol’shiye Yurty	id=g:1509417
Bol’shiye Yegusty	id=g:1509418
Bol’shiye Yarki	id=g:1509419
Vorota	id=g:1509420
Bol'shiye Ury	id=g:1509421
Bol’shiye Uki	id=g:1509422
Bol’shiye Turaly	id=g:1509423
Bol’shiye Tunzy	id=g:1509424
Ozero Bol’shiye Tungusly	id=g:1509425
Ozero Bol’shiye Tukmakty	id=g:1509426
Bol’shiye Tugry	id=g:1509427
Ozero Bol’shiye Toroki	id=g:1509428
Bol’shiye Tayly	id=g:1509429
Bol'shiye Syry	id=g:1509430
Bol'shiye Syry	id=g:1509431
Bol'shiye Sushnyaki	id=g:1509432
Bol’shiye Shogany	id=g:1509433
Bol’shiye Shibety	id=g:1509434
Bol’shiye Seity	id=g:1509435
Bol’shiye Roshchi	id=g:1509436
Ozero Bol’shiye Rakity	id=g:1509437
Ostrova Bol’shiye Oranskiye	id=g:1509438
Ozero Bol’shiye Murly	id=g:1509439
Bol’shiye Murly	id=g:1509440
Bol’shiye Muny	id=g:1509441
Porog Bol’shiye Mli	id=g:1509442
Bol’shiye Luki	id=g:1509443
Bol’shiye Leushi	id=g:1509444
Ozero Bol’shiye Kutarly	id=g:1509445
Bol’shiye Kurgaydy	id=g:1509446
Bol’shiye Kuliki	id=g:1509447
Bol’shiye Kuchki	id=g:1509448
Ozero Bol’shiye Koshkuli	id=g:1509449
Bol'shiye Kopeny	id=g:1509450
Bol'shiye Knyshi	id=g:1509451
Urochishche Bol’shiye Klyuchi	id=g:1509452
Bol'shiye Klyuchi	id=g:1509453
Urochishche Bol’shiye Kazarmy	id=g:1509454
Bol’shiye Kaysy	id=g:1509455
Ozero Bol’shiye Kasli	id=g:1509456
Ozero Bol’shiye Karasumy	id=g:1509457
Bol’shiye Ity	id=g:1509458
Ozero Bol’shiye Irdyagi	id=g:1509459
Bol’shiye Gorshki	id=g:1509460
Ozero Bol’shiye Donki	id=g:1509461
Bol’shiye Chili	id=g:1509462
Bol’shiye Chandyri	id=g:1509463
Ozero Bol’shiye Biryuli	id=g:1509464
Ozero Bol’shiye Baklandy	id=g:1509465
Ozero Bol’shiye Allaki	id=g:1509466
Bol’shiye	id=g:1509467
Bol’shoye Zarosloye	id=g:1509468
Yeniseyskoye	id=g:1509469
Bol’sheyamnoye	id=g:1509470
Bol'shevik Sovkhoz	id=g:1509471
Sovkhoz Bol’shevik	id=g:1509472
Kolkhoz Bol’shevik	id=g:1509473
Kolkhoz Bol’shevik	id=g:1509474
Bol'shevik Kolkhoz	id=g:1509475
Kolkhoz Bol’shevik	id=g:1509476
Kolkhoz Bol’shevik	id=g:1509477
Bol’shevik	id=g:1509478
Bol’shevik	id=g:1509479
Bol’shevik	id=g:1509480
Urochishche Bol’shevik	id=g:1509481
Bol’sheverstovskiy	id=g:1509482
Bol’she-Vachpugol’skoye	id=g:1509483
Bol'sheuluyskiy Rayon	id=g:1509484
Bolshe-Ulalinskiy	id=g:1509485
Bol’sheukovskiy Rayon	id=g:1509486
Sovkhoz Bol’sheukovskiy	id=g:1509487
Ozero Bol’shoye Uimskoye	id=g:1509488
Bol’sheugrenevo	id=g:1509489
Bol'she-Tiberkul'skaya	id=g:1509490
Bol’shetarkhovo	id=g:1509491
Bol’shaya Sorovskaya	id=g:1509492
Bol’sherech’ye	id=g:1509493
Bol’sherech’ye	id=g:1509494
Bol’sherechenskiy Rayon	id=g:1509495
Bol’sherechenskiy	id=g:1509496
Bol’shoye Priyutnoye	id=g:1509497
Ostrov Bol’shoy Poperechnyy	id=g:1509498
Sovkhoz Bol’shepeschanskiy	id=g:1509499
Bol’shaya Peschanka	id=g:1509500
Bol’shepeschanka	id=g:1509501
Bol’shenikol’skoye	id=g:1509502
Bol’shenikol’skoye	id=g:1509503
Bol’shenikol’skoye	id=g:1509504
Bol'shemurtinskiy Rayon	id=g:1509505
Bol’shaya Mostovaya	id=g:1509506
Bol’shoye Mokhovoye	id=g:1509507
Ozero Bol’she-Mogil’noye	id=g:1509508
Bol’she-Mogil’noye	id=g:1509509
Bol’shemit’kino	id=g:1509510
Bol’she-Megipugol’skaya	id=g:1509511
Bol'shelopatina	id=g:1509512
Bol’she-Lar’yakskiye	id=g:1509513
Kvashninskoye	id=g:1509514
Bol’she-Kuskurgul’skiye	id=g:1509515
Bol’shoye Kureynoye	id=g:1509516
Sovkhoz Bol’shekureinskiy	id=g:1509517
Bol’shekrutaya	id=g:1509518
Ozero Bol’she-Krivoye	id=g:1509519
Bol’shoye Krivinskoye	id=g:1509520
Ozero Bol’she-Komuslinskoye	id=g:1509521
Sovkhoz Bol’shekamenskiy	id=g:1509522
Bol’shoye Kamennoye	id=g:1509523
Bol’shoye Gusinoye	id=g:1509524
Ozero Bol’she-Gor’koye	id=g:1509525
Ozero Bol’she-Gor’koye	id=g:1509526
Bol’shedorozhnyy	id=g:1509527
Ozero Bol’she-Dolgoye	id=g:1509528
Ozero Bol’shoye Chusovskoye	id=g:1509529
Bol’shaya Chërnaya	id=g:1509530
Bol’shebrusyanskoye	id=g:1509531
Sovkhoz Bol’sheatmasskiy	id=g:1509532
Bol’she-Al’bedetskoye	id=g:1509533
Bol’shaya Zyryanka	id=g:1509534
Bol’shaya Zyryanka	id=g:1509535
Bol’shaya Zlatogorka	id=g:1509536
Zhuravlëva	id=g:1509537
Bol’shaya Zerkal’tseva	id=g:1509538
Bol’shaya Zalomka	id=g:1509539
Bol’shaya Zaimka	id=g:1509540
Yuzhakovo	id=g:1509541
Bol’shaya Yurma	id=g:1509542
Bol’shaya Yuksa	id=g:1509543
Bol'shaya Yudinka	id=g:1509544
Bol’shaya Yevva	id=g:1509545
Bol’shaya Yes’	id=g:1509546
Bol’shaya Yerzovka	id=g:1509547
Bol’shaya Yerma	id=g:1509548
Bol’shaya Yerma	id=g:1509549
Bol’shaya Yerëmka	id=g:1509550
Bol’shaya Yerba	id=g:1509551
Bol’shaya Yerba	id=g:1509552
Bol’shaya Yemel’yashevka	id=g:1509553
Urochishche Yelovka	id=g:1509554
Bol'shaya Yelovaya	id=g:1509555
Bol’shaya Yegusta	id=g:1509556
Bol’shaya Yegoldokova	id=g:1509557
Bol’shaya Yaumbayeva	id=g:1509558
Bol’shaya Yangoza	id=g:1509559
Bol'shaya Yangota	id=g:1509560
Yelan’	id=g:1509561
Bol’shaya Vyderka	id=g:1509562
Bol’shaya Vyazovka	id=g:1509563
Bol'shaya Volch'ya	id=g:1509564
Viktor’yevka	id=g:1509565
Bol'shaya Vesnina	id=g:1509566
Bol’shaya Vatyl’ka	id=g:1509567
Bol’shaya Vasil’yevka	id=g:1509568
Bol'shaya Varlamovka	id=g:1509569
Bol’shaya Utka	id=g:1509570
Bol’shaya Usmakova	id=g:1509571
Bol’shaya Usa	id=g:1509572
Bol'shaya Urya	id=g:1509573
Bol'shaya Urya	id=g:1509574
Bol’shaya Umyt’ya	id=g:1509575
Bol’shaya Ul’trakova	id=g:1509576
Bol'shaya Ul'ka	id=g:1509577
Bol’shaya Ulen’	id=g:1509578
Bol’shaya Tyulyakova	id=g:1509579
Bol’shaya Tyubil’	id=g:1509580
Bol’shaya Tyksa	id=g:1509581
Bol’shaya Turup’ya	id=g:1509582
Bol’shaya Tula	id=g:1509583
Trubina	id=g:1509584
Bol’shaya Treskova	id=g:1509585
Bol’shaya Totydeottayakha	id=g:1509586
Bol’shaya Takhta	id=g:1509587
Ozero Bol’shaya Tissa	id=g:1509589
Bol’shaya Tikhaya	id=g:1509590
Bol'shaya Tes'	id=g:1509591
Ozero Bol’shaya Terenya	id=g:1509592
Bol’shaya Terekhtyul’	id=g:1509593
Bol’shaya Terekta	id=g:1509594
Bol'shaya Tepsel'	id=g:1509595
Bol'shaya Tel'	id=g:1509596
Bol’shaya Tebendya	id=g:1509597
Bol’shaya Tayly	id=g:1509598
Bol’shaya Tava	id=g:1509599
Bol’shaya Tava	id=g:1509600
Bol’shaya Tatarka	id=g:1509601
Bol’shaya Tata	id=g:1509602
Bol’shoye Taskino	id=g:1509603
Bol'shaya Tareya	id=g:1509604
Bol’shaya Tanlova	id=g:1509605
Bol'shaya Talovka	id=g:1509606
Bol’shaya Talovka	id=g:1509607
Bol’shaya Talovka	id=g:1509608
Bol’shaya Talota	id=g:1509609
Bol’shaya Talda	id=g:1509610
Bol’shaya Syya	id=g:1509611
Bol’shaya Suyeta	id=g:1509612
Ozero Bol’shoy Sungul’	id=g:1509613
Bol’shaya Sumul’ta	id=g:1509614
Bol’shaya Sulaga	id=g:1509615
Bol'shaya Suklemikha	id=g:1509616
Bol’shesukhoputnoye	id=g:1509617
Bol’shaya Stogovka	id=g:1509618
Bol’shaya Step’	id=g:1509619
Bol'shaya Spoloshnaya	id=g:1509620
Bol’shaya Sos’va	id=g:1509621
Bol'shaya Sonite	id=g:1509622
Bol’shaya Sliznëva	id=g:1509623
Urochishche Bol’shaya Siya	id=g:1509624
Bol’shaya Siul’ta	id=g:1509625
Bol'shaya Sigovaya	id=g:1509626
Bol'shaya Shush'	id=g:1509627
Shush'	id=g:1509628
Bol'shaya Shorikha	id=g:1509629
Bol’shaya Shora	id=g:1509630
Bol’shaya Shirta	id=g:1509631
Bol’shaya Shelkovka	id=g:1509632
Bol’shaya Seya	id=g:1509633
Bol’shaya Seya	id=g:1509634
Bol’shaya Sen’kina	id=g:1509635
Bol’shaya Semënovka	id=g:1509636
Bol’shaya Semënova	id=g:1509637
Bol’shaya Sarovka	id=g:1509638
Bol’shaya Salyr’	id=g:1509639
Bol'shaya Salba	id=g:1509640
Bol’shaya Safonikha	id=g:1509641
Bol’shaya Rusyanka	id=g:1509642
Bol’sheromanovka	id=g:1509643
Bol'shaya Romanikha	id=g:1509644
Bol’shaya Rogovaya	id=g:1509645
Bol'shaya Rodina	id=g:1509646
Bol’shaya Riga	id=g:1509647
Bol’shaya Rechka	id=g:1509648
Bol'shaya Rechka	id=g:1509649
Bol’shaya Rechka	id=g:1509650
Bol’shaya Rechka	id=g:1509651
Bol’shaya Rechka	id=g:1509652
Bol’sherechka	id=g:1509653
Bol’shaya Rechka	id=g:1509654
Bol’shaya Rechka	id=g:1509655
Bol’shaya Rechka	id=g:1509656
Bol’shaya Rechka	id=g:1509657
Rebrovka	id=g:1509658
Bol'shaya Rassokha	id=g:1509659
Bol’shaya Ramyl’	id=g:1509660
Bol’shaya Pustyn’	id=g:1509661
Bol’shaya Pristan’	id=g:1509662
Bol’shaya Pokrovka	id=g:1509663
Bol’shaya Pogorelka	id=g:1509664
Bol’shaya Pikovka	id=g:1509665
Pikovka	id=g:1509666
Bol’shaya Pay-Pudyna	id=g:1509667
Bol’shaya Pashnya	id=g:1509668
Bol'shaya Pashkina	id=g:1509669
Gora Bol’shaya Padeya	id=g:1509670
Bol’shaya Oyu	id=g:1509671
Bol'shaya Oya	id=g:1509672
Bol’shaya Otmel’	id=g:1509673
Bol’shaya Olym’ya	id=g:1509674
Bol’shaya Okunëvka	id=g:1509675
Bol’shaya Okunëvka	id=g:1509676
Bol’shaya Ob’	id=g:1509677
Bol’shaya Nyursa	id=g:1509678
Bol'shaya Nirunda	id=g:1509679
Bol’shaya Nikolayevka	id=g:1509680
Bol'shaya Nichka	id=g:1509681
Bol’shaya Nertseta	id=g:1509682
Bol’shaya Nekhoroshevka	id=g:1509683
Bol’shaya Natal’yevka	id=g:1509684
Bol’shaya Naliminka	id=g:1509685
Bol'shaya Murta	id=g:1509686
Bol'shaya Murozhnaya	id=g:1509687
Molva	id=g:1509688
Bol’shaya Mokrushka	id=g:1509689
Bol’shaya Milya	id=g:1509690
Bol’shaya Metlyakovka	id=g:1509691
Bol'shaya Mel'nichnaya	id=g:1509692
Bol'shaya Mayetka	id=g:1509693
Ozero Bol’shaya Lyaga	id=g:1509694
Bol’shaya Losikha	id=g:1509695
Gora Bol’shaya Lopatinskaya	id=g:1509696
Bol’shaya Listvennaya	id=g:1509697
Bol’shaya Leushinka	id=g:1509698
Bol’shaya Lebyazh’ya	id=g:1509699
Bol'shaya Layda	id=g:1509700
Bol’shaya Kyrkyla	id=g:1509701
Urochishche Bol’shaya Kyl’ya	id=g:1509702
Bol'shaya Kyksa	id=g:1509703
Bol’shaya Kuzya	id=g:1509704
Bol'shaya Kuzeyeva	id=g:1509705
Bol’shaya Kuysarina	id=g:1509706
Bol’shaya Kuskova	id=g:1509707
Ozero Bol'shaya Kurluska	id=g:1509708
Bol’shaya Kuma	id=g:1509709
Gora Bol’shaya Kul’-Tayga	id=g:1509710
Bol'shaya Kulizha	id=g:1509711
Bol’shaya Krivoshchëkova	id=g:1509712
Bol’shaya Krasnoyarka	id=g:1509713
Bol'shaya Kozharka	id=g:1509714
Bol’shaya Korta	id=g:1509715
Bol’shaya Korta	id=g:1509716
Bol’shaya Korta	id=g:1509717
Verkh-Koptëlka	id=g:1509718
Bol’shaya Koptanka	id=g:1509719
Bol’shaya Kon’ga	id=g:1509720
Bol’shaya Kochevka	id=g:1509721
Bol’shaya Kobyasheva	id=g:1509722
Bol’shaya Khuutayakha	id=g:1509723
Bol’shaya Khoyakha	id=g:1509724
Bol’shaya Khosaya	id=g:1509725
Bol’shaya Khe-Yakha	id=g:1509726
Bol’shaya Kheta	id=g:1509727
Bol'shaya Kheta	id=g:1509728
Bol’shaya Khayma	id=g:1509729
Bol’shaya Kharvotta	id=g:1509730
Bol'shaya Khakoma	id=g:1509731
Bol’shaya Khadyta	id=g:1509732
Bol’shaya Khadyr’yakha	id=g:1509733
Bol'shaya Ket'	id=g:1509734
Bol'shaya Ket'	id=g:1509735
Bol'shaya Kesa	id=g:1509736
Kedrovka	id=g:1509737
Bol’shaya Kazantseva	id=g:1509738
Bol’shaya Kazanka	id=g:1509739
Bol’shaya Kazakbayeva	id=g:1509740
Bol’shaya Kayla	id=g:1509741
Ozëra Bol’shaya Kavyka	id=g:1509742
Bol’shaya Kaskara	id=g:1509743
Ozero Bol’shaya Nanoga	id=g:1509744
Kamyshenka	id=g:1509745
Bol’shaya Kamala	id=g:1509746
Bol’shaya Kalmanka	id=g:1509747
Bol’shaya Kalinovka	id=g:1509748
Bol’shaya Kairka	id=g:1509749
Bol’shaya Ivel’	id=g:1509750
Bol’shaya Isyangil’dina	id=g:1509751
Bol'shaya Irba	id=g:1509752
Bol'shaya Irba	id=g:1509753
Bol'shaya Inya	id=g:1509754
Ozero Bol’shaya Indra	id=g:1509755
Bol’shaya Iksa	id=g:1509756
Bol’shaya Igiza	id=g:1509757
Bol'shaya Idra	id=g:1509758
Bol’shaya Icha	id=g:1509759
Bol’shaya Gryaznukha	id=g:1509760
Bol’shaya Gryaznukha	id=g:1509761
Bol’shaya Griva	id=g:1509762
Bol'shaya Gonda	id=g:1509763
Ozero Bol’shaya Glyaden’	id=g:1509764
Bol’shaya Galka	id=g:1509765
Bol'shaya Fat'yanikha	id=g:1509766
Dubynka	id=g:1509767
Bol'shaya Dashka	id=g:1509768
Ozero Bol’shaya Chumanka	id=g:1509769
Ozero Bol’shaya Chulan-Kul’	id=g:1509770
Bol'shaya Chërnaya	id=g:1509771
Chërnaya	id=g:1509772
Bol’shaya Chërnaya	id=g:1509773
Bol’shaya Cherga	id=g:1509774
Bol'shaya Cherëmukhovaya	id=g:1509775
Bol’shaya Cheremshanka	id=g:1509776
Bol’shaya Cheremshanka	id=g:1509777
Bol’shaya Cheremshanka	id=g:1509778
Bol’shaya Chërnaya	id=g:1509779
Dal’nyaya Byn’ga	id=g:1509780
Bol'shaya Bootankaga	id=g:1509781
Borovlyanka	id=g:1509782
Bol’shaya Borodavka	id=g:1509783
Bol’shaya Bogomel’	id=g:1509784
Bol'shaya Bobrovka	id=g:1509785
Bobrovka	id=g:1509786
Bol’shaya Blinnikova	id=g:1509787
Bol’shaya Biryusa	id=g:1509788
Bol’shaya Bicha	id=g:1509789
Bol’shaya Bicha	id=g:1509790
Bol'shaya Bes'	id=g:1509791
Bol'shaya Berëzovaya	id=g:1509792
Ozero Bol’shaya Bel’ya	id=g:1509793
Bol'shaya Belousova	id=g:1509794
Ozero Bol’shaya Bechmelya	id=g:1509795
Bol'shaya Ayamba	id=g:1509796
Bol'shaya Avda	id=g:1509797
Bol'shaya Avda	id=g:1509798
Bol’shaya Anikina	id=g:1509799
Bol'shaya Alga	id=g:1509800
Ozero Bol’shaya Akulya	id=g:1509801
Bol’shaya	id=g:1509802
Bol'shaya	id=g:1509803
Bol’shaya	id=g:1509804
Bol’shaya	id=g:1509805
Bol'shaya	id=g:1509806
Bol’shaya	id=g:1509807
Bol'shaya	id=g:1509808
Bol’shanina	id=g:1509809
Bol’shakovskiy	id=g:1509810
Bol’shakovo	id=g:1509811
Bol’shakovka	id=g:1509812
Bol’shak	id=g:1509813
Bolotovskoye	id=g:1509814
Bolotovo	id=g:1509815
Bolotovka	id=g:1509816
Afonchikova	id=g:1509817
Ostrov Bolotnyy	id=g:1509818
Bolotnoye	id=g:1509819
Bolotninskiy Rayon	id=g:1509820
Sovkhoz Bolotninskiy	id=g:1509821
Stantsiya Bolotnaya	id=g:1509822
Bolotnaya	id=g:1509823
Bolotnaya	id=g:1509824
Bolotnaya	id=g:1509825
Urochishche Bolotnoye	id=g:1509826
Bolina	id=g:1509827
Urochishche Belguzha	id=g:1509828
Boleslayevka	id=g:1509829
Boldyrevka	id=g:1509830
Bolchary	id=g:1509831
Bolban”yu	id=g:1509832
Bolbanyu	id=g:1509833
Bolakino	id=g:1509834
Bokson	id=g:1509835
Bokson	id=g:1509836
Bokovoye	id=g:1509837
Bokovo	id=g:1509838
Bokholdyy	id=g:1509839
Ozero Boguty	id=g:1509840
Mys Bogushevicha	id=g:1509841
Bogunay	id=g:1509842
Meteorologicheskaya Stantsiya Bogunay	id=g:1509843
Boguchany	id=g:1509844
Boguchanskiy Rayon	id=g:1509845
Bogradskiy Rayon	id=g:1509846
Bograd	id=g:1509847
Razvaliny Bogoyavlenka	id=g:1509848
Bogotol'skiy Zavod	id=g:1509849
Bogotol'skiy Rayon	id=g:1509850
Bogotol’skiy	id=g:1509851
Bogotol	id=g:1509852
Bogotol	id=g:1509853
Stantsiya Bogoslovsk	id=g:1509854
Bogoslovka	id=g:1509855
Bogoslovka	id=g:1509856
Bogoslovka	id=g:1509857
Bogoslovka	id=g:1509858
Bogoslovka	id=g:1509859
Bogoslovka	id=g:1509860
Bogoslovka	id=g:1509861
Bogoslovka	id=g:1509862
Bogorodskiy	id=g:1509863
Bogorodskaya	id=g:1509864
Bogolyubovka	id=g:1509865
Bogolyubovka	id=g:1509866
Bogodukhovka	id=g:1509867
Bogodukhovka	id=g:1509868
Bogdatskiy	id=g:1509869
Bogdashka	id=g:1509870
Bogdany	id=g:1509871
Bogdany	id=g:1509872
Bogdanovskiy	id=g:1509873
Bogdanovskiy	id=g:1509874
Bogdanovo	id=g:1509875
Bogdanovo	id=g:1509876
Bogdanovo	id=g:1509877
Bogdanovka	id=g:1509878
Bogdanovka	id=g:1509879
Bogdanovka	id=g:1509880
Bogdanovka	id=g:1509881
Bogdanovka	id=g:1509882
Bogdanovka	id=g:1509883
Bogdanovka	id=g:1509884
Bogdanovka	id=g:1509885
Bogdanovka	id=g:1509886
Bogdanovichskiy Rayon	id=g:1509887
Bogdanovich	id=g:1509888
Bogatyrëvka	id=g:1509889
Bogatyrëvka	id=g:1509890
Sovkhoz Bogatyr’	id=g:1509891
Ozero Bogatskoye	id=g:1509892
Bogatskoye	id=g:1509893
Bogatovka	id=g:1509894
Bogatikha	id=g:1509895
Bogatënkova	id=g:1509896
Bogashevo	id=g:1509897
Ozero Boganidskoye	id=g:1509898
Vozvyshennost' Boganida-Tas	id=g:1509899
Boganida	id=g:1509900
Boganida	id=g:1509901
Bogandinskiy	id=g:1509902
Bogachëvo	id=g:1509903
Bogachëvka	id=g:1509904
Ozero Bodopoykoye	id=g:1509905
Bochkari	id=g:1509906
Bochkari	id=g:1509907
Sovkhoz Bochkarevskiy	id=g:1509908
Bochkarëvskiy	id=g:1509909
Bochkarëvo	id=g:1509910
Bochkarëvo	id=g:1509911
Bochkarëvka	id=g:1509912
Bochkarëvka	id=g:1509913
Bochino	id=g:1509914
Boochi	id=g:1509915
Bocherinskiy	id=g:1509916
Bochata	id=g:1509917
Bochanka	id=g:1509918
Bochanikha	id=g:1509919
Bobyl’sk	id=g:1509920
Bobylëvo	id=g:1509921
Bobylëva	id=g:1509922
Bobuchak	id=g:1509923
Bobry	id=g:1509924
Bobry	id=g:1509925
Bobrovskoye	id=g:1509926
