Plav	id=g:509074
Starina	id=g:621482
Starina	id=g:621483
Starina	id=g:621484
Starina	id=g:621485
Starina	id=g:621486
Starina	id=g:621487
Starina	id=g:621488
Starina	id=g:621489
Starin	id=g:621490
Starevo	id=g:621491
Stare-Klementynovo	id=g:621492
Starei	id=g:621493
Stare Budy	id=g:621494
Starchuny	id=g:621495
Starchenyata	id=g:621496
Starch	id=g:621497
Staraya Yablonka	id=g:621498
Staraya Vodva	id=g:621499
Staraya Tukhinya	id=g:621500
Staraya Travna	id=g:621501
Staraya Smolyarnya	id=g:621502
Staraya Sloboda	id=g:621503
Staraya Shmatovka	id=g:621504
Staraya Sharoyevshchina	id=g:621505
Staraya Serebryanka	id=g:621506
Staraya Ryminka	id=g:621507
Staraya Rudnya	id=g:621508
Staraya Rudnya	id=g:621509
Staraya Ruditsa	id=g:621510
Staraya Ruda	id=g:621511
Staraya Pereseka	id=g:621512
Staraya Niva	id=g:621513
Staraya Moshchanitsa	id=g:621514
Staraya Mileyevka	id=g:621515
Staraya Mezinovka	id=g:621516
Staraya Malinovka	id=g:621517
Staraya Lezhnëvka	id=g:621518
Staraya Lepel’	id=g:621519
Staraya Kopyl’	id=g:621520
Staraya Khalapovka	id=g:621521
Staraya Kazakovshchizna	id=g:621522
Staraya Kamenka	id=g:621523
Staraya Gumna	id=g:621524
Staraya Frolovka	id=g:621525
Staraya Dubrova	id=g:621526
Staraya Dubova	id=g:621527
Staraya Dubinka	id=g:621528
Staraya Bukhalovka	id=g:621529
Staraya Budovka	id=g:621530
Staraya Buda	id=g:621531
Staraya Buda	id=g:621532
Staraya Buda	id=g:621533
Staraya Buda	id=g:621534
Staraya Boyarshchina	id=g:621535
Staraya Byelitsa	id=g:621536
Staraya Belitsa	id=g:621537
Staraya Belitsa	id=g:621538
Staraya Alëshnya	id=g:621539
Star’	id=g:621540
Stanyushki	id=g:621541
Stanyuki	id=g:621542
Stan’kovo	id=g:621543
Stan’kovo	id=g:621544
Stankovichi	id=g:621545
Stanki	id=g:621546
Stanislavtsy	id=g:621547
Stanislavovo	id=g:621548
Stanislavovo	id=g:621549
Staneleviche	id=g:621550
Stan’chyki	id=g:621551
Stan	id=g:621552
Stalka Vtoraya	id=g:621553
Stalka Pervaya	id=g:621554
Stalka	id=g:621555
Stalinskiy	id=g:621556
Stalino	id=g:621557
Stalino	id=g:621558
Stal’bovshchina	id=g:621559
Stakhy	id=g:621560
Stakhovtsy	id=g:621561
Stakhovskiy	id=g:621562
Stakhovshchina	id=g:621563
Stakhava	id=g:621564
Staiki	id=g:621565
Stai	id=g:621566
Stai	id=g:621567
Stai	id=g:621568
Stai	id=g:621569
Stabury	id=g:621570
Sredniye Pechi	id=g:621571
Sredniye Malynichi	id=g:621572
Sredniy Dyatel	id=g:621573
Spyaglitsa	id=g:621574
Spyagla	id=g:621575
Spusha Stava	id=g:621576
Spushanka	id=g:621577
Sprugi	id=g:621578
Sprindy	id=g:621579
Sprimachëv	id=g:621580
Vozyera Sporawskaye	id=g:621581
Sporava	id=g:621582
Spornoye	id=g:621583
Sporkovshchizna	id=g:621584
Spondy	id=g:621585
Sperizh’ye	id=g:621586
Spaykovshchina	id=g:621587
Spasskoye	id=g:621588
Spartak	id=g:621589
Spanovka	id=g:621590
Sozon-Vladimirovskiy	id=g:621591
Soyki	id=g:621592
Soyedinitel’nyy Kanal	id=g:621593
Sovna	id=g:621594
Sovlovo	id=g:621595
Sovin	id=g:621596
Soveyki	id=g:621597
Savyetski Rayon	id=g:621598
Savyetski Rayon	id=g:621599
Sovetskaya Moroch’	id=g:621600
Sosnyagi	id=g:621601
Sosny	id=g:621602
Sosnuvka	id=g:621603
Sosnuvka	id=g:621604
Sosnovyy Bor	id=g:621605
Sosnovskiy	id=g:621606
Stantsiya Sosnovka	id=g:621607
Sovkhoz Sosnovka	id=g:621608
Sosnovka	id=g:621609
Sosnovka	id=g:621610
Sosnovka	id=g:621611
Sosnovka	id=g:621612
Sosnovka	id=g:621613
Sosnovitsa	id=g:621614
Sosno	id=g:621615
Sosnitsa	id=g:621616
Sosnitsa	id=g:621617
Sosnitsa	id=g:621618
Soshna	id=g:621619
Sosenka	id=g:621620
Sorzovo	id=g:621621
Sorzhitsa	id=g:621622
Sorokovshchina	id=g:621623
Soroki	id=g:621624
Soroki	id=g:621625
Soroki	id=g:621626
Sorogi	id=g:621627
Sorochino	id=g:621628
Sorochino	id=g:621629
Sorochi	id=g:621630
Sorgovtse	id=g:621631
Sopyazhinka	id=g:621632
Soprany	id=g:621633
Sopotskin	id=g:621634
Sonichi	id=g:621635
Somry	id=g:621636
Somonovo	id=g:621637
Somole	id=g:621638
Somino	id=g:621639
Stantsiya Soly	id=g:621640
Soly	id=g:621641
Soltanovshchizna	id=g:621642
Soltanovka	id=g:621643
Soltanovka	id=g:621644
Soltanovka	id=g:621645
Soltanishki	id=g:621646
Solov’yëv	id=g:621647
Solov’ye	id=g:621648
Solovichi	id=g:621649
Solov’i	id=g:621650
Solovey	id=g:621651
Solotin	id=g:621652
Solonoye	id=g:621653
Soloniki	id=g:621654
Ozero Solonets	id=g:621655
Solone	id=g:621656
Solonay	id=g:621657
Solon	id=g:621658
Solon	id=g:621659
Solomenka	id=g:621660
Sologubov	id=g:621661
Solodukhi	id=g:621662
Solishki	id=g:621663
Salihorski Rayon	id=g:621664
Sokorovo	id=g:621665
Sokolyanka	id=g:621666
Sokolyanka	id=g:621667
Sokoly	id=g:621668
Sokol Vinogradov	id=g:621669
Sakalowka	id=g:621670
Sokolovskiy	id=g:621671
Sokolovo	id=g:621672
Sakalova	id=g:621673
Sokolovo	id=g:621674
Sokolovka	id=g:621675
Sokolovka	id=g:621676
Sokolovichi	id=g:621677
Sokol’niki Vtoryye	id=g:621678
Sokol’niki Pervyye	id=g:621679
Sokol’niki	id=g:621680
Sokol’nichi	id=g:621681
Sokolishche	id=g:621682
Sokolinyy	id=g:621683
Sokolino	id=g:621684
Sokol’	id=g:621685
Sokha	id=g:621686
Soino	id=g:621687
Sachywki	id=g:621688
Sobolyany	id=g:621689
Sobol’ki	id=g:621690
Soboli	id=g:621691
Soboli	id=g:621692
Soboli	id=g:621693
Sobolevshchina	id=g:621694
Sobolevka Lapina	id=g:621695
Kanal Sobel’skiy	id=g:621696
Snytki	id=g:621697
Snyadin’	id=g:621698
Ozero Snudy	id=g:621699
Snov	id=g:621700
Stantsyya Snitava	id=g:621701
Snitava	id=g:621702
Snitnitsa	id=g:621703
Snigyany	id=g:621704
Snegi	id=g:621705
Smychok	id=g:621706
Smuga	id=g:621707
Smorodnik	id=g:621708
Smorodinka	id=g:621709
Smorki	id=g:621710
Smarhonski Rayon	id=g:621711
Stantsiya Smorgon’	id=g:621712
Smarhon’	id=g:621713
Stantsiya Smol’yany	id=g:621714
Smolyany	id=g:621715
Smalyany	id=g:621716
Smolyantsy	id=g:621717
Smolyantsy	id=g:621718
Smolyanitsa	id=g:621719
Smolyaki	id=g:621720
Smolovka	id=g:621721
Smol’nitsa	id=g:621722
Smol’kovskaya Buda	id=g:621723
Smol’ka	id=g:621724
Smolitsa	id=g:621725
Smolichi	id=g:621726
Smolevshchina	id=g:621727
Smalyavitski Rayon	id=g:621728
Smalyavichy	id=g:621729
Smolegov	id=g:621730
Smogorino	id=g:621731
Smilovichi	id=g:621732
Smil’gini	id=g:621733
Smetanichi	id=g:621734
Smetanichi	id=g:621735
Smyerdz’	id=g:621736
Smedino	id=g:621737
Smal’ki	id=g:621738
Slyanovo	id=g:621739
Slutski Rayon	id=g:621740
Slutsk	id=g:621741
Sluch’ Mil’cha	id=g:621742
Sluch	id=g:621743
Sloveni	id=g:621744
Sloveni	id=g:621745
Slovechno	id=g:621746
Slovatichi	id=g:621747
Sloust	id=g:621748
Slotsishki	id=g:621749
Slopishche	id=g:621750
Slonimtsy	id=g:621751
Slonimski Rayon	id=g:621752
Slonimskaya Vozyshennost’	id=g:621753
Slonim	id=g:621754
Slonevshchina	id=g:621755
Slomyanka	id=g:621756
Slabudka	id=g:621757
Slobodka Pervaya	id=g:621758
Slobodka	id=g:621759
Slobodka	id=g:621760
Slobodka	id=g:621761
Slobodka	id=g:621762
Slobodka	id=g:621763
Slobodka	id=g:621764
Slobodka	id=g:621765
Slobodka	id=g:621766
Slobodka	id=g:621767
Slobodka	id=g:621768
Slobodka	id=g:621769
Slobodka	id=g:621770
Slobodka	id=g:621771
Slobodka	id=g:621772
Slobodka	id=g:621773
Slobodka	id=g:621774
Slobodka	id=g:621775
Slobodka	id=g:621776
Slobodka	id=g:621777
Slobodka	id=g:621778
Slobodka	id=g:621779
Slobodka	id=g:621780
Slobodka	id=g:621781
Slobodka	id=g:621782
Slobodka	id=g:621783
Slobodka	id=g:621784
Slobodka	id=g:621785
Slobodka	id=g:621786
Slobodka	id=g:621787
Slobodka	id=g:621788
Slobodka	id=g:621789
Sloboda-Zherebychi	id=g:621790
Sloboda Rovenskaya	id=g:621791
Sloboda-Pyrasheva	id=g:621792
Sloboda Paul’ye	id=g:621793
Sloboda Lyushevskaya	id=g:621794
Sloboda-Kuchinka	id=g:621795
Sloboda	id=g:621796
Sloboda	id=g:621797
Sloboda	id=g:621798
Sloboda	id=g:621799
Sloboda	id=g:621800
Sloboda	id=g:621801
Sloboda	id=g:621802
Sloboda	id=g:621803
Sloboda	id=g:621804
Sloboda	id=g:621805
Sloboda	id=g:621806
Sloboda	id=g:621807
Sloboda	id=g:621808
Sloboda	id=g:621809
Sloboda	id=g:621810
Sloboda	id=g:621811
Sloboda	id=g:621812
Sloboda	id=g:621813
Sloboda	id=g:621814
Sloboda	id=g:621815
Sloboda	id=g:621816
Sloboda	id=g:621817
Sloboda	id=g:621818
Sloboda	id=g:621819
Sloboda	id=g:621820
Sloboda	id=g:621821
Sloboda	id=g:621822
Sloboda	id=g:621823
Sloboda	id=g:621824
Sloboda	id=g:621825
Slizhino	id=g:621826
Slizhi	id=g:621827
Slizheno	id=g:621828
S’lipki	id=g:621829
Slidets	id=g:621830
Slidchany	id=g:621831
Slesari	id=g:621832
Slepyanka	id=g:621833
Sleptsy	id=g:621834
Slepnya	id=g:621835
Slenzaki	id=g:621836
Sledyuki	id=g:621837
Slawharad	id=g:621838
Slavnya	id=g:621839
Slavnoye	id=g:621840
Slavkovo	id=g:621841
Slavkovichi	id=g:621842
Slavki	id=g:621843
Slavinskiy	id=g:621844
Slavichi	id=g:621845
Slawharadski Rayon	id=g:621846
Slavchynenta	id=g:621847
Slavan’	id=g:621848
Slasteny	id=g:621849
Slabsny	id=g:621850
Skvarsk	id=g:621851
Skur’yaty	id=g:621852
Skuraty	id=g:621853
Skuraty	id=g:621854
Skuraty	id=g:621855
Skuplin	id=g:621856
Skulovichi	id=g:621857
Skryshëvo	id=g:621858
Skrypitsa	id=g:621859
Skryna	id=g:621860
Skryl’skaya Slobodka	id=g:621861
Skrygalovo	id=g:621862
Skryabinki	id=g:621863
Skrobovo Gurne	id=g:621864
Skrobovo Dol’ne	id=g:621865
Skrobovo	id=g:621866
Skriplitsa	id=g:621867
Skriniki	id=g:621868
Stantsiya Skribovtsy	id=g:621869
Skorzhiki	id=g:621870
Skorynki	id=g:621871
Skory	id=g:621872
Skortsy	id=g:621873
Skorody	id=g:621874
Skorodnoye	id=g:621875
Skoroditsa	id=g:621876
Skorichi	id=g:621877
Skolodina	id=g:621878
Skolodina	id=g:621879
Skoklevo	id=g:621880
Prypynachny Punkt Skoki	id=g:621881
Skoki	id=g:621882
Skobroye	id=g:621883
Skobrovka	id=g:621884
Sknarevichi	id=g:621885
Sklimin	id=g:621886
Skinderovka	id=g:621887
Stantsiya Skidel’	id=g:621888
Skhody	id=g:621889
Skha	id=g:621890
Skepnya	id=g:621891
Skavyshki	id=g:621892
Skavshin	id=g:621893
Skartyn’	id=g:621894
Skarby	id=g:621895
Skamenovshchizna	id=g:621896
Skalka	id=g:621897
Skalin	id=g:621898
Skakunovshchina	id=g:621899
Skakovka	id=g:621900
Ozero Skachal’skoye	id=g:621901
Skaby	id=g:621902
Skabin	id=g:621903
Sivtsy	id=g:621904
Sivtsy	id=g:621905
Sivtsy	id=g:621906
Sivtsova	id=g:621907
Sivtse	id=g:621908
Sivoshin	id=g:621909
Sivitskiye	id=g:621910
Sivitsa	id=g:621911
Sivitsa	id=g:621912
Sivinka	id=g:621913
Sivaki	id=g:621914
Sittse Male	id=g:621915
Sitnya	id=g:621916
Ozero Sitno	id=g:621917
Sitnitsa	id=g:621918
Sitniki	id=g:621919
Sitna	id=g:621920
Sititsk	id=g:621921
Sitavichi	id=g:621922
Stantsiya Sirotino	id=g:621923
Sirotino	id=g:621924
Sirod	id=g:621925
Sipovichi	id=g:621926
Siporovskaya Sloboda	id=g:621927
Sipayly	id=g:621928
Sinyavskaya Sloboda	id=g:621929
Sinyavka	id=g:621930
Sinyany	id=g:621931
Sinyagovo	id=g:621932
Sintsy	id=g:621933
Sinsk	id=g:621934
Sin’kovo	id=g:621935
Sin’ki	id=g:621936
Sinkyevichy	id=g:621937
Sinitskoye Pole	id=g:621938
Sinichki	id=g:621939
Sinichino	id=g:621940
Sinevichi	id=g:621941
Sinelo	id=g:621942
Sincha	id=g:621943
Simonovka	id=g:621944
Simonovichi	id=g:621945
Simonovichi	id=g:621946
Simonichi	id=g:621947
Simanovichi	id=g:621948
Simakovo	id=g:621949
Sil’vanovtsy	id=g:621950
Silichi	id=g:621951
Sihnyevichy	id=g:621952
Sidrichina	id=g:621953
Sidoryshki	id=g:621954
Sidorovtse	id=g:621955
Sidorovka	id=g:621956
Sidorovka	id=g:621957
Sidorovichi	id=g:621958
Sidorovichi	id=g:621959
Sidornichi	id=g:621960
Sidorki	id=g:621961
Sibyaki	id=g:621962
Shyyki	id=g:621963
Shypuliche	id=g:621964
Shyl’vy-Bur	id=g:621965
Shylki	id=g:621966
Shylaki	id=g:621967
Shykoviche	id=g:621968
Shveylyany	id=g:621969
Shvedy	id=g:621970
Shvedy	id=g:621971
Shvarovka	id=g:621972
Shvakshty	id=g:621973
Shvaby	id=g:621974
Shutovichi	id=g:621975
Shutnoye	id=g:621976
Shustiki	id=g:621977
Shuritsa	id=g:621978
Shupeyki	id=g:621979
Shupeni	id=g:621980
Shupeni	id=g:621981
Shundry	id=g:621982
Shumovshchina	id=g:621983
Shumovka	id=g:621984
Shumilinski Rayon	id=g:621985
Shumilina	id=g:621986
Shumenichskiye	id=g:621987
Shumelishki	id=g:621988
Shulyatino	id=g:621989
Shulyaki	id=g:621990
Shulyaki	id=g:621991
Shul’niki	id=g:621992
Shukhvosty	id=g:621993
Stantsiya Shukhovtsy	id=g:621994
Shugayevo	id=g:621995
Shugaley	id=g:621996
Shudovtsy	id=g:621997
Shubniki	id=g:621998
Shubniki	id=g:621999
Shtykhovshchyzna	id=g:622000
Shtanyuki	id=g:622001
Shtanovo	id=g:622002
Shpil’ki	id=g:622003
Shpanuvka	id=g:622004
Shpakovshchina	id=g:622005
Shpaki	id=g:622006
Shoteni	id=g:622007
Shostakovo	id=g:622008
Shostaki	id=g:622009
Shostaki	id=g:622010
Shostaki	id=g:622011
Shostaki	id=g:622012
Shosha	id=g:622013
Shokovshchyzna	id=g:622014
Ozero Sho	id=g:622015
Sho	id=g:622016
Shnitsy	id=g:622017
Shnitovka Vtoraya	id=g:622018
Shnitovka	id=g:622019
Shnitki	id=g:622020
Shnipki	id=g:622021
Boloto Shman’kovo	id=g:622022
Shmaki	id=g:622023
Urochishche Shlyubel’	id=g:622024
Shlyki	id=g:622025
Shlyakhotki	id=g:622026
Shlyakh Il’icha	id=g:622027
Shkury	id=g:622028
Shkuraty	id=g:622029
Shkuntiki	id=g:622030
Shkornyakovka	id=g:622031
Shklyantsy	id=g:622032
Shklowski Rayon	id=g:622033
Shklow	id=g:622034
Shklennikovo	id=g:622035
Shkele	id=g:622036
Shkava	id=g:622037
Shitkovka	id=g:622038
Shitiki	id=g:622039
Shishkova	id=g:622040
Shishki	id=g:622041
Shishki	id=g:622042
Shishevo	id=g:622043
Shishchitsy	id=g:622044
Shirokouvel’ye	id=g:622045
Shirokiy	id=g:622046
Shirokaya	id=g:622047
Shirki	id=g:622048
Shirki	id=g:622049
Shipy	id=g:622050
Shipovichi	id=g:622051
Shipki	id=g:622052
Shipilovichi	id=g:622053
Shinkovtsy	id=g:622054
Shinkovo	id=g:622055
Shinki	id=g:622056
Shimanovka	id=g:622057
Shily	id=g:622058
Shilovichi	id=g:622059
Shilovichi	id=g:622060
Shilovichi	id=g:622061
Shilovichi	id=g:622062
Shilovichi	id=g:622063
Shilin	id=g:622064
Shikhovo	id=g:622065
Shiichi	id=g:622066
Shibeki	id=g:622067
Sheypyaki	id=g:622068
Sheypichi	id=g:622069
Sheypichi	id=g:622070
Sheyka	id=g:622071
Sheyka	id=g:622072
Sheybakpol’	id=g:622073
Shevnya	id=g:622074
Ozero Shevino	id=g:622075
Shevernichi	id=g:622076
Sheveli	id=g:622077
Shestovichi	id=g:622078
Shestkovo	id=g:622079
Shestily	id=g:622080
Stantsiya Shesterovka	id=g:622081
Shesterovka	id=g:622082
Shestaki	id=g:622083
Sherstovo	id=g:622084
Sherstin	id=g:622085
Shershuny	id=g:622086
Shershni	id=g:622087
Sherkino	id=g:622088
Sherikhovskaya Buda	id=g:622089
Sharashova	id=g:622090
Shepotovichi	id=g:622091
Sheperevo	id=g:622092
Shepeli	id=g:622093
Shepelëvka	id=g:622094
Shepelevichi	id=g:622095
Sheni	id=g:622096
Shemetovshchina	id=g:622097
Shemëtovo	id=g:622098
Shemëtovo	id=g:622099
Shemëtovka	id=g:622100
Shemeli	id=g:622101
Shemberovo	id=g:622102
Shelyagi	id=g:622103
Shelukhovka	id=g:622104
Shelomy	id=g:622105
Ozero Shelokhovo	id=g:622106
Shelodonovka	id=g:622107
Shëlkovo	id=g:622108
Shelkovichi	id=g:622109
Shelki	id=g:622110
Sheki	id=g:622111
Shchurichi	id=g:622112
Shchuchyn	id=g:622113
Shchuchynski Rayon	id=g:622114
Shchuchino	id=g:622115
Shchotki	id=g:622116
Shchorsy	id=g:622117
Shchopany	id=g:622118
Shcholkuny	id=g:622119
Shchity	id=g:622120
Shchittsy	id=g:622121
Shchitov	id=g:622122
Shchitomirichi	id=g:622123
Shchitno	id=g:622124
Shchitkovichi	id=g:622125
Shchiptsy	id=g:622126
Shchibri	id=g:622127
Shchiba	id=g:622128
Shchezher’	id=g:622129
Shchetinka	id=g:622130
Shcharchova	id=g:622131
Shcherby	id=g:622132
Shcherbovo	id=g:622133
Shcherbovka	id=g:622134
Shcherboviche	id=g:622135
Shcherbiny	id=g:622136
Shcherbava	id=g:622137
Shcherbaki	id=g:622138
Shchepovshchina	id=g:622139
Shchepanovichi	id=g:622140
Shchensnoviche	id=g:622141
Shchenets	id=g:622142
Shchëloki	id=g:622143
Shchekotsk	id=g:622144
Shchëkotovo	id=g:622145
Shcheglovka	id=g:622146
Urochishche Shcheglovitovshchina	id=g:622147
Shcheglitsa	id=g:622148
Shchavry	id=g:622149
Shchara	id=g:622150
Shchara	id=g:622151
Shchadryn	id=g:622152
Shayeyevka	id=g:622153
Shavry	id=g:622154
Shavnevo	id=g:622155
Shavlyany	id=g:622156
Shavely	id=g:622157
Shatsk	id=g:622158
Stantsiya Shatsilki	id=g:622159
Shatrovo	id=g:622160
Shatrovo	id=g:622161
Shatneva	id=g:622162
Shatkovo	id=g:622163
Shat’ki	id=g:622164
Shatilovo	id=g:622165
Shatilovka	id=g:622166
Shat’	id=g:622167
Shashkovshchina	id=g:622168
Shashki	id=g:622169
Shashalovka	id=g:622170
Sharylino	id=g:622171
Stantsiya Sharybovka	id=g:622172
Sharybovka	id=g:622173
Sharpilovka	id=g:622174
Sharpilovka	id=g:622175
Sharoyevka	id=g:622176
Stantsiya Sharkovshchizna	id=g:622177
Sharkowshchynski Rayon	id=g:622178
Sharkowshchyna	id=g:622179
Sharki	id=g:622180
Sharipy	id=g:622181
Shariny	id=g:622182
Shareyki	id=g:622183
Shareyki	id=g:622184
Sharagi	id=g:622185
Sharabaye Staroye	id=g:622186
Sharabaye Novoye	id=g:622187
Shapurovo	id=g:622188
Shaptichi	id=g:622189
Shaprony	id=g:622190
Shapochitsy	id=g:622191
Shapeli	id=g:622192
Shapechino	id=g:622193
Shapchitsy	id=g:622194
Shantirovo	id=g:622195
Shamovshchina	id=g:622196
Shamovo	id=g:622197
Shamki	id=g:622198
Shalypa	id=g:622199
Shalushina	id=g:622200
Shalayevka	id=g:622201
Shalashniki	id=g:622202
Shalameya	id=g:622203
Shalagiry	id=g:622204
Shakury	id=g:622205
Shakuny	id=g:622206
Shaiterovo	id=g:622207
Shafranovo	id=g:622208
Shabyn’ka	id=g:622209
Shabuni	id=g:622210
Shabry	id=g:622211
Sezeny	id=g:622212
Seylovichi	id=g:622213
Sevryuki	id=g:622214
Sevki	id=g:622215
Severnoye Belishchino	id=g:622216
Setnoye	id=g:622217
Seterniki	id=g:622218
Setcha	id=g:622219
Sestronki	id=g:622220
Sestrëntsy	id=g:622221
Ozero Sesito	id=g:622222
Seryye	id=g:622223
Seryagi	id=g:622224
Ozero Servech’	id=g:622225
Servech’	id=g:622226
Servech’	id=g:622227
Servech	id=g:622228
Ozero Serokorotnya	id=g:622229
Serokorotenka	id=g:622230
Sernichki	id=g:622231
Sermyazhenka	id=g:622232
Serkuti	id=g:622233
Serkovitsy	id=g:622234
Serguchskiy Kanal	id=g:622235
Serguch	id=g:622236
Sergi	id=g:622237
Sergeyki	id=g:622238
Ozero Sergeyevskoye	id=g:622239
Sergeyevka	id=g:622240
Sergeyevichi	id=g:622241
Sergeyevichi	id=g:622242
Sergeyevichi	id=g:622243
Serenchany	id=g:622244
Seredoma	id=g:622245
Stantsiya Serednyaki	id=g:622246
Seredina	id=g:622247
Serebryanka	id=g:622248
Serebryanka	id=g:622249
Serebrishche	id=g:622250
Seradovo	id=g:622251
Sepishchevo	id=g:622252
Senskaya	id=g:622253
Senozhatki	id=g:622254
Senozhatki	id=g:622255
Stantsiya Senopressoval’nyy Zavod	id=g:622256
Ozero Senno	id=g:622257
Syanno	id=g:622258
Senno	id=g:622259
Sennichi	id=g:622260
Syennyenski Rayon	id=g:622261
Sennaya	id=g:622262
Sennaya	id=g:622263
Senna	id=g:622264
Sen’kovshchina	id=g:622265
Sen’kovo	id=g:622266
Sen’kovo	id=g:622267
Sen’kovo	id=g:622268
Sen’kova	id=g:622269
Sen’kov	id=g:622270
Raz”yezd Syenkyevichy	id=g:622271
Senkevichi	id=g:622272
Senkenenta	id=g:622273
Senitsa	id=g:622274
Senishche	id=g:622275
Senezhitsy	id=g:622276
Semyuny	id=g:622277
Semukachi	id=g:622278
Semkovo	id=g:622279
Semkovo	id=g:622280
Semkov-Gorodok	id=g:622281
Semkova Slobodka	id=g:622282
Semikovka	id=g:622283
Syamihostsichy	id=g:622284
Semezhevo	id=g:622285
Semeyki	id=g:622286
Semerniki	id=g:622287
Semerenki	id=g:622288
Semënovshchina	id=g:622289
Semënovo	id=g:622290
Semënovo	id=g:622291
Semënovka	id=g:622292
Semënovka	id=g:622293
Semënovka	id=g:622294
Semënovichi	id=g:622295
Semënovichi	id=g:622296
Semën’kovichi	id=g:622297
Semenets	id=g:622298
Stantsiya Semashki	id=g:622299
Selyuty	id=g:622300
Ozero Selyavskoye	id=g:622301
Selyavshchina	id=g:622302
Ozero Selyava	id=g:622303
Selyatki	id=g:622304
Sel’tsy	id=g:622305
Sel’tsy	id=g:622306
Sel’tsy	id=g:622307
Sel’tso Beloye	id=g:622308
Sel’tso	id=g:622309
Selo	id=g:622310
Selivanovskiye	id=g:622311
Selitskoye	id=g:622312
Selishche	id=g:622313
Selishche	id=g:622314
Selishche	id=g:622315
Selishche	id=g:622316
Selishche	id=g:622317
Selishche	id=g:622318
Selishche	id=g:622319
Selishche	id=g:622320
Selishche	id=g:622321
Selishche	id=g:622322
Selishche	id=g:622323
Selishche	id=g:622324
Selishche	id=g:622325
Selishcha	id=g:622326
Selionovka	id=g:622327
Seliba	id=g:622328
Seliba	id=g:622329
Selezni	id=g:622330
Selevichi	id=g:622331
Seletskoye	id=g:622332
Selets-Kholopeyev	id=g:622333
Ozero Selets	id=g:622334
Selets	id=g:622335
Selets	id=g:622336
Selets	id=g:622337
Selets	id=g:622338
Selets	id=g:622339
Selets	id=g:622340
Selets	id=g:622341
Selets	id=g:622342
Selets	id=g:622343
Selets	id=g:622344
Selets	id=g:622345
Selets	id=g:622346
Selets	id=g:622347
Selekta	id=g:622348
Seledtsova	id=g:622349
Sekirichi	id=g:622350
Sekezhytse	id=g:622351
Sekerichi	id=g:622352
Sedzeneviche	id=g:622353
Sedlovtsy	id=g:622354
Sedlisski	id=g:622355
Seditsa	id=g:622356
Sedin	id=g:622357
Sedeyki	id=g:622358
Stantsiya Sedcha	id=g:622359
Sebyakhi	id=g:622360
Sebrovichi	id=g:622361
Sbornyy	id=g:622362
Sbornyy	id=g:622363
Sazonovka	id=g:622364
Sazonova	id=g:622365
Saylyuki	id=g:622366
Sayevshchina	id=g:622367
Savskiy Bor	id=g:622368
Savovshchina	id=g:622369
Savost’yanovichi	id=g:622370
Savoni	id=g:622371
Savluki	id=g:622372
Savkovo	id=g:622373
Savka	id=g:622374
Savitskiye	id=g:622375
Saviny	id=g:622376
Savin Rog	id=g:622377
Savinichi	id=g:622378
Savinichi	id=g:622379
Savichki	id=g:622380
Savichi	id=g:622381
Savichi	id=g:622382
Savichi	id=g:622383
Savichi	id=g:622384
Savichi	id=g:622385
Savichi	id=g:622386
Savichi	id=g:622387
Savichi	id=g:622388
Savichi	id=g:622389
Savdenivichi	id=g:622390
Savchenki	id=g:622391
Savchenki	id=g:622392
Savalyuvka	id=g:622393
Sava	id=g:622394
Sautki	id=g:622395
Sas’kovka	id=g:622396
Saska Lipka	id=g:622397
Sashytsa	id=g:622398
Sar’ya	id=g:622399
Ozero Sarro	id=g:622400
Saroki	id=g:622401
Sarochytse	id=g:622402
Sarnopol’	id=g:622403
Sarmatia	id=g:622404
Sardyki	id=g:622405
Sarachi	id=g:622406
Sapronovo	id=g:622407
Saprinovichi	id=g:622408
Sapozhok	id=g:622409
Sapozhki	id=g:622410
Sapalino	id=g:622411
Sanyuki	id=g:622412
Stantsiya Sanovo	id=g:622413
Sanniki	id=g:622414
Sanni	id=g:622415
Samulki	id=g:622416
Samsonovka	id=g:622417
Samoylavichy	id=g:622418
Samotevichi	id=g:622419
Samokhvalovichi	id=g:622420
Samokhvalova	id=g:622421
Samodumka	id=g:622422
Samishche	id=g:622423
Samarovichi	id=g:622424
Saltanovo	id=g:622425
Saltanovka	id=g:622426
Sal’niki	id=g:622427
Salihorsk	id=g:622428
Salat’ye	id=g:622429
Salabuta	id=g:622430
Sakovshchina	id=g:622431
Sakovshchina	id=g:622432
Sakovichi	id=g:622433
Sakovichi	id=g:622434
Sakovichi	id=g:622435
Stantsiya Saki	id=g:622436
Saki	id=g:622437
Sakharovka	id=g:622438
Sakharova	id=g:622439
Safonovka	id=g:622440
Safonovka	id=g:622441
Safeysk	id=g:622442
Sadybka	id=g:622443
Sadovyy	id=g:622444
Sadovy	id=g:622445
Sadovshchina	id=g:622446
Sadovichi	id=g:622447
Rzhavtsy	id=g:622448
Rzhavka	id=g:622449
Rzhavka	id=g:622450
Rzhavka	id=g:622451
Rzhavka	id=g:622452
Rzhavets	id=g:622453
Rzhavets	id=g:622454
Ryzhkovichi	id=g:622455
Ryzhkov	id=g:622456
Ryum	id=g:622457
Rytets	id=g:622458
Ryten’	id=g:622459
Ryta	id=g:622460
Ryslavl’	id=g:622461
Ryskov	id=g:622462
Rysino	id=g:622463
Rynkyany	id=g:622464
Rynkovka	id=g:622465
Ryndyuny	id=g:622466
