Egwa	id=g:2343836
Bornesu	id=g:2346796
Bori Zinha	id=g:2346797
Borin Dawa	id=g:2346798
Boria	id=g:2346799
Bori	id=g:2346800
Borgu Game Reserve	id=g:2346801
Borgomi	id=g:2346802
Bore	id=g:2346803
Boragu	id=g:2346804
Bopo	id=g:2346805
Boor	id=g:2346806
Mayo Bonu	id=g:2346807
Bonu	id=g:2346808
Bonu	id=g:2346809
Bonongo	id=g:2346810
Bonny River	id=g:2346811
Bonny	id=g:2346812
Bonni	id=g:2346813
River Boni	id=g:2346814
Bongvong	id=g:2346815
Bongo	id=g:2346816
Bongna Hills	id=g:2346817
Bongladi	id=g:2346818
Bongi	id=g:2346819
Bongara	id=g:2346820
Bongajero Hill	id=g:2346821
Bonga	id=g:2346822
Bonga	id=g:2346823
Bonga	id=g:2346824
River Bong	id=g:2346825
Bong	id=g:2346826
Bondor Marsh	id=g:2346827
Bonani	id=g:2346828
Bonamari	id=g:2346829
Bomu	id=g:2346830
Bomu	id=g:2346831
Bongni	id=g:2346832
Bomo	id=g:2346833
Bombula Bula-Wosa	id=g:2346834
Bombula Bula-Fali	id=g:2346835
Bombata	id=g:2346836
Bom Bami	id=g:2346837
Boma Point	id=g:2346838
Bomala	id=g:2346839
Boma Hill	id=g:2346840
Boma Head	id=g:2346841
Bomadi Creek	id=g:2346842
Bomadi	id=g:2346843
River Boma	id=g:2346844
Boma	id=g:2346845
Boma	id=g:2346846
Bolowojaiye	id=g:2346847
Bolougbene	id=g:2346848
Bolorunduro	id=g:2346849
Bolorunduro	id=g:2346850
Bolorunduro	id=g:2346851
Bolorunduro	id=g:2346852
Bolori	id=g:2346853
Bololo	id=g:2346854
Boloko	id=g:2346855
Bolobolore	id=g:2346856
Bolo-Bolo	id=g:2346857
River Bolleri	id=g:2346858
Bolleri	id=g:2346859
Bolkolo	id=g:2346860
Bolki	id=g:2346861
Bolki	id=g:2346862
Boli	id=g:2346863
Boli	id=g:2346864
Boler Creek	id=g:2346865
Boolairi	id=g:2346866
Bole	id=g:2346867
Bolama	id=g:2346868
Bolakel Villages	id=g:2346869
Bolaii	id=g:2346870
Bolai	id=g:2346871
Boladna	id=g:2346872
Bolabunji	id=g:2346873
Bola	id=g:2346874
Bola	id=g:2346875
Bola	id=g:2346876
Bokwari	id=g:2346877
Boku	id=g:2346878
Boku	id=g:2346879
Boku	id=g:2346880
Bakoni Hill	id=g:2346881
Bokolori	id=g:2346882
Bokoko	id=g:2346883
Bokoki	id=g:2346884
Boko	id=g:2346885
Boko	id=g:2346886
Bokkos	id=g:2346887
Bokki	id=g:2346888
Bokki	id=g:2346889
Bokki	id=g:2346890
Bokken	id=g:2346891
Bokiau	id=g:2346892
Bokani	id=g:2346893
Boju-Ega	id=g:2346894
Bojude	id=g:2346895
Boju	id=g:2346896
Bojov	id=g:2346897
Bojohum	id=g:2346898
Bojimay	id=g:2346899
Boji Hill	id=g:2346900
Boji-Boji	id=g:2346901
Boji	id=g:2346902
Boikadi	id=g:2346903
Boigo	id=g:2346904
River Boi	id=g:2346905
Boi	id=g:2346906
Boi	id=g:2346907
Boher	id=g:2346908
Bogwas	id=g:2346909
Bogurum	id=g:2346910
Bogunmbe	id=g:2346911
Bogundu	id=g:2346912
Bogun	id=g:2346913
Bogumari	id=g:2346914
Bogu	id=g:2346915
Bogoro Hill	id=g:2346916
Bogoro Hill	id=g:2346917
Bogoro	id=g:2346918
Bogoro	id=g:2346919
Bogoi Hill	id=g:2346920
Bogi	id=g:2346921
Boggare	id=g:2346922
Boggare	id=g:2346923
Boggare	id=g:2346924
Bogene	id=g:2346925
Bogboru	id=g:2346926
Bogari	id=g:2346927
Bogalere	id=g:2346928
Boga	id=g:2346929
Bofowo	id=g:2346930
Bofowo	id=g:2346931
Bofawa	id=g:2346932
Bodwai	id=g:2346933
Boduri	id=g:2346934
Boduri	id=g:2346935
Bodude	id=g:2346936
Bodor	id=g:2346937
Bodor	id=g:2346938
Bodole	id=g:2346939
Bodoje	id=g:2346940
Bodo	id=g:2346941
Bodo	id=g:2346942
Bodo	id=g:2346943
Bodo	id=g:2346944
Bodinga	id=g:2346945
Bodinga	id=g:2346946
Bodinga	id=g:2346947
Bodinga	id=g:2346948
Bodinga	id=g:2346949
Bodeyel	id=g:2346950
Bode Sadu	id=g:2346951
Bodere	id=g:2346952
Bode Olude	id=g:2346953
Bode Olla	id=g:2346954
Bodenu	id=g:2346955
Bodel	id=g:2346956
Bodel	id=g:2346957
Bode Igbo	id=g:2346958
Bode Ase	id=g:2346959
River Bode	id=g:2346960
Boda	id=g:2346961
Bode	id=g:2346962
Bodare	id=g:2346963
Boda	id=g:2346964
Boborokun	id=g:2346965
Bobore	id=g:2346966
Bobo	id=g:2346967
Bobo	id=g:2346968
Bobo	id=g:2346969
Bobi	id=g:2346970
Bobi	id=g:2346971
Bob Erie Lake	id=g:2346972
Bobe	id=g:2346973
Bobbini	id=g:2346974
Dobare	id=g:2346975
Boba	id=g:2346976
Boagundu	id=g:2346977
Blukono	id=g:2346978
Bluff Point	id=g:2346979
Bluff Point	id=g:2346980
Blo	id=g:2346981
Blind Creek	id=g:2346982
Blake	id=g:2346983
Black Point	id=g:2346984
Blablin	id=g:2346985
Bizigu Hills	id=g:2346986
Bizigu	id=g:2346987
Bizgi	id=g:2346988
Bize	id=g:2346989
Biyok	id=g:2346990
Biye	id=g:2346991
Biyamusu	id=g:2346992
Bivor	id=g:2346993
Biu Plateau	id=g:2346994
Biu	id=g:2346995
Bitup	id=g:2346996
Bitta	id=g:2346997
Bitogi	id=g:2346998
Bitoa	id=g:2346999
Bitirldumbwal	id=g:2347000
Bitirhuya	id=g:2347001
Bitel Karemi	id=g:2347002
Bitelbe	id=g:2347003
Bitawa Hills	id=g:2347004
Bitari	id=g:2347005
Bitar	id=g:2347006
Bital	id=g:2347007
Bisura	id=g:2347008
Bisugua	id=g:2347009
Bisugu	id=g:2347010
River Bissaula	id=g:2347011
Bissaula	id=g:2347012
Bisku	id=g:2347013
Bisiugi	id=g:2347014
Bisichi Bluff	id=g:2347015
River Bisichi	id=g:2347016
Bisichi	id=g:2347017
Bisi	id=g:2347018
Bishua	id=g:2347019
River Bishiwa	id=g:2347020
Bishiwai	id=g:2347021
Bishiki	id=g:2347022
Bishigh	id=g:2347023
Bishi	id=g:2347024
Bishewa	id=g:2347025
Bishe	id=g:2347026
Bisaye	id=g:2347027
Bisapers	id=g:2347028
Bisanti	id=g:2347029
Bisallah	id=g:2347030
Bisagbene	id=g:2347031
Bisagbene	id=g:2347032
Bisagana	id=g:2347033
Bisa	id=g:2347034
Bisa	id=g:2347035
Birjingo	id=g:2347036
Birshi	id=g:2347037
Birri	id=g:2347038
Biro Okiki	id=g:2347039
Biro	id=g:2347040
Birniwa	id=g:2347041
Birnin Zauma	id=g:2347042
Birnin Yero	id=g:2347043
Birnin Wari	id=g:2347044
Birnin Tudu	id=g:2347045
Birnin Tudu	id=g:2347046
Birnin Tudu	id=g:2347047
Birnin Rijiy	id=g:2347048
Baba Mutum	id=g:2347049
Birnin Maye	id=g:2347050
Birnin Maurida	id=g:2347051
Birnin Mala	id=g:2347052
Birnin Mailafia	id=g:2347053
Birnin Magaji	id=g:2347054
Birnin Madi	id=g:2347055
Birnin Lafia	id=g:2347056
Birnin Kudu	id=g:2347057
Birnin Kogo	id=g:2347058
Birnin Kebbi	id=g:2347059
Birnin Gwari Forest Reserve	id=g:2347060
Sofo-Birnin-Gwari	id=g:2347061
Birnin Gwari	id=g:2347062
Goga	id=g:2347063
Birnin Dutse Hill	id=g:2347064
Birnin Debi	id=g:2347065
Birnin Barwa	id=g:2347066
Birnin Bako	id=g:2347067
Birni Gide	id=g:2347068
Tsofan Birni	id=g:2347069
Birni	id=g:2347070
Birni	id=g:2347071
Birni	id=g:2347072
Birnawa	id=g:2347073
Birna	id=g:2347074
Birminawa	id=g:2347075
Birizi	id=g:2347076
Biriri	id=g:2347077
Birim	id=g:2347078
Birikincha	id=g:2347079
Birjin Gwanki	id=g:2347080
Birji	id=g:2347081
Birin	id=g:2347082
Biriji	id=g:2347083
Biriji	id=g:2347084
Biriji	id=g:2347085
Biri Filani	id=g:2347086
Biridega	id=g:2347087
Biri Bolawa	id=g:2347088
Biribis	id=g:2347089
Biribiri	id=g:2347090
Biribai	id=g:2347091
Biri	id=g:2347092
Biri	id=g:2347093
Birgi	id=g:2347094
Birci	id=g:2347095
Birakondo	id=g:2347096
Biradu	id=g:2347097
Bira	id=g:2347098
Biokutawa	id=g:2347099
Bioku	id=g:2347100
Biokpongo	id=g:2347101
Biogbolo	id=g:2347102
Biogbe	id=g:2347103
Biobale	id=g:2347104
Bio Aguobiri	id=g:2347105
Binywa	id=g:2347106
Binyu	id=g:2347107
Binyeri	id=g:2347108
Bin Yauri	id=g:2347109
Binukonu	id=g:2347110
Binua	id=g:2347111
Binto	id=g:2347112
Binowo	id=g:2347113
Binowi	id=g:2347114
Binjin Muza	id=g:2347115
Binji	id=g:2347116
Binjel Sabarumowa	id=g:2347117
Biniki	id=g:2347118
Binidodogha	id=g:2347119
Bini	id=g:2347120
Bingi	id=g:2347121
Bingi	id=g:2347122
Bingel Sarkin-Koni	id=g:2347123
River Bingan	id=g:2347124
Binduldul	id=g:2347125
Bindirim	id=g:2347126
River Bindiri	id=g:2347127
Bindim	id=g:2347128
Bindim	id=g:2347129
Bindigi	id=g:2347130
Danduku	id=g:2347131
Bindawa	id=g:2347132
Binda Kura	id=g:2347133
Binda Beli	id=g:2347134
Binchi	id=g:2347135
Binawa	id=g:2347136
Binawa	id=g:2347137
Bina	id=g:2347138
Bina	id=g:2347139
Bimi	id=g:2347140
Bimari Marsh	id=g:2347141
Lake Bimari	id=g:2347142
Bimari	id=g:2347143
Bima Hills	id=g:2347144
Bima	id=g:2347145
Mayo Bilu	id=g:2347146
Bilsin	id=g:2347147
Billi	id=g:2347148
Bille Creek	id=g:2347149
Bille	id=g:2347150
Bille	id=g:2347151
Bille	id=g:2347152
Bilite	id=g:2347153
Biliri Laushi	id=g:2347154
Biliri	id=g:2347155
Bilikani	id=g:2347156
River Bilidi	id=g:2347157
River Biliang	id=g:2347158
Bilelam	id=g:2347159
Bilel	id=g:2347160
Bilbi	id=g:2347161
Bilazi	id=g:2347162
Bilatum	id=g:2347163
Bila Malabu	id=g:2347164
Bilakirde	id=g:2347165
Bilahima	id=g:2347166
Bilachi	id=g:2347167
Bilachi	id=g:2347168
Bilabri	id=g:2347169
Bilabirin	id=g:2347170
Bila	id=g:2347171
Bila	id=g:2347172
Bikwo	id=g:2347173
Bikwala	id=g:2347174
Bikpe	id=g:2347175
Bikorogha	id=g:2347176
Bikkiri	id=g:2347177
Bikaratu	id=g:2347178
Bikal	id=g:2347179
Bika	id=g:2347180
Bika	id=g:2347181
Bijur	id=g:2347182
Bijimi	id=g:2347183
Bijimi	id=g:2347184
Bijim	id=g:2347185
Bijik	id=g:2347186
Bijik	id=g:2347187
Bijibiji	id=g:2347188
Bijeje	id=g:2347189
Biito	id=g:2347190
Bigoro	id=g:2347191
Biginni	id=g:2347192
Bigi	id=g:2347193
Bigi	id=g:2347194
Bigi	id=g:2347195
River Bigbi	id=g:2347196
Biga Bozare	id=g:2347197
Biardi	id=g:2347198
Biem	id=g:2347199
Bido	id=g:2347200
Bidawa	id=g:2347201
Bidawa	id=g:2347202
Bidanko	id=g:2347203
Bidako	id=g:2347204
Bidako	id=g:2347205
Bidafu	id=g:2347206
Bida	id=g:2347207
Bida	id=g:2347208
Bida	id=g:2347209
Bichi	id=g:2347210
Biche	id=g:2347211
Bibori	id=g:2347212
Bibarkui	id=g:2347213
Bibalkui	id=g:2347214
Biantubu	id=g:2347215
Biang	id=g:2347216
Bialaso	id=g:2347217
Biala	id=g:2347218
Biakpan	id=g:2347219
Biakpan Beach	id=g:2347220
Biagbene	id=g:2347221
Bia Buki	id=g:2347222
Bia	id=g:2347223
Bezel Hill	id=g:2347224
Beya	id=g:2347225
Mayo Bewa	id=g:2347226
Betukwel	id=g:2347227
Betsesere	id=g:2347228
Beti Bappawo	id=g:2347229
Beti	id=g:2347230
Bethel	id=g:2347231
Betem	id=g:2347232
Betekuta	id=g:2347233
Bete	id=g:2347234
Betare	id=g:2347235
River Beta	id=g:2347236
Beta	id=g:2347237
Besse	id=g:2347238
Beruna	id=g:2347239
Berukpa Plantation	id=g:2347240
Berukpa	id=g:2347241
Beru Hill	id=g:2347242
Beru	id=g:2347243
Berre River	id=g:2347244
Bero	id=g:2347245
Bero	id=g:2347246
Berniwa Forest Reserve	id=g:2347247
Ber Kaa	id=g:2347248
Berikago	id=g:2347249
Beriberijo	id=g:2347250
Beriberi	id=g:2347251
Beri	id=g:2347252
Bergaja	id=g:2347253
Berekodo Dongari	id=g:2347254
Bereguru	id=g:2347255
Bereda	id=g:2347256
Bere	id=g:2347257
Bere	id=g:2347258
Berdeberde	id=g:2347259
Bera Tera	id=g:2347260
Beram	id=g:2347261
Bera Fulani	id=g:2347262
Bera Bura	id=g:2347263
Bera	id=g:2347264
Benye	id=g:2347265
Benue State	id=g:2347266
River Benue	id=g:2347268
Benue River	id=g:2347269
Benue	id=g:2347270
Benu	id=g:2347271
Bente Sama	id=g:2347272
Bente	id=g:2347273
Benta	id=g:2347274
Bennett Island	id=g:2347275
Benkiri	id=g:2347276
Benjengen	id=g:2347277
Benito Point	id=g:2347278
Benisheik	id=g:2347279
Benin River	id=g:2347280
Benin Creek	id=g:2347281
Benin City	id=g:2347282
Benin City	id=g:2347283
Benikrukru	id=g:2347285
Beni Hill	id=g:2347286
Beniboye	id=g:2347287
River Beni	id=g:2347288
Beni	id=g:2347289
Beni	id=g:2347290
Bengo	id=g:2347291
Bengni	id=g:2347292
Bengilan	id=g:2347293
Benge	id=g:2347294
Benekaba	id=g:2347295
Bendu	id=g:2347296
Bendirba	id=g:2347297
Bendiga Ayuk	id=g:2347298
Bendiga Afi	id=g:2347299
Bende	id=g:2347300
Bende	id=g:2347301
Bende	id=g:2347302
Bende	id=g:2347303
Bena	id=g:2347304
Bembem	id=g:2347305
Bembem	id=g:2347306
Bembe	id=g:2347307
Mayo Belwa	id=g:2347308
Belwa	id=g:2347309
Belo Dogo	id=g:2347310
Belo Akumara	id=g:2347311
Belo	id=g:2347312
Belnin	id=g:2347313
Belli Point	id=g:2347314
Bellotungba	id=g:2347315
Bello Hill	id=g:2347316
Bello Barkwasa	id=g:2347317
River Bello	id=g:2347318
Bello	id=g:2347319
Belle	id=g:2347320
Belle	id=g:2347321
Belle	id=g:2347322
Bella Tappare	id=g:2347323
Bellam	id=g:2347324
Belkpamto	id=g:2347325
Beli Kadiyel	id=g:2347326
Beli Hill	id=g:2347327
Belia	id=g:2347328
Beli	id=g:2347329
Beli	id=g:2347330
Beletiama	id=g:2347331
Beletiama	id=g:2347332
Gulmare	id=g:2347333
Belesa	id=g:2347334
Bele Mepama	id=g:2347335
Bebelebiri	id=g:2347336
Belel	id=g:2347337
Belel	id=g:2347338
Belegan	id=g:2347339
Bele	id=g:2347340
Bele	id=g:2347341
Bele	id=g:2347342
Bele	id=g:2347343
Beldin	id=g:2347344
Belare Native Area Forest Reserve	id=g:2347345
Bela Pond	id=g:2347346
Belango	id=g:2347347
Gulbin Majia	id=g:2347348
Belako	id=g:2347349
Bela	id=g:2347350
Bela	id=g:2347351
Bala	id=g:2347352
Bela	id=g:2347353
Bela	id=g:2347354
Bekyano Kasa	id=g:2347355
Beke	id=g:2347356
Beji Karami	id=g:2347357
Beji Hill	id=g:2347358
Beji	id=g:2347359
Beji	id=g:2347360
Bejagira	id=g:2347361
Beiri	id=g:2347362
Beguwa	id=g:2347363
Bego	id=g:2347364
Bego	id=g:2347365
Bege	id=g:2347366
Befori	id=g:2347367
Befera	id=g:2347368
Beecroft Point	id=g:2347369
Bedia	id=g:2347371
Bedi	id=g:2347372
Bedford Point	id=g:2347373
Bedenu	id=g:2347374
Beddegana	id=g:2347375
Bedda Sanda	id=g:2347376
Bechi Kachi	id=g:2347377
Bechia	id=g:2347378
Bebulum	id=g:2347379
Bebuachuan	id=g:2347380
River Beberu	id=g:2347381
Bebel	id=g:2347382
Bebeji	id=g:2347383
Bebe	id=g:2347384
Bebe	id=g:2347385
Bebara	id=g:2347386
Beba	id=g:2347387
Beba	id=g:2347388
Beba	id=g:2347389
Bear Town	id=g:2347390
Beaku	id=g:2347391
Bedia	id=g:2347392
Bazza Hill	id=g:2347393
Bazza	id=g:2347394
Bazza	id=g:2347395
Bazinpan	id=g:2347396
Bazanga	id=g:2347397
Bazamri	id=g:2347398
Bazai	id=g:2347399
Bazabure	id=g:2347400
Baza	id=g:2347401
Baza	id=g:2347402
Bayo	id=g:2347403
Bayo	id=g:2347404
Bayero	id=g:2347405
Bayero	id=g:2347406
Baye	id=g:2347407
Bayayam	id=g:2347408
Bayawo	id=g:2347409
Bayawo	id=g:2347410
Baya Wiri	id=g:2347411
Bayawal	id=g:2347412
Bayawa	id=g:2347413
Bayawa	id=g:2347414
Bayasung	id=g:2347415
Bayasi	id=g:2347416
Bayare	id=g:2347417
Bayara	id=g:2347418
Bayanka	id=g:2347419
Bayan Dutse	id=g:2347420
Bayan Dutse	id=g:2347421
Bayan Dutse	id=g:2347422
Bayami	id=g:2347423
Bayaluga	id=g:2347424
Bayago	id=g:2347425
Bayaga	id=g:2347426
Bayaba	id=g:2347427
Bawurumbe	id=g:2347428
Bawuro	id=g:2347429
Bawue	id=g:2347430
Bawop	id=g:2347431
Bawna	id=g:2347432
Bawgwel	id=g:2347433
Bawaya	id=g:2347434
Bawari	id=g:2347435
Baware	id=g:2347436
Bawanka	id=g:2347437
Bawan Dogo	id=g:2347438
Bawan Dodo	id=g:2347439
Bawada	id=g:2347440
Bawa	id=g:2347441
Bawa	id=g:2347442
Bawa	id=g:2347443
Bawa	id=g:2347444
Bawa	id=g:2347445
Bawa	id=g:2347446
Bawa	id=g:2347447
River Bauyon	id=g:2347448
Baudeu	id=g:2347449
Bausumanu	id=g:2347450
Bausua	id=g:2347451
Baushi	id=g:2347452
Baushe	id=g:2347453
Baushe	id=g:2347454
Bauri	id=g:2347455
Baure	id=g:2347456
Baure	id=g:2347457
Bauni Forest Reserve	id=g:2347458
Bauni	id=g:2347459
Rafin Bauna	id=g:2347460
Bauna	id=g:2347461
Bauna	id=g:2347462
River Randa	id=g:2347463
Bauda	id=g:2347464
Bauda	id=g:2347465
Bauda	id=g:2347466
Bauda	id=g:2347467
Bauchi State	id=g:2347468
Bauchi Gusga	id=g:2347469
Bauchi	id=g:2347470
Bauchi	id=g:2347471
Baturia	id=g:2347472
Baturi	id=g:2347473
Batura	id=g:2347474
Batungo	id=g:2347475
Batul	id=g:2347476
Batul	id=g:2347477
Batu Kamino	id=g:2347478
Batu Amanda	id=g:2347479
Batu Afi	id=g:2347480
Batu	id=g:2347481
Batu	id=g:2347482
Batsari	id=g:2347483
Batsa	id=g:2347484
Batola Hill	id=g:2347485
Batoba	id=g:2347486
Batoba	id=g:2347487
Bato	id=g:2347488
Batisu	id=g:2347489
Bati Manga	id=g:2347490
Bati	id=g:2347491
Bateri	id=g:2347492
Batere	id=g:2347493
Batel	id=g:2347494
Batati	id=g:2347495
Batara	id=g:2347496
Batana Pond	id=g:2347497
Batamegi	id=g:2347498
Batal Sama	id=g:2347499
Batale	id=g:2347500
Batal Fulani	id=g:2347501
Batal Chamba	id=g:2347502
Batal	id=g:2347503
Batakusum	id=g:2347504
Batako	id=g:2347505
Batako	id=g:2347506
Batako	id=g:2347507
Batake	id=g:2347508
Batake	id=g:2347509
Bataiya	id=g:2347510
Batagarawa	id=g:2347511
Batabi	id=g:2347512
Bataba	id=g:2347513
Basuvani	id=g:2347514
Basulum	id=g:2347515
Basuokiri	id=g:2347516
Basulai	id=g:2347517
Basua	id=g:2347518
Bassura	id=g:2347519
Bassinge	id=g:2347520
Bassawa	id=g:2347521
Bassawa	id=g:2347522
Bassan Zarangi	id=g:2347523
Bassam Rumbu	id=g:2347524
Bassambiri	id=g:2347525
Bassagi	id=g:2347526
Bassa	id=g:2347527
Bassa	id=g:2347528
Bassa	id=g:2347529
Bassa	id=g:2347530
Bassa	id=g:2347531
Baso	id=g:2347532
River Basmina	id=g:2347533
Baskore	id=g:2347534
Basirka	id=g:2347535
Basilan	id=g:2347536
Basi	id=g:2347537
Basi	id=g:2347538
Basi	id=g:2347539
Bashu	id=g:2347540
Bashorun Yemoja Ajiga	id=g:2347541
Bashorun	id=g:2347542
Bashorun	id=g:2347543
Bashishir	id=g:2347544
Bashiri	id=g:2347545
Bashinda	id=g:2347546
Bashikbi	id=g:2347547
Bashikbi	id=g:2347548
River Bashi	id=g:2347549
Bashi	id=g:2347550
Bashar	id=g:2347551
Bashanko	id=g:2347552
Bashama Hill	id=g:2347553
Bashama	id=g:2347554
Basero	id=g:2347555
Base Point	id=g:2347556
Baselu	id=g:2347557
Basekam	id=g:2347558
Base	id=g:2347559
Base	id=g:2347560
Basaura	id=g:2347561
Basare	id=g:2347562
Basara Baba	id=g:2347563
Basara	id=g:2347564
Basanyin	id=g:2347565
Basansan	id=g:2347566
Basa Hill	id=g:2347567
Batsaba	id=g:2347568
Basa	id=g:2347569
Barwoshe	id=g:2347570
Barwati	id=g:2347571
Dutsin Barwa	id=g:2347572
Baruwa	id=g:2347573
Baruwa	id=g:2347574
Baruwa	id=g:2347575
Baruo Binde	id=g:2347576
Barum	id=g:2347577
Baru Giginya Forest Reserve	id=g:2347578
Baru Babba	id=g:2347579
Bartingo	id=g:2347580
Bartak Hills	id=g:2347581
Barsawa	id=g:2347582
Barri	id=g:2347583
Barr Hill	id=g:2347584
Barre	id=g:2347585
Barre	id=g:2347586
Barracoon Point	id=g:2347587
Barra	id=g:2347588
Barossa Island	id=g:2347589
Baron	id=g:2347590
Baro	id=g:2347591
Baro	id=g:2347592
Barni	id=g:2347593
Barni	id=g:2347594
Barngi Hill	id=g:2347595
Bamawa	id=g:2347596
Barnawa	id=g:2347597
Barkum	id=g:2347598
River Barkono	id=g:2347599
Barkini	id=g:2347600
Barkeji	id=g:2347601
Barkeje	id=g:2347602
Barkaya	id=g:2347603
Barkari	id=g:2347604
Barkami	id=g:2347605
Barkam	id=g:2347606
Barkala	id=g:2347607
Barjanga	id=g:2347608
Barin Ruwa	id=g:2347609
Barimaw	id=g:2347610
Barimaw	id=g:2347611
Barikun	id=g:2347612
Barikin Tin Tin	id=g:2347613
Barikin Sibre	id=g:2347614
Barikin Sabon Gidan Kanat	id=g:2347615
Barikin Momo Dogo	id=g:2347616
Barikin Maiadiko	id=g:2347617
Barikin John	id=g:2347618
Barikin Jirga Summa	id=g:2347619
Barikin Habu	id=g:2347620
Bariki Daji	id=g:2347621
Barikin Bako	id=g:2347622
River Bariki	id=g:2347623
Bariga	id=g:2347624
Bariga	id=g:2347625
Bari Forest Reserve	id=g:2347626
Bariel	id=g:2347627
River Baridoki	id=g:2347628
Bariak	id=g:2347629
Bari	id=g:2347630
Bari	id=g:2347631
Bari	id=g:2347632
Kogin Bargwoma	id=g:2347633
Barguwa	id=g:2347634
Barguma	id=g:2347635
Bargu	id=g:2347636
River Bargi	id=g:2347637
Bargare	id=g:2347638
Bargare	id=g:2347639
Bargar	id=g:2347640
Bar Gada	id=g:2347641
Bareke	id=g:2347642
Bare	id=g:2347643
Bare	id=g:2347644
Bare	id=g:2347645
Barduguma	id=g:2347646
Bardo	id=g:2347647
Barderi	id=g:2347648
Barde Ndoro	id=g:2347649
Barden Baka	id=g:2347650
Barde Lanka	id=g:2347651
Barde	id=g:2347652
Barde	id=g:2347653
Barde	id=g:2347654
Barde	id=g:2347655
Barde	id=g:2347656
Bardai	id=g:2347657
Bardafiti	id=g:2347658
Barda	id=g:2347659
Barda	id=g:2347660
Barda	id=g:2347661
Bar Crossing	id=g:2347662
Barci	id=g:2347663
Barburam	id=g:2347664
Barbarwa	id=g:2347665
Barbaji	id=g:2347666
Barayira	id=g:2347667
Barayi	id=g:2347668
Barawo	id=g:2347669
Barawe	id=g:2347670
Barau	id=g:2347671
Baratsu	id=g:2347672
Barasi	id=g:2347673
Barari	id=g:2347674
Bararam Kura	id=g:2347675
Bararam Gana	id=g:2347676
Bararam	id=g:2347677
Bararaji	id=g:2347678
Bara Peak	id=g:2347679
Barapakama	id=g:2347680
Barano	id=g:2347681
Baranga	id=g:2347682
Baranda	id=g:2347683
Baranda	id=g:2347684
Baramongu Hill	id=g:2347685
Baram Hill	id=g:2347686
Baram	id=g:2347687
Baram	id=g:2347688
Bari	id=g:2347689
River Barakuno	id=g:2347690
Barako Kor	id=g:2347691
Barako	id=g:2347692
Barakin Yorro	id=g:2347693
Barakin Yelwa Rishi	id=g:2347694
Barakin Yampita	id=g:2347695
Barakin Werram	id=g:2347696
Barakin Tumbakiri	id=g:2347697
Barakin Tenti	id=g:2347698
Barakin Sho	id=g:2347699
Barakin Sauki	id=g:2347700
Barakin Sabon	id=g:2347701
Barakin Rafin Gora	id=g:2347702
Barikin Riya	id=g:2347703
Barakin Rafin Atcha	id=g:2347704
Barakin Passa	id=g:2347705
Barakin Nda	id=g:2347706
Barakin Naraguta	id=g:2347707
Barakin Nafam Dregi	id=g:2347708
Barakin Matari	id=g:2347709
Barakin Limoro	id=g:2347710
Barakin Lerawi	id=g:2347711
Barakin Ladi	id=g:2347712
Barakin Kwi	id=g:2347713
Barakin Kuru Baba	id=g:2347714
Barakin Kuru	id=g:2347715
Barakin Kaya	id=g:2347716
Barakin Katarko	id=g:2347717
Barakin Indi	id=g:2347718
Barakin Halley	id=g:2347719
Barakin Gurum	id=g:2347720
Barakin Gero	id=g:2347721
Barakin Gangare	id=g:2347722
Barakin French	id=g:2347723
Barakin Dogon Gaba	id=g:2347724
Barakin Delimi Sabuwa	id=g:2347725
Barakin Dawa	id=g:2347726
Barakin Dangurugu	id=g:2347727
Barakin Columbai	id=g:2347728
Barakin Babele	id=g:2347729
Barakin Angundi	id=g:2347730
Barakin Amo	id=g:2347731
Barakin Akawo	id=g:2347732
Barakin Acha	id=g:2347733
Barakin Abdullahi	id=g:2347734
Barakia	id=g:2347735
Baraki	id=g:2347736
Barakeji	id=g:2347737
Barakai	id=g:2347738
Barakai	id=g:2347739
Baraji	id=g:2347740
Baraje	id=g:2347741
Baraje	id=g:2347742
Baraia Zaki	id=g:2347743
Baraia Zaki	id=g:2347744
Baragumi	id=g:2347745
Baraga	id=g:2347746
Baradogi	id=g:2347747
Baradi	id=g:2347748
Barachu	id=g:2347749
Barachi	id=g:2347750
Bara Camp	id=g:2347751
Barabarobara	id=g:2347752
Lake Bara	id=g:2347753
Bara	id=g:2347754
Bara	id=g:2347755
Bara	id=g:2347756
Bara	id=g:2347757
Bara	id=g:2347758
Bara	id=g:2347759
Bara	id=g:2347760
The Bar	id=g:2347761
Bar	id=g:2347762
Bappa	id=g:2347763
Bapola	id=g:2347764
Bapinso	id=g:2347765
Bapari	id=g:2347766
Bapa	id=g:2347767
Baorabame Hills	id=g:2347768
Baolagi	id=g:2347769
Baoke	id=g:2347770
Banzaram	id=g:2347771
Banzan Goma Hills	id=g:2347772
Banyata	id=g:2347773
Banyam	id=g:2347774
Banya	id=g:2347775
Banu Goro	id=g:2347776
Bantun	id=g:2347777
Bantu	id=g:2347778
Bantini	id=g:2347779
Bantibi	id=g:2347780
Bantali	id=g:2347781
Bantali	id=g:2347782
Bantale	id=g:2347783
Bantaji	id=g:2347784
River Bantaje	id=g:2347785
Bantaje	id=g:2347786
Bantai	id=g:2347787
Bantahi	id=g:2347788
Bantahi	id=g:2347789
Banta	id=g:2347790
Bansi	id=g:2347791
Bansi	id=g:2347792
Banshe	id=g:2347793
Banshe	id=g:2347794
Bansara	id=g:2347795
