Gilroy Community Day School	id=g:7237700
Billings Fire Department Station 3	id=g:7242920
Billings Fire Department Station 2	id=g:7242921
Lincoln County Rural Fire District Station 2	id=g:7242922
Victor Fire Department Station 2	id=g:7242923
Little Basin Creek Volunteer Fire Department	id=g:7242924
Home Atherton Rural Fire Department	id=g:7242925
Floral Park Volunteer Fire Department	id=g:7242926
Butte - Silver Bow Fire Department Training Center	id=g:7242927
Rocker Rural Volunteer Fire District	id=g:7242928
Race Track Volunteer Fire Department	id=g:7242929
Grasshopper Valley Fire Department	id=g:7242930
Big Sandy Volunteer Fire Department and Ambulance Service	id=g:7242931
Big Sky Fire Station 1	id=g:7242932
Clancy Volunteer Fire Company Station 2	id=g:7242933
Montana City Volunteer Fire Department Station 2	id=g:7242934
Montana City Volunteer Fire Department Station 1	id=g:7242935
Elk Park Rural Fire District	id=g:7242936
Jefferson City Fire Company	id=g:7242937
Creston Rural Fire District	id=g:7242938
Highwood Volunteer Fire Department	id=g:7242939
Heron Rural Fire District	id=g:7242940
Helena Airport Fire Department Station 1	id=g:7242941
Saint Joe Rural Fire District Mobile Unit	id=g:7242942
Wildhorse Rural Fire District Mobile Unit	id=g:7242943
Bear Paw Volunteer Fire Company Mobile Unit	id=g:7242944
Fort Belknap Volunteer Fire Department Agency Group	id=g:7242945
Big Horn County Rural Fire Department	id=g:7242946
Great Falls Airport Fire Department	id=g:7242947
Elim Volunteer Fire Department	id=g:7242948
Elliston Volunteer Fire Department	id=g:7242949
Dutton Volunteer Fire Department	id=g:7242950
Painted Rocks Fire District	id=g:7242951
Corvallis Fire District Station 1	id=g:7242952
Clancy Volunteer Fire Company Station 1	id=g:7242953
Cascade Volunteer Fire Department	id=g:7242954
Dearborn Volunteer Fire Company	id=g:7242955
Carter Volunteer Fire Company	id=g:7242956
Broadview Volunteer Fire Department	id=g:7242957
Rae Fire Service Area	id=g:7242958
Black Eagle Volunteer Fire Department	id=g:7242959
Blue Creek Volunteer Fire Department	id=g:7242960
Springhill Fire Department	id=g:7242961
Belfry Rural Fire District 9	id=g:7242962
Saint Labre Fire Service	id=g:7242963
West Valley Anaconda Volunteer Fire Department	id=g:7242964
Lost Creek Antelope Gulch Volunteer Fire Department	id=g:7242965
Alder Rural Fire District	id=g:7242966
Saint Ignatius Fire Department	id=g:7242967
Helmville Fire Department	id=g:7242968
Bridger Canyon Fire Department	id=g:7242969
Sun River Volunteer Fire Department	id=g:7242970
Power Volunteer Fire Department	id=g:7242971
Westby Volunteer Fire Department	id=g:7242972
Richey Volunteer Fire Department	id=g:7242973
Billings Fire Department Station 1 Headquarters	id=g:7242974
Red Lodge Rural Fire District 7 Luther Station	id=g:7242975
Laurel Volunteer Fire Department	id=g:7242976
Swan Valley Emergency Services Station 2	id=g:7242977
Central Valley Fire District Station 1 Headquarters	id=g:7242978
Joliet Rural Fire District 1 Silesia Station	id=g:7242979
Musselshell County Fire Department	id=g:7242980
Heath Rural Fire District	id=g:7242981
Billings Fire Department Station 4	id=g:7242982
Hogeland Volunteer Fire Department	id=g:7242983
Northern Cheyenne Volunteer Fire Department	id=g:7242984
Frenchtown Rural Fire District Station 8	id=g:7242985
Columbus Rural Fire Department	id=g:7242986
Tri - Lakes Volunteer Fire Department Station 5	id=g:7242987
Custer Volunteer Fire Department	id=g:7242988
Georgetown Lake Volunteer Fire Company Station 1	id=g:7242989
Terra Verde Heights Volunteer Fire Station	id=g:7242990
Frazer Volunteer Fire Company	id=g:7242991
Worden Volunteer Fire Department Station 1 Headquarters	id=g:7242992
York Volunteer Fire Department	id=g:7242993
Wheatland County Fire Department	id=g:7242994
Tri - Lakes Volunteer Fire Department Station 2	id=g:7242995
Ronan Volunteer Fire Department Satellite Station	id=g:7242996
Winston Volunteer Fire Company	id=g:7242997
Willow Creek Rural Fire District	id=g:7242998
Vaughn Volunteer Fire Department	id=g:7242999
Twin Bridges City Fire Department	id=g:7243000
Trout Creek Rural Fire Department	id=g:7243001
Duck Creek Fire Department	id=g:7243002
Toston Volunteer Fire Department	id=g:7243003
Clarkston Fire Service Area Station	id=g:7243004
Thompson Falls Volunteer Fire Department	id=g:7243005
Three Mile Fire District Station 1	id=g:7243006
Shepherd Volunteer Fire Department Station Headquarters	id=g:7243007
Daniels County Rural Fire Department	id=g:7243008
Roberts Rural Fire District 6	id=g:7243009
Missoula Fire Department Station 1	id=g:7243010
Amsterdam Rural Fire Department	id=g:7243011
Park County Rural Fire District 1	id=g:7243012
Kremlin Rural Fire District	id=g:7243013
Glacier Park International Airport Fire Department Station 292	id=g:7243014
Turner Volunteer Fire Company	id=g:7243015
Lockwood Rural Fire District 8	id=g:7243016
Big Mountain Fire and Rescue	id=g:7243017
Ulm Volunteer Fire Company	id=g:7243018
Helena Fire Department Station 2	id=g:7243019
Birdseye Rural Fire Department	id=g:7243020
Baxendale Rural Fire District	id=g:7243021
West Helena Valley Volunteer Fire Department Station 1	id=g:7243022
Tri - Lakes Volunteer Fire Department Station 3 Headquarters	id=g:7243023
Eastgate Volunteer Fire Department	id=g:7243024
East Valley Volunteer Fire Department Station 1	id=g:7243025
Lincoln Rural Fire District Station 2	id=g:7243026
Marysville Volunteer Fire Department	id=g:7243027
Wolf Creek - Craig Fire Service Area Station 2	id=g:7243028
Tri - Lakes Volunteer Fire Department Station 1	id=g:7243029
West Fork Volunteer Fire Department and Quick Response Unit	id=g:7243030
Gore Hill Volunteer Fire Department	id=g:7243031
Tri - Lakes Volunteer Fire Department Station 4	id=g:7243032
Saint Marie Rural Fire District Storage Facility	id=g:7243033
Whitetail Fire Department	id=g:7243034
Fort Benton Volunteer Fire Department	id=g:7243035
Roosevelt County Fire Department	id=g:7243036
Joplin Fire Department	id=g:7243037
Fisher River Valley Fire and Rescue Battalion 1	id=g:7243038
Ovando Volunteer Fire Department	id=g:7243039
Charlo - Moiese Rural Fire District	id=g:7243040
Arlee Volunteer Fire Department	id=g:7243041
Manhattan City Fire Department	id=g:7243042
Race Track Valley Fire District	id=g:7243043
Rudyard Rural Fire District	id=g:7243044
Inverness Rural Fire Department	id=g:7243045
Ismay Rural Volunteer Fire Company	id=g:7243046
Fallon Rural Fire District	id=g:7243047
Broadus Volunteer Fire Department	id=g:7243048
Alzada Volunteer Fire Control	id=g:7243049
Redstone Rural Fire District	id=g:7243050
Outlook Fire Department	id=g:7243051
Medicine Lake Volunteer Fire Department Station 1	id=g:7243052
Fort Peck Volunteer Fire Department	id=g:7243053
Madison Valley Rural Fire Department Station 1	id=g:7243054
Grass Range Volunteer Fire Department	id=g:7243055
Beaver Creek - Cottonwood Rural Fire District	id=g:7243056
Bureau of Land Management Fire Dispatch	id=g:7243057
Beaver Creek - Cottonwood Rural Fire District	id=g:7243058
Coffee Creek Rural Fire District	id=g:7243059
Winifred Rural Fire Department	id=g:7243060
Belle Creek Rural Fire District	id=g:7243061
Ashland Rural Fire District	id=g:7243062
Sula Rural Fire District Station 3	id=g:7243063
Walkerville Volunteer Fire Department	id=g:7243064
Sula Rural Fire District Station 1	id=g:7243065
Lodge Grass Volunteer Fire Department	id=g:7243066
Gallatin Gateway Rural Fire District	id=g:7243067
Belt Volunteer Fire Department	id=g:7243068
Kevin Fire Department	id=g:7243069
Clyde Park Rural Volunteer Fire Department	id=g:7243070
Northside Rural Fire District	id=g:7243071
Brockton Volunteer Fire Department	id=g:7243072
East Valley Volunteer Fire Department Station 2 Headquarters	id=g:7243073
Nye Volunteer Fire Company	id=g:7243074
Phillips County Volunteer Fire Company Loring Station	id=g:7243075
Judith Gap Volunteer Fire Department	id=g:7243076
Lincoln Rural Fire District Station 3	id=g:7243077
Sula Rural Fire District Station 2	id=g:7243078
Farmer Rancher Fire Volunteer Fire Department	id=g:7243079
Sedan Rural Fire District	id=g:7243080
Wilsall Volunteer Fire Department	id=g:7243081
Glacier National Park Fire Brigade	id=g:7243082
Victor Rural Fire Department	id=g:7243083
McCormick Volunteer Fire Department	id=g:7243084
Bull Lake Volunteer Fire Department	id=g:7243085
Yaak Volunteer Fire Department	id=g:7243086
Trego - Fortine - Stryker Volunteer Fire Department Station 3	id=g:7243087
Radersburg Volunteer Fire Department	id=g:7243088
Sunburst Volunteer Fire Department	id=g:7243089
Stevensville Rural Fire Station	id=g:7243090
Judith Basin Rural Fire District Windham	id=g:7243091
Shelby Volunteer Fire Department	id=g:7243092
Bull Mountain Volunteer Fire Association	id=g:7243093
Reed Point Volunteer Fire Company	id=g:7243094
Plains - Paradise Rural Fire District	id=g:7243095
Pinesdale Volunteer Fire Department	id=g:7243096
Philipsburg Volunteer Fire Company	id=g:7243097
Park City Rural Fire District - Park City Volunteer Fire Department	id=g:7243098
Custer County Rural Volunteer Fire Company Miles City	id=g:7243099
Melrose Rural Fire Department	id=g:7243100
Martinsdale Fire Service Area	id=g:7243101
Phillips County Volunteer Fire Company Whitewater Station	id=g:7243102
Fisher River Valley Fire and Rescue Battalion 2	id=g:7243103
Harlem Volunteer Fire Department	id=g:7243104
Sula Rural Fire District Station 4	id=g:7243105
Neihart Volunteer Fire Department	id=g:7243106
Avon Volunteer Fire Department	id=g:7243107
Lincoln Rural Fire District Station 1	id=g:7243108
Good Spring Cemetery	id=g:7243109
House Tank	id=g:7243110
Cache Valley Specialty Hospital	id=g:7243111
Countryside United Brethren Church	id=g:7243112
Porter Free Methodist Church	id=g:7243113
Mount Pleasant Cemetery	id=g:7243114
Central Florida Electric Cooperative Neals Substation	id=g:7243115
Mount Horeb Cemetery	id=g:7243116
Cornerstone Baptist Church	id=g:7243117
Upper Spring	id=g:7243118
Monk Tank	id=g:7243119
Deer Tank	id=g:7243120
Reservoir Tank	id=g:7243121
Escondido Ridge	id=g:7243122
Sauk Pass	id=g:7243123
Town of Richland	id=g:7243124
Thomas Precinct	id=g:7243125
Munger Community Park	id=g:7243126
Trombley House	id=g:7243127
Bay City Fire Department	id=g:7243128
Eastside Family Physicians	id=g:7243129
South Side Branch Library	id=g:7243130
Sage Branch Library	id=g:7243131
Oakbrook Mobile Home Park	id=g:7243132
West Shore Estates Mobile Home Park	id=g:7243133
Valley Mobile Home Park	id=g:7243134
Willow Tree Village Mobile Home Park	id=g:7243135
Wenona Beach Estates Mobile Home Park	id=g:7243136
Shady Rest Mobile Plaza	id=g:7243137
Brentwood Estates Mobile Home Park	id=g:7243138
Riverview Mobile Home Estates	id=g:7243139
Fairfield Manor Mobile Home Park	id=g:7243140
Bay Side Village Mobile Home Park	id=g:7243141
Faith Lutheran Church	id=g:7243142
Faith Lutheran School	id=g:7243143
Bay Area Health Clinic	id=g:7243144
Bayside Health Center	id=g:7243145
Medical Mall West	id=g:7243146
Saint Mary's Medical Center	id=g:7243147
Cherokee Estates Lake Dam	id=g:7243148
Fort White Branch Library	id=g:7243149
Church of God	id=g:7243150
Fort White High School Football Stadium	id=g:7243151
Fort White Middle School	id=g:7243152
Fort White Cemetery	id=g:7243153
Fort White United Methodist Church	id=g:7243154
Fort White Elementary School	id=g:7243155
Fort White High School	id=g:7243156
Fort White Baptist Church	id=g:7243157
Deese Memorial Park	id=g:7243158
Antioch Missionary Baptist Church	id=g:7243159
Fort White Florida Post Office	id=g:7243160
Fort White Town Hall	id=g:7243161
Heavenly Rest Memorial Park	id=g:7243162
Fort White Fire Department	id=g:7243163
Fort White Church of Christ	id=g:7243164
Elim Cemetery	id=g:7243165
Clay Electric Cooperative Fort White Substation	id=g:7243166
Tustenuggee Cemetery	id=g:7243167
Bethlehem Cemetery	id=g:7243168
Bethlehem Community Park	id=g:7243169
Shiloh Cemetery	id=g:7243170
Lake Umbagog National Wildlife Refuge	id=g:7243171
Umbagog National Wildlife Refuge	id=g:7243172
Saint Stanislaus Cemetery	id=g:7243173
Port of Seattle	id=g:7243174
City of Piedmont	id=g:7243175
Braddon Hall	id=g:7243176
Burdick Hall	id=g:7243177
Central Dining Hall	id=g:7243178
E J Brown Hall	id=g:7243179
Getman Hall	id=g:7243180
Hinkle Memorial Library	id=g:7243181
Hunter Student Development Center	id=g:7243182
Huntington Administration Building	id=g:7243183
MacKenzie Complex	id=g:7243184
Orvis Activities Center	id=g:7243185
Peet Hall	id=g:7243186
Pioneer Center	id=g:7243187
Shults Hall	id=g:7243188
Saint Jude's Center	id=g:7243189
Alfred State College Wellsville Campus	id=g:7243190
Wellsville Student Activities Center	id=g:7243191
Life University	id=g:7243192
Bay City Post Office	id=g:7243193
Alice and Jack Wirt Public Library	id=g:7243194
Delta College Planetarium	id=g:7243195
Bay County Historical Museum	id=g:7243196
Bay City Hall	id=g:7243197
Law Enforcement Center	id=g:7243198
All Saints Central High School	id=g:7243199
Bay County Building	id=g:7243200
Bangor West Central Elementary School	id=g:7243201
Davenport University	id=g:7243202
Alpine Village Mobile Home Park	id=g:7243203
Bigelow Park	id=g:7243204
Wenonah Park	id=g:7243205
Lafayette Bridge	id=g:7243206
Veterans Bridge	id=g:7243207
Liberty Bridge	id=g:7243208
Independence Bridge	id=g:7243209
Bay Shore's Nursing Care Center	id=g:7243210
Bay Regional Medical Center West	id=g:7243211
Bay Special Care Hospital	id=g:7243212
Bay Regional Medical Center	id=g:7243213
Bay Regional Medical Mall	id=g:7243214
First Baptist Church	id=g:7243215
Essexville City Fire Department	id=g:7243216
Saint Luke's United Methodist Church	id=g:7243217
Essexville Baptist Community Church	id=g:7243218
Saint John the Evangelist Church	id=g:7243219
Saginaw Bay Estates Mobile Home Park	id=g:7243220
Pilgrim Lutheran School	id=g:7243221
Bay Village Mobile Home Estates	id=g:7243222
Essexville Post Office	id=g:7243223
WR Bush Elementary School	id=g:7243224
Essexville City Hall	id=g:7243225
Bay Medical Care Facility	id=g:7243226
Cramer Junior High School	id=g:7243227
Essexville City Police Department	id=g:7243228
Mount Forest Fire Station	id=g:7243229
Pinconning City Hall	id=g:7243230
Pinconning Medical Center	id=g:7243231
Northern Bay Healthcare Clinic	id=g:7243232
Wesleyan Church	id=g:7243233
Kingdom Hall of Jehovah's Witnesses	id=g:7243234
Saint Michael's Church	id=g:7243235
Apostolic Lighthouse Church	id=g:7243236
United Methodist Church	id=g:7243237
Bible Baptist Church	id=g:7243238
Saint John's Lutheran Church	id=g:7243239
Saint Michaels School	id=g:7243240
River of Life Fellowship	id=g:7243241
Living Waters Christian Church	id=g:7243242
Pinconning Police Department	id=g:7243243
Bay County Pinconning Park	id=g:7243244
Pinconning Township Hall	id=g:7243245
Pinconning Post Office	id=g:7243246
Pinconning Branch Library	id=g:7243247
Pinconning Senior High School	id=g:7243248
Central Elementary School	id=g:7243249
Munger Post Office	id=g:7243250
Trinity-Saint James Lutheran Church	id=g:7243251
Saint Norbert Church	id=g:7243252
Community Bible Church	id=g:7243253
Munger Volunteer Fire Department	id=g:7243254
Linwood Elementary School	id=g:7243255
Linwood Post Office	id=g:7243256
Saint Annes Church	id=g:7243257
Saint Anne Parish School	id=g:7243258
Kawkawlin Post Office	id=g:7243259
Kawkawlin Community Church	id=g:7243260
Kawkawlin Township Fire Department	id=g:7243261
Huron Woods Nursing Center	id=g:7243262
Saint Bartholomew Lutheran Church	id=g:7243263
Saint Bartholomew Lutheran School	id=g:7243264
Fraser Road Church of God	id=g:7243265
Apostolic Christian Church	id=g:7243266
Bay City Gospel Hall	id=g:7243267
White Birch Village Mobile Home Park	id=g:7243268
Community of Christ Church	id=g:7243269
Bentley United Methodist Church	id=g:7243270
Bentley Post Office	id=g:7243271
Williams Township Hall	id=g:7243272
Auburn Care Center	id=g:7243273
Saint Valentines Church	id=g:7243274
Saint Valentines School	id=g:7243275
Beaver Township Hall	id=g:7243276
Auburn Police Department	id=g:7243277
Auburn City Hall	id=g:7243278
Tri-County Worship Center	id=g:7243279
Auburn United Methodist Church	id=g:7243280
Saint Joseph Church	id=g:7243281
Seventh Day Adventist Church	id=g:7243282
Auburn First Baptist Church	id=g:7243283
Saint Anthony Church	id=g:7243284
Auburn Post Office	id=g:7243285
Zion Lutheran Church	id=g:7243286
Midland Physicians Clinic	id=g:7243287
Auburn Elementary School	id=g:7243288
Auburn Clinic	id=g:7243289
Auburn Park	id=g:7243290
Auburn Area Branch Library	id=g:7243291
Western High School	id=g:7243292
Grace Lutheran Church	id=g:7243293
Bangor (historical)	id=g:7243294
West Bay City	id=g:7243295
Arn	id=g:7243296
Alfred State College Alfred Campus	id=g:7243297
Arkansas State University - Newport	id=g:7243299
Vaughn Municipal Airport	id=g:7243300
O'Hara Cemetery	id=g:7243301
Greenville Cemetery	id=g:7243302
Greenville Center Cemetery	id=g:7243303
West Settlement Cemetery	id=g:7243304
Saint Joseph's Chapel	id=g:7243305
Saint Joseph's Chapel Cemetery	id=g:7243306
Jewett Heights Cemetery	id=g:7243307
Cornwallville Cemetery	id=g:7243308
Cornwallville Methodist Episcopal Church (historical)	id=g:7243309
West Durham Cemetery	id=g:7243310
East Durham Cemetery	id=g:7243311
Freehold Cemetery	id=g:7243312
Gayhead Cemetery	id=g:7243313
Old Leeds Cemetery	id=g:7243314
Mount Hope Cemetery	id=g:7243315
Athens Rural Cemetery	id=g:7243316
West Kill Methodist Church Cemetery	id=g:7243317
Schermerhorn Cemetery	id=g:7243318
Spruceton Cemetery	id=g:7243319
Peck Family Cemetery	id=g:7243320
Chase Family Cemetery	id=g:7243321
Gass Family Cemetery	id=g:7243322
Beaches Corners Cemetery	id=g:7243323
East Jewett Cemetery	id=g:7243324
Mill Family Cemetery	id=g:7243325
Saint Francis De Sales Cemetery	id=g:7243326
Saint Mary's of the Mountain Cemetery	id=g:7243327
Hunter Village Cemetery	id=g:7243328
Haines Falls Cemetery	id=g:7243329
Palenville Village Cemetery	id=g:7243330
Catskill Village Cemetery	id=g:7243331
Lanesville Cemetery	id=g:7243332
Acra Methodist Church (historical)	id=g:7243333
Round Top Methodist Church	id=g:7243334
North Settlement United Methodist Church	id=g:7243335
Methodist Cemetery	id=g:7243336
Medway Congregational Christian Cemetery	id=g:7243337
Travis Cemetery	id=g:7243338
Van Zandt Cemetery	id=g:7243339
Maplecrest Cemetery	id=g:7243340
Hensonville Cemetery	id=g:7243341
Windham Cemetery	id=g:7243342
Union Society Cemetery	id=g:7243343
Peter Van Orden Rural Cemetery	id=g:7243344
Acra Village Cemetery	id=g:7243345
Cairo Village Cemetery	id=g:7243346
Coxsackie Village Cemetery	id=g:7243347
Armstrong-Mead Cemetery	id=g:7243348
Hallenbeck-Collerberg Cemetery	id=g:7243349
Lampman Cemetery	id=g:7243350
Reed Cemetery	id=g:7243351
Whitney Portal Store	id=g:7243352
Agnew Meadows Horse Camp	id=g:7243353
Bancroft Laboratory	id=g:7243354
Big Pine Kiosk	id=g:7243355
Boys Club of San Gabriel	id=g:7243356
Bristlecone Visitor Center	id=g:7243357
Glacier Pack Station	id=g:7243358
Hayden Cabin Interpretive Site	id=g:7243359
June Lake Junction Kiosk	id=g:7243360
Lone Pine Fire Station	id=g:7243361
Lone Pine Ranger Station	id=g:7243362
Mammoth Amphitheater	id=g:7243363
McGee Pack Station	id=g:7243364
Minaret Vista Entrance Station	id=g:7243365
Mount Barcroft Observatory	id=g:7243366
Mount Whitney Ranger Station	id=g:7243367
Pine Creek Pack Station	id=g:7243368
Rainbow Pack Station	id=g:7243369
Rock Creek Lake Resort	id=g:7243370
Rock Creek Pack Station	id=g:7243371
Damascus Cemetery	id=g:7243372
New Oak Grove Cemetery	id=g:7243373
New Hope Cemetery	id=g:7243374
Clay Electric Cooperative Bland Substation	id=g:7243375
Hopewell Church of God by Faith	id=g:7243376
Sarah Community Park	id=g:7243377
St. John Cemetery	id=g:7243378
Rolling Hills Village	id=g:7243379
Lake Sherman Village	id=g:7243380
Tower Terrace	id=g:7243381
Brewster Estates Mobile Home Park	id=g:7243382
Fohl Village	id=g:7243383
Forty Corners Village	id=g:7243384
Navarre Village	id=g:7243385
Skyland Pines Mobile Home Park	id=g:7243386
Skyline Hills	id=g:7243387
Mapleview Mobile Home Manor	id=g:7243388
Ridge Mobile Home Park	id=g:7243389
Whispering Oaks	id=g:7243390
Woodale Village Mobile Home Park	id=g:7243391
Town And Country Park Estates	id=g:7243392
Country Squire Mobile Home Park	id=g:7243393
Avon Mobile Home Park	id=g:7243394
Fagan Branch Pond	id=g:7243395
Marion County Sportsmans Lake	id=g:7243396
Morrisville State College	id=g:7243397
J 12 Pipeline	id=g:7243398
Cleveland Metroparks Ranger Department	id=g:7243399
Massachusetts Bay Transportation Authority Transit Police Department	id=g:7243400
Lansing Community College	id=g:7243401
Berea Baptist Church	id=g:7243402
Crowncastle Radio Tower	id=g:7243403
Pleasant Grove Cemetery	id=g:7243404
Our Redeemer Lutheran Church	id=g:7243405
Columbia City Elementary School	id=g:7243406
Columbia Baptist Church	id=g:7243407
Columbia City Church of Christ	id=g:7243408
Columbia City Volunteer Fire Department	id=g:7243409
Match-e-be-nash-she-wish Band of Pottawatomi Reservation	id=g:7243410
Village of Three Creeks	id=g:7243411
Town of Independence	id=g:7243412
Independence	id=g:7243413
Sixtyeighth Street Playhouse (historical)	id=g:7243414
Seventysecond Street Playhouse (historical)	id=g:7243415
Seventyseventh Street Theatre (historical)	id=g:7243416
Eightysixth Street Grande Theatre (historical)	id=g:7243417
Town of Hideout	id=g:7243418
Pine Grove Christian School	id=g:7243419
Spencer Township Library	id=g:7243420
Spencer Township Fire Department	id=g:7243421
Visitation Church	id=g:7243422
Mount Olive Lutheran Church	id=g:7243423
Faith Church of the Nazarene	id=g:7243424
Saint George Byzantine Catholic Church	id=g:7243425
Trinity Episcopal Church	id=g:7243426
Immanuel Lutheran Church	id=g:7243427
Greater Bibleway Temple	id=g:7243428
Mount Hermon Baptist Church	id=g:7243429
Infant Prague Catholic Church	id=g:7243430
Saint Boniface Church	id=g:7243431
Saint James Church	id=g:7243432
First Congregational Church	id=g:7243433
Valley Church of Christ	id=g:7243434
Christian Science Informal Church	id=g:7243435
Gethsemane Missionary Baptist Church	id=g:7243436
Newer Dimension Fellowship	id=g:7243437
First Presbyterian Church	id=g:7243438
Saint Joseph's Church	id=g:7243439
Pilgrim Lutheran Church	id=g:7243440
Holy Trinity Catholic Church	id=g:7243441
Saint Hedwig Church	id=g:7243442
Saint John's Lutheran Church	id=g:7243443
Saint Mary's Catholic Parish	id=g:7243444
Saint Paul's Lutheran Church	id=g:7243445
Saint Stanislaus Church	id=g:7243446
Saint Vincent de Paul Church	id=g:7243447
Saint Hyacinth Church	id=g:7243448
South Baptist Church	id=g:7243449
Zion Lutheran Church	id=g:7243450
Saint Alban's Episcopal Church	id=g:7243451
Bangor Baptist Church	id=g:7243452
Church of Christ	id=g:7243453
Redeeming Love Christian Church	id=g:7243454
First United Methodist Church	id=g:7243455
Trinity Lutheran Church	id=g:7243456
Macedonia Church of God	id=g:7243457
Messiah Lutheran Church	id=g:7243458
Calvary Worship Center	id=g:7243459
Evangelical Free Church	id=g:7243460
First Spiritual Church	id=g:7243461
Christian Assembly Church	id=g:7243462
Westminster Presbyterian Church	id=g:7243463
First Church of Nazarene	id=g:7243464
Second Baptist Church	id=g:7243465
Bethel Lutheran Church	id=g:7243466
Berea Christian Church	id=g:7243467
Grace Christian Fellowship	id=g:7243468
Saint John Lutheran Church	id=g:7243469
In His Presence Ministries	id=g:7243470
Thoburn United Methodist Church	id=g:7243471
Tri City Hmong Alliance Church	id=g:7243472
Unity of Bay City Church	id=g:7243473
Columbia Community Cemetery	id=g:7243474
Athens Baptist Church	id=g:7243475
Athens Cemetery	id=g:7243476
Chimney Rocks	id=g:7243477
Littleville Cemetery	id=g:7243478
Chet Dalton Farm Cemetery	id=g:7243479
Presbyterian Cemetery	id=g:7243480
Leicester Cemetery	id=g:7243481
South Avon Cemetery	id=g:7243482
Bronson Hill Cemetery	id=g:7243483
Hemlock Cemetery	id=g:7243484
Riverview Cemetery	id=g:7243485
Mount Morris Cemetery	id=g:7243486
Old Cemetery	id=g:7243487
Saint Patrick's Cemetery	id=g:7243488
Fort Farm Cemetery	id=g:7243489
Oakland Cemetery	id=g:7243490
Colonel George Williams And Family Cemetery	id=g:7243491
Jones Cemetery	id=g:7243492
Seager Cemetery	id=g:7243493
Dalton Cemetery	id=g:7243494
Byersville Cemetery	id=g:7243495
Reed's Corners Cemetery	id=g:7243496
Rau Cemetery	id=g:7243497
Pleasant Valley West Cemetery	id=g:7243498
Capron Cemetery	id=g:7243499
Jacksonville (historical)	id=g:7243500
Glendale	id=g:7243501
Boulder Creek Lode Mine	id=g:7243502
Bethel Family Worship Center	id=g:7243503
Eighth Street Playhouse (historical)	id=g:7243504
Ninetysixth Street Theatre (historical)	id=g:7243505
Academy Theatre (historical)	id=g:7243506
Acme Theater (historical)	id=g:7243507
Taft Day Care Center	id=g:7243508
Northwestern Oklahoma State University	id=g:7243509
Rathdrum Police Department	id=g:7243510
Sacred Heart Cemetery	id=g:7243511
North Loon Lake Cemetery	id=g:7243512
Wayland Cemetery	id=g:7243513
Clearview Cemetery	id=g:7243514
Old Ingleside Cemetery	id=g:7243515
Rural Cemetery	id=g:7243516
Fremont Center Cemetery	id=g:7243517
Doty's Corners Cemetery	id=g:7243518
Loon Lake Union Cemetery	id=g:7243519
Zion Lutheran Cemetery	id=g:7243520
Haskinsville Cemetery	id=g:7243521
Allen Cemetery	id=g:7243522
Greenville Cemetery	id=g:7243523
Parkhill Cemetery	id=g:7243524
Smith Pond Cemetery	id=g:7243525
Larrowe Cemetery	id=g:7243526
Wallace Cemetery	id=g:7243527
Old Cemetery of Avoca	id=g:7243528
Olmstead Hill Cemetery	id=g:7243529
Saint Pius Cemetery	id=g:7243530
Mitchellsville Cemetery	id=g:7243531
Wheeler Cemetery	id=g:7243532
Wheeler Family Cemetery	id=g:7243533
Pleasant Valley Cemetery	id=g:7243534
Free Baptist Cemetery	id=g:7243535
Depew Cemetery	id=g:7243536
White Feather Post Office (historical)	id=g:7243537
Willams Post Office (historical)	id=g:7243538
Willard Post Office (historical)	id=g:7243539
Tebo Post Office (historical)	id=g:7243540
North Williams Post Office (historical)	id=g:7243541
Mountforest Post Office (historical)	id=g:7243542
Michie Post Office (historical)	id=g:7243543
Dahlberg Lake	id=g:7243544
Brecksville Police Department	id=g:7243545
McDowell Cemetery	id=g:7243546
East Pennsylvania Hill Cemetery	id=g:7243547
West Pennsylvania Hill Cemetery	id=g:7243548
Amos White Cemetery	id=g:7243549
Big Creek Cemetery	id=g:7243550
Howard Cemetery	id=g:7243551
Woodlawn Cemetery	id=g:7243552
Oak Hill Cemetery	id=g:7243553
Ross Cemetery	id=g:7243554
Unionville Cemetery	id=g:7243555
Bonny Hill Cemetery	id=g:7243556
Bradford Cemetery	id=g:7243557
Olive Baptist Church Cemetery	id=g:7243558
Arbuckle (historical)	id=g:7243559
State University of New York Institue of Technology	id=g:7243560
New Market Post Office (historical)	id=g:7243561
Fagan Branch Reservoir	id=g:7243562
Marion County Sportsmans Lake	id=g:7243563
East Branch Upper Pine Creek	id=g:7243564
Pleasant Run (historical)	id=g:7243565
Whippoorwill (historical)	id=g:7243566
Brewster Cemetery	id=g:7243567
Atkins Cemetery	id=g:7243568
Krusen Cemetery	id=g:7243569
Letts Cemetery	id=g:7243570
Bennetts Cemetery	id=g:7243571
Gully Cemetery	id=g:7243572
Jasper Village Cemetery	id=g:7243573
Boyd's Cemetery	id=g:7243574
Hedgesville Cemetery	id=g:7243575
Town Line Church Cemetery	id=g:7243576
Rathbone Cemetery	id=g:7243577
Risingville Cemetery	id=g:7243578
Thurston Cemetery	id=g:7243579
Coopers Plains Cemetery	id=g:7243580
East Campbell Cemetery	id=g:7243581
Hope Cemetery Annex	id=g:7243582
Rough And Ready Cemetery	id=g:7243583
New Saint Mary's Church Yard Cemetery	id=g:7243584
West Union Cemetery	id=g:7243585
Young Hickory Cemetery	id=g:7243586
Highup Cemetery	id=g:7243587
