Sungai Pengorak	id=g:1750955
Lubok Bandong	id=g:1756847
Sungai Lubok Bali	id=g:1756848
Sungai Lubok Balai	id=g:1756849
Sungai Lubok Arau	id=g:1756850
Alur Lubuk Ara	id=g:1756851
Lubok Anak Batu Estate	id=g:1756852
Tanjung Lubuk	id=g:1756853
Sungai Lubok Ajal	id=g:1756854
Pulau Lubukan	id=g:1756855
Sungai Lubok	id=g:1756856
Sungai Lubok	id=g:1756857
Sungai Lubok	id=g:1756858
Sungai Lubok	id=g:1756859
Sungai Lubok	id=g:1756860
Sungai Lubok	id=g:1756861
Sungai Lubok	id=g:1756862
Sungai Lubok	id=g:1756863
Sungai Lubok	id=g:1756864
Parit Lubok	id=g:1756865
Lubok	id=g:1756866
Luboh Subong	id=g:1756867
Paya Luboh	id=g:1756868
Sungai Lubau	id=g:1756869
Lubok Lubau	id=g:1756870
Lubau	id=g:1756871
Tanjong Lubat	id=g:1756872
Sungai Lubat	id=g:1756873
Luban Ulu	id=g:1756874
Sungai Luban Ong	id=g:1756875
Luban Ili	id=g:1756876
Sungai Lubang Tranam	id=g:1756877
Sungai Lubang Landak	id=g:1756878
Alor Lubang Hidong	id=g:1756879
Changkat Lubang Batu	id=g:1756880
Lubok Lubambatu	id=g:1756881
Sungai Luba	id=g:1756882
Sungai Luba	id=g:1756883
Sungai Luau	id=g:1756884
Sungai Luau	id=g:1756885
Sungai Luau	id=g:1756886
Sungai Luau	id=g:1756887
Loba Luau	id=g:1756888
Sungai Luat	id=g:1756890
Sungai Luat	id=g:1756891
Telok Luas	id=g:1756892
Sungai Luas	id=g:1756893
Paya Luas	id=g:1756894
Paya Luas	id=g:1756895
Paya Luas	id=g:1756896
Paya Luas	id=g:1756897
Padang Luas	id=g:1756898
Padang Luas	id=g:1756899
Jeram Luas	id=g:1756900
Tanjong Luar	id=g:1756901
Sungai Luar	id=g:1756902
Luar	id=g:1756903
Sungai Luap	id=g:1756904
Sungai Luap	id=g:1756905
Sungai Luap	id=g:1756906
Sungai Luan Pori	id=g:1756907
Sungai Luangan	id=g:1756908
Sungai Luang	id=g:1756909
Sungai Luanan	id=g:1756910
Sungai Luan	id=g:1756911
Sungai Luan	id=g:1756912
Sungai Luam	id=g:1756913
Sungai Luak Damit	id=g:1756914
Sungai Luak Besar	id=g:1756915
Sungai Luak Batu	id=g:1756916
Sungai Luak	id=g:1756917
Sungai Luak	id=g:1756918
Sungai Luai	id=g:1756919
Sungai Luai	id=g:1756920
Luagan	id=g:1756921
Sungai Lu	id=g:1756922
Sungai Loyang	id=g:1756923
Low Ti Kok Estate	id=g:1756924
Kemuncak Lows	id=g:1756925
Low’s Gully	id=g:1756926
Lowlands Estate	id=g:1756927
Low Kim Swi Estate	id=g:1756928
Lowin Estate	id=g:1756929
Lower Taku Estate	id=g:1756930
Sungai Lowaki	id=g:1756931
Bukit Loura	id=g:1756932
Louisa Shoal	id=g:1756933
Sungai Lotung	id=g:1756934
Sungai Loundering	id=g:1756935
Bukit Lotong Barau	id=g:1756936
Sungai Lotong	id=g:1756937
Sungai Lotong	id=g:1756938
Sungai Lotong	id=g:1756939
Lothian Estate	id=g:1756940
Sungai Lotak	id=g:1756941
Sungai Lotajala	id=g:1756942
Sungai Loson	id=g:1756943
Sungai Losing	id=g:1756944
Lorong Estate	id=g:1756945
Sungai Lorong	id=g:1756946
Tanjong Loro	id=g:1756947
Loro	id=g:1756948
Sungai Lormalang	id=g:1756949
Sungai Lorah	id=g:1756950
Sungai Lor	id=g:1756951
Sungai Lor	id=g:1756952
Sungai Lopeng	id=g:1756953
Bukit Lopak	id=g:1756954
Loop Road Estate	id=g:1756955
Loong Lee Tin Mine Number Two	id=g:1756956
Loong Chuan Estate	id=g:1756957
Sungai Loon	id=g:1756958
Sungai Loombis	id=g:1756959
Sungai Lontong	id=g:1756960
Bukit Lontar	id=g:1756961
Sungai Lonsen	id=g:1756962
Sungai Lonod	id=g:1756963
Lonkoi	id=g:1756964
Long Wat	id=g:1756965
Long Ugong	id=g:1756966
Long Tuyot	id=g:1756967
Long Tungan	id=g:1756968
Sungai Long Tukan	id=g:1756969
Long Tukan	id=g:1756970
Sungai Long Tuan	id=g:1756971
Pulau Long Tuan	id=g:1756972
Long Tuan	id=g:1756973
Sungai Longtoi	id=g:1756974
Sungai Long Tengon	id=g:1756975
Long Tanid	id=g:1756976
Long Talal Buda	id=g:1756977
Long Tading Rapids	id=g:1756978
Long Sobing	id=g:1756979
Long Semado Nasab	id=g:1756980
Giam Long Selangan	id=g:1756981
Long Salt	id=g:1756982
Long Sabuloh	id=g:1756983
Long Ritan	id=g:1756984
Long Peluan	id=g:1756985
Long Palai	id=g:1756986
Long Pa	id=g:1756987
Long Nibong	id=g:1756988
Long Nawi	id=g:1756989
Long Muda	id=g:1756990
Long Metapa	id=g:1756991
Long Merigong	id=g:1756992
Sungai Long Merau	id=g:1756993
Long Maligam	id=g:1756994
Long Luyang	id=g:1756995
Long Lutok	id=g:1756996
Sungai Longlong	id=g:1756997
Long Lim Estate	id=g:1756998
Long Langai	id=g:1756999
Long Lamutut	id=g:1757000
Sungai Long Kuam	id=g:1757001
Long Komap	id=g:1757002
Sungai Long Kodong	id=g:1757003
Sungai Long Kechil	id=g:1757004
Sungai Long Kelabu	id=g:1757005
Long Karabangan	id=g:1757006
Sungai Long Kapu	id=g:1757007
Sungai Longkap	id=g:1757008
Sungai Longkang	id=g:1757009
Sungai Long Kachu	id=g:1757010
Long Kachu	id=g:1757011
Sungai Longkabong	id=g:1757012
Long Julan	id=g:1757013
Long Jegan	id=g:1757014
Long Ili Rapids	id=g:1757015
Long Geng	id=g:1757016
Long Gajah	id=g:1757017
Riam Long Duan	id=g:1757018
Long Datih	id=g:1757019
Kampung Longdanau	id=g:1757020
Giam Long Dah	id=g:1757021
Long Chooi Teik Estate	id=g:1757022
Long Buang	id=g:1757023
Long Berayong	id=g:1757024
Long Bemang	id=g:1757025
Long Ajoi	id=g:1757026
Giam Long Abang	id=g:1757027
Kampung Longob	id=g:1757028
Sungai Long	id=g:1757029
Sungai Long	id=g:1757030
Sungai Long	id=g:1757031
Sungai Long	id=g:1757032
Sungai Long	id=g:1757033
Sungai Long	id=g:1757034
Sungai Long	id=g:1757035
Bukit Long	id=g:1757036
Bukit Long	id=g:1757037
Sungai Lonek	id=g:1757038
Sungai Lonek	id=g:1757039
Bukit Lonek	id=g:1757040
London Asiatic Estate	id=g:1757041
Parit Londang Palas	id=g:1757042
Sungai Londang Gajah	id=g:1757043
Sungai Londang	id=g:1757044
Parit Londang	id=g:1757045
Bukit Lonchong North	id=g:1757046
Bukit Loncong	id=g:1757047
Lonchong	id=g:1757048
Sungai Lonchon	id=g:1757049
Sungai Lona	id=g:1757051
Sungai Lon	id=g:1757052
Sungai Lompatan	id=g:1757053
Jeram Lompatan	id=g:1757054
Bukit Lompatan	id=g:1757055
Tanjong Lompat	id=g:1757056
Sungai Lompat	id=g:1757057
Sungai Lompat	id=g:1757058
Sungai Lomol	id=g:1757059
Sungai Lombuon	id=g:1757060
Sungai Lombunau	id=g:1757061
Lombong Ha Chu	id=g:1757062
Sungai Lombong	id=g:1757063
Anak Ayer Lombong	id=g:1757064
Lombok Protected Forest	id=g:1757065
Sungai Loloongot	id=g:1757066
Sungai Lolok Ibu	id=g:1757067
Tanjong Lok Padang	id=g:1757068
Lok Meriam	id=g:1757069
Tanjong Lok Liapan	id=g:1757070
Lok Kawi Estate	id=g:1757071
Bukit Loki	id=g:1757072
Sungai Lokek	id=g:1757073
Lok Dangkan	id=g:1757074
Sungai Lokang	id=g:1757075
Sungai Lokan	id=g:1757076
Sungai Lokan	id=g:1757077
Sungai Lokan	id=g:1757078
Sungai Lokan	id=g:1757079
Sungai Lokak	id=g:1757080
Sungai Lok	id=g:1757081
Sungai Lok	id=g:1757082
Sungai Loi	id=g:1757083
Sungai Loi	id=g:1757084
Sungai Lohot	id=g:1757085
Loh Kang Estate	id=g:1757086
Loh Gek Neo Estate	id=g:1757087
Bukit Lohay	id=g:1757088
Sungai Lohas	id=g:1757089
Sungai Loh	id=g:1757090
Sungai Loh	id=g:1757091
Tanjong Logok	id=g:1757092
Gunong Lognai	id=g:1757093
Tanjung Logong	id=g:1757094
Loget	id=g:1757095
Bukit Locob	id=g:1757096
Sungai Lobok Laut	id=g:1757097
Sungai Lobok	id=g:1757098
Sungai Lobo	id=g:1757099
Lobo	id=g:1757100
Sungai Lobi	id=g:1757101
Sungai Lobau	id=g:1757102
Loba Pulau Protected Forest	id=g:1757103
Bukit Lobang Rimau	id=g:1757104
Goenoeng Lobang Riboet	id=g:1757105
Sungai Lobang Pot	id=g:1757106
Sungai Lobang Baya	id=g:1757107
Batu Lobang Baya	id=g:1757108
Sungai Lubang Batu	id=g:1757109
Telok Lobang Badak	id=g:1757110
Bukit Lobang Badak	id=g:1757111
Sungai Lobang	id=g:1757112
Sungai Lobang	id=g:1757113
Sungai Lobang	id=g:1757114
Pangkalan Lobang	id=g:1757115
Batang Lobang	id=g:1757116
Loba Kabang Protected Forest	id=g:1757117
Sungai Lobak	id=g:1757118
Sungai Lobah	id=g:1757119
Sungai Loba Bukong	id=g:1757120
Pulau Loba Balei	id=g:1757121
Sungai Loba	id=g:1757122
Sungai Loba	id=g:1757123
Sungai Loak	id=g:1757124
Sungai Loagan Tasan	id=g:1757125
Sungai Loagan Pendan	id=g:1757126
Sungai Loagan Layong	id=g:1757127
Sungai Loagan Jarum	id=g:1757128
Sungai Loagan Bunut	id=g:1757129
Kuala Loagan Banga	id=g:1757130
Sungai Loagan	id=g:1757131
Sungai Liyom	id=g:1757132
Sungai Liyang	id=g:1757133
Sungai Liyang	id=g:1757134
Bukit Liyang	id=g:1757135
Sungai Liwak	id=g:1757136
Sungai Liwagu	id=g:1757137
Sungai Liwago	id=g:1757138
Sungai Livodoi	id=g:1757139
Liung Estate	id=g:1757140
Sungai Liumang	id=g:1757141
Sungai Lium	id=g:1757142
Tanjong Liu Lampong	id=g:1757143
Sungai Liuh	id=g:1757144
Tanjong Liu	id=g:1757145
Sungai Liu	id=g:1757146
Sungai Liu	id=g:1757147
Sungai Liu	id=g:1757148
Sungai Liu	id=g:1757149
Liu	id=g:1757150
Sungai Litot	id=g:1757151
Little Reef	id=g:1757152
Kampung Litok Tapon	id=g:1757153
Kampong Litok Menangat	id=g:1757154
Kampung Litok Buran	id=g:1757155
Kampong Litok Batoi	id=g:1757156
Sungai Litok	id=g:1757157
Sungai Litok	id=g:1757158
Sungai Litogikog Kechil	id=g:1757159
Sungai Litogikog Besar	id=g:1757160
Sungai Litet	id=g:1757161
Sungai Liteh	id=g:1757162
Sungai Litang	id=g:1757163
Chegar Litang	id=g:1757164
Tanjung Lita	id=g:1757165
Sungai Lita	id=g:1757166
Sungai Lit	id=g:1757167
Sungai Lit	id=g:1757168
Alur Lit	id=g:1757169
Alor Lit	id=g:1757170
Sungai Lisit	id=g:1757171
Sungai Lisang	id=g:1757172
Bukit Lisang	id=g:1757173
Sungai Lisan	id=g:1757174
Sungai Lirung	id=g:1757175
Sungai Lirong Aya	id=g:1757176
Sungai Lirong	id=g:1757177
Sungai Lirong	id=g:1757178
Sungai Lirong	id=g:1757179
Lirong	id=g:1757180
Pasir Lirit	id=g:1757181
Sungai Lirim	id=g:1757182
Sungai Lirik	id=g:1757183
Sungai Lirik	id=g:1757184
Sungai Lirek	id=g:1757185
Sungai Lirang	id=g:1757186
Sungai Lirang	id=g:1757187
Sungai Lirang	id=g:1757188
Sungai Lirang	id=g:1757189
Sungai Lirang	id=g:1757190
Sungai Lipus	id=g:1757191
Sungai Lipus	id=g:1757192
Sungai Lipuan	id=g:1757193
Liposu	id=g:1757194
Sungai Lipong	id=g:1757195
Bukit Lipit	id=g:1757196
Sungai Lipik	id=g:1757197
Lipat Songgol	id=g:1757198
Gunong Lipat Sanggol	id=g:1757199
Sungai Lipat Kajang	id=g:1757200
Sungai Lipat Kajang	id=g:1757201
Bukit Lipat Kajang	id=g:1757202
Bukit Lipat Kajang	id=g:1757203
Lipat Kain	id=g:1757204
Jeram Lipatan Kain	id=g:1757205
Telok Lipat	id=g:1757206
Telok Lipat	id=g:1757207
Tanjung Lipat	id=g:1757208
Tanjong Lipat	id=g:1757209
Sungai Lipat	id=g:1757210
Sungai Lipat	id=g:1757211
Sungai Lipat	id=g:1757212
Sungai Lipat	id=g:1757213
Sungai Lipat	id=g:1757214
Lubok Lipat	id=g:1757215
Bukit Lipaso	id=g:1757216
Sungai Lipas	id=g:1757217
Sungai Lipanas	id=g:1757218
Sungai Lipan	id=g:1757219
Sungai Lipan	id=g:1757220
Long Lipak	id=g:1757221
Tanjong Lipai Sanggol	id=g:1757222
Sungai Lipai	id=g:1757223
Sungai Lipai	id=g:1757224
Sungai Liou-Liou	id=g:1757226
Sungai Liong Haloh	id=g:1757227
Sungai Liong	id=g:1757228
Lion	id=g:1757229
Bukit Liom	id=g:1757230
Bukit Liom	id=g:1757231
Lio Lesong	id=g:1757232
Sungai Liok	id=g:1757233
Sungai Lioh	id=g:1757234
Sungai Liodan	id=g:1757235
Lintun	id=g:1757236
Sungai Lintong	id=g:1757237
Sungai Lintong	id=g:1757238
Paya Lintong	id=g:1757239
Sungai Linting	id=g:1757240
Sungai Lintha	id=g:1757241
Sungai Lintha	id=g:1757242
Parit Lintang Warifo	id=g:1757243
Parit Lintang Tengah	id=g:1757244
Lintang	id=g:1757245
Parit Lintang Number Two	id=g:1757246
Parit Lintang Number Three	id=g:1757247
Parit Lintang Number One	id=g:1757248
Parit Lintang Number Four	id=g:1757249
Parit Lintang Betong	id=g:1757250
Sungai Lintang Batang	id=g:1757251
Sungai Lintang	id=g:1757252
Sungai Lintang	id=g:1757253
Sungai Lintang	id=g:1757254
Sungai Lintang	id=g:1757255
Sungai Lintang	id=g:1757256
Sungai Lintang	id=g:1757257
Sungai Lintang	id=g:1757258
Sungai Lintang	id=g:1757259
Paya Lintang	id=g:1757260
Pasir Lintang	id=g:1757261
Parit Lintang	id=g:1757262
Parit Lintang	id=g:1757263
Parit Lintang	id=g:1757264
Parit Lintang	id=g:1757265
Parit Lintang	id=g:1757266
Parit Lintang	id=g:1757267
Parit Lintang	id=g:1757268
Parit Lintang	id=g:1757269
Parit Lintang	id=g:1757270
Parit Lintang	id=g:1757271
Olak Lintang	id=g:1757272
Bukit Lintang	id=g:1757273
Bukit Lintang	id=g:1757274
Bukit Lintang	id=g:1757275
Bukit Lintang	id=g:1757276
Bukit Lintang	id=g:1757277
Alor Lintang	id=g:1757278
Sungai Lintah	id=g:1757279
Sungai Lintah	id=g:1757280
Sungai Lintah	id=g:1757281
Sungai Lintah	id=g:1757282
Sungai Lintah	id=g:1757283
Sungai Lintah	id=g:1757284
Sungai Lintah	id=g:1757285
Sungai Lintah	id=g:1757286
Sungai Lintah	id=g:1757287
Sungai Lintah	id=g:1757288
Sungai Lintah	id=g:1757289
Sungai Linsung	id=g:1757290
Linsum Estate	id=g:1757291
Sungai Linsok	id=g:1757292
Changkat Linsir	id=g:1757293
Sungai Linsat	id=g:1757294
Sungai Linsat	id=g:1757295
Sungai Linsan	id=g:1757296
Linkau	id=g:1757297
Sungai Linjum	id=g:1757298
Sungai Linisihan	id=g:1757299
Liningkor	id=g:1757300
Sungai Linidis	id=g:1757301
Bukit Lin Hye	id=g:1757302
Sungai Linhok	id=g:1757303
Sungai Linguanan	id=g:1757304
Bukit Linguah	id=g:1757305
Batu Lingting	id=g:1757306
Sungai Lingtang	id=g:1757307
Lingkungan Rubber Estate	id=g:1757308
Lingkudau	id=g:1757309
Sungai Lingkau	id=g:1757310
Rantau Lingkau	id=g:1757311
Sungai Lingsa	id=g:1757312
Lubok Lingkau	id=g:1757313
Tinteng Lingkan	id=g:1757314
Sungai Lingit	id=g:1757315
Sungai Lingit	id=g:1757316
Sungai Lingin	id=g:1757317
Pasir Lingin	id=g:1757318
Sungai Linggin	id=g:1757319
Linggi Forest Reserve	id=g:1757320
Linggi Estate Kanchong Division	id=g:1757321
Linggi Estate	id=g:1757322
Sungai Linggan	id=g:1757323
Rantau Lingga	id=g:1757324
Batang Lingga	id=g:1757325
Lingawan	id=g:1757326
Loba Lingat	id=g:1757327
Sungai Lingan	id=g:1757328
Lingam Estate	id=g:1757329
Sungai Lingai	id=g:1757330
Pancur Lingai	id=g:1757331
Sungai Lingah	id=g:1757332
Sungai Lingah	id=g:1757333
Sungai Lingah	id=g:1757334
Sungai Lingah	id=g:1757335
Linga Estate	id=g:1757336
Linga	id=g:1757337
Pulau Ling	id=g:1757338
Sungai Linei Damit	id=g:1757339
Bukit Linei	id=g:1757340
Lindores Estate	id=g:1757341
Sungai Lindong	id=g:1757342
Lindong	id=g:1757343
Linden Estate	id=g:1757344
Lindale Estate	id=g:1757345
Linda Estate	id=g:1757346
Bukit Linchuan	id=g:1757347
Bukit Linchu	id=g:1757348
Sungai Linchau	id=g:1757349
Parit Linau Kechil	id=g:1757350
Parit Linau Besar	id=g:1757351
Linau Balui	id=g:1757352
Sungai Linau	id=g:1757353
Sungai Linau	id=g:1757354
Pulau Linau	id=g:1757355
Bukit Linau	id=g:1757356
Sungai Linang	id=g:1757357
Sungai Linang	id=g:1757358
Jeram Linang	id=g:1757359
Sungai Lina	id=g:1757360
Sungai Limut	id=g:1757361
Sungai Limut	id=g:1757362
Lim Ung Estate	id=g:1757363
Sungai Limuang	id=g:1757364
Sungai Limsu	id=g:1757365
Lim Sian Soon Estate	id=g:1757366
Tanjong Limpiang	id=g:1757367
Sungai Limpau	id=g:1757368
Sungai Limpau	id=g:1757369
Sungai Limpasong	id=g:1757370
Pulau Limpaku Pinang	id=g:1757371
Sungai Limpaki	id=g:1757372
Sungai Limpah	id=g:1757373
Sungai Limpaga	id=g:1757374
Sungai Limpa	id=g:1757375
Sungai Limmagu	id=g:1757376
Lim Lean Teng Estate	id=g:1757377
Lim Kooi Estate	id=g:1757378
Lim Chow Meng Estate	id=g:1757379
Sungai Limbuku	id=g:1757380
Sungai Limbera	id=g:1757381
Limbongan	id=g:1757382
Sungai Limbong	id=g:1757383
Parit Limbong	id=g:1757384
Sungai Limbing	id=g:1757385
Limbawang Bay	id=g:1757386
Limbawang Agricultural Station	id=g:1757387
Limbawan	id=g:1757388
Sungai Limbat	id=g:1757389
Padang Limbat	id=g:1757390
Sungai Limbang Damit	id=g:1757391
Kuala Limbang	id=g:1757392
Limawan	id=g:1757393
Tanjung Limau Purut	id=g:1757394
Sungai Limau Purut	id=g:1757395
Sungai Limau Purut	id=g:1757396
Pasir Limau Purut	id=g:1757397
Sungai Limau Nipis	id=g:1757398
Kuala Limau Nipis	id=g:1757399
Sungai Limau Manis	id=g:1757400
Batu Limau Manis	id=g:1757401
Pulau Limau Limauan	id=g:1757402
Limau Limau	id=g:1757403
Sungai Limau Kechil	id=g:1757404
Sungai Limau Besar	id=g:1757405
Terusan Limau	id=g:1757406
Teluk Limau	id=g:1757407
Tasik Limau	id=g:1757408
Tanjong Limau	id=g:1757409
Tanjong Limau	id=g:1757410
Sungai Limau	id=g:1757411
Sungai Limau	id=g:1757412
Sungai Limau	id=g:1757413
Sungai Limau	id=g:1757414
Sungai Limau	id=g:1757415
Sungai Limau	id=g:1757416
Sungai Limau	id=g:1757417
Sungai Limau	id=g:1757418
Sungai Limau	id=g:1757419
Sungai Limau	id=g:1757420
Sungai Limau	id=g:1757421
Sungai Limau	id=g:1757422
Sungai Limau	id=g:1757423
Sungai Limau	id=g:1757424
Sungai Limau	id=g:1757425
Sungai Limau	id=g:1757426
Sungai Limau	id=g:1757427
Sungai Limau	id=g:1757428
Sungai Limau	id=g:1757429
Sungai Limau	id=g:1757430
Sungai Limau	id=g:1757431
Sungai Limau	id=g:1757432
Sungai Limau	id=g:1757433
Sungai Limau	id=g:1757434
Sungai Limau	id=g:1757435
Sungai Limau	id=g:1757436
Sungai Limau	id=g:1757437
Sungai Limau	id=g:1757438
Sungai Limau	id=g:1757439
Sungai Limau	id=g:1757440
Sungai Limau	id=g:1757441
Sungai Limau	id=g:1757442
Sungai Limau	id=g:1757443
Sungai Limau	id=g:1757444
Sungai Limau	id=g:1757445
Permatang Limau	id=g:1757446
Padang Limau	id=g:1757447
Bukit Limau	id=g:1757448
Bukit Limau	id=g:1757449
Alor Limau	id=g:1757450
Alor Limau	id=g:1757451
Lubok Limas	id=g:1757452
Liman Kati	id=g:1757453
Sungai Liman	id=g:1757454
Sungai Liman	id=g:1757455
Sungai Liman	id=g:1757456
Sungai Liman	id=g:1757457
Bukit Liman	id=g:1757458
Bukit Lima Kongsi	id=g:1757459
Lima Kedai	id=g:1757460
Pulau Lima Kechil	id=g:1757461
Pulau Lima Kechil	id=g:1757462
Jenut Limae	id=g:1757463
Pulau Lima Besar	id=g:1757464
Pulau Lima Besar	id=g:1757465
Lima Belas Estate	id=g:1757466
Tali Ayer Lima Belas	id=g:1757467
Parit Lima Belas	id=g:1757468
Tali Ayer Lima	id=g:1757469
Sungai Lima	id=g:1757470
Sungai Lima	id=g:1757471
Sungai Lima	id=g:1757472
Sungai Lima	id=g:1757473
Sungai Lima	id=g:1757474
Simpang Lima	id=g:1757475
Pulau Lima	id=g:1757476
Parit Lima	id=g:1757477
Bukit Lima	id=g:1757478
Lilyon Rapids	id=g:1757479
Sungai Lilli	id=g:1757480
Sungai Lilit Ugoh Kiri	id=g:1757481
Sungai Lilit Ugoh Kanan	id=g:1757482
Sungai Lilit Tengah	id=g:1757483
Pulau Lilang	id=g:1757484
Tanjong Lilin	id=g:1757485
Changkat Lilin	id=g:1757486
Sungai Lilim	id=g:1757487
Lubok Lilap	id=g:1757488
Tanjong Lilang	id=g:1757489
Sungai Lilang	id=g:1757490
Sungai Lilang	id=g:1757491
Sungai Lilai	id=g:1757492
Sungai Likup	id=g:1757493
Sungai Likuan	id=g:1757494
Sungai Liku	id=g:1757495
Sungai Liku	id=g:1757496
Sungai Liku	id=g:1757497
Tanjong Likoe	id=g:1757498
Sungai Likog	id=g:1757499
Sungai Lik Kechil	id=g:1757500
Sungai Likau	id=g:1757501
Sungai Likau	id=g:1757502
Sungai Likat	id=g:1757503
Telukan Likas	id=g:1757504
Sungai Likas	id=g:1757505
Sungai Likam	id=g:1757506
Sungai Lik	id=g:1757507
Sungai Lik	id=g:1757508
Sungai Lik	id=g:1757509
Sungai Lijau	id=g:1757510
Sungai Lijat	id=g:1757511
Tanjong Lijang	id=g:1757512
Tanjong Lijan	id=g:1757513
Sungai Lijah	id=g:1757514
Sungai Lihit	id=g:1757515
Sungai Lihik	id=g:1757516
Pulau Lihak Lihak	id=g:1757517
Ligitan Group	id=g:1757518
Ligitan Channel	id=g:1757519
Ligert Wood Estate	id=g:1757520
Bukit Ligan	id=g:1757521
Liew Chew Estate	id=g:1757522
Tanjong Lidong	id=g:1757523
Tanjong Lidong	id=g:1757524
Sungai Lidong	id=g:1757525
Sungai Lidong	id=g:1757526
Sungai Lidong	id=g:1757527
Sungai Lidong	id=g:1757528
Sungai Lidin Kanan	id=g:1757529
Sungai Lidin	id=g:1757530
Sungai Lidi	id=g:1757531
Bukit Lidi	id=g:1757532
Sungai Lidau	id=g:1757533
Pulau Lidah Tanah	id=g:1757534
Sungai Lidah	id=g:1757535
Sungai Libut	id=g:1757536
Sungai Libut	id=g:1757537
Sungai Libur Libur	id=g:1757538
Sungai Libun	id=g:1757539
Sungai Libudan	id=g:1757540
Sungai Libong	id=g:1757541
Sungai Libirun	id=g:1757542
Sungai Libau	id=g:1757543
Sungai Libangan	id=g:1757544
Sungai Libang	id=g:1757545
Sungai Libang	id=g:1757546
Sungai Libang	id=g:1757547
Tanjung Liba	id=g:1757548
Sungai Liawan	id=g:1757549
Liawan	id=g:1757550
Sungai Liat	id=g:1757551
Bukit Liat	id=g:1757552
Sungai Lias	id=g:1757553
Sungai Liar Kiri	id=g:1757554
Sungai Liar Kanan	id=g:1757555
Sungai Liar	id=g:1757556
Liau	id=g:1757557
Lian Lee Estate	id=g:1757558
Lian Hur Rubber Estate	id=g:1757559
Lian Huat Estate	id=g:1757560
Lian Hoe Estate	id=g:1757561
Lian Hin Estate	id=g:1757562
Sungai Liang Mit	id=g:1757563
Sungai Liang Merau	id=g:1757564
Sungai Liang Batu	id=g:1757565
Gunong Liang Barat	id=g:1757566
Liang Aik Estate	id=g:1757567
Sungai Liang	id=g:1757568
Sungai Liang	id=g:1757569
Sungai Liang	id=g:1757570
Sungai Liang	id=g:1757571
Sungai Liang	id=g:1757572
Sungai Liang	id=g:1757573
Sungai Liang	id=g:1757574
Sungai Liang	id=g:1757575
Sungai Liang	id=g:1757576
Sungai Liang	id=g:1757577
Sungai Liang	id=g:1757578
Bukit Liang	id=g:1757579
Lian Fong Estate	id=g:1757580
Lian Bee Rubber Estate	id=g:1757581
Tanjong Lian	id=g:1757582
Sungai Lian	id=g:1757583
Sungai Lian	id=g:1757584
Sungai Lian	id=g:1757585
Sungai Lian	id=g:1757586
Parit Lian	id=g:1757587
Lubok Lian	id=g:1757588
Sungai Liam Libau	id=g:1757589
Sungai Liam	id=g:1757590
Sungai Liam	id=g:1757591
Sungai Liam	id=g:1757592
Sungai Liak Padi	id=g:1757593
Sungai Liai	id=g:1757594
Pulau Liai	id=g:1757595
Sungai Liah	id=g:1757596
Sungai Lung Tagai	id=g:1757597
Lubok Lia	id=g:1757598
Sungai Li	id=g:1757599
Lubok Leyang Geh	id=g:1757600
Sungai Lewai	id=g:1757601
Sungai Levo	id=g:1757602
Sungai Letop Ayam	id=g:1757603
Sungai Letong	id=g:1757604
Sungai Letan	id=g:1757605
Tanjong Letak Tinggi	id=g:1757606
Tanjong Letak Kelibat	id=g:1757607
Sungai Letak	id=g:1757608
Sungai Letak	id=g:1757609
Tanjong Leta	id=g:1757610
Sungai Let	id=g:1757611
Lesong Tumpat	id=g:1757612
Lesong Forest Reserve	id=g:1757613
Sungai Lesong Batu	id=g:1757614
Bukit Lesong Batu	id=g:1757615
Sungai Lesong	id=g:1757616
Sungai Lesong	id=g:1757617
Sungai Lesong	id=g:1757618
Sungai Lesong	id=g:1757619
Sungai Lesong	id=g:1757620
Sungai Lesong	id=g:1757621
Riam Lesong	id=g:1757622
Pulau Lesong	id=g:1757623
Lubok Lesong	id=g:1757624
Lubok Lesong	id=g:1757625
Gunong Lesong	id=g:1757626
Bukit Lesong	id=g:1757627
Bukit Lesong	id=g:1757628
Bukit Lesong	id=g:1757629
Batu Lesong	id=g:1757630
Lesong	id=g:1757631
Sungai Leset Kechil	id=g:1757632
Sungai Leset Besar	id=g:1757633
Sungai Lesenang	id=g:1757634
Tanjong Leseh	id=g:1757635
Sungai Leseh	id=g:1757636
Sungai Leseh	id=g:1757637
Sungai Lesangun	id=g:1757638
Sungai Lesai	id=g:1757639
Sungai Leru	id=g:1757640
Sungai Lerong Balui	id=g:1757641
Giam Lerong Balui	id=g:1757642
Sungai Lerjau	id=g:1757643
Sungai Lerik	id=g:1757644
Sungai Leret	id=g:1757645
Sungai Lereng	id=g:1757646
Sungai Lerek	id=g:1757647
Sungai Lerek	id=g:1757648
Sungai Lerek	id=g:1757649
Sungai Lerek	id=g:1757650
Sungai Lerek	id=g:1757651
Sungai Lerek	id=g:1757652
Sungai Lerek	id=g:1757653
Sungai Lerek	id=g:1757654
Sungai Lerek	id=g:1757655
Sungai Lerek	id=g:1757656
Bukit Lerek	id=g:1757657
Tanjung Lereh	id=g:1757658
Sungai Lereh	id=g:1757659
Tanjong Lerang	id=g:1757660
Sungai Lerang	id=g:1757661
Sungai Lerai	id=g:1757662
Sungai Ler	id=g:1757663
Sungai Lepuyang	id=g:1757664
Lepu Wei	id=g:1757665
Sungai Leput	id=g:1757666
Leppu Leju	id=g:1757667
