Temple Ner Tamid	id=g:6334684
Adele H.Stamp Student Union Building	id=g:6339855
Agriculture Life Sciences Surge Building	id=g:6339856
Agriculture Shed	id=g:6339857
Alpary Building	id=g:6339858
Alpha Chi Omega Sorority House	id=g:6339859
Alpha Delta Pi Sorority House	id=g:6339860
Alpha Epsilon Phi Sorority House	id=g:6339861
Alpha Phi Sorority House	id=g:6339862
Animal Science Service Building	id=g:6339863
Animal Science/Agricultural Engineering Building	id=g:6339864
Annapolis Hall	id=g:6339865
Anne Arundel Hall	id=g:6339866
Aquaties Center	id=g:6339867
Architecture Building	id=g:6339868
Art-Socialogy Building	id=g:6339869
Baltimore Hall	id=g:6339870
Bel Air Hall	id=g:6339871
Benjamin Building	id=g:6339872
Beta Theta Pi Fraternity House	id=g:6339873
Biology-Psychology Building	id=g:6339874
Calvert Hall	id=g:6339875
Cambridge Community Center	id=g:6339876
Cambridge Hall	id=g:6339877
Campus Recreation Center	id=g:6339878
Caroline Hall	id=g:6339879
Caroll Hall	id=g:6339880
Cattle Burn	id=g:6339881
Cecil Hall	id=g:6339882
Rosedawn Building	id=g:6339883
Shenandoah Hall	id=g:6339884
Sigma Chi House	id=g:6339885
Tabor Hall	id=g:6339886
Trexler Hall	id=g:6339887
Tristram C Colket Junior Center	id=g:6339888
Aikens Athletic Center	id=g:6339889
Allen Dining Hall	id=g:6339890
"Alson H Smith, Junior Library"	id=g:6339891
Cooley Hall	id=g:6339892
Dorothy Ewing Studios of Dance	id=g:6339893
Funkhouser Hall	id=g:6339894
Mary M Henkel Hall	id=g:6339895
Ohrstrom-Bryant Theatre	id=g:6339896
Racey Hall	id=g:6339897
Ruebush Hall	id=g:6339898
Shenandoah University Television Center	id=g:6339899
Shingleton Hall	id=g:6339900
University Inn	id=g:6339901
Admissions Building	id=g:6339902
Ann B Stoddard Living Center	id=g:6339903
Arthur House	id=g:6339904
Camelot House	id=g:6339905
Craton Hall	id=g:6339906
Fawson House	id=g:6339907
Ferrel House	id=g:6339908
Knight Guest House	id=g:6339909
Knight Sports Arena	id=g:6339910
Lancelot House	id=g:6339911
Landrum House	id=g:6339912
Nyman House	id=g:6339913
President's House - Southern Virginia University	id=g:6339914
Robey Hall	id=g:6339915
Student Life Office Building	id=g:6339916
Tucson House	id=g:6339917
Von Canon Library	id=g:6339918
Auburn House	id=g:6339919
Burkshire Guest Suites and Conference Center	id=g:6339920
Enrollment Services Center	id=g:6339921
Lambda Chi Alpha House	id=g:6339922
LEAPS Center	id=g:6339923
Mabry House	id=g:6339924
Mary Branch Residence Hall	id=g:6339925
Moreland Residence Hall	id=g:6339926
Neville House	id=g:6339927
Olin Residence Hall	id=g:6339928
Pace - Armistead Hall	id=g:6339929
Pannill House	id=g:6339930
Peele Hall Administration Building	id=g:6339931
Phi Delta Theta	id=g:6339932
Phi Mu House	id=g:6339933
President's House - Randolph-Macon College	id=g:6339934
Ragland - Henry House	id=g:6339935
Rhodeen House	id=g:6339936
Saint Ann's Building	id=g:6339937
Sigma Alpha Epsilon House	id=g:6339938
Starr Residence Hall	id=g:6339939
Taylor Street House	id=g:6339940
The Brock Center	id=g:6339941
Theta Chi House	id=g:6339942
Thomas Branch Hall	id=g:6339943
Washington and Franklin Hall	id=g:6339944
Alpheus M Bowman Junior Hall	id=g:6339945
Alumni Gym	id=g:6339946
Bast Center	id=g:6339947
Belk Fitness Center	id=g:6339948
Catawba Hall	id=g:6339949
Doctor Charles J Smith Hall	id=g:6339950
Doctor Luther A Fox Hall	id=g:6339951
Doctor Simon Carson Wells Hall	id=g:6339952
Doctor William B Yonce Hall	id=g:6339953
Doctor William I Bartlett Hall	id=g:6339954
Donald M Sutton Commons	id=g:6339955
Fowler Alumni House	id=g:6339956
Francis T West Hall	id=g:6339957
James Chalmers Hall	id=g:6339958
Joseph E Crawford Hall	id=g:6339959
Marion Hall	id=g:6339960
Norm and Jo Fintel Library	id=g:6339961
Rose Bente Lee Center	id=g:6339962
Rowley Hall	id=g:6339963
Albert Norman Ward Hall	id=g:6339964
Alumni Hall Theatre	id=g:6339965
Blanche Ward Hall	id=g:6339966
Daniel Maclea Hall	id=g:6339967
Decker Auditorium	id=g:6339968
Decker College Center	id=g:6339969
Elderdice Hall	id=g:6339970
Englar Dining Hall	id=g:6339971
Geiman House	id=g:6339972
Gill Center	id=g:6339973
Levine Hall	id=g:6339974
Lewis Hall of Science	id=g:6339975
McDaniel House	id=g:6339976
Peterson Fine Arts Building	id=g:6339977
President's House - McDaniel College	id=g:6339978
Rouzer Hall	id=g:6339979
Whiteford Hall	id=g:6339980
Winslow Center	id=g:6339981
Alpha Gamma Delta House	id=g:6339982
Bennett Residence Hall	id=g:6339983
Birdsong Townhouse	id=g:6339984
Blackwell Auditorium and Cobb Theatre	id=g:6339985
Blackwell House	id=g:6339986
Bowen Tennis Courts	id=g:6339987
Clements Townhouse	id=g:6339988
Cochrane Townhouse	id=g:6339989
Conrad Residence Hall	id=g:6339990
Copley Science Center	id=g:6339991
Crenshaw and Alumni Gymnasiums	id=g:6339992
Delta Zeta House	id=g:6339993
Estes Dining Hall	id=g:6339994
Flippo Townhouse	id=g:6339995
Frank E Brown Campus Center	id=g:6339996
Garland Residence Hall	id=g:6339997
Haley Hall	id=g:6339998
Irby Residence Hall	id=g:6339999
Kappa Alpha House	id=g:6340000
Kappa Alpha Theta House	id=g:6340001
Kappa Sigma House	id=g:6340002
Service Building Annex	id=g:6340003
Sheep Barn	id=g:6340004
Shipley Field House	id=g:6340005
Shoemaker Building	id=g:6340006
Shriver Laboratory	id=g:6340007
South Campus Commons Apartments	id=g:6340008
South Campus Dining Hall	id=g:6340009
Stadium Drive Parking Garage	id=g:6340010
Susquehanna Hall	id=g:6340011
Symons Hall	id=g:6340012
Talbot Hall	id=g:6340013
Tawes Fine Arts Building	id=g:6340014
Technology Advancement Building	id=g:6340015
Terrapin Trail Parking Garage	id=g:6340016
Tydings Hall	id=g:6340017
Tyser Tower	id=g:6340018
UMUC/Inn & Conference Center	id=g:6340019
UMUC/Student & Faculty Services Center	id=g:6340020
UMUC/University College Garage	id=g:6340021
Union Lane Parking Garage	id=g:6340022
University Commons Number 5	id=g:6340023
University Commons Number 6	id=g:6340024
University Commons Number 8	id=g:6340025
Van Munching Hall	id=g:6340026
Varsity Sports Teamhouse	id=g:6340027
Wind Tunnel Building	id=g:6340028
Worcester Hall	id=g:6340029
Zeta Beta Tau Fraternity House	id=g:6340030
Zeta Psi Fraternity House	id=g:6340031
Zeta Tau Alpha Sorority House	id=g:6340032
Alumni Hall - University of Virginia	id=g:6340033
Birdwood Pavillion	id=g:6340034
Butler Hall Residence	id=g:6340035
Emerson G Reinsch Library	id=g:6340036
Gailhac Hall	id=g:6340037
Gerald Phelan Hall	id=g:6340038
Main House	id=g:6340039
Majella Berg Hall	id=g:6340040
Jeong H Kim Engineering Building	id=g:6340041
Jimenez Hall	id=g:6340042
Jull Hall	id=g:6340043
Kappa Alpha Fraternity House	id=g:6340044
LaPlata Hall	id=g:6340045
Lee Building	id=g:6340046
LeFrak Building	id=g:6340047
Leonardtown Community Center	id=g:6340048
Leonardtown Office Building	id=g:6340049
Main Administration Building	id=g:6340050
Manufacturing Building	id=g:6340051
Marie Mount Hall	id=g:6340052
McKeidin Library	id=g:6340053
Microbiology Building	id=g:6340054
Mowatt Lane Parking Garage	id=g:6340055
Mowatt Lane Substation	id=g:6340056
Neutral Buoyancy Research Facility	id=g:6340057
Nyumburu Cultural Center	id=g:6340058
Outdoor Aquatic Center	id=g:6340059
Patuxent Building	id=g:6340060
Phi Kappa Tau Fraternity House	id=g:6340061
Phi Sigma Kappa Fraternity House	id=g:6340062
Phi Sigma Sorority House	id=g:6340063
Pi Kappa Alpha Fraternity House	id=g:6340064
Pi Kappa Phi Fraternity House	id=g:6340065
Plant Science Building	id=g:6340066
Pocomoke Building	id=g:6340067
Potomac Building	id=g:6340068
Preinkert Field House	id=g:6340069
President's Residence - University of Maryland at College Park	id=g:6340070
Prince Georges Hall	id=g:6340071
Queen Anne's Hall	id=g:6340072
Reckord Armory	id=g:6340073
Regents Drive Parking Garage	id=g:6340074
Research Greenhouse Complex	id=g:6340075
Ritchie Coliseum	id=g:6340076
Rossborough Inn	id=g:6340077
Samuel Riggs IV Alumni Center	id=g:6340078
Centreville Hall	id=g:6340079
Charles Hall	id=g:6340080
Cheaspeake Building	id=g:6340081
Chemical and Nuclear Engineering Building	id=g:6340082
Chestertown Hall	id=g:6340083
Chi Omega Sorority House	id=g:6340084
Clarice Smith Performing Arts Center	id=g:6340085
Cole Student Activities Building	id=g:6340086
Comcast Center	id=g:6340087
Computer and Spaces Sciences Building	id=g:6340088
Computer Science Instructional Center	id=g:6340089
Delta Gamma Sorority House	id=g:6340090
Delta Phi Epsilon Sorority House	id=g:6340091
Delta Tau Delta Fraternity House	id=g:6340092
Denton Hall	id=g:6340093
Dorchester Hall	id=g:6340094
Easton Hall	id=g:6340095
Elkton Hall	id=g:6340096
Ellicot Dining Hall	id=g:6340097
Ellicott Hall	id=g:6340098
Energy Research Facility	id=g:6340099
Engineering Laboratory Building	id=g:6340100
English Composition Trailer	id=g:6340101
Environmental Services Facility	id=g:6340102
Football Team Building	id=g:6340103
Francis Scott Key Hall	id=g:6340104
Geology Building	id=g:6340105
H J Patterson Hall	id=g:6340106
Hagerstown Hall	id=g:6340107
Harrison Lab	id=g:6340108
Hartford Hall	id=g:6340109
Health & Human Performance Building	id=g:6340110
Hornbake Library	id=g:6340111
Horse Barn	id=g:6340112
Hotzapfet Hall	id=g:6340113
Institute for Physical Sciences & Technology Storage Building	id=g:6340114
Instructional Television Facility	id=g:6340115
J M Patterson Building	id=g:6340116
Business Library	id=g:6340117
C B Powell Building	id=g:6340118
Center for Academic Reinforcement	id=g:6340119
Charles R Drew Hall	id=g:6340120
Chauncy T Cooper Hall	id=g:6340121
Cramton Auditorium	id=g:6340122
Dixon Hall	id=g:6340123
Earnest E Just Hall	id=g:6340124
Effingham Apartments	id=g:6340125
Fredrick Douglass Memorial Hall	id=g:6340126
George W Cook Hall	id=g:6340127
Graduate School of Arts and Sciences Building	id=g:6340128
Howard Plaza Towers	id=g:6340129
Howard University Center	id=g:6340130
Human Ecology Building	id=g:6340131
Inabel Burns Lindsay Hall	id=g:6340132
Ira Aldridge Theatre	id=g:6340133
Isabella Sojourner Truth Hall	id=g:6340134
John Burr Gymnasium	id=g:6340135
Julia Caldwell Frazier Hall	id=g:6340136
Louis Stokes Health Sciences Library	id=g:6340137
Lulu V Childers Hall	id=g:6340138
Maria L Baldwin Hall	id=g:6340139
Mary Mcleod Bethune Hall Annex	id=g:6340140
Mordecal Johnson Administration Building	id=g:6340141
Numa P G Adams Medical School Building	id=g:6340142
Phyllis Wheatley Hall	id=g:6340143
Prudence Crandall Hall	id=g:6340144
Ralph J Bunche International Affairs Center	id=g:6340145
Russell A Dixon Building	id=g:6340146
Russell A Dixon Hall	id=g:6340147
School of Education	id=g:6340148
Student Resource Center	id=g:6340149
Thirkield Science Hall	id=g:6340150
WHUR-FM	id=g:6340151
WHUT-TV Station	id=g:6340152
Central Animal Resources Facility	id=g:6340153
Thompson Education Building	id=g:6340154
Turner Gymnasium	id=g:6340155
Wake Field House	id=g:6340156
Admission Building	id=g:6340157
Alumni Square	id=g:6340158
Pasquerilla Healthcare Center	id=g:6340159
von Borries Swimming Pool	id=g:6340160
Blake Apartments	id=g:6340161
Burrell House	id=g:6340162
Cabell House	id=g:6340163
Carpenter Dormitory	id=g:6340164
Dupuy House	id=g:6340165
Escourt	id=g:6340166
Esther Atkinson Museum	id=g:6340167
Financial Aid Building	id=g:6340168
Restover Building	id=g:6340169
Settle Hall	id=g:6340170
Barbee House	id=g:6340171
Botetourt Hall	id=g:6340172
Carvin House	id=g:6340173
Cocke Memorial Building	id=g:6340174
Cromer Bergman Alumnae House	id=g:6340175
Dana Science Building	id=g:6340176
Duchouquet Cottage	id=g:6340177
Eastnor	id=g:6340178
Eleanor D Wilson Museum	id=g:6340179
Pleasants Hall	id=g:6340180
President's House - Hollins University	id=g:6340181
Rathhaus	id=g:6340182
Richard Wetherill Visual Arts Center	id=g:6340183
Robbie Hunt Burton Alumnae Cottage	id=g:6340184
Sandusky Hall	id=g:6340185
Starkie House	id=g:6340186
The Moody Center	id=g:6340187
Tinker House	id=g:6340188
Alain Leroy Locke Hall	id=g:6340189
Andrew Carnegie Building	id=g:6340190
Armour J Blackburn Center	id=g:6340191
Burr Annex	id=g:6340192
Reserve Officer's Training Corps Office	id=g:6340193
Schilling Annex	id=g:6340194
Schilling Center	id=g:6340195
School of Business	id=g:6340196
School of Communication	id=g:6340197
Spiritual Life & Academic Building	id=g:6340198
Vines Center	id=g:6340199
ARC Residence Hall	id=g:6340200
Barnes and Noble Campus Bookstore	id=g:6340201
Bristow Hall	id=g:6340202
Cox Residence Hall	id=g:6340203
Crafts House	id=g:6340204
Curry Residence Hall	id=g:6340205
Dorrill Dining Hall	id=g:6340206
Frazer Residence Hall	id=g:6340207
French Residence Hall	id=g:6340208
Greenwood Library	id=g:6340209
Hardy House	id=g:6340210
Hull Education Center	id=g:6340211
Science Center	id=g:6340212
South Ruffner Residence Hall	id=g:6340213
South Tabb Residence Hall	id=g:6340214
Stevens Science Center	id=g:6340215
Stubbs Residence Hall	id=g:6340216
Tabb Residence Hall	id=g:6340217
Varsity Tennis Courts	id=g:6340218
Wheeler Residence Hall	id=g:6340219
Willett Hall	id=g:6340220
Beaver Point Club House	id=g:6340221
Burton Student Center	id=g:6340222
Dillard Fine Arts Center	id=g:6340223
Hall Campus Center	id=g:6340224
Hobbs Hall	id=g:6340225
Knight - Capron Library	id=g:6340226
McMillan Nursing Building	id=g:6340227
McWane Hall	id=g:6340228
Psychology Building	id=g:6340229
Spiritual Life Center	id=g:6340230
Tate Hall	id=g:6340231
Keezell Hall	id=g:6340232
Leeolou Alumni Center	id=g:6340233
Lincoln House	id=g:6340234
McGraw-Long Hall	id=g:6340235
Medical Arts South	id=g:6340236
Medical Arts West	id=g:6340237
Nicholas House	id=g:6340238
Paul Street House	id=g:6340239
Rockingham Hall	id=g:6340240
Roop Hall	id=g:6340241
Shenandoah Hall	id=g:6340242
Shorts Hall	id=g:6340243
Showker Hall	id=g:6340244
Sonner Hall	id=g:6340245
Spotwood Hall	id=g:6340246
Theatre ll	id=g:6340247
Unversity Recreation Center	id=g:6340248
Varner House	id=g:6340249
Wampler Hall	id=g:6340250
Weaver Hall	id=g:6340251
Wellington Hall	id=g:6340252
Wlson Hall	id=g:6340253
Arthur S Demoss Learning Center	id=g:6340254
B R Lakin Religion Building	id=g:6340255
Bruckner Learning Center	id=g:6340256
Carter Glass Mansion	id=g:6340257
Center for Academic Support & Advising Services	id=g:6340258
Center for Computer & Information Technology	id=g:6340259
College of Arts & Sciences	id=g:6340260
D L P Studios	id=g:6340261
David's Place	id=g:6340262
Guillerman Library	id=g:6340263
Hamcock Athletic Center	id=g:6340264
Integrated Learning Resource Center	id=g:6340265
Lahaye Student Center	id=g:6340266
Liberty Baptist Theological Seminary	id=g:6340267
Liberty Bible Institute	id=g:6340268
Liberty University Visitors Center	id=g:6340269
Reber Thomas Dining Hall	id=g:6340270
The Depot	id=g:6340271
Tobias Smyth House	id=g:6340272
Van Dyke Center	id=g:6340273
Weaver Hall	id=g:6340274
Wiley Jackson Hall	id=g:6340275
Acheson Science Center	id=g:6340276
Arnes Dining Hall	id=g:6340277
Cole Residence Hall	id=g:6340278
Eckles Memorial Library	id=g:6340279
Hensley Residence Hall	id=g:6340280
Lloyd Gymnasium	id=g:6340281
Merriweather Residence Hall	id=g:6340282
Pelham Residence Hall	id=g:6340283
Somers Residence Hall	id=g:6340284
School of International Service Annex	id=g:6340285
Dorchester Building	id=g:6340286
Kent Humanities Building	id=g:6340287
Queen Anne's Technical Building	id=g:6340288
Rufus M and Loraine Hall Todd Performing Arts Center	id=g:6340289
Alumnae Hall-James Madison University	id=g:6340290
Anthony Seeger Hall	id=g:6340291
Bell Hall	id=g:6340292
Burruss Hall	id=g:6340293
Cardinal House	id=g:6340294
Carrier Library	id=g:6340295
Chappelear Hall	id=g:6340296
Convocation Center	id=g:6340297
Dingledine Hall	id=g:6340298
Eastover House	id=g:6340299
Frederikson Hall	id=g:6340300
Frye Building	id=g:6340301
Garber Hall	id=g:6340302
Grace Street House	id=g:6340303
Grafton-Stovall Theatre	id=g:6340304
Harrison Hall Annex	id=g:6340305
Health and Human Services	id=g:6340306
Hillcrest House	id=g:6340307
Ikenberry Hall	id=g:6340308
Dorothy Heatwole House	id=g:6340309
Elmwood Residence Hall	id=g:6340310
Ernest Martin House	id=g:6340311
Eshleman House	id=g:6340312
Esther K Augsburger Art Center	id=g:6340313
Gnagey House	id=g:6340314
Guild Theater	id=g:6340315
H D Weaver House	id=g:6340316
Hillside Suites	id=g:6340317
Lehman Auditorium	id=g:6340318
Lehman House	id=g:6340319
Maplewood Residence Hall	id=g:6340320
Martin House	id=g:6340321
Mount Clinton Apartments	id=g:6340322
Northlawn Residence Hall	id=g:6340323
Oakwood Residence Hall	id=g:6340324
Parkwood Apartments	id=g:6340325
Redmond House	id=g:6340326
Roselawn Residence Hall	id=g:6340327
Rutt House	id=g:6340328
Sadie A Hartzler Library	id=g:6340329
Suter House ll	id=g:6340330
Suter Science Center	id=g:6340331
Village Apartments	id=g:6340332
Byars Hall Visual and Performing Arts Center	id=g:6340333
Carriger and Matthews Halls	id=g:6340334
Collins House	id=g:6340335
Emily Williams House	id=g:6340336
Emory Merchantile Company Building	id=g:6340337
J Stewart French Alumni House	id=g:6340338
Kelly Library	id=g:6340339
King Health and Physical Education Center	id=g:6340340
Martin - Brock Student Center	id=g:6340341
McGlothlin - Street Hall	id=g:6340342
Miller - Fulton Hall	id=g:6340343
President's House - Emory and Henry College	id=g:6340344
Scarbrough House	id=g:6340345
Studio Theatre	id=g:6340346
Sullins Hall	id=g:6340347
Chicago Engine Company 38	id=g:6340348
Chicago Engine Company 39	id=g:6340349
Chicago Engine Company 42	id=g:6340350
Chicago Engine Company 43	id=g:6340351
Chicago Engine Company 45	id=g:6340352
Chicago Engine Company 46	id=g:6340353
Chicago Engine Company 49	id=g:6340354
Chicago Engine Company 50	id=g:6340355
Lake County Judicial Center	id=g:6340356
Tavares Chamber of Commerce	id=g:6340357
Lake County Administration Building	id=g:6340358
Lake County Court House	id=g:6340359
Tavares School Media Center	id=g:6340360
Lake Tech Institute of Public Safety	id=g:6340361
Tavares Fire Station Number 2	id=g:6340362
Woodlea Road Water Reclamation Facility	id=g:6340363
Lake County Library Services	id=g:6340364
Lake County Agricultural Center	id=g:6340365
Tavares National Guard Armory	id=g:6340366
Lake County School Board	id=g:6340367
Tavares Fire Station Number 1	id=g:6340368
Lake County Tax Collector's Branch Office	id=g:6340369
Tavares City Hall	id=g:6340370
Tavares Police Department	id=g:6340371
Lake County Fire Rescue Station 27	id=g:6340372
W T Bland Public Library	id=g:6340373
Mounet Dora Electric Substation	id=g:6340374
Ice House Theatre	id=g:6340375
Mount Dora Fire Department	id=g:6340376
Mount Dora Chamber of Commerce	id=g:6340377
City of Eustis CR44A Water Plant	id=g:6340378
Gerald R Ford Presidential Library	id=g:6340379
Gerald R Ford Presidential Museum	id=g:6340380
Winston -Bromfield Memorial Tower	id=g:6340381
Astral Hall	id=g:6340382
Blosser House	id=g:6340383
Bomberger House	id=g:6340384
Brunk House	id=g:6340385
David F Miller House	id=g:6340386
Discipleship Center	id=g:6340387
Staten Island Institue of Arts and Sciences	id=g:6340388
Hugot Building	id=g:6340389
Saint George Building	id=g:6340390
Richmond Welfare Center	id=g:6340391
George Cromwell Center	id=g:6340392
Stapleton Village Hall (historical)	id=g:6340393
lStaten Island Childrens Museum	id=g:6340394
Holy Angels Cottage	id=g:6340395
New Brighton Nursing Home	id=g:6340396
Henry J Vals Gymnasium	id=g:6340397
Jedlica Performing Arts Center	id=g:6340398
La Grange Park Police Department	id=g:6340399
La Grange Park Fire Station Number 1	id=g:6340400
La Grange Park Fire Station Number 2	id=g:6340401
Brookfield Fire Station Number 1	id=g:6340402
Brookfield Fire Station Number 2	id=g:6340403
Brookfield Police Department	id=g:6340404
Brookfield Village Hall	id=g:6340405
Oak Park Fire Station 1	id=g:6340406
Oak Park Fire Station 2	id=g:6340407
Oak Park Fire Station 3	id=g:6340408
Berwyn Fire Station Number 1	id=g:6340409
Berwyn Fire Station Number 2	id=g:6340410
Berwyn Fire Station Number 3	id=g:6340411
Chicago Engine Company 1	id=g:6340412
Chicago Engine Company 4	id=g:6340413
Chicago Engine Company 5	id=g:6340415
Chicago Engine Company 7	id=g:6340416
Chicago Engine Company 14	id=g:6340417
Chicago Engine Company 15	id=g:6340418
Chicago Engine Company 18	id=g:6340419
Chicago Engine Company 19	id=g:6340420
Chicago Engine Company 22	id=g:6340421
Chicago Engine Company 28	id=g:6340422
Chicago Engine Company 29	id=g:6340423
Chicago Engine Company 30	id=g:6340424
Chicago Engine Company 32	id=g:6340425
Chicago Engine Company 34	id=g:6340426
Chicago Engine Company 35	id=g:6340427
Mountville Fire Company	id=g:6340428
Millersville Fire Company	id=g:6340429
Maytown-East Donegal Fire Company	id=g:6340430
Mastersonville Fire Company	id=g:6340431
Martindale Fire Company	id=g:6340432
New Holland Fire Company East Station	id=g:6340433
Neffsville Community Fire Company Station 2-7	id=g:6340434
New Danville Fire Company	id=g:6340435
Quarryville Fire Company Station 5-7	id=g:6340436
Rawlinsville Fire Company	id=g:6340437
Refton Fire Company Station 5-9	id=g:6340438
Ronks Fire Company	id=g:6340439
Rothsville Fire Company	id=g:6340440
Robert Fulton Fire Company	id=g:6340441
Rohrerstown Fire Company	id=g:6340442
Rheems Fire Company	id=g:6340443
Strasburg Fire Company	id=g:6340444
West Willow Fire Company Station 5-11	id=g:6340445
Willow Street Fire Company	id=g:6340446
West Lancaster Fire Company	id=g:6340447
Reinholds Fire Company	id=g:6340448
Schoeneck Fire Company	id=g:6340449
Stevens Fire Company	id=g:6340450
Smokestown Fire Company	id=g:6340451
Ephrata Area Rescue Services	id=g:6340452
Brickerville Fire Company	id=g:6340453
Brunnerville Fire Company	id=g:6340454
East Petersburg Volunteer Fire Company Station 23	id=g:6340455
Eden Volunteer Fire Company Station 24	id=g:6340456
Lititz Fire Company Number 1	id=g:6340457
Hope Fire Company Number 1	id=g:6340458
Bareville Fire Company	id=g:6340459
Bird In Hand Fire Company	id=g:6340460
Bainbridge Fire Company Station 7-1	id=g:6340461
Columbia 1 Fire Company	id=g:6340462
Caernarvon Fire Company	id=g:6340463
Elizabethtown Fire Company	id=g:6340464
Fire Department Mount Joy	id=g:6340465
Farmersville Fire Company	id=g:6340466
Fivepointville Fire Company	id=g:6340467
Goodville Fire Company	id=g:6340468
Gap Fire Company	id=g:6340469
Gordonville Fire Company	id=g:6340470
Hempfield Fire Company Station 7-8	id=g:6340471
Highville Fire Company	id=g:6340472
Lancaster Township Fire Company South Station	id=g:6340473
Lancaster Township Fire Company North Station	id=g:6340474
Lancaster Airport Fire Department	id=g:6340475
Lafayette Fire Company	id=g:6340476
Lancaster City Fire Department	id=g:6340477
West Hanover Township of Volunteer Fire Company 36 Station 1	id=g:6340478
West Hanover Fire Company 36 Station 3	id=g:6340479
Yoe Fire and Rescue Company Station Number 36	id=g:6340480
Ephraim Bajar Cultural Center	id=g:6340481
Arendtsville Vocational School Community Center	id=g:6340482
East Berlin Community Library	id=g:6340483
Adams County Library	id=g:6340484
Fairfield Library	id=g:6340485
Littlestown Library	id=g:6340486
New Oxford Area Library	id=g:6340487
Arthur Hufnagel Public Library of Glen Rock	id=g:6340488
Collinsville Community Library	id=g:6340489
Dillsburg Area Public Library	id=g:6340490
Dover Area Community Library	id=g:6340491
Glatfelter Memorial Library	id=g:6340492
Kaltreider-Benfer Library	id=g:6340493
Kreutz Creek Valley Library Center	id=g:6340494
Martin Library	id=g:6340495
Martin Library at Bradley Academy in Springettsbury Township	id=g:6340496
The Jefferson Resource Center and Computer Lab	id=g:6340497
Manchester Township Library	id=g:6340498
Mason Dixon Public Library	id=g:6340499
The Red Land Community Library	id=g:6340500
Southern York County Library	id=g:6340501
Technology Training Center	id=g:6340502
Village Library	id=g:6340503
Akron Fire Company	id=g:6340504
Denver Fire Company	id=g:6340505
Durlach Mount Airy Fire Company	id=g:6340506
Ephrata Fire Company	id=g:6340507
Lincoln Fire Company	id=g:6340508
Loganville Fire Company Station Number 63	id=g:6340509
Laurel Fire Company Number 1	id=g:6340510
Liberty Fire Company Number 1 North York	id=g:6340511
Lincoln Fire Station Number 9	id=g:6340512
Lewisberry Community Fire Company Station Number 29	id=g:6340513
Lincolnway Fire and Rescue Company Station Number 5	id=g:6340514
Lincoln Fire Company Station Number 3	id=g:6340515
Midway Volunteer Fire Company Number 1	id=g:6340516
North Codorus Township Fire Department Station Number 12	id=g:6340517
Newberry Township Fire Department Station Number 31	id=g:6340518
Parkville Volunteer Fire and Rescue Company Station Number 49 1	id=g:6340519
Pleasant Hill Volunteer Fire Company Station Number 52	id=g:6340520
Reliance Fire Company of West York	id=g:6340521
Porters Fire Company Station Number 53	id=g:6340522
Rescue Fire Company Number 1 Station Number 35	id=g:6340523
Rex Laurel Fire Company Station Number 1	id=g:6340524
Rose Fire Company Number 1 Station Number 58	id=g:6340525
Shrewsbury Volunteer Fire Company Station Number 61	id=g:6340526
Seven Valleys Community Fire Company Station Number 62	id=g:6340527
Strinestown Fire Department Station Number 26	id=g:6340528
Shiloh Fire Company Station Number 2	id=g:6340529
Union Fire Company Number 1 Station Number 23	id=g:6340530
Vigilant Union Fire Station Number 2	id=g:6340531
West York Fire Department Station Number 1	id=g:6340532
West Manchester Township Fire and Emergency Services	id=g:6340533
Wrightsville Steam Fire and Hose Company Number 1 Station Number 41	id=g:6340534
Liberty Fire Company Number 1 East Berlin	id=g:6340535
McSherrystown Steam Fire Engine Company	id=g:6340536
New Oxford Community Fire Company 13	id=g:6340537
The Bendersville Community Volunteer Fire Company	id=g:6340538
Fire Company	id=g:6340539
Airville Volunteer Fire Company Station Number 55	id=g:6340540
Brushtown Fire Company	id=g:6340541
Citizens Hose Company Number 1 of Dillsburg Station Number 64	id=g:6340542
Citizens Volunteer Fire Company Station Number 56	id=g:6340543
Community Fire Company of Seven Valleys	id=g:6340544
Delta Cardiff Fire Company Station Number 57	id=g:6340545
Eastern York County Forest Fire Crew	id=g:6340546
Eureka Volunteer Fire and Ambulance Company Station Number 54	id=g:6340547
Felton Union Fire Company Station Number 43	id=g:6340548
Friendship Volunteer Fire Company Station Number 49 3	id=g:6340549
Grantley Fire Company Station 13	id=g:6340550
Goodwill Fire Station Number 5	id=g:6340551
Goodwill Volunteer Fire Company Number 1 Station 19	id=g:6340552
Hanover Fire Company Number 1 Station Number 46	id=g:6340553
Dr Vernon McDaniel Administration Building	id=g:6340554
Rock Mechanics Center	id=g:6340555
Crescent Athlectic Club (historical)	id=g:6340556
Carroll Township Police Department	id=g:6340557
Fairview Township Police Department	id=g:6340558
Hanover Police Department	id=g:6340559
Northeastern Regional Police Department	id=g:6340560
Newberry Township Police Department	id=g:6340561
Northern York County Regional Police Department	id=g:6340562
North Franklin Township Police Department	id=g:6340563
Penn Township Police Department	id=g:6340564
Southern Regional Police Department	id=g:6340565
Springettsbury Township Police Department	id=g:6340566
Stewartstown Police Department	id=g:6340567
West Manchester Township Police Department	id=g:6340568
West Manheim Township Police Department	id=g:6340569
West York Borough - Police Department	id=g:6340570
York Area Regional Police Department	id=g:6340571
York City Police Department	id=g:6340572
York County Sheriff's Department	id=g:6340573
Aspers Fire Company and Emergency Medical Services	id=g:6340574
Abbottstown Fire Company 12	id=g:6340575
Alpha Fire Company	id=g:6340576
