Ségou	id=g:2245694
Marigotde Menguèye	id=g:2248402
Menguèye	id=g:2248403
Menguelé	id=g:2248404
Méné	id=g:2248405
Memedou Komba	id=g:2248406
Mékhé Village	id=g:2248407
Lac de Mékhé	id=g:2248408
Mékhé	id=g:2248409
Méguièg	id=g:2248410
Médine	id=g:2248411
Médina-Yorofoula	id=g:2248412
Médina Yogué	id=g:2248413
Médina Yelour	id=g:2248414
Médina Touré	id=g:2248415
Médina Tobène	id=g:2248416
Médina Tiarène	id=g:2248417
Médinassi	id=g:2248418
Médina Sintiou Amat Maram	id=g:2248419
Médina Sar	id=g:2248420
Médina Samba Gouro	id=g:2248421
Médina Sambène	id=g:2248422
Médina Sali	id=g:2248423
Médina-Sabak	id=g:2248424
Médina Pakane	id=g:2248425
Médina Ndovene	id=g:2248426
Médina Ndiayène	id=g:2248427
Médina Mbayène	id=g:2248428
Médina Mbaye Faye	id=g:2248429
Médina Koli	id=g:2248430
Médina Keur Lahine Mara	id=g:2248431
Médina Keur Babou	id=g:2248432
Médina Gounas	id=g:2248433
Médina Fas	id=g:2248434
Médina el Hadji	id=g:2248435
Médina Diognik	id=g:2248436
Médina Dakhar	id=g:2248437
Médina Chérif	id=g:2248438
Médina Boéni	id=g:2248439
Médina Bobo	id=g:2248440
Médina Babou	id=g:2248441
Médina Abolou	id=g:2248442
Médina	id=g:2248443
Médina	id=g:2248444
Médina	id=g:2248445
Médina	id=g:2248446
Médina	id=g:2248447
Médina	id=g:2248448
Médina	id=g:2248449
Médina	id=g:2248450
Passe Médiane	id=g:2248451
Médi	id=g:2248452
Mdola	id=g:2248453
Mdogone	id=g:2248454
Mdifif	id=g:2248455
Mbress	id=g:2248456
Mbrar	id=g:2248457
Mbrama Rat	id=g:2248458
Mbram	id=g:2248459
Forêt Classée de Mboyo	id=g:2248460
Mboyo	id=g:2248461
Mboyo	id=g:2248462
Mboyène	id=g:2248463
Mboye Diom	id=g:2248464
Mboynane	id=g:2248465
Mboussobé	id=g:2248466
Mboussobé	id=g:2248467
Mbousso	id=g:2248468
Mboussali	id=g:2248469
Mbousnar	id=g:2248470
Mbouroukh Mbambara	id=g:2248471
Mbouroukh Sérère	id=g:2248472
Mbouror	id=g:2248473
Mbouromassi	id=g:2248474
Mbouro	id=g:2248475
Mbouré	id=g:2248476
Mbour	id=g:2248477
Mbour	id=g:2248478
Mboup	id=g:2248479
Mbounièt	id=g:2248480
Mboune	id=g:2248481
Mboundou Mbaba	id=g:2248482
Mboume Niel	id=g:2248483
Darou Mboumbaye	id=g:2248484
Mboul	id=g:2248485
Mbouloum Séno	id=g:2248486
Mboulouk	id=g:2248487
Tiangol Mboul Lougal	id=g:2248488
Mboul Larhar	id=g:2248489
Mboulkane	id=g:2248490
Mboulèm	id=g:2248491
Mboulem	id=g:2248492
Mboulé	id=g:2248493
Mboula	id=g:2248494
Mboul	id=g:2248495
Mboul	id=g:2248496
Mboul	id=g:2248497
Mboul	id=g:2248498
Mboul	id=g:2248499
Mboul	id=g:2248500
Mboukoutour	id=g:2248501
Mbouki	id=g:2248502
Mboufta	id=g:2248503
Mboudaye Sèk	id=g:2248504
Mboudaye	id=g:2248505
Mboubane	id=g:2248506
Mbouba	id=g:2248507
Mbos Niomboul	id=g:2248508
Mbos Nadiour	id=g:2248509
Mbos Bal Peul	id=g:2248510
Mbos Bal	id=g:2248511
Mbos	id=g:2248512
Mboro-sur-Mer	id=g:2248513
Mboro Kandio	id=g:2248514
Mboro	id=g:2248515
Mborine	id=g:2248516
Mborhodofe	id=g:2248517
Mbondane	id=g:2248518
Mbon Bassari	id=g:2248519
Mbon Peul	id=g:2248520
Mboltagne Nar	id=g:2248521
Mbolpègne	id=g:2248522
Mbôlo Birane	id=g:2248523
Mbôlo Ali	id=g:2248524
Mbollop	id=g:2248525
Mbodogne	id=g:2248526
Mbodjene	id=g:2248527
Mbodiène	id=g:2248528
Mbodiène	id=g:2248529
Mbodié	id=g:2248530
Mbobou	id=g:2248531
Mbobène	id=g:2248532
Mboba	id=g:2248533
Mbitéyène	id=g:2248534
Mbit	id=g:2248535
Mbississ	id=g:2248536
Mbissaw	id=g:2248537
Mbirk	id=g:2248538
Mbirine	id=g:2248539
Mbirdiamm	id=g:2248540
Mbirane Gaye	id=g:2248541
Mbirama	id=g:2248542
Mbirakam	id=g:2248543
Mbinndiouga	id=g:2248544
Mbinguène Diouar	id=g:2248545
Mbinguène	id=g:2248546
Mbindi	id=g:2248547
Mbilor Diéri	id=g:2248548
Mbilor	id=g:2248549
Île de Mbill	id=g:2248550
Mbil	id=g:2248551
Mbil	id=g:2248552
Mbidiam Ouolof	id=g:2248553
Mbidi	id=g:2248554
Mbidi	id=g:2248555
Mbéyène	id=g:2248556
Mbéyène	id=g:2248557
Mbéyélogne	id=g:2248558
Mbèye	id=g:2248559
Mbèye	id=g:2248560
Mbéwane	id=g:2248561
Mbeute	id=g:2248562
Mbeuleukhé	id=g:2248563
Lac Mbeubeussé	id=g:2248564
Mbetit Gouye	id=g:2248565
Mbetèt	id=g:2248566
Mbétét	id=g:2248567
Mbétchi	id=g:2248568
Mbeuksine	id=g:2248569
Mbèss	id=g:2248570
Bari Diame	id=g:2248571
Mbéraye	id=g:2248572
Mbèr	id=g:2248573
Mber	id=g:2248574
Mbèp	id=g:2248575
Mbèndi	id=g:2248576
Mbenguène	id=g:2248577
Mbène	id=g:2248578
Mbémène	id=g:2248579
Mbéma	id=g:2248580
Mbèlongout	id=g:2248581
Mbèlone	id=g:2248582
Mbélogne Kadié	id=g:2248583
Mbélogne Goudé	id=g:2248584
Mbélogne Dodié	id=g:2248585
Mbélogne Dialoubé	id=g:2248586
Mbélogne Boulbé	id=g:2248587
Mbélogne Bayédi	id=g:2248588
Mbélogne Bali	id=g:2248589
Mbélogne-Amédi-Abi	id=g:2248590
Mbélogne Amdil	id=g:2248591
Mbélogne	id=g:2248592
Mbélogne	id=g:2248593
Mbélogne	id=g:2248594
Mbelkmor	id=g:2248595
Mbelk	id=g:2248596
Mbéli	id=g:2248597
Mbèlègne Kodiolè	id=g:2248598
Mbélegne	id=g:2248599
Mbélegne	id=g:2248600
Mbelbouk	id=g:2248601
Mbelbouk	id=g:2248602
Mbelane	id=g:2248603
Mbelakadio	id=g:2248604
Mbéguéré	id=g:2248605
Mbénguène Diavar	id=g:2248606
Forêt Classée de Mbégué	id=g:2248607
Mbégué	id=g:2248608
Mbégaye	id=g:2248609
Mbéfèl	id=g:2248610
Mbééda	id=g:2248611
Mbédo	id=g:2248612
Mbédiène	id=g:2248613
Mbédiègne	id=g:2248614
Mbédape	id=g:2248615
Mbaye Séo	id=g:2248616
Mbaye Njinakh	id=g:2248617
Mbayène 1	id=g:2248618
Mbayène Ndjoudam	id=g:2248619
Mbayène Ndakhar	id=g:2248620
Mbayène	id=g:2248621
Mbayène	id=g:2248622
Mbayène	id=g:2248623
Mbayène	id=g:2248624
Mbayène	id=g:2248625
Mbayène	id=g:2248626
Mbayène	id=g:2248627
Mbayène	id=g:2248628
Mbayène	id=g:2248629
Mbayène	id=g:2248630
Mbayène	id=g:2248631
Mbaye Minké	id=g:2248632
Mbaye Mbaye	id=g:2248633
Mbaye Mbaye	id=g:2248634
Mbaye Mbaye	id=g:2248635
Mbaye Mbaye	id=g:2248636
Mbaye Faye Ouali Bop	id=g:2248637
Mbaye Faye Fafa	id=g:2248638
Mbaye Dialo	id=g:2248639
Mbaye Bayou	id=g:2248640
Mbaye Mbaye	id=g:2248641
Mbaye Mbaye	id=g:2248642
Mbaye Bakar	id=g:2248643
Mbaye	id=g:2248644
Mbaye	id=g:2248645
Mbaye	id=g:2248646
Mbaye	id=g:2248647
Mbayar	id=g:2248648
Mbatar	id=g:2248649
Mbassis	id=g:2248650
Mbassis	id=g:2248651
Mbass	id=g:2248652
Mbar Peul	id=g:2248653
MbarouBof	id=g:2248654
Mbarom	id=g:2248655
Mbarom	id=g:2248656
Mbaro	id=g:2248657
Mbaro	id=g:2248658
Mbarigo	id=g:2248659
BaréBanta	id=g:2248660
Mbari	id=g:2248661
Mbarène	id=g:2248662
Mbaré	id=g:2248663
Mbarama	id=g:2248664
Mbar	id=g:2248665
Mbap Peul	id=g:2248666
Mbap	id=g:2248667
Mbap	id=g:2248668
Mbaouane	id=g:2248669
Périmètre de Reboisement de Mbaw	id=g:2248670
Mbaw	id=g:2248671
Mbantou	id=g:2248672
Mbanpana	id=g:2248673
Mbane Eléana	id=g:2248674
Mbane	id=g:2248675
Mbane	id=g:2248676
Mbandé	id=g:2248677
Mbande	id=g:2248678
Mbanar	id=g:2248679
Mbanane	id=g:2248680
Mbamane	id=g:2248681
Mbam	id=g:2248682
Mbam	id=g:2248683
Mbalkane	id=g:2248684
Mbal Fal	id=g:2248685
Mbalène	id=g:2248686
Mbalarhate	id=g:2248687
Mbalamézone	id=g:2248688
Mbakna	id=g:2248689
Mbakhas	id=g:2248690
Mbaké Yégé	id=g:2248691
Mbaké Salao	id=g:2248692
Mbaké Nabé	id=g:2248693
Mbaké Kayor	id=g:2248694
Mbaké Djouroul	id=g:2248695
Mbacké Diolof	id=g:2248696
Mbaké Bari	id=g:2248697
Mbaké	id=g:2248698
Mbaké	id=g:2248699
Mbakakak	id=g:2248700
Mbaka Lo	id=g:2248701
Mbaïti Massamba	id=g:2248702
Mbaiti	id=g:2248703
Mbaïseri	id=g:2248704
Mbaïlo	id=g:2248705
Mbaïlar	id=g:2248706
Mbaïladji	id=g:2248707
Wassa Codé Mbaila	id=g:2248708
Mbaï Diop	id=g:2248709
Mbahdi	id=g:2248710
Mbagné Séo	id=g:2248711
Mbagam	id=g:2248712
Mbafaye	id=g:2248713
Mbafaye	id=g:2248714
Mbaène	id=g:2248715
Mbadio	id=g:2248716
Mbadiène	id=g:2248717
Mbadié	id=g:2248718
Mbadiane	id=g:2248719
Mbadep	id=g:2248720
Mbadate	id=g:2248721
Mbadarhour	id=g:2248722
Mbadar	id=g:2248723
Mbadal	id=g:2248724
Mbabou	id=g:2248725
Mbabane	id=g:2248726
Mbaba	id=g:2248727
Mba Aïssa	id=g:2248728
Mba	id=g:2248729
Mayoro	id=g:2248730
Mayor	id=g:2248731
Mayong	id=g:2248732
Mayo-Louguéré-Kobo	id=g:2248733
Rio Mael Jaubè	id=g:2248734
Mayel Vanibabé	id=g:2248735
Mayél Samou	id=g:2248736
Mayel Ndangam	id=g:2248737
Mayel Mangatamba	id=g:2248738
Mayel Iesso	id=g:2248739
Mâyél Dibi	id=g:2248740
Mayel Bao	id=g:2248741
Maye Landan	id=g:2248742
Tchangol Mayel	id=g:2248743
Mayel	id=g:2248744
Maye Goumel	id=g:2248745
Mayaye	id=g:2248746
Mayaye	id=g:2248747
Maya	id=g:2248748
Matour	id=g:2248749
Matel Banté	id=g:2248750
Matam-Ouro Sogu	id=g:2248751
Matam	id=g:2248752
Région de Matam	id=g:2248753
Matal	id=g:2248754
Massinnfine	id=g:2248755
Massina Séné	id=g:2248756
Massembé	id=g:2248757
Massarinko Bolon	id=g:2248758
Massarinko	id=g:2248759
Massaria	id=g:2248760
Massar Diop	id=g:2248761
Massaran	id=g:2248762
Forêt Classée de Massara-Foulane	id=g:2248763
Massar Diop	id=g:2248764
Massara	id=g:2248765
Massara	id=g:2248766
Massara	id=g:2248767
Massar	id=g:2248768
Massar	id=g:2248769
Massar	id=g:2248770
Massakounda	id=g:2248771
Massa Fara	id=g:2248772
Massadala	id=g:2248773
Ma Samba	id=g:2248774
Mar Souloum	id=g:2248775
Marsassoum Santa	id=g:2248776
Marsassoum	id=g:2248777
Marsa	id=g:2248778
Maroutte	id=g:2248779
Marougoundi	id=g:2248780
Marougou	id=g:2248781
Marougou	id=g:2248782
Maronkounda	id=g:2248783
Maronèm	id=g:2248784
Maro Koumba	id=g:2248785
Marigot de Marméal	id=g:2248786
Mar Lodj	id=g:2248787
Marlème Hodar	id=g:2248788
Marivé Samba	id=g:2248789
Maribé Patimkibo	id=g:2248790
Margou	id=g:2248791
Mar Fafako	id=g:2248792
Marévé Bouré	id=g:2248793
Maréoua	id=g:2248794
Marène	id=g:2248795
Maréna	id=g:2248796
Marékounda	id=g:2248797
Maréfou Lo	id=g:2248798
Marda	id=g:2248799
Mararam	id=g:2248800
Marandan	id=g:2248801
Maram Tiamé	id=g:2248802
Marakissa	id=g:2248803
Marakissa	id=g:2248804
Marougoukoto	id=g:2248805
Mara	id=g:2248806
Île de Mar	id=g:2248807
Mapagne	id=g:2248808
Maoum	id=g:2248809
Maoudou Tapolal	id=g:2248810
Maoua	id=g:2248811
Maodo	id=g:2248812
Cap Manuel	id=g:2248813
Banc Manuel	id=g:2248814
Mantiankani	id=g:2248815
Mantchamina	id=g:2248816
Mantat	id=g:2248817
Mansala Bolon	id=g:2248818
Mansa Dala	id=g:2248819
Mansaba	id=g:2248820
Manpatariel	id=g:2248821
Mankonton	id=g:2248822
Mankonondine	id=g:2248823
Mankono Ba	id=g:2248824
Mankolikounda	id=g:2248825
Mankakounda	id=g:2248826
Manka	id=g:2248827
Maniora Mandingue	id=g:2248828
Manigui	id=g:2248829
Maniaré	id=g:2248830
Mamankanti	id=g:2248831
Mangoulé Oubème	id=g:2248832
Mangoulé	id=g:2248833
Tchangol Manogul	id=g:2248834
Tiangol Mangol	id=g:2248835
Mangassara	id=g:2248836
Mangaroungou Santo	id=g:2248837
Forêt Classée de Mangaroungou	id=g:2248838
Mangara	id=g:2248839
Manganèm	id=g:2248840
Mangal	id=g:2248841
Mangakounda	id=g:2248842
Mangagoulak	id=g:2248843
Manémane	id=g:2248844
Manékounda	id=g:2248845
Manékounda	id=g:2248846
Mandoufou Kali	id=g:2248847
Mandoufou Fodé	id=g:2248848
Mandouar	id=g:2248849
Mandouar	id=g:2248850
Mandjak	id=g:2248851
Mandjak	id=g:2248852
Mandioumba	id=g:2248853
Mandioumba	id=g:2248854
Mandiné Fodé Kaba	id=g:2248855
Mandina-Maro	id=g:2248856
Mandina	id=g:2248857
Mandiaye	id=g:2248858
Mandiankounda	id=g:2248859
Mandian Kounda	id=g:2248860
Mandégana	id=g:2248861
Mande	id=g:2248862
Mandak	id=g:2248863
Mandah	id=g:2248864
Mandaguié	id=g:2248865
Manda	id=g:2248866
Manbourouk	id=g:2248867
Manboua	id=g:2248868
Manbigné Kantapor	id=g:2248869
Manbigné	id=g:2248870
Manbiazé	id=g:2248871
Manato	id=g:2248872
Manaèl	id=g:2248873
Mana	id=g:2248874
Mampayel	id=g:2248875
Forêt de Mampaye	id=g:2248876
Mampatim Maoundé	id=g:2248877
Mampatim	id=g:2248878
Mampalago	id=g:2248879
Mamoussoulé	id=g:2248880
Mamoudou	id=g:2248881
Forêt Classée de Mamby	id=g:2248882
Mamboya	id=g:2248883
Mamboya	id=g:2248884
Mambounkou	id=g:2248885
Forêt Classée de Mama Togni	id=g:2248886
Mamâri	id=g:2248887
Mama Ndao	id=g:2248889
Mamakonoko	id=g:2248890
Mamakono	id=g:2248891
Mamadou Koupa	id=g:2248892
Mamadou Kouba	id=g:2248893
Mamadou Kinnsi	id=g:2248894
Mamadou Boundou	id=g:2248895
Malsine	id=g:2248896
Forêt Classée de Malka	id=g:2248897
Malka	id=g:2248898
Malinda	id=g:2248899
Malikounda Sas	id=g:2248900
Malikounda Ngogom	id=g:2248901
Malikounda	id=g:2248902
Mali Keur Koumba	id=g:2248903
Périmètre de Reboisement de Malika	id=g:2248904
Malika	id=g:2248905
Malifara Brassou	id=g:2248906
Malifara	id=g:2248907
Malène	id=g:2248908
Forêt de Malem Niani	id=g:2248909
Malèm Niani	id=g:2248910
Forêt Classée de Malème Hodar	id=g:2248911
Malème Hodar	id=g:2248912
Malèm	id=g:2248913
Malème	id=g:2248914
Malem Ba	id=g:2248915
Malèm	id=g:2248916
Maléko	id=g:2248917
Malapa	id=g:2248918
Tiangol Malandou	id=g:2248919
Malandiankounda	id=g:2248920
Malalal	id=g:2248921
Mala Diop	id=g:2248922
Mal	id=g:2248923
Mal	id=g:2248924
Mal	id=g:2248925
Makoumba Souna	id=g:2248926
Makouda	id=g:2248927
Makou Abdou Sal	id=g:2248928
Mako	id=g:2248929
Makine	id=g:2248930
Makil	id=g:2248931
Makhana	id=g:2248932
Makhama	id=g:2248933
Forêt Classée de Maka Yop Ouest	id=g:2248934
Forêt Classée de Maka Yop Est	id=g:2248935
Maka Yop	id=g:2248936
Makayel	id=g:2248937
Makayaya	id=g:2248938
Maka Touré	id=g:2248939
MakaToubé	id=g:2248940
Maka Tioune	id=g:2248941
Maka Sar	id=g:2248942
Maka Ndiaye	id=g:2248943
Maka Ndiaye	id=g:2248944
Makandi	id=g:2248945
Makanako	id=g:2248946
Makana	id=g:2248947
Maka Mor	id=g:2248948
Maka Mop Khari	id=g:2248949
Maka Mboubène	id=g:2248950
Makali	id=g:2248951
Makakoto	id=g:2248952
Maka Katal	id=g:2248953
Maka Kallé	id=g:2248954
Maka Kahone	id=g:2248955
Maka Handalla	id=g:2248956
Maka-Gouye	id=g:2248957
Makagoui	id=g:2248958
Makagni	id=g:2248959
Maka Gaye	id=g:2248960
Maka Fas	id=g:2248961
Maka Fal	id=g:2248962
Makadou	id=g:2248963
Forêt Classée de Maka Diama	id=g:2248964
Maka Diagne	id=g:2248965
Makabingui	id=g:2248966
Makabing	id=g:2248967
Makabé Sidi	id=g:2248968
Maka Bella	id=g:2248969
Makabé Koniadji	id=g:2248970
Maka Baye	id=g:2248971
Maka	id=g:2248972
Maka	id=g:2248973
Maka	id=g:2248974
Maka	id=g:2248975
Maka	id=g:2248976
Maka	id=g:2248977
Maka	id=g:2248978
Maka	id=g:2248979
Maka	id=g:2248980
Maka	id=g:2248981
Maka	id=g:2248982
Maïssa Vassa	id=g:2248983
Maïna	id=g:2248984
Mélakh	id=g:2248985
Maïl	id=g:2248986
Maïk	id=g:2248987
Mahon Oussamara	id=g:2248988
Forêt Classée de Mahon	id=g:2248989
Mahon	id=g:2248990
Mahmouda	id=g:2248991
Forêt Classée de Mahécor	id=g:2248993
Vèndou Maham	id=g:2248994
Mahamouda II	id=g:2248995
Maham	id=g:2248996
Mahafar	id=g:2248997
Magana Boubakar	id=g:2248998
Mafré	id=g:2248999
Mafonko	id=g:2249000
Maéli Dibi	id=g:2249001
Maël	id=g:2249002
Madouba	id=g:2249003
Madjé	id=g:2249004
Madiou	id=g:2249005
Madina Yéro	id=g:2249006
Madina Toubacouta	id=g:2249007
Madina Torodo	id=g:2249008
Madina Torobé	id=g:2249009
Madina Torobé	id=g:2249010
Madina Taël	id=g:2249011
Madina Sibikili	id=g:2249012
Madina Sayindi	id=g:2249013
Madina Samba	id=g:2249014
Madina Ponssan	id=g:2249015
Madina Paté	id=g:2249016
Madina Paté	id=g:2249017
Madina Ouli	id=g:2249018
Madina Niana	id=g:2249019
Madina Ndiatébé	id=g:2249020
Madina Maye	id=g:2249021
Madina Mari	id=g:2249022
Madina Manfinn	id=g:2249023
Madina Mandingue	id=g:2249024
Madina Mamadou	id=g:2249025
Madina Maboulé	id=g:2249026
Madina Ladji	id=g:2249027
Madina Kokoun	id=g:2249028
Madina Kodiolani	id=g:2249029
Madina-Foulbé	id=g:2249030
Madina Fofana	id=g:2249031
Madina Finndiféto	id=g:2249032
Madina Faroto	id=g:2249033
Madina Djikoye	id=g:2249034
Madina Dianbéré	id=g:2249035
Madina Dianambé Kandé	id=g:2249036
Madina Diamboye	id=g:2249037
Madina Diam	id=g:2249038
Madina-Diaka	id=g:2249039
Madina Diaka	id=g:2249040
Madina Dantilia	id=g:2249041
Madina Dahaba	id=g:2249042
Madina Boïdo Kamara	id=g:2249043
Madina Birane	id=g:2249044
Madina Beye	id=g:2249045
Madina Bayène	id=g:2249046
Madina Bafé	id=g:2249047
Madina Amadi Sédi	id=g:2249048
Madina Amadé Malik	id=g:2249049
Madina Alfa	id=g:2249050
Madina Abdou	id=g:2249051
Madina	id=g:2249052
Madina	id=g:2249053
Madina Tiacol	id=g:2249054
Madina	id=g:2249055
Madina	id=g:2249056
Madina	id=g:2249057
Madina	id=g:2249058
Madina	id=g:2249059
Madina	id=g:2249060
Madina	id=g:2249061
Madina	id=g:2249062
Madina	id=g:2249063
Madina	id=g:2249064
Madina	id=g:2249065
Madifatouma	id=g:2249066
Madiéri	id=g:2249067
Madiédia	id=g:2249068
Madianké	id=g:2249069
Madiali	id=g:2249070
Madiali	id=g:2249071
Madène	id=g:2249072
Anse des Madeleines	id=g:2249073
Île des Madeleines	id=g:2249074
Madayana	id=g:2249075
Mabo	id=g:2249076
Loyène Niérou	id=g:2249077
Loyène Bar	id=g:2249078
Loyène	id=g:2249079
Lourous	id=g:2249080
Lour Ouolof	id=g:2249081
Lour Harao	id=g:2249082
Lour Gaodé	id=g:2249083
Lour-Escale	id=g:2249084
Lourène	id=g:2249085
Lountyi	id=g:2249086
Vèndou Lounko-Kodiolé	id=g:2249087
Vèndou Lounka Kodioli	id=g:2249088
Loumka Diabala	id=g:2249089
Louminol-Diaobé	id=g:2249090
Loum Ferbé	id=g:2249091
Louméne	id=g:2249092
Loumène	id=g:2249093
Loumène	id=g:2249094
Loumène	id=g:2249095
Loumbo Tiénou	id=g:2249096
Loumbol Tialam	id=g:2249097
Loumbol Ouroulbé	id=g:2249098
Loumbol-Ouro-Ardo	id=g:2249099
Loumbol Ouolké	id=g:2249100
Loumbol Ouarkéré	id=g:2249101
Véndou Loumbol Maoundé	id=g:2249102
Loumbol Maham	id=g:2249103
Loumbol-Lès-Dionguéré	id=g:2249104
Loumbol Koyi	id=g:2249105
Loumbol Kodiolé	id=g:2249106
Loumboi Ganine	id=g:2249107
Loumbol Ganiédi	id=g:2249108
Loumbol Eri	id=g:2249109
Loumbol-Diamé	id=g:2249110
Loumbol Dialo	id=g:2249111
Loumbol Bok	id=g:2249112
Loumbol Baraguel	id=g:2249113
Véndou Loumbol Amar	id=g:2249114
Loumbol Amar	id=g:2249115
Loumbol Alessek	id=g:2249116
Loumbal	id=g:2249117
Loumbol	id=g:2249118
Loumbol	id=g:2249119
Loumbol	id=g:2249120
Loumbol	id=g:2249121
Loumbol	id=g:2249122
Loumbodo Fodji	id=g:2249123
Loumbi Sadié	id=g:2249124
Loumbi Sadié	id=g:2249125
Loumbinol	id=g:2249127
Loumbi Nialbi	id=g:2249128
Loumbi-Laoubé	id=g:2249129
Loumbi Labé	id=g:2249130
Loumbi Guido	id=g:2249131
Loumbi Guidi	id=g:2249132
Loumbi Diénguel	id=g:2249133
Loumbi Diaoubé	id=g:2249134
Loumbi Diabi	id=g:2249135
Loumbi Boli	id=g:2249136
Loumbi-Baréli	id=g:2249137
Loumbi Arabobé	id=g:2249138
Loumbi Abobé	id=g:2249139
Loumbi	id=g:2249140
Loumbi	id=g:2249141
Loumbi	id=g:2249142
Loumbi	id=g:2249143
Loumbi	id=g:2249144
Loumbi	id=g:2249145
Loumbel Déba	id=g:2249146
Loumbéoro	id=g:2249147
Loumbel Tiodi	id=g:2249148
Loumbel Tédou	id=g:2249149
Loumbel Saye Koye	id=g:2249150
Loumbel Saye Koye	id=g:2249151
Loumbel Saye	id=g:2249152
Loumbel Sanba Yassine	id=g:2249153
Loumbel Padeldi	id=g:2249154
Vèndou Loumbel Noro	id=g:2249155
Vèndou Loumbel-Nelbi	id=g:2249156
Loumbel Mbatma	id=g:2249157
Loumbel Lana	id=g:2249158
Loumbel Ladé	id=g:2249159
Loumbel Koral	id=g:2249160
Loumbel Kéli	id=g:2249161
Loumbel-Kéléli	id=g:2249162
Loumbel Gaoudi Séno	id=g:2249163
Loumbel Gaoudi	id=g:2249164
Loumbel-Gaoudi	id=g:2249165
Loumbel Douki	id=g:2249166
Vèndou Loumbel-Djibi	id=g:2249167
Loumbel Djibi	id=g:2249168
Loumbel Diani	id=g:2249169
Loumbel-Bové	id=g:2249170
Loumbel Boki	id=g:2249171
Loumbel Bassinaré	id=g:2249172
Loumbel Bissinabé	id=g:2249173
Loumbel	id=g:2249174
Loumbel	id=g:2249175
Loumbal	id=g:2249176
Loumbel	id=g:2249177
Loumbel	id=g:2249178
Loumbel	id=g:2249179
Loumbel	id=g:2249180
Loumbel	id=g:2249181
Loumbel	id=g:2249182
Loumatir	id=g:2249184
Loul Séssène	id=g:2249185
Louli Niar	id=g:2249186
Louli Ndoundour	id=g:2249187
Louli Mboudaye	id=g:2249188
Louli Mbafaye	id=g:2249189
Louli	id=g:2249190
Loukourèye	id=g:2249191
Loukoukou	id=g:2249192
Lougui Ouolof	id=g:2249193
Louggué Tôrobbé	id=g:2249194
Louggué Sébbé	id=g:2249195
Louguéré Mbaba	id=g:2249196
Louguéré Goufi	id=g:2249197
Tchangol Louguérédiénal	id=g:2249198
Louguéré Diabi	id=g:2249199
Louguéré-Barkéri	id=g:2249200
Louguéré Baba	id=g:2249201
Louguéré Baba	id=g:2249202
Tiângol Lougguéré	id=g:2249203
Louguéré	id=g:2249204
Louguéniani	id=g:2249205
Lougué Mayel	id=g:2249206
Lougué	id=g:2249207
Lougué	id=g:2249208
Lougué	id=g:2249209
Lougré	id=g:2249210
Lougoundo	id=g:2249211
Lougoul	id=g:2249212
Lougou-Fourodi	id=g:2249213
Lougol	id=g:2249214
Lougi Moumé	id=g:2249215
Louggué Tiékodié	id=g:2249216
Forêt Classée de Louguéré-Tioli	id=g:2249217
Louguéré Tioli	id=g:2249218
Lougué Nodi	id=g:2249219
Lougayama	id=g:2249220
Région de Louga	id=g:2249221
Louga	id=g:2249222
Louga	id=g:2249223
Louga	id=g:2249224
Loudia Ouolof	id=g:2249225
Loudia Diola	id=g:2249226
Loubougret	id=g:2249227
Loubi Tiaïgiri	id=g:2249228
Loubéré Nioudi	id=g:2249229
Louba	id=g:2249230
Tiângol Lotoké	id=g:2249231
Lotoké	id=g:2249232
Lotiande Mare	id=g:2249233
Loté	id=g:2249234
Lotye Diamboye	id=g:2249235
Loro	id=g:2249236
Loridji	id=g:2249237
Lordouga	id=g:2249238
Lordodj	id=g:2249239
Lopé	id=g:2249240
Lougui Peul	id=g:2249241
Longui	id=g:2249242
Longor	id=g:2249243
Longkane	id=g:2249244
Lonbol	id=g:2249245
Lonbi	id=g:2249246
Loumbi	id=g:2249247
Lompoul	id=g:2249248
Lol Lol Peul	id=g:2249249
Loloio	id=g:2249250
Tchangol Lolo	id=g:2249251
Lôyène	id=g:2249252
Lohène	id=g:2249253
Logouko	id=g:2249254
Lofé	id=g:2249255
Lodé	id=g:2249256
Loubougal	id=g:2249257
Lobor Ngoko	id=g:2249258
Lobali	id=g:2249259
Livé	id=g:2249260
Lite	id=g:2249261
Lioumbol Diabi	id=g:2249262
Liou	id=g:2249263
Linnkiring	id=g:2249264
Linnkéring	id=g:2249265
Linnkéring	id=g:2249266
Linnguéwal Tobo	id=g:2249267
Linnguéwal	id=g:2249268
Linnguéoual	id=g:2249269
Linkoné	id=g:2249270
Linkolé	id=g:2249271
Linndiane	id=g:2249272
Lindé	id=g:2249273
Linndé	id=g:2249274
Linki Kountou	id=g:2249275
Linkiéto	id=g:2249276
Linkédian	id=g:2249277
Linguéyel	id=g:2249278
Linguéyel	id=g:2249279
Champ de Tir de Linguère	id=g:2249280
Linguère	id=g:2249281
Linguère	id=g:2249282
Linguère	id=g:2249283
Linguédié Ngotam	id=g:2249284
Lingokoto	id=g:2249285
Réserve Sylvo-Pastorale de Lindé Sud	id=g:2249286
Limane	id=g:2249287
Lilo	id=g:2249288
Likounda	id=g:2249289
Li Kounda	id=g:2249290
Bôlon Likit	id=g:2249291
Likéringto	id=g:2249292
Lifali	id=g:2249293
Tiângol Liédji	id=g:2249294
Agnam Lidoubé	id=g:2249295
Vèndou Liane	id=g:2249296
Liane	id=g:2249297
Lévé Pobi	id=g:2249298
Léyène	id=g:2249299
