North River Gorge Trail	id=g:4776456
Rich Run	id=g:4781654
Rich Valley	id=g:4781655
Rich Mountain Gap	id=g:4781656
Rich Valley Elementary School	id=g:4781657
Northwood Middle School	id=g:4781658
Richard Bland College	id=g:4781659
Richard Byrd Library	id=g:4781660
Richard C Haydon Elementary School	id=g:4781661
Richard Carver Cemetery	id=g:4781662
Richard Kirkland Monument	id=g:4781663
Richards Cemetery	id=g:4781664
Richards Gut	id=g:4781665
Rich Valley Church	id=g:4781666
Richards Run	id=g:4781667
C F Richards Junior Academy	id=g:4781668
Richardson	id=g:4781669
Richardson	id=g:4781670
Richardson (historical)	id=g:4781671
Richardson Branch	id=g:4781672
Richards Shop	id=g:4781673
Richardson Cemetery	id=g:4781674
Richardson Cemetery	id=g:4781675
Richardson Cemetery	id=g:4781676
Richardson Cemetery	id=g:4781677
Richardson Creek	id=g:4781678
Richardson Cemetery	id=g:4781679
Richardson Gorge	id=g:4781680
Richardson Hall	id=g:4781681
Richardson Knob	id=g:4781682
Richardson Memorial Library	id=g:4781683
Richardson Millpond	id=g:4781684
Richardson Millpond Dam	id=g:4781685
Richardson Mountain	id=g:4781686
Kids Central Day Care	id=g:4781687
Richardson School	id=g:4781688
Richardson Swamp	id=g:4781689
Richardson High School	id=g:4781690
Richardsville	id=g:4781691
Richardsville South	id=g:4781692
Richardsville United Methodist Church	id=g:4781693
Richart Heights	id=g:4781694
Richland Church	id=g:4781695
Richland Hills	id=g:4781696
Richland Mountain	id=g:4781697
Richland Run	id=g:4781698
Richardsons Pond	id=g:4781699
Richlands Church of Christ	id=g:4781700
Richlands High School	id=g:4781701
Richlands Mall Shopping Center	id=g:4781702
Richlands Middle School	id=g:4781703
Richlands Municipal Airport (historical)	id=g:4781704
Richlands Post Office	id=g:4781705
Richlands Presbyterian Church	id=g:4781706
Richlands Town Hall	id=g:4781707
Richmond	id=g:4781708
Richmond Beach	id=g:4781709
Richmond Branch	id=g:4781710
Richlands	id=g:4781711
Richmond Cemetery	id=g:4781712
Richmond Center	id=g:4781713
Richmond Childrens Museum	id=g:4781714
Richmond Christian Center	id=g:4781715
Richmond Church	id=g:4781716
Richmond City Canal	id=g:4781717
Richmond City Fairgrounds (historical)	id=g:4781718
Richmond City Hall	id=g:4781719
Richmond City Hospital (historical)	id=g:4781720
Richmond City Jail	id=g:4781721
Richmond City Poor House (historical)	id=g:4781722
Richmond Community Hospital	id=g:4781723
Richmond Country Club	id=g:4781724
Richmond County	id=g:4781725
Richmond County Elementary School	id=g:4781726
Richmond County Intermediate School	id=g:4781727
Richmond Dragway	id=g:4781728
Richmond Dueling Grounds (historical)	id=g:4781729
Richmond Eye and Ear Hospital	id=g:4781730
Richmond Female Institute (historical)	id=g:4781731
Richmond Heights	id=g:4781732
Richmond High School (historical)	id=g:4781733
Richmond Hill	id=g:4781734
Richmond Hill Plantation	id=g:4781735
Richmond Hollow	id=g:4781736
Richmond Cemetery	id=g:4781737
Richmond Industrial Park	id=g:4781738
Richmond Korean Methodist Church	id=g:4781740
Richmond Main Post Office	id=g:4781741
Memorial Medical Center	id=g:4781742
Richmond National Battlefield Park	id=g:4781743
Richmond National Cemetery	id=g:4781744
Hill Middle School	id=g:4781745
Richmond Normal School (historical)	id=g:4781746
Richmond Nursing Home	id=g:4781747
Richmond Plaza	id=g:4781748
Richmond Powder Magazine (historical)	id=g:4781749
Richmond Tabernacle of Prayer Holiness Church	id=g:4781750
Richmond Theater (historical)	id=g:4781751
Richmond Waterworks	id=g:4781752
Richmond Yacht Basin	id=g:4781753
Richmond and Danville Railroad Depot (historical)	id=g:4781754
Richmond and Petersburg Railroad Depot (historical)	id=g:4781755
City of Richmond	id=g:4781756
Richmond, Fredericksburg and Potomac Railway Depot (historical)	id=g:4781757
Richmonds Dam	id=g:4781758
Richmonds Pond	id=g:4781759
Richneck Elementary School	id=g:4781760
Richtown	id=g:4781761
Richwood Golf Club	id=g:4781762
Richwood Knob	id=g:4781763
Rickahock	id=g:4781764
Rickenaw Creek	id=g:4781765
Richmond Home for Boys	id=g:4781766
Rickey Branch	id=g:4781767
Ridderhof Martin Gallery	id=g:4781768
Riddick Cemetery	id=g:4781769
Riddick Ditch	id=g:4781770
Riddick Pond	id=g:4781771
Riddick-Weaver School	id=g:4781772
Riddles Memorial Church	id=g:4781773
Rideout Cemetery	id=g:4781774
Ridge Baptist Church	id=g:4781775
Ridge Cemetery	id=g:4781776
Ridge Cemetery	id=g:4781777
Ridge Hollow	id=g:4781778
Riddick Cemetery	id=g:4781779
Ridge School (historical)	id=g:4781780
Ridge School (historical)	id=g:4781781
Ridge Shopping Center	id=g:4781782
Ridge Street Historic District	id=g:4781783
Ridge Trail	id=g:4781784
Ridge Trail	id=g:4781785
Ridge View Shopping Center	id=g:4781786
Ridge Wood Estates	id=g:4781787
The Ridge	id=g:4781788
The Ridge	id=g:4781789
The Ridge	id=g:4781790
Ridgecrest	id=g:4781791
Ridgecrest Baptist Church	id=g:4781792
Ridgecrest Cemetery	id=g:4781793
Ridgedale	id=g:4781794
Ridgedale	id=g:4781795
Ridgedale Church	id=g:4781796
Ridgefield	id=g:4781797
Ridgelawn Cemetery	id=g:4781798
Ridgelea	id=g:4781799
The Ridges	id=g:4781800
The Ridges	id=g:4781801
Ridgeview	id=g:4781802
Ridgeview Park	id=g:4781803
Ridgeview Park	id=g:4781804
Ridgeway	id=g:4781805
Ridgeway	id=g:4781806
Ridgeway	id=g:4781807
Ridgeway	id=g:4781808
Ridgeway Cemetery	id=g:4781809
Ridgeway Cemetery	id=g:4781810
Ridgeway Church	id=g:4781811
Ridgeway Church	id=g:4781812
Ridgeway Church	id=g:4781813
Ridgeway Church	id=g:4781814
Ridgeway Elementary School	id=g:4781815
Ridgeway Hollow	id=g:4781816
Ridge Elementary School	id=g:4781817
Ridgeway Mennonite Church	id=g:4781818
Ridgeway School (historical)	id=g:4781819
Ridgeway Sportsmen Club	id=g:4781820
Ridgewood Church	id=g:4781821
Ridgewood Farm	id=g:4781822
Ridgewood Farms Shopping Center	id=g:4781823
Ridgewood Heights	id=g:4781824
Ridgewood Mobile Home Park	id=g:4781825
Ridgewood Park	id=g:4781826
Ridgewood Tennis Club	id=g:4781827
Ridings Chapel	id=g:4781828
Ridings Hill	id=g:4781829
Ridings Mill	id=g:4781830
Rieves Dam	id=g:4781831
Rieves Lake	id=g:4781832
Rife Cemetery	id=g:4781833
Rife Cemetery	id=g:4781834
Rife Cemetery	id=g:4781835
Rifton School (historical)	id=g:4781836
Riga Run	id=g:4781837
Rigby Island	id=g:4781838
Riggs (historical)	id=g:4781839
Riggs Chapel	id=g:4781840
Right Fork Bearpen Creek	id=g:4781841
Ridgeway District	id=g:4781842
Right Fork Big Branch	id=g:4781843
Right Fork Camp Creek	id=g:4781844
Right Fork Fryingpan Creek	id=g:4781845
Right Fork Garden Creek	id=g:4781846
Right Fork Guess Fork	id=g:4781847
Right Fork Jones Creek	id=g:4781848
Right Fork Laurel Branch	id=g:4781849
Right Fork Lick Creek	id=g:4781850
Right Fork Little Garden Creek	id=g:4781851
Right Fork Lower Elk Creek	id=g:4781852
Right Fork Mill Creek	id=g:4781853
Right Fork Mud Creek	id=g:4781854
Right Fork Rush Creek	id=g:4781855
Right Fork Stiltner Creek	id=g:4781856
Right Fork Straight Fork	id=g:4781857
Right Fork Tims Draft	id=g:4781858
Right Fork Upper Twin Branch	id=g:4781859
Right Hand Fork Big Cub Creek	id=g:4781860
Right Prong Benson Run	id=g:4781861
Right Prong Ramseys Draft	id=g:4781862
Rigis School	id=g:4781863
Rigney Cemetery	id=g:4781864
Rigney Cemetery	id=g:4781865
Rigney Spring	id=g:4781866
Riles Run	id=g:4781867
Rigney Cemetery	id=g:4781868
Riley Cemetery	id=g:4781869
Rileyville	id=g:4781870
Rileyville Cemetery	id=g:4781871
Rimrock Lake	id=g:4781872
Rimrock Lake Dam	id=g:4781873
Rinaca Cemetery	id=g:4781874
Rinehart Tunnel	id=g:4781875
Riner	id=g:4781876
Riner Cemetery	id=g:4781877
Riner Cemetery	id=g:4781878
Auburn Middle School	id=g:4781879
Riner Historic District	id=g:4781880
Riner School	id=g:4781881
Ring Cemetery	id=g:4781882
Ring Cemetery	id=g:4781883
Ring Chapel	id=g:4781884
Ringer Bar	id=g:4781885
Ringfield Picnic Area	id=g:4781886
Ringgold	id=g:4781887
Ringgold Baptist Church	id=g:4781888
Ringgold Golf Club	id=g:4781889
Ringley Cemetery	id=g:4781890
Rinker Run	id=g:4781891
Riley Branch	id=g:4781892
Rinkerton	id=g:4781893
Rio	id=g:4781894
Rio	id=g:4781895
Rio Heights	id=g:4781896
Rio Hill Shopping Center	id=g:4781897
Rio Mills (historical)	id=g:4781898
Rio Vista	id=g:4781899
Rip Rap	id=g:4781900
Ripley Cemetery	id=g:4781901
Ripley Creek	id=g:4781902
Rinkers Race Mills (historical)	id=g:4781903
Rippin Run	id=g:4781904
Ripleys Mill (historical)	id=g:4781905
Ripplemead	id=g:4781906
Rippon Middle School	id=g:4781907
Riprap Hollow	id=g:4781908
Ripple Trail	id=g:4781909
Riprap Trail	id=g:4781910
Ripraps Post Office (historical)	id=g:4781911
Ripshin Creek	id=g:4781912
Riprap Shelter	id=g:4781913
Rising Mount Zion Baptist Church	id=g:4781914
Rising Mount Zion Church	id=g:4781915
Rising Mount Zion Baptist Church	id=g:4781916
Rising Star Church	id=g:4781917
Rising Star Church	id=g:4781918
Rising Star Church	id=g:4781919
Rising Star Church	id=g:4781920
Rising Star School (historical)	id=g:4781921
Rising Sun Cemetery	id=g:4781922
Rising Sun Church	id=g:4781923
Rising Sun Church	id=g:4781924
Rising Sun Church	id=g:4781925
Rising Sun Church	id=g:4781926
Rising Sun Church (historical)	id=g:4781927
Rising Sun Holiness Church	id=g:4781928
Rising Sun Tavern	id=g:4781929
Rising Valley Church	id=g:4781930
Rising Zion Church	id=g:4781931
Rising Zion Church	id=g:4781932
Rising Zion Church	id=g:4781933
Rising Zion Church	id=g:4781934
Rita Branch	id=g:4781935
Rising Mount Zion Cemetery	id=g:4781936
Rita Branch	id=g:4781937
Ritchie Hill	id=g:4781938
Ritchie Trail	id=g:4781939
Ritchie Wharf	id=g:4781940
Ritchpatch Mine	id=g:4781941
Ritenour Run	id=g:4781942
Ritchie Point	id=g:4781943
Rivanna	id=g:4781944
Rivanna District	id=g:4781945
Rivanna Mills (historical)	id=g:4781946
Rivanna Park	id=g:4781947
Rivanna Reservoir	id=g:4781948
Rivanna River	id=g:4781949
Rittenour Ridge	id=g:4781950
Riven Rock Mountain	id=g:4781951
Riven Rock Picnic Area	id=g:4781952
Riven Rock Recreation Site	id=g:4781953
River Bend	id=g:4781954
River Bend Cemetery	id=g:4781955
River Bend Country Club	id=g:4781956
River Bend Estates	id=g:4781957
River Bend Estates	id=g:4781958
River Bend Island	id=g:4781959
River Bend Landing Strip	id=g:4781960
River Bend Middle School	id=g:4781961
River Bend School (historical)	id=g:4781962
River Bend Shopping Center	id=g:4781963
River Bluff Church (historical)	id=g:4781964
River Bridge	id=g:4781965
River Cliff	id=g:4781966
River Edge	id=g:4781967
River Forest Shores	id=g:4781968
River Forest Shores Shopping Center	id=g:4781969
River Front Park	id=g:4781970
River Hill	id=g:4781971
River Hill Cemetery	id=g:4781972
River Hill Christian Church	id=g:4781973
River Hill Church	id=g:4781974
River Hill School (historical)	id=g:4781975
River Jack	id=g:4781976
River Knobs	id=g:4781977
River Knobs	id=g:4781978
River Knobs	id=g:4781979
River Mountain	id=g:4781980
River Oaks	id=g:4781981
River Oaks	id=g:4781982
River Oaks	id=g:4781983
River Oaks Elementary School	id=g:4781984
River Park	id=g:4781985
River Park	id=g:4781986
River Park Shopping Center	id=g:4781987
River Ridge	id=g:4781988
River Ridge	id=g:4781989
River Ridge Dam	id=g:4781990
River Ridge Mall Shopping Center	id=g:4781991
River Ridge Pond	id=g:4781992
River Road Baptist Church	id=g:4781993
River Road Estates	id=g:4781994
River Road Hills	id=g:4781995
River Road Presbyterian Church	id=g:4781996
River Road Shopping Center	id=g:4781997
River Road Terrace	id=g:4781998
River Road United Methodist Church	id=g:4781999
River Shore	id=g:4782000
River Terrace	id=g:4782001
River View	id=g:4782002
River View	id=g:4782003
River View Cemetery	id=g:4782004
River View Park	id=g:4782005
River View School (historical)	id=g:4782006
Riverbend	id=g:4782007
Riverbend Nature Center	id=g:4782008
Riverbend Park	id=g:4782009
Riverbend Regional Park	id=g:4782010
Riverbend Regional Park Visitor Center	id=g:4782011
Riverbend Shopping Center	id=g:4782012
Rivercliff	id=g:4782013
Rivercrest	id=g:4782014
Riverdale	id=g:4782015
Riverdale	id=g:4782016
Riverdale	id=g:4782017
Riverdale	id=g:4782018
Riverdale	id=g:4782019
Riverdale	id=g:4782020
Riverdale	id=g:4782021
Riverdale Baptist Church	id=g:4782022
Riverdale Mobile Home Park	id=g:4782023
Riverdale Plaza Shopping Center	id=g:4782024
Riverfront Park	id=g:4782025
Rivergate	id=g:4782026
Riverheads Elementary School	id=g:4782027
Riverheads High School	id=g:4782028
Riverheads District	id=g:4782029
Riverhill	id=g:4782030
Riverland Court	id=g:4782031
Riverland Road Baptist Church	id=g:4782032
Riverlawn Elementary School	id=g:4782033
Riverlee	id=g:4782034
Rivermont	id=g:4782035
Rivermont	id=g:4782036
Rivermont	id=g:4782037
Rivermont	id=g:4782038
Rivermont	id=g:4782039
Rivermont	id=g:4782040
Rivermont Avenue Baptist Church	id=g:4782041
Rivermont Baptist Church	id=g:4782042
Rivermont Bridge	id=g:4782043
Rivermont Church	id=g:4782044
Rivermont Church of Christ	id=g:4782045
Rivermont Presbyterian Church	id=g:4782046
Rivermont School (historical)	id=g:4782047
Rivermont Station Lynchburg Post Office	id=g:4782048
Rivermont United Methodist Church	id=g:4782049
Riverrun	id=g:4782050
Rivers Dam	id=g:4782051
Rivers Edge	id=g:4782052
Rivers Edge	id=g:4782053
Rivers Edge Bible Church	id=g:4782054
Rivers Mill	id=g:4782055
Rivers Pond	id=g:4782056
Rivers School (historical)	id=g:4782057
Riverside	id=g:4782058
Riverside	id=g:4782059
Riverside	id=g:4782060
Riverside	id=g:4782061
Riverside	id=g:4782062
Riverside	id=g:4782063
Riverside	id=g:4782064
Riverside	id=g:4782065
Riverside Cemetery	id=g:4782066
Riverside Church	id=g:4782067
Riverside Church	id=g:4782068
Riverside Church	id=g:4782069
Riverside Church	id=g:4782070
Riverside Church	id=g:4782071
Riverside Church	id=g:4782072
Riverside Convalescent Home	id=g:4782073
Riverside Dam	id=g:4782074
Riverside Elementary School	id=g:4782075
Riverside Estate	id=g:4782076
Riverside Estates	id=g:4782077
Riverside Estates	id=g:4782078
Riverside Gardens	id=g:4782079
Riverside Regional Medical Center	id=g:4782080
Riverside Hospital Heliport	id=g:4782081
Riverside School of Professional Nursing	id=g:4782082
Riverside Industrial Park	id=g:4782083
Riverside Memorial Park	id=g:4782084
Riverside Middle Peninsula Hospital Heliport	id=g:4782085
Riverside Mill (historical)	id=g:4782086
Riverside Park	id=g:4782087
Riverside Park	id=g:4782088
Riverside Park	id=g:4782089
Riverside Plaza Shopping Center	id=g:4782090
Riverside Reservoir	id=g:4782091
Riverside Elementary School	id=g:4782092
Riverside School (historical)	id=g:4782093
Riverside Shopping Center	id=g:4782094
Riverside Shopping Center	id=g:4782095
Riverside United Methodist Church	id=g:4782096
Riverside Walter Reed Hospital	id=g:4782097
Riverton	id=g:4782098
Riverton Junction	id=g:4782099
Riverton Post Office	id=g:4782100
Riverton United Methodist Church	id=g:4782101
Riverview	id=g:4782102
Riverview	id=g:4782103
Riverview	id=g:4782104
Riverview Baptist Church	id=g:4782105
Riverview Baptist Church	id=g:4782106
Riverview Baptist Church	id=g:4782107
Riverview Cemetery	id=g:4782108
Riverview Cemetery	id=g:4782109
Riverview Cemetery	id=g:4782110
Riverview Cemetery	id=g:4782111
Riverview Cemetery	id=g:4782112
Riverview Church	id=g:4782113
Riverview Church	id=g:4782114
Riverview Church	id=g:4782115
Riverview Church	id=g:4782116
Riverview Church (historical)	id=g:4782117
Riverview Estates	id=g:4782118
Riverview Heights	id=g:4782119
Riverview High School	id=g:4782120
Riverview Landing	id=g:4782121
Riverview Park	id=g:4782122
Riverview Park	id=g:4782123
Riverview Primitive Baptist Church (historical)	id=g:4782124
Riverview School (historical)	id=g:4782125
Riverview School (historical)	id=g:4782126
Riverview United Methodist Church	id=g:4782127
Riverville	id=g:4782128
Riverwood	id=g:4782129
Riverwood	id=g:4782130
Riverwood Airport	id=g:4782131
Rives District	id=g:4782132
Rives Park	id=g:4782133
Rives School (historical)	id=g:4782134
Rixey	id=g:4782135
Rixey Moore Memorial Park	id=g:4782136
Rixeyville	id=g:4782137
Rixeyville Post Office	id=g:4782138
Rixeyville School	id=g:4782139
Rixlew	id=g:4782140
Roach Branch	id=g:4782141
Roach Hole Gut	id=g:4782142
Roach Mission (historical)	id=g:4782143
Roach River	id=g:4782144
Rivanwood	id=g:4782145
Roaches Branch	id=g:4782146
Roaches Corner	id=g:4782147
Roaches Run	id=g:4782148
Road Branch	id=g:4782149
Road Creek	id=g:4782150
Road Hollow	id=g:4782151
Road Island	id=g:4782152
Road Ridge Church	id=g:4782153
Road Ridge Church	id=g:4782154
Road Ridge School (historical)	id=g:4782155
Road Spur	id=g:4782156
Roads Branch	id=g:4782157
Road Ridge	id=g:4782158
Roads Creek	id=g:4782159
Roan Horse Creek	id=g:4782160
Roane	id=g:4782161
Roane School	id=g:4782162
Roanes	id=g:4782163
Roanes Point Landing	id=g:4782164
Roanes Wharf	id=g:4782165
Roanes Wharf	id=g:4782166
Roanoke	id=g:4782167
Roanoke Avenue Baptist Church	id=g:4782168
Roanoke Baptist Temple	id=g:4782169
Roanoke Basin Overlook	id=g:4782170
Roanoke Bible Institute	id=g:4782171
Roanoke Cemetery	id=g:4782172
Roanoke Chapel	id=g:4782173
Roanoke Church	id=g:4782174
Roanoke Church	id=g:4782175
Roanoke City Market Historic District	id=g:4782176
Roanoke City Public Library	id=g:4782177
Roanoke College	id=g:4782178
Roanoke College Elizabeth Campus	id=g:4782179
Roanoke Country Club	id=g:4782180
Roanoke County	id=g:4782181
Roanoke County Adminstration Building	id=g:4782182
Central Middle School	id=g:4782183
Roanoke County Courthouse	id=g:4782184
Roanoke County Fire Station Number 5	id=g:4782185
Roanoke County Fire Station Number 6	id=g:4782186
Roanoke County Fire Station Number 7	id=g:4782187
Roanoke County Public Schools Office	id=g:4782188
Roanoke Creek	id=g:4782189
Roane Point	id=g:4782190
Roanoke Creek Number 31b Dam	id=g:4782191
Roanoke Creek Number 35a Dam	id=g:4782192
Roanoke Creek Number 49a Dam	id=g:4782193
Roanoke Creek Number 4a Dam	id=g:4782194
Roanoke Creek Number 54 Dam	id=g:4782195
Roanoke Creek Number 5b Dam	id=g:4782196
Roanoke Creek Number 61a Dam	id=g:4782197
Roanoke Creek Number 62 Dam	id=g:4782198
Roanoke Creek Number 67 Dam	id=g:4782199
Roanoke Creek Number 68 Dam	id=g:4782200
Roanoke Creek Number 6a Dam	id=g:4782201
Roanoke Creek Number 70a Dam	id=g:4782202
Roanoke Creek Number 72a Dam	id=g:4782203
Roanoke Creek Site 31b Lake	id=g:4782204
Roanoke Creek Site 35-A Lake	id=g:4782205
Roanoke Creek Site 43a Lake	id=g:4782206
Roanoke Creek Site 49a Lake	id=g:4782207
Roanoke Creek Site 4a Lake	id=g:4782208
Roanoke Creek Site 54 Lake	id=g:4782209
Roanoke Creek Site 5b Lake	id=g:4782210
Roanoke Creek Site 61a Lake	id=g:4782211
Roanoke Creek Site 67 Lake	id=g:4782212
Roanoke Creek Site 68 Lake	id=g:4782213
Roanoke Creek Site 6a Lake	id=g:4782214
Roanoke Creek Site 70-A Lake	id=g:4782215
Roanoke Fine Arts Center	id=g:4782216
Roanoke Industrial Center	id=g:4782217
Roanoke Juvenile Home	id=g:4782218
Roanoke District	id=g:4782219
Roanoke Memorial Hospital Heliport	id=g:4782220
Carilion Roanoke Memorial Hospital	id=g:4782221
Roanoke Creek Dam Number 43-A	id=g:4782222
Roanoke Mountain	id=g:4782223
Roanoke Municipal Building	id=g:4782224
Roanoke Nursing Home	id=g:4782225
Roanoke Raceway	id=g:4782226
Roanoke Red Sulphur Springs	id=g:4782227
Roanoke Regional Airport-Woodrum Field	id=g:4782228
Roanoke School (historical)	id=g:4782229
Roanoke School (historical)	id=g:4782230
Roanoke Sports Complex	id=g:4782231
Roanoke Valley Baptist Temple	id=g:4782232
Roanoke Valley Christian School	id=g:4782233
Roanoke Valley Church	id=g:4782234
Roanoke Valley Overlook	id=g:4782235
Roanoke Valley Psychiatric Center	id=g:4782236
Burton Center for Arts and Technology	id=g:4782237
Roanoke Warehouse Historic District	id=g:4782238
Roanoke Waterworks	id=g:4782239
Roanoke Zion Church	id=g:4782240
City of Roanoke	id=g:4782241
Roanoke-Salem Plaza Shopping Center	id=g:4782242
Roaring Branch	id=g:4782243
Roanoke Methodist Home	id=g:4782244
Roaring Branch	id=g:4782245
Roaring Branch	id=g:4782246
Roaring Branch	id=g:4782247
Roaring Branch	id=g:4782248
Roaring Creek	id=g:4782249
Roaring Fork	id=g:4782250
Roaring Fork	id=g:4782251
Roaring Fork	id=g:4782252
Roaring Fork	id=g:4782253
Roaring Hill	id=g:4782254
Roaring Run	id=g:4782255
Roaring Fork	id=g:4782256
Roaring Run	id=g:4782257
Roaring Run	id=g:4782258
Roaring Run	id=g:4782259
Roaring Run	id=g:4782260
Roaring Run	id=g:4782261
Roaring Run	id=g:4782262
Roaring Run	id=g:4782263
Roaring Run Furnace	id=g:4782264
Roaring Run Gap	id=g:4782265
Roaring Spring	id=g:4782266
Roaring Spring	id=g:4782267
Roaring Spring Branch	id=g:4782268
Roaring Run Furnace Recreation Site	id=g:4782269
Roaring Spring Branch	id=g:4782270
Roark Hill	id=g:4782271
Robbies Island	id=g:4782272
Robbins (historical)	id=g:4782273
Robbins Cemetery	id=g:4782274
Robbins Chapel	id=g:4782275
Robbins Chapel School	id=g:4782276
Robbins Corner	id=g:4782277
Robbins Creek	id=g:4782278
Rob Ridge	id=g:4782279
Roberson Cemetery	id=g:4782280
Robert E Aylor Middle School	id=g:4782281
Robert E Lee Academy	id=g:4782282
Robert E Lee Bridge	id=g:4782283
Robert E Lee Elementary School	id=g:4782284
Robert E Lee Elementary School	id=g:4782285
Lee High School	id=g:4782286
Robert E Lee High School	id=g:4782287
Robert E Lee Memorial Episcopal Church	id=g:4782288
Robert E Lee Public School	id=g:4782289
Robert E Lee Recreation Center	id=g:4782290
Robert E Lee School	id=g:4782291
Rivendell School	id=g:4782292
Robert E Lee Elementary School	id=g:4782293
Robert E Lee Elementary School	id=g:4782295
Robert E Lee Elementary School	id=g:4782296
Robert E Lee Elementary School	id=g:4782297
Robert E Lee School (historical)	id=g:4782298
Robert E Lee Statue	id=g:4782299
Robert F Craft Memorial Bridge	id=g:4782300
Robert R Moton High School	id=g:4782301
Roberts Branch	id=g:4782302
Robbins Gap	id=g:4782303
Roberts Cemetery	id=g:4782304
Roberts Cemetery	id=g:4782305
Roberts Cemetery	id=g:4782306
Roberts Cemetery	id=g:4782307
Roberts Cemetery	id=g:4782308
Roberts Church	id=g:4782309
Roberts Cove	id=g:4782310
Roberts Branch	id=g:4782311
Roberts Creek	id=g:4782312
Roberts Creek	id=g:4782313
Roberts Creek	id=g:4782314
Roberts Dam	id=g:4782315
Roberts Hollow	id=g:4782316
Roberts Ferry (historical)	id=g:4782317
Roberts Memorial United Methodist Church	id=g:4782318
Roberts Mill	id=g:4782319
Roberts Mountain	id=g:4782320
Roberts Park Elementary School	id=g:4782321
Robertson Airport	id=g:4782322
Robertson Branch	id=g:4782323
Roberts District	id=g:4782324
Robertson Branch	id=g:4782325
Robertson Bridge	id=g:4782326
Robertson Cemetery	id=g:4782327
Robertson Cemetery	id=g:4782328
Robertson Cemetery	id=g:4782329
Robertson Dam	id=g:4782330
Robertson Dam	id=g:4782331
Robertson Hospital (historical)	id=g:4782332
Robertson Lake	id=g:4782333
Robertson District	id=g:4782334
Robertson Mountain	id=g:4782335
Robertson Mountain	id=g:4782336
Robertson Mountain Trail	id=g:4782337
Robertson Park	id=g:4782338
Robertson Place	id=g:4782339
Robertson Run	id=g:4782340
Robertson Cemetery	id=g:4782341
Robertson School (historical)	id=g:4782342
Robertson Store	id=g:4782343
Robertson-Bowles Cemetery	id=g:4782344
Robertson-Hoel Cemetery	id=g:4782345
Robertsons (historical)	id=g:4782346
Robeson Hall	id=g:4782347
Robeys Mill	id=g:4782348
Robin Hood Bay	id=g:4782349
Robin Hood Park	id=g:4782350
Robin Ridge	id=g:4782351
Robinet Branch	id=g:4782352
Robertson Elementary School	id=g:4782353
Robinette Branch	id=g:4782354
Robinett Cemetery	id=g:4782355
Robinette Branch	id=g:4782356
Robinette Cemetery	id=g:4782357
Robinette Cemetery	id=g:4782358
Robinette Cemetery	id=g:4782359
Robinette Cemetery	id=g:4782360
Robinette Cemetery	id=g:4782361
Robinette Cemetery	id=g:4782362
Robinette Cemetery	id=g:4782363
Robinette Cemetery	id=g:4782364
Robinette Chapel	id=g:4782365
Robinette Gap	id=g:4782366
Robinette Memorial Church	id=g:4782367
Robinette Valley	id=g:4782368
Robinetts Store (historical)	id=g:4782369
Robinhood Forest	id=g:4782370
Robins Branch	id=g:4782371
Robinette Cemetery	id=g:4782372
Robins Grove Point	id=g:4782373
Robins Neck	id=g:4782374
Robins Pond	id=g:4782375
Robins Run	id=g:4782376
Robins Dam	id=g:4782377
Robinson Branch	id=g:4782378
Robinson Bar	id=g:4782379
Robinson Cemetery	id=g:4782380
Robinson Cemetery	id=g:4782381
Robinson Cemetery	id=g:4782382
Robinson Cemetery	id=g:4782383
Robinson Cemetery	id=g:4782384
Robinson Cemetery	id=g:4782385
Robinson Cemetery	id=g:4782386
Robinson Cemetery	id=g:4782387
Robinson Creek	id=g:4782388
Robinson Bridge (historical)	id=g:4782389
Robinson Creek	id=g:4782390
Robinson Creek	id=g:4782391
Robinson Crusoe Island	id=g:4782392
Robinson Fork	id=g:4782393
Robinson Dam	id=g:4782394
Robinson Fork	id=g:4782395
Robinson Gap	id=g:4782396
Robinson Hollow	id=g:4782397
Robinson Hall	id=g:4782398
Robinson Knob	id=g:4782399
Robinson Lake	id=g:4782400
Robinson District	id=g:4782401
Robinson Memorial Elementary School	id=g:4782402
Robinson Pond	id=g:4782403
Robinson Private Airport	id=g:4782404
Robinson River	id=g:4782405
Robinson House	id=g:4782406
Robinson River Church	id=g:4782407
Robinson Run	id=g:4782408
Robinson River Cemetery	id=g:4782409
Robinsons Creek	id=g:4782410
Robinson School (historical)	id=g:4782411
Robinwood	id=g:4782412
Robinwood	id=g:4782413
Robinwood	id=g:4782414
Robious	id=g:4782415
Robious Athletic Complex	id=g:4782416
Robious Elementary School	id=g:4782417
Robious Hall Shopping Center	id=g:4782418
Robious Middle School	id=g:4782419
Robley	id=g:4782420
Rochambeau Village	id=g:4782421
Rochelle	id=g:4782422
Rochelle Christian Church	id=g:4782423
Rochichi Wildlife Management Area	id=g:4782424
Rock Branch	id=g:4782425
Robinsons Store (historical)	id=g:4782426
Rock Branch	id=g:4782427
Rock Branch	id=g:4782428
Rock Castle	id=g:4782429
Rock Castle Creek	id=g:4782430
Rock Castle Business Park	id=g:4782431
Rock Castle Creek	id=g:4782432
Rock Castle Gap	id=g:4782433
Rock Cemetery	id=g:4782434
Rock Church	id=g:4782435
Rock Church	id=g:4782436
Rock Creek	id=g:4782437
Rock Creek	id=g:4782438
Rock Creek	id=g:4782439
Rock Castle School	id=g:4782440
Rock Creek	id=g:4782441
Rock Creek	id=g:4782442
Rock Creek	id=g:4782443
Rock Creek	id=g:4782444
