La Colpa	id=g:3695937
Curgos	id=g:3743956
Shalcapata	id=g:3743957
Cerro Amangay	id=g:3743958
Cashahuate	id=g:3743960
Cerro Huamansimba	id=g:3743961
Cerro La Pampa	id=g:3743962
Cerro Laguna	id=g:3743963
Quebrada Yanamayo	id=g:3743964
Quebrada Chillin	id=g:3743965
Chillin	id=g:3743966
Manancanchu	id=g:3743967
Río Lulichuco	id=g:3743968
Quebrada Llaygan	id=g:3743969
Cerro El Alizar	id=g:3743970
Las Chuchillas	id=g:3743971
Cerros Miraflor	id=g:3743972
Cerro Balcón	id=g:3743973
Cerro Las Cuchillas	id=g:3743974
Cerro Chusgón	id=g:3743975
Laguna Llaygan	id=g:3743976
Cerro Chagaripe	id=g:3743990
Cerro Grande	id=g:3743992
Batán	id=g:3744011
Cerro Chunyac	id=g:3744012
Cerro Llachilbaque	id=g:3744015
Cerro Caure	id=g:3744016
Cerro Pariachuco	id=g:3744017
Quebrada Matracuay	id=g:3744019
Fundo La Cabañita	id=g:3744045
Chungal	id=g:3744047
Cerro La Silla	id=g:3744048
Quebrada Seca	id=g:3744050
Quebrada Tallanga	id=g:3744051
Quebrada Llachilbaque	id=g:3744052
Cerro Maraybamba	id=g:3744055
Maraybamba	id=g:3744057
Cerro Matracuay	id=g:3744059
Cerro Pilancón	id=g:3744061
Chirimoyo	id=g:3744064
Hacienda Santa Rosa	id=g:3744066
Llaman	id=g:3744067
Sanco Bamba	id=g:3744069
Tayanco	id=g:3744072
Cerro Tiopampa	id=g:3744075
Las Lomas	id=g:3744076
Tunaspampa	id=g:3744077
Uchubamba	id=g:3744078
Pacchita	id=g:3744079
Sheraque	id=g:3744080
Cerro La Conga	id=g:3744081
Pauca	id=g:3744082
Machay	id=g:3744083
Quebrada Puccha	id=g:3744084
Quebrada Mushite	id=g:3744085
Quebrada Yanten	id=g:3744086
Parva del Cerro	id=g:3744087
Gollito	id=g:3744088
Chilico	id=g:3744089
Chumaca	id=g:3744090
Quebrada Huachacchal	id=g:3744091
Quebrada Mijollay	id=g:3744092
Cerro Barranco	id=g:3744093
Cerro Mijollay	id=g:3744094
Cerro Grande	id=g:3744095
Miluya	id=g:3744096
Hacienda Agocasa	id=g:3744097
Quebrada Jaboncillo	id=g:3744098
Quebrada Grande	id=g:3744099
Río Quinuales	id=g:3744100
Cerro La Conga	id=g:3744101
Vaquería	id=g:3744108
Hualtipampa	id=g:3744117
Sanja Pampa	id=g:3744125
Jaboncillo	id=g:3744126
Guangabal	id=g:3744127
Yanac	id=g:3744128
Cerro Los Corrales	id=g:3744129
Cerro El Inca	id=g:3744130
Cerro Cangao	id=g:3744131
Mushite	id=g:3744132
Cangao	id=g:3744133
Licame	id=g:3744134
Paccha Grande	id=g:3744135
Sequión	id=g:3744136
Cerro Cacañan	id=g:3744137
Cerro Mirador	id=g:3744138
Nimbana	id=g:3744139
Puerto Rico	id=g:3744140
Zorrillo	id=g:3744141
Hacienda Pampataque	id=g:3744142
Pallar Alto	id=g:3744143
Cerro Pallar Alto	id=g:3744144
Quebrada Quinual	id=g:3744145
Quebrada Huachimin	id=g:3744146
Quebrada Sholca	id=g:3744147
Patauli	id=g:3744148
Pallar Bajo	id=g:3744149
Lorichuco	id=g:3744150
Ugurchuco	id=g:3744151
El Pallar	id=g:3744152
Hacienda Yanasara	id=g:3744153
Hacienda Huayahual	id=g:3744154
Huayahual	id=g:3744155
Naupalli	id=g:3744156
Río Lorichuco	id=g:3744157
Quebrada Chivo	id=g:3744158
Quebrada Onda	id=g:3744159
Shiracpata	id=g:3744160
Pishauli	id=g:3744161
Cerro Uchno	id=g:3744162
Piedra Grande	id=g:3744163
Chugollpa	id=g:3744164
Cerro Culantrillo	id=g:3744165
Cerro Huagor	id=g:3744166
Cerro Grande	id=g:3744167
Sargolla	id=g:3744168
Nuevo Horizonte	id=g:3744169
Chorrera	id=g:3744170
Canrascapi	id=g:3744171
Quebrada Macullida	id=g:3744172
Quebrada Cauracashe	id=g:3744173
Quebrada Millpo	id=g:3744174
Lagunas Collasgón	id=g:3744175
Río Camish	id=g:3744176
Quebrada Coigo Bamba	id=g:3744177
Quebrada Suro	id=g:3744178
Cuypampa	id=g:3744179
Hacienda Coigo Bamba	id=g:3744180
Cotomono	id=g:3744181
Río Challvayacu	id=g:3744182
Pampa Collasgón	id=g:3744183
Collasgón	id=g:3744184
Hacienda Piodan	id=g:3744185
Hacienda Purrupi	id=g:3744186
Hacienda Porvenir	id=g:3744188
Querobal	id=g:3744189
Chiquichal	id=g:3744190
Candurco	id=g:3744191
Corral Colorado	id=g:3744193
Ladera Grande	id=g:3744194
Pampa Grande	id=g:3744195
Purgatorio	id=g:3744196
Urayacu	id=g:3744197
Llucurque	id=g:3744198
Carrizal	id=g:3744199
Coratón Alto	id=g:3744201
Tungual	id=g:3744202
Tallapampa	id=g:3744204
Tiñin	id=g:3744205
La Cuchilla	id=g:3744207
Río Maran Pamba	id=g:3744208
Río Cochabamba	id=g:3744209
Cerro Cerripe	id=g:3744210
Río Cañuto	id=g:3744224
Tocache Viejo	id=g:3744226
Río Tomas	id=g:3744229
Cueva	id=g:3744230
Chichipata	id=g:3744239
Ollocopamba	id=g:3744240
Chaupimonte	id=g:3744241
Carcañan	id=g:3744242
Quisuara	id=g:3744243
El Caisis	id=g:3744244
Cerro de Cachati	id=g:3744245
Huangabal	id=g:3744246
Escugorco	id=g:3744247
Choctamalca	id=g:3744248
Rayabal	id=g:3744249
Carcash	id=g:3744250
Cerro Calvario	id=g:3744251
Cerro Moniguindo	id=g:3744252
Cerro Morado	id=g:3744253
Cerro Rafashus	id=g:3744254
Cerro Clarinorco	id=g:3744255
Humansaña	id=g:3744256
Río Cerpaquiño	id=g:3744257
Quebrada Palco	id=g:3744258
Laguna Chica	id=g:3744259
Cerro Quelario	id=g:3744260
Cerro Alto del Oro	id=g:3744261
Laguna Tapada	id=g:3744262
El Cando	id=g:3744263
Hacienda Ayjadero	id=g:3744264
La Conga	id=g:3744265
Quebrada Suro	id=g:3744266
Quebrada Querhuaza	id=g:3744267
Quebrada Malcachay	id=g:3744268
Hualango	id=g:3744269
Los Quinuales	id=g:3744270
Quebrada Larquillo	id=g:3744271
Larquillo	id=g:3744272
Cunhuachana	id=g:3744273
Poste Sauco	id=g:3744274
Quebrada El Vado	id=g:3744275
Quebrada El Prado	id=g:3744276
Quebrada Miguelito	id=g:3744277
Cerro Cogotudo	id=g:3744278
Curquingue	id=g:3744279
Atun Pampa	id=g:3744280
Cerro Siempreviva	id=g:3744281
Cerro Querquer	id=g:3744282
Lagunas Jovera	id=g:3744283
Cerro Carbón	id=g:3744284
Cerro Larquillo	id=g:3744285
Cerro Tres Cruces	id=g:3744286
Cerro Cachimas	id=g:3744287
Cerro Grande	id=g:3744288
Cerro Ventana	id=g:3744289
Quebrada Cochas	id=g:3744290
Cerro Curquingue	id=g:3744291
Cerro Tinguish	id=g:3744292
Pampa Tinguish	id=g:3744293
Cerro Arenilla	id=g:3744294
Cerro Alto del Venado	id=g:3744295
Cerro Licame	id=g:3744296
Cerro Mirador	id=g:3744297
La Tranca	id=g:3744298
Cerro Uruschugo	id=g:3744299
Quishuar	id=g:3744300
Quebrada Pampa de La Mina	id=g:3744301
Quebrada Cushuro	id=g:3744302
Mumpamba	id=g:3744303
Mumalquita	id=g:3744304
Cerro Llumllume	id=g:3744305
Iruspamba	id=g:3744306
Quebrada Chorro	id=g:3744307
Hijadero	id=g:3744308
Quebrada Chimina	id=g:3744309
Quebrada Churgues	id=g:3744310
Cerro El Cerro	id=g:3744311
Cerro Carbón	id=g:3744312
Cerro Huallanday	id=g:3744313
Cerro Condorira	id=g:3744314
Cerro Rima Rima	id=g:3744315
Piedra Grande	id=g:3744316
Laguna Totora	id=g:3744317
Pampa Piedra Grande	id=g:3744318
Cerro Piedra Grande	id=g:3744319
Cerro Grande	id=g:3744320
Cerro Culantrillo	id=g:3744321
Laguna Paygón	id=g:3744322
Quebrada Tallanga	id=g:3744323
Quebrada Chorro	id=g:3744324
Quebrada Las Tinas	id=g:3744325
Quebrada Huarauya	id=g:3744326
Quebrada Caucho	id=g:3744327
Quebrada Lorito	id=g:3744328
Quebrada Chirimoyal	id=g:3744329
Quebrada Carrizal	id=g:3744330
Cerro Piancucho	id=g:3744331
Quebrada Peñaprieta	id=g:3744332
Río Huaylas	id=g:3744333
Cerro Minaspamba	id=g:3744334
Cerro Laguna Larga	id=g:3744335
Cerro Chondorco	id=g:3744336
San Miguel	id=g:3744337
Cebadapampa	id=g:3744342
Cerro Mina de Carbón	id=g:3744343
Cerro Curpillanga	id=g:3744345
Cerro Enganana	id=g:3744346
Collpamonte	id=g:3744347
Cerro Llaga	id=g:3744348
Quebrada Fraylones	id=g:3744350
Quebrada Curpillanga	id=g:3744351
Río Huachmin	id=g:3744352
Quebrada Chapulgado	id=g:3744353
Quebrada Quishuar	id=g:3744354
Río Consuso	id=g:3744355
Río Canal	id=g:3744356
Quebrada Cauquilca	id=g:3744357
Quebrada Pata de Gallo	id=g:3744358
Cerro Calamaca	id=g:3744359
Cerro Liclique	id=g:3744360
Cerro Tullpash	id=g:3744361
Cerro Peñarajado	id=g:3744362
Cerro Llanten	id=g:3744363
Cerro Toragorco	id=g:3744364
Cerro Cauquilca	id=g:3744365
Cerro Chorro Colorado	id=g:3744366
Turismalca	id=g:3744367
Mataracucho	id=g:3744368
Poc Poc	id=g:3744369
Cerro Vizcacha	id=g:3744370
Cerro Balcones	id=g:3744371
Cerro Calamaca	id=g:3744372
Cerro El Plomo	id=g:3744373
Cerro Peñaprieta	id=g:3744374
Quebrada Comuvara	id=g:3744375
Quebrada del Plomo	id=g:3744376
Río Cebadapamba	id=g:3744377
Llanten	id=g:3744378
Calamaca	id=g:3744379
Cerro Casgabamba	id=g:3744380
Quebrada Casgabamba	id=g:3744381
Quebrada Chasimalca	id=g:3744382
Quebrada Llanten	id=g:3744383
Chasimalca	id=g:3744384
Mullate	id=g:3744385
Cerro Mullate	id=g:3744386
Río Chucchugay	id=g:3744387
Cerro Laguna Negra	id=g:3744388
Cerro Calapamba	id=g:3744389
Cerro Laguna Blanca	id=g:3744390
Pampa del Pato	id=g:3744391
Lagunas Pato Colorado	id=g:3744392
Cerro Piedra Azúl	id=g:3744393
Cerro Grande	id=g:3744394
Cerro Castillo	id=g:3744395
Hacienda Almendral	id=g:3744396
Orogolday	id=g:3744397
Pampa Shita	id=g:3744398
Peña Rajada	id=g:3744399
Quebrada Pincullo	id=g:3744400
Quebrada Condorera	id=g:3744401
Quebrada Hierba Buena	id=g:3744402
Quebrada Racmash	id=g:3744403
Chugur	id=g:3744404
Moyan	id=g:3744405
Cerro Peñacarita	id=g:3744406
San Miguel de Shita	id=g:3744407
Cerro Caparina	id=g:3744408
Cerro Cabras	id=g:3744409
Cerro Curquin	id=g:3744410
Cerro Patococha	id=g:3744411
Cerro Huagur	id=g:3744412
Laguna Seca	id=g:3744413
Ushnobal	id=g:3744414
Quebrada Pahuana	id=g:3744415
Corrales	id=g:3744416
Huayobal	id=g:3744417
Cerro Hualgayoc	id=g:3744418
Cerro Cuevas Negras	id=g:3744419
Cerro Campanero	id=g:3744420
Pampa de Huachac	id=g:3744421
Cerro Peña Derumbada	id=g:3744422
Cerro Potrero	id=g:3744463
Puerto Grande	id=g:3744464
Portachuelo	id=g:3744465
Cerro Cargado	id=g:3744466
Llullupata	id=g:3744467
Caucho	id=g:3744468
Caucharatay	id=g:3744469
Matara	id=g:3744470
Colanday	id=g:3744471
Quebrada Cebadapampa	id=g:3744472
Loma Mesapata	id=g:3744473
Cerro Huaranay	id=g:3744474
Algodón	id=g:3744475
Choco	id=g:3744476
Quinuapuquio	id=g:3744477
Mollepuquio	id=g:3744479
Huacaniday	id=g:3744480
Peña Azúl	id=g:3744481
Cerro Oropungo	id=g:3744482
Cerro Liclic	id=g:3744483
Cerro Chonta	id=g:3744484
Quebrada Soquian	id=g:3744486
Cerro Canye	id=g:3744487
Hacienda Chagualito	id=g:3744495
Quebrada Huacaniday	id=g:3744496
Quebrada Cachipampa	id=g:3744497
Quebrada Muyuque	id=g:3744498
Quebrada Corrales	id=g:3744499
Chanquispata	id=g:3744500
Cerro Santa María	id=g:3744501
Atun Puquio	id=g:3744502
Muyuque	id=g:3744503
Yuyayacu	id=g:3744504
Parco	id=g:3744505
Cerro Trapiche	id=g:3744506
Hacienda Corrales	id=g:3744507
Chigues	id=g:3744508
Falso Corral	id=g:3744509
Ventana	id=g:3744510
Cerro Colpana	id=g:3744511
Quebrada Pacayhuayco	id=g:3744512
Fundo Naranjo	id=g:3744525
Quebrada Molino	id=g:3744526
Santa Catalina	id=g:3744527
Morocho	id=g:3744528
Huayocruz	id=g:3744530
Pampa Colorada	id=g:3744532
Laguna Colorada	id=g:3744533
Hacienda Jecusbamba	id=g:3744534
Cerro Los Pueblos	id=g:3744535
Quebrada San Antonio	id=g:3744536
Hacienda Suchaca	id=g:3744537
Hacienda San Antonio	id=g:3744539
Hacienda Tumana	id=g:3744540
Cerro Tiaguana	id=g:3744541
Fundo San Nicolas	id=g:3744542
Quebrada Lanchis	id=g:3744544
Aragostay	id=g:3744546
Tinajera	id=g:3744548
Cerro Pambera	id=g:3744549
Cerro Marco	id=g:3744551
Cerro Tres Lagunas	id=g:3744552
Cerro Santa Rosa	id=g:3744553
Sitabamba	id=g:3744555
Cerro Conzuso	id=g:3744556
Quebrada Canivara	id=g:3744558
Pampa El Oso	id=g:3744561
Cerro Chinchango	id=g:3744564
Tauripampa	id=g:3744567
Cerro Tres Cruces	id=g:3744569
Cebadapampa	id=g:3744571
Atuncucho	id=g:3744572
Cerro Conyan	id=g:3744573
Quebrada Huertacolloma	id=g:3744574
Quebrada Lasuyaca	id=g:3744575
Quebrada Llaupata	id=g:3744576
Quebrada Escalera	id=g:3744577
Hacienda San Felipe	id=g:3744578
Hacienda Talpito	id=g:3744579
Pitajaya	id=g:3744580
Quebrada Pur Pur	id=g:3744581
Cerro Peña Blanca	id=g:3744583
Cerro Quishuara	id=g:3744585
Cacho	id=g:3744586
Gansul	id=g:3744587
San Mateo	id=g:3744588
Cerro Las Lagunas	id=g:3744589
Quebrada Río Cancha	id=g:3744590
Fundo San Francisco	id=g:3744591
Fundo Llanco	id=g:3744593
El Torno	id=g:3744594
Fundo Shiangate	id=g:3744595
Cerro Chorobamba	id=g:3744597
Cerro Las Pircas	id=g:3744598
Pampa Grande	id=g:3744600
Cerro La Guayaba	id=g:3744601
Quebrada Lombris	id=g:3744603
Cerro Cochan	id=g:3744606
Cachurvara	id=g:3744609
Cerro Amarro	id=g:3744611
Fundo Pucarita	id=g:3744627
Cerro Ladera Grande	id=g:3744628
Cerro Carbunco	id=g:3744629
Cerro Pajilla Chica	id=g:3744630
Cerro El Gallo	id=g:3744631
Quebrada Callejón Grande	id=g:3744632
Quebrada Chepis	id=g:3744634
Quebrada Urpayacu	id=g:3744635
Quebrada Huertas Viejas	id=g:3744636
Cerro Pajilla	id=g:3744637
Cerro Chepis	id=g:3744638
Cerro Lampapecho	id=g:3744640
Cerro Chugurbamba	id=g:3744641
Chugurbamba	id=g:3744643
Las Tayangas	id=g:3744644
Cerro Chachacomas	id=g:3744646
Cerro Blanco	id=g:3744647
Las Majadas	id=g:3744648
Los Togames	id=g:3744649
Cerro Cabrancancha	id=g:3744650
Cerro Huarauya	id=g:3744651
Cerro Gansuliacu	id=g:3744652
Simbal	id=g:3744653
Copla	id=g:3744654
El Cedro	id=g:3744655
Cerro Monserrate	id=g:3744656
Cerro Chinchango	id=g:3744657
Los Tallos	id=g:3744658
Hacienda La Quilcha	id=g:3744659
Las Joyas	id=g:3744660
Quebrada La Quilcha	id=g:3744661
Cerro Las Tolas	id=g:3744662
Quebrada Cabal	id=g:3744663
Quebrada Las Majadas	id=g:3744664
Quebrada Llaupuy	id=g:3744665
Quebrada Culinguy	id=g:3744666
Quebrada Lacla	id=g:3744667
Cerro Pircacucho	id=g:3744669
Cerro Zorra Negra	id=g:3744670
Cerro Hieso	id=g:3744671
Quebrada Sioner	id=g:3744672
Cerro Tungo	id=g:3744673
Cerro Pullan	id=g:3744674
Caldera	id=g:3744675
Sinchibin	id=g:3744692
Quebrada Chuquique	id=g:3744693
Cerro Cardones	id=g:3744710
Asconta	id=g:3744711
Cerro Caserones	id=g:3744713
Cerro Olmatón	id=g:3744714
Sucnaya	id=g:3744715
Maracuay	id=g:3744716
Cerro Campanario	id=g:3744717
Chamana	id=g:3744718
Quebrada Chulla	id=g:3744719
Patipampa	id=g:3744720
Quebrada Machaypunco	id=g:3744721
Nuevo Triunfo	id=g:3744722
Ladera Grande	id=g:3744723
Quichua	id=g:3744724
Quebrada Coben	id=g:3744725
Quebrada Chillin	id=g:3744726
Cerro Buenos Aires	id=g:3744727
Quebrada Sucnaya	id=g:3744730
Quebrada Sumanga	id=g:3744731
Angayaco	id=g:3744732
Laguna Caraz	id=g:3744733
Cerro Rumi Rumi	id=g:3744734
Cerro Chillin	id=g:3744735
Cerro El Gallo	id=g:3744736
Laguna Coben	id=g:3744737
Laguna Jelosay	id=g:3744738
Cerro Las Palmas	id=g:3744740
Cerro Coben	id=g:3744741
Cerro Huanllita	id=g:3744742
Quebrada Huanllita	id=g:3744743
Cerro Alto del Toro	id=g:3744744
Cerro Sumanga	id=g:3744745
Laguna Sumanga	id=g:3744746
Cerro Misquichilca	id=g:3744747
Quebrada Pampa Hermoza	id=g:3744756
Cerro Cinco Peñas	id=g:3744758
Cerro Quishuar	id=g:3744759
Cerro San Francisco	id=g:3744760
Cerro Olmatón Chico	id=g:3744763
Cerro Palohuicso	id=g:3744764
Quebrada Chillincucho	id=g:3744770
Quebrada Lucmahuayco	id=g:3744773
Cerro Tinajera	id=g:3744774
Potrero del Rey	id=g:3744780
Palomar	id=g:3744781
Cativen	id=g:3744782
Santa Isabel	id=g:3744783
Quebrada Quisuar	id=g:3744784
Quebrada San José	id=g:3744786
Quebrada Misquichilca	id=g:3744788
Laguna Traga Plata	id=g:3744790
Laguna Catadora	id=g:3744791
Cerro Peña Grande	id=g:3744792
Cerro Huamantianga	id=g:3744793
Laguna Enaben	id=g:3744794
Cerro Cativen	id=g:3744795
Cerro San Salvador	id=g:3744796
Cerro El Toro	id=g:3744797
Choza Vieja	id=g:3744799
Lavasen	id=g:3744801
Cerro Encanto	id=g:3744802
Cerro Pedernales	id=g:3744803
Laguna Pedernales	id=g:3744805
Quebrada Cativen	id=g:3744806
Cerro Peña Blanca	id=g:3744808
Quebrada Peña Blanca	id=g:3744810
Cerro Suitococha	id=g:3744811
Laguna Suitococha	id=g:3744812
Quebrada La Lima	id=g:3744813
Quebrada El Oso	id=g:3744814
Cerro Charpas	id=g:3744815
Cerro Chinchango	id=g:3744816
Cerro Suitococha	id=g:3744817
Quebrada Manachaque	id=g:3744818
Cerro Piñuto	id=g:3744826
Cerro San Antonio	id=g:3744828
San Antonio	id=g:3744834
Quebrada Santa Filomena	id=g:3744835
Cerro Chuntulco	id=g:3744837
El Murmuncho	id=g:3744838
Fundo Hualanga	id=g:3744839
Santa Rosa	id=g:3744840
Quebrada Honda	id=g:3744841
Quebrada Francés	id=g:3744842
Quebrada Cuymuy	id=g:3744844
Cerro Campana Orco	id=g:3744845
Majada	id=g:3744847
Quebrada La Quinta	id=g:3744849
Quebrada Santa María	id=g:3744850
Cerro San Francisco	id=g:3744852
La Colpa	id=g:3744853
Cerro La Colpa	id=g:3744855
Cerro Alto Las Pircas	id=g:3744856
Cerro San Lorenzo	id=g:3744857
Quebrada Equique	id=g:3744859
Quebrada Caurabamba	id=g:3744860
Caurabamba	id=g:3744861
Loma Pucurco	id=g:3744863
Pampa Rosas	id=g:3744865
Yalen	id=g:3744866
Quebrada Yalen	id=g:3744869
Quebrada Potosí	id=g:3744870
Cerro Colpar	id=g:3744871
Quebrada El Oso	id=g:3744874
Quebrada Chorro Blanco	id=g:3744876
Cerro San Antonio Grande	id=g:3744878
Cerro Contrahierbas	id=g:3744880
Cerro Cueva Negra	id=g:3744881
Cerro Chirimachay	id=g:3744882
Quebrada Chirimachay	id=g:3744883
Cerro Chigualen	id=g:3744884
Quebrada Chigualen	id=g:3744885
Quebrada Los Alisos	id=g:3744887
Quebrada Poblano	id=g:3744888
Cerro Poblano	id=g:3744890
Cerro Mangalpa	id=g:3744902
Cerro Poderosa	id=g:3744903
Cerro Minas de Plata	id=g:3744905
Cerro Suyobamba	id=g:3744907
Cerro Obispo	id=g:3744908
Laguna Poderosa	id=g:3744911
Laguna Negra	id=g:3744913
Cebadabata	id=g:3744914
Alto Blanco	id=g:3744915
Sillabamba	id=g:3744917
Lucmahuayco	id=g:3744918
Cerro Ensillada	id=g:3744919
Antapita	id=g:3744920
Cerro Hualango	id=g:3744921
Cerro Pumurgo	id=g:3744922
Tiragra	id=g:3744923
Cerro San Vicente	id=g:3744924
Cerro Calvario	id=g:3744925
Cerro Lan Lan	id=g:3744927
Cerro Brasiles	id=g:3744949
Cerro Lindero	id=g:3744951
Cerro Tamburco	id=g:3744952
Quebrada Malomea	id=g:3744953
Ariabamba	id=g:3744956
Cerro Santa Rosa	id=g:3744957
Cruz Colorado	id=g:3744958
Cangurco	id=g:3744959
Cerro Alto Grande	id=g:3744961
Quebrada Infiernillo	id=g:3744962
Loma Chimurhua	id=g:3744963
Ajiverde	id=g:3744964
Quebrada Chilcas	id=g:3744965
Cerro Chacpachuccho	id=g:3744966
Pampa Oscura	id=g:3744967
Cerro Tinya	id=g:3744968
Cerro Pingollo	id=g:3744969
Mirador	id=g:3744970
Macno	id=g:3744971
Huacrahuarco	id=g:3744972
Peña del Aguila	id=g:3744973
Cerro Pajonal	id=g:3744974
Cerro Balcón del Diablo	id=g:3744975
Cerro Ramada	id=g:3744977
Cerro Patesingue	id=g:3744979
Quebrada Collona	id=g:3744981
Shapo	id=g:3744982
Quebrada Carrizal	id=g:3744986
Ancapampa	id=g:3744987
Botones	id=g:3744988
Los Cedros	id=g:3744990
Vista Alegre	id=g:3744991
Potaca	id=g:3744992
Quebrada Chilcas	id=g:3744994
Quebrada Cedros	id=g:3744997
Quebrada Huachina	id=g:3744998
Corralón	id=g:3745001
Las Cuevas	id=g:3745002
Bellavista	id=g:3745003
Cerro La Tolva	id=g:3745004
Quebrada Ariabamba	id=g:3745005
Choloque	id=g:3745006
Sancota	id=g:3745007
La Vaquería de Anda	id=g:3745008
Utucuyo	id=g:3745010
Quebrada Utucuyo	id=g:3745012
Uchuy Succha	id=g:3745013
Llaupa	id=g:3745014
Cerro Piruru	id=g:3745016
Cerro Banderas	id=g:3745017
Yuracyacu	id=g:3745020
Hacienda San Fernando	id=g:3745021
Chamana	id=g:3745022
Hacienda Trapiche	id=g:3745023
Quebrada Canalhuayco	id=g:3745024
Hacienda Alpamarca	id=g:3745025
Cerro San Pedro	id=g:3745027
Cerro Cuysan	id=g:3745028
Cerro Pileta	id=g:3745029
Quebrada Macanya	id=g:3745031
Quebrada Curaobamba	id=g:3745034
Cerro Ancogasha	id=g:3745035
Cerro Sillón	id=g:3745036
Buenavista	id=g:3745037
Tragadero	id=g:3745038
Loma Las Moras	id=g:3745040
Cerro Pumurgo	id=g:3745041
Uchucchuayo	id=g:3745043
Ariatuna	id=g:3745044
Quebrada Shingo	id=g:3745046
Quebrada La Chira	id=g:3745047
Cerro Jogos	id=g:3745049
Quebrada Yanama	id=g:3745050
Cerro San Antonio	id=g:3745051
Hacienda Santa Rosa	id=g:3745052
Quebrada Santa Rosa	id=g:3745053
Quebrada Sienega	id=g:3745054
Quebrada Huansharacra	id=g:3745055
Cerro Potrero	id=g:3745056
Taracoposa	id=g:3745057
Minchuria	id=g:3745058
PI3-e4	id=g:3745113
Punta La Vieja	id=g:3745114
Punta La Cabezona	id=g:3745115
Roca Reindeer	id=g:3745116
Roca García	id=g:3745117
Punta Dos Tetas	id=g:3745118
Morro Carretas	id=g:3745119
Playa Tres Chozas	id=g:3745120
Punta Santa	id=g:3745121
Islas Mesiás	id=g:3745122
Punta El Peñon	id=g:3745123
Río Chancay	id=g:3745124
Arrecife Blanco	id=g:3745125
Isla Ferrol del Medio	id=g:3745127
Isla Ferrol del Sur	id=g:3745128
Punta Gorda	id=g:3745129
Punta Posada de los Loberos	id=g:3745130
Punta Pan de Azúcar	id=g:3745131
Roca Negra	id=g:3745134
La Boquita	id=g:3745135
Quebrada Caña Brava	id=g:3745136
Campamenot de Paredones	id=g:3745137
Quebrada Hualtacal	id=g:3745138
P 14e-5	id=g:3745139
P 14e-3	id=g:3745140
P 14e-6	id=g:3745141
P 14e-7	id=g:3745142
San Carlos	id=g:3745143
Wadington	id=g:3745144
P 14e-1	id=g:3745145
Caleta San Pablo	id=g:3745330
Bajo Ewo	id=g:3745331
Isla Sheba	id=g:3745332
Arrecife Algerine	id=g:3745333
Lemari Shoal	id=g:3745334
Roca Miguel Angel	id=g:3745335
Punta Glen	id=g:3745336
Bahía La Cruz	id=g:3745337
El Burro	id=g:3745338
Puerto Cabo Blanco	id=g:3745339
Punta Máncora	id=g:3745340
Cerro Tres Picos	id=g:3745341
Morro Guañape	id=g:3746025
Caleta Colina Redonda	id=g:3746042
Roca Quitos	id=g:3746043
Roca Itata	id=g:3746045
Punta Casma	id=g:3746046
Cerro Querengo	id=g:3746052
Morro Chao	id=g:3746053
Caleta Cosomba	id=g:3746054
Morro Guañape	id=g:3746055
Punta Guañape	id=g:3746056
Caleta Guañape	id=g:3746057
Rada de Salaverry	id=g:3746060
Caleta La Cruz	id=g:3746061
Caleta Mero	id=g:3746062
Punta Máncora	id=g:3746063
Cerros Los Órganos	id=g:3746064
Punta Talara	id=g:3746065
Punta Telégrafo	id=g:3746066
Punta Foca	id=g:3746067
Bahía Tierra Colorada	id=g:3746068
Chullillache	id=g:3746069
Bahía Nonura	id=g:3746070
Bahía Juanchuquita	id=g:3746071
Islote Albatros	id=g:3746072
Bahía Vivero	id=g:3746073
Bahía Canevaro	id=g:3746074
Punta Saenz	id=g:3746075
Hito Llave del Numbat Kaime	id=g:3746502
Hito Trinidad	id=g:3746503
Hito Empalme	id=g:3746504
Hito Achuime Numbat Kaime	id=g:3746505
Hito Miaza Llave	id=g:3746506
Puesto Llave	id=g:3746507
Quebrada Tunantza	id=g:3746509
Alfaro	id=g:3746964
Choroyacu	id=g:3746965
Islas Alfaro	id=g:3746966
Isla Paranaquira	id=g:3746967
Paranaquira	id=g:3746968
Santa Rita	id=g:3746969
Ampiyacu	id=g:3746970
Isla Tigre	id=g:3746971
Islas Ampiyacu	id=g:3746972
Playa Chica	id=g:3747630
Playa Grande	id=g:3747635
Cerro Mal Paso	id=g:3747636
Playa Pacas	id=g:3747637
Tablazo La Islilla	id=g:3747638
Cerro La Tortuga	id=g:3747639
Playa El Cenizo	id=g:3747640
Punta La Tortuga	id=g:3747641
Salinera Colán	id=g:3747643
Vega Murila	id=g:3747644
Quebrada La Cuna	id=g:3747646
Quebrada Carrizales	id=g:3747648
Quebrada Montes	id=g:3747651
Vega Charco Grande	id=g:3747653
Quebrada Gigante	id=g:3747656
Vega Yuca	id=g:3747660
San Martín	id=g:3747687
Nueva Esperanza	id=g:3747689
Pariñas	id=g:3747800
La Cuesta	id=g:3747801
Punta Arena	id=g:3747802
Villa Aeronautica	id=g:3747803
Pampa Quebrada Ancha	id=g:3747804
Planta Pozo	id=g:3747805
Cerro El Peñón	id=g:3747806
Ancha	id=g:3747807
La Brea	id=g:3747808
Cerros Pan de Azúcar	id=g:3747809
Cerro Pancho	id=g:3747810
Cerro Songora	id=g:3747811
El Litoral	id=g:3747812
Cerro Balcones	id=g:3747813
Cerro Portachuelo	id=g:3747814
Pampa Larga	id=g:3747815
Hacienda Vista Florida	id=g:3747816
