Sperry's Restaurant	id=g:7288749
Jacks Cemetery	id=g:7309571
Johnson Family Cemetery	id=g:7309572
King Family Cemetery	id=g:7309573
Liberty Springs Cemetery	id=g:7309574
Liberty Springs United Methodist Church	id=g:7309575
Lone Star Cemetery	id=g:7309576
Low's Chapel Cemetery	id=g:7309577
Baptist Macedonia Church Cemetery	id=g:7309578
Macedonia Missionary Baptist Church	id=g:7309579
Macedonia Baptist Church	id=g:7309580
McBride Cemetery	id=g:7309581
McClelland Family Cemetery	id=g:7309582
McGown Cemetery	id=g:7309583
McGuire Cemetery	id=g:7309584
McMahon's Chapel Cemetery	id=g:7309585
Meador-Judson Meador Cemetery	id=g:7309586
Milam Cemetery	id=g:7309587
Mill Creek Cemetery	id=g:7309588
Moore Cemetery	id=g:7309589
Moran-Loving Cemetery	id=g:7309590
Munnerlyn Cemetery	id=g:7309591
New Hope Cemetery	id=g:7309592
Oak Hill Cemetery	id=g:7309593
Payne-Williams Cemetery	id=g:7309594
Pine Hill Cemetery	id=g:7309595
Pineland Cemetery	id=g:7309596
Plainview Cemetery	id=g:7309597
Polley Cemetery	id=g:7309598
Reeves Cemetery	id=g:7309599
Rosevine Cemetery	id=g:7309600
Sabinetown Cemetery	id=g:7309601
John Smith Cemetery	id=g:7309602
Spring Hill Cemetery	id=g:7309603
Strother Cemetery	id=g:7309604
Whitton Family Cemetery	id=g:7309605
Wilkerson Family Cemetery	id=g:7309606
Williams Family Cemetery	id=g:7309607
McCord Cemetery	id=g:7309608
China Lake Naval Weapons Center	id=g:7309610
Liggett Hall	id=g:7309611
Pershing Hall	id=g:7309612
Saint Cornelius Chapel	id=g:7309613
Nolan Park	id=g:7309614
Plainview Cemetery	id=g:7309615
Liberty Park	id=g:7309616
Audubon Park	id=g:7309617
East Anrook Park	id=g:7309618
Rotary Park	id=g:7309619
Lapeer County Courthouse	id=g:7309620
Lapeer County Historical Society Museum	id=g:7309621
Torzewski County Park	id=g:7309622
Mott Community College-Lapeer	id=g:7309623
Lapeer Police Department	id=g:7309624
Thumb Correctional Facility	id=g:7309625
McLaren Community Medical Center	id=g:7309626
Lapeer Medical Associates	id=g:7309627
Marguerite de Angeli Library	id=g:7309628
Lapeer Fire Department	id=g:7309629
Lapeer District Library	id=g:7309630
Watertower Travel Trailer Park	id=g:7309631
Lapeer Regional Medical Center	id=g:7309632
Lapeer City Hall	id=g:7309633
Lapeer Post Office	id=g:7309634
Ferguson Convalescent Home	id=g:7309635
Elva Lynch Elementary School	id=g:7309636
Lapeer Meadows Mobile Home Park	id=g:7309637
Crestview Manor Mobile Home Park	id=g:7309638
Cramton Elementary School	id=g:7309639
Chatfield School	id=g:7309640
Hilltop Campground	id=g:7309641
Bethesda Lutheran Home	id=g:7309642
Elba United Methodist Church	id=g:7309643
Elba Library	id=g:7309644
Elba Elementary School	id=g:7309645
Hunters Creek Community Church	id=g:7309646
AE Seaton Elementary School	id=g:7309647
Bishop Kelley Catholic School	id=g:7309648
Schickler Elementary School	id=g:7309649
Lapeer West High School	id=g:7309650
Zemmer Junior High School	id=g:7309651
Lapeer East High School	id=g:7309652
Hunters Creek Mobile Home Community	id=g:7309653
Rolling Hills Golf Club	id=g:7309654
Otter Lake Church of the Nazarene	id=g:7309655
Otter Lake United Methodist Church	id=g:7309656
Otter Lake Seventh Day Church	id=g:7309657
Saint John's Episcopal Church	id=g:7309658
Chateau Pines Lake Mobile Home Park	id=g:7309659
Village of Otter Lake Museum	id=g:7309660
Otter Lake Village Campground	id=g:7309661
Otter Lake Elementary School	id=g:7309662
Otter Lake Branch Library	id=g:7309663
Otter Lake Fire Department	id=g:7309664
Otter Lake Post Office	id=g:7309665
North Branch Wesleyan Church	id=g:7309666
First Baptist Church	id=g:7309667
Saints Peter and Paul Catholic Church	id=g:7309668
Methodist Church	id=g:7309669
Saint James Lutheran Church	id=g:7309670
North Branch Post Office	id=g:7309671
North Branch Police Department	id=g:7309672
Ruth Fox Elementary School	id=g:7309673
North Branch Library	id=g:7309674
North Branch High School	id=g:7309675
North Branch Middle School	id=g:7309676
North Branch Elementary School	id=g:7309677
McLaren Family Care Center	id=g:7309678
New Life in Christ Lutheran Church	id=g:7309679
Faith Community Church	id=g:7309680
Deerfield Pines Mobile Home Park	id=g:7309681
Country Christian Church	id=g:7309682
Gospel Light Baptist Church	id=g:7309683
Pilgrim Presbyterian Church	id=g:7309684
Metamora Post Office	id=g:7309685
Thornville Baptist Church	id=g:7309686
Metamora Golf and Country Club	id=g:7309687
Metamora Fire Department	id=g:7309688
McLaren Community Medical Center	id=g:7309689
Lapeer District Library-Metamora Branch	id=g:7309690
Ideal Villa Mobile Home Park	id=g:7309691
Emma Murphy Elementary School	id=g:7309692
Christ Evangelical Lutheran Church	id=g:7309693
Assembly of God Church	id=g:7309694
Trinity Baptist Church	id=g:7309695
First Baptist Church	id=g:7309696
Methodist Church of Imlay City	id=g:7309697
Imlay Church of the Nazarene	id=g:7309698
First Congregational Church	id=g:7309699
Imlay City Church of Christ	id=g:7309700
Family of Christ Lutheran Church	id=g:7309701
Kingdom Hall of Jehovah's Witnesses	id=g:7309702
West Goodland United Methodist Church	id=g:7309703
Imlay City Christian Reformed Church	id=g:7309704
Saint Paul's Lutheran Church	id=g:7309705
Imlay City Post Office	id=g:7309706
Ruth Hughes Memorial Library	id=g:7309707
Lapeer County Library	id=g:7309708
Complete Family Health Care	id=g:7309709
Cedar Medical Center	id=g:7309710
Imlay City Fire Department	id=g:7309711
Imlay City Museum	id=g:7309712
Light of Christ Community Church	id=g:7309713
Lapeer Station	id=g:7309714
Imlay City Station	id=g:7309715
North Branch Memorial Park	id=g:7309716
Otter Lake Park	id=g:7309717
North Branch Meadows Mobile Home Park	id=g:7309718
Piney Creek	id=g:7309719
Hupp's Hill Historic Park	id=g:7309720
Stonewall Jackson Museum	id=g:7309721
Friendship Cemetery	id=g:7309722
Greater Vision Church	id=g:7309723
Middlebrooks Cemetery	id=g:7309724
Edwards Pioneer Cemetery	id=g:7309725
The Connection Church	id=g:7309726
Maple Grove Mobile Home Communities	id=g:7309727
Weston Elementary School	id=g:7309728
Imlay City Middle School	id=g:7309729
Venture High School	id=g:7309730
Borland Elementary School	id=g:7309731
Imlay City High School	id=g:7309732
Veteran's Park	id=g:7309733
Rotary Park	id=g:7309734
Kerney Park	id=g:7309735
Lions Park	id=g:7309736
Lapeer District Library-Hadley Branch	id=g:7309737
Hadley Community Church	id=g:7309738
Hadley Baptist Church	id=g:7309739
Hadley Post Office	id=g:7309740
Hadley Elementary School	id=g:7309741
Hadley Acres Golf Club	id=g:7309742
Bethel Baptist Church	id=g:7309743
Saint Cornelius Church	id=g:7309744
Dryden United Methodist Church	id=g:7309745
Saint Johns Episcopal Church	id=g:7309746
Dryden Township Library	id=g:7309747
Dryden Police Department	id=g:7309748
Dryden Post Office	id=g:7309749
Dryden Township Fire Department	id=g:7309750
Dryden Elementary School	id=g:7309751
Columbiaville Baptist Church	id=g:7309752
Columbiaville Assembly of God Church	id=g:7309753
Columbiaville Branch Library	id=g:7309754
Columbiaville Fire Department	id=g:7309755
Wolverine Campground	id=g:7309756
Marathon Medical Clinic	id=g:7309757
Columbiaville Post Office	id=g:7309758
Columbiaville United Methodist Church	id=g:7309759
Columbiaville Elementary School	id=g:7309760
Oregon United Methodist Church	id=g:7309761
Peoples Baptist Church	id=g:7309762
Crystal Creek Campgrounds	id=g:7309763
Clifford Village Fire Department	id=g:7309764
Clifford Post Office	id=g:7309765
Lapeer District Libary-Clifford Branch	id=g:7309766
Clifford Baptist Church	id=g:7309767
Clifford United Methodist Church	id=g:7309768
Saint Patrick's Church	id=g:7309769
Almont Station	id=g:7309770
Clifford Station	id=g:7309771
Caldecott Park	id=g:7309772
Lapeer Educational and Technology Center	id=g:7309773
Almont United Methodist Church	id=g:7309774
First Baptist Church of Attica	id=g:7309775
Attica Post Office	id=g:7309776
New Life Christian Church	id=g:7309777
Sandhill Mobile Home Estates	id=g:7309778
Evangelical Wesleyan Church	id=g:7309779
Castle Creek Golf Club	id=g:7309780
Attica Township Library	id=g:7309781
First Congregational Church	id=g:7309782
Potter's House Christian Church	id=g:7309783
Almont Vineyard Church	id=g:7309784
Almont Village Police Department	id=g:7309785
Almont Post Office	id=g:7309786
Henry Stephens Memorial Library	id=g:7309787
Kingsbrook Mobile Home Estates	id=g:7309788
Almont Middle School	id=g:7309789
Orchard Primary School	id=g:7309790
Almont Elementary School	id=g:7309791
Almont High School	id=g:7309792
Lapeer State Home Cemetery	id=g:7309793
Saint John's Evangelical Lutheran Cemetery	id=g:7309794
Thornville Cemetery	id=g:7309795
Hadley Village Cemetery	id=g:7309796
Otter Lake Cemetery	id=g:7309797
Stuart Cemetery	id=g:7309798
Indian Cemetery	id=g:7309799
Goodland Township Cemetery	id=g:7309800
German Cemetery	id=g:7309801
Fox Cemetery	id=g:7309802
Saint Mary's Catholic Cemetery	id=g:7309803
Dawn Memorial Cemetery	id=g:7309804
Elba Township Cemetery	id=g:7309805
Five Lakes Cemetery	id=g:7309806
Millville Cemetery	id=g:7309807
Sand Hill Cemetery	id=g:7309808
Roscoe Cemetery	id=g:7309809
Bethany Mennonite Cemetery	id=g:7309810
Attica Cemetery	id=g:7309811
Bahel Cemetery	id=g:7309812
Lum Cemetery	id=g:7309813
West Deerfield Cemetery	id=g:7309814
Interchange 168	id=g:7309815
Interchange 163	id=g:7309816
Interchange 159	id=g:7309817
Interchange 155	id=g:7309818
Interchange 153	id=g:7309819
Interchange 149	id=g:7309820
Almont Community Park	id=g:7309821
Saint Marks Lutheran Church	id=g:7309822
Crosspointe Church	id=g:7309823
Juniper Hills Campgrounds	id=g:7309824
Deep Lake Recreational Park	id=g:7309825
Bronson Pioneer Cemetery	id=g:7309826
Holy Rosary Cemetery	id=g:7309827
Humboldt Cemetery	id=g:7309828
Johansson Cemetery	id=g:7309829
Chicken Creek	id=g:7309830
Mandie Johnson Farm Burials	id=g:7309831
Edward Johnson Cemetery	id=g:7309832
Karlstad Cemetery	id=g:7309833
Morrison Cemetery	id=g:7309834
Nyren Burials	id=g:7309835
Pederson Burials	id=g:7309836
Saint John's Cemetery	id=g:7309837
North Prairie Cemetery	id=g:7309838
Saint Michaels Greek Orthodox Cemetery	id=g:7309839
Saint Vincent Cemetery	id=g:7309840
Swanson Cemetery	id=g:7309841
Tree Claim Cemetery	id=g:7309842
Belleayre Mountain Winter Snow Park	id=g:7309843
Bicknell Family Tomb	id=g:7309844
Cushing Family Tomb Site	id=g:7309845
Gould Family Burying Ground Site	id=g:7309846
Hunt Family Tomb Site	id=g:7309847
Island Grove Cemetery	id=g:7309848
Nash Family Tomb	id=g:7309849
Old Church Burying Ground	id=g:7309850
Richards Family Burial Ground	id=g:7309851
The Plain Cemetery	id=g:7309852
Torrey Family Burying Ground	id=g:7309853
West Abington Cemetery	id=g:7309854
Conant Street Cemetery	id=g:7309855
MCI Cemetery	id=g:7309856
Harlow Cemetery	id=g:7309857
Hillside Cemetery	id=g:7309858
Conant Street Smallpox Cemetery	id=g:7309859
Orange Street Cemetery	id=g:7309860
Pine Street Cemetery	id=g:7309861
First Roman Catholic Cemetery	id=g:7309862
Scotland Cemetery	id=g:7309863
Brown Ditch	id=g:7309864
Saint Joseph Catholic Church	id=g:7309865
Saint Paul's Catholic Church	id=g:7309866
Community Evangelical Presbyterian Church	id=g:7309867
Northgate Wesleyan Church	id=g:7309868
Church of Jesus Christ of Latter Day Saints	id=g:7309869
Bethel Evangelical Free Church	id=g:7309870
First United Methodist Church	id=g:7309871
First Church of Christ	id=g:7309872
Assembly of God Church	id=g:7309873
Seventh-Day Adventist Church	id=g:7309874
United Pentecostal Church	id=g:7309875
Jehovah's Witnesses	id=g:7309876
Christ Episcopal Church	id=g:7309877
Cornerstone Church of God	id=g:7309878
Saint Philip Lutheran Church	id=g:7309879
Saint John's United Church of Christ	id=g:7309880
First Baptist Church of Owosso	id=g:7309881
First Congregational Church	id=g:7309882
Salem Lutheran Church	id=g:7309883
Owosso Free Methodist Church	id=g:7309884
Gilead Baptist Church	id=g:7309885
Life in Christ Christian Church	id=g:7309886
Bible Baptist Church of Owosso	id=g:7309887
Victory Baptist Church	id=g:7309888
Spiritual Episcopal Church	id=g:7309889
Grace Bible Church	id=g:7309890
Trinity United Methodist Church	id=g:7309891
Owosso Wesleyan Church	id=g:7309892
Calvary Baptist Church	id=g:7309893
Good News Fellowship Family Church	id=g:7309894
First Church of the Nazarene	id=g:7309895
Seventh Day Church of God	id=g:7309896
Easton Church of Christ	id=g:7309897
Lennon Village Hall	id=g:7309898
Lennon Post Office	id=g:7309899
Lennon United Methodist Church	id=g:7309900
Doyle Knight Elementary School	id=g:7309901
Perkins Library	id=g:7309902
DeVries Nature Conservancy	id=g:7309903
Owosso Christian School	id=g:7309904
Northwood Estates Mobile Home Park	id=g:7309905
Owosso Medical Group	id=g:7309906
North Street Medical Center	id=g:7309907
Candlewick Court Mobile Home Park	id=g:7309908
Bennington Golf Club	id=g:7309909
Owosso Post Office	id=g:7309910
Owosso Fire Department	id=g:7309911
Owosso City Hall	id=g:7309912
Owosso Middle School	id=g:7309913
Owosso High School	id=g:7309914
Owosso Police Department	id=g:7309915
Morrice Post Office	id=g:7309916
Morrice Fire Department	id=g:7309917
Morrice Library	id=g:7309918
Morrice United Methodist Church	id=g:7309919
Saint Mary's Church	id=g:7309920
Morrice Area Elementary School	id=g:7309921
Morrice Senior High School	id=g:7309922
Pittsburg United Methodist Church	id=g:7309923
New Lothrop Post Office	id=g:7309924
New Lothrop Police Department	id=g:7309925
New Lothrop Church of the Nazarene	id=g:7309926
First United Methodist Church	id=g:7309927
New Lothrop Elementary School	id=g:7309928
New Lothrop High School	id=g:7309929
Second Roman Catholic Cemetery	id=g:7309930
South Sreet Cemetery	id=g:7309931
Summer Street Cemetery	id=g:7309932
Titicut Cemetery	id=g:7309933
Trinity Church Cemetery	id=g:7309934
Vernon Street Cemetery	id=g:7309935
Central Cemetery	id=g:7309936
Union Cemetery	id=g:7309937
Wenham Cemetery	id=g:7309938
Ashdod Cemetery	id=g:7309939
Episcopal Church Cemetery	id=g:7309940
Tarbell Building	id=g:7309941
Twin Township Library	id=g:7309942
Church of the Nazarene	id=g:7309943
Laingsburg United Methodist Church	id=g:7309944
Shaftsburg United Methodist Church	id=g:7309945
Shaftsburg Elementary School	id=g:7309946
Community Bible Church	id=g:7309947
Bethany Bible Church	id=g:7309948
Shaftsburg Post Office	id=g:7309949
Perry Congregational Christian Church	id=g:7309950
Family Christian Church	id=g:7309951
Our Saviour's Lutheran Church	id=g:7309952
Church of Nazarene	id=g:7309953
World Harvest Assembly of God Church	id=g:7309954
Perry Free Methodist Church	id=g:7309955
Perry Baptist Church	id=g:7309956
Perry United Methodist Church	id=g:7309957
Countryside Village Mobile Home Park	id=g:7309958
Dunham Memorial Library	id=g:7309959
Perry Family Practice	id=g:7309960
Perry Post Office	id=g:7309961
Perry Fire Department	id=g:7309962
Perry Library	id=g:7309963
Perry City Hall	id=g:7309964
Perry Middle School	id=g:7309965
Perry High School	id=g:7309966
Perry Elementary School	id=g:7309967
Glenbrier Golf Course	id=g:7309968
Willowbrook Golf Course	id=g:7309969
United Methodist Church of Byron	id=g:7309970
Vernon Post Office	id=g:7309971
Byron Post Office	id=g:7309972
Vernon District Public Library	id=g:7309973
Nellie Reed Elementary School	id=g:7309974
Byron Police Department	id=g:7309975
Vernon United Methodist Church	id=g:7309976
Faith Bible Church	id=g:7309977
Byron Baptist Church	id=g:7309978
Lighthouse Pentecostal Church	id=g:7309979
Byron Elementary School	id=g:7309980
Saint Isidore Catholic Church	id=g:7309981
First Congregational Church	id=g:7309982
Byron Middle School	id=g:7309983
First Baptist Church	id=g:7309984
Byron High School	id=g:7309985
Pine Hills Golf Course	id=g:7309986
Laingsburg High School	id=g:7309987
Laingsburg Elementary School	id=g:7309988
Laingsburg Middle School	id=g:7309989
Laingsburg Post Office	id=g:7309990
Laingsburg City Library	id=g:7309991
Laingsburg City Hall	id=g:7309992
Laingsburg Christian School	id=g:7309993
Quiet Cove Mobile Home Park	id=g:7309994
Geeck Road Park	id=g:7309995
Henderson United Methodist Church	id=g:7309996
Henderson Post Office	id=g:7309997
Bancroft Station	id=g:7309998
Kingdom Hall of Jehovah's Witnesses	id=g:7309999
Church of the Nazarene	id=g:7310000
Saint Mary's Church	id=g:7310001
Congregational Church	id=g:7310002
Durand Assembly of God Church	id=g:7310003
Byron Sesquicentennial Park	id=g:7310004
Faith Baptist Church	id=g:7310005
Wilbur Bills Elementary School	id=g:7310006
Tabernacle of Hope Church	id=g:7310007
United Methodist Church	id=g:7310008
Shiawassee Township Library	id=g:7310009
Durand Church of God	id=g:7310010
Bancroft Post Office	id=g:7310011
Light of Faith Fellowship	id=g:7310012
Free Methodist Church	id=g:7310013
Bancroft Police Department	id=g:7310014
Oak Street Baptist Church	id=g:7310015
Bancroft United Methodist Church	id=g:7310016
First Baptist Church	id=g:7310017
Congregational Church	id=g:7310018
Saint Mary's School	id=g:7310019
Durand Family Health Care	id=g:7310020
Shiawassee County Poor Farm Cemetery	id=g:7310021
Durant Convalescent Center	id=g:7310022
Monroe Medical Clinic	id=g:7310023
Mount Olivet Catholic Cemetery	id=g:7310024
Lakeview Estates Mobile Home Park	id=g:7310025
Country Manor Mobile Home Park	id=g:7310026
Laingsburg Cemetery	id=g:7310027
Durand City Hall	id=g:7310028
Durand Fire Department	id=g:7310029
Durand Memorial Library	id=g:7310030
Durand Post Office	id=g:7310031
Dutch Hollow Golf Club	id=g:7310032
Durand Middle School	id=g:7310033
North Ridge Cemetery	id=g:7310034
Robert Kerr Elementary School	id=g:7310035
Walnut Hills Family Campground	id=g:7310036
Chippewa Hills Country Club	id=g:7310037
Perry Cemetery	id=g:7310038
Church of Christ	id=g:7310039
Immanuel Baptist Church	id=g:7310040
Sprague Cemetery	id=g:7310041
Shiawassee Harvest Ministries	id=g:7310042
Mount Hope Church of Corunna	id=g:7310043
Kay Family Cemetery	id=g:7310044
Saint Paul's Episcopal Church	id=g:7310045
Corunna United Methodist Church	id=g:7310046
Corunna Church of the Nazarene	id=g:7310047
Saving Grace Church	id=g:7310048
Corunna Post Office	id=g:7310049
Graham Cemetery	id=g:7310050
Shiawassee County Medical Care Facility	id=g:7310051
Glass River Cemetery	id=g:7310052
Shiawassee Family Medicine	id=g:7310053
Easton Cemetery	id=g:7310054
Shiawassee County Sheriff's Office	id=g:7310055
Chalker Cemetery	id=g:7310056
Louise Peacock Elementary School	id=g:7310057
Corunna Middle School	id=g:7310058
Corunna High School	id=g:7310059
Juddville United Methodist Church	id=g:7310060
First Baptist Church-Corunna	id=g:7310061
Corunna City Police Department	id=g:7310062
Corunna Hills Golf Course	id=g:7310063
Elsa Meyer Elementary School	id=g:7310064
Carson Cemetery	id=g:7310065
Union Plains Cemetery	id=g:7310066
El Corte de Madera Creek	id=g:7310067
Owosso Trailer Park	id=g:7310068
Byron Cemetery	id=g:7310069
Alton Cemetery	id=g:7310070
Interchange 98	id=g:7310071
Interchange 105	id=g:7310072
Interchange 113	id=g:7310073
Interchange 118	id=g:7310074
Hoola Hey Arch	id=g:7310075
Elephant Rock	id=g:7310076
Crosswest Office Center	id=g:7310077
Bar Building	id=g:7310078
Harmon Partridge Park	id=g:7310079
Fayette Square Park	id=g:7310080
Bennet Field	id=g:7310081
Curwood Castle Park	id=g:7310082
Willman Field	id=g:7310083
Hugh Parker Field	id=g:7310084
Grand Avenue Park	id=g:7310085
Collamer Park	id=g:7310086
Memorial Health Care Center	id=g:7310087
Vernon Station	id=g:7310088
Perry Station	id=g:7310089
Hickory Lake Campground	id=g:7310090
Perry Jubilee Park	id=g:7310091
Perry Historical Musuem	id=g:7310092
Shaftsburg Station	id=g:7310093
Morrice Station	id=g:7310094
Lennon Station	id=g:7310095
Laingsburg Station	id=g:7310096
McClintock Park	id=g:7310097
Bates Scout Park	id=g:7310098
Henderson Station	id=g:7310099
Durand Station	id=g:7310100
Durand Area High School	id=g:7310101
Leisure Lake Campground	id=g:7310102
Holiday Meadows Golf Course	id=g:7310103
Optimist Park	id=g:7310104
Shaw Park	id=g:7310105
Fitch Park	id=g:7310106
Trumble Park	id=g:7310107
Michigan History Railroad Museum	id=g:7310108
Shiatown Park	id=g:7310109
Corunna Station	id=g:7310110
Shiawassee County Courthouse	id=g:7310111
Corunna City Hall	id=g:7310112
Corunna Library	id=g:7310113
Mitchell Softball Fields	id=g:7310114
Stuart Coutts Pavilion	id=g:7310115
McCurdy Park	id=g:7310116
Heritage Park	id=g:7310117
John Goebel Memorial Park	id=g:7310118
Davis Park	id=g:7310119
Kerby Road Park	id=g:7310120
Carland Station	id=g:7310121
Fannie Pell Park	id=g:7310122
Sherwood Park	id=g:7310123
Thurl Cook Park	id=g:7310124
Hicks Park	id=g:7310125
Plainwell Fire Hall	id=g:7310126
Plainwell Post Office	id=g:7310127
Watchtower Farms	id=g:7310128
Morse Farm	id=g:7310129
Lower Trestle Creek Falls	id=g:7310130
Upper Trestle Creek Falls	id=g:7310131
Lower Parker Falls	id=g:7310132
Upper Parker Falls	id=g:7310133
Pinard Falls	id=g:7310134
Saint Pauls Methodist Church Cemetery	id=g:7310135
Eubank Cemetery	id=g:7310136
Garden Bay Manor	id=g:7310137
Gashouse District	id=g:7310138
Georgetown	id=g:7310139
Christian Mission Center	id=g:7310140
North Fork Gazos Creek	id=g:7310141
South Fork Gazos Creek	id=g:7310142
Clover Falls	id=g:7310143
Golden Fleece Mine	id=g:7310144
Hidden Treasure - Golden Fleece Mine	id=g:7310145
Golden Fleece Mine	id=g:7310146
Golden Fleece Mine	id=g:7310147
Academy Cemetery	id=g:7310148
Beauchamp Family Cemetery	id=g:7310149
Center Ridge Cemetery	id=g:7310150
Beaver Dam Cemetery	id=g:7310151
Chloride Cemetery	id=g:7310152
Franconia Cemetery	id=g:7310153
Gold Road Cemetery	id=g:7310154
Hackberry Cemetery	id=g:7310155
Hardyville Pioneer Cemetery	id=g:7310156
Isaac Carling Memorial Park	id=g:7310157
Littlefield Cemetery	id=g:7310158
Mount Trumbull Cemetery	id=g:7310159
Oatman Cemetery	id=g:7310160
Sandy Cemetery	id=g:7310161
Buckeye Christian Church	id=g:7310162
Beach Park	id=g:7310163
San Tan Valley	id=g:7310164
Yucca Cemetery	id=g:7310165
Golden Theatre	id=g:7310166
Mount Calvary Lutheran Church	id=g:7310167
Noli Cemetery	id=g:7310168
Resurrection Episcopal Church	id=g:7310169
Signal Area Cemetery	id=g:7310170
Agamaxchizalix	id=g:7310171
Tanax Angunax	id=g:7310172
Amgasis	id=g:7310173
Tanagam Amaga	id=g:7310174
Gramercy Theater	id=g:7310175
Tanagam Uyuqii	id=g:7310176
Liisis Tatuu	id=g:7310177
Atangax	id=g:7310178
Kimsis	id=g:7310179
Aankuuga	id=g:7310180
Second Bynes Grove Missionary Baptist Church	id=g:7310181
Nahmagix	id=g:7310182
Uuhmugzux	id=g:7310183
Knaxchiing	id=g:7310184
Qatxayas Yaaga	id=g:7310185
Uugangax	id=g:7310186
Kyugaadax	id=g:7310187
Iqalax	id=g:7310188
Awas Tugimaga	id=g:7310189
Iiqiisix	id=g:7310190
Qigaangax	id=g:7310191
Aalux	id=g:7310192
Chalux	id=g:7310193
Spirit of Christ Church	id=g:7310194
East Norwood Trailer Park	id=g:7310195
Georges Trailer Park	id=g:7310196
Lowell Trailer Park	id=g:7310197
Mercers Mobile Home Park	id=g:7310198
Norwood Mobile Home Park	id=g:7310199
W D Miller Trailer Park	id=g:7310200
Saamlus	id=g:7310201
Hanisxa	id=g:7310202
Ulgusix	id=g:7310203
Qagaagix Chalux	id=g:7310204
Chapel of the Good Shepherd	id=g:7310205
Ugiilagaadax	id=g:7310206
Qigaagix Adimtusix	id=g:7310207
Naagix Adimtusix	id=g:7310208
Igitxim Chmaa	id=g:7310209
Igitxim Kangayuu	id=g:7310210
Daa Agidgix	id=g:7310211
Chuhngudugis	id=g:7310212
Alugasux	id=g:7310213
Igitxim Nguu	id=g:7310214
Qahnichxucha	id=g:7310215
Chuguugix Iilamiizax	id=g:7310216
Nguugix Iilamiizax	id=g:7310217
Uchixsax	id=g:7310218
Chigulam Udaa	id=g:7310219
Agaagilax	id=g:7310220
Saint Bartholomew's Anglican Catholic Church	id=g:7310221
Lyman Farm and Feedlot	id=g:7310222
Ramah Cemetery	id=g:7310223
Qanatanam Hanii	id=g:7310224
Qanatanam Iguga	id=g:7310225
Amlas	id=g:7310226
Igilam Aaliicha	id=g:7310227
Tagalux	id=g:7310228
Ulasuudax	id=g:7310229
Kagalux	id=g:7310230
Hanim Unangaa	id=g:7310231
Slukas Ugimga	id=g:7310232
Ngamas Udaa	id=g:7310233
Hachxitim Udaa	id=g:7310234
Nguugix Qmalgagix	id=g:7310235
Chuguugix Qmalgagix	id=g:7310236
Tanaxchigis	id=g:7310237
Uuyax	id=g:7310238
Tagalam-qigangaa	id=g:7310239
Chiimuusix	id=g:7310240
Tagalam Udaa	id=g:7310241
Chixsxa	id=g:7310242
Tagalam Udagan Sitacha	id=g:7310243
Ngam Ulaa	id=g:7310244
Tagalam Agala	id=g:7310245
Aatudax	id=g:7310246
Qagnaqax	id=g:7310247
Mid - Columbia Fire and Rescue	id=g:7310248
West Valley Fire District	id=g:7310249
Union Rural Fire Protection District	id=g:7310250
Lebanon Fire District Station 31	id=g:7310251
Clackamas Fire District 1 Station 15 Ohn Adams	id=g:7310252
Ontario Fire and Rescue	id=g:7310253
Gates Rural Fire Protection District	id=g:7310254
Forest Grove Fire and Rescue Headquarters	id=g:7310255
Eugene Fire Station 1 Downtown Station	id=g:7310256
Saint Paul Fire District Headquarters	id=g:7310257
Philomath Fire and Rescue Station 201	id=g:7310258
Jackson County Fire District 5	id=g:7310259
Mount Angel Fire District	id=g:7310260
Turner Fire Department	id=g:7310261
Siuslaw Valley Fire and Rescue Station 1	id=g:7310262
Springfield Department of Fire and Life Safety Station 4	id=g:7310263
Glendale Rural Fire Protection District	id=g:7310264
Corvallis Fire Department Station 4	id=g:7310265
City of Moro Fire Department	id=g:7310266
Cove Rural Fire Protection District	id=g:7310267
Prospect Fire Department	id=g:7310268
Parkdale Rural Fire Protection District	id=g:7310269
Junction City Rural Fire Protection District Station 1	id=g:7310270
Scio Rural Fire Protection District Station 93	id=g:7310271
Junction City Rural Fire Protection District Station 2	id=g:7310272
Lafayette Fire Department	id=g:7310273
Azalea Rural Fire Protection District	id=g:7310274
Columbia River Fire and Rescue Rainier Station	id=g:7310275
North Douglas County Fire and Emergency Medical Services Station 1	id=g:7310276
Reedsport Volunteer Fire Department Station 1	id=g:7310277
Stayton Rural Fire Protection District Stayton Station	id=g:7310278
North Powder Rural Fire Protection District	id=g:7310279
Williams Rural Fire Protection District	id=g:7310280
Pine Valley Rural Fire Protection District	id=g:7310281
Falls City Fire Department	id=g:7310282
Yachats Rural Fire Protection District South Station	id=g:7310283
Amity Fire District	id=g:7310284
Canyonville - South Umpqua Fire Department	id=g:7310285
Astoria Fire Department Station 1	id=g:7310286
Newport Fire Department Station 1	id=g:7310287
Rockaway Beach Fire Department	id=g:7310288
Canby Fire District Station 62	id=g:7310289
North Sherman County Rural Fire Protection District	id=g:7310290
Sheridan Fire District	id=g:7310291
Crook County Fire and Rescue Main Station	id=g:7310292
Toledo Fire and Rescue Department Station 41	id=g:7310293
Mcminnville Fire Department	id=g:7310294
Imbler Rural Fire Protection District Headquarters	id=g:7310295
Phoenix Fire Department	id=g:7310296
Coos Bay Fire Department Central Station 1	id=g:7310297
Newberg Fire Department Station 20	id=g:7310298
Baker City Fire Department	id=g:7310299
Aurora Rural Fire Protection District Headquarters	id=g:7310300
