Averill Station (historical)	id=g:7272487
Intake 2 Picnic Site	id=g:7278523
Inyo Craters Interpretive Site	id=g:7278524
Inyo Craters Trailhead	id=g:7278525
John Muir Trail North Trailhead	id=g:7278526
June Lake Beach	id=g:7278527
Lake George Picnic Site	id=g:7278528
Lakes Canyon Trailhead	id=g:7278529
Lamarck Lakes Trailhead	id=g:7278530
Laurel Lakes Trailhead	id=g:7278531
Lundy Canyon Trailhead	id=g:7278532
Mammoth Consolidated Mine Interpretive Site	id=g:7278533
Mammoth Mountain Ski Area	id=g:7278534
Mammoth Mountain-Bottomless Pit Trailhead	id=g:7278535
Mammoth Pass Trailhead	id=g:7278536
Mammoth Visitor Center Picnic Site	id=g:7278537
McGee Pass Trailhead	id=g:7278538
Meysan Lake Trailhead	id=g:7278539
Mill City Historic Site	id=g:7278540
Minaret Lake Trailhead	id=g:7278541
Minaret Vista Interpretive Site	id=g:7278542
Mono Craters Observation Site	id=g:7278543
Mono Craters West Observation Site	id=g:7278544
Mono Mills Interpretive Site	id=g:7278545
Mono Pass Trailhead	id=g:7278546
Navy Beach Observation Site	id=g:7278547
North Fork Big Pine Creek Trailhead	id=g:7278548
North Lake Picnic Site	id=g:7278549
North Lake Trailhead	id=g:7278550
Nunatak-Tioga Tarns Trailhead	id=g:7278551
Obsidian Dome Interpretive Site	id=g:7278552
Olancha Pass-Sage Flat Trailhead	id=g:7278553
Onion Valley Trailhead	id=g:7278554
Panorama Dome Trailhead	id=g:7278555
Panum Crater Interpretive Site	id=g:7278556
Parker Lake Trailhead	id=g:7278557
Patriarch Grove Trailhead	id=g:7278558
Pine Creek Trailhead	id=g:7278559
Rainbow Falls Trailhead	id=g:7278560
Rock Creek Boating Site	id=g:7278561
Rock Creek Lake Picnic Site	id=g:7278562
Rock Creek Picnic Site	id=g:7278563
Rush Creek Trailhead	id=g:7278564
Sabrina Boating Site	id=g:7278565
Sabrina Lake Trailhead	id=g:7278566
Saddlebag Lake Trailhead	id=g:7278567
Sawmill Pass Trailhead	id=g:7278568
Schulman Grove Picnic Site	id=g:7278569
Schulman-Methusalah Trailhead	id=g:7278570
Shepherd Pass Trailhead	id=g:7278571
Sherwin Creek Picnic Site	id=g:7278572
Sherwin Lakes Trailhead	id=g:7278573
Silver Lake Boat Launch	id=g:7278574
Silver Lake Picnic Site	id=g:7278575
Sotcher Lake Trailhead	id=g:7278576
South Lake-Bishop Pass Trailhead	id=g:7278577
South Tufa Interpretive Site	id=g:7278578
Taboose Pass Trailhead	id=g:7278579
Kerns Nursery	id=g:7278580
Schnares Sunset Orchards	id=g:7278581
Vicksburg Water Pollution Control Center	id=g:7278582
Hyder Census Subarea	id=g:7278583
All Western Evergreen Nursery	id=g:7278584
Eagle Crest Vineyards	id=g:7278585
Palmiters Garden Nursery	id=g:7278586
Dan Mar Ranch	id=g:7278587
Idlewood Acres	id=g:7278588
Hi-Road Drive-In	id=g:7278589
Barnes Valley Boat Ramp	id=g:7278590
Bly Trailhead	id=g:7278591
Crane Mountain Viewpoint	id=g:7278592
Deming Creek Trailhead	id=g:7278593
Bay City Rest Area	id=g:7278594
Linwood Rest Area	id=g:7278595
Valley Plaza RV Park	id=g:7278596
Miller Creek Camp	id=g:7278597
Skyview Drive-In	id=g:7278598
Marysville Drive-In (historical)	id=g:7278599
West Rome Drive-In (historical)	id=g:7278600
Huron Community Fairgrounds	id=g:7278601
Ubly Dragway	id=g:7278602
Huron City Museum	id=g:7278603
Owendale Speedway	id=g:7278604
Caseville Municipal Harbor	id=g:7278605
North Warner Viewpoint	id=g:7278606
Pitch Log Recreation Site	id=g:7278607
Potholes Camp	id=g:7278608
Desert View Picnic Site	id=g:7278609
Dripping Springs Trailhead	id=g:7278610
El Cariso Picnic Site	id=g:7278611
El Monte County Park Picnic Site	id=g:7278612
Fire Fighter Memorial Picnic Site	id=g:7278613
Four Corners Trailhead	id=g:7278614
Henshaw Wildlife Viewing Site	id=g:7278615
Holy Jim Trailhead	id=g:7278616
Horsethief Trailhead	id=g:7278617
Lake Morena Picnic Site	id=g:7278618
Loveland Fishing Access Trailhead	id=g:7278619
Morgan Trailhead	id=g:7278620
Penny Pines Interpretive Site	id=g:7278621
Pine Creek Trailhead	id=g:7278622
San Juan Loop Trailhead	id=g:7278623
Storm Canyon Vista Trailhead	id=g:7278624
Tenaja Falls Trailhead	id=g:7278625
Vail Lake Boat Launch	id=g:7278626
Wildomar Trailhead	id=g:7278627
Bear Valley Trailhead	id=g:7278628
Blue Jay Trailhead	id=g:7278629
Boulder Oaks Trailhead	id=g:7278630
Bradley Landing (historical)	id=g:7278631
Buckner Landing (historical)	id=g:7278632
Stan H Springs Camp	id=g:7278633
Sycan Siding Trailhead	id=g:7278634
Wildhorse Recreation Site	id=g:7278635
Klamath Hills Trailhead	id=g:7278636
Aspen Ridge Trailhead	id=g:7278637
Bear Creek Trailhead	id=g:7278638
Cottonwood Creek Trailhead	id=g:7278639
Cox Pass Trailhead	id=g:7278640
Hanan Sycan Trailhead	id=g:7278641
Lakes Loop Trailhead	id=g:7278642
Mill Trailhead	id=g:7278643
North Fork Sprague River Trailhead	id=g:7278644
Rogger Meadow Trailhead	id=g:7278645
Caulk Landing (historical)	id=g:7278646
Fletcher Landing (historical)	id=g:7278647
Lookout Rock Trailhead	id=g:7278648
Swale Trailhead	id=g:7278649
Vee Lake Trailhead	id=g:7278650
Walker Trailhead	id=g:7278651
Winter Rim Trailhead	id=g:7278652
Tuscola County Fairgrounds	id=g:7278653
Rooster Flats Golf Center	id=g:7278654
Mulligan's Irish Links	id=g:7278655
Hi-Way Drive-In Theater	id=g:7278656
Sanilac County Fairgrounds	id=g:7278657
Sandpines Golf Links	id=g:7278658
Salmon River Hatchery	id=g:7278659
Dean Creek Elk Viewing Area	id=g:7278660
Vincent Creek Recreation Site	id=g:7278661
Scanlan (historical)	id=g:7278662
Rocking L Ranch	id=g:7278663
Whispering Pines Animal Kingdom	id=g:7278664
Top Of The Hill Nurseries	id=g:7278665
Garretson's Mill (historical)	id=g:7278666
Foster's Corner	id=g:7278667
Foody's Corners	id=g:7278668
Alsea Bay Historic Interpretive Center	id=g:7278669
Chelan Falls Park	id=g:7278670
Beebe Bridge Park	id=g:7278671
Manson Bay Park	id=g:7278672
Willow Point Park	id=g:7278673
Boiling Lake Recreation Site	id=g:7278674
Kingtown	id=g:7278675
Mackey Bend Ferry (historical)	id=g:7278676
Sugarloaf Peak Lookout	id=g:7278677
The Forks of Stinking	id=g:7278678
Logan Old Ford	id=g:7278679
Cave Rock	id=g:7278680
Smithtown All Weather Drive-In (historical)	id=g:7278681
Elliots Ford	id=g:7278682
Tompsons Mill (historical)	id=g:7278683
Blacksnake Post Office (historical)	id=g:7278684
Partins Mill (historical)	id=g:7278685
Henderson Grove	id=g:7278686
Beaverkill Trout Hatchery	id=g:7278687
Aero Drive-In (historical)	id=g:7278688
Auto Vision Drive-In (historical)	id=g:7278689
Bay Drive-In	id=g:7278690
Bay Shore Sunrise Drive-In (historical)	id=g:7278691
Boulevard Drive-In (historical)	id=g:7278692
Delevan Drive-In	id=g:7278693
Glen Twin Drive-In	id=g:7278694
Hollywood Drive-In	id=g:7278695
Hyde Park Drive-In	id=g:7278696
Patchogue Drive-In (historical)	id=g:7278697
Snowbird Aerial Tram	id=g:7278698
Las Perillas Pumping Plant	id=g:7278699
Mundys Ferry (historical)	id=g:7278700
Ellis Tavern (historical)	id=g:7278701
Hinkston Creek Mill (historical)	id=g:7278702
Forest Retreat (historical)	id=g:7278703
Walnut Grove	id=g:7278704
Tuckers Mill (historical)	id=g:7278705
Cassidys Crick Mill (historical)	id=g:7278706
Little Rainbow Chevre	id=g:7278707
Nine-Jay Nursery And Greenhouses	id=g:7278708
Parks Mill (historical)	id=g:7278709
Pleasant Valley Mills (historical)	id=g:7278710
Lower Blue Licks	id=g:7278711
Hogjaws	id=g:7278712
Masonic Lodge Hall	id=g:7278713
Abners Mill (historical)	id=g:7278714
The Old Wash Place (historical)	id=g:7278715
Days Mill (historical)	id=g:7278716
Plummers Landing (historical)	id=g:7278717
Punkin Center (historical)	id=g:7278718
Mitchells Mill (historical)	id=g:7278719
Avery Corners	id=g:7278720
Harts Corners	id=g:7278721
Union Corners	id=g:7278722
Meads Corner	id=g:7278723
Starlight Acres	id=g:7278724
Brown's Corners	id=g:7278725
Christ Orchard	id=g:7278726
Curtis Orchard And Pumpkin Patch	id=g:7278727
Doll's Orchard	id=g:7278728
Jefferies Orchard	id=g:7278729
Okaw Valley Orchard	id=g:7278730
Pleasant Row Orchard	id=g:7278731
Schneider's Orchard	id=g:7278732
Tanner's Orchard	id=g:7278733
Wolfe Orchard	id=g:7278734
Dibbles Log Cabin Corners	id=g:7278735
Black Hawk Stage Coach Stop (historical)	id=g:7278736
Lake View Orchards	id=g:7278737
Rogers Family Orchards	id=g:7278738
Alishauskas Dairy	id=g:7278739
Hidden Ponds Stables	id=g:7278740
Tilford Post Office (historical)	id=g:7278741
Brashears Salt Works (historical)	id=g:7278742
Aberdeen (historical)	id=g:7278743
Dent Railroad Yard (historical)	id=g:7278744
Dulles 28 Centre	id=g:7278745
Land of Milk and Honey	id=g:7278746
Grants Corners	id=g:7278747
Halls Corners	id=g:7278748
Halls Corners	id=g:7278749
Charles Fantoni Roundabout	id=g:7278750
Bar W Equestrian Center	id=g:7278751
Stacy Branch Spur Line (historical)	id=g:7278752
Bulan Post Office (historical)	id=g:7278753
Palmdale Drive-In (historical)	id=g:7278754
Jet Drive-In (historical)	id=g:7278755
Baseline Drive-In (historical)	id=g:7278756
Century's 110 Drive-In (historical)	id=g:7278757
Central Drive-In (historical)	id=g:7278758
Delaware Drive-In (historical)	id=g:7278759
Dewitt Drive-In (historical)	id=g:7278760
Drive-In Theater (historical)	id=g:7278761
Dryden Drive-In (historical)	id=g:7278762
El Rancho Drive-In	id=g:7278763
Elmsford Drive-In (historical)	id=g:7278764
Empire Drive-In (historical)	id=g:7278765
Finger Lakes Drive-In	id=g:7278766
Fishkill Drive-In (historical)	id=g:7278767
Flanders Drive-In (historical)	id=g:7278768
Grandview Drive-In (historical)	id=g:7278769
Hamptons Drive-In (historical)	id=g:7278770
Harmon Drive-In (historical)	id=g:7278771
Otter Creek	id=g:7278772
Tunnel Mill Point	id=g:7278773
Hathaways Drive-In	id=g:7278774
Hi-Way Drive-In	id=g:7278775
Hollowbrook Drive-In (historical)	id=g:7278776
I-290 Drive-In (historical)	id=g:7278777
Ideal Drive-In (historical)	id=g:7278778
Jericho Drive-In	id=g:7278779
Johnny All Weather Drive-In (historical)	id=g:7278780
Laurel Point	id=g:7278781
Tenmile	id=g:7278782
East Drive-In (historical)	id=g:7278783
Kallet Drive-In (historical)	id=g:7278784
Kallet Drive-In (historical)	id=g:7278785
Lakes Car Drive-In (historical)	id=g:7278786
Lakeshore Drive-In (historical)	id=g:7278787
Latham Drive-In (historical)	id=g:7278788
Lockport Drive-In (historical)	id=g:7278789
Marcy Drive-In (historical)	id=g:7278790
Massapequa Drive-In (historical)	id=g:7278791
Maybrook Drive-In (historical)	id=g:7278792
Middlehope Drive-In (historical)	id=g:7278793
Middletown Drive-In (historical)	id=g:7278794
Midway Drive-In	id=g:7278795
Mohawk Drive-In (historical)	id=g:7278796
Mountain Drive-In	id=g:7278797
North Drive-In (historical)	id=g:7278798
Nyack Drive-In (historical)	id=g:7278799
Overlook Drive-In	id=g:7278800
Shirley Drive-In (historical)	id=g:7278801
Silver Lake Drive-In	id=g:7278802
Indian Fort Theatre	id=g:7278803
Malory Mineral Spring (historical)	id=g:7278804
Turtle Rock	id=g:7278805
Turtle Rock Store (historical)	id=g:7278806
Morans Mill (historical)	id=g:7278807
Hagans Mill (historical)	id=g:7278808
Barnes Mill (historical)	id=g:7278809
Bradshaw Mill (historical)	id=g:7278810
Alexander Hill Home (historical)	id=g:7278811
Bogies Mill (historical)	id=g:7278812
Ogg and Covington Mill (historical)	id=g:7278813
Oldham Ferry (historical)	id=g:7278814
Noland Creek Crossroads	id=g:7278815
Rest Haven (historical)	id=g:7278816
Lower Hunters Ferry (historical)	id=g:7278817
Carvers Ferry (historical)	id=g:7278818
White Hall State Shrine	id=g:7278819
Oggs Mill (historical)	id=g:7278820
Valley View Ferry	id=g:7278821
Crews Ferry (historical)	id=g:7278822
Blue Grass Post Office (historical)	id=g:7278823
Calloways Ferry (historical)	id=g:7278824
Stones Ferry (historical)	id=g:7278825
Murphy's Corner	id=g:7278826
Fly Creek Cider Mill and Orchard	id=g:7278827
Peet Hook Pastures	id=g:7278828
Wasted Acres	id=g:7278829
Welcome Acres	id=g:7278830
Portal (historical)	id=g:7278831
Thorn Hill Drag Strip	id=g:7278832
Kenton County Fairgrounds	id=g:7278833
DeCoursey Railroad Yard (historical)	id=g:7278834
Latonia Springs (historical)	id=g:7278835
Twin Oaks Golf and Plantation Club	id=g:7278836
The Flats	id=g:7278837
Lower Hunters Ferry (historical)	id=g:7278838
Vales of Cedar (historical)	id=g:7278839
Park Drive-In (historical)	id=g:7278840
Rochester Drive-In (historical)	id=g:7278841
Rock Hill Drive-In (historical)	id=g:7278842
Rockland Drive-In (historical)	id=g:7278843
Rocky Point Drive-In (historical)	id=g:7278844
Route 9G Drive-In (historical)	id=g:7278845
Route 303 Drive-In (historical)	id=g:7278846
Rustic Drive-In (historical)	id=g:7278847
Salina Drive-In (historical)	id=g:7278848
Schuyler Drive-In (historical)	id=g:7278849
Seneca Drive-In (historical)	id=g:7278850
Skyway Drive-In (historical)	id=g:7278851
Aust's Open Air Theatre (historical)	id=g:7278852
Carman Drive-In (historical)	id=g:7278853
Fairview (historical)	id=g:7278854
Dix Drive-In (historical)	id=g:7278855
Fort George Drive-In (historical)	id=g:7278856
Saratoga Drive-In (historical)	id=g:7278857
Super 50 Drive-In (historical)	id=g:7278858
Tri-City Drive-In (historical)	id=g:7278859
Turnpike Drive-In (historical)	id=g:7278860
Whitehall Drive-In (historical)	id=g:7278861
Sagaser Mill (historical)	id=g:7278862
Cliff Cottage (historical)	id=g:7278863
Hunters Ferry (historical)	id=g:7278864
Jessamine Mills (historical)	id=g:7278865
Curds Ferry (historical)	id=g:7278866
Sparks Estate (historical)	id=g:7278867
Carvers Landing (historical)	id=g:7278868
Clover Mill (historical)	id=g:7278869
Glass Mill (historical)	id=g:7278870
Crisman Mill (historical)	id=g:7278871
Nicholasville Water Treatment Plant	id=g:7278872
Cogars Landing (historical)	id=g:7278873
Hickman Lily Mill (historical)	id=g:7278874
Glendale Drive-In (historical)	id=g:7278875
Greenfield Drive-In (historical)	id=g:7278876
Hudson River Drive-In (historical)	id=g:7278877
Indian Ladder Drive-In (historical)	id=g:7278878
Menands Drive-In (historical)	id=g:7278879
Riverview Drive-In (historical)	id=g:7278880
Commack Drive-In (historical)	id=g:7278881
Coram Drive-In (historical)	id=g:7278882
Skyway Drive-In (historical)	id=g:7278883
Sunrise Drive-In (historical)	id=g:7278884
Singletons Mill (historical)	id=g:7278885
Admiral Drive-In	id=g:7278886
Airline Drive-In	id=g:7278887
Airline Twin Drive-In	id=g:7278888
Buckleys Ferry (historical)	id=g:7278889
James W Brookie Distillery (historical)	id=g:7278890
Jesse	id=g:7278891
Lillards Ferry (historical)	id=g:7278892
McCrackens Mill (historical)	id=g:7278893
Sellers Mill (historical)	id=g:7278894
McCouns Ferry (historical)	id=g:7278895
Hughes Mill (historical)	id=g:7278896
Montjoy Mills (historical)	id=g:7278897
Hackneys Mill (historical)	id=g:7278898
Buck Pond Estate (historical)	id=g:7278899
Eplers Mills (historical)	id=g:7278900
Big Poplar Tree	id=g:7278901
Brookies Crossroad	id=g:7278902
Woodford Landing (historical)	id=g:7278903
The Glen	id=g:7278904
Lees Tavern (historical)	id=g:7278905
Weisenberger Mill (historical)	id=g:7278906
Dorsey Tavern (historical)	id=g:7278907
Thompsons Fort (historical)	id=g:7278908
Miles Mill (historical)	id=g:7278909
Davis Depot (historical)	id=g:7278910
Old Taylor Distillery (historical)	id=g:7278911
Old Crow Distillery	id=g:7278912
Perrys Mill (historical)	id=g:7278913
Elm Grove (historical)	id=g:7278914
Coles Tavern (historical)	id=g:7278915
Tutts Tavern (historical)	id=g:7278916
Rouses Mill (historical)	id=g:7278917
Jackson Landing (historical)	id=g:7278918
Cedar Creek Mill (historical)	id=g:7278919
Franklin County Childrens Home (historical)	id=g:7278920
Franklin County Poor House (historical)	id=g:7278921
Peaks Mill (historical)	id=g:7278922
Polsgrove Landing (historical)	id=g:7278923
Fort Estill Junction (historical)	id=g:7278924
Millions Saw Mill (historical)	id=g:7278925
Auburn-Garrett Drive-In Theatre	id=g:7278926
Aut-O-Rama Twin Drive-In Theatre	id=g:7278927
Auto Drive-In (historical)	id=g:7278928
Auto Vue Drive-In	id=g:7278929
Badin Road Drive-In	id=g:7278930
Circle K Ranch	id=g:7278931
Desert Acres Ranch	id=g:7278932
North Park Drive-In (historical)	id=g:7278933
Orleans Drive-In (historical)	id=g:7278934
Rose City Drive-In (historical)	id=g:7278935
Starlite Drive-In (historical)	id=g:7278936
Washington Drive-In (historical)	id=g:7278937
Valley Brook Drive-In	id=g:7278938
West Rome Drive-In	id=g:7278939
Vail Mills Drive-In (historical)	id=g:7278940
Thousand Islands Drive-In (historical)	id=g:7278941
Black River Drive-In	id=g:7278942
Border Drive-In (historical)	id=g:7278943
C Way Drive-In (historical)	id=g:7278944
Franklin Drive-In (historical)	id=g:7278945
Hi-Way Drive-In (historical)	id=g:7278946
Moonlight Drive-In (historical)	id=g:7278947
Northside Drive-In (historical)	id=g:7278948
Northway Drive-In (historical)	id=g:7278949
Plattsburgh Drive-In (historical)	id=g:7278950
Skyline Drive-In (historical)	id=g:7278951
Stardust Drive-In (historical)	id=g:7278952
Star-lit Drive-In (historical)	id=g:7278953
Sunset Drive-In (historical)	id=g:7278954
Super 87 Drive-In (historical)	id=g:7278955
Bear Wallow	id=g:7278956
Lonesome	id=g:7278957
Hubbles Corner	id=g:7278958
Cobleskill Drive-In (historical)	id=g:7278959
Del Sego Drive-In (historical)	id=g:7278960
Greenville Drive-In (historical)	id=g:7278961
Mountain Drive-In (historical)	id=g:7278962
Norwich Drive-In (historical)	id=g:7278963
Sunset Drive-In (historical)	id=g:7278964
Unadilla Drive-In	id=g:7278965
Brookside Drive-In (historical)	id=g:7278966
Fair Oaks Drive-In	id=g:7278967
Airport Drive-In (historical)	id=g:7278968
Conesus Drive-In (historical)	id=g:7278969
Homer Drive-In (historical)	id=g:7278970
Parkway Drive-In (historical)	id=g:7278971
Vintage Drive-In	id=g:7278972
Fosters	id=g:7278973
Allegany Drive-In (historical)	id=g:7278974
Amenia Drive-In (historical)	id=g:7278975
Bath Drive-In	id=g:7278976
Corning Drive-In (historical)	id=g:7278977
Falconer Drive-In (historical)	id=g:7278978
Front Drive-In (historical)	id=g:7278979
Lakewood Drive-In (historical)	id=g:7278980
Limestone Drive-In (historical)	id=g:7278981
Midway Drive-In (historical)	id=g:7278982
Pic 17 Drive-In (historical)	id=g:7278983
Portville Drive-In	id=g:7278984
Roxy Drive-In (historical)	id=g:7278985
Starlite Drive-In (historical)	id=g:7278986
V Drive-In (historical)	id=g:7278987
Van Buren Drive-In (historical)	id=g:7278988
Westfield Drive-In (historical)	id=g:7278989
McArthur Circle (historical)	id=g:7278990
Merritts Corner (historical)	id=g:7278991
Batavia Drive-In (historical)	id=g:7278992
Broadway Drive-In (historical)	id=g:7278993
Falls Auto Vue Drive-In (historical)	id=g:7278994
Genesee Drive-In (historical)	id=g:7278995
Niagara Drive-In (historical)	id=g:7278996
Nite-Way Drive-In (historical)	id=g:7278997
Skyway Drive-In (historical)	id=g:7278998
Star Drive-In (historical)	id=g:7278999
Starlite Drive-In (historical)	id=g:7279000
Transit Drive-In	id=g:7279001
Twin Drive-In (historical)	id=g:7279002
Wehrle Drive-In (historical)	id=g:7279003
Andersen Enrichment Center	id=g:7279004
Green Point Environmental Learning Center	id=g:7279005
Frankenmuth Jellystone Park	id=g:7279006
Saginaw County Fairgrounds	id=g:7279007
White Springs Winery	id=g:7279008
Rabbit Valley Greenhouses	id=g:7279009
Widmers Wine Cellars	id=g:7279010
Frankenmuth River Place	id=g:7279011
Wilderness Trails Animal Park	id=g:7279012
Market at Opitz Crossing	id=g:7279013
Potomac Festival I	id=g:7279014
Potomac Festival II	id=g:7279015
H. L. Mooney Water Reclamation Facility	id=g:7279016
Loudoun Water	id=g:7279017
Broad Run Water Reclamation Facility	id=g:7279018
Appleland Orchard	id=g:7279019
Barden Orchards	id=g:7279020
Blanchard Orchards	id=g:7279021
Christiansens Orchards	id=g:7279022
Dermksien Orchard	id=g:7279023
Hazard Brothers Orchard	id=g:7279024
Hazards Indian Rock Orchard	id=g:7279025
Hill Orchards	id=g:7279026
Old Stone Orchard	id=g:7279027
Rocky Brook Orchard	id=g:7279028
Steere Orchard	id=g:7279029
Sunset Orchards	id=g:7279030
Riverview Drive-In (historical)	id=g:7279031
Dixie Twin Drive-In	id=g:7279032
Sherwood Twin Drive-In (historical)	id=g:7279033
Amberg Wine Cellars	id=g:7279034
Mayflower's Nursery And Garden Center	id=g:7279035
Randall-Standish Vineyards	id=g:7279036
Red Jacket Orchards	id=g:7279037
Hillis Corner	id=g:7279038
Flower Fields	id=g:7279039
Top Of World Gardens And Greenhouse	id=g:7279040
My-T Acres	id=g:7279041
Intergrow Greenhouses	id=g:7279042
Canary Dairy	id=g:7279043
Byes Strawberry Ranch	id=g:7279044
Cambria Wine Cellars	id=g:7279045
Chestnut Ridge Equestrian Center	id=g:7279046
Adair Vineyards	id=g:7279047
Baldwin Vineyards	id=g:7279048
Brimstone Hill Vineyards	id=g:7279049
Dembroski Orchards	id=g:7279050
El Paso Winery	id=g:7279051
Magnanini Winery	id=g:7279052
Orchard Hill Nursery	id=g:7279053
Rivendell Winery	id=g:7279054
Sir Waltree Plantation	id=g:7279055
Split Rail Nursery	id=g:7279056
Whitecliff Vineyard And Winery	id=g:7279057
Ontrack Thoroughbred Training Center	id=g:7279058
Pinegrove Dude Ranch	id=g:7279059
Catskill Native Nursery	id=g:7279060
Rolling Meadow Stables	id=g:7279061
Twilight Acres	id=g:7279062
Westwind Organic Orchard	id=g:7279063
Locust Acres	id=g:7279064
Saint Lawrence Nurseries	id=g:7279065
Mapleview Dairy	id=g:7279066
Papas Dairy	id=g:7279067
Borden's Orchard	id=g:7279068
Fannicap Gardens	id=g:7279069
Green Hill Organic Orchard	id=g:7279070
Green Thumb Nursery	id=g:7279071
Sunrise Mountain Buffalo Ranch	id=g:7279072
Double Bar D Ranch	id=g:7279073
Wainscott Windmill	id=g:7279074
High Island Recreational Vehicle Park	id=g:7279075
Pine Tree Corner	id=g:7279076
Barco Drive-In	id=g:7279077
Basin Drive-In	id=g:7279078
Beacon Drive-In	id=g:7279079
Bel Air Drive-In	id=g:7279080
Bel Air Drive-In (historical)	id=g:7279081
Bel-Air Drive-In (historical)	id=g:7279082
Belmont Drive-In	id=g:7279083
Kaisertown Nursery	id=g:7279084
Laurel Grove Greenhouse	id=g:7279085
Sleepy Hills Orchard	id=g:7279086
Links of Bowen Lake	id=g:7279087
Holden Village	id=g:7279088
Three Seasons RV Park	id=g:7279089
Montcalm County 4H Fairgrounds	id=g:7279090
Snow Lake Kampground	id=g:7279091
Crystal Motor Speedway	id=g:7279092
Morley Rest Area	id=g:7279093
Joy-Lan Drive-In (historical)	id=g:7279094
Ithaca Rest Area	id=g:7279095
Thirtieth Street Rail Yards	id=g:7279096
Potomac Town Center	id=g:7279097
Rock Viewpoint	id=g:7279098
Sunrise Lodge	id=g:7279099
Nordic Center	id=g:7279100
Mount Bachelor Ski Area	id=g:7279101
Pine Marten Lodge	id=g:7279102
West Cultus Lake Recreation Site	id=g:7279103
Big Obsidian Flow Trailhead	id=g:7279104
Road 25 Recreation Site	id=g:7279105
Swamp Wells Trailhead	id=g:7279106
Horse Butte Trailhead	id=g:7279107
Crescent Lake Recreation Site	id=g:7279108
Chief Paulina Trailhead	id=g:7279109
Paulina Peak Trailhead	id=g:7279110
Paulina Lake Visitor Center	id=g:7279111
Wake Butte Trailhead	id=g:7279112
Fall River Trailhead	id=g:7279113
South Lava Trailhead	id=g:7279114
Valley Drive-In (historical)	id=g:7279115
Harbor Drive-In (historical)	id=g:7279116
Santa Fe Springs Drive-In (historical)	id=g:7279117
Norwalk Drive-In (historical)	id=g:7279118
Bear Creek Orchards	id=g:7279119
Carter Orchards	id=g:7279120
Davis Orchards	id=g:7279121
Earnest Orchards	id=g:7279122
Highlands Orchards	id=g:7279123
Hillcrest Orchard	id=g:7279124
Hull Orchard	id=g:7279125
Meyer Orchards	id=g:7279126
Elfie	id=g:7279127
Sunrise Business Center	id=g:7279128
Bundytown (historical)	id=g:7279129
Cedar Grove Plantation	id=g:7279130
Cuba Plantation	id=g:7279131
Faunsdale Plantation	id=g:7279132
Stone Ranch	id=g:7279133
Callaham Orchards	id=g:7279134
Pleasant Hill (historical)	id=g:7279135
Whitehead Colemans Broad Ford Mill (historical)	id=g:7279136
Boswell Crossroads (historical)	id=g:7279137
Cynthiana Nursery (historical)	id=g:7279138
Gum Lick Spring (historical)	id=g:7279139
Double Beech (historical)	id=g:7279140
Fork Lick (historical)	id=g:7279141
Orange Grove (historical)	id=g:7279142
Poston Saw Mill (historical)	id=g:7279143
Sins Crossing (historical)	id=g:7279144
Stepstone Landing (historical)	id=g:7279145
Three Forks Grassy Creek	id=g:7279146
Barton's Nursery	id=g:7279147
Shelter Island Windmill	id=g:7279148
Gardiners Island Windmill	id=g:7279149
Hayground Windmill	id=g:7279150
Beebe Windmill	id=g:7279151
Wezbra Dairy	id=g:7279152
Van Ham Dairy	id=g:7279153
Youngs Corners	id=g:7279154
Colliers Landing (historical)	id=g:7279155
Devours Mill (historical)	id=g:7279156
Dripping Spring Resort (historical)	id=g:7279157
Fentons Plantation (historical)	id=g:7279158
Hoskins Crossroads	id=g:7279159
Leeches Water Mill (historical)	id=g:7279160
Maywood	id=g:7279161
Sheltons Mill (historical)	id=g:7279162
The Forks of Back Creek	id=g:7279163
John Grants Mill (historical)	id=g:7279164
Belmont (historical)	id=g:7279165
Coal Haven (historical)	id=g:7279166
Old Bear Wallow (historical)	id=g:7279167
Oregon Landing (historical)	id=g:7279168
Salisbury (historical)	id=g:7279169
Stevens Railroad Yard (historical)	id=g:7279170
Tibbatts Crossroads	id=g:7279171
Willison Landing (historical)	id=g:7279172
Occaneechi-Saponi State Designated Tribal Statistical Area	id=g:7279173
Beaver Creek State Designated Tribal Statistical Area	id=g:7279174
Pee Dee State Designated Tribal Statistical Area	id=g:7279175
Santee State Designated Tribal Statistical Area	id=g:7279176
Upper South Carolina Pee Dee State Designated Tribal Statistical Area	id=g:7279177
Waccamaw State Designated Tribal Statistical Area	id=g:7279178
Johnsons Mill (historical)	id=g:7279179
Kings Landing (historical)	id=g:7279180
Barnes Railroad Siding	id=g:7279181
Carricos Landing (historical)	id=g:7279182
Carroll County Infirmary (historical)	id=g:7279183
Port William Ferry (historical)	id=g:7279184
Wickliffe Landing (historical)	id=g:7279185
Brown Becks Mill (historical)	id=g:7279186
Spring Creek Roller Mill (historical)	id=g:7279187
Sterretts Mill (historical)	id=g:7279188
The Blue Mud	id=g:7279189
Withams Store (historical)	id=g:7279190
Clinton County Fairgrounds	id=g:7279191
Coops Mill (historical)	id=g:7279192
Grahams Crossroads	id=g:7279193
Hammonds Mill (historical)	id=g:7279194
Neals Store (historical)	id=g:7279195
Piney Woods	id=g:7279196
Russells Mill (historical)	id=g:7279197
Boohers Mill (historical)	id=g:7279198
Cannons Mill (historical)	id=g:7279199
Carvers Mill (historical)	id=g:7279200
Huffs Coal Bank (historical)	id=g:7279201
