Rebo	id=g:7016090
Gatare	id=g:7062231
Nyakabingo	id=g:7062232
Rwimvubu	id=g:7062233
Nyakabingo	id=g:7062234
Cyahati	id=g:7062235
Gakokwe	id=g:7062236
Gisiza	id=g:7062237
Gakeli	id=g:7062238
Byandoro	id=g:7062239
Gifuka	id=g:7062240
Gashiru	id=g:7062241
Nyaruzo	id=g:7062242
Gahosha	id=g:7062243
Nyakabingo	id=g:7062244
Rwamacumu	id=g:7062245
Gasura	id=g:7062246
Nyagako	id=g:7062247
Rwingwe	id=g:7062248
Kirambozi	id=g:7062249
Kagati	id=g:7062250
Nyamwenda	id=g:7062251
Gahondo	id=g:7062252
Rwakirunduzi	id=g:7062253
Ruzibaziha	id=g:7062254
Nyakabingo	id=g:7062255
Mhimbana	id=g:7062256
Kajumeri	id=g:7062257
Nyagisenyi	id=g:7062258
Rufuka	id=g:7062259
Gaseke	id=g:7062260
Rasenyi	id=g:7062261
Gatare	id=g:7062262
Kibilizi	id=g:7062263
Kabaliba	id=g:7062264
Ruhondo	id=g:7062265
Kabilizi	id=g:7062266
Gashali	id=g:7062267
Kiyanja	id=g:7062268
Rukeli	id=g:7062269
Rucondo	id=g:7062270
Ruhondohondo	id=g:7062271
Cabali	id=g:7062272
Bigobe	id=g:7062273
Rurongora	id=g:7062274
Rugobe	id=g:7062275
Rwantozi	id=g:7062276
Murugogwe	id=g:7062277
Mashyoza	id=g:7062278
Musave	id=g:7062279
Nyabikeli	id=g:7062280
Kagundu	id=g:7062281
Kigogo	id=g:7062282
Rwibinyenyeli	id=g:7062283
Kanyentare	id=g:7062284
Kaguhu	id=g:7062285
Rwigomba	id=g:7062286
Kabacanda	id=g:7062287
Kabaya	id=g:7062288
Rurongora	id=g:7062289
Nyabihanga	id=g:7062290
Nyagisenyi	id=g:7062291
Nkomane	id=g:7062292
Musangwa	id=g:7062293
Nyakabingo	id=g:7062294
Masenga	id=g:7062295
Rugomero	id=g:7062296
Rwangondo	id=g:7062297
Kabingo	id=g:7062298
Kajwale	id=g:7062299
Kabakene	id=g:7062300
Rurongora	id=g:7062301
Nyagisenyi	id=g:7062302
Kagati	id=g:7062303
Nyarukombe	id=g:7062304
Rubaga	id=g:7062305
Kabakene	id=g:7062306
Kimfizi	id=g:7062307
Munyinya	id=g:7062308
Rugerabicu	id=g:7062309
Gasenyi	id=g:7062310
Rwumira	id=g:7062311
Rubiba	id=g:7062312
Rwanzigiye	id=g:7062313
Karucemo	id=g:7062314
Lac Nyamagane	id=g:7062315
Kanyiramaza	id=g:7062316
Ryasusine	id=g:7062317
Nyagasani	id=g:7062318
Rwagahago	id=g:7062319
Rurangaza	id=g:7062320
Nyirakigozi	id=g:7062321
Gatenga	id=g:7062322
Gahondo	id=g:7062323
Munyamagana	id=g:7062324
Kayezi	id=g:7062325
Nyakagezi	id=g:7062326
Kabingo	id=g:7062327
Rukeli	id=g:7062328
Vogo	id=g:7062329
Nanga	id=g:7062330
Karyinyo	id=g:7062331
Kayenzi	id=g:7062332
Kivomo	id=g:7062333
Gasenyi	id=g:7062334
Birere	id=g:7062335
Kagati	id=g:7062336
Kibande	id=g:7062337
Gatori	id=g:7062338
Akibitare	id=g:7062339
Lyantubo	id=g:7062340
Nyambuye	id=g:7062341
Nyagatoki	id=g:7062342
Kabingo	id=g:7062343
Nyarubande	id=g:7062344
Murunyinya	id=g:7062345
Rubanga	id=g:7062346
Nyakagunda	id=g:7062347
Kagende	id=g:7062348
Kabingo	id=g:7062349
Nyanza	id=g:7062350
Gikomero	id=g:7062351
Nyanikuku	id=g:7062352
Gasayo	id=g:7062353
Rusave	id=g:7062354
Kagina	id=g:7062355
Rubuyenge	id=g:7062356
Rugahano	id=g:7062357
Kivugiza	id=g:7062358
Gakoma	id=g:7062359
Budecya	id=g:7062360
Gashyiga	id=g:7062361
Gatoki	id=g:7062362
Kabingo	id=g:7062363
Shongore	id=g:7062364
Mago	id=g:7062365
Nyabirugu	id=g:7062366
Mukuracebe	id=g:7062367
Gahama	id=g:7062368
Kampimbi	id=g:7062369
Cyarvundwa	id=g:7062370
Musayo	id=g:7062371
Ruzibaziba	id=g:7062372
Gisuma	id=g:7062373
Kibali	id=g:7062374
Sekigwagwa	id=g:7062375
Cyumba	id=g:7062376
Nyarubonde	id=g:7062377
Gisuma	id=g:7062378
Gatinda	id=g:7062379
Kalisha	id=g:7062380
Nyamuko	id=g:7062381
Mhimba	id=g:7062382
Rutanga	id=g:7062383
Ivomo	id=g:7062384
Kajarama	id=g:7062385
Nkomane	id=g:7062386
Nyamazi	id=g:7062387
Nganzo	id=g:7062388
Mugahosha	id=g:7062389
Rwakanuma	id=g:7062390
Ruzerera	id=g:7062391
Cyanati	id=g:7062392
Kalima	id=g:7062393
Nyiramanyenya	id=g:7062394
Kirago	id=g:7062395
Ruhanga	id=g:7062396
Nyakigezi	id=g:7062397
Nyagatovu	id=g:7062398
Gituntu	id=g:7062399
Nyarungu	id=g:7062400
Gahanga	id=g:7062401
Uwakizenga	id=g:7062402
Janja	id=g:7062403
Karuguma	id=g:7062404
Nyabirezi	id=g:7062405
Nyakigogo	id=g:7062406
Nyakagezi	id=g:7062407
Gakomba	id=g:7062408
Nyaruyogera	id=g:7062409
Bitagoka	id=g:7062410
Ngagara	id=g:7062411
Lyarwasho	id=g:7062412
Mvango	id=g:7062413
Gatare	id=g:7062414
Tulinga	id=g:7062415
Rugina	id=g:7062416
Muteracebe	id=g:7062417
Cyahafi	id=g:7062418
Ruseke	id=g:7062419
Rwimihoptu	id=g:7062420
Kibeho	id=g:7062421
Kaburente	id=g:7062422
Kingunzu	id=g:7062423
Nyakigezi	id=g:7062424
Gasyogo	id=g:7062425
Banyaga	id=g:7062426
Mazimeru	id=g:7062427
Kanuma	id=g:7062428
Mugote	id=g:7062429
Nyiranjoge	id=g:7062430
Nyarumanga	id=g:7062431
Kagwa	id=g:7062432
Mwute	id=g:7062433
Nyakigezi	id=g:7062434
Kingabo	id=g:7062435
Nyakagezi	id=g:7062436
Kirene	id=g:7062437
Gasuma	id=g:7062438
Rwasembogo	id=g:7062439
Akarumbi	id=g:7062440
Kagezi	id=g:7062441
Rwamuzuka	id=g:7062442
Nyirabikeli	id=g:7062443
Mukaka	id=g:7062444
Buhini	id=g:7062445
Nyabudomo	id=g:7062446
Gahama	id=g:7062447
Cyanzingo	id=g:7062448
Gitinda	id=g:7062449
Uwumitare	id=g:7062450
Nyarukokwe	id=g:7062451
Rubiha	id=g:7062452
Kabogobogo	id=g:7062453
Nyarwumba	id=g:7062454
Rusezera	id=g:7062455
Gasuma	id=g:7062456
Uwarucura	id=g:7062457
Nyamirama	id=g:7062458
Nyacyondo	id=g:7062459
Gakeli	id=g:7062460
Cyimtizi	id=g:7062461
Rwumunyu	id=g:7062462
Rubobo	id=g:7062463
Gasagure	id=g:7062464
Gahama	id=g:7062465
Rususa	id=g:7062466
Nyamiko	id=g:7062467
Kiboza	id=g:7062468
Gatare	id=g:7062469
Gikombe	id=g:7062470
Rwicamvundwe	id=g:7062471
Kadasaya	id=g:7062472
Rutange	id=g:7062473
Kigogo	id=g:7062474
Kiliba	id=g:7062475
Ngando	id=g:7062476
Ndatemwa	id=g:7062477
Nkomane	id=g:7062478
Agatenyo	id=g:7062479
Mukuracebe	id=g:7062480
Uwieyanira	id=g:7062481
Kagusa	id=g:7062482
Gasiza	id=g:7062483
Kama	id=g:7062484
Kabingo	id=g:7062485
Gishongo	id=g:7062486
Rwankuba	id=g:7062487
Gakonde	id=g:7062488
Gisuma	id=g:7062489
Kabumbiro	id=g:7062490
Gituntu	id=g:7062491
Agahama	id=g:7062492
Rwimpongo	id=g:7062493
Biliba	id=g:7062494
Gasayo	id=g:7062495
Isumo	id=g:7062496
Gahama	id=g:7062497
Agahama	id=g:7062498
Cyamurama	id=g:7062499
Gahumbi	id=g:7062500
Gatebe	id=g:7062501
Rwabitabi	id=g:7062502
Kadudu	id=g:7062503
Gisuma	id=g:7062504
Rwabutaba	id=g:7062505
Agahama	id=g:7062506
Akandinda	id=g:7062507
Gasuma	id=g:7062508
Agatare	id=g:7062509
Kibande	id=g:7062510
Kavomo	id=g:7062511
Kadasomwa	id=g:7062512
Karambo	id=g:7062513
Rumoka	id=g:7062514
Munombe	id=g:7062515
Rwintama	id=g:7062516
Nkomane	id=g:7062517
Gahama	id=g:7062518
Nyamizi	id=g:7062519
Ruzibaziba	id=g:7062520
Muhondo	id=g:7062521
Rwantukuru	id=g:7062522
Cyanafi	id=g:7062523
Byimana	id=g:7062524
Kinama	id=g:7062525
Kayoboro	id=g:7062526
Gatita	id=g:7062527
Ruhondo	id=g:7062528
Ruzibaziba	id=g:7062529
Kato	id=g:7062530
Nyuobuzimba	id=g:7062531
Ruhira	id=g:7062532
Rwabicana	id=g:7062533
Mbonyi	id=g:7062534
Gisuma	id=g:7062535
Gitega	id=g:7062536
Nyabihanga	id=g:7062537
Kagwa	id=g:7062538
Gakende	id=g:7062539
Mashyanurane	id=g:7062540
Gahango	id=g:7062541
Cyanamo	id=g:7062542
Ryasegasoro	id=g:7062543
Gashishi	id=g:7062544
Bisesero	id=g:7062545
Kuwurutare	id=g:7062546
Mitsinda	id=g:7062547
Agatare	id=g:7062548
Gakoma	id=g:7062549
Tubindi	id=g:7062550
Rukeba	id=g:7062551
Uwabatobo	id=g:7062552
Cyarugina	id=g:7062553
Ryagahama	id=g:7062554
Kagwa	id=g:7062555
Bihanga	id=g:7062556
Gatare	id=g:7062557
Raliga	id=g:7062558
Gaseke	id=g:7062559
Mushamura	id=g:7062560
Kigezi	id=g:7062561
Kavure	id=g:7062562
Gatabi	id=g:7062563
Gasharu	id=g:7062564
Kato	id=g:7062565
Rukorantambara	id=g:7062566
Mumuhaga	id=g:7062567
Rukombe	id=g:7062568
Cyantare	id=g:7062569
Ruhumeko	id=g:7062570
Mwugwangoma	id=g:7062571
Cukwe	id=g:7062572
Akanyama	id=g:7062573
Rukeneko	id=g:7062574
Nkungu	id=g:7062575
Kabanda	id=g:7062576
Gahondo	id=g:7062577
Gahama	id=g:7062578
Kamatamu	id=g:7062579
Rwamuko	id=g:7062580
Gasoyo	id=g:7062581
Mwokora	id=g:7062582
Nyantama	id=g:7062583
Agatare	id=g:7062584
Kibingo	id=g:7062585
Gaseke	id=g:7062586
Kabingo	id=g:7062587
Ruhanga	id=g:7062588
Karutovu	id=g:7062589
Kabingo	id=g:7062590
Rwangoboka	id=g:7062591
Gasenyi	id=g:7062592
Mpazi	id=g:7062593
Gaseke	id=g:7062594
Cyanya	id=g:7062595
Ndanenzwe	id=g:7062596
Rukingi	id=g:7062597
Hinduluro	id=g:7062598
Gasarara	id=g:7062599
Nyamazi	id=g:7062600
Gatenga	id=g:7062601
Busoro	id=g:7062602
Kabira	id=g:7062603
Gasenyi	id=g:7062604
Kadoboli	id=g:7062605
Ntango	id=g:7062606
Muhaga	id=g:7062607
Kagishwi	id=g:7062608
Mukubara	id=g:7062609
Gihosha	id=g:7062610
Bwibiko	id=g:7062611
Kagezi	id=g:7062612
Gaseke	id=g:7062613
Mubyerwa	id=g:7062614
Mwanama	id=g:7062615
Musave	id=g:7062616
Gakono	id=g:7062617
Nyakagende	id=g:7062618
Rusuma	id=g:7062619
Kabakanka	id=g:7062620
Gatare	id=g:7062621
Nyakiliba	id=g:7062622
Rwabusbakiro	id=g:7062623
Kanyombyi	id=g:7062624
Gisenyi	id=g:7062625
Kirutamwogo	id=g:7062626
Nyamugali	id=g:7062627
Nyakaliba	id=g:7062628
Gakoni	id=g:7062629
Buhoro	id=g:7062630
Nyiramuhimbo	id=g:7062631
Kagende	id=g:7062632
Nyirakwezi	id=g:7062633
Gatoki	id=g:7062634
Nyakagezi	id=g:7062635
Nkuyi	id=g:7062636
Gahondo	id=g:7062637
Nyakogezi	id=g:7062638
Kiruhura	id=g:7062639
Ngugu	id=g:7062640
Agatare	id=g:7062641
Kagina	id=g:7062642
Kaoenda	id=g:7062643
Gisuma	id=g:7062644
Bwerwa	id=g:7062645
Kibabo	id=g:7062646
Gakoni	id=g:7062647
Nyagatoki	id=g:7062648
Nyamuko	id=g:7062649
Gaseke	id=g:7062650
Kabumba	id=g:7062651
Kavomo	id=g:7062652
Rukaragata	id=g:7062653
Muhondo	id=g:7062654
Nyagisenyi	id=g:7062655
Gahisha	id=g:7062656
Burohwa	id=g:7062657
Ryeru	id=g:7062658
Nyamagana	id=g:7062659
Rusumo	id=g:7062660
Makera	id=g:7062661
Gatare	id=g:7062662
Ruzibaziba	id=g:7062663
Kabilizi	id=g:7062664
Gasuma	id=g:7062665
Gahama	id=g:7062666
Gatare	id=g:7062667
Rwamuyinga	id=g:7062668
Mpagwe	id=g:7062669
Kaderege	id=g:7062670
Buhoro	id=g:7062671
Nyamugali	id=g:7062672
Mwaro	id=g:7062673
Nkokwe	id=g:7062674
Rusaki	id=g:7062675
Gisiza	id=g:7062676
Rudigi	id=g:7062677
Gatenga	id=g:7062678
Rwabuso	id=g:7062679
Nkomane	id=g:7062680
Mashyoza	id=g:7062681
Gisiza	id=g:7062682
Rwanzovu	id=g:7062683
Mahindure	id=g:7062684
Gasago	id=g:7062685
Gahongorome	id=g:7062686
Gisuma	id=g:7062687
Nyirabirenge	id=g:7062688
Nyabitare	id=g:7062689
Karambo	id=g:7062690
Gaseke	id=g:7062691
Rwakendangabo	id=g:7062692
Ngoma	id=g:7062693
Gasuma	id=g:7062694
Ryagahene	id=g:7062695
Kaduli	id=g:7062696
Rwabirara	id=g:7062697
Mutende	id=g:7062698
Bitunda	id=g:7062699
Kanyirantaba	id=g:7062700
Cyage	id=g:7062701
Nyakigezi	id=g:7062702
Agahararo	id=g:7062703
Rutugunguru	id=g:7062704
Gasenyi	id=g:7062705
Gasururu	id=g:7062706
Karucondo	id=g:7062707
Mwumba	id=g:7062708
Kibuvumu	id=g:7062709
Gitindo	id=g:7062710
Kaburarurango	id=g:7062711
Rukondo	id=g:7062712
Nyakagezi	id=g:7062713
Busenyeye	id=g:7062714
Rudaga	id=g:7062715
Cyamahwa	id=g:7062716
Gisuma	id=g:7062717
Gisayo	id=g:7062718
Kabindi	id=g:7062719
Kabingo	id=g:7062720
Rusenyi	id=g:7062721
Ruhondo	id=g:7062722
Rwanugongo	id=g:7062723
Nyagisenyi	id=g:7062724
Mwaro	id=g:7062725
Rusizi	id=g:7062726
Nyamigogo	id=g:7062727
Murugaragara	id=g:7062728
Gatare	id=g:7062729
Karumbi	id=g:7062730
Kilizo	id=g:7062731
Rukoma	id=g:7062732
Kavu	id=g:7062733
Karama	id=g:7062734
Ntomvu	id=g:7062735
Kavomo	id=g:7062736
Kavu	id=g:7062737
Gasuma	id=g:7062738
Ruteko	id=g:7062739
Nkomane	id=g:7062740
Muronde	id=g:7062741
Kibaza	id=g:7062742
Nanga	id=g:7062743
Mukingwa	id=g:7062744
Ruvumbi	id=g:7062745
Rwamunungu	id=g:7062746
Bugatura	id=g:7062747
Karukara	id=g:7062748
Buninda	id=g:7062749
Kavumba I	id=g:7062750
Kavumba II	id=g:7062751
Nyamuha	id=g:7062752
Mushishito	id=g:7062753
Kibonde	id=g:7062754
Muganza	id=g:7062755
Bwama	id=g:7062756
Kabacuzi	id=g:7062757
Nyacyoma	id=g:7062758
Musagara	id=g:7062759
Runyinya	id=g:7062760
Mburabuturo	id=g:7062761
Nyabyiyone	id=g:7062762
Ruhosha	id=g:7062763
Kigarama	id=g:7062764
Turyango	id=g:7062765
Cyabasana	id=g:7062766
Murambi	id=g:7062767
Murambi	id=g:7062768
Bikombe	id=g:7062769
Kabere	id=g:7062770
Gahengeli	id=g:7062771
Birambo	id=g:7062772
Karwishyura	id=g:7062773
Rutarabana	id=g:7062774
Suti	id=g:7062775
Shali-Murambi	id=g:7062776
Musezero	id=g:7062777
Mutakara	id=g:7062778
Rwankango	id=g:7062779
Nyaruramba	id=g:7062780
Joma	id=g:7062781
Bahuhuli	id=g:7062782
Kigoma	id=g:7062783
Rwina	id=g:7062784
Gahoko	id=g:7062785
Cyabute Il	id=g:7062786
Nyagihima	id=g:7062787
Murehe	id=g:7062788
Gisuma	id=g:7062789
Kagwa	id=g:7062790
Mutuntu	id=g:7062791
Nyabishike	id=g:7062792
Gasenyi	id=g:7062793
Kabakaraza	id=g:7062794
Gafumba	id=g:7062795
Kanyangore	id=g:7062796
Nyabisazi	id=g:7062797
Gasiza	id=g:7062798
Kiruli	id=g:7062799
Gituntu	id=g:7062800
Muhororo	id=g:7062801
Kavumu	id=g:7062802
Nkomero	id=g:7062803
Gasura	id=g:7062804
Nyaminazi	id=g:7062805
Kabalima	id=g:7062806
Bizigiro	id=g:7062807
Cyabute I	id=g:7062808
Kiganda	id=g:7062809
Kadaho	id=g:7062810
Kaburengero	id=g:7062811
Murehe	id=g:7062812
Karubanda	id=g:7062813
Kibumba	id=g:7062814
Kabere	id=g:7062815
Gasebeya	id=g:7062816
Karama	id=g:7062817
Munini	id=g:7062818
Murambi	id=g:7062819
Bugarama	id=g:7062820
Nkomero	id=g:7062821
Kamurazo	id=g:7062822
Nkiko	id=g:7062823
Gataba	id=g:7062824
Karambi	id=g:7062825
Mugaragara	id=g:7062826
Gitega	id=g:7062827
Nyagisozi	id=g:7062828
Kinyinya	id=g:7062829
Nyaburondwe	id=g:7062830
Karama	id=g:7062831
Rubona	id=g:7062832
Muturirwa	id=g:7062833
Uwigitaka	id=g:7062834
Kabanoza	id=g:7062835
Kigarama	id=g:7062836
Nyarunyinya	id=g:7062837
Cyabagomba	id=g:7062838
Mubuga	id=g:7062839
Rutuntu	id=g:7062840
Gatongati	id=g:7062841
Ngwa	id=g:7062842
Cyimana	id=g:7062843
Rutete	id=g:7062844
Karutabana	id=g:7062845
Nkore	id=g:7062846
Nyakibungo	id=g:7062847
Kabaya	id=g:7062848
Mucubira	id=g:7062849
Rugendabali	id=g:7062850
Birambo	id=g:7062851
Kabasazi	id=g:7062852
Nyarusange	id=g:7062853
Karambi	id=g:7062854
Kamwaro	id=g:7062855
Nzuki	id=g:7062856
Rusengesi	id=g:7062857
Rusenyi	id=g:7062858
Gatagara	id=g:7062859
Gakurwe	id=g:7062860
Ruhanga	id=g:7062861
Kabakannyi	id=g:7062862
Runyinya	id=g:7062863
Rubaga	id=g:7062864
Nyakabuye	id=g:7062865
Kagarama	id=g:7062866
Gashiru	id=g:7062867
Kabuye	id=g:7062868
Muremure	id=g:7062869
Rwamukimba	id=g:7062870
Kamukubu	id=g:7062871
Agakomeye	id=g:7062872
Bweramana	id=g:7062873
Kibiraro	id=g:7062874
Kerezo	id=g:7062875
Karama	id=g:7062876
Nyaruryango	id=g:7062877
Kabaseke	id=g:7062878
Nyarwumba	id=g:7062879
Kirombozi	id=g:7062880
Nyamugali	id=g:7062881
Karama	id=g:7062882
Musebeya	id=g:7062883
Nyakirambi	id=g:7062884
Kimiyumbu	id=g:7062885
Nyamazi	id=g:7062886
Nkinda	id=g:7062887
Uwintozo	id=g:7062888
Jenda	id=g:7062889
Nyabisindu	id=g:7062890
Rusave	id=g:7062891
Bweramana	id=g:7062892
Rugarama	id=g:7062893
Kabyuma	id=g:7062894
Kimiyovu	id=g:7062895
Kavumu	id=g:7062896
Murambi	id=g:7062897
Kabilizi	id=g:7062898
Kabere	id=g:7062899
Kigohe	id=g:7062900
Rusave	id=g:7062901
Remera	id=g:7062902
Karudigi	id=g:7062903
Uwarukara	id=g:7062904
Rubiha	id=g:7062905
Karambi	id=g:7062906
Kayogoro	id=g:7062907
Ruvuzo	id=g:7062908
Gahunga	id=g:7062909
Kavumu	id=g:7062910
Nyakabuye	id=g:7062911
Nyamugali	id=g:7062912
Kigarama	id=g:7062913
Karambi	id=g:7062914
Nyarutovu	id=g:7062915
Birambo	id=g:7062916
Rukandiro	id=g:7062917
Rwamagana	id=g:7062918
Rwamulinzi	id=g:7062919
Rwabatwa	id=g:7062920
Bisambu	id=g:7062921
Gituntu	id=g:7062922
Ruhabwa	id=g:7062923
Nyabisindu	id=g:7062924
Nyamabuye	id=g:7062925
Gatoke	id=g:7062926
Rugwe	id=g:7062927
Gasiza	id=g:7062928
Joma	id=g:7062929
Karehe	id=g:7062930
Mweya	id=g:7062931
Nyagatovu	id=g:7062932
Gitabage	id=g:7062933
Mirehe	id=g:7062934
Kavumu	id=g:7062935
Rukenke	id=g:7062936
Remera	id=g:7062937
Cyarwa	id=g:7062938
Karehe	id=g:7062939
Bitare	id=g:7062940
Murambi	id=g:7062941
Kagesa	id=g:7062942
Sabyinyo	id=g:7062943
Gisake	id=g:7062944
Nyamagana	id=g:7062945
Rwabihira	id=g:7062946
Lindimura	id=g:7062947
Kamasambu	id=g:7062948
Uwimpura	id=g:7062949
Kabakoco	id=g:7062950
Nyamata	id=g:7062951
Rushubi	id=g:7062952
Kirehe	id=g:7062953
Nyabihanga	id=g:7062954
Uwabasengo	id=g:7062955
Kamenamutwe	id=g:7062956
Kirambo	id=g:7062957
Kizimba	id=g:7062958
Manwali	id=g:7062959
Kamuvunyi	id=g:7062960
Nyamiyaga	id=g:7062961
Mugonzi	id=g:7062962
Rwamurema	id=g:7062963
Muduha	id=g:7062964
Nyamitobo	id=g:7062965
Kidaturwa	id=g:7062966
Nyanza	id=g:7062967
Gapfundo	id=g:7062968
Taba	id=g:7062969
Kirwa	id=g:7062970
Gako	id=g:7062971
Bimba	id=g:7062972
Gihara	id=g:7062973
Kasedogo	id=g:7062974
Rwamwata	id=g:7062975
Kuruyaga	id=g:7062976
Musarara	id=g:7062977
Uwagisozi	id=g:7062978
Nduzi	id=g:7062979
Gakenyeri	id=g:7062980
Kibaza	id=g:7062981
Kabushingwe	id=g:7062982
Uwagatare	id=g:7062983
Gatsinsino	id=g:7062984
Kibumba	id=g:7062985
Rwagahago	id=g:7062986
Nyagane	id=g:7062987
Kabare	id=g:7062988
Mwima	id=g:7062989
Nyagisozi	id=g:7062990
Kavumu	id=g:7062991
Karutuga	id=g:7062992
Karusimbi	id=g:7062993
Rubiha	id=g:7062994
Nyabisindu	id=g:7062995
Kabaziro	id=g:7062996
Mukongoro	id=g:7062997
Mpinga	id=g:7062998
Kibande	id=g:7062999
Kigarama	id=g:7063000
Kavumu	id=g:7063001
Murambi	id=g:7063002
Kanyinya	id=g:7063003
Nyabyiyone	id=g:7063004
Kivumu	id=g:7063005
Nyabikenke	id=g:7063006
Rwisibo	id=g:7063007
Rugarama	id=g:7063008
Mwokora	id=g:7063009
Twamashira	id=g:7063010
Kanyegenyege	id=g:7063011
Rwesero	id=g:7063012
Muhororo	id=g:7063013
Musongati	id=g:7063014
Gishike	id=g:7063015
Munyinya	id=g:7063016
Misave	id=g:7063017
Kivugiza	id=g:7063018
Gisoro	id=g:7063019
Runyinya	id=g:7063020
Gatwe	id=g:7063021
Muhaga	id=g:7063022
Ndago	id=g:7063023
Nganzo	id=g:7063024
Murandaryi	id=g:7063025
Kidaturwa	id=g:7063026
Mburabuturo	id=g:7063027
Kamabuye	id=g:7063028
Gasharu	id=g:7063029
Murambi	id=g:7063030
Ngara	id=g:7063031
Kasemazi	id=g:7063032
Mushegesho	id=g:7063033
Nyakizu	id=g:7063034
Nyamagana	id=g:7063035
Gituntu	id=g:7063036
Gihimbi	id=g:7063037
Nyabisindu	id=g:7063038
Bikombe	id=g:7063039
Kabagenzi	id=g:7063040
Busasamana	id=g:7063041
Kivomo	id=g:7063042
Kigarama	id=g:7063043
Butare	id=g:7063044
Kanogo	id=g:7063045
Gisura	id=g:7063046
Nyabiheke	id=g:7063047
Rwinkoko	id=g:7063048
Nyagishumbu	id=g:7063049
Runga	id=g:7063050
Kabere	id=g:7063051
Gikoni	id=g:7063052
Gashyenzi	id=g:7063053
Mwumba	id=g:7063054
Karambo	id=g:7063055
Kinyana-nord	id=g:7063056
Gisando	id=g:7063057
Bwenda	id=g:7063058
Gitwa I	id=g:7063059
Ruseke	id=g:7063060
Rugarama	id=g:7063061
Taba	id=g:7063062
Gaharo	id=g:7063063
Muduha	id=g:7063064
Gaseke	id=g:7063065
Mubuga	id=g:7063066
Murukundu	id=g:7063067
Gikombe	id=g:7063068
Rubona	id=g:7063069
Kirwa	id=g:7063070
Nyagatovu	id=g:7063071
Gahanda	id=g:7063072
Gatunguru	id=g:7063073
Ruko	id=g:7063074
Nyamyumba	id=g:7063075
Karavumba	id=g:7063076
Gisiza	id=g:7063077
Ngambi	id=g:7063078
Mwezi	id=g:7063079
Rwamagambo	id=g:7063080
Kamurwa	id=g:7063081
Kadusenyi	id=g:7063082
Kirenga	id=g:7063083
Nyakiza	id=g:7063084
Gitwa Il	id=g:7063085
Nculi	id=g:7063086
Butare	id=g:7063087
Kabilizi	id=g:7063088
Zigati	id=g:7063089
Nyamirama	id=g:7063090
Musasa	id=g:7063091
Karwiru	id=g:7063092
Kibumbwe	id=g:7063093
Rugarama	id=g:7063094
Mameresho	id=g:7063095
Kabuturika	id=g:7063096
Bukinankwavu	id=g:7063097
Rukiliro	id=g:7063098
Kabwenge	id=g:7063099
Gasharu	id=g:7063100
Gasharu	id=g:7063101
Kakayoga	id=g:7063102
Cyindimiro	id=g:7063103
Gaseke	id=g:7063104
Kaduha	id=g:7063105
Katandaganya	id=g:7063106
Rwezamenyo	id=g:7063107
Ryarugora	id=g:7063108
Rugarama	id=g:7063109
Mubasa	id=g:7063110
Karambo	id=g:7063111
Kabaha	id=g:7063112
Rwankuba	id=g:7063113
Gashikiri	id=g:7063114
Ntuntu	id=g:7063115
Kigarama	id=g:7063116
Butare	id=g:7063117
Rwimbazi	id=g:7063118
Uwikamiro	id=g:7063119
Bunyoma	id=g:7063120
Uwimpundu	id=g:7063121
Busenyeye	id=g:7063122
Rusarasi	id=g:7063123
Gatandaganya	id=g:7063124
Gasharu	id=g:7063125
Mwezi	id=g:7063126
Munanira	id=g:7063127
Gatsitsi	id=g:7063128
Rugarama	id=g:7063129
Akanyege	id=g:7063130
Mpaza	id=g:7063131
Rwingoma	id=g:7063132
Nyabujengwe	id=g:7063133
Buranga	id=g:7063134
Nyagisenyi	id=g:7063135
Birambo	id=g:7063136
Nyabikenke	id=g:7063137
Dukinga	id=g:7063138
Kigarama	id=g:7063139
Kibara	id=g:7063140
Kabarera	id=g:7063141
Nkurubuye	id=g:7063142
Nyamirunde	id=g:7063143
Kamuyumbo	id=g:7063144
Murende	id=g:7063145
Mwendo	id=g:7063146
Munyinya	id=g:7063147
Munyenyeli	id=g:7063148
Bigazi	id=g:7063149
Mbeho	id=g:7063150
Kabere	id=g:7063151
Uwinanka	id=g:7063152
Kamuhirwa	id=g:7063153
Mugali	id=g:7063154
Kinzu	id=g:7063155
Buzimba	id=g:7063156
Muremure	id=g:7063157
Rubanga	id=g:7063158
Kabangu	id=g:7063159
Gasharu	id=g:7063160
Runyinya	id=g:7063161
Mirama	id=g:7063162
Kashyaka	id=g:7063163
Rwamagana	id=g:7063164
Kagarama	id=g:7063165
Gafuhisha	id=g:7063166
Kinunga	id=g:7063167
Gasiza	id=g:7063168
Murama	id=g:7063169
Ngoma	id=g:7063170
Kirwa	id=g:7063171
Nyanzoga	id=g:7063172
Kimandwa	id=g:7063173
Gitega	id=g:7063174
Gikombe	id=g:7063175
Murehe	id=g:7063176
Kigarama	id=g:7063177
Nyarunyinya	id=g:7063178
Muyange	id=g:7063179
Runyinya	id=g:7063180
Kinga	id=g:7063181
Byintare	id=g:7063182
Karuvenya	id=g:7063183
Kigarama	id=g:7063184
Karaba	id=g:7063185
Mubuga	id=g:7063186
Kibugazi	id=g:7063187
Karugumya	id=g:7063188
Murambi	id=g:7063189
Nyabisindu	id=g:7063190
Rusenyi	id=g:7063191
Kavumu	id=g:7063192
Nyamirama	id=g:7063193
Nyabinyenga	id=g:7063194
Nyarubuye	id=g:7063195
