Mokotibe-Antanimavo	id=g:1058747
Tanjona Manambato	id=g:1061540
Alan’ i Manambato	id=g:1061541
Manambato	id=g:1061542
Manambato	id=g:1061543
Manambato	id=g:1061544
Manambato	id=g:1061545
Manambato	id=g:1061546
Manambato	id=g:1061547
Manambato	id=g:1061548
Manambato	id=g:1061549
Manambato	id=g:1061550
Manambato	id=g:1061551
Manambato	id=g:1061552
Manambato	id=g:1061553
Manambato	id=g:1061554
Manambato	id=g:1061555
Manambatana	id=g:1061556
Manambatana	id=g:1061557
Manambaro Rivière	id=g:1061558
Manambaro Rivière	id=g:1061559
Manambaroa	id=g:1061560
Manambaroa	id=g:1061561
Manambaroa	id=g:1061562
Manambaroa	id=g:1061563
Manambaroa	id=g:1061564
Manambaro	id=g:1061565
Manambaro	id=g:1061566
Manambao	id=g:1061567
Manambao	id=g:1061568
Manambao	id=g:1061569
Manambaliha	id=g:1061570
Manambaliha	id=g:1061571
Manambaliha	id=g:1061572
Manambahy Rivière	id=g:1061573
Manambahy	id=g:1061574
Manambaho	id=g:1061575
Manambahiny	id=g:1061576
Manamaty Rivière	id=g:1061577
Manamaty	id=g:1061578
Manamany	id=g:1061579
Manamana	id=g:1061580
Manalotsa	id=g:1061581
Manalomena	id=g:1061582
Manalombony	id=g:1061583
Manalokosa	id=g:1061584
Manalobe	id=g:1061585
Manalihara	id=g:1061586
Manalatika	id=g:1061587
Manalasala	id=g:1061588
Manalalondo	id=g:1061589
Manakompy	id=g:1061590
Manakombolana	id=g:1061591
Manakolona Rivière	id=g:1061592
Manakololo	id=g:1061593
Manakiska	id=g:1061594
Manakiaky	id=g:1061595
Manakavaly	id=g:1061596
Manakatafana	id=g:1061597
Manakasina	id=g:1061598
Manakasina	id=g:1061599
Manakaravavy	id=g:1061600
Manakara Sud	id=g:1061601
Manakaralahy Rivière	id=g:1061602
Manakaralahy	id=g:1061603
Manakara	id=g:1061604
Manakara	id=g:1061605
Manakao	id=g:1061606
Manakana-Karanila	id=g:1061607
Manakana Avaratra	id=g:1061608
Manakana	id=g:1061609
Manakana	id=g:1061610
Manakana	id=g:1061611
Manakana	id=g:1061612
Manakana	id=g:1061613
Manakana	id=g:1061614
Manakana	id=g:1061615
Manakana	id=g:1061616
Manakana	id=g:1061617
Manakana	id=g:1061618
Manakana	id=g:1061619
Manakana	id=g:1061620
Manakana	id=g:1061621
Manakana	id=g:1061622
Manakana	id=g:1061623
Manakana	id=g:1061624
Manakana	id=g:1061625
Manakana	id=g:1061626
Manakana	id=g:1061627
Manakana	id=g:1061628
Manakana	id=g:1061629
Manakana	id=g:1061630
Manakana	id=g:1061631
Manakana	id=g:1061632
Manakana	id=g:1061633
Manakana	id=g:1061634
Manakana	id=g:1061635
Manakana	id=g:1061636
Manakana	id=g:1061637
Manakana	id=g:1061638
Manakana	id=g:1061639
Manakana	id=g:1061640
Manakana	id=g:1061641
Manakana	id=g:1061642
Manakana	id=g:1061643
Manakana	id=g:1061644
Manakana	id=g:1061645
Manakana	id=g:1061646
Manakana	id=g:1061647
Manakana	id=g:1061648
Manakana	id=g:1061649
Manakana	id=g:1061650
Manakana	id=g:1061651
Manakana	id=g:1061652
Manakana	id=g:1061653
Manakana	id=g:1061654
Manakana	id=g:1061655
Manakana	id=g:1061656
Manakana	id=g:1061657
Manakana	id=g:1061658
Manakambolana	id=g:1061659
Manakambohiny	id=g:1061660
Manakambinany	id=g:1061661
Manakambahiny Atsinanana	id=g:1061662
Manakambahiny	id=g:1061663
Manakambahiny	id=g:1061664
Manakambahiny	id=g:1061665
Manakambahiny	id=g:1061666
Manakambahiny	id=g:1061667
Manakambahiny	id=g:1061668
Manakambahiny	id=g:1061669
Manakambahiny	id=g:1061670
Manakambahiny	id=g:1061671
Manakambahiny	id=g:1061672
Manakambahiny	id=g:1061673
Manakambahiny	id=g:1061674
Manakambahiny	id=g:1061675
Manakambahiny	id=g:1061676
Manakambahiny	id=g:1061677
Manakambahiny	id=g:1061678
Manakambabiny	id=g:1061679
Manakalampona	id=g:1061680
Manaka	id=g:1061681
Manaka	id=g:1061682
Manaka	id=g:1061683
Manaka	id=g:1061684
Manajaold	id=g:1061685
Manaikimarina	id=g:1061686
Manaikimarina	id=g:1061687
Manahy	id=g:1061688
Manahavaro Rivière	id=g:1061689
Tanjona Manafiafy	id=g:1061690
Helodrano Manafiafy	id=g:1061691
Manafiafy	id=g:1061692
Manadavenoky Rivière	id=g:1061693
Manadala	id=g:1061694
Forêt de Manabosy	id=g:1061695
Mampikony Ruisseau	id=g:1061696
Mampikony/Mororika	id=g:1061697
Mampikony/Ambohitoaka	id=g:1061698
Mampikony	id=g:1061699
Mampikony	id=g:1061700
Mampikony	id=g:1061701
Mampihambo	id=g:1061702
Mampihambo	id=g:1061703
Mampay	id=g:1061704
Mampandriarivo	id=g:1061705
Mamovoka	id=g:1061706
Mamovoka	id=g:1061707
Mamotsiafoy	id=g:1061708
Mamory	id=g:1061709
Mamory	id=g:1061710
Mamory	id=g:1061711
Mamororoa	id=g:1061712
Mamoro Rivière	id=g:1061713
Mamoro	id=g:1061714
Mamoriomby	id=g:1061715
Mamoriavo	id=g:1061716
Mamoria	id=g:1061717
Mamorhena	id=g:1061718
Mamonomby	id=g:1061719
Lac Mamono	id=g:1061720
Mamono	id=g:1061721
Mamolifoly	id=g:1061722
Mamolantanana	id=g:1061723
Mamolaky	id=g:1061724
Mamolaka	id=g:1061725
Mamolaka	id=g:1061726
Mamolahy	id=g:1061727
Mamokomita	id=g:1061728
Nosy Mamoko	id=g:1061729
Mamoala Rivière	id=g:1061730
Baie de Mamirano	id=g:1061731
Mamiomby	id=g:1061732
Mamiomby	id=g:1061733
Mamiasa	id=g:1061734
Mamiarafa	id=g:1061735
Mamendo Rivière	id=g:1061736
Mamelon Vert	id=g:1061737
Lac Mamelola	id=g:1061738
Mamelo	id=g:1061739
Mamboly	id=g:1061740
Mambakoly	id=g:1061741
Mamba	id=g:1061742
Mamaranga	id=g:1061743
Mamandro	id=g:1061744
Mamampana	id=g:1061745
Mamakiala Ambony	id=g:1061746
Mamakiala	id=g:1061747
Mamakiala	id=g:1061748
Maloto Rivière	id=g:1061749
Malotolava	id=g:1061750
Malotolava	id=g:1061751
Malotolava	id=g:1061752
Maloto	id=g:1061753
Maloto	id=g:1061754
Malomalotra	id=g:1061755
Maloavala	id=g:1061756
Maloalo	id=g:1061757
Malo	id=g:1061758
Malitsy	id=g:1061759
Malitrandro	id=g:1061760
Maliovola	id=g:1061761
Maliorano Ruisseau	id=g:1061762
Maliolo	id=g:1061763
Farihy Maliolio	id=g:1061764
Matsabory Malio	id=g:1061765
Malio	id=g:1061766
Malio	id=g:1061767
Malio	id=g:1061768
Malio	id=g:1061769
Baie de Malikidoany	id=g:1061770
Malemimiala	id=g:1061771
Malemilalana	id=g:1061772
Malemiambo	id=g:1061773
Malazarivo	id=g:1061774
Malaza Rivière	id=g:1061775
Malazaravina	id=g:1061776
Malazamasina Avaratra	id=g:1061777
Malazamasina Atsimo	id=g:1061778
Malazamasina	id=g:1061779
Malazamasina	id=g:1061780
Malaza	id=g:1061781
Malaza	id=g:1061782
Malaza	id=g:1061783
Malaza	id=g:1061784
Lac Malay	id=g:1061785
Malatsy	id=g:1061786
Malatsy	id=g:1061787
Malatrandro	id=g:1061788
Malangiriaka	id=g:1061789
Malangiraho	id=g:1061790
Malangiraho	id=g:1061791
Malangiandro	id=g:1061792
Malandy	id=g:1061793
Malandriandro	id=g:1061794
Malandirano Nord	id=g:1061795
Malandira	id=g:1061796
Malandiandro	id=g:1061797
Malandiandro	id=g:1061798
Malandiandro	id=g:1061799
Malamavato	id=g:1061800
Malamamaina	id=g:1061801
Malamamaina	id=g:1061802
Malama-Bereketa	id=g:1061803
Malamabe	id=g:1061804
Malama	id=g:1061805
Malalia	id=g:1061806
Malako	id=g:1061807
Malakialina	id=g:1061808
Malakialina	id=g:1061809
Malakialina	id=g:1061810
Malakialina	id=g:1061811
Malakialina	id=g:1061812
Malakialina	id=g:1061813
Malakialina	id=g:1061814
Malakevo	id=g:1061815
Malaitsovoky Rivière	id=g:1061816
Malaitsimorana Rivière	id=g:1061817
Tanjona Malaipioka	id=g:1061818
Malaintsatroky	id=g:1061819
Malainolo	id=g:1061820
Malainolo	id=g:1061821
Malainkolemby	id=g:1061822
Malainjavo	id=g:1061823
Malaindoza	id=g:1061824
Malaindapa	id=g:1061825
Malainakoho	id=g:1061826
Malaimotro	id=g:1061827
Malaimotro	id=g:1061828
Malaimborotshy	id=g:1061829
Nosy Malaimbandy	id=g:1061830
Malaimbandy	id=g:1061831
Malaimbandy	id=g:1061832
Malailay Rivière	id=g:1061833
Malailay Rivière	id=g:1061834
Malailay	id=g:1061835
Malaikofara	id=g:1061836
Malaikaly	id=g:1061837
Malaika	id=g:1061838
Malaiboka	id=g:1061839
Malahimboritsiky	id=g:1061840
Malahalto	id=g:1061841
Toraka Malagasy	id=g:1061842
Malafaoy	id=g:1061843
Makozabe	id=g:1061844
Makoina	id=g:1061845
Makobo	id=g:1061846
Mako	id=g:1061847
Rivière des Makis	id=g:1061848
Île des Makis	id=g:1061849
Makirovana	id=g:1061850
Lembalemban’ i Makira	id=g:1061851
Makira	id=g:1061852
Makira	id=g:1061853
Makazary	id=g:1061854
Tangorombohitr’ i Makay	id=g:1061855
Tangorombohitr’ i Makay	id=g:1061856
Makay	id=g:1061857
Makarakara	id=g:1061858
Makaraingobe	id=g:1061859
Makaraingo	id=g:1061860
Makaraingo	id=g:1061861
Alan Makara	id=g:1061862
Pointe Makamby	id=g:1061863
Nosy Makamby	id=g:1061864
Cap Makamby	id=g:1061865
Ararano Makamby	id=g:1061866
Makaina	id=g:1061867
Makaikely-Ambararata	id=g:1061868
Makaikely	id=g:1061869
Makadroy	id=g:1061870
Maka	id=g:1061871
Majunga Camp de Wost	id=g:1061872
Majunga	id=g:1061873
Majirokely	id=g:1061874
Majiro	id=g:1061875
Majerarambo	id=g:1061876
Majerarambo	id=g:1061877
Majeramanga	id=g:1061878
Majeramanga	id=g:1061879
Majelana	id=g:1061880
Majara	id=g:1061881
Pointe de Majambo	id=g:1061882
Maizinandro	id=g:1061883
Maizinandro	id=g:1061884
Maizina	id=g:1061885
Maizimotro	id=g:1061886
Maizimazava	id=g:1061887
Maizimazava	id=g:1061888
Maivola	id=g:1061889
Maivahalana	id=g:1061890
Maitsotady	id=g:1061891
Farihy Maitsopaniaka	id=g:1061892
Maitsomihandra	id=g:1061893
Maitsomalaza	id=g:1061894
Maitsokely	id=g:1061895
Maitsoarongana	id=g:1061896
Toraka Maitso	id=g:1061897
Nosy Maitso	id=g:1061898
Maitso	id=g:1061899
Maitsaombato	id=g:1061900
Maitsamena	id=g:1061901
Maitra	id=g:1061902
Étang Maitimaso	id=g:1061903
Maison de force	id=g:1061904
Vato Mainty	id=g:1061905
Mainty	id=g:1061906
Maintsovava Rivière	id=g:1061907
Farihy Maintiroro	id=g:1061908
Maintiranomaty	id=g:1061909
Maintirano	id=g:1061910
Maintirano	id=g:1061911
Maintirano	id=g:1061912
Maintirano	id=g:1061913
Canal de Maintinandry	id=g:1061914
Maintinandry	id=g:1061915
Maintinandry	id=g:1061916
Maintimbato	id=g:1061917
Maintimbato	id=g:1061918
Maintimbato	id=g:1061919
Maintimbato	id=g:1061920
Maintimbato	id=g:1061921
Maintimbato	id=g:1061922
Maintimbato	id=g:1061923
Maintimbato	id=g:1061924
Maintimbato	id=g:1061925
Maintimaso	id=g:1061926
Maintimaso	id=g:1061927
Maintialaka	id=g:1061928
Maintialaka	id=g:1061929
Maintiakoho	id=g:1061930
Maintiabo	id=g:1061931
Maintapaka	id=g:1061932
Maintapaka	id=g:1061933
Maingobody	id=g:1061934
Maindoravy	id=g:1061935
Mainapaingo	id=g:1061936
Maina	id=g:1061937
Rivière de la Main	id=g:1061938
Maimborondro	id=g:1061939
Maimborondra	id=g:1061940
Mailoka	id=g:1061941
Maile	id=g:1061942
Mailakolo	id=g:1061943
Mailakapasy	id=g:1061944
Mailaka	id=g:1061945
Mailaha	id=g:1061946
Maikiampango Avaratra	id=g:1061947
Maikiampango Atsimo	id=g:1061948
Maikiampango	id=g:1061949
Maikampango	id=g:1061950
Mahrimana	id=g:1061951
Mahoy Rivière	id=g:1061952
Mahoy	id=g:1061953
Mahotsadatsaka Rivière	id=g:1061954
Mahory	id=g:1061955
Nosy Mahonotsa	id=g:1061956
Mahoikely	id=g:1061957
Mahizina	id=g:1061958
Mahitsy	id=g:1061959
Mahitsy	id=g:1061960
Mahitsy	id=g:1061961
Mahitsitady	id=g:1061962
Mahitsitady	id=g:1061963
Mahitsihazo	id=g:1061964
Mahitsihazo	id=g:1061965
Mahitsihazo	id=g:1061966
Mahitsiharongana	id=g:1061967
Mahinia	id=g:1061968
Mahilivoro Rivière	id=g:1061969
Mahilivaza	id=g:1061970
Mahiarere	id=g:1061971
Mahiarera	id=g:1061972
Mahiaomby	id=g:1061973
Mahiamanalina	id=g:1061974
Mahiamaly	id=g:1061975
Mahialambo	id=g:1061976
Mahialambo	id=g:1061977
Mahialambo	id=g:1061978
Mahialambo	id=g:1061979
Mahialambo	id=g:1061980
Mahialambo	id=g:1061981
Mahiakoho	id=g:1061982
Mahiakoho	id=g:1061983
Mahiakoho	id=g:1061984
Mahiakandro	id=g:1061985
Lac Mahiagogo	id=g:1061986
Mahiagogo	id=g:1061987
Mahiagogo	id=g:1061988
Mahiagogo	id=g:1061989
Mahiagidro-Sakalava	id=g:1061990
Mahiagidro Nord	id=g:1061991
Mahiagidro Avaratra	id=g:1061992
Mahiafiana	id=g:1061993
Mahiafia	id=g:1061994
Mahiadokotra	id=g:1061995
Mahevy	id=g:1061996
Mahevelombady	id=g:1061997
Mahetsimifafy	id=g:1061998
Mahetsamena	id=g:1061999
Mahetsamahery Rivière	id=g:1062000
Mahetsamahery	id=g:1062001
Farihy Mahery	id=g:1062002
Maherivinda	id=g:1062003
Maherivata Ruisseau	id=g:1062004
Maherivata	id=g:1062005
Maherivata	id=g:1062006
Maherivarotra	id=g:1062007
Maherivaratra	id=g:1062008
Maherivaratra	id=g:1062009
Maherivaratra	id=g:1062010
Maherivaratra	id=g:1062011
Maheritsiko	id=g:1062012
Maheriraty	id=g:1062013
Maherinavaratra	id=g:1062014
Maherikely	id=g:1062015
Maheriara	id=g:1062016
Mahereza	id=g:1062017
Maherere	id=g:1062018
Maheny	id=g:1062019
Mahendraka	id=g:1062020
Mahendraka	id=g:1062021
Nosy Maheloholo	id=g:1062022
Mahelivango	id=g:1062023
Mahela Atsimo	id=g:1062024
Mahela	id=g:1062025
Mahela	id=g:1062026
Mahela	id=g:1062027
Mahela	id=g:1062028
Mahela	id=g:1062029
Mahela	id=g:1062030
Mahela	id=g:1062031
Lac Mahebo	id=g:1062032
Mahebo	id=g:1062033
Mahebo	id=g:1062034
Mahebo	id=g:1062035
Mahebo	id=g:1062036
Mahebe	id=g:1062037
Mahazo Rivière	id=g:1062038
Mahazony	id=g:1062039
Mahazony	id=g:1062040
Mahazomafo	id=g:1062041
Mahazoma	id=g:1062042
Mahazoma	id=g:1062043
Lac de Mahazoarivo	id=g:1062044
Mahazoarivo	id=g:1062045
Mahazoarivo	id=g:1062046
Mahazoarivo	id=g:1062047
Mahazoarivo	id=g:1062048
Mahazoarivo	id=g:1062049
Mahazoarivo	id=g:1062050
Mahazoarivo	id=g:1062051
Mahazoarivo	id=g:1062052
Mahazoarivo	id=g:1062053
Mahazoarivo	id=g:1062054
Mahazoarivo	id=g:1062055
Mahazoarivo	id=g:1062056
Mahazoarivo	id=g:1062057
Mahazoarivo	id=g:1062058
Mahazoarivo	id=g:1062059
Mahazoarivo	id=g:1062060
Mahazoarivo	id=g:1062061
Mahazoarivo	id=g:1062062
Mahazoarivo	id=g:1062063
Mahazoarivo	id=g:1062064
Mahazoarivo	id=g:1062065
Mahazoarivo	id=g:1062066
Mahazoarivo	id=g:1062067
Mahazoarivo	id=g:1062068
Mahazoarivo	id=g:1062069
Mahazoarivo	id=g:1062070
Mahazoarivo	id=g:1062071
Mahazoarivo	id=g:1062072
Mahazoarivo	id=g:1062073
Mahazoarivo	id=g:1062074
Mahazoarivo	id=g:1062075
Mahazoarivo	id=g:1062076
Mahazoarivo	id=g:1062077
Mahazoarivo	id=g:1062078
Mahazoarivo	id=g:1062079
Mahazoarivo	id=g:1062080
Mahazoarivo	id=g:1062081
Mahazoarivo	id=g:1062082
Mahazoarivo	id=g:1062083
Mahazoarivo	id=g:1062084
Mahazoarivo	id=g:1062085
Mahazoarivo	id=g:1062086
Mahazoarivo	id=g:1062087
Mahazoarivo	id=g:1062088
Mahazoarivo	id=g:1062089
Mahazoarivo	id=g:1062090
Mahazoarivo	id=g:1062091
Mahazoarivo	id=g:1062092
Mahazoarivo	id=g:1062093
Mahazo	id=g:1062094
Mahazo	id=g:1062095
Mahazina-Ambohipierenana	id=g:1062096
Mahazina	id=g:1062097
Mahazina	id=g:1062098
Mahazina	id=g:1062099
Mahazina	id=g:1062100
Mahazina	id=g:1062101
Mahazina	id=g:1062102
Mahazina	id=g:1062103
Mahazina	id=g:1062104
Mahazina	id=g:1062105
Mahazina	id=g:1062106
Mahazina	id=g:1062107
Mahazina	id=g:1062108
Mahazengy	id=g:1062109
Mahazenda	id=g:1062110
Mahazaza	id=g:1062111
Mahazaza	id=g:1062112
Mahazava	id=g:1062113
Helodranon’ i Mahazandry	id=g:1062114
Mahazandry	id=g:1062115
Mahavozokely	id=g:1062116
Mahavozobe	id=g:1062117
Mahavony	id=g:1062118
Mahavony	id=g:1062119
Mahavondrika Rivière	id=g:1062120
Mahavola	id=g:1062121
Mahavoky Rivière	id=g:1062122
Mahavoky Avaratra	id=g:1062123
Mahavoky	id=g:1062124
Mahavoky	id=g:1062125
Mahavoky	id=g:1062126
Mahavoky	id=g:1062127
Mahavoky	id=g:1062128
Mahavingotra	id=g:1062129
Mahavery Rivière	id=g:1062130
Mahaverika	id=g:1062131
Mahavenaka	id=g:1062132
Mahavelosakoa	id=g:1062133
Mahavelonjaza	id=g:1062134
Torak’ i Mahavelona	id=g:1062135
Mahavelona	id=g:1062136
Mahavelona	id=g:1062137
Mahavelona	id=g:1062138
Mahavelona	id=g:1062139
Mahavelona	id=g:1062140
Mahavelona	id=g:1062141
Mahavelona	id=g:1062142
Mahavelona	id=g:1062143
Mahavelona	id=g:1062144
Mahavelona	id=g:1062145
Mahavelona	id=g:1062146
Mahavelo-Beoro	id=g:1062147
Mahavelo	id=g:1062148
Mahavelo	id=g:1062149
Mahavelo	id=g:1062150
Mahavelo	id=g:1062151
Mahavelo	id=g:1062152
Mahavelo	id=g:1062153
Mahavelo	id=g:1062154
Mahavelo	id=g:1062155
Mahavelo	id=g:1062156
Mahavelo	id=g:1062157
Mahavelo	id=g:1062158
Mahavelo	id=g:1062159
Mahavelo	id=g:1062160
Mahavelo	id=g:1062161
Mahavelo	id=g:1062162
Mahavelo	id=g:1062163
Mahavelo	id=g:1062164
Mahavelo	id=g:1062165
Mahavelo	id=g:1062166
Mahavavy Rivière	id=g:1062167
Mahavavy Maty Rivière	id=g:1062168
Mahavavy	id=g:1062169
Mahavavy	id=g:1062170
Mahavavy	id=g:1062171
Mahavavy	id=g:1062172
Mahavavy	id=g:1062173
Mahavavy	id=g:1062174
Mahavavy	id=g:1062175
Mahavavimaty Ruisseau	id=g:1062176
Mahavavimaty Rivière	id=g:1062177
Mahavavikely	id=g:1062178
Mahavavikely	id=g:1062179
Pointe Mahavatsy	id=g:1062180
Banc de Mahavatsy	id=g:1062181
Mahavatsy	id=g:1062182
Mahavatry	id=g:1062183
Mahavary	id=g:1062184
Mahavaro	id=g:1062185
Mahavanona	id=g:1062186
Mahavanona	id=g:1062187
Mahavanona	id=g:1062188
Mahavanona	id=g:1062189
Mahavanona	id=g:1062190
Mahavanona	id=g:1062191
Mahavanona	id=g:1062192
Mahavanona	id=g:1062193
Mahavanona	id=g:1062194
Mahavanona	id=g:1062195
Mahavanona	id=g:1062196
Mahavanona	id=g:1062197
Mahavano	id=g:1062198
Mahavano	id=g:1062199
Mahavano	id=g:1062200
Mahavango	id=g:1062201
Mahavadika Rivière	id=g:1062202
Mahaty	id=g:1062203
Tangorombohitr’ i Mahatsinjoroa	id=g:1062204
Mahatsinjoroa	id=g:1062205
Mahatsinjoro	id=g:1062206
Mahatsinjo Rivière	id=g:1062207
Mahatsinjorano	id=g:1062208
Mahatsinjorano	id=g:1062209
Mahatsinjorano	id=g:1062210
Mahatsinjo Ouest	id=g:1062211
Mahatsinjony	id=g:1062212
Mahatsinjo Nord	id=g:1062213
Mahatsinjo-Mahavelo	id=g:1062214
Mahatsinjokely Rivière	id=g:1062215
Mahatsinjokely	id=g:1062216
Mahatsinjokely	id=g:1062217
Mahatsinjokely	id=g:1062218
Mahatsinjokely	id=g:1062219
Mahatsinjokely	id=g:1062220
Mahatsinjo II	id=g:1062221
Mahatsinjo Est	id=g:1062222
Mahatsinjobe	id=g:1062223
Mahatsinjobe	id=g:1062224
Mahatsinjobe	id=g:1062225
Mahatsinjobe	id=g:1062226
Mahatsinjobe	id=g:1062227
Mahatsinjobaky	id=g:1062228
Mahatsinjo Avaratra	id=g:1062229
Pointe Mahatsinjo	id=g:1062230
Mahatsinjo	id=g:1062231
Mahatsinjo	id=g:1062232
Mahatsinjo	id=g:1062233
Mahatsinjo	id=g:1062234
Mahatsinjo	id=g:1062235
Mahatsinjo	id=g:1062236
Mahatsinjo	id=g:1062237
Mahatsinjo	id=g:1062238
Mahatsinjo	id=g:1062239
Mahatsinjo	id=g:1062240
Mahatsinjo	id=g:1062241
Mahatsinjo	id=g:1062242
Mahatsinjo	id=g:1062243
Mahatsinjo	id=g:1062244
Mahatsinjo	id=g:1062245
Mahatsinjo	id=g:1062246
Mahatsinjo	id=g:1062247
Mahatsinjo	id=g:1062248
Mahatsinjo	id=g:1062249
Mahatsinjo	id=g:1062250
Mahatsinjo	id=g:1062251
Mahatsinjo	id=g:1062252
Mahatsinjo	id=g:1062253
Mahatsinjo	id=g:1062254
Mahatsinjo	id=g:1062255
Mahatsinjo	id=g:1062256
Mahatsinjo	id=g:1062257
Mahatsinjo	id=g:1062258
Mahatsinjo	id=g:1062259
Mahatsinjo	id=g:1062260
Mahatsinjo	id=g:1062261
Mahatsinjo	id=g:1062262
Mahatsinjo	id=g:1062263
Mahatsinjo	id=g:1062264
Mahatsinjo	id=g:1062265
Mahatsinjo	id=g:1062266
Mahatsinjo	id=g:1062267
Mahatsinjo	id=g:1062268
Mahatsinjo	id=g:1062269
Mahatsinjo	id=g:1062270
Mahatsinjo	id=g:1062271
Mahatsinjo	id=g:1062272
Mahatsinjo	id=g:1062273
Mahatsinjo	id=g:1062274
Mahatsinjo	id=g:1062275
Mahatsinjo	id=g:1062276
Mahatsinjo	id=g:1062277
Mahatsinjo	id=g:1062278
Mahatsinjo	id=g:1062279
Mahatsinjo	id=g:1062280
Mahatsinjo	id=g:1062281
Mahatsinjo	id=g:1062282
Mahatsinjo	id=g:1062283
Mahatsinjo	id=g:1062284
Mahatsinjo	id=g:1062285
Mahatsinjo	id=g:1062286
Mahatsinjo	id=g:1062287
Mahatsinjo	id=g:1062288
Mahatsinjo	id=g:1062289
Mahatsinjo	id=g:1062290
Mahatsinjo	id=g:1062291
Mahatsinjo	id=g:1062292
Mahatsinjo	id=g:1062293
Mahatsinjo	id=g:1062294
Mahatsinjo	id=g:1062295
Mahatsinjo	id=g:1062296
Mahatsinjo	id=g:1062297
Mahatsinjo	id=g:1062298
Mahatsinjo	id=g:1062299
Mahatsinjo	id=g:1062300
Mahatsinjo	id=g:1062301
Mahatsinjo	id=g:1062302
Mahatsinjo	id=g:1062303
Mahatsinjo	id=g:1062304
Mahatsinjo	id=g:1062305
Mahatsinjo	id=g:1062306
Mahatsinjo	id=g:1062307
Mahatsinjo	id=g:1062308
Mahatsinjo	id=g:1062309
Mahatsinjo	id=g:1062310
Mahatsinjo	id=g:1062311
Mahatsinjo	id=g:1062312
Mahatsinjo	id=g:1062313
Mahatsinjo	id=g:1062314
Mahatsinjo	id=g:1062315
Mahatsinjo	id=g:1062316
Mahatsinjo	id=g:1062317
Mahatsinjo	id=g:1062318
Mahatsinjo	id=g:1062319
Mahatsinjo	id=g:1062320
Mahatsinjo	id=g:1062321
Mahatsinjo	id=g:1062322
Mahatsinjo	id=g:1062323
Mahatsinjo	id=g:1062324
Mahatsinje	id=g:1062325
Mahatsingo	id=g:1062326
Mahatsingo	id=g:1062327
Mahatsiarovavy	id=g:1062328
Cap Mahatserika	id=g:1062329
Mahatsaratsara	id=g:1062330
Mahatsara-Iabofotaka	id=g:1062331
Mahatsara	id=g:1062332
Mahatsara	id=g:1062333
Mahatsara	id=g:1062334
Mahatsara	id=g:1062335
Mahatsara	id=g:1062336
Mahatsara	id=g:1062337
Mahatsara	id=g:1062338
Mahatsara	id=g:1062339
Mahatsara	id=g:1062340
Mahatsara	id=g:1062341
Mahatsara	id=g:1062342
Mahatsara	id=g:1062343
Mahatsara	id=g:1062344
Mahatsara	id=g:1062345
Mahatsara	id=g:1062346
Mahatsara	id=g:1062347
Mahatsara	id=g:1062348
Mahatsara	id=g:1062349
Mahatsara	id=g:1062350
Mahatsara	id=g:1062351
Mahatsara	id=g:1062352
Mahatsara	id=g:1062353
Mahatsara	id=g:1062354
Mahatsara	id=g:1062355
Mahatsara	id=g:1062356
Mahatsara	id=g:1062357
Mahatsara	id=g:1062358
Mahatsara	id=g:1062359
Mahatsara	id=g:1062360
Mahatsara	id=g:1062361
Mahatsara	id=g:1062362
Mahatsara	id=g:1062363
Mahatsara	id=g:1062364
Mahatsara	id=g:1062365
Mahatsara	id=g:1062366
Mahatsara	id=g:1062367
Mahatsara	id=g:1062368
Mahatsara	id=g:1062369
Mahatsangana	id=g:1062370
Mahatsandra	id=g:1062371
Mahatsanda	id=g:1062372
Mahatsanda	id=g:1062373
Mahatsaborimaika	id=g:1062374
Mahatreha	id=g:1062375
Mahatomotsy	id=g:1062376
Mahatitso	id=g:1062377
Mahatera	id=g:1062378
Mahatera	id=g:1062379
Mahatera	id=g:1062380
Mahatera	id=g:1062381
Mahatera	id=g:1062382
Mahatazana	id=g:1062383
Mahatazana	id=g:1062384
Mahatazana	id=g:1062385
Mahataniki Rivière	id=g:1062386
Mahatanaloka	id=g:1062387
Mahatambiby Rivière	id=g:1062388
Mahatalazo	id=g:1062389
Mahatalaky	id=g:1062390
Mahatakonomby	id=g:1062391
Mahasora	id=g:1062392
Mahasora	id=g:1062393
Mahasolo	id=g:1062394
Mahasolo	id=g:1062395
Mahasola	id=g:1062396
Mahasoa Sud Amber	id=g:1062397
Mahasoa Rivière	id=g:1062398
Mahasoakely	id=g:1062399
Mahasoa II	id=g:1062400
Mahasoa Est	id=g:1062401
Mahasoa-Beronono	id=g:1062402
Mahasoabe	id=g:1062403
Mahasoabe	id=g:1062404
Mahasoabe	id=g:1062405
Mahasoa Avaratra	id=g:1062406
Mahasoa Atsinanana	id=g:1062407
Mahasoa Andrefana	id=g:1062408
Mahasoa-Ambohipasy	id=g:1062409
Mahasoa	id=g:1062410
Mahasoa	id=g:1062411
Mahasoa	id=g:1062412
Mahasoa	id=g:1062413
Mahasoa	id=g:1062414
Mahasoa	id=g:1062415
Mahasoa	id=g:1062416
Mahasoa	id=g:1062417
Mahasoa	id=g:1062418
Mahasoa	id=g:1062419
Mahasoa	id=g:1062420
Mahasoa	id=g:1062421
Mahasoa	id=g:1062422
Mahasoa	id=g:1062423
Mahasoa	id=g:1062424
Mahasoa	id=g:1062425
Mahasoa	id=g:1062426
Mahasoa	id=g:1062427
Mahasoa	id=g:1062428
Mahasoa	id=g:1062429
