Mirenda	id=g:422478
Mwibanda	id=g:425706
Ryarusera	id=g:425707
Shombo	id=g:425708
Nyavyamo	id=g:425709
Mukarakara	id=g:425710
Shombo	id=g:425711
Ruhinga	id=g:425712
Hanganzo	id=g:425713
Kagogo	id=g:425714
Bukwavu	id=g:425715
Burenza	id=g:425716
Gitemba	id=g:425717
Ryarusera	id=g:425718
Rutemba	id=g:425719
Mutobo	id=g:425720
Buyori	id=g:425721
Musenyi	id=g:425722
Kigarika	id=g:425723
Rubirizi	id=g:425724
Kizenga	id=g:425725
Nyarumpongo	id=g:425726
Masuma	id=g:425727
Kazina	id=g:425728
Kanyami	id=g:425729
Ruhinga	id=g:425730
Mushikamo	id=g:425731
Kamukike	id=g:425732
Nzegamo	id=g:425733
Kabogi	id=g:425734
Kiyanza	id=g:425735
Gakoronko	id=g:425736
Mucamo	id=g:425737
Murago	id=g:425738
Buziracanda	id=g:425739
Mugomera	id=g:425740
Musongati	id=g:425741
Mwura	id=g:425742
Rubindi	id=g:425743
Murambi	id=g:425744
Sunzwe	id=g:425745
Bwato	id=g:425746
Gahweza	id=g:425747
Nyarukere	id=g:425748
Menshi	id=g:425749
Mihare	id=g:425750
Gahweza	id=g:425751
Muhweza	id=g:425752
Mamande	id=g:425753
Kagoti	id=g:425754
Nyabihuna	id=g:425755
Kamira	id=g:425756
Buruhukiro	id=g:425757
Rucunda	id=g:425758
Higiro	id=g:425759
Uwuruganda	id=g:425760
Buyimba	id=g:425761
Buharagata	id=g:425762
Mikoni	id=g:425763
Mvugo	id=g:425764
Hayiro	id=g:425765
Nyamvuzo	id=g:425766
Muzuga	id=g:425767
Gasuru	id=g:425768
Murama	id=g:425769
Mwungo	id=g:425770
Sagara	id=g:425771
Kayoyo	id=g:425772
Nkomwe	id=g:425773
Murago	id=g:425774
Bubaji	id=g:425775
Buyimba	id=g:425776
Yanza	id=g:425777
Kagano	id=g:425778
Kirare	id=g:425779
Mwumba	id=g:425780
Butagazwa	id=g:425781
Marembo	id=g:425782
Kigezi	id=g:425783
Mushishi	id=g:425784
Murambi	id=g:425785
Kibuye	id=g:425786
Kibande	id=g:425787
Mugombe	id=g:425788
Ngara	id=g:425789
Irimwa	id=g:425790
Gisenyi	id=g:425791
Gitwe	id=g:425792
Rango	id=g:425793
Muhororo	id=g:425794
Kanyami	id=g:425795
Kigutu	id=g:425796
Bututsi	id=g:425797
Mugongo	id=g:425798
Mushishi	id=g:425799
Nyabibugu	id=g:425800
Kiruruma	id=g:425801
Mbiriko	id=g:425802
Karubanga	id=g:425803
Kagendo	id=g:425804
Kamisave	id=g:425805
Bugera	id=g:425806
Mahonda	id=g:425807
Nyangunzu	id=g:425808
Nyamisuti	id=g:425809
Nyabigati	id=g:425810
Kinyovu	id=g:425811
Mwaro	id=g:425812
Gikebuka	id=g:425813
Kanyami	id=g:425814
Remera	id=g:425815
Samwinyo	id=g:425816
Buhororo	id=g:425817
Karambi	id=g:425818
Gasenyi	id=g:425819
Kibuye	id=g:425820
Buhororo	id=g:425821
Muramba	id=g:425822
Bwumba	id=g:425823
Gisarwe	id=g:425824
Muramba	id=g:425825
Gatsinga	id=g:425826
Akaguhu	id=g:425827
Nyarubabi	id=g:425828
Mitwenzi	id=g:425829
Manga	id=g:425830
Nyabisaka	id=g:425831
Bukwavu	id=g:425832
Ruvumu	id=g:425833
Kibimba	id=g:425834
Kibimba	id=g:425835
Nyabwuya	id=g:425836
Kanyamyoka	id=g:425837
Kiyege	id=g:425838
Mugonzwe	id=g:425839
Nyacufe	id=g:425840
Bureau de zone Kibimba	id=g:425841
Rwuzuzu	id=g:425842
Gahondo	id=g:425843
Fota	id=g:425844
Ndawa	id=g:425845
Kumuhuma	id=g:425846
Bureau de zone Fota	id=g:425847
Fota	id=g:425848
Nombe	id=g:425849
Kibimba	id=g:425850
Rusaka	id=g:425851
Mikwayo	id=g:425852
Rutambiro	id=g:425853
Burasira	id=g:425854
Murunga	id=g:425855
Gahetsi	id=g:425856
Nombe	id=g:425857
Nyagashanga	id=g:425858
Gahahe	id=g:425859
Kankima	id=g:425860
Nyagitwenzi	id=g:425861
Fota	id=g:425862
Mwibanda	id=g:425863
Murehe	id=g:425864
Sorero	id=g:425865
Bigaza	id=g:425866
Bunyange	id=g:425867
Nyagashanga	id=g:425868
Shamba	id=g:425869
Kigarama	id=g:425870
Gungu	id=g:425871
Magoro	id=g:425872
Gicumbi	id=g:425873
Nyarutanga	id=g:425874
Kiriba	id=g:425875
Budonde	id=g:425876
Karemera	id=g:425877
Nyabugombe	id=g:425878
Vyuma	id=g:425879
Bugorora	id=g:425880
Shana	id=g:425881
Bwayi	id=g:425882
Ngorore	id=g:425883
Mugoyi	id=g:425884
Munini	id=g:425885
Nyamurenge	id=g:425886
Gashiru	id=g:425887
Rusasa	id=g:425888
Kibira	id=g:425889
Martyazo	id=g:425890
Mazimero	id=g:425891
Mudubugu	id=g:425892
Migera	id=g:425893
Mugoboka	id=g:425894
Mwiteka	id=g:425895
Bureau de commune Mugongomanga	id=g:425896
Mugongomanga	id=g:425897
Nyabuyumpu	id=g:425898
Rurtyazo	id=g:425899
Rwego	id=g:425900
Mugongomanga	id=g:425901
Nyamugari	id=g:425902
Mugongomanga	id=g:425903
Kivogero	id=g:425904
Ndaro	id=g:425905
Ijenda	id=g:425906
Nyabisindu	id=g:425907
Kiga	id=g:425908
Rwibaga	id=g:425909
Ijenda	id=g:425910
Mwumba	id=g:425911
Ngoma	id=g:425912
Gitega	id=g:425913
Gatongati	id=g:425914
Mujejuru	id=g:425915
Kiga	id=g:425916
Lycée Ijenda	id=g:425917
Ijenda	id=g:425918
Gitohwe	id=g:425919
Ijenda	id=g:425920
Muzima	id=g:425921
Buhoro	id=g:425922
Rugobe	id=g:425923
Mukobore	id=g:425924
Mukingiro	id=g:425925
Mureba	id=g:425926
Kivurugu	id=g:425927
Nyamigogo	id=g:425928
Kibenga	id=g:425929
Gitwa	id=g:425930
Gihinga	id=g:425931
Gihinga	id=g:425932
Murehe	id=g:425933
Nkurunzi	id=g:425934
Majombe	id=g:425935
Muzuga	id=g:425936
Nyamurenge	id=g:425937
Nyarushanga	id=g:425938
Nyamurenge	id=g:425939
Rwiyago	id=g:425940
Nkundusi	id=g:425941
Rusivya	id=g:425942
Kanamira	id=g:425943
Gatovu	id=g:425944
Kabimba	id=g:425945
Nkomero	id=g:425946
Mpumbu	id=g:425947
Kizunga	id=g:425948
Makamba	id=g:425949
Kangoma	id=g:425950
Iteka	id=g:425951
Ruhembe	id=g:425952
Gisase	id=g:425953
Ruhororo	id=g:425954
Kinyamisambi	id=g:425955
Nyarucamo	id=g:425956
Kibasi	id=g:425957
Mugarure	id=g:425958
Mutoyi	id=g:425959
Gatongo	id=g:425960
Gasenyi	id=g:425961
Koroka	id=g:425962
Muzenga	id=g:425963
Karama	id=g:425964
Carire	id=g:425965
Kiganga	id=g:425966
Kavumura	id=g:425967
Rusimbuka	id=g:425968
Ntangaro	id=g:425969
Nyagitwenzi	id=g:425970
Rugari	id=g:425971
Bitare	id=g:425972
Kerera	id=g:425973
Kigasha	id=g:425974
Kivoga	id=g:425975
Marumane	id=g:425976
Runyeri	id=g:425977
Gasigwa	id=g:425978
Nkanda	id=g:425979
Munanira	id=g:425980
Rugasari	id=g:425981
Mugamba	id=g:425982
Kaguhu	id=g:425983
Nyakarambo	id=g:425984
Kaniga	id=g:425985
Gitongo	id=g:425986
Kirehe	id=g:425987
Kagoma	id=g:425988
Kaniga	id=g:425989
Kanywasake	id=g:425990
Rwingiri	id=g:425991
Nyamiroroma	id=g:425992
Kinyaka	id=g:425993
Kavumu	id=g:425994
Marari	id=g:425995
Kinyoni	id=g:425996
Bihororo	id=g:425997
Kanyami	id=g:425998
Bwiza	id=g:425999
Nyarunazi	id=g:426000
Kirimbi	id=g:426001
Kaguhu	id=g:426002
Kavyiru	id=g:426003
Nyamasagwe	id=g:426004
Kirima	id=g:426005
Kibenga	id=g:426006
Kabuguzo	id=g:426007
Gacaca	id=g:426008
Kaganga	id=g:426009
Gashanga	id=g:426010
Rugabano	id=g:426011
Kigazo	id=g:426012
Rutunzo	id=g:426013
Musama	id=g:426014
Jenda	id=g:426015
Nyakigina	id=g:426016
Murayi	id=g:426017
Nyarunazi	id=g:426018
Gihuga	id=g:426019
Kibari	id=g:426020
Cari	id=g:426021
Bukinga	id=g:426022
Bigugo	id=g:426023
Murayi	id=g:426024
Nyarunazi	id=g:426025
Mutimire	id=g:426026
Kibimba	id=g:426027
École normale Kibimba	id=g:426028
Kibimba	id=g:426029
Kigarama	id=g:426030
Nyabisaka	id=g:426031
Kibimba	id=g:426032
Kibimba	id=g:426033
Nyamagana	id=g:426034
Nyarurama	id=g:426035
Mugera	id=g:426036
Bwena	id=g:426037
Masare	id=g:426038
Ntaruka	id=g:426039
Gasenyi	id=g:426040
Mirengane	id=g:426041
Mirama	id=g:426042
Shunda	id=g:426043
Nyabisaka	id=g:426044
Rutegama	id=g:426045
Muyange	id=g:426046
Sema	id=g:426047
Kamakoko	id=g:426048
Kanyinya	id=g:426049
Bweru	id=g:426050
Cogo	id=g:426051
Gitora	id=g:426052
Munyinya	id=g:426053
Ntunda	id=g:426054
Kanyinya	id=g:426055
Nyarunazi	id=g:426056
Bwona	id=g:426057
Ngugo	id=g:426058
Mudaturwa	id=g:426059
Nyamabago	id=g:426060
Mubuga	id=g:426061
Rutegama	id=g:426062
Matongo	id=g:426063
Migina	id=g:426064
Butabandana	id=g:426065
Nyagatovu	id=g:426066
Nyamurenge	id=g:426067
Gatare	id=g:426068
Kiniga	id=g:426069
Mugera	id=g:426070
Mugera	id=g:426071
Kidano	id=g:426072
Nyabisindu	id=g:426073
Mugera	id=g:426074
Dutwaro	id=g:426075
Gituku	id=g:426076
École moyenne Mugera	id=g:426077
Bwire	id=g:426078
Matongo	id=g:426079
Mugera	id=g:426080
Gihehe	id=g:426081
Kinani	id=g:426082
Nyabiduha	id=g:426083
Ntenderi	id=g:426084
Muremera	id=g:426085
Kabumba	id=g:426086
Nyamugari	id=g:426087
Kibaya	id=g:426088
Rushanga	id=g:426089
Gatake	id=g:426090
Nyakarambi	id=g:426091
Ruganda	id=g:426092
Kagende	id=g:426093
Nyabisaka	id=g:426094
Karehe	id=g:426095
Kigogo	id=g:426096
Kinyentosho	id=g:426097
Kivumu	id=g:426098
Rutongati	id=g:426099
Gasebo	id=g:426100
Camumandu	id=g:426101
Kiruhura	id=g:426102
Gahahe	id=g:426103
Gasunu	id=g:426104
Ruyigi	id=g:426105
Migezi	id=g:426106
Rutegama	id=g:426107
Gwingiri	id=g:426108
Musama	id=g:426109
Gishusha	id=g:426110
Kagomogomo	id=g:426111
Nyakigezi	id=g:426112
Rushemeza	id=g:426113
Source chaude Gwingiri	id=g:426114
Centrale électrique Rushanga	id=g:426115
Kiryama	id=g:426116
Rwampiri	id=g:426117
Kiyaya	id=g:426118
Gwingiri	id=g:426119
Bweru	id=g:426120
Ngoro	id=g:426121
Gisagara	id=g:426122
Gataba	id=g:426123
Mpira	id=g:426124
Nyabikenke	id=g:426125
Ruhanza	id=g:426126
Nyamweru	id=g:426127
Gasunu	id=g:426128
Gabuke	id=g:426129
Korane	id=g:426130
Muhororo	id=g:426131
Nyambeho	id=g:426132
Kabungere	id=g:426133
Cogo	id=g:426134
Gisagara	id=g:426135
Kamushiha	id=g:426136
Kiriba	id=g:426137
Gihango	id=g:426138
Borne Kiriba	id=g:426139
Nyarusange	id=g:426140
Mukobe	id=g:426141
Gitanga	id=g:426142
Kibogoye	id=g:426143
Munyo	id=g:426144
Karukona	id=g:426145
Giheta	id=g:426146
Akagoma	id=g:426147
Ntabwome	id=g:426148
Nyarubongo	id=g:426149
Kiyogoro	id=g:426150
Makera	id=g:426151
Nyabwayi	id=g:426152
Mpanuka	id=g:426153
Kamanga	id=g:426154
Muhindo	id=g:426155
Kigina	id=g:426156
Kibande	id=g:426157
Giheta	id=g:426158
Bureau de commune Giheta	id=g:426159
Nyabibuye	id=g:426160
Giheta	id=g:426161
Giheta	id=g:426162
Mashishi	id=g:426163
Kamonyi	id=g:426164
Bihororo	id=g:426165
Kavumu	id=g:426166
Murehe	id=g:426167
Rukenuke	id=g:426168
Rwamvura	id=g:426169
Gisebuzi	id=g:426170
Masasu	id=g:426171
Giheta	id=g:426172
Ndava	id=g:426173
Ruharo	id=g:426174
Mikoni	id=g:426175
Gahino	id=g:426176
Rubirira	id=g:426177
Kiremera	id=g:426178
Mutobo	id=g:426179
Rabiro	id=g:426180
Kagati	id=g:426181
Mutwenzi	id=g:426182
Ryagahene	id=g:426183
Gisuru	id=g:426184
Nyamuhogoti	id=g:426185
Kiremera	id=g:426186
Ndava	id=g:426187
Bureau de commune Ndava	id=g:426188
Ndava	id=g:426189
Muyogoro	id=g:426190
Butegana	id=g:426191
Musongati	id=g:426192
Mirama	id=g:426193
Bugarama	id=g:426194
Rubarasi	id=g:426195
Mwendo	id=g:426196
Rubarasi	id=g:426197
Nyarurambi	id=g:426198
Kabaniganyi	id=g:426199
Buvuzo	id=g:426200
Nyambeho	id=g:426201
Mahonda	id=g:426202
Burarana	id=g:426203
Mujejuru	id=g:426204
Rukungere	id=g:426205
Mukungugu	id=g:426206
Kanjongo	id=g:426207
Muyebe	id=g:426208
Budajunikwa	id=g:426209
Nyarumanga	id=g:426210
Gatwe	id=g:426211
Gasanda	id=g:426212
Cakaka	id=g:426213
Higiro	id=g:426214
Muyange	id=g:426215
Mugutu	id=g:426216
Rwuya	id=g:426217
Karenda	id=g:426218
Mubanga	id=g:426219
Gisirtye	id=g:426220
Muzenga	id=g:426221
Minagure	id=g:426222
Kabogi	id=g:426223
Gitaba	id=g:426224
Musamo	id=g:426225
Cogo	id=g:426226
Gifunzo	id=g:426227
Gahuro	id=g:426228
Gisirtye	id=g:426229
Gitaba	id=g:426230
Manogo	id=g:426231
École d’agriculture Gitega	id=g:426232
Butazi	id=g:426233
Nyagisindu	id=g:426234
Kibaya	id=g:426235
Rukoba	id=g:426236
Muvumu	id=g:426237
Kibungere	id=g:426238
Higiro	id=g:426239
Rutegama	id=g:426240
Ndeberi	id=g:426241
Mwegera	id=g:426242
Bwoga	id=g:426243
Kiryama	id=g:426244
Nyakerera	id=g:426245
Karonga	id=g:426246
Kwibuka	id=g:426247
Senyeri	id=g:426248
Kibimba	id=g:426249
Musave	id=g:426250
Kavumu	id=g:426251
Ruvigi	id=g:426252
Gikobe	id=g:426253
Nyabikenke	id=g:426254
Ruyenzi	id=g:426255
Nyabuhira	id=g:426256
Kingu	id=g:426257
Kavumu	id=g:426258
Kibonobono	id=g:426259
Nyabugogo	id=g:426260
Gitega	id=g:426261
Kavumu	id=g:426262
Iteka	id=g:426263
Nyamibanga	id=g:426264
Martyazo	id=g:426265
Rweza	id=g:426266
Gitega	id=g:426267
Athénée Gitega	id=g:426268
Gasumo	id=g:426269
Gicaca	id=g:426270
iProvense ya Gitega	id=g:426271
Gitega	id=g:426272
Gitega	id=g:426273
Magarama	id=g:426274
Gitega	id=g:426275
Kagwema	id=g:426276
Kirambi	id=g:426277
Nyabisagara	id=g:426278
Rutonde	id=g:426279
Ngoro	id=g:426280
Gitega	id=g:426281
Bureau de commune Gitega	id=g:426282
Ciyubake	id=g:426283
Mirehe	id=g:426284
Nkiranyi	id=g:426285
Nyagasumo	id=g:426286
Karera	id=g:426287
Gihoma	id=g:426288
Nyamugari	id=g:426289
Nyamugari	id=g:426290
Nyakaraye	id=g:426291
Masenga	id=g:426292
Buhoyo	id=g:426293
Murago	id=g:426294
Kivomwa	id=g:426295
Birohe	id=g:426296
Rutare	id=g:426297
Murangara	id=g:426298
Ntobwe	id=g:426299
Gishuha	id=g:426300
Kabumba	id=g:426301
Taba	id=g:426302
Nyakibingo	id=g:426303
Nyakibingo	id=g:426304
Kibenga	id=g:426305
Mukinya	id=g:426306
Mushasha	id=g:426307
Mushasha	id=g:426308
Buteyege	id=g:426309
College Mushasha	id=g:426310
Migezi	id=g:426311
Butamuheba	id=g:426312
Kagati	id=g:426313
Kirambi	id=g:426314
Gasongati	id=g:426315
Tabi	id=g:426316
Nyabisaka	id=g:426317
École normale Mushasha	id=g:426318
Bubenga	id=g:426319
Muyange	id=g:426320
Taba	id=g:426321
Munyika	id=g:426322
Vyinkona	id=g:426323
Ceru	id=g:426324
Mungwa	id=g:426325
Kinyamaganga	id=g:426326
Kivoga	id=g:426327
Mubuga	id=g:426328
Gatare	id=g:426329
Kigende	id=g:426330
Gacaca	id=g:426331
Ruyaga	id=g:426332
Muhaganya	id=g:426333
Bureau de zone Muhaganya	id=g:426334
Muhaganya	id=g:426335
Muhaganya	id=g:426336
Muhaganya	id=g:426337
Nyanzari	id=g:426338
Mbogora	id=g:426339
Nyarwonga	id=g:426340
Kavumu	id=g:426341
Rugari	id=g:426342
Jaga	id=g:426343
Mungwa	id=g:426344
Kivuzo	id=g:426345
Ruhinda	id=g:426346
Miterama	id=g:426347
Gitaramuka	id=g:426348
Nyabututsi	id=g:426349
Bikinga	id=g:426350
Nyakijanda	id=g:426351
Gitamo	id=g:426352
Kivoga	id=g:426353
Gatwaro	id=g:426354
Nyarubayi	id=g:426355
Rwoga	id=g:426356
Rugoza	id=g:426357
Nyabihanga	id=g:426358
Kibwija	id=g:426359
Bureau de commune Nyabihanga	id=g:426360
Kumanga	id=g:426361
Mubanga	id=g:426362
Nyabihanga	id=g:426363
Nyabihanga	id=g:426364
Nyamugari	id=g:426365
Nyabahuzu	id=g:426366
Jimbi	id=g:426367
Musenyi	id=g:426368
Kivoga	id=g:426369
Songa	id=g:426370
Nyagatobo	id=g:426371
Kibungo	id=g:426372
Rwankangoma	id=g:426373
Kibungere	id=g:426374
Nyagasenyi	id=g:426375
Mugoboka	id=g:426376
Nyagatobo	id=g:426377
Kinyamaganga	id=g:426378
Rwimpiri	id=g:426379
Marambi	id=g:426380
Rubande	id=g:426381
Gashinge	id=g:426382
Nkingo	id=g:426383
Murama	id=g:426384
Gatwe	id=g:426385
Songa	id=g:426386
Karambi	id=g:426387
Ngozi	id=g:426388
Kavumu	id=g:426389
Rutoke	id=g:426390
Kibogoye	id=g:426391
Muhororo	id=g:426392
Gihiza	id=g:426393
Muhanga	id=g:426394
Mpama	id=g:426395
Mushonji	id=g:426396
Mweya	id=g:426397
Mikangara	id=g:426398
Mubuga	id=g:426399
Rugoti	id=g:426400
Nyambari	id=g:426401
Ntita	id=g:426402
Kabagwana	id=g:426403
Munyinya	id=g:426404
Gatwaro	id=g:426405
Mukoni	id=g:426406
Kibungere	id=g:426407
Nyagihundo	id=g:426408
Muyebe	id=g:426409
Kirinzi	id=g:426410
Kivyibusha	id=g:426411
Bubiri	id=g:426412
Nyabumwe	id=g:426413
Gitunga	id=g:426414
Muyebe	id=g:426415
Muyebe	id=g:426416
Cana	id=g:426417
Bushabashi	id=g:426418
Kirimiro	id=g:426419
Kwisumo	id=g:426420
Butwe	id=g:426421
Gihororo	id=g:426422
Zanandore	id=g:426423
Gatonde	id=g:426424
Busoza	id=g:426425
Munyegeshi	id=g:426426
Nyabizi	id=g:426427
Kadengeri	id=g:426428
Ruhuma	id=g:426429
Nkanda	id=g:426430
Ngugo	id=g:426431
Nyakagezi	id=g:426432
Buyogora	id=g:426433
Taba	id=g:426434
Nyabikere	id=g:426436
Gikunguza	id=g:426437
Karira	id=g:426438
Nyabikere	id=g:426439
Nyabikere	id=g:426440
Bureau de commune Nyabikere	id=g:426441
Kavumu	id=g:426442
Murago	id=g:426443
Nyarwiri	id=g:426444
Nyagisenyi	id=g:426445
Kivumu	id=g:426446
Kigari	id=g:426447
Bigugo	id=g:426448
Kigazo	id=g:426449
Muhera	id=g:426450
Sagara	id=g:426451
Gitaramuka	id=g:426452
Cogo	id=g:426453
Shombo	id=g:426454
Kaziga	id=g:426455
Mubwiga	id=g:426456
Rwandagaro	id=g:426457
Nyenzi	id=g:426458
Cogo	id=g:426459
Kidimbwe	id=g:426460
Gihororo	id=g:426461
Mbabazi	id=g:426462
Kijigojigo	id=g:426463
Kadahoka	id=g:426464
Gitibu	id=g:426465
Gishuha	id=g:426466
Migina	id=g:426467
Kimani	id=g:426468
Musarazi	id=g:426469
Biganda	id=g:426470
Mubanga	id=g:426471
Kaziha	id=g:426472
Carire	id=g:426473
Maramvya	id=g:426474
Mutukura	id=g:426475
Kiguruka	id=g:426476
Taba	id=g:426477
Gihinga	id=g:426478
Kibihe	id=g:426479
Kanywampene	id=g:426480
Maramvya	id=g:426481
Karenga	id=g:426482
Kiziba	id=g:426483
Ntaruka	id=g:426484
Rwakagari	id=g:426485
Gafunzo	id=g:426486
Nyakigezi	id=g:426487
Karambi	id=g:426488
Kuwigitabu	id=g:426489
Nyarunazi	id=g:426490
Nyaruhinga	id=g:426491
Gisukiro	id=g:426492
Gatabo	id=g:426493
Mabaya	id=g:426494
Kiyange	id=g:426495
Kinyamaganga	id=g:426496
Gikombe	id=g:426497
Rusamaza	id=g:426498
Nabugombe	id=g:426499
Nambiga	id=g:426500
Kaziha	id=g:426501
Nyarurambi	id=g:426502
Ranga	id=g:426503
Ruyigi	id=g:426504
Ncunda	id=g:426505
Muhororo	id=g:426506
Kigora	id=g:426507
Gazogwe	id=g:426508
Nyabibuye	id=g:426509
Kigo	id=g:426510
Mugobe	id=g:426511
Mburamazi	id=g:426512
Burembera	id=g:426513
Saburende	id=g:426514
Kabeya	id=g:426515
Ncunda	id=g:426516
Rugomero	id=g:426517
Mayanza	id=g:426518
Marimbi	id=g:426519
Kayogoro	id=g:426520
Kabingo	id=g:426521
Musenyi	id=g:426522
Urwagongwe	id=g:426523
Rugojo	id=g:426524
Kigogo	id=g:426525
Rusange	id=g:426526
Kinyoni	id=g:426527
Nyamihigima	id=g:426528
Nkongwe	id=g:426529
Kinyoni	id=g:426530
Rwirikengo	id=g:426531
Nyamugari	id=g:426532
Ngogo	id=g:426533
Mungwa	id=g:426534
Ngamvyi	id=g:426535
Bukamba	id=g:426536
Benga	id=g:426537
Buhurana	id=g:426538
Rugaju	id=g:426539
Kiryama	id=g:426540
Gitwa	id=g:426541
Nyagikaze	id=g:426542
Buhigwe	id=g:426543
Muyange	id=g:426544
Bwumanyi	id=g:426545
Gahama	id=g:426546
Rurambira	id=g:426547
Mugashana	id=g:426548
Nyabitare	id=g:426549
Muyebe	id=g:426550
Buhu	id=g:426551
Nyarutovu	id=g:426552
Biyorwa	id=g:426553
Mikingu	id=g:426554
Gasunu	id=g:426555
Marembo	id=g:426556
Gihamagara	id=g:426557
Gatobogoro	id=g:426558
Misugi	id=g:426559
Bukirasazi	id=g:426560
Gasigati	id=g:426561
Musenyi	id=g:426562
Kivoga	id=g:426563
Mugogo	id=g:426564
Mutegeka	id=g:426565
Senga	id=g:426566
Gitega	id=g:426567
Kanyenumbu	id=g:426568
Mutukura	id=g:426569
Nyamwero	id=g:426570
Mukuzanyana	id=g:426571
Gitega	id=g:426572
Sorero	id=g:426573
Gitabo	id=g:426574
Rwinkona	id=g:426575
Murwange	id=g:426576
Kumpama	id=g:426577
Nkongwe	id=g:426578
Nyabaha	id=g:426579
Mubira	id=g:426580
Mahara	id=g:426581
Kagano	id=g:426582
Gatare	id=g:426583
Nyarusabagi	id=g:426584
Mibira	id=g:426585
Rutake	id=g:426586
Ngobeke	id=g:426587
Butezi	id=g:426588
Gitema	id=g:426589
Cogo	id=g:426590
Kiyongozi	id=g:426591
Kivumu	id=g:426592
Muhororo	id=g:426593
Nyarugano	id=g:426594
Ciyando	id=g:426595
Mageyo	id=g:426596
Nyarunazi	id=g:426597
Masazi	id=g:426598
Maremba	id=g:426599
Nyabuyumpu	id=g:426600
Ruhosha	id=g:426601
Kigamba	id=g:426602
Mumburamazi	id=g:426603
Buruhukiro	id=g:426604
Kirasira	id=g:426605
Bigera	id=g:426606
Mubuga	id=g:426607
Murago	id=g:426608
Nyabishanga	id=g:426609
Nyangara	id=g:426610
Mubuga	id=g:426611
Mubuga	id=g:426612
Ngangwe	id=g:426613
Kibande	id=g:426614
Gatamba	id=g:426615
Nyakerera	id=g:426616
Borne Kanyinya	id=g:426617
Ruvumu	id=g:426618
Kigamba	id=g:426619
Mubuga	id=g:426620
Mubuga	id=g:426622
Rusabagi	id=g:426623
Kirabo	id=g:426624
Rugoti	id=g:426625
Murubindi	id=g:426626
Nyamirama	id=g:426627
Kimanamana	id=g:426628
Kanyinya	id=g:426629
Nyamwijima	id=g:426630
Nyarunazi	id=g:426631
Gasenyi	id=g:426632
Kimanamana	id=g:426633
Kirehe	id=g:426634
Gatare	id=g:426635
Butezi	id=g:426636
Mumwinjiro	id=g:426637
Muhare	id=g:426638
Kanyentaro	id=g:426639
Nyamutukura	id=g:426640
Kibwebwe	id=g:426641
Nyarugano	id=g:426642
Bihera	id=g:426643
Sanzu	id=g:426644
Kinyegero	id=g:426645
Rusagamba	id=g:426646
Murirwe	id=g:426647
Gitwe	id=g:426648
Kiribata	id=g:426649
Rugari	id=g:426650
Kigabo	id=g:426651
Ruhwago	id=g:426652
Kirambi	id=g:426653
Nyarusange	id=g:426654
Gashawa	id=g:426655
Kanyinya	id=g:426656
Mihororo	id=g:426657
Munyuro	id=g:426658
Kebuko	id=g:426659
Kobero	id=g:426660
Gatunguru	id=g:426661
Kizige	id=g:426662
Nyagashubi	id=g:426663
Rukago	id=g:426664
Kivoga	id=g:426665
Bukwazo	id=g:426666
Mirehe	id=g:426667
Nyarusange	id=g:426668
Rugongo	id=g:426669
Mugaharo	id=g:426670
Karambi	id=g:426671
Akaguya	id=g:426672
Nkavyi	id=g:426673
Nyagashubi	id=g:426674
Nyabibugo	id=g:426675
Bigabiro	id=g:426676
Masake	id=g:426677
Karunyinya	id=g:426678
Nyakijanda	id=g:426679
Nyamaborogo	id=g:426680
Nyange	id=g:426681
Cene	id=g:426682
Kiganga	id=g:426683
Nyarwungo	id=g:426684
École normale Ruyigi	id=g:426685
Mpame	id=g:426686
Kabuyenge	id=g:426687
Nyamugari	id=g:426688
Mukanda	id=g:426689
Nyaruhona	id=g:426690
Ruseno	id=g:426691
Kagoti	id=g:426692
Muguruka	id=g:426693
Rutimbura	id=g:426694
Buvumo	id=g:426695
Bigikura	id=g:426696
Ruhona	id=g:426697
Mihiza	id=g:426698
Province de Ruyigi	id=g:426699
Ruyigi	id=g:426700
Kamiranzovu	id=g:426701
Rukiniro	id=g:426702
Rutonganikwa-Kivumu	id=g:426703
Biyorwa	id=g:426704
Nyamugari	id=g:426705
Ruyigi	id=g:426706
Kiryama	id=g:426707
Karemera	id=g:426708
Kigogo	id=g:426709
Bureau de zone Rugata	id=g:426710
Rugata	id=g:426711
Mukanda	id=g:426712
Mukanda	id=g:426713
Gasema	id=g:426714
Kizigama	id=g:426715
Rangi	id=g:426716
Rugata	id=g:426717
Ruyigi	id=g:426718
Bihororo	id=g:426719
Segezo	id=g:426720
Nyabishanga	id=g:426721
Bishikuzi	id=g:426722
Kinombe	id=g:426723
Gatomera	id=g:426724
Gasanda	id=g:426725
Kigarama	id=g:426726
Kinyabakecuru	id=g:426727
Ruyigi	id=g:426728
Kabungo	id=g:426729
Ruyigi	id=g:426730
Nyagugu	id=g:426731
Rutimbura	id=g:426732
Mugerero	id=g:426733
Nyamugari	id=g:426734
Maramvya	id=g:426735
Kivumu	id=g:426736
Kinyiganyige	id=g:426737
Rurinzi	id=g:426738
Nyarubabi	id=g:426739
Gisumo	id=g:426740
Murehe	id=g:426741
Cugi	id=g:426742
Rubavyi	id=g:426743
Rusagamba	id=g:426744
Kavuruga	id=g:426745
Nyamisuri	id=g:426746
Ruyange	id=g:426747
Munyinya	id=g:426748
Kamirange	id=g:426749
Nyamambe	id=g:426750
Mugahera	id=g:426751
