Kapóremma	id=g:261111
Áyios Nikólaos	id=g:263814
Áyios Nikólaos	id=g:263815
Áyios Nikólaos	id=g:263816
Áyios Nikólaos	id=g:263817
Áyios Nikólaos	id=g:263818
Áyios Nikólaos	id=g:263819
Áyios Nikólaos	id=g:263820
Ayiós Nikólaos	id=g:263821
Áyios Nikólaos	id=g:263822
Áyios Nikólaos	id=g:263823
Ágios Nikólaos	id=g:263824
Áyios Nikólaos	id=g:263825
Áyios Nikólaos	id=g:263826
Áyios Nikólaos	id=g:263827
Áyios Nikólaos	id=g:263828
Nisída Ágios Nikólaos	id=g:263829
Áyios Nikólaos	id=g:263830
Áyios Níko	id=g:263831
Ákra Ágios Nikítas	id=g:263832
Áyios Nikítas	id=g:263833
Áyios Nikítas	id=g:263834
Áyios Nikítas	id=g:263835
Áyios Míron	id=g:263836
Agios Myronas	id=g:263837
Vrachonisída Ágios Minás	id=g:263838
Ágios Minás	id=g:263839
Áyios Minás	id=g:263840
Áyios Merkoúrios	id=g:263841
Áyios Melétios	id=g:263842
Áyios Matthaíos	id=g:263843
Áyios Mámas	id=g:263844
Áyios Mámas	id=g:263845
Áyios Loukás	id=g:263846
Áyios Léon	id=g:263847
Áyios Lavréndios	id=g:263848
Ákra Ágios Kosmás	id=g:263849
Ákra Áyios Kosmás	id=g:263850
Ágios Kosmás	id=g:263851
Áyios Konstandínos	id=g:263852
Áyios Konstandínos	id=g:263853
Áyios Konstandínos	id=g:263854
Áyios Konstandínos	id=g:263855
Áyios Konstandínos	id=g:263856
Ágios Konstantínos	id=g:263857
Áyios Konstandínos	id=g:263858
Áyios Konstandínos	id=g:263859
Áyios Konstandínos	id=g:263860
Áyios Konstandínos	id=g:263861
Áyios Konstandínos	id=g:263862
Áyios Konstandínos	id=g:263863
Áyios Konstandínos	id=g:263864
Áyios Konstandínos	id=g:263865
Áyios Konstandínos	id=g:263866
Áyios Konstandínos	id=g:263867
Áyios Kírillos	id=g:263868
Áyios Kírikos	id=g:263869
Ágios Kírykos	id=g:263870
Áyios Kiprianós	id=g:263871
Áyios Khristóforos	id=g:263872
Áyios Khristóforos	id=g:263873
Ágios Charálampos	id=g:263874
Áyios Kharálambos	id=g:263875
Áyios Kharálambos	id=g:263876
Áyios Kharálambos	id=g:263877
Áyios Isídhoros	id=g:263878
Áyios Isídhoros	id=g:263879
Áyios Isídhoros	id=g:263880
Vrachonisída Ágios Isídoros	id=g:263881
Áyios Ioánnis Theológos	id=g:263882
Áyios Ioánnis Theológos	id=g:263883
Ágios Ioánnis Pródromos	id=g:263884
Áyios Ioánnis Karéas	id=g:263885
Nisída Ágios Nikólaos	id=g:263886
Nisís Áyios Ioánnis	id=g:263887
Nisís Ágios Ioánnis	id=g:263888
Vrachonisída Ágios Ioánnis	id=g:263889
Vrachonisís Ágios Ioánnis	id=g:263890
Nisís Áyios Ioánnis	id=g:263891
Ákra Ágios Ioánnis	id=g:263892
Ákra Áyios Ioánnis	id=g:263893
Ákra Áyios Ioánnis	id=g:263894
Ákra Ágios Ioánnis	id=g:263895
Ákra Áyios Ioánnis	id=g:263896
Ágios Ioánnis	id=g:263897
Káto Zotikón	id=g:263898
Ágios Ioánnis	id=g:263899
Ágios Ioánnis	id=g:263900
Áyios Ioánnis	id=g:263901
Ágios Ioánnis	id=g:263902
Áyios Ioánnis	id=g:263903
Áyios Ioánnis	id=g:263904
Áyios Ioánnis	id=g:263905
Áyios Ioánnis	id=g:263906
Áyios Ioánnis	id=g:263907
Áyios Ioánnis	id=g:263908
Áyios Ioánnis	id=g:263909
Áyios Ioánnis	id=g:263910
Áyios Ioánnis	id=g:263911
Áyios Ioánnis	id=g:263912
Áyios Ioánnis	id=g:263913
Áyios Ioánnis	id=g:263914
Áyios Ioánnis	id=g:263915
Áyios Ioánnis	id=g:263916
Áyios Ioánnis	id=g:263917
Áyios Ioánnis	id=g:263918
Ágios Ioánnis	id=g:263919
Áyios Ioánnis	id=g:263920
Áyios Ioánnis	id=g:263921
Áyios Ioánnis	id=g:263922
Áyios Ioánnis	id=g:263923
Áyios Ioánnis	id=g:263924
Áyios Ioánnis	id=g:263925
Áyios Ioánnis	id=g:263926
Áyios Ioánnis	id=g:263927
Áyios Ioánnis	id=g:263928
Áyios Ioánnis	id=g:263929
Áyios Ioánnis	id=g:263930
Áyios Ioánnis	id=g:263931
Áyios Ioánnis	id=g:263932
Áyios Ioánnis	id=g:263933
Óros Áyios Ilías	id=g:263934
Óros Áyios Ilías	id=g:263935
Ákra Áyios Ilías	id=g:263936
Ákra Ágios Ilías	id=g:263937
Ákra Áyios Ilías	id=g:263938
Áyios Ilías	id=g:263939
Áyios Ilías	id=g:263940
Áyios Ilías	id=g:263941
Áyios Ilías	id=g:263942
Áyios Ilías	id=g:263943
Áyios Ilías	id=g:263944
Áyios Ilías	id=g:263945
Áyios Ilías	id=g:263946
Áyios Ilías	id=g:263947
Áyios Ilías	id=g:263948
Áyios Fótios	id=g:263949
Áyios Fótios	id=g:263950
Nisís Áyios Fokás	id=g:263951
Ákra Áyios Fokás	id=g:263952
Ákra Áyios Fokás	id=g:263953
Ákra Ágios Fokás	id=g:263954
Áyios Fokás	id=g:263955
Áyios Flóros	id=g:263956
Ákra Áyios Fílippos	id=g:263957
Áyios Evthímios	id=g:263958
Nísos Ágios Efstrátios	id=g:263959
Áyios Evstrátios	id=g:263960
Áyios Evstrátios	id=g:263961
Áyios Evstrátios	id=g:263962
Áyios Evstrátios	id=g:263963
Áyios Evstrátios	id=g:263964
Nisís Áyios Evstáthios	id=g:263965
Áyios Elissaíos	id=g:263966
Óros Áyios Elevthérios	id=g:263967
Ágios Donátos	id=g:263968
Ákra Ágios Doménikos	id=g:263969
Ákra Áyios Dhimítris	id=g:263970
Nisís Áyios Dhimítrios	id=g:263971
Áyios Dhimítrios	id=g:263972
Ágios Dimítrios	id=g:263973
Ágios Dimítrios	id=g:263974
Áyios Dhimítrios	id=g:263975
Ágios Dimítrios	id=g:263976
Áyios Dhimítrios	id=g:263977
Ágios Dimítrios	id=g:263978
Áyios Dhimítrios	id=g:263979
Ágios Dimítrios	id=g:263980
Áyios Dhimítrios	id=g:263981
Áyios Dhimítrios	id=g:263982
Áyios Dhimítrios	id=g:263983
Áyios Dhimítrios	id=g:263984
Áyios Dhimítrios	id=g:263985
Áyios Dhimítrios	id=g:263986
Áyios Dhimítrios	id=g:263987
Áyios Dhimítrios	id=g:263988
Áyios Dhimítrios	id=g:263989
Áyios Dhimítrios	id=g:263990
Áyios Dhimítrios	id=g:263991
Áyios Dhimítrios	id=g:263992
Áyios Dhimítrios	id=g:263993
Áyios Dhikaíos	id=g:263994
Áyios Dhikaíos	id=g:263995
Ágios Athanásios	id=g:263996
Áyios Athanásios	id=g:263997
Áyios Athanásios	id=g:263998
Áyios Athanásios	id=g:263999
Áyios Athanásios	id=g:264000
Áyios Athanásios	id=g:264001
Áyios Athanásios	id=g:264002
Áyios Athanásios	id=g:264003
Áyios Athanásios	id=g:264004
Áyios Athanásios	id=g:264005
Áyios Athanásios	id=g:264006
Áyios Astrátigos	id=g:264007
Nisída Ágios Artémios	id=g:264008
Nisís Áyios Andréas	id=g:264009
Vrachonisída Ágios Andréas	id=g:264010
Nisís Áyios Andréas	id=g:264011
Froúrion Áyios Andréas	id=g:264012
Ákra Ágios Andréas	id=g:264013
Áyios Andréas	id=g:264014
Áyios Andréas	id=g:264015
Áyios Andréas	id=g:264016
Áyios Andréas	id=g:264017
Áyios Andréas	id=g:264018
Áyios Andréas	id=g:264019
Áyios Andréas	id=g:264020
Áyios Andréas	id=g:264021
Ágios Andréas	id=g:264022
Áyios Andréas	id=g:264023
Áyios Andréas	id=g:264024
Nisída Ágios Antónios	id=g:264025
Vrachonisída Ágios Antónios	id=g:264026
Áyios Andónios	id=g:264027
Ágios Antónios	id=g:264028
Ágios Antónios	id=g:264029
Áyios Andónios	id=g:264030
Áyios Andónios	id=g:264031
Áyios Andónios	id=g:264032
Áyios Andónios	id=g:264033
Áyios Andónios	id=g:264034
Vrachonisída Ágios Antónios	id=g:264035
Áyios Andhréas	id=g:264036
Áyios Andhréas	id=g:264037
Áyios Aléxandros	id=g:264038
Ágios Akákios	id=g:264039
Áyios Adhrianós	id=g:264040
Áyios	id=g:264041
Ayioryítika	id=g:264042
Agiopigí	id=g:264043
Órmos Ayíon Spirídhon	id=g:264044
Áyion Pnévma	id=g:264045
Áyion Pnévma	id=g:264046
Ayionóros	id=g:264047
Ayionórion	id=g:264048
Vrachonisída Ágios Dionýsios	id=g:264049
Ágion Gála	id=g:264050
Ayionérion	id=g:264051
Ayionérion	id=g:264052
Órmos Ayíon Asomáton	id=g:264053
Órmos Ayíon Apostólon	id=g:264054
Ayiokírikos	id=g:264055
Ayiókambos	id=g:264056
Nisís Áyioi Theódhoroi	id=g:264057
Ákra Áyioi Theódhoroi	id=g:264058
Ákra Ágioi Theódoroi	id=g:264059
Ákra Áyioi Theódhoroi	id=g:264060
Ágioi Theódoroi	id=g:264061
Ágioi Theódoroi	id=g:264062
Áyioi Theódhoroi	id=g:264063
Áyioi Theódhoroi	id=g:264064
Áyioi Theódhoroi	id=g:264065
Áyioi Theódhoroi	id=g:264066
Áyioi Theódhoroi	id=g:264067
Ágioi Theódoroi	id=g:264068
Áyioi Theódhoroi	id=g:264069
Áyioi Theódhoroi	id=g:264070
Áyioi Theódhoroi	id=g:264071
Áyioi Theódhoroi	id=g:264072
Áyioi Theódhoroi	id=g:264073
Áyioi Theódhoroi	id=g:264074
Áyioi Taxiárkhai	id=g:264075
Áyioi Saránda Óros	id=g:264076
Áyioi Saránda	id=g:264077
Vrachonisída Nikolós	id=g:264078
Ágioi Pántes	id=g:264079
Ágioi Pántes	id=g:264080
Áyioi Pándes	id=g:264081
Áyioi Pándes	id=g:264082
Áyioi Dhéka	id=g:264083
Áyioi Asómatoi	id=g:264084
Áyioi Asómatoi	id=g:264085
Ágioi Apóstoloi	id=g:264086
Ágioi Apóstoloi	id=g:264087
Ágioi Apóstoloi	id=g:264088
Ágioi Apóstoloi	id=g:264089
Ágioi Apóstoloi	id=g:264090
Áyioi Apóstoloi	id=g:264091
Áyioi Apóstoloi	id=g:264092
Áyioi Apóstoloi	id=g:264093
Áyioi Apóstoloi	id=g:264094
Áyioi Apóstoloi	id=g:264095
Áyioi Apóstoloi	id=g:264096
Áyioi Apóstoloi	id=g:264097
Áyioi Apóstoloi	id=g:264098
Áyioi Apóstoloi	id=g:264099
Áyioi Anáryiroi	id=g:264100
Áyioi Anáryiroi	id=g:264101
Áyioi Anáryiroi	id=g:264102
Áyioi Anáryiroi	id=g:264103
Ágioi	id=g:264104
Agiófyllon	id=g:264105
Ayía Vlakhérna	id=g:264106
Ayía Varvára	id=g:264107
Ayía Varvára	id=g:264108
Ayía Varvára	id=g:264109
Ayía Varvára	id=g:264110
Ayía Varvára	id=g:264111
Ayía Varvára	id=g:264112
Ayía Varvára	id=g:264113
Ayía Varvára	id=g:264114
Agía Varvára	id=g:264115
Ayía Triás Goúnari	id=g:264116
Nisís Ayía Triás	id=g:264117
Agía Triás	id=g:264118
Ayía Triás	id=g:264119
Agía Triás	id=g:264120
Agía Triás	id=g:264121
Ayía Triás	id=g:264122
Agía Triás	id=g:264123
Ayía Triás	id=g:264124
Ayía Triás	id=g:264125
Ayía Triás	id=g:264126
Ayía Triás	id=g:264127
Ayía Triás	id=g:264128
Ayía Triás	id=g:264129
Ayía Triás	id=g:264130
Ayía Triás	id=g:264131
Ayía Triás	id=g:264132
Ayía Triás	id=g:264133
Ayía Triás	id=g:264134
Ayía Triás	id=g:264135
Ayía Triás	id=g:264136
Agía Triáda	id=g:264137
Agía Thékli	id=g:264138
Ayía Thékla	id=g:264139
Órmos Ayías Triádhos	id=g:264140
Réma Ayías Roúmelis	id=g:264141
Órmos Ayías Roúmelis	id=g:264142
Órmos Ayías Pelayías	id=g:264143
Órmos Ayiásou	id=g:264144
Agía Sotíra	id=g:264145
Agiásos	id=g:264146
Ayía Sofía	id=g:264147
Ayía Sofía	id=g:264148
Ayía Sofía	id=g:264149
Ayía Sofía	id=g:264150
Ayía Sofía	id=g:264151
Ayía Sofía	id=g:264152
Ayía Sofía	id=g:264153
Órmos Ayías Marínas	id=g:264154
Órmos Agía Marína	id=g:264155
Ákra Agía Marína	id=g:264156
Moní Ayías Lávras	id=g:264157
Órmos Ayías Irínis	id=g:264158
Ayiás Filakaí	id=g:264159
Ayía Semní	id=g:264160
Réma Ayías Ánnis	id=g:264161
Órmos Ayías Ánnas	id=g:264162
Órmos Ayías Ánnas	id=g:264163
Ayía Roúmeli	id=g:264164
Ákra Ayía Pelayía	id=g:264165
Agía Pelagía	id=g:264166
Ayía Pelayía	id=g:264167
Ayía Pelayía	id=g:264168
Ayía Pelayía	id=g:264169
Ákra Agía Paraskeví	id=g:264170
Ayía Paraskeví	id=g:264171
Agía Paraskeví	id=g:264172
Agía Paraskeví	id=g:264173
Agía Paraskeví	id=g:264174
Ayía Paraskeví	id=g:264175
Ayía Paraskeví	id=g:264176
Ayía Paraskeví	id=g:264177
Agía Paraskeví	id=g:264178
Agía Paraskeví	id=g:264179
Agía Paraskeví	id=g:264180
Agía Paraskeví	id=g:264181
Agía Paraskeví	id=g:264182
Agía Paraskeví	id=g:264183
Agía Paraskeví	id=g:264184
Agía Paraskeví	id=g:264185
Ayía Paraskeví	id=g:264186
Ayía Paraskeví	id=g:264187
Ayía Paraskeví	id=g:264188
Ayía Paraskeví	id=g:264189
Ayía Paraskeví	id=g:264190
Ayía Paraskeví	id=g:264191
Ayía Paraskeví	id=g:264192
Ayía Paraskeví	id=g:264193
Ayía Paraskeví	id=g:264194
Ayía Paraskeví	id=g:264195
Ayía Paraskeví	id=g:264196
Ayía Paraskeví	id=g:264197
Ayía Paraskeví	id=g:264198
Ayía Paraskeví	id=g:264199
Ayía Paraskeví	id=g:264200
Ayía Paraskeví	id=g:264201
Ayía Paraskeví	id=g:264202
Ayía Paraskeví	id=g:264203
Ayiannórrema	id=g:264204
Ayiannórrema	id=g:264205
Ayiannákos	id=g:264206
Ayiannákis	id=g:264207
Agía Mávra	id=g:264208
Ayía Mávra	id=g:264209
Ákra Ayía Marína	id=g:264210
Agía Marína	id=g:264211
Agía Marína	id=g:264212
Agía Marína	id=g:264213
Ayía Marína	id=g:264214
Ayía Marína	id=g:264215
Ayía Marína	id=g:264216
Ayía Marína	id=g:264217
Ayía Marína	id=g:264218
Ayía Marína	id=g:264219
Ayía Marína	id=g:264220
Agía Marína	id=g:264221
Ayía Marína	id=g:264222
Ayía Marína	id=g:264223
Agía Marína	id=g:264224
Ayía Marína	id=g:264225
Ayía Marína	id=g:264226
Nisís Ayía Marianí	id=g:264227
Ákra Ayía María	id=g:264228
Órmos Ayía Kiriakí	id=g:264229
Vrachonisída Agía Kyriakí	id=g:264230
Vrachonisída Agía Kyriakí	id=g:264231
Vrachonisída Agía Kyriakí	id=g:264232
Agía Kyriakí Nisídes	id=g:264233
Ákra Ayía Kiriakí	id=g:264234
Agía Kyriakí	id=g:264235
Agía Kyriakí	id=g:264236
Agía Kyriakí	id=g:264237
Ayía Kiriakí	id=g:264238
Ayía Kiriakí	id=g:264239
Ayía Kiriakí	id=g:264240
Ayía Kiriakí	id=g:264241
Ayía Kiriakí	id=g:264242
Agía Kyriakí	id=g:264243
Ayía Kiriakí	id=g:264244
Ayía Kiriakí	id=g:264245
Ayía Kiriakí	id=g:264246
Ayía Kiriakí	id=g:264247
Nisída Agía Kalí	id=g:264248
Ákra Ayía Iríni	id=g:264249
Ákra Agía Eiríni	id=g:264250
Ayía Iríni	id=g:264251
Ayía Iríni	id=g:264252
Ayía Iríni	id=g:264253
Ayía Iríni	id=g:264254
Ayía Iríni	id=g:264255
Ayía Iríni	id=g:264256
Ayía Iríni	id=g:264257
Áyiai Paraskiaí	id=g:264258
Órmos Ayía Galínis	id=g:264259
Ayía Galíni	id=g:264260
Ayía Fotiá	id=g:264261
Ayía Fothiá	id=g:264262
Ayía Evthimía	id=g:264263
Órmos Ayía Evfimías	id=g:264264
Ayía Evfimía	id=g:264265
Ayía Elésa	id=g:264266
Agía Eleoúsa	id=g:264267
Ákra Ayía Elénis	id=g:264268
Ákra Agía Eléni	id=g:264269
Ayía Eléni	id=g:264270
Ayía Eléni	id=g:264271
Ayía Eléni	id=g:264272
Agía Dynatí Óros	id=g:264273
Ayía Ánna	id=g:264274
Ayía Ánna	id=g:264275
Ayía Ánna	id=g:264276
Ayía Ánna	id=g:264277
Agía Anastasía	id=g:264278
Ayía Anastasía	id=g:264279
Ayía Aikateríni	id=g:264280
Agía Agáthi	id=g:264281
Ákra Ayía	id=g:264282
Agiá	id=g:264283
Agiá	id=g:264284
Ayía	id=g:264285
Ayía	id=g:264286
Ayiá	id=g:264287
Ayiá	id=g:264288
Ayeranós	id=g:264289
Ákra Ayeládha	id=g:264290
Axós	id=g:264291
Ákra Áxenos	id=g:264292
Avyíon	id=g:264293
Avyí	id=g:264294
Avyeraíika	id=g:264295
Avyenikí	id=g:264296
Aftiá Flénga	id=g:264297
Aftiá	id=g:264298
Avramítsi	id=g:264299
Avramión	id=g:264300
Kipákion	id=g:264301
Avrakóndes	id=g:264302
Ávra	id=g:264303
Ávoros	id=g:264304
Avoratés	id=g:264305
Vrachonisída Avolathonísi	id=g:264306
Avlótopos	id=g:264307
Avlonárion	id=g:264308
Avlóna	id=g:264309
Avlón	id=g:264310
Avlón	id=g:264311
Ákra Avlís	id=g:264312
Korifí Avlimonákou	id=g:264313
Stenón Ávlidhos	id=g:264314
Avlí	id=g:264315
Avlerí Ichthyotrofeíon	id=g:264316
Limín Avlémonos	id=g:264317
Avlémonas	id=g:264318
Avlákion	id=g:264319
Avlákion	id=g:264320
Avlakiaí	id=g:264321
Órmos Avláki	id=g:264322
Ákra Avláki	id=g:264323
Avláki	id=g:264324
Psérimos	id=g:264325
Avkólakkos	id=g:264326
Avkhín Fouká	id=g:264327
Órmos Ávithos	id=g:264328
Avía	id=g:264329
Ávgos	id=g:264330
Avgonísi	id=g:264331
Avgónyma	id=g:264332
Nisís Avgón	id=g:264333
Avgón	id=g:264334
Avgón	id=g:264335
Nisís Avgó	id=g:264336
Nisída Avgó	id=g:264337
Avgó	id=g:264338
Afgó	id=g:264340
Avgó	id=g:264341
Avgó	id=g:264342
Avgariá	id=g:264343
Órmos Avesalós	id=g:264344
Avesalós	id=g:264345
Avérof	id=g:264346
Avdhoulianá	id=g:264347
Avdhoú	id=g:264348
Avdhellás	id=g:264349
Avdélla	id=g:264350
Avdheliakós	id=g:264351
Avaríkos	id=g:264352
Nomós Attikís	id=g:264353
Attikí	id=g:264354
Áttali	id=g:264355
Atsoupádhes	id=g:264356
Vrakhonisídha Atsítsa	id=g:264357
Atsiríkha	id=g:264358
Atsipópoulon	id=g:264359
Atsipádhes	id=g:264360
Atsipádhes	id=g:264361
Ákra Atsinganókastro	id=g:264362
Atsimbrayiá	id=g:264363
Atsikí	id=g:264364
Ákra Átro	id=g:264365
Nisída Átokos	id=g:264366
Vrachonisída Átimo	id=g:264367
Athinón-Piraiós Sidhirodhromikós Stathmós	id=g:264368
Athinióti	id=g:264369
Athínaion	id=g:264370
Athens	id=g:264371
Athimólakkos	id=g:264372
Sidhirodhromikós Stathmós Athikíon	id=g:264373
Athíkia	id=g:264374
Órmos Atherinós	id=g:264375
Órmos Athéras	id=g:264376
Ákra Athéras	id=g:264377
Athéras	id=g:264378
Athéaton	id=g:264379
Athánion	id=g:264380
Athánatoi	id=g:264381
Óri Athamánon	id=g:264382
Athamánion	id=g:264383
Aténi	id=g:264384
Óros Atáviros	id=g:264385
Órmos Atalándo	id=g:264386
Kólpos Atalándis	id=g:264387
Nisís Atalándi	id=g:264388
Nisída Atalánti	id=g:264389
Atalánti	id=g:264390
Asvestochórion	id=g:264391
Asvéstion	id=g:264392
Astróva	id=g:264393
Órmos Ástrous	id=g:264394
Ákra Ástrous	id=g:264395
Ástros	id=g:264396
Astropeléki	id=g:264397
Astrítsion	id=g:264398
Astrítsa	id=g:264399
Ástrikas	id=g:264400
Astrátigos	id=g:264401
Astrátigos	id=g:264402
Astrás	id=g:264403
Astrakoí	id=g:264404
Astráka	id=g:264405
Astirákion	id=g:264406
Nísos Astypálaia	id=g:264407
Astypálaia	id=g:264408
Astérion	id=g:264409
Astérion	id=g:264410
Astérion	id=g:264411
Astérion	id=g:264412
Astéri	id=g:264413
Asteraíika	id=g:264414
Órmos Astakoú	id=g:264415
Astakós	id=g:264416
Astakókavos	id=g:264417
Vrachonisída Astakidópoulo	id=g:264418
Vrachonisída Astakída	id=g:264419
Ássos	id=g:264420
Ássos	id=g:264421
Ákra Asproyiáli	id=g:264422
Aspróyia	id=g:264423
Asproyerakáta	id=g:264424
Asproyérakas	id=g:264425
Asprovoúni	id=g:264426
Asprovoúni	id=g:264427
Asprovoúni	id=g:264428
Asprovoúni	id=g:264429
Káto Eláti	id=g:264430
Asprouliánoi	id=g:264431
Asproulaíika	id=g:264432
Asproúdhia	id=g:264433
Áspros Vólakas	id=g:264434
Ákra Áspros Kávos	id=g:264435
Asprosikiá	id=g:264436
Ákra Áspros Gremnós	id=g:264437
Asprórrevma	id=g:264438
Asprórema	id=g:264439
Ákra Asprópounda	id=g:264440
Aspropouliá	id=g:264441
Aspropótamos	id=g:264442
Aspropotamos	id=g:264443
Asprópirgos	id=g:264444
Asprópirgos	id=g:264445
Asprópirgos	id=g:264446
Aspropiliá	id=g:264447
Aspronísia	id=g:264448
Nisís Aspronísi	id=g:264449
Aspronisi	id=g:264450
Ákra Áspron	id=g:264451
Asprokklisiá	id=g:264452
Asprokhortiás	id=g:264453
Ákra Kórtia	id=g:264454
Asprochórion	id=g:264455
Astrochórion	id=g:264456
Asprokhórion	id=g:264457
Sidhirodhromikós Stathmós Asprokhómatos	id=g:264458
Asprókhoma	id=g:264459
Asprókhoma	id=g:264460
Ákra Asprókavos	id=g:264461
Asprókambos	id=g:264462
Asprókambos	id=g:264463
Asprókambos	id=g:264464
Nisís Áspro	id=g:264465
Nisída Áspro	id=g:264466
Ákra Áspro	id=g:264467
Ákra Áspro	id=g:264468
Áspri Límni	id=g:264469
Aspriá	id=g:264470
Áspra Spítia	id=g:264471
Asprángeloi	id=g:264472
Áspra Nerá	id=g:264473
Ákra Áspra Khómata	id=g:264474
Áspra Gémia	id=g:264475
Órmos Ásou	id=g:264476
Ásos	id=g:264477
Sidhirodhromikós Stathmós Asopoú	id=g:264478
Asopós Potamós	id=g:264479
Asopós Potamós	id=g:264480
Asopós	id=g:264481
Asopía	id=g:264482
Asómatos	id=g:264483
Asómatos	id=g:264484
Asómatoi	id=g:264485
Asmínion	id=g:264486
Asmáki Potamós	id=g:264487
Áskris Potamós	id=g:264488
Nisís Askós	id=g:264489
Askorís Límni	id=g:264490
Askordhalós	id=g:264491
Askoí	id=g:264492
Asklipiḯon	id=g:264493
Askári	id=g:264494
Vrachonisís Askánia	id=g:264495
Asíni	id=g:264496
Asíni	id=g:264497
Asimokhórion	id=g:264498
Asimiótiko Réma	id=g:264499
Asímion	id=g:264500
Asímion	id=g:264501
Asigonía	id=g:264502
Ásiata	id=g:264503
Asfendiliá	id=g:264504
Ásfendhos	id=g:264505
Asfendioú	id=g:264506
Asfendhilés	id=g:264507
Asfalaktón	id=g:264508
Asfakerón	id=g:264509
Asfáka	id=g:264510
Asfáka	id=g:264511
Sidhirodhromikós Stathmós Aséas	id=g:264512
Aséa	id=g:264513
Ásari	id=g:264514
Argithéa	id=g:264515
Aryiroúpolis	id=g:264516
Aryiroúpolis	id=g:264517
Argyrótopos	id=g:264518
Aryiropoúlion	id=g:264519
Aryirón Pigádhion	id=g:264520
Nisídha Aryirónisos	id=g:264521
Vrachonisída Agyronísi	id=g:264522
Aryiromoúrion	id=g:264523
Aryirómilos	id=g:264524
Argyrochórion	id=g:264525
Aryirokhórion	id=g:264526
Argýrion	id=g:264527
Aryíria	id=g:264528
Argyrátika	id=g:264529
Aryirá	id=g:264530
Aryinónda	id=g:264531
Aryínia	id=g:264532
Aryilokhórion	id=g:264533
Árgennos	id=g:264534
Árvitsa	id=g:264535
Arvanitokhórion	id=g:264536
Nisís Arvanítis	id=g:264537
Arvanítis	id=g:264538
Arvanitakaíïka	id=g:264539
Arvanitaíika	id=g:264540
Ákra Arvaníkos	id=g:264541
Artoúfa	id=g:264542
Artotína	id=g:264543
Ártissa	id=g:264544
Nomós Ártas	id=g:264545
Artíkion	id=g:264546
Artesianón	id=g:264547
Artemón	id=g:264548
Artemísion Óros	id=g:264549
Ákra Artemísion	id=g:264550
Artemísion	id=g:264551
Artemisía	id=g:264552
Nisís Ártemis	id=g:264553
Nisís Ártemis	id=g:264554
Órmos Artémidhos	id=g:264555
Ákra Artemídhi	id=g:264556
Artazinós	id=g:264557
Moní Artamíti	id=g:264558
Árta	id=g:264559
Arsinói	id=g:264560
Nisís Arsída	id=g:264561
Sidhirodhromikós Stathmós Arpínis	id=g:264562
Kokkinórrachi	id=g:264563
Arónion	id=g:264564
Aroniadhiánika	id=g:264565
Aroniádha	id=g:264566
Aronátika	id=g:264567
Arolíthion	id=g:264568
Aroánios Potamós	id=g:264569
Aroánia Óri	id=g:264570
Aroanía	id=g:264571
Arnórrakhi	id=g:264572
Arnítha	id=g:264573
Arnikón	id=g:264574
Vrákhoi Arnátsi	id=g:264575
Arnás	id=g:264576
Arnádhos	id=g:264577
Árna	id=g:264578
Armólia	id=g:264579
Órmos Armiroú	id=g:264580
Ákra Armirópetra	id=g:264581
Armés	id=g:264582
Vrákhos Armenópetra	id=g:264583
Ákra Armenópetra	id=g:264584
Armenokhórion	id=g:264585
Armenoí	id=g:264586
Arménoi	id=g:264587
Arménoi	id=g:264588
Arménoi	id=g:264589
Ákra Ármeno	id=g:264590
Ákra Armenistís	id=g:264591
Ákra Armenistís	id=g:264592
Armenistís	id=g:264593
Arménion	id=g:264594
Armenioí	id=g:264595
Arménika	id=g:264596
Armenía	id=g:264597
Ákra Ármena	id=g:264598
Ármbounas	id=g:264599
Armatolikón	id=g:264600
Nísos Armathiá	id=g:264601
Armanóyia	id=g:264602
Armákha	id=g:264603
Árma	id=g:264604
Árla	id=g:264605
Ákra Árktos	id=g:264606
Arkoudhórrema	id=g:264607
Arkoudhórrema	id=g:264608
Ampelákia	id=g:264609
Nisída Arkoúdion	id=g:264610
Arkoudhiás	id=g:264611
Arkoúdhi	id=g:264612
ΣΜΙΞΩΜΑΤΑ  ΠΗΓΕΣ ΑΩΟΥ-Arkoúdas Réma	id=g:264613
Réma Arkopótamo	id=g:264614
Nisída Arkoí	id=g:264615
Ákra Arkítsa	id=g:264616
Arkítsa	id=g:264617
Archontochórion	id=g:264618
Arkhondikón	id=g:264619
Arkhondikón	id=g:264620
Arkhondikón	id=g:264621
Arkhondikí	id=g:264622
Arkhondiká	id=g:264623
Arkhiá	id=g:264624
Nisís Arkhí	id=g:264625
Arkhavianós	id=g:264626
Arkhánion	id=g:264627
Órmos Arkhangélou	id=g:264628
Nisída Archángelos	id=g:264629
Dhíavlos Arkhángelos	id=g:264630
Ákra Arkhángelos	id=g:264631
Arkhángelos	id=g:264632
Archángelos	id=g:264633
Arkhángelos	id=g:264634
Arkhángelos	id=g:264635
Arkhángelos	id=g:264636
Archaía Olympía	id=g:264637
Arkhaía Kórinthos	id=g:264638
Arkesíni	id=g:264639
Arkasádhes	id=g:264640
Arkása	id=g:264641
Arkalochórion	id=g:264642
Moní Arkadhíou	id=g:264643
Nomós Arkadías	id=g:264644
Ákra Arítza	id=g:264645
Arísvi	id=g:264646
Aristoménis	id=g:264647
Aristodhímion	id=g:264648
Arísti	id=g:264649
Áris	id=g:264650
Ariokhórion	id=g:264651
