Arroyo de El Algarrobo	id=g:3685000
Agrumito	id=g:3690517
Agriasdulces	id=g:3690518
Cerro Agras	id=g:3690519
Agrado	id=g:3690520
Agrado	id=g:3690521
Quebrada Agonía	id=g:3690522
Quebrada Agencia	id=g:3690523
Aganche	id=g:3690524
Ciénaga Agallal	id=g:3690525
Río Afiladores	id=g:3690526
Adriano Potes	id=g:3690527
Admirable	id=g:3690528
Ciénaga de Adentro	id=g:3690529
Adán	id=g:3690530
Adaluz	id=g:3690531
Vuelta de Acuña	id=g:3690532
Acuña	id=g:3690533
Quebrada Acuavó	id=g:3690534
Quebrada Acuatá	id=g:3690535
Acuatá	id=g:3690536
Acosta	id=g:3690537
Acosó	id=g:3690538
Acordeón	id=g:3690539
Alto de Acocá	id=g:3690540
Quebrada Aco	id=g:3690541
Aco	id=g:3690542
Páramo de las Achupallas	id=g:3690543
Ciénaga Achuarra	id=g:3690544
Achotal	id=g:3690545
Achotal	id=g:3690546
Quebrada Achiote	id=g:3690547
Ciénaga Achiote	id=g:3690548
Achí	id=g:3690549
Achí	id=g:3690550
Estación Acevedo	id=g:3690551
Acevedo	id=g:3690552
Acevedo	id=g:3690553
Quebrada Aceituna	id=g:3690554
Caño Aceitico	id=g:3690555
Caño Los Aceites	id=g:3690556
Cerro Aceite	id=g:3690557
Caño el Aceite	id=g:3690558
Caño Aceite	id=g:3690559
Caño Aceite	id=g:3690560
Caño El Aceite	id=g:3690561
Cañada del Aceite	id=g:3690562
Aceite	id=g:3690563
Acaricuará	id=g:3690564
Sabanas de Acapulco	id=g:3690565
Estación Acapulco	id=g:3690566
Acapulco	id=g:3690567
Acapulco	id=g:3690568
Acapulco	id=g:3690569
Río Acandí	id=g:3690570
Punta Acandí	id=g:3690571
Acandí	id=g:3690572
Acandí	id=g:3690573
Acae	id=g:3690574
Río Acacías	id=g:3690575
Colonia Penal de Acacías	id=g:3690576
Acacías	id=g:3690577
Acacías	id=g:3690578
Paso La Ahuyama	id=g:3690579
Valle de Aburrá	id=g:3690580
Morro Abrojal	id=g:3690581
Abriaquí	id=g:3690582
Abriaquí	id=g:3690583
Ábrego	id=g:3690584
Abrego	id=g:3690585
Ábrego	id=g:3690586
Abrahán Asprilla	id=g:3690587
Abisinia	id=g:3690588
Río Abio	id=g:3690589
Serranía de Abibe	id=g:3690590
Alto de Abejorros	id=g:3690591
Abejorral	id=g:3690592
Abejorral	id=g:3690593
Caño las Abejas	id=g:3690594
Caño las Abejas	id=g:3690595
Río Abegá	id=g:3690596
Caleta Abegá	id=g:3690597
Abarca	id=g:3690598
Isla Abanico	id=g:3690599
Yaguas	id=g:3690835
Río Curilla	id=g:3697566
El Alto	id=g:3731296
Maritú	id=g:3731297
Mandarino	id=g:3731298
Canturrona	id=g:3731299
Cacagual	id=g:3731300
La Ciénaga	id=g:3731301
San Pablo	id=g:3731302
Montanita	id=g:3731303
Quebrada Vijagual	id=g:3731304
Babilonia	id=g:3731305
La Glorieta	id=g:3731306
La Esmeralda	id=g:3731307
Quebrada La Pita	id=g:3731308
El Carmen	id=g:3731309
Quebrada Cañaveral	id=g:3731310
Cañada El Aguacate	id=g:3731311
El Descanso	id=g:3731312
Carolina	id=g:3731313
Nuevo Plazo	id=g:3731314
El Topacio	id=g:3731315
Santa Lucia	id=g:3731316
Quebrada El Anime	id=g:3731317
Quebrada Chimurrito	id=g:3731318
Cañada Estrechura	id=g:3731319
Santanita	id=g:3731320
Quebrada Sabaletas	id=g:3731321
Santa Catalina	id=g:3731322
Génova	id=g:3731323
Polo Norte	id=g:3731324
Quebrada El Caraño	id=g:3731325
Río Chimurro	id=g:3731326
Quebrada El Retiro	id=g:3731327
El Amparo	id=g:3731328
Motagua	id=g:3731329
Palmira	id=g:3731330
Las Margaritaso	id=g:3731331
Quebrada Santa Bárbara	id=g:3731332
El Algarrobo	id=g:3731333
La Esmeralda	id=g:3731334
Las Brisas	id=g:3731335
Jagua	id=g:3731336
El Aguila	id=g:3731337
La Vega	id=g:3731338
Buenavista	id=g:3731339
La Aurora	id=g:3731340
El Tablado	id=g:3731341
La Argentina	id=g:3731342
Quebrada La Verada	id=g:3731343
Quebrada La Lejía	id=g:3731344
Quebrada San Pablo	id=g:3731345
Cerro Chimurra	id=g:3731346
Quebrada Damíana	id=g:3731347
Quebrada El Medio	id=g:3731348
Quebrada Ospina	id=g:3731349
Quebrada Guamopelón	id=g:3731350
Quebrada Puente Tierra	id=g:3731351
Arroyo Si Dios Quiere	id=g:3731352
Quebrada Lagrimiadora	id=g:3731353
Quebrada La Caida	id=g:3731354
Quebrada Leonarda	id=g:3731355
Arroyo Pedroso	id=g:3731356
El Mosquito	id=g:3731357
Cuchilla del Barrio	id=g:3731358
Cuchilla San Antonio	id=g:3731359
Serranía de Ayapel	id=g:3731360
Santa Isabel	id=g:3731361
Nuevo Tiempo	id=g:3731362
El Tesoro	id=g:3731363
La Palmita	id=g:3731364
Santa Fe	id=g:3731365
Mompós	id=g:3731366
El Tesoro	id=g:3731367
Higo Amarillo	id=g:3731368
El Carmen	id=g:3731369
Lo Verán	id=g:3731370
Tres Esquinas	id=g:3731371
El Abanico	id=g:3731372
Jerusalén	id=g:3731373
El Cerrito	id=g:3731374
La Riña	id=g:3731375
La Guamalera	id=g:3731376
La Reforma	id=g:3731377
Buenos Aires	id=g:3731378
El Suspiro	id=g:3731379
La Asamblea	id=g:3731380
Buenavista	id=g:3731381
La Cira	id=g:3731382
El Alto	id=g:3731383
La Camorra	id=g:3731384
La Esmeralda	id=g:3731385
La Silleta	id=g:3731386
El Castillo	id=g:3731387
El Silencio	id=g:3731388
Pan de Azúcar	id=g:3731389
San Antonio	id=g:3731390
San Pedro	id=g:3731391
Coco Hondo	id=g:3731392
La Meseta	id=g:3731393
El Congutal	id=g:3731394
El Jazmín	id=g:3731395
Monos	id=g:3731396
El Porvenir	id=g:3731397
Arroyo La Granja	id=g:3731398
Santa Fe	id=g:3731399
Buenos Aires	id=g:3731400
Bella Luz	id=g:3731401
El Congreso	id=g:3731402
Las Flores	id=g:3731403
Monte Libano	id=g:3731404
La Unión	id=g:3731405
Campoalegre	id=g:3731406
Sabaneta	id=g:3731407
Las Piedras	id=g:3731408
El Amparo	id=g:3731409
El Placer	id=g:3731410
Las Flores	id=g:3731411
El Diamante	id=g:3731412
Hacienda San José	id=g:3731413
Hacienda El Tambito	id=g:3731414
El Placer	id=g:3731415
Adriana	id=g:3731416
Convención	id=g:3731417
El Agro	id=g:3731418
Telecom	id=g:3731419
El Tambo	id=g:3731420
La Mesania	id=g:3731421
Cuchilla Planadas	id=g:3731422
Los Pliegues	id=g:3731423
Los Higuerones	id=g:3731424
Las Agüitas	id=g:3731425
El Olivar	id=g:3731426
El Barrancón	id=g:3731427
El Chirimoyo	id=g:3731428
Hacienda Bramadora	id=g:3731429
La Esperanza	id=g:3731430
Buenos Aires	id=g:3731431
La Descubierta	id=g:3731432
La Meseta	id=g:3731433
La Lucía	id=g:3731434
San Agustín	id=g:3731435
Arroyo Juan Congo	id=g:3731436
Arroyo Hondo	id=g:3731437
Arroyo Corozal	id=g:3731438
La Soledad	id=g:3731439
El Archiral	id=g:3731440
El Chuscal	id=g:3731441
La Soledad	id=g:3731442
La Quinta	id=g:3731443
Santa Lucía	id=g:3731444
El Alto	id=g:3731445
La Esmeralda	id=g:3731446
Hacienda San Antonio	id=g:3731447
El Herrero	id=g:3731448
Casa Blanca	id=g:3731449
Granita	id=g:3731450
El Bosque	id=g:3731451
Trapiche	id=g:3731452
El Filo	id=g:3731453
El Oso	id=g:3731454
El Cauce	id=g:3731455
Hacienda San Luis	id=g:3731456
Caño Rosario	id=g:3731457
El Quincho	id=g:3731458
Badillo	id=g:3731459
Risaralda	id=g:3731460
El Ocal	id=g:3731461
El Candelillo	id=g:3731462
Arroyo La China	id=g:3731463
El Pedrero	id=g:3731464
San Juan	id=g:3731465
La Selva	id=g:3731466
La Florida	id=g:3731467
El Montero	id=g:3731468
La Aldea	id=g:3731469
San Isidro	id=g:3731470
Ojo de Agua	id=g:3731471
El Bosque	id=g:3731472
Los Manguitos	id=g:3731473
La Ceja	id=g:3731474
Montecarlo	id=g:3731475
Candelaria	id=g:3731476
Guasimal	id=g:3731477
Quiebra de Pavas	id=g:3731478
El Rayo	id=g:3731479
Las Palmas	id=g:3731480
Miraflores	id=g:3731481
El Tagual	id=g:3731482
Capotal	id=g:3731483
San Bartolo	id=g:3731484
Las Monas	id=g:3731485
La Quiebra	id=g:3731486
La Estrella	id=g:3731487
El Suspiro	id=g:3731488
El Alto	id=g:3731489
El Tagual	id=g:3731490
Antadó	id=g:3731491
El Vallecito	id=g:3731492
La Zapa	id=g:3731493
San Julián	id=g:3731494
San Juan	id=g:3731495
Peña Blanca	id=g:3731496
El Hastío	id=g:3731497
Travesías	id=g:3731498
Santa Isabel	id=g:3731499
La Vega	id=g:3731500
Aguas Frías	id=g:3731501
Santa Cruz	id=g:3731502
Loroblanco	id=g:3731503
Santa Fe	id=g:3731504
Pueblo Nuevo	id=g:3731505
San José	id=g:3731506
Quebrada La Ospina	id=g:3731507
Quebrada La Selva	id=g:3731508
Quebrada Cantarrana	id=g:3731509
Cañada Palmar	id=g:3731510
La Prensa	id=g:3731511
Altamira	id=g:3731512
Arroyo Aguacatal	id=g:3731513
Arroyo El Jobo	id=g:3731514
Alto El Silencio	id=g:3731515
Alto El Silencio	id=g:3731516
Pedragosa	id=g:3731517
El Chocho	id=g:3731518
Santa Juana	id=g:3731519
San Isidro	id=g:3731520
Quebrada La Esperanza	id=g:3731521
Quebrada Las Flores	id=g:3731522
Cañada Palmar	id=g:3731523
Cañada Remolino	id=g:3731524
Cañada San Francisco	id=g:3731525
Quebrada La Florida	id=g:3731526
Quebrada El Rayo	id=g:3731527
Quebrada Las Pavas	id=g:3731528
Quebrada La Soledad	id=g:3731529
La Cigarra Este Dos	id=g:3731530
El Banco Sur Suroeste Dos	id=g:3731531
Quebrada El Chispero	id=g:3731532
Quebrada Antado	id=g:3731533
Cañada Guasimal	id=g:3731534
Quebrada Medellín	id=g:3731535
Quebrada El Presido	id=g:3731536
Quebrada Pajarito	id=g:3731537
Quebrada El Carnero	id=g:3731538
Serranía de Ayapel	id=g:3731539
Quebrada Piedranegra	id=g:3731540
Quebrada Maniceros	id=g:3731541
Quebrada El Chispero	id=g:3731542
La Soledad	id=g:3731543
Quebrada Zabaleta	id=g:3731544
Quebrada Las Mercedes	id=g:3731545
Cañada Honda	id=g:3731546
Quebrada Corcovado	id=g:3731547
Quebrada El Salto	id=g:3731548
Quebrada Arrinconada	id=g:3731549
Quebrada Balcones	id=g:3731550
Quebrada Betania	id=g:3731551
Quebrada San Mateo	id=g:3731552
Quebrada La Clara	id=g:3731553
Quebrada Chorrón	id=g:3731554
Quebrada Bomba	id=g:3731555
Quebrada El Bosque	id=g:3731556
Quebrada Sorretanal	id=g:3731557
La Cigarra Este Cuatro	id=g:3731558
Quebrada San Julián	id=g:3731559
Quebrada San Miguel	id=g:3731560
Quebrada San Pablo	id=g:3731561
Quebrada San Juan	id=g:3731562
Quebrada Culato	id=g:3731563
Quebrada Las Lomas	id=g:3731564
Quebrada Hioguerón	id=g:3731565
Quebrada Peque	id=g:3731566
Quebrada La Chiquita	id=g:3731567
Cañada Montegro	id=g:3731568
Cañada Llanadas	id=g:3731569
Quebrada La Laguna	id=g:3731570
Quebrada Palbonal	id=g:3731571
Quebrada El Remolino	id=g:3731572
Cañada El Altico	id=g:3731573
Cañada El Ceibito	id=g:3731574
Cañada El Guásimo	id=g:3731575
Cañada El Predio	id=g:3731576
Quebrada Hiquido	id=g:3731577
Quebrada El Hoyo	id=g:3731578
Quebrada Pená	id=g:3731579
Quebrada Ensillada	id=g:3731580
Cañada Creita	id=g:3731581
Bijagual	id=g:3731582
Tu Recuerdo	id=g:3731583
Quebrada El Totumo	id=g:3731584
Punta Veladero	id=g:3731585
Rincón Perez	id=g:3731586
El Jobo	id=g:3731587
Cañada Algarrobal	id=g:3731588
Marratonal	id=g:3731589
Quebrada El Piñal	id=g:3731590
Quebrada Singo	id=g:3731591
Quebrada Cidrera	id=g:3731592
Cañada El Diablo	id=g:3731593
Quebrada Chiquita	id=g:3731594
Quebrada La Aldea	id=g:3731595
Quebrada La Quiebra	id=g:3731596
Quebrada San Pablo	id=g:3731597
Alto de La Zapa	id=g:3731598
Hacienda El Rastrojo	id=g:3731599
Cañada Guayacán	id=g:3731600
Cañada Chascarazal	id=g:3731601
Quebrada Cañaveral	id=g:3731602
Cañada Chepe	id=g:3731603
Quebrada Sardina	id=g:3731604
Cañada La Hondita	id=g:3731605
Quebrada Santa María	id=g:3731606
Quebrada El Bique	id=g:3731607
Quebrada La Honda	id=g:3731608
Cañada Lambedero	id=g:3731609
Quebrada Guaimarai	id=g:3731610
Quebrada Cortaderal	id=g:3731611
Quebrada Sardinas	id=g:3731612
Cañada Novillo	id=g:3731613
Cañada Limón	id=g:3731614
Cañada Aguaditas	id=g:3731615
Cañada Charco Negro	id=g:3731616
Quebrada Mote	id=g:3731617
Cañada Guasimal	id=g:3731618
Quebrada Pescadero	id=g:3731619
Quebrada Cuni	id=g:3731620
Quebrada Tacuí	id=g:3731621
Quebrada Barrera	id=g:3731622
Quebrada La Pancha	id=g:3731623
Quebrada Pital	id=g:3731624
Quebrada La Puente	id=g:3731625
Quebrada La Uriaga	id=g:3731626
Quebrada El Saladero	id=g:3731627
Quebrada Majula	id=g:3731628
Quebrada Taque	id=g:3731629
Quebrada La Honda	id=g:3731630
Río Pescado	id=g:3731631
Quebrada Guacamayas	id=g:3731632
Quebrada Granada	id=g:3731633
Quebrada El Aserradero	id=g:3731634
Quebrada Paujil	id=g:3731635
Chorro El Mono	id=g:3731636
Quebrada Las Lajas	id=g:3731637
Quebrada La Dante	id=g:3731638
Quebrada Guayacán	id=g:3731639
Quebrada Las Ceibas	id=g:3731640
Quebrada La Vega	id=g:3731641
Quebrada Chorro Blanco	id=g:3731642
Quebrada San Mateo	id=g:3731643
La Estrella	id=g:3731644
Vargas	id=g:3731645
Quebrada El Diamante	id=g:3731646
Quebrada San Francisco	id=g:3731647
El León	id=g:3731648
Bandera	id=g:3731649
Caiba	id=g:3731650
Quebrada Boyacá	id=g:3731651
Altoros	id=g:3731652
Quebrada Purí	id=g:3731653
Quebrada Tatagual	id=g:3731654
Quebrada Berlín	id=g:3731655
Rosa Blanca	id=g:3731656
Quimbaya	id=g:3731657
Quebrada La Cucha	id=g:3731658
El Darién	id=g:3731659
San Venancio	id=g:3731660
Quebrada La Granja	id=g:3731661
Río Avance	id=g:3731662
Nuevo Mundo	id=g:3731663
Rusia	id=g:3731664
Quebrada Perlitas	id=g:3731665
Santa Helena	id=g:3731666
Quebrada El Tembido	id=g:3731667
Quebrada El Pescador	id=g:3731668
Juan Jaima	id=g:3731669
Inspección de Policía Gibraltar	id=g:3731670
El Parque	id=g:3731671
Quebrada Argentina	id=g:3731672
San Benano	id=g:3731673
Quebrada Aguazul	id=g:3731674
Quebrada La Arceli	id=g:3731675
Quebrada Guadalupe	id=g:3731676
Quebrada El Ovalo	id=g:3731677
Quebrada Arenosa	id=g:3731678
Quebrada Chiri	id=g:3731679
Quebrada Capitanes	id=g:3731680
Quebrada Careperro	id=g:3731681
Quebrada Burundá	id=g:3731682
Río Pescado	id=g:3731683
Quebrada Pescadito	id=g:3731684
Quebrada La América	id=g:3731685
Cañada El Hoyo	id=g:3731686
Quebrada Alial	id=g:3731687
Quebrada Manizales	id=g:3731688
Quebrada La Quiebra	id=g:3731689
Quebrada El Carbonal	id=g:3731690
Quebrada Romeral	id=g:3731691
Quebrada El Tigre	id=g:3731692
Quebrada Cenizas	id=g:3731693
Quebrada California	id=g:3731694
Quebrada El Retiro	id=g:3731695
Quebrada Los Belcanes	id=g:3731696
Quebrada La Sucía	id=g:3731697
Cañada El Toro	id=g:3731698
Quebrada San Luis	id=g:3731699
San Vicente Del Caguan Sudeste	id=g:3731700
Quebrada La Dulce	id=g:3731701
San Vicente Del Caguan Este	id=g:3731702
Quebrada Aguaclara	id=g:3731703
El Yolombo	id=g:3731704
La Armenia	id=g:3731705
Santa Bárbara	id=g:3731706
La Redonda	id=g:3731707
El Pino	id=g:3731708
La Esperanza	id=g:3731709
Los Chorros	id=g:3731710
Pená	id=g:3731711
Río Tunia	id=g:3731712
San Luis	id=g:3731713
La Sola	id=g:3731714
El Naranjo	id=g:3731715
La Mesa	id=g:3731716
La Loma	id=g:3731717
El Amparo	id=g:3731718
Cuchilla El Retiro	id=g:3731719
Alto Portachuelo	id=g:3731720
El Paramo	id=g:3731721
Barranquilla Betania	id=g:3731722
San Toldas	id=g:3731723
Alto Santa Bárbara	id=g:3731724
El Llanón	id=g:3731725
Las Faldas	id=g:3731726
El Abra	id=g:3731727
Bodega La Llanada	id=g:3731728
El Silencio	id=g:3731729
La Antigua	id=g:3731730
Campo Alegre	id=g:3731731
Las Toldas de San Julián	id=g:3731732
Morrones	id=g:3731733
El Uvital	id=g:3731734
Saltanejas	id=g:3731735
Filo	id=g:3731736
Bulín	id=g:3731737
El Toro	id=g:3731738
El Tambo	id=g:3731739
La Antigua	id=g:3731740
Cuchilla Barrancos	id=g:3731741
Loma Miraflores	id=g:3731742
Alto Venteadero	id=g:3731743
Guayabal	id=g:3731744
Bodega de Guacharaquero	id=g:3731745
Alto La Palma	id=g:3731746
Alto Portachuelo	id=g:3731747
El Púlpito	id=g:3731748
Cuchilla Sardina	id=g:3731749
Filo Guayacán	id=g:3731750
Cuni	id=g:3731751
El Paraíso	id=g:3731752
Monterredondo	id=g:3731753
Guadarria	id=g:3731754
Manizales	id=g:3731755
Yarumal	id=g:3731756
Altamir	id=g:3731757
El Tabladito	id=g:3731758
La Vega	id=g:3731759
La Providencia	id=g:3731760
El Troncal	id=g:3731761
El Establo	id=g:3731762
Llanadas	id=g:3731763
Manizales	id=g:3731764
Agualinda	id=g:3731765
La Bretaña	id=g:3731766
El Chorro	id=g:3731767
San Pedro	id=g:3731768
La Aurora	id=g:3731769
La Florida	id=g:3731770
Montebello	id=g:3731771
La Vega	id=g:3731772
El Pescado	id=g:3731773
Chiri	id=g:3731774
El Auxilio	id=g:3731775
Loma El Comino	id=g:3731776
San Bernardo	id=g:3731777
La Linda	id=g:3731778
Socavones	id=g:3731779
El Respaldo	id=g:3731780
El Pescado	id=g:3731781
El Recreo	id=g:3731782
Bellavista	id=g:3731783
Piamarga	id=g:3731784
Sincelejo	id=g:3731785
La Riviera	id=g:3731786
Lomitas	id=g:3731787
La Calera	id=g:3731788
Nevada	id=g:3731789
Miraflores	id=g:3731790
San Juan	id=g:3731791
La Paloma	id=g:3731792
La Lucía	id=g:3731793
San Antonio	id=g:3731794
San Pedro	id=g:3731795
La Primavera	id=g:3731796
Mulato	id=g:3731797
La Palizada	id=g:3731798
La Sierra	id=g:3731799
La Ilusión	id=g:3731800
El Edén	id=g:3731801
Mirolindo	id=g:3731802
Patio Bonito	id=g:3731803
Potreritos	id=g:3731804
El Tinto	id=g:3731805
La Trilladora	id=g:3731806
La Hundida	id=g:3731807
La Primavera	id=g:3731808
Canoas	id=g:3731809
La Mesa	id=g:3731810
La Mosca	id=g:3731811
La Abertura	id=g:3731812
Palo Blanco	id=g:3731813
Buenavista	id=g:3731814
El Porvenir	id=g:3731815
La Copa	id=g:3731816
Rosalía	id=g:3731817
La Esperanza	id=g:3731818
Zancudilo	id=g:3731819
Chuscal	id=g:3731820
La Linda	id=g:3731821
San Luis	id=g:3731822
La Camelia	id=g:3731823
Chorritos	id=g:3731824
Las Mercedes	id=g:3731825
Los Volcanes	id=g:3731826
Charquillo	id=g:3731827
Guadalón	id=g:3731828
El Torrente	id=g:3731829
El Aro	id=g:3731830
El Ceibo	id=g:3731831
Finlandia	id=g:3731832
Tinajas	id=g:3731833
Bruselas	id=g:3731834
San Luis	id=g:3731835
La Cabaña	id=g:3731836
El Retiro	id=g:3731837
Camelias	id=g:3731838
Buenavista	id=g:3731839
Venados	id=g:3731840
Naranjales	id=g:3731841
Santa Bárbara	id=g:3731842
Los Chorros	id=g:3731843
San Luis	id=g:3731844
Hacienda Guaimaral	id=g:3731845
El Limón	id=g:3731846
Encenillal	id=g:3731847
Vereda El Desierto	id=g:3731848
La Estrella	id=g:3731849
Trincheras	id=g:3731850
Nuevo Día	id=g:3731851
Rincón Los Palos	id=g:3731852
Rincón de Régina	id=g:3731853
Punta Perico	id=g:3731854
El Limón	id=g:3731855
La Ceiba	id=g:3731856
Hacienda El Porvenir	id=g:3731857
El Prado	id=g:3731858
El Reposo	id=g:3731859
Veracruz	id=g:3731860
Punta La Toma	id=g:3731861
Hacienda Normandía	id=g:3731862
Estación Intercol Número Dos	id=g:3731863
Santa Fé	id=g:3731864
Hacienda La Alegría	id=g:3731865
Halliburton	id=g:3731866
Patio Bruja	id=g:3731867
Hacienda El Diamante	id=g:3731868
Hacienda Villa Luz	id=g:3731869
El Diamante	id=g:3731870
Hacienda Buenos Aires	id=g:3731871
La Esmeralda	id=g:3731872
Chocoa	id=g:3731873
La Reforma	id=g:3731874
Santa Rosa	id=g:3731875
San Luis	id=g:3731876
El Chorro	id=g:3731877
La Esperanza	id=g:3731878
Placita	id=g:3731879
Cachipay	id=g:3731880
Quebrada Rancholargo	id=g:3731881
Quebrada Chimera	id=g:3731882
Quebrada Guamaca	id=g:3731883
Los Caobos	id=g:3731884
San Martín	id=g:3731885
La Cabaña	id=g:3731886
San Benito	id=g:3731887
Pajuiles	id=g:3731888
El Sendero	id=g:3731889
La Fortuna	id=g:3731890
La Esperanza	id=g:3731891
Cuchilla Carbonera	id=g:3731892
Palmira	id=g:3731893
Peñas Blancas	id=g:3731894
Cerro Monserrate	id=g:3731895
Hacienda Gilbraltar	id=g:3731896
Vereda Santana y Olvido	id=g:3731897
Hacienda La Primavera	id=g:3731898
Cerro Páramo	id=g:3731899
Vereda El Salto	id=g:3731900
Cerro Alta Cruz	id=g:3731901
Cerro Sibalbín	id=g:3731902
Vereda Altamira	id=g:3731903
Vereda Alta Cruz	id=g:3731904
Vereda Montuosa de Hoyos	id=g:3731905
El Diviso	id=g:3731906
Puerto Rico	id=g:3731907
Vereda San Pascual	id=g:3731908
El Naranjito	id=g:3731909
Los Medios	id=g:3731910
El Repozo	id=g:3731911
Vereda Cinco Mil	id=g:3731912
La Garobeta	id=g:3731913
San Pedro	id=g:3731914
Caraota	id=g:3731915
Hacienda Cinco Mil	id=g:3731916
Granada	id=g:3731917
Villa Rosa	id=g:3731918
La Esmeralda	id=g:3731919
Barlovento	id=g:3731920
Guayabal	id=g:3731921
Chanchón	id=g:3731922
La Plazuela	id=g:3731923
Villa Gómez	id=g:3731924
El Filo	id=g:3731925
Santa Clara	id=g:3731926
Santa Rosa	id=g:3731927
La Llanita	id=g:3731928
Buenavista	id=g:3731929
Llano Grande	id=g:3731930
Cuchilla de La Chaparot	id=g:3731931
Hacienda La Esmeralda	id=g:3731932
Palmas del Socorro	id=g:3731933
Quebrada Cinco Mil	id=g:3731934
Quebrada Los Sapos	id=g:3731935
Santa Isabel	id=g:3731936
Hacienda Birmania	id=g:3731937
Hacienda Rovira	id=g:3731938
Hacienda Pozo Azul	id=g:3731939
Quebrada Pozo Azul	id=g:3731940
Quebrada El Campo	id=g:3731941
Santa Cecilia	id=g:3731942
Hacienda La Culebra	id=g:3731943
Hacienda El Líbano	id=g:3731944
La Laguna	id=g:3731945
Quebrada Las Lajas	id=g:3731946
El Lindero	id=g:3731947
Hacienda La Estrella	id=g:3731948
Hacienda La Comba	id=g:3731949
Hacienda Mirabel	id=g:3731950
Los Mirabeles	id=g:3731951
El Cacho	id=g:3731952
El Placer	id=g:3731953
Providencia	id=g:3731954
La Colorada	id=g:3731955
Angostura	id=g:3731956
El Pantano	id=g:3731957
Florez	id=g:3731958
Corregidor	id=g:3731959
Llano Grande	id=g:3731960
Baborreal	id=g:3731961
San Agustín	id=g:3731962
San Pedro	id=g:3731963
Mesa Ruígue	id=g:3731964
Cerro de Morales	id=g:3731965
Loma Montecristo	id=g:3731966
El Rincón	id=g:3731967
Miradores	id=g:3731968
Loma Mesa de Ruitoque	id=g:3731969
Quebrada El Venado	id=g:3731970
La Parcela	id=g:3731971
Quebrada La Cueva	id=g:3731972
La Mata	id=g:3731973
Cuchilla de Cristales	id=g:3731974
El Granadillo	id=g:3731975
Buenavista	id=g:3731976
Cerro La Judía	id=g:3731977
Cerro Morronegro	id=g:3731978
Villabol	id=g:3731979
Morro Ventanas	id=g:3731980
La Corcova	id=g:3731981
Alto Las Niguas	id=g:3731982
El Mesón	id=g:3731983
Loma del Río	id=g:3731984
Santa Barbara	id=g:3731985
Quebrada Sobacuta	id=g:3731986
Alto El Pozo	id=g:3731987
Loma El Cerro	id=g:3731988
La Victoria	id=g:3731989
Río Mogoticos	id=g:3731990
Alto Las Cruces	id=g:3731991
Hacienda San Francisco	id=g:3731992
Alto El Yuco	id=g:3731993
Alto Panamá	id=g:3731994
Lomita de Suárez	id=g:3731995
La Peña	id=g:3731996
Quebrada San Miguel	id=g:3731997
Quebrada El Crisol	id=g:3731998
Cuchilla Santa Lucía	id=g:3731999
Belencito	id=g:3732000
Cuchilla La Golondrina	id=g:3732001
Las Flores	id=g:3732002
Villa Joseia	id=g:3732003
Hacienda San Antonio	id=g:3732004
San José	id=g:3732005
Guarumales	id=g:3732006
Golondrinas	id=g:3732007
El Monte	id=g:3732008
Las Vegas	id=g:3732009
Arnanía	id=g:3732010
Pericos	id=g:3732011
Cuchilla Arnanía	id=g:3732012
La Aguada	id=g:3732013
El Quemado	id=g:3732014
El Pelcho	id=g:3732015
Cuchilla Martín Gil	id=g:3732016
Cuchilla El Aliñadero	id=g:3732017
El Aburrido	id=g:3732018
El Tanque	id=g:3732019
Carbonal	id=g:3732020
Lomas Las Avejas	id=g:3732021
Loma de Ciaga	id=g:3732022
Gualmal	id=g:3732023
Hacienda Siberia	id=g:3732024
Guarumales	id=g:3732025
Loma El Hambre	id=g:3732026
Cuchilla El Común	id=g:3732027
Filo Confines	id=g:3732028
Cuchilla Gramalotico	id=g:3732029
Mabeda	id=g:3732030
Gramalotico	id=g:3732031
Cuchilla Los Robles	id=g:3732032
La Reserva	id=g:3732033
La Laguna	id=g:3732034
El Filo	id=g:3732035
Filo La Colina	id=g:3732036
Maravilla	id=g:3732037
La Loma	id=g:3732038
Cuchilla Las Cruces	id=g:3732039
Miralinde	id=g:3732040
El Rumal	id=g:3732041
Hacienda El Limoncito	id=g:3732042
El Arrebol	id=g:3732043
Aguablanca	id=g:3732044
Aguacaliente	id=g:3732045
Tres Portones	id=g:3732046
San Juan	id=g:3732047
Brujas	id=g:3732048
Laja de Oro	id=g:3732049
Llandada	id=g:3732050
San Cayeteao	id=g:3732051
La Esperanza	id=g:3732052
El Corono	id=g:3732053
Alto Santa Rosa	id=g:3732054
El Azuceno	id=g:3732055
Águilas	id=g:3732056
Caraco	id=g:3732057
Palestina	id=g:3732058
Loma de Moradoles	id=g:3732059
Vahos	id=g:3732060
Bebedero	id=g:3732061
La Esmeralda	id=g:3732062
Puerto Vargas	id=g:3732063
Hacienda Venecia	id=g:3732064
Brillamar	id=g:3732065
El Diamante	id=g:3732066
Santa Isabel	id=g:3732067
El Porvenir	id=g:3732068
Santa Isabel	id=g:3732069
Hacienda Payoa	id=g:3732070
Mirabel	id=g:3732071
Hacienda Ulvina	id=g:3732072
Si Dios Quiere	id=g:3732073
El Infierno	id=g:3732074
Las Monas	id=g:3732075
Hacienda Santa Helena	id=g:3732076
San Nicolas	id=g:3732077
Conchalito	id=g:3732078
Hacienda Rosedal	id=g:3732079
Hacienda Santa Rosa	id=g:3732080
Miraflores	id=g:3732081
