Meadowlands Country Club	id=g:5200636
Borough of Pennsbury Village	id=g:5205494
Pennsdale	id=g:5205495
Pennsdale Cemetery	id=g:5205496
Pennside	id=g:5205497
Pennside	id=g:5205498
Pennsville	id=g:5205499
Pennsville	id=g:5205500
Pennsville Church	id=g:5205501
Pennsylvania Canal	id=g:5205502
Pennsylvania Canal	id=g:5205503
Pennsylvania Canal	id=g:5205504
Pennsylvania Canal	id=g:5205505
Pennsylvania Charter School	id=g:5205506
Pennsylvania College of Optometry	id=g:5205507
Pennsylvania Farm Museum	id=g:5205508
Pennsylvania Fish Commission Access Area	id=g:5205509
Pennsylvania Fish Commission Launch	id=g:5205510
Pennsylvania Fish Commission Spring	id=g:5205511
Pennsylvania Furnace	id=g:5205512
Pennsylvania Furnace Cemetery	id=g:5205513
Pennsylvania Game Commission Division Office	id=g:5205514
Pennsylvania Glass Sand Company Station	id=g:5205515
Pennsylvania Hollow	id=g:5205516
Penns Valley Area High School	id=g:5205517
Pennsylvania Hollow	id=g:5205518
Pennsylvania Lincoln Memorial Park Cemetery	id=g:5205519
Pennsylvania Railroad Dam	id=g:5205520
Pennsylvania Railroad Passenger Station	id=g:5205521
Pennsylvania Soldiers and Sailors Home	id=g:5205522
Pennsylvania State Capitol	id=g:5205523
Pennsylvania State Correctional Institution	id=g:5205524
Pennsylvania State Hospital	id=g:5205525
Pennsylvania State Hospital and School	id=g:5205526
Pennsylvania State Police	id=g:5205527
Pennsylvania State Police - Jonestown	id=g:5205528
Pennsylvania State Police Station	id=g:5205529
Pennsylvania State Police Tower	id=g:5205530
Pennsylvania State Training School	id=g:5205531
Pennsylvania State University	id=g:5205532
Pennsylvania State University Agronomy Research Farm	id=g:5205533
Pennsylvania State University Berks Campus	id=g:5205534
Pennsylvania State University C E Camp	id=g:5205535
Pennsylvania State University Capital Campus	id=g:5205536
Pennsylvania State University Center	id=g:5205537
Pennsylvania State University Du Bois Campus	id=g:5205538
Pennsylvania State University Experimental Forest	id=g:5205539
Pennsylvania State University Experimental Forest	id=g:5205540
Pennsylvania Lumber Museum	id=g:5205541
Pennsylvania State University Golf Course	id=g:5205542
Pennsylvania State University Ogontz Camp	id=g:5205543
Pennsylvania State University Recreation Are	id=g:5205544
Pennsylvania State University Worthington Scranton Campus	id=g:5205545
Pennsylvania State University Forestry Camp	id=g:5205546
Pennsylvania State University - Beaver Campus	id=g:5205547
Pennsylvania State University - Hazleton Campus	id=g:5205548
Pennsylvania State University - Wilkes-Barre Campus	id=g:5205549
Pennsylvania Trail	id=g:5205550
Pennsylvania Turnpike Interchange 1	id=g:5205551
Pennsylvania Turnpike Interchange 10	id=g:5205552
Pennsylvania Turnpike Interchange 11	id=g:5205553
Pennsylvania Turnpike Interchange 12	id=g:5205554
Pennsylvania Turnpike Interchange 13	id=g:5205555
Pennsylvania Turnpike Interchange 14	id=g:5205556
Pennsylvania Turnpike Interchange 15	id=g:5205557
Pennsylvania Turnpike Interchange 16	id=g:5205558
Pennsylvania Turnpike Interchange 17	id=g:5205559
Pennsylvania Turnpike Interchange 18	id=g:5205560
Pennsylvania Turnpike Interchange 19	id=g:5205561
Pennsylvania Turnpike Interchange 2	id=g:5205562
Pennsylvania Turnpike Interchange 20	id=g:5205563
Pennsylvania Turnpike Interchange 21	id=g:5205564
Pennsylvania Turnpike Interchange 22	id=g:5205565
Pennsylvania Turnpike Interchange 23	id=g:5205566
Pennsylvania Turnpike Interchange 24	id=g:5205567
Pennsylvania Turnpike Interchange 25	id=g:5205568
Pennsylvania Turnpike Interchange 26	id=g:5205569
Pennsylvania Turnpike Interchange 27	id=g:5205570
Pennsylvania Turnpike Interchange 28	id=g:5205571
Pennsylvania Turnpike Interchange 29	id=g:5205572
Pennsylvania Turnpike Interchange 3	id=g:5205573
Pennsylvania Turnpike Interchange 30	id=g:5205574
Pennsylvania Turnpike Interchange 31	id=g:5205575
Pennsylvania Turnpike Interchange 32	id=g:5205576
Pennsylvania Turnpike Interchange 33	id=g:5205577
Pennsylvania Turnpike Interchange 34	id=g:5205578
Pennsylvania Turnpike Interchange 35	id=g:5205579
Pennsylvania Turnpike Interchange 36	id=g:5205580
Pennsylvania Turnpike Interchange 37	id=g:5205581
Pennsylvania Turnpike Interchange 38	id=g:5205582
Pennsylvania Turnpike Interchange 4	id=g:5205583
Pennsylvania Turnpike Interchange 5	id=g:5205584
Pennsylvania Turnpike Interchange 6	id=g:5205585
Pennsylvania Turnpike Interchange 7	id=g:5205586
Pennsylvania Turnpike Interchange 8	id=g:5205587
Pennsylvania Turnpike Interchange 9	id=g:5205588
Commonwealth of Pennsylvania	id=g:5205589
Pennsylvania State University - Allentown Campus	id=g:5205590
Pennwood	id=g:5205591
Pennwood Crossing Trailer Park	id=g:5205592
Pennwood Farm Airport	id=g:5205593
Pennwyn	id=g:5205594
Penny Hill	id=g:5205595
Pennybaker Island	id=g:5205596
Pennypack	id=g:5205597
Pennypack Baptist Church	id=g:5205598
Pennypack Circle	id=g:5205599
Pennypack Creek	id=g:5205600
Pennwood	id=g:5205601
Pennypack Park	id=g:5205602
Pennypack Woods	id=g:5205603
Pennypacker School	id=g:5205604
Penobscot	id=g:5205605
Penobscot Mountain	id=g:5205606
Penoke	id=g:5205607
Penoke Run	id=g:5205608
Pennypack Elementary School	id=g:5205609
Penrod Cemetery	id=g:5205610
Penrod Hill	id=g:5205611
Penrose	id=g:5205612
Penryn	id=g:5205613
Penryn Park YMCA Camp	id=g:5205614
Penryth Spring	id=g:5205615
Penske Heliport	id=g:5205616
Pensyls Mill	id=g:5205617
Pentecostal Church	id=g:5205618
Pentz Run	id=g:5205619
Penowa	id=g:5205620
Peoples Church	id=g:5205621
Peoples Church	id=g:5205622
Peoples School (historical)	id=g:5205623
Pepper Hill Trail	id=g:5205624
Pepper Run	id=g:5205625
Peoples Church	id=g:5205626
Pepper Run	id=g:5205627
Pepperhill Run	id=g:5205628
Pepridge Swamp	id=g:5205629
Pequea Church	id=g:5205630
Pequea Church	id=g:5205631
Pequea Post Office (historical)	id=g:5205632
Pequea Valley High School	id=g:5205633
Perch Pond	id=g:5205634
Perch Pond Dam	id=g:5205635
Perch Run	id=g:5205636
Pequea Church	id=g:5205637
Perkasie	id=g:5205638
Perkasie Cemetery	id=g:5205639
Perkasie Elementary School	id=g:5205640
Borough of Perkasie	id=g:5205641
Perkins Pond	id=g:5205642
Perkins Pond Dam	id=g:5205643
Perkiomen	id=g:5205644
Perkiomen Avenue School	id=g:5205645
Perkiomen Bridge	id=g:5205646
Perkiomen Creek	id=g:5205647
Perdix	id=g:5205648
Perkiomen Junction	id=g:5205649
Perkiomen Park	id=g:5205650
Perkiomen Place	id=g:5205651
Perkiomen Preparatory School	id=g:5205652
Perkiomen Valley Airport	id=g:5205653
Perkiomen Valley Cemetery	id=g:5205654
Perkiomen Valley Convalescent Home	id=g:5205655
Perkiomen Valley Elementary North School	id=g:5205656
Perkiomen Valley High School	id=g:5205657
Township of Perkiomen	id=g:5205658
Perkiomenville	id=g:5205659
Perrine Corners	id=g:5205660
Perrins Marsh	id=g:5205661
Perrins Marsh Dam	id=g:5205662
Perry Bluff Ore Storage Area	id=g:5205664
Perry Cemetery	id=g:5205665
Perry Chapel Cemetery	id=g:5205666
Perry Chapel Cemetery	id=g:5205667
Perry Church	id=g:5205668
Perry County	id=g:5205669
Perry Elementary School	id=g:5205670
Perry Elementary School	id=g:5205671
Perry Furnace Run	id=g:5205672
Perkiomen Heights	id=g:5205673
Perry Heights Cemetery	id=g:5205674
Perry Highway Church	id=g:5205675
Perry Highway Interchange	id=g:5205676
Perry Hilltop	id=g:5205677
Perry Lake	id=g:5205678
Perry Lumber Company Trail	id=g:5205679
Perry Magee Run	id=g:5205680
Perry Golf Course	id=g:5205681
Perry Mill Run	id=g:5205682
Perry Memorial House	id=g:5205683
Perry Moshannon Mine	id=g:5205684
Perry North	id=g:5205685
Perry Plaza	id=g:5205686
Perry Run	id=g:5205687
Perry Monument	id=g:5205688
Perry School	id=g:5205689
Perry Square	id=g:5205690
Perry Township Elementary School	id=g:5205691
Perry Traditional Academy	id=g:5205692
Perry Trail	id=g:5205693
Perry Valley	id=g:5205694
Perry School	id=g:5205695
Township of Perry	id=g:5205696
Township of Perry	id=g:5205697
Township of Perry	id=g:5205698
Township of Perry	id=g:5205699
Township of Perry	id=g:5205700
Township of Perry	id=g:5205701
Township of Perry	id=g:5205702
Perry-West Perry School	id=g:5205703
Perryopolis	id=g:5205704
Borough of Perryopolis	id=g:5205705
Perrys Corners	id=g:5205706
Perrysville	id=g:5205707
Perrysville Elementary School	id=g:5205708
Perryville	id=g:5205709
Perryville	id=g:5205710
Perryville	id=g:5205711
Perryville Run	id=g:5205712
Township of Perry	id=g:5205713
Persun Cemetery	id=g:5205714
Peru	id=g:5205715
Peru Mills	id=g:5205716
Perulack	id=g:5205717
Pest Hollow	id=g:5205718
Pesto Trail	id=g:5205719
Pet Animal Cemetery	id=g:5205720
Pete Buck Hollow	id=g:5205721
Persons Pond	id=g:5205722
Peter Mans Corner	id=g:5205723
Peter Wentz Homestead	id=g:5205724
Peterman Run	id=g:5205725
Peter Buck Trail	id=g:5205726
Peters Cemetery	id=g:5205727
Peters Chapel	id=g:5205728
Peters Corner	id=g:5205729
Peters Creek	id=g:5205730
Peters Cemetery	id=g:5205731
Peters Creek	id=g:5205732
Peters Creek Spring	id=g:5205733
Peters Elementary School	id=g:5205734
Peters Gap	id=g:5205735
Peters Hollow	id=g:5205736
Peters Creek	id=g:5205737
Peters Mountain Overlook	id=g:5205738
Peters Path	id=g:5205739
Peters Run	id=g:5205740
Peters Mountain	id=g:5205741
Peters School	id=g:5205742
Peters School	id=g:5205743
Peters Spring Run Dam	id=g:5205744
Peters Store	id=g:5205745
Peters Township High School	id=g:5205746
Peters Township School	id=g:5205747
Township of Peters	id=g:5205748
Petersburg	id=g:5205749
Petersburg	id=g:5205750
Petersburg Reservoir	id=g:5205751
Borough of Petersburg	id=g:5205752
Peterson Cemetery	id=g:5205753
Peterson Hollow	id=g:5205754
Peters Run	id=g:5205755
Peterson Memorial Field	id=g:5205756
Malaya Lotva	id=g:625597
Malaya Lopenitsa	id=g:625598
Malaya Lipovka	id=g:625599
Malaya Krushinovka	id=g:625600
Malaya Krapivna	id=g:625601
Malaya Korma	id=g:625602
Malaya Konoplitsa	id=g:625603
Malaya Kawpyenitsa	id=g:625604
Malaya Kamenka	id=g:625605
Malaya Kalinovka	id=g:625606
Malaya Grava	id=g:625607
Malaya Gorozhka	id=g:625608
Malaya Glinovka	id=g:625609
Malaya Deshchenka	id=g:625610
Malaya Demenka	id=g:625611
Malaya Bloshnaya	id=g:625612
Malaya Berestovitsa	id=g:625613
Mala-Uzhanka	id=g:625614
Malashkovichi Vtoryye	id=g:625615
Malashkovichi Pervyye	id=g:625616
Malashkovichi	id=g:625617
Malashkovichi	id=g:625618
Malashki	id=g:625619
Malashki	id=g:625620
Malashenki	id=g:625621
Malaki	id=g:625622
Malakhovtsy	id=g:625623
Malakhovichi	id=g:625624
Maladzyechna	id=g:625625
Makuty	id=g:625626
Makuty	id=g:625627
Maksymuvka	id=g:625628
Maksimovka	id=g:625629
Maksimkovo	id=g:625630
Maksimenki	id=g:625631
Makshychevshchyzna	id=g:625632
Makov’ye	id=g:625633
Makov’ye	id=g:625634
Makov’ye	id=g:625635
Makov’ye	id=g:625636
Makovo	id=g:625637
Makovni	id=g:625638
Makovishchi	id=g:625639
Makovichi	id=g:625640
Makovchitsy	id=g:625641
Makhovoye	id=g:625642
Makhovo	id=g:625643
Makhovichi	id=g:625644
Makhnovichi	id=g:625645
Makhnovichi	id=g:625646
Makhirovo	id=g:625647
Makhayly	id=g:625648
Makeyevichi	id=g:625649
Makashi	id=g:625650
Makashe	id=g:625651
Makaryche	id=g:625652
Makary	id=g:625653
Makarovtsy	id=g:625654
Makarovka	id=g:625655
Makarovka	id=g:625656
Makarovka	id=g:625657
Makarovka	id=g:625658
Makarovichi	id=g:625659
Makarovichi	id=g:625660
Makarintsy	id=g:625661
Makarichi	id=g:625662
Makarichi	id=g:625663
Makarava	id=g:625664
Mahilyow	id=g:625665
Maguny	id=g:625666
Maguny	id=g:625667
Magentsy	id=g:625668
Madora	id=g:625669
Machalishcha	id=g:625670
Machulishche	id=g:625671
Macheski	id=g:625672
Lyutsyna	id=g:625673
Lyutsiya	id=g:625674
Lyutsina	id=g:625675
Lyutovichi	id=g:625676
Lyutnyanskaya Buda	id=g:625677
Lyutkovshchina	id=g:625678
Lyutka	id=g:625679
Lyuti	id=g:625680
Lyutets	id=g:625681
Lyuta	id=g:625682
Lyuta	id=g:625683
Prypynachny Punkt Lyusina	id=g:625684
Lyusina	id=g:625685
Lyushnëvo	id=g:625686
Lyushevo	id=g:625687
Stantsyya Lyushcha	id=g:625688
Lyudvinovo	id=g:625689
Lyudvinovka	id=g:625690
Lyudvikuv	id=g:625691
Lyudogoshch	id=g:625692
Lyudkovo	id=g:625693
Lyudinichi	id=g:625694
Lyudenevichi	id=g:625695
Lyubyachka	id=g:625696
Lyubyacha	id=g:625697
Lyubovo	id=g:625698
Lyubovichi	id=g:625699
Lyubov’	id=g:625700
Lyubotyn’	id=g:625701
Lyubonichi	id=g:625702
Lyuban’	id=g:625703
Lyubolya	id=g:625704
Lyubizh	id=g:625705
Lyubishchytsy	id=g:625706
Lyubinichi	id=g:625707
Lyubichi	id=g:625708
Lyubichi	id=g:625709
Lyubel’	id=g:625710
Lyubcha	id=g:625711
Lyubcha	id=g:625712
Lyubavino	id=g:625713
Lyubashava	id=g:625714
Lyubarty	id=g:625715
Lyubany	id=g:625716
Lyubanski Rayon	id=g:625717
Lyubanskiy	id=g:625718
Vozera Lyuban’	id=g:625719
Lyuban’	id=g:625720
Lyuban’	id=g:625721
Lyuban’	id=g:625722
Lyubachin	id=g:625723
Lytsevichi	id=g:625724
Lysovka	id=g:625725
Lyskava	id=g:625726
Lyskova	id=g:625727
Lyski	id=g:625728
Lyski	id=g:625729
Stantsyya Lyshchytsy	id=g:625730
Novyya Lyshchytsy	id=g:625731
Lyshcha	id=g:625732
Lysaya Gora	id=g:625733
Lysaya Gora	id=g:625734
Gora Lysaya	id=g:625735
Lysaya	id=g:625736
Lyntupy	id=g:625737
Lyntova	id=g:625738
Lyndino	id=g:625739
Lyloyti	id=g:625740
Lykovo	id=g:625741
Lykovichi	id=g:625742
Lyepyel’	id=g:625743
Lychytse	id=g:625744
Lychniki	id=g:625745
Lychkovtse	id=g:625746
Lychkovtse	id=g:625747
Lychkovskoye	id=g:625748
Stantsiya Lychkovskogo	id=g:625749
Lyazhino	id=g:625750
Lyatki	id=g:625751
Prypynachny Punkt Lyasy	id=g:625752
Lyaskovo	id=g:625753
Lyaskovichi	id=g:625754
Lyaskavichy	id=g:625755
Lyaskovichi	id=g:625756
Lyalevshchina	id=g:625757
Lyakhy	id=g:625758
Lyakhawtsy	id=g:625759
Lyakhovshchina	id=g:625760
Lyakhovshchina	id=g:625761
Lyakhovka	id=g:625762
Lyakhovka	id=g:625763
Lyakhovik	id=g:625764
Lyakhavitski Rayon	id=g:625765
Lyakhovichi Pervyye	id=g:625766
Stantsyya Lyakhavichy	id=g:625767
Lyakhovichi	id=g:625768
Lyakhovichi	id=g:625769
Lyakhovichi	id=g:625770
Lyakhovichi	id=g:625771
Lyakhavichy	id=g:625772
Lyakhovichi	id=g:625773
Lyakhova	id=g:625774
Lyakhi	id=g:625775
Lyakhi	id=g:625776
Lyady	id=g:625777
Lyady	id=g:625778
Lyady	id=g:625779
Lyady	id=g:625780
Lyady	id=g:625781
Lyadzyets	id=g:625782
Lyadtso	id=g:625783
Lyadsk	id=g:625784
Lyadovichi	id=g:625785
Lyadno	id=g:625786
Lyadiny	id=g:625787
Lyadenki	id=g:625788
Lyada	id=g:625789
Lyada	id=g:625790
Lyada	id=g:625791
Lyada	id=g:625792
Luzhok	id=g:625793
Luzhki	id=g:625794
Luzhki	id=g:625795
Luzhki	id=g:625796
Luzhki	id=g:625797
Luzhki	id=g:625798
Luzhesyanka	id=g:625799
Luzhesno	id=g:625800
Luzhany	id=g:625801
Lutsk Mosarski	id=g:625802
Lutsk Kozlovskiy	id=g:625803
Lutshino	id=g:625804
Lutsetskoye	id=g:625805
Lutovo	id=g:625806
Lutki	id=g:625807
Lutik	id=g:625808
Luskovo	id=g:625809
Lushchiki	id=g:625810
Lushchikha	id=g:625811
Lushchevinka	id=g:625812
Stantsiya Lupolovo	id=g:625813
Lupolovo	id=g:625814
Lunovtsy	id=g:625815
Lunna	id=g:625816
Lunki	id=g:625817
Luninyets	id=g:625818
Lunino	id=g:625819
Luninyetski Rayon	id=g:625820
Lunin	id=g:625821
Ozero Lunichno	id=g:625822
Lune	id=g:625823
Lunacharskoye	id=g:625824
Lunacharskogo	id=g:625825
Luk’yanovichi	id=g:625826
Luk’yanova	id=g:625827
Vozyera Lukawskaye	id=g:625828
Lukava	id=g:625829
Lukoshin	id=g:625830
Lukonitsa	id=g:625831
Lukoml’skoye Ozero	id=g:625832
Lukoml’skaya Vozvyshennost’	id=g:625833
Lukoml’	id=g:625834
Lukomka	id=g:625835
Luki	id=g:625836
Luki	id=g:625837
Luki	id=g:625838
Luki	id=g:625839
Luki	id=g:625840
Luki	id=g:625841
Luki	id=g:625842
Luki	id=g:625843
Lukavtse	id=g:625844
Lukavitsa	id=g:625845
Lukashino	id=g:625846
Lukashëvo	id=g:625847
Lukashevichi	id=g:625848
Lukomir	id=g:625849
Luka	id=g:625850
Lugovtsy	id=g:625851
Lugovtsovo	id=g:625852
Lugovskaya Sloboda	id=g:625853
Lugovaya Virnya	id=g:625854
Lugomovichi	id=g:625855
Luginichi	id=g:625856
Lugi	id=g:625857
Lugi	id=g:625858
Lugi	id=g:625859
Lugi	id=g:625860
Luhi	id=g:625861
Lugavskiya	id=g:625862
Ludy	id=g:625863
Ludichi	id=g:625864
Ludchitsa	id=g:625865
Luchnoye	id=g:625866
Luchniki Staryye	id=g:625867
Luchniki Novyye	id=g:625868
Luchniki	id=g:625869
Luchitsy	id=g:625870
Luchitsy	id=g:625871
Luchinshche	id=g:625872
Luchin	id=g:625873
Luchesa	id=g:625874
Luchesa	id=g:625875
Luchayki Pervyye	id=g:625876
Luchayki	id=g:625877
Lubyany	id=g:625878
Lubyanka	id=g:625879
Lubyanka	id=g:625880
Lubnishche	id=g:625881
Lubeniki	id=g:625882
Luben’	id=g:625883
Luben’	id=g:625884
Lubanichi	id=g:625885
Lozyany	id=g:625886
Lozy	id=g:625887
Lozy	id=g:625888
Lozovtsy	id=g:625889
Lozovtsy	id=g:625890
Lozovtsy	id=g:625891
Lozovoye	id=g:625892
Lozovka	id=g:625893
Lozovitsa	id=g:625894
Lozovitsa	id=g:625895
Stantsiya Lozoviki	id=g:625896
Lozoviki	id=g:625897
Lozoviche	id=g:625898
Lozove	id=g:625899
Lozov	id=g:625900
Lozki	id=g:625901
Lozichi	id=g:625902
Loziche	id=g:625903
Loytsevshchizha	id=g:625904
Loyki	id=g:625905
Loyewski Rayon	id=g:625906
Loyew	id=g:625907
Lovzha	id=g:625908
Lovstyki	id=g:625909
Stantsiya Lovsha	id=g:625910
Stantsyya Lowcha	id=g:625911
Lobcha	id=g:625912
Lotviny	id=g:625913
Lotvichi	id=g:625914
Lotva	id=g:625915
Lotva	id=g:625916
Lotva	id=g:625917
Stantsiya Losvida	id=g:625918
Ozero Losvida	id=g:625919
Lostsy	id=g:625920
Lostoyantsy	id=g:625921
Lososno	id=g:625922
Lososnitsa	id=g:625923
Stantsiya Lososna	id=g:625924
Lososin	id=g:625925
Loski	id=g:625926
Losk	id=g:625927
Lositsa	id=g:625928
Losintsy	id=g:625929
Losichi	id=g:625930
Loshnitsa	id=g:625931
Loshitsa	id=g:625932
Loshitsa	id=g:625933
Loshitsa	id=g:625934
Loshchantsy	id=g:625935
Loshany	id=g:625936
Loshaki	id=g:625937
Losha	id=g:625938
Losha	id=g:625939
Losha	id=g:625940
Losha	id=g:625941
Stantsiya Lopushno	id=g:625942
Lopushno	id=g:625943
Lopukhovo	id=g:625944
Lopotse	id=g:625945
Lopatyche	id=g:625946
Lopaty	id=g:625947
Lopatovichi	id=g:625948
Lopatino	id=g:625949
Lopatina	id=g:625950
Lapatsin	id=g:625951
Lopatichi	id=g:625952
Lopatichi	id=g:625953
Lonva	id=g:625954
Lonskiye	id=g:625955
Lomysh	id=g:625956
Lomskaya	id=g:625957
Lomovichi	id=g:625958
Lomonosovka	id=g:625959
Lomany	id=g:625960
Lomachi	id=g:625961
Lokuti	id=g:625962
Laktyshy	id=g:625963
Lokti	id=g:625964
Loknitsa	id=g:625965
Lokneya	id=g:625966
Lokhozva	id=g:625967
Lokachi	id=g:625968
Logvishche	id=g:625969
Logvinoviche	id=g:625970
Lahoyski Rayon	id=g:625971
Lahoysk	id=g:625972
Logi	id=g:625974
Lodose	id=g:625975
Lochin	id=g:625976
Lobzhanka	id=g:625977
Lobzha	id=g:625978
Lobyrevka	id=g:625979
Lobovo	id=g:625980
Lobkovichi	id=g:625981
Lobchanka	id=g:625982
Lobcha	id=g:625983
Lobanovshchina	id=g:625984
Lobanovka	id=g:625985
Lobanëvka	id=g:625986
Lizheyki	id=g:625987
Liv’ye	id=g:625988
Litvyany	id=g:625989
Litvyaki	id=g:625990
Litvinovo	id=g:625991
Litvinovo	id=g:625992
Litvinovka	id=g:625993
Litvinovichi	id=g:625994
Litvinovichi	id=g:625995
Litvinovichi	id=g:625996
Litvinki	id=g:625997
Litvinki	id=g:625998
Litvinka	id=g:625999
Litvichi	id=g:626000
Litva	id=g:626001
Litva	id=g:626002
Litva	id=g:626003
Litovtsy	id=g:626004
Litovsk	id=g:626005
Litovsk	id=g:626006
Litovshchina	id=g:626007
Litovshchina	id=g:626008
Lisuny	id=g:626009
Lisuny	id=g:626010
Listopadovichi	id=g:626011
Vozyera Lisna	id=g:626012
Lisna	id=g:626013
Lisna	id=g:626014
Liskovskaya	id=g:626015
Liskovo	id=g:626016
Liski	id=g:626017
Liski	id=g:626018
Lisitsy	id=g:626019
Lisitse	id=g:626020
Lisino	id=g:626021
Lisichnik	id=g:626022
Lisichitsy	id=g:626023
Lisichino	id=g:626024
Lipsk	id=g:626025
Lipsk	id=g:626026
Lipsk	id=g:626027
Lipsk	id=g:626028
Lipava	id=g:626029
Lipovki	id=g:626030
Lipovka	id=g:626031
Lipovka	id=g:626032
Lipovka	id=g:626033
Lipovka	id=g:626034
Lipovichi	id=g:626035
Lipovets	id=g:626036
Lipov	id=g:626037
Lipnyany	id=g:626038
Lipnyaki	id=g:626039
Lipnyaki	id=g:626040
Lipnishki	id=g:626041
Lipniki	id=g:626042
Lipniki	id=g:626043
Lipniki	id=g:626044
Lipniki	id=g:626045
Lipna	id=g:626046
Lipkuntsy	id=g:626047
Lipki	id=g:626048
Lipki	id=g:626049
Lipki	id=g:626050
Lipki	id=g:626051
Lipki	id=g:626052
Lipki	id=g:626053
Lipinichi	id=g:626054
Lipichanskaya Ruda	id=g:626055
Lipichanka	id=g:626056
Lipets	id=g:626057
Lipen’	id=g:626058
Lipatino	id=g:626059
Lipa	id=g:626060
Lipa	id=g:626061
Lipa	id=g:626062
Lipa	id=g:626063
Lyëzna	id=g:626064
Lyëznyenski Rayon	id=g:626065
Linova Pyershaye	id=g:626066
Linovo	id=g:626067
Linkovichi	id=g:626068
Linkishki	id=g:626069
Linevichi	id=g:626070
Likovka	id=g:626071
Likhovnya	id=g:626072
Likhosel’tsy	id=g:626073
Likhosel’tsy	id=g:626074
Likhosel’tse	id=g:626075
Likhinichi	id=g:626076
Likhachi	id=g:626077
Lidyany	id=g:626078
Lidski Rayon	id=g:626079
Lideya	id=g:626080
Lida	id=g:626081
Lichitsy	id=g:626082
Lichinka	id=g:626083
Libushany	id=g:626084
Lezhni	id=g:626085
Lezhnevka	id=g:626086
Lezhnevichi	id=g:626087
Lezhitkovichi	id=g:626088
Lezhayka	id=g:626089
Leytichi	id=g:626090
Leyki	id=g:626091
Leybuny	id=g:626092
Levyye Mosty	id=g:626093
Levkovshchina	id=g:626094
Levki	id=g:626095
Levinova	id=g:626096
Lyevaya Lyasnaya	id=g:626097
Levashi	id=g:626098
Levashi	id=g:626099
Levanovo	id=g:626100
Letyagi	id=g:626101
Stantsiya Lettsy	id=g:626102
Letkovshchina	id=g:626103
Lesuny Pervyye	id=g:626104
Lesovo	id=g:626105
Lesnyye	id=g:626106
Lesnyaki	id=g:626107
Lesnyaki	id=g:626108
Leshnitsa	id=g:626109
Lesniki	id=g:626110
Lesniki	id=g:626111
Lesniki	id=g:626112
Lesnichiye	id=g:626113
Lesnichevka	id=g:626114
Lyasnaya	id=g:626115
Lesnaya	id=g:626116
Lyasnaya	id=g:626117
Leskovichi	id=g:626118
Leskovichi	id=g:626119
Leskovichi	id=g:626120
Leski	id=g:626121
Leski	id=g:626122
Leske	id=g:626123
Lesiny	id=g:626124
Leshnya	id=g:626125
Leshnya	id=g:626126
Leshnitsa	id=g:626127
Leshnitsa	id=g:626128
Leshchinskiye	id=g:626129
Leshchinets	id=g:626130
Leshchëvtsy	id=g:626131
Leshchenyaty	id=g:626132
Leshchenskiy	id=g:626133
Leshchenka	id=g:626134
Leshchënka	id=g:626135
Leshcha	id=g:626136
Lesets	id=g:626137
Leplyany	id=g:626138
Liplyowka	id=g:626139
Ozero Lepel’skoye	id=g:626140
Lyepyel’ski Rayon	id=g:626141
Leoshki	id=g:626142
Leoshki	id=g:626143
Leopol’ye	id=g:626144
Leont’yevo	id=g:626145
Leonpol’	id=g:626146
Leonovtsy	id=g:626147
Leonovo	id=g:626148
Leonovo	id=g:626149
Leonovka	id=g:626150
Leonovichi	id=g:626151
Leonovichi	id=g:626152
Leonoviche	id=g:626153
Leonoviche	id=g:626154
Leonopol’ye	id=g:626155
Leonkoviche	id=g:626156
Lentsishki	id=g:626157
Lenkovshchyzna	id=g:626158
Len’kovshchizna	id=g:626159
Len’ki	id=g:626160
Lyeninski Rayon	id=g:626161
Lyeninski Rayon	id=g:626162
Lyeninski Rayon	id=g:626163
Lyeninski Rayon	id=g:626164
Lyeninski Rayon	id=g:626165
Leninskiy Luch	id=g:626166
Leninskiy	id=g:626167
Leninskiy	id=g:626168
Leninskiy	id=g:626169
Leninskiy	id=g:626170
Lyeninski	id=g:626171
Leninskiy	id=g:626172
Leninsk	id=g:626173
Lenino	id=g:626174
Lenino	id=g:626175
Lenino	id=g:626176
Lenindar	id=g:626177
Lenina	id=g:626178
Lenin	id=g:626179
Lenevka	id=g:626180
Lemno	id=g:626181
Stantsiya Lemnitsa	id=g:626182
Lemnitsa	id=g:626183
Lyemyashevichy	id=g:626184
Lelyushovtsy	id=g:626185
Lelyuki	id=g:626186
Lelikov	id=g:626187
Lyel’chytsy	id=g:626188
Lyel’chytski Rayon	id=g:626189
Lel’chitskaya Buda	id=g:626190
Legaty	id=g:626191
Ledniki	id=g:626192
Lednevichi	id=g:626193
Ledets	id=g:626194
Ledeshnya	id=g:626195
Stantsiya Lebyady	id=g:626196
Lebëdka	id=g:626197
Lebedevo	id=g:626198
Lebedevo	id=g:626199
Lebedevo	id=g:626200
Lebedevka	id=g:626201
Lebedevka	id=g:626202
Lebeda	id=g:626203
Lazy	id=g:626204
Lazuki	id=g:626205
Lazuki	id=g:626206
Lazduny	id=g:626207
Lazarevka	id=g:626208
Lazarevka	id=g:626209
Lazarevichi	id=g:626210
Laygoboli	id=g:626211
Lavy	id=g:626212
Vul’ka-Lawskaya	id=g:626213
Lavryshëvo	id=g:626214
Lavrovskiy	id=g:626215
Lavrinovichi	id=g:626216
Lavrinovichi	id=g:626217
Lavrinovichi	id=g:626218
Lavrenovichi	id=g:626219
