Cisy	id=g:3101270
Zaleszany	id=g:7531364
Stara Biała	id=g:7531365
Staroźreby	id=g:7531366
Zakrzew	id=g:7531367
Szczecinek	id=g:7531368
Dzierżoniów	id=g:7531369
Sanok	id=g:7531370
Cegłów	id=g:7531371
Sadowne	id=g:7531372
Miedzna	id=g:7531373
Tomice	id=g:7531374
Mokobody	id=g:7531375
Kotuń	id=g:7531376
Stoczek	id=g:7531377
Bydgoszcz	id=g:7531378
Dzierzążnia	id=g:7531379
Paprotnia	id=g:7531380
Strzyżewice	id=g:7531381
Rzekuń	id=g:7531382
Nowe Miasto	id=g:7531383
Hel	id=g:7531384
Naruszewo	id=g:7531385
Troszyn	id=g:7531386
Sypniewo	id=g:7531387
Gozdowo	id=g:7531388
Bojanów	id=g:7531389
Kostrzyn nad Odrą	id=g:7531390
Lidzbark Warmiński	id=g:7531391
Rzewnie	id=g:7531392
Dziadkowice	id=g:7531393
Młodzieszyn	id=g:7531394
Sulejówek	id=g:7531395
Sochaczew	id=g:7531396
Brochów	id=g:7531397
Wólka	id=g:7531398
Korycin	id=g:7531399
Jedlnia-Letnisko	id=g:7531400
Suchożebry	id=g:7531401
Płońsk	id=g:7531402
Szelków	id=g:7531403
Dębe Wielkie	id=g:7531404
Nur	id=g:7531406
Sosnowica	id=g:7531407
Chodzież	id=g:7531408
Zembrzyce	id=g:7531409
Koło	id=g:7531410
Małkinia Górna	id=g:7531411
Teresin	id=g:7531412
Jakubów	id=g:7531413
Szulborze Wielkie	id=g:7531414
Zaręby Kościelne	id=g:7531415
Czernice Borowe	id=g:7531416
Niechanowo	id=g:7531417
Bielany	id=g:7531418
Rogóźno	id=g:7531419
Filipów	id=g:7531420
Chełm Śląski	id=g:7531421
Kobyłka	id=g:7531422
Jabłonna Lacka	id=g:7531423
Ceranów	id=g:7531424
Sabnie	id=g:7531425
Jastarnia	id=g:7531426
Stalowa Wola	id=g:7531427
Celestynów	id=g:7531428
Rokitno	id=g:7531429
Klwów	id=g:7531430
Stanisławów	id=g:7531431
Jordanów	id=g:7531432
Siennica	id=g:7531433
Miłoradz	id=g:7531434
Kołbiel	id=g:7531435
Osieck	id=g:7531436
Podkowa Leśna	id=g:7531437
Wieniawa	id=g:7531438
Sterdyń	id=g:7531439
Obryte	id=g:7531440
Gzy	id=g:7531441
Łomża	id=g:7531442
Piszczac	id=g:7531443
Sopot	id=g:7531444
Lipowiec Kościelny	id=g:7531445
Radzanów	id=g:7531446
Gromnik	id=g:7531447
Lesznowola	id=g:7531448
Szydłowo	id=g:7531449
Hajnówka	id=g:7531450
Szreńsk	id=g:7531451
Prażmów	id=g:7531452
Świercze	id=g:7531453
Winnica	id=g:7531454
Kosakowo	id=g:7531455
Wiżajny	id=g:7531456
Zatory	id=g:7531457
Wieczfnia Kościelna	id=g:7531458
Kowala	id=g:7531459
Bielsk	id=g:7531460
Bodzanów	id=g:7531461
Jastrzębia	id=g:7531462
Stare Babice	id=g:7531463
Leszno	id=g:7531464
Wiśniewo	id=g:7531465
Narew	id=g:7531466
Czosnów	id=g:7531467
Czerwonak	id=g:7531468
Jedlińsk	id=g:7531469
Pomiechówek	id=g:7531470
Łąck	id=g:7531471
Rychtal	id=g:7531472
Słupno	id=g:7531473
Przytyk	id=g:7531474
Czarnia	id=g:7531475
Pszów	id=g:7531476
Mrągowo	id=g:7531477
Słubice	id=g:7531478
Jabłonna	id=g:7531479
Krzemieniewo	id=g:7531480
Nieporęt	id=g:7531481
Nowa Ruda	id=g:7531482
Stryszawa	id=g:7531483
Jasło	id=g:7531484
Skołyszyn	id=g:7531485
Ciepielów	id=g:7531486
Świdnik	id=g:7531487
Czermin	id=g:7531488
Radzanów	id=g:7531489
Kozy	id=g:7531490
Izabelin	id=g:7531491
Stara Błotnica	id=g:7531492
Ostrów Wielkopolski	id=g:7531493
Sienno	id=g:7531494
Rzepiennik Strzyżewski	id=g:7531495
Gorzków	id=g:7531496
Bieruń	id=g:7531497
Iława	id=g:7531498
Radzyń Podlaski	id=g:7531499
Krasnosielc	id=g:7531500
Czerwonka	id=g:7531501
Ojrzeń	id=g:7531502
Karniewo	id=g:7531503
Pszczew	id=g:7531504
Wierzchosławice	id=g:7531505
Bojszowy	id=g:7531506
Biały Dunajec	id=g:7531507
Gołymin-Ośrodek	id=g:7531508
Białośliwie	id=g:7531509
Płoniawy-Bramura	id=g:7531510
Regimin	id=g:7531511
Młynarze	id=g:7531512
Zakopane	id=g:7531513
Górzno	id=g:7531514
Grudusk	id=g:7531515
Szaflary	id=g:7531516
Opinogóra Górna	id=g:7531517
Ochotnica Dolna	id=g:7531518
Raba Wyżna	id=g:7531519
Żarnowiec	id=g:7531520
Oświęcim	id=g:7531521
Sońsk	id=g:7531522
Poronin	id=g:7531523
Klucze	id=g:7531524
Gawłuszowice	id=g:7531525
Lanckorona	id=g:7531526
Parysów	id=g:7531527
Spytkowice	id=g:7531528
Nowy Korczyn	id=g:7531529
Sobolew	id=g:7531530
Wilga	id=g:7531531
Pacanów	id=g:7531532
Gostynin	id=g:7531533
Czarnków	id=g:7531534
Kłaj	id=g:7531535
Mszana	id=g:7531536
Chynów	id=g:7531537
Bejsce	id=g:7531538
Wodzisław	id=g:7531539
Jaktorów	id=g:7531540
Bolesław	id=g:7531541
Nowe Brzesko	id=g:7531542
Opatowiec	id=g:7531543
Żabia Wola	id=g:7531544
Goszczyn	id=g:7531545
Bielice	id=g:7531546
Przelewice	id=g:7531547
Jasieniec	id=g:7531548
Radziemice	id=g:7531549
Sucha Beskidzka	id=g:7531550
Czeladź	id=g:7531551
Łubnice	id=g:7531552
Budzów	id=g:7531553
Bystra-Sidzina	id=g:7531554
Jordanów	id=g:7531555
Sławków	id=g:7531556
Brzyska	id=g:7531557
Szerzyny	id=g:7531558
Pniewy	id=g:7531559
Borowie	id=g:7531560
Grabów nad Pilicą	id=g:7531561
Garbatka-Letnisko	id=g:7531562
Dębowiec	id=g:7531563
Gniewoszów	id=g:7531564
Chotcza	id=g:7531565
Huszlew	id=g:7531566
Sarnaki	id=g:7531567
Wodynie	id=g:7531568
Siemianowice Śląskie	id=g:7531569
Wiśniew	id=g:7531570
Mikołów	id=g:7531571
Powidz	id=g:7531572
Policzna	id=g:7531573
Horyniec-Zdrój	id=g:7531574
Stary Dzików	id=g:7531575
Jarocin	id=g:7531576
Radomyśl nad Sanem	id=g:7531577
Zaklików	id=g:7531578
Markusy	id=g:7531579
Szypliszki	id=g:7531580
Nowe Piekuty	id=g:7531581
Kobylin-Borzymy	id=g:7531582
Wietrzychowice	id=g:7531583
Damnica	id=g:7531584
Sokoły	id=g:7531585
Mysłowice	id=g:7531586
Suwałki	id=g:7531587
Ruda Śląska	id=g:7531588
Starogard Gdański	id=g:7531589
Zabrze	id=g:7531590
Białystok	id=g:7531591
Karsin	id=g:7531592
Skórcz	id=g:7531593
Morzeszczyn	id=g:7531594
Liniewo	id=g:7531595
Izbica	id=g:7531596
Zblewo	id=g:7531597
Reda	id=g:7531598
Tryńcza	id=g:7531599
Ryjewo	id=g:7531600
Linia	id=g:7531601
Luzino	id=g:7531602
Raciąż	id=g:7531603
Nurzec-Stacja	id=g:7531604
Janów	id=g:7531605
Nowy Dwór	id=g:7531606
Gdynia	id=g:7531607
Malbork	id=g:7531608
Stary Dzierzgoń	id=g:7531609
Rypin	id=g:7531610
Stargard Szczeciński	id=g:7531611
Konarzyny	id=g:7531612
Sidra	id=g:7531613
Stegna	id=g:7531614
Władysławowo	id=g:7531615
Bakałarzewo	id=g:7531616
Wojkowice	id=g:7531617
Wąbrzeźno	id=g:7531618
Jeleniewo	id=g:7531619
Krokowa	id=g:7531620
Gronowo Elbląskie	id=g:7531621
Raczki	id=g:7531622
Międzyrzec Podlaski	id=g:7531623
Terespol	id=g:7531624
Lubomino	id=g:7531625
Krzymów	id=g:7531626
Łubowo	id=g:7531627
Kamieniec	id=g:7531628
Stare Miasto	id=g:7531629
Zalesie	id=g:7531630
Gniezno	id=g:7531632
Puławy	id=g:7531633
Puck	id=g:7531634
Zakrzówek	id=g:7531635
Sorkwity	id=g:7531636
Szczytno	id=g:7531637
Chodzież	id=g:7531638
Granowo	id=g:7531639
Rytwiany	id=g:7531640
Szydłów	id=g:7531641
Kielce	id=g:7531642
Tuplice	id=g:7531643
Ciechanów	id=g:7531644
Godziesze Wielkie	id=g:7531645
Ełk	id=g:7531646
Lelkowo	id=g:7531647
Opatówek	id=g:7531648
Lipnica	id=g:7531649
Żelazków	id=g:7531650
Rybno	id=g:7531651
Ostróda	id=g:7531652
Chrzypsko Wielkie	id=g:7531653
Bralin	id=g:7531654
Rozdrażew	id=g:7531655
Grzegorzew	id=g:7531656
Koło	id=g:7531657
Kwilcz	id=g:7531658
Tomaszów Lubelski	id=g:7531659
Kuślin	id=g:7531660
Kościelec	id=g:7531661
Osiek Mały	id=g:7531662
Banie Mazurskie	id=g:7531663
Batorz	id=g:7531664
Bojadła	id=g:7531665
Grodziec	id=g:7531666
Kazimierz Biskupi	id=g:7531667
Kleszczewo	id=g:7531668
Kramsk	id=g:7531669
Białogard	id=g:7531670
Dopiewo	id=g:7531671
Stara Dąbrowa	id=g:7531672
Bartoszyce	id=g:7531673
Malanów	id=g:7531674
Szczecinek	id=g:7531675
Głogów	id=g:7531676
Władysławów	id=g:7531677
Duszniki-Zdrój	id=g:7531678
Kalisz	id=g:7531679
Gościno	id=g:7531680
Kołobrzeg	id=g:7531681
Lniano	id=g:7531682
Lubaczów	id=g:7531683
Zduńska Wola	id=g:7531684
Mińsk Mazowiecki	id=g:7531685
Żytno	id=g:7531686
Sokołów Podlaski	id=g:7531687
Bartoszyce	id=g:7531688
Piątnica	id=g:7531689
Kościerzyna	id=g:7531690
Czarnków	id=g:7531691
Międzyrzec Podlaski	id=g:7531692
Kłodzko	id=g:7531693
Kłoczew	id=g:7531694
Siemyśl	id=g:7531695
Świdwin	id=g:7531696
Piła	id=g:7531697
Fabianki	id=g:7531698
Ostrowice	id=g:7531699
Mieścisko	id=g:7531700
Rzgów	id=g:7531702
Koniusza	id=g:7531703
Pruszków	id=g:7531704
Biesiekierz	id=g:7531705
Kaczory	id=g:7531706
Miasteczko Krajeńskie	id=g:7531707
Przerośl	id=g:7531708
Wierzchowo	id=g:7531709
Mielno	id=g:7531710
Strzałkowo	id=g:7531711
Chocz	id=g:7531712
Czermin	id=g:7531713
Gizałki	id=g:7531714
Konopiska	id=g:7531715
Gołuchów	id=g:7531716
Kaźmierz	id=g:7531717
Stepnica	id=g:7531718
Rewal	id=g:7531719
Babiak	id=g:7531720
Tomaszów Mazowiecki	id=g:7531721
Kobylnica	id=g:7531722
Bielsk Podlaski	id=g:7531723
Morawica	id=g:7531724
Gruta	id=g:7531725
Obrzycko	id=g:7531726
Brudzeń Duży	id=g:7531727
Duszniki	id=g:7531728
Brojce	id=g:7531729
Kołaczkowo	id=g:7531730
Sławno	id=g:7531731
Krzykosy	id=g:7531732
Lędziny	id=g:7531733
Turek	id=g:7531734
Stargard Szczeciński	id=g:7531735
Opatów	id=g:7531736
Oksa	id=g:7531737
Kije	id=g:7531738
Przyrów	id=g:7531739
Starcza	id=g:7531740
Knurów	id=g:7531741
Secemin	id=g:7531742
Głusk	id=g:7531743
Wodzisław Śląski	id=g:7531744
Godów	id=g:7531745
Lubomia	id=g:7531746
Bieliny	id=g:7531747
Stare Czarnowo	id=g:7531748
Dąbrówka	id=g:7531749
Pilchowice	id=g:7531750
Zwierzyn	id=g:7531751
Czarnocin	id=g:7531752
Oława	id=g:7531753
Łódź	id=g:7531754
Sieroszewice	id=g:7531755
Zgierz	id=g:7531756
Wałcz	id=g:7531757
Rybnik	id=g:7531758
Bielsk Podlaski	id=g:7531759
Kochanowice	id=g:7531760
Złota	id=g:7531761
Klimontów	id=g:7531762
Jastrząb	id=g:7531763
Osieczna	id=g:7531764
Ostaszewo	id=g:7531765
Szczecin	id=g:7531766
Lutowiska	id=g:7531767
Bargłów Kościelny	id=g:7531768
Krempna	id=g:7531769
Obrazów	id=g:7531770
Wręczyca Wielka	id=g:7531771
Irządze	id=g:7531772
Pawłów	id=g:7531773
Dobre	id=g:7531774
Uchanie	id=g:7531775
Człuchów	id=g:7531776
Budry	id=g:7531777
Lubliniec	id=g:7531778
Chełmno	id=g:7531779
Lubichowo	id=g:7531780
Boronów	id=g:7531781
Markuszów	id=g:7531782
Herby	id=g:7531783
Kroczyce	id=g:7531784
Pruszcz Gdański	id=g:7531785
Purda	id=g:7531786
Stawiguda	id=g:7531787
Głowaczów	id=g:7531788
Kozłowo	id=g:7531789
Jaworzno	id=g:7531790
Kraków	id=g:7531791
Bogoria	id=g:7531792
Giby	id=g:7531793
Lelów	id=g:7531794
Trzcianne	id=g:7531795
Wysokie Mazowieckie	id=g:7531796
Somonino	id=g:7531797
Nowa Ruda	id=g:7531798
Długołęka	id=g:7531799
Lubowidz	id=g:7531800
Górno	id=g:7531801
Radków	id=g:7531802
Mierzęcice	id=g:7531803
Dzierzgowo	id=g:7531804
Kowiesy	id=g:7531805
Wielbark	id=g:7531806
Łopuszno	id=g:7531807
Kozielice	id=g:7531808
Szczutowo	id=g:7531809
Wieprz	id=g:7531810
Łagów	id=g:7531811
Bobrowniki	id=g:7531812
Czernichów	id=g:7531813
Psary	id=g:7531814
Lipowa	id=g:7531815
Tłuchowo	id=g:7531816
Łodygowice	id=g:7531817
Masłów	id=g:7531818
Mniów	id=g:7531819
Radziechowy-Wieprz	id=g:7531820
Rajcza	id=g:7531821
Milanówek	id=g:7531822
Czarna	id=g:7531823
Ułęż	id=g:7531824
Osięciny	id=g:7531825
Pierzchnica	id=g:7531826
Tarnowskie Góry	id=g:7531827
Piekoszów	id=g:7531828
Łaskarzew	id=g:7531829
Łęczyce	id=g:7531830
Kolno	id=g:7531831
Olszewo-Borki	id=g:7531832
Iława	id=g:7531833
Cewice	id=g:7531834
Gdów	id=g:7531835
Poznań	id=g:7531836
Jasienica	id=g:7531837
Wilkowice	id=g:7531838
Słońsk	id=g:7531839
Poraj	id=g:7531840
Ujsoły	id=g:7531841
Przygodzice	id=g:7531842
Jaworze	id=g:7531843
Radzionków	id=g:7531844
Zagnańsk	id=g:7531845
Ustroń	id=g:7531846
Brenna	id=g:7531847
Kobiór	id=g:7531848
Obrzycko	id=g:7531849
Nielisz	id=g:7531850
Chorzów	id=g:7531851
Dębowiec	id=g:7531852
Gręboszów	id=g:7531853
Strawczyn	id=g:7531854
Jednorożec	id=g:7531855
Chybie	id=g:7531856
Lutocin	id=g:7531857
Goleszów	id=g:7531858
Hażlach	id=g:7531859
Oleśnica	id=g:7531860
Sierpc	id=g:7531861
Rzeczenica	id=g:7531862
Jastrzębie-Zdrój	id=g:7531863
Radoszyce	id=g:7531864
Baćkowice	id=g:7531865
Miasteczko Śląskie	id=g:7531866
Pionki	id=g:7531867
Jelenia Góra	id=g:7531868
Warlubie	id=g:7531869
Solec-Zdrój	id=g:7531870
Iwaniska	id=g:7531871
Krzyżanowice	id=g:7531872
Nędza	id=g:7531873
Brzeźnica	id=g:7531874
Aleksandrów	id=g:7531875
Stopnica	id=g:7531876
Turek	id=g:7531877
Aleksandrów Kujawski	id=g:7531878
Inowrocław	id=g:7531879
Potęgowo	id=g:7531880
Lubiszyn	id=g:7531881
Nowe Miasto Lubawskie	id=g:7531882
Świętajno	id=g:7531883
Tuczępy	id=g:7531884
Sadowie	id=g:7531885
Zgierz	id=g:7531886
Kamienica Polska	id=g:7531887
Zielona Góra	id=g:7531888
Kolbudy	id=g:7531889
Gdańsk	id=g:7531890
Lyski	id=g:7531891
Malczyce	id=g:7531892
Jaśliska	id=g:7531893
Imielno	id=g:7531894
Chełm	id=g:7531895
Chojnów	id=g:7531896
Dorohusk	id=g:7531897
Firlej	id=g:7531898
Mielec	id=g:7531899
Ostrowiec Świętokrzyski	id=g:7531900
Kowary	id=g:7531901
Waśniów	id=g:7531902
Poczesna	id=g:7531903
Podedwórze	id=g:7531904
Cekcyn	id=g:7531905
Zawiercie	id=g:7531906
Kowal	id=g:7531907
Dobre	id=g:7531908
Kobyla Góra	id=g:7531909
Czarna	id=g:7531910
Lubsza	id=g:7531911
Tereszpol	id=g:7531912
Kętrzyn	id=g:7531913
Limanowa	id=g:7531914
Dubienka	id=g:7531915
Żary	id=g:7531916
Przyłęk	id=g:7531917
Garwolin	id=g:7531918
Skarbimierz	id=g:7531919
Lądek	id=g:7531921
Giżycko	id=g:7531922
Jedwabno	id=g:7531923
Dynów	id=g:7531924
Osie	id=g:7531925
Warszawa	id=g:7531926
Sulęczyno	id=g:7531927
Platerów	id=g:7531928
Płońsk	id=g:7531929
Brzeziny	id=g:7531930
Ozorków	id=g:7531931
Mstów	id=g:7531932
Olsztyn	id=g:7531933
Zbrosławice	id=g:7531934
Świerklaniec	id=g:7531935
Chełmża	id=g:7531936
Raków	id=g:7531937
Rogowo	id=g:7531938
Pozezdrze	id=g:7531939
Biłgoraj	id=g:7531940
Grzmiąca	id=g:7531941
Ostróda	id=g:7531942
Białogard	id=g:7531943
Grajewo	id=g:7531944
Brody	id=g:7531945
Mirzec	id=g:7531946
Łubianka	id=g:7531947
Żagań	id=g:7531948
Leżajsk	id=g:7531949
Goworowo	id=g:7531950
Warnice	id=g:7531951
Wąpielsk	id=g:7531952
Piława Górna	id=g:7531953
Czarna Dąbrówka	id=g:7531954
Małdyty	id=g:7531955
Dziemiany	id=g:7531956
Blizanów	id=g:7531957
Ostrów Mazowiecka	id=g:7531958
Krościenko Wyżne	id=g:7531959
Włoszakowice	id=g:7531960
Siekierczyn	id=g:7531961
Podgórzyn	id=g:7531962
Szczaniec	id=g:7531963
Udanin	id=g:7531964
Sułów	id=g:7531965
Ciepłowody	id=g:7531966
Świebodzice	id=g:7531967
Dobromierz	id=g:7531968
Kamieniec Ząbkowicki	id=g:7531969
Wądroże Wielkie	id=g:7531970
Szczawno-Zdrój	id=g:7531971
Cieszków	id=g:7531972
Świeradów-Zdrój	id=g:7531973
Jeżów Sudecki	id=g:7531974
Kudowa-Zdrój	id=g:7531975
Sulików	id=g:7531976
Stara Kamienica	id=g:7531977
Dziadowa Kłoda	id=g:7531978
Bolesławiec	id=g:7531979
Czarny Bór	id=g:7531980
Warta Bolesławiecka	id=g:7531981
Stare Bogaczowice	id=g:7531982
Walim	id=g:7531983
Łagiewniki	id=g:7531984
Kunice	id=g:7531985
Czernica	id=g:7531986
Krotoszyce	id=g:7531987
Borów	id=g:7531988
Kondratowice	id=g:7531989
Jordanów Śląski	id=g:7531990
Choceń	id=g:7531991
Kotla	id=g:7531992
Pęcław	id=g:7531993
Miłkowice	id=g:7531994
Osiek	id=g:7531995
Świecie nad Osą	id=g:7531996
Bądkowo	id=g:7531997
Jemielno	id=g:7531998
Niechlów	id=g:7531999
Topólka	id=g:7532000
Platerówka	id=g:7532001
Koneck	id=g:7532002
Dąbrowa Biskupia	id=g:7532003
Bukowiec	id=g:7532004
Dragacz	id=g:7532005
Drzycim	id=g:7532006
Zagrodno	id=g:7532007
Stężyca	id=g:7532008
Raciążek	id=g:7532009
Sitkówka-Nowiny	id=g:7532010
Pruszcz	id=g:7532011
Chełmża	id=g:7532012
Legnica	id=g:7532013
Urzędów	id=g:7532014
Lisewo	id=g:7532015
Krasnopol	id=g:7532016
Tomaszów Lubelski	id=g:7532017
Postomino	id=g:7532018
Ciechanów	id=g:7532019
Maciejowice	id=g:7532020
Wydminy	id=g:7532021
Chąśno	id=g:7532022
Gnojno	id=g:7532023
Siedlce	id=g:7532024
Gozdnica	id=g:7532025
Widuchowa	id=g:7532026
Fajsławice	id=g:7532027
Kościan	id=g:7532028
Aleksandrów	id=g:7532029
Gliwice	id=g:7532030
Ciasna	id=g:7532031
Tarnówka	id=g:7532032
Katowice	id=g:7532033
Brodnica	id=g:7532034
Biskupiec	id=g:7532035
Zduńska Wola	id=g:7532036
Przywidz	id=g:7532037
Wymiarki	id=g:7532038
Wałbrzych	id=g:7532039
Deszczno	id=g:7532040
Siedlisko	id=g:7532041
Jeżewo	id=g:7532042
Jonkowo	id=g:7532043
Przytoczna	id=g:7532044
Kodeń	id=g:7532045
Kuryłówka	id=g:7532046
Wyryki	id=g:7532047
Mały Płock	id=g:7532048
Rakszawa	id=g:7532049
Korytnica	id=g:7532050
Baranowo	id=g:7532051
Kadzidło	id=g:7532052
Wyszki	id=g:7532053
Pionki	id=g:7532054
Chojnice	id=g:7532055
Białe Błota	id=g:7532056
Potok Górny	id=g:7532057
Łysomice	id=g:7532058
Wielgie	id=g:7532059
Papowo Biskupie	id=g:7532060
Jeziora Wielkie	id=g:7532061
Obrowo	id=g:7532062
Gostycyn	id=g:7532063
Gniewino	id=g:7532064
Wierzbica	id=g:7532065
Sejny	id=g:7532066
Michów	id=g:7532067
Boguty-Pianki	id=g:7532068
Miedzichowo	id=g:7532069
Sicienko	id=g:7532070
Dębowa Łąka	id=g:7532071
Kraśnik	id=g:7532072
Ciechocin	id=g:7532073
Radziejów	id=g:7532074
Baruchowo	id=g:7532075
Zbójno	id=g:7532076
Nowy Kawęczyn	id=g:7532077
Szczytno	id=g:7532078
Rawa Mazowiecka	id=g:7532079
Uście Gorlickie	id=g:7532080
Grudziądz	id=g:7532081
Lipinki Łużyckie	id=g:7532082
Otyń	id=g:7532083
Kluczewsko	id=g:7532084
Bolesław	id=g:7532085
Trzebiel	id=g:7532086
Gorzów Wielkopolski	id=g:7532087
Puchaczów	id=g:7532088
Milejów	id=g:7532089
Olesno	id=g:7532090
Koszarawa	id=g:7532091
Radziejów	id=g:7532092
Krasnystaw	id=g:7532093
Garwolin	id=g:7532094
Spiczyn	id=g:7532095
Żółkiewka	id=g:7532096
Łuków	id=g:7532097
Adamów	id=g:7532098
Siemień	id=g:7532099
Lubań	id=g:7532100
Świnoujście	id=g:7532101
Dzierzkowice	id=g:7532102
Łukowa	id=g:7532103
Kraśnik	id=g:7532104
Stanin	id=g:7532105
Księżpol	id=g:7532106
Trzydnik Duży	id=g:7532107
Bobrowniki	id=g:7532108
Borzechów	id=g:7532109
Stoczek Łukowski	id=g:7532110
Turobin	id=g:7532111
Wojcieszków	id=g:7532112
Hanna	id=g:7532113
Gubin	id=g:7532114
Nowogródek Pomorski	id=g:7532115
Sośno	id=g:7532116
Wola Mysłowska	id=g:7532117
Chodel	id=g:7532118
Białopole	id=g:7532119
Kamionka	id=g:7532120
Józefów nad Wisłą	id=g:7532121
Sitno	id=g:7532122
Kamień	id=g:7532123
Konstantynów	id=g:7532124
Chrzanów	id=g:7532125
Magnuszew	id=g:7532126
Gąsawa	id=g:7532127
Rejowiec Fabryczny	id=g:7532128
Sawin	id=g:7532129
Moszczenica	id=g:7532130
Ruda-Huta	id=g:7532131
Wojsławice	id=g:7532132
Siedliszcze	id=g:7532133
Wierzbica	id=g:7532134
Sosnówka	id=g:7532135
Serniki	id=g:7532136
Stary Brus	id=g:7532137
Żmudź	id=g:7532138
Tymbark	id=g:7532139
Bielawy	id=g:7532140
Dołhobyczów	id=g:7532141
Uścimów	id=g:7532142
Garbów	id=g:7532143
Janów Podlaski	id=g:7532144
Trzeszczany	id=g:7532145
Jastków	id=g:7532146
Mełgiew	id=g:7532147
Cyców	id=g:7532148
Zakrzew	id=g:7532149
Bobrowice	id=g:7532150
Ludwin	id=g:7532151
Bytnica	id=g:7532152
Bogdaniec	id=g:7532153
Dąbie	id=g:7532154
Rawa Mazowiecka	id=g:7532155
Lubawa	id=g:7532156
Świdnica	id=g:7532157
Trzebiechów	id=g:7532158
Lipce Reymontowskie	id=g:7532159
Chrostkowo	id=g:7532160
Zabór	id=g:7532161
Jarczów	id=g:7532162
Lubycza Królewska	id=g:7532163
Kolsko	id=g:7532164
Komarów-Osada	id=g:7532165
Mircze	id=g:7532166
Wilków	id=g:7532167
Tarnawatka	id=g:7532168
Milanów	id=g:7532169
Włodawa	id=g:7532170
Baranów	id=g:7532171
Chlewiska	id=g:7532172
Urszulin	id=g:7532173
Końskowola	id=g:7532174
Stare Kurowo	id=g:7532175
Żyrzyn	id=g:7532176
Krzczonów	id=g:7532177
Wąwolnica	id=g:7532178
Leśniowice	id=g:7532179
Grabowiec	id=g:7532180
Wierzbinek	id=g:7532181
Pabianice	id=g:7532182
Komprachcice	id=g:7532183
Lubrza	id=g:7532184
Czemierniki	id=g:7532185
Kąkolewnica Wschodnia	id=g:7532186
Skierbieszów	id=g:7532187
Santok	id=g:7532188
Sosnowiec	id=g:7532189
Skąpe	id=g:7532190
Wohyń	id=g:7532191
Zamość	id=g:7532192
Jerzmanowice-Przeginia	id=g:7532193
Gorzyce	id=g:7532194
Michałowice	id=g:7532195
Gózd	id=g:7532196
Kościelisko	id=g:7532197
Ceków-Kolonia	id=g:7532198
Ustronie Morskie	id=g:7532199
Ostrowite	id=g:7532200
Gierałtowice	id=g:7532201
Łabunie	id=g:7532202
Polanica-Zdrój	id=g:7532203
Bytoń	id=g:7532204
Łęknica	id=g:7532205
Żary	id=g:7532206
Jabłoń	id=g:7532207
Krzywda	id=g:7532208
Hrubieszów	id=g:7532209
Puławy	id=g:7532210
Tyrawa Wołoska	id=g:7532211
Radom	id=g:7532212
Dobryszyce	id=g:7532213
Kocierzew Południowy	id=g:7532214
Klonowa	id=g:7532215
Dłutów	id=g:7532216
Smętowo Graniczne	id=g:7532217
Złotów	id=g:7532218
Wilczyn	id=g:7532219
Nowe Ostrowy	id=g:7532220
Haczów	id=g:7532221
Zambrów	id=g:7532222
Jarosław	id=g:7532223
Pawłosiów	id=g:7532224
Zielona Góra	id=g:7532225
Leśna Podlaska	id=g:7532226
Jabłonna	id=g:7532227
Krzeszyce	id=g:7532228
Włodawa	id=g:7532229
Sękowa	id=g:7532230
Łęczyca	id=g:7532231
Sejny	id=g:7532232
Zamość	id=g:7532233
Brańsk	id=g:7532234
Orla	id=g:7532235
Zbiczno	id=g:7532236
Lubin	id=g:7532237
Mirów	id=g:7532238
Kiszkowo	id=g:7532239
Będzino	id=g:7532240
Tarnów	id=g:7532241
Rudna	id=g:7532242
Kwidzyn	id=g:7532243
Zgorzelec	id=g:7532244
Wińsko	id=g:7532245
Ruda Maleniecka	id=g:7532246
Lipnica Wielka	id=g:7532247
Świdnica	id=g:7532248
Brzeg	id=g:7532249
Mokrsko	id=g:7532250
Dąbrowice	id=g:7532251
Dzikowiec	id=g:7532252
Regnów	id=g:7532253
Joniec	id=g:7532254
Długosiodło	id=g:7532255
Rokietnica	id=g:7532256
Krasne	id=g:7532257
Sobienie-Jeziory	id=g:7532258
Rutka-Tartak	id=g:7532259
Zawoja	id=g:7532260
Imielin	id=g:7532261
Domanice	id=g:7532262
Skórcz	id=g:7532263
Lichnowy	id=g:7532264
Stary Targ	id=g:7532265
Łaziska Górne	id=g:7532266
Bielawa	id=g:7532267
Chełmno	id=g:7532268
Rudnik	id=g:7532269
Sochaczew	id=g:7532270
Górowo Iławeckie	id=g:7532271
Boniewo	id=g:7532272
Trzciana	id=g:7532273
Głowno	id=g:7532274
Dęblin	id=g:7532275
Ropa	id=g:7532276
Bobowo	id=g:7532277
Wyry	id=g:7532278
Piastów	id=g:7532279
Baranów	id=g:7532280
Lipnica Murowana	id=g:7532281
Iłów	id=g:7532282
Domaniewice	id=g:7532283
Perzów	id=g:7532284
Mucharz	id=g:7532285
Nieborów	id=g:7532286
Lubochnia	id=g:7532287
Iłowo-Osada	id=g:7532288
Skórzec	id=g:7532289
Legionowo	id=g:7532290
Brańszczyk	id=g:7532291
Braniewo	id=g:7532292
Orońsko	id=g:7532293
Siemiatycze	id=g:7532294
Wieliszew	id=g:7532295
Porąbka	id=g:7532296
Kulesze Kościelne	id=g:7532297
Piekary Śląskie	id=g:7532298
Susiec	id=g:7532299
Starachowice	id=g:7532300
