Mallory Estates	id=g:4207591
New Town Plantation (historical)	id=g:4212606
New Travelers Home Church	id=g:4212607
New Union Cemetery	id=g:4212608
New Union Cemetery	id=g:4212609
New Union Church	id=g:4212610
New Union Church	id=g:4212611
New Union Church	id=g:4212612
New Union Church	id=g:4212613
New Union School (historical)	id=g:4212614
New Unity Church	id=g:4212615
New Valley Grove Cemetery	id=g:4212616
New Valley Grove Church	id=g:4212617
New Victoria Church	id=g:4212618
New Virgil School (historical)	id=g:4212619
New Watson School (historical)	id=g:4212620
New White Oak Grove Church	id=g:4212621
New Yellowdirt Cemetery	id=g:4212622
New York (historical)	id=g:4212623
New Zion Baptist Church	id=g:4212624
New Zion Cemetery	id=g:4212625
New Zion Church	id=g:4212626
New Zion Church	id=g:4212627
New Zion Church	id=g:4212628
New Zion Church	id=g:4212629
New Zion Church	id=g:4212630
New Zion Church	id=g:4212631
New Zion Church	id=g:4212632
New Zion Church	id=g:4212633
New Zion Church	id=g:4212634
New Zion Church	id=g:4212635
New Zion Church	id=g:4212636
New Zion Church	id=g:4212637
New Zion Hill Baptist Church	id=g:4212638
New Zion Hill Cemetery	id=g:4212639
New Zion Hill Church	id=g:4212640
New Zion Hill Church (historical)	id=g:4212641
New Zion Holiness Church	id=g:4212642
Newark	id=g:4212643
Newark Community Cemetery	id=g:4212644
Newbern Church	id=g:4212645
Newberry Cemetery	id=g:4212646
Newberry Chapel African Methodist Episcopal Church	id=g:4212647
New River Church	id=g:4212648
Newberry Church	id=g:4212649
Newberry Creek	id=g:4212650
Newberry Church	id=g:4212651
Newberry Lake	id=g:4212652
Newberry Lake	id=g:4212653
Newberry Lake	id=g:4212654
Newberry Lake Dam	id=g:4212655
Newberry Lake Dam	id=g:4212656
Newberry School (historical)	id=g:4212657
Newberry School (historical)	id=g:4212658
Newberrys Pond	id=g:4212659
Newberrys Pond Dam	id=g:4212660
Newborn	id=g:4212661
Newborn City Cemetery	id=g:4212662
Newborn United Methodist Church	id=g:4212663
Newby Branch	id=g:4212664
Newberry Dam	id=g:4212665
Newcastle School (historical)	id=g:4212666
Newcastle School (historical)	id=g:4212667
Newell	id=g:4212668
Newell Branch	id=g:4212669
Newby-Mitchell Cemetery	id=g:4212670
Newell Creek	id=g:4212671
Newford Church	id=g:4212672
Newford Creek	id=g:4212673
Newington	id=g:4212674
Newman Bridge	id=g:4212675
Newman Cemetery	id=g:4212676
Newman Cemetery	id=g:4212677
Newman Gulf	id=g:4212678
Newman Springs Church	id=g:4212679
Newman Waterworks Dam Number Two	id=g:4212680
Newmans Pond	id=g:4212681
Newmen Cemetery	id=g:4212682
Newnah Springs Cemetery	id=g:4212683
Newnan	id=g:4212684
Newnan Cemetery	id=g:4212685
Newnan Chapel African Methodist Episcopal Church	id=g:4212686
Newnan City Hall	id=g:4212687
Newnan Commercial Historic District	id=g:4212688
Newnan Country Club	id=g:4212689
Newnan Development Dam North	id=g:4212690
Newnan Development Dam South	id=g:4212691
Newnan Development Lake North	id=g:4212692
Newnan Development Lake South	id=g:4212693
Newnan High School	id=g:4212694
Newnan Hospital (historical)	id=g:4212695
Newnan Hospital (historical)	id=g:4212696
Newnan Hospital Heliport	id=g:4212697
Newnan Junior High School	id=g:4212698
Newnan Pines	id=g:4212699
Newnan Post Office	id=g:4212700
Newnan Presbyterian Church	id=g:4212701
Newnan Springs	id=g:4212702
Newnan Water and Light Lake Number Four	id=g:4212703
Newnan Water and Light Lake Number Four Dam	id=g:4212704
Newnan Water and Light Lake Number Six	id=g:4212705
Newnan Water and Light Lake Number Six Dam	id=g:4212706
Newnan Waterworks Dam Number 5	id=g:4212707
Newnan Waterworks Dam Number One	id=g:4212708
Newnan Waterworks Dam Number Three	id=g:4212709
Newnan Waterworks Lakes	id=g:4212710
Newnan Waterworks Reservoir Number 5	id=g:4212711
Newnan Waterworks Reservoir Number One	id=g:4212712
Newnan Waterworks Reservoir Number Three	id=g:4212713
Newnan Waterworks Reservoir Number Two	id=g:4212714
Newnan-Coweta County Airport	id=g:4212715
Newport	id=g:4212716
News Bridge	id=g:4212717
News Bridge	id=g:4212718
Newsom Cemetery	id=g:4212719
Newsom Cemetery	id=g:4212720
Newsome	id=g:4212721
Newsome Branch	id=g:4212722
Newington Landing	id=g:4212723
Newsome Cemetery	id=g:4212724
Newsome Gap	id=g:4212725
Newsomes Pond	id=g:4212726
Newt Knob	id=g:4212727
Newton	id=g:4212728
Newton Bridge	id=g:4212729
Newton Building	id=g:4212730
Newton Cemetery	id=g:4212731
Newton Cemetery	id=g:4212732
Newton Chase	id=g:4212733
Newton Church	id=g:4212734
Newton Church	id=g:4212735
Newton County	id=g:4212736
Newton County Courthouse	id=g:4212737
Newton County Fairgrounds	id=g:4212738
Newton High School	id=g:4212739
Newton County Jail	id=g:4212740
Newton County Library	id=g:4212741
Newton County Mental Health Center	id=g:4212742
Newton Creek	id=g:4212743
Newsome Cemetery	id=g:4212744
Newton Factory Cemetery	id=g:4212745
Newton Field	id=g:4212746
Newton General Hospital	id=g:4212747
Newton General Hospital Heliport	id=g:4212748
Newton Grove Church	id=g:4212749
Newton Lake	id=g:4212750
Newton Lake	id=g:4212751
Newton Lake Dam	id=g:4212752
Newton Plantation	id=g:4212753
Newton Plaza Shopping Center	id=g:4212754
Newton Pond	id=g:4212755
Newton Pond Dam	id=g:4212756
Newton Ridge	id=g:4212757
Newton Woods	id=g:4212758
Newtown	id=g:4212759
Newtown	id=g:4212760
Newtown Cemetery	id=g:4212761
Newtown Church	id=g:4212762
Newtown Ferry (historical)	id=g:4212763
Neyami	id=g:4212764
Nice Chapel	id=g:4212765
Nicholas Ford	id=g:4212766
Nicholasville	id=g:4212767
Nicholasville	id=g:4212768
Nicholasville (historical)	id=g:4212769
Nicholls	id=g:4212770
Nicholls Cemetery	id=g:4212771
Nicholls Elementary School	id=g:4212772
Nicholls High School	id=g:4212773
Nichols Cemetery	id=g:4212774
Nichols Gap	id=g:4212775
Nichols Hollow	id=g:4212776
Newton Estates School	id=g:4212777
Lake Nichols	id=g:4212778
Nicholson	id=g:4212779
Nicholson Branch	id=g:4212780
Nichols Mill (historical)	id=g:4212781
Nicholson Cemetery	id=g:4212782
Nicholson City Cemetery	id=g:4212783
Nicholson Gap	id=g:4212784
Nicholson Elementary School	id=g:4212785
Nicholsonville	id=g:4212786
Nicholsonville Baptist Church	id=g:4212787
Nickajack (historical)	id=g:4212788
Nickajack Creek	id=g:4212789
Nicholson Bridge	id=g:4212790
Nickajack Gap	id=g:4212791
Nickajack Park	id=g:4212792
Nickelsville	id=g:4212793
Nickjack	id=g:4212794
Nicklesville	id=g:4212795
Nickleville	id=g:4212796
Nickolson Branch	id=g:4212797
Nickajack Gap	id=g:4212798
Nickville	id=g:4212799
Niemmo Cemetery	id=g:4212800
Niemno Church	id=g:4212801
Nike Site R-28C (historical)	id=g:4212802
Nike Site R-28L (historical)	id=g:4212803
Nike Site R-88C (historical)	id=g:4212804
Nike Site R-88L (historical)	id=g:4212805
Nike Site TU-28C (historical)	id=g:4212806
Nike Site TU-28L (historical)	id=g:4212807
Nike Site TU-79C (historical)	id=g:4212808
Nike Site TU-79L (historical)	id=g:4212809
Nimblewill	id=g:4212810
Nimblewill Church	id=g:4212811
Nimblewill Creek	id=g:4212812
Nicks Bridge (historical)	id=g:4212813
Nine Bridges	id=g:4212814
Ninemile Branch	id=g:4212815
Nimblewill Gap	id=g:4212816
Ninemile Creek	id=g:4212817
Ninemile Church	id=g:4212818
Ninetynine Branch	id=g:4212819
Ninety Nine Islands	id=g:4212820
Niskey Lake	id=g:4212821
Nix Bridge Access Point	id=g:4212822
Nixon	id=g:4212823
Nixon Cemetery	id=g:4212824
Nixon Chapel	id=g:4212825
Nixon Grove School (historical)	id=g:4212826
Nixon Lake	id=g:4212827
Nixon Lake Dam	id=g:4212828
Nixons Bar	id=g:4212829
No Business Creek	id=g:4212830
Nisbet Park	id=g:4212831
Noah	id=g:4212832
Noah Ark Church	id=g:4212833
Noah Branch	id=g:4212834
No Mans Friend Pond	id=g:4212835
Noah Gap	id=g:4212836
Noah's Ark Church	id=g:4212837
Noahs Ark Cemetery	id=g:4212838
Noahs Ark Cemetery	id=g:4212839
Noahs Ark Church	id=g:4212840
Noahs Ark Church	id=g:4212841
Noahs Ark Church	id=g:4212842
Noahs Ark School (historical)	id=g:4212843
Noahs Church	id=g:4212844
Noble	id=g:4212845
Noble	id=g:4212846
Noble Creek	id=g:4212847
Noah Chapel	id=g:4212848
Nobles Branch	id=g:4212849
Noblet Creek	id=g:4212850
Noblin Lake	id=g:4212851
Noegele Cemetery	id=g:4212852
Noel Island	id=g:4212853
Noell Cemetery	id=g:4212854
Noketchee Creek	id=g:4212855
Noddings Point	id=g:4212856
Nolan Cemetery	id=g:4212857
Nolan Lake	id=g:4212858
Nolan Lake Dam	id=g:4212859
Noland Lake	id=g:4212860
Noland Lake Dam	id=g:4212861
Nolans Store	id=g:4212862
Noles Cemetery	id=g:4212863
Noles Cemetery	id=g:4212864
Nona	id=g:4212865
None None Reservoir	id=g:4212866
Noonan Pond	id=g:4212867
Noonday	id=g:4212868
Noonday Baptist Association Camp	id=g:4212869
Noonday Cemetery	id=g:4212870
Noonday Cemetery	id=g:4212871
Noonday Church	id=g:4212872
Noonday Baptist Church	id=g:4212873
Noonday Church	id=g:4212874
Noonday Creek	id=g:4212875
Nola (historical)	id=g:4212876
Noonday Creek Structure Number 15 Dam	id=g:4212877
Noonday Creek Structure Number 16 Dam	id=g:4212878
Noonday Creek Structure Number 17 Dam	id=g:4212879
Noonday Creek Structure Number Four Dam	id=g:4212880
Noonday Creek Structure Number Nine Dam	id=g:4212881
Noonday Extension Cemetery	id=g:4212882
Noontootla Cemetery	id=g:4212883
Noontootla Church	id=g:4212884
Noontootla Creek	id=g:4212885
Noonday Creek Park	id=g:4212886
Nopone Lookout Tower	id=g:4212887
Norcross	id=g:4212888
Norcross Chapel	id=g:4212889
Norcross City Hall	id=g:4212890
Norcross Elementary School	id=g:4212891
Norcross High School	id=g:4212892
Norcross Historic District	id=g:4212893
Norcross I-85 Center	id=g:4212894
Norcross Mobile Home City	id=g:4212895
Norcross Plaza Shopping Center	id=g:4212896
Norcross Post Office	id=g:4212897
Norcross Public Library	id=g:4212898
Norcross School (historical)	id=g:4212899
Norcross Shopping Center	id=g:4212900
Norcross Tucker Industrial Park	id=g:4212901
Norman	id=g:4212902
Norman College (historical)	id=g:4212903
Norman Cove	id=g:4212904
Noontootla Falls	id=g:4212905
Norman Creek	id=g:4212906
Norman Grove Cemetery	id=g:4212907
Norman Grove Church	id=g:4212908
Norman Lake	id=g:4212909
Norman Lake	id=g:4212910
Norman Lake Dam	id=g:4212911
Norman Lake Dam	id=g:4212912
Norman Park	id=g:4212913
Norman Park Elementary School	id=g:4212914
Normandy	id=g:4212915
Normandy Forest	id=g:4212916
Normantown	id=g:4212917
Norrell Lake	id=g:4212918
Norrell Lake Dam	id=g:4212919
Norris	id=g:4212920
Norris Cemetery	id=g:4212921
Norris Cemetery	id=g:4212922
Norris Cemetery	id=g:4212923
Norris Chapel	id=g:4212924
Norris Chapel	id=g:4212925
Norris Creek	id=g:4212926
Norman Grove Church	id=g:4212927
Norris Creek	id=g:4212928
Norris Lake	id=g:4212929
Norris Lake Church	id=g:4212930
Norris Lake Dam	id=g:4212931
Norris Lake Shores	id=g:4212932
R L Norris Elementary School	id=g:4212933
Norristown	id=g:4212934
Norristown Junction	id=g:4212935
North Athens School	id=g:4212936
North Atlanta	id=g:4212937
North Atlanta Baptist Church	id=g:4212938
North Atlanta Community Church	id=g:4212939
North Atlanta Shopping Center	id=g:4212940
North Atlanta Station Atlanta Post Office	id=g:4212941
North Avenue Presbyterian Church	id=g:4212942
North Avenue School	id=g:4212943
North Banks Cove	id=g:4212944
North Barlow Cut	id=g:4212945
North Bend	id=g:4212946
North Branch Swift Creek	id=g:4212947
Norris Lake	id=g:4212948
North Branch Ulcohatchee Creek	id=g:4212949
North Breakers	id=g:4212950
North Bridges Shopping Center	id=g:4212951
North Broad Baptist Church	id=g:4212952
North Broad River Structure 33 Dam	id=g:4212953
North Broad River Structure Four Dam	id=g:4212954
North Broad River Structure Number 28 Dam	id=g:4212955
North Broad River Structure Number 32 Dam	id=g:4212956
North Broad River Structure Number 38 Dam	id=g:4212957
North Broad River Structure Number Five Dam	id=g:4212958
North Broad River Structure Number One Dam	id=g:4212959
North Broad River Watershed Structure Number 17 Dam	id=g:4212960
North Broad Street Historic District	id=g:4212961
North Broad Street Residential Historic District	id=g:4212962
North Calvary Chapel	id=g:4212963
North Camden School (historical)	id=g:4212964
North Canton	id=g:4212965
North Cemetery	id=g:4212966
North Clayton	id=g:4212967
North Clayton High School	id=g:4212968
North Clayton Middle School	id=g:4212969
North Clayton Plaza Shopping Center	id=g:4212970
North Clayton Village Shopping Center	id=g:4212971
North Cobb Christian School	id=g:4212972
North Cobb High School	id=g:4212973
North Cobb Industrial Park	id=g:4212974
North Cohutta (historical)	id=g:4212975
North College Street Residential Historic District	id=g:4212976
North Columbia Elementary School	id=g:4212977
North Columbus Industrial Park	id=g:4212978
North Conyers Farms	id=g:4212979
North Corners Shopping Center	id=g:4212980
North Covington United Methodist Church	id=g:4212981
North Crystal Lake	id=g:4212982
North Crystal Lake Dam	id=g:4212983
North Cumming Corners Shopping Center	id=g:4212984
North Dade Church	id=g:4212985
North Dade School	id=g:4212986
North Dalton Public School (historical)	id=g:4212987
North DeKalb	id=g:4212988
North DeKalb Health Center	id=g:4212989
North DeKalb Mental Health Center	id=g:4212990
North DeKalb Stadium	id=g:4212991
North Decatur	id=g:4212992
North Decatur Church	id=g:4212993
North Decatur Plaza Shopping Center	id=g:4212994
North Druid Hills	id=g:4212995
North Elberton	id=g:4212996
North End	id=g:4212997
North End Cemetery	id=g:4212998
North End Public School (historical)	id=g:4212999
North Farm Market Place Shopping Center	id=g:4213000
North Fayette Elementary School	id=g:4213001
North Fayette Estates	id=g:4213002
North Field	id=g:4213003
North Forest	id=g:4213004
North Forest	id=g:4213005
North Forest Hills	id=g:4213006
North Fork Broad River	id=g:4213007
North Bridge Trace	id=g:4213008
North Fork Broad River	id=g:4213009
North Fork Broad River Dam Number 13	id=g:4213010
North Fork Broad River Dam Number One	id=g:4213011
North Fork Broad River Structure 10 Dam	id=g:4213012
North Fork Broad River Structure 11 Dam	id=g:4213013
North Fork Broad River Structure 14 Dam	id=g:4213014
North Fork Broad River Structure 15 Dam	id=g:4213015
North Fork Broad River Structure Eight Dam	id=g:4213016
North Fork Broad River Structure Five Dam	id=g:4213017
North Fork Broad River Structure Four Dam	id=g:4213018
North Fork Broad River Structure Six Dam	id=g:4213019
North Fork Broad River Structure Three Dam	id=g:4213020
North Fork Broad River Structure Two Dam	id=g:4213021
North Fork Bustahatchee Creek	id=g:4213022
North Fork Broad River	id=g:4213023
North Fork Camp Creek	id=g:4213024
North Fork Crooked River	id=g:4213025
North Fork Double Branch	id=g:4213026
North Fork Kiutuestia Creek	id=g:4213027
North Fork Little Mud Creek	id=g:4213028
North Fork Little River	id=g:4213029
North Fork Mill Creek	id=g:4213030
North Fork Moccasin Creek	id=g:4213031
North Fork Mud Creek	id=g:4213032
North Fork Nancy Creek	id=g:4213033
North Fork Ogeechee River	id=g:4213034
North Fork Peachtree Creek	id=g:4213035
North Fork Sun Hill Creek	id=g:4213036
North Fork Suwannee River	id=g:4213037
North Fork Thomas Creek	id=g:4213038
North Fork Trestle	id=g:4213039
North Fork Wolf Creek	id=g:4213040
North Forsyth Middle School	id=g:4213041
North Fulton Alternative Center	id=g:4213042
North Fulton County Annex Building	id=g:4213043
North Fulton County Annex Building - Courthouse	id=g:4213044
North Fulton High School	id=g:4213045
North Fulton Regional Hospital	id=g:4213046
North Gate Baptist Church	id=g:4213047
North Gate Manor Trailer Park	id=g:4213048
North Georgia College Farm	id=g:4213049
North Georgia College and University	id=g:4213050
North Georgia Fairgrounds Lake	id=g:4213051
North Georgia Fairgrounds Lake Dam	id=g:4213052
North Georgia Medical Center	id=g:4213053
North Georgia Seminary (historical)	id=g:4213054
North Georgia Technical College	id=g:4213055
North Glory Hole	id=g:4213056
North Griffin Square Shopping Center	id=g:4213057
North Gwinnett High School	id=g:4213058
North Habersham Middle School	id=g:4213059
North Hall School	id=g:4213060
North Harris Street Historic District	id=g:4213061
North Heights Elementary School	id=g:4213062
North High Shoals	id=g:4213063
North Highland	id=g:4213064
North Highlands	id=g:4213065
North Highlands	id=g:4213066
North Highlands	id=g:4213067
North Hills	id=g:4213068
North Hills Shopping Center	id=g:4213069
North Hills Shopping Center	id=g:4213070
North Industrial Park	id=g:4213071
North Jackson Elementary School	id=g:4213072
North Jones Lake	id=g:4213073
North Jones Lake Dam	id=g:4213074
North Jonesboro School	id=g:4213075
North Kingsley Estates	id=g:4213076
North Kingston	id=g:4213077
North Kirkwood	id=g:4213078
North Lafayette Elementary School	id=g:4213079
North Lake	id=g:4213080
North Lake	id=g:4213081
North Lake	id=g:4213082
North Lake Dam	id=g:4213083
North Lakeside	id=g:4213084
North Landing Lake	id=g:4213085
North Landing Lake Dam	id=g:4213086
North Madison Park	id=g:4213087
North Main Street Commercial Historic District	id=g:4213088
North Main Street Historic District	id=g:4213089
Sanford Brown Institute	id=g:4213090
North Metro Technical College	id=g:4213091
North Mount Pleasant Church	id=g:4213092
North Newington Church	id=g:4213093
North Newport River	id=g:4213094
North Four Hundred Industrial Park	id=g:4213095
North Oconee River	id=g:4213096
North Oaks	id=g:4213097
North Otter Pond	id=g:4213098
North Paces Lake	id=g:4213099
North Paces Lake Dam	id=g:4213100
North Paradise Lake	id=g:4213101
North Paradise Lake Dam	id=g:4213102
North Patterson Street Historic District	id=g:4213103
North Peach Industrial Park	id=g:4213104
North Peachtree Estates	id=g:4213105
North Peachtree Woods	id=g:4213106
North Place	id=g:4213107
North Point	id=g:4213108
North Point	id=g:4213109
North Pointe	id=g:4213110
North Pond	id=g:4213111
North Pond	id=g:4213112
North Pond	id=g:4213113
North Pond Dam	id=g:4213114
North Prong Canoochee Creek	id=g:4213115
North Oconee River Park	id=g:4213116
North Prong College Creek	id=g:4213117
North Prong Kolomoki Creek	id=g:4213118
North Prong Left Fork Soquee River	id=g:4213119
North Prong Sumac Creek	id=g:4213120
North Prong Williams Creek	id=g:4213121
North Recreation Center	id=g:4213122
North River	id=g:4213123
North Ridge	id=g:4213124
North River Baptist Church	id=g:4213125
North River Crossing	id=g:4213126
North River Marshes	id=g:4213127
North River Oaks	id=g:4213128
North River Village Shopping Center	id=g:4213129
North Rockbridge Plaza Shopping Center	id=g:4213130
North Rome	id=g:4213131
North Rome Bridge	id=g:4213132
North Rome Church of God	id=g:4213133
North Rome School	id=g:4213134
North Rome United Methodist Church	id=g:4213135
North Rossville School	id=g:4213136
North Royce Lake	id=g:4213137
North Royce Lake Dam	id=g:4213138
North Salem Church	id=g:4213139
North School	id=g:4213140
North Shores	id=g:4213141
North Side Cemetery	id=g:4213142
North Side Cemetery	id=g:4213143
North Side Church	id=g:4213144
North Slappy Heights	id=g:4213145
North Smyrna Park	id=g:4213146
North Springs Church	id=g:4213147
North Springs High School	id=g:4213148
North Springs Shopping Center	id=g:4213149
North Steward Lake	id=g:4213150
North Steward Lake Dam	id=g:4213151
North Strange Island	id=g:4213152
North Street-East Street Historic District	id=g:4213153
North Sugar Creek	id=g:4213154
North River	id=g:4213155
North Thompson Church	id=g:4213156
North United Methodist Church	id=g:4213157
North Utoy Creek	id=g:4213158
North Summerville Elementary School	id=g:4213159
North Valley	id=g:4213160
North View Cemetery	id=g:4213161
North Watts Lake	id=g:4213162
North Watts Lake Dam	id=g:4213163
North West Point	id=g:4213164
North Whitfield Church	id=g:4213165
North Whitfield Middle School	id=g:4213166
North Williams Lake	id=g:4213167
North Williams Lake Dam	id=g:4213168
North-South Reach	id=g:4213169
Northbelt Business Park	id=g:4213170
Northbrook Church	id=g:4213171
Northbrook Shopping Center	id=g:4213172
Northchase Office Park	id=g:4213173
Northcliff Colony	id=g:4213174
Northcreek Shopping Center	id=g:4213175
Northcrest Square Shopping Center	id=g:4213176
Northcutt Elementary School	id=g:4213177
Northcutt	id=g:4213178
Northcutt Church	id=g:4213179
Northcutt-Pyron Cemetery	id=g:4213180
Northeast Atlanta Industrial Park	id=g:4213181
Northeast Cobb Church	id=g:4213182
Northeast Georgia Medical Center	id=g:4213183
Northeast Georgia Regional Library	id=g:4213184
Northeast Gwinnett Industrial Park	id=g:4213185
Northeast High School	id=g:4213186
Northeast Industrial Park	id=g:4213187
Northeast Plaza Shopping Center	id=g:4213188
Northeast Plaza Shopping Center	id=g:4213189
Northeast Point	id=g:4213190
Northeast School	id=g:4213191
Northend	id=g:4213192
Northend Addition	id=g:4213193
Northern Heights Baptist Church	id=g:4213194
Northern Heights School (historical)	id=g:4213195
Northgate	id=g:4213196
Northgate Four Hundred Industrial Park	id=g:4213197
Northgate Shopping Center	id=g:4213198
Northgate Village Shopping Center	id=g:4213199
Northlake	id=g:4213200
Northlake	id=g:4213201
Northlake Church	id=g:4213202
Northlake Golf and Country Club	id=g:4213203
Northlake Mall Shopping Center	id=g:4213204
Northlake Plaza Shopping Center	id=g:4213205
Northlake Station Atlanta Post Office	id=g:4213206
Northlake Tower Festival Shopping Center	id=g:4213207
Northminster Church	id=g:4213208
Northpointe Church	id=g:4213209
Northridge	id=g:4213210
Northridge	id=g:4213211
Northridge Estates	id=g:4213212
Northridge Lake	id=g:4213213
Northridge Lake Dam	id=g:4213214
Northridge Park	id=g:4213215
Northridge Shopping Center	id=g:4213216
Northridge Shopping Center	id=g:4213217
Northside	id=g:4213218
Northside Baptist Church	id=g:4213219
Northside Baptist Church	id=g:4213220
Northside Baptist Church	id=g:4213221
Northside Baptist Church	id=g:4213222
Northside Baptist Church	id=g:4213223
Northside Christian Church	id=g:4213224
Northside Church	id=g:4213225
Northside Church	id=g:4213226
Northside Church	id=g:4213227
Northside Church	id=g:4213228
Northside Church	id=g:4213229
Northside Church	id=g:4213230
Northside Church	id=g:4213231
Northside Church	id=g:4213232
Northside Church	id=g:4213233
Northside Church	id=g:4213234
Northside Church	id=g:4213235
Northside Church	id=g:4213236
Northside Church	id=g:4213237
Northside Church	id=g:4213238
Northside Church of Christ	id=g:4213239
Northside Church of the Nazarene	id=g:4213240
Northside Elementary School	id=g:4213241
North Atlanta High School	id=g:4213242
Northside High School	id=g:4213243
Northside Homes	id=g:4213244
Northside Hospital	id=g:4213245
Northside Hospital	id=g:4213246
Northside Hospital Heliport	id=g:4213247
Northside Junior High School	id=g:4213248
Northside Park	id=g:4213249
Northside Park	id=g:4213250
Northside Park Church	id=g:4213251
Northside Parkway Shopping Center	id=g:4213252
Northside School	id=g:4213253
Northside School	id=g:4213254
Northside Elementary School	id=g:4213255
Northside School	id=g:4213256
Northside School	id=g:4213257
Northside School	id=g:4213258
Northside School	id=g:4213259
Northside Elementary School	id=g:4213260
Northside School	id=g:4213261
Northside School	id=g:4213262
Martha Smith Elementary School	id=g:4213263
Northside Village Shopping Center	id=g:4213264
Northstar	id=g:4213265
Northview	id=g:4213266
Northview Cemetery	id=g:4213267
Northview Cemetery	id=g:4213268
Northview Cemetery	id=g:4213269
Northview United Methodist Church	id=g:4213270
Northwest Baptist Church	id=g:4213271
Northwest Baptist Church	id=g:4213272
Northwest Branch Library	id=g:4213273
Northwest Business Center	id=g:4213274
Northwest Georgia Experimental Station	id=g:4213275
Northwest Georgia High School	id=g:4213276
Northwest Georgia Mental Health Center	id=g:4213277
Northwest Georgia Primary Health Care Center	id=g:4213278
Northwest Harbor	id=g:4213279
Northwest Whitfield High School	id=g:4213280
Northwest Industrial Park	id=g:4213281
Northwest Laurens School	id=g:4213282
Northwest Newnan Residential Historic District	id=g:4213283
Northwest Park	id=g:4213284
Northwest Elementary School	id=g:4213285
Northwest Woods	id=g:4213286
Northwest Woods	id=g:4213287
Northwestern Middle School	id=g:4213288
Northwind	id=g:4213289
Northwood	id=g:4213290
Northwood	id=g:4213291
Northwood Country Club	id=g:4213292
Northwood Estates	id=g:4213293
Northwoods	id=g:4213294
Northwoods	id=g:4213295
Northwoods Plaza Shopping Center	id=g:4213296
Northwoods Shopping Center	id=g:4213297
Norton	id=g:4213298
Norton (historical)	id=g:4213299
Norton Acres	id=g:4213300
Norton Branch	id=g:4213301
North Valdosta Church	id=g:4213302
Norton Branch	id=g:4213303
Norton Cemetery	id=g:4213304
Norton Gap	id=g:4213305
Norton Hill	id=g:4213306
Norton Park Elementary School	id=g:4213307
Norton Ridge	id=g:4213308
R L Norton Elementary School	id=g:4213309
Nortons Millrace	id=g:4213310
Norton Creek	id=g:4213311
Norwich	id=g:4213312
Norwich Baptist Church	id=g:4213313
Norwood	id=g:4213314
Norwood Baptist Church	id=g:4213315
Norwood Cemetery	id=g:4213316
Norwood School	id=g:4213317
Norwood School (historical)	id=g:4213318
Norwood United Methodist Church	id=g:4213319
Noses Creek	id=g:4213320
Notalee Orchards	id=g:4213321
Notchaway Baptist Church	id=g:4213322
Notchaway Baptist Church Cemetery	id=g:4213323
Note	id=g:4213324
Notnomis Acres Lake	id=g:4213325
Nottely Dam	id=g:4213326
Nottely Dock	id=g:4213327
Nottely Falls	id=g:4213328
Nottely Lake	id=g:4213329
Nottely River	id=g:4213330
Norwat Hill	id=g:4213331
Nottingham Estates	id=g:4213332
Nowell Recreation Center	id=g:4213333
Nowhere Branch	id=g:4213334
Nottingham	id=g:4213335
Nowlin Hall	id=g:4213336
Nowlin Station	id=g:4213337
Nowlin Woods	id=g:4213338
Noyles Cut	id=g:4213339
Nuberg	id=g:4213340
Number Five Branch	id=g:4213341
Nowlin Estates	id=g:4213342
Number Gate Lake Dam	id=g:4213343
Number One Island	id=g:4213344
Number Seven Branch	id=g:4213345
Number Gate Lake	id=g:4213346
Nunez	id=g:4213347
Nunn Cemetery	id=g:4213348
Nunn Industrial School (historical)	id=g:4213349
Nunn-Wheeler Cemetery	id=g:4213350
Nunn-Wheeler Church (historical)	id=g:4213351
Nursecare Nursing Home	id=g:4213352
Nut Creek	id=g:4213353
Nutview (historical)	id=g:4213354
O H Banks Bridge	id=g:4213355
O Neal	id=g:4213356
Evans Middle School	id=g:4213357
O Wayne Rollins Research Center	id=g:4213358
O'Barr Lookout Tower	id=g:4213359
O'Berry Cemetery	id=g:4213360
O'Bryan Gap	id=g:4213361
O'Daniel Cemetery	id=g:4213362
O'Keefe Gymnasium	id=g:4213363
O'Keefe High School	id=g:4213364
O'Kelley Dam	id=g:4213365
O'Kelley Lake	id=g:4213366
O'Kelly Memorial Library	id=g:4213367
O'Kelly Store (historical)	id=g:4213368
O'Leary	id=g:4213369
O'Neal Cemetery	id=g:4213370
O'Neal Cemetery	id=g:4213371
O'Neal Grammar School	id=g:4213372
O'Neals Crossroad	id=g:4213373
O'Quinn Cemetery	id=g:4213374
O'Quinn Church	id=g:4213375
O'Quinn Pond	id=g:4213376
O'Quinn Pond	id=g:4213377
O'Quinn Pond Dam	id=g:4213378
O'Quinns Pond	id=g:4213379
O'Quinns Pond Dam	id=g:4213380
O'Reily Estates	id=g:4213381
OIG Hunt Camp	id=g:4213382
Oak	id=g:4213383
Oak Academy	id=g:4213384
Oak Bluff	id=g:4213385
Oak Bowen Church	id=g:4213386
Oak Bower (historical)	id=g:4213387
Oak Bower Cemetery	id=g:4213388
Oak Cane Branch	id=g:4213389
Number Ten (historical)	id=g:4213390
Oak Chapel	id=g:4213391
Oak Chapel Cemetery	id=g:4213392
Oak Chapel Cemetery	id=g:4213393
Oak Chase	id=g:4213394
Oak City Cemetery	id=g:4213395
Oak Creek	id=g:4213396
Oak Creek Estates	id=g:4213397
Oak Dale Church	id=g:4213398
