Schenefeld	id=g:2839764
Romberg	id=g:2845348
Rom-Berg	id=g:2845349
Rom-Berg	id=g:2845350
Rom-Berg	id=g:2845351
Rom Berg	id=g:2845352
Röm-Berg	id=g:2845353
Rom-Berg	id=g:2845354
Rom-Berg	id=g:2845355
Romberg	id=g:2845356
Romberg	id=g:2845357
Romberg	id=g:2845358
Romberg	id=g:2845359
Romberg	id=g:2845360
Rombachhof	id=g:2845361
Rombach	id=g:2845362
Rombach	id=g:2845363
Rombach	id=g:2845364
Rombach	id=g:2845365
Romatsried	id=g:2845366
Romansthal	id=g:2845367
Romaney	id=g:2845368
Romaneshof	id=g:2845369
Rom	id=g:2845370
Rom	id=g:2845371
Rom	id=g:2845372
Rom	id=g:2845373
Rölver	id=g:2845374
Rölvede	id=g:2845375
Rolshagen	id=g:2845376
Rölsdorf	id=g:2845377
Rölscheide	id=g:2845378
Rölscheid	id=g:2845379
Roloven	id=g:2845380
Rolofshagen	id=g:2845381
Roloffshagen	id=g:2845382
Rollwitz	id=g:2845383
Rollwasserbach	id=g:2845384
Rollwasser	id=g:2845385
Rollwasen	id=g:2845386
Rollwald	id=g:2845387
Rollspitz	id=g:2845388
Rollshausen	id=g:2845389
Röllshausen	id=g:2845390
Rollshausen	id=g:2845391
Rollsdorf	id=g:2845392
Rolls-Berg	id=g:2845393
Rolloher Bek	id=g:2845394
Rolloh	id=g:2845395
Rollnhof Weiher	id=g:2845396
Rollmanns Berg	id=g:2845397
Rollkopf	id=g:2845398
Rollisch-See	id=g:2845399
Rollis	id=g:2845400
Röllingshain	id=g:2845402
Röllingsen	id=g:2845403
Röllinghausen	id=g:2845404
Rollinghausen	id=g:2845405
Röllinghausen	id=g:2845406
Rollhofen	id=g:2845407
Rollhof	id=g:2845408
Rollhäusl	id=g:2845409
Röllhausen	id=g:2845410
Roll Graben	id=g:2845411
Röllfeld	id=g:2845412
Rollesbroich	id=g:2845413
Röllersdorf	id=g:2845414
Rollenhagener Berge	id=g:2845415
Rollenhagen	id=g:2845416
Röllenberg	id=g:2845417
Röllecken	id=g:2845418
Rollberge	id=g:2845419
Roll-Berge	id=g:2845420
Roll-Berge	id=g:2845422
Roll-Berge	id=g:2845423
Rollberg	id=g:2845424
Roll-Berg	id=g:2845425
Roll-Berg	id=g:2845426
Roll-Berg	id=g:2845427
Roll-Berg	id=g:2845428
Röll-Berg	id=g:2845429
Röll Berg	id=g:2845430
Rollbach	id=g:2845431
Röll-Bach	id=g:2845432
Röllbach	id=g:2845433
Rollarsmühle	id=g:2845434
Rolland	id=g:2845435
Rolinklambers	id=g:2845436
Rolink	id=g:2845437
Roling	id=g:2845438
Roling	id=g:2845439
Roling	id=g:2845440
Rolika	id=g:2845441
Rolgenmoos	id=g:2845442
Rolfzen	id=g:2845443
Rolfshörnermoor	id=g:2845444
Rolfshörn	id=g:2845445
Försterei Rolfshagen	id=g:2845446
Rolfshagen	id=g:2845447
Rolfsen	id=g:2845448
Rolfsbüttel	id=g:2845449
Rolf	id=g:2845450
Rolf	id=g:2845451
Roleber	id=g:2845452
Roldisleben	id=g:2845453
Rölchels-Berg	id=g:2845454
Rolandswerth	id=g:2845455
Rolandskopf	id=g:2845456
Rolandshorst	id=g:2845457
Rolandshöhe	id=g:2845458
Rolandsgrund	id=g:2845459
Rolandseck	id=g:2845460
Rolands-Berg	id=g:2845461
Roländer Berg	id=g:2845462
Roland	id=g:2845463
Roland	id=g:2845464
Rokshorst	id=g:2845465
Roklum	id=g:2845466
Roja	id=g:2845467
Roitzschwiese	id=g:2845468
Roitzschjora	id=g:2845469
Roitzschgen	id=g:2845470
Roitzschen	id=g:2845471
Roitzschberg	id=g:2845472
Försterei Roitzsch	id=g:2845473
Roitzsch	id=g:2845474
Roitzsch	id=g:2845475
Roitzsch	id=g:2845476
Roitzsch	id=g:2845477
Roitzsch	id=g:2845478
Roitzheim	id=g:2845479
Roitzerhof	id=g:2845480
Roitz	id=g:2845481
Roithof	id=g:2845482
Roithof	id=g:2845483
Roithof	id=g:2845484
Roitham	id=g:2845485
Roitham	id=g:2845486
Roitham	id=g:2845487
Roitham	id=g:2845488
Roitham	id=g:2845489
Roitham	id=g:2845490
Roith	id=g:2845491
Roith	id=g:2845492
Roith	id=g:2845493
Roith	id=g:2845494
Roith	id=g:2845495
Roith	id=g:2845496
Roith	id=g:2845497
Roismannsöd	id=g:2845498
Roisenberg	id=g:2845499
Roisdorferhof	id=g:2845500
Roisdorf	id=g:2845501
Roikier	id=g:2845502
Roigheim	id=g:2845503
Roidin	id=g:2845504
Roidhof	id=g:2845505
Roidhof	id=g:2845506
Roiching	id=g:2845507
Roibach	id=g:2845508
Rohstorf	id=g:2845509
Rohrwiesen	id=g:2845510
Rohrwiese	id=g:2845511
Rohrwerder	id=g:2845512
Röhrwangen	id=g:2845513
Röhrwang	id=g:2845514
Rohrwang	id=g:2845515
Rohrwalk	id=g:2845516
Rohr- und Buschwerder	id=g:2845517
Rohrüh	id=g:2845518
Röhr-Teich	id=g:2845519
Rohr-Teich	id=g:2845520
Rohr-Teich	id=g:2845521
Rohrteich	id=g:2845522
Rohr-Teich	id=g:2845523
Rohr-Teich	id=g:2845524
Rohrteich	id=g:2845525
Rohrtang	id=g:2845526
Rohrtalskopf	id=g:2845527
Rohrstorf	id=g:2845528
Rohrstorf	id=g:2845529
Rohrstetten	id=g:2845530
Röhrsteig	id=g:2845531
Rohrsoll	id=g:2845532
Rohrsmoor	id=g:2845533
Rohrsheim	id=g:2845534
Röhrshahn	id=g:2845535
Rohrs-Fleth	id=g:2845536
Röhrser Bach	id=g:2845537
Rohrsen	id=g:2845538
Röhrsen	id=g:2845539
Röhrsen	id=g:2845540
Rohrsen	id=g:2845541
Rohrsee	id=g:2845542
Rohrsee	id=g:2845543
Rohr-See	id=g:2845544
Röhrse	id=g:2845545
Röhrsdorf	id=g:2845546
Röhrsdorf	id=g:2845547
Röhrsdorf	id=g:2845548
Röhrsdorf	id=g:2845549
Röhrsdorf	id=g:2845550
Röhrsberg	id=g:2845551
Röhrs-Berg	id=g:2845552
Röhrsbächle	id=g:2845553
Rohrsbach	id=g:2845554
Rohr-Pöhle	id=g:2845555
Rohrpfuhl-Graben	id=g:2845556
Rohrpfuhl	id=g:2845557
Röhrndlberg	id=g:2845558
Röhrnbach	id=g:2845559
Röhrnau	id=g:2845560
Röhrnang	id=g:2845561
Röhrn	id=g:2845562
Rohrmünz	id=g:2845563
Försterei Röhrmühle	id=g:2845564
Röhrmoos	id=g:2845565
Rohrmoos	id=g:2845566
Röhrmoos	id=g:2845567
Röhrmoos	id=g:2845568
Röhrmoos	id=g:2845569
Röhrmoos	id=g:2845570
Rohrmoos	id=g:2845571
Rohrmiß	id=g:2845572
Rohrloh	id=g:2845573
Röhrlhof	id=g:2845574
Röhrl-Bach	id=g:2845575
Rohrlacker Graben	id=g:2845576
Rohrlack	id=g:2845577
Rohr Kopf	id=g:2845578
Röhrkohl	id=g:2845579
Rohrklinge	id=g:2845580
Gehege Röhrkirchen	id=g:2845581
Röhrkasten	id=g:2845582
Röhrigshof	id=g:2845583
Röhrigshof	id=g:2845584
Röhrigshof	id=g:2845585
Röhrigs-Berg	id=g:2845586
Röhrigs	id=g:2845587
Rohrigham	id=g:2845588
Röhrig	id=g:2845589
Röhrig	id=g:2845590
Röhrig	id=g:2845591
Röhrig	id=g:2845592
Röhricht-Teich	id=g:2845593
Rohrhorst	id=g:2845594
Rohrhof	id=g:2845595
Rohrhof	id=g:2845596
Rohrhof	id=g:2845597
Rohrhof	id=g:2845598
Rohrhof	id=g:2845599
Rohrhof	id=g:2845600
Rohrhof	id=g:2845601
Rohrhardsberg	id=g:2845602
Rohrhardsberg	id=g:2845603
Rohrhammer	id=g:2845604
Röhr-Graben	id=g:2845605
Rohr-Graben	id=g:2845606
Rohr-Graben	id=g:2845607
Röhrgraben	id=g:2845608
Röhr-Graben	id=g:2845609
Rohrgraben	id=g:2845610
Röhretsgraben	id=g:2845611
Rohrer Wald	id=g:2845612
Rohrersreuth	id=g:2845613
Röhrer-Grund	id=g:2845614
Rohrer Berge	id=g:2845615
Röhrentrup	id=g:2845616
Röhrenspring	id=g:2845617
Röhrensee	id=g:2845618
Röhrensee	id=g:2845619
Röhrenmoos	id=g:2845620
Rohrenkopf	id=g:2845621
Röhrenhof	id=g:2845622
Röhrenhof	id=g:2845623
Röhrenfurth	id=g:2845624
Rohrenfels	id=g:2845625
Rohrenfeld	id=g:2845626
Rohrendobl	id=g:2845627
Röhrenberg	id=g:2845628
Röhrenbach	id=g:2845629
Rohrenbach	id=g:2845630
Rohrenbach	id=g:2845631
Rohren	id=g:2845632
Röhren	id=g:2845633
Röhren	id=g:2845634
Rohrelmoos-Alpe	id=g:2845635
Röhre	id=g:2845636
Rohrdorf	id=g:2845637
Rohrdorf	id=g:2845638
Rohrdorf	id=g:2845639
Rohrdorf	id=g:2845640
Rohrdorf	id=g:2845641
Rohrdorf	id=g:2845642
Röhrda	id=g:2845643
Rohrbühl	id=g:2845644
Rohrbrunn	id=g:2845645
Rohrbruck	id=g:2845646
Rohrbruchwiesen	id=g:2845647
Rohrbruch	id=g:2845648
Rohrbruch	id=g:2845649
Rohrbronn	id=g:2845650
Rohrberg	id=g:2845651
Rohrberg	id=g:2845652
Rohrberg	id=g:2845653
Rohrberg	id=g:2845654
Rohrberg	id=g:2845655
Rohr-Berg	id=g:2845656
Rohrberg	id=g:2845657
Röhr-Berg	id=g:2845658
Rohr-Berg	id=g:2845659
Rohr-Berg	id=g:2845660
Röhr Berg	id=g:2845661
Rohr-Berg	id=g:2845662
Rohr-Berg	id=g:2845663
Rohrberg	id=g:2845664
Rohr Berg	id=g:2845665
Rohrberg	id=g:2845666
Rohrberg	id=g:2845667
Wüste Mark Rohrbeck	id=g:2845668
Rohrbeck	id=g:2845669
Rohrbeck	id=g:2845670
Rohrbeck	id=g:2845671
Rohrbacherhof	id=g:2845672
Rohrbach am Gießhübel	id=g:2845673
Bahnhof Rohrbach	id=g:2845674
Rohrbach	id=g:2845675
Rohrbach	id=g:2845676
Rohrbach	id=g:2845677
Rohrbach	id=g:2845678
Rohr Bach	id=g:2845679
Rohr Bach	id=g:2845680
Rohr Bach	id=g:2845681
Rohrbach	id=g:2845682
Rohr-Bach	id=g:2845683
Rohrbach	id=g:2845684
Röhrbach	id=g:2845685
Rohrbach	id=g:2845686
Röhrbach	id=g:2845687
Rohrbach	id=g:2845688
Rohrbach	id=g:2845689
Rohr Bach	id=g:2845690
Rohrbach	id=g:2845691
Rohr-Bach	id=g:2845692
Rohrbach	id=g:2845693
Rohrbach	id=g:2845694
Rohrbach	id=g:2845695
Rohrbach	id=g:2845696
Rohrbach	id=g:2845697
Rohrbach	id=g:2845698
Rohrbach	id=g:2845699
Rohrbach	id=g:2845700
Rohrbach	id=g:2845701
Rohrbach	id=g:2845702
Rohrbach	id=g:2845703
Rohrbach	id=g:2845704
Rohrbach	id=g:2845705
Rohrbach	id=g:2845706
Rohrbach	id=g:2845707
Rohrbach	id=g:2845708
Rohrbach	id=g:2845709
Rohrbach	id=g:2845710
Rohrbach	id=g:2845711
Rohrbach	id=g:2845712
Rohrbach	id=g:2845713
Rohrbach	id=g:2845714
Rohrbach	id=g:2845715
Rohrbach	id=g:2845716
Rohrbach	id=g:2845717
Rohrbach	id=g:2845718
Rohrbach	id=g:2845719
Rohrbach	id=g:2845720
Rohrbach	id=g:2845721
Rohrbach	id=g:2845722
Rohrbach	id=g:2845723
Rohrbach	id=g:2845724
Rohrbach	id=g:2845725
Rohrbach	id=g:2845726
Rohrbach	id=g:2845727
Rohrbach	id=g:2845728
Rohrbach	id=g:2845729
Rohrbach	id=g:2845730
Rohrauer Köpfe	id=g:2845731
Rohrau	id=g:2845732
Rohrallmend	id=g:2845733
Rohracker	id=g:2845734
Rohrach	id=g:2845735
Rohrach	id=g:2845736
Röhrach	id=g:2845737
Rohrach	id=g:2845738
Röhrach	id=g:2845739
Rohrach	id=g:2845740
Rohr	id=g:2845741
Röhr	id=g:2845742
Rohr	id=g:2845743
Rohr	id=g:2845744
Rohr	id=g:2845745
Rohr	id=g:2845746
Rohr	id=g:2845747
Rohr	id=g:2845748
Rohr	id=g:2845749
Rohr	id=g:2845750
Rohr	id=g:2845751
Rohr	id=g:2845752
Rohr	id=g:2845753
Rohr	id=g:2845754
Rohr	id=g:2845755
Rohr	id=g:2845756
Rohr	id=g:2845757
Rohr	id=g:2845758
Röhr	id=g:2845759
Rohr	id=g:2845760
Rohr	id=g:2845761
Rohnstedt	id=g:2845762
Rohnstorf	id=g:2845763
Rohnstadt	id=g:2845764
Rohnscheid	id=g:2845765
Röhnkrug	id=g:2845766
Rohnhausen	id=g:2845767
Rohne-Berg	id=g:2845768
Rohne	id=g:2845769
Rohne	id=g:2845770
Rohndorf	id=g:2845771
Rohnberg	id=g:2845772
Rohn-Berg	id=g:2845773
Rohn-Berg	id=g:2845774
Röhn-Berg	id=g:2845775
Rohnbach	id=g:2845776
Rohna	id=g:2845777
Rohna	id=g:2845778
Röhn	id=g:2845779
Rohn	id=g:2845780
Rohmmoor	id=g:2845781
Röhmke	id=g:2845782
Röhmen	id=g:2845783
Rohmbach	id=g:2845784
Rohmatt	id=g:2845785
Rohlstorf	id=g:2845786
Rohlsdorf	id=g:2845787
Rohlsdorf	id=g:2845788
Rohlsdorf	id=g:2845789
Röhlinwald	id=g:2845790
Rohlings Venne	id=g:2845791
Röhlings-Berg	id=g:2845792
Röhlingbach	id=g:2845793
Haltepunkt Röhlinghausen	id=g:2845794
Röhlinghausen	id=g:2845795
Röhlinger Sechta	id=g:2845796
Röhlingen	id=g:2845797
Rohlingen	id=g:2845798
Rohlfshagen	id=g:2845799
Rohlfen	id=g:2845800
Röhlen-Teich	id=g:2845801
Röhl-Berg	id=g:2845802
Rohländer Kopf	id=g:2845803
Rohland	id=g:2845804
Röhl	id=g:2845805
Rohkopf	id=g:2845806
Rohhof	id=g:2845807
Rohensaas	id=g:2845808
Rohen-Berg	id=g:2845809
Rohen-Berg	id=g:2845810
Röhenberg	id=g:2845811
Roheide	id=g:2845812
Röhe	id=g:2845813
Rohdenhaus	id=g:2845814
Rohden	id=g:2845815
Rohden	id=g:2845816
Rohda	id=g:2845817
Rohbraken	id=g:2845818
Rohbogen	id=g:2845819
Rohberg	id=g:2845820
Roh-Berg	id=g:2845821
Rögnitz	id=g:2845822
Rögnitz	id=g:2845823
Röglitz	id=g:2845824
Rögling	id=g:2845825
Rögling	id=g:2845826
Rögitz	id=g:2845827
Roggow	id=g:2845828
Roggow	id=g:2845829
Roggow	id=g:2845830
Roggosen	id=g:2845831
Rogglfing	id=g:2845832
Rogglfing	id=g:2845833
Rogging	id=g:2845834
Roggersing	id=g:2845835
Roggersdorf	id=g:2845836
Roggerholz	id=g:2845837
Rogger-Berg	id=g:2845838
Roggenzell	id=g:2845839
Roggentin	id=g:2845840
Roggentin	id=g:2845841
Roggentin	id=g:2845842
Roggenthal	id=g:2845843
Roggental	id=g:2845844
Roggenstorf	id=g:2845845
Roggenstein	id=g:2845846
Roggenstein	id=g:2845847
Roggenstein	id=g:2845848
Roggensteder Weg	id=g:2845849
Roggensteder Hammer	id=g:2845850
Roggenstede Haltepunkt	id=g:2845851
Roggenstede	id=g:2845852
Roggenmoor	id=g:2845853
Roggenland	id=g:2845854
Försterei Roggenlager	id=g:2845855
Roggenhorst	id=g:2845856
Roggenhagen	id=g:2845857
Roggendorf	id=g:2845858
Roggendorf	id=g:2845859
Roggendorf	id=g:2845860
Roggendorf	id=g:2845861
Roggendorf	id=g:2845862
Roggenburg	id=g:2845863
Roggenbeuren	id=g:2845864
Roggenberg	id=g:2845865
Roggen-Berg	id=g:2845866
Roggenberg	id=g:2845867
Roggen-Bach	id=g:2845868
Roggenbach	id=g:2845869
Roggenbach	id=g:2845870
Roggenbach	id=g:2845871
Roggelshauserbach	id=g:2845872
Röggeliner See	id=g:2845873
Röggelin	id=g:2845874
Roggden	id=g:2845875
Rogerfelde	id=g:2845876
Rogendorf	id=g:2845877
Rögen	id=g:2845878
Rögen	id=g:2845879
Rögen	id=g:2845880
Rögen	id=g:2845881
Rögen	id=g:2845882
Rogeez	id=g:2845883
Roge	id=g:2845884
Rogätz	id=g:2845885
Rogäsen-Jerichow	id=g:2845886
Rogäsen	id=g:2845887
Roga	id=g:2845888
Röfleuten	id=g:2845889
Röfinger Berg	id=g:2845890
Röfingen	id=g:2845891
Roffhausen	id=g:2845892
Roez	id=g:2845893
Roes	id=g:2845894
Roerhof	id=g:2845895
Roerfeld	id=g:2845896
Röen	id=g:2845897
Roelen End	id=g:2845898
Roduchelstorf	id=g:2845899
Rodt	id=g:2845900
Rodt	id=g:2845901
Rodt	id=g:2845902
Rodt	id=g:2845903
Rodt	id=g:2845904
Rodlseign	id=g:2845905
Rödlitz	id=g:2845906
Rödlinghausen	id=g:2845907
Rodliner See	id=g:2845908
Rödlin	id=g:2845909
Rödlhof	id=g:2845910
Rodlhof	id=g:2845911
Rödles	id=g:2845912
Rodlera	id=g:2845913
Rodleben	id=g:2845914
Rödl-Bach	id=g:2845915
Rödlas	id=g:2845916
Rödlas	id=g:2845917
Rodishain	id=g:2845918
Rödinghausen	id=g:2845919
Rödinghausen	id=g:2845920
Rodinger Forst	id=g:2845921
Rödingen	id=g:2845922
Rödingen	id=g:2845923
Roding	id=g:2845924
Roding	id=g:2845925
Rödigsdorf	id=g:2845926
Rodigkau	id=g:2845927
Rödigen	id=g:2845928
Rödigen	id=g:2845929
Rödigen	id=g:2845930
Rodigberg-Alpe	id=g:2845931
Rodigast	id=g:2845932
Rodiekskate	id=g:2845933
Rödichen	id=g:2845934
Rodias	id=g:2845935
Rodholz	id=g:2845936
Rodheim vor der Höhe	id=g:2845937
Rodheim-Bieber	id=g:2845938
Rodheim	id=g:2845939
Rodheim	id=g:2845940
Rodheim	id=g:2845941
Rödgen	id=g:2845942
Rödgen	id=g:2845943
Rödgen	id=g:2845944
Rödgen	id=g:2845945
Rödgen	id=g:2845946
Rödgen	id=g:2845947
Rödgen	id=g:2845948
Rödgen	id=g:2845949
Rödgen	id=g:2845950
Rodewitz	id=g:2845951
Rodewitz	id=g:2845952
Rodewisch	id=g:2845953
Rodewald-Untere Bauerschaft	id=g:2845954
Rodewald-Obere Bauerschaft	id=g:2845955
Rodewald-Mittlere Bauerschaft	id=g:2845956
Rodetal	id=g:2845957
Rodetal	id=g:2845958
Rodesgrün	id=g:2845959
Rodeser-Berg	id=g:2845960
Röderwildbett	id=g:2845961
Roderwiese	id=g:2845962
Röderthal	id=g:2845963
Rodert	id=g:2845964
Rödershorst	id=g:2845965
Rödershöfen	id=g:2845966
Rödersheim	id=g:2845967
Rodershausen	id=g:2845968
Rodersdorf	id=g:2845969
Rödersdorf	id=g:2845970
Rodersdorf	id=g:2845971
Rödersdorf	id=g:2845972
Rodersdell	id=g:2845973
Rodersberg	id=g:2845974
Röders-Berg	id=g:2845975
Rödersbach	id=g:2845976
Rödernsche Heide	id=g:2845977
Röderneugraben	id=g:2845978
Rödern	id=g:2845979
Rödern	id=g:2845980
Rödern	id=g:2845981
Rödern	id=g:2845982
Rödern	id=g:2845983
Rödern	id=g:2845984
Rödern	id=g:2845985
Rödern	id=g:2845986
Röder-Kopf	id=g:2845987
Röderkirchhof	id=g:2845988
Röderkanal	id=g:2845989
Röderhügel	id=g:2845990
Roderholthof	id=g:2845991
Roderhöfe	id=g:2845992
Röderhof	id=g:2845993
Röderhof	id=g:2845994
Röderhof	id=g:2845995
Röderhof	id=g:2845996
Röderhof	id=g:2845997
Röderhäuser	id=g:2845998
Röderhaid	id=g:2845999
Rödergrund	id=g:2846000
Röder-Grund	id=g:2846001
Röder-Graben	id=g:2846002
Röder-Graben	id=g:2846003
Röderbrunn	id=g:2846004
Röder-Berg	id=g:2846005
Röder-Berg	id=g:2846006
Röder-Berg	id=g:2846007
Roder-Berg	id=g:2846008
Röderberg	id=g:2846009
Röder-Berg	id=g:2846010
Röder-Berg	id=g:2846011
Röderberg	id=g:2846012
Röderberg	id=g:2846013
Röderbachshof	id=g:2846014
Röder Bach	id=g:2846015
Röderbach	id=g:2846016
Bahnhof Röderau	id=g:2846017
Röderau	id=g:2846018
Roderath	id=g:2846019
Roder	id=g:2846020
Rodenzenreuth	id=g:2846021
Rödenweiler	id=g:2846022
Rodenwalde	id=g:2846023
Rodenull	id=g:2846024
Ruine Rodenstein	id=g:2846025
Rödensdorf	id=g:2846026
Rodens-Berg	id=g:2846027
Rodenroth	id=g:2846028
Rodenkircherwurp	id=g:2846029
Rodenkircher Oberdeich	id=g:2846030
Rodenkirchen	id=g:2846031
Köln Rodenkirchen	id=g:2846032
Rodenkathen	id=g:2846033
Rodenhof	id=g:2846034
Rodenhausen	id=g:2846035
Rodenhardt	id=g:2846036
Rodener Schleusenfleet	id=g:2846037
Rodenbostel	id=g:2846038
Rodenberg	id=g:2846039
Rodenberg	id=g:2846040
Rodenberg	id=g:2846041
Roden-Berg	id=g:2846042
Roden-Berg	id=g:2846043
Roden-Berg	id=g:2846044
Roden-Berg	id=g:2846045
Roden Berg	id=g:2846046
Rodenberg	id=g:2846047
Rodenbek	id=g:2846048
Rodenbek	id=g:2846049
Rödenbeck	id=g:2846050
Rodenbeck	id=g:2846051
Rodenbeck	id=g:2846052
Forsthaus Rodenbacher	id=g:2846053
Roden-Bach	id=g:2846054
Roden Bach	id=g:2846055
Roden Bach	id=g:2846056
Rodenbach	id=g:2846057
Rodenbach	id=g:2846058
Rodenbach	id=g:2846059
Rodenbach	id=g:2846060
Rodenbach	id=g:2846061
Rodenbach	id=g:2846062
Rodenbach	id=g:2846063
Rodenbach	id=g:2846064
Redenbach	id=g:2846065
Rodenbach	id=g:2846066
Rodenbach	id=g:2846067
Rodenbach	id=g:2846068
Rodenäs	id=g:2846069
Röden	id=g:2846070
Röden	id=g:2846071
Roden	id=g:2846072
Roden	id=g:2846073
Rodemühlen	id=g:2846074
Rödemisfeld	id=g:2846075
Rödemis	id=g:2846076
Rodemicht	id=g:2846077
Rodemich	id=g:2846078
Rodemann	id=g:2846079
Rodelzried	id=g:2846080
Rödelwitz	id=g:2846081
Rodelstein	id=g:2846082
Rödel-Stein	id=g:2846083
Rödelsee	id=g:2846084
Rödelsburg	id=g:2846085
Rödelsberg	id=g:2846086
Rödels-Berg	id=g:2846087
Rödelsberg	id=g:2846088
Rödelmaier	id=g:2846089
Rödelkaul	id=g:2846090
Rödelholz	id=g:2846091
Rödelheim	id=g:2846092
Rödelhausen	id=g:2846093
Rödelberg	id=g:2846094
Rödelberg	id=g:2846095
Rödel-Bach	id=g:2846096
Schäferei Rodeland	id=g:2846097
Rodeland	id=g:2846098
Vorwerk Rödel	id=g:2846099
Rodehuth	id=g:2846100
Rodehorst	id=g:2846101
Rodehorst	id=g:2846102
Rodeck	id=g:2846103
Rodeck	id=g:2846104
Rodebusch	id=g:2846105
Försterei Rodeberg	id=g:2846106
Rode-Berg	id=g:2846107
Rode-Berg	id=g:2846108
Rodeberg	id=g:2846109
Rodebach	id=g:2846110
Rode-Bach	id=g:2846111
Rodebach	id=g:2846112
Rode	id=g:2846113
Rode	id=g:2846114
Rödderstein	id=g:2846115
Rodderhof	id=g:2846116
Rodderhof	id=g:2846117
Rodderhof	id=g:2846118
Rodder-Berg	id=g:2846119
Rodder-Berg	id=g:2846120
Rodderbach	id=g:2846121
Rödder	id=g:2846122
Rodder	id=g:2846123
Rodder	id=g:2846124
Roddenserwehl	id=g:2846125
Roddenser Hammerich	id=g:2846126
Röddenserbusch	id=g:2846127
Röddensen	id=g:2846128
Roddens	id=g:2846129
Röddenhof	id=g:2846130
Rödden-Berg	id=g:2846131
Röddenau	id=g:2846132
Rodden	id=g:2846133
Röddelinsee	id=g:2846134
Roddelin	id=g:2846135
Röddelin	id=g:2846136
Bahnhof Rodde	id=g:2846137
Rodde	id=g:2846138
Roddau	id=g:2846139
Roddan	id=g:2846140
Roddahn	id=g:2846141
Rodberg	id=g:2846142
Rodbachhof	id=g:2846143
Rodau	id=g:2846144
Rodau	id=g:2846145
Rodau	id=g:2846146
Rodau	id=g:2846147
Rodau	id=g:2846148
Rodau	id=g:2846149
Rodau	id=g:2846150
Rodane-Bach	id=g:2846151
Rod an der Weil	id=g:2846152
Rodamsdörfle	id=g:2846153
Rodameuschel	id=g:2846154
Rodameuschel	id=g:2846155
Rod am Berg	id=g:2846156
Rodalberhof	id=g:2846157
Rodalben	id=g:2846158
Rodaer Berg	id=g:2846159
Rodachs Rangen	id=g:2846160
Rodachshof	id=g:2846161
Rodachs Berg	id=g:2846162
Rodacherbrunn	id=g:2846163
Rodach	id=g:2846164
Rodach	id=g:2846165
Rodach	id=g:2846166
Rodach	id=g:2846167
Vorwerk Roda	id=g:2846168
Bahnhof Stadtroda	id=g:2846169
Roda	id=g:2846170
Roda	id=g:2846171
Roda	id=g:2846172
Roda	id=g:2846173
Röda	id=g:2846174
Roda	id=g:2846175
Roda	id=g:2846176
Roda	id=g:2846177
Roda	id=g:2846178
Roda	id=g:2846179
Roda	id=g:2846180
Roda	id=g:2846181
Röckwitz	id=g:2846182
Rockwinkel	id=g:2846183
Rockstrohgut	id=g:2846184
Rockstedt	id=g:2846185
Rockstedt	id=g:2846186
Rockstädter Berg	id=g:2846187
Rockstädter Bach	id=g:2846188
Rockshausen	id=g:2846189
Rocksdorf	id=g:2846190
Rocksbüsch	id=g:2846191
Rocks-Berg	id=g:2846192
Röckrath	id=g:2846193
Rockow	id=g:2846194
Rockolding	id=g:2846195
Rocknitz-Teich	id=g:2846196
Röcknitzer Berge	id=g:2846197
Röcknitz-Bach	id=g:2846198
Röcknitz	id=g:2846199
Rocklinghausen	id=g:2846200
Röcklingen	id=g:2846201
Röckinghausen	id=g:2846202
Röckingen	id=g:2846203
Rockholt	id=g:2846204
Rockhöflings	id=g:2846205
Rockhausen	id=g:2846206
Rockhalden	id=g:2846207
Rockeskyllerkopf	id=g:2846208
Rockeskyll	id=g:2846209
Rockertkopf	id=g:2846210
Röckerszell	id=g:2846211
Röckersseif	id=g:2846212
Rockershausen	id=g:2846213
Röckersbühl	id=g:2846214
Röckersberg	id=g:2846215
Rockersbach	id=g:2846216
Rockersbach	id=g:2846217
Rockern	id=g:2846218
Rockerfing	id=g:2846219
Rockenthin	id=g:2846220
Rockensußra	id=g:2846221
Rockensüß	id=g:2846222
Rockenstuhl	id=g:2846223
Rocken-Stein	id=g:2846224
Röckenricht	id=g:2846225
Rockenmoor	id=g:2846226
Röckenhofen	id=g:2846227
Röckenhof	id=g:2846228
Rockenhausen	id=g:2846229
Rockenfeld	id=g:2846230
Rockendorf	id=g:2846231
Rockendorf	id=g:2846232
Rockenburgerhof	id=g:2846233
Rockenbrunn	id=g:2846234
Rockenberg	id=g:2846235
Rockenbach	id=g:2846236
Rockenau	id=g:2846237
Röcken	id=g:2846238
Rocken	id=g:2846239
Röcken	id=g:2846240
Rockelmann	id=g:2846241
Rockeler-Bach	id=g:2846242
Rockel	id=g:2846243
Röcke	id=g:2846244
Rockau	id=g:2846245
Rockau	id=g:2846246
Röcka	id=g:2846247
Rochzahn	id=g:2846248
Rochwitz	id=g:2846249
Rochusthal	id=g:2846250
Rochustal	id=g:2846251
Rochusfeld	id=g:2846252
Rochusberg	id=g:2846253
Rochus-Berg	id=g:2846254
Rochus	id=g:2846255
Rochsburg	id=g:2846256
Rochowsee	id=g:2846257
Rochow	id=g:2846258
Rochollsberg	id=g:2846259
Rochlitzer Berg	id=g:2846260
Rochlitz	id=g:2846261
Rocher-Mühlenfließ	id=g:2846262
Rocher	id=g:2846263
Rocheley-Sand	id=g:2846264
Bahnhof Rochau Ost	id=g:2846265
