Darreh-ye Morgh Khān	id=g:123271
Kūh-e Lā-ye Ma‘dan	id=g:125761
Kūh-e Lāy Kūr	id=g:125762
Lāyeh	id=g:125764
Lāy Gerdū	id=g:125765
Lāy Bīd	id=g:125766
Kūh-e Lāy Band	id=g:125768
Lavīzān	id=g:125769
Rūdkhāneh-ye Lāvīn	id=g:125770
Kūh-e Lāveh	id=g:125771
Darreh-ye Lāveh	id=g:125772
Lāveh-ye Bālā	id=g:125773
Kūh-e Lā Vazeh	id=g:125774
Lavāsān-e Bozorg	id=g:125775
Lāvar Kāl	id=g:125776
Lāvar-e Shomālī	id=g:125778
Lāvar-e Ra’īs Gholām	id=g:125779
Lāvar-e Pā’īn	id=g:125780
Lāvar-e Khasht	id=g:125781
Lāvarān	id=g:125782
Kūh-e Lāvar	id=g:125783
Lāvar-e Sāḩelī	id=g:125784
Lavār	id=g:125785
Lāvar	id=g:125786
Lāvarū	id=g:125787
Lāvar	id=g:125788
Labān-e Soflá	id=g:125789
Lavandevīl	id=g:125790
Landevīl Chāy	id=g:125791
Kūh-e Lavand	id=g:125792
Jazīreh-ye Lāvān	id=g:125793
Lāvān	id=g:125794
Laqvand-e Barāftāb	id=g:125795
Darreh-ye Latovak	id=g:125796
Lāt Leyl	id=g:125797
Laţīfī	id=g:125798
Kūh-e Laţīf	id=g:125799
Laţīfābād	id=g:125800
Lātīdān	id=g:125801
Sadd-e Latīān	id=g:125802
Latīān	id=g:125803
Latī	id=g:125804
Les̄gā’	id=g:125805
Latestān	id=g:125806
Āb-e Lateḩor	id=g:125807
Lateḩor	id=g:125808
Lateh Darreh	id=g:125809
Kūh-e Lāteh Berahneh	id=g:125810
Kūh-e Lāţān	id=g:125811
Lārak	id=g:125812
Lātān	id=g:125813
Lātak	id=g:125814
Latteh Kūh	id=g:125815
Lāt	id=g:125816
Kūh-e Lāstāreh	id=g:125817
Lāsbīd	id=g:125818
Leskū Kelāyeh-e Lab-e Daryā	id=g:125819
Lāsjerd	id=g:125820
Lā Sīb	id=g:125821
Kūh-e Lā Sīāh	id=g:125822
Rūdkhāneh-ye Lāshūr	id=g:125823
Kūh-e Lāshūm	id=g:125824
Lashtū	id=g:125825
Lasht-e Neshā’	id=g:125826
Lashtaghān-e Pā’īn	id=g:125827
Lashtaghān-e Bālā	id=g:125828
Kūh-e Lāshekār	id=g:125829
Lash Mar Zomokh (1)	id=g:125830
Lashkhar	id=g:125831
Lashgarīān	id=g:125832
Kamar-e Lashgargāh	id=g:125833
Lashgarābād	id=g:125834
Āb-e Lashkar	id=g:125835
Āb-e Lashkar	id=g:125836
Lashkar Kūr	id=g:125837
Lashkājān-e ‘Olyā	id=g:125838
Lashgarak	id=g:125839
Lāshak	id=g:125840
Tang Lāsh	id=g:125841
Darreh-ye Lāsh	id=g:125842
Lāsh	id=g:125843
Lāsh	id=g:125844
Lāsem	id=g:125845
Kūh-e Lās	id=g:125846
Larz Jān	id=g:125847
Lārsar	id=g:125848
Lareh Kūh	id=g:125849
Kūh-e Lark	id=g:125850
Lārīzādeh	id=g:125851
Lārīn	id=g:125852
Lārīm	id=g:125853
Kūh-e Lār	id=g:125854
Kūh-e Lārīān	id=g:125855
Lārījān	id=g:125856
Lorījān	id=g:125857
Largān	id=g:125858
Īstgāh-e Rāh Āhan-e Lārestān	id=g:125859
Lārestān	id=g:125860
Kūh-e Lāreh Dar	id=g:125861
Kūh-e Lārefāt	id=g:125862
Lardeh Bastū	id=g:125863
Lardeh	id=g:125864
Lardeh	id=g:125865
Lerd	id=g:125866
Kūh-e Larān	id=g:125867
Lārak Kūhī	id=g:125868
Jazīreh-ye Lārak	id=g:125869
Lārak	id=g:125870
Kūh-e Lārū	id=g:125872
Lār	id=g:125873
Lār	id=g:125874
Lār	id=g:125875
Lār	id=g:125876
Lār	id=g:125877
Laqeyr	id=g:125878
Lapūvandān	id=g:125879
Kūh-e Lapū Pīādeh	id=g:125880
Lapū’ī	id=g:125881
Kūh-e Lappeh	id=g:125882
Lab Labū	id=g:125883
Lāpeleh	id=g:125884
Lapar	id=g:125885
Godār-e Lā Palang	id=g:125886
Lālū	id=g:125887
Lanjevān	id=g:125888
Lanj Rūd	id=g:125889
Lenjāb-e Soflá	id=g:125890
Lenjāb-e ‘Olyā	id=g:125891
Lenjābād	id=g:125892
Lenjāb	id=g:125893
Langerūd	id=g:125894
Langol	id=g:125895
Langarūd	id=g:125896
Langerūd	id=g:125897
Langarīz	id=g:125898
Kūh-e Langū	id=g:125899
Kūh-e Langeh-ye Āsīā’ī	id=g:125900
Kūh-e Langar	id=g:125901
Langar	id=g:125902
Langar	id=g:125903
Bābā Langar	id=g:125904
Langar	id=g:125905
Langar	id=g:125906
Cheshmeh-ye Langān	id=g:125907
Langān	id=g:125908
Langān	id=g:125909
Langak	id=g:125910
Gerd Āb	id=g:125911
Kūh-e Lāneh-ye Bolbol	id=g:125912
Godār-e Kharīţeh	id=g:125913
Kūh-e Landī Sheykhān	id=g:125914
Landī	id=g:125915
Kūh-e Landar	id=g:125916
Kūh-e Landar	id=g:125917
Lambarān	id=g:125918
Kūh-e Lamū	id=g:125919
Lamīs	id=g:125920
Lampach	id=g:125921
Kūh-e Lamlamī	id=g:125922
Lamjerd	id=g:125923
Lāmīān	id=g:125924
Kūh-e Lamestān	id=g:125925
Lāmerd	id=g:125926
Lam‘eh Eslām-e Bālā	id=g:125927
Lam‘eh-ye Arāmeneh	id=g:125928
Lam‘eh Dasht	id=g:125929
Lamdar	id=g:125930
+Lāsem Cheshmeh-ye Bālā	id=g:125931
Lāmardūnī	id=g:125932
Kūh-e Lā Mār	id=g:125933
Lemān	id=g:125934
Lamā	id=g:125935
Kūh-e Lā Lūk	id=g:125936
Tang-e La‘l Palang	id=g:125937
Dasht-e Lālī	id=g:125938
Lālī	id=g:125939
Kūh-e Lā Leyvān	id=g:125940
Rūdkhāneh-ye Lalerī	id=g:125941
Lālekān	id=g:125942
Rūdkhāneh-ye Kabūtarkhān	id=g:125943
Kūh-e Shāh	id=g:125944
Lālehzār	id=g:125945
Leylī Yādegār	id=g:125946
Laleh Vajeh Sar	id=g:125947
Lalehlū	id=g:125948
Lallahlū	id=g:125949
Lāleh Gūn	id=g:125950
Kūh-e Lālehgī	id=g:125951
Lāleh Dasht	id=g:125952
Laleh Band	id=g:125953
Lāleh	id=g:125954
Lāleh’ī	id=g:125955
Kūh-e Lalar	id=g:125956
Lalar	id=g:125957
Lālūn	id=g:125958
Lālān	id=g:125959
Lalaklū	id=g:125960
Lālejīn	id=g:125961
Lālā’īn	id=g:125962
Lālā’ī	id=g:125963
La‘lābād-e Pā'īn	id=g:125964
La‘lābād-e Bālā	id=g:125965
Lālab	id=g:125966
Darreh-ye Lakū	id=g:125967
Kūh-e Lak Tījengī	id=g:125968
Lākterāshān	id=g:125969
Lāk Tarāsh	id=g:125970
Lākesār	id=g:125971
Laklar	id=g:125972
Lak Lak	id=g:125973
Lak Lak	id=g:125974
Kūh-e Lakht	id=g:125975
Lākh Sīfeh	id=g:125976
Lākhvonkeh	id=g:125977
Kūh-e Lākhoshk	id=g:125978
Kūh-e Lā Khoshk	id=g:125979
Kūh-e Lākhoseh	id=g:125980
Lākham Pīch	id=g:125981
Lākh-e Karū	id=g:125982
Kūh-e Lākhersān	id=g:125983
Lākh-e Kūhīk	id=g:125984
Līqrū Darreh	id=g:125985
Lakfeh Sands	id=g:125986
Kūh-e Lak-e Jārū	id=g:125987
Kūh-e Lakeh Sīāh	id=g:125988
Lākeh	id=g:125989
Lak	id=g:125990
Kūh-e Lak Chāh	id=g:125991
Chāh Lakatu	id=g:125992
Lakar Kūh	id=g:125993
Lakar Kūh	id=g:125994
Rūd-e Lākān	id=g:125995
Lākān	id=g:125996
Lakān	id=g:125997
Lākom	id=g:125998
Lākaj	id=g:125999
Kūh-e Lak	id=g:126000
Lak	id=g:126001
Laj	id=g:126002
Kūh-e Lājūr	id=g:126003
Lajrān	id=g:126004
Lajrān	id=g:126005
Kūh-e Lajan	id=g:126006
Lājīm	id=g:126007
Showq ‘Alī	id=g:126008
Kūh-e Lā Jennī	id=g:126009
Lajaneh	id=g:126010
Lahsavāreh	id=g:126011
Lāhū	id=g:126012
Lah Sīāh	id=g:126013
Lāhījān	id=g:126015
Lāhījān	id=g:126016
Aḩīmer	id=g:126017
Lāhījī	id=g:126018
Lah Bīd	id=g:126019
Lahāsh	id=g:126020
Lahargīn	id=g:126021
Lahbarī	id=g:126023
Kūh-e Lā Gol	id=g:126024
Kūh-e Lakī	id=g:126025
Lāgharān	id=g:126026
Lāgharak	id=g:126027
Tang-e Lāghar	id=g:126028
Lāghar	id=g:126029
Lagazīzar	id=g:126030
Lakandasht	id=g:126031
Legāhī	id=g:126032
Lāft-e Kohneh	id=g:126033
Ra’s-e Lāft	id=g:126034
Bandar-e Lāft	id=g:126035
Lafmejān	id=g:126036
Lāfīk	id=g:126037
Lāderāzī	id=g:126038
Kāl-e Lādar	id=g:126039
Lāchvān	id=g:126040
Deh-e Chūl	id=g:126041
Lecheh Gūrāb	id=g:126042
Rūdkhāneh-ye Lā Chāvarg	id=g:126043
Lab Sefīd	id=g:126044
Lāy-e Bīd	id=g:126045
Labgerd	id=g:126046
Ḩowz-e Lab-e Rūdkhāneh	id=g:126047
Lab Cheshmeh	id=g:126048
Kūh-e Lābārīk	id=g:126049
Lābār	id=g:126050
Labanī	id=g:126051
Kamar-e Labaftī	id=g:126052
Āb-e Labāb	id=g:126053
Kūh-e Lā Anjīr	id=g:126054
Kūh-e Lā Angūreh	id=g:126055
Kūzeh Kanān	id=g:126056
Kūzān (1)	id=g:126057
Kūh-e Kūzak	id=g:126058
Bālā Kūy-e Ḩasan Kīādeh	id=g:126059
Kūy-ye Chahār Bonīsheh	id=g:126060
Kūyejān	id=g:126061
Kūpān	id=g:126062
Kūh-e Kūy	id=g:126063
Kūh Sīāhū-ye Bālā	id=g:126064
Kovāy	id=g:126065
Kūtūfā	id=g:126066
Kūt-e Shannūf	id=g:126067
Kūt-e Mahnā	id=g:126068
Shahrak-e Sharī‘atī	id=g:126069
Kūt-e Sheykh	id=g:126070
Kūt-e Seyyed Şāleḩ	id=g:126071
Kūt-e Seyyed Nā‘īm	id=g:126072
Kūt-e Seyyed ‘Enāyat	id=g:126073
Kūtnā	id=g:126074
Kūh-e Kūteh Rash	id=g:126075
Kūt Gāpūn	id=g:126076
Kūt-e Bālā	id=g:126077
Kūtak-e Pā’īn	id=g:126078
Kūtak-e Bālā	id=g:126079
Kūtak	id=g:126080
Kūtāh Darreh	id=g:126081
Kūt-e ‘Abdollāh	id=g:126082
Kūtābād	id=g:126083
Rūdkhāneh-ye Kālūkān	id=g:126084
Kūt	id=g:126085
Kūt	id=g:126086
Koshkūh	id=g:126087
Kūshkū	id=g:126088
Kūshkonār	id=g:126089
Kūshk Khalaf-e ‘Olyā	id=g:126090
Kūshk Khalaf-e Soflá	id=g:126091
Kūshkī Rājī	id=g:126092
Kūchkīneh	id=g:126093
Kūshkī	id=g:126094
Kūh-e Kūshk-e Zard	id=g:126095
Kashk Zar	id=g:126096
Kūshk-e Zard	id=g:126097
Kūshk-e Z̧afarī	id=g:126098
Kūshk-e Tīmārān	id=g:126099
Kūshk-e Soflá	id=g:126100
Gūshk-e Soflá	id=g:126101
‘Alīābād-e Kūshk	id=g:126102
Kūshk-e Sar Tang	id=g:126103
Kūshk Sār	id=g:126104
Kūshk-e Sa‘ādatābād	id=g:126105
Kūshk-e Qāẕī	id=g:126106
Kūshk-e Qavāmī	id=g:126107
Kūshk-e ‘Olyā	id=g:126108
Kūshk	id=g:126109
Kūshk-e Noşrat	id=g:126110
Kūsh Kūmūr	id=g:126111
Kūshk-e Mūr	id=g:126112
Kūshk-e Mowlā	id=g:126113
Kūshk-e Moḩammadābād	id=g:126114
Kūshk-e Marv Dasht	id=g:126115
Kūshk-e Mardān	id=g:126116
Shahrak-e Kāshgelī	id=g:126117
Kūshk-e Khānī	id=g:126118
Kūshk-e Khalīl	id=g:126119
Kūshk Khalaf-e Talkhāb Shūreh	id=g:126120
Jannat	id=g:126121
Kūshk-e Hīnfar	id=g:126122
Kūh-e Kūshk-e Hezār	id=g:126123
Kūh-e Kūshk Hezār	id=g:126124
Kūh-e Kūshk-e Hezār	id=g:126125
Kūshk	id=g:126127
Kūshk-e Ḩasanābād	id=g:126128
Kūh-e Kūshkeh	id=g:126129
Kūshk-e Bīdak	id=g:126130
Kūshk-e Bībīcheh	id=g:126131
Kūshk-e Bahrām	id=g:126132
Kūh-e Qūshkār	id=g:126133
Kūshkān	id=g:126134
Kūshkān	id=g:126135
Kūshkal	id=g:126136
Kūshgak-e Bālā	id=g:126137
Kūshk-e Do Pīrān	id=g:126138
Rūd-e Kūshkak	id=g:126139
Kūh-e Kashkak	id=g:126140
Koshkak	id=g:126141
Kūshkak	id=g:126142
Kūshkak	id=g:126143
Kūshkak	id=g:126144
Kūshgak	id=g:126145
Ḩeshmatīyeh	id=g:126146
Kūshkak	id=g:126147
Kūshkak	id=g:126148
Kūshkak	id=g:126149
Kūshkak	id=g:126150
Gūshkābād	id=g:126151
Kūshkābād	id=g:126152
Kūshk	id=g:126153
Kūshkābād	id=g:126154
Tangeh-ye Kūshk	id=g:126155
Kūh-e Kūshk	id=g:126156
Kūshk	id=g:126157
Kūshk	id=g:126158
Kūshk	id=g:126159
Kūshk	id=g:126160
Kūshk	id=g:126161
Kūshk	id=g:126162
Kūshk	id=g:126163
Kūshk	id=g:126164
Qal‘eh Kūshk	id=g:126165
Kūshk	id=g:126166
Kūshk	id=g:126167
Kūshk	id=g:126168
Kūshk	id=g:126169
Kūshk	id=g:126170
Kūshk	id=g:126171
Kūshk	id=g:126172
Kūh Kūshgaleh	id=g:126173
Kūsheh	id=g:126174
Kalāt-e Kūsheh	id=g:126175
Kīsheh	id=g:126176
Mīān Maḩalleh-ye Kūshālshāh	id=g:126177
Kūh-e Meydān-e Astar	id=g:126178
Kūshāh	id=g:126179
Kūs‘alī	id=g:126180
Kūsahlar	id=g:126181
Kūseh Kahrīzeh	id=g:126182
Kūs ‘Alī	id=g:126183
Kūh-e Kūseh	id=g:126184
Kūh-e Ab-e Kūseh	id=g:126185
Kūseh	id=g:126186
Kūsalū	id=g:126187
Kūsaj Khalīl	id=g:126188
Kūh-e Kūs	id=g:126189
Kūreh Z̄eq	id=g:126190
Tang-e Kūrtū	id=g:126191
Kūr Tūl	id=g:126192
Kūresht	id=g:126193
Kūr Pāhak	id=g:126194
Sadd-e Makhzanī-ye Shahīd Kāz̧emī-ye Būkān	id=g:126195
Kūroshābād	id=g:126196
Kūr Kūreh	id=g:126197
Kūr Kānlū	id=g:126198
Kūrkānlū-ye Pā'īn	id=g:126199
Kūh-e Kūrīl	id=g:126200
Kūrījān	id=g:126201
Gūrīān-e Gowreh	id=g:126202
Kūrīān	id=g:126203
Āb-e Kūrīā	id=g:126204
Kūrī	id=g:126205
Gowrī	id=g:126206
Kowrī	id=g:126207
Kūrgeh	id=g:126208
Kūr Gaz-e Pā’īn	id=g:126209
Kūr Gaz-e Bālā	id=g:126210
Khūrgaz	id=g:126211
Kūrgāh	id=g:126212
Kūr Kahrīz	id=g:126213
Kūh-e Korreh Meyāneh	id=g:126214
Kūh-e Kūrī Maryam	id=g:126215
Kūrākesh	id=g:126216
Kūreh Gaz	id=g:126217
Kūrdarreh	id=g:126218
Kūreh Dar	id=g:126219
Kareh Vash	id=g:126220
Tang-e Kūreh	id=g:126221
Kūreh	id=g:126222
Koreh	id=g:126223
Kūrehhā	id=g:126224
Kūh-e Kūrdeh	id=g:126225
Kūrdeh	id=g:126226
Kūrdeh	id=g:126227
Kūreh Dasht-e ‘Olyā	id=g:126228
Kūh-e Kūreh Dān	id=g:126229
Reshteh-ye Kūr Dāgh	id=g:126230
Kūr Cheshmeh	id=g:126232
Kūr Cheshmeh	id=g:126233
Kūr Bolāgh-e Yek	id=g:126234
Kūr Bolāgh-e Patīābād	id=g:126235
Kūr Bolāgh-e Moḩammad Naqī	id=g:126236
Kūr Bolāgh	id=g:126237
Gūrbābā ‘Alī	id=g:126238
Kūrashk	id=g:126239
Kūrān Torkīyeh	id=g:126240
Kūrān-e Kordīyeh	id=g:126241
Kūrān Dap	id=g:126242
Kūrān	id=g:126243
Kūrān	id=g:126244
Kūrān	id=g:126245
Kūh-e Kūram	id=g:126246
Kūram	id=g:126247
Kūrā Kūreh	id=g:126248
Qoroq Dāghī	id=g:126249
Kūrak	id=g:126250
Kahūrak	id=g:126251
Kūpon-e Vosţá	id=g:126252
Kūpon-e ‘Olyā	id=g:126253
Kūpon-e Soflá	id=g:126254
Rūdkhāneh-ye Kūpāl	id=g:126255
Kūpāl	id=g:126256
Abū Seley Bīkhāt	id=g:126257
Kūnīch	id=g:126258
Kuhnashahr	id=g:126259
Kūndīl	id=g:126260
Kūndaj	id=g:126261
Rūdkhāneh-ye Kūnbār	id=g:126262
Kūh-e Kūnāpachak	id=g:126263
Kūnān	id=g:126264
Kūh-e Kūnakūn	id=g:126265
Kūnādar	id=g:126266
Kowmleh	id=g:126267
Kombolān	id=g:126268
Kūmās	id=g:126269
Kūh-e Kum	id=g:126270
Kūlūn Qal'ehsī	id=g:126271
Rūd-e Kūlūk Qal`eh	id=g:126272
Kūh-e Kalūtīn	id=g:126273
Kūlmat	id=g:126274
Kūlīyeh Dar	id=g:126275
Kūleh Jār	id=g:126276
Kūlīch	id=g:126277
Kūlīdār	id=g:126278
Kolī	id=g:126279
Tappeh-ye Kūlhownī	id=g:126280
Kūl-e Zard	id=g:126281
Kūlak	id=g:126282
Kūleh Sāreh	id=g:126283
Kūh-e Kūleh Khār	id=g:126285
Kūleh Hard	id=g:126286
Rūdkhāneh-ye Kūl Hezārī	id=g:126287
Kūleh Bayān	id=g:126288
Kūleh ‘Asgarī	id=g:126289
Kowleh	id=g:126290
Kūl-e Faraḩ	id=g:126291
Kūldūn	id=g:126292
Kūl Deh	id=g:126293
Kūlbākūn-e Pā‘īn	id=g:126294
Kūlbākūn-e Bālā	id=g:126295
Kolor	id=g:126296
Dartūjān	id=g:126297
Kūlaqān	id=g:126298
Kūland	id=g:126299
Kūl `Alī	id=g:126300
Kūh-e Kūlākī	id=g:126301
Cheshmeh-ye Kūlāk	id=g:126302
Darreh Kūlāh	id=g:126303
Kūlāb	id=g:126304
Kūlāb	id=g:126305
Kūlābād	id=g:126306
Rūdkhāneh-ye Kol	id=g:126307
Kūh-e Kūl	id=g:126308
Kūl	id=g:126309
Rūdkhāneh-ye Kūkūrū	id=g:126310
Chāleh Kūkherd	id=g:126311
Kūkh	id=g:126312
Kūkah	id=g:126313
Kūjanaq	id=g:126314
Kūjān	id=g:126315
Kūh Zīn	id=g:126316
Kowzareh	id=g:126317
Kūh-e Kūhvār	id=g:126318
Kūh Tak-e Kūchek	id=g:126319
Kūh Tak	id=g:126320
Rūd-e Kūh Sīāh	id=g:126321
Kūh Shūr-e Soflá	id=g:126322
Kūh Shūr-e ‘Olyā	id=g:126323
Kūshang	id=g:126324
Kūhsār Kandeh	id=g:126325
Kūhsar Deh	id=g:126326
Kows̄arak-e ‘Olyā	id=g:126327
Kūhsār	id=g:126328
Kūh-e Kūhrū	id=g:126329
Kūhrān	id=g:126330
Tūnel-e Kūhrang	id=g:126331
Sadd-e Kūhrang	id=g:126332
Cheshmeh-ye Kūhrang	id=g:126333
Āb-e Gūhrang	id=g:126334
Kūhpāyeh	id=g:126335
Pā’īn Kūh Pāt	id=g:126336
Kūh Pas	id=g:126337
Kūh Par-e Pā’īn	id=g:126338
Īstgāh-e Rāh Āhan-e Kūh Pang	id=g:126339
Kohneh Sefīd	id=g:126340
Kūhnāb	id=g:126341
Kūh Lorī	id=g:126342
Kūh Kan-e Pā’īn	id=g:126343
Kūh Kan-e Bālā	id=g:126344
Kūh Kamar	id=g:126345
Kūh Kamar	id=g:126346
Kūh Kamar	id=g:126347
Kūh-e Jahr	id=g:126348
Kūh Jahr	id=g:126349
Gardaneh-ye Kūhīn	id=g:126350
Kūhīn	id=g:126351
Kūhīn	id=g:126352
Kūhīn	id=g:126353
Kūhī	id=g:126354
Kūhī	id=g:126355
Rūd-e Kohgūl	id=g:126356
Kamar-e Kūh Gīnū	id=g:126357
Kūh-e Zard	id=g:126358
Kūh-e Tīgh Mīān	id=g:126359
Talow	id=g:126360
Kūhestān	id=g:126361
Kūhestak	id=g:126362
Kūh-e Sorkh	id=g:126363
Kūh-e Shaqdar	id=g:126364
Kūh-e Shāh Şāleḩ	id=g:126365
Kūh-e Shah	id=g:126366
Kūh-e Shāh	id=g:126367
Kūh Sefīd	id=g:126368
Kūh-e Sefīd	id=g:126370
Kūh-e Sārān	id=g:126371
Kūh-e Sang Tarāsh	id=g:126372
Kūh-e Samkhol	id=g:126373
Kūh Sabz	id=g:126374
Kūh-e Rezā	id=g:126375
Kūh-e Rag	id=g:126376
Kūh-e Qorkhūd	id=g:126377
Kūh-e Qerqez	id=g:126378
Kūh-e Qebleh Gorgū	id=g:126379
Kūh-e Pey Kamar	id=g:126380
Kūhenjān	id=g:126381
Kūhanjān	id=g:126382
Kūh Nīmeh	id=g:126383
Kūh-e Mosharraḩāt	id=g:126384
Kūh-e Mobārak	id=g:126385
Kūh-e Meymand	id=g:126386
Kūh-e Kalīdar	id=g:126387
Kūh-e Kal	id=g:126388
Kūhej	id=g:126389
Kūhej	id=g:126390
Kūh Hayās	id=g:126391
Kūheh-ye Yek	id=g:126392
Kūh-e Gūy Qozāy	id=g:126393
Kūh-e Gūynak	id=g:126394
Kūh-e Golūl	id=g:126395
Kūh-e Golī	id=g:126396
Kūh-e Gach	id=g:126397
Kūh-e Dūchīn	id=g:126398
Kūh-e Darreh Bādāmī	id=g:126399
Kūh-e Dalī Bāshī	id=g:126400
Kūh-e Cheshmeh Gīlās	id=g:126401
Kūh-e Chāqol	id=g:126402
Kūh-e Chāl Khāgak	id=g:126403
Kūh-e Bījār	id=g:126405
Kūh-e Barānān	id=g:126406
Kūh-e Balkū	id=g:126407
Kūh Dom	id=g:126408
Kūhdasht	id=g:126409
Kūh Boneh	id=g:126410
Kūh Baneh	id=g:126411
Gardaneh-ye Kūh Bolāgh	id=g:126412
Chāh-e Kūh Bīrīn	id=g:126413
Kūh Bīrīn	id=g:126414
Rūdkhāneh-ye Kūh-e Baz	id=g:126415
Kūhānī	id=g:126416
Āb-e Kūhānak	id=g:126417
Kūhak-e Kūchek	id=g:126418
Kūh-e Kūhak	id=g:126419
Kūhak	id=g:126420
Kūhak	id=g:126421
Damāgheh-ye Kūh	id=g:126422
Gūgīr-e ‘Olyā	id=g:126423
Kūkeneh	id=g:126424
Kūkān	id=g:126425
Kūdzar	id=g:126426
Gūdzar	id=g:126427
Rūd-e Kū’īn	id=g:126428
Kū’īn	id=g:126429
Kūdīān	id=g:126430
Kūdakān	id=g:126431
Kamar-e Kūh	id=g:126432
Karchūn	id=g:126433
Cheshmeh-ye Kūchek	id=g:126434
Kūcheşfahān	id=g:126435
Kocherī	id=g:126436
Kūchenān	id=g:126437
Kūchek Khorţūm	id=g:126438
Kūh-e Gachkesār	id=g:126439
Rūdkhāneh-ye Kūchek	id=g:126440
Kūh-e Kūchak	id=g:126441
Kūchek-e Bālā	id=g:126442
Kachchak	id=g:126443
Kūcheh Qal‘eh	id=g:126444
Kūcheh Gazī	id=g:126445
Gūcheh Gūrīn	id=g:126446
Kūcheh	id=g:126447
Kūchendar	id=g:126448
Kūch	id=g:126449
Kūch	id=g:126450
Darreh-ye Kūbgār	id=g:126451
Kūbād-e Morādī	id=g:126452
Kūbā	id=g:126453
Gardaneh-ye Kowtār	id=g:126454
Kows̄ar Khīz	id=g:126455
Kows̄areh	id=g:126456
Kowrnān	id=g:126457
Kowrī	id=g:126458
Kowreh	id=g:126459
Kūreh	id=g:126460
Kowr Boland	id=g:126461
Rūdkhāneh-ye Kowrang	id=g:126462
Kowrakī	id=g:126463
Kūh-e Kūrā Bolāgh	id=g:126464
Gankhak-e Kowrā	id=g:126465
Rūdkhāneh-ye Āb Kowlsī	id=g:126466
Kūh-e Kūlī Āb	id=g:126467
Kūh-e Kūleh Qāẕī	id=g:126468
Kowkhdān	id=g:126469
Kowhān	id=g:126470
Darreh-ye Kowgānak	id=g:126471
Gūgānak-e ‘Olyā	id=g:126472
Āb-e Kūfī	id=g:126473
Kūh-e Kovīleh	id=g:126474
Kovīkh	id=g:126475
Kovīk	id=g:126476
Khowr-e Gūbān	id=g:126477
Kūmeh	id=g:126478
Gū’īk	id=g:126479
Goveh	id=g:126480
Kovārdān	id=g:126481
Kovar	id=g:126482
Kovalow	id=g:126483
Kongūreh Kūh	id=g:126484
Kot ol Maḩāsīn	id=g:126485
Katak-e ‘Olyā	id=g:126486
Kotok	id=g:126487
Katak	id=g:126488
Katjūreh	id=g:126489
Kūtīj	id=g:126490
Kot-e Gorg	id=g:126491
Amīrābād-e Kot Gorg	id=g:126492
Kūh-e Kat Farsakh	id=g:126493
Kūh-e Kat Sīāh	id=g:126494
Kotar	id=g:126495
Kūh-e Katal Sīāh	id=g:126496
Gardaneh-ye Kotak	id=g:126497
Eslāmābād-e Kotak	id=g:126498
Koshteh	id=g:126499
Koshtārān	id=g:126500
Koshk Sarāy	id=g:126501
Kūsh Kūsh	id=g:126502
Kashkeh Borj	id=g:126503
Koshkābād	id=g:126504
Kūshk	id=g:126505
Goshanābād	id=g:126506
Koshan	id=g:126507
Korzān	id=g:126508
Korīzāgheh	id=g:126509
Kahrūyeh	id=g:126510
Korūk	id=g:126511
Karū’ī	id=g:126512
Korūchak	id=g:126513
Kortābūn	id=g:126514
Gortavīch-e Soflá	id=g:126515
Gortavīch-e ‘Olyā	id=g:126516
Korsīhā	id=g:126517
Korsī	id=g:126518
Kūr Sheykh-e Bālā	id=g:126519
Korreh Sīāh-e Talkh	id=g:126520
Koreh Pā	id=g:126521
Korreh’ī	id=g:126522
Kūh-e Korreh Charmī	id=g:126523
Kūh-e Qareh Elyās	id=g:126524
Koreh	id=g:126525
Koreh	id=g:126526
Nīm Īstgāh-e Kornās	id=g:126527
Korānī-ye Pā'īn	id=g:126528
Korānī-ye Bālā	id=g:126529
Korrān	id=g:126530
Korond	id=g:126531
Korom	id=g:126532
Kūh-e Āb Negūn	id=g:126533
Kūh-e Kornās	id=g:126534
Kūh-e Kornās	id=g:126535
Rūdkāneh-ye Kornās	id=g:126536
Kor Moḩammadī	id=g:126537
Kormī	id=g:126538
Karkūl	id=g:126539
Kūrakī	id=g:126540
Korkī	id=g:126541
Korkhongān	id=g:126542
Kūh-e Korkeh Zard	id=g:126543
Korjehposht	id=g:126544
Koreyt-e Yek	id=g:126545
Korīn	id=g:126546
Korī Khvājeh	id=g:126547
Kūh-e Gargazī	id=g:126548
Korf	id=g:126549
Kūh-e Koreyt	id=g:126550
Korīt	id=g:126551
Koreyt	id=g:126552
Koreyt-e Borūmī	id=g:126553
Kor-e Soflá	id=g:126554
Kowr-e Bālā	id=g:126555
Karen	id=g:126556
Karr-e Sorkh	id=g:126557
Koreh Gāv	id=g:126558
Kareh Chār	id=g:126559
Koreh Band	id=g:126560
Koreh	id=g:126561
Kūh-e Kord Zīlān	id=g:126562
Kord-e Shūl	id=g:126563
Kord Sheykh	id=g:126564
Kord-e Shāmī	id=g:126565
Kord Qeshlāq	id=g:126566
Kord Neshīn	id=g:126567
Kord Maḩalleh	id=g:126568
Kardlū	id=g:126569
Kordlar	id=g:126570
Kord Kūy	id=g:126572
Kord Khvord-e Soflá	id=g:126573
Kord Khvord-e ‘Olyā	id=g:126574
Kord Khvord	id=g:126575
Kord Kandī	id=g:126576
Kord Kandī	id=g:126577
Kord Kandī	id=g:126578
Kord Kandī	id=g:126579
