Bérétékounda	id=g:2460109
Ti-n-Tafarat	id=g:6262317
I-n-Taraméri	id=g:6262318
Titaod	id=g:6262319
Bifurkata	id=g:6262320
Ti-n-Zouyadi	id=g:6262321
Tarzérak	id=g:6262322
Sakakiouèn	id=g:6262323
Tofalikin	id=g:6262324
Ti-n-Téchèk	id=g:6262325
Assaloua	id=g:6262326
Kakas	id=g:6262327
Echaganchag	id=g:6262328
Zoagzoag	id=g:6262329
Ebal	id=g:6262330
Tibiarèt	id=g:6262331
Forgo	id=g:6262332
Diérélodia	id=g:6262333
Garam	id=g:6262334
Ag Ifanama	id=g:6262335
Touroul Béri	id=g:6262336
Kabarna	id=g:6262337
Djé	id=g:6262338
Tabendat	id=g:6262339
Zindiga	id=g:6262340
Bolèndia	id=g:6262341
Lalaba	id=g:6262342
Komaga	id=g:6262343
Saraouli	id=g:6262344
Kabèy	id=g:6262345
Ebang Malèn	id=g:6262346
Bilali	id=g:6262347
Adouf-ou-Arabou	id=g:6262348
Kadjéro	id=g:6262349
Fadoli	id=g:6262350
Guemri	id=g:6262351
Sékendi	id=g:6262352
Tofakouré	id=g:6262353
Kaguére	id=g:6262354
Tiborarhin	id=g:6262355
I-n-Tililt	id=g:6262356
Azébagbag	id=g:6262357
I-n-Zazï	id=g:6262358
Elgan	id=g:6262359
Domagali	id=g:6262360
Ti-n-Tahouras	id=g:6262361
Taoutili	id=g:6262362
Dahriata	id=g:6262363
Ti-n-Tadéné	id=g:6262364
I-n-Alada	id=g:6262365
Diadar	id=g:6262366
I-n-Torchaouèn	id=g:6262367
Oualasassa	id=g:6262368
I-n-Ouyan	id=g:6262369
Tassèguilat	id=g:6262370
Bodra	id=g:6262371
Aglan	id=g:6262372
Ti-n-Tessilfi	id=g:6262373
Zaouofi	id=g:6262374
I-n-Elo	id=g:6262375
Alilik	id=g:6262376
Ti-n-Echal Tanafèr	id=g:6262377
Ti-n-Téchok	id=g:6262378
I-n-achola	id=g:6262379
Ti-n-Tadérit	id=g:6262380
Ti-n-Adiorof	id=g:6262381
Sayango	id=g:6262382
Ti-n-Efrat	id=g:6262383
Bédéchèn	id=g:6262384
Ti-n-Alkara	id=g:6262385
Karakomak	id=g:6262386
Ti-n-Tadiabar	id=g:6262387
Tilasséki	id=g:6262388
Ti-n-Taborarh	id=g:6262389
Ti-n-Latin	id=g:6262390
Ti-n-Dialali	id=g:6262391
Sansanogui	id=g:6262392
El Loven	id=g:6262393
I-n-Azarza	id=g:6262394
I-n-Abaroum	id=g:6262395
Latan	id=g:6262396
Ti-n-Teguilit	id=g:6262398
I-n-Tafouk	id=g:6262399
Issouk	id=g:6262400
Tagueldamant	id=g:6262401
I-n-Abrouf	id=g:6262402
Amastaouas	id=g:6262403
Iguelâlene	id=g:6262404
Ighacher Zeggueghene	id=g:6262405
I-n-Kargatene	id=g:6262406
I-n-Ahalem	id=g:6262407
Afalala	id=g:6262408
A-maidaral	id=g:6262409
I-n-Tagheal	id=g:6262410
Ti-n-Terottas	id=g:6262411
Tiguezzal	id=g:6262412
Acheboro	id=g:6262413
Doubene	id=g:6262414
Brie	id=g:6262415
Tiguelâlene	id=g:6262416
I-n-Tabourak	id=g:6262417
I-n-Felfal	id=g:6262418
I-n-Aguerguer	id=g:6262419
Tazain	id=g:6262420
I-n-Rechilene	id=g:6262421
Tamahamat	id=g:6262422
Karkar I-n-Chenka	id=g:6262423
I-n-Agar	id=g:6262424
Sehine	id=g:6262425
Têknéouîne	id=g:6262426
Ti-n-Gheidono	id=g:6262427
Ti-n-Gheideno	id=g:6262428
I-n-Taggart	id=g:6262429
I-n-Afarat	id=g:6262430
I-n-Elgomitene	id=g:6262431
Akello	id=g:6262432
Adaboum	id=g:6262433
Ti-n-Cherifene	id=g:6262434
Sebkha el Melah	id=g:6262435
Oued Tazouikert	id=g:6262436
Tazouikert	id=g:6262437
Adrar Ti-n-Etki	id=g:6270107
Tazouikert	id=g:6270108
Gara Ozerif	id=g:6270109
Oued Ti-n-Etki	id=g:6270110
Gara Chareba	id=g:6270111
Oued Chareba	id=g:6270112
Oued Ti-n-Didine	id=g:6270113
Ti-n-Daksène	id=g:6270114
Ti-n-Tadarast	id=g:6270138
I-n-Tamechché	id=g:6270139
Ersane	id=g:6270140
Tâmaya	id=g:6270141
Ti-n-Filalene	id=g:6270142
Tererissine	id=g:6270143
Ateibarkatine	id=g:6270144
Oulit Erajoun	id=g:6270145
Ti-n-Edrem	id=g:6270146
I-n-Zoumarene	id=g:6270147
I-n-Amassa	id=g:6270148
I-n-Tekouffe	id=g:6270149
Ajjar	id=g:6270150
Eglechi	id=g:6270151
Assaken	id=g:6270152
Genchechi	id=g:6270153
Khang Shal	id=g:6270154
Bou Khannoufa	id=g:6270155
Aggoura	id=g:6270156
Elloul	id=g:6270157
Aguet Datsene	id=g:6270158
Gora el Rahet	id=g:6270159
Gouîrât er Redam	id=g:6270160
Erg Temachoulene	id=g:6270161
Gouîrât Bedáha	id=g:6270162
Gara el Haja	id=g:6270163
Seffazeï	id=g:6270164
Batlessa	id=g:6270165
Nebket el Magroûnât	id=g:6270166
Nebket Telhet Achranine	id=g:6270167
Tâyert Selâm	id=g:6270168
Tâyert Toberguent	id=g:6270169
’Elb Boû Zekti	id=g:6270170
Tâyert el Aoudej	id=g:6270171
Nebkhet Achenkod	id=g:6270172
Oued Zâr Aoudâch Targua	id=g:6270173
El Gaha	id=g:6270174
Demja	id=g:6270175
’Elb el Atleg	id=g:6270176
Tiguezzâf	id=g:6270177
Ti-n-Ouezzag	id=g:6270178
Kerkoun	id=g:6270179
Daya Ti-n-Tass	id=g:6270180
Ti-n-Telaga	id=g:6270181
Nebket el Kohla	id=g:6270182
Smeilah	id=g:6270183
Eroûg	id=g:6270184
Tâyert Takeroussef	id=g:6270185
Tâyert Lohouyma	id=g:6270186
’Elb Damiya	id=g:6270187
Aguelt Kesag	id=g:6270188
Iguif	id=g:6270189
’Elbt Igui	id=g:6270190
Gour Hertkât	id=g:6270191
Afalram	id=g:6270312
Ejerir-Oua-N-Tabdrint	id=g:6270313
Emfelléfellé	id=g:6270314
Esgueret	id=g:6270315
Iguellal	id=g:6270316
Ti-n-Sakan	id=g:6270317
I-n-Tillin	id=g:6270318
I-n-Fatrassen	id=g:6270319
Bersezaouart	id=g:6270320
Eghacher-Sediden	id=g:6270325
Ahara	id=g:6270326
Tin-Archer	id=g:6270327
Ratrat	id=g:6270328
Haous	id=g:6270329
Ebelel	id=g:6270330
Tajnout	id=g:6270331
In-Atala	id=g:6270332
Achou	id=g:6270333
In-Ourir	id=g:6270335
I-n-Achiou	id=g:6270336
Ti-n-Tellemin	id=g:6270337
Ti-n-Oueran	id=g:6270338
Etakas	id=g:6270339
Ti-n Kalouman	id=g:6270340
Tadrèk-I-n-Erou	id=g:6270341
Gara-Tabagout	id=g:6270342
Ejerir	id=g:6270343
Ader-en-Gueïs	id=g:6270396
Dahr el Akehal	id=g:6270398
Dahr el Abiod	id=g:6270399
Erouakim	id=g:6270400
Tamanieret	id=g:6270401
’Erg ej Jmel	id=g:6270402
’Erg et Touila	id=g:6270403
’Erg Azarane	id=g:6270404
’Erg et Touila	id=g:6270405
’Erg Fersig	id=g:6270406
’Erg Louizeu	id=g:6270407
Chouizef	id=g:6270408
Aïn et Touila	id=g:6270409
Nak	id=g:6270592
I-n-Eberim	id=g:6270593
Tanaga	id=g:6270594
Ti-n-Farkah	id=g:6270595
I-n-Tililt	id=g:6270596
Epineux	id=g:6270597
I-n-Tadedié	id=g:6270598
I-n-Téchek	id=g:6270599
Ti-n-Balrho	id=g:6270600
Ti-n-Balrho	id=g:6270601
Ti-n-Lektan	id=g:6270602
Temeuy	id=g:6270603
Azoa	id=g:6270604
I-n-Farka	id=g:6270605
Karkachinkat	id=g:6270606
Erarh Rarhnazel	id=g:6270607
Issétan	id=g:6270608
I-n-Féonon	id=g:6270609
Efardan	id=g:6270610
I-n-Adalab	id=g:6270611
Ti-n-Arabou	id=g:6270612
Ti-n-Elker	id=g:6270613
Téléfana	id=g:6270614
I-n-Boumbi	id=g:6270615
Sakfo	id=g:6270616
Chendiéri	id=g:6270617
I-n-Orfan	id=g:6270618
Saraliguedad	id=g:6270619
Tébéremt	id=g:6270620
I-n-Tesseifen	id=g:6270621
Oudeyne	id=g:6270622
Acharchay	id=g:6270623
I-n-Toulaouen	id=g:6270624
Goram	id=g:6270625
Iboulan	id=g:6270626
Ti-n-Léfantéri	id=g:6270627
Roy	id=g:6270628
Tessesgar	id=g:6270629
I-n-Talidet	id=g:6270630
I-n-Tilelt	id=g:6270631
I-n-Tébélalt	id=g:6270632
Nissigaret	id=g:6270633
Gangaber	id=g:6270634
Afadereka	id=g:6270635
Tazamais	id=g:6270636
Adarnakli	id=g:6270637
Akaterki	id=g:6270638
Ti-n-Bourdiou	id=g:6270639
I-n-Tikrhikro	id=g:6270640
Anbar	id=g:6270641
Ti-n-Esserer	id=g:6270642
Tagueyfot	id=g:6270643
Torout	id=g:6270644
Ourgaren	id=g:6270645
Aguidouel	id=g:6270646
Soutara	id=g:6270647
Echinaouan	id=g:6270648
Tahakourn	id=g:6270649
Ti-n-Abora	id=g:6270650
Sane	id=g:6270651
I-n-Bergerie	id=g:6270652
Ti-n-Yedit	id=g:6270653
Eba Imenas	id=g:6270654
Tombeau des Dia	id=g:6270655
Bafadio	id=g:6270656
Foulama Tied	id=g:6270657
Chinguiri	id=g:6270658
I-n-Bareybarey	id=g:6270659
Tadaboun	id=g:6270660
Farotia	id=g:6270661
I-n-Kréman	id=g:6270662
I-n-Alata	id=g:6270663
Tacharort	id=g:6270664
I-n-Souas	id=g:6270665
I-n-Souas	id=g:6270666
I-n-Arali	id=g:6270667
I-n-Tanaouen	id=g:6270668
Arigan Ondo	id=g:6270669
Ti-n-Fay Ondo	id=g:6270670
Ag Balita Ondo	id=g:6270671
Borno	id=g:6270672
Aïna	id=g:6270673
I-n-Choumalen	id=g:6270674
Adielan	id=g:6270675
Ag Moro	id=g:6270676
I-n-Tikinit	id=g:6270677
To Doubaoub	id=g:6270678
I-n-Beheki	id=g:6270679
Ti-n-Aleba	id=g:6270680
Alemsoa	id=g:6270681
I-n-Takarast	id=g:6270682
Takorkorf Nélou	id=g:6270683
Eguef Kaouan	id=g:6270684
Tagarhet	id=g:6270685
I-n-Fíyakom	id=g:6270686
Tas	id=g:6270687
Takaout	id=g:6270688
I-n-Abakanmbak	id=g:6270689
Ta Diardiar	id=g:6270690
Ahifan	id=g:6270691
Ti-n-Keratan	id=g:6270692
Zeïdaga	id=g:6270693
I-n-Arholout	id=g:6270694
I-n-Abarom	id=g:6270695
I-n-Edbes	id=g:6270696
I-n-Bouvèn	id=g:6270697
Acharoum	id=g:6270698
Ebaouèl	id=g:6270699
Taraliralit	id=g:6270700
I-n-Deursan	id=g:6270701
Andernamel	id=g:6270702
Teguift Narh	id=g:6270703
I-n-Assouk	id=g:6270704
I-n-Seïd	id=g:6270705
Kelantassar	id=g:6270706
I-n-Gandoutene	id=g:6270707
Ti-n-Achoula	id=g:6270708
Kel Oulli	id=g:6270709
Retahissene	id=g:6270710
Tessererht	id=g:6270711
Erich	id=g:6270712
Ti-n-Hamamma	id=g:6270713
SidÌ el Abib	id=g:6270714
Apokoyo	id=g:6270715
Abakoïra	id=g:6270716
Kèrmachoy	id=g:6270717
Sasatten	id=g:6270718
I-n-Ichagara	id=g:6270719
I-n-Tafdit	id=g:6270720
I-n-Aza-Ahar	id=g:6270721
Akilou	id=g:6270722
I-n-Chaman	id=g:6270723
Téguérirt	id=g:6270724
Chetteïkou	id=g:6270725
Ti-n-Ida	id=g:6270726
Tareinna	id=g:6270727
Agaz’ Z’ An	id=g:6270728
Kassambar	id=g:6270729
Ti-n-Fendé	id=g:6270730
Tèhè-Remba	id=g:6270731
Tabatoult	id=g:6270732
Ti-n-Assaou	id=g:6270733
Akoubaïen	id=g:6270734
Ti-n-Ahor	id=g:6270735
Egguek	id=g:6270736
I-n-Ejji	id=g:6270737
Tagat	id=g:6270738
Ilaouien	id=g:6270739
Ti-n-Bídene	id=g:6270740
Ibelaghene	id=g:6270741
Tikez	id=g:6270742
I-n-Tikanoue	id=g:6270743
Essoûk	id=g:6270744
Akrazene	id=g:6270745
Ikemmedar	id=g:6270746
I-n-Garrene	id=g:6270747
I-n-Tit	id=g:6270748
Ti-n-Eblegh	id=g:6270749
Amazzagh	id=g:6270750
Tilimmas	id=g:6270751
I-n-Titastouta	id=g:6270752
Âguelal	id=g:6270753
Imadelene	id=g:6270754
Imagaraghene	id=g:6270755
Ibakilazene	id=g:6270756
I-n-Tachara	id=g:6270757
Étiksene	id=g:6270758
Akabar	id=g:6270759
I-n-Faghalel	id=g:6270760
Metalmeí	id=g:6270761
Ekez	id=g:6270762
I-n-Eriguel	id=g:6270763
Ti-n-Ivadine	id=g:6270764
Ti-n-Anzemi	id=g:6270765
Ti-n-Béhéhé	id=g:6270766
Ti-n-Adrouchene	id=g:6270767
I-n-Bergui	id=g:6270768
I-n-Teguenene	id=g:6270769
Touíabeyok	id=g:6270770
Ti-n-Korkaz	id=g:6270771
Ti-n-Elaghaï	id=g:6270772
Tafoz	id=g:6270773
Téouegh	id=g:6270774
Tagharghart	id=g:6270775
Herachet	id=g:6270776
I-n-Ounfassene	id=g:6270777
Ti-n-Azi	id=g:6270778
Akello	id=g:6270779
Ta-n-Teklâtîne	id=g:6270780
Adaboun	id=g:6270781
Tamesna	id=g:6270783
Diguel	id=g:6270784
Ti-n-Akarene	id=g:6270785
Tifencharene	id=g:6270786
I-n-Taraouacha	id=g:6270787
Akachi	id=g:6270788
Âguelal Mellene	id=g:6270789
Ouatouska	id=g:6270790
Amchekenchar	id=g:6270791
Oued Erebeb	id=g:6270792
Guisseta	id=g:6271064
Ouaritoufoulout	id=g:6271065
Enakar	id=g:6271066
Agalamgalam	id=g:6271067
Ouarissibitil	id=g:6271068
Erchechikel	id=g:6271069
Azaouagh	id=g:6271070
Tayekarene	id=g:6271071
Achouami	id=g:6271072
I-n-Kalédékoum	id=g:6271073
I-n-Arader	id=g:6271074
Agianar	id=g:6271423
Tassalaia	id=g:6271424
I-n-Tetouft	id=g:6271425
I-n-Rahoua	id=g:6271426
I-n-Tamat	id=g:6271427
I-n-Akantarer	id=g:6271428
Oua-m-Baba	id=g:6271429
I-n-Touft	id=g:6271430
Tafaraout Ta-n-Ameza	id=g:6271431
Tabarr	id=g:6271432
Aodabout	id=g:6273605
I-n-Ounfassene	id=g:6273606
Énîker	id=g:6273607
Arhlal I-n-Goûda	id=g:6273608
Témakest	id=g:6273609
I-n-Torka	id=g:6273610
Iridenbelene	id=g:6273611
Ti-n-Rheïdene	id=g:6273612
Goti	id=g:6273613
Ti-n-Afarat	id=g:6273615
Achamertz	id=g:6273616
Chimanet	id=g:6273617
I-n-Téloumine	id=g:6273618
Azaouarh	id=g:6273619
Chimenanadene	id=g:6273620
Bougouni	id=g:6297166
Bamako / Senou	id=g:6297167
Gao	id=g:6297168
Hombori	id=g:6297169
Kenieba	id=g:6297170
Kidal	id=g:6297171
Koutiala	id=g:6297172
Kita	id=g:6297173
Kayes	id=g:6297174
Mopti	id=g:6297175
Menaka	id=g:6297176
Nara	id=g:6297177
Nioro Du Sahel	id=g:6297178
Segou	id=g:6297179
Sikasso	id=g:6297180
San	id=g:6297181
Tombouctou	id=g:6297182
Tessalit	id=g:6297183
Ezgueret	id=g:6305795
Ti-n-Agourou	id=g:6305796
Adeloua	id=g:6305797
Zoumiag	id=g:6305798
I-n-Afartai	id=g:6305799
Sekeni	id=g:6305800
Ti-n-Zabane	id=g:6305801
Tidarméné	id=g:6305802
I-n-Machardane	id=g:6305803
Isloutene	id=g:6305832
El Mahmoud	id=g:6305833
Gour Tabediraf	id=g:6305834
I-n-Touria	id=g:6305835
Anéchag	id=g:6305836
Ikoakene	id=g:6305837
Ifortattane	id=g:6305838
Ancharor	id=g:6305839
Tahansiret	id=g:6305840
Agarak	id=g:6305841
Ammouk	id=g:6305842
Gour Chettako	id=g:6305843
Kreb Issassatene	id=g:6305844
Settazeï	id=g:6305845
Nebket en Nouss	id=g:6305846
Anéfif	id=g:6305847
Ammouk	id=g:6305848
Afarag	id=g:6305849
Adrar Ozerif	id=g:6306411
Ej Jaouf	id=g:6306412
Gara des Addax	id=g:6306413
El Aria	id=g:6307490
Maoudéyich	id=g:6307491
Moulguétati	id=g:6307492
Moussénina	id=g:6307493
El Méchelfié	id=g:6307494
Konfakou Guindé	id=g:6307495
Banguil	id=g:6307496
Taborak	id=g:6307497
Béri	id=g:6307498
Amara	id=g:6307499
Ti-n-Houndi	id=g:6307500
Tabolakèt	id=g:6307501
Daroua	id=g:6307502
Tazoumbost Tadoura	id=g:6307503
Tarhalt Doudéri	id=g:6307504
Taatest	id=g:6307505
Tabora	id=g:6307506
Gasbatèn	id=g:6307507
Kambakoyre	id=g:6307508
Goua	id=g:6307509
El Karkara	id=g:6307510
Morou Aria	id=g:6307511
Tayert I-n-Koumèn	id=g:6307512
Alèb Amberguen	id=g:6307513
Djir	id=g:6307514
Soussourou	id=g:6307515
Ti-n-Foraka	id=g:6307516
Ti-n-Ebèg	id=g:6307517
Tayert Elb Er Riad	id=g:6307518
Alèb I-n-Ezaker	id=g:6307519
I-n-Timalalin	id=g:6307520
Ti-n-Tabèrim	id=g:6307521
Ti-n-Kéniouèn	id=g:6307522
Ti-n-Tatemin	id=g:6307523
Guiri	id=g:6307524
Téguédouguèt	id=g:6307525
Barkanguey	id=g:6307526
Modiakoy	id=g:6307527
Ti-n-Bamarey	id=g:6307528
Tamatikat	id=g:6307529
Ti-n-Techak	id=g:6307530
Azébab	id=g:6307531
I-n-Sénan Dédèné	id=g:6307532
Tayert Tibenkar	id=g:6307533
I-n-Gandouten	id=g:6307534
Ti-n-Natèn	id=g:6307535
Er Entéguèf	id=g:6307536
I-n-Azèr	id=g:6307537
Fahitaouèn	id=g:6307538
Dangouma	id=g:6307539
Ti-n-Anéchar	id=g:6307540
Amèl Dara	id=g:6307541
Guiri	id=g:6307542
Fiyemo	id=g:6307543
Tayert Kaoualat	id=g:6307544
Tichorèy	id=g:6307545
Afadji	id=g:6307546
Ti-n-Eloula	id=g:6307547
Ti-n-Rali	id=g:6307548
Ti-n-Toros	id=g:6307549
Ti-n-Agardaan	id=g:6307550
Borna	id=g:6307551
Ikarkaratèn	id=g:6307552
Ti-n-Sookoran	id=g:6307553
Orès Goya	id=g:6307554
Kochidan	id=g:6307555
Arougarkaan	id=g:6307556
Ibitala	id=g:6307557
Afacha	id=g:6307558
Alambou	id=g:6307559
Ti-n-Essokouk	id=g:6307560
Ti-n-Taouaydarat	id=g:6307561
Ti-n-Abelbèl	id=g:6307562
Ti-n-Eménas	id=g:6307563
Ti-n-Tafara	id=g:6307564
Chèt Boulaklak	id=g:6307565
Ti-n-Asseyfi	id=g:6307566
Oualat Ti-n-Orfan	id=g:6307567
Ti-n-Essaoual	id=g:6307568
Ti-n-Aba	id=g:6307569
Irkaménèn	id=g:6307570
Ti-n-Tidahan	id=g:6307571
I-n-Goubénati	id=g:6307572
Tabarak	id=g:6307573
Ti-n-Arab	id=g:6307574
Ataba	id=g:6307575
Agarara	id=g:6307576
Oulèd Nébis	id=g:6307577
Hari Olo	id=g:6307578
Agrarir I-n-Déraratén	id=g:6307579
Karkarèn Dérarartèn	id=g:6307580
Azoua	id=g:6307581
Aaka	id=g:6307582
Garou	id=g:6307583
Amdig	id=g:6307584
Haraban	id=g:6307585
Tamaraki	id=g:6307586
Tamaraki	id=g:6307587
Ti-n-Tazomi	id=g:6307588
I-n-Taylèl	id=g:6307589
Tayert Ti-n-Akaouat	id=g:6307590
Aguinéléhé	id=g:6307591
Ntébent Guindé Siissa	id=g:6307592
Sarkak	id=g:6307593
Inègdad	id=g:6307594
Tida Inyoun	id=g:6307595
Ti-n-Babou	id=g:6307596
Sanèy	id=g:6307597
Tarhalt	id=g:6307598
Takbat	id=g:6307599
Banga Afé	id=g:6307600
Karazeynaten	id=g:6307601
Tébéria	id=g:6307602
Afou	id=g:6307603
Dyalalaoual	id=g:6307604
Ti-n-Ataouel	id=g:6307605
Ti-n-Bédaouin	id=g:6307606
Itam	id=g:6307607
Kapéna	id=g:6307608
Ti-n-Éguerouf	id=g:6307609
Taalèmt	id=g:6307610
Bilbil	id=g:6307611
Taadest	id=g:6307612
Chatabindi	id=g:6307613
Tamal Tikar	id=g:6307614
Boussana	id=g:6307615
Alakat	id=g:6307616
Ti-n-Abous	id=g:6307617
Atilit Amadi	id=g:6307618
Tirsèn	id=g:6307619
Ti-n-Karan	id=g:6307620
Massaya	id=g:6307621
Nipkomadé	id=g:6307622
Ti-n-Bakou	id=g:6307623
Til Daïn	id=g:6307624
Taouiouelt	id=g:6307625
Aréguèy Raguèy	id=g:6307626
Zougouwayt	id=g:6307627
Ntaraf	id=g:6307628
Ntaraf	id=g:6307629
Dayé Dyesse	id=g:6307630
Kondiga	id=g:6307631
Bandjia	id=g:6307632
Daye	id=g:6307633
Ariboro	id=g:6307634
Forêt Classée de Kabari	id=g:6307635
Moussa Bangou	id=g:6307636
Tèl Anatèn	id=g:6307637
Marabout Ahaman Aguissa	id=g:6307638
Baria	id=g:6307639
Barakoul	id=g:6307640
Inarata	id=g:6307641
Djakayna	id=g:6307642
Kania	id=g:6307643
Ibloulaye	id=g:6307644
Toufébèt	id=g:6307645
Timboulènta	id=g:6307646
Akarkara	id=g:6307647
Tibia	id=g:6307648
Asral	id=g:6307649
Arlal	id=g:6307650
Abaro	id=g:6307651
Adarnakabis	id=g:6307652
Bingdyérar	id=g:6307653
Tiguililelt	id=g:6307654
Iréguey Raguey	id=g:6307655
Baka	id=g:6307656
Tombouz	id=g:6307657
Ekankané	id=g:6307658
Tahâla	id=g:6307666
Tabakat	id=g:6307668
Barcha	id=g:6307715
I-n-Barcha	id=g:6307716
Tirikine	id=g:6307717
I-n-Abeggui	id=g:6307718
N-Tamat	id=g:6307719
N-Atankarer	id=g:6307720
Gouérètcho	id=g:6307722
Elmella	id=g:6307723
Ti-n-Akhmadou	id=g:6307748
I-n-Aouaghas	id=g:6307749
I-n-Aouaghas	id=g:6307750
Elmaelakh	id=g:6307762
Fondegoum	id=g:6307763
El Ghamélla	id=g:6307764
Azaouagh	id=g:6307765
Sessao	id=g:6307779
Azouz	id=g:6307780
Ifefâne	id=g:6310781
Khnachich	id=g:6310782
Dhra el Kelba	id=g:6310783
Beloui Farkou Erouakma	id=g:6366111
Gâret Temmîch	id=g:6366112
´Erg Taguira	id=g:6366113
Smeïra	id=g:6366114
El Outeïd	id=g:6366115
Foum el ’Alba Sud	id=g:6366116
Erg Bounmal	id=g:6366117
’Elb Keïna	id=g:6366118
Dakroz	id=g:6366119
’Erg Nbeyt el Ali	id=g:6366120
Elb Boû Regba	id=g:6366121
Mdennah	id=g:6367216
Hofra el Guédour	id=g:6367217
Jénéyène	id=g:6367218
Safia	id=g:6367219
Erg Oum el Ksi	id=g:6398100
Smida	id=g:6398101
Bir Bekhera	id=g:6398102
Lepjera	id=g:6398103
Aleyat	id=g:6398104
Gelb el Areïcha	id=g:6398105
Hamada el Hao	id=g:6398106
Bourt Afersig	id=g:6398107
Bou Legrara	id=g:6398108
Jafa	id=g:6398109
Agator Dokhno	id=g:6398110
Gour el Gleib Dokhno	id=g:6398111
Oued Gourié	id=g:6398112
Oued Morkba	id=g:6398113
Gara Lakber	id=g:6398114
Agator el Gleib	id=g:6398115
Agatôr el Gaïla	id=g:6399999
Kreb el Djemel	id=g:6400000
´Oglât el Aouaych	id=g:6400001
Kreb el Maouafa	id=g:6400002
El Emir	id=g:6400003
’Erg el Meharreg	id=g:6400495
Ichourad	id=g:6400548
I-n-Zonat	id=g:6400549
Eserir	id=g:6400929
Ti-n-Techara	id=g:6402591
Anfazzoua	id=g:6402598
Isserdane Amoulene	id=g:6406806
Techeguiert	id=g:6406807
Irecharane	id=g:6406808
Tayert I-n-Dahouane	id=g:6406809
Tayert Tadraret	id=g:6406810
Ifernane	id=g:6406811
Ti-n-Tichrine	id=g:6406812
Tataouine	id=g:6406813
Ti-n-Émésséréa	id=g:6406814
El Haoueïssi	id=g:6406815
Tin ez Znaï	id=g:6406816
Achaïf Aouré Ouira	id=g:6406817
Tadraret	id=g:6406818
I-n-Afara	id=g:6406819
Ti-n-Hedja	id=g:6406820
Tayert Ti-n-Tehoun	id=g:6406821
Ti-n-Bakle	id=g:6406822
Ti-n-Manchay	id=g:6406823
Tirikifi	id=g:6406824
El Mraïna	id=g:6406825
Tayert et Tarounanet	id=g:6406826
Hérouet Ti-n-Imésséré	id=g:6406827
Tayert Héhérich	id=g:6406828
Tiharahé	id=g:6406829
Ti-n-Rahali	id=g:6406830
Tayert Aférah	id=g:6406831
Tayert I-n Segueni	id=g:6406832
Afirane	id=g:6406833
Isserdame Ti-n-Téhéchak	id=g:6406834
Tayert I-n-Akoundar	id=g:6406835
Ouartechok	id=g:6406836
Esserad en Naja	id=g:6406837
I-n-Tiodfine	id=g:6406838
Ti-n-Kénène	id=g:6406839
Tijilalt	id=g:6406840
Isserdane I-n-Secrach	id=g:6406841
Imijane	id=g:6406842
Ti-n-Akaouat	id=g:6406843
Tayert Ti-n-Sennanene	id=g:6406844
I-n-Baska	id=g:6406845
Ti-n-Taharine	id=g:6406846
Tayert Ti-n-Abarakka	id=g:6406847
Tayert Teknéouin	id=g:6406848
Isserdane I-n-Tmalaine	id=g:6406849
Ti-n-Alayene	id=g:6406850
Tayert Emerka	id=g:6406851
I-n-Ichekrach	id=g:6406852
Tayert Abankor	id=g:6406853
Tayert el Harik	id=g:6406854
Tayert I-n-Beguena Gharni	id=g:6406855
El Gharitene	id=g:6406856
Tayert I-n-Ghissa	id=g:6406857
Ti-n-Tbouraghine	id=g:6406858
Khneg Kharban	id=g:6407354
Plateau el Khnachich	id=g:6407355
Ras es Saheli	id=g:6407356
Gour el Ragla	id=g:6407357
Ras el Gour	id=g:6407358
Sahel Oglat	id=g:6407359
Megsem el Fadra	id=g:6407360
Gour Oummat Swid	id=g:6407361
Gara Tamneyert	id=g:6407363
Gara Baba	id=g:6407364
Garet el Beza	id=g:6407365
Garet Rwakim	id=g:6407366
Gwiret Nous	id=g:6407367
Tar	id=g:6407368
Sbech	id=g:6407369
Garet Chwail	id=g:6407370
Oued Msail Areit	id=g:6407371
Oued el Khnachich	id=g:6407372
Oued Akhtoubat	id=g:6407373
Oued Areit	id=g:6407374
´Areïg Tleha	id=g:6407717
´Erg Halfa	id=g:6407718
Ti-n-Tabalet	id=g:6407719
´Erg Dar Tâleb	id=g:6407720
Dar Tâleb	id=g:6407721
Nebket el Begra	id=g:6407722
Ti-n-Teïdit	id=g:6407723
Nbâk Téguerouîne	id=g:6407724
Nebket el Fras	id=g:6407725
El Outeïd	id=g:6407726
Nbeït Tacharit	id=g:6407727
’Elb Achamor	id=g:6407728
’Elb Gnefid	id=g:6407729
Mesmoussa	id=g:6407730
Nebket el Arba	id=g:6407731
Nbeït Sidi Mokhtâr	id=g:6407732
Nbeït el Kebâch	id=g:6407733
Nbeït Boû Saafa	id=g:6407734
Aouâd	id=g:6407735
Nebket el Mareth	id=g:6407736
Megsem Iguellad	id=g:6407737
Megsem Moulay Ali	id=g:6407738
Nbâk el Hemâr	id=g:6407739
Achebrech	id=g:6407740
´Erg Boû Rouegba	id=g:6407741
Nebket Aziza	id=g:6407742
Megsem Dayat	id=g:6407743
Ti-n-Teladine	id=g:6407744
’Elb el ’Atech	id=g:6407745
Nbeït Sandri	id=g:6407746
Nebket Rbeh	id=g:6407747
Nbâk Lâz el Kheïl	id=g:6407748
Nebket Ambeïloul	id=g:6407749
´Ogda de Kéfou	id=g:6407750
