Buzzard Knob	id=g:4286432
Fairland School	id=g:4291380
Fairmeade	id=g:4291381
Fairmont	id=g:4291382
Fairmont Cemetery	id=g:4291383
Fairmont Cemetery	id=g:4291384
Fairmont Cemetery	id=g:4291385
Fairmont Hollow	id=g:4291386
Fairdale High School	id=g:4291387
Fairmount	id=g:4291388
Fairmount Cemetery	id=g:4291389
Fairmount Church	id=g:4291390
Fairmount Church	id=g:4291391
Fairmount School	id=g:4291392
Fairplay	id=g:4291393
Fairview	id=g:4291394
Fairview	id=g:4291395
Fairview	id=g:4291396
Fairview	id=g:4291397
Fairview	id=g:4291398
Fairview	id=g:4291399
Fairview	id=g:4291400
Fairview Cemetery	id=g:4291401
Fairview Cemetery	id=g:4291402
Fairview Cemetery	id=g:4291403
Fairview Cemetery	id=g:4291404
Fairview Cemetery	id=g:4291405
Fairview Cemetery	id=g:4291406
Fairview Cemetery	id=g:4291407
Fairview Cemetery	id=g:4291408
Fairview Cemetery	id=g:4291409
Fairview Cemetery	id=g:4291410
Fairview Chapel	id=g:4291411
Fairview Church	id=g:4291412
Fairview Church	id=g:4291413
Fairview Church	id=g:4291414
Fairview Church	id=g:4291415
Fairview Church	id=g:4291416
Fairview Church	id=g:4291417
Fairview Church	id=g:4291418
Fairview United Methodist Church	id=g:4291419
Fairview Church	id=g:4291420
Fairview Church	id=g:4291421
Fairview Church	id=g:4291422
Fairview Church	id=g:4291423
Fairview Church	id=g:4291424
Fairview Church	id=g:4291425
Fairview Church	id=g:4291426
Fairview Church	id=g:4291427
Fairview Church	id=g:4291428
Fairview Church	id=g:4291429
Fairview Church	id=g:4291430
Fairview Church	id=g:4291431
Fairview Baptist Church	id=g:4291432
Fairview Church	id=g:4291433
Fairview Church	id=g:4291434
Fairview Church	id=g:4291435
Fairview Church	id=g:4291436
Fairview High School	id=g:4291437
Fairview Hill	id=g:4291438
Fairview Ridge	id=g:4291439
Fairview Ridge	id=g:4291440
Fairview School	id=g:4291441
Fairview School	id=g:4291442
Fairview School	id=g:4291443
Fairview School	id=g:4291444
Fairview School	id=g:4291445
Fairway	id=g:4291446
Faith Chapel	id=g:4291447
Faith Church	id=g:4291448
Faith Church	id=g:4291449
Faith Church	id=g:4291450
Faith Church	id=g:4291451
Faith Deliverance Tabernacle	id=g:4291452
Faith Hill Church	id=g:4291453
Faith Hills Mennonite Church	id=g:4291454
Faith Mount Church	id=g:4291455
Faith Temple Church	id=g:4291456
Fakes Cemetery	id=g:4291457
Falcon	id=g:4291458
Falcon Heliport	id=g:4291459
Falconbury Cemetery	id=g:4291460
Falin Landing Strip	id=g:4291461
Fall Branch	id=g:4291462
Fairmont Mines	id=g:4291463
Fall Branch	id=g:4291464
Fall Branch	id=g:4291465
Fall Creek	id=g:4291466
Fall Creek	id=g:4291467
Fall Creek Church	id=g:4291468
Fall Lick	id=g:4291469
Fall Creek Recreation Area	id=g:4291470
Fall Rock Branch	id=g:4291471
Fall Rock	id=g:4291472
Fallen Timber Branch	id=g:4291473
Fallen Rock School	id=g:4291474
Fallen Timber Branch	id=g:4291475
Fallen Timber Creek	id=g:4291476
Fallen Water Creek	id=g:4291477
Fallenrock Branch	id=g:4291478
Fallenrock Branch	id=g:4291479
Falling Branch	id=g:4291480
Falling Rock Branch	id=g:4291481
Falling Branch	id=g:4291482
Falling Rock Branch	id=g:4291483
Falling Springs	id=g:4291484
Falling Springs United Baptist Church	id=g:4291485
Falling Timber Branch	id=g:4291486
Falling Springs	id=g:4291487
Falling Timber Branch	id=g:4291488
Falling Timber Branch	id=g:4291489
Falling Timber Creek	id=g:4291490
Falling Timber School	id=g:4291491
Fallingwater Creek	id=g:4291492
Falling Water Gap	id=g:4291493
Fallis Run	id=g:4291494
Fallis	id=g:4291495
Falls Branch	id=g:4291496
Fallover Bend	id=g:4291497
Falls Branch	id=g:4291498
Falls Branch	id=g:4291499
Falls of Rough	id=g:4291500
Falmouth	id=g:4291501
Family Worship Center	id=g:4291502
Fancher Branch	id=g:4291503
Fallsburg	id=g:4291504
Fannan Creek	id=g:4291505
Fancy Farm	id=g:4291506
Fannin Branch	id=g:4291507
Fannin	id=g:4291508
Fannin Branch	id=g:4291509
Fannin Branch	id=g:4291510
Fannin Cemetery	id=g:4291511
Fannin Church	id=g:4291512
Fannin Hollow	id=g:4291513
Fannin Cemetery	id=g:4291514
Fannins Branch	id=g:4291515
Fannins Fork	id=g:4291516
Fanning Bend	id=g:4291517
Fanny Knob	id=g:4291518
Fanny Wynn Branch	id=g:4291519
Fanny Hollow	id=g:4291520
Fannys Creek	id=g:4291521
Far Clifty Creek	id=g:4291522
Far Fork Sandsuck Creek	id=g:4291523
Fariston	id=g:4291524
Farley Branch	id=g:4291525
Farler	id=g:4291526
Farley Branch	id=g:4291527
Farley Cemetery	id=g:4291528
Farmdale	id=g:4291529
Farmer Cemetery	id=g:4291530
Farmer Knob	id=g:4291531
Farmer Ridge	id=g:4291532
Farmers	id=g:4291533
Farmers Branch	id=g:4291534
Farley School	id=g:4291535
Farmers Branch	id=g:4291536
Farmers Cemetery	id=g:4291537
Farmers Church	id=g:4291538
Farmers Creek	id=g:4291539
Farmers Chapel	id=g:4291540
Farmers Ridge	id=g:4291541
Farmersville	id=g:4291542
Farmington	id=g:4291543
Farnsley Cemetery	id=g:4291544
Farraday	id=g:4291545
Farrington Airpark	id=g:4291546
Farris Branch	id=g:4291547
Farmers Mill	id=g:4291548
Farristown	id=g:4291549
Farrows Creek	id=g:4291550
Farris Cemetery	id=g:4291551
Faubush	id=g:4291552
Faubush Creek	id=g:4291553
Fate Lee Mountain	id=g:4291554
Faucett Creek	id=g:4291555
Faucett Cemetery	id=g:4291556
Faulkner Cemetery	id=g:4291557
Faulkner Cemetery	id=g:4291558
Faulkner Sulphur Spring	id=g:4291559
Favored Church	id=g:4291560
Faxon	id=g:4291561
Faxon School	id=g:4291562
Faye	id=g:4291563
Fayette County	id=g:4291564
Fayette Mall	id=g:4291565
Fayette-Lexington Health Center	id=g:4291566
Faywood	id=g:4291567
Fearis Cemetery	id=g:4291568
Fearisville	id=g:4291569
Fearsville	id=g:4291570
Feather Bed Hollow	id=g:4291571
Faulconer	id=g:4291572
Feathersburg	id=g:4291573
Feb Fork	id=g:4291574
Federal	id=g:4291575
Feds Creek	id=g:4291576
Feds Creek	id=g:4291577
Feds Hollow	id=g:4291578
Feather Cemetery	id=g:4291579
Fee Cemetery	id=g:4291580
Feezor Cemetery	id=g:4291581
Feliciana	id=g:4291582
Felins Branch	id=g:4291583
Fedscreek	id=g:4291584
Felker Hill	id=g:4291585
Fellowship Church	id=g:4291586
Fellowship Church	id=g:4291587
Fellowship Knob	id=g:4291588
Felts Cemetery	id=g:4291589
Felts Chapel Methodist Church	id=g:4291590
Felts Chapel School	id=g:4291591
Felty	id=g:4291592
Felty Cemetery	id=g:4291593
Felty Gap	id=g:4291594
Fenton	id=g:4291595
Fentrees Lookout	id=g:4291596
Fentress McMahan	id=g:4291597
Fenwick	id=g:4291598
Ferguson	id=g:4291599
Ferguson	id=g:4291600
Ferguson Branch	id=g:4291601
Felker Cemetery	id=g:4291602
Ferguson Branch	id=g:4291603
Ferguson Branch	id=g:4291604
Ferguson Cemetery	id=g:4291605
Ferguson Cemetery	id=g:4291606
Ferguson Cemetery	id=g:4291607
Ferguson Cemetery	id=g:4291608
Ferguson Creek	id=g:4291609
Ferguson Cemetery	id=g:4291610
Ferguson Creek	id=g:4291611
Ferguson Hollow	id=g:4291612
Ferguson Hollow	id=g:4291613
Ferguson Ridge	id=g:4291614
Ferguson Spring	id=g:4291615
Ferguson Spring Church	id=g:4291616
Fergusson Hollow	id=g:4291617
Ferguson School	id=g:4291618
Fern Branch	id=g:4291619
Fern Creek	id=g:4291620
Fern Creek	id=g:4291621
Fern Bluff Parking Area	id=g:4291622
Fern Hollow	id=g:4291623
Fern Hill Cemetery	id=g:4291624
Ferndale	id=g:4291625
Ferndale School	id=g:4291626
Fernleaf	id=g:4291627
Fernwood Cemetery	id=g:4291628
Ferrel Fork	id=g:4291629
Fern Lake	id=g:4291630
Ferrell Creek	id=g:4291631
Ferrell Creek Church	id=g:4291632
Ferris Fork Creek	id=g:4291633
Ferrill Reservoir	id=g:4291634
Fibles Run	id=g:4291635
Feuz Knob	id=g:4291636
Ficklin Fork	id=g:4291637
Ficklin Knob	id=g:4291638
Fiddlers Creek	id=g:4291639
Fiddle Bow	id=g:4291640
Fidelity	id=g:4291641
Field	id=g:4291642
Field Branch	id=g:4291643
Fidelio	id=g:4291644
Field Branch	id=g:4291645
Field Branch	id=g:4291646
Field Cemetery	id=g:4291647
Field Cemetery	id=g:4291648
Field Cemetery	id=g:4291649
Field School	id=g:4291650
Fielden	id=g:4291651
Fielders Cemetery	id=g:4291652
Fields Branch	id=g:4291653
Field Branch Cemetery	id=g:4291654
Fields Branch	id=g:4291655
Fields Fork	id=g:4291656
Fies	id=g:4291657
Fifteenmile Creek	id=g:4291658
Fife Fork	id=g:4291659
Fiftyeight Branch	id=g:4291660
Fifth District School	id=g:4291661
Figgs	id=g:4291662
Fighting Creek	id=g:4291663
Figett Bend	id=g:4291664
Fighting Fork	id=g:4291665
Figure Eight Branch	id=g:4291666
Figured Beech Cemetery	id=g:4291667
Fillmore	id=g:4291668
Filson School	id=g:4291669
Fincastle	id=g:4291670
Fincastle	id=g:4291671
Fincastle Church	id=g:4291672
Finch Cemetery	id=g:4291673
Finchville	id=g:4291674
Findlay Branch	id=g:4291675
Fillmore	id=g:4291676
Finger Board Hollow	id=g:4291677
Finley	id=g:4291678
Finley Hill	id=g:4291679
Finney	id=g:4291680
Finney Cemetery	id=g:4291681
Finney Fork	id=g:4291682
Finley Addition	id=g:4291683
Finns River	id=g:4291684
Fintville Church	id=g:4291685
Firescald Branch	id=g:4291686
Firebrick	id=g:4291687
Firmantown	id=g:4291688
First Alliance Church	id=g:4291689
First Baptist Church	id=g:4291690
First Christian Church	id=g:4291691
First Church of God	id=g:4291692
First Creek	id=g:4291693
Firkin School	id=g:4291694
First Creek	id=g:4291695
First Creek Lake	id=g:4291696
First Fork Big Creek	id=g:4291697
First Fork Millers Creek	id=g:4291698
First Hollow	id=g:4291699
First Night Hollow	id=g:4291700
First Lake	id=g:4291701
First United Methodist Church-Andover Activity Center	id=g:4291702
Fish and Game Farm Lake	id=g:4291703
Fish Branch	id=g:4291704
First Union Church	id=g:4291705
Fish Creek	id=g:4291706
Fish Creek Church	id=g:4291707
Fish Gut Branch	id=g:4291708
Fish Creek School	id=g:4291709
Fish Lake	id=g:4291710
Fish Pond	id=g:4291711
Fish Trap	id=g:4291712
Fish Trap Branch	id=g:4291713
Fish Lake	id=g:4291714
Fish Trap Branch	id=g:4291715
Fish Trap Branch	id=g:4291716
Fish Trap Branch	id=g:4291717
Fish Trap Branch	id=g:4291718
Fish Trap Branch	id=g:4291719
Fish Trap Branch	id=g:4291720
Fish Trap Hollow	id=g:4291721
Fishback Cemetery	id=g:4291722
Fisher Bend	id=g:4291723
Fisher Branch	id=g:4291724
Fisher	id=g:4291725
Fisher Cemetery	id=g:4291726
Fisher Cemetery	id=g:4291727
Fisher Cemetery	id=g:4291728
Fisher Creek	id=g:4291729
Fisher Creek	id=g:4291730
Fisher Cemetery	id=g:4291731
Fisher Fork	id=g:4291732
Fisher Hollow	id=g:4291733
Fisher Ridge	id=g:4291734
Fisher Tabernacle	id=g:4291735
Fishers Ridge	id=g:4291736
Fishertown Branch	id=g:4291737
Fisher Ridge	id=g:4291738
Fishing Creek	id=g:4291739
Fisherville	id=g:4291740
Fishing Creek	id=g:4291741
Fishing Creek	id=g:4291742
Fishing Creek Bridge	id=g:4291743
Fishing Creek Pond	id=g:4291744
Fishpond Branch	id=g:4291745
Fishing Creek Church	id=g:4291746
Fishpond School (historical)	id=g:4291747
Fishpool Creek	id=g:4291748
Fishpond Lake	id=g:4291749
Fishtrap Branch	id=g:4291750
Fishtrap Branch	id=g:4291751
Fishtrap Branch	id=g:4291752
Fishtrap Branch	id=g:4291753
Fishtrap Branch	id=g:4291754
Fishtrap Bridge	id=g:4291755
Fishtrap Creek	id=g:4291756
Fishtrap Dam	id=g:4291757
Fishtrap Hollow	id=g:4291758
Fishtrap Hill	id=g:4291759
Fishtrap Hollow	id=g:4291760
Fishtrap Lake	id=g:4291761
Fishtrap Slough	id=g:4291762
Fiskburg	id=g:4291763
Fisty	id=g:4291764
Fitch	id=g:4291765
Fitch Branch	id=g:4291766
Fishtrap Shoals	id=g:4291767
Fitch Branch	id=g:4291768
Fitch Branch	id=g:4291769
Fitch Branch	id=g:4291770
Fitch Cemetery	id=g:4291771
Fitch Lick Branch	id=g:4291772
Fitchburg	id=g:4291773
Fite Hollow	id=g:4291774
Fitche Chapel Cemetery	id=g:4291775
Fitzpatrick Cemetery	id=g:4291776
Five Forks	id=g:4291777
Five Lick Creek	id=g:4291778
Fitzhugh Cemetery	id=g:4291779
Five Springs Church	id=g:4291780
Fivemile	id=g:4291781
Fivemile Branch	id=g:4291782
Five Points	id=g:4291783
Fivemile Creek	id=g:4291784
Fivemile Church	id=g:4291785
Flackey Branch	id=g:4291786
Fixer	id=g:4291787
Flag Branch	id=g:4291788
Flag Branch	id=g:4291789
Flackey School	id=g:4291790
Flag Knob	id=g:4291791
Flag Knob	id=g:4291792
Flag Lick Creek	id=g:4291793
Flag Fork	id=g:4291794
Flag Run	id=g:4291795
Flag Ridge	id=g:4291796
Flaget High School	id=g:4291797
Flagg Spring	id=g:4291798
Flagg Spring Creek	id=g:4291799
Flag Top	id=g:4291800
Flaherty School	id=g:4291801
Flanagan	id=g:4291802
Flanary Branch	id=g:4291803
Flaherty	id=g:4291804
Flat	id=g:4291805
Flat Branch	id=g:4291806
Flanary Cemetery	id=g:4291807
Flat Branch	id=g:4291808
Flat Branch	id=g:4291809
Flat Branch	id=g:4291810
Flat Branch	id=g:4291811
Flat Branch	id=g:4291812
Flat Branch	id=g:4291813
Flat Branch	id=g:4291814
Flat Creek	id=g:4291815
Flat Branch	id=g:4291816
Flat Creek	id=g:4291817
Flat Creek	id=g:4291818
Flat Creek	id=g:4291819
Flat Creek	id=g:4291820
Flat Creek	id=g:4291821
Flat Creek	id=g:4291822
Flat Creek Cemetery	id=g:4291823
Flat Creek Church	id=g:4291824
Flat Creek Mission Church	id=g:4291825
Flat Fork	id=g:4291826
Flat Creek Church	id=g:4291827
Flat Fork	id=g:4291828
Flat Fork	id=g:4291829
Flat Fork	id=g:4291830
Flat Fork	id=g:4291831
Flat Fork	id=g:4291832
Flat Fork Church	id=g:4291833
Flat Gap	id=g:4291834
Flat Gap Baptist Church	id=g:4291835
Flat Hollow	id=g:4291836
Flat Gap	id=g:4291837
Flat Hollow	id=g:4291838
Flat Hollow	id=g:4291839
Flat Hollow	id=g:4291840
Flat Knob	id=g:4291841
Flat Lick	id=g:4291842
Flat Lake	id=g:4291843
Flat Lick Church	id=g:4291844
Flat Lick Church	id=g:4291845
Flat Lick Church	id=g:4291846
Flat Lick Creek	id=g:4291847
Flat Lick	id=g:4291848
Flat Lick Creek	id=g:4291849
Flat Lick Creek	id=g:4291850
Flat Lick Knob	id=g:4291851
Flat Rock	id=g:4291852
Flat Rock	id=g:4291853
Flat Rock	id=g:4291854
Flat Rock	id=g:4291855
Flat Rock Branch	id=g:4291856
Flat Pond	id=g:4291857
Flat Rock Branch	id=g:4291858
Flat Rock Branch	id=g:4291859
Flat Rock Branch	id=g:4291860
Flat Rock Cemetery	id=g:4291861
Flat Rock Church	id=g:4291862
Flat Rock Church	id=g:4291863
Flat Rock Creek	id=g:4291864
Flat Rock Cemetery	id=g:4291865
Flat Rock School	id=g:4291866
Flat Rockhouse Branch	id=g:4291867
Flat Rock School	id=g:4291868
Flat Run	id=g:4291869
Flat Run	id=g:4291870
Flat Run	id=g:4291871
Flat Run	id=g:4291872
Flat Woods	id=g:4291873
Flat Woods	id=g:4291874
Flat Woods Church	id=g:4291875
Flat Woods School	id=g:4291876
Flatgap	id=g:4291877
Flatlick Creek	id=g:4291878
Flat Top Church	id=g:4291879
Flatwood	id=g:4291880
Flatwood Branch	id=g:4291881
Flatrock Cemetery	id=g:4291882
Flatwood Lookout Tower (historical)	id=g:4291883
Flatwoods	id=g:4291884
Flatwoods	id=g:4291885
Flatwoods Branch	id=g:4291886
Flatwoods Cemetery	id=g:4291887
Flatwoods Church	id=g:4291888
Flatwoods Christian Church	id=g:4291889
Flatwoods School	id=g:4291890
Flax Branch	id=g:4291891
Flatwood Church	id=g:4291892
Flax Creek	id=g:4291893
Flax Patch School	id=g:4291894
Flaxpatch Branch	id=g:4291895
Flaxseed Branch	id=g:4291896
Fleet	id=g:4291897
Fleming Branch	id=g:4291898
Fleming	id=g:4291899
Fleming Creek	id=g:4291900
Fleming County	id=g:4291901
Fleming Fork	id=g:4291902
Fleming Memorial Gardens	id=g:4291903
Fleming-Neon	id=g:4291904
Flemingsburg	id=g:4291905
Flemingsburg Junction	id=g:4291906
Flener	id=g:4291907
Flener Chapel	id=g:4291908
Fletcher	id=g:4291909
Fletcher Branch	id=g:4291910
Fleming-Mason Airport	id=g:4291911
Fletcher Branch	id=g:4291912
Fletcher Cemetery	id=g:4291913
Fletcher Fork	id=g:4291914
Fletcher Hollow	id=g:4291915
Fletcher Knob	id=g:4291916
Fletchum Hollow	id=g:4291917
Fletcher Ridge	id=g:4291918
Flint	id=g:4291919
Flint Branch	id=g:4291920
Flingsville	id=g:4291921
Flint Creek	id=g:4291922
Flint Church	id=g:4291923
Flint Fork	id=g:4291924
Flint Hill	id=g:4291925
Flint Knob	id=g:4291926
Flint Ridge	id=g:4291927
Flint Ridge Ranger Station	id=g:4291928
Flint Run	id=g:4291929
Flint Island	id=g:4291930
Flintfield Branch	id=g:4291931
Flintville	id=g:4291932
Flippin Creek	id=g:4291933
Flippin	id=g:4291934
Flippins Run	id=g:4291935
Flippin School	id=g:4291936
Floating Mill Hollow	id=g:4291937
Flippo Hill	id=g:4291938
Flood Catcher Hollow	id=g:4291939
Floating Mill Island	id=g:4291940
Flora Cemetery	id=g:4291941
Flora Holliday Branch	id=g:4291942
Flood Mountain	id=g:4291943
Floral Hills Memorial Gardens	id=g:4291944
Florence	id=g:4291945
Florida Creek	id=g:4291946
Floral	id=g:4291947
Flour Creek	id=g:4291948
Florress	id=g:4291949
Flower Cemetery	id=g:4291950
Flower Garden Hollow	id=g:4291951
Flournoy	id=g:4291952
Floyd Branch	id=g:4291953
Floyd Branch	id=g:4291954
Floyd	id=g:4291955
Floyd Cemetery	id=g:4291956
Floyd Cemetery	id=g:4291957
Floyd Cemetery	id=g:4291958
Floyd Cemetery	id=g:4291959
Floyd County	id=g:4291960
Floyd County Vocational School	id=g:4291961
Floyd Hollow	id=g:4291962
Floyd Cemetery	id=g:4291963
Floyds Fork	id=g:4291964
Floyd Ridge	id=g:4291965
Flutter Creek	id=g:4291966
Floydsburg	id=g:4291967
Flutylick Branch	id=g:4291968
Flutylick School (historical)	id=g:4291969
Fly Branch	id=g:4291970
Fluty Branch	id=g:4291971
Flying H Farms Airport	id=g:4291972
Flynn Cemetery	id=g:4291973
Flynn Cemetery	id=g:4291974
Flynn Fork	id=g:4291975
Flyweed Branch	id=g:4291976
Fly Branch School	id=g:4291977
Fogertown School	id=g:4291978
Foley Hollow	id=g:4291979
Foley Hollow	id=g:4291980
Fogertown	id=g:4291981
Followell Creek	id=g:4291982
Foley Ridge	id=g:4291983
Folsomdale	id=g:4291984
Fonde	id=g:4291985
Fontaine Ferry Park	id=g:4291986
Fonthill	id=g:4291987
Fooks Cemetery	id=g:4291988
Fool Hollow	id=g:4291989
Folsom	id=g:4291990
Forbes Creek	id=g:4291991
Foraker	id=g:4291992
Ford	id=g:4291993
Ford Branch	id=g:4291994
Ford Cemetery	id=g:4291995
Ford Cemetery	id=g:4291996
Ford Church	id=g:4291997
Ford Creek	id=g:4291998
Forbis Cemetery	id=g:4291999
Ford Hollow	id=g:4292000
Ford Ditch	id=g:4292001
Ford Hollow	id=g:4292002
Ford Mountain	id=g:4292003
Ford Spring	id=g:4292004
Fords Bay	id=g:4292005
Fords Branch	id=g:4292006
Fords Branch	id=g:4292007
Ford Run	id=g:4292008
Fords Creek	id=g:4292009
Fords Ferry	id=g:4292010
Fordsville	id=g:4292011
Foreman Creek	id=g:4292012
Fords Ferry	id=g:4292013
Forest Grove	id=g:4292014
Forest Grove Church	id=g:4292015
Forest Grove School	id=g:4292016
Forest Hill	id=g:4292017
Forest Hill Church	id=g:4292018
Forest Hill Community Center	id=g:4292019
Forest Hills	id=g:4292020
Forest Hills	id=g:4292021
Forest Hills	id=g:4292022
Forest Hills Church	id=g:4292023
Forest Home Cemetery	id=g:4292024
Forest Lawn Memorial Park	id=g:4292025
Forest Oak School	id=g:4292026
Forest Park Church	id=g:4292027
Forest Rose School	id=g:4292028
Forest Springs	id=g:4292029
Forest Springs Post Office (historical)	id=g:4292030
Forestdale School	id=g:4292031
Foresters Creek	id=g:4292032
Forest Cottage	id=g:4292033
Forestville	id=g:4292034
Forge Creek	id=g:4292035
Foresters Spur	id=g:4292036
Forgys Branch	id=g:4292037
Forgys Mill	id=g:4292038
Fork Creek	id=g:4292039
Fork Lick Creek	id=g:4292040
Fork of Pup Creek	id=g:4292041
Fork Ridge	id=g:4292042
Fork Spring	id=g:4292043
Forked Lake	id=g:4292044
Forked Mouth Creek	id=g:4292045
Fork Ridge	id=g:4292046
Forks Dix River Church	id=g:4292047
Forks of Brushy School (historical)	id=g:4292048
Forks of Brushy School (historical)	id=g:4292049
Forks of Elkhorn	id=g:4292050
Forks of Elkhorn Church	id=g:4292051
Forks of Trace School (historical)	id=g:4292052
The Forks	id=g:4292053
Forkton	id=g:4292054
Forrest Park	id=g:4292055
Forrester Cemetery	id=g:4292056
Forsee Cemetery	id=g:4292057
Fort Bluff	id=g:4292058
Fort Boonesboro State Park	id=g:4292059
Fort Branch	id=g:4292060
Forkland	id=g:4292061
Fort Branch	id=g:4292062
Fort Branch School	id=g:4292063
Fort Hill	id=g:4292064
Fort Hill Cemetery	id=g:4292065
Fort Hill City Park	id=g:4292066
Fort Mitchell	id=g:4292067
Fort Mitchell Country Club	id=g:4292068
Fort Parker Branch	id=g:4292069
Fort Heiman	id=g:4292070
Fort Thomas	id=g:4292071
Fort Wright	id=g:4292072
Fortner Branch	id=g:4292073
Fort Spring	id=g:4292074
Fortney Branch	id=g:4292075
Fortney Cemetery	id=g:4292076
Forty Acre Knob	id=g:4292077
Foster	id=g:4292078
Foster Branch	id=g:4292079
Fortune Cemetery	id=g:4292080
Foster Cemetery	id=g:4292081
Foster Field Cemetery	id=g:4292082
Foster Hollow	id=g:4292083
Foster Cemetery	id=g:4292084
Foster Hollow	id=g:4292085
Foster Hollow	id=g:4292086
Foster Mountain	id=g:4292087
Foster School	id=g:4292088
Foster School	id=g:4292089
Fosters Chapel	id=g:4292090
Foston Chapel	id=g:4292091
Foundation Church	id=g:4292092
Foundation Gap	id=g:4292093
Fount	id=g:4292094
Fountain Run	id=g:4292095
Fountain Run Cemetery	id=g:4292096
Fountain Run School	id=g:4292097
Fountainhead Church	id=g:4292098
Four Corners	id=g:4292099
Four Corners	id=g:4292100
Four Mile School	id=g:4292101
Four Oaks	id=g:4292102
Four Oaks Camp	id=g:4292103
Four Rivers Boy Scout Reservation	id=g:4292104
Four Square Church	id=g:4292105
Fourmile	id=g:4292106
Fourmile Branch	id=g:4292107
Foster Pond	id=g:4292108
Fourmile Branch	id=g:4292109
Fourmile Branch	id=g:4292110
Fourmile Branch	id=g:4292111
Fourmile Creek	id=g:4292112
Fourmile Creek	id=g:4292113
Fourmile Creek	id=g:4292114
Fourmile Creek	id=g:4292115
Fourmile Creek	id=g:4292116
Fourmile Creek	id=g:4292117
Fourmile Fork	id=g:4292118
Fourmile Run	id=g:4292119
Fourmile School	id=g:4292120
Fourseam Church	id=g:4292121
Fourteenth District School (historical)	id=g:4292122
Fourth Street Elementary School	id=g:4292123
Foust Junior High School	id=g:4292124
Fowler Creek	id=g:4292125
Fourseam	id=g:4292126
Fowlers Fork	id=g:4292127
Fowler Ridge	id=g:4292128
Fox Branch	id=g:4292129
Fox Branch	id=g:4292130
Fox Branch	id=g:4292131
Fox Cemetery	id=g:4292132
Fox Cemetery	id=g:4292133
Fox Cemetery	id=g:4292134
Fox Cemetery	id=g:4292135
Fox Cemetery	id=g:4292136
Fox Cemetery	id=g:4292137
Fox Chase	id=g:4292138
Fox Creek	id=g:4292139
Fox Creek	id=g:4292140
Fox Creek	id=g:4292141
Fox	id=g:4292142
Fox Den Hollow	id=g:4292143
Fox Den Hill	id=g:4292144
Fox Hill School	id=g:4292145
Fox Hollow	id=g:4292146
Fox Hill	id=g:4292147
Fox Hollow	id=g:4292148
Fox Hollow	id=g:4292149
Fox Knob	id=g:4292150
Fox Ridge	id=g:4292151
Fox Run	id=g:4292152
Fox Hollow	id=g:4292153
Fox Run	id=g:4292154
Fox Springs	id=g:4292155
Foxport Cemetery	id=g:4292156
Foxrock Hollow	id=g:4292157
Foxport	id=g:4292158
Foy Cemetery	id=g:4292159
Fragrant	id=g:4292160
Frakes	id=g:4292161
Fraley Branch	id=g:4292162
Foxtown	id=g:4292163
Fraley Branch	id=g:4292164
Fraley Branch	id=g:4292165
Fraley Chapel	id=g:4292166
Fraley Chapel Branch	id=g:4292167
Fraley Creek	id=g:4292168
Fraley Pond	id=g:4292169
Fraley Ridge	id=g:4292170
Fralick Cemetery	id=g:4292171
Fralick Hollow	id=g:4292172
Fraley Flat	id=g:4292173
Frames Branch	id=g:4292174
France Cemetery	id=g:4292175
Frances Branch	id=g:4292176
Frances	id=g:4292177
Francis Branch	id=g:4292178
Francis Branch	id=g:4292179
Francis Branch	id=g:4292180
Francis Cemetery	id=g:4292181
Francisville	id=g:4292182
Frank Cemetery	id=g:4292183
Frank Hollow	id=g:4292184
Francis Cemetery	id=g:4292185
Frank Vanhoose Branch	id=g:4292186
Frank Mountain	id=g:4292187
Frankfort	id=g:4292188
Frankfort Country Club	id=g:4292189
Frankfort County High School	id=g:4292190
Frankfort State Hospital	id=g:4292191
Frankfort State School	id=g:4292192
Franklin	id=g:4292193
Franklin Branch	id=g:4292194
Frankford School Number 1	id=g:4292195
Franklin Branch	id=g:4292196
Franklin Branch	id=g:4292197
Franklin Cemetery	id=g:4292198
Franklin Cemetery	id=g:4292199
Franklin Cemetery	id=g:4292200
Franklin Cemetery	id=g:4292201
Franklin County	id=g:4292202
Franklin Creek	id=g:4292203
Franklin Cemetery	id=g:4292204
Franklin Hill	id=g:4292205
Franklin Hollow	id=g:4292206
Franklin Cross Roads	id=g:4292207
Franklin Quarry	id=g:4292208
Franklin School	id=g:4292209
Franklin School	id=g:4292210
Franklin School Number 2	id=g:4292211
Franklin Square Shopping Center	id=g:4292212
Franklin-Simpson High School	id=g:4292213
Franklinton	id=g:4292214
Franks Branch	id=g:4292215
Franklin Mines	id=g:4292216
Franks Creek	id=g:4292217
Franks Cemetery	id=g:4292218
Franks Creek	id=g:4292219
Franks Creek Church	id=g:4292220
Franks Fork	id=g:4292221
Franks Creek School	id=g:4292222
Frasure Branch	id=g:4292223
Frasure Branch School	id=g:4292224
Frasure Creek	id=g:4292225
Frayser School	id=g:4292226
Frazer Branch	id=g:4292227
Frazer	id=g:4292228
Frazer Branch	id=g:4292229
Frazer Cemetery	id=g:4292230
Frazer Cemetery	id=g:4292231
Frazer Church	id=g:4292232
Frazer School	id=g:4292233
Frazier Branch	id=g:4292234
Frazer Cemetery	id=g:4292235
Frazier Branch	id=g:4292236
Frazier Flats	id=g:4292237
Frazier Hollow	id=g:4292238
Frazier Knob	id=g:4292239
Fraziertown	id=g:4292240
Fred Hollow	id=g:4292241
