Maytabaro	id=g:6812486
Abankor	id=g:6849711
Bilaouri	id=g:6849712
Kodéméo	id=g:6849713
Amachin	id=g:6849714
Sabongari Maréda	id=g:6849715
Gangon Yama	id=g:6849716
Guidan Kasaoura	id=g:6849717
Chindigi	id=g:6849718
Kouroutou	id=g:6849719
Aloumoudou	id=g:6849720
Falalia	id=g:6849721
Patonwarka	id=g:6849722
Tahizirgi	id=g:6849723
Ersana	id=g:6849724
Tazana	id=g:6849725
Guidan Amou	id=g:6849726
Roumbouki	id=g:6849727
Wakawa	id=g:6849728
Abaza	id=g:6849729
Badao	id=g:6849730
Katanga	id=g:6849731
Kaouri	id=g:6849732
Korangoda	id=g:6849733
Séki	id=g:6849734
Gouyama	id=g:6849735
Wasara Manbé	id=g:6849736
Kaygokoma	id=g:6849737
Tabou	id=g:6849738
Dougouna	id=g:6849739
Mouléla	id=g:6849740
Manbé	id=g:6849741
Toulouboukwi	id=g:6849742
Kiaro	id=g:6849743
Talabé	id=g:6849744
Zourmani	id=g:6849745
Kaban Banza	id=g:6849746
Guidan Dazi	id=g:6849747
Kasoné	id=g:6849748
Katalé	id=g:6849749
Aléla	id=g:6849750
Kougouptié	id=g:6849751
Tchegoum	id=g:6849752
Guidan Gabowan	id=g:6849753
Erfadara	id=g:6849754
Dagabi Magazi	id=g:6849755
Guidan Ségi	id=g:6849756
Homné	id=g:6849757
Guidan Mahamadou	id=g:6849758
Guidan Cheydi	id=g:6849759
Sanalyot	id=g:6849760
Zoukouri	id=g:6849761
Zandawa	id=g:6849762
Guidan Zabaya	id=g:6849763
Taraorao	id=g:6849764
Tasolyat	id=g:6849765
Algabid	id=g:6849766
Maykoura	id=g:6849767
Madéta	id=g:6849768
Kaoura	id=g:6849769
Algabid	id=g:6849770
Baché	id=g:6849771
Ramoutan	id=g:6849772
Tasolyét	id=g:6849773
Lagaza	id=g:6849774
Ajyémourada	id=g:6849775
Jitoma	id=g:6849776
Garin Amitchak	id=g:6849777
Kousada	id=g:6849778
Kangomi	id=g:6849779
Guidan Samia	id=g:6849780
Kaoura Fouri	id=g:6849781
Barkay	id=g:6849782
Edama	id=g:6849783
Bourdi	id=g:6849784
Zabazaoura	id=g:6849785
Maykaraorawé	id=g:6849786
Guidan Asi	id=g:6849787
Idiki	id=g:6849788
Zandakami	id=g:6849789
Wakawa	id=g:6849790
Tajaé	id=g:6849791
Gouzouma	id=g:6849792
Zangon Kankara	id=g:6849793
Kankara	id=g:6849794
Dan Gida	id=g:6849795
Mayéroufa	id=g:6849796
Maysasap	id=g:6849797
Tigidir	id=g:6849798
Ediri Mohamam	id=g:6849799
Guidan Maylafia	id=g:6849800
Dan Daji	id=g:6849801
Guidan Amadou	id=g:6849802
Ediri Wantaza	id=g:6849803
Guidan Noma	id=g:6849804
Galba	id=g:6849805
Kagarkawa	id=g:6849806
Maraké	id=g:6849807
Korèn Asao	id=g:6849808
Rafin Kodou	id=g:6849809
Guidan Haladji	id=g:6849810
Tanfaye	id=g:6849811
Guidan Ango	id=g:6849812
Doutchi Zana	id=g:6849813
Angoal Inéwa	id=g:6849814
Guidan Gado	id=g:6849815
Guidan Maydawa	id=g:6849816
Giraza	id=g:6849817
Doudan	id=g:6849818
Kounao	id=g:6849819
Kélata	id=g:6849820
Guidan Koura	id=g:6849821
Guidan Chadou	id=g:6849822
Guidan Chama	id=g:6849823
Kalagé	id=g:6849824
Henjirkou	id=g:6849825
Dan Doutchi	id=g:6849826
Korèn Bouroude	id=g:6849827
Jirga Mohamada	id=g:6849828
Dan Toudou	id=g:6849829
Iamagaley	id=g:6849830
Doutchi Zana	id=g:6849831
Jirga	id=g:6849832
Tchoukobouch	id=g:6849833
Guidan Zabéyrau	id=g:6849834
Koro	id=g:6849835
Roukiki	id=g:6849836
Serkou	id=g:6849837
Guidan Goda	id=g:6849838
Guidan Mayboubé	id=g:6849839
Guidan Maytawa	id=g:6849840
Guidan Mamou	id=g:6849841
Kasou	id=g:6849842
Guidan Boube	id=g:6849843
Tingim	id=g:6849844
Mayki	id=g:6849845
Guidan Garo	id=g:6849846
Guidan Ana	id=g:6849847
Oubandawaki	id=g:6849848
Korèn Bagaré	id=g:6849849
Dawaki	id=g:6849850
Dan Daji Bako	id=g:6849851
Guidan Nanaya	id=g:6849852
Zangon Bizéla	id=g:6849853
Takouida	id=g:6849854
Guidan Jiga	id=g:6849855
Bahagou	id=g:6849856
Gogèrma	id=g:6849857
Kowa Itché	id=g:6849858
Nahaya	id=g:6849859
Guidan Boué	id=g:6849860
Dan Yachi	id=g:6849861
Guidan Hamza	id=g:6849862
Bangalawa	id=g:6849863
Dan Fari	id=g:6849864
Korèn Hédoum	id=g:6849865
Magari Dan Bako	id=g:6849866
Héloun	id=g:6849867
Falkawa Kasa	id=g:6849868
Maykaka	id=g:6849869
Kobobo	id=g:6849870
Bagaré	id=g:6849871
Guidan Garba	id=g:6849872
Guidan Kèrki	id=g:6849873
Zangon Asan	id=g:6849874
Dan Farou	id=g:6849875
Dan Mayaki Zénou	id=g:6849876
Tapkin Maraki	id=g:6849877
Guidan Chalbo	id=g:6849878
Tapkin Tonkoumchitan	id=g:6849879
Garin Bara	id=g:6849880
Korèn Touk Kou	id=g:6849881
Ataou Dan Kourmi	id=g:6849882
Howaltchi	id=g:6849883
Serkin Toudou	id=g:6849884
Toudoun Jimina II	id=g:6849885
Kouwa	id=g:6849886
Nahantchi	id=g:6849887
Nahantchi	id=g:6849888
Dan Biri	id=g:6849889
Dan Madougou	id=g:6849890
May Dan Gari	id=g:6849891
Korodjo	id=g:6849892
Tombeau de la Reine Tawa	id=g:6849893
Kouchéwatawa	id=g:6849894
Samia Kadi	id=g:6849895
Samia Kadi	id=g:6849896
Rougougwa	id=g:6849897
Namala	id=g:6849898
Takouré	id=g:6849899
Zougao	id=g:6849900
Kota	id=g:6849901
Yani	id=g:6849902
Saboa Dounia	id=g:6849903
Sérkin	id=g:6849904
Guidan Abou	id=g:6849905
Guidan Oumarou-Latata	id=g:6849906
Koulki	id=g:6849907
Korèn Amouké	id=g:6849908
Maykérawa	id=g:6849909
Guidan Adamou	id=g:6849910
Doywa	id=g:6849911
Agour Wala	id=g:6849912
Bakiré	id=g:6849913
Rikiskama	id=g:6849914
Dan Fachima	id=g:6849915
Wala Nomao Koro	id=g:6849916
Korèn Rikiskama	id=g:6849917
Toro Dan Barmo	id=g:6849918
Tagaza	id=g:6849919
Guidan Ibrahim	id=g:6849920
Guidan Béri	id=g:6849921
Galadima Katchatcha	id=g:6849922
Nakowana	id=g:6849923
Nakowana Sawa	id=g:6849924
Saouna	id=g:6849925
Guidan Maynou	id=g:6849926
Korèn Amouré	id=g:6849927
Guidan Magaji Maiki Aitchi I	id=g:6849928
Tapkin Tankou	id=g:6849929
Soumilti	id=g:6849930
Guidan Chékarao	id=g:6849931
Korèn Kornako	id=g:6849932
Dogon Jima	id=g:6849933
Dan Dawayé	id=g:6849934
Guidan Tiakou	id=g:6849935
Damakaho	id=g:6849936
Ataou Adam	id=g:6849937
Nasala	id=g:6849938
Dan Ango	id=g:6849939
Guidan Damao	id=g:6849940
Touboundigi	id=g:6849941
Dakotdé	id=g:6849942
Tourawalabo	id=g:6849943
Tongoloso	id=g:6849944
Tadéta	id=g:6849945
Touk Kou	id=g:6849946
Guidan Magaji Maiki Aitchi II	id=g:6849947
Gérao	id=g:6849948
Marké	id=g:6849949
Guidan Méli	id=g:6849950
Oubandawaki	id=g:6849951
Guidan Dan Maygari	id=g:6849952
Guidan Manta	id=g:6849953
Jembali	id=g:6849954
Tagamawa	id=g:6849955
Jakingichiri	id=g:6849956
Maykaka	id=g:6849957
Guidan Kachi	id=g:6849958
Guidan Ango	id=g:6849959
Guidan Rigo	id=g:6849960
Garin Dahalchi	id=g:6849961
Guidan Lahoudi	id=g:6849962
Guidan Malam Bowa	id=g:6849963
Zabi	id=g:6849964
Guidan Gaya	id=g:6849965
Sèrgawa	id=g:6849966
Guidan Arouna	id=g:6849967
Emiri	id=g:6849968
Guidan Chaibou	id=g:6849969
Rankama	id=g:6849970
Dan Jaki	id=g:6849971
Ririsa	id=g:6849972
Chéman Ala	id=g:6849973
Nagé Nagé	id=g:6849974
Garin Walki	id=g:6849975
Maybagarini	id=g:6849976
Jagosou	id=g:6849977
Zangon Kélata	id=g:6849978
Goumagoumai	id=g:6849979
Gédoum	id=g:6849980
Wala Asan	id=g:6849981
Zangon Bédiden	id=g:6849982
Kaywayé	id=g:6849983
Wanzané	id=g:6849984
Korèn Mahalbo	id=g:6849985
Talabé	id=g:6849986
Magaya	id=g:6849987
Gengirawa	id=g:6849988
Gawakouké	id=g:6849989
Korèn Alhadji	id=g:6849990
Maykéra	id=g:6849991
Guidan Ara	id=g:6849992
Yanridji	id=g:6849993
Guidan Kadi	id=g:6849994
Tagiba	id=g:6849995
Zouba	id=g:6849996
Korèn Mahalba	id=g:6849997
Abaza	id=g:6849998
Guidan Arouna	id=g:6849999
Koohanou	id=g:6850000
Touboutoubou	id=g:6850001
Aboroki	id=g:6850002
Guidan Kaoura	id=g:6850003
Boyékaramé	id=g:6850004
Guidan Bwayé	id=g:6850005
Guidan Chékarawa	id=g:6850006
Toukontawatan	id=g:6850007
Zouta	id=g:6850008
Karamé	id=g:6850009
Guidan Dan Goma	id=g:6850010
Guidan Sérkin Noma	id=g:6850011
Dagezouma	id=g:6850012
Guidan Soulé	id=g:6850013
Guidan Ili	id=g:6850014
Guidan Wazam	id=g:6850015
Guidan Tanbou	id=g:6850016
Mayichara	id=g:6850017
Gangara	id=g:6850018
Guidan Yari	id=g:6850019
Guidan Garba	id=g:6850020
Makokatousi	id=g:6850021
Boutoutou Idi	id=g:6850022
Guidan Chama	id=g:6850023
Jankay	id=g:6850024
Guidan Idi	id=g:6850025
Boudé	id=g:6850026
Guidan Dilé	id=g:6850027
Dan Toudou I	id=g:6850028
Zangon Tabari	id=g:6850029
Zangon Anhouta	id=g:6850030
Amídin	id=g:6850031
Fararat	id=g:6850032
Homlé	id=g:6850033
Donéy Salamé	id=g:6850034
Igayawan	id=g:6850035
Gandou Doutchi	id=g:6850036
Malga	id=g:6850037
Birni Doutchi	id=g:6850038
Légé Légé	id=g:6850039
Gobroua	id=g:6850040
Madao	id=g:6850041
Tapkin Kadéri	id=g:6850042
Kourfa	id=g:6850043
Guidan Arjika	id=g:6850044
Guidan Malam Wasou	id=g:6850045
Zangon Mouléla	id=g:6850046
Guidan Giwa	id=g:6850047
Emoko	id=g:6850048
Guidan Maysabé	id=g:6850049
Wawanhill	id=g:6850050
Toundoukou	id=g:6850051
Adéoul	id=g:6850052
Kelgésat	id=g:6850053
Guidan Miako	id=g:6850054
Lakot	id=g:6850055
Sabon Gida	id=g:6850056
Djayao	id=g:6850057
Dan Zangon	id=g:6850058
Guidan Tanko	id=g:6850059
Guidan Ada	id=g:6850060
Dokoro	id=g:6850061
Guidan Naynou	id=g:6850062
Guidan Alasan	id=g:6850063
Guidan Mousa	id=g:6850064
Toudoun Bankanou	id=g:6850065
Kangé	id=g:6850066
Tarka	id=g:6850067
Tapkin Magaria	id=g:6850068
Koura	id=g:6850069
Chirbo	id=g:6850070
I-n-Essabo	id=g:6851330
Ébsaghane	id=g:6851331
Bitet	id=g:6851332
Malletas	id=g:6851333
Tamallat	id=g:6851334
Ouéneguir	id=g:6851335
Tissidrag	id=g:6851336
Tchissek	id=g:6851337
I-n-Zarag	id=g:6851338
I-n-Torguit	id=g:6851339
Takerzagarer	id=g:6851340
Akerzegane	id=g:6851341
Afarene	id=g:6851342
Tèguézélit	id=g:6851343
Agharchir	id=g:6851344
Tchimoulet	id=g:6851345
Goumani	id=g:6851346
Éourkid	id=g:6851347
Abôragh	id=g:6851348
Tamazzaret	id=g:6851349
Tamazzaret	id=g:6851350
Assada	id=g:6851351
Taghâghit	id=g:6851352
Col de Guissat	id=g:6851353
Oui-n-Chechine	id=g:6851354
Tamazélak	id=g:6851355
Eri-n-Gana	id=g:6851356
Amouroudou Chercherane	id=g:6851357
Tchoughoummar	id=g:6851358
Toureyet	id=g:6851359
Abeikos	id=g:6851360
Nabarou	id=g:6851361
Atkaki	id=g:6851362
Nabarou	id=g:6851363
Agha	id=g:6851364
Alifas	id=g:6851365
Kelila	id=g:6851366
Kelmaouene	id=g:6851367
Okoulouf	id=g:6851368
Berjé	id=g:6851369
I-n-Torguit	id=g:6851370
Takaya	id=g:6851371
Kardou	id=g:6851372
Taourdé	id=g:6851373
Tafeghaghat	id=g:6851374
Taguérmé	id=g:6851375
Touzaréyet	id=g:6851376
Agaloua	id=g:6851377
Toudou-n-Ghaouilene	id=g:6851378
Édébélaga	id=g:6851379
Agha	id=g:6851380
Aguelmam	id=g:6851381
Aguelmam	id=g:6851382
Talat-n-Tadane	id=g:6851383
Aynikiré	id=g:6855106
Babangata Issa	id=g:6855107
Bakouwol	id=g:6855108
Banga Tondi	id=g:6855109
Bélo Goungou	id=g:6855110
Bira Goungou	id=g:6855111
Bombohi	id=g:6855113
Boméni	id=g:6855114
Bosségata Gorou	id=g:6855115
Diamonpinga	id=g:6855118
Dolé	id=g:6855119
Dyodyonga	id=g:6855123
Gangani Bangou	id=g:6855125
Gouanyamala	id=g:6855126
Gueymé	id=g:6855127
Guigui Goungou	id=g:6855128
Ira	id=g:6855130
Kambatya	id=g:6855131
Kaniki	id=g:6855132
Kiba	id=g:6855135
Koabaro	id=g:6855136
Kongoré	id=g:6855138
Koro Goungou	id=g:6855139
Kossékoubi	id=g:6855140
Libidyoaga	id=g:6855144
Mala	id=g:6855146
Massayèmkouda	id=g:6855148
Meydyaga	id=g:6855149
Moudyomomou	id=g:6855150
Nyobo Farou	id=g:6855152
Otem Fouanou	id=g:6855153
Potyombouri	id=g:6855155
Sabizé Goungou	id=g:6855156
Saya	id=g:6855157
Sibili Goungou	id=g:6855158
Tangama	id=g:6855160
Tèylinga	id=g:6855161
Tondi	id=g:6855162
Tondi Kwaré	id=g:6855163
Tondibonsinda Amna	id=g:6855164
Toudou	id=g:6855165
Tounga Zirgui	id=g:6855166
Tyéla	id=g:6855167
Tyénétyégal	id=g:6855168
Wèyrougorou	id=g:6855169
Zankom	id=g:6855170
Kargui Bangou	id=g:6858402
Loudia Banda	id=g:6858403
Guédéguéli	id=g:6858404
Kato Kouara	id=g:6858405
Koran Kassa Peul	id=g:6858406
Hama Dandi	id=g:6858407
Guéllouel	id=g:6858408
Bellaré	id=g:6858409
Mingui	id=g:6858410
Ladanka	id=g:6858411
Tana Peul	id=g:6858412
Diokoti	id=g:6858413
Loa	id=g:6858414
Goriano	id=g:6858415
Ouley	id=g:6858416
Garassey	id=g:6858417
Karidié	id=g:6858418
Guiaoudiré	id=g:6858419
Gorou Banda	id=g:6858420
Gordioré Zarma	id=g:6858421
Boula Ola	id=g:6858422
Oulé Balé	id=g:6858423
Sakirey Zarma	id=g:6858424
Tchégao	id=g:6858425
Diolay Gourmabé	id=g:6858426
Ouro Dogari	id=g:6858427
Rouga	id=g:6858428
Gado Kouara	id=g:6858429
Diolay Dialoubé	id=g:6858430
Ouazé	id=g:6858431
Issaka Kouara	id=g:6858432
Karidio	id=g:6858433
Garou Zarma	id=g:6858434
Nioumey Kougourou Peul	id=g:6858435
Maroubéri Zéno	id=g:6858436
Modibo Kouara	id=g:6858437
Mouléré	id=g:6858438
Ranéo	id=g:6858439
Dagari Peul	id=g:6858440
Ngounga Peul	id=g:6858441
Barbé Zarma	id=g:6858442
Ko Hinza	id=g:6858443
Louloudié Peul	id=g:6858444
Kaïdé	id=g:6858445
Tombo Dar Salam	id=g:6858446
Boulkordji Peul	id=g:6858447
Drouel Peul	id=g:6858448
Patinounga	id=g:6858449
Kindo Baba Kouara	id=g:6858450
Pitchinga	id=g:6858451
Kala Peul	id=g:6858452
Gongozougou Zarma	id=g:6858453
Tahirou Kouara	id=g:6858454
Kouara Habi	id=g:6858455
Gardijé	id=g:6858456
Harikanassou Peul	id=g:6858457
Maylaré Peul	id=g:6858458
Gourmandey	id=g:6858459
Boulou	id=g:6858460
Torso	id=g:6858461
Doguel Banizoumbou	id=g:6858462
Kissin Kissin	id=g:6858463
Kiota Peul	id=g:6858464
Djassarey	id=g:6858465
Zoronay	id=g:6858466
Fandoga	id=g:6858467
Nioanioaré	id=g:6858468
Bellaré	id=g:6858469
Goungou Foumbi	id=g:6858470
Fandou Djadi	id=g:6858471
Kiota Kaïna	id=g:6858472
Alha Hokki	id=g:6858473
Diokoti Say	id=g:6858474
Oudé Ali Peul	id=g:6858475
Oudé Dourfay Zarma	id=g:6858476
Kongou Peul	id=g:6858477
Kohan Abdoulay	id=g:6858478
Kohan Lamordé	id=g:6858479
Ahamandey Kaïna	id=g:6858480
Adamou Kouara	id=g:6858481
Niabéré Kaïna	id=g:6858482
Ibba	id=g:6858483
Tombo Djibo Baba	id=g:6858484
Oudé el Hadji	id=g:6858485
Kohan Kourtéré	id=g:6858486
Sorkeydo	id=g:6858487
Bangou Kouarey	id=g:6858488
Oudé Dourfay Peul	id=g:6858489
Kouringuel Kao	id=g:6858490
Boula Fandoga	id=g:6858491
Niabéré Moulay Peul	id=g:6858492
Moli	id=g:6858493
Boula Gandatié	id=g:6858494
Bangario Baba Zarma	id=g:6858495
Goungoubong	id=g:6858496
Ndounga Saney	id=g:6858497
Gamsa Zougou	id=g:6858498
Ndounga Sébanguey	id=g:6858499
Kouara Tégui	id=g:6858500
Dabey Koukou	id=g:6858501
Kolbou Zamédo	id=g:6858502
Siriniéré Peul	id=g:6858503
Oulhal Peul	id=g:6858504
Kolbou Peul	id=g:6858505
Alkawel Peul	id=g:6858506
Gado Kouara	id=g:6858507
Gangani Béri	id=g:6858508
Windé Gorou	id=g:6858509
Komaguindi Peul	id=g:6858510
Dandala	id=g:6858511
Fou Hinza	id=g:6858512
Diabati Zarma	id=g:6858513
Diabati Peul	id=g:6858514
Karma Peul	id=g:6858515
Koydouga	id=g:6858516
Zouzou Saney Peul	id=g:6858517
Safa Patiak Peul	id=g:6858518
Darey	id=g:6858519
Zoroney	id=g:6858520
Banizoumbou	id=g:6858521
Kioulandé	id=g:6858522
Kampa Zarma	id=g:6858523
Zouzou Peul	id=g:6858524
Yéni Peul	id=g:6858525
Gao Bangou	id=g:6858526
Mboda	id=g:6858527
Gorou	id=g:6858528
Gardi Peul	id=g:6858529
Balal Sagui	id=g:6858530
Alzanna Tombo	id=g:6858531
Nogaré	id=g:6858532
Bagoua	id=g:6858533
Bir Zamzam	id=g:6858534
La Poudrière	id=g:6858535
Handou Kouara	id=g:6858536
Gorou Yeyna	id=g:6858537
Bangou Kirey	id=g:6858538
Néini Goungou	id=g:6858539
Danguerma	id=g:6858540
Taddé Peul	id=g:6858541
Boukoki	id=g:6858542
Youloua	id=g:6858543
Kossey	id=g:6858544
Yaboni	id=g:6858545
Koubomé	id=g:6858546
Doléwa	id=g:6858547
Sansané Zarma	id=g:6858548
Lazaret	id=g:6858549
Tiloaré	id=g:6858550
Kali Gorou	id=g:6858551
Kida Tafa Kouara	id=g:6858552
Maourey Kouara Zéno	id=g:6858553
Ko Kaïna	id=g:6858554
Soudouré Peul	id=g:6858555
Taya Zarma	id=g:6858556
Kouara Tégui	id=g:6858557
Tondibia Peul	id=g:6858558
Taya Tabala	id=g:6858559
Tondi Mèkirey	id=g:6858560
Bangou Guindé	id=g:6858561
Bani-Koubey	id=g:6858562
Wari	id=g:6858563
Kida Bazagaïzé	id=g:6858564
Maourey Tokobinkani	id=g:6858565
Mochi	id=g:6858566
Karbanga	id=g:6858567
Poura Bangou	id=g:6858568
Falounfa Bella	id=g:6858569
Yégui Kouara	id=g:6858570
I-n-Zori	id=g:6858571
Holo	id=g:6858572
Holo-n-Zori	id=g:6858573
Windé	id=g:6858574
Birnin Lafia Bangou	id=g:6858575
Maré Kiré	id=g:6858576
Sansané Bakine	id=g:6858577
Fatay	id=g:6858578
Kouabiri Kouara	id=g:6858579
Karki Kouara	id=g:6858580
Hayni Fada	id=g:6858581
Téguieft	id=g:6858582
Ghalilétane	id=g:6858583
Zori Bangou	id=g:6858584
Ti-m-Berkaouane	id=g:6858585
Zégagader	id=g:6858586
Egharghar Oua Zeggueghene	id=g:6858587
Tassa Bangou	id=g:6858589
Moussa Diolo	id=g:6858590
Zoulabon	id=g:6858591
Gonga	id=g:6858592
Kobi Bangou	id=g:6858593
Louga	id=g:6858594
Fandoga	id=g:6858595
Séfo	id=g:6858596
Hayni Simorou	id=g:6858597
Dakalé Kouara	id=g:6858598
Zarmakoy Kouara	id=g:6858599
Malaoualaouene	id=g:6858600
Mboriane	id=g:6858601
Kouara Zéno	id=g:6858602
Ouana Kouara	id=g:6858603
Kalhen Gorou	id=g:6858604
Hassou Bangou	id=g:6858605
Bangou Banda	id=g:6858606
Zimba Kouara	id=g:6858607
Tondi Banda	id=g:6858608
Gorma Seddou Kouara	id=g:6858609
Nomaou	id=g:6858610
Fouta Kouara	id=g:6858611
Farmas Kaïna	id=g:6858612
Aïbachi Batchin Kouara	id=g:6858613
Zimba	id=g:6858614
Dabey	id=g:6858615
Diolé	id=g:6858616
Koura	id=g:6858617
Dey Guindé	id=g:6858618
Gorma	id=g:6858619
Koura Fari	id=g:6858620
Dabey	id=g:6858621
Goubé Bangou	id=g:6858622
Foga Bangou	id=g:6858623
Boyey Tondi	id=g:6858624
Birami Fari	id=g:6858625
Sinsan Tondi Koura Zéno	id=g:6858626
Kano Kouara	id=g:6858627
Gata Kouara	id=g:6858628
Boley Tondi	id=g:6858629
Toutou Fandou	id=g:6858630
Zaza Fandou	id=g:6858631
Loumboutou Kouara	id=g:6858632
Tonradié	id=g:6858633
Goubey Kouara Tégui	id=g:6858634
Déli Tondi Kouara Zéno	id=g:6858635
Soloto	id=g:6859357
Tazogrit	id=g:6859358
Tour-m-Balla	id=g:6859359
Latifo	id=g:6859360
Sétagar	id=g:6860054
Kola	id=g:6860055
Fongoti	id=g:6860056
Tandado	id=g:6860057
Yéssi	id=g:6860058
Béoumpo	id=g:6860059
Mbéboumpo	id=g:6860060
Laza	id=g:6860061
Féta Bilgui	id=g:6860084
Gorol Diabé	id=g:6860085
Gorol Ganfo	id=g:6860086
Ti-n-Aouati	id=g:6860087
Palol Ainé	id=g:6860088
Ti-n-Aouatì	id=g:6860089
Ti-n-Tabakat	id=g:6860090
Wamdé Ourdiounou	id=g:6860091
Sèndou	id=g:6860092
Wamdé Amarasindé	id=g:6860093
Damgadié	id=g:6860094
Tokagountou	id=g:6860095
Bangoutouo	id=g:6860096
Moullo	id=g:6860097
Loudji	id=g:6860098
Diélé Déba	id=g:6860099
Kossa	id=g:6860100
Bakoyré	id=g:6860101
Tafagou	id=g:6860102
Sonti	id=g:6860103
Bangué Tandé	id=g:6860104
Abi	id=g:6860105
Daré Bangou	id=g:6860106
Bangou Tonde	id=g:6860107
Koumbé Débia	id=g:6860108
Gabé	id=g:6860109
Tétébé	id=g:6860110
Ngouma	id=g:6860111
Gaoui Tondi	id=g:6860112
Nkagué	id=g:6860113
Gourgoungou	id=g:6860114
Tibagondé	id=g:6860115
Balinguel	id=g:6860116
Kyiré Gountia	id=g:6860117
Satamali	id=g:6860118
Manoume	id=g:6860119
Ouézébangou	id=g:6860120
Gaya	id=g:6860121
Tondi Mékiri	id=g:6860122
Fondo Garia	id=g:6860123
Zibankaré	id=g:6860124
Tantinadé	id=g:6860125
Fara Fara	id=g:6860126
Ouléa	id=g:6860127
Ouissouissi	id=g:6860128
Yingam	id=g:6860129
I-n-Abambanane	id=g:6860130
Boram	id=g:6860131
Mbourèm	id=g:6860132
Kassam	id=g:6860133
Charim	id=g:6860134
Aymgam	id=g:6860135
Aksaray	id=g:6860136
Aey Bangou	id=g:6860137
Lèmdo	id=g:6860138
Almaké	id=g:6860139
Alimboulel	id=g:6860140
Fola	id=g:6860141
Téssa	id=g:6860142
Taka	id=g:6860143
Barrague	id=g:6860144
Ossolo	id=g:6860145
Djnam	id=g:6860146
Balèssa	id=g:6860147
Farkou	id=g:6860148
Titat	id=g:6860149
Korontondi	id=g:6860150
Diaé	id=g:6860151
Bangologo	id=g:6860152
Tondé Karia	id=g:6860153
Ayoga	id=g:6860154
Agaguèy	id=g:6860155
Bango	id=g:6860156
Koutoukoutou	id=g:6860157
Bolsou	id=g:6860158
Bossé	id=g:6860159
Arbougué	id=g:6860160
Petél Fiti	id=g:6860161
Alzindé	id=g:6860162
Bélé Banguia	id=g:6860163
Namandéri	id=g:6860164
Sabaney	id=g:6862229
Touloua	id=g:6862230
Inatess	id=g:6862231
Ichiwil	id=g:6862232
Garanga	id=g:6862233
Dagazaria	id=g:6862234
Sali	id=g:6862235
Gari-Maïdou	id=g:6862236
Makwari	id=g:6862237
Adoua	id=g:6862238
Makera	id=g:6862240
Karki	id=g:6862241
Kanfata	id=g:6862242
Tiounlassó	id=g:6862243
Akora	id=g:6862244
Rizia-Andaouro	id=g:6862245
Gari-Sarkine Noma	id=g:6862246
Kanfata Séna	id=g:6862247
Kabeye	id=g:6862248
Rizia-Maïda	id=g:6862249
Sabri	id=g:6862250
Toumfali	id=g:6862251
Maïbizaza	id=g:6862252
Rizia-Zaoui	id=g:6862253
Toulou-Kïroua	id=g:6862254
Gari-Guemba	id=g:6862255
Angoa-Limo	id=g:6862256
Nakira	id=g:6862257
Gari-Parmini	id=g:6862258
Haya	id=g:6862259
Gari-Seni	id=g:6862260
Gari-Oula	id=g:6862261
Gari-Mochi	id=g:6862262
Gari-Ibrahim	id=g:6862263
Doundaye	id=g:6862264
Gari-Chékarao	id=g:6862265
Gari-Madoukia	id=g:6862266
Gari-Koro	id=g:6862267
Gari-Soulé	id=g:6862268
Gari-Ntasso	id=g:6862269
Gari-Roua	id=g:6862270
Dounkola	id=g:6862271
Kayoua	id=g:6862272
Gari-Guérou	id=g:6862274
Lalachi	id=g:6862275
Maïssanda	id=g:6862276
Gari-Arouna	id=g:6862277
Hamdoulaye	id=g:6862278
Guinar	id=g:6862279
Guiga	id=g:6862280
Gari-Alalï	id=g:6862281
Sakala	id=g:6862282
Gari-Guinasso	id=g:6862283
Goudao	id=g:6862284
Rizia-Riba	id=g:6862285
Mada	id=g:6862286
Gari-Alidou	id=g:6862287
Oga	id=g:6862288
Angoa-Dangaladima-Touré	id=g:6862289
Koundoukoundou	id=g:6862290
Salkam	id=g:6862291
Kouka	id=g:6862292
Kalawa	id=g:6862293
Gorka	id=g:6862294
Kouda	id=g:6862295
Goulbi	id=g:6862296
Dogo-Koara	id=g:6862297
Djrilmeye-Koara	id=g:6862298
Sougoulma	id=g:6862299
Koukoki-Bozou	id=g:6862300
Saboyaï	id=g:6862301
Katanga	id=g:6862302
Karki	id=g:6862303
Hidara	id=g:6862304
Takoundé	id=g:6862305
Sakoara	id=g:6862306
Kouroberi	id=g:6862307
Dallol-Maori	id=g:6862308
Tondigamé	id=g:6862309
Farédèye	id=g:6862310
Batako	id=g:6862311
Aziababa-Koara	id=g:6862312
Bakobe	id=g:6862313
Moussadèyfandou	id=g:6862314
Bomboko	id=g:6862315
Goley-Kondi	id=g:6862316
Kountoure	id=g:6862317
Midawa	id=g:6862318
Folo	id=g:6862319
Béla	id=g:6862320
Dallol-Boboye	id=g:6862321
Tanka	id=g:6862322
Lokolo	id=g:6862323
Tankakaïna	id=g:6862324
Simdabèye	id=g:6862325
Dallol-Bosso	id=g:6862326
Outalaga	id=g:6862327
Faria-Goube	id=g:6862328
Loki-Damana	id=g:6862329
Boudé	id=g:6862330
Kirguili	id=g:6862331
Ercrou	id=g:6862332
Sigaradou	id=g:6862333
Agzol	id=g:6862334
Fouéfandou	id=g:6862335
Soudeye	id=g:6862336
Tokeye	id=g:6862337
Tiguiri	id=g:6862338
Agouliza	id=g:6862339
Kouna-Koara	id=g:6862340
