Jnaïdiyé	id=g:6278594
Ulpatgama	id=g:1225637
Ulpat Ela	id=g:1225638
Ulpatekanda	id=g:1225639
Ulpasse Wewa	id=g:1225640
Ulluk Kulam	id=g:1225641
Ullswater	id=g:1225642
Ullinduwawa	id=g:1225643
Ullekumbura	id=g:1225644
Ullawela Villu	id=g:1225645
Ullar Anicut	id=g:1225646
Ullapola	id=g:1225647
Ullandupitiya	id=g:1225648
Ullalapola	id=g:1225649
Ullalapola	id=g:1225650
Ullalagedara	id=g:1225651
Ullala	id=g:1225652
Ullai Kulam	id=g:1225653
Ullackalie Lagoon	id=g:1225654
Ulkolapotha Aru	id=g:1225655
Ulkendewa	id=g:1225656
Uliyan Kulam	id=g:1225657
Ulhitiyawa	id=g:1225658
Ulhitiya Oya	id=g:1225659
Ulgala Number Two	id=g:1225660
Ulgala	id=g:1225661
Ulgala	id=g:1225662
Ulathuvely	id=g:1225663
Ulapane	id=g:1225664
Ulapane	id=g:1225665
Ulankulama	id=g:1225666
Ulakku Kulam	id=g:1225667
Ulakkonde	id=g:1225668
Ulahitiyawa North Part	id=g:1225669
Ulahitiyawa	id=g:1225670
Ulagalla	id=g:1225671
Ulagahagoda	id=g:1225672
Ukwattegama	id=g:1225673
Ukwatta	id=g:1225674
Ukwatta	id=g:1225675
Ukuwela	id=g:1225676
Ukuwela	id=g:1225677
Ukuthule	id=g:1225678
Ukkulanpallama	id=g:1225679
Ukkulankulama	id=g:1225680
Ukkulankulam	id=g:1225681
Ukwattakanda	id=g:1225682
Ujekele	id=g:1225683
Uiyaladi Kulam	id=g:1225684
Uhumiya	id=g:1225685
Uhumigama Wewa	id=g:1225686
Uhumigama	id=g:1225687
Uhumigama	id=g:1225688
Uheliya Reef	id=g:1225689
Uhanowita	id=g:1225690
Uhangoda	id=g:1225691
Uhana	id=g:1225692
Uhampitiya West	id=g:1225693
Uhampitiya East	id=g:1225694
Uhampitiya	id=g:1225695
Uguressewa	id=g:1225696
Uguressapitiya	id=g:1225697
Uguressegama	id=g:1225698
Ugieside	id=g:1225699
Uggoda	id=g:1225700
Uggalkaltota	id=g:1225701
Uggalboda	id=g:1225702
Uggalboda	id=g:1225703
Uggala	id=g:1225704
Uggahakumbura	id=g:1225705
Uduwitivana	id=g:1225706
Uduwilagoda	id=g:1225707
Uduwilagoda	id=g:1225708
Uduwila Colony	id=g:1225709
Uduwila	id=g:1225710
Uduwila	id=g:1225711
Uduwila	id=g:1225712
Uduwila	id=g:1225713
Uduwe West	id=g:1225714
Uduwewela	id=g:1225715
Uduwewala	id=g:1225716
Uduwawala	id=g:1225717
Uduwewa	id=g:1225718
Uduweriya Wewa	id=g:1225719
Uduweriya	id=g:1225720
Uduwerella	id=g:1225721
Uduwelwala	id=g:1225722
Uduwella	id=g:1225723
Uduwellagama	id=g:1225724
Uduwella	id=g:1225725
Uduwela Udugama	id=g:1225726
Uduwela Pallegama	id=g:1225727
Uduwe East	id=g:1225728
Uduwawala	id=g:1225729
Uduwata Point	id=g:1225730
Uduwathana	id=g:1225731
Uduwa South	id=g:1225732
Uduwaragoda	id=g:1225733
Uduwara	id=g:1225734
Uduwa North	id=g:1225735
Uduwana	id=g:1225736
Uduwaka	id=g:1225737
Uduwaka	id=g:1225738
Uduwaka	id=g:1225739
Uduwa	id=g:1225740
Uduwa	id=g:1225741
Uduvil	id=g:1225742
Uduthurai	id=g:1225743
Udurawana Megodagammedda	id=g:1225744
Udurawana	id=g:1225745
Uduppu Kulam	id=g:1225746
Uduppiddy	id=g:1225747
Udupitiya	id=g:1225748
Udupitiya	id=g:1225749
Udupillegoda	id=g:1225750
Udupillegama	id=g:1225751
Udupila	id=g:1225752
Udupihilla	id=g:1225753
Udupattukkandal	id=g:1225754
Ukdunuwatta	id=g:1225755
Udu Nuwara and Yatinuwara	id=g:1225756
Udunowa	id=g:1225757
Udumulle Wewa	id=g:1225758
Udumulle Wewa	id=g:1225759
Udumulla	id=g:1225760
Udumulla	id=g:1225761
Udumulla	id=g:1225762
Udumulla	id=g:1225763
Udumulla	id=g:1225764
Udumulla	id=g:1225765
Udumulla	id=g:1225766
Udumulla	id=g:1225767
Udumbugala	id=g:1225768
Udumutta	id=g:1225769
Udumalwatta	id=g:1225770
Udumalagala	id=g:1225771
Udumalagala	id=g:1225772
Udumahana	id=g:1225773
Udumagedara	id=g:1225774
Udumagama	id=g:1225775
Udulla	id=g:1225776
Udukumbura	id=g:1225777
Udukumbura	id=g:1225778
Udukulana	id=g:1225779
Udukiriwila Tank	id=g:1225780
Udukiriwila	id=g:1225781
Udukedeniya	id=g:1225782
Udukawa	id=g:1225783
Udukandana	id=g:1225784
Udukaluvelivisarai	id=g:1225785
Uduhuruwa	id=g:1225786
Uduhupitiya	id=g:1225787
Uduhawara	id=g:1225788
Udugodagedara	id=g:1225789
Udugodagama	id=g:1225790
Udugoda	id=g:1225791
Udugoda	id=g:1225792
Udugan Oya	id=g:1225793
Udugangoda	id=g:1225794
Udugampolagedara	id=g:1225795
Udugampola	id=g:1225796
Udagammana	id=g:1225797
Udugammana	id=g:1225798
Udugama Dola	id=g:1225799
Udugama	id=g:1225800
Udugama	id=g:1225801
Udugama	id=g:1225802
Udugama	id=g:1225803
Udugama	id=g:1225804
Udugama	id=g:1225805
Udugama	id=g:1225806
Udugama	id=g:1225807
Udugama	id=g:1225808
Udugama	id=g:1225809
Udugama	id=g:1225810
Udugama	id=g:1225811
Udagalpitiya	id=g:1225812
Udugalmote	id=g:1225813
Udugalmote	id=g:1225814
Udugala	id=g:1225815
Udugala	id=g:1225816
Ududeniya Sinhalagama	id=g:1225817
Ududeniya Madige	id=g:1225818
Ududeniya	id=g:1225819
Ududaluwa	id=g:1225820
Ududaha	id=g:1225821
Udubodagama	id=g:1225822
Udabettawa	id=g:1225823
Udubaddawa Wattegedara	id=g:1225824
Udubaddawa Pahalagama	id=g:1225825
Udubaddawa Maha-agare	id=g:1225826
Udubaddawa Ihalagama	id=g:1225827
Udubaddawa Dematawala-agare	id=g:1225828
Udubaddawa	id=g:1225829
Udubadana	id=g:1225830
Udaowita	id=g:1225831
Udohenegama Wewa	id=g:1225832
Udiyawela	id=g:1225833
Udiyarvetti	id=g:1225834
Udiyarveli Kulam	id=g:1225835
Udispattu	id=g:1225836
Udinkepu Ara	id=g:1225837
Udihitimulla	id=g:1225838
Udella Oya	id=g:1225839
Udegiri	id=g:1225840
Uddiyankulama	id=g:1225841
Uddiyankulama	id=g:1225842
Udayurputi	id=g:1225843
Uda Yogama	id=g:1225844
Udayaya	id=g:1225845
Udayartoppu	id=g:1225846
Udayarsamalankulam	id=g:1225847
Udayarkattu Kulam	id=g:1225848
Udayala	id=g:1225849
Udawila	id=g:1225850
Udawewagama	id=g:1225851
Udawewagala	id=g:1225852
Uda Wewa	id=g:1225853
Uda Wewa	id=g:1225854
Uda Wewa	id=g:1225855
Uda Wewa	id=g:1225856
Uda Wewa	id=g:1225857
Uda Wewa	id=g:1225858
Uda Wewa	id=g:1225859
Udawewa	id=g:1225860
Udaweragama	id=g:1225861
Udawelmulla	id=g:1225862
Udawela	id=g:1225863
Udaweliwitiya	id=g:1225864
Udawelipitiya	id=g:1225865
Udawelgoda	id=g:1225866
Udawela Wewa	id=g:1225867
Udawelawatta	id=g:1225868
Udawela Maha Wewa	id=g:1225869
Udawela	id=g:1225870
Udawela	id=g:1225871
Udawela	id=g:1225872
Udawela	id=g:1225873
Udawela	id=g:1225874
Udawela	id=g:1225875
Udawela	id=g:1225876
Udawela	id=g:1225877
Udawela	id=g:1225878
Udawela	id=g:1225879
Udawela	id=g:1225880
Udawela	id=g:1225881
Udawela	id=g:1225882
Udawela	id=g:1225883
Udawela	id=g:1225884
Udawela	id=g:1225885
Udawela	id=g:1225886
Udawela	id=g:1225887
Udawela	id=g:1225888
Udawela	id=g:1225889
Udawela	id=g:1225890
Udawauwa	id=g:1225891
Udawaturehena	id=g:1225892
Udawattekele Sanctuary	id=g:1225893
Udawatte Ela	id=g:1225894
Udawatta	id=g:1225895
Udawatta	id=g:1225896
Uda Waradola	id=g:1225897
Udawaradamuna	id=g:1225898
Udawalayagama	id=g:1225899
Udawalawe Sanctuary	id=g:1225900
Udawalawe Reservoir	id=g:1225901
Udawalawa	id=g:1225902
Udawalaliya	id=g:1225903
Udukalakanda	id=g:1225904
Udawakamulla	id=g:1225905
Udawakamulla	id=g:1225906
Udawadiya	id=g:1225907
Udatuttiripitiya	id=g:1225908
Udaturegama	id=g:1225909
Udatule	id=g:1225910
Udattawa	id=g:1225911
Udattawela	id=g:1225912
Udattawa	id=g:1225913
Udattawa	id=g:1225914
Udattapola	id=g:1225915
Udattapola	id=g:1225916
Uda Torawa	id=g:1225917
Uda Tibbotuwewa	id=g:1225918
Uda Tibbatuwawa	id=g:1225919
Udathan Kulam	id=g:1225920
Uda Thammennewa Wewa	id=g:1225921
Udatha Ara	id=g:1225922
Udatenna Tank	id=g:1225923
Udatenna	id=g:1225924
Udatehela	id=g:1225925
Udathowa	id=g:1225926
Udatammita	id=g:1225927
Udatammita	id=g:1225928
Uda Tammannewa	id=g:1225929
Uda Tambana	id=g:1225930
Megodagammedda	id=g:1225931
Uda Talawinnamadige	id=g:1225932
Udatalawinna	id=g:1225933
Uda Siyambalewa	id=g:1225934
Uda Siyambalawa	id=g:1225935
Uda Sirambe Wewa	id=g:1225936
Udasigiriya	id=g:1225937
Udarota	id=g:1225938
Uda Aramba	id=g:1225939
Uda Radella	id=g:1225940
Udapussellawa	id=g:1225941
Udappuwa South	id=g:1225942
Udappuwa North	id=g:1225943
Udappu Villu	id=g:1225944
Uda Potana Modera	id=g:1225945
Uda Potana Lewaya	id=g:1225946
Uda Potana Eliya	id=g:1225947
Udapota	id=g:1225948
Udapolamulla	id=g:1225949
Udapola Ihala	id=g:1225950
Udapola	id=g:1225951
Udapola	id=g:1225952
Udapola Estate	id=g:1225953
Uda Point	id=g:1225954
Udapitawela	id=g:1225955
Udaperuwa	id=g:1225956
Udaperuwa	id=g:1225957
Udapattiyakumbura	id=g:1225958
Udapatana	id=g:1225959
Udapasgama	id=g:1225960
Udapanguwa	id=g:1225961
Uda Pamunuwa	id=g:1225962
Udapadiyapelella	id=g:1225963
Udaoyegama	id=g:1225964
Udanwita	id=g:1225965
Udanwita	id=g:1225966
Udankai Kulam	id=g:1225967
Udanidigama	id=g:1225968
Uda Nidigama	id=g:1225969
Udangomuwa	id=g:1225970
Udangawa	id=g:1225971
Udangawa	id=g:1225972
Udangawa	id=g:1225973
Udangawa	id=g:1225974
Udangama	id=g:1225975
Uda Negama	id=g:1225976
Udanagama	id=g:1225977
Udamulladunumawa	id=g:1225978
Udumulla	id=g:1225979
Udamulla	id=g:1225980
Udamulla	id=g:1225981
Udammita	id=g:1225982
Udamitta	id=g:1225983
Uda Mattala Wewa	id=g:1225984
Udamattala	id=g:1225985
Udamapitigama	id=g:1225986
Udamallehewa	id=g:1225987
Udamalala	id=g:1225988
Uda Makuruppa	id=g:1225989
Uda Mailapitiya	id=g:1225990
Udamadura	id=g:1225991
Udamaddepitawela	id=g:1225992
Udamadapola	id=g:1225993
Udalupola	id=g:1225994
Udalumada	id=g:1225995
Udalugaputenna	id=g:1225996
Udalagama	id=g:1225997
Uda Lola Wewa	id=g:1225998
Udalimana	id=g:1225999
Udalawela	id=g:1226000
Udalawela	id=g:1226001
Udalamatta	id=g:1226002
Udalamatta	id=g:1226003
Udalakumbura	id=g:1226004
Udakumbura	id=g:1226005
Udakumbura	id=g:1226006
Udakumbura	id=g:1226007
Udakumbalwela	id=g:1226008
Udakotuwa Wewa	id=g:1226009
Udakotuwa	id=g:1226010
Udakottamulla	id=g:1226011
Uda Korasagalla	id=g:1226012
Udakohowila	id=g:1226013
Udakkikappu Ara	id=g:1226014
Udakiwulgoda	id=g:1226015
Udakirinda	id=g:1226016
Udakerewa	id=g:1226017
Udakendawala	id=g:1226018
Udakendagolla	id=g:1226019
Udakekulawela	id=g:1226020
Uda Karandupona	id=g:1226021
Udakanuketiya	id=g:1226022
Uda Kanugala	id=g:1226023
Udakandura Vihare	id=g:1226024
Udakandegama	id=g:1226025
Udakanda	id=g:1226026
Udakanda	id=g:1226027
Udakananpella	id=g:1226028
Udakallayaga Wewa	id=g:1226029
Uda Kahahena	id=g:1226030
Udakadawala	id=g:1226031
Udakadawala	id=g:1226032
Udakada	id=g:1226033
Udaiyarthurai	id=g:1226034
Udaiyarmurippu Kulam	id=g:1226035
Udaiyar Kulam	id=g:1226036
Udaiyamadam	id=g:1226037
Udaiyadi	id=g:1226038
Uda Inguruwatta	id=g:1226039
Uda Iluka	id=g:1226040
Uda Horombuwa	id=g:1226041
Udahinguruwaka	id=g:1226042
Uda Hingura	id=g:1226043
Udahetta	id=g:1226044
Udahentenna	id=g:1226045
Udahenkanda	id=g:1226046
Uda-Henepola	id=g:1226047
Udahenegama	id=g:1226048
Udahena	id=g:1226049
Uda Helawe Wewa	id=g:1226050
Udaha Wewa	id=g:1226051
Uduhapuwida	id=g:1226052
Udahamulla	id=g:1226053
Udahamulla	id=g:1226054
Udahagama	id=g:1226055
Udahaduwa	id=g:1226056
Udagorake	id=g:1226057
Udagomadiya	id=g:1226058
Udagodagama Wewa	id=g:1226059
Udagoda	id=g:1226060
Udagirilla Wewa	id=g:1226061
Udagirilla	id=g:1226062
Udagedara	id=g:1226063
Udagedara	id=g:1226064
Udagedara	id=g:1226065
Udagedara	id=g:1226066
Udagedara	id=g:1226067
Udagedara	id=g:1226068
Udagangoda	id=g:1226069
Udagangoda	id=g:1226070
Udagangoda	id=g:1226071
Udagangoda	id=g:1226072
Udaganella	id=g:1226073
Udagammedda	id=g:1226074
Udagamkanda	id=g:1226075
Udagama Wewa	id=g:1226076
Udagama Pallegama	id=g:1226077
Udagama	id=g:1226078
Udagama	id=g:1226079
Udagama	id=g:1226080
Udagama	id=g:1226081
Udagama	id=g:1226082
Udagama	id=g:1226083
Udagama	id=g:1226084
Udagama	id=g:1226085
Udagama	id=g:1226086
Udagama	id=g:1226087
Udagama Number One	id=g:1226088
Udagama	id=g:1226089
Udagama	id=g:1226090
Udagama	id=g:1226091
Udagama	id=g:1226092
Udagama	id=g:1226093
Udagama	id=g:1226094
Udagama	id=g:1226095
Udagama	id=g:1226096
Udagama	id=g:1226097
Udagama	id=g:1226098
Udagama	id=g:1226099
Udagama	id=g:1226100
Udagama	id=g:1226101
Udagalauda	id=g:1226102
Udagaladeniya	id=g:1226103
Udagaladebokka	id=g:1226104
Uda Gajabawa Eliya	id=g:1226105
Uda Gajaba Eliya Kalapuwa	id=g:1226106
Uda-Dompe	id=g:1226107
Udadivulwewa	id=g:1226108
Udadivulgaha Wewa	id=g:1226109
Udadigane	id=g:1226110
Udadeniya	id=g:1226111
Udadeniya	id=g:1226112
Udadeniya	id=g:1226113
Udadambiya	id=g:1226114
Udadaluwa	id=g:1226115
Udabowala	id=g:1226116
Udabokka Ela	id=g:1226117
Udabokka	id=g:1226118
Udaberagama	id=g:1226119
Uda Beddewella	id=g:1226120
Udabatgama	id=g:1226121
Udabahirawa	id=g:1226122
Udabage	id=g:1226123
Udabage	id=g:1226124
Udabage Estate	id=g:1226125
Udabadalawa	id=g:1226126
Uda Arawa	id=g:1226127
Uda-arawa	id=g:1226128
Uda Aramba	id=g:1226129
Uda Aparekka Oya	id=g:1226130
Uda Aparekka	id=g:1226131
Uda Ambala	id=g:1226132
Uda Aludeniya	id=g:1226133
Uchchodaikallu	id=g:1226134
Uan Gala	id=g:1226135
Uagala	id=g:1226136
Tuwakkugala	id=g:1226137
Tuvil Kulam	id=g:1226138
Tuveramadu Wewa	id=g:1226139
Tuvaran Kulam	id=g:1226140
Tuvaran Kulam	id=g:1226141
Tuvaran Kulam	id=g:1226142
Tuvaran Kulam	id=g:1226143
Tuvarankulam	id=g:1226144
Tuvaraneri	id=g:1226145
Tuvaramoddai Kulam	id=g:1226146
Tuttiri Wewa	id=g:1226147
Tuttiriwewa	id=g:1226148
Tuttiriwewa	id=g:1226149
Tuttiriwewa	id=g:1226150
Tuttiriwewa Estate	id=g:1226151
Tuttiripitiya	id=g:1226152
Tuttiripitiya	id=g:1226153
Tuttiripitiya	id=g:1226154
Tuttripitiya	id=g:1226155
Tuttiripitiya	id=g:1226156
Tuttiripitigama	id=g:1226157
Tutti Kulam	id=g:1226158
Tutaneriya Wewa	id=g:1226159
Tusayawadugoda	id=g:1226160
Turuwila Wewa	id=g:1226161
Turuwila	id=g:1226162
Turumpamaddai Aru	id=g:1226163
Turiyantotam Kulam	id=g:1226164
Turimipamoddai	id=g:1226165
Turaiyan Kulam	id=g:1226166
Turaivantiyamedu	id=g:1226167
Turaivantiyamadu	id=g:1226168
Turaineelavanai	id=g:1226169
Tuppahigama	id=g:1226170
Tupeswekagala	id=g:1226171
Tupasialankulam	id=g:1226172
Tunukkai	id=g:1226173
Tunukkai	id=g:1226174
Tuntota Oya	id=g:1226175
Tuntota	id=g:1226176
Tuntota	id=g:1226177
Tunpathliyadda	id=g:1226178
Tunnikaddu Kulam	id=g:1226179
Tunnawa	id=g:1226180
Tunnana East	id=g:1226181
Tunnalai South	id=g:1226182
Tunnalai North	id=g:1226183
Tunmulla	id=g:1226184
Tunmodera	id=g:1226185
Tunmodara	id=g:1226186
Tunmodera	id=g:1226187
Tunminigala	id=g:1226188
Tunkumahela	id=g:1226189
Tunkinda	id=g:1226190
Tunkema Wewa	id=g:1226191
Tunkemagala	id=g:1226192
Tunkema	id=g:1226193
Tunkame	id=g:1226194
Tunkame	id=g:1226195
Tunisgalla	id=g:1226196
Thunhitiyawa	id=g:1226197
Tunhiriya Wewa	id=g:1226198
Tungiriya Wewa	id=g:1226199
Tungichenai	id=g:1226200
Tunduwa	id=g:1226201
Tundolakanda	id=g:1226202
Tundola Ganga	id=g:1226203
Thundeniya	id=g:1226204
Jundawela	id=g:1226205
Tunbage	id=g:1226206
Thunbandahena	id=g:1226207
Tumpelawaka	id=g:1226208
Tumparai	id=g:1226209
Tumpankeni	id=g:1226210
Tumpankeni	id=g:1226211
Tumpalancholai	id=g:1226212
Tumpalai	id=g:1226213
Tummuduna	id=g:1226214
Tummenawewa	id=g:1226215
Tumbullegama	id=g:1226216
Tumbullegama	id=g:1226217
Tumbulla Nikaweratiya	id=g:1226218
Tumbulla	id=g:1226219
Thumbulla	id=g:1226220
Tumbowila	id=g:1226221
Tumbe	id=g:1226222
Tumbatenna	id=g:1226223
Tumbaperiya Dola	id=g:1226224
Tumbana	id=g:1226225
Tumbaliyadda	id=g:1226226
Tumbahinna	id=g:1226227
Tumalai Kulam	id=g:1226228
Tulukkaragama	id=g:1226229
Tullukuddikudiyiruppu	id=g:1226230
Tulloes	id=g:1226231
Thulhiriya	id=g:1226232
Thulaweliya	id=g:1226233
Tulawela	id=g:1226234
Tulaval Kulam	id=g:1226235
Tulalagama Wewa	id=g:1226236
Tukkuvittan	id=g:1226237
Tukkiniyagama Wewa	id=g:1226238
Tukkiniyagama	id=g:1226239
Tukkiniyagama	id=g:1226240
Tuduwegoda	id=g:1226241
Tuduwegoda	id=g:1226242
Tuduwegoda	id=g:1226243
Tuduwegedara	id=g:1226244
Tudugala	id=g:1226245
Tudugala	id=g:1226246
Tudella	id=g:1226247
Tudduwakkai Kulam	id=g:1226248
Tudawa	id=g:1226249
Tudarikkulam	id=g:1226250
Tudan Kulam	id=g:1226251
Troy	id=g:1226252
Troup	id=g:1226253
Trosley	id=g:1226254
Trincomalee Water Supply Reservoir	id=g:1226255
Trincomalee Naval Headworks Sanctuary	id=g:1226256
Trincomalee Harbour	id=g:1226257
Trincomalee District	id=g:1226258
Trincomalee Bay	id=g:1226259
Trincomalee	id=g:1226260
Tribuna	id=g:1226261
Tria Gala	id=g:1226262
Trawler Harbor	id=g:1226263
Trafalgar	id=g:1226264
Trafalgar	id=g:1226265
Toynbee	id=g:1226266
Town Bay	id=g:1226267
Towerside	id=g:1226268
Totupolatenna	id=g:1226269
Tottimotti Kulam	id=g:1226270
Tottapattimadu	id=g:1226271
Totillagahawatta	id=g:1226272
Totawatta	id=g:1226273
Totawatta	id=g:1226274
Totakanatta	id=g:1226275
Totaha	id=g:1226276
Totagoda	id=g:1226277
Kotagedaragoda	id=g:1226278
Totagamuwa	id=g:1226279
Totagamuwa	id=g:1226280
Totagamuwa	id=g:1226281
Torwood	id=g:1226282
Toruwewa	id=g:1226283
Torrington	id=g:1226284
Torayaya	id=g:1226285
Tora Wewa	id=g:1226286
Torawelkanda	id=g:1226287
Torawela	id=g:1226288
Thorawathura	id=g:1226289
Torapitiya	id=g:1226290
Torapitiya	id=g:1226291
Torapitiya	id=g:1226292
Torapitiya	id=g:1226293
Thorapitigoda	id=g:1226294
Torankulama	id=g:1226295
Thoranegedara	id=g:1226296
Thoranakada	id=g:1226297
Torakumbura	id=g:1226298
Torakotuwa	id=g:1226299
Torakolayaya	id=g:1226300
Torakatuwa	id=g:1226301
Toragolla	id=g:1226302
Toragolla	id=g:1226303
Toragala	id=g:1226304
Toppuwa	id=g:1226305
Topputtidal	id=g:1226306
Toppur	id=g:1226307
Toppigala	id=g:1226308
Tonikallu	id=g:1226309
Tonigala Forest Reserve	id=g:1226310
Tonigala	id=g:1226311
Tonigala	id=g:1226312
Tonigala	id=g:1226313
Tonigala	id=g:1226314
Tonicroft	id=g:1226315
Tondaiman Aru	id=g:1226316
Tondaimanar	id=g:1226317
Tolpuram	id=g:1226318
Tholangamuwa	id=g:1226319
Tolambagolla	id=g:1226320
Tolabowatta Udagama	id=g:1226321
Tolabowatta Pallegama	id=g:1226322
Tokatiamulla	id=g:1226323
Toduwawa South	id=g:1226324
Toduwawa North	id=g:1226325
Toduwawa	id=g:1226326
Toduva Kulam	id=g:1226327
Toddaveli	id=g:1226328
Toddakkadu	id=g:1226329
Todamaduwa	id=g:1226330
Todamaduwa	id=g:1226331
Tiyambarayaye Wewa	id=g:1226332
Tiyambarawatta	id=g:1226333
Tiyambarahena	id=g:1226334
Tiyambara-ambe	id=g:1226335
Tiyakam Kulam	id=g:1226336
Tivumatap Kulam	id=g:1226337
Tirukadu Kulam	id=g:1226338
Tivu	id=g:1226339
Thittagalla	id=g:1226340
Tittayagama	id=g:1226341
Tittawala	id=g:1226342
Tittawella	id=g:1226343
Tittawelkada	id=g:1226344
Tittawelgolla	id=g:1226345
Tittawelgolla	id=g:1226346
Tittawelgala	id=g:1226347
Tittawel Ara	id=g:1226348
Tittawelandagoda	id=g:1226349
Tittapattara	id=g:1226350
Tittapajjala	id=g:1226351
Tittanel Ara	id=g:1226352
Tittalapitigoda	id=g:1226353
Tittakade	id=g:1226354
Tittakade	id=g:1226355
Tittagonewa	id=g:1226356
Tittadiwulwewa	id=g:1226357
Titiyakola Wewa	id=g:1226358
Tiththewelkeula	id=g:1226359
Tittawelkandura	id=g:1226360
Tissogedara	id=g:1226361
Tissogama	id=g:1226362
Tissa Wewa	id=g:1226363
Tissa Wewa	id=g:1226364
Tissawewa	id=g:1226365
Tissawagara	id=g:1226366
Tissawa-agare	id=g:1226367
Tissawa	id=g:1226368
Tissawa	id=g:1226369
Tissamaharama	id=g:1226370
Tissamaharama	id=g:1226371
Thispane	id=g:1226372
Tisnanpola	id=g:1226373
Tisnampolagama	id=g:1226374
Tismoda	id=g:1226375
Tismalpola	id=g:1226376
Tismada	id=g:1226377
Tiseka Wewa	id=g:1226378
Tiruwanaketiya	id=g:1226379
Tiruvegama	id=g:1226380
Thirunelvely West	id=g:1226381
Thirunelvely East	id=g:1226382
Tirumunaiur	id=g:1226383
Tirumudikaddaikkadu	id=g:1226384
Tirumankala	id=g:1226385
Tirumangalam	id=g:1226386
Tirukkulam	id=g:1226387
Tirukkudiyiruppu	id=g:1226388
Tirukkovil Navatkulam	id=g:1226389
Tirukkovil	id=g:1226390
Thirukkaikuda	id=g:1226391
Tirukesvaram	id=g:1226392
Tirukaya Kulam	id=g:1226393
Thirukkovil	id=g:1226394
Tirrappankuliya Wewa	id=g:1226395
Tiriyai Tank	id=g:1226396
Tiriyai	id=g:1226397
Tiriwanegama	id=g:1226398
Tirimawa Plain	id=g:1226399
Tirikonamadu Villu	id=g:1226400
Tirikonamadu	id=g:1226401
Tirey Kulam	id=g:1226402
Tirawalugoda	id=g:1226403
Tirappuwa	id=g:1226404
Tirappankadawala	id=g:1226405
Tirappane Bazzar	id=g:1226406
Tirappane	id=g:1226407
Tirappane	id=g:1226408
Tirappane	id=g:1226409
Tirappanal	id=g:1226410
Tiranagama	id=g:1226411
Thiragama	id=g:1226412
Tipperary	id=g:1226413
Tipperary	id=g:1226414
Tippotta	id=g:1226415
Tinnorukanda	id=g:1226416
Tinniyawala	id=g:1226417
Tinneriveli	id=g:1226418
Tiniyagala	id=g:1226419
Tinipitigama Wewa	id=g:1226420
Tinipitigama	id=g:1226421
Tinipitigama	id=g:1226422
Tinipitigama	id=g:1226423
Tinipitigama	id=g:1226424
Tini Oya	id=g:1226425
Tinapitiya Tank	id=g:1226426
Timmagama	id=g:1226427
Timmagama	id=g:1226428
Timitar	id=g:1226429
Timbilla Wewa	id=g:1226430
Thimilamadam	id=g:1226431
Timbutu Kalapu	id=g:1226432
Timbolketiya Ganga	id=g:1226433
Timbolketiya	id=g:1226434
Timbolketiya Colony	id=g:1226435
Timbolketiya	id=g:1226436
Timbli Kulam	id=g:1226437
Timbiriyawa Wewa	id=g:1226438
Timbiriyawa Ela	id=g:1226439
Thimbiriyawa	id=g:1226440
Thimbiriyawa	id=g:1226441
Thimbiriyawa	id=g:1226442
Timbiriyawa	id=g:1226443
Timbiriyawa	id=g:1226444
Timbiriyagonna	id=g:1226445
Timbiriyagedara	id=g:1226446
Timbiriyagama	id=g:1226447
Timbiriya	id=g:1226448
Timbiri Wila	id=g:1226449
Timbiri Wewa	id=g:1226450
Timbiri Wewa	id=g:1226451
Timbiri Wewa	id=g:1226452
Timbiri Wewa	id=g:1226453
Timbiri Wewa	id=g:1226454
Timbiri Wewa	id=g:1226455
Timbiri Wewa	id=g:1226456
Timbiri Wewa	id=g:1226457
Timbiri Wewa	id=g:1226458
Timbiri Wewa	id=g:1226459
Timbiri Wewa	id=g:1226460
Timbiri Wewa	id=g:1226461
Timbiri Wewa	id=g:1226462
Timbiri Wewa	id=g:1226463
Timbiri Wewa	id=g:1226464
Timbiri Wewa	id=g:1226465
Timbiri Wewa	id=g:1226466
Timbiriwewa	id=g:1226467
Timbiriwewa	id=g:1226468
Timbiriwewa	id=g:1226469
Timbiriwewa	id=g:1226470
Timbiriwewa	id=g:1226471
Timbiriwewa	id=g:1226472
Timbiriwewa	id=g:1226473
Timbiriwewa	id=g:1226474
Timbiriwewa	id=g:1226475
Timbiriwewa	id=g:1226476
Timbiriwewa	id=g:1226477
Timbiriwewa	id=g:1226478
Timbiriwewa	id=g:1226479
Timbiriwewa	id=g:1226480
Timbiriwewa	id=g:1226481
Timbiriwalewatta	id=g:1226482
Timbiriwala	id=g:1226483
Timbiriwala	id=g:1226484
Timbiripola Forest Reserve	id=g:1226485
Timbiripola	id=g:1226486
Timbiripokuna	id=g:1226487
Timbiripitiya	id=g:1226488
Timbiripathaw Wewa	id=g:1226489
Timbirimulla	id=g:1226490
Timbirikalla Wewa	id=g:1226491
Timbirikalla Ela	id=g:1226492
Timbirikadawala	id=g:1226493
Timbirigasyaya	id=g:1226494
Timbirigasyaya	id=g:1226495
Timbirigas Wewa	id=g:1226496
Timbirigaswewa	id=g:1226497
Timbirigaspitiya	id=g:1226498
Timbirigaskotuwa	id=g:1226499
Timbirigaskotuwa	id=g:1226500
Timbirigama Wewa	id=g:1226501
Timbirigama	id=g:1226502
Timbirigahamulla Wewa	id=g:1226503
Timbirigahamankada	id=g:1226504
