Al ‘Aqm	id=g:402496
Jabal ‘Asham	id=g:7341637
‘Ayānah	id=g:7341638
Al Jiradah	id=g:7341639
‘Awsajah	id=g:7341640
Jabal al Jabjab	id=g:7341641
Bayt ‘Āmir	id=g:7341642
Bayt al Faqīh	id=g:7341643
Adh Dhirā‘	id=g:7341644
Bayt al ‘Azab	id=g:7341645
Al Ḩuşnayn	id=g:7341646
Wa‘layn	id=g:7341647
Mandad	id=g:7341648
Jabal an Nijād	id=g:7341649
Al Maqārib	id=g:7341650
Bayt ‘Albah	id=g:7341651
Bayt Abū Sab‘ah	id=g:7341652
Bayt Shākir	id=g:7341653
Qaz̧yah	id=g:7341654
Banī Shaddād	id=g:7341655
Saţḩān	id=g:7341656
Al Majza‘ah	id=g:7341657
Bayt al Ḩanash	id=g:7341658
Bayt al Qufaylī	id=g:7341659
An Najd	id=g:7341660
Bayt al As‘adī	id=g:7341661
Al Ma‘malah	id=g:7341662
As Sidd	id=g:7341663
Wādī Milāḩā’	id=g:7341664
Al Ashţūb	id=g:7341665
Al Hijrah	id=g:7341666
Al Ḩadhah	id=g:7341667
Al Ḩadhah al ‘Ulyā	id=g:7341668
Jabal Ja‘am	id=g:7341669
Ḩişn ash Shārib	id=g:7341670
Aḑ Ḑayq	id=g:7341671
Al Ḩarajah	id=g:7341672
Jabal Tina‘	id=g:7341673
Al Fāyah	id=g:7341674
Al Ḩumayrā’	id=g:7341675
Al ‘Aşrah	id=g:7341676
An Nā‘iz̧ah	id=g:7341677
Shi‘b al Kuraymī	id=g:7341678
Az̧fār	id=g:7341679
Saqaf	id=g:7341680
Bayt al Jāsirī	id=g:7341681
Ar Raḑmah	id=g:7341682
Jabal Khiz̧fān	id=g:7341683
Maḩall ash Shi‘bayn	id=g:7341684
Banā’ ash Shitā’	id=g:7341685
Ḑayq Banī Ţayrah	id=g:7341686
Al Bayāḑ	id=g:7341687
Maghayziwayn	id=g:7341688
Ḩayd Su‘mah	id=g:7341689
Al Ḩaql	id=g:7341690
An Nijaydī	id=g:7341691
Jabal as Sawdā’	id=g:7341692
Aqwāh	id=g:7341693
Al Qaşr	id=g:7341694
Al Faḑāyā	id=g:7341695
Al Kunāh	id=g:7341696
Maḩall Naq‘ah	id=g:7341697
Banī Farḩān	id=g:7341698
Banī Sarī‘	id=g:7341699
As Sarw	id=g:7341700
Al Jiraybāt	id=g:7341701
Jabal al Balqah	id=g:7341702
Banī Shijayn	id=g:7341703
Jabal al Mashāwīf	id=g:7341704
Al Far‘	id=g:7341705
Banī Falaḩ	id=g:7341706
Al Hajar	id=g:7341707
Wādī Ramik	id=g:7341708
‘Uqbah	id=g:7341709
Shi‘āb as Siqāh	id=g:7341710
Al Laghbā’	id=g:7341711
Al Ḩuqah	id=g:7341712
Wadīd	id=g:7341713
Wādī Māmar	id=g:7341714
Al Khiyām	id=g:7341715
Bayt al ‘Umaysī	id=g:7341716
Al Ḩijlah	id=g:7341717
Al Maswaḩ	id=g:7341718
Banī ‘Aziz	id=g:7341719
Al Bakrah	id=g:7341720
Al A‘rūsh	id=g:7341721
Al Jarf	id=g:7341722
Al Mahādimah Maḩāll aţ Ţaraf	id=g:7341723
Jabal Yaqīḩ	id=g:7341724
Az Za‘bah	id=g:7341725
Na‘mān	id=g:7341726
Al ‘Uql	id=g:7341727
Banī Ţurmūsh	id=g:7341728
Jabal al ‘Arīf	id=g:7341729
Āl as Saqqāf	id=g:7341730
Āl al Masmī	id=g:7341731
Al Ḩājib	id=g:7341732
Ash Shuţlān	id=g:7341733
Tihāmah	id=g:7341734
Al Ḩarajah	id=g:7341735
Ţiḩās	id=g:7341736
Ḑamān	id=g:7341737
Dhībah	id=g:7341738
Al Lawan	id=g:7341739
Al Aşaf	id=g:7341740
Banī Ţawq	id=g:7341741
Al ‘Awābilah	id=g:7341742
Al Washayz̧ah	id=g:7341743
An Nakhalāt	id=g:7341744
Al Muflaḩah	id=g:7341745
Dār al Mājil	id=g:7341746
Ruqab	id=g:7341747
Al Hindīyah	id=g:7341748
Mukayḩilah	id=g:7341749
Wādī Şarūm	id=g:7341750
Jabal ad Dara‘ī	id=g:7341751
Al Falqah	id=g:7341752
Kinnah as Suflá	id=g:7341753
Ash Shaţţ	id=g:7341754
Ḑuwār	id=g:7341755
Wādī Raḩab	id=g:7341756
Jabal as Sinn	id=g:7341757
Al Hajar	id=g:7341758
Khudāf as Sādah	id=g:7341759
Āl Ḩijlān	id=g:7341760
Mawrah	id=g:7341761
Nū‘ al Ḩushayrij	id=g:7341762
Jabal Māwān	id=g:7341763
Jabal al Fakhdh	id=g:7341764
Jabal Zabībah	id=g:7341765
Jabal Na‘asā’	id=g:7341766
Jabal al ‘Arīḑah	id=g:7341767
Jabal Şun‘ al ‘Ijrimah	id=g:7341768
Jabal Şaghīr	id=g:7341769
Riḩb	id=g:7341770
Wādī Riḩb	id=g:7341771
Jabal Mushay‘	id=g:7341772
Wādī al ‘Iţfah	id=g:7341773
Al ‘Awsijī	id=g:7341774
Şanāşin	id=g:7341775
Wādī Baww	id=g:7341776
Qaraḑ	id=g:7341777
Al Fadfadah	id=g:7341778
Ash Shawādhib	id=g:7341779
Al Marādish	id=g:7341780
Bayt Du‘ays	id=g:7341781
Al Ḩaḑīrah	id=g:7341782
Aş Şufayrā’	id=g:7341783
An Na‘‘	id=g:7341784
An Nijād	id=g:7341785
Harūb	id=g:7341786
Marḩaḑah	id=g:7341787
Al Hijrah	id=g:7341788
Banī al Qaḩm	id=g:7341789
Banī ‘Āţif	id=g:7341790
Al Birbirah	id=g:7341791
Wādī Ḩaḑr	id=g:7341792
Al Ḩasf	id=g:7341793
Banī Ghunaym	id=g:7341794
Al Balad	id=g:7341795
Bayt Abū Jaydā’	id=g:7341796
An Najdayn	id=g:7341797
Al Bayāḑ	id=g:7341798
Al Ma‘aynah	id=g:7341799
Al Munaşşaḑah	id=g:7341800
Al Mi‘zāb	id=g:7341801
Al Jabjab	id=g:7341802
Maydūn	id=g:7341803
Bayt Abū Hāshim	id=g:7341804
Al ‘Ubr	id=g:7341805
Jabal al ‘Urqūb	id=g:7341806
Wādī al A‘rūsh	id=g:7341807
‘Uwayshir	id=g:7341808
Ash Shūlān	id=g:7341809
Jabal al Malāwī	id=g:7341810
Al Fara‘ al Aḩmar	id=g:7341811
Aḑ Ḑuwayli‘	id=g:7341812
As Suwas	id=g:7341813
Āl Şaqrah	id=g:7341814
Ash Shuwayḩiţ	id=g:7341815
Maḩall Uqayyiţ	id=g:7341816
Wādī Thala‘	id=g:7341817
Al Ukayḩil	id=g:7341818
Wādī al Jafá	id=g:7341819
Lamdhah	id=g:7341820
Al Ḩadd	id=g:7341821
Ash Shurayyah	id=g:7341822
‘Alkam	id=g:7341824
Kawlat ar Rakab	id=g:7341825
Al Khalīf	id=g:7341826
Ḩaḑan a̧s Şabl	id=g:7341827
Wādī al Khālif	id=g:7341828
Adh Dhirā‘	id=g:7341829
Şāliḩ al Ghadīr	id=g:7341830
Al ‘Arām	id=g:7341831
Al Qāhir	id=g:7341832
Şadr al Malāḩah	id=g:7341833
Dhī Namir	id=g:7341834
Di‘‘ām	id=g:7341835
Ar Rawḑah	id=g:7341836
Sibyatayn	id=g:7341837
Umaymah	id=g:7341838
Shi‘b al A‘būs	id=g:7341839
Bayt al Hayyāl	id=g:7341840
Ar Rumaysh	id=g:7341841
Al Quşarā’	id=g:7341842
Jabal ar Rabikah	id=g:7341843
Wādī Fara‘ah	id=g:7341844
Wādī Ḩaşīr as Salam	id=g:7341845
Al Majā‘īr	id=g:7341846
Jabal Şa‘fān	id=g:7341847
Al Makīr	id=g:7341848
Wādī al Makīr	id=g:7341849
Banī Ḑabyān	id=g:7341850
Jabal ‘Antar	id=g:7341851
Jabal Nakb	id=g:7341852
Ḑibīn	id=g:7341853
Al Wasīm	id=g:7341854
Al Mazra‘ah	id=g:7341855
Al Khudrūj	id=g:7341856
Qaryat al Ma‘allaq	id=g:7341857
Jabal Şanīkh	id=g:7341858
Wādī Shāhir	id=g:7341859
Jabal al Khabwah	id=g:7341860
Al Jarāwil	id=g:7341861
Al Khanaq	id=g:7341862
Al Jirayf	id=g:7341863
As Sahāfah	id=g:7341864
Adh Dhirā‘	id=g:7341865
Aḑ Ḑuraym	id=g:7341866
Al Kashāwir	id=g:7341867
Wādī Malāḩah	id=g:7341868
Qaryat an Namir	id=g:7341869
Jabal al Anşab	id=g:7341870
Jabal Rām	id=g:7341871
Al Qaşr	id=g:7341872
Jabal al Adram	id=g:7341873
Bayt Ruzayqah	id=g:7341999
Ash Sharafah	id=g:7342000
Banī Zūmah	id=g:7342001
Bayt Ma‘īḑ	id=g:7342002
Bayt al Jamrah	id=g:7342003
Bayt Sa‘īd Maḩsin	id=g:7342004
Qaryat al Aḩzūq	id=g:7342005
Ḩaḑrān	id=g:7342006
Ḩiḑrān	id=g:7342007
Jabal al Madhhar	id=g:7342008
Ḩudhayf	id=g:7342009
Jūj	id=g:7342010
Al ‘Araqah	id=g:7342011
Shalāl	id=g:7342012
Al Ḩā’iţ	id=g:7342013
Jabal Qashān	id=g:7342014
Khabbah	id=g:7342015
Jabal al Khudūd	id=g:7342016
Ḩayd al ‘Asamī	id=g:7342017
Kawlat aţ Ţawīlah	id=g:7342018
Ma‘āzīb Şawb	id=g:7342019
Qā‘ aş Şāfiyah	id=g:7342020
Jabal aş Şabarī	id=g:7342021
Jabal al ‘Awrā’	id=g:7342022
Ḩayd al Wa‘il	id=g:7342023
Ash‘āb al Qatam	id=g:7342024
Ḩişn Abū Rayḩān	id=g:7342025
Bayt at Tām	id=g:7342026
Maḩall al ‘Ubbas	id=g:7342027
Kawbalat al Bayḑā’	id=g:7342028
Ar Raqlah	id=g:7342029
Najd al Fazr	id=g:7342030
Al ‘Aşrah	id=g:7342031
Bāb Hawd	id=g:7342032
Ash Sha‘tūr	id=g:7342033
Jabal Wardān	id=g:7342034
Jabal Tuwāl	id=g:7342035
Jibāl al Ḩimām	id=g:7342036
Jabal al Maḩjar	id=g:7342037
Bayt al Ḩājj	id=g:7342038
Jihāmah	id=g:7342039
Shi‘b Walas	id=g:7342040
Shutrah	id=g:7342041
Ad Dār	id=g:7342042
Al Kharbah	id=g:7342043
Aş Şirm	id=g:7342044
Al Madhraḩ	id=g:7342045
Jawhar	id=g:7342046
‘Aşbah	id=g:7342047
Al Mawān	id=g:7342048
Al Maşna‘ah	id=g:7342049
Ḩayd al Jalb	id=g:7342050
Bayt al Ḩanz̧alī	id=g:7342051
Bayt ash Shaybānī	id=g:7342052
Qat‘ash Sharaf	id=g:7342053
Bayt Şarīrī	id=g:7342054
Aş Şalūlah	id=g:7342056
Ḩamāsil	id=g:7342057
Ad Dimnah	id=g:7342058
Al ‘Ishāsh	id=g:7342059
Al Majdūr	id=g:7342060
Bayt Nājī	id=g:7342061
Al Mi‘mār	id=g:7342062
Banī Qays	id=g:7342063
Ad Dirm	id=g:7342064
Bayt ‘Azmān	id=g:7342065
Nuşub	id=g:7342066
Marḩah	id=g:7342067
Al Lakamah	id=g:7342068
Jabal ar Ruhm	id=g:7342069
Bayt aţ Ţawīl	id=g:7342070
Bayt ar Rāziqī	id=g:7342071
Ad Dār	id=g:7342072
Kāshiḩ	id=g:7342073
Jabal ‘Arab	id=g:7342074
Jubā’ al Qaryah	id=g:7342075
Al Jarf	id=g:7342076
Bayn ‘Urrayn	id=g:7342077
Bayt Zāhir	id=g:7342078
Al Lidānī	id=g:7342079
Al Kharābah	id=g:7342080
Al Qubbah	id=g:7342081
Sifyān	id=g:7342082
Jabal Sam‘ān	id=g:7342083
Bayt al Faḑl	id=g:7342084
Ḩushwam	id=g:7342085
Az̧ Z̧ila‘	id=g:7342086
Ḑahrān	id=g:7342087
Al Kharābah	id=g:7342088
Jabal al Kawlah	id=g:7342089
Embassy of Palestine	id=g:7342090
Yemen Hunt staff housing complex	id=g:7342091
Nortech Surveys	id=g:7342092
Clyde Petroleum Company	id=g:7342093
Rayḩānah	id=g:7342094
Funduq Ramādā Ḩadah	id=g:7342095
Lockheed Corporation	id=g:7342096
Bayt al ‘Afīf	id=g:7342097
Hadda Staff Housing Complex	id=g:7342098
Special Guard HQ and Barracks	id=g:7342099
Embassy of United Arab Emirates	id=g:7342100
Embassy of Saudi Arabia	id=g:7342101
Embassy of Italy	id=g:7342102
Mother Theresa’s Hospital	id=g:7342103
Ministry of Defence - Army HQ	id=g:7342104
Hotel Taj Sheba	id=g:7342105
Embassy of Sweden	id=g:7342106
Jāmi‘at Şan‘ā’	id=g:7342107
Ministry of Foreign Affairs	id=g:7342108
Ishāq Mosque	id=g:7342109
Embassy of Iran	id=g:7342110
Al Mustashfá al Jamahūrī	id=g:7342111
Embassy of Ethiopa	id=g:7342112
Embassy of Lybia	id=g:7342113
Embassy of Somalia	id=g:7342114
Western Geo Oil Company	id=g:7342115
Ministry of Finance and Tax	id=g:7342116
Ministry of Foreign Affairs	id=g:7342117
Embassy of Sudan	id=g:7342118
Embassy of Syria	id=g:7342119
Chevron Petroleum Company	id=g:7342120
Embassy of Poland	id=g:7342121
Embassy of Korea	id=g:7342122
Embassy of Algeria	id=g:7342123
Embassy of Djibouti	id=g:7342124
CCC Petroleum company	id=g:7342125
Embassy of Pakistan	id=g:7342126
Embassy of Qatar	id=g:7342127
Embassy of Romania	id=g:7342128
Embassy of Bulgaria	id=g:7342129
Embassy of Germany	id=g:7342130
Embassy of Iraq	id=g:7342131
Nabors Oil Company	id=g:7342132
Ministry of Municipalities	id=g:7342133
Ministry of Electricity	id=g:7342134
Embassy of Netherlands	id=g:7342135
Embassy of Denmark	id=g:7342136
Sun Oil Company	id=g:7342137
National Security Organisation	id=g:7342138
Embassy of Turkey	id=g:7342139
Embassy of Jordan	id=g:7342140
Kawlat ‘Aţţān	id=g:7342141
Embassy of Oman	id=g:7342142
Ministry of Construction	id=g:7342143
Embassy of Austria	id=g:7342144
Total Oil company	id=g:7342145
United States Information Service/Yemeni American Language Institute	id=g:7342146
Şan‘ā’ Net Control Centre	id=g:7342147
Ministry of Agriculture	id=g:7342148
Prime Minister’s Office	id=g:7342149
Safārah Rūsiyā Al Ātaḩādiyah	id=g:7342150
Hammām	id=g:7342151
Al Safārah al Mişriyah	id=g:7342153
Embassy of France	id=g:7342154
Ministry of Information and Culture	id=g:7342155
Ministry of Justice	id=g:7342156
Ministry of Interior	id=g:7342157
Cultural centre	id=g:7342158
Health/Manpower Institute	id=g:7342159
Al Kuwait Hospital	id=g:7342160
Oil Ministry	id=g:7342161
Ministry of Planning/National Institute for Public Administration	id=g:7342162
Jabal ‘Arḑ Qādim	id=g:7342163
Ministry of Economy	id=g:7342164
Ministry of Health	id=g:7342165
Ministry of Education	id=g:7342166
Lockheed Corporation offices and staff housing	id=g:7342167
Shell Oil Company	id=g:7342168
Ministry of Public Works	id=g:7342169
Mustashfá ath Thawrah	id=g:7342170
Sūq al Qāt	id=g:7342171
Al Mashhād Cemetery	id=g:7342172
Bi’r ‘Ubayd	id=g:7342173
Al Qulfān	id=g:7342174
Al Baţḩah	id=g:7342175
Qu‘bān	id=g:7342176
Şāfiyat Ţāmish	id=g:7342177
Bayt al Jākī	id=g:7342178
Jabal Qāni‘	id=g:7342179
Ḑabwah	id=g:7342180
Jabal al Ḩadīdah	id=g:7342181
Wurāqah	id=g:7342182
Rubad	id=g:7342183
Jabal al Aswad	id=g:7342184
Al Jawzā’	id=g:7342185
Al Ḩişn	id=g:7342186
Al Ḩaḑīrah	id=g:7342187
Jabal al ‘Awrah	id=g:7342188
Jabal ar Rawn	id=g:7342189
Bayt al Lahīdah	id=g:7342190
Wādī Sa‘wān	id=g:7342191
Jabal al Abtar	id=g:7342192
Bayt al Jalāl	id=g:7342193
Bayt Hudayyān	id=g:7342194
Jabal al Mishwār	id=g:7342195
As Subā‘ī	id=g:7342196
Al ‘Aşarī	id=g:7342197
Ash Sharyah	id=g:7342198
Funduq	id=g:7342199
Al Ashrāf	id=g:7342200
Aş Şafā’	id=g:7342201
Bayt as Sirājī	id=g:7342202
Al Banā’	id=g:7342203
Jabal Ḩumrān	id=g:7342204
Bayt Jār Allāh	id=g:7342205
Al Ḩawqalah	id=g:7342206
Shi‘b Zā’id	id=g:7342207
Bayt al ‘Anab	id=g:7342208
Bayt Tilāl	id=g:7342209
Rātikh	id=g:7342210
Bayt al Malāḩī	id=g:7342211
Jabal Zilt	id=g:7342212
Lubākhah	id=g:7342213
Khāl	id=g:7342214
Jabal aş Şadr	id=g:7342215
Al ‘Ubrayn	id=g:7342216
Bayt al Jabrī	id=g:7342217
Jabal Tanā‘	id=g:7342218
Jabal al Jalḩah	id=g:7342219
Wādī Bashār	id=g:7342220
Bayt Ḑāl‘ah	id=g:7342221
Shi‘ābāt	id=g:7342222
Jabal Qayfān	id=g:7342223
Al Mi‘mār	id=g:7342224
Baḩāsh	id=g:7342225
Mayfa‘ah	id=g:7342226
Bayt al Qaramānī	id=g:7342227
Al Ḩuşayn	id=g:7342228
Al Ashrāf	id=g:7342229
Bayt ‘Āţif	id=g:7342230
Kuḩlān	id=g:7342231
Bayt al Ma‘qilī	id=g:7342232
Bayt ‘Ubayd	id=g:7342233
Banī Jahlān	id=g:7342234
‘Ijām	id=g:7342235
Al Ghuz̧z̧ār	id=g:7342236
Yāzil	id=g:7342237
Yāzil	id=g:7342238
Qurayḩ	id=g:7342239
Qaryat aş Şawma‘ah	id=g:7342240
Maḩall al Mizrāb	id=g:7342241
Maḩall Bayt Miftāḩ	id=g:7342242
Maḩall ar Rikab	id=g:7342243
As Sirārah	id=g:7342244
Jabal Z̧alm	id=g:7342245
Al Mawāqir	id=g:7342246
Al Qaşr	id=g:7342247
Bayt Nājī	id=g:7342248
Bayt ‘Awāḑ	id=g:7342249
Waḑḩah	id=g:7342250
Bayt al Ḩaqāsh	id=g:7342251
Al Baţḩah	id=g:7342252
Bayt Shu‘ayb	id=g:7342253
Al Maşna‘ah	id=g:7342254
Rayshān	id=g:7342255
Bayt Mukhārish	id=g:7342256
Qaydān	id=g:7342257
Barīsh	id=g:7342258
Kawlat al Munaqqab	id=g:7342259
Jabal Maris	id=g:7342260
Jabal an Nuqs	id=g:7342261
Jabal Mābarah	id=g:7342262
Jabal al Qā‘	id=g:7342263
Ḩammat Madām	id=g:7342264
Ash Sharqī	id=g:7342265
Qā‘ ar Raḩabah	id=g:7342266
Al Ghurzah	id=g:7342267
Al Biţān	id=g:7342268
Bayt ‘Āţif	id=g:7342269
Bayt al Ḩubaylī	id=g:7342270
Bayt Milqāţ	id=g:7342271
Aţ Ţahār	id=g:7342272
Al ‘Ashtayn	id=g:7342273
Al Ḩushayshīyah	id=g:7342274
Al Ḩāfah	id=g:7342275
Habrah	id=g:7342276
Shu‘ūb	id=g:7342277
Thirteen June Park	id=g:7342278
Ministry of Surveys	id=g:7342279
Funduq Shīrātūn	id=g:7342280
Al Wakālah Al Ā’mrīkiyah Liltanamīah al Dawliyah	id=g:7342281
Bi’r Zayt	id=g:7342282
Safārat al Walāyāt al Mutaḩidah al A’mrīkiyah	id=g:7342283
‘Arhab	id=g:7342284
Banī Qushayb	id=g:7342285
Yemen General Electricity Corporation	id=g:7342286
Wādī al Jalḩā’	id=g:7342287
Jabal al Mutqadim	id=g:7342288
Jabal al Jalḩā’	id=g:7342289
Jabal Wādī al A‘nāb	id=g:7342290
Jabal al ‘Urrah	id=g:7342291
Al Māl al Awsaţ	id=g:7342292
Jabal ‘Arḑ ash Shirwaj	id=g:7342293
Bayt ash Sha‘bī	id=g:7342294
Qā‘ Sahmān	id=g:7342295
Jabal al Qarn	id=g:7342296
Jabal Witrān	id=g:7342297
Nawb	id=g:7342298
Jabal al Bi’r	id=g:7342299
Al Qubbah	id=g:7342300
Qā‘ an Nāhim	id=g:7342301
Qā‘ al Mulaykī	id=g:7342302
Al Hajar	id=g:7342303
Jabal al Mādir	id=g:7342304
Bayt Birmān	id=g:7342305
Bayt Jum‘ān	id=g:7342306
Lidān	id=g:7342307
Bayt Shāmī	id=g:7342308
Bayt at Turkī	id=g:7342309
Wādī Buqlān	id=g:7342310
Al Jurayn	id=g:7342311
Bayt ar Rammāḩ	id=g:7342312
Bayt al ‘Arīḑ	id=g:7342313
Al Ghaywān	id=g:7342314
‘Urr Dāyān	id=g:7342315
Maḩall Dāyān	id=g:7342316
‘Arḑ al Ḩarf	id=g:7342317
Jabal Kīl	id=g:7342318
Jabal al Qadūm	id=g:7342319
Khirbat Dāyān	id=g:7342320
‘Arḑ al Ḩamāmī	id=g:7342321
Ḩayd Ḩāfid	id=g:7342322
Qā‘ al ‘Arāwir	id=g:7342323
Qā‘ al Qayḑī	id=g:7342324
Wādī al Mawrid	id=g:7342325
British Petroleum Corporation	id=g:7342326
Embassy of United Kingdom	id=g:7342327
Embassy of Afghanistan	id=g:7342328
Civil Aviation and Meteorological Office	id=g:7342329
Ministry of Telecommunications	id=g:7342330
Jabal al Jawf	id=g:7342331
As Sunaynah	id=g:7342332
Jabal ad Dir‘	id=g:7342333
Jabal al Ḩawwad	id=g:7342334
Qarn Mahdam	id=g:7342335
Al ‘lshāsh	id=g:7342336
Qurmān	id=g:7342337
Jabal Nawqah	id=g:7342338
Wādī al ‘Ishāsh	id=g:7342339
Jabal ad Diqrār	id=g:7342340
Al Maghārib	id=g:7342341
Rad‘am	id=g:7342342
Diyām an Najjār	id=g:7342343
Aş Şubāḩah	id=g:7342344
Wādī Bāḩirah	id=g:7342346
Ḩilāl	id=g:7342347
Banī Ḩātim	id=g:7342348
Bayt Ḩusayn Aḩmad	id=g:7342349
Al Kawlah	id=g:7342350
Adh Dhārī	id=g:7342351
Bayt ‘Alī Ḩusayn	id=g:7342352
Qā‘ al Qulāḑ	id=g:7342353
Maḩjar Ḩallah	id=g:7342354
Jabal aş Şilfā‘	id=g:7342355
Naqīl ‘A‘shār	id=g:7342356
Bayt al ‘Araj	id=g:7342357
Ḩadā’ Sāmik	id=g:7342358
Jabal ar Rawnah	id=g:7342359
Wādī ash Sharafah	id=g:7342360
Jabal al Kurā‘	id=g:7342361
Qarn al Ḩarr	id=g:7342362
Qaraḑah	id=g:7342363
Qarn Dinah	id=g:7342364
Shawkān	id=g:7342365
Jabal al Falakhah	id=g:7342366
Hijrat Shawkān	id=g:7342367
Jabal Sharḩān	id=g:7342368
Shāḩik	id=g:7342369
Jabal Sha‘rān	id=g:7342370
Jabal al Mudarraj	id=g:7342371
Jabal al A‘waj	id=g:7342372
Silmah	id=g:7342373
Şarfah	id=g:7342374
Jabal al ‘Irq	id=g:7342375
Jabal Judayb	id=g:7342376
Jabal ash Shutfah	id=g:7342377
Khayrān	id=g:7342378
Az̧ Z̧ahrah	id=g:7342379
Aḑ Ḑab‘āt	id=g:7342380
Jabal ‘Alasān	id=g:7342381
Al Ḩamāmī	id=g:7342382
Ḩadath	id=g:7342383
Ḩadath	id=g:7342384
Jabal Yaghūth	id=g:7342385
Z̧ahr Ḩumayr	id=g:7342386
Dār ‘Ayyāsh	id=g:7342387
Bahrān	id=g:7342388
Jabal al Buqlānī	id=g:7342389
Jabal al Bayḑā’	id=g:7342390
Al Lakamah	id=g:7342391
Jabal Raymah	id=g:7342392
Jabal Ḩudhayf	id=g:7342393
Jabal al Ḩadīdah	id=g:7342394
Jabal an Na‘āmah	id=g:7342395
Bayt ad Dakhlah	id=g:7342396
Bayt ‘Alal	id=g:7342397
Bayt ar Rabū‘ī	id=g:7342398
Şirwāḩ	id=g:7342399
Jubīb	id=g:7342400
Ḩusayn al Ajdam	id=g:7342401
Jabal ‘Alī	id=g:7342402
Jabal as Sawdā’	id=g:7342403
Al Khaḑrā’	id=g:7342404
Jabal al Qullah	id=g:7342405
Sukhālīt	id=g:7342406
Quraynah	id=g:7342407
Al Qam‘ah	id=g:7342408
Al Qarn	id=g:7342409
Jabal al Khaţm	id=g:7342410
Al Qaḩm	id=g:7342411
Al Ḩinamī	id=g:7342412
Al Ḩazzah	id=g:7342413
Ministry of Customs	id=g:7342414
Offices of the United Nations	id=g:7342415
Jabal Quzzān	id=g:7342416
Jabal Shitir	id=g:7342417
Jabal al Mudawwar	id=g:7342418
Qā‘ Ma‘ḑaṭ	id=g:7342419
Jabal Idrīs	id=g:7342420
Jabal al Marḩah	id=g:7342421
Jabal Quraḩ	id=g:7342422
Jabal al Laḩj aş Şaghīr	id=g:7342423
Jabal Ajzāf	id=g:7342424
Jabal ash Sha‘āf	id=g:7342425
Ḩayd al Qarnayn	id=g:7342426
Shafath	id=g:7342427
Jabal al Kawlah	id=g:7342428
Nimrān	id=g:7342429
Jabal ‘Unfur	id=g:7342430
Bayt Yarām	id=g:7342431
Jabal al Ḩişn	id=g:7342432
Jāmiḩ	id=g:7342433
Jabal ‘Urwam	id=g:7342434
Jabal al ‘Anzawānī	id=g:7342435
Sifyān	id=g:7342436
Bayt al ‘Anbasī	id=g:7342437
Adam	id=g:7342438
Ar Ribāţ	id=g:7342439
‘Isālah	id=g:7342440
Bayt al ‘Uwā’	id=g:7342441
Al Makhbaz̧	id=g:7342442
Şūlīt	id=g:7342443
Khush‘ān	id=g:7342444
Bayt al Humays	id=g:7342445
Al Ḩalīlah	id=g:7342446
Maḩall Qawbah	id=g:7342447
Bayt al Ju‘dubī	id=g:7342448
Qā‘ as Sirr	id=g:7342449
Qā‘ an Najd	id=g:7342450
Subā’	id=g:7342451
‘Abr al Ḩişmī	id=g:7342452
Ḩişn al Ḩumrānī	id=g:7342453
Qā‘ al Baṭḩah	id=g:7342454
Al Qudūm	id=g:7342455
Ḩişn ad Dijāj	id=g:7342456
Hunt Oil Company Compound	id=g:7342457
Jabal al Maşna‘ah	id=g:7342458
Ḩayd al Kāniţī	id=g:7342459
Jabal ‘Arḑ al Kabīr	id=g:7342460
Mind	id=g:7342461
Mirīḩ	id=g:7342462
Qā‘ Māliḩ	id=g:7342463
Al Bayāḑī	id=g:7342464
Jabal al Maḩārīr	id=g:7342465
Bayt as Sā’ibī	id=g:7342466
Jabal Juhayf	id=g:7342467
Bayt al Faqīh	id=g:7342468
Bayt Majhiz	id=g:7342469
Jabal ‘Ubayyah	id=g:7342470
Ḑula‘	id=g:7342471
Wādī Bayt Na‘am	id=g:7342472
Jabal Wa‘r al ‘Uşfur	id=g:7342473
Qarn Wa‘r Dibās	id=g:7342474
Bayt al Jamal	id=g:7342475
Maḩall al Balad	id=g:7342476
Hi̧şn Bayt Na‘am	id=g:7342477
Bayt ash Shawī‘	id=g:7342478
Mahall aḑ Ḑamīyah	id=g:7342479
Bayt Mirrah	id=g:7342480
Jabal Fiddah	id=g:7342481
Qaryat al ‘Urrah	id=g:7342482
Bayt Jābir	id=g:7342483
Jabal Kunḑār	id=g:7342484
Jabal al Maşna‘ah	id=g:7342485
Bayt al Ḩamzī	id=g:7342486
Bayt ‘Alī Hādī	id=g:7342487
Jabal Shāhirah	id=g:7342488
Wādī aş Şabarah	id=g:7342489
Bayt aş Şubayḩī	id=g:7342490
Jabal Shi‘bat al Khāwī	id=g:7342491
Thaqbān	id=g:7342492
Quz‘ān	id=g:7342493
Bayt al Amīr	id=g:7342494
Bayt al ‘Udhurī	id=g:7342495
Bayt Ḩaydān	id=g:7342496
Ministry of Trade and Supplies	id=g:7342497
Al Ghurzah	id=g:7342498
Jabal ‘Urām	id=g:7342499
Jabal al Ḩammah	id=g:7342500
Bayt al Fār	id=g:7342501
Ḩāfat ar Rukbah	id=g:7342502
Bayt al Ḩunaysh	id=g:7342503
Ḩāfat al Jannah	id=g:7342504
Jabal ‘Anbarah	id=g:7342505
Ḩāfat Jassār	id=g:7342506
Qaryat Ţaybah	id=g:7342507
Al Ḩazzah	id=g:7342508
Bayt aḑ Ḑaḩāk	id=g:7342509
Al Maḩārīq	id=g:7342510
