Nahr al Braghūthīyat	id=g:6763876
Kharābat Sayyid Burhān	id=g:6788164
Ma‘şūmah	id=g:6788165
Jāsim Kāz̧im	id=g:6788166
‘Allāwī Jabbār	id=g:6788167
Ḩamzat al Hamīş Khiḑr	id=g:6788168
Jabr Kāfī	id=g:6788169
Madrasat aş Şāfī	id=g:6788170
Qaryat Şulaywān Rāhī	id=g:6788171
Kazār Jabr Kāfī	id=g:6788172
Nāz̧irīyat al Intāj	id=g:6788173
Jamīl Wādī	id=g:6788174
Nahr ar Rāshidīyah	id=g:6788175
Sayyid Kāz̧im	id=g:6788176
Qaryat Zāmil Fayşal	id=g:6788177
Qaryat Ḩasan Jabr aţ Ţawīl	id=g:6788178
Sayyid Şāḩib	id=g:6788179
Kharābat al Muḩammad	id=g:6788180
Jawād Kāz̧im al ‘Uwaydī	id=g:6788181
Hādī Farḩān	id=g:6788182
Qaryat al ‘Uwaydī	id=g:6788183
Sayyid Salmān Khalaf	id=g:6788184
‘Īsá Laftah	id=g:6788185
Shāyish ‘Abd Allāh	id=g:6788186
Bayt Ḩamzat al Kāz̧im	id=g:6788187
Sayyid Jawād Razām	id=g:6788188
‘Abd al Ḩasan Ḩurayz	id=g:6788189
‘Ubayd Nūr	id=g:6788190
Ţālib Sayyid Ḩamad	id=g:6788191
Ḩikām Fayşal	id=g:6788192
‘Ulwān ‘Abd	id=g:6788193
‘Ubayd al Ḩayy	id=g:6788194
Ghāzī az Zāmilī	id=g:6788195
Nahr al Hāshmīyah	id=g:6788196
Na‘īmah ‘Alī	id=g:6788197
‘Awdat Muḩaysin ‘Awdah	id=g:6788198
Ni‘mah aş Şukkar	id=g:6788199
‘Ubayd al ‘Alī	id=g:6788200
Hādī Jāsim	id=g:6788201
Jāsim ‘Abd al Ḩussayn	id=g:6788202
Muḩammad al Khashshān	id=g:6788203
Jābir al Qiyādah	id=g:6788204
Sayyid Jawād Ţūqān	id=g:6788205
Ḩusayn ‘Abd	id=g:6788206
‘Ubays Hādī	id=g:6788207
Sayyid Muḩayfiz̧ Sharīd	id=g:6788208
Mālik Kazār	id=g:6788209
Sayyid Nāşir	id=g:6788210
Ḩalāwī al Farḩān	id=g:6788211
Qaryat Bukān	id=g:6788212
Sayyid Kāz̧im Radm	id=g:6788213
Şāliḩ Hādī	id=g:6788214
Jābir Jāsim	id=g:6788215
Jawād al Kāz̧im	id=g:6788216
‘Alī al Mahwas	id=g:6788217
Jāsim al ‘Allāwī	id=g:6788218
Jāsim Ḩurayz	id=g:6788219
Qaryat Ḩurayz	id=g:6788220
Muḩammad al ‘Aqbul	id=g:6788221
Hādī Ḩurayz	id=g:6788222
‘Ulaywī Mu‘aydī	id=g:6788223
Hulayl al ‘Awwād	id=g:6788224
‘Abbās Jāsim	id=g:6788225
Kāz̧im Jāsim	id=g:6788226
Jawād al Jadrān	id=g:6788227
Nahr al ‘Alawīyah	id=g:6788228
Rāhī Ḩasan	id=g:6788229
Ḩusayn Şān	id=g:6788230
Shadhān Kāz̧im	id=g:6788231
Tall ad Dayr	id=g:6788232
Kāz̧im ‘Abd al Ḩussayn	id=g:6788233
Mālik Şāliḩ	id=g:6788234
Şāliḩ Majlūs	id=g:6788235
Bayt Kāz̧im as Salmān	id=g:6788236
Bustān Jayy Muḩammad Ḩantūsh	id=g:6788237
Bustān ‘Abd ‘Awn Muḩammad	id=g:6788238
Nahr al ‘Awdah	id=g:6788239
Jāsim Kāz̧im	id=g:6788240
‘Uwayd ‘Abbūd	id=g:6788241
Karīm ‘Abbūd	id=g:6788242
‘Umrān ‘Abbūd	id=g:6788243
Muḩī ‘Abūd	id=g:6788244
‘Aşfūr	id=g:6788245
Sayyid Şahyūd Rabbāţ	id=g:6788246
Bustān Sayyid Hāshim	id=g:6788247
Bayt Sayyid ‘Alī ‘Īsá	id=g:6788248
Nahr Maḩayn	id=g:6788249
Kāz̧im Dahash	id=g:6788250
Kāz̧im Jāsim	id=g:6788251
Ţuwaysh ‘Abbās	id=g:6788252
Mālik Allāh ‘Abbādī	id=g:6788253
‘Abbādī Mayyās	id=g:6788254
‘Abd Allāh ‘Abbādī	id=g:6788255
Majhūl Muḩaysin	id=g:6788256
Mijbās Thuwaynī	id=g:6788257
Kāz̧im Īdām	id=g:6788258
‘Abd ‘Alī ‘Abd al Ḩussayn	id=g:6788259
D M Ḩasan	id=g:6788260
Jabr ‘Alī ‘Ulwān	id=g:6788261
Qaryat al Wi‘āl	id=g:6788262
‘Awn Zāmil	id=g:6788263
‘Abd Zayd	id=g:6788264
Hāshim Muḩammad	id=g:6788265
Ḩamīd	id=g:6788266
Ghāfir	id=g:6788267
Kāz̧im Dannān	id=g:6788268
‘Ubayd Ḩamzah	id=g:6788269
Adnān ‘Abbūd	id=g:6788270
Muḩsin Dannān	id=g:6788271
Maz̧lūm Ḩassānī	id=g:6788272
A‘nād Ţārish	id=g:6788273
‘Abd ar Riḑā Bijāy	id=g:6788274
Jāsim Mujbil	id=g:6788275
Ḩasan Jūrī	id=g:6788276
Jabr ‘Adhāb	id=g:6788277
Sayyid ‘Azīz Hāshim	id=g:6788278
Makkī ‘Abd	id=g:6788279
Nahr al ‘Itāb	id=g:6788280
Ghāzī Dāwud	id=g:6788281
Qaryat al Kuwām	id=g:6788282
Bayt ‘Abd Mahdī	id=g:6788283
Jamdah al ‘Askarī	id=g:6788284
Nahr Arwā’ī	id=g:6788285
Rāḑī Ḩusayn	id=g:6788286
Karīm Jāsim	id=g:6788287
Abū Ḑabā‘	id=g:6788288
Qaryat al Busaytāt	id=g:6788289
Jawād Rāḑī	id=g:6788290
Uwḩīd ‘Ubays	id=g:6788291
‘Ubayd al Ghushaym	id=g:6788292
Muzhir ‘Abbūd	id=g:6788293
‘Ubays Muḩammad	id=g:6788294
Shāhīn Ḩajjī ‘Abbās	id=g:6788295
Ni‘mat Khulaybiş	id=g:6788296
Ţu‘mat Khulaybiş	id=g:6788297
Jāsim aş Şayf	id=g:6788298
‘Ubayd al Jabr	id=g:6788299
Sayyid Rāḑī ‘Ulaywī	id=g:6788300
Sayyid Jawād ‘Ukaysh	id=g:6788301
‘Ulaywī Mīrzah	id=g:6788302
‘Ubays Ḩusayn	id=g:6788303
Hādī Ḩasan	id=g:6788304
‘Ubayd ‘Alī	id=g:6788305
Mahdī ‘Ubays	id=g:6788306
‘Abbās al Baţţān	id=g:6788307
Rāḑī Dhannūn	id=g:6788308
Sayyid Mun‘ib Mūsá	id=g:6788309
Jam‘iyat Ḩannūn Kāz̧im	id=g:6788310
Qaryat ad Dūr	id=g:6788311
Tall Abū Ḩişān	id=g:6788312
Qaryat ‘Itāb	id=g:6788313
Muḩaysin	id=g:6788314
Madrasat ‘Itāb	id=g:6788315
Ḩasan Ḩirz	id=g:6788316
Hānī Ḩirz	id=g:6788317
Muḩaysin Rajūd	id=g:6788318
Kharābat al Barjūd	id=g:6788319
Fajr Ḩirz	id=g:6788320
Sa‘d Mūsá	id=g:6788321
Raḩmān Yūka‘	id=g:6788322
Ḩāmid Şakbān	id=g:6788323
Dūḩān ‘Abd	id=g:6788324
Ghāfil ‘Abd	id=g:6788325
Rāḑī Ţashshār	id=g:6788326
‘Afan Aswad al Ḩaydarī	id=g:6788327
Ni‘mat Bazzūn	id=g:6788328
‘Uwayd Ḩasan	id=g:6788329
Ţāhir ad Dahsh	id=g:6788330
Kāz̧im Hunaydī	id=g:6788331
Madrasat al Ikhwah	id=g:6788332
Sha‘īb ar Rāshid	id=g:6788333
Julūb ‘Abd ‘Alī	id=g:6788334
‘Īs Sulţān	id=g:6788335
Ţāhir Dahash	id=g:6788336
Sayyid Şāḩib Naḩīf	id=g:6788337
Rahmat Hazzah	id=g:6788338
Bayt Jamīl ‘Abd al Ḩussayn	id=g:6788339
Kāmil ‘Abd al Ḩussayn	id=g:6788340
Sayyid Ḩamzah	id=g:6788341
Yūsif Ḩajjī Dāyikh	id=g:6788342
Muḩsin Ḩājjī	id=g:6788343
Īshān Abū al Ḩaqq	id=g:6788344
‘Alī ‘Abd al Ḩamar	id=g:6788345
Dalīl Aswad al Jubūrī	id=g:6788346
‘Alī ‘Ubayd	id=g:6788347
‘Alī Kāz̧im	id=g:6788348
Muḩsin Mijdhāb	id=g:6788349
Ḩamzat ‘Abbās	id=g:6788350
Ḩusayn Kāz̧im	id=g:6788351
Muḩaysin Khushayq	id=g:6788352
Raḩam ‘Abd Allāh	id=g:6788353
Sayyid Sa‘dūn	id=g:6788354
Sayyid Mūsá	id=g:6788355
Jubār Mijdhāb	id=g:6788356
Sayyid Khirās Mijdhāb	id=g:6788357
‘Ubayd al ‘Askar	id=g:6788358
Ḩamzat az̧ Z̧āhir	id=g:6788359
Kharā’ib al Khuḑarīyah	id=g:6788360
Madrasat al Khuḑarīyah al Awlá	id=g:6788361
Nāz̧irīyat al Khuḑarīyah	id=g:6788362
Jāsim al Budaydī	id=g:6788363
Muḩammad Kāmil	id=g:6788364
Ḩusayn ‘Abd	id=g:6788365
Rab‘ Jawdah Khalīl	id=g:6788366
Nahr Arwānī	id=g:6788367
Madrasat al Ikhlāş	id=g:6788368
Ḩajjī Shu‘ayl Rāḑī	id=g:6788369
‘Aydān al Amīr	id=g:6788370
Arjīl Nājī	id=g:6788371
Mashrū‘ Dawājin	id=g:6788372
Nahr al ‘Awādil	id=g:6788373
Tall Abū	id=g:6788374
Mudāwī Maţar	id=g:6788375
Yāsir Kāz̧im	id=g:6788376
Şāḩib Kāz̧im	id=g:6788377
Hārif Mūjid	id=g:6788378
Jaddād Rāshid	id=g:6788379
Bayt Ḩāmid ‘Abd al Ḩamzah	id=g:6788380
Kāz̧im Jawād Sha‘īb	id=g:6788381
Ḩamzat al Mansī	id=g:6788382
Ḩāmid al Mansī	id=g:6788383
Bayt Hādī Jāsim	id=g:6788384
Ţallāb Kāz̧im	id=g:6788385
Dāwud al ‘Ujayl	id=g:6788386
Bayt ‘Alī al Khuḑayr	id=g:6788387
Ḩumayd Şāliḩ	id=g:6788388
Ḩusayn Ḩaras	id=g:6788389
Jalīl Ḩamūd	id=g:6788390
Karīm al ‘Ubayd	id=g:6788391
Kharābat ‘Abd al Hawwāl	id=g:6788392
Kharābat ‘Ubayd	id=g:6788393
Sawādī	id=g:6788394
Jadwal Ḩassān	id=g:6788395
Jāsim Ḩamzah	id=g:6788396
‘Askar Kāz̧im	id=g:6788397
Ḩasan Ḩusayn	id=g:6788398
Sayyid Khalīl	id=g:6788399
‘Inād ‘Ubayd ‘Ulaywī	id=g:6788400
Kharā’ib ‘Abd Rahīf	id=g:6788401
Dāyiḩ ‘Ulaywī	id=g:6788402
Īshān Shamkhī	id=g:6788403
Dāyih ‘Ubays	id=g:6788404
Jiyād ‘Ubays	id=g:6788405
Kitāb ‘Ujaymī	id=g:6788406
Ḩusayn Gharīzah	id=g:6788407
Muḩaysin Mukayḑ	id=g:6788408
‘Ubays ‘Azīz	id=g:6788409
Ḩusayn al ‘Azīz	id=g:6788410
‘Abd al Muḩsin Amīr	id=g:6788411
Jāsim Muḩammad	id=g:6788412
Jāsim al Kāz̧im	id=g:6788413
Nahr Ālbū Shalgham	id=g:6788414
Adnān Khalaf	id=g:6788415
Imnāwir Majīd	id=g:6788416
Ḩāmd Al ‘Abd	id=g:6788417
Ḩasan Rāḑī	id=g:6788418
Mūḩān ‘Abd al Mahdī	id=g:6788419
Ḩasan ar Rāḑī	id=g:6788420
Kāz̧im al ‘Alwāy	id=g:6788421
Jiyād Ḩusayn	id=g:6788422
Karīm Kāz̧im	id=g:6788423
‘Īdān Kaţţā‘	id=g:6788424
Muḩsin al ‘Alī	id=g:6788425
Tall Ḩammādī	id=g:6788426
Jāsim al Fiḑḑī	id=g:6788427
Duwayj	id=g:6788428
Īshān Abū Shāfī	id=g:6788429
Sha‘lān Mujbil	id=g:6788430
Imnūr Mijbil	id=g:6788431
Ibrāhīm Mash‘an	id=g:6788432
Imām al Abrak	id=g:6788433
Hulayl Mash‘an	id=g:6788434
Tall al Abrak	id=g:6788435
Tall Abū ‘Alāmah	id=g:6788436
Khalāwī Ma‘ḑad	id=g:6788437
Ţālib al Murshid	id=g:6788438
Ţālib Kāz̧im	id=g:6788439
Majīd Ḩassānī	id=g:6788440
Kasīr Fiḑḑah	id=g:6788441
Ḩusayn Ḩarmas	id=g:6788442
Mahdī Yūnus	id=g:6788443
Madrasat al ‘Aţā’	id=g:6788444
Qaryat Ghāfil	id=g:6788445
Imām Khuḑayrīyāt	id=g:6788446
‘Assāf Marāḩ	id=g:6788447
Khayţ Imḩakdis	id=g:6788448
Duwayj Jālūb	id=g:6788449
Şukkar ‘Abbās	id=g:6788450
Tall ‘Abd al ‘Awwād	id=g:6788451
Karīm al ‘Ubays	id=g:6788452
Ḩamzat Andīr	id=g:6788453
Khayţ al Khuḑarīyah	id=g:6788454
Rīshān Ghāfil	id=g:6788455
Jāsim Mūsá	id=g:6788456
Sayyid ‘Abd	id=g:6788457
Lāmī ‘Ulayj	id=g:6788458
Sāmī Ḩasan	id=g:6788459
Sālim Ḩabīb	id=g:6788460
Hādī Ţurād	id=g:6788461
Shabīb Z̧āhir	id=g:6788462
‘Āshij Khaţţāb	id=g:6788463
Fāḑil Jarād	id=g:6788464
Muḩammad Saffāḩ ‘Ubayd	id=g:6788465
‘Uşfūr Salmān	id=g:6788466
Kawm Ţarḩ	id=g:6788467
‘Āshūr Salmān	id=g:6788468
Kūnsin Bijāy	id=g:6788469
Nā‘ūz Ḩalīf	id=g:6788470
Jāsim Saffāḩ	id=g:6788471
Ḩasan ‘Uţaywī	id=g:6788472
Kāmil ‘Abbās	id=g:6788473
Ḩusayn Zaghīr	id=g:6788474
Şāliḩ Kāz̧im	id=g:6788475
‘Uwayd Kamar	id=g:6788476
Shāyi‘ Kāţi‘	id=g:6788477
Mash‘ān al ‘Umar	id=g:6788478
Ḩamzat Ţarāk	id=g:6788479
Nahr as Suway‘id	id=g:6788480
‘Alī al ‘Askar	id=g:6788481
Īshān Jīḩān	id=g:6788482
Ţurād Ḩizām	id=g:6788483
‘Ubayd Tāyah	id=g:6788484
Nahr Jamr	id=g:6788485
Huwaydī Khalq	id=g:6788486
‘Ajjāj Ḩamzah	id=g:6788487
Shallāl Mazyūn	id=g:6788488
‘Āyid Maţar	id=g:6788489
Tall Ghāfil	id=g:6788490
Awḑīḩ Jamr	id=g:6788491
Ţuwayr Jamīl	id=g:6788492
Sa‘dūn Jamr	id=g:6788493
Nūrī Falāḩ	id=g:6788494
Finjān Mar‘īd	id=g:6788495
Z̧āhir Falāḩ	id=g:6788496
Şāḩib Jāsim	id=g:6788497
Madrasat al Akra‘ al Ibtidā’īyah	id=g:6788498
‘Ubayd Ḩumayd	id=g:6788499
‘Aţwān Sayf	id=g:6788500
Ḩunaysān Bid‘ān	id=g:6788501
Ḩamzat Waşī	id=g:6788502
‘Awdat Kāz̧im	id=g:6788503
Kharnūb ‘Abbūd	id=g:6788504
Madrasat as Suways al Awlá	id=g:6788505
Hādī Karīm	id=g:6788506
Mahdī Sarīḩ	id=g:6788507
Mun‘im al ‘Allāk	id=g:6788508
Bayt Shanāwah	id=g:6788509
Madlūl Ibrāhīm	id=g:6788510
Nāz̧irīyat al Ghazālī	id=g:6788511
Muḩsin Lūtī	id=g:6788512
Kāz̧im Kashshāsh	id=g:6788513
Jum‘at ad Dasam	id=g:6788514
Ḩusayn al Ḩammūd	id=g:6788515
Fatlāwī Ra‘īl	id=g:6788516
Bayt Sayyid Hāshim Burhān	id=g:6788517
Sayyid Ḩasan Barmān	id=g:6788518
Nahr Abū Tutun	id=g:6788519
Madrasat Ta‘āwunīyat al Ghazālī	id=g:6788520
Jawād ‘Abd al Bājī	id=g:6788521
‘Abbūd Duhayb	id=g:6788522
Sājit al Ghadīr	id=g:6788523
Ḩamdāt	id=g:6788524
Maḩmūd ‘Anīd	id=g:6788525
Mūsá ‘Anīd	id=g:6788526
Jāsim Muḩammad	id=g:6788527
Jāsim Mūjid	id=g:6788528
Ḩasan Mūjid	id=g:6788529
Qaryat Mūsá Şayyāḩ	id=g:6788530
Qaryat al Akra‘	id=g:6788531
Ḩajjī Shaddād	id=g:6788532
‘Ubayd ‘Abd ‘Alī	id=g:6788533
Maḩmūd ‘Alī	id=g:6788534
Marsūl Ḩumaydī	id=g:6788535
‘Abd Allāh ‘Abd al Ḩussayn	id=g:6788536
Bayt Ḩarmān ‘Abbūd	id=g:6788537
Thannān Mūsá	id=g:6788538
Jawdat Kāz̧im	id=g:6788539
Sayyid Muḩaysin Abū Jīr	id=g:6788540
Jāsim al Mudawwar	id=g:6788541
‘Alī ‘Īsá ‘Abd	id=g:6788542
Ţu‘ays Jadīd	id=g:6788543
Jum‘at Jāsim	id=g:6788544
‘Abd as Sādat ‘Akrūk	id=g:6788545
Khulayf ‘Alī	id=g:6788546
‘Abd Ḩatrūsh	id=g:6788547
Wādī Kāş	id=g:6788548
‘Arkūb al Kads	id=g:6788549
Nahr Ji‘āz	id=g:6788550
Īshān ‘Abbās	id=g:6788551
Qaryat Sab‘at ‘Ashar Tammūz	id=g:6788552
Īshān Abū Birāj	id=g:6788553
Sayyid Ḩusayn Z̧āhir	id=g:6788554
Imghīr ‘Āsī	id=g:6788555
Waḑḩ ‘Akrūk	id=g:6788556
Nahr al Ḩussaynīyāt	id=g:6788557
Nahr Abū ‘Az̧m	id=g:6788558
Nahr Abū ‘Az̧mah	id=g:6788559
Sayyid Muḩsin	id=g:6788560
Sayyid Muḩammad	id=g:6788561
Salmān	id=g:6788562
Sayyid Yāsir	id=g:6788563
‘Ujayj Jawād Zaghīr	id=g:6788564
Ḩamzat Kāz̧im	id=g:6788565
Nahr adh Dhawbah	id=g:6788566
Nahr ash Shūmalī	id=g:6788567
Nahr Abū Rūfah	id=g:6788568
Nahr al Ḩusaynīyah	id=g:6788569
Nahr al Lawwah	id=g:6788570
Raḩīm al Ḩamzah	id=g:6788571
‘Abd al Amīr	id=g:6788572
Līlū Ţarīf	id=g:6788573
Quşayrāt	id=g:6788574
Nāyif al Jaryān	id=g:6788575
Ḩammādī ‘Abd Allāh	id=g:6788576
‘Arab Abū Darbāsh	id=g:6788577
Jāsim ‘Ulwān	id=g:6788578
Jāsim al Muţţalib	id=g:6788579
Qaryat Ālbū Jāsim	id=g:6788580
‘Arab Fayḩān	id=g:6788581
Ţakhkhākh	id=g:6788582
‘Abd Kāz̧im	id=g:6788583
Kuţayrāt	id=g:6788584
‘Ulwān al Ḩamzah	id=g:6788585
Su‘aydāt	id=g:6788586
Ālbū ‘Alī	id=g:6788587
Jawād al ‘Abd	id=g:6788588
Jāsim at Tāyih	id=g:6788589
Jāsim aţ Ţārish	id=g:6788590
Aţ Ţūkarah	id=g:6788591
Nahr al Qarat Ghūl	id=g:6788592
Al Jarbū‘	id=g:6788593
Nahr al Majallah	id=g:6788594
Kuwām al Abraq	id=g:6788595
Nahr Imām al Abraq	id=g:6788596
Tulūl Atharīyah	id=g:6788597
Ālbū Ḩumayd	id=g:6788598
‘Arab Ḩusayn	id=g:6788599
Tall ‘Addād	id=g:6788600
Tall Khuḑayrīyāt	id=g:6788601
Tall Abū Jaddū‘	id=g:6788602
Tall Abū Bark	id=g:6788603
Nahr Arwānī	id=g:6788604
Ji‘āz al Fayrūz	id=g:6788605
‘Abd aḑ Ḑab‘	id=g:6788606
Nahr Sitrah	id=g:6788607
Khassūn al Jālī	id=g:6788608
Nahr al Khawr	id=g:6788609
Jabr al Ḩamad	id=g:6788610
‘Arab Rābiş ‘Ulaywī	id=g:6788611
Tall Raffah	id=g:6788612
‘Abd Ḩamzat al ‘Ulaywī	id=g:6788613
As Sayyid Ḩamīd al Bi‘āj	id=g:6788614
‘Arab Nājī	id=g:6788615
Jāsim Zinād	id=g:6788616
‘Arab Khalīl al Ḩamzah	id=g:6788617
‘Arab Khalīl Juwayr	id=g:6788618
Kāz̧im Kayţān	id=g:6788619
Māḑī al ‘Alī	id=g:6788620
Al Ḩājj Buraybān	id=g:6788621
Tall Abū Dazkah	id=g:6788622
Īshān Abū al Hayf	id=g:6788623
Īshān Abū Luḩf	id=g:6788624
Īshān Shu‘aywāt	id=g:6788625
Zubayr	id=g:6788626
Ḩājj ‘Abbās	id=g:6788627
Īsá al Luhaymī	id=g:6788628
Shaykh Ḩantūsh	id=g:6788629
Īshān Būghān	id=g:6788630
Īshān ad Dayr	id=g:6788631
As Sayyid Sulţān	id=g:6788632
Sayyid Sa‘d Āl Maţraj	id=g:6788633
Ḩusayn al Ḩamad	id=g:6788634
Qaryat ‘Abbūd al Kāz̧im	id=g:6788635
Ash Shaykh ‘Abbūd al Humayş	id=g:6788636
Arāḑī aş Şāfī	id=g:6788637
Qal‘at Ḩamad al Fāris	id=g:6788638
Nahr ad Dayrīyah	id=g:6788639
Ḩāmid al Fāris	id=g:6788640
Qaryat al Jasābīyah	id=g:6788641
As Sayyidah Kawthar	id=g:6788642
Nahr as Sayḩīyah	id=g:6788643
Wā‘ī	id=g:6788644
‘Arab Jaşşān	id=g:6788645
As Sayyid Aḩmad	id=g:6788646
‘Arab Dāghir	id=g:6788647
As Sayyid Mahdī	id=g:6788648
‘Abţat Ḩājj ‘Abd	id=g:6788649
Raţţān al ‘Uqāb	id=g:6788650
‘Argūb al ‘Umayyah	id=g:6788651
Nahr al Arwānī	id=g:6788652
Shaykh Fāris al Jaryān	id=g:6788653
‘Alī as Salmān	id=g:6788654
Al Bargh	id=g:6788655
Nahr al Jaryān	id=g:6788656
‘Abd Āl Sa‘īd	id=g:6788657
Qaryat ‘Abd	id=g:6788658
As Sayyid Ḩammādī	id=g:6788659
Fahd al Ḩammūdī	id=g:6788660
Qaryat al ‘Ūbidīn	id=g:6788661
Muţlak al Kīm	id=g:6788662
‘Abd al Mūsá	id=g:6788663
Tall ‘Abd Allāh	id=g:6788664
Nahr Abū Zāwīyah	id=g:6788665
Kunn ‘Alī	id=g:6788666
Qaryat Jubūr	id=g:6788667
Īshān al Khashkhashīyah	id=g:6788668
‘Abd al Ḩassān	id=g:6788669
Imām Mahdī	id=g:6788670
‘Alī al Ḩusnī	id=g:6788671
Mashhad ash Shilwākh	id=g:6788672
Qal‘at Ḩusayn al Ḩamad	id=g:6788673
Wannās al ‘Alī	id=g:6788674
Muḩammad al Ghadīb	id=g:6788675
Kāz̧im Khuḑayr	id=g:6788676
Jabr al Ḩardān	id=g:6788677
Al Fīdān	id=g:6788678
Yaḩyá al Ward	id=g:6788679
Mansī ash Shirād	id=g:6788680
Sayyid Muḩammad	id=g:6788681
Ibrāhīm	id=g:6788682
Al ‘Awāwirah	id=g:6788683
As Sādah ‘Abd al Ghanī	id=g:6788684
Qaryat al Jubūr	id=g:6788685
‘Ulwān Āl Şafūk	id=g:6788686
‘Alī al ‘Abd	id=g:6788687
Ḩusayn al ‘Ubaysh	id=g:6788688
Ḩasan Fursān	id=g:6788689
Mukhīf	id=g:6788690
Musá al Ward	id=g:6788691
‘Ulwān aţ Ţarbūsh	id=g:6788692
Khuḑayr al Ḩassūn	id=g:6788693
Shaykh ‘Abbās al Khamīs	id=g:6788694
Ḩasan al Ḩājj Jāsim	id=g:6788695
Sha‘lān ad Dukhān	id=g:6788696
Jallāb al Khuḑayr	id=g:6788697
Sanad al Ḩasan	id=g:6788698
Rikāb al Mukhlif	id=g:6788699
‘Arab ‘Abd al ‘Āşī	id=g:6788700
Al ‘Inād	id=g:6788701
Kāz̧im Ḩassān	id=g:6788702
Qaryat al Barākisah	id=g:6788703
Khanjar Muḩammad	id=g:6788704
Jāsim al Ḩanz̧al	id=g:6788705
‘Arab Ghāzī	id=g:6788706
Sayyid Ḩasan	id=g:6788707
As Sayyid Muḩammad	id=g:6788708
‘Arab ‘Umar	id=g:6788709
‘Arab Maţar	id=g:6788710
Nahr al ‘Adl	id=g:6788711
Nahr al ‘Uwayrah	id=g:6788712
Qal‘at ash Shakhīr	id=g:6788713
‘Arab ar Rīmāw	id=g:6788714
Ḩayy al Haymaş	id=g:6788715
Nahr al Khushaymīyah	id=g:6788716
Kāz̧im al Ghadīr	id=g:6788717
Imām Karīm ad Dīn	id=g:6788718
‘Abd al Mahdī ar Rāshid	id=g:6788719
Nahr ‘Uqāb	id=g:6788720
Ḩamzat an Nu‘mān	id=g:6788721
Imām al Bark	id=g:6788722
Warshat Sayyid Razāyr	id=g:6788723
Imām Ḩawlī	id=g:6788724
Ālbū Sulţān	id=g:6788725
Qaryat as Sulţān	id=g:6788726
Minţaqat Khaykān al Gharbī	id=g:6788727
Bustān Fāris	id=g:6788728
Ḩūrīyat al ‘Uwryd	id=g:6788729
Ash Sharīfāt	id=g:6788730
‘Abd al Ḩasan	id=g:6788731
Nahr al ‘Awdah	id=g:6788732
Ḩamzat al Laftah	id=g:6788733
Ḩaykān ash Sharqī	id=g:6788734
Īmām al Ībrāk	id=g:6788735
Muḩī ‘Abūd	id=g:6788736
Nahr aş Şāfī	id=g:6788737
Qaryat al Majd	id=g:6788738
Ma‘mr Nashr	id=g:6788739
Nāḩiyat ash Shūmalī	id=g:6788740
Qaryat Ālbū Sulţān	id=g:6788741
Tall an Nablīyah	id=g:6788742
Īshān al Māsh	id=g:6788743
Nahr al Bazl	id=g:6788744
Qaryat al Akra‘	id=g:6788745
Nahr al ‘Awdah	id=g:6788746
Ash Shurīfīyah	id=g:6788747
‘Awdīn	id=g:6788748
Qaryat al Jubūr	id=g:6788749
Madrasat al Manāz̧im	id=g:6788750
Kharā’ib Muḩammad al Ḩammār	id=g:6788751
Muḩammad al Ḩamad	id=g:6788752
Qaryat Ālbū Ḩasan	id=g:6788753
‘Arab al Ḩumrān	id=g:6788754
Nahr al Ḩusaynīyah	id=g:6788755
Nahr al ‘Alwānīyat al Qadīm	id=g:6788756
‘Abbās al ‘Uzayrī	id=g:6788757
Ḩājj ‘Alwān	id=g:6788758
Bayt Muḩsin Sayyid Muḩammad	id=g:6788759
‘Arab Ibrāhīm Ḩasan	id=g:6788760
Salmān al Musharrī	id=g:6788761
Ālbū Ḩasan	id=g:6788762
Kharā’ib ‘Abd al ‘Azīz Salmān	id=g:6788763
Jamā‘at Sayyid Raḩmān	id=g:6788764
Nahr Abū Kūrah	id=g:6788765
‘Arab Qamar	id=g:6788766
Ḩājj ‘Abbūd	id=g:6788767
Şukbān al Ḩājj	id=g:6788768
Al Ḩājj Ţāhir	id=g:6788769
‘Uwayn	id=g:6788770
Qaryat Ālbū Nāyil	id=g:6788771
Nahr Tanraḩ	id=g:6788772
Farḩān	id=g:6788773
Ālbū Şāliḩ	id=g:6788774
Ad Dabbāt	id=g:6788775
Imām Isḩāq	id=g:6788776
An Nājah	id=g:6788777
Al Khalīfah	id=g:6788778
‘Abd al Faḑl	id=g:6788779
‘Arab Muḩammad Kāz̧im as Salmān	id=g:6788780
Nahr Abū Kunbārah	id=g:6788781
Qaryat al Akra‘	id=g:6788782
‘Arab Zubayd	id=g:6788783
Qaryat al Akra‘	id=g:6788784
Nahr al Hawá	id=g:6788785
‘Arab al Manāşīr	id=g:6788786
Ālbū Nāyil	id=g:6788787
Shaykh Ja‘far	id=g:6788788
Ālbū Ḩusayn	id=g:6788789
‘Arab Kāz̧im al ‘Alāwī	id=g:6788790
Banī Shuhayb	id=g:6788791
Nahr al Adma‘	id=g:6788792
Imām Muḩammad Bin ‘Alī	id=g:6788793
Tall ‘Ammārīn	id=g:6788794
Āl Ḩamad	id=g:6788795
Nahr al Khamsat ‘Ashar	id=g:6788796
Al Bishārah	id=g:6788797
Nahr Abū Anfak	id=g:6788798
‘Arab Zughayr	id=g:6788799
Al ‘Abd Allāh	id=g:6788800
Qaryat Azdīr	id=g:6788801
Ḩasan al Fayyāḑ	id=g:6788802
Salmān al Ḩasan	id=g:6788803
Ālbū Nāyil	id=g:6788804
