Bukii Tikup	id=g:6971345
Badumpayan	id=g:6997137
Malino	id=g:6997138
Tokubet	id=g:6997139
Bentean	id=g:6997140
Antarano	id=g:6997141
Bungkuko Lumadang	id=g:6997142
Tanjung Ampotan	id=g:6997143
Kampung Mutiara	id=g:6997144
Teluk Tolokibit	id=g:6997145
Kampung Bajo	id=g:6997146
Paisu Babut	id=g:6997147
Matanga	id=g:6997148
Tanjung Potilpanga	id=g:6997149
Tolokibit	id=g:6997150
Tanjung Songoluli	id=g:6997151
Teluk Balas	id=g:6997152
Mandel	id=g:6997153
Tanjung Belek	id=g:6997154
Kapelak	id=g:6997155
Kecamatan Bulagi	id=g:6997157
Bangunemo	id=g:6997158
Langga	id=g:6997159
Teluk Molala	id=g:6997160
Peling Seasa	id=g:6997161
Paisuluno	id=g:6997162
Oluno	id=g:6997163
Peling	id=g:6997164
Tanjung Kitubo	id=g:6997165
Simondung	id=g:6997166
Teluk Solising	id=g:6997167
Kayubet	id=g:6997168
Palamang	id=g:6997169
Pulau Tibarat	id=g:6997170
Kantaman	id=g:6997171
Pulau Sayol	id=g:6997172
Pulau Batupanapi	id=g:6997173
Pulau Tamailoboang	id=g:6997174
Tanjung Tinangkung	id=g:6997175
Apaleles	id=g:6997176
Kamba	id=g:6997177
Boluni	id=g:6997178
Bungkuko Meusean	id=g:6997179
Kwakon	id=g:6997180
Latean	id=g:6997181
Batong	id=g:6997182
Pulau Saleng	id=g:6997183
Pulau Salalon	id=g:6997184
Pulau Tongkulun	id=g:6997185
Koyobunga	id=g:6997186
Bungkuko Angatan	id=g:6997187
Manggalai	id=g:6997188
Kokondong	id=g:6997189
Mangais	id=g:6997190
Paisu Sao	id=g:6997191
Bebe	id=g:6997192
Paisu Telea	id=g:6997193
Tatabo	id=g:6997194
Lempek	id=g:6997195
Bakum	id=g:6997196
Pontung	id=g:6997197
Galanggan Poloba	id=g:6997198
Tunggaling	id=g:6997199
Sabelak	id=g:6997200
Galanggan Laitu	id=g:6997201
Paisu Sagu	id=g:6997202
Lalon	id=g:6997203
Tanjung Awok	id=g:6997204
Longkoga Barat	id=g:6997205
Bualemo B	id=g:6997206
Nipa	id=g:6997207
Unit Pemukiman Transmigrasi Bualemo A	id=g:6997208
Unit Pemukiman Transmigrasi Malik	id=g:6997209
Bungkutnyo Ompong	id=g:6997210
Bungkutnyo Seasea	id=g:6997211
Bungkutnyo Muhuhung	id=g:6997212
Kaunyo Nipa	id=g:6997213
Kaunyo Patipati	id=g:6997214
Kaunyo Taima	id=g:6997215
Kaunyo Samaku	id=g:6997216
Tonggeng Lamanggo	id=g:6997217
Wanua Salangka	id=g:6997218
Tonggeng Sasuhiyang	id=g:6997219
Tonggeng Dalingsaheng	id=g:6997220
Tonggeng Batusalana	id=g:6997221
Dalingsaheng	id=g:6997222
Tonggeng Batumeo	id=g:6997223
Tonggeng Katiabu	id=g:6997224
Tonggeng Lensehe	id=g:6997225
Tonggeng Kalioho	id=g:6997226
Tonggeng Bahu	id=g:6997227
Teluk Karira	id=g:6997228
Tonggeng Sehe	id=g:6997229
Tonggeng Batukapal	id=g:6997230
Teluk Alungbenua	id=g:6997231
Tonggeng Dalungkaping	id=g:6997232
Teluk Apengkohase	id=g:6997233
Tonggeng Giralang	id=g:6997234
Teluk Supu	id=g:6997235
Tonggeng Kalakughi	id=g:6997236
Teluk Himbang	id=g:6997237
Wanua Kalakughi	id=g:6997238
Tonggeng Himbang	id=g:6997239
Tonggeng Tontongang	id=g:6997240
Teluk Lumapuse	id=g:6997241
Tonggeng Bulo	id=g:6997242
Tonggeng Buang Dasi	id=g:6997243
Tonggeng Buang Bawah	id=g:6997244
Tonggeng Singkaha	id=g:6997245
Wanua Apengminuni	id=g:6997246
Wanua Kaluhaghi	id=g:6997247
Wanua Tombonan Labo	id=g:6997248
Tonggeng Mahamu	id=g:6997249
Teluk Aluwitung	id=g:6997250
Teluk Tope	id=g:6997251
Teluk Lakehe	id=g:6997252
Tonggeng Tihase	id=g:6997253
Tonggeng Timbulang	id=g:6997254
Teluk Hino	id=g:6997255
Teluk Tumora	id=g:6997256
Wanua Seha Kadio	id=g:6997257
Wanua Seha Labo	id=g:6997258
Teluk Lamanggo	id=g:6997259
Teluk Sasuhiyang	id=g:6997260
Teluk Balangtahi	id=g:6997261
Teluk Ngaeng	id=g:6997262
Teluk Karungo	id=g:6997263
Teluk Buang	id=g:6997264
Bukiri Tontongang	id=g:6997265
Bukiri Bulo	id=g:6997266
Saluhi Sahiyaeng	id=g:6997267
Saluhi Dalingsaheng	id=g:6997268
Saluhi Supu	id=g:6997269
Saluhi Pansuhang	id=g:6997270
Saluhi Aluwitung	id=g:6997271
Saluhi Tope	id=g:6997272
Saluhi Himbang	id=g:6997273
Tope	id=g:6997274
Bukiri Himbang	id=g:6997275
Wanua Tombonan Kadio	id=g:6997276
Liang	id=g:6997303
Lalar	id=g:6997304
Olat Saparkuang	id=g:6997305
Brang Petara	id=g:6997306
Brang Bagi	id=g:6997307
Olat Kramat	id=g:6997308
Padak	id=g:6997309
Kratu	id=g:6997310
Padak Brang	id=g:6997311
Olat Tiurantok	id=g:6997312
Olat Raboya	id=g:6997313
Olat Samporea	id=g:6997314
Olat Penghujan	id=g:6997317
Olat Langebong	id=g:6997326
Brang Jorokramut	id=g:6997327
Brang Nonga	id=g:6997328
Boa Putubatu	id=g:6997329
Gili Ode	id=g:6997330
Bertong	id=g:6997331
Olat Semoan	id=g:6997335
Olat Namambe	id=g:6997336
Olat Batutamin	id=g:6997337
Telagabaru	id=g:6997345
Perjuk	id=g:6997346
Olat Batubrai	id=g:6997347
Olat Balat	id=g:6997359
Balat	id=g:6997362
Untirbila	id=g:6997363
Olat Gastar	id=g:6997365
Olat Selokbalat	id=g:6997366
Olat Perjuk	id=g:6997367
Sebubuk	id=g:6997368
Sermong Bawah	id=g:6997373
Sermong Atas	id=g:6997374
Olat Semalang	id=g:6997375
Bosok	id=g:6997376
Muarabaru	id=g:6997395
Koakarremaja	id=g:6997396
Brang Menemeng	id=g:6997397
Olat Batudopa	id=g:6997415
Olat Darapuren	id=g:6997416
Olat Joroklamit	id=g:6997417
Olat Pulubatu	id=g:6998392
Maluwae	id=g:6999244
Buttu Maladewe	id=g:6999245
Buttu Tambakuku	id=g:6999247
Laba	id=g:6999250
Sarong	id=g:6999251
Tondon	id=g:6999253
Kulinjang	id=g:6999254
Penja	id=g:6999255
Batili	id=g:6999256
Rendangan	id=g:6999257
Kukku	id=g:6999258
Bitu	id=g:6999259
Bisang	id=g:6999260
Lewaja	id=g:6999261
Buttu Londelonde	id=g:6999262
Massemba	id=g:6999263
Banba	id=g:6999264
Kepe	id=g:6999265
Kalembongan	id=g:6999266
Riso	id=g:6999267
Sungai Riso	id=g:6999268
Sungai Leoran	id=g:6999269
Padangmaloa	id=g:6999270
Lekong	id=g:6999271
Osso	id=g:6999272
Panette	id=g:6999273
Cendrana	id=g:6999274
Bakka	id=g:6999275
Buto	id=g:6999276
Sungai Baba	id=g:6999277
Garege	id=g:6999278
Cendana Dalam	id=g:6999279
Pudete	id=g:6999280
Buttu Pakelongan	id=g:6999281
Buttu Ongko	id=g:6999283
Buttu Kabutowa	id=g:6999284
Botto Baje	id=g:6999285
Buttu Jaulang	id=g:6999286
Karrang Dua	id=g:6999287
Sungai Karang	id=g:6999288
Buttu Nyio Dua	id=g:6999289
Buttu Nyio Satu	id=g:6999290
Buttu Pagalacangang	id=g:6999291
Pummalilling	id=g:6999292
Pajalele	id=g:6999293
Buttu Sinumpa	id=g:6999294
Buttu Usorong	id=g:6999295
Sungai Matang	id=g:6999296
Laconga	id=g:6999297
Buttu Isungbatu	id=g:6999298
Buttu Topuwata	id=g:6999299
Kampungbaru	id=g:6999300
Kampungbaru	id=g:6999301
Buttu Lipujan	id=g:6999302
Sungai Kabere	id=g:6999303
Mallaga	id=g:6999304
Bonne	id=g:6999305
Binaternakmulya	id=g:6999309
Buttu Seratu	id=g:6999310
Ongko	id=g:6999313
Cakke Dua	id=g:6999314
Cakke Satu	id=g:6999315
Sungai Maroangin	id=g:6999316
Buttu Kosambi	id=g:6999317
Buttu Poanni	id=g:6999318
Bottomaiwang	id=g:6999319
Walawala	id=g:6999320
Buttu Maiwa	id=g:6999321
Baru	id=g:6999322
Buttu Pabentengang	id=g:6999323
Sungai Lapanga	id=g:6999324
Cempa	id=g:6999325
Sabila	id=g:6999326
Tapong	id=g:6999327
Buttu Batupalli	id=g:6999328
Laisong	id=g:6999329
Paladan	id=g:6999330
Tamboba	id=g:6999331
Buttu Guguran	id=g:6999334
Galarang	id=g:6999335
Sapo	id=g:6999337
Pasang	id=g:6999338
Buttu Tagari	id=g:6999339
Saluajo	id=g:6999340
Palu	id=g:6999341
Buttu Tirowali	id=g:6999342
Lembong	id=g:6999343
Buttu Laija	id=g:6999344
Banua	id=g:6999345
Buttu Malenjong	id=g:6999346
Lembang	id=g:6999347
Samma	id=g:6999348
Buttu Aoh	id=g:6999349
Datte	id=g:6999364
Kajoa	id=g:6999365
Buttu Palli	id=g:6999368
Data	id=g:6999369
Buttu Tiropadang	id=g:6999370
Buttu Malando	id=g:6999371
Buttu Bitu	id=g:6999372
Bulo	id=g:6999373
Buttu Dajang	id=g:6999374
Sungai Tabang	id=g:6999375
Tanete	id=g:6999376
Labuku	id=g:6999377
Sapiri Dua	id=g:6999378
Lebani	id=g:6999379
Baroangin	id=g:6999380
Sungai Bulo	id=g:6999381
Buttu Bullo	id=g:6999382
Jambu	id=g:6999383
Parajaseberang	id=g:6999384
Buttu Cakura	id=g:6999385
Buttu Cucu	id=g:6999386
Buttu Benteng	id=g:6999387
Buttu Bajo	id=g:6999388
Karebosi	id=g:6999392
Buttu Kerokati	id=g:6999393
Daunparu	id=g:6999394
Buttu Taipa	id=g:6999396
Sungai Betao	id=g:6999397
Buttu Labaka	id=g:6999398
Bataran	id=g:6999399
Tallang Rilau Dua	id=g:6999400
Sungai Kerapi	id=g:6999401
Tallang Rilau Satu	id=g:6999402
Sungai Petahuan	id=g:6999403
Kampungbaru	id=g:6999404
Palli	id=g:6999405
Tallang Riaja	id=g:6999406
Serang	id=g:6999407
Danteguci	id=g:6999408
Banua	id=g:6999409
Sungai Naran	id=g:6999410
Uru	id=g:6999411
Buttu Samauran	id=g:6999412
Buttu Setang	id=g:6999413
Sungai Tapong	id=g:6999415
Sungai Labalok	id=g:6999416
Ue Pongian	id=g:6999419
Ue Tobelombang	id=g:6999420
Ue Balang	id=g:6999421
Ue Sepeipolimo	id=g:6999422
Ue Tomeang	id=g:6999423
Ue Lialiatongon	id=g:6999424
Ue Petak	id=g:6999425
Saiti Atas	id=g:6999426
Ue Kalumbangan	id=g:6999427
Saiti Bawah	id=g:6999428
Tadulako	id=g:6999431
Lompongan	id=g:6999432
Ue Bohotokong	id=g:6999434
Polo	id=g:6999435
Kalaka	id=g:6999437
Tempeso	id=g:6999438
Salabenda	id=g:6999439
Bungkutnyo Dolominon	id=g:6999440
Ue Kalaka	id=g:6999441
Rantaujaya	id=g:6999443
Mantan A	id=g:6999444
Simpang Dua	id=g:6999445
Pengunungan Hek	id=g:6999446
Teluk Tomini	id=g:6999447
Dowiwi	id=g:6999448
Koninis	id=g:6999449
Haka	id=g:6999601
Mole	id=g:6999602
Tangung Barbara	id=g:6999603
Wantiarasi	id=g:7005980
Labaruba	id=g:7005981
Lensino	id=g:7005982
Kambawuna	id=g:7005983
Laranggi	id=g:7005984
Katapi	id=g:7005985
Lapute	id=g:7005986
Wongko	id=g:7005987
Kamorindi	id=g:7005988
Sumpuo	id=g:7005989
Lakologou	id=g:7005990
Wakuru	id=g:7005991
Tombula	id=g:7005992
Matanooe	id=g:7005993
Tembeua	id=g:7005994
Lemoambo	id=g:7005995
Watondo	id=g:7005996
Kombungo	id=g:7005997
Labasa	id=g:7005998
Katibu	id=g:7005999
Mento	id=g:7006000
Kulidawa	id=g:7006001
Matombura	id=g:7006002
Lakapera	id=g:7006003
Bungi	id=g:7006004
Labongkora	id=g:7006005
Bakekakuni	id=g:7006006
Ampera	id=g:7006007
Oenokandoli	id=g:7006008
Walengkabola	id=g:7006009
Posunsuno	id=g:7006010
Kadeadea	id=g:7006011
Wanse	id=g:7006012
Mawoli	id=g:7006013
Boneatiro Barat	id=g:7006014
Boneatiro Timur	id=g:7006015
Teluk Walengkabola	id=g:7006016
Tanjung	id=g:7006017
Tanjung Matanooe	id=g:7006018
Tanjung Tampunabale	id=g:7006019
Teluk Laukusi	id=g:7006020
Tanjung Lakawohe	id=g:7006021
Tanjung Laseba	id=g:7006022
Pulau Pendek	id=g:7006023
Wongko	id=g:7006024
Tanjung Liangkurikuri	id=g:7007777
Gunung Batiwa	id=g:7009653
Oneone	id=g:7009654
Wakarumende	id=g:7009655
Onelaro	id=g:7009656
Jayamakmur	id=g:7009668
Gunung Koncu	id=g:7009669
Oihu	id=g:7009910
Tutuyan	id=g:7011239
Salu Masaa	id=g:7011240
Halu Alo	id=g:7011241
Bajo	id=g:7011242
Latambaga	id=g:7011243
Watuliandu	id=g:7011244
Aalaa Koloimba	id=g:7011245
Aalaa Latombi	id=g:7011246
Lalombaa	id=g:7011247
Puuwonggia	id=g:7011248
Laikalanda	id=g:7011249
Laloonaha	id=g:7011250
Lalingato	id=g:7011251
Osu Tikonu	id=g:7011252
Aalaa Wundulako	id=g:7011253
Watumbasi	id=g:7011254
Puuloro	id=g:7011255
Unaasi	id=g:7011256
Menggoher	id=g:7011257
Puugowuna	id=g:7011258
Aalaa Kowioha	id=g:7011259
Diponegoro	id=g:7011260
Hasanudin	id=g:7011261
Sea	id=g:7011262
Ngapa	id=g:7011263
Puuehu	id=g:7011264
Atowatu	id=g:7011265
Epe	id=g:7011266
Aalaa Tikonu	id=g:7011267
Silea	id=g:7011268
Puutabu	id=g:7011269
Moseha	id=g:7011270
Pelita	id=g:7011271
Bende	id=g:7011272
Simpang Mowewe	id=g:7011273
Mambulo	id=g:7011274
Puriboso	id=g:7011275
Muara	id=g:7011276
Nirannuang	id=g:7011277
Karya	id=g:7011278
Anggowala	id=g:7011279
Woimoare	id=g:7011280
Dedehi	id=g:7011281
Osu Baula	id=g:7011282
Puuloro	id=g:7011283
Aalaa Kolaka Asi	id=g:7011284
Paranoho	id=g:7011285
Totobo	id=g:7011286
Tonggoni	id=g:7011287
Pelambua	id=g:7011288
Lapangan Terbang Perintis Pomalaa	id=g:7011289
Pesouha	id=g:7011290
Palosilac	id=g:7011291
Tetelara	id=g:7011292
Watupute	id=g:7011293
Latutu	id=g:7011294
Langori	id=g:7011295
Puubenua	id=g:7011296
Puulemo	id=g:7011297
Aalaa Baula	id=g:7011298
Blading	id=g:7011299
Feni	id=g:7011300
Nikel	id=g:7011301
Aalaa Pangedehu	id=g:7011302
Aalaa Konoro	id=g:7011303
Jati	id=g:7011304
Aalaa Tabelawa	id=g:7011305
Wawota	id=g:7011306
Kecamatan Tinangkung	id=g:7011307
Kecamatan Totikum	id=g:7011308
Kautu	id=g:7011309
Pondingponding	id=g:7011310
Tanjung Bonetadunono	id=g:7011311
Paisu Kalana	id=g:7011312
Paisu Puso	id=g:7011313
Bungkuko Labotanpondingponding	id=g:7011314
Tanjung Akatpuso	id=g:7011315
Paisu Tatakalay	id=g:7011316
Bangpanga	id=g:7011317
Bungkuko Ndondokunu	id=g:7011318
Lembah Bakatua	id=g:7011319
Pulau Balayon	id=g:7011320
Tumpudau	id=g:7011321
Bungkuko Tilean	id=g:7011322
Bungkuko Bonggon	id=g:7011323
Paisu Lomou	id=g:7011324
Bungkuko Siosiok	id=g:7011325
Bungkuko Tinalong	id=g:7011326
Saiyong	id=g:7011327
Paisu Matano	id=g:7011328
Batangbabasal	id=g:7011329
Paisu Songoloyo	id=g:7011330
Paisu Ndukukan	id=g:7011331
Bungkuko Tatandak	id=g:7011332
Lomboan	id=g:7011333
Bungkuko Mandoni	id=g:7011334
Bungkuko Tomusi	id=g:7011335
Pulau Tiasanuling	id=g:7011336
Pulau Togongboyoko	id=g:7011337
Gansal	id=g:7011338
Kampungbaru	id=g:7011339
Bungkuko Saguadi	id=g:7011340
Danau Tendetung	id=g:7011341
Paisu Nipa	id=g:7011342
Nulion	id=g:7011343
Paisu Tobungin	id=g:7011344
Bungkuko Tangkilong	id=g:7011345
Pulau Labian	id=g:7011346
Mansamat B	id=g:7011347
Paisu Bolito	id=g:7011348
Kalumbatang	id=g:7011349
Butakio Tenuli	id=g:7012141
Butakio Bunobogu Kanan	id=g:7012142
Butakio Bunobogu Kiri	id=g:7012143
Mbukid Intam	id=g:7012144
Butakio Botunundong	id=g:7012145
Mbukid Pantolomatinan	id=g:7012146
Mbukid Pasiralus	id=g:7012147
Mbukid Sambas	id=g:7012149
Butakio Lonu Kiri	id=g:7012152
Butakio Lonu Kanan	id=g:7012153
Dutula Duwata	id=g:7012156
Dutula Paleleh	id=g:7012157
Dutula Ular	id=g:7012163
Dutula Tetembu	id=g:7012164
Huidu Tetembu	id=g:7015111
Bulud Kolomaling	id=g:7030170
Bulud Batusinukun	id=g:7030171
Bulud Isopera	id=g:7030172
Bulud Tobundai	id=g:7030173
Bulud Tapamoyandi	id=g:7030174
Bulud Pamomantoan	id=g:7030175
Bulud Bangeow	id=g:7030176
Bulud Mopungu	id=g:7030177
Bulud Ibungog	id=g:7030178
Bulud Lagai	id=g:7030179
Bulud Patung	id=g:7030180
Bulud Kokayogao	id=g:7030181
Huidu Tolondadu	id=g:7030182
Huidu Damaho	id=g:7030183
Bulud Limo	id=g:7030184
Bulud Tomonop	id=g:7030185
Bulud Limbung	id=g:7030186
Bulud Kolawag	id=g:7030187
Bulud Bumbung	id=g:7030188
Bulud Ipeok	id=g:7030189
Bulud Due	id=g:7030190
Bulud Mamaan	id=g:7030191
Bulud Itasiam	id=g:7030192
Bulud Bonotur	id=g:7030193
Bulud Tambun	id=g:7030194
Bulud Itodig	id=g:7030195
Bulud Binerean	id=g:7030196
Dusun Satu Mataindo	id=g:7030197
Dusun Dua Mataindo	id=g:7030198
Dusun Tiga Mataindo	id=g:7030199
Dusun Empat Mataindo	id=g:7030200
Bulud Tandig	id=g:7030201
Bulud Ikoli	id=g:7030202
Bulud Obayaw	id=g:7030203
Bulud Toput	id=g:7030204
Dusun Dua Lungkap	id=g:7030205
Dusun Satu Lungkap	id=g:7030206
Bulud Dami	id=g:7030207
Bulud Motompot	id=g:7030208
Dusun Satu Kombot	id=g:7030209
Dusun Dua Kombot	id=g:7030210
Dusun Tiga Kombot	id=g:7030211
Dusun Empat Kombot	id=g:7030212
Bulud Sinomontoyong	id=g:7030213
Dusun Satu Pinolosian	id=g:7030214
Dusun Dua Pinolosian	id=g:7030215
Dusun Tiga Pinolosian	id=g:7030216
Dusun Empat Pinolosian	id=g:7030217
Ilomata	id=g:7030218
Dusun Satu Ilomata	id=g:7030219
Dusun Satu Nunuk	id=g:7030220
Dusun Dua Ilomata	id=g:7030221
Dusun Satu Linawan	id=g:7030222
Dusun Dua Nunuk	id=g:7030223
Dusun Dua Linawan	id=g:7030224
Bulud Modedegu	id=g:7030225
Bulud Modisi	id=g:7030226
Dusun Satu Tolondadu	id=g:7030227
Dusun Dua Tolondadu	id=g:7030228
Dusun Tiga Tolondadu	id=g:7030229
Dusun Satu Tabilaa	id=g:7030230
Dusun Dua Tabilaa	id=g:7030231
Dutula Sabungo	id=g:7030232
Dutula Moyongo	id=g:7030233
Dutula Tolohdadu	id=g:7030234
Dutula Toluayalihitokiki	id=g:7030235
Dutula Milangodaa	id=g:7030236
Dutula Wolimango	id=g:7030237
Tapa Panango	id=g:7030238
Tapa Kima	id=g:7030239
Tapa Batuhamba	id=g:7030240
Tapa Modisi	id=g:7030241
Tapa Modedegu	id=g:7030242
Tapa Gale	id=g:7030243
Dutula Linawanmoloben	id=g:7030244
Tapa Idugi	id=g:7030245
Tubig Pinolosian	id=g:7030246
Tapa Mobungayon	id=g:7030247
Tapa Bumbung	id=g:7030248
Tubig Tolotoyon	id=g:7030249
Tapa Pangi	id=g:7030250
Tapa Tobaang	id=g:7030251
Tapa Mamaan	id=g:7030252
Tapa Kombot Kololanan	id=g:7030253
Tapa Singkoka	id=g:7030254
Tapa Modayak	id=g:7030255
Tapa Tobundai	id=g:7030256
Tubig Kombot	id=g:7030257
Tapa Dami	id=g:7030258
Tapa Inanga	id=g:7030259
Tapa Motompot	id=g:7030260
Tapa Lungkap	id=g:7030261
Tapa Due	id=g:7030262
Tapa Lungkap Mointok	id=g:7030263
Tapa Ilantat	id=g:7030264
Tapa Lungkap Moloben	id=g:7030265
Tapa Topuanduanya	id=g:7030266
Tapa Toputdungkulon	id=g:7030267
Tapa Ikoli	id=g:7030268
Tapa Obayaw	id=g:7030269
Tubig Mataindo	id=g:7030270
Tapa Itonding	id=g:7030271
Tapa Itodigyuak	id=g:7030272
Tapa Ilelep	id=g:7030273
Impoda Tabilaa	id=g:7030274
Impoda Modisi	id=g:7030275
Impoda Sira	id=g:7030276
Luok Toput	id=g:7030277
Luok Lolak	id=g:7030278
Luok Obayaw	id=g:7030279
Impoda Lolak	id=g:7030280
Impoda Obayaw	id=g:7030281
Bulud Insil	id=g:7030282
Bulud Gontung	id=g:7030283
Bulud Ilantat	id=g:7030284
Huidu Balandunga	id=g:7030285
Huidu Tamboo	id=g:7030286
Bulud Topagale	id=g:7030287
Bulud Nanasi	id=g:7030288
Bulud Nangga	id=g:7030289
Bulud Motuol	id=g:7030290
Huidu Olimangau	id=g:7030291
Tapa Adow	id=g:7030292
Tapa Nunuk	id=g:7030293
Tapa Lika	id=g:7030294
Tapa Sinopik	id=g:7030295
Tapa Idingko	id=g:7030296
Tubig Mopungu Kololanan	id=g:7030297
Kecamatan Pinolosian	id=g:7030310
Bulud Tobayagan	id=g:7030311
Tubig Tobayagan	id=g:7030312
Minanga Dumagin	id=g:7030313
Translok Onggunoi	id=g:7030314
Dusun Satu Translok Onggunoi	id=g:7030315
Dusun Dua Translok Onggunoi	id=g:7030316
Dusun Tiga Translok Onggunoi	id=g:7030317
Dusun Empat Translok Onggunoi	id=g:7030318
Tubig Posilagon	id=g:7030319
Tapa Jiko	id=g:7030320
Luok Poyongan	id=g:7030321
Luok Jikobelanga	id=g:7030322
Bulud Jiko	id=g:7030323
Dusun Satu Onggunoi	id=g:7030324
Dusun Dua Onggunoi	id=g:7030325
Tapa Molotai	id=g:7030326
Tapa Onggunoi Kiki	id=g:7030327
Tapa Basi	id=g:7030328
Bulud Moyopang	id=g:7030329
Tubig Motandoi Mointok	id=g:7030330
Tubig Motandoi	id=g:7030331
Bulud Torosik	id=g:7030332
Tapa Motaya	id=g:7030333
Tubig Mopungu	id=g:7030334
Bulud Ibulu	id=g:7030335
Tapa Ibulue	id=g:7030336
Dusun Satu Motandoi	id=g:7030337
Dusun Dua Motandoi	id=g:7030338
Dusun Tiga Motandoi	id=g:7030339
Dusun Empat Motandoi	id=g:7030340
Dumagin A	id=g:7030341
Dusun Satu Dumagin A	id=g:7030342
Dusun Dua Dumagin A	id=g:7030343
Dusun Satu Dumagin B	id=g:7030344
Dusun Dua Dumagin B	id=g:7030345
Modisi	id=g:7030346
Libuton Babi	id=g:7030347
Impoda Modisi	id=g:7030348
Tapa Moyopang	id=g:7030349
Impoda Buaya	id=g:7030350
Libuton Lampu	id=g:7030351
Luok Motandoi	id=g:7030352
Dusun Satu Tobayagan	id=g:7030353
Dusun Dua Tobayagan	id=g:7030354
Tapa Iyopang	id=g:7030355
Translok Torosik	id=g:7030356
Dusun Satu Translok Torosik	id=g:7030357
Dusun Dua Translok Torosik	id=g:7030358
Dusun Tiga Translok Torosik	id=g:7030359
Dusun Satu Torosik	id=g:7030360
Dusun Dua Torosik	id=g:7030361
Luok Torosik	id=g:7030362
Deaga	id=g:7030363
Minanga Deaga	id=g:7030364
Libuton Pondanmoloben	id=g:7030365
Libuton Pondanmointok	id=g:7030366
Impoda Bulu	id=g:7030367
Minanga Mopopungu	id=g:7030368
Tapa Poyongan	id=g:7030369
Dusun Satu Mopuya Selatan	id=g:7030373
Dusun Tiga Mopuya Selatan	id=g:7030374
Dusun Dua Mopuya Selatan	id=g:7030375
Dusun Dua Mopugad Selatan	id=g:7030376
Dusun Satu Mopugad Selatan	id=g:7030377
Bulud Mau	id=g:7030378
Bulud Libuong	id=g:7030379
Tapa Butuk	id=g:7030380
Bulud Butuk	id=g:7030381
Bulud Butukdaa	id=g:7030382
Tapa Meinakom	id=g:7030383
Bulud Meinakom	id=g:7030384
Bulud Konarom	id=g:7030385
Bulud Dumara	id=g:7030386
Bulud Bumbungon	id=g:7030387
Bulud Molong	id=g:7030388
Tapa Aog	id=g:7030389
Tapa Abak	id=g:7030390
Tapa Bombanon	id=g:7030391
Tapa Mododoit	id=g:7030392
Dusun Satu Bombanon	id=g:7030393
Dusun Dua Bombanon	id=g:7030394
Abak	id=g:7030395
Dusun Satu Abak	id=g:7030396
Dusun Satu Toruakat	id=g:7030397
Dusun Dua Toruakat	id=g:7030398
Dusun Tiga Toruakat	id=g:7030399
Dusun Satu Pusian	id=g:7030400
Dusun Dua Pusian	id=g:7030401
Bulud Ipakinya	id=g:7030402
Dusun Satu Ponompiaan	id=g:7030403
Dusun Dua Ponompiaan	id=g:7030404
Dusun Tiga Ponompiaan	id=g:7030405
Mototabian	id=g:7030406
Dusun Satu Mototabian	id=g:7030407
Dusun Dua Mototabian	id=g:7030408
Dusun Tiga Mototabian	id=g:7030409
Dusun Satu Bumbungon	id=g:7030410
Dusun Dua Bumbungon	id=g:7030411
Tapa Dilaan	id=g:7030412
Tapa Ponikian	id=g:7030413
Bulud Mobilay	id=g:7030414
Tapa Nuntap	id=g:7030415
Dusun Satu Siniyung	id=g:7030416
Dusun Dua Siniyung	id=g:7030417
Dusun Tiga Siniyung	id=g:7030418
Dusun Empat Siniyung	id=g:7030419
Tapa Pulosing	id=g:7030420
Tapa Kinondouluan	id=g:7030421
Tapa Toruakat	id=g:7030422
Dusun Dua Abak	id=g:7030423
Dusun Satu Tapaaog	id=g:7030424
Dusun Dua Tapaaog	id=g:7030425
Bulud Linggagah	id=g:7030426
Tapa Liang	id=g:7030427
Tapa Mongkulibat	id=g:7030428
Tapa Iyombong	id=g:7030429
Bulud Kinali	id=g:7030430
Bulud Kinondouluan	id=g:7030431
Tapa Siniyung	id=g:7030432
Dusun Satu Dumoga	id=g:7030433
Tapa Libung	id=g:7030434
Tapa Ikuna	id=g:7030435
Ikuna	id=g:7030436
Dusun Satu Ikuna	id=g:7030437
Dusun Dua Ikuna	id=g:7030438
Dusun Tiga Dumara	id=g:7030439
Dumara	id=g:7030440
Tapa Batuboya	id=g:7030441
Tapa Dumara	id=g:7030442
Dusun Satu Dumara	id=g:7030443
Dusun Dua Dumara	id=g:7030444
Dusun Dua Dumara	id=g:7030445
Dusun Tiga Dumoga	id=g:7030446
Kembangmerta	id=g:7030447
Dusun Satu Kembangmerta	id=g:7030448
Dusun Dua Kembangmerta	id=g:7030449
Dusun Tiga Kembangmerta	id=g:7030450
Dusun Empat Kembangmerta	id=g:7030451
Tapa Bubungayon	id=g:7030452
Bulud Toruakat	id=g:7030453
Bulud Mengkang	id=g:7030454
Tapa Mokintob	id=g:7030455
Modomang	id=g:7030456
Dusun Satu Modomang	id=g:7030457
Dusun Dua Modomang	id=g:7030458
Lingkungan Satu Imandi	id=g:7030459
Konarom	id=g:7030460
Dusun Satu Konarom	id=g:7030461
Dusun Dua Konarom	id=g:7030462
Dusun Tiga Konarom	id=g:7030463
Tapadaka Satu	id=g:7030464
Dusun Satu Tapadaka Satu	id=g:7030465
Dusun Dua Tapadaka Satu	id=g:7030466
Tapa Goyang	id=g:7030467
Tonom	id=g:7030468
Dusun Satu Ibolian	id=g:7030469
