Wādī ‘Aţshān	id=g:107975
Khabrā’ al Mu‘ayqilī	id=g:393400
Tal‘at Umm Masājid	id=g:393401
Fayḑat al ‘Āmirīyah	id=g:393402
Fayḑat al Ghamārah	id=g:393403
Fayḑat al Laqaḩāt	id=g:393404
Ābār al Habkah	id=g:393405
Ibn Lughayşim	id=g:393406
Ābār al Mindassah	id=g:393407
Sha‘īb al Mīkhīyah	id=g:393408
Ruḩayyan	id=g:393409
Fayḑat al Ḩadaq	id=g:393410
Sha‘īb Khaḑrā’	id=g:393411
Sha‘īb al Arţāwī	id=g:393412
Dibdibat al Maz̧ḩūr	id=g:393413
Dibdibat al ‘Aybah	id=g:393414
Fayḑat as Salmānīyah	id=g:393415
Fayḑat al Gharānīyah	id=g:393416
Fayḑat Shammar	id=g:393417
Qulumat al Māliḩah	id=g:393418
Fayḑat ad Dalmah	id=g:393419
Khabb ash Shi‘āf	id=g:393420
Fayḑat al ‘Aybah	id=g:393421
Khabb al Mazra’	id=g:393422
Sha‘īb Nukhayrīr al Janūbī	id=g:393423
Khabb al Amghar	id=g:393424
Khabb al Ma‘ayad	id=g:393425
Khabb ar Rikāb	id=g:393426
Sha‘īb Nukhayrīr ash Shamālī	id=g:393427
Qalīb as Subay‘ī	id=g:393428
Fayḑat al Qalt	id=g:393429
Qalīb Ḩāshim	id=g:393430
Quray‘at Karīm	id=g:393431
Khabb al Qubaysī	id=g:393432
Jaww Marzūqah	id=g:393433
Jāl al Mazwá	id=g:393434
Khabb as Sanfā’	id=g:393435
Khabb aş Şaqr	id=g:393436
Bi’r al Umaylis	id=g:393437
Bi’r al Uşayli‘	id=g:393438
Khabb ad Dughaymīyah	id=g:393439
Fayḑat Mad‘aj	id=g:393440
Fayḑat an Nāşifah	id=g:393441
Fayḑat Umm Nuşaylah	id=g:393442
Sha‘īb ash Shuwaykī	id=g:393444
Fayḑat Fāris	id=g:393445
Sha‘īb ash Shawkī	id=g:393446
Ibn Ţuwālah	id=g:393447
Darb al Ibl	id=g:393448
Fiyāḑ at Tulūl	id=g:393449
An Naz̧īm	id=g:393450
Fiyāḑ al ‘Uraymiḑīyah	id=g:393451
Ḑulay‘āt Murayshid	id=g:393452
Sidrīyāt Murayshid	id=g:393453
Fayḑat Maḩţā’	id=g:393454
Fayḑat al Ḩuwār	id=g:393455
Fayḑat Şulfīq	id=g:393456
Fayḑat Umm Khalīqah	id=g:393457
Fayḑat al Ghazlānīyah	id=g:393458
Fayḑat ar Rughlīyah	id=g:393459
Fiyāḑ Umm al Khisfān	id=g:393460
Qārat Umm Ardabah	id=g:393461
Duḩūl Umm al Khisfān	id=g:393462
Qārat Umm Bāb	id=g:393463
Qārat al Af’á	id=g:393464
‘Ā’ilat Qab‘ah	id=g:393465
Fayḑat Murīḩah	id=g:393466
Fayḑat Umm Bāb	id=g:393467
Fayḑat al Khabrā’	id=g:393468
Fayḑat Umm Ghīrān	id=g:393469
Sha‘īb al Umayriţ	id=g:393470
Sha‘īb ath Thurayyā’	id=g:393471
Fayḑat Umm Qayşūm	id=g:393472
Fiyāḑ an Nughūrīyāt	id=g:393473
Jibā ar Rumaythah	id=g:393474
Fayḑat Umm Sudayrah	id=g:393475
Fayḑat Bilādīyat al Ḩisikī	id=g:393476
Sha‘īb al Qāşirah	id=g:393477
Fayḑat Umm al Mashāhīb	id=g:393478
Fayḑat Umm Naşlah	id=g:393479
Sha‘īb Abā ath Thīrān	id=g:393480
Sha‘īb al Arţāwī	id=g:393481
Sawḩ Umm Shifallaḩ	id=g:393482
Fayḑat Umm Shifallaḩ	id=g:393483
Sha‘īb al Khīsah	id=g:393484
Khawr at Tanābīl	id=g:393485
Hawāyā aḑ Ḑuwayḩi	id=g:393486
Fayḑat Bilādīyat ash Shuwayri‘āt	id=g:393487
Ḩuzum aţ Ţuwayḩāt	id=g:393489
Sha‘īb al Fuwayliq	id=g:393490
‘Irq Umm Nuqayy	id=g:393491
Zibārat Umm Nuqayy	id=g:393492
Khabbat Umm Nuqayy	id=g:393493
Sha‘īb al Hawāyā	id=g:393494
Sha‘īb al ‘Uţay‘iţ	id=g:393495
Şulayl	id=g:393496
Ḩuzūm Wuraylān	id=g:393497
Zibārat Munīfah	id=g:393498
Zibārat Munīfah	id=g:393499
Sha‘īb al ‘Abbūdī	id=g:393500
Khabbat Ad Dukhūl	id=g:393501
Zabā‘ir al Banāyā	id=g:393503
Fayḑat Duwayrat al Mityāhah	id=g:393504
Ḩazm aḑ Ḑayrayn	id=g:393505
Rawḑat Muḩārib	id=g:393506
Fayḑat Duwayrat Karīm	id=g:393507
Fayḑat Umm Şakhbar	id=g:393508
Al Umayniḩ	id=g:393509
Abū Ţūţāḩ	id=g:393510
Daḩal Abū Ţūţāḩ	id=g:393512
Daḩal Abū Sudayrah	id=g:393514
Nāziyat Umm Ruqaybah	id=g:393515
Sāddat al Amnaḩ	id=g:393516
Al Amnaḩ	id=g:393517
Fayḑat Jilā‘idah	id=g:393518
Al Bushūk	id=g:393519
Al ‘Ajrumīyah	id=g:393520
Al Wishḩ	id=g:393521
At Timyāţ	id=g:393522
Qalīb Sayyār	id=g:393524
Khawr Darb al Bill	id=g:393525
Sihlat al Baḑāḑīk	id=g:393527
Al Khīsah	id=g:393529
Khalīqat al Baḑāḑīk	id=g:393530
Shi‘bān al Baḑāḑīk	id=g:393531
Fayḑat al Luqţah	id=g:393532
Fayḑat Khuzaynah	id=g:393533
Fiyāḑ ash Shifallaḩīyah	id=g:393534
Fayḑat Luqţān	id=g:393535
Jaww Samāḩ	id=g:393536
Samāḩ	id=g:393538
Fiyāḑ Umm Udhun	id=g:393539
Khawr al ‘Awd	id=g:393540
Nāziyat Umm al Hashīm	id=g:393541
Jaww ad Dulaymīyah	id=g:393542
Khabb Juraydhī	id=g:393543
Khabb Ghaḑbān	id=g:393544
Qārat al Qidhālah	id=g:393545
Thamā’il Abā al Qidd	id=g:393546
Fayḑat al Wuţāh	id=g:393547
Fayḑat al Khaznah	id=g:393548
Khabb Sirwah	id=g:393549
Nāziyat Sirwah	id=g:393550
Khabb al ‘Ijl	id=g:393551
Khabb Abū Tall	id=g:393552
Fayḑat adh Dhi’āba’	id=g:393553
Ibn Shuraym	id=g:393554
Khabb al Jarrī	id=g:393555
Ābār Umm ‘Amārah	id=g:393556
Qalīb al Furayhīdīyah	id=g:393557
Sha‘īb al Qalt	id=g:393558
Jāl al Wuţāh	id=g:393559
Khabb al Ḩayyānīyah	id=g:393560
Fayḑat al Barbak	id=g:393561
Khawr Ghunaym	id=g:393562
Ibn Sūqī	id=g:393563
Ḩajrat al Bushūk	id=g:393564
Al Maḩrūqāt	id=g:393565
Fayḑat Umm Nakhlah	id=g:393566
Shuhaybūn	id=g:393567
Jaww Umm ‘Amārah	id=g:393568
Fayḑat Ḩilwān	id=g:393570
Fiyāḑ Niqdhah	id=g:393571
Fiyāḑ ‘Īdah	id=g:393572
Dibdibat al Fāw ash Shamālī	id=g:393573
Khabb al Ashyākh	id=g:393574
Fiyāḑ al Qarā’in	id=g:393575
Sha‘īb Jibalah	id=g:393576
Rawḑat Ḩasnā’ ash Shamālīyah	id=g:393577
Fayḑat Umm aḑ Ḑīyān	id=g:393578
Ţu‘ūs al Ḩannātayn	id=g:393579
Daḩl Umm aḑ Ḑīyān	id=g:393580
Barbak Abū Qaḩlūl	id=g:393581
Fiyāḑ az Zabnīyāt	id=g:393582
Ţu‘ūs ar Rumādīyāt	id=g:393583
Khawr ar Rumādīyāt	id=g:393584
Fayḑat Murayzīq	id=g:393585
Fayḑat Umm ‘Amārah	id=g:393586
Fayḑat Umm Thamā’il	id=g:393587
Fayḑat al Ḩişānah	id=g:393588
Thaghab al Kharīq	id=g:393589
Fayḑat Umm Ghuwayr	id=g:393590
Fayḑat Barghash	id=g:393591
Khabrā’ Luqţah	id=g:393592
Tall Mufarriḩ	id=g:393593
Fayḑat Māwīyah	id=g:393594
Al Maz̧ḩūr	id=g:393595
Fayḑat Umm Khurūj	id=g:393596
Fayḑat al ‘Ammājīyah	id=g:393597
Daḩl ar Rā‘ī	id=g:393599
Fayḑat Umm as Siḩāl	id=g:393600
Khawr al Faḩal	id=g:393601
Daḩl Mayy	id=g:393602
Khawr Abyaḑ Ufm	id=g:393603
‘Irq ash Shabah	id=g:393604
Fayḑat Umm Khufayyis	id=g:393605
Ābār Umm ‘Awāqīl	id=g:393606
‘Irq Lubaydīn	id=g:393607
Sha‘īb al Khirsh	id=g:393608
Tulayl al ‘Ashshār	id=g:393609
‘Irq Umm Udhun	id=g:393611
Ad Dughum	id=g:393613
Khabb Umm Junayyiḩ	id=g:393615
Qalīb Umm Junayyiḩ	id=g:393616
Al Kirā’	id=g:393617
Ţuwaymināt	id=g:393618
Nāziyat al Mazmūm	id=g:393619
Ḩatīfat az Zaqi‘	id=g:393620
Fayḑat al Juraybānīyah al Ḩidrá	id=g:393622
‘Irq al Ashyākh	id=g:393623
Fayḑat Mughaţīyah	id=g:393624
Sha‘īb al Fāw al Janūbī	id=g:393625
Khawr al ‘Āqir	id=g:393626
Sha‘īb al Khuwaysh	id=g:393627
Fayḑat al Kharīţīyah	id=g:393628
Nāziyat al ‘Āqir	id=g:393629
Fayḑat Umm Shifallaḩ	id=g:393630
Nāziyat ash Shabah	id=g:393631
Tulūl Muwayqāt	id=g:393632
‘Irq al ‘Āqir	id=g:393633
Fayḑat Umm Masjid	id=g:393634
Al Bayḑā’	id=g:393635
Nāziyat ‘Umaylīdah	id=g:393636
Sha‘īb Suwayf	id=g:393637
Fayḑat Umm Naşlah	id=g:393638
Fayḑat ash Shiḩmah	id=g:393639
Nāziyat al ‘Ulaymah	id=g:393640
Fayḑat ‘Adwān	id=g:393641
Al Fīwān	id=g:393642
‘Alyā’	id=g:393643
Nāziyat al Amīr	id=g:393644
Fayḑat Umm ar Rukbān	id=g:393645
Fayḑat al Bawlīyah	id=g:393646
Sha‘īb Si‘dá	id=g:393647
Fiyāḑ Si‘dá	id=g:393648
Daḩal Abū ‘Arāqī	id=g:393649
Nāziyat al Yutayyimah	id=g:393650
Nāziyat al Mu‘ayzīlah	id=g:393651
Thamā’il al Matakk	id=g:393652
Qulbān Ushayqir	id=g:393653
Fayḑat al Juraybānīyah	id=g:393654
Sha‘īb al Khuwaysh	id=g:393655
Qārat al Khushaymah	id=g:393656
Fiyāḑ ad Duwá	id=g:393657
Fayḑat as Sibtīyah	id=g:393658
Fayḑat Umm Sudayrah	id=g:393659
Rijm Sālim	id=g:393660
Mazra‘at al Hulaybā’	id=g:393661
Al Ḩadaqah	id=g:393662
Al Khalīfīyah	id=g:393663
Fayḑat Umm Rimmah	id=g:393664
Rujaym ‘Awwād	id=g:393665
Fiyāḑ Umm Sudayrah	id=g:393666
Khawr al Bīḑah	id=g:393667
Fiyāḑ az Zifrāwīyāt	id=g:393668
Fiyāḑ Umm Ghār	id=g:393669
Fiyāḑ at Tujjār	id=g:393670
Sha‘īb Mudaysīs	id=g:393671
Nāziyat aḑ Ḑabţā’	id=g:393672
Sha‘īb Abū ‘Isharah	id=g:393673
Sha‘īb ar Rumaylah	id=g:393674
Mishāsh al Maḩwá	id=g:393675
Fayḑat Umm Ţulayḩah	id=g:393676
Al Ḩadaq	id=g:393677
Qārat al Muzayrīrah	id=g:393678
Ar Rumaylah	id=g:393679
Khaţţ Umm an Niyāshīn	id=g:393680
Abū Qa‘ar	id=g:393681
Al Wāyilīyah	id=g:393682
Sha‘īb Rumaylān	id=g:393683
Aş Şukhaybirīyāt	id=g:393684
Fayḑat Sidrīyat Fulayj	id=g:393685
Shabah al Mu‘ayzīlah	id=g:393686
Khabb al Mindass	id=g:393687
Jaww Abū Raml	id=g:393688
Shi‘bān al ‘Ikrishī	id=g:393689
Jaww Ţarfā’	id=g:393690
Khawr al Khums	id=g:393691
Dabbāyat al ‘Ādhirīyah	id=g:393692
As Sahlah	id=g:393693
Shi‘bān al ‘Ikrishī	id=g:393694
Qārat ‘Unayzah	id=g:393695
‘Urayq al Māyiq	id=g:393696
Al Jal’ad	id=g:393697
Sha‘īb ar Rawthīyah	id=g:393698
Sha‘īb al Ādhirīyah	id=g:393699
Sha‘īb aḑ Ḑab‘ah	id=g:393700
Sha‘īb al Arţāwīyah	id=g:393701
Nāziyat Umm Rimāḩ	id=g:393704
Sha’fat al Mādā’	id=g:393705
Sha‘īb al Busaytīn	id=g:393706
Sha’fat Na’jah	id=g:393707
Sha‘īb aţ Ţu‘ays	id=g:393708
Sha‘īb Wuqayyān	id=g:393709
Khabrā’ ‘Alī	id=g:393710
Maḩīr ar Rimthī	id=g:393711
Buraykat al ‘Umayyā’	id=g:393712
Sha‘īb aş Şawr	id=g:393713
Maḩīr al Khirr	id=g:393714
Buraykat Ḩamad	id=g:393715
Sāddat al Khirr	id=g:393716
Al Ḩajrah	id=g:393717
Sha‘īb Kasras Salīţ	id=g:393718
Shi’āf ad Duhaymī	id=g:393719
Al Furūthīyāt	id=g:393720
Bā‘ijat al Khirr	id=g:393721
Fayḑat al Qayşūmah	id=g:393722
Fiyāḑ al Quwayşimāt	id=g:393723
Makman Umm Udhun	id=g:393724
‘Irq Murayţ	id=g:393725
Da‘īsat at Tayyim	id=g:393726
Zurayb at Tayyim	id=g:393727
Niqrat Umm Udhun	id=g:393728
Ţi’s Umm adh Dhi‘ābah	id=g:393729
Jubū al Faras	id=g:393730
Ţi’s al Khillī ash Shamālī	id=g:393731
Ţi’s al Khillī al Janūbī	id=g:393732
Ţi’s Burmān	id=g:393733
Ţi’s Mudayhīm al Janūbī	id=g:393734
Nuwāzī as Sab‘ah	id=g:393735
Ţi’s aş Şaqrah	id=g:393736
Ţi’s Mudayhīm ash Shamālī	id=g:393737
Ţi’s Jirmān	id=g:393738
Ţu‘ays al Qulayyibah	id=g:393739
‘Ā’ilat al Arţāwī	id=g:393740
Qaysumah	id=g:393741
‘Urūq ash Shu‘aybah	id=g:393742
Tal‘at al ‘Awjā’	id=g:393743
Ţu‘us Lubaydīnāt	id=g:393744
Al Qunaynah	id=g:393745
Fayḑat Ibn Ḩanāyā	id=g:393746
Ţi’s al Munfarish	id=g:393747
Ţi’s al Ḩīrān	id=g:393748
Ţi’s Abū Ruwaysayn	id=g:393749
Ţi’s al Mafraq	id=g:393750
Qayşūmat Fayḩān	id=g:393751
Ţi’s al Qumū’	id=g:393752
Ţi’s al Qalb	id=g:393753
Qūr ‘Aḑḑūb	id=g:393754
Khubūb as Saḩam	id=g:393755
Khubūb ar Ruḑam	id=g:393756
Ţi’s Khabb ar Ruḑam	id=g:393757
Quşayr Bilāl	id=g:393758
Fayḑat Quşayr Bilāl	id=g:393759
Ḩazm an Nuhaydayn	id=g:393760
Ţi’s ash Shāwī	id=g:393761
Qu’r an Niḩw	id=g:393762
Ţi’s Abū Khashabah	id=g:393763
Rijūm Juday’	id=g:393764
Al Wandīyah Umm Bi’r	id=g:393765
Nāziyat Umm ‘Amūd	id=g:393766
Al Wandīyah Umm ‘Ādhir	id=g:393767
Sha‘īb Ghubāş	id=g:393768
Al Wandīyāt	id=g:393769
Al Wandīyah Umm Ţu‘ays	id=g:393770
Ţubayq Līnah	id=g:393771
Shāmat Zurūd	id=g:393772
Ţirāq al Ḩadaq	id=g:393773
Sha‘afat al Ghurayrā’	id=g:393774
Fiyāḑ ar Ru‘ayl	id=g:393775
Sha‘īb al Ma‘adá	id=g:393776
Shāmat Mughaylith	id=g:393777
Kabd al ‘Unaytīt	id=g:393778
Fayḑat al Manākh	id=g:393779
Al ‘Ulayyimah	id=g:393780
Shi‘bān al ‘Ādhirīyāt	id=g:393781
Ţi’s Hirshān	id=g:393782
Fayḑat al Qaltah	id=g:393783
Fayḑat Dhirrāyah	id=g:393784
Ţi’s Abū Ruwaysayn	id=g:393785
Fayḑat ‘Illayq	id=g:393786
Ţi’s Wu‘ayl	id=g:393787
Fiyāḑ Umm al Qaţā	id=g:393788
Sha‘īb ar Rawthīyah	id=g:393789
Ţu‘ūs al Qu‘ūs	id=g:393790
Ḑulay‘āt aḑ Ḑarābīn	id=g:393791
Qulumat Khasārah	id=g:393792
Khubūb al Katab	id=g:393793
Al Musannāh	id=g:393794
Sha‘īb ar Ruşayf	id=g:393795
Aş Şidāwīyāt	id=g:393796
Sha‘īb ad Damthī	id=g:393797
Khabrā’ al Jal‘ad	id=g:393798
Sha‘īb Abū Rimth	id=g:393799
Sha‘īb Muţribah	id=g:393800
Qulbān Muţribah	id=g:393801
Khabrā’ Muţribah	id=g:393802
Sha‘īb ad Duwayrah	id=g:393803
Sha‘īb Abū ‘Awshaz	id=g:393804
Sha‘īb al Qāşirah	id=g:393805
Ḩabl aş Şidāwī	id=g:393806
Sha‘īb Ghadīr al Khayl	id=g:393807
Qalīb al Murawwab	id=g:393808
Khabrā’ an Na‘rah	id=g:393809
Rawḑat al Khumaysīyah	id=g:393810
Sha‘īb al Khumaysīyah	id=g:393811
Qārat al ‘Iqāb	id=g:393812
Qulbān Umm Nagharah	id=g:393813
Ţi’s ‘Abawkal	id=g:393814
Ţi’s al Uşayli‘	id=g:393815
Fiyāḑ Khunayfis	id=g:393816
Ţu‘ays aş Şafīḩ	id=g:393817
Fiyāḑ ar Radīfah	id=g:393818
Ţi’s Manz̧ūr	id=g:393819
Duwaykhilat Umm Saḩam	id=g:393820
Duwaykhilat aş Şulayb	id=g:393821
Rijm al Hayāzi’	id=g:393822
Juḩfat Buhaytān	id=g:393823
Ābār Umm Sab‘ah	id=g:393824
Nāziyat ash Shurayţīyah	id=g:393825
Abraq al Kibrit	id=g:393826
Niqrat al Wajjāj	id=g:393827
Qārat Suwayqah	id=g:393828
Ḩayrā’ Fayḩān	id=g:393829
Khabārī al Qarā’in	id=g:393830
Ḩafīrat Rushayd	id=g:393831
Khabb at Timyāţ	id=g:393832
Nabwat ‘Ilb ar Rāwī	id=g:393833
Jaww an Niswān	id=g:393834
Şayāhid Takhādīd	id=g:393835
Sha’fat aḑ Ḑal‘ānīyah	id=g:393836
Sha‘afat al Wurayyimāt	id=g:393837
Sha’fat al Mutayk	id=g:393838
Sha’fat at Tūmān	id=g:393839
Ţu‘ays al Maz̧hūr	id=g:393840
Maḩīr al Ḩannātayn	id=g:393842
Nabwat al Khayālah	id=g:393843
Khabrā’ Nawāz̧ir	id=g:393844
Maḩīr al ‘Arā’ish	id=g:393845
Ḑulay‘ aḑ Ḑab‘ah	id=g:393846
Ţi’s al Khīsah	id=g:393847
Ţi’s Buwayḑān	id=g:393848
Ḑulay‘ al Qaḩanīyah	id=g:393849
Ţi’s Shilāsh	id=g:393850
Rijal al Qilāt	id=g:393851
Sha’fat Umm ash Shanīn	id=g:393852
Rijlat Khālid	id=g:393853
Şayāhid al Murayfiqīyah	id=g:393854
Rijūm al Mujaylis	id=g:393855
Sha‘īb Ţalḩat Abā al Qidd	id=g:393856
Shiţnat az̧ Z̧abī	id=g:393857
Ţaffat ‘Arq	id=g:393858
Rijlat aḑ Ḑab‘ah	id=g:393859
Qulbān al Jibjūb	id=g:393860
Qulbān al Jifārah	id=g:393861
Shi’āf az Zuqum	id=g:393862
Al Qaraah	id=g:393863
As Sāḩirīyah al Bayḑā’	id=g:393864
Khabrā’ al Mazwá	id=g:393865
Sha‘īb ar Ruwayhilī	id=g:393866
Jaww Khawzān	id=g:393867
Sha‘īb al Qarā’in	id=g:393868
As Sūdah	id=g:393869
Ţaffat Fuḑayḩ	id=g:393870
Al Khawwārah	id=g:393872
Sha‘īb al Khushaybīyah	id=g:393873
Sāddat al Mindas	id=g:393876
Rafha	id=g:393877
‘Adāmat Ghāzī	id=g:393878
Sha‘īb Ghunaym	id=g:393879
Matakk Saḩḩā’	id=g:393880
Shi‘āf aţ Ţīnīyāt	id=g:393881
Şayhad ‘Uwayhār	id=g:393882
Rijm Kan‘ān	id=g:393883
Mukaymin ‘Alī	id=g:393885
Mukaymin al Khirsh	id=g:393886
Qulbān ash Shadhī	id=g:393887
Qulayyib Khulayf	id=g:393888
Qulbān Khalīfah	id=g:393889
Fayḑat al Misājidīyah	id=g:393890
Qulbān Khulayf	id=g:393891
Fayḑat al Mas‘arīyah	id=g:393892
Qūr Ţayyārāt	id=g:393893
Biḩār al Labībah	id=g:393894
Ras al Mishab South	id=g:393895
Sha‘īb aţ Ţalḩ	id=g:393896
Jibū Umm ‘Amad	id=g:393897
Shi‘bān Mudaysīsāt	id=g:393898
‘Adāmat al Muqayţi‘	id=g:393899
Nāz̧irat Umm Barqā’	id=g:393900
Aţ Ţu‘ays	id=g:393901
Ras al Mishab	id=g:393902
Nāz̧irat Umm Ghār	id=g:393903
Shi‘āf Arāţī Wudayd	id=g:393904
Birāk ash Shīḩīyāt	id=g:393905
Ţi‘s Umm ash Shiyāhīn	id=g:393906
Sha‘īb Abā ar Rimam	id=g:393908
Al Majāfil	id=g:393909
Fasht Buldānī	id=g:393910
Al Mināshbīyāt	id=g:393911
Khawr Abū Amārah	id=g:393912
Khawr al Wajjāj	id=g:393913
Markaz Ḩammá	id=g:393914
Aḑ Ḑulay‘ al Usaywid	id=g:393915
Fayḑat as Suwaylimīyah	id=g:393916
Ḑil‘ān al Mitayyah	id=g:393917
Ţibq Umm al Ghirbān	id=g:393918
Fayḑat ‘Uşayfīrah	id=g:393919
Qulbān Umm Raḑamah	id=g:393920
Fiyāḑ Umm Raḑamah	id=g:393921
Ḑil‘ān Haffāfāt	id=g:393922
Ḩafā’ir an Nabth	id=g:393923
Fayḑat al Hirārah	id=g:393924
Fayḑat Umm Qulayb	id=g:393925
Mazra‘at al Muḩammadīyah	id=g:393926
Fayḑat al Gharb ash Shamāli	id=g:393928
Qulbān aş Şifāwī	id=g:393930
Ḩabl aş Şidāwī	id=g:393931
Fayḑat al Gharb al Awsţ	id=g:393932
Qulbān ‘Arqah	id=g:393933
Fayḑat al Gharb al Janūbī	id=g:393934
Fayḑat Umm Naşlah	id=g:393935
Rawḑat Laqţah	id=g:393936
Sodowiyat	id=g:393937
Maḩīr Mughaţī	id=g:393938
Mishāsh Muşāri‘	id=g:393939
Fayḑat ash Shaykh	id=g:393941
Al Musannah South	id=g:393943
Bi’r az Zabr	id=g:393944
Ḩuqayy Umm Raḑamah	id=g:393945
Qulumat al Kunayb	id=g:393946
Fayḑat al Mu‘ayqilī	id=g:393947
Al Quşayr	id=g:393948
Khawr al Muḩūlah	id=g:393949
Al Juḩfah	id=g:393950
Mazāri‘ al Wafrah	id=g:393951
Ḑil‘ Shaz̧f	id=g:393952
Zabā’ir al ‘Adāmatayn	id=g:393955
Ath Thurayyā	id=g:393956
Subākh al Maqţa‘	id=g:393957
Nāziyat Rabdā’	id=g:393958
Al Khashmah	id=g:393959
Fayḑat Umm ‘Amārah	id=g:393960
Sha‘īb al Buwayb	id=g:393961
‘Adāmat Maqbūlah	id=g:393962
Al Musannah	id=g:393963
Nāziyat al Jal‘ad	id=g:393964
Kasr al ‘Awādhir	id=g:393965
Ţaffat al ‘Iz̧āmī	id=g:393966
Fayḑat Sudayrat Hadbā’	id=g:393967
Şulay’ Abā al Qidd	id=g:393968
Nuqrat aş Şayd	id=g:393969
Ţaffat al Murayr	id=g:393970
Mahsham U‘aywij	id=g:393971
Qulbān al Murayr	id=g:393972
Al Ḩumrah	id=g:393973
Fiyāḑ al Markūz	id=g:393974
Al ‘Arfajīyāt	id=g:393975
Ḑulay‘ al Ma‘āshī	id=g:393976
Ḩazm al Markūz	id=g:393977
Ras al Khafji	id=g:393978
Qalīb ‘Usaylān	id=g:393979
Qulumat Ḑuḩayyah	id=g:393980
An Naşlah	id=g:393981
Jāl ash Shu‘bah	id=g:393982
Qarū Mūsá	id=g:393983
‘Adāyim at Tuwam	id=g:393985
At Tall al Aḩmar	id=g:393986
Fayḑat Īdah	id=g:393987
Maḩīr al Khadd	id=g:393988
Ḑulay‘ al Musannāh	id=g:393989
Ash Shīr	id=g:393990
Barbak Waḑḩá	id=g:393992
Ubaytir al ‘Irtābah	id=g:393993
Birāk al ‘Arā’ish	id=g:393994
Ad Dibdibah	id=g:393995
Al Musannah	id=g:393996
Nuqayrāt ar Ri‘yan	id=g:393998
Nuqrat ad Duwayrah	id=g:393999
Markaz Hadbā’	id=g:394000
Markaz az Zabr	id=g:394001
Khashm al Maḩnūk	id=g:394002
Quwayrat al Mashbá	id=g:394003
Al Qurayyah	id=g:394004
Fayḑat Umm Dammām	id=g:394005
Hashm ‘Urayfij	id=g:394006
Khabrā’ Fihrān	id=g:394007
Fayḑat ash Shu‘bah	id=g:394008
Qulbān Abū Shiz̧āz̧	id=g:394009
Ābār Ziqam	id=g:394010
Sha‘īb Al Khasā’ir	id=g:394011
Qulbān ar Rudayyifah	id=g:394012
Sha‘īb Manjūrah	id=g:394013
Sha‘īb aş Şaur	id=g:394014
Fayḑat Umm Şīwān	id=g:394015
Shabah Ţayyārāt	id=g:394016
Al Qaraah West	id=g:394018
Fayḑat al Maşabbah	id=g:394019
Fayḑat ash Shiyūkh	id=g:394020
Fayḑat Umm ‘Amārah	id=g:394021
U‘aywij	id=g:394022
Dabbāyat aḑ Ḑab‘īyah	id=g:394023
Fayḑat Rabī‘ah	id=g:394024
Qulbān al Wutayd	id=g:394025
Sāḩibat as Salmānīyah	id=g:394026
Khabārī Waḑḩá	id=g:394027
Fayḑat Shāfī	id=g:394028
Jāl al Wutayd	id=g:394029
Sha‘īb al Awtān	id=g:394031
Nabwat al Qāsimah	id=g:394032
Fayḑat Zi‘bīyah	id=g:394033
Qārat Zi‘bīyah	id=g:394034
Khabārī Ibn Duray‘	id=g:394035
Fayḑat az Zaqlá	id=g:394036
Fayḑat Abū Şawr	id=g:394037
Qalīb Sahabān	id=g:394038
Qulbān Abū Khashabah	id=g:394039
Bi’r Wasī‘ash Sharqī	id=g:394040
Ḑulay‘āt al Muḩaylibī	id=g:394041
Jaww Wasī’	id=g:394042
Al Kabrīt	id=g:394044
Ḑil‘ Ḩurayshīn	id=g:394045
Nabwat al Ḩuqaybā’	id=g:394046
Khabārī ‘Adhbī	id=g:394047
Khabārī Umm Jathjāth	id=g:394048
Sha‘īb ad Dahhān	id=g:394050
Fayḑat ‘Awāfī	id=g:394051
Aḑ Ḑil‘ Abū Khayālah	id=g:394052
Aḑ Ḑil‘ān ash Shi’lān	id=g:394053
Ḑil‘ Shilāsh	id=g:394054
Ḑulay‘ Khawr Shaz̧f	id=g:394055
Fayḑat Umm Khurūj	id=g:394056
Mudayfīnat Wasī’	id=g:394057
Fiyāḑ Ummahāt Qudūr	id=g:394058
Ābār Wasī‘ al Gharbīyah	id=g:394059
Fiyāḑ Umm Laqf	id=g:394060
Nabwat Umm Ruqaybah	id=g:394061
Qalīb Ghurābān	id=g:394062
Quwīd Maţ’ūnah	id=g:394063
Quwar Wusayyi’	id=g:394064
Qulbān Maţ‘ūnah	id=g:394065
Qulbān al Ḩufayyirah	id=g:394066
Ḑil’ Abū Rufaylah	id=g:394067
Qūr Ibn Khuwayrān	id=g:394068
Rijm aş Şāni’	id=g:394069
Ţawq Umm ‘Awāqīl	id=g:394070
Qārat al Maḩallah	id=g:394071
Ābār ‘Awāfī	id=g:394072
Fayḑat Umm ‘Awāqīl	id=g:394073
Maḩīr Farrāj ash Sharqī	id=g:394074
Maḩīr Farrāj al Awsaţ	id=g:394075
Aţ Ţirāq	id=g:394076
Ghār Mushay‘īb	id=g:394084
Qawz ‘Usaykir	id=g:394085
Khuyūţ Abū Rufaylah	id=g:394087
Khawr Ibn Khuwayrān	id=g:394088
Quwar Ḩashr	id=g:394090
Ḩijl Quwar Ḩashr	id=g:394091
Jaww an Nuqayrah	id=g:394092
Qulbān Kharrīt	id=g:394093
Mishāsh al Ḩajrah	id=g:394094
Abraq Murayzīq	id=g:394095
Khaţţ Hadbā’	id=g:394096
