Astakhnovo	id=g:7080483
Bochkovoy	id=g:7434570
Kurgan Kuleshovskiy	id=g:7434571
Svetlorechnoye	id=g:7434572
Zaymishche	id=g:7434573
Ferma Nomer Odin Sovkhoza Pobeda	id=g:7434574
Pobeda	id=g:7434575
Vishnёvka	id=g:7434576
Vodyanyy	id=g:7434577
Yutin	id=g:7434578
Limannyy	id=g:7434579
Izobil’nyy	id=g:7434580
Progress	id=g:7434581
Krayniy	id=g:7434582
Sredniy El’buzd	id=g:7434583
Malyy El’buzd	id=g:7434584
Krayniy	id=g:7434585
Zerkal’nyy	id=g:7434586
Petrovka	id=g:7434587
Ostanovochnyy Punkt 89 km	id=g:7434588
Otdeleniye Nomer Chetyre Sovkhoza Kagal’nitskiy	id=g:7434589
Chistyy Ruchey	id=g:7434590
Goskonyushnya	id=g:7434591
Podsobnoye Khozyaystvo Sel’skokhozyaystvennoye Professional’no-Tekhnicheskoye Uchilishche	id=g:7434592
Tselinnyy	id=g:7434593
Krasnoglinskiy	id=g:7434594
Otdeleniye Nomer Tri Sovkhoza Mir	id=g:7434595
Shosseynyy	id=g:7434596
Eksperimental’nyy	id=g:7434597
Prudovoy	id=g:7434598
Zavetnyy	id=g:7434599
Svetlyy Yar	id=g:7434600
Otdeleniye Nomer Tri Sovkhoza Kagal’nitskiy	id=g:7434601
Zheleznodorozhnyy	id=g:7434602
Klenovyy	id=g:7434603
Dubki	id=g:7434604
Konnaya Tochka Oktyabr’skaya	id=g:7434605
Konnaya Ferma Dal’nyaya	id=g:7434606
Otdeleniye Nomer Dva Konzavoda Nomer Sto Pyat’desyat Sem’ Imeni Pervoy Konnoy Armii	id=g:7434607
Glyadichiy	id=g:7434608
Privokzal’nyy	id=g:7434609
Malinovka	id=g:7434610
Rechnoy	id=g:7434611
Komsomol’skiy	id=g:7434612
Ostanovochnyy Punkt 44 km	id=g:7434613
Danil’tsevo	id=g:7434935
Vysokoye	id=g:7435798
Golomazdovo	id=g:7435821
Rugotino	id=g:7435841
Otdeleniye Nomer Dva Sovkhoza Beloglinskiy	id=g:7436244
Ferma Nomer Odin Sovkhoza Tselinskiy	id=g:7436246
Sladkaya Balka	id=g:7436248
Novaya Derevnya	id=g:7436250
Otdeleniye Nomer Pyat’ Sovkhoza Tselinskiy	id=g:7436252
Malaya Roshcha	id=g:7436254
Otdeleniye Nomer Chetyre Sovkhoza Tselinskiy	id=g:7436256
Korennoy	id=g:7436258
Otdeleniye Nomer Odin Sovkhoza Tselinskiy	id=g:7436260
Veshenki	id=g:7436262
Otdeleniye Nomer Tri Sovkhoza Tselinskiy	id=g:7436263
Tikhiy	id=g:7436264
Otdeleniye Nomer Dva Sovkhoza Tselinskiy	id=g:7436266
Kholodnyye Rodniki	id=g:7436267
Imeni Karla Libknekhta	id=g:7436269
Zaliv Balka Solёnaya	id=g:7436270
Pristan’ Frunze	id=g:7436272
Otdeleniye Nomer Dva Sovkhoza Imeni Frunze	id=g:7436274
Luzhki	id=g:7436276
Tal’niki	id=g:7436278
Otdeleniye Nomer Odin Sovkhoza Imeni Frunze	id=g:7436280
Balka Sibirte	id=g:7436281
Balka Kutsaya	id=g:7436283
Balka Solёnaya	id=g:7436285
Novoyarki	id=g:7436287
Otdeleniye Nomer Chetyre Sovkhoza Imeni Frunze	id=g:7436289
Ovtsetovarnaya Ferma Sovkhoza Imeni Frunze	id=g:7436291
Sovkhoz Severnyy	id=g:7436293
Belozёrnyy	id=g:7436295
Konnaya Tochka Kazёnnyy Most	id=g:7436297
Kirsalovo	id=g:7436299
Otdeleniye Nomer Tri Sovkhoza Pyat’desyat Let Oktyabrya	id=g:7436301
Otdeleniye Nomer Tri Sovkhoza Imeni Frunze	id=g:7436303
Novostepnoy	id=g:7436305
Detgorodok	id=g:7436307
Ogorodnaya Brigada	id=g:7436309
Otdeleniye Nomer Odin Sovkhoza Pyat’desyat Let Oktyabrya	id=g:7436311
Stepnoy Kurgan	id=g:7436312
Otdeleniye Nomer Dva Sovkhoza Pyat’desyat Let Oktyabrya	id=g:7436315
Kuznetsovskiy	id=g:7436317
Otdeleniye Nomer Sem’ Konezavoda Imeni Budёnnogo	id=g:7436319
Balka Sukhaya Kugul’ta	id=g:7436321
Rassvet	id=g:7436323
Podsobnoye Khozyaystvo	id=g:7436326
Ferma Nomer Odin Sovkhoza Proletarskiy	id=g:7436328
Korsaki	id=g:7436330
Promkompleks Proletarskiy	id=g:7436332
Pristan’ Proletarskaya	id=g:7436334
Nasosnaya Stantsiya Nomer Dva	id=g:7436339
Sal’skiy Beslan	id=g:7436341
Konnaya Tochka Zapadnaya	id=g:7436342
Zelёnaya Balka	id=g:7436344
Yulovskiy	id=g:7436345
Dvadtsat’ Pyat’ Let Voyenkonezavoda	id=g:7436347
Krasnaya Zarya	id=g:7436348
Kermek	id=g:7436350
Opёnki	id=g:7436353
Liman Cheprak	id=g:7436355
Molochnotovarnaya Ferma Nomer Odin Sovkhoza Proletarskiy	id=g:7436357
Ferma Nomer Tri Sovkhoza Proletarskiy	id=g:7436359
Verbnyy	id=g:7436361
Otdeleniye Nomer Odinnadtsat’ Sovkhoza Gigant	id=g:7436363
Pravoyulovskiy	id=g:7436366
Otdeleniye Nomer Chetyre Sovkhoza Gigant	id=g:7436368
Roshcha	id=g:7436370
Zapadnyy	id=g:7436372
Verkhneyaninskiy	id=g:7436374
Bol’shevik	id=g:7436376
Polivnoy	id=g:7436378
Protoki	id=g:7436380
Okhotnich’ya Baza Nomer Tri	id=g:7436382
Otdeleniye Nomer Odin Sovkhoza Gigant	id=g:7436384
Zagor’ye	id=g:7436386
Otdeleniye Nomer Desyat’ Sovkhoza Gigant	id=g:7436388
Yasenevo	id=g:7436390
Otdeleniye Nomer Pyat’ Sovkhoza Gigant	id=g:7436392
Logvinovskiy	id=g:7436394
Otdeleniye Nomer Shest’ Sovkhoza Gigant	id=g:7436395
Khlebnyy	id=g:7436397
Zapadnyy	id=g:7436398
Konezavod Imeni Budёnnogo	id=g:7436400
Okhotnich’ya Baza Nomer Dva	id=g:7436402
Ostanovochnyy Punkt 147 km	id=g:7436404
Otdeleniye Nomer Dva Sovkhoza Gigant	id=g:7436407
Nizhneyaninskiy	id=g:7436409
Otdeleniye Nomer Sem’ Sovkhoza Gigant	id=g:7436410
Klёny	id=g:7436411
Ostanovochnyy Punkt 169 km	id=g:7436413
Sal’skiy Lesopitomnik	id=g:7436415
Sovkhoz Mayak	id=g:7436417
Agarenskiy	id=g:7436418
Progress	id=g:7436421
Otdeleniye Nomer Vosem’ Sovkhoza Sal’skiy	id=g:7436423
Otdeleniye Nomer Vosem’ Sovkhoza Gigant	id=g:7436425
Shirokiye Nivy	id=g:7436427
Ostanovochnyy Punkt 403 km	id=g:7436431
Urochishche Moryak	id=g:7436433
Sadovyy	id=g:7436435
Mayak	id=g:7436438
Balkovskiy	id=g:7436440
Ostanovochnyy Punkt 411 km	id=g:7436442
Ostanovochnyy Punkt 431 km	id=g:7436444
Polevoy Stan Kolkhoza Pobeda	id=g:7436446
Otdeleniye Nomer Odin Sovkhoza Razvilenskiy	id=g:7436448
Dal’neye Pole	id=g:7436450
Stantsiya Rassypnaya	id=g:7436452
Rostovskiy Raspredelitel’nyy Kanal Nomer Tri	id=g:7436454
Stantsiya Letnik	id=g:7436456
Bembishevo	id=g:7436458
Kanal Proletarskaya Vetv’	id=g:7436460
Petrishchevo	id=g:7436675
Yastreby	id=g:7437847
Pushkino	id=g:7437861
Peski Gashun	id=g:7437863
Peski Khudzhurta	id=g:7437864
Urochishche Mashtyk	id=g:7437865
Ostrov Shambayskiy	id=g:7437866
Fonarnyy	id=g:7437867
Kazachiy	id=g:7437868
Yerik Kazachiy	id=g:7437869
Il’men’ Belyy	id=g:7437870
Urochishche Permyakovskiy Il’men’	id=g:7437871
Topla	id=g:7437872
Vishnёvyy	id=g:7437873
Pristan’ Petropavlovka	id=g:7437874
Yerik Shchuchiy	id=g:7437875
Iki Chibirskiy	id=g:7437876
Pribrezhnyy	id=g:7437877
Pristan’ Rechnoye	id=g:7437878
Ostrov Zam’yanskiy	id=g:7437879
Kolodets Bortata	id=g:7437880
Kolodets Mokhta	id=g:7437881
Peski Naryn-Khuduk	id=g:7437882
Peski Mokhta	id=g:7437883
Ferma Nomer Odin Sel’khozpredpriyatiya Volzhskiy	id=g:7437884
Pristan’ Zavolzh’ye	id=g:7437885
Kolodets Baban	id=g:7437886
Peski Badyr	id=g:7437887
Pristan’ Zam’yany	id=g:7437888
Ostrov Gusinyy	id=g:7437889
Staraya Volga	id=g:7437890
Yerik Bakharёv	id=g:7437891
Bakharёvskiy	id=g:7437892
Ostrov Oblivnoy	id=g:7437893
Ostrov Bol’shoy Oseredok	id=g:7437894
Volozhka	id=g:7437895
Ostrov Dedov Oseredok	id=g:7437896
Koshara Sel’khozpredpriyatiya Volzhskiy	id=g:7437897
Ostanovochnyy Punkt Seroglazka	id=g:7437898
Yerik Sukhon’kiy	id=g:7437899
Pristan’ Baranovka	id=g:7437900
Pristan’ Verkhnelebyazh’ye	id=g:7437901
Urochishche Bol’shiye Zalivy	id=g:7437902
Zimnik Kolkhoza Rassvet	id=g:7437903
Koshara Sel’khozpredpriyatiya Privolzhskiy	id=g:7437904
Pristan’ Nizhnevolzhsk	id=g:7437905
Ostrov Podvodnyy	id=g:7437906
Pristan’ Raznochinovka	id=g:7437907
Ferma Nomer Tri Sovkhoza Privolzhskiy	id=g:7437908
Zimnik Sel’khozpredpriyatiya Privolzhskiy	id=g:7437909
Zimnik Sovkhoza Privolzhskiy	id=g:7437910
Zimnik Sel’khozpredpriyatiya Rassvet	id=g:7437911
Pristan’ Rassvet	id=g:7437912
Mashino-Traktornaya Masterskaya Sel’khozpredpriyatiya Rassvet	id=g:7437913
Ostrov Malyy	id=g:7437914
Ostrov Bol’shoy	id=g:7437915
Prorva	id=g:7437916
Ostanovochnyy Punkt Post-Dvenadtsat’	id=g:7437917
Karaagash	id=g:7437918
Pristan’ Streletskiy	id=g:7437919
Novolesnyy	id=g:7437920
Peski Dal’nikh Vyshek	id=g:7437921
Peski Granichnyye	id=g:7437922
Urochishche Burun-Tolga	id=g:7437923
Urochishche Nakhatyn Shavagr	id=g:7437924
Zimnik Sovkhoza Privolzhskiy	id=g:7437925
Karakul’skiy	id=g:7437926
Peski Kos-Kyzyl	id=g:7437927
Kolodtsy Kasa-Khuduk	id=g:7437928
Zimnik Sel’khozpredpriyatiya Rodina	id=g:7437929
Zimnik Sovkhoza Astrakhanskiy	id=g:7437930
Zimnik Sovkhoza Astrakhanskiy	id=g:7437931
Tsentral’nyy Zimnik Kolkhoza Imeni Lenina	id=g:7437932
Urochishche Dzhurga	id=g:7437933
Urochishche Tula-Bovga	id=g:7437934
Ozero Barsu	id=g:7437935
Stantsiya Novovolzhskaya	id=g:7437936
Stantsiya Pravyy Bereg	id=g:7437937
Stantsiya Trusovo	id=g:7437938
Stantsiya Novolesnaya	id=g:7437939
Bugor Bzach	id=g:7437940
Bishtyubinka	id=g:7437941
Krasnoarmeyskiy	id=g:7437942
Sel’khozpredpriyatiye Astrakhanskiy	id=g:7437943
Il’men’ Chistaya Shayna	id=g:7437944
Il’men’ Lovetskiy	id=g:7437945
Ozero Baykchik	id=g:7437946
Ozero Musalin-Khag	id=g:7437947
Ozero Menkerke-Khak	id=g:7437948
Bugor Bugul’chin	id=g:7437949
Il’men’ Kyute	id=g:7437950
Il’men’ Parpost	id=g:7437951
Il’men’ Febor-Kul’	id=g:7437952
Urochishche Prifermskoye	id=g:7437953
Bugor Aul	id=g:7437954
Bugor Yusaltan	id=g:7437955
Bugor Korablёv	id=g:7437956
Il’men’ Monetnyy	id=g:7437957
Pristan’ Il’inka	id=g:7437958
Portnadzor	id=g:7437959
Murmanskiy	id=g:7437960
Assadulayevo	id=g:7437961
Pristan’ Assadulayevo	id=g:7437962
Il’men’ Malyy Dzhuruk	id=g:7437963
Mansur	id=g:7437964
Komarovka	id=g:7437965
Algaza	id=g:7437966
Pristan’ Krasnyye Barrikady	id=g:7437967
Pristan’ Bakhtemir	id=g:7437968
Ostanovochnyy Punkt Zverevo	id=g:7437969
Yerik Bozhanov	id=g:7437970
Yerik Khurdun	id=g:7437971
Molochnotovarnaya Ferma Sel’khozpredpriyatiya Bol’shevik	id=g:7437972
Bugor Shushay	id=g:7437973
Il’men’ Tabun	id=g:7437974
Il’men’ Zurguta	id=g:7437975
Il’men’ Khoreymsin	id=g:7437976
Il’men’ Utusun	id=g:7437977
Zimnik Sel’khozpredpriyatiya Pobeda	id=g:7437978
Ozero Kobyl’skoye	id=g:7437979
Ferma Nomer Chetyre Sel’khozpredpriyatiya Imeni Lenina	id=g:7437980
Il’men’ Bol’shoy Sarul	id=g:7437981
Staryy Ivanchug	id=g:7437982
Urochishche Il’men’ Krivoy	id=g:7437983
Il’men’ Golga	id=g:7437984
Bugrovoye	id=g:7437985
Sergino	id=g:7437986
Pristan’ Ikryanoye	id=g:7437987
Rybnyy Promysel Konechnoye	id=g:7437988
Chilimnaya	id=g:7437989
Urochishche Chulanov Il’men’	id=g:7437990
Yerik Tabola	id=g:7437991
Pristan’ Khmelëvka	id=g:7437992
Pristan’ Nikolo-Komarovka	id=g:7437993
Pristan’ Ivanchug	id=g:7437994
Urochishche Gryada	id=g:7437995
Kachkarinskiy	id=g:7437996
Pristan’ Samosdelka	id=g:7437997
Bugor Dolgiy	id=g:7437998
Dolgiy	id=g:7437999
Pristan’ Mayachnoye	id=g:7438000
Khaysu	id=g:7438001
Il’men’ Kirel’ta	id=g:7438002
Il’men’ Malyy Karabulak	id=g:7438003
Utinoye	id=g:7438004
Gusinoye	id=g:7438005
Il’men’ Gryaznyy	id=g:7438006
Il’men’ Kukshin	id=g:7438007
Il’men’ Bol’shoy Chapchalgan	id=g:7438008
Ferma Nomer Dva Sel’khozpredpriyatiya Imeni Lenina	id=g:7438009
Ferma Nomer Odin Sel’khozpredpriyatiya Imeni Lenina	id=g:7438010
Ozero Bol’shoye Basinskoye	id=g:7438011
Ozero Podpesochnoye	id=g:7438012
Raz”yezd Nomer Dva	id=g:7438013
Raz”yezd Nomer Tri	id=g:7438014
Ostanovochnyy Punkt 356 km	id=g:7438015
Raz”yezd Nomer Chetyre	id=g:7438016
Forpost	id=g:7438017
Tabunnyy	id=g:7438018
Pristan’ Nizhnelebyazh’ye	id=g:7438019
Pristan’ Buzan	id=g:7438020
Pristan’ Volgo-Kaspiyskiy Sudoremontnyy Zavod	id=g:7438021
Zimnik Sovkhoza Polynnyy	id=g:7438022
Ostanovochnyy Punkt 1459 km	id=g:7438023
Bol’shoy Ashuluk	id=g:7438024
Malyy Ashuluk	id=g:7438025
Pristan’ Chagan	id=g:7438026
Yerik Ichki-Barcha	id=g:7438027
Pristan’ Volgo-Kaspiyskiy	id=g:7438028
Raz”yezd Nomer Tri	id=g:7438029
Steklozavoda	id=g:7438030
Ostrov Malyy	id=g:7438031
Sovetskiy	id=g:7438032
Tabunnyy	id=g:7438033
Raz”yezd Nomer Dva	id=g:7438034
Ostrov Il’inskiy	id=g:7438035
Zimnik Kolkhoza Imeni Lenina	id=g:7438036
Krasnopeschanyy	id=g:7438037
Sukharëvo	id=g:7438038
Koshara Tosty	id=g:7438120
Koshara Cheleksha	id=g:7438121
Koshara Sutochkao	id=g:7438122
Khutor Burundinskiy	id=g:7438123
Koshara Burundy	id=g:7438124
Koshara Ashchapan	id=g:7438125
Koshara Dzhabunkuduk	id=g:7438126
Ovtsetovarnaya Ferma Nomer Dva Sel’khozpredpriyatiya Pobeda	id=g:7438127
Koshara Chignik	id=g:7438128
Kolodets Shushay	id=g:7438129
Kolodets Shepilovskiy	id=g:7438130
Razvaliny Zolotukhinskiy	id=g:7438131
Razvaliny Balkuduk	id=g:7438132
Ovtsetovarnaya Ferma Sotunay	id=g:7438133
Ovtsetovarnaya Ferma Zhaysan	id=g:7438134
Zimnik Shirokiy	id=g:7438135
Peski Zakar’yakyzyl	id=g:7438136
Koshara Nayzol	id=g:7438137
Ovtsetovarnaya Ferma Agatan	id=g:7438138
Kladbishche Karms	id=g:7438139
Koshara Lovshin Bugor	id=g:7438140
Koshara Aygan’sha	id=g:7438141
Zimnik Kruglyy	id=g:7438142
Koshara Takhty	id=g:7438143
Ovtsetovarnaya Ferma Bayan	id=g:7438144
Zimnik Ushanov	id=g:7438145
Zimnik Bezhikova	id=g:7438146
Zimnik Bersheyev	id=g:7438147
Zimnik Chërnyy Kolodets	id=g:7438148
Kolodets Alekhov	id=g:7438149
Zimnik Kumurkuduk	id=g:7438150
Razvaliny Khrebkov	id=g:7438151
Kolodets Khrebkov	id=g:7438152
Zimnik Dusakay	id=g:7438153
Ovtsetovarnaya Ferma Kumagoy	id=g:7438154
Bugor Makarovskiy	id=g:7438155
Ovtsetovarnaya Ferma Teshin	id=g:7438156
Ovtsetovarnaya Ferma Zhirza	id=g:7438157
Koshara Tanka	id=g:7438158
Koshara Shibaral	id=g:7438159
Koshara Shirokiy Bugor	id=g:7438160
Koshara Shirokaya	id=g:7438161
Koshara Uter	id=g:7438162
Peski Mesherkyzyl	id=g:7438163
Cheganda	id=g:7438164
Razvaliny Dushin	id=g:7438165
Ovtsetovarnaya Ferma Konurbulak	id=g:7438166
Ovtsetovarnaya Ferma Malikta	id=g:7438167
Koshara Karagelyun	id=g:7438168
Koshara Kopkuduk	id=g:7438169
Koshara Sulemenk	id=g:7438170
Ovtsetovarnaya Ferma Gor’kiy	id=g:7438171
Dvoryatkin Bugor	id=g:7438172
Ovtsetovarnaya Ferma Sukhanda	id=g:7438173
Urochishche Zhabin	id=g:7438174
Zimnik Mishklashi	id=g:7438175
Kolodets Peresestov	id=g:7438176
Ovtsetovarnaya Ferma Chebarov	id=g:7438177
Ovtsetovarnaya Ferma Kondrashkin	id=g:7438178
Koshara Makay	id=g:7438179
Koshara Agay-Shanash	id=g:7438180
Koshara Ashkuduk	id=g:7438181
Ozero Kasin	id=g:7438182
Ovtsetovarnaya Ferma Ivan Shchagin	id=g:7438183
Bugor Kudan	id=g:7438184
Ovtsetovarnaya Ferma Kolkhoza Imeni Kirova	id=g:7438185
Ostanovochnyy Punkt 1360 km	id=g:7438186
Ovtsetovarnaya Ferma Chorinki	id=g:7438187
Adzhin-Kul’ Koshara	id=g:7438188
Koshara Muntan	id=g:7438189
Koshara Adzhin	id=g:7438190
Peski Zholkuduk	id=g:7438191
Letnik Kyzylbaur	id=g:7438192
Peski Azgon	id=g:7438193
Koshara Kozhaktobe	id=g:7438194
Peski Burukhusuk	id=g:7438195
Letnik Berukuduk	id=g:7438196
Peski Kalunkaita	id=g:7438197
Stantsiya Chapchachi	id=g:7438198
Ashuluk	id=g:7438199
Ozero Pan’kin Il’men’	id=g:7438200
Ozero Peschanoye	id=g:7438201
Ovtsetovarnaya Ferma Chernen’kiy	id=g:7438202
Ovtsetovarnaya Ferma Mayor	id=g:7438203
Peski Urkhayte	id=g:7438204
Peski Kemprbay	id=g:7438205
Koshara Urkhayte	id=g:7438206
Kayersan	id=g:7438207
Koshara Nizhnyaya Kyzylta	id=g:7438208
Koshara Dender	id=g:7438209
Brigada Nomer Desyat’ Kolkhoza Imeni Kirova	id=g:7438210
Sazaniy Ugol	id=g:7438211
Ovtsetovarnaya Ferma Kolkhoza Rossiya	id=g:7438212
Kolodets Brodki	id=g:7438213
Koshara Nizhniy Zhataban	id=g:7438214
Kolodets Bakshan	id=g:7438215
Peski Balalay	id=g:7438216
Koshara Verkhnyaya Khokhta	id=g:7438217
Koshara Nizhnyaya Khokhta	id=g:7438218
Peski Khokhta	id=g:7438219
Kolodets Ladygin	id=g:7438220
Il’men’ Afonenskiy	id=g:7438221
Krivaya Volozhka	id=g:7438222
Zagotskot	id=g:7438223
Molochnotovarnaya Ferma Kolkhoza Iskra	id=g:7438224
Brigada Nomer Devyat’ Kolkhoza Rossiya	id=g:7438225
Yerik Ashuluk	id=g:7438226
Yerik Molochnyy	id=g:7438227
Ostanovochnyy Punkt 1396 km	id=g:7438228
Urochishche Gaysa	id=g:7438229
Kolodets Sergey	id=g:7438230
Koshara Khoshombor	id=g:7438231
Koshara Bushakay	id=g:7438232
Peski Bategen	id=g:7438233
Peski Shobugur	id=g:7438234
Kolodets Aknuduk	id=g:7438235
Peski Bitkinskiye	id=g:7438236
Kolodets Bemuta	id=g:7438237
Ozero Aksor	id=g:7438238
Kolodets Morozkiny	id=g:7438239
Gusinyye Ozëra	id=g:7438240
Il’men’ Konopkin	id=g:7438241
Ozero Kochki	id=g:7438242
Kolodets Sorkuduk	id=g:7438243
Kolodets Tri Kuduka	id=g:7438244
Kolodets Buryata	id=g:7438245
Peski Ashchikuduk	id=g:7438246
Mogila Naursbay	id=g:7438247
Peski Aygay	id=g:7438248
Rassvet	id=g:7438249
Zhozhin	id=g:7438250
Urochishche Chicherino	id=g:7438251
Volozhka	id=g:7438252
Ostrov Chicherin	id=g:7438253
Pristan’ Yenotayevsk-Passazhirskiy	id=g:7438254
Urochishche Dva Brata	id=g:7438255
Yerik Gogol’skiy	id=g:7438256
Urochishche Komovskiy Kordon	id=g:7438257
Koshara Kolkhoza Rodina	id=g:7438258
Pristan’ Selitrennoye	id=g:7438259
Tselukha	id=g:7438260
Urochishche Tatalkuduk	id=g:7438261
Tatal	id=g:7438262
Peski Sulgashi	id=g:7438263
Urochishche Sholan	id=g:7438264
Kladbishche Kaipbergen	id=g:7438265
Peski Taskuduk	id=g:7438266
Koshara Meklya	id=g:7438267
Il’men’ Baklaniy	id=g:7438268
Yerik Yegoshkin	id=g:7438269
Yerik Verkhniy Koban	id=g:7438270
Poluostrov Skobinskiy Oseredok	id=g:7438271
Ozero Bol’shoy Zaton	id=g:7438272
Ostrov Kapitanskiy	id=g:7438273
Il’men’ Belyy	id=g:7438274
Peski Saran	id=g:7438275
Koshara Sel’khozpredpriyatiya Zarya Kommunizma	id=g:7438276
Il’men’ Solënyy Kut	id=g:7438277
Il’men’ Losevskiy	id=g:7438278
Urochishche Bloshkino	id=g:7438279
Kolodets Krivyye	id=g:7438280
Kolodets Sredniy	id=g:7438281
Turbaza Volzhanka	id=g:7438282
Ostrov Selitrennyy	id=g:7438283
Kharabalinskiy Leskhoz	id=g:7438284
Kreshchenyy	id=g:7438285
Sukhaya Akhtuba	id=g:7438286
Kamyshov	id=g:7438287
Pristan’ Seroglazka	id=g:7438288
Ashuluk	id=g:7438289
Staraya Volga	id=g:7438290
Gremuchiy	id=g:7438291
Kordon Nomer Sem’	id=g:7438292
Kazarma 527 km	id=g:7438293
Trupyanka	id=g:7438407
Novyye Kurdyuki	id=g:7438742
Starosel’ye	id=g:7439189
Podobedovo	id=g:7439190
Tetevrelevo	id=g:7439209
Marmolino	id=g:7439239
Dolgoye	id=g:7439245
Tarasovskiy Plodopitomnik	id=g:7439257
Derkul	id=g:7439258
Ostanovochnyy Punkt 126 km	id=g:7439259
Voykovo	id=g:7439260
Stantsiya Chebotovka	id=g:7439261
Ostanovochnyy Punkt 134 km	id=g:7439262
Ostanovochnyy Punkt 137 km	id=g:7439263
Ostanovochnyy Punkt 140 km	id=g:7439264
Logi	id=g:7439265
Dobovaychik	id=g:7439266
Ozero Zakatnoye	id=g:7439267
Nizhnyaya Orekhovka	id=g:7439268
Verkhnyaya Orekhovka	id=g:7439269
Zapadnyy	id=g:7439270
Severo-Izvarinskiy	id=g:7439271
Shakhta Yugo-Zapadnaya Nomer Tri	id=g:7439272
Nizhniy Shevyrëv	id=g:7439273
Stantsiya Gukovo	id=g:7439274
Ostanovochnyy Punkt 142 km	id=g:7439275
Priovrazhnyy	id=g:7439276
Budanovka	id=g:7439323
Ferma Nomer Chetyre Sovkhoza Profintern	id=g:7439324
Pervoyarskiy	id=g:7439325
Illiodorovka	id=g:7439326
Malotakmatskiy	id=g:7439327
Oktyabr’skiy	id=g:7439328
Dudki	id=g:7439329
Balka Berestovaya	id=g:7439330
Imeni Lenina	id=g:7439331
Kurgan Kalinovyy	id=g:7439332
Verkhnevodyanyy	id=g:7439333
Nizhhnekalinovka	id=g:7439334
Balka Sukhaya	id=g:7439335
Millerovskiy Plodopitomnik	id=g:7439336
Shchebzavod	id=g:7439337
Novoaleksandrovka	id=g:7439338
Zherebkovskiy	id=g:7439339
Balka Stepin Yar	id=g:7439340
Kurgan Zhuravskiy	id=g:7439341
Millerovskiy Sel’skokhozyaystvennyy Tekhnikum	id=g:7439342
Bannikovo-Aleksandrovskiy	id=g:7439343
Novoandreyevka	id=g:7439344
Ostanovochnyy Punkt 972 km	id=g:7439345
Ostanovochnyy Punkt 183 km	id=g:7439346
Ostanovochnyy Punkt 178 km	id=g:7439347
Ostanovochnyy Punkt 175 km	id=g:7439348
Ostanovochnyy Punkt 166 km	id=g:7439349
Ostanovochnyy Punkt 145 km	id=g:7439350
Ostanovochnyy Punkt 149 km	id=g:7439351
Ostanovochnyy Punkt 152 km	id=g:7439352
Ostanovochnyy Punkt 983 km	id=g:7439353
Ostanovochnyy Punkt 995 km	id=g:7439354
Ostanovochnyy Punkt 1008 km	id=g:7439355
Ostanovochnyy Punkt 1015 km	id=g:7439356
Ostanovochnyy Punkt 1018 km	id=g:7439357
Ostanovochnyy Punkt 1020 km	id=g:7439358
Ostanovochnyy Punkt 1022 km	id=g:7439359
Ostanovochnyy Punkt 1027 km	id=g:7439360
Ostanovochnyy Punkt 1032 km	id=g:7439361
Ostanovochnyy Punkt 1034 km	id=g:7439362
Ostanovochnyy Punkt 1038 km	id=g:7439363
Ostanovochnyy Punkt 1040 km	id=g:7439364
Ostanovochnyy Punkt 1043 km	id=g:7439365
Ostanovochnyy Punkt 1045 km	id=g:7439366
Ostanovochnyy Punkt 1055 km	id=g:7439367
Ostanovochnyy Punkt 1057 km	id=g:7439368
Pristan’ Kamensk-Shakhtinskiy	id=g:7439369
Urochishche Karpov Yar	id=g:7439370
Balka Gusynka	id=g:7439371
Redkodub	id=g:7439372
Novotalovka	id=g:7439373
Novoivanovka	id=g:7439374
Kholmy	id=g:7439375
Sovkhoz Tarasovskiy	id=g:7439376
Kurgan Grekov	id=g:7439377
Balka Kolodeznaya	id=g:7439378
Urochishche Novoushakovka	id=g:7439379
Urochishche Luchanka	id=g:7439380
Balka Timoshevskaya	id=g:7439381
Gremuchiy	id=g:7439382
Verkhnetarasovskiy	id=g:7439383
Otdeleniye Nomer Dva Sovkhoza Tarasovskiy	id=g:7439384
Kurgan Krasnovskaya Mogila	id=g:7439385
Balka Belaya	id=g:7439386
Vesenniy	id=g:7439387
Otdeleniye Nomer Tri Sovkhoza Tarasovskiy	id=g:7439388
Kurgan Turilov	id=g:7439389
Pervoye Maya	id=g:7439390
Sovkhoz Dorozhnogo Upravleniya Rabochego Snabzheniya	id=g:7439391
Donskaya Niva	id=g:7439392
Severnaya Donetskaya Gosudarstvennaya Sel’skokhozyaystvennaya Selektsionnaya Stantsiya	id=g:7439393
Balka Lipovaya	id=g:7439394
Urochishche Glubokaya Padina	id=g:7439395
Balka Kalitvenets	id=g:7439396
Smelovka	id=g:7439397
Kurgan Grachëv	id=g:7439398
Balka Gnilaya	id=g:7439399
Belyayevka	id=g:7439400
Otdeleniye Nomer Dva Sovkhoza Stepnoy	id=g:7439401
Otdeleniye Nomer Chetyre Sovkhoza Stepnoy	id=g:7439402
Maloye Poles’ye	id=g:7439403
Ptitsefabrika Zarya	id=g:7439404
Khoperskiy Log	id=g:7439405
Izumrudnyy	id=g:7439406
Alpatova	id=g:7439407
Gora Pochtarka	id=g:7439408
Shtokolov	id=g:7439409
Arkhipovka	id=g:7439410
Otdeleniye Nomer Dva Sovkhoza Glubokinskiy	id=g:7439411
Talovataya Balka	id=g:7439412
