Kinjačka	id=g:3198146
Samogradska Vrata	id=g:3209417
Železnička Stanica Turopolje	id=g:3209455
Železnička Stanica Mraclin	id=g:3209456
Železnička Stanica Velika Gorica	id=g:3209457
Železnička Stanica Odra	id=g:3209458
Kanal Sava-Odra	id=g:3209459
Lavsa	id=g:3209460
Kornatski Kanal	id=g:3209461
Čiovo	id=g:3209465
Rudine	id=g:3209466
Plano	id=g:3209467
Železnička Stanica Split	id=g:3209469
Železnička Stanica Solin	id=g:3209470
Železnička Stanica Sadine	id=g:3209471
Železnička Stanica Mursko Središće	id=g:3209477
Železnička Stanica Novigrad Podravski	id=g:3209478
Železnička Stanica Drnje	id=g:3209479
Železnička Stanica Botovo	id=g:3209480
Železnička Stanica Ðurđevac	id=g:3209482
Železnička Stanica Virje	id=g:3209483
Železnička Stanica Kloštar	id=g:3209484
Železnička Stanica Pitomača	id=g:3209485
Železnička Stanica Virovitica Grad	id=g:3209486
Železnička Stanica Virovitica	id=g:3209487
Koloperići	id=g:3210418
Zrilić	id=g:3210457
Gejkovac	id=g:3210459
Selište	id=g:3210460
Muratovac	id=g:3210461
Poljice	id=g:3210462
Tiškovac Lički	id=g:3210628
Torbički Vagan	id=g:3210629
Cvijanovića Kolibe	id=g:3210631
Sekulin Vrh	id=g:3210790
Furjan	id=g:3211437
Poljanak	id=g:3211447
Lovrića Brdo	id=g:3211922
Melinovac	id=g:3212390
Užlejebić	id=g:3212392
Veliko Seoce	id=g:3212393
Ðugumi	id=g:3213210
Vrdoljaci	id=g:3213211
Krolo	id=g:3213215
Prevlaka	id=g:3213218
Krnete	id=g:3213242
Krstača	id=g:3213243
Gorice	id=g:3213244
Cicvare	id=g:3213246
Bribišnica	id=g:3213248
Guduča	id=g:3213250
Prokljan	id=g:3213251
Bičine	id=g:3213252
Smolići	id=g:3213253
Vrulje	id=g:3213254
Udrazi	id=g:3213255
Crnica	id=g:3213256
Rupići	id=g:3213257
Gulin	id=g:3213258
Mandić	id=g:3213259
Gardijani	id=g:3213261
Visovac	id=g:3213262
Brodarica	id=g:3213267
Ražine	id=g:3213269
Južni Škugori	id=g:3213270
Potege	id=g:3213272
Jadrija	id=g:3213275
Podglavica	id=g:3213276
Jarebinjak	id=g:3213277
Vadalj	id=g:3213278
Šaričevi	id=g:3213279
Prhovo	id=g:3213280
Podgreben	id=g:3213281
Krčulj	id=g:3213282
Bašelovići	id=g:3213283
Ražanj	id=g:3213284
Zvizdulja	id=g:3213285
Sovlje	id=g:3213286
Matešići	id=g:3213287
Banjevacki Stanovi	id=g:3213288
Klarići	id=g:3213289
Bila Vlaka	id=g:3213290
Drlićeve Kuće	id=g:3213291
Otan	id=g:3213292
Pećina	id=g:3213294
Gornji Lepuri	id=g:3213295
Crvena Luka	id=g:3213296
Opatijski Torovi	id=g:3213297
Stabanj	id=g:3213298
Sikovo	id=g:3213299
Cimera	id=g:3213301
Kravljačica	id=g:3213303
Lučica	id=g:3213304
Pristanišće	id=g:3213305
Bizikovica	id=g:3213306
Koromačna	id=g:3213307
Smokvica	id=g:3213308
Vala	id=g:3213310
Uvala Grbine	id=g:3213311
Uvala Luka	id=g:3213312
Lavdarski Kanal	id=g:3213313
Čelinja Uvala	id=g:3213314
Uvala Čerenje	id=g:3213315
Luka Piškera	id=g:3213327
Uvala Dugovača	id=g:3213328
Uvala Kosirina	id=g:3213329
Koromašnica	id=g:3213330
Vrbica	id=g:3213331
Glavni Kanal	id=g:3213332
Jablanac	id=g:3213333
Kaprijski Kanal	id=g:3213337
Kakanski Kanal	id=g:3213338
Uvala Koromašna	id=g:3213339
Uvala Japlenišće	id=g:3213340
Vela Solina	id=g:3213346
Dabar	id=g:3213359
Dolac	id=g:3213364
Uvala Raduča Vela	id=g:3213366
Otočić Rakitan	id=g:3213371
Otočić Obonjan	id=g:3213372
Otočić Raparašnjak	id=g:3213373
Otočić Maslinjak	id=g:3213380
Otočić Lucmarinjak	id=g:3213383
Otočić Klobučar	id=g:3213384
Otočić Prišnjak Veli	id=g:3213385
Otočić Planac	id=g:3213417
Otočići Komornik	id=g:3213419
Tovarnjak	id=g:3213421
Železnička Stanica Kistanje	id=g:3213426
Železnička Stanica Ðevrske	id=g:3213430
Železnička Stanica Dalmatinska Ostrovica	id=g:3213431
Železnička Stanica Bulić	id=g:3213432
Železnička Stanica Kožlovac	id=g:3213433
Jaruga	id=g:3213434
Železnička Stanica Primorsko Vrpolje	id=g:3213436
Železnička Stanica Primorski Sveti Juraj	id=g:3213437
Železnička Stanica Ražine	id=g:3213438
Železnička Stanica Mandalina	id=g:3213439
Divšići	id=g:3213471
Sarići	id=g:3213472
Marana	id=g:3213479
Fondole	id=g:3213480
Sveti Martin	id=g:3213481
Mednjan	id=g:3213482
Kabolovi Dvori	id=g:3213483
Vintijan	id=g:3213484
Katarova Stancija	id=g:3213485
Ušićovi Dvori	id=g:3213486
Ivaničići	id=g:3213487
Veli Vrh	id=g:3213488
Murage	id=g:3213489
Hrid Porer	id=g:3213490
Fižela	id=g:3213491
Hruševec	id=g:3213497
Hum Zabočki	id=g:3213498
Pavlovec-Zabočki	id=g:3213499
Družilovec	id=g:3213500
Martinišće	id=g:3213501
Vrtnjakovec	id=g:3213502
Kosteljina	id=g:3213503
Križanec	id=g:3213504
Lepajci	id=g:3213505
Gornja Pačetina	id=g:3213506
Valentinovo	id=g:3213507
Svedružica	id=g:3213508
Graverje	id=g:3213509
Donje Jesenje	id=g:3213510
Velika Ravninčica	id=g:3213511
Bezovina	id=g:3213512
Kuna Gora	id=g:3213513
Brezna	id=g:3213514
Smiljanova Graba	id=g:3213515
Draše	id=g:3213516
Lukavec Klanječki	id=g:3213517
Brezje	id=g:3213518
Ravnice-Desinićke	id=g:3213519
Košnica	id=g:3213520
Patkovec	id=g:3213521
Trakoščansko Jezero	id=g:3213522
Zagorska Sela	id=g:3213523
Ubasico	id=g:3213524
Prnjani	id=g:3213525
Juraši	id=g:3213526
Benažići	id=g:3213530
Strganec	id=g:3213531
Hrahorić	id=g:3213532
Salatić	id=g:3213533
Kozlja	id=g:3213534
Podprodan	id=g:3213535
Rudine	id=g:3213541
Grmani	id=g:3213559
Domijančići	id=g:3213560
Klanfari	id=g:3213561
Kričina	id=g:3213565
Veljun	id=g:3213570
Šušanj	id=g:3213573
Vukelić-Draga	id=g:3213576
Miškovo Bilo	id=g:3213577
Grabova Lokva	id=g:3213578
Maljkovići	id=g:3213579
Prempen	id=g:3213588
Pleteno	id=g:3213589
Mala Gora	id=g:3213591
Šumareva Kuća Mošune	id=g:3213600
Nedrug	id=g:3213601
Radotići	id=g:3213608
Bukovje	id=g:3213614
Draženovići	id=g:3213615
Šušnjari	id=g:3213616
Jelići	id=g:3213617
Javorov Vrh	id=g:3213631
Velji Zrnići	id=g:3213648
Radulovići	id=g:3213650
Jezera	id=g:3213651
Škipine	id=g:3213652
Tomići	id=g:3213653
Jagetići	id=g:3213654
Padalište	id=g:3213655
Gračac	id=g:3213667
Jezero Sabljaki	id=g:3213668
Ratković	id=g:3213669
Znidovac	id=g:3213672
Sarapovo Selo	id=g:3213710
Vrcelji	id=g:3213711
Komadine	id=g:3213712
Plavča-Draga	id=g:3213713
Budimlje	id=g:3213714
Bajiči	id=g:3213715
Šušnjari	id=g:3213716
Mali Pištenik	id=g:3213717
Dretulja	id=g:3213718
Kosanovići	id=g:3213746
Dragaši	id=g:3213747
Sabljaki	id=g:3213748
Turkalji	id=g:3213749
Vorkapići	id=g:3213750
Esapovići	id=g:3213751
Čičin Most	id=g:3213752
Miščevići	id=g:3213755
Modruš	id=g:3213756
Brljansko Jezero	id=g:3214433
Marasovine	id=g:3214434
Zelići	id=g:3214435
Milići	id=g:3214436
Tomica	id=g:3214437
Crni Potok Brodski	id=g:3214438
Andrijevci	id=g:3214439
Klajićeve Kolibe	id=g:3214440
Boljunščica	id=g:3214441
Romići	id=g:3214442
Marčići	id=g:3214443
Slatina	id=g:3214444
Kladovac	id=g:3214445
Nežice	id=g:3214446
Dabića Stan	id=g:3214447
Ciritež	id=g:3214448
Željeznička Stanica Roč	id=g:3214449
Željeznička Stanica Ročko Polje	id=g:3214450
Radani	id=g:3214451
Cerna	id=g:3214452
Kostići	id=g:3214453
Trivići	id=g:3214454
Oštrik	id=g:3214455
Šipak	id=g:3214456
Gabrin Stan	id=g:3214457
Kopinjovac	id=g:3214458
Gredići Stan	id=g:3214459
Čičarija	id=g:3214460
Mandića Stan	id=g:3214461
Kom	id=g:3214462
Kurjakovica Stan	id=g:3214463
Matinac	id=g:3214464
Radijevac	id=g:3214465
Kita	id=g:3214466
Vukovići	id=g:3214467
Čalic	id=g:3214468
Stanići	id=g:3214469
Otok North	id=g:3214471
Misić	id=g:3214472
Milevci	id=g:3214473
Prljevo	id=g:3214474
Pustara Laze	id=g:3214475
Željeznička Stanica Jušići	id=g:3214476
Otok Preč	id=g:3214477
Cvijanovići	id=g:3214478
Željeznička Stanica Rukavac	id=g:3214479
Okuklje	id=g:3214480
Planinarski Dom Lisina	id=g:3214481
Korensko	id=g:3214482
Radulici	id=g:3214483
Turan	id=g:3214484
Željeznička Stanica Krnjevo	id=g:3214485
Željeznička Stanica Sušak Pećine	id=g:3214486
Ropa	id=g:3214487
Sučevići	id=g:3214488
Rijeka	id=g:3214489
Luban	id=g:3214490
Pašac	id=g:3214491
Podrvanj	id=g:3214492
Viškovića Vala	id=g:3214493
Buzdohanj	id=g:3214494
Moračnik	id=g:3214495
Veliko Jezero	id=g:3214496
Otrići	id=g:3214497
Željeznička Stanica Šapjane	id=g:3214498
Željeznička Stanica Brgud	id=g:3214499
Željeznička Stanica Permani	id=g:3214500
Crni Vrh	id=g:3214501
Trstenik	id=g:3214503
Suho	id=g:3214504
Otok Smokvica	id=g:3214505
Otok Vlašnik	id=g:3214506
Landekića Stan	id=g:3214539
Lička-Kaldrma	id=g:3214540
Vranjevo	id=g:3214541
Stanica Deletovci	id=g:3214542
Srb	id=g:3214543
Gornji Zaklopac	id=g:3214544
Lipovača	id=g:3214545
Debeljača	id=g:3214546
Šmrika	id=g:3214547
Otok Stomorina	id=g:3214548
Staševica	id=g:3214549
Željeznička Stanica Melnice	id=g:3214550
Željeznička Stanica Zlobin	id=g:3214551
Ostrovica	id=g:3214552
Novak	id=g:3214553
Željeznička Stanica Škrljevo	id=g:3214554
Donja Draga	id=g:3214555
Paizoš Pusta	id=g:3214556
Skrivena Luka	id=g:3214557
Kručica	id=g:3214559
Peračko Blato	id=g:3214562
Pirovište	id=g:3214563
Omladinsko Jezero	id=g:3214566
Vela Voda	id=g:3214567
Platak	id=g:3214569
Kamenjak	id=g:3214570
Kikovica	id=g:3214571
Blace	id=g:3214573
Klade	id=g:3214577
Stinjevac	id=g:3214578
Gorski Kotar	id=g:3214579
Lividraga	id=g:3214580
Kotezi	id=g:3214581
Tolji	id=g:3214582
Praprot	id=g:3214583
Skendri	id=g:3214584
Kasaba	id=g:3214585
Mali Voz	id=g:3214587
Duba	id=g:3214593
Postinje	id=g:3214594
Dubovac	id=g:3214595
Gornji Dingač	id=g:3214596
Borje	id=g:3214597
Podstup	id=g:3214598
Darkovac	id=g:3214599
Kržanići	id=g:3214600
Otok Sutvara	id=g:3214618
Novi Hrkanovci	id=g:3214619
Postrana	id=g:3214620
Gasinci	id=g:3214621
Nabrote	id=g:3214622
Pupnatska Luka	id=g:3214623
Slatinsko Brdo	id=g:3214624
Priovorsko Brdo	id=g:3214625
Pridvorje	id=g:3214626
Lučice	id=g:3214627
Stambolije	id=g:3214628
Otok Vrhovnjak	id=g:3214629
Željeznička Stanica Lokve	id=g:3214630
Drljače	id=g:3214631
Ostojići	id=g:3214632
Dakovacka Satnica	id=g:3214633
Kosa	id=g:3214634
Sije	id=g:3214635
Vodenjak	id=g:3214636
Brnistrova	id=g:3214637
Potirna	id=g:3214638
Željeznička Stanica Kupjak	id=g:3214639
Skrad ŽeljeznickaStanica	id=g:3214640
Luetići	id=g:3214641
Glibote	id=g:3214643
Budrovački Pisak	id=g:3214644
Balja	id=g:3214645
Madnovic	id=g:3214646
Studena	id=g:3214647
Vrdoljaci	id=g:3214648
Zrnovac	id=g:3214649
Skradski Vrh	id=g:3214651
Ljubičići	id=g:3214652
Todorići	id=g:3214654
Siroko Polje	id=g:3214656
Mrkonjići	id=g:3214657
Poljička Kosa	id=g:3214658
Debeli Vrh	id=g:3214659
Polje	id=g:3214660
Velika Bucala	id=g:3214661
Gudelji	id=g:3214662
Kasali	id=g:3214663
Petar Ogulinski	id=g:3214664
Staro Selo	id=g:3214665
Puškarič Selo	id=g:3214666
Donji Vinjani	id=g:3214667
Međugorje	id=g:3214668
Stanica Ogulinski Hreljin	id=g:3214669
Mrvoši	id=g:3214670
Bukovac	id=g:3214671
Vukojevački Šikar	id=g:3214672
Perići	id=g:3214673
Novo Selo	id=g:3214674
Stanica Ljubošina	id=g:3214675
Rake	id=g:3214676
Mamule	id=g:3214677
Bartulovici	id=g:3214678
Dobra	id=g:3214679
Stari Tajnovac	id=g:3214681
Matkovići	id=g:3214682
Oskoruša	id=g:3214683
Nesvanulice	id=g:3214684
Vukojevci	id=g:3214685
Žirovnica	id=g:3214686
Bracevci	id=g:3214687
Šakića Brdo	id=g:3214688
Budimci	id=g:3214690
Vuka	id=g:3214696
Carevići	id=g:3214697
Vanjići	id=g:3214698
Željeznička Stanica Semeljci	id=g:3214699
Golubovac Divuški	id=g:3214700
Fistaniči	id=g:3214701
Peresiji	id=g:3214702
Maružini	id=g:3214703
Trgovi	id=g:3214704
Ferlini	id=g:3214706
Medumajdan	id=g:3214707
Kušići	id=g:3214708
Sveti Andrija	id=g:3214709
Gornja Mala	id=g:3214710
Tuk	id=g:3214711
Presika	id=g:3214712
Kukići	id=g:3214713
Stanica Vrbovsko	id=g:3214714
Ðakovacki Pisak	id=g:3214715
Dipici	id=g:3214716
Štokovci	id=g:3214717
Stanica Gomirie	id=g:3214718
Dakovacki	id=g:3214719
Močile	id=g:3214720
Jukići	id=g:3214721
Mlinari Vučinci	id=g:3214722
Dropuljići	id=g:3214723
Stanica Srpske	id=g:3214724
Tomić Draga	id=g:3214725
Zaumol	id=g:3214726
Siće	id=g:3214729
Melnica	id=g:3214730
Donji Proložac	id=g:3214736
Jurićev Kal	id=g:3214737
Graborac	id=g:3214739
Nikolici	id=g:3214740
Lokva	id=g:3214741
Železnička Stanica Kostajnica	id=g:3214742
Alije	id=g:3214745
Celina	id=g:3214748
Donji Cerovljani	id=g:3214749
Tanac	id=g:3214751
Tice	id=g:3214753
Sumpetar	id=g:3214755
Bajnice	id=g:3214757
Dubovac	id=g:3214766
Orlovac	id=g:3214769
Kovačević	id=g:3214770
Seleš Majur	id=g:3214773
Rit Majur	id=g:3214774
Krolo	id=g:3214778
Željeznička Stanica Laslovo-Korođ	id=g:3214781
Vrbik Pusta	id=g:3214784
Podrinje	id=g:3214787
Kesinci	id=g:3214789
Ivankovo	id=g:3214792
Lazići	id=g:3214794
Marasovići	id=g:3214797
Dubovac Okučanski	id=g:3214798
Branta Stan	id=g:3214799
Stanica Okučani	id=g:3214800
Babići	id=g:3214801
Ćavri	id=g:3214804
Jabuka	id=g:3214805
Marići	id=g:3214807
Novo Selo	id=g:3214808
Botice	id=g:3214809
Vinkovačko	id=g:3214811
Knezovići	id=g:3214812
Benkovića Stan	id=g:3214813
Pavela	id=g:3214814
Vedrine	id=g:3214816
Žankovci	id=g:3214819
Bradarići	id=g:3214821
Liska	id=g:3214823
Donja Rošca	id=g:3214827
Tenja East	id=g:3214902
Aerodrom Osijek	id=g:3214903
Topolik	id=g:3214904
Orlovnjak	id=g:3214905
Naselje	id=g:3214906
Orlovaca	id=g:3214908
Gornja Trnava	id=g:3214909
Mašić	id=g:3214911
Versel	id=g:3214914
Lužac	id=g:3214916
Grulovići	id=g:3214919
Torbice	id=g:3214920
Macure	id=g:3214921
Nova Gradiska	id=g:3214924
Ljune	id=g:3214925
Kanaziri	id=g:3214928
Brđani	id=g:3214930
Kolašac	id=g:3214931
Zapolje	id=g:3214932
Korolije	id=g:3214935
Tomišići	id=g:3214936
Godinjak	id=g:3214937
Orubica	id=g:3214939
Petrići	id=g:3214941
Šuša	id=g:3214944
Tišme	id=g:3214947
Manojlovići	id=g:3214949
Čuke	id=g:3214951
Mrežnica	id=g:3214952
Potok	id=g:3214953
Rebići	id=g:3214955
Živike	id=g:3214956
Šeša	id=g:3214957
Žuljovići	id=g:3214958
Matesko Selo	id=g:3214959
Hrvatini	id=g:3214960
Speharj	id=g:3214961
Stivaca	id=g:3214962
Duga Gora	id=g:3214963
Relići	id=g:3214964
Stanica Donje Dubrave	id=g:3214966
Stanica Tounj	id=g:3214967
Leskur	id=g:3214968
Jelašci	id=g:3214969
Jakšići	id=g:3214970
Priblače	id=g:3214971
Popovići	id=g:3214972
Grubečići	id=g:3214973
Lučica	id=g:3214974
Zabljak	id=g:3214975
Krčenik	id=g:3214979
Ćuk	id=g:3214982
Škorići	id=g:3214983
Radocaj	id=g:3214985
Novo Selo	id=g:3214986
Vukići	id=g:3214988
Račak	id=g:3214990
Frketič	id=g:3214991
Željeznička Stanica Nova Kapela	id=g:3214992
Stanica Gornji Zvečaj	id=g:3214993
Majar	id=g:3214996
Rodbelj	id=g:3214998
Netretić	id=g:3215000
Komorica	id=g:3215002
Željeznička Stanica Dragovci	id=g:3215003
Željeznička Stanica Ratkovica	id=g:3215004
Stelijev	id=g:3215007
Donje Mrzlo Polje	id=g:3215008
Udbinja	id=g:3215010
Pavlovci	id=g:3215011
Mostanje	id=g:3215012
Katun Gračanski	id=g:3215013
Stelijev Stan	id=g:3215014
Čačijin Dolac	id=g:3215015
Bljaići	id=g:3215017
Nunić	id=g:3215018
Petrova Crkva	id=g:3215021
Kordum	id=g:3215024
Banovići	id=g:3215025
Zmirići	id=g:3215026
Donji Buljani	id=g:3215027
Sušini	id=g:3215028
Krešovići	id=g:3215029
Medić	id=g:3215030
Dobrići	id=g:3215031
Uzelac	id=g:3215032
Mrkelnje	id=g:3215033
Miodraž	id=g:3215034
Šapan	id=g:3215036
Stupnički Kuti	id=g:3215037
Bučani	id=g:3215043
Živčić	id=g:3215046
Vuglenica	id=g:3215047
Mala Elsa	id=g:3215048
Orlovac	id=g:3215049
Slavonski Brod	id=g:3215050
Harambašić	id=g:3215052
Veliki Breg	id=g:3215055
Stanica Mrzlo Polje	id=g:3215056
Žeželj	id=g:3215058
Željeznička Stanica Oriovac	id=g:3215059
Končarović	id=g:3215060
Pulići	id=g:3215061
Rumanić	id=g:3215062
Grabovo	id=g:3215063
Lušetići	id=g:3215064
Balać	id=g:3215065
Gornjak	id=g:3215066
Vinčazovići	id=g:3215067
Ovčara	id=g:3215068
Mrdalj	id=g:3215069
Subotići	id=g:3215071
Sinj	id=g:3215072
Jakobovac	id=g:3215073
Vučenkić	id=g:3215075
Klanac	id=g:3215076
Vučkovići	id=g:3215077
Sušci	id=g:3215078
Urukalovići	id=g:3215079
Bukarica	id=g:3215080
Zekanovići	id=g:3215082
Maretići	id=g:3215083
Tonkovac	id=g:3215084
Kabići	id=g:3215086
Mala Utinja	id=g:3215087
Stanica Maja	id=g:3215088
Kučević	id=g:3215089
Brodani	id=g:3215090
Brežani	id=g:3215091
Jojić	id=g:3215093
Stanica Roviška	id=g:3215094
Dolac	id=g:3215095
Jazbac	id=g:3215096
Travice	id=g:3215098
Macure	id=g:3215100
Gornje Mekušje	id=g:3215101
Bogunovići	id=g:3215102
Prndelj	id=g:3215103
Stanica Rečica	id=g:3215104
Bundalo	id=g:3215106
Jabuka	id=g:3215107
Koštice	id=g:3215110
Ivankovići	id=g:3215114
Kurili	id=g:3215115
Stanica Banski Grabovac	id=g:3215117
Kaž	id=g:3215118
Mateši	id=g:3215119
Prekopa	id=g:3215120
Durići	id=g:3215121
Jakovljevići	id=g:3215122
Brezova Glava	id=g:3215123
Trkulje	id=g:3215124
Okić	id=g:3215125
Jovici	id=g:3215126
Penići	id=g:3215128
Orbanići	id=g:3215129
Gljuščići	id=g:3215131
Ispodljut	id=g:3215134
Korešnica	id=g:3215135
Kunćevi	id=g:3215136
Vratečko	id=g:3215142
Grlo Klis	id=g:3215144
Mravinjci	id=g:3215148
Despot	id=g:3215153
Zmištak	id=g:3215154
Drča	id=g:3215158
Subotići	id=g:3215160
Marinoviči	id=g:3215164
Miočinovići	id=g:3215165
Pupovac	id=g:3215167
Mala Gospa	id=g:3215168
Sakić	id=g:3215169
Komazeci	id=g:3215170
Donja Pastuša	id=g:3215174
Kubati	id=g:3215178
Mršići	id=g:3215180
Dmitrovići	id=g:3215184
Dmitrovići	id=g:3215186
Lukići	id=g:3215187
Ušljebrka	id=g:3215188
Kaštel Žegarski	id=g:3215192
Milići	id=g:3215193
Krnjaloža	id=g:3215194
Bogatnik	id=g:3215195
Gagići	id=g:3215197
Donji Kukuruzari	id=g:3215199
Matosovici	id=g:3215204
Drenovača	id=g:3215208
Uzelac	id=g:3215210
Draga	id=g:3215211
Ivaniševića	id=g:3215212
Budanovi	id=g:3215214
Dukići	id=g:3215215
Kaštel Kamblelovac	id=g:3215216
Bolević	id=g:3215217
Biskupovac	id=g:3215218
Podgrade	id=g:3215219
Leskovac	id=g:3215221
Kamešnica Potok	id=g:3215222
Bijelo Brdo	id=g:3215223
Podvornice	id=g:3215225
Calić	id=g:3215226
Dolac	id=g:3215227
Buković	id=g:3215229
Stanica Bačuga	id=g:3215230
Podotavac	id=g:3215231
Fratrović	id=g:3215234
Stanica Hrastovica	id=g:3215235
Žikovići	id=g:3215238
Leskovac	id=g:3215239
Dušić	id=g:3215241
Česko Selo	id=g:3215242
Kalinić	id=g:3215245
Gulić	id=g:3215246
Knez	id=g:3215247
Cupar	id=g:3215250
Pertenjača	id=g:3215251
Alavanja	id=g:3215252
Zagrad	id=g:3215253
Globučak	id=g:3215254
Majstrović	id=g:3215255
Pamići	id=g:3215303
Split	id=g:3215304
Liveli	id=g:3215306
Basinci	id=g:3215307
Miševac	id=g:3215309
Stanica Benkovac	id=g:3215310
Kučići	id=g:3215313
Stifanići	id=g:3215315
Stanica Raštević	id=g:3215317
Voluja	id=g:3215319
Sveti Ivan	id=g:3215320
Ruhci	id=g:3215322
Vérgamási Arok	id=g:3215323
Žaruvnica	id=g:3215324
Zelić	id=g:3215325
Malo Budaševo	id=g:3215326
Kom	id=g:3215327
Voča	id=g:3215328
Dračina	id=g:3215329
Vučjak	id=g:3215330
Alavanja	id=g:3215331
Čoso	id=g:3215332
Vojsek	id=g:3215334
Lakić	id=g:3215335
Vidic	id=g:3215337
Petomavar	id=g:3215338
Vukas	id=g:3215339
Zaglavice	id=g:3215341
Dmiović	id=g:3215342
Radeke	id=g:3215343
Stanica Brđani Krajiski	id=g:3215344
Katuša	id=g:3215345
Brajkovići	id=g:3215346
Podorljak	id=g:3215347
Ležaja	id=g:3215348
Vezac	id=g:3215349
Dograde	id=g:3215350
Dupori	id=g:3215351
Radeka	id=g:3215353
Škropeti	id=g:3215354
Pužile	id=g:3215355
Stanica Majur	id=g:3215357
Gornji Vikići	id=g:3215359
Kneževići	id=g:3215360
Ukići	id=g:3215362
Mrdeže	id=g:3215364
Lončan	id=g:3215365
Čipri	id=g:3215366
Boraja	id=g:3215367
Čipri	id=g:3215369
Selište	id=g:3215370
Veliko Krčevo	id=g:3215372
Culari	id=g:3215374
Nakići	id=g:3215376
Čvrljevo	id=g:3215391
Brnjica	id=g:3215394
Gligići	id=g:3215396
Radakovac	id=g:3215397
Ključ	id=g:3215398
Brajnovići	id=g:3215400
Stanica Hrastovac	id=g:3215402
Gagići	id=g:3215403
Stanica Papići	id=g:3215405
Veselinovići	id=g:3215406
Stanica Staza	id=g:3215408
Visić Radeka	id=g:3215409
Čupići	id=g:3215410
Čupici	id=g:3215412
Donji Vrkići	id=g:3215413
Rakovac	id=g:3215416
Begonje	id=g:3215418
Stanica Živaja	id=g:3215419
Stanica Sunja	id=g:3215422
Malbaša	id=g:3215423
Marčenegla	id=g:3215424
Krivaj Sunjski	id=g:3215425
Vojevodić	id=g:3215426
Kozul	id=g:3215428
Ostojići	id=g:3215429
Viguzico	id=g:3215430
Barušići	id=g:3215431
Opačići	id=g:3215432
Zubčića Stan	id=g:3215433
Dubraja	id=g:3215434
Zupčići	id=g:3215439
Mandić	id=g:3215442
Viduk	id=g:3215445
Butoniga	id=g:3215446
Stanovi Ćuline	id=g:3215447
Novi Erdut	id=g:3215449
Pedić	id=g:3215450
Baraba	id=g:3215451
Opatija	id=g:3215452
Gospić	id=g:3215454
Mirlović-Polje	id=g:3215457
Železnička Stanica Jasenovac	id=g:3215462
Buljet	id=g:3215464
Batori	id=g:3215466
Minkovac	id=g:3215468
Novska	id=g:3215469
Čulina	id=g:3215471
Gaspari	id=g:3215472
Jukići	id=g:3215474
Bezdan	id=g:3215479
Sveta Trojica	id=g:3215480
Brkić	id=g:3215481
Podušje	id=g:3215482
Veliki Bezdan	id=g:3215483
Rastane	id=g:3215484
Čemin	id=g:3215485
Viterinci	id=g:3215486
Zrilić	id=g:3215487
Staro Selo	id=g:3215488
Jošane	id=g:3215490
Moseć	id=g:3215491
Stanica Nadin	id=g:3215492
Križanci	id=g:3215493
Ožakovic	id=g:3215494
Krunići	id=g:3215495
Dubrava	id=g:3215498
Darda	id=g:3215500
Lipovljani	id=g:3215502
Gverići	id=g:3215503
Bezdan	id=g:3215505
Stanica Galovci	id=g:3215509
Cepin	id=g:3215511
Čilasi	id=g:3215512
Gušće Čepinsko	id=g:3215513
Jovanovac Pusta	id=g:3215514
Dujići	id=g:3215515
Lukar	id=g:3215516
Stanica Brijest	id=g:3215517
Suknovci	id=g:3215518
Validžići	id=g:3215519
Ljubotić	id=g:3215520
Grujići	id=g:3215521
Graovci	id=g:3215522
Zvjerinac	id=g:3215523
Rajići	id=g:3215524
Uzdolje	id=g:3215525
Vujatovići	id=g:3215526
Vujakovići	id=g:3215527
Turići	id=g:3215528
Maglovi	id=g:3215529
Urukali	id=g:3215530
Milaši	id=g:3215531
Čitluk	id=g:3215532
Bojane	id=g:3215533
Jovići	id=g:3215534
Živinići	id=g:3215535
Veliko Vukovje	id=g:3215540
Stanica Prkos	id=g:3215541
Batović	id=g:3215542
Marinović	id=g:3215544
Pakracka Poljana	id=g:3215545
Mostar	id=g:3215546
Železnička Stanica Poljana	id=g:3215547
Stanica Škabrnje	id=g:3215548
Sveta Marija	id=g:3215551
Dević	id=g:3215552
Lakić	id=g:3215554
Radeka	id=g:3215555
Uglja	id=g:3215556
Ležaja	id=g:3215557
Selci	id=g:3215558
Donji Rajic	id=g:3215560
Dračan	id=g:3215564
Potkosa	id=g:3215565
Kučerina	id=g:3215566
Dragašov	id=g:3215571
Cerovac	id=g:3215572
Bogdanović	id=g:3215573
Banić	id=g:3215575
Ðurđevo Polje	id=g:3215577
Pozder	id=g:3215579
Ðorđev Dvor	id=g:3215580
Lipik	id=g:3215581
Rošini	id=g:3215582
Kožulj	id=g:3215584
Stanica Pakrac Grad	id=g:3215585
Željeznička Stanica Brezine-Bujavica	id=g:3215587
Sudraž Pusta	id=g:3215588
Brodanci	id=g:3215591
Galinec	id=g:3215596
Sveta Ana	id=g:3215597
Drežnik	id=g:3215598
Podvršlje	id=g:3215600
Goleš Makarska	id=g:3215602
Šagovina-Cernička	id=g:3215604
Stanica Debeljak	id=g:3215605
Marjanski Ivanovci	id=g:3215606
Megić	id=g:3215608
Sukošan	id=g:3215610
Zlošane	id=g:3215611
Bibinje	id=g:3215612
Brezik	id=g:3215613
Stanica Sukošan	id=g:3215615
Sveti Rok	id=g:3215617
Marjianci	id=g:3215620
Lonici	id=g:3215621
Soric	id=g:3215623
Čurković	id=g:3215624
Kapovac	id=g:3215625
