Égalah	id=g:6398012
Gao	id=g:6783554
Agaya	id=g:6783555
Tabouda	id=g:6783556
Kwalo	id=g:6783557
Mékoulaké	id=g:6783558
Zana	id=g:6783559
Tapkin Gendou	id=g:6783560
Dagojé	id=g:6783561
Lama	id=g:6783562
Lama	id=g:6783563
Kourkoum	id=g:6783564
Katta	id=g:6783565
Tapkin Nésam	id=g:6783566
Koloua	id=g:6783567
Tapkin Natta	id=g:6783568
Tapkin Soumaki	id=g:6783569
Soumaki	id=g:6783570
Kouragilké	id=g:6783571
Tapkin Kinoo	id=g:6783572
Yoli	id=g:6783573
Tchlaga	id=g:6783574
Chétali	id=g:6783575
Toumboula	id=g:6783576
Rata Kiabi	id=g:6783577
Sarka	id=g:6783578
Tawey	id=g:6783579
Kounda	id=g:6783580
Jiga	id=g:6783581
Tchala	id=g:6783582
Gésanya	id=g:6783583
Tapkin Saka	id=g:6783584
Kenkélétchi	id=g:6783585
Tapkin Matankali	id=g:6783586
Moutéla	id=g:6783587
Kwènkéli	id=g:6783588
Tapkin Taljé	id=g:6783589
Ténidiri	id=g:6783590
Dangana	id=g:6783591
Kasari	id=g:6783592
Toudou	id=g:6783593
Mayleghi	id=g:6783594
Tapkin Bofa	id=g:6783595
Tapkin Chadamaya	id=g:6783596
Kousou	id=g:6783597
Toullou	id=g:6783598
Maymakaine	id=g:6783599
Yalimé Hamaf	id=g:6783600
Taosé	id=g:6783601
Dan Yaé	id=g:6783602
Maygijé	id=g:6783603
Eroufa	id=g:6783604
Tapkin Kalgo	id=g:6783605
Tapkin Eroufa	id=g:6783606
Korama	id=g:6783607
Enatès	id=g:6783608
Mandotchi	id=g:6783609
Wajé	id=g:6783610
Dogon Tapki	id=g:6783611
Mékangari	id=g:6783612
Tapkin Maraké	id=g:6783613
Madaka Magaji	id=g:6783614
Maraké	id=g:6783615
Yaloa	id=g:6783616
Barakata	id=g:6783617
Bajiji	id=g:6783618
Kabotchi	id=g:6783619
Kasoura	id=g:6783620
Tapkin Ebiyèn	id=g:6783621
Ebiyén	id=g:6783622
Awadata	id=g:6783623
Kantcha	id=g:6783624
Tapkin Tiounkotal	id=g:6783625
Bajiji	id=g:6783626
Kondouton	id=g:6783627
Tapkin Karbiboukar	id=g:6783628
Kwéy	id=g:6783629
Kazana	id=g:6783630
Toudoun Baouchi	id=g:6783631
Bolya	id=g:6783632
Toudoun Gao	id=g:6783633
Balaya	id=g:6783634
Bouzouzou	id=g:6783635
Balaya	id=g:6783636
Dan Tapki	id=g:6783637
Balaya	id=g:6783638
Sadoura	id=g:6783639
Bargagi	id=g:6783640
Dounmé	id=g:6783641
Dounmé	id=g:6783642
Maysoro	id=g:6783643
Bakin Jaki	id=g:6783644
Roudou	id=g:6783645
Doumbougi	id=g:6783646
Tablé	id=g:6783647
Salo	id=g:6783648
Tchéboula	id=g:6783649
Balisa	id=g:6783650
Isakiti	id=g:6783651
Kayoua	id=g:6783652
Adoua	id=g:6783653
Tchèngil	id=g:6783654
Kayoua	id=g:6783655
Bougou	id=g:6783656
Kalaba	id=g:6783657
Outchia	id=g:6783658
Gilimé	id=g:6783659
Chadéké	id=g:6783660
Bangara	id=g:6783661
Majia Kakaré	id=g:6783662
Tapkin Kouroukouchi	id=g:6783663
Toudou	id=g:6783664
Tapkin Waliagé	id=g:6783665
Mousourout	id=g:6783666
Tapkin Tchofatchak	id=g:6783667
Tapkin Balégéich	id=g:6783668
Maitama	id=g:6783669
Tapkin Dawan	id=g:6783670
Dabagi	id=g:6783671
Chagéla	id=g:6783672
Karankabèy	id=g:6783673
Tira	id=g:6783674
Soukoutchi	id=g:6783675
Zatali	id=g:6783676
Tapkin Chadélaka	id=g:6783677
Doutchi Edèl	id=g:6783678
Madjikam	id=g:6783679
Kao Moroundi	id=g:6783680
Toumaram	id=g:6783918
Fongorimaram	id=g:6783919
Dira	id=g:6783920
Katatororam	id=g:6783921
Dyagarémaram	id=g:6783926
Ousmandi	id=g:6783927
May Boukaram	id=g:6783928
Arikoubouram	id=g:6783929
Arikoubouram	id=g:6783930
Faya	id=g:6783931
Keytawa	id=g:6783932
Bourèm Géjiram	id=g:6783935
Wanganga	id=g:6783937
Katyalari	id=g:6783938
Jangamaram	id=g:6783939
Nériram	id=g:6784716
Koyova	id=g:6784725
Goumsoumaram	id=g:6784726
Gadawa	id=g:6784727
Kargoutjima	id=g:6784728
Kargoutjima	id=g:6785052
Doumbouram	id=g:6785053
Korodawa	id=g:6785054
Boulamabwaram	id=g:6785055
Gouléram	id=g:6785056
Boukardi	id=g:6785057
Baboulwa	id=g:6785058
Daba	id=g:6785059
Daba Gana	id=g:6785060
Matalamiram	id=g:6785122
Koublé Maloum Boukar	id=g:6785699
Kangel	id=g:6785702
Bitoa Malam	id=g:6785703
Koutékaya	id=g:6785706
Gel Oumé	id=g:6785708
Chidin Gel	id=g:6785710
Kémiram	id=g:6785713
Boudaram	id=g:6785715
Ngibia	id=g:6785717
Ari Kourougouram	id=g:6785978
Faya	id=g:6785980
Marodi	id=g:6785981
Daoum	id=g:6785982
Madji Kamara	id=g:6785983
Mériram	id=g:6785985
Réréwa	id=g:6785989
Kangara	id=g:6785992
Yanoun Sawarné	id=g:6785994
Djéréréa	id=g:6785996
Dirgya	id=g:6785997
Aba Tilori	id=g:6785998
Kouloram	id=g:6785999
Boulamba	id=g:6786000
Kélakam	id=g:6786001
Forêt Classée de Kélakam	id=g:6786002
Forêt Classée de Lolouné	id=g:6786264
Gibia	id=g:6786273
Tchidi Ngourbaybé	id=g:6786275
Mandawa	id=g:6786276
Kasatchia	id=g:6786278
Adamri	id=g:6786279
Dialdawadi	id=g:6786280
Kalowa	id=g:6786281
Gardaeram	id=g:6786282
Wargaza	id=g:6786283
Wargaza	id=g:6786284
Niwa	id=g:6786285
Malikamiram	id=g:6786286
Damagaram	id=g:6786287
Wando Wadji	id=g:6786486
Katjalari	id=g:6786487
Katjalari	id=g:6786488
Aribourgoumaram	id=g:6786500
Faya	id=g:6786543
Tomiram	id=g:6786544
Bagaléram	id=g:6786545
Baboulwa	id=g:6786546
Saléri	id=g:6786547
Faya	id=g:6786548
Kogwa	id=g:6786549
Gel Ningé	id=g:6786550
Mariri	id=g:6786551
Zangararam	id=g:6786552
Gel Karia	id=g:6786553
May Birin	id=g:6786554
Kangarwa Dalkiri	id=g:6786555
Doumbouram	id=g:6786556
Dyadjiritjoula	id=g:6786557
Mbo	id=g:6786558
Kantadi	id=g:6786559
Komaganam	id=g:6786560
Abdoukakouri	id=g:6786561
Kawararam	id=g:6786562
Damagaram	id=g:6786563
Forêt Classée de Ari Boundéram	id=g:6786564
Ari Boundéram	id=g:6786566
Tyélèmri	id=g:6786775
Djajirmaram	id=g:6786776
Kwi-Kwi Waki	id=g:6786777
Kwi-Kwi Waki Salé	id=g:6786778
Bouléché	id=g:6786779
Dialsaykiré	id=g:6786780
Karamgawa	id=g:6786781
Chaou	id=g:6786782
Gel Amadou	id=g:6786783
Kasatchia Koura	id=g:6786784
Djelhamza	id=g:6786785
Bouladji	id=g:6786786
Giling Giling	id=g:6786787
Lelin Gel	id=g:6786807
Bogwaji	id=g:6786808
Adibeji	id=g:6786809
Gadya	id=g:6786810
Boudwa	id=g:6786811
Ganbatouram	id=g:6786812
Gatkam Boula	id=g:6786813
Gatroumboulèy	id=g:6786814
Forêt Classée de Tamsougwa	id=g:6786815
Tamdwa	id=g:6786820
Awalidi	id=g:6786821
Gimbari	id=g:6786822
Ngourwa	id=g:6786823
Mbotjoulo	id=g:6786824
Forêt Classée de Mbo	id=g:6786825
Matoram	id=g:6786826
Kiméram	id=g:6786827
Talbari	id=g:6786828
Lawandi	id=g:6786829
Koulo Ngibia	id=g:6786830
Isoubari	id=g:6786838
Tatoukoutou	id=g:6786839
Alamaram	id=g:6786840
Bougdouma	id=g:6786841
Kelkéli	id=g:6786846
Arisinédi	id=g:6786847
Worio	id=g:6786866
Rahad Diarom	id=g:6786936
Ardo Mani	id=g:6786940
Wéou Korogom	id=g:6786972
Koutou Wango	id=g:6786973
Kina Kayawa	id=g:6786974
Boula Koura	id=g:6786975
Ngoudo Boulam	id=g:6786976
Kirtchouma	id=g:6786977
Mélenga	id=g:6786978
Toubori	id=g:6786979
Dendalam	id=g:6786980
Gouméri	id=g:6786981
Allamourdé	id=g:6786982
Dakéni Koani	id=g:6786983
Al Kamba	id=g:6786984
Narkala	id=g:6786985
Noma	id=g:6786986
Nguel Birma	id=g:6786987
Njolahé	id=g:6786988
Djaringo	id=g:6786989
Ouniaré	id=g:6786990
Nguél Mouchi	id=g:6786991
Kédoua	id=g:6786992
Léguem	id=g:6786993
Loel	id=g:6786994
Léguémi	id=g:6786995
Dabawa	id=g:6786996
Foulatéri	id=g:6786997
Kaya	id=g:6786998
Ndalgué	id=g:6786999
Douane	id=g:6787000
Mayembou	id=g:6787001
Dilo	id=g:6787002
Kla Koumagané	id=g:6787003
Ngortogol	id=g:6787004
Boula Boul Ngayati	id=g:6787005
Garou	id=g:6787006
Njitchimba	id=g:6787007
Banaka	id=g:6787008
Djel Kandjar	id=g:6787009
Gabouro	id=g:6787010
Alo	id=g:6787011
Ngoulkada	id=g:6787012
Chaoua	id=g:6787013
Dontey	id=g:6787014
Tolla	id=g:6787015
Maydaji	id=g:6787016
Koro Kimbari	id=g:6787017
Awayi Soundi	id=g:6787018
Tassay	id=g:6787019
Sarafada	id=g:6787020
Béla Moussoki	id=g:6787021
Quilinga	id=g:6787022
Youlom	id=g:6787023
Latari	id=g:6787024
Kélézézira	id=g:6787025
Mandara Tassirma	id=g:6787026
Mandara Kogouram	id=g:6787027
Dougoulou	id=g:6787028
Ari Ouilinga	id=g:6787029
Lari	id=g:6787030
Kournakam Garia	id=g:6787031
Koulouma	id=g:6787032
Yara	id=g:6787033
Djara Djawa	id=g:6787034
Kimé Gana	id=g:6787035
Ngalaram	id=g:6787036
Mandara Gana	id=g:6787037
Bafoléa	id=g:6787038
Gadoumari	id=g:6787039
Kanou Ngourbou	id=g:6787040
Fiéfia Ngalandam	id=g:6787041
Kangara Tchoukou	id=g:6787042
Layram	id=g:6787043
Kangara Koura	id=g:6787044
Kangara Bouldoudjolom	id=g:6787045
Kaji Jiwa	id=g:6787046
Nguer Horé	id=g:6787047
Kélinga	id=g:6787048
Kobo Zaguer Nga	id=g:6787049
Kélinga	id=g:6787050
Yokoada	id=g:6787051
Betinga	id=g:6787052
Mélenga	id=g:6787053
Servidinga	id=g:6787054
Tal	id=g:6787055
Konaoul	id=g:6787056
Fandadane	id=g:6787057
Alali	id=g:6787058
Deya	id=g:6787059
Tamani Endé	id=g:6787060
Kourtiouma	id=g:6787061
Kangouri	id=g:6787062
Boulati	id=g:6787063
Ngoroa	id=g:6787064
Tchingoa	id=g:6787065
Danéwané	id=g:6787066
Tchassala	id=g:6787067
Boula Kakadi	id=g:6787068
Tchassala	id=g:6787069
Ngarana	id=g:6787070
Maday	id=g:6787071
Fiéboula	id=g:6787072
Mari	id=g:6787073
Bouldoua	id=g:6787074
Koursiga	id=g:6787075
Fiéfia	id=g:6787076
Karam	id=g:6787077
Ngarana	id=g:6787078
Ngria	id=g:6787079
Kourtiouma	id=g:6787080
Fourtia Yasko	id=g:6787081
Maizenga	id=g:6787082
Ouromi	id=g:6787083
Alatringa	id=g:6787084
Bourbouroua	id=g:6787085
Dourgoulé	id=g:6787086
Félatari	id=g:6787087
Mahaninga	id=g:6787088
Bourbouroua	id=g:6787089
Barkanga	id=g:6787090
Kountoganaï	id=g:6787091
Aska	id=g:6787092
Molo Sanidinga	id=g:6787093
Bourlédinga	id=g:6787094
Loninga	id=g:6787095
Érébi	id=g:6787096
Téfi Aguerna	id=g:6787097
Allah Djama	id=g:6787098
Djadinga	id=g:6787099
Taherna	id=g:6787100
Aroumi	id=g:6787101
Sédigué	id=g:6787102
Fiénouna	id=g:6787103
Baram-Dowi	id=g:6787104
Kasoulwa	id=g:6787301
Kasoulwa	id=g:6787302
Fourdia	id=g:6787303
Fourdia	id=g:6787304
Lawadi	id=g:6787305
Langanari	id=g:6787306
Mélédi	id=g:6787307
Tjidjari	id=g:6787308
Gindya	id=g:6787309
Kadéri	id=g:6787310
Tyébalam	id=g:6787311
Boulouswa	id=g:6787312
Kalakalamaram	id=g:6787313
Kabasia	id=g:6787314
Kiméram Malam	id=g:6787315
Landori	id=g:6787316
Dogoram	id=g:6787317
Garin Toudou	id=g:6787359
Mandawa	id=g:6787360
Ardo	id=g:6787361
Karakanouzwi	id=g:6787362
Boukourmaram	id=g:6787363
Goundouram	id=g:6787364
Gel Baydo	id=g:6787365
Gol Gel Hédji	id=g:6787366
Gel Bélbéla	id=g:6787367
Kourfiho	id=g:6787368
Gel Eji	id=g:6787369
Golgorka	id=g:6787370
Gabalé	id=g:6787371
Kirikeldyou	id=g:6787372
Fouko	id=g:6787373
Foukwel	id=g:6787374
Gilam Namani	id=g:6787375
Gel Chaoundi	id=g:6787376
Karoumiram	id=g:6787377
Ngoriani	id=g:6787378
Kourdoumous	id=g:6787379
Médjélou	id=g:6787380
Dadimata	id=g:6787381
Kasatchia	id=g:6787382
Bouroum Bouroum	id=g:6787383
Karagou	id=g:6787384
Galabadji	id=g:6787385
Golbougou	id=g:6787386
Toumboulam	id=g:6787387
Fanamiram	id=g:6787470
Tchagamari	id=g:6787625
Gadjiram	id=g:6787629
Yawali	id=g:6787630
Myémya	id=g:6787631
Mayléaram	id=g:6787632
Ganoumiram	id=g:6787633
Araka	id=g:6787634
Karawlawa	id=g:6787635
Kournadi	id=g:6787636
Zoumbouloumaram	id=g:6787637
Abakouraram	id=g:6787639
Nira	id=g:6787641
Zénamiram	id=g:6787643
Mandawa	id=g:6787644
Moudouram	id=g:6787645
Kolol	id=g:6787646
Forêt Classée de Kolol	id=g:6787647
Kangalékédji	id=g:6787648
Kadjélé	id=g:6787649
Kanouram	id=g:6787650
Gel Barouma	id=g:6787651
Boari	id=g:6787652
Gakoté	id=g:6787653
Bidal	id=g:6787654
Chilou Gel	id=g:6787655
Karagou	id=g:6787656
Barambito	id=g:6787658
Gazwiré	id=g:6787659
Kiméri	id=g:6790723
Dilaram	id=g:6790725
Kakarawa	id=g:6790726
Aysabouni	id=g:6790727
Karadjiri	id=g:6790728
Gourdya	id=g:6791138
Kadjeleram	id=g:6791139
Gamagamaram	id=g:6791140
Saléram	id=g:6791141
Chondoram	id=g:6791143
Kadjigawa	id=g:6791144
Mousaram	id=g:6791145
Yébibito	id=g:6791146
Ganoram	id=g:6791147
Goudéram	id=g:6791148
Roboji	id=g:6791149
Boukardi	id=g:6791150
Tjitjilam	id=g:6791151
Bonzoro	id=g:6791154
Fadji Ganaram	id=g:6791155
Bousèyram	id=g:6791163
Diongomari	id=g:6791167
Kouble	id=g:6791168
Sisia	id=g:6791169
Faya	id=g:6791170
Aligoudoram	id=g:6791171
Aligoudoram	id=g:6791172
Féram	id=g:6791173
Maroumadi	id=g:6791174
Faya	id=g:6791175
Goudyoubélaga	id=g:6791176
Baboula	id=g:6791177
Dangwaram	id=g:6791178
Gongourasa	id=g:6791179
Gidjiga	id=g:6791180
Wagiri	id=g:6791181
Afounoram	id=g:6791184
Lawan Adjiri	id=g:6791186
Faya Gabia	id=g:6791187
Bitoa Naram	id=g:6791188
Bitoa	id=g:6791189
Karagou	id=g:6791190
Kamoutata	id=g:6791191
Gamdwa	id=g:6791192
Bandéri	id=g:6791193
Gamgawa	id=g:6791194
Idrisaram	id=g:6791195
Matiouram	id=g:6791200
Tangaria	id=g:6791201
Kiriwa	id=g:6791202
Koa	id=g:6791203
Boulouswa	id=g:6791204
Baboulwa	id=g:6791205
Fougouraram	id=g:6791206
Gouskou	id=g:6791207
Dabou Kalek	id=g:6791208
Farga	id=g:6791209
Forêt Classée de Mounouk	id=g:6791210
Babawa	id=g:6791212
Sagadou	id=g:6791213
Boudouma	id=g:6791214
Diémoram	id=g:6791215
Toumbalam	id=g:6791216
Chanikol	id=g:6791217
Kadjélé	id=g:6791218
Chamali	id=g:6791219
Gel Bayli	id=g:6791220
Abdouram	id=g:6791221
Korofouranam	id=g:6791222
Chaoundiram	id=g:6791225
Tamsoukwa	id=g:6791228
Tamsoukwa	id=g:6791229
Falgwa	id=g:6791230
Tjirawa	id=g:6791231
Kolol	id=g:6791232
Djida	id=g:6791233
Djeldanda	id=g:6791555
Argadou	id=g:6791556
Koldadou	id=g:6792348
Gel Elchefou	id=g:6792349
Doumba	id=g:6792350
Koumoursou	id=g:6792351
Gagosom	id=g:6792352
Koloram	id=g:6792354
Mouniram	id=g:6792355
Ngariani	id=g:6792356
Gel Lamido	id=g:6792771
Ngorgana	id=g:6792772
Ngitchoum	id=g:6792773
Kangarwa	id=g:6792775
Toubouram	id=g:6792777
Maréni	id=g:6792779
Marombali	id=g:6792780
Maroumaram	id=g:6792781
Charaouda	id=g:6792782
Gouskou	id=g:6792784
Foraram	id=g:6792785
Birinoum Bourgi	id=g:6792803
Boula Bérin	id=g:6792807
Sankorom	id=g:6792873
Dasorom	id=g:6792874
Tamsougwa	id=g:6792875
Boulangou	id=g:6792876
Touboram	id=g:6792877
Gadjilabi	id=g:6792886
Baderi	id=g:6792887
Tjoromadi	id=g:6792888
Madougounari	id=g:6792889
Meskindi	id=g:6792890
Mélékondoram	id=g:6792891
Lanom	id=g:6792892
Mayaram	id=g:6792893
Birandi	id=g:6792894
Nahi	id=g:6792895
Dounamari	id=g:6792896
Karikasanba	id=g:6792897
Faya	id=g:6792898
Kil	id=g:6792899
Forsali	id=g:6792900
Djabalam	id=g:6792901
Djabalam Gousou	id=g:6792902
Tyololo	id=g:6792903
Djigendemi	id=g:6792904
Marouma Giriram	id=g:6792905
Garin Gariram	id=g:6792906
Ajidogori	id=g:6792907
Kotorogo	id=g:6792908
Baydori	id=g:6792909
Ambouram	id=g:6792910
Bamaram	id=g:6792911
Garin el Hadji Ouana	id=g:6803629
Garin Abdoussouni	id=g:6803630
Torosso	id=g:6803631
Daodari	id=g:6803632
Dachiri	id=g:6803633
Kilaloum	id=g:6803634
Léla Bourkou	id=g:6803635
Issakou	id=g:6803636
Atchi Lafia Krila	id=g:6803637
Amséda	id=g:6803638
Tchilédji	id=g:6803639
Laba	id=g:6803640
Zanguiri	id=g:6803641
Ouhoum Gabènza	id=g:6803642
Garin Mala	id=g:6803643
Dimagh	id=g:6803644
Dagradi	id=g:6803645
Kangouari	id=g:6803646
Barmadi	id=g:6803647
Nguèl	id=g:6803648
Mata	id=g:6803649
Goboro	id=g:6803650
Garin Matchéri	id=g:6803651
Mèla	id=g:6803652
Lassiri	id=g:6803653
Gamouga	id=g:6803654
Tapkin Léla	id=g:6803655
Kouroumtcha	id=g:6803656
Didioum	id=g:6803657
Kabioua	id=g:6803658
Ainou Ouakiri	id=g:6803659
Atchi Lafia	id=g:6803660
Maya	id=g:6803661
Malam Barmari	id=g:6803662
Mahalin	id=g:6803663
Aymabaho	id=g:6803664
Baki Maram	id=g:6803665
Tajaé	id=g:6803666
Korofa	id=g:6803667
Chénia	id=g:6803668
Kangaroua	id=g:6803669
Garin Toudou	id=g:6803670
Lifilamérom	id=g:6803671
Délli	id=g:6803672
Naroua	id=g:6803673
Ahouri	id=g:6803674
Magaria	id=g:6803675
Ngoloumala	id=g:6803676
Kakoméri	id=g:6803677
Rigakoulahié	id=g:6803678
Guérou	id=g:6803679
Alimi	id=g:6803680
Mogouroua	id=g:6803681
Kagoudékou	id=g:6803682
Tchidini	id=g:6803683
Kalégoudou	id=g:6803684
Boundiri	id=g:6803685
Kao Maya	id=g:6803686
Kaki Barama	id=g:6803687
Korèn Méroua	id=g:6803688
Garin Léko	id=g:6803689
Chénia	id=g:6803690
Sinoussi	id=g:6803691
Yachi Ama	id=g:6803692
Alimou	id=g:6803693
Koudoua	id=g:6803694
Zoémi	id=g:6803695
Galdoméri	id=g:6803696
Didiri	id=g:6803697
Daoua Djaoura	id=g:6803698
Boundiri	id=g:6803699
Daganou Takabas	id=g:6803700
Maraoussa	id=g:6803701
Zangon Mbarka	id=g:6803702
Yakoua	id=g:6803703
Dodori	id=g:6803704
Kazèymari	id=g:6803705
Doun Mouchi	id=g:6803706
Garin Alazèye	id=g:6803707
Kaki Sara	id=g:6803708
Mazourou	id=g:6803709
Atsafa	id=g:6803710
Daganou	id=g:6803711
Dakarou	id=g:6803712
Djina	id=g:6803713
Maye Dachi	id=g:6803714
Ganassou	id=g:6803715
Karèmboa	id=g:6803716
Paya	id=g:6803717
Ngoua Dania	id=g:6803718
Yalaoua	id=g:6803719
Kangaléri	id=g:6803720
Kirla	id=g:6803721
Mala Abdouri	id=g:6803722
Garin Maye Sèrdi	id=g:6803723
Karfé	id=g:6803724
Mada	id=g:6803725
Délam	id=g:6803726
Baboul	id=g:6803727
Maye Doundou	id=g:6803728
Kol Kol	id=g:6803729
Karfa	id=g:6803730
Médjiga	id=g:6803731
Koutou Goudouskou	id=g:6803732
Ouarèk	id=g:6803733
Daratcham	id=g:6803734
Dalari	id=g:6803735
Chouri	id=g:6803736
Briji	id=g:6803737
Bougoum	id=g:6803738
Takassaba	id=g:6803739
Maoura	id=g:6803740
Argo Mégao	id=g:6803741
Paya	id=g:6803742
Gao	id=g:6803743
Tajaé	id=g:6803744
Kangaléri	id=g:6803745
Lolo	id=g:6803746
Iba	id=g:6803747
Guidik	id=g:6803748
Kol Kol	id=g:6803749
Karfa	id=g:6803750
Gali Mahama	id=g:6803751
Didiri	id=g:6803752
Garin Kala	id=g:6803753
Kandi Aoussa	id=g:6803754
Aponori	id=g:6803755
Konkongari	id=g:6803756
Limandi	id=g:6803757
Briji	id=g:6803758
Sabon Roua	id=g:6803759
Télémida	id=g:6803760
Dan Mja	id=g:6803761
Yachi Kama	id=g:6803762
Ouamé Balamari	id=g:6803763
Boubouté	id=g:6803764
Médjiga	id=g:6803765
Boutkra	id=g:6803766
Foudi Kakènka	id=g:6803767
Alabada	id=g:6803768
Kafa	id=g:6803769
Brandi	id=g:6803770
Zernouski	id=g:6803771
Milori	id=g:6803772
Kouka	id=g:6803773
Maye Odo	id=g:6803774
Raffa	id=g:6803775
Garin Chaya	id=g:6803776
Lèska	id=g:6803777
Dalada	id=g:6803778
Toudoun Ouada	id=g:6803779
Guida Adamou	id=g:6803780
Doutchi Ouamé	id=g:6803781
Aourna	id=g:6803782
Garin Malalassam	id=g:6803783
Foua	id=g:6803784
Goukar	id=g:6803785
Goukar	id=g:6803786
Gondamé	id=g:6803787
Tirmou	id=g:6803788
Lolo	id=g:6803789
Garin Baki	id=g:6803790
Falama	id=g:6803791
Bolokotchini	id=g:6803792
Toudoun Goal	id=g:6803793
Goussoukour	id=g:6803794
Tsamiram	id=g:6803795
Toudoun Gada	id=g:6803796
Falama	id=g:6803797
Karakpati	id=g:6803798
Dollam	id=g:6803799
Alama	id=g:6803800
Bayinaka	id=g:6803801
Zourou	id=g:6803802
Goukar	id=g:6803803
Konkomé	id=g:6803804
Gabagaoua	id=g:6803805
Fafadi	id=g:6803806
Bazidi	id=g:6803807
Kafouli	id=g:6803808
Abzounaoua	id=g:6803809
Zagoré	id=g:6803810
Dambayna	id=g:6803811
Bokata	id=g:6803812
Bourizi	id=g:6803813
Garki	id=g:6803814
Galéram	id=g:6803815
Yayari	id=g:6803816
Riga	id=g:6803817
Bokata	id=g:6803818
Magomi	id=g:6803819
Dergaza	id=g:6803820
Marassaké	id=g:6803821
Alaouni	id=g:6803822
Mosso Mosso	id=g:6803823
Alaouni	id=g:6803824
Targadi	id=g:6803825
Banzari	id=g:6803826
Zéno	id=g:6803827
Gomba	id=g:6803828
Méhanoye	id=g:6803829
Fagué	id=g:6803830
Kania	id=g:6803831
Gourdjia	id=g:6803832
Maye Saki	id=g:6803833
Babankori	id=g:6803834
Kourssadi	id=g:6803835
Krissonoma	id=g:6803836
Kouzotori	id=g:6803837
Karakpati	id=g:6803838
Ididougouri	id=g:6803839
Tchérénaoua	id=g:6803840
Méko	id=g:6803841
Lékori	id=g:6803842
Zéno	id=g:6803843
Kania	id=g:6803844
Poulatari	id=g:6803845
Agouma	id=g:6803846
Soumounti	id=g:6803847
Kaloula	id=g:6803848
Ouakatani	id=g:6803849
Baza	id=g:6803850
Kariakaya	id=g:6803851
Komandou	id=g:6803852
Zélama	id=g:6803853
Alim Sap-Maye Sapsap	id=g:6803854
Garin El Hadji Mamani	id=g:6803855
Baroudi	id=g:6803856
Tamalkarouna	id=g:6803857
Daoukalam	id=g:6803858
Komandou	id=g:6803859
Goubdi	id=g:6803860
Dagradi	id=g:6803861
Jajiri	id=g:6803862
Patéram	id=g:6803863
Forêt classée de Toufafiram Ouest	id=g:6803864
Guéri Madi	id=g:6803865
Jékadafarimka	id=g:6803866
Jaogari	id=g:6803867
Toudoun Guidékou	id=g:6803868
Sara	id=g:6803869
Gourabirin	id=g:6803870
Gaptori	id=g:6803871
Rahin Zomo	id=g:6803872
Garin Tchoulo	id=g:6803873
Kara	id=g:6803874
Boussari	id=g:6803875
Maye Méni	id=g:6803876
Forêt classée de Toufafiram Est	id=g:6803877
Marsouta	id=g:6803878
Boulboula	id=g:6803879
Baza	id=g:6803880
Yagassèyo	id=g:6803881
Tagazami	id=g:6803882
Kouptchari	id=g:6803883
Dodori	id=g:6803884
Kagouari	id=g:6803885
Toudoun Kando	id=g:6803886
Dalaguina	id=g:6803887
Boulabérin	id=g:6803888
Sodir	id=g:6803889
Bassao	id=g:6803890
Goayak	id=g:6803891
Naroua	id=g:6803892
Kolkodé	id=g:6803893
Dahamata	id=g:6803894
Garin Kailou	id=g:6803895
Garin Mala	id=g:6803896
Zour	id=g:6803897
Guéza	id=g:6803898
Salléri	id=g:6803899
Kongalam	id=g:6803900
Abaga	id=g:6803901
Guida Moussa	id=g:6803902
Moské	id=g:6803903
Gongoboul	id=g:6803904
Garin Djibokana	id=g:6803905
Kaki Barama	id=g:6803906
Bariki	id=g:6803907
Bouladideuram	id=g:6803908
Dideuram	id=g:6803909
Dakora	id=g:6803910
Toudoun Maye Zaboua	id=g:6803911
Kaye Gamdi	id=g:6803912
Gama	id=g:6803913
Bournodi	id=g:6803914
Nguèl Kassa	id=g:6803915
Douboula	id=g:6803916
Korèn Timnia	id=g:6803917
Dakora	id=g:6803918
Zabani	id=g:6803919
Aouza	id=g:6803920
Toudoun Matchinkaye	id=g:6803921
Bangari	id=g:6803922
Kaoubrous	id=g:6803923
Gassari	id=g:6803924
Tchouroka	id=g:6803925
Gachik	id=g:6803926
Dan Gouadola	id=g:6803927
Nagani	id=g:6803928
Taragamadi	id=g:6803929
Bérèt	id=g:6803930
Yani Saouarni	id=g:6803931
Santché	id=g:6803932
Sara	id=g:6803933
Fourourou	id=g:6803934
Tiro	id=g:6803935
Targa	id=g:6803936
Farin Toudoun Garin Alla	id=g:6803937
Garin Karo	id=g:6803938
Karkano	id=g:6803939
Goska	id=g:6803940
Gao	id=g:6803941
Tossa	id=g:6803942
Toudoun Maye Dakora	id=g:6803943
Kabi	id=g:6803944
Tatoliram	id=g:6803945
Maye Dania	id=g:6803946
Farin Toudoun Dambouzou	id=g:6803947
Goubda	id=g:6803948
Gassagaya	id=g:6803949
Garin Barama	id=g:6803950
Kasséria	id=g:6803951
Karassani	id=g:6803952
Tchin Tchar	id=g:6803953
Garin Toudoun Maye Dania	id=g:6803954
Dènjia	id=g:6803955
Farin Toudoun Kontapo	id=g:6803956
Kachatcham	id=g:6803957
Maye Kalgo	id=g:6803958
Guélam	id=g:6803959
Guélam Bouzouri	id=g:6803960
Gadébé	id=g:6803961
Toubchari	id=g:6803962
Chadila	id=g:6803963
Kouafché	id=g:6803964
Chafadadé	id=g:6803965
Alalèm Bandagoua	id=g:6803966
Bita	id=g:6803967
Gadébé	id=g:6803968
