Beji	id=g:6388519
Desa Panguragan Wetan	id=g:6396524
Desa Gujeg	id=g:6396525
Desa Kreyo	id=g:6396526
Desa Bakung Lor	id=g:6396527
Desa Bakung Kidul	id=g:6396528
Desa Pangkalan	id=g:6396529
Desa Danamulya	id=g:6396530
Desa Orimalang	id=g:6396531
Ci Kembang	id=g:6396532
Desa Bojong Wetan	id=g:6396533
Desa Bojong Lor	id=g:6396534
Desa Bangodua	id=g:6396535
Desa Jemaras Lor	id=g:6396536
Desa Bulak	id=g:6396537
Desa Sende	id=g:6396538
Desa Jemaras Kidul	id=g:6396539
Desa Cengkuang	id=g:6396540
Desa Pekantingan	id=g:6396541
Desa Pesangrahan	id=g:6396542
Desa Kedungsana	id=g:6396543
Desa Wangunharja	id=g:6396544
Desa Karangasem	id=g:6396545
Desa Kebarepan	id=g:6396546
Desa Tegalsari	id=g:6396547
Desa Lungbenda	id=g:6396548
Desa Tegalkarang	id=g:6396549
Desa Winong	id=g:6396550
Desa Kempek	id=g:6396551
Desa Geyongan	id=g:6396552
Desa Beringin	id=g:6396553
Desa Gintung Kidul	id=g:6396554
Desa Gintungranjeng	id=g:6396555
Desa Galagamba	id=g:6396556
Desa Ciwaringin	id=g:6396557
Desa Kedungbunder	id=g:6396558
Desa Gempol	id=g:6396559
Desa Palimanan Barat	id=g:6396560
Desa Pegagan	id=g:6396561
Desa Palimanan Timur	id=g:6396562
Desa Klangenan	id=g:6396563
Desa Ciawi	id=g:6396564
Desa Danawinangun	id=g:6396565
Desa Serang	id=g:6396566
Desa Sitiwinangun	id=g:6396567
Desa Jamblang	id=g:6396568
Desa Sukagengan Lor	id=g:6396569
Desa Purbawinangun	id=g:6396570
Desa Marikangen	id=g:6396571
Desa Karangmulya	id=g:6396572
Desa Gombang	id=g:6396573
Desa Panembahan	id=g:6396574
Desa Tegalwangi	id=g:6396575
Resmadi	id=g:6396576
Desa Megucilik	id=g:6396577
Desa Bode Lor	id=g:6396578
Desa Kertasari	id=g:6396579
Desa Karangsari	id=g:6396580
Desa Pamijahan	id=g:6396581
Desa Lurah	id=g:6396582
Desa Kasugengan Kidul	id=g:6396583
Desa Keduanan	id=g:6396584
Desa Waruroyom	id=g:6396585
Desa Beberan	id=g:6396586
Desa Depok	id=g:6396587
Desa Semplo	id=g:6396588
Desa Panongan	id=g:6396589
Desa Balerante	id=g:6396590
Desa Cilukrak	id=g:6396591
Desa Cikeusal	id=g:6396592
Desa Cupang	id=g:6396593
Desa Kadongdong Kidul	id=g:6396594
Desa Kepuh	id=g:6396595
Gintung	id=g:6396596
Desa Warugede	id=g:6396597
Desa Warujaya	id=g:6396598
Desa Warukawung	id=g:6396599
Desa Getasan	id=g:6396600
Desa Kejuden	id=g:6396601
Desa Karangwangi	id=g:6396602
Desa Cempaka	id=g:6396603
Desa Pasalakan	id=g:6396604
Desa Kaliwadas	id=g:6396605
Desa Watubelah	id=g:6396606
Desa Slangit	id=g:6396607
Desa Plumbon	id=g:6396608
Desa Bodesari	id=g:6396609
Kali Plumbangan	id=g:6396610
Majasri	id=g:6396611
Majasrianyar	id=g:6396612
Kawung	id=g:6396613
Rembes	id=g:6396614
Kebonkelapa	id=g:6396615
Kigodong	id=g:6396616
Kali Pudak	id=g:6396617
Loh	id=g:6396618
Karanganyar	id=g:6396619
Blok Satu	id=g:6396620
Blok Tiga	id=g:6396621
Blok Empat	id=g:6396622
Blok Dua	id=g:6396623
Blok Lima	id=g:6396624
Ci Talung	id=g:6396625
Kali Wates	id=g:6396626
Sidomulyo	id=g:6396627
Pagertoya	id=g:6396628
Jatiwaluya	id=g:6396629
Saluran Gujeg	id=g:6396630
Blok Dua	id=g:6396631
Blok Tiga	id=g:6396632
Blok Empat	id=g:6396633
Blok Satu	id=g:6396634
Kalianyar	id=g:6396635
Blokkavling	id=g:6396636
Kecamatan Arjawinangun	id=g:6396637
Saluran Arjawinangun	id=g:6396638
Kebonpring Lor	id=g:6396639
Arjawinangunpermai	id=g:6396640
Kebonpring Kidul	id=g:6396641
Marageni	id=g:6396642
Karanganyar	id=g:6396643
Garji	id=g:6396644
Luwungireng	id=g:6396645
Gegunung	id=g:6396646
Perusahaan umum Lemahduwur	id=g:6396647
Posong	id=g:6396648
Junjang	id=g:6396649
Blokkavling	id=g:6396650
Karangdawa	id=g:6396651
Hajidurahim	id=g:6396652
Sastra	id=g:6396653
Hajisidik	id=g:6396654
Mayor	id=g:6396655
Karti	id=g:6396656
Kali Sibanteng	id=g:6396657
Jatisura	id=g:6396658
Jatimulya	id=g:6396659
Sidapurna	id=g:6396660
Gempol	id=g:6396661
Kecamatan Klangenan	id=g:6396662
Sladolor	id=g:6396663
Karanganyar	id=g:6396664
Slangit	id=g:6396665
Bulaksangit	id=g:6396666
Junjang Wetan	id=g:6396667
Jenun	id=g:6396668
Balong	id=g:6396669
Majasem	id=g:6396670
Kidas	id=g:6396671
Kebonturi	id=g:6396672
Pondok	id=g:6396673
Tanjakan	id=g:6396674
Blok Kebonturi	id=g:6396675
Saluran Kedongdong	id=g:6396676
Kaliwetan	id=g:6396677
Wiyong Wetan	id=g:6396678
Gintung Kidul	id=g:6396679
Bentuk Kulon	id=g:6396680
Gintung Tengah	id=g:6396681
Bentuk Kidul	id=g:6396682
Sumurbata	id=g:6396683
Bentuk Lor	id=g:6396684
Bentuk Wetan	id=g:6396685
Kroya	id=g:6396686
Pesantren	id=g:6396687
Dusun Tiga	id=g:6396688
Dusun Satu	id=g:6396689
Dusun Dua	id=g:6396690
Sirnabaya	id=g:6396691
Tagog	id=g:6396692
Bulak	id=g:6396693
Wijen	id=g:6396694
Sende	id=g:6396695
Karanganyar	id=g:6396696
Dusun Dua	id=g:6396697
Dusun Satu	id=g:6396698
Ci Kadu	id=g:6396699
Salembitan	id=g:6396700
Pangkalan Timur	id=g:6396701
Saluran Bojong Satu	id=g:6396702
Sinten	id=g:6396703
Saluran Bojong Dua	id=g:6396704
Sidingklik	id=g:6396705
Simentang	id=g:6396706
Sawit	id=g:6396707
Buntalan	id=g:6396708
Karanganyar	id=g:6396709
Saluran Bojong	id=g:6396710
Cabrik	id=g:6396711
Orimalang	id=g:6396712
Dusun Dua	id=g:6396713
Blok Satu	id=g:6396714
Dusun Satu	id=g:6396715
Bangoduaduku	id=g:6396716
Sladoduku	id=g:6396717
Karangdalem	id=g:6396718
Sikecik	id=g:6396719
Karangtengah	id=g:6396720
Kedungupit	id=g:6396721
Winong Utara	id=g:6396722
Dusun Empat	id=g:6396723
Ci Karanti	id=g:6396724
Rancabolang	id=g:6396725
Tungkul Wetan	id=g:6396726
Tungkul	id=g:6396727
Tengah	id=g:6396728
Jalanlori	id=g:6396729
Sigelap	id=g:6396730
Ranjeng	id=g:6396731
Ci Kuya	id=g:6396732
Nagrog	id=g:6396733
Galagamba	id=g:6396734
Kecamatan Ciwaringin	id=g:6396735
Karanganyar Selatan	id=g:6396736
Gedugan	id=g:6396737
Larapenganten	id=g:6396738
Kali Caplek	id=g:6396739
Winong Tengah	id=g:6396740
Karanganyar Utara	id=g:6396741
Winongusar	id=g:6396742
Lumalang	id=g:6396743
Setu	id=g:6396744
Jemaras Dua	id=g:6396745
Jemaras Tiga	id=g:6396746
Penjalinan	id=g:6396747
Jelemut	id=g:6396748
Karangasem	id=g:6396749
Karangjambe	id=g:6396750
Blok Tiga	id=g:6396751
Blok Dua	id=g:6396752
Limbanganbabakan	id=g:6396753
Imba	id=g:6396754
Kriyan	id=g:6396755
Jagawana	id=g:6396756
Soka	id=g:6396757
Kali Pulasaren	id=g:6396758
Karanganyar	id=g:6396759
Kisen	id=g:6396760
Jopak	id=g:6396761
Wadas Ilir	id=g:6396762
Kedungsana	id=g:6396763
Pesanggrahan	id=g:6396764
Karanganyar Wetan	id=g:6396765
Bonjot	id=g:6396766
Karanganyar Kulon	id=g:6396767
Limbangandesa	id=g:6396768
Kertayasa	id=g:6396769
Karangjambe Kidul	id=g:6396770
Sitekek	id=g:6396771
Samunan	id=g:6396772
Kajengan Lor	id=g:6396773
Jemaras Satu	id=g:6396774
Cengkuang	id=g:6396775
Kilanjar	id=g:6396776
Kedondong	id=g:6396777
Lungbenda	id=g:6396778
Tegalkarang	id=g:6396779
Penangisan	id=g:6396780
Saluran Gombang	id=g:6396781
Dukumire	id=g:6396782
Kebongedang	id=g:6396783
Kisobur	id=g:6396784
Cikaranti	id=g:6396785
Pesantren	id=g:6396786
Kebunpring	id=g:6396787
Pasuketan	id=g:6396788
Pejaganasem	id=g:6396789
Karangbaru	id=g:6396790
Penawuan	id=g:6396791
Kedungdringo	id=g:6396792
Kempek	id=g:6396793
Kali Wadas	id=g:6396794
Pegagan Utara	id=g:6396795
Ci Buluh	id=g:6396796
Ciawi	id=g:6396797
Kajengan	id=g:6396798
Saluran Jaketra	id=g:6396799
Caplek	id=g:6396800
Tegalan	id=g:6396801
Pesarean	id=g:6396802
Pengambuan	id=g:6396803
Jatiroke	id=g:6396804
Kali Jinaalim	id=g:6396805
Pasarlama	id=g:6396806
Karangasem	id=g:6396807
Dusun Dua	id=g:6396808
Dusun Tiga	id=g:6396809
Wadas Tengah	id=g:6396810
Wadaspos	id=g:6396811
Sukamerna	id=g:6396812
Krandon	id=g:6396813
Masjid	id=g:6396814
Jambe	id=g:6396815
Jalinan	id=g:6396816
Kepu	id=g:6396817
Maju	id=g:6396818
Gintungan	id=g:6396819
Gabugan	id=g:6396820
Danalaya	id=g:6396821
Jetis	id=g:6396822
Dukusetu	id=g:6396823
Cilil	id=g:6396824
Kecamatan Weru	id=g:6396825
Dusun Satu	id=g:6396826
Dusun Dua	id=g:6396827
Dusun Satu	id=g:6396828
Dusun Satu	id=g:6396829
Karangtengah	id=g:6396830
Kadiwangsan	id=g:6396831
Kabarepan	id=g:6396832
Rawan	id=g:6396833
Sidengok	id=g:6396834
Kebonpring	id=g:6396835
Lebak	id=g:6396836
Kebagusan	id=g:6396837
Sentul	id=g:6396838
Karanganyar	id=g:6396839
Bojong	id=g:6396840
Pengampon	id=g:6396841
Pegagan	id=g:6396842
Benteng	id=g:6396843
Rahayu	id=g:6396844
Ciluwung	id=g:6396845
Belakang	id=g:6396846
Gempol Utara	id=g:6396847
Kedungbunder	id=g:6396848
Kampungbaru	id=g:6396849
Gempol	id=g:6396850
Curug	id=g:6396851
Kali Panawuan	id=g:6396852
Pesantren	id=g:6396853
Gunung Dawa	id=g:6396854
Danau Ciranca	id=g:6396855
Gunung Picung	id=g:6396856
Kedungkijing	id=g:6396857
Ci Cariu	id=g:6396858
Gempol Selatan	id=g:6396859
Ci Wuni	id=g:6396860
Tolok	id=g:6396861
Pakuncen	id=g:6396862
Pasek	id=g:6396863
Pondokbata	id=g:6396864
Palimanan Timur	id=g:6396865
Serang	id=g:6396866
Penjalin	id=g:6396867
Pecung Kulon	id=g:6396868
Petapean	id=g:6396869
Kavling	id=g:6396870
Simangu	id=g:6396871
Gegunungpermai	id=g:6396872
Dukudalem	id=g:6396873
Cibiuk Tengah	id=g:6396874
Cibiuk Selatan	id=g:6396875
Cibiuk Utara	id=g:6396876
Pulo	id=g:6396877
Dusun Dua	id=g:6396878
Santilan	id=g:6396879
Karangmalang	id=g:6396880
Temiyang	id=g:6396881
Jayanegara	id=g:6396882
Bodesari	id=g:6396883
Kerta	id=g:6396884
Aman	id=g:6396885
Sehat	id=g:6396886
Pekauman	id=g:6396887
Sigayam	id=g:6396888
Kleben	id=g:6396889
Kali Silunyu	id=g:6396890
Megucilik	id=g:6396891
Kavling	id=g:6396892
Karangmoncol	id=g:6396893
Sumurketon	id=g:6396894
Pangadangan	id=g:6396895
Gembulu	id=g:6396896
Serut	id=g:6396897
Bode Wetan	id=g:6396898
Duasukun Selatan	id=g:6396899
Duasukun Utara	id=g:6396900
Kedungkelutuk	id=g:6396901
Ketilang	id=g:6396902
Cabrik	id=g:6396903
Kali Sargati	id=g:6396904
Kademangan	id=g:6396905
Kluwut	id=g:6396906
Gondangsari	id=g:6396907
Sampang	id=g:6396908
Ngabei	id=g:6396909
Cengkaruk	id=g:6396910
Wanajaya	id=g:6396911
Kedap	id=g:6396912
Marikangen	id=g:6396913
Kajen	id=g:6396914
Kali Wadas	id=g:6396915
Sidampul	id=g:6396916
Dukuturus	id=g:6396917
Silegre	id=g:6396918
Keragilan	id=g:6396919
Mangkuraga	id=g:6396920
Jatiwates	id=g:6396921
Lurah	id=g:6396922
Karangtengah Utara	id=g:6396923
Dukujering	id=g:6396924
Kemasan	id=g:6396925
Balong	id=g:6396926
Watukruyu	id=g:6396927
Mlayon	id=g:6396928
Sidapurna	id=g:6396929
Beran	id=g:6396930
Kedungdadap	id=g:6396931
Saluran Jamblang Kiri	id=g:6396932
Kali Parakawuni	id=g:6396933
Gumbira	id=g:6396934
Duku	id=g:6396935
Ci Lukrak	id=g:6396936
Telargaga	id=g:6396937
Pesantren	id=g:6396938
Pekulen	id=g:6396939
Kedungbulus	id=g:6396940
Karanganyar	id=g:6396941
Citotok	id=g:6396942
Gunung Curi	id=g:6396943
Gunung Koneng	id=g:6396944
Cupang	id=g:6396945
Klayan	id=g:6396946
Serang	id=g:6396947
Pasar	id=g:6396948
Setu	id=g:6396949
Pesindangan	id=g:6396950
Keleben	id=g:6396951
Kaliwadas	id=g:6396952
Cantilan	id=g:6396953
Bandongan	id=g:6396954
Petelaran	id=g:6396955
Belenong	id=g:6396956
Gunung Jaya	id=g:6396957
Gunung Biru	id=g:6396958
Gunung Leneng	id=g:6396959
Gunung Hanjuang	id=g:6396960
Gunung Kidang	id=g:6396961
Gunung Petot	id=g:6396962
Cikeusal	id=g:6396963
Kali Pamanyuan	id=g:6396964
Sariyem	id=g:6396965
Kecamatan Palimanan	id=g:6396966
Karangsaleh	id=g:6396967
Balerante	id=g:6396968
Pekuncen	id=g:6396969
Panongan	id=g:6396970
Depok	id=g:6396971
Karangjati	id=g:6396972
Bojong	id=g:6396973
Karangbaru	id=g:6396974
Mingkrik	id=g:6396975
Saluran Jamblang Kanan	id=g:6396976
Balong	id=g:6396977
Gentong	id=g:6396978
Winong	id=g:6396979
Saluran Cakring	id=g:6396980
Teewi	id=g:6396981
Kademangan	id=g:6396982
Saluran Sangkut	id=g:6396983
Kopi	id=g:6396984
Keduanan	id=g:6396985
Kamas Dua	id=g:6396986
Saluran Kamas	id=g:6396987
Gebang	id=g:6396988
Kamas Satu	id=g:6396989
Karangtengah Selatan	id=g:6396990
Saluran Duanmarun	id=g:6396991
Kenir	id=g:6396992
Mijahan	id=g:6396993
Dlereng	id=g:6396994
Cantilan	id=g:6396995
Rengaskobar	id=g:6396996
Lemahduwur	id=g:6396997
Krandon	id=g:6396998
Jelawe	id=g:6396999
Lebak	id=g:6397000
Sisari	id=g:6397001
Kali Jetis	id=g:6397002
Mekarsari	id=g:6397003
Blencong	id=g:6397004
Dukumulya	id=g:6397005
Megulu	id=g:6397006
Desa	id=g:6397007
Capiturang	id=g:6397008
Penggung	id=g:6397009
Pegebangan	id=g:6397010
Gandawati	id=g:6397011
Ledok	id=g:6397012
Lebak	id=g:6397013
Sijaga	id=g:6397014
Sipung	id=g:6397015
Kali Bonde	id=g:6397016
Galgadung	id=g:6397017
Kesambi	id=g:6397018
Sijati	id=g:6397019
Kawung Kulon	id=g:6397020
Sebrangkali	id=g:6397021
Tangkilgede	id=g:6397022
Karangduwur	id=g:6397023
Siklinting	id=g:6397024
Watubelah	id=g:6397025
Selebaya	id=g:6397026
Lapang	id=g:6397027
Tuksari	id=g:6397028
Sijaba	id=g:6397029
Pasalakan	id=g:6397030
Barosan	id=g:6397031
Kali Rancadana	id=g:6397032
Pasalakan Kidul	id=g:6397033
Karangmulya	id=g:6397034
Bumiasripamijahan	id=g:6397035
Karangsetu	id=g:6397036
Peturusan	id=g:6397037
Cempakajajar	id=g:6397038
Cempaka	id=g:6397039
Karangtengah	id=g:6397040
Karangturi	id=g:6397041
Keputon	id=g:6397042
Gardu	id=g:6397043
Karangampel	id=g:6397044
Benda	id=g:6397045
Makamdawa	id=g:6397046
Walikukun	id=g:6397047
Yudha	id=g:6397048
Tunggakjati	id=g:6397049
Punduan	id=g:6397050
Sumursalak	id=g:6397051
Teratai	id=g:6397052
Nata	id=g:6397053
Petai	id=g:6397054
Maja	id=g:6397055
Besus	id=g:6397056
Penggung	id=g:6397057
Jambu	id=g:6397058
Kawung Utara	id=g:6397059
Ci Lele	id=g:6397060
Mantri	id=g:6397061
Cibogo Lor	id=g:6397062
Kemadu Wetan	id=g:6397063
Kemadu	id=g:6397064
Kepuh	id=g:6397065
Kemadu Kulon	id=g:6397066
Sembung	id=g:6397067
Cilukrak	id=g:6397068
Kemujing	id=g:6397069
Mirok	id=g:6397070
Gunung Malang	id=g:6397071
Kali Kedawung	id=g:6397072
Gunungsantri	id=g:6397073
Gunung Cempaka	id=g:6397074
Ci Kamuning	id=g:6397075
Gunung Bendera	id=g:6397076
Gunung Keusik	id=g:6397077
Kedempetan	id=g:6397078
Danau Karamas	id=g:6397079
Gunung Cikur	id=g:6397080
Gunung Koneng	id=g:6397081
Guntur	id=g:6397082
Kedongdong Kidul	id=g:6397083
Gunung Pagerbeusi	id=g:6397084
Gunung Beruk	id=g:6397085
Gunung Bunut	id=g:6397086
Gunung Merak	id=g:6397087
Pejaten	id=g:6397088
Pejaten Kidul	id=g:6397089
Kedungmara	id=g:6397090
Ci Parigi	id=g:6397091
Tempuran	id=g:6397092
Tonggo	id=g:6397093
Tripel	id=g:6397094
Warujaya	id=g:6397095
Kepunduan	id=g:6397096
Cibogo Kidul	id=g:6397097
Cipinang	id=g:6397098
Kedawung	id=g:6397099
Munjul	id=g:6397100
Serutindah	id=g:6397101
Baujaya	id=g:6397102
Muncang	id=g:6397103
Gayam	id=g:6397104
Benda	id=g:6397105
Pawoan	id=g:6397106
Lebakjambu	id=g:6397107
Gondang	id=g:6397108
Kali Lurah	id=g:6397109
Kesambi	id=g:6397110
Kavling	id=g:6397111
Kroya	id=g:6397112
Prapatan	id=g:6397113
Pekuwon	id=g:6397114
Kunyang	id=g:6397115
Pesantren	id=g:6397116
Dukudalem	id=g:6397117
Jabung	id=g:6397118
Desa Tolengas	id=g:6397119
Desa Kadipaten	id=g:6397120
Desa Dawuan	id=g:6397121
Desa Bojongcideres	id=g:6397122
Desa Cipaku	id=g:6397123
Desa Gandasari	id=g:6397124
Desa Kasokandel	id=g:6397125
Desa Jatimulya	id=g:6397126
Desa Girimukti	id=g:6397127
Desa Jatisawit	id=g:6397128
Desa Leuwikidang	id=g:6397129
Desa Batujaya	id=g:6397130
Desa Baribis	id=g:6397131
Desa Ranji Wetan	id=g:6397132
Desa Ranji Kulon	id=g:6397133
Desa Gunungsari	id=g:6397134
Sumurgintung Kulon	id=g:6397135
Desa Darmawangi	id=g:6397136
Desa Marongge	id=g:6397137
Desa Leuwiseeng	id=g:6397138
Desa Bonang	id=g:6397139
Desa Jatiserang	id=g:6397140
Desa Karyamukti	id=g:6397141
Desa Heuleut	id=g:6397142
Desa Liangjulang	id=g:6397143
Desa Panyingkiran	id=g:6397144
Desa Jatipamor	id=g:6397145
Kelurahan Cikasarung	id=g:6397146
Desa Jati	id=g:6397147
Kelurahan Tarikolot	id=g:6397148
Kelurahan Tonjong	id=g:6397149
Desa Cicenang	id=g:6397150
Kelurahan Cicurug	id=g:6397151
Desa Sindangkasih	id=g:6397152
Kelurahan Majalengka Kulon	id=g:6397153
Kelurahan Munjul	id=g:6397154
Desa Pasirmuncang	id=g:6397155
Desa Cijurey	id=g:6397156
Desa Jembarwangi	id=g:6397157
Desa Cipicung	id=g:6397158
Desa Cintajaya	id=g:6397159
Desa Lebaksiuh	id=g:6397160
Desa Kadu	id=g:6397161
Desa Sidamukti	id=g:6397162
Kelurahan Babakanjawa	id=g:6397163
Tegalwangon	id=g:6397164
Bojongterong	id=g:6397165
Ci Jelag	id=g:6397166
Kokoncong	id=g:6397167
Benteng	id=g:6397168
Sukajadi	id=g:6397169
Seupang	id=g:6397170
Janggo	id=g:6397171
Kapala	id=g:6397172
Ahad	id=g:6397173
Senen	id=g:6397174
Cinanggok	id=g:6397175
Bitung	id=g:6397176
Cimoyan	id=g:6397177
Jatiraja	id=g:6397178
Galonggong	id=g:6397179
Citele	id=g:6397180
Omas	id=g:6397181
Tiparda	id=g:6397182
Cikempa	id=g:6397183
Sadarkarya	id=g:6397184
Kesuma	id=g:6397185
Sukaresmi	id=g:6397186
Tolengas	id=g:6397187
Pekauman	id=g:6397188
Dukuhdomba	id=g:6397189
Putat Barat	id=g:6397190
Ci Hirup	id=g:6397191
Doar Utara	id=g:6397192
Margarahayu	id=g:6397193
Buahwarna	id=g:6397194
Warnajaya	id=g:6397195
Cempakasari	id=g:6397196
Mayangsari	id=g:6397197
Dusun Dua	id=g:6397198
Bojongcideres	id=g:6397199
Mawarsari	id=g:6397200
Dusun Satu	id=g:6397201
Tegalsari	id=g:6397202
Sirahdayeuh	id=g:6397203
Jombol	id=g:6397204
Sawala	id=g:6397205
Warnasari	id=g:6397206
Pasirranjangan	id=g:6397207
Dukuhuma	id=g:6397208
Putat Timur	id=g:6397209
Kandangsari	id=g:6397210
Dukuheurih Kaler	id=g:6397211
Cangkudu Kaler	id=g:6397212
Mawarsari	id=g:6397213
Cangkore	id=g:6397214
Babakanindah	id=g:6397215
Mekarsari	id=g:6397216
Panjagan Selatan	id=g:6397217
Kilangsari	id=g:6397218
Gandasari	id=g:6397219
Huludayeuh	id=g:6397220
Sadewa	id=g:6397221
Pasir Jurig	id=g:6397222
Leuwiorok	id=g:6397223
Cibiak	id=g:6397224
Jatilanggong	id=g:6397225
Kecamatan Dawuan	id=g:6397226
Gunungsari Selatan	id=g:6397227
Ci Sema	id=g:6397228
Leuweungsalam	id=g:6397229
Mekarsari	id=g:6397230
Yudistira	id=g:6397231
Bima	id=g:6397232
Ci Tampong	id=g:6397233
Saluran Cikasarung	id=g:6397234
Arjuna	id=g:6397235
Nakula	id=g:6397236
Ranji Wetan	id=g:6397237
Nangerang	id=g:6397238
Ci Gasong	id=g:6397239
Tarikolot	id=g:6397240
Cipasang	id=g:6397241
Jeruk	id=g:6397242
Ciselang	id=g:6397243
Pasir Batu	id=g:6397244
Ci Panduuman	id=g:6397245
Pasir Pajagan	id=g:6397246
Nagrak	id=g:6397247
Cisaar	id=g:6397248
Pasir Tege	id=g:6397249
Doar Selatan	id=g:6397250
Lapangsari	id=g:6397251
Bendung Kamun	id=g:6397252
Kamun	id=g:6397253
Jumat	id=g:6397254
Jamiasih	id=g:6397255
Marongge Hilir	id=g:6397256
Leuwiseeng Kaler	id=g:6397257
Ci Juray	id=g:6397258
Kelurahan Majalengka Wetan	id=g:6397259
Margahurip	id=g:6397260
Marongge	id=g:6397261
Buniasih	id=g:6397262
Dukuheurih Kidul	id=g:6397263
Ahad	id=g:6397264
Sabtu	id=g:6397265
Kecamatan Kadipaten	id=g:6397266
Cangkudu Kidul	id=g:6397267
Babakanwaru	id=g:6397268
Ci Klewijen	id=g:6397269
Kiarapandak	id=g:6397270
Andirpurnajaya	id=g:6397271
Ci Deresseet	id=g:6397272
Jatisema	id=g:6397273
Bendaasih	id=g:6397274
Langgengsari	id=g:6397275
Kamuningsari	id=g:6397276
Gunung Tempuh	id=g:6397277
Cibatu	id=g:6397278
Leja	id=g:6397279
Babakan	id=g:6397280
Blokdesa	id=g:6397281
Pasarean	id=g:6397282
Babakan	id=g:6397283
Rancakeong	id=g:6397284
Benda	id=g:6397285
Peuntas	id=g:6397286
Bodas	id=g:6397287
Cibaregbeg	id=g:6397288
Jayaraksa	id=g:6397289
Ci Kujang	id=g:6397290
Karyalaksana	id=g:6397291
Ci Saarwadon	id=g:6397292
Pasir Cariang	id=g:6397293
Cariang	id=g:6397294
Cikalung	id=g:6397295
Warungbungur	id=g:6397296
Parunggaul	id=g:6397297
Babakanpari	id=g:6397298
Dukuhpari	id=g:6397299
Jatisari	id=g:6397300
Leuwiloa Hilir	id=g:6397301
Jatiserang	id=g:6397302
Leuwiloa Girang	id=g:6397303
Cibengkung	id=g:6397304
Cipinang	id=g:6397305
Kecamatan Panyingkiran	id=g:6397306
Cipadung	id=g:6397307
Panyingkiran	id=g:6397308
Mawar	id=g:6397309
Kananga	id=g:6397310
Majasari	id=g:6397311
Bantarsari	id=g:6397312
Blokdesa	id=g:6397313
Panglayungan Dua	id=g:6397314
Rajakepok	id=g:6397315
Karapyak	id=g:6397316
Sangkanhurip	id=g:6397317
Samoja	id=g:6397318
Pasirmuncang	id=g:6397319
Ci Bodas	id=g:6397320
Pamaron	id=g:6397321
Kananga	id=g:6397322
Kamantren	id=g:6397323
Ciwareng	id=g:6397324
Rahayu	id=g:6397325
Girangjaya	id=g:6397326
Panglayungan Satu	id=g:6397327
Jiyem	id=g:6397328
Sukajaya	id=g:6397329
Awilega	id=g:6397330
Gandasari	id=g:6397331
Ganjarasih	id=g:6397332
Sirahdayeuh	id=g:6397333
Sukaluyu	id=g:6397334
Linggasari	id=g:6397335
Sindangrahayu	id=g:6397336
Ci Kuya	id=g:6397337
Cirahayu	id=g:6397338
Cikasarung	id=g:6397339
Kramatjaya	id=g:6397340
Bayuendah	id=g:6397341
Bojong	id=g:6397342
Gunung Dawuan	id=g:6397343
Sangiangbeuheung	id=g:6397344
Cirendang	id=g:6397345
Pasir Malati	id=g:6397346
Ci Saar	id=g:6397347
Gunung Pabeasan	id=g:6397348
Desa Bantrangsana	id=g:6397349
Ci Lontar	id=g:6397350
Ci Cariu	id=g:6397351
Cibeber Kulon	id=g:6397352
Ci Bayawak	id=g:6397353
Kepuh	id=g:6397354
Cisepat	id=g:6397355
Gunung Karapyak	id=g:6397356
Ci Ranca	id=g:6397357
Leuwihieum	id=g:6397358
Ciluwuk	id=g:6397359
Cikamarang	id=g:6397360
Depok	id=g:6397361
Pataking	id=g:6397362
Ci Sempong	id=g:6397363
Tarikolot	id=g:6397364
Melati	id=g:6397365
Raharja	id=g:6397366
Sukawera	id=g:6397367
Pusakaindah	id=g:6397368
Dahlia	id=g:6397369
Munjul	id=g:6397370
Cijatisamojo	id=g:6397371
Raharja	id=g:6397372
Bumiwening	id=g:6397373
Makmun	id=g:6397374
Cibatu	id=g:6397375
Gunung Panten	id=g:6397376
Gununghaur	id=g:6397377
Lamijajar	id=g:6397378
Mekarjaya	id=g:6397379
Kaputahan	id=g:6397380
Tonjong	id=g:6397381
Tamijajar	id=g:6397382
Majalengka Wetan	id=g:6397383
Giriwulan	id=g:6397384
Giriasih	id=g:6397385
Margasari	id=g:6397386
Babakanjawa	id=g:6397387
Margamulya	id=g:6397388
Margaluyu	id=g:6397389
Margaraharja	id=g:6397390
Dukuhlawi	id=g:6397391
Cisaar Landeuh	id=g:6397392
Gunung Maung	id=g:6397393
Cisaar Tonggoh	id=g:6397394
Pasir Cibadak	id=g:6397395
Pasir Buluh	id=g:6397396
Ci Paingeun	id=g:6397397
Lebaksiuh	id=g:6397398
Garogol	id=g:6397399
Kecamatan Cadasngampar	id=g:6397400
Gunung Rane	id=g:6397401
Legok	id=g:6397402
Pasir Ciangsana	id=g:6397403
Gunung Walahar	id=g:6397404
Ciandeu	id=g:6397405
Kecamatan Majalengka	id=g:6397406
Curug	id=g:6397407
Sidamukti	id=g:6397408
Gunung Maja	id=g:6397409
Muktirahayu	id=g:6397410
Babakan Ciandeu	id=g:6397411
Gunung Padengdeng	id=g:6397412
Gunung Mangkubumi	id=g:6397413
Pasir Pareang	id=g:6397414
Pancurendang Landeuh	id=g:6397415
Gunung Haur	id=g:6397416
Dukuhasem	id=g:6397417
Sindangkasih	id=g:6397418
Leuwilenggik	id=g:6397419
Ci Gadung	id=g:6397420
Dukuhurip	id=g:6397421
Pejaten Wetan	id=g:6397422
