Hoyor Amt	id=g:2036781
Ta-kan-kou	id=g:2046769
P’a-pao-shan	id=g:2046770
Ta-huang-kou	id=g:2046771
Huilongshan	id=g:2046772
Kua-p’ai-ling-tzu	id=g:2046773
Hu-shang	id=g:2046774
Ta-chia-la-tzu	id=g:2046775
Shimiancun	id=g:2046776
Huang-chia-lu-tung-kou	id=g:2046777
Hu-kou	id=g:2046778
Ch’üan-shih-yeh	id=g:2046779
Ping-kou-tzu	id=g:2046780
Jiaojiabaozi	id=g:2046781
Lao-man-tzu	id=g:2046782
Xiapai	id=g:2046808
Chu-chia-ying	id=g:2047204
Hanconggou	id=g:2047206
Hsi-nan-ch’a-kou-tzu	id=g:2047207
Mo-t’ien Ling	id=g:2047208
Hou-ch’e-ch’ang-kou	id=g:2047212
Linchanggongchengduan	id=g:2047220
Shuguang	id=g:2047222
Gudonghe	id=g:2047227
Hsi-nan-ch’a	id=g:2047240
Shengping Linchang	id=g:2047241
Ku-tung-he-jo-nao-chin	id=g:2047243
Sheng-ping Ling	id=g:2047244
Shangyaotuan	id=g:2047245
Di’er Linchang	id=g:2047246
Shenglitun	id=g:2047247
Niang-niang-k’u	id=g:2047248
Bei’erdao	id=g:2047249
Lao Ling	id=g:2047250
Erdao He	id=g:2047257
Jingsong Linchang	id=g:2047259
Dayangcha	id=g:2047294
San-chiao-ch’uan	id=g:2047295
Ta-ch’ing Ting-tzu	id=g:2047296
Sandaogou He	id=g:2047297
Manghe Linchang	id=g:2047298
Daxi Linchang	id=g:2047299
Sidaogou He	id=g:2047300
Xiaohuanggou	id=g:2047349
Han-ts’ung-kou Ling	id=g:2047350
Hanconggou	id=g:2047351
Kuan-men-la-tzu	id=g:2047352
Ta-kan-kou-tzu	id=g:2047353
Kan-kou-tzu	id=g:2047354
Shuidonggou	id=g:2047355
Ya-Da Xian	id=g:2047356
Erdaogou	id=g:2047357
Erh-tao-kao-men	id=g:2047358
Ku-yüan-che-chan	id=g:2047359
Ma-tang-tzu-kou	id=g:2047360
Hsiao-yang-tzu	id=g:2047361
Sifangshan	id=g:2047362
Mei-Ji Xian	id=g:2047363
Wanlong	id=g:2047364
Wu-tao-ti-t’a-kou	id=g:2047365
Xiangyangcun	id=g:2047366
Lan-ni-t’ang-tzu-kou-men	id=g:2047367
Donglai	id=g:2047368
Ta-la-tzu-kou-men	id=g:2047369
Ch’ing-kou-tzu	id=g:2047370
Ma-chüan-tzu	id=g:2047371
Ching-te-t’un	id=g:2047372
Ta-la-tzu-kou (East)	id=g:2047373
Chao-chia-t’ang-tzu-kou	id=g:2047374
Ch’ing-kou-tzu	id=g:2047375
Ma-tang-tzu-kou	id=g:2047376
Xing’ancun	id=g:2047377
Yang-chia-hu-tzu-kou	id=g:2047378
Xilin He	id=g:2047379
Xilinhe Linchang	id=g:2047380
Hsia-wai-tzu	id=g:2047381
Pai-miao	id=g:2047382
Xinancha	id=g:2047383
Daxicha	id=g:2047384
Ta-la-tzu-kou (West)	id=g:2047385
Longtoucun	id=g:2047386
Yongqing Linchang	id=g:2047387
Hsi-ta-tung-tzu Shan	id=g:2047388
San-tao-yang-ch’a	id=g:2047389
Dongsheng Linchang	id=g:2047390
Jianshe Linchang	id=g:2047391
Hanyang	id=g:2047392
Qingshuihe	id=g:2047393
Henglu	id=g:2047394
Lung-chao-kou	id=g:2047395
Wenzi	id=g:2047396
Dawenzigou	id=g:2047397
Ts’ao-tzu Ho	id=g:2047398
Ta-sha Ho	id=g:2047399
Pai Yen	id=g:2047400
Ts’eng Yen	id=g:2047401
Bingchangzhaodaisuo	id=g:2047402
Toudaobai He	id=g:2047403
Xiaowenzigou	id=g:2047404
T’ien-ch’iao-kou	id=g:2047405
Yong’ancun	id=g:2047406
Xiaoweizi	id=g:2047407
Fuminchuan	id=g:2047408
Yangmuqiao	id=g:2047409
Guosongchuan	id=g:2047410
Yangluban	id=g:2047411
Sidaoyangcha	id=g:2047412
Erdaoyangcha	id=g:2047413
Daluoquan He	id=g:2047414
Xukedi	id=g:2047415
Yanjiang	id=g:2047416
Qianjiangyan	id=g:2047417
Baomacheng	id=g:2047418
Baohulinzhan	id=g:2047419
Shirengou	id=g:2047420
Ch’i-tao-ho-tzu	id=g:2047422
Luan-shih-chiao Ling	id=g:2047423
Tung-hou-shih-kou	id=g:2047424
Ma-i Ling	id=g:2047425
Pan-tzu-miao Ling	id=g:2047426
Ch’i-tao Ho	id=g:2047427
Feng-tao-shu-kou	id=g:2047428
T’ou-tao Ho	id=g:2047429
Kuan-tao Ling	id=g:2047430
Erdaohe	id=g:2047431
Jih-hsin-t’un	id=g:2047432
T’ou-tao-ho-tzu	id=g:2047433
Ta-p’i-ku Ling	id=g:2047434
Erh-wang-tzu-kou	id=g:2047435
Ta-wang-kou Ling	id=g:2047436
P’ao-tzu-chüan	id=g:2047437
Hou-tang-shih-tzu	id=g:2047438
Ta-wei-t’ang-kou	id=g:2047439
Ssu-tao-chieh-ch’ang	id=g:2047440
Chiu-tao-kou	id=g:2047441
San-chien-fang	id=g:2047442
Liu-kuan-chüan	id=g:2047443
Erh-wa-kou	id=g:2047444
Liu-shu-ho-tzu	id=g:2047445
Kan-ching-tzu-kou	id=g:2047446
Hsiu-shui-tien-tzu	id=g:2047447
Ta-shih-t’ou-kou	id=g:2047448
Ch’uan-tzu-kou	id=g:2047449
Lien-erh-tan Ling	id=g:2047450
Ch’ang-shan-tzu-ts’un	id=g:2047451
Shui-ch’ü-liu-ch’uan	id=g:2047452
Nien-ni Ling	id=g:2047453
Shuiliandong	id=g:2047454
Tsui-chuang-tzu-ts’un	id=g:2047455
Liu-shu-ho-tzu	id=g:2047456
Ma-an Shan	id=g:2047457
Wang-chia-yu-fang	id=g:2047458
Kuai-mo-kou	id=g:2047459
Tung-hsing-t’un	id=g:2047460
Wang-chia-t’un	id=g:2047461
Sihe	id=g:2047462
K’ang-te-t’un	id=g:2047463
Shih-yang-t’un	id=g:2047464
Shih-miao-t’un	id=g:2047465
Chih-yüan-t’un	id=g:2047466
Erh-tao-kou-t’un	id=g:2047467
Pa-ha-la-tzu	id=g:2047468
Ch’ing Ling	id=g:2047469
Shu-chieh-to-ting-tzu Shan	id=g:2047470
Sanhetun	id=g:2047471
Ch’e-tao Ling	id=g:2047472
Fu-ho-t’un	id=g:2047473
Chiang-ta-fang	id=g:2047474
Liang-shan-t’un	id=g:2047475
Hsiao-yang-wai-ts’un	id=g:2047476
Yimianshan	id=g:2047477
Pan-miao	id=g:2047478
K’ang-chia-p’u-t’un	id=g:2047479
Hsiu-shui Ho	id=g:2047480
Weng-ch’üan-t’un	id=g:2047481
Gushanzi	id=g:2047482
Ning-chia-chieh	id=g:2047483
Ta-ku-la-tzu Shan	id=g:2047484
Wang-chia-chieh	id=g:2047485
Ta-ting-tzu Shan	id=g:2047486
Tung-ma-hu Ling	id=g:2047487
Ho-yüan-t’un	id=g:2047488
Ssu-ho-t’un	id=g:2047489
Han-chia-chieh	id=g:2047490
Tseng-fu-kou	id=g:2047491
Wei-pin-t’un	id=g:2047492
Kung-chieh-t’un	id=g:2047493
Sung-chia-chieh	id=g:2047494
Shang-yu-ling	id=g:2047543
Chaowu Xian	id=g:2047544
Dobokusho-hō	id=g:2047545
Moridaga He	id=g:2047546
Sumenka-ko	id=g:2047547
Tara-ko	id=g:2047548
Jin He	id=g:2047549
Chin-yüan	id=g:2047550
Jinlin	id=g:2047551
Serugi-ko	id=g:2047552
Urutuneorochi-ko	id=g:2047553
Korubochi-ko	id=g:2047554
Bukachika-ko	id=g:2047555
Jagata-ko	id=g:2047556
Paugachi-ko	id=g:2047557
An-niang-niang Ho	id=g:2047558
Boidonifhu-ko	id=g:2047559
Morokuta-ko	id=g:2047560
Morokutain-ko	id=g:2047561
Jer-ugun-ko	id=g:2047562
Rutarukin-ka	id=g:2047563
Okushochi-ko	id=g:2047564
Jirinda-ko	id=g:2047565
Tao-an-ko-lin Ho	id=g:2047566
Ukuchen-ko	id=g:2047567
Tarakan-ko	id=g:2047568
Darushjya-ko	id=g:2047569
Yu-an-ko-lin Ho	id=g:2047570
Yōfuka-ko	id=g:2047571
Kadachī-ko	id=g:2047572
Jakitakaso-ko	id=g:2047573
Suredonuirosu-ko	id=g:2047574
Chia-ko-tan Ho	id=g:2047575
An-ko-lin	id=g:2047576
Ha-wu-erh Ho	id=g:2047577
Shangjibaogou	id=g:2047578
Pi-shih-kuo-wei Kou	id=g:2047579
Kuchankan-ho	id=g:2047580
Ku-na	id=g:2047581
Ku-na-ku	id=g:2047582
Karatōchiya	id=g:2047583
T’ai-p’ing-ch’uan	id=g:2047584
Ta-hsin-t’un	id=g:2047585
Pa-shih Kou	id=g:2047586
Pi-la-erh Ho	id=g:2047587
Tal-la-ssu	id=g:2047588
Shui-mo Kou	id=g:2047589
Cha-pu-chi	id=g:2047590
Shirijichi-ko	id=g:2047591
Yujiayingzi	id=g:2047592
Nangou	id=g:2047593
Lao-shih-ying-tzu	id=g:2047594
Hsi-wan-tzu	id=g:2047595
Toudaogou	id=g:2047596
Sidaogou	id=g:2047597
Wudaogou	id=g:2047598
Sandaochuan	id=g:2047599
Ts’ao-nien-kou	id=g:2047600
Wangmujianggou	id=g:2047601
Shang-hsin-fang	id=g:2047602
Shih-pa-p’an Liang	id=g:2047603
Hsin-ying-tzu	id=g:2047604
Jiusan’er	id=g:2047605
Nanweizi	id=g:2047606
Chang-hsing	id=g:2047607
Tung-shan-wan	id=g:2047608
Erdaohezi	id=g:2047609
Taitougou	id=g:2047610
Xiaobeigou	id=g:2047611
Hedong	id=g:2047612
Qiaojiaying	id=g:2047613
Nangang	id=g:2047614
Shanju	id=g:2047615
Hsi-ch’ang	id=g:2047616
La-tzu-ti-hsia	id=g:2047617
Shibahao	id=g:2047618
Shiliuhao	id=g:2047619
Majiazi	id=g:2047620
Pan-kou	id=g:2047621
Sandaogou	id=g:2047622
Liang-chien-fang	id=g:2047623
Gangouyaozi	id=g:2047624
Yangpo	id=g:2047625
Xigangou	id=g:2047626
Dongying	id=g:2047627
Shih-san-li-t’an	id=g:2047628
Cheng-huang-miao	id=g:2047629
Shiwuhao	id=g:2047630
Kao-mu-t’ou-liang	id=g:2047631
Huang-yang-t’an	id=g:2047632
Ch’ai-lu-shang	id=g:2047633
Baishaliangzi	id=g:2047634
Hsi-huo-tzu-wai	id=g:2047635
Kan-shi-kou	id=g:2047636
T’ien-chia-ying-tzu	id=g:2047637
Wu-hung-t’ai	id=g:2047638
Ta-ho-hsi	id=g:2047639
Hei-kou	id=g:2047640
Nan-hu-p’eng-kou	id=g:2047641
San-cha-la-t’ou-shang	id=g:2047724
Erzhala	id=g:2047725
Renzikou	id=g:2047726
Donghenanzhai	id=g:2047727
Xihenanzhai	id=g:2047728
Michengzhuang	id=g:2047729
Huangya	id=g:2047730
Nanguan	id=g:2047731
Xinzhuangzi	id=g:2047732
Liu-ko-chuang	id=g:2047733
Jiahe	id=g:2047734
Xigang	id=g:2047735
Xinzhuang	id=g:2047736
Dawuli	id=g:2047737
Zhouguanying	id=g:2047738
Zhangguanying	id=g:2047739
Xinzhai	id=g:2047740
Panying	id=g:2047741
Yanjiadian	id=g:2047742
Beidaiying	id=g:2047743
Tengzhuang	id=g:2047744
Lanruoyuan	id=g:2047745
Xinzhuang	id=g:2047746
Leigutai	id=g:2047747
Wuchong’an	id=g:2047748
Ximiming	id=g:2047749
Shangzhuangzi	id=g:2047750
Sanling	id=g:2047751
Geluanhe	id=g:2047752
Shangjinshanyuan	id=g:2047753
Changlingfeng	id=g:2047754
Dongzhai	id=g:2047755
Xizhai	id=g:2047756
Erbozi	id=g:2047757
Liupizhuang	id=g:2047758
Nanliuguzhuang	id=g:2047759
Gaoguzhuang	id=g:2047760
Miaolingtou	id=g:2047761
Chang He	id=g:2047762
Yuanzhuang	id=g:2047763
Dadonggou	id=g:2047764
Yuhuzhai	id=g:2047765
Hongmendian	id=g:2047766
Qingshankou	id=g:2047767
Jinchangyu	id=g:2047768
Xiaying	id=g:2047769
Cuijiabaozi	id=g:2047770
Wafangzhuang	id=g:2047771
Gaoyu	id=g:2047772
Nianziyu	id=g:2047773
Dongdadi	id=g:2047774
Hexi	id=g:2047775
Shanjiawanzi	id=g:2047776
Cuizhangzi	id=g:2047777
Qianzhangzi	id=g:2047778
Xiaomaping	id=g:2047779
Liubozi	id=g:2047780
Qingheyan	id=g:2047781
Sanbozi	id=g:2047782
Dazhuang	id=g:2047783
Pinglinzhen	id=g:2047784
Jiahe	id=g:2047785
Chagoumen	id=g:2047786
Dongweizigou	id=g:2047787
Banbishan	id=g:2047788
Yangshugou	id=g:2047789
Huluyu	id=g:2047790
Shangbancheng	id=g:2047791
Fanzhangzi	id=g:2047792
Jianshanzi	id=g:2047793
Longxumen	id=g:2047794
Gangyaogou	id=g:2047795
Laoliangzi	id=g:2047796
Shangdian	id=g:2047797
Liushudixia	id=g:2047798
Gushanzi	id=g:2047799
Yong’an	id=g:2047800
Liubadian	id=g:2047801
Dajikou	id=g:2047802
Shanzihou	id=g:2047803
Heishankou	id=g:2047804
Daohugou	id=g:2047805
Nanling	id=g:2047806
Shuiquan	id=g:2047807
Taijiadian	id=g:2047808
Yanzhangzi	id=g:2047809
Yezhu He	id=g:2047810
Xiaofanzhangzi	id=g:2047811
Xiyamenzi	id=g:2047812
Yanjiagou	id=g:2047813
Dongdao	id=g:2047814
Shangzhangzi	id=g:2047815
Gangouzi	id=g:2047816
Nantai	id=g:2047817
Sanjia	id=g:2047818
Xizhangzigou	id=g:2047819
Jin-Cheng Xian	id=g:2047820
Laoniu He	id=g:2047821
Yezhuhe	id=g:2047822
Beizhangzi	id=g:2047823
Jiashan	id=g:2047824
Yujiayuan	id=g:2047825
Manzhangzi	id=g:2047826
Bajia	id=g:2047827
Shenshuihezi	id=g:2047828
Huapiliuzi	id=g:2047829
Tashan	id=g:2047830
Sunjiazhuang	id=g:2047831
Dasangyuan	id=g:2047832
Goumenzhuang	id=g:2047833
Dongbingjiao	id=g:2047834
Huangyazi	id=g:2047835
Poluotai	id=g:2047836
Songling	id=g:2047837
Daheshan	id=g:2047838
Pengzhuang	id=g:2047839
Baibaodian	id=g:2047840
Shalingzi	id=g:2047841
Dazhai	id=g:2047842
Sha He	id=g:2047843
Yinzhuang	id=g:2047844
Beitun	id=g:2047845
Dabozhuang	id=g:2047846
Huajian	id=g:2047847
Xiacaonian	id=g:2047848
Shangcaonian	id=g:2047849
Oukenhe	id=g:2047850
Bayan	id=g:2047851
Magezhuang	id=g:2047852
Housuotun	id=g:2047853
Guogezhuang	id=g:2047854
Beiying	id=g:2047855
Nangang	id=g:2047856
Wanggezhuang	id=g:2047857
Dongliangzihe	id=g:2047858
Chengzi	id=g:2047859
Qianhebei	id=g:2047860
Qianmaozhuang	id=g:2047861
Shangzhuangtun	id=g:2047862
Xiyangzhuang	id=g:2047863
Xiaofengtai	id=g:2047864
Zhongtan	id=g:2047865
Dongmenzhuang	id=g:2047866
Damagezhuang	id=g:2047867
Xixinzhuang	id=g:2047868
Hanhezhuang	id=g:2047869
Bahuzhuang	id=g:2047870
Mengjiapu	id=g:2047871
Wenjiazhuang	id=g:2047872
Jigezhuang	id=g:2047873
Zhangjiawa	id=g:2047874
Guanzhuang	id=g:2047875
Xiazhuangzi	id=g:2047876
Maxiangying	id=g:2047877
Yuangezhuang	id=g:2047878
Yehushan	id=g:2047879
Xingwangzhai	id=g:2047880
Shilipu	id=g:2047881
Sujiawa	id=g:2047882
Xisanli	id=g:2047883
Lizhuangzi	id=g:2047884
Tuanpiaozhuang	id=g:2047885
Shanligezhuang	id=g:2047886
Xiliucun	id=g:2047887
Xiaocaodian	id=g:2047888
Wulitun	id=g:2047889
Shapoyu	id=g:2047890
Caojiabao	id=g:2047891
Niuquanzi	id=g:2047892
Tiangao	id=g:2047893
Wangzhangzi	id=g:2047894
Tianzhangzi	id=g:2047895
Xiaozizhuang	id=g:2047896
Huangmenzi	id=g:2047897
Fenshuiling	id=g:2047898
Baiqiyingzi	id=g:2047899
Jinzhangzi	id=g:2047900
Dazhangzhuang	id=g:2047901
Daxinzhuang	id=g:2047902
Yaokezhuang	id=g:2047903
Shuangmiao	id=g:2047904
Miaojiaying	id=g:2047905
Zhouzhuangzi	id=g:2047906
Toudaogou	id=g:2047907
Luoquangoumen	id=g:2047908
Wangjiadian	id=g:2047909
Beiwanzi	id=g:2047910
Nanshizigoumen	id=g:2047911
Yezigoumen	id=g:2047912
Tulonggou	id=g:2047913
Qiaotou	id=g:2047914
Dadongying	id=g:2047915
Laoyemiao	id=g:2047916
Shangtaizi	id=g:2047917
Shuiquangou	id=g:2047918
Shangzhazi	id=g:2047919
Xiaoguikou	id=g:2047920
Pianqiaozi	id=g:2047921
Sanjia	id=g:2047922
Xiaohangou	id=g:2047923
Niuquanzigou	id=g:2047924
Erh-ts’ai-chuang-tzu	id=g:2047925
Ts’ang-shan-chuang	id=g:2047926
Hsiao-tao-ti-chuang	id=g:2047927
Niangniangzhuang	id=g:2047928
Daguantun	id=g:2047929
Shangdian	id=g:2047930
Xianggongzhuang	id=g:2047931
Tongzhuang	id=g:2047932
Motun	id=g:2047933
Bancheng	id=g:2047934
Qianpu	id=g:2047935
Shengshuiyuan	id=g:2047936
Xujiatao	id=g:2047937
Wenmazhuang	id=g:2047938
Yanjiayu	id=g:2047939
Da’anlezhuang	id=g:2047940
Lujiaohe	id=g:2047941
Xizhangzhuang	id=g:2047942
Yangzhuang	id=g:2047943
Dalaoyu	id=g:2047944
Shangdachongyu	id=g:2047945
Guanchang	id=g:2047946
Xixiaozhai	id=g:2047947
Huangtai	id=g:2047948
Kaoshanzhuang	id=g:2047949
Lü-ko-chuang	id=g:2047950
T’ien-ko-chuang	id=g:2047951
Xiashihe	id=g:2047952
Da’erli	id=g:2047953
Balipu	id=g:2047954
Zhagaodian	id=g:2047955
Jizhuangzi	id=g:2047956
Shalingzi	id=g:2047957
Xiaochang	id=g:2047958
Gengziyu	id=g:2047959
Dakuaidi	id=g:2047960
Gaojiadian	id=g:2047961
Zhaozhuangzi	id=g:2047962
Piaoshuwanzi	id=g:2047963
Chagou	id=g:2047964
Songzhangzi	id=g:2047965
Dalinggou	id=g:2047966
Dapengzhangzi	id=g:2047967
Liudaohe	id=g:2047968
Maozhangzi	id=g:2047969
Mengjiayuan	id=g:2047970
Dayingzi	id=g:2047971
Yaowangmiao	id=g:2047972
Tangjiawan	id=g:2047973
Houpianshi	id=g:2047974
Huzhangzi	id=g:2047975
Xiaotanggou	id=g:2047976
Tung-ma-fang	id=g:2047977
Wulongji	id=g:2047978
Chuanfangling	id=g:2047979
Suizhangzi	id=g:2047980
Chin-ling-yü	id=g:2047981
Lujiazhuang	id=g:2047982
Sungezhuang	id=g:2047983
T’ai-p’ing-chuang	id=g:2047984
Shih-ko-chuang	id=g:2047985
Dayuegezhuang	id=g:2047986
Shanzhuang	id=g:2047987
Xiaoxinzhuang	id=g:2047988
Liu-shou-ying	id=g:2047989
Wudaodong	id=g:2047990
Xinglongquan	id=g:2047991
Yuyingfang	id=g:2047992
Dongling	id=g:2047993
Xixiuzi	id=g:2047994
Xinli	id=g:2047995
Nei-wu-fu-ch’uan	id=g:2047996
Xigou	id=g:2047997
Shigezhuang	id=g:2047998
Huang-t’u-p’u	id=g:2047999
Shangguan	id=g:2048000
Nien-yü-kuan	id=g:2048001
Shijiatai	id=g:2048002
Jianghuyu	id=g:2048003
Bagualing	id=g:2048004
Shuangguanpu	id=g:2048005
San-tao-ho	id=g:2048006
Xiqu	id=g:2048007
Dongqu	id=g:2048008
Sanbozi	id=g:2048009
Mayigou	id=g:2048010
Huashi	id=g:2048011
Wubozi	id=g:2048012
Qibozi	id=g:2048013
Ta-po-tzu	id=g:2048014
Babozi	id=g:2048015
Tiancheng Shan	id=g:2048016
Jiubozi	id=g:2048017
Xi’an	id=g:2048018
Xiwoniushi	id=g:2048019
Dongzhaoyaozi	id=g:2048020
Miaoliang	id=g:2048021
Tu-shui-ho	id=g:2048022
Ma-chuan-tzu	id=g:2048023
Shuanglin	id=g:2048024
Yumulin	id=g:2048025
San-ho-ts’un	id=g:2048026
Zhuanghuyu	id=g:2048027
Miaoling	id=g:2048028
Nantianmen	id=g:2048029
Chiushugou	id=g:2048030
Xigou	id=g:2048031
Pei-shih-ching	id=g:2048032
Damiao	id=g:2048033
Pao-ti	id=g:2048034
Wu-chia-chuang	id=g:2048035
Dahuiyao	id=g:2048036
Ssu-tuan	id=g:2048037
Laowa	id=g:2048038
Jiancaigou	id=g:2048039
Qiaomailing	id=g:2048040
Kelimu	id=g:2048041
Hung-mei-ssu-ts’un	id=g:2048042
Yangshugou	id=g:2048043
Nangou	id=g:2048044
Wu-t’ou-niu	id=g:2048045
Zhangjiazhuang	id=g:2048046
Lao-yen-miao	id=g:2048047
Ts’ao-tzu Ling	id=g:2048048
Beiyingfang	id=g:2048049
Shang-wo-p’u	id=g:2048050
Yü-shu-kou	id=g:2048051
Pianqiaozi	id=g:2048052
Xidaogou	id=g:2048053
Qijiadian	id=g:2048054
Badaohe	id=g:2048055
Poluotai	id=g:2048056
Shuidonggou	id=g:2048057
Hsiao-hui-yao	id=g:2048058
Pei-ch’u	id=g:2048059
Beibao	id=g:2048060
Wuling Shan	id=g:2048061
Xihedaogou	id=g:2048062
Chenjiazhuang	id=g:2048063
Shui-chüan-tzu-kou-men	id=g:2048064
Bojiwa	id=g:2048065
Dongxiaobaiqi	id=g:2048066
Xiyingzi	id=g:2048067
Hsia-wo-p’u	id=g:2048068
Shan-shen-miao	id=g:2048069
Hu-li-wa	id=g:2048070
Wang-chia-chuang	id=g:2048071
Jinchang	id=g:2048072
Xiaoxiyingzi	id=g:2048073
Ta-tien-tzu	id=g:2048074
Hu-chia-ying	id=g:2048075
T’ang-t’ou-hou-ts’un	id=g:2048076
Pa-tao-kou	id=g:2048077
Ho-hsi	id=g:2048078
Mujia	id=g:2048079
Huangmujuzi	id=g:2048080
Guodaohezi	id=g:2048081
T’u-wai-pa-tzu-kou	id=g:2048082
Daliangxi	id=g:2048083
Hsiao-liang-hsi	id=g:2048084
Shang-wo-p’u	id=g:2048085
Sidaohezi	id=g:2048086
Dalayaozi	id=g:2048087
Laoxiying	id=g:2048088
Qiancengbei	id=g:2048089
Sanchengdian	id=g:2048090
Nanliang	id=g:2048091
Dayanzigou	id=g:2048092
Ta-hsi-kou-men	id=g:2048093
Yan-shu-kou	id=g:2048094
Daxigou	id=g:2048095
Shandaodi	id=g:2048096
Nangou	id=g:2048097
Wudaoyingzi	id=g:2048098
Erh-tao-ying-tzu	id=g:2048099
Jinjiagoumen	id=g:2048100
Chuangwanggou	id=g:2048101
Xiaoxigou	id=g:2048102
Xingjiagoumen	id=g:2048103
Chiu-shen-miao	id=g:2048104
Ch’ing-shen-to	id=g:2048105
Yün-p’un-kou-men	id=g:2048106
Wei-tzu-yü	id=g:2048107
Huangdian	id=g:2048108
Xidi	id=g:2048109
Wudaohe	id=g:2048110
Wujiaying	id=g:2048111
Liu-ho-tzu	id=g:2048112
Pa-li-chuang	id=g:2048113
Shangwopu	id=g:2048114
Xijinggou	id=g:2048115
Songying	id=g:2048116
Guaizigou	id=g:2048117
Chou-t’ai-tzu	id=g:2048118
Sen-tao-tzu	id=g:2048119
Pien-chia-ying	id=g:2048120
Majiayingzi	id=g:2048121
Gaojiayingzi	id=g:2048122
Liujiayingzi	id=g:2048123
Yangpangoudayingzi	id=g:2048124
Haolaigou	id=g:2048125
Xiaohaolaigou	id=g:2048126
Shijiayingzi	id=g:2048127
Xiaohe	id=g:2048128
Xiaohezi He	id=g:2048129
Hsi-shih-men-tzu	id=g:2048130
Erh-teng-ch’üan	id=g:2048131
Niu-ch’in-shan	id=g:2048132
Sha-erh-no-erh	id=g:2048133
Pei-shih-men-tzu	id=g:2048134
Chao-nai-men-su-mu	id=g:2048135
Chun-hao-t’e	id=g:2048136
Toudaoyingzi	id=g:2048137
Longshan	id=g:2048138
Shang-shui-ti	id=g:2048139
Wa-fang-ti	id=g:2048140
Lou-tzu-tien	id=g:2048141
Hsia-tien	id=g:2048142
Hsia-shui-ti	id=g:2048143
Sung-chia-ying-tzu	id=g:2048144
Hsin-ta-nien-tzu	id=g:2048145
Ta-ying-tzu	id=g:2048146
T’ieh-chiang-lou	id=g:2048147
Hsin-wo-p’u	id=g:2048148
Tung-san-yen-ching	id=g:2048149
Shui-ch’üan-kou	id=g:2048150
Ch’en-chia-ying-tzu	id=g:2048151
Hsiao-chiao	id=g:2048152
Hsi-nan-ti	id=g:2048153
Ta-pa-chia-tzu	id=g:2048154
Hsia-ku-tu-ho	id=g:2048155
Chifeng	id=g:2048156
Chifeng Southwest	id=g:2048157
Ta-hsi-niu-po-lo	id=g:2048158
Kan-kou-tzu	id=g:2048159
Yeh-Ch’ih Hsien	id=g:2048160
Hsiao-shui-ti	id=g:2048161
Wangjiadian	id=g:2048162
Liu-tao-fen	id=g:2048163
Wu-li-ch’a	id=g:2048164
Ta-ying-tzu	id=g:2048165
Ta-hsing-lung-chuang	id=g:2048166
T’ai-p’ing-kou	id=g:2048167
Xiaomutougou	id=g:2048168
Kao-chia-ling	id=g:2048169
Hsiao-ni-mo-t’u	id=g:2048170
P’ang-chia-ying-tzu	id=g:2048171
Chou-chia-ying-tzu	id=g:2048172
Hsiao-t’un-kou	id=g:2048173
Erh-tao-ch’iang-tzu	id=g:2048174
Yang-chia-wo-p’u	id=g:2048175
Shang-kou	id=g:2048176
Hsiao-hai-li-kou	id=g:2048177
Ch’ai-ta-fen	id=g:2048178
Ssu-tao-kou-ling	id=g:2048179
Mo-hu-kou	id=g:2048180
Pei-wan-tzu	id=g:2048181
Lo-she-ch’üan-tzu	id=g:2048182
Wu-chia-tzu	id=g:2048183
Nan-wan-tzu	id=g:2048184
Shang-ch’iao-t’ou	id=g:2048185
Ta-ch’ao-yang-kou	id=g:2048186
Pei-ching	id=g:2048187
Ssu-fen-ti	id=g:2048188
Hsiao-ch’ao-yang-kou	id=g:2048189
Shih-men-tzu	id=g:2048190
Ha-la-hai-kou	id=g:2048191
Chien-ts’ao-wa	id=g:2048192
Pan-pu-tao	id=g:2048193
Hsiao-ying-tzu	id=g:2048194
Shih-ta-fen	id=g:2048195
Tung-chia-kou	id=g:2048196
Wu-chia-kou	id=g:2048197
Huang-chia-kou	id=g:2048198
Ta-ying-tzu	id=g:2048199
T’ou-tao-kou	id=g:2048200
Jan-fang-ti	id=g:2048201
Hsiao-ma-chia-tzu	id=g:2048202
Erh-t’u-kou	id=g:2048203
Hei-shan-wa	id=g:2048204
Chih-fang	id=g:2048205
Tao-te-ying	id=g:2048206
Yang-ying-ho	id=g:2048207
Ho-nan-ying-tzu	id=g:2048208
Yu-nieh-ho	id=g:2048209
Man-tzu-fen	id=g:2048210
Ao-pao-t’u	id=g:2048211
Ssu-tao-kou	id=g:2048212
Wu-tao-kou	id=g:2048213
Li-chia-ying	id=g:2048214
Shih-ta-fen	id=g:2048215
Ho-jih-ssu-t’ai	id=g:2048216
Chang-chia-tien	id=g:2048217
Hsiao-ying-tzu	id=g:2048218
Mu-chia-tien	id=g:2048219
Hsi-ta-tao	id=g:2048220
Ma-chia-tzu	id=g:2048221
Ching-t’ung-tzu-kou	id=g:2048222
Kou-li	id=g:2048223
Xiaohezi	id=g:2048224
Heishanzui	id=g:2048225
Shang-yao	id=g:2048226
T’ai-p’ing-chuang	id=g:2048227
Shan-chü-tzu	id=g:2048228
Hou-chia-kou	id=g:2048229
Ta-ying-tzu	id=g:2048230
Wang-chia-ying	id=g:2048231
Nan-shui-ch’üan	id=g:2048232
Hsi-kuai-pang-kou	id=g:2048233
Tung-kuai-pang-kou	id=g:2048234
