Shi‘b Hājir	id=g:7344167
Dhī Jarādah	id=g:7357106
Dhī Nāşir	id=g:7357107
Dhī Şaylah	id=g:7357108
Dhī Thidd	id=g:7357109
Dhuqḩam	id=g:7357110
Dūhah	id=g:7357111
Duḩz̧ī	id=g:7357112
Jabal Fawdal	id=g:7357113
Wādī al Ghayl	id=g:7357114
Ghuḑḑār	id=g:7357115
Ḩabīl ad Dār	id=g:7357116
Ḩabīl al Ja‘rīr	id=g:7357117
Ḩabīl Duwayd	id=g:7357118
Ḩabīl Ni‘mah	id=g:7357119
Ḩaddah	id=g:7357120
Ḩamak	id=g:7357121
Ḩaqir	id=g:7357122
Ḩaşabān	id=g:7357123
Ḩasal	id=g:7357124
Ḩawshab	id=g:7357125
Najd Ḩawwās	id=g:7357126
Ḩidābah	id=g:7357127
Ḩidhar	id=g:7357128
Jabal al Ḩidīdah	id=g:7357129
Ḩillān al ‘Ulyā	id=g:7357130
Himadān	id=g:7357132
Ḩişn as Sabwah	id=g:7357133
Ḩilākah	id=g:7357134
Jabal Ḩūd	id=g:7357135
Ḩujayfah	id=g:7357136
Ḩuwāliqis	id=g:7357137
Wādī Iqlān	id=g:7357138
Jā‘irah	id=g:7357139
Wādī al Jāḩ	id=g:7357140
Jāḩah	id=g:7357141
Jaḩfal	id=g:7357142
Jaraz	id=g:7357143
Jarf Banī ‘Abbād	id=g:7357144
Jarīn	id=g:7357145
Jawlabah	id=g:7357146
Jayrān	id=g:7357147
Jidābah	id=g:7357148
Jizḩān	id=g:7357149
Jubār	id=g:7357150
Jumā‘ir	id=g:7357151
Jūrānah	id=g:7357152
Jabal al Khaḑrā’	id=g:7357153
Kharābah	id=g:7357154
Kharābat ‘Udhānah	id=g:7357155
Kharābat Banī ‘Abbād	id=g:7357156
Wādī Khashabah	id=g:7357157
Khayrān	id=g:7357158
Khūrat Banī ‘Āţif	id=g:7357159
Khuwālah wa Aş Şayrāt	id=g:7357160
Ghayl al Lawī	id=g:7357161
Ma‘wal	id=g:7357162
Najd al Maḩaţţah	id=g:7357163
Maḩram	id=g:7357164
Wādī al Majrib	id=g:7357166
Najd al Maklah	id=g:7357167
Man‘am	id=g:7357168
Wādī al Manbūq	id=g:7357169
Manqadhah	id=g:7357170
Manzil ‘Alī	id=g:7357171
Manzil ash Shāwish	id=g:7357172
Manzil aţ Ţāḩūn	id=g:7357173
Manzil Banī Manşūr	id=g:7357174
Manzil Ḩumayd	id=g:7357175
Manzil Salm	id=g:7357176
Manzil Sarī	id=g:7357177
Marādi‘	id=g:7357178
Jabal Maris	id=g:7357179
Marqaḩ	id=g:7357180
Marzan	id=g:7357181
Maţāwisah	id=g:7357182
Maydām	id=g:7357183
Mayshab	id=g:7357184
Wādī Maytam	id=g:7357185
Wādī al Milḩāt	id=g:7357186
Jabal al Mimţār	id=g:7357187
Min‘imah	id=g:7357188
Mirwah	id=g:7357189
Misdārah	id=g:7357190
Wādī Misma‘	id=g:7357191
Miţāyah	id=g:7357192
Mushayri‘ah	id=g:7357193
Mushayri‘ah	id=g:7357194
Muţāyah	id=g:7357195
Nabit	id=g:7357196
Ţābi‘	id=g:7357197
Jabal Tarīd	id=g:7357198
Wādī Tiban	id=g:7357199
Jabal Tilam	id=g:7357200
Tiryādah	id=g:7357201
Jabal at Tuwayrah	id=g:7357202
Ushb	id=g:7357203
Warafāt	id=g:7357204
Warwah	id=g:7357205
Washid	id=g:7357206
Wādī Yarākh	id=g:7357207
Z̧ābi ̓	id=g:7357208
Wādī Z̧ābi’	id=g:7357209
Z̧afār	id=g:7357210
Z̧afīr	id=g:7357211
Z̧āmīr Banī Manşūr	id=g:7357212
Zaqmā	id=g:7357213
Z̧awmarī	id=g:7357214
Wādī Z̧awmarī	id=g:7357215
Shi‘b Z̧ūrān	id=g:7357216
Najd al ‘Abd	id=g:7357217
‘Abil	id=g:7357218
‘Adanah	id=g:7357219
Jabal ‘Ālī	id=g:7357220
‘Amīqah	id=g:7357221
‘Anqad	id=g:7357222
Wādī al ‘Arsh	id=g:7357223
Jabal al ‘Asalah	id=g:7357224
‘Aslān al Wuşayb	id=g:7357225
‘Āwah	id=g:7357226
‘Ubaylahāt	id=g:7357227
‘Uqsh	id=g:7357228
‘Urājah	id=g:7357229
‘Ursūm	id=g:7357230
‘Ursūm	id=g:7357231
Wādī ‘Ursūm	id=g:7357232
A‘yun	id=g:7357233
Ab‘ar	id=g:7357234
Ad Dahnah	id=g:7357235
Ad Daraj	id=g:7357236
Ad Daraj	id=g:7357237
Ad Dāriḑ	id=g:7357238
Ad Dimnah	id=g:7357239
Ad Dubaynah	id=g:7357240
Aḑ Ḑuwayḩā’	id=g:7357241
Ad Duwayrah	id=g:7357242
Adh Dhakarah	id=g:7357243
Jabal Aghbar	id=g:7357244
Jabal Aḩmar	id=g:7357245
Jabal Aḩmar	id=g:7357246
Akamat Mashar	id=g:7357247
Akamat Şabir	id=g:7357248
Akamat Shuqayf	id=g:7357249
Al ‘Ahūm	id=g:7357250
Al ‘Anīn	id=g:7357251
Al ‘Arākim	id=g:7357252
Al ‘Arīsh	id=g:7357253
Al ‘Irkāb	id=g:7357254
Al ‘Irq	id=g:7357255
Al ‘Irq	id=g:7357256
Al ‘Ishārī	id=g:7357257
Al ‘Urşām	id=g:7357258
Al ‘Uzaybah	id=g:7357259
Al Afā’	id=g:7357260
Al Akamah	id=g:7357261
Al Akdim	id=g:7357262
Al Āramah	id=g:7357263
Al Ash‘āb	id=g:7357264
Al Batrā’	id=g:7357265
Al Burayhī	id=g:7357266
Al Ghabīb	id=g:7357267
Al Ghabrā’	id=g:7357268
Al Ḩabīl	id=g:7357269
Al Ḩaddāth	id=g:7357270
Al Ḩajif	id=g:7357271
Al Ḩamrā’	id=g:7357272
Al Haq‘ah	id=g:7357273
Al Ḩāqil	id=g:7357274
Al Ḩarrir	id=g:7357275
Al Ḩasanāt	id=g:7357276
Al Ḩawādil	id=g:7357277
Al Hāyah	id=g:7357278
Al Ḩumām	id=g:7357279
Al Ḩumayrā’	id=g:7357280
Al Ḩumrūr	id=g:7357281
Al Ḩuqālī	id=g:7357282
Al Ḩuşayn	id=g:7357283
Al Ḩuzum	id=g:7357284
Al Ikām Aj‘ūd	id=g:7357285
Al Ji‘bālah	id=g:7357286
Al Jīrāt	id=g:7357287
Al Jubayl	id=g:7357288
Al Judhaymah	id=g:7357289
Al Kādhiyah	id=g:7357290
Al Kharābah	id=g:7357291
Al Kharābah	id=g:7357292
Al Khums	id=g:7357293
Al Khurayyib	id=g:7357294
Al Khuzay‘ah	id=g:7357295
Al Khuzay‘ah	id=g:7357296
Al Kishrār	id=g:7357297
Al Kurayfah	id=g:7357298
Al Laşab	id=g:7357299
Al Lijm	id=g:7357300
Al Ma‘āq	id=g:7357301
Al Majan	id=g:7357302
Al Manzil	id=g:7357303
Al Maqāshirah	id=g:7357304
Al Maqlūbah	id=g:7357305
Al Marzūḩ	id=g:7357306
Al Masājid	id=g:7357307
Al Masānīf Ḩinnā’	id=g:7357308
Al Mashārib	id=g:7357309
Al Mashjab	id=g:7357310
Al Mawşaţah	id=g:7357311
Al Maydān	id=g:7357312
Al Mi‘şarah	id=g:7357313
Al Mīhāl	id=g:7357314
Al Miḩdād	id=g:7357315
Al Miḩsāb	id=g:7357316
Al Mikhlāfīyah	id=g:7357317
Al Miqbābah	id=g:7357318
Al Mishḩāţ	id=g:7357319
Al Mishr	id=g:7357320
Al Mishwās	id=g:7357321
Al Miţlāḩ	id=g:7357322
Al Muftash	id=g:7357323
Al Mukhaylah	id=g:7357324
Al Qadamah	id=g:7357325
Al Qaḩfah	id=g:7357326
Al Qaḩfah	id=g:7357327
Al Qinşālah	id=g:7357328
Al Qubā‘ī	id=g:7357329
Al Qubbah	id=g:7357330
Al Qubbah	id=g:7357331
Al Qufay‘ah	id=g:7357332
Al Qurayn	id=g:7357333
Al Qurayn	id=g:7357334
Al Qurf	id=g:7357335
Al Qurrā’	id=g:7357336
Al Wa‘rah	id=g:7357337
Al Waq‘ah	id=g:7357338
An Najd	id=g:7357339
An Nāmis	id=g:7357340
An Nawāḩir	id=g:7357341
An Nawbah	id=g:7357342
An Naydānī	id=g:7357343
Anbiyān	id=g:7357344
Aqrūḑ	id=g:7357345
Aqyūs	id=g:7357346
Ar Rabwah	id=g:7357347
Ar Rādi‘ah	id=g:7357348
Ar Rawāni‘	id=g:7357349
Ar Ribāţ	id=g:7357350
Ar Ribāţ	id=g:7357351
Ar Ritnānah	id=g:7357352
Ar Ruhud	id=g:7357353
As Sadrah	id=g:7357354
As Salmānī	id=g:7357356
Aş Şalwīyah	id=g:7357357
Aş Şarārī	id=g:7357358
Aş Şarfah	id=g:7357359
As Sawādiḩ	id=g:7357360
As Sawālimah	id=g:7357361
Aş Şayrah	id=g:7357362
As Sidrah	id=g:7357363
As Sudd	id=g:7357364
As Sufaylah	id=g:7357366
Aş Şūfī	id=g:7357367
As Sumaydid	id=g:7357368
Aş Şurayfah	id=g:7357369
Aş Şurayḩ	id=g:7357370
Ash Shi‘ābī	id=g:7357371
Ash Shi‘bah	id=g:7357372
Ash Shi‘bah	id=g:7357373
Ash Shi‘bah	id=g:7357374
Ash Shu‘ūb	id=g:7357375
Wādī al Ash‘āb	id=g:7357376
Aşyāḩ	id=g:7357377
Aţ Ţabīn	id=g:7357378
Aţ Ţunayţinī	id=g:7357379
At Tuwaymīyah	id=g:7357380
Az̧ Z̧āhir	id=g:7357381
Az̧ Z̧āribah	id=g:7357382
Az Zayli‘ī	id=g:7357383
Az Zūwah	id=g:7357384
Banī Manşūr	id=g:7357385
Baţnah	id=g:7357386
Wādī al Baydā’	id=g:7357387
Biţāḩ	id=g:7357388
Wādī Biţāḩ	id=g:7357389
Buraykāt	id=g:7357390
Jabal ad Damālah	id=g:7357391
Jabal ad Damḩ	id=g:7357392
Damūm	id=g:7357393
Dār al ‘Adan	id=g:7357394
Dār as Sa‘d	id=g:7357395
Dayr al Jalāl	id=g:7357396
Dharākhīf	id=g:7357397
Dhī Mayhinah	id=g:7357398
Dhī Murayn	id=g:7357399
Dhī Raḩabah	id=g:7357400
Dubbaysah	id=g:7357401
Ḑuwayḩā’al Wuşayb	id=g:7357402
Falāḩ	id=g:7357403
Shi‘b al Faras	id=g:7357404
Ghubarāt	id=g:7357405
Ḩabil as Sūq	id=g:7357406
Ḩabil Ḑaf‘ān	id=g:7357407
Ḩabīl Yaḩyá	id=g:7357408
Wādī al Ḩājib	id=g:7357409
Hamādinah	id=g:7357410
Hamdān	id=g:7357411
Shi‘b Ḩamūd	id=g:7357412
Ḩansar	id=g:7357413
Wādī Ḩansar	id=g:7357414
Shi‘b al Ḩarab	id=g:7357415
Harār	id=g:7357416
Wādī Hasanāt	id=g:7357417
Ḩawāfilah	id=g:7357418
Ḩawjalah	id=g:7357419
Jabal Ḩazm ad Damūm	id=g:7357420
Ḩidah	id=g:7357421
Ḩişān	id=g:7357422
Ḩişn ash Shurmān	id=g:7357423
Jabal Ḩumayd	id=g:7357424
Ḩuqaybah	id=g:7357425
Ḩutrūsh	id=g:7357426
Naqīl Ibil	id=g:7357427
Ikām Sa‘d	id=g:7357428
Najd al Jabal	id=g:7357429
Wādī Jadīd	id=g:7357430
Jubbā’	id=g:7357431
Jabal al Junāyd	id=g:7357432
Shi‘b al Kabīr	id=g:7357433
Wādī Kalābah	id=g:7357434
Kamarān Aj‘ūd	id=g:7357435
Karādīyah	id=g:7357436
Kawākibah	id=g:7357437
Shi‘b al Khādim	id=g:7357438
Al Khalil	id=g:7357439
Kharābat al Ḩaddah	id=g:7357440
Kharābat al Işrār	id=g:7357441
Kharābat al Madrak	id=g:7357442
Khilaw	id=g:7357443
Khuḑayrīyah	id=g:7357444
Wādī al Laşab	id=g:7357445
Lawzam	id=g:7357446
Wādī al Maḩabah	id=g:7357447
Maḩjūzah	id=g:7357448
Maḩrum	id=g:7357449
Maḩzaf	id=g:7357450
Makinah	id=g:7357451
Māliḩ	id=g:7357452
Manşūrah	id=g:7357453
Manzil ash Shubaykinī	id=g:7357454
Al Masādir	id=g:7357455
Masāliq	id=g:7357456
Masliqah	id=g:7357457
Masnaḩ	id=g:7357458
Shi‘b al Mawādim	id=g:7357459
Mawhab	id=g:7357460
Wādī al Mawşaţah	id=g:7357461
Mi‘kāshah	id=g:7357462
Mi‘qāb	id=g:7357463
Mi‘rāḑah	id=g:7357464
Jabal al Mijrib	id=g:7357465
Jabal Mimţār	id=g:7357466
Mirdā‘ah	id=g:7357467
Mu‘ayţib	id=g:7357468
Mudayhil	id=g:7357469
Mukhaydish	id=g:7357470
Mulayḩ	id=g:7357471
Mūrāḩib	id=g:7357472
Muşayni‘ah	id=g:7357473
Wādī Najd al Jabal	id=g:7357474
Najdayn	id=g:7357475
Shi‘b an Nakhlah	id=g:7357476
Shi‘b an Namir	id=g:7357477
Nuwaydirah	id=g:7357478
Qamā‘irah	id=g:7357479
Qaryat ad Diqāmah	id=g:7357480
Qaryat al ‘Afīf	id=g:7357481
Qaryat al ‘Awrah	id=g:7357482
Qaryat al Jabal	id=g:7357483
Qaryat al Jabbānah	id=g:7357484
Qaryat al Madrasah	id=g:7357485
Qaryat al Wa‘l	id=g:7357486
Qaryat an Naqīl	id=g:7357487
Qaryat An‘am	id=g:7357488
Qaryat ar Rajḩah	id=g:7357489
Qaryat as Siqā’	id=g:7357490
Qaryat Shi‘b al Malīḩ	id=g:7357491
Qaryat Tubāshi‘ah	id=g:7357492
Qāshi‘	id=g:7357493
Qaţan	id=g:7357494
Qufā‘ah	id=g:7357495
Qurānah Sha‘bānīyah	id=g:7357496
Qurrāf	id=g:7357497
Quşaybah	id=g:7357498
Qushayḩī	id=g:7357499
Quz‘ir	id=g:7357500
Quzāḩah	id=g:7357501
Quzaylah	id=g:7357502
Rā‘iḑah	id=g:7357503
Raḩabah	id=g:7357504
Ramdah	id=g:7357505
Shi‘b ar Rayḩān	id=g:7357506
Shi‘b Şāliḩ	id=g:7357507
Samsarah	id=g:7357508
Şarādah	id=g:7357509
Shi‘b as Sawā’	id=g:7357510
Wādī as Sawādiḩ	id=g:7357511
Shahrah	id=g:7357512
Shāqah	id=g:7357513
Sharaf Minsāmah	id=g:7357514
Shāribīyah	id=g:7357515
Ash Shayḩan	id=g:7357516
Shi‘bat as Sūq	id=g:7357517
Sī‘ah	id=g:7357518
Şiḩşāḩ	id=g:7357519
Jabal Şuwayd	id=g:7357520
Wādī aţ ’Ţawīl	id=g:7357521
Ţaysalah	id=g:7357522
Thabāt	id=g:7357523
Tibshā‘ah	id=g:7357524
Wādī Tubāshi‘ah	id=g:7357525
Ujulah	id=g:7357526
Jabal Wa‘il	id=g:7357527
Wāqiş	id=g:7357528
Watīr	id=g:7357529
Wādī al Wuşayb	id=g:7357530
Yakhtul	id=g:7357531
Yihāqir	id=g:7357535
Jabal az̧ Z̧āhir	id=g:7357536
Az Zuju‘	id=g:7357537
Najd al Bakīlī	id=g:7357538
Shi‘b Bani Huwaydī	id=g:7357539
Baqar	id=g:7357540
Wādī Baqar	id=g:7357541
Shi‘b al Basam	id=g:7357542
Bayt ‘Ūth	id=g:7357543
Dār as Samāyā	id=g:7357544
Wādī ad Dār	id=g:7357545
Ḑawwān	id=g:7357546
Dhakuwān	id=g:7357547
Dimnah	id=g:7357548
Din‘am	id=g:7357549
Wādī Din‘am	id=g:7357550
Dubayyah	id=g:7357551
Dufri‘	id=g:7357552
Ḑukā‘ah	id=g:7357553
Wādī Ḑukā‘ah	id=g:7357554
Waththah	id=g:7357555
Fudmān	id=g:7357556
Ghawl	id=g:7357557
Wādī Ghawl	id=g:7357558
Ghurāghirah	id=g:7357559
Ḩabīl adh Dhīb	id=g:7357560
Ḩabīl Aftūḩ	id=g:7357561
Ḩabīl Ajrun	id=g:7357562
Ḩabīl al ‘Aşūd	id=g:7357563
Ḩabīl Asa‘d	id=g:7357564
Ḩabīl as Sabt	id=g:7357565
Ḩabīl as Sūq	id=g:7357566
Ḩabīl aţ Ţawīl	id=g:7357567
Ḩabīl Ismā‘īl	id=g:7357568
Ḩadabah	id=g:7357569
Ḩadal	id=g:7357570
Ḩajar	id=g:7357571
Wādī al Ḩajūf	id=g:7357572
Ḩanājīr	id=g:7357573
Wādī al Ḩaql	id=g:7357574
Ḩaşn	id=g:7357575
Ḩawāmirah	id=g:7357576
Jabal Ḩawāmirah	id=g:7357577
Ḩawrār	id=g:7357578
Ḩişn ash Shurmān	id=g:7357579
Jabal al Hīt	id=g:7357580
Hubbib	id=g:7357581
Ḩudayb	id=g:7357582
Ḩujfah	id=g:7357583
Wādī al Ḩuraybī	id=g:7357584
Ibḩār	id=g:7357586
Wādī al Jannāt	id=g:7357587
Qarf ‘Uzayq	id=g:7357588
Qarf al Ghurāb	id=g:7357589
Wādī al Jawl	id=g:7357590
Jidlah	id=g:7357591
Jubaḩ	id=g:7357592
Wādī Judaydah	id=g:7357593
Shi‘b al Kabsh	id=g:7357594
Khalāwah	id=g:7357595
Shi‘b al Kharrāz	id=g:7357596
Wādī Khulbān	id=g:7357597
Wādī al Khuraybah	id=g:7357598
Wādī al Khuşayl	id=g:7357599
Khuzayjah	id=g:7357600
Kitām	id=g:7357601
Kubār	id=g:7357602
Lakamat aş Şabrī	id=g:7357603
Wādī al Lişāb	id=g:7357604
Ma‘fadah	id=g:7357605
Wādī Ma‘fadah	id=g:7357606
Ma‘zabah	id=g:7357607
Wādī al Ma‘zahah	id=g:7357608
Manz̧ān	id=g:7357609
Shi‘b Manz̧ān	id=g:7357610
Maqlū‘	id=g:7357611
Marjal	id=g:7357612
Wādī al Mashāri‘	id=g:7357613
Shi‘b al Mashāriq	id=g:7357614
Jabal Maswar	id=g:7357615
Mawmaj	id=g:7357616
Wādī Mawmaj	id=g:7357617
Mil‘ābah	id=g:7357618
Mimz̧aḑ	id=g:7357619
Najd Miryah	id=g:7357620
Misma‘	id=g:7357621
Mişwālah	id=g:7357622
Muqaybirah	id=g:7357623
Murayrān	id=g:7357624
Musayliqah	id=g:7357625
Muşayni‘ah	id=g:7357626
Muşayni‘ah	id=g:7357627
Mushayf	id=g:7357628
Wādī an Nadwaḩ	id=g:7357629
Najjārī	id=g:7357630
Niya‘	id=g:7357631
Qaram	id=g:7357632
Qaryat Miryah	id=g:7357633
Qarf	id=g:7357634
Qaryat ad Dakhlah	id=g:7357635
Qaryat ad Dār	id=g:7357636
Qaryat adh Dhirā‘	id=g:7357637
Qaryat al ‘Arīfah	id=g:7357638
Qaryat al ‘Irsh	id=g:7357639
Jabal ‘Abadān	id=g:7357640
Najd al ‘Āmirah	id=g:7357641
‘Anīn	id=g:7357642
Jabal al ‘Arīfah	id=g:7357643
‘Aşam	id=g:7357644
Wādī ‘Aşam	id=g:7357645
‘Ashwah	id=g:7357646
‘Awmān	id=g:7357647
‘Udānī	id=g:7357648
‘Ukāz̧	id=g:7357649
Najd A‘war	id=g:7357650
Al Aḩsis	id=g:7357651
Akamat ‘Uqābī	id=g:7357652
Akhraq	id=g:7357653
Al ‘Adūf	id=g:7357654
Al ‘Arīfah	id=g:7357655
Al ‘Aşarīyah	id=g:7357656
Al ‘Ufayf	id=g:7357657
Al ‘Unīn	id=g:7357658
Al ‘Uqayr	id=g:7357659
Al ‘Urjī	id=g:7357660
Al ‘Usqī	id=g:7357661
Al Ajlāb	id=g:7357662
Al Ajzāf	id=g:7357663
Al Fuqqah	id=g:7357664
Al Ghayālī	id=g:7357665
Al Ḩablah	id=g:7357666
Al Ḩajrayn	id=g:7357667
Al Hajūf	id=g:7357668
Al Ḩammām	id=g:7357669
Al Ḩanbah	id=g:7357670
Al Ḩashfar	id=g:7357671
Al Ḩasīt	id=g:7357672
Al Ḩinna’ah	id=g:7357673
Al Khuwār	id=g:7357674
Al Inmar	id=g:7357675
Al Jabbānah	id=g:7357676
Al Jannāt	id=g:7357677
Al Jarf	id=g:7357678
Al Jarīn	id=g:7357679
Al Jawl	id=g:7357680
Al Jawsh	id=g:7357681
Al Judul	id=g:7357682
Al Jurayfah	id=g:7357683
Al Juwāḩī	id=g:7357684
Al Khābī	id=g:7357685
Al Kharabah	id=g:7357686
Al Kharābah	id=g:7357687
Al Kharābah	id=g:7357688
Al Kharābah	id=g:7357689
Al Khilaw	id=g:7357690
Al Khuraybah	id=g:7357691
Al Khuşayl	id=g:7357692
Al Kishrār	id=g:7357693
Al Lişāb	id=g:7357694
Al Ma‘zabah	id=g:7357695
Al Ma‘zabah	id=g:7357696
Al Ma‘zabah	id=g:7357697
Al Mabādir	id=g:7357698
Al Madad	id=g:7357699
Al Maḩram	id=g:7357700
Al Makārithah	id=g:7357701
Al Malaḩah	id=g:7357702
Al Marhūḑah	id=g:7357703
Al Marqab	id=g:7357704
Al Maşā‘id	id=g:7357705
Al Mashāri‘	id=g:7357706
Al Masrub	id=g:7357707
Al Mawbaz	id=g:7357708
Al Miḩāmidah	id=g:7357709
Al Miḩdād	id=g:7357710
Al Mijrā‘	id=g:7357711
Al Milbāz	id=g:7357712
Al Misbā’	id=g:7357713
Al Mujālīyah	id=g:7357714
Al Mulayḩ	id=g:7357715
Al Mulayḩah	id=g:7357716
Al Muz̧ayz̧	id=g:7357717
Al Qaşmā’	id=g:7357718
Al Qub‘ah	id=g:7357719
Al Qurayn	id=g:7357720
Al Quruf	id=g:7357721
Al Qusham	id=g:7357722
Al Qushūb	id=g:7357723
Al Wa‘rah	id=g:7357724
An Nadwaḩ	id=g:7357725
An Najr	id=g:7357726
An Nujayd	id=g:7357727
Ar Rāfi‘ah	id=g:7357728
Ar Rāwis	id=g:7357729
Ar Rāwis	id=g:7357730
Ar Rayzah	id=g:7357731
Ar Rubū‘	id=g:7357732
Ar Rumaydī	id=g:7357733
Al Jurbah	id=g:7357734
As Sa‘aydah	id=g:7357735
As Sā’ilah as Suflá	id=g:7357736
As Sā’ilah as Suflá	id=g:7357737
As Sanājir	id=g:7357738
Aş Şayrāt	id=g:7357739
Ash Shi‘bah	id=g:7357740
Ash Shi‘bayn	id=g:7357741
Ash Shuway‘ah	id=g:7357742
Wādī Ashwah	id=g:7357743
Shi‘b Awbar	id=g:7357744
Qaryat al Ahfūr	id=g:7357745
Qaryat al Akam	id=g:7357746
Qaryat al Anşār	id=g:7357747
Qaryat al Ash‘ab	id=g:7357748
Qaryat al Bayt	id=g:7357749
Qaryat al Farshah	id=g:7357750
Qaryat al Ghalīl	id=g:7357751
Qaryat al Ḩubayl	id=g:7357752
Qaryat al Jalb	id=g:7357753
Qaryat al Ma‘ayn	id=g:7357754
Qaryat al Mabrāk	id=g:7357755
Qaryat al Mas·had	id=g:7357756
Qaryat al Minqāmah	id=g:7357757
Qaryat al Mulaykī	id=g:7357758
Qaryat al Qurayyah	id=g:7357759
Qaryat al Ukaymah	id=g:7357760
Qaryat al Ukaymah	id=g:7357761
Qaryat al Wazlah	id=g:7357762
Qaryat an Nujayd	id=g:7357763
Qaryat ar Rabwah	id=g:7357764
Qaryat ar Rakhwah	id=g:7357765
Qaryat ar Rumayd	id=g:7357766
Qaryat ar Ruzmah	id=g:7357767
Qaryat aş Şafā	id=g:7357768
Qaryat as Silī	id=g:7357769
Qaryat ash Sha‘īb	id=g:7357770
Qaryat ash Sharāwī	id=g:7357771
Qaryat ash Shi‘ābī	id=g:7357772
Qaryat ash Shi‘b	id=g:7357773
Qaryat ash Shurāmī	id=g:7357774
Qaryat Walī	id=g:7357775
Qaryat az̧ Z̧afīr	id=g:7357776
Qaryat Marwas	id=g:7357777
Qaryat Miḩāsh	id=g:7357778
Qaryat Najd Khulbān	id=g:7357779
Qaryat Shi‘b al Ḩişn	id=g:7357780
Qaryat Shi‘b al Masāwī	id=g:7357781
Qub‘ayn	id=g:7357782
Quţayn	id=g:7357783
Rubţ	id=g:7357784
Wādī Rubţ	id=g:7357785
Sā’ilat as Sanājir	id=g:7357786
Sā’ilat Sawraq	id=g:7357787
Şaffārah	id=g:7357788
Sarāwār	id=g:7357789
Sayrah	id=g:7357790
Şayrah	id=g:7357791
Şayrah	id=g:7357792
Shi‘b ash Sha‘ūs	id=g:7357793
Jabal ash Shadif	id=g:7357794
Shi‘āf	id=g:7357795
Wādī ash Shi‘bah	id=g:7357796
Shu‘ūb Banī ‘Alī	id=g:7357797
Najd Shuddād	id=g:7357798
Simām	id=g:7357799
Sulayq	id=g:7357800
Sūq al Aḩad	id=g:7357801
Sūq al Khamīs ‘Amārah	id=g:7357802
Sūq ar Rubū‘	id=g:7357803
Suwaydā’	id=g:7357804
Wādī aţ Ţamḩān	id=g:7357805
Shi‘b aţ Ţubayl	id=g:7357806
Jabal at Tunaym	id=g:7357807
Turbat Asḩāq	id=g:7357808
Wa‘rah	id=g:7357809
Wādī Wa‘rah	id=g:7357810
Wabarān	id=g:7357811
Wajrah	id=g:7357812
Zaḩrah	id=g:7357813
Zarībah	id=g:7357814
Zufar	id=g:7357815
Wādī az Zuju‘	id=g:7357816
Wādī al Maḩāqirah	id=g:7357817
Wādī ash Shi‘ābī	id=g:7357818
Wādī adh Dhahb	id=g:7357819
Wādī Jubāḩ	id=g:7357840
Wādī Junān	id=g:7357841
Wādī Qumāshah	id=g:7357842
Jabal al ‘Abānī	id=g:7357843
Al Qillah	id=g:7357844
Al Qufl	id=g:7357845
Al Quran	id=g:7357846
Al Qushayb	id=g:7357847
Al Waqī‘	id=g:7357848
Jabal al Albakh	id=g:7357849
Shi‘b al ‘Āmirī	id=g:7357850
An Najalah	id=g:7357851
An Najd	id=g:7357852
An Najibah	id=g:7357853
An Nawāşib	id=g:7357854
An Nuqay‘	id=g:7357855
Ar Rakab	id=g:7357856
Ar Rasān	id=g:7357857
Ar Ribāţ	id=g:7357858
Ar Ribāţ	id=g:7357859
Ar Rujāmah	id=g:7357860
Ar Rujmah	id=g:7357861
Ar Rumaydah	id=g:7357862
Ar Ruwayḩā’	id=g:7357863
Wādī al Arḑām	id=g:7357864
Wādī ‘Arşimah	id=g:7357865
Aş Şabīḩ	id=g:7357866
Aş Şāfiyah	id=g:7357867
As Sahlah	id=g:7357868
As Sahlah ‘Āris	id=g:7357869
As Salabah	id=g:7357870
As Salf	id=g:7357871
Aş Şarm	id=g:7357872
Aş Şawḩar	id=g:7357873
As Sayāgh	id=g:7357874
Aş Şayrah	id=g:7357875
Aş Şayrah	id=g:7357876
Aş Şu‘ayyid	id=g:7357877
As Suqayy	id=g:7357878
As Suţayḩ	id=g:7357879
Jabal As‘ad	id=g:7357880
Ash Shabwah	id=g:7357881
Ash Shakīrah	id=g:7357882
Ash Shuj‘ah	id=g:7357883
Ash Shurayf	id=g:7357884
Ash Shurayf	id=g:7357885
Jabal al Ashhar	id=g:7357886
Jabal Aswad	id=g:7357887
Az Zahb	id=g:7357901
Az Zinj	id=g:7357902
Az Zinj	id=g:7357903
Az̧ Z̧uhrah	id=g:7357904
Banī ‘Abd Allāh	id=g:7357905
Jabal Banī ‘Alī	id=g:7357906
Banī ‘Alwān	id=g:7357907
Banī ‘Arīf	id=g:7357908
Wādī Banī Aḩmad	id=g:7357909
Banī al ‘Āmirī	id=g:7357910
Banī al Ḩabīlī	id=g:7357911
Banī ar Ramādī	id=g:7357912
Wādī Banī ‘Arīf	id=g:7357913
Wādī Banī Ayāsh	id=g:7357914
Banī az Zakhm	id=g:7357915
Jabal Banī Ghushaym	id=g:7357916
Jabal Banī Ma‘ānis	id=g:7357917
Banī Majānib	id=g:7357918
Jabal Banī Murjif	id=g:7357919
Banī Salamah	id=g:7357920
Banī Sawādah	id=g:7357921
Jabal al Bāridah	id=g:7357922
Shi‘b al Bawāli‘	id=g:7357923
Bayt ‘Awn	id=g:7357924
Bayt al ‘Afīf	id=g:7357925
Bayt al ‘Ātī	id=g:7357926
Bayt al Ba‘dānī	id=g:7357927
