Phipps Creek	id=g:4484851
Saint Peters Church	id=g:4489856
Saint Peters Church	id=g:4489857
Saint Peters Church	id=g:4489858
Saint Peters Church	id=g:4489859
Saint Peters Episcopal Church	id=g:4489860
Saint Peters School	id=g:4489861
Saint Peters School	id=g:4489862
Saint Philips Episcopal Church	id=g:4489863
Saint Phillip Church	id=g:4489864
Saint Phillip Church of Christ	id=g:4489865
Saint Phillips Church	id=g:4489866
Saint Phillips Church	id=g:4489867
Saint Phillips Church	id=g:4489868
Saint Raphaels Church	id=g:4489869
Saint Rest Church	id=g:4489870
Saint Rest Church	id=g:4489871
Saint Rose Church	id=g:4489872
Saint Stanislaus Church	id=g:4489873
Saint Stephen Church	id=g:4489874
Saint Stephen Church	id=g:4489875
Saint Stephen Church	id=g:4489876
Saint Stephen Church (historical)	id=g:4489877
Saint Stephens	id=g:4489878
Saint Stephens Cemetery	id=g:4489879
Saint Stephens Church	id=g:4489880
Saint Stephens Church	id=g:4489881
Saint Stephens Church	id=g:4489882
Saint Stephens Church	id=g:4489883
Saint Stephens Church	id=g:4489884
Saint Stephens Church	id=g:4489885
Saint Stephens Church	id=g:4489886
Saint Stephens Church	id=g:4489887
Saint Stephens Church	id=g:4489888
Saint Stephens Church	id=g:4489889
Saint Stephens Episcopal Church	id=g:4489890
Saint Stephens High School	id=g:4489891
Saint Stephens School	id=g:4489892
Saint Stevens Cemetery	id=g:4489893
Saint Stevens Church	id=g:4489894
Saint Thomas Cemetery	id=g:4489895
Saint Thomas Church	id=g:4489896
Saint Thomas More School	id=g:4489897
Saint Timothy Church	id=g:4489898
Saint Timothys Church	id=g:4489899
Saint Timothys Episcopal Church	id=g:4489900
Saint Union Church	id=g:4489901
Saints Delight Church	id=g:4489902
Saints Delight Church	id=g:4489903
Saints Delight Church	id=g:4489904
Saints Delight Church	id=g:4489905
Saints Delight Church	id=g:4489906
Saints Delight Church (historical)	id=g:4489907
Saints Delite Church	id=g:4489908
Saints Peter and Paul Church	id=g:4489909
Sal Creek	id=g:4489910
Saint Clair Lump	id=g:4489911
Sal Teague Hill	id=g:4489912
Sal Tom Creek	id=g:4489913
Sal Patch	id=g:4489914
Salem	id=g:4489915
Salem	id=g:4489916
Salem	id=g:4489917
Salem	id=g:4489918
Salem	id=g:4489919
Salem	id=g:4489920
Salem	id=g:4489921
Salem	id=g:4489922
Salem Acres	id=g:4489923
Salem Cemetery	id=g:4489924
Salem Cemetery	id=g:4489925
Salem Cemetery	id=g:4489926
Salem Cemetery	id=g:4489927
Salem Cemetery	id=g:4489928
Salem Chapel	id=g:4489929
Salem Chapel	id=g:4489930
Township of Salem Chapel	id=g:4489931
Salem Church	id=g:4489932
Salem Church	id=g:4489933
Salem Church	id=g:4489934
Salem Church	id=g:4489935
Salem Church	id=g:4489936
Salem Church	id=g:4489937
Salem Church	id=g:4489938
Salem Church	id=g:4489939
Salem Church	id=g:4489940
Salem Church	id=g:4489941
Salem Church	id=g:4489942
Salem Church	id=g:4489943
Salem Church	id=g:4489944
Salem Church	id=g:4489945
Salem Church	id=g:4489946
Salem Church	id=g:4489947
Salem Church	id=g:4489948
Salem Church	id=g:4489949
Salem Church	id=g:4489950
Salem Church	id=g:4489951
Salem Church	id=g:4489952
Salem Church	id=g:4489953
Salem Church	id=g:4489954
Salem Baptist Church	id=g:4489955
Salem Church	id=g:4489956
Salem Church	id=g:4489957
Salem Church	id=g:4489958
Salem Church (historical)	id=g:4489959
Salem Church (historical)	id=g:4489960
Salem Church (historical)	id=g:4489961
Salem College	id=g:4489962
Salem Creek	id=g:4489963
Saldeer Gap	id=g:4489964
Salem Creek	id=g:4489965
Salem Elementary and Junior High School	id=g:4489966
Salem Fork Baptist Church	id=g:4489967
Salem Lake	id=g:4489968
Salem Lake Dam	id=g:4489969
Salem Methodist Church Cemetery	id=g:4489970
Salem School	id=g:4489971
Salem School	id=g:4489972
Salem School (historical)	id=g:4489973
Salem Tavern	id=g:4489974
Salem United Methodist Church	id=g:4489975
Salem United Methodist Church	id=g:4489976
Salem Woods	id=g:4489977
Township of Salem	id=g:4489978
Township of Salem	id=g:4489979
Salemburg	id=g:4489980
Salemburg Elementary School	id=g:4489981
Salemfork	id=g:4489982
Sales Branch	id=g:4489983
Salem Fork Cemetery	id=g:4489984
Salisbury	id=g:4489985
Salisbury Business College	id=g:4489986
Salisbury Church	id=g:4489987
Salisbury Country Club	id=g:4489988
Salisbury Post Office	id=g:4489989
Township of Salisbury	id=g:4489990
Salley Gap	id=g:4489991
Salliers Bay	id=g:4489992
Sally Branch	id=g:4489993
Sales Ford	id=g:4489994
Sally Branch	id=g:4489995
Sally Cove	id=g:4489996
Sally Creek	id=g:4489997
Sally Gap	id=g:4489998
Sally Haynes Branch	id=g:4489999
Sally Gap	id=g:4490000
Sally Sam Branch	id=g:4490001
Sally Mountain	id=g:4490002
Salmon Creek	id=g:4490003
Sally Whitley Dam	id=g:4490004
Salola Branch	id=g:4490005
Salome Pond	id=g:4490006
Salt Gap	id=g:4490007
Salt Marsh Dam	id=g:4490008
Salt Marsh Ditch	id=g:4490009
Salt Pit Creek	id=g:4490010
Salt Rock	id=g:4490011
Salt Rock Gap	id=g:4490012
Salt Rock Gap	id=g:4490013
Saltaire	id=g:4490014
Salter Path	id=g:4490015
Salters Creek	id=g:4490016
Salt Boiler Creek	id=g:4490017
Salters Lake Bay	id=g:4490018
Salters Lumps	id=g:4490019
Salton Gap	id=g:4490020
Saltrock Branch	id=g:4490021
Salters Lake	id=g:4490022
Saltrock Branch	id=g:4490023
Saltrock Gap	id=g:4490024
Saluda Elementary	id=g:4490025
Saluda Junior High School	id=g:4490026
Township of Saluda	id=g:4490027
Salvo	id=g:4490028
Sam Branch	id=g:4490029
Sam Branch	id=g:4490030
Saluda	id=g:4490031
Sam Branch	id=g:4490032
Sam Branch	id=g:4490033
Sam Branch	id=g:4490034
Sam Cove	id=g:4490035
Sam Doane Mountain	id=g:4490036
Sam Knob	id=g:4490037
Sam Newton Branch	id=g:4490038
Sam D Bundy Elementary School	id=g:4490039
Sam Winsors Lump	id=g:4490040
Sam Winter Lump	id=g:4490041
Samarcand	id=g:4490042
Samarcand Manor State Correctional Instituti	id=g:4490043
Samaria	id=g:4490044
Samaria Church	id=g:4490045
Samaritan Baptist Church	id=g:4490046
Sammy Basin	id=g:4490047
Sampson Acres Lake	id=g:4490048
Sampson Acres Lake Dam	id=g:4490049
Sampson Branch	id=g:4490050
Sam Queen Gap	id=g:4490051
Sampson College	id=g:4490052
Sampson County	id=g:4490053
Sampson County Airport	id=g:4490054
Sampson Regional Medical Center	id=g:4490055
Sampson Creek	id=g:4490056
Sampson Chapel	id=g:4490057
Sampson Landing Creek	id=g:4490058
Sampson Gap	id=g:4490059
Sampson Middle School	id=g:4490060
Sampson Mountain	id=g:4490061
Sampson Mountain	id=g:4490062
Sampson Peak	id=g:4490063
Sampson Point	id=g:4490064
Sampson Pond	id=g:4490065
Sams Branch	id=g:4490066
Sampson Memorial Hospital Airport	id=g:4490067
Sams Branch	id=g:4490068
Sams Branch	id=g:4490069
Sams Creek	id=g:4490070
Sams Creek	id=g:4490071
Sams Cemetery	id=g:4490072
Sams Gap	id=g:4490073
Sams Knob	id=g:4490074
Sams Land	id=g:4490075
Sams Ridge	id=g:4490076
Samuel Chapel	id=g:4490077
Samuel Chapel	id=g:4490078
San-Lee Park	id=g:4490079
San-Lee Park Dams	id=g:4490080
Sanborns Gut	id=g:4490081
Sanctified Church	id=g:4490082
Sand Ball Hill	id=g:4490083
Sand Banks	id=g:4490084
Sand Banks	id=g:4490086
Sand Beach Creek	id=g:4490087
Sand Beach Creek	id=g:4490088
Sams Gap	id=g:4490089
Sand Branch	id=g:4490090
Sand Branch	id=g:4490091
Sand Branch	id=g:4490092
Sand Branch	id=g:4490093
Sand Branch	id=g:4490094
Sand Cove	id=g:4490095
Sand Creek	id=g:4490096
Sand Creek	id=g:4490097
Sand Dollar Shores	id=g:4490098
Sand Hill	id=g:4490099
Sand Hill	id=g:4490100
Sand Hill Bay	id=g:4490101
Sand Hill Bay	id=g:4490102
Sand Hill Cemetery	id=g:4490103
Sand Hill Cemetery	id=g:4490104
Sand Hill Church	id=g:4490105
Sand Hill Church	id=g:4490106
Sand Hill Church	id=g:4490107
Sand Hill Creek	id=g:4490108
Sand Hill	id=g:4490109
Sand Hill Landing	id=g:4490110
Sand Hill Middle School	id=g:4490111
Sand Hill Point	id=g:4490112
Sand Hill Primary School	id=g:4490113
Township of Sand Hill	id=g:4490114
Sand Hole Creek	id=g:4490115
Sand Hill Lake	id=g:4490116
Sand Island Inlet	id=g:4490117
Sand Island Slough	id=g:4490118
Sand Mountain	id=g:4490119
Sand Pit Bay	id=g:4490120
Sand Pit Branch	id=g:4490121
Sand Island	id=g:4490122
Sand Point	id=g:4490123
Sand Point	id=g:4490124
Sand Point	id=g:4490125
Sand Ridge	id=g:4490126
Sand Ridge	id=g:4490127
Sandbank Creek	id=g:4490128
Sand Pit Bridge	id=g:4490129
Sanderling	id=g:4490130
Sanders Bay	id=g:4490131
Sanders Bridge	id=g:4490132
Sanders Cemetery	id=g:4490133
Sanders Cemetery	id=g:4490134
Sanders Chapel	id=g:4490135
Sanders Creek	id=g:4490136
Sanders Creek	id=g:4490137
Sandbank Ridge	id=g:4490138
Sanders Creek	id=g:4490139
Sanders Creek	id=g:4490140
Sanders Grove Church	id=g:4490141
Sanders Island	id=g:4490142
Sanders Knob	id=g:4490143
Sanders Knob	id=g:4490144
Sanders Point	id=g:4490145
Sanders Point	id=g:4490146
Sanders-Sikes Gymnasium	id=g:4490147
Sanderson Bridge	id=g:4490148
Sanderson Cemetery	id=g:4490149
Sanderson Cove	id=g:4490150
Sanders Creek	id=g:4490151
Sanderson High School	id=g:4490152
Sandford Landing	id=g:4490153
Sandhill	id=g:4490154
Sandhill Canal	id=g:4490155
Sandhill Church	id=g:4490156
Sandhill Missionary Church	id=g:4490157
Sandhill Shopping Center	id=g:4490158
Sandhills Cemetery	id=g:4490159
Sandpit Branch	id=g:4490160
Sanderson Fish Pond	id=g:4490161
The Sands	id=g:4490162
Sandstone Hill	id=g:4490163
Sandy Bay	id=g:4490164
Sandy Bay	id=g:4490165
Sandy Bluff	id=g:4490166
Sandy Bluff Landing	id=g:4490167
Sandy Bottom	id=g:4490168
Sandy Bottom	id=g:4490169
Sandy Bottom	id=g:4490170
Sandy Bottom Fire District	id=g:4490171
Sandy Bottom Fire Station	id=g:4490172
Sandy Bottoms	id=g:4490173
Sandy Branch	id=g:4490174
Sands	id=g:4490175
Sandy Branch	id=g:4490176
Sandy Branch	id=g:4490177
Sandy Branch	id=g:4490178
Sandy Branch	id=g:4490179
Sandy Branch	id=g:4490180
Sandy Branch	id=g:4490181
Sandy Branch Church	id=g:4490182
Sandy Creek	id=g:4490183
Sandy Creek	id=g:4490184
Sandy Cove	id=g:4490185
Sandy Creek	id=g:4490186
Sandy Creek	id=g:4490187
Sandy Creek	id=g:4490188
Sandy Creek	id=g:4490189
Sandy Creek	id=g:4490190
Sandy Creek	id=g:4490191
Sandy Creek Cemetery	id=g:4490192
Sandy Creek Church	id=g:4490193
Sandy Creek Church	id=g:4490194
Sandy Creek Church	id=g:4490195
Sandy Creek Mission	id=g:4490196
Township of Sandy Creek	id=g:4490197
Township of Sandy Creek	id=g:4490198
Sandy Cross	id=g:4490199
Sandy Cross	id=g:4490200
Sandy Cross Baptist Church	id=g:4490201
Sandy Cross Church	id=g:4490202
Sandy Cross Methodist Church	id=g:4490203
Sandy Field Landing	id=g:4490204
Sandy Flat Gap	id=g:4490205
Sandy Flat Mountain	id=g:4490206
Sandy Flats Baptist Church	id=g:4490207
Sandy Fork Bay	id=g:4490208
Sandy Fork Church	id=g:4490209
Sandy Fork Church	id=g:4490210
Sandy Gap	id=g:4490211
Sandy Gap	id=g:4490212
Sandy Gap	id=g:4490213
Sandy Gap	id=g:4490214
Sandy Gap	id=g:4490215
Sandy Gap	id=g:4490216
Sandy Gap	id=g:4490217
Sandy Gap	id=g:4490218
Sandy Gap	id=g:4490219
Sandy Gap	id=g:4490220
Sandy Gap Branch	id=g:4490221
Sandy Creek	id=g:4490222
Sandy Gap Dam Number Two	id=g:4490223
Sandy Gap Lake Number One	id=g:4490224
Sandy Gap Lake Number Two	id=g:4490225
Sandy Grove	id=g:4490226
Sandy Grove	id=g:4490227
Sandy Grove Church	id=g:4490228
Sandy Grove Church	id=g:4490229
Sandy Grove Church	id=g:4490230
Sandy Grove Church	id=g:4490231
Sandy Grove Church	id=g:4490232
Sandy Grove Church	id=g:4490233
Sandy Grove Church	id=g:4490234
Sandy Grove Church	id=g:4490235
Sandy Grove Church	id=g:4490236
Sandy Grove Church	id=g:4490237
Sandy Gut	id=g:4490238
Sandy Hill	id=g:4490239
Sandy Hill School	id=g:4490240
Sandy Huss Creek	id=g:4490241
Sandy Gap Dam Number One	id=g:4490242
Sandy Knob	id=g:4490243
Sandy Landing	id=g:4490244
Sandy Landing	id=g:4490245
Sandy Landing	id=g:4490246
Sandy Level Cemetery	id=g:4490247
Sandy Level Church	id=g:4490248
Sandy Level Church	id=g:4490249
Sandy Level Church	id=g:4490250
Sandy Mush	id=g:4490251
Township of Sandy Mush	id=g:4490252
Sandy Plain	id=g:4490253
Sandy Plain	id=g:4490254
Sandy Plain Church	id=g:4490255
Sandy Plain Church	id=g:4490256
Sandy Plain Church	id=g:4490257
Sandy Plains	id=g:4490258
Sandy Plains	id=g:4490259
Sandy Plains Baptist Church	id=g:4490260
Sandy Plains Church	id=g:4490261
Sandy Plains Church	id=g:4490262
Sandy Plains Church	id=g:4490263
Sandy Plains Dam	id=g:4490264
Sandy Point	id=g:4490265
Sandy Point	id=g:4490266
Sandy Point	id=g:4490267
Sandy Point	id=g:4490268
Sandy Point	id=g:4490269
Sandy Point	id=g:4490270
Sandy Point	id=g:4490271
Sandy Point	id=g:4490272
Sandy Point	id=g:4490273
Sandy Point	id=g:4490274
Sandy Point	id=g:4490275
Sandy Point	id=g:4490276
Sandy Point Church	id=g:4490277
Sandy Point Marina	id=g:4490278
Sandy Point Shoal	id=g:4490279
Sandy Ridge	id=g:4490280
Sandy Ridge	id=g:4490281
Sandy Ridge	id=g:4490282
Sandy Ridge	id=g:4490283
Sandy Ridge	id=g:4490284
Sandy Ridge	id=g:4490285
Sandy Ridge Church	id=g:4490286
Sandy Ridge Church	id=g:4490287
Sandy Ridge Church	id=g:4490288
Sandy Ridge Church	id=g:4490289
Sandy Ridge Church	id=g:4490290
Sandy Ridge Church	id=g:4490291
Sandy Ridge Church	id=g:4490292
Sandy Ridge Church	id=g:4490293
Sandy Ridge Elementary School	id=g:4490294
Sandy Ridge Gut	id=g:4490295
Sandy Ridge School	id=g:4490296
Sandy Ridge School (historical)	id=g:4490297
Sandy Ridge Terrace	id=g:4490298
Township of Sandy Ridge	id=g:4490299
Sandy Run	id=g:4490300
Sandy John Ridge	id=g:4490301
Sandy Run	id=g:4490302
Sandy Run	id=g:4490303
Sandy Run	id=g:4490304
Sandy Run	id=g:4490305
Sandy Run	id=g:4490306
Sandy Run	id=g:4490307
Sandy Run	id=g:4490308
Sandy Run Baptist Church	id=g:4490309
Sandy Run Branch	id=g:4490310
Sandy Run Cemetery	id=g:4490311
Sandy Run Church	id=g:4490312
Sandy Run Swamp	id=g:4490313
Sandy Run Church	id=g:4490314
Sandy Springs	id=g:4490315
Sandy Springs Baptist Church	id=g:4490316
Sandy Springs Cemetery	id=g:4490317
Sandy Springs Church	id=g:4490318
Sandy Woods Lake	id=g:4490319
Sandy Woods Lake Dam	id=g:4490320
Sandyberry Creek	id=g:4490321
Sandy Springs	id=g:4490322
Sandymush	id=g:4490323
Sandymush Bald	id=g:4490324
Sandymush Creek	id=g:4490325
Sandyfield	id=g:4490326
Sanford Church	id=g:4490327
Sanford Creek	id=g:4490328
Sanford	id=g:4490329
Sanford Residence Hall	id=g:4490330
Sanford Shopping Center	id=g:4490331
Raleigh Executive Jetport @ Sanford-Lee County	id=g:4490332
Sanger Creek	id=g:4490333
Sank Gap	id=g:4490334
Sans Souci	id=g:4490335
Sans Souci Ferry	id=g:4490336
Sansom Chapel	id=g:4490337
Santa's Land	id=g:4490338
Lake Santeetlah	id=g:4490339
Santeetlah Church	id=g:4490340
Santeetlah Creek	id=g:4490341
Sanford Mall	id=g:4490342
Santeetlah Gap	id=g:4490343
Santeetlah Hunt Shelter Camp	id=g:4490344
Santeetlah Lake	id=g:4490345
Santeetlah Power House	id=g:4490346
Sapling Mountain	id=g:4490347
Sapling Ridge Church	id=g:4490348
Sapona	id=g:4490349
Sapona Golf and Country Club	id=g:4490350
Sapona Lakes	id=g:4490351
Sapony Church	id=g:4490352
Sapony Creek	id=g:4490353
Santeetlah Dam	id=g:4490354
Sapphire	id=g:4490355
Sapphire Lake	id=g:4490356
Sapphire Lake Dam	id=g:4490357
Sapsucker Branch	id=g:4490358
Sapp Cemetery	id=g:4490359
Sarah Hole	id=g:4490360
Saratoga	id=g:4490361
Sardis (historical)	id=g:4490362
Sardis	id=g:4490363
Sardis Church	id=g:4490364
Sardis Church	id=g:4490365
Sardis Church	id=g:4490366
Sardis Church	id=g:4490367
Sardis Church	id=g:4490368
Sardis Church	id=g:4490369
Sardis Church	id=g:4490370
Sardis Cove	id=g:4490371
Sardis Crossing Shopping Center	id=g:4490372
Sardis Oaks	id=g:4490373
Sardis Patio	id=g:4490374
Sardis Woods	id=g:4490375
Sarecta	id=g:4490376
Sarecta Chapel	id=g:4490377
Sarem	id=g:4490378
Sarem Creek	id=g:4490379
Township of Saratoga	id=g:4490380
Sarepta Church	id=g:4490381
Sargents Creek	id=g:4490382
Sarem Grove Church	id=g:4490383
Saron Church	id=g:4490384
Saron Church	id=g:4490385
Sarrett Branch	id=g:4490386
Saron Church	id=g:4490387
Sarvis Ridge	id=g:4490388
Sasnett Mill Branch	id=g:4490389
Sarvis Gap	id=g:4490390
Sassafras Branch	id=g:4490391
Sassafras Branch	id=g:4490392
Sassafras Branch	id=g:4490393
Sassafras Branch	id=g:4490394
Sassafras Branch	id=g:4490395
Sassafras Branch	id=g:4490396
Sassafras Creek	id=g:4490397
Sassafras Creek	id=g:4490398
Sassafras Creek	id=g:4490399
Sassafras Falls	id=g:4490400
Sassafras Gap	id=g:4490401
Sassafras Gap	id=g:4490402
Sassafras Gap	id=g:4490403
Sassafras Gap	id=g:4490404
Sassafras Gap	id=g:4490405
Sassafras Gap	id=g:4490406
Sassafras Gap	id=g:4490407
Sassafras Gap	id=g:4490408
Sassafras Gap	id=g:4490409
Sassafras Gap	id=g:4490410
Sassafras Gap	id=g:4490411
Sassafras Gap Recreation Site	id=g:4490412
Sassafras Grove Church	id=g:4490413
Sassafras Knob	id=g:4490414
Sassafras Knob	id=g:4490415
Sassafras Knob	id=g:4490416
Sassafras Knob	id=g:4490417
Sassafras Knob	id=g:4490418
Sassafras Knob	id=g:4490419
Sassafras Knob	id=g:4490420
Sassafras Mountain	id=g:4490421
Sassafras Mountain	id=g:4490422
Sassafras Mountain	id=g:4490423
Sassafras Ridge	id=g:4490424
Sassafras Ridge	id=g:4490425
Sassafras Ridge	id=g:4490426
Sassafras Ridge	id=g:4490427
Sassarixa Swamp	id=g:4490428
Township of Sassafras Fork	id=g:4490429
Sasser Millpond	id=g:4490430
Sassers Mill	id=g:4490431
Sasses Branch	id=g:4490432
Sasser Cemetery	id=g:4490433
Sassfrass Branch	id=g:4490434
Sasspan Bay	id=g:4490435
Sasspan Branch	id=g:4490436
Satser Branch	id=g:4490437
Satterfield Creek	id=g:4490438
Satterfield School (historical)	id=g:4490439
Satterthwaite Creek	id=g:4490440
Satterthwaite Point	id=g:4490441
Satterwhite Point	id=g:4490442
Satterwhite Recreation Area	id=g:4490443
Satulah Branch	id=g:4490444
Satterwhite	id=g:4490445
Satulah Mountain	id=g:4490446
Saucepan Creek	id=g:4490447
Satulah Falls	id=g:4490448
Sauls Cemetery	id=g:4490449
Saulston	id=g:4490450
Township of Saulston	id=g:4490451
Saunders	id=g:4490452
Saunders Cemetery	id=g:4490453
Saunders Grove Church	id=g:4490454
Saunders Island	id=g:4490455
Saunders Lake	id=g:4490456
Saunders Lake Dam	id=g:4490457
Saunders School (historical)	id=g:4490458
Saunook	id=g:4490459
Sauratown Estates	id=g:4490460
Sauratown Mountain	id=g:4490461
Sauratown Mountain Church	id=g:4490462
Township of Sauratown	id=g:4490463
Savage	id=g:4490464
Savage Mill Run	id=g:4490465
Sauls Camp Ridge	id=g:4490466
Savages Crossroads	id=g:4490467
Savannah	id=g:4490468
Savannah	id=g:4490469
Savannah Branch	id=g:4490470
Savages Church	id=g:4490471
Savannah Bridge Swamp	id=g:4490472
Savannah Cemetery	id=g:4490473
Savannah Church	id=g:4490474
Savannah Church	id=g:4490475
Savannah Church	id=g:4490476
Savannah Creek	id=g:4490477
Savannah Church	id=g:4490478
Savannah Creek	id=g:4490479
Savannah Creek	id=g:4490480
Savannah Hill Church	id=g:4490481
Savannah Ridge	id=g:4490482
Savannah Temple Church	id=g:4490483
Savannah United Methodist Church	id=g:4490484
Township of Savannah	id=g:4490485
Savon Height	id=g:4490486
Savoy Heights	id=g:4490487
Saw Branch	id=g:4490488
Savannah Junior High School	id=g:4490489
Saw Pit Branch	id=g:4490490
Saw Mountain	id=g:4490491
Saw Pit Swamp	id=g:4490492
Sawbrier Branch	id=g:4490493
Sawbrier Ridge	id=g:4490494
Sawmill Bay	id=g:4490495
Sawmill Branch	id=g:4490496
Sawhorn Bay	id=g:4490497
Sawmill Branch	id=g:4490498
Sawmill Branch	id=g:4490499
Sawmill Branch	id=g:4490500
Sawmill Branch	id=g:4490501
Sawmill Branch	id=g:4490502
Sawmill Branch	id=g:4490503
Sawmill Branch	id=g:4490504
Sawmill Branch	id=g:4490505
Sawmill Creek	id=g:4490506
Sawmill Creek	id=g:4490507
Sawmill Creek	id=g:4490508
Sawmill Hill Church	id=g:4490509
Sawmills	id=g:4490510
Sawmills School	id=g:4490511
Sawscalpel Bay	id=g:4490512
Sawyer Branch	id=g:4490514
Sawmill Ridge	id=g:4490515
Sawyer Cemetery	id=g:4490516
Sawyer Cove	id=g:4490517
Sawyer Canal	id=g:4490518
Sawyer Creek	id=g:4490519
Sawyer Cove	id=g:4490520
Sawyer Creek	id=g:4490521
Sawyer Creek	id=g:4490522
Sawyer Creek Cemetery	id=g:4490523
Sawyer Dock	id=g:4490524
Sawyer Lake	id=g:4490525
Sawyer School	id=g:4490526
Sawyers (historical)	id=g:4490527
Sawyers Creek	id=g:4490528
Sawyer Creek Church	id=g:4490529
Sawyers Landing	id=g:4490530
Sawyers Lodge	id=g:4490531
Sawyersville Church	id=g:4490532
Saxapahaw	id=g:4490533
Sayles Village	id=g:4490534
Saylor Lake	id=g:4490535
Saylors Lake	id=g:4490536
Saylors Lake Dam	id=g:4490537
Scald Branch	id=g:4490538
Sawyers Creek Church	id=g:4490539
Scales Creek	id=g:4490540
Scales Field House	id=g:4490541
Scalesville	id=g:4490542
Scaly Bark Branch	id=g:4490543
Scales Plantation	id=g:4490544
Scaly Mountain	id=g:4490545
Scaly Ridge	id=g:4490546
Scaly School	id=g:4490547
Scapecat Branch	id=g:4490548
Scaly Mountain	id=g:4490549
Scarboro Point	id=g:4490550
Scarborough	id=g:4490551
Scarborough Lake Number One	id=g:4490552
Scarborough Lake Number One Dam	id=g:4490553
Scarlet Ridge	id=g:4490554
Scarlet Ridge Creek	id=g:4490555
Scarboro Creek	id=g:4490556
Scarred Branch	id=g:4490557
Scarlett Hill	id=g:4490558
Schenck Job Corps Center	id=g:4490559
Schiele Museum	id=g:4490560
Schley	id=g:4490561
Schlosstown (historical)	id=g:4490562
Scholl Cemetery	id=g:4490563
School Acres	id=g:4490564
School City Administration	id=g:4490565
School House Branch	id=g:4490566
Scarsdale	id=g:4490567
School House Creek	id=g:4490568
School Street Elementary School	id=g:4490569
Schoolhouse Bay	id=g:4490570
Schoolhouse Branch	id=g:4490571
Schoolhouse	id=g:4490572
Schoolhouse Branch	id=g:4490573
Schoolhouse Branch	id=g:4490574
Schoolhouse Branch	id=g:4490575
Schoolhouse Branch	id=g:4490576
Schoolhouse Branch	id=g:4490577
Schoolhouse Branch	id=g:4490578
Schoolhouse Falls	id=g:4490579
Schoolhouse Gut	id=g:4490580
Schoolhouse Gap	id=g:4490581
Schoolhouse Landing	id=g:4490582
Schoolhouse Ridge	id=g:4490583
Schoolhouse Ridge	id=g:4490584
Schoolhouse Ridge	id=g:4490585
Schoolpath Branch	id=g:4490586
Schoolhouse Hill	id=g:4490587
Schoonbeck Lake Dam	id=g:4490588
Schooner Ridge	id=g:4490589
Schulkens Pond	id=g:4490590
Science Building	id=g:4490591
Science Hill Church	id=g:4490592
Scippio Bridge	id=g:4490593
Scippio Swamp	id=g:4490594
Schoonbeck Lake	id=g:4490595
Township of Scotch Irish	id=g:4490596
Scotch Meadows Country Club	id=g:4490597
Scotch-Irish Plantation Lake	id=g:4490598
Scotch-Irish Plantation Lake Dam	id=g:4490599
Scotchman Creek	id=g:4490600
Scoggin Bay	id=g:4490601
Scotland County	id=g:4490602
Scotland County High School	id=g:4490603
Scotland Lake	id=g:4490604
Scotland Lake Dam	id=g:4490605
Scotland Neck	id=g:4490606
Scotland Neck Airport	id=g:4490607
Scotland Neck Cemetery	id=g:4490608
Township of Scotland Neck	id=g:4490609
Scotsman Creek	id=g:4490610
Scotia	id=g:4490611
Scott Branch	id=g:4490612
Scott Branch	id=g:4490613
Scott Branch	id=g:4490614
Scott Branch	id=g:4490615
Scott Cemetery	id=g:4490616
Scott Creek	id=g:4490617
Scott Cemetery	id=g:4490618
Scott Creek	id=g:4490619
Scott Creek	id=g:4490620
Township of Scott Creek	id=g:4490621
Scott Knob	id=g:4490622
Scott Lake	id=g:4490623
Scott Lake Dam	id=g:4490624
Scott Landing	id=g:4490625
Scott Mountain	id=g:4490626
Scott Mountain	id=g:4490627
Scott Park	id=g:4490628
Scott Residence Hall	id=g:4490629
Scott Residence Hall	id=g:4490630
Scott Ridge	id=g:4490631
Scott School	id=g:4490632
Scottish Mount	id=g:4490633
Scottish Rite Temple	id=g:4490634
Scotts	id=g:4490635
Scotts	id=g:4490636
Scotts Branch	id=g:4490637
Scott Hills	id=g:4490638
Scotts Creek	id=g:4490639
Scotts Creek Church	id=g:4490640
Scotts Crossroads	id=g:4490641
Scotts Hill	id=g:4490642
Scotts Lake	id=g:4490643
Scotts Lake Dam	id=g:4490644
Scotts Mill Branch	id=g:4490645
Scotts School	id=g:4490646
Scotts Store	id=g:4490647
Scotts Store	id=g:4490648
Scottsdale	id=g:4490649
Scottville	id=g:4490650
Scotty Hills	id=g:4490651
Scouts Bay	id=g:4490652
Scrag Cedars	id=g:4490653
Scraggy Ridge	id=g:4490654
Scranton	id=g:4490655
Scranton Creek	id=g:4490656
Scotts Creek School	id=g:4490657
Scream Ridge	id=g:4490658
Scrub Creek	id=g:4490659
Scream Ridge	id=g:4490660
Scrub Grass Branch	id=g:4490661
Scruggs Cemetery	id=g:4490662
Scull Cemetery	id=g:4490663
Sculls Lodge	id=g:4490664
Scuppernong	id=g:4490665
Scuppernong Church	id=g:4490666
Scuppernong River	id=g:4490667
Scuffleton	id=g:4490668
Township of Scuppernong	id=g:4490669
Scurlock School	id=g:4490670
Sea Breeze	id=g:4490671
Sea Haven Beach	id=g:4490672
Sea Hawk	id=g:4490673
Township of Sea Level	id=g:4490674
Sea Ridge	id=g:4490675
Sea Trail Plantation	id=g:4490676
Seaboard	id=g:4490677
Township of Seaboard	id=g:4490678
Seaboard-Coates Elementary School	id=g:4490679
Seabrook Hills	id=g:4490680
Seabrook School	id=g:4490681
Seaburn Branch	id=g:4490682
