Quebrada de Ruitoque	id=g:3670564
Ciénaga Los Palitos	id=g:3675991
Los Palitos	id=g:3675992
Quebrada Los Pájaros	id=g:3675993
Ciénaga Los Pájaros	id=g:3675994
Los Pájaros	id=g:3675995
Islas de Los Pajarales	id=g:3675996
Los Paisanos	id=g:3675997
Cerro Los Pados	id=g:3675998
Los Osos	id=g:3675999
Los Osos	id=g:3676000
Los Ortíz	id=g:3676001
Cerros de Los Órganos	id=g:3676002
Los Olvidos	id=g:3676003
Alto Los Olivares	id=g:3676004
Punta de Los Obregón	id=g:3676005
Los Obispos	id=g:3676006
Alto Los Novios	id=g:3676007
Los Novillos	id=g:3676008
Los Nocuilos	id=g:3676009
Los Nísperos	id=g:3676010
Los Nísperos	id=g:3676011
Los Nidos	id=g:3676012
Islas Los Negritos	id=g:3676013
Estación Los Negritos	id=g:3676014
Los Negritos	id=g:3676015
Los Negritos	id=g:3676016
Los Negritos	id=g:3676017
Los Negritos	id=g:3676018
Los Navarritos	id=g:3676019
Los Naranjos	id=g:3676020
Los Naranjos	id=g:3676021
Los Naranjos	id=g:3676022
Los Mulatos	id=g:3676023
Quebrada de Los Muertos	id=g:3676024
Quebrada de Los Muertos	id=g:3676025
Quebrada de Los Muertos	id=g:3676026
Punta de Los Muertos	id=g:3676027
Peñón de Los Muertos	id=g:3676028
Quebrada de Los Moyos	id=g:3676029
Los Mosquitos	id=g:3676030
Punta Los Morros	id=g:3676031
Los Morros	id=g:3676032
Los Morrocoyes	id=g:3676033
Los Morritos	id=g:3676034
Los Moreneros	id=g:3676035
Los Morantes	id=g:3676036
Los Morales	id=g:3676037
Laguna de Los Monstruos	id=g:3676038
Quebrada de Los Monos	id=g:3676039
Quebrada de Los Monos	id=g:3676040
Loma Los Monos	id=g:3676041
Ciénaga Los Monos	id=g:3676042
Cerro de Los Monos	id=g:3676043
Cerro Los Monos	id=g:3676044
Brazo de Los Monos	id=g:3676045
Los Monos	id=g:3676046
Los Monos	id=g:3676047
Los Monos	id=g:3676048
Los Monos	id=g:3676049
Los Monos	id=g:3676050
Los Moncholos	id=g:3676051
Cerro Los Mineros	id=g:3676052
Los Mimbres	id=g:3676053
Los Milagros	id=g:3676054
Quebrada Los Micos	id=g:3676055
Punta Los Micos	id=g:3676056
Isla Los Micos	id=g:3676057
Cuchilla de Los Micos	id=g:3676058
Los Micos	id=g:3676059
Los Micos	id=g:3676060
Los Micos	id=g:3676061
Caño Los Meques	id=g:3676062
Los Medios	id=g:3676063
Los Mayalitos	id=g:3676064
Alto Los May	id=g:3676065
Los Mates	id=g:3676066
Caño Los Martas	id=g:3676067
Arroyo Los Marqueses	id=g:3676068
Los Maromos	id=g:3676069
Los Mapurites	id=g:3676070
Tolemaida	id=g:3676071
Los Mapurites	id=g:3676072
Punta de Los Manzanillos	id=g:3676073
Los Manguitos	id=g:3676074
Los Manguitos	id=g:3676075
Los Manguitos	id=g:3676076
Los Manguitos	id=g:3676077
Los Mangos	id=g:3676078
Los Mangos	id=g:3676079
Los Mangos	id=g:3676080
Los Mangos	id=g:3676081
Los Mangos	id=g:3676082
Los Mangos	id=g:3676083
Los Mangos	id=g:3676084
Los Mangos	id=g:3676085
Los Mangos	id=g:3676086
Los Mangos	id=g:3676087
Los Mangos	id=g:3676088
Los Mangos	id=g:3676089
Ciénaga Los Manatíes	id=g:3676090
Quebrada Los Manantiales	id=g:3676091
Los Manantiales	id=g:3676092
Los Mamones	id=g:3676093
Miralindo	id=g:3676094
Los Lulos	id=g:3676095
Caño Los Lobos	id=g:3676096
Cañada Los Lobos	id=g:3676097
Boca Los Llanos	id=g:3676098
Los Llanos	id=g:3676099
Los Llanos	id=g:3676100
Los Llanos	id=g:3676101
Los Llanos	id=g:3676102
Los Llanos	id=g:3676103
Los Llaneros	id=g:3676104
Los Lirios	id=g:3676105
Los Linderos	id=g:3676106
Los Limones	id=g:3676107
Los Limones	id=g:3676108
Los Limones	id=g:3676109
Los Limones	id=g:3676110
Los Leones	id=g:3676111
Los Leones	id=g:3676112
Caño Los Laureles	id=g:3676113
Los Laureles	id=g:3676114
Los Laureles	id=g:3676115
Los Laureles	id=g:3676116
Los Laureles	id=g:3676117
Los Laureles	id=g:3676118
Los Ladrones	id=g:3676119
Los Juanes	id=g:3676120
Isla de Los Jejenes	id=g:3676121
Alto Los Jaramillos	id=g:3676122
Los Inguensos	id=g:3676123
Alto de Los Infieles	id=g:3676124
Quebrada Los Indios	id=g:3676125
Quebrada La India	id=g:3676126
Los Indios	id=g:3676127
Los Indios	id=g:3676128
Los Iguanitos	id=g:3676129
Los Iguanitos	id=g:3676130
Los Iguanitos	id=g:3676131
Rada Los Icacos	id=g:3676132
Caño Los Huitotos	id=g:3676133
Río Los Hoyos	id=g:3676134
Los Hornitos	id=g:3676135
Cerro Los Hermanos	id=g:3676136
Los Haticos	id=g:3676137
Los Hachitos	id=g:3676138
Los Guayacanes	id=g:3676139
Los Guayabos	id=g:3676140
Los Guayabos	id=g:3676141
Los Guayabos	id=g:3676142
Los Guayabos	id=g:3676143
Los Guayabones	id=g:3676144
Los Guásimos	id=g:3676145
Los Guásimos	id=g:3676146
Los Guarataros	id=g:3676147
Los Guarateros	id=g:3676148
Los Guamos	id=g:3676149
Los Guamitos	id=g:3676150
Los Guáimaros	id=g:3676151
Los Gúaimaros	id=g:3676152
Cueva de Los Guacharos	id=g:3676153
Los Guacamayos	id=g:3676154
Los Gorros	id=g:3676155
Los Góngoras	id=g:3676156
Punta de Los Gómez	id=g:3676157
Páramo de Los Gómez	id=g:3676158
Los Gómez	id=g:3676159
Los Geranios	id=g:3676160
Cerro Los Gemelos	id=g:3676161
Los Gatos	id=g:3676162
Los Garzones	id=g:3676163
Los Garaños	id=g:3676164
Los Galvis	id=g:3676165
Los Galapagos	id=g:3676166
Los Gabrieles	id=g:3676167
Los Frutos	id=g:3676168
Cordillera de Los Farallones	id=g:3676169
Ciénaga Los Estopos	id=g:3676170
Los Espejos	id=g:3676171
Los Esfuerzos	id=g:3676172
Los Entablados	id=g:3676173
Cordillera de Los Duraznos	id=g:3676174
Los Dragos	id=g:3676175
Los Dos Ríos	id=g:3676176
Los Dividivis	id=g:3676177
Caño Los Deseos	id=g:3676178
Los Deseos	id=g:3676179
Los Deseos	id=g:3676180
Los Deseos	id=g:3676181
Los Deseos	id=g:3676182
Los Deseos	id=g:3676183
Los Deseos	id=g:3676184
Los Deseos	id=g:3676185
Los Delirios	id=g:3676186
Los Dardanelos	id=g:3676187
Los Curos	id=g:3676188
Los Curos	id=g:3676189
Los Curitos	id=g:3676190
Los Cueros	id=g:3676191
Los Cucos	id=g:3676192
Los Cuchos	id=g:3676193
Alto de Los Cruces	id=g:3676194
Cerro Cristales	id=g:3676195
Alto Los Cristales	id=g:3676196
Los Cotudos	id=g:3676197
Los Corralitos	id=g:3676198
Los Corrales	id=g:3676199
Los Corrales	id=g:3676200
Los Corrales	id=g:3676201
Corrales	id=g:3676202
Corrales	id=g:3676203
Los Corozos	id=g:3676204
Los Córdobas	id=g:3676205
Los Corazones	id=g:3676206
Los Corazones	id=g:3676207
Los Coquitos	id=g:3676208
Los Conguitos	id=g:3676209
Los Comuneros	id=g:3676210
Los Comuneros	id=g:3676211
Los Compadres	id=g:3676212
Los Cocuisos	id=g:3676213
Los Cocos	id=g:3676214
Los Cocos	id=g:3676215
Los Cocos	id=g:3676216
Sierra Los Coconucos	id=g:3676217
Serranía de Los Cobardes	id=g:3676218
Río Los Clavos	id=g:3676219
Los Clavellinos	id=g:3676220
Los Clavellinos	id=g:3676221
Los Clavellinos	id=g:3676222
Los Claveles	id=g:3676223
Sabanas de Los Chorros	id=g:3676224
Los Chorros	id=g:3676225
Los Chorros	id=g:3676226
Los Chorros	id=g:3676227
Los Chorros	id=g:3676228
Los Chorros	id=g:3676229
Los Chivos	id=g:3676230
Los Chiqueros	id=g:3676231
Sabanas Los Chinos	id=g:3676232
Los Chimases	id=g:3676233
Los Charquitos	id=g:3676234
Los Charcos	id=g:3676235
Los Charcos	id=g:3676236
Río Chancos	id=g:3676237
Cerros Los Chancos	id=g:3676238
Los Chancos	id=g:3676239
Los Cerros	id=g:3676240
Ciénaga Los Cerritos	id=g:3676241
Los Cerritos	id=g:3676242
Los Cerritos	id=g:3676243
Los Cerritos	id=g:3676244
Los Cerezos	id=g:3676245
Punta Los Cerecitos	id=g:3676246
Los Ceibotes	id=g:3676247
Los Ceibones	id=g:3676248
Los Cedros	id=g:3676249
Los Cedros	id=g:3676250
Los Cedros	id=g:3676251
Los Cedros	id=g:3676252
Los Cedros	id=g:3676253
Los Cedros	id=g:3676254
Los Cayos	id=g:3676255
Los Cayitos	id=g:3676256
Los Cauchos	id=g:3676257
Los Cauchos	id=g:3676258
Los Cauchos	id=g:3676259
Los Catalanes	id=g:3676260
Los Carriles	id=g:3676261
Los Carretos	id=g:3676262
Los Carretos	id=g:3676263
Los Cardones	id=g:3676264
Los Cardones	id=g:3676265
Los Cardones	id=g:3676266
Quebrada Los Cáquezas	id=g:3676267
Los Cantillos	id=g:3676268
Los Caños	id=g:3676269
Los Caños	id=g:3676270
Los Caños	id=g:3676271
Los Caños	id=g:3676272
Los Canelos	id=g:3676273
Los Canarios	id=g:3676274
Los Campanos	id=g:3676275
Los Camarones	id=g:3676276
Los Camajones	id=g:3676277
Los Calabozos	id=g:3676278
Los Caimos	id=g:3676279
Ciénaga de Los Caimanes	id=g:3676280
Ciénaga Los Caimanes	id=g:3676281
Caño Los Caimanes	id=g:3676282
Isla Los Caguamos	id=g:3676283
Los Cafés	id=g:3676284
Los Cacos	id=g:3676285
Alto Los Cachos	id=g:3676286
Caño Los Cachicamos	id=g:3676287
Los Cacaos	id=g:3676288
Los Cacaos	id=g:3676289
Isla Los Caballos	id=g:3676290
Los Caballos	id=g:3676291
Los Caballos	id=g:3676292
Los Caballos	id=g:3676293
Alto Los Caballeros	id=g:3676294
Los Caballeros	id=g:3676295
Páramo de Los Burros	id=g:3676296
Los Britos	id=g:3676297
Los Brenos	id=g:3676298
Los Brazos	id=g:3676299
Los Botes	id=g:3676300
Los Borrachos	id=g:3676301
Los Boquerones	id=g:3676302
Los Boquerones	id=g:3676303
Los Boquerones	id=g:3676304
Los Bongos	id=g:3676305
Quebrada Los Bollos	id=g:3676306
Punta Los Bobitos	id=g:3676307
Los Bledos	id=g:3676308
Los Bellos	id=g:3676309
Los Bebederos	id=g:3676310
Los Balsos	id=g:3676312
Los Bajos	id=g:3676313
Los Bajos	id=g:3676314
Los Azulejos	id=g:3676315
Los Aventinos	id=g:3676316
Estero Los Atajos	id=g:3676317
Los Arrecifes	id=g:3676318
Los Arrecifes	id=g:3676319
Los Arrayanes	id=g:3676320
Los Arenales	id=g:3676321
Los Árboles	id=g:3676322
Los Árboles	id=g:3676323
Los Apartaderos	id=g:3676324
Los Angelitos	id=g:3676325
Los Angelitos	id=g:3676326
Los Angelitos	id=g:3676327
Quebrada Los Angeles	id=g:3676328
Quebrada Los Angeles	id=g:3676329
Quebrada Los Ángeles	id=g:3676330
Lomas Los Ángeles	id=g:3676331
Los Ángeles	id=g:3676332
Los Angeles	id=g:3676333
Los Ángeles	id=g:3676334
Los Ángeles	id=g:3676335
Los Ángeles	id=g:3676336
Los Ángeles	id=g:3676337
Los Ángeles	id=g:3676338
Los Ángeles	id=g:3676339
Los Ángeles	id=g:3676340
Los Ángeles	id=g:3676341
Los Ángeles	id=g:3676342
Los Ángeles	id=g:3676343
Cerro de Los Andes	id=g:3676344
Los Andes	id=g:3676345
Los Andes	id=g:3676346
Los Andes	id=g:3676347
Los Andes	id=g:3676348
Los Andes	id=g:3676349
Los Andes	id=g:3676350
Los Andes	id=g:3676351
Los Andes	id=g:3676352
Los Andes	id=g:3676353
Los Andes	id=g:3676354
Los Andes	id=g:3676355
Los Andes	id=g:3676356
Los Andes	id=g:3676357
Los Anchamales	id=g:3676358
Los Anayes	id=g:3676359
Los Amarillos	id=g:3676360
Los Altos	id=g:3676361
Los Altos	id=g:3676362
Los Altos	id=g:3676363
Páramo de Los Alpes	id=g:3676364
Estación Los Alpes	id=g:3676365
Los Alpes	id=g:3676366
Los Alpes	id=g:3676367
Los Alpes	id=g:3676368
Los Alpes	id=g:3676369
Los Alpes	id=g:3676370
Los Alpes	id=g:3676371
Los Alpes	id=g:3676372
Los Alpes	id=g:3676373
Los Alpes	id=g:3676374
Los Alpes	id=g:3676375
Los Almendros	id=g:3676376
Quebrada de Los Almácigos	id=g:3676377
Los Alisales	id=g:3676378
Algodones	id=g:3676379
Los Algarrobos	id=g:3676380
Los Algarrobos	id=g:3676381
Los Algarrobillos	id=g:3676382
Los Álamos	id=g:3676383
Los Ajos	id=g:3676384
Los Agachados	id=g:3676385
Río Losada	id=g:3676386
Los Achiotes	id=g:3676387
Los Aceites	id=g:3676388
Los Aceites	id=g:3676389
Los Aceites	id=g:3676390
Río Loro	id=g:3676391
Raudal Loro	id=g:3676392
Estero El Loro	id=g:3676393
Caño Loro	id=g:3676394
Caño Loro	id=g:3676395
Loro	id=g:3676396
Lorica	id=g:3676397
Lorica	id=g:3676398
Lorica	id=g:3676399
Lorica	id=g:3676400
Río Loriana	id=g:3676401
Loreto Mocagua	id=g:3676402
Isla Loreto	id=g:3676403
Quebrada de Lorenzo	id=g:3676404
Lorenzo	id=g:3676405
Lorenzana	id=g:3676406
Lorena	id=g:3676407
Lorena	id=g:3676408
Lorena	id=g:3676409
Lorena	id=g:3676410
Río Lora	id=g:3676411
Río Lora	id=g:3676412
Río Lora	id=g:3676413
Cerro Lora	id=g:3676414
Río López	id=g:3676415
López	id=g:3676416
López	id=g:3676417
López	id=g:3676418
Arroyo Lontananza	id=g:3676419
Lontananza	id=g:3676420
Ciénaga Lonso López	id=g:3676421
Londres	id=g:3676422
Lona de Goez	id=g:3676423
Estación Lomitas	id=g:3676424
Lomitas	id=g:3676425
Lomitas	id=g:3676426
Lomitas	id=g:3676427
Lomitas	id=g:3676428
Lomita Arena	id=g:3676429
Arroyo Lomita	id=g:3676430
Loma Verde	id=g:3676432
Loma Soledad	id=g:3676433
Loma Seca	id=g:3676434
Lomas del Banco	id=g:3676435
Loma Retonio	id=g:3676436
Lomarena	id=g:3676437
Lomarena	id=g:3676438
Loma Redonda	id=g:3676439
Loma Redonda	id=g:3676440
Loma Quemada	id=g:3676441
Loma Persiana	id=g:3676442
Lomalinda	id=g:3676443
Cerros de Loma Larga	id=g:3676444
Loma Larga	id=g:3676445
Loma Larga	id=g:3676446
Loma la Cruz	id=g:3676447
Lomagrande	id=g:3676448
Lomagrande	id=g:3676449
Loma Grande	id=g:3676450
Loma Fresca	id=g:3676451
Lomafresca	id=g:3676452
Loma El Látigo	id=g:3676453
Loma Simón Bolívar	id=g:3676454
Loma de Pascasio	id=g:3676455
Loma de Miranda	id=g:3676456
Loma del Medio	id=g:3676457
Loma de El Potrero	id=g:3676458
Loma de El Doctor	id=g:3676459
Loma de Corredor	id=g:3676460
Loma de Buenavista	id=g:3676461
Loma Colorada	id=g:3676462
Loma Arena	id=g:3676463
Loma Arena	id=g:3676464
Loma Alta	id=g:3676465
Quebrada de la Loma	id=g:3676466
Locurama	id=g:3676467
Lobo Guerrero	id=g:3676468
Caño Lobo	id=g:3676469
Sabana La Loberia	id=g:3676470
Ciénaga de Loba	id=g:3676471
Brazo de Loba	id=g:3676472
Loarazo	id=g:3676473
Río Loany	id=g:3676474
Lloroseños	id=g:3676475
Cerro el Lloron	id=g:3676476
Lloró	id=g:3676477
Lloró	id=g:3676478
Llorente	id=g:3676479
Llorente	id=g:3676480
Río Lloraudó	id=g:3676481
Arroyo Llorán	id=g:3676482
Punta Lleva Anzuelo	id=g:3676483
Quebrada Llenate	id=g:3676484
Caño las Llaves	id=g:3676485
Quebrada la Llave	id=g:3676486
Llanura del Caribe	id=g:3676487
Llanos Orientales	id=g:3676488
Llano Largo	id=g:3676489
Alto Llano Grande	id=g:3676490
Llanogrande	id=g:3676491
Llano Grande	id=g:3676492
Llano Grande	id=g:3676493
Llanogrande	id=g:3676494
Llano Grande	id=g:3676495
Llano Grande	id=g:3676496
Llano Grande	id=g:3676497
Llano Grande	id=g:3676498
Llano Grande	id=g:3676499
Llano de Urarco	id=g:3676500
Llano de Pérez	id=g:3676501
Llano de Palmas	id=g:3676502
Llano del Pozo	id=g:3676503
Llano de la Virgen	id=g:3676504
Llano Castillo	id=g:3676505
Llanobajo	id=g:3676506
Llano Alegre	id=g:3676507
Río Llano	id=g:3676508
Llano	id=g:3676509
Ciénaga El Llanito	id=g:3676510
Llanitos	id=g:3676511
Llanitos	id=g:3676512
Llana Fría	id=g:3676513
Llanadas	id=g:3676514
Cuchilla Llana	id=g:3676515
Llacuanas	id=g:3676516
Lituania	id=g:3676517
Litoral	id=g:3676518
Río Listará	id=g:3676519
Quebrada Liseta	id=g:3676520
Alto Lisboa	id=g:3676521
Lisboa	id=g:3676522
Lisbia	id=g:3676523
Cuchilla las Lisas	id=g:3676524
Caño Liqui	id=g:3676525
Río Lipa	id=g:3676526
Laguna del Lipa	id=g:3676527
Caño Lipa	id=g:3676528
Lipa	id=g:3676529
Caño Lioni	id=g:3676530
Río Lindosa	id=g:3676531
Lindosa	id=g:3676532
Cordillera de los Lindos	id=g:3676533
Morro Lindero	id=g:3676534
Lindenal	id=g:3676535
Lindas Cosas	id=g:3676536
Lindas Cosas	id=g:3676537
Lincoln	id=g:3676538
Caño Linas	id=g:3676539
Linares	id=g:3676540
Linares	id=g:3676541
Caño Liñal	id=g:3676542
Limuna	id=g:3676543
Ciénaga Limpiu	id=g:3676544
Ciénaga Limpia	id=g:3676545
Ciénaga Limpia	id=g:3676546
Ciénaga Limpia	id=g:3676547
Ciénaga los Limos	id=g:3676548
Río Limones	id=g:3676549
Río Limones	id=g:3676550
Punta Limones	id=g:3676551
Mesa de Limones	id=g:3676552
Arroyo de los Limones	id=g:3676553
Arroyo Limónes	id=g:3676554
Limones	id=g:3676555
Limones	id=g:3676556
Limones	id=g:3676557
Limones	id=g:3676558
Arroyo Limoncito	id=g:3676559
Limoncito	id=g:3676560
Limoncito	id=g:3676561
Limoncito	id=g:3676562
Limóncito	id=g:3676563
Limoncito	id=g:3676564
Cerro Limonal	id=g:3676565
Limonal	id=g:3676566
Limonal	id=g:3676567
Cienaga El Limón	id=g:3676568
Loma del Limón	id=g:3676569
Ciénaga del Limón	id=g:3676570
Caño Limon	id=g:3676571
Caño Limón	id=g:3676572
Caño Limón	id=g:3676573
Caño Limón	id=g:3676574
Bahía Limón	id=g:3676575
Arroyo Limón	id=g:3676576
Alto Limón	id=g:3676577
Alto Limón	id=g:3676578
Limón	id=g:3676579
Limón	id=g:3676580
Limón	id=g:3676581
Sabana del Limbo	id=g:3676582
Caño El Limbo	id=g:3676583
Limar	id=g:3676584
Lima	id=g:3676585
Liluktamahana	id=g:3676586
Ligia y Ruth	id=g:3676587
Ligia Inés	id=g:3676588
Licanto	id=g:3676589
Libra	id=g:3676590
Liborina	id=g:3676591
Liborina	id=g:3676592
Quebrada Liboriana	id=g:3676593
Libertadores	id=g:3676594
Libertador	id=g:3676595
Libertad	id=g:3676596
La Libertad	id=g:3676597
Liberia	id=g:3676598
Liberia	id=g:3676599
Libelú	id=g:3676600
Líbano	id=g:3676601
Líbano	id=g:3676602
Líbano	id=g:3676603
Líbano	id=g:3676604
Líbano	id=g:3676605
Líbano	id=g:3676606
Liaramahana	id=g:3676607
Páramo del Letrero	id=g:3676608
Letras	id=g:3676609
Alto Leticia	id=g:3676610
Leticia	id=g:3676611
Leticia	id=g:3676612
Leticia	id=g:3676613
Leticia	id=g:3676614
Leticia	id=g:3676615
Leticia	id=g:3676616
Leticia	id=g:3676617
Leticia	id=g:3676618
Leticia	id=g:3676619
Leticia	id=g:3676620
Leticia	id=g:3676621
Leticia	id=g:3676622
Leticia	id=g:3676623
Los Pajuicitos	id=g:3676624
Lerma	id=g:3676625
Lérida	id=g:3676626
Lérida	id=g:3676627
Lérida	id=g:3676628
León XIII	id=g:3676629
Leonila	id=g:3676630
Leonera Alta	id=g:3676631
Cerro de Leonera	id=g:3676632
Río Leoncito	id=g:3676633
Alto Leoncito	id=g:3676634
Leona	id=g:3676635
Río León	id=g:3676636
Brazo León	id=g:3676637
Boca del León	id=g:3676638
Arroyo León	id=g:3676639
Alto del León	id=g:3676640
Río Lengupa	id=g:3676641
Río Lengupá	id=g:3676642
Río Lenguazaque	id=g:3676643
Lenguazaque	id=g:3676644
Lenguazaque	id=g:3676645
Ciénaga Las Lenguas	id=g:3676646
Río Lenguaruco	id=g:3676647
Leña	id=g:3676648
Río Lejos	id=g:3676649
Quebrada la Lejia	id=g:3676650
Quebrada Lejía	id=g:3676651
Quebrada Lejía	id=g:3676652
Quebrada Lejía	id=g:3676653
Quebrada Lejía	id=g:3676654
Lejía	id=g:3676655
Lejía	id=g:3676656
Lejanía	id=g:3676657
Río Leiva	id=g:3676658
Río Leiva	id=g:3676659
Cerro Leiva	id=g:3676660
Leiva	id=g:3676661
Villa De Leyva	id=g:3676662
Leguía	id=g:3676663
La Legiosa	id=g:3676664
Le Fé	id=g:3676665
Lechemieles	id=g:3676666
Lechemiel	id=g:3676667
Lechemiel	id=g:3676668
Lechemiel	id=g:3676669
Leche de Miel	id=g:3676670
Ciénaga de Leche	id=g:3676671
Río Lebrija	id=g:3676672
Lebrija	id=g:3676673
Lebrija	id=g:3676674
Lebrija	id=g:3676675
Soledad	id=g:3676676
La Zulia	id=g:3676677
La Zulia	id=g:3676678
Lazoverde	id=g:3676679
La Zona	id=g:3676680
Lazo Abierto	id=g:3676681
Lazarza	id=g:3676682
Caño Lázaro	id=g:3676683
Lázaro	id=g:3676684
Ciénaga La Zarcita	id=g:3676685
Arroyo La Zarcita	id=g:3676686
La Zarcita	id=g:3676687
La Zapata	id=g:3676688
Morro de La Zamba	id=g:3676689
La Yunga	id=g:3676690
Río La Yuca	id=g:3676691
Quebrada La Yuca	id=g:3676692
Lomas de La Yuca	id=g:3676693
La Yuca	id=g:3676694
La Yuca	id=g:3676695
La Yegüera	id=g:3676696
La Ye	id=g:3676697
La Ye	id=g:3676698
La Yaya	id=g:3676699
La Yagüita	id=g:3676700
La Yaguita	id=g:3676701
Quebrada Yaguilga	id=g:3676702
La Yaguilga	id=g:3676703
La Y	id=g:3676704
La Vuelta	id=g:3676705
La Vuelta	id=g:3676706
La Vuelta	id=g:3676707
La Vuelta	id=g:3676708
La Vorágine	id=g:3676709
La Vorágine	id=g:3676710
Quebrada La Volcana	id=g:3676711
La Volcana	id=g:3676712
La Vivienda	id=g:3676713
La Vivienda	id=g:3676714
Ciénaga La Viuda	id=g:3676715
La Viuda	id=g:3676716
La Vista	id=g:3676717
Estación La Virginia	id=g:3676718
La Virginia	id=g:3676719
La Virginia	id=g:3676720
La Virginia	id=g:3676721
Virginia	id=g:3676722
La Virginia	id=g:3676723
La Virgen	id=g:3676724
La Virgen	id=g:3676725
La Virgen	id=g:3676726
La Virgen	id=g:3676727
Hato La Virgen	id=g:3676728
La Virgen	id=g:3676729
La Virgen	id=g:3676730
La Violeta	id=g:3676731
La Violeta	id=g:3676732
La Violeta	id=g:3676733
La Viña	id=g:3676734
La Vileña	id=g:3676735
La Vigorosa	id=g:3676736
Caño de La Vigía	id=g:3676737
La Vigía	id=g:3676738
La Vigía	id=g:3676739
La Viga	id=g:3676740
La Viga	id=g:3676741
La Vigía	id=g:3676742
La Vigía	id=g:3676743
La Vigía	id=g:3676744
Estación La Viga	id=g:3676745
La Viga	id=g:3676746
Sabana de La Vieja	id=g:3676747
Río La Vieja	id=g:3676748
Quebrada de La Vieja	id=g:3676749
Quebrada La Vieja	id=g:3676750
Cerro de La Vieja	id=g:3676751
Cerro La Vieja	id=g:3676752
Cerro La Vieja	id=g:3676753
La Vida	id=g:3676754
La Victoria-Sucre	id=g:3676755
La Victoria Cerro	id=g:3676756
Estación La Victoria	id=g:3676757
Ciénaga La Victoria	id=g:3676758
La Victoria	id=g:3676759
La Victoria	id=g:3676760
La Victoria	id=g:3676761
La Victoria	id=g:3676762
La Victoria	id=g:3676763
La Victoria	id=g:3676764
La Victoria	id=g:3676765
La Victoria	id=g:3676766
La Victoria	id=g:3676767
La Victoria	id=g:3676768
La Victoria	id=g:3676769
La Victoria	id=g:3676770
La Victoria	id=g:3676771
La Victoria	id=g:3676772
La Victoria	id=g:3676773
La Victoria	id=g:3676774
La Victoria	id=g:3676775
La Victoria	id=g:3676776
La Victoria	id=g:3676777
La Victoria	id=g:3676778
La Victoria	id=g:3676779
La Victoria	id=g:3676780
La Victoria	id=g:3676781
La Victoria	id=g:3676782
La Victoria	id=g:3676783
La Victoria	id=g:3676784
La Victoria	id=g:3676785
La Victoria	id=g:3676786
La Victoria	id=g:3676787
La Victoria	id=g:3676788
La Victoria	id=g:3676789
La Victoria	id=g:3676790
La Victoria	id=g:3676791
La Victoria	id=g:3676792
La Victoria	id=g:3676793
La Victoria	id=g:3676794
La Victoria	id=g:3676795
La Victoria	id=g:3676796
La Victoria	id=g:3676797
La Victoria	id=g:3676798
La Victoria	id=g:3676799
La Victoria	id=g:3676800
La Victoria	id=g:3676801
Isla La Viciosa	id=g:3676802
La Vianeza	id=g:3676803
Quebrada La Veta	id=g:3676804
Ciénaga La Veta	id=g:3676805
La Veremos	id=g:3676806
La Veremos	id=g:3676807
La Vereda	id=g:3676808
La Vereda	id=g:3676809
La Verde	id=g:3676810
La Verbena	id=g:3676811
Cañada La Venturosa	id=g:3676812
Hacienda La Ventura	id=g:3676813
Hato La Venturosa	id=g:3676814
Venturosa	id=g:3676815
La Venturosa	id=g:3676816
La Venturosa	id=g:3676817
La Venturosa	id=g:3676818
La Venturosa	id=g:3676819
La Ventura	id=g:3676820
La Ventura	id=g:3676821
La Ventura	id=g:3676822
La Ventura	id=g:3676823
La Ventura	id=g:3676824
Caño La Ventaneada	id=g:3676825
Quebrada La Venta	id=g:3676826
Morro de La Venta	id=g:3676827
La Venta	id=g:3676828
La Venta	id=g:3676829
La Venta	id=g:3676830
La Venta	id=g:3676831
La Venta	id=g:3676832
La Venganza	id=g:3676833
La Venganza	id=g:3676834
La Venganza	id=g:3676835
La Veneda	id=g:3676836
La Venecia	id=g:3676837
La Vencedora	id=g:3676838
Venegueras	id=g:3676839
La Venada	id=g:3676840
La Vena	id=g:3676841
Punta La Vela	id=g:3676842
Cabo de La Vela	id=g:3676843
La Veguita	id=g:3676844
Quebrada La Vegüera	id=g:3676845
Vega de Los Padres	id=g:3676846
La Vega del Jayo	id=g:3676847
La Vega Arriba	id=g:3676848
La Vega Abajo	id=g:3676849
Quebrada La Veguita	id=g:3676850
Alto La Vega	id=g:3676851
La Vega	id=g:3676852
La Vega	id=g:3676853
La Vega	id=g:3676854
La Vega	id=g:3676855
La Vega	id=g:3676856
La Vega	id=g:3676857
La Vega	id=g:3676858
La Vega	id=g:3676859
La Vega	id=g:3676860
La Vega	id=g:3676861
La Vega	id=g:3676862
La Vega	id=g:3676863
La Vega	id=g:3676864
La Vega	id=g:3676865
La Vega	id=g:3676866
La Vega	id=g:3676867
La Vega	id=g:3676868
La Vega	id=g:3676869
La Vega	id=g:3676870
La Vega	id=g:3676871
Cuchilla de La Ve	id=g:3676872
La Variante	id=g:3676873
Bocana de La Vara	id=g:3676875
La Vanguardia	id=g:3676876
La Vanguardia	id=g:3676877
La Vainilla	id=g:3676878
Playón de La Vagabunda	id=g:3676879
Lavaderos	id=g:3676880
Isla La Vaca	id=g:3676881
Páramo de La Uvita	id=g:3676882
La Uvita	id=g:3676883
La Uvita	id=g:3676884
La Uvita	id=g:3676885
La Ururia	id=g:3676886
La Uribe	id=g:3676887
Urena	id=g:3676888
Laureles	id=g:3676889
