Tītīn Darah	id=g:1474234
Qal‘ah-ye Qalandar	id=g:7097246
Ghunḏêy-ye Gêrd	id=g:7097247
Qaşr-e Dārulāmān	id=g:7097248
Pā’īn Deh	id=g:7097249
Fārm-e Plahwarī	id=g:7097250
Qal‘ah-ye Najār	id=g:7097251
Līsah-ye Shēwakī	id=g:7097252
Qōl-e Tūt	id=g:7097253
Darah-ye Qal‘ah-ye Qāẕī	id=g:7097254
Haft Plah	id=g:7097255
Ghunḏêy-ye Ḩowẕ Rangah	id=g:7097256
Goz̄ar-e Daryā-ye Chehel Sotūn	id=g:7097257
Dê Tōp Darē Chīnah	id=g:7097258
Tapahhā-ye Qarūtak	id=g:7097259
Yakah Tūt	id=g:7097260
Jōy-e Mūsá	id=g:7097261
Tapah-ye Mīr	id=g:7097262
Zīārat-e Shaykh Qalandar Walī	id=g:7097263
Qal‘ah-ye Ḩājī Afghān	id=g:7097264
Tapah-ye Bīnī Darāz	id=g:7097265
Qal‘ah-ye Ḩafīz̧ullāh Nawābī	id=g:7097266
Bāgh-e Mīr Aḩmad Shāh	id=g:7097267
Chashmah-ye Gul Darah	id=g:7097268
Qal‘ah-ye Ghulām Shakhī	id=g:7097269
Qal‘ah-ye Ḩājī Shahbāz	id=g:7097270
Qal‘ah-ye Kāzim	id=g:7097271
Qal‘ah-ye Gul Āghā	id=g:7097272
Chashmah-ye Aslam Khān	id=g:7097273
Bāgh-e Bāqir Khān	id=g:7097274
Qal‘ah-ye Mīrān	id=g:7097275
Chashmah-ye Amīr Khān	id=g:7097276
Qaryah-ye Ghulām Nabī	id=g:7097277
Chowk-e Dōghābād	id=g:7097278
Qal‘ah-ye Mīr Şamad	id=g:7097279
Tapah-ye Nehālhā	id=g:7097280
Qal‘ah-ye Ḩājī ‘Abd ul Manān	id=g:7097281
Zīārat-e Ghunḏêy Satār	id=g:7097282
Qal‘ah-ye Ḩājī ‘Abd ul Jalīl	id=g:7097283
Jōy-e ‘Alāhuddīn	id=g:7097284
Jōy-e Sayyid ‘Alī	id=g:7097285
Dasht-e Chehel Sotūn	id=g:7097286
Fabrīkah-ye Pōst-e Ḩājī Ya‘qūb	id=g:7097287
Qal‘ah-ye Dōpah	id=g:7097288
Qal‘ah-ye Mīrzā Ja‘far	id=g:7097289
Pūzah-ye Charkhāb	id=g:7097290
Qal‘ah-ye Mīr Shikār	id=g:7097291
Qōl-e Mīr Jān	id=g:7097292
Qaryah-ye Khān Mullā	id=g:7097293
Qal‘ah-ye Zākhān	id=g:7097294
Z̲iyā ud Dīn	id=g:7097295
Qal‘ah-ye Mu‘īn	id=g:7097296
Qal‘ah-ye Khaīr	id=g:7097297
Qal‘ah-ye Ḩājī ‘Abd ul Fatāḩ	id=g:7097298
Zīārat-e Dwah Zdah Imām	id=g:7097299
Qaryah-ye Ramaẕān	id=g:7097300
Qal‘ah-ye Badal	id=g:7097301
Jōy-e Ghānchī	id=g:7097302
Bāgh-e Uzbak	id=g:7097303
Khamīrdān Ghunḏêy	id=g:7097304
Trah Khēlō Mēnah	id=g:7097305
Qal‘ah-ye Bībī Shamsī Jān	id=g:7097306
Qal‘ah-ye Muḩammad Ḩosayn	id=g:7097307
Zīārat-e Bībī Mohem	id=g:7097308
Dzalmō Hōtel	id=g:7097309
Qal‘ah-ye Ḩājī Akhtar	id=g:7097310
Zīārat-e Ya‘qūb Bābā	id=g:7097311
Qōl-e ‘Omarā Khān	id=g:7097312
Qal‘ah-ye Kabābī	id=g:7097313
Qōl-e Karīm	id=g:7097314
Jōy-e Kamaray	id=g:7097315
Jōy-e Khwājah	id=g:7097316
Qal‘ah-ye Ḩājī Nūr Muḩammad	id=g:7097317
Khānah-ye Majīd Bahārī	id=g:7097318
Kārēz-e Sarkārī	id=g:7097319
Jōy-e Bālā Ḩişar	id=g:7097320
Darah-ye Khwājah Tawāb	id=g:7097321
Masjid-e Jāmi‘-e Sahāk	id=g:7097322
Qōl-e Dazdān	id=g:7097323
Jōy-e Behsūd	id=g:7097324
Khānah-ye Yāsīn Bahārī	id=g:7097325
Qōl-e Mīr	id=g:7097326
Jōy-e Shēwakī	id=g:7097327
Tapah-ye Walī	id=g:7097328
Qal‘ah-ye Isfand Yār	id=g:7097329
Tapah-ye Zīārat	id=g:7097330
Pūzah-ye Ōr Sang	id=g:7097331
Maktab-e Ghāzī ‘Abdullāh	id=g:7097332
Qal‘ah-ye Kār Guz̄ar	id=g:7097333
Qal‘ah-ye Sharīf	id=g:7097334
Kōh-e Sīāh Bīnī	id=g:7097335
Bāgh-e Muḩammad Nasīm	id=g:7097336
Qōl-e Ismā‘īl	id=g:7097337
Qal‘ah-ye Shayr Khān	id=g:7097338
Qal‘ah-ye Barāt	id=g:7097339
Kōh-e Mamōzaī	id=g:7097340
Qal‘ah-ye Sa‘īd ur Raḩmān	id=g:7097341
Shaylah-ye Qōl-e Darwāzah	id=g:7097342
Dand-e Khwājah	id=g:7097343
Qal‘ah-ye Masalaī	id=g:7097344
Darah-ye Kadū Sang	id=g:7097345
Darah-ye Masalaī	id=g:7097346
Bahādur Khān Formulī	id=g:7097347
Tapah-ye Kajak Paychak	id=g:7097348
Kōh-e Sahāk	id=g:7097349
Khêẕr Chīnah	id=g:7097350
Pā’īn Qal‘ah	id=g:7097351
Pushtah-ye Bahādur Khān	id=g:7097352
Qal‘ah-ye ‘Ashrat	id=g:7097353
Zīārat-e Bābā ‘Abdullāh Walī	id=g:7097354
Kōh-e Ghalaţaydah	id=g:7097355
Bālā Kōh	id=g:7097356
Shaylah-ye Qōl-e Darwāzah	id=g:7097357
Kayk Darah	id=g:7097358
Qōl-e Jowz	id=g:7097359
Jōy-e Chehel Sotūn	id=g:7097360
Qal‘ah-ye Kuhnah	id=g:7097361
Pushtah-ye Sīchī	id=g:7097362
Tapah-ye Jamīl	id=g:7097363
Qal‘ah-ye Muḩammad Khān	id=g:7097364
Qal‘ah-ye Surkh	id=g:7097365
Tangaī-ye Sang-e Nowishtah	id=g:7097366
Tapah-ye Qal‘ah-ye Surkh	id=g:7097367
Pā’īn Qal‘ah	id=g:7097368
Tapah-ye Allāh Karīm	id=g:7097369
Qal‘ah-ye Lawang	id=g:7097370
S̄owr Nāw	id=g:7097371
Qal‘ah-ye Khwājah Nūr	id=g:7097372
Darah-ye Sanjtak	id=g:7097373
Zīārat-e ‘Abdullāh Atsakzaī	id=g:7097374
Tapah-ye Sabz Pōshhā	id=g:7097375
Darah-ye Hazār Nāw	id=g:7097376
Qōl-e Mowlawī	id=g:7097377
Mābayn Qal‘ah	id=g:7097378
Darah-ye Bōr Tūt	id=g:7097379
Qal‘ah-ye Mowlawī	id=g:7097380
Tapahhā	id=g:7097381
Rīsh Khōr-e Pā’īn	id=g:7097382
Pūzah-ye Sang-e Nowishtah	id=g:7097383
Tapah-ye Naywarak	id=g:7097384
Bālā Qal‘ah	id=g:7097385
Qal‘ah-ye Şafdar	id=g:7097386
Qal‘ah-ye Khwājah Faīẕ	id=g:7097387
Kulōlah Pushtah	id=g:7097388
Qal‘ah-ye Āghalī	id=g:7097389
Qal‘ah-ye Mīrzā Muḩammad Khān	id=g:7097390
Sūrī Tīgah	id=g:7097391
Qal‘ah-ye Sayyidhā	id=g:7097392
Zīārat-e Khwājah Şadīq	id=g:7097393
Rīchīnah Tālah	id=g:7097394
Qal‘ah-ye Faẕl ur Raḩmān	id=g:7097395
Tapah-ye Sang-e Kunj	id=g:7097396
Qaryah-ye Sang-e Nowishtah	id=g:7097397
Kōh-e Qeshlāq-e Bālā	id=g:7097398
Sang-e Mushtāq	id=g:7097399
Zīārat-e Bābā Murād Walī	id=g:7097400
Qal‘ah-ye Shīrīn Del	id=g:7097401
Qal‘ah-ye Qāẕī Ghiyās̄	id=g:7097402
Lēwānaī Chār Maghz	id=g:7097403
Kōh-e Sulţān Pādshāh	id=g:7097404
Gardanah-ye Sulţān Pādshāh	id=g:7097405
Drē Sarī Ghunḏêy	id=g:7097406
Zīārat-e Shāh Parwayz	id=g:7097407
Aḩmad Kalā	id=g:7097408
Qal‘ah-ye Ḩājī Khān Muḩammad	id=g:7097409
Qal‘ah-ye Ḩājī ‘Abd ul Qādir	id=g:7097410
Kōh-e Sanjtak	id=g:7097411
Qal‘ah-ye Now	id=g:7097412
Ḩabībullāh Ghunḏêy	id=g:7097413
Qal‘ah-ye Muḩammad Ḩayyāt	id=g:7097414
Qal‘ah-ye Sayyid Jān	id=g:7097415
Ghaybī Bābā Zīārat	id=g:7097416
Qal‘ah-ye ‘Abbās	id=g:7097417
Hadīrah Ghunḏêy	id=g:7097418
Formulī-ye Bālā	id=g:7097419
Qal‘ah-ye Muḩammad Nabī	id=g:7097420
‘Omar Khēl	id=g:7097421
Baray Ghunḏêy	id=g:7097422
Tapah-ye Qal‘ah-ye Sayyid Jān	id=g:7097423
Ḏabar Jōtāw	id=g:7097424
Kōh-e Surkh	id=g:7097425
Masjid-e Ḩājī ‘Abd ul Ḩamīd	id=g:7097426
Darah-ye Onāw	id=g:7097449
Darah-ye Bēd	id=g:7097450
Gerānshāk	id=g:7097572
Zīārat-e Sulţān Ghāzī	id=g:7097680
Yaylāq-e Qaryah-ye Zard	id=g:7097681
Rafak-e Safayd	id=g:7097682
Rafak-e Fijāl	id=g:7097683
Chashmah-ye Ajwand	id=g:7097684
Chaman-e Deh Khudāīdād	id=g:7097802
Dasht-e Deh Khudāīdād	id=g:7097803
Zīārat-e Khwājah Sabzpōsh	id=g:7097804
Jōy-e Hūd Khayl	id=g:7097805
Tapah-ye Qal‘ah-ye Aḩmad Khān	id=g:7097806
Bāgh-e Me‘rājuddīn	id=g:7097807
Yaylāq-e Ghūgach	id=g:7097828
Yaylāq-e Sar-e Gul	id=g:7097829
Yaylāq-e Shōkh Ling	id=g:7097830
Yaylāq-e Ghāpīāk	id=g:7097831
Yaylāq-e Darah-ye Ghownēl	id=g:7097832
Yaylāq-e Wīū	id=g:7097833
Yaylāq-e Fijow	id=g:7097834
Yaylāq-e Malang Āb	id=g:7097835
Yaylāq-e Dasht-e Rayg	id=g:7097836
Dyārī Dū	id=g:7097837
Māt Kat	id=g:7097838
Sarwand	id=g:7097839
Yaylāq-e Bāwun	id=g:7097840
Yaylāq-e Rōdīnjāw	id=g:7097841
Daryā-ye Nakhchīr	id=g:7097843
Wādī-ye Khūnī Takhtah	id=g:7097844
Bāgh-e Ghulām Ḩaẕrat	id=g:7097923
Bāgh-e Qalamuddīn	id=g:7097924
Zīārat-e Pīr Ḩāẕir Bābā	id=g:7097925
Sayyid Nūr Muḩammad Shāh Mēnah	id=g:7097926
Bāgh-e Wakīl Anwar	id=g:7097927
Zīārat-e Mūy-e Mubārak	id=g:7097928
Zīārat-e Shāh Mardān	id=g:7097929
Zīārat-e Shahīd Pīr Shayr Khwār	id=g:7097930
Tapah-ye Afghānhā	id=g:7097931
Jōy-e Qābil Bāī	id=g:7097932
Band-e Qābil Bāī	id=g:7097933
Ghaznowī Mēnah	id=g:7097934
Bāgh-e Bālā	id=g:7097935
Raḩmān Mēnah	id=g:7097936
Zīārat-e Qāẕī ‘Abd ur Raḩmān	id=g:7097937
Qal‘ah-ye Zamān Khān	id=g:7097938
Zīārat-e Mardān Khān	id=g:7097939
Qal‘ah-ye Mūsá Yakah Tūt	id=g:7097940
Tapah-ye Maranjān	id=g:7097941
Zīārat-e Pāchāh	id=g:7097942
Nowābād-e Simint Khānah	id=g:7097943
Tapah-ye Sīāh Sang	id=g:7097944
Zīārat-e Ḩaẕratjī Şāḩib	id=g:7097945
Sīāh Sang	id=g:7097946
Masjid-e Itifāq	id=g:7097947
Zindah Bānān	id=g:7097948
Tapah-ye Shahīdā	id=g:7097949
Jadīdābād-e Simint Khānah	id=g:7097950
Masjid-e Itifāq	id=g:7097951
Qabr-e Sulţān Ţilā’ī	id=g:7097952
Qabr-e Muḩammad Nādir	id=g:7097953
Makrōyān	id=g:7097954
Zīārat-e Sayyid Mīr Jān	id=g:7097955
Zīārat-e Seh Amām	id=g:7097956
Zīārat-e Shāh Shahīd	id=g:7097957
Zīārat-e Amīr Jān Āghā	id=g:7097958
Zīārat-e Hājī Qalandar	id=g:7097959
Qal‘ah-ye Maykhchah Gar	id=g:7097960
Zīārat-e Shāh ‘Alī Reẕā	id=g:7097961
Zīārat-e Sayyid Ḩamdān	id=g:7097962
Staydīūm-e Warzishī	id=g:7097963
Zīārat-e Maḩmūd Khān	id=g:7097964
Chārrāhī-ye Mas‘ūd	id=g:7097965
Zīārat-e Qalandar Sayyid Ḩamdān	id=g:7097966
Qal‘ah-ye Şāleh Muḩammad Khān	id=g:7097967
Jōy-e Jamīl	id=g:7097968
Bālā Ḩişār	id=g:7097969
Chaman-e Bīnī Ḩişār	id=g:7097970
Zīārat-e Sayyid Nakhārī	id=g:7097971
Masjid-e ‘Eīd Gāh	id=g:7097972
Dakā Khānah	id=g:7097973
Zīārat-e Abū Bakar Ākhūndzādah	id=g:7097974
Zīārat-e Mīr Akbar Khaībar	id=g:7097975
Zīārat-e Faīẕō Qalandar	id=g:7097976
Zīārat-e Sayyid Mehdī-ye Ātish Nafas	id=g:7097977
Zīārat-e Chehil Gazī Bābā	id=g:7097978
Wazīr Akbar Khān	id=g:7097979
Zīārat-e Shāh Ţāūs	id=g:7097980
Zīārat-e Chahārdah Ma‘şūm	id=g:7097981
Kōchah-ye Kharābāt	id=g:7097982
Āhangarī	id=g:7097983
Tanūr Sāzī	id=g:7097984
Bāgh-e ‘Alī Mardān	id=g:7097985
Hindū Goz̄ar	id=g:7097986
Chārrāhī-ye Āryānā	id=g:7097987
Bārānah	id=g:7097988
Maqbarah-ye Sayyid ‘Abdullāh Pīr	id=g:7097989
Zīārat-e Pīr Safayd	id=g:7097990
Shōr Bāzār	id=g:7097991
Kōchah-ye ‘Alī Reẕā Khān	id=g:7097992
Zīārat-e ‘Abbās	id=g:7097993
Zīārat-e Bābā-ye Kaydānī Walī	id=g:7097994
Būryā Furōshī	id=g:7097995
Morād Khānī	id=g:7097996
Zīārat-e Mīā Shaykh Muḩammad	id=g:7097997
Pul-e Khishtī	id=g:7097998
Pakhtah Furōshī	id=g:7097999
Zīārat-e Shāh ‘Abdul Walī	id=g:7098000
Zīārat-e Bābā-ye Walī	id=g:7098001
Chārrāhī-ye Pas̲h̲tūnistān	id=g:7098002
Zīārat-e Shāh Qand	id=g:7098003
Zīārat-e Ḩaẕrat Şāḩib	id=g:7098004
Zīārat-e Bābā-ye Showqī	id=g:7098005
Zīārat-e ‘Āshuqān wa ‘Ārifān	id=g:7098006
Maqbarah-ye ‘Abd ur Raḩmān Khān	id=g:7098007
Zīārat-e Khwājah Şafā	id=g:7098008
Zīārat-e Khwājah Dōst Muḩammad-e Walī	id=g:7098009
Chārrāhī-ye Shayrpūr	id=g:7098010
Maqbarah-ye Taymūr Shāh	id=g:7098011
Zīārat-e Sayyid Mard	id=g:7098012
Seh Dokān	id=g:7098013
Bāghbān Kōchah	id=g:7098014
Khāfīā	id=g:7098015
Chārrāhī-ye Malik Aşghar	id=g:7098016
Zīārat-e Sayyid Ja‘far Āqā	id=g:7098017
Chār Sowq	id=g:7098018
Zīārat-e Sayyid Najaf Āghā	id=g:7098019
Andarābī	id=g:7098020
Chārrāhī-ye Shahīd	id=g:7098021
Zīārat-e Sulţān Khwājah Isḩāq Walī	id=g:7098022
Chārrāhī-ye Ţorah Bāz Khān	id=g:7098023
Zīārat-e Shāh-e Dū Shamshayrah	id=g:7098024
Bālā Kōh-e Deh Afghānān	id=g:7098025
Qortā	id=g:7098026
Qal‘ah-ye Shādah	id=g:7098027
Pārk-e Shahr-e Now	id=g:7098028
Chārrāhī-ye Ḩājī Ya‘qūb	id=g:7098029
Chowk-e Deh Būrī	id=g:7098030
Deh Afghānān	id=g:7098031
Jādah-ye Āsmā’ī	id=g:7098032
Nakhās	id=g:7098033
Chārrāhī-ye Anşārī	id=g:7098034
Zīārat-e Ākhūnd Bābā	id=g:7098035
Pul-e Ārtal	id=g:7098036
Kolōlah Poshtah	id=g:7098037
Zīārat-e Shāh Moz̧afar	id=g:7098038
Anşārī Wāṯ	id=g:7098039
Zīārat-e Bābur Bādshāh	id=g:7098040
Nowābād Deh Mazang	id=g:7098041
Kolōlah Poshtah	id=g:7098042
Bāgh-e Bābur	id=g:7098043
Ḩişah-ye Awal-e Goz̄argāh	id=g:7098044
Zīārat-e Mīr Nishān Bābā	id=g:7098045
Bālā Kōh-e Deh Mazang	id=g:7098046
Kārtah-ye Āryānā	id=g:7098047
Ḩişah-ye Dowum-e Goz̄argāh	id=g:7098048
Bāgh-e Zanānah	id=g:7098049
Khwājah Mullā	id=g:7098050
Zīārat-e Sayyid Najīm	id=g:7098051
Zīārat-e Pīr Ḩāẕir Walī	id=g:7098052
Nahr-e Darsan	id=g:7098053
Tapah-ye Salām	id=g:7098054
Zīārat-e Sakhī	id=g:7098055
Shayr Shāh Mēnah	id=g:7098056
Tapah-ye Sakhī	id=g:7098057
Kārtah-ye Sakhī	id=g:7098058
Deh Būrī	id=g:7098059
Kārtah-ye Seh	id=g:7098060
Maqbarah-ye Sayyid Jamāluddīn	id=g:7098061
Pul-e Sorkh	id=g:7098062
Gōlā’ī-ye Pul-e Sorkh	id=g:7098063
Ḩişah-ye Dowum-e Kārtah-ye Parwān	id=g:7098064
Bānksīdār	id=g:7098065
Yaylāq-e Zūbay	id=g:7098111
Yaylāq-e Wāt Bēg	id=g:7098112
Yaylāq-e Ēl Pushtah	id=g:7098113
Yaylāq-e Kangūsh	id=g:7098114
Yaylāq-e Sutūmēch	id=g:7098115
Yaylāq-e Kūlāyin	id=g:7098116
Yaylāq-e Wāsnil	id=g:7098117
Yaylāq-e Khūz Darah	id=g:7098118
Yaylāq-e Yālmaz	id=g:7098119
Yaylāq-e Sabzī	id=g:7098120
Yaylāq-e Ārūn	id=g:7098121
Yaylāq-e Khudā Rajak	id=g:7098131
Mudā Khirs	id=g:7098132
Kōh-e Kūf	id=g:7098133
Qaryah-ye Qābil Bāī	id=g:7098507
Wādī-ye Barābar Gīā	id=g:7101412
Darah-ye Warū	id=g:7101581
Darah-ye Parwayz	id=g:7101582
Kōh-e Yil Darah	id=g:7101583
Sūdūj Darah	id=g:7101584
Kharābah-ye Nāshak	id=g:7101585
Kharābah-ye Bazhōy	id=g:7101586
Rafak-e Sūmākh-e Rūshān	id=g:7101587
Yaylāq-e Kishtgāh Rabāţ	id=g:7101588
Rabāţ-e Mābayn	id=g:7101589
Rabāţ-e Bālā	id=g:7101590
Kōh-e Tīshal Darah	id=g:7101591
Kōtal-e Rafak	id=g:7101592
Zīārat-e Khwājah Sālār	id=g:7101593
Wādī-ye Warū	id=g:7101629
Darah-ye Pakhalzār	id=g:7101630
Kōl-e Pājwar	id=g:7101631
Dashtak-e Īmbyū	id=g:7101632
Deh-e Murgh	id=g:7101634
Nowādak	id=g:7101635
Daryā-ye Nowādak Darah	id=g:7101636
Daryā-ye Sūdūj Darah	id=g:7101637
Dīshār Darah	id=g:7101638
Pidrūd	id=g:7101639
Zīārat-e Pīrah Surkh	id=g:7101640
Sar Chashmah	id=g:7101641
Bāwar	id=g:7101642
Nīm Deh	id=g:7101643
Bāshār	id=g:7101644
Deh Murghān	id=g:7101645
Kurūnj	id=g:7101646
Kōh-e Mūntīj	id=g:7101647
Yāzgān	id=g:7101648
Sar-e Pul	id=g:7101649
Khidār Jak Darah	id=g:7101650
Sāwān	id=g:7101651
Daryā-ye Mastān Darah	id=g:7101652
Darah-ye Pērāhan-e Sarāw	id=g:7101653
Jōy-e Bayd Qamar	id=g:7101660
Tsapak Kōl	id=g:7101664
Pastīw	id=g:7101666
Kōh-e Wiyar	id=g:7101669
Kōh-e Zēr Kōh	id=g:7101672
Wiyar	id=g:7101675
Kōtal-e Tarsīū-ye Awal	id=g:7101676
Kōtal-e Tarsīū-ye Duwum	id=g:7101677
Chowgān Tarāshān	id=g:7101678
Yaylāq-e Wirujak	id=g:7101679
Shēhrān	id=g:7101680
Widīst Sayl	id=g:7101681
Arīāb	id=g:7101682
Pētāb	id=g:7101683
Nowrīfz	id=g:7101684
Andarzhīr	id=g:7101685
Finjān	id=g:7101686
Kōh-e Shāh Rān	id=g:7101687
Kōh-e Rāshtēw	id=g:7101688
Kōtal-e Raṯak	id=g:7101689
Kāzakīn	id=g:7101690
Darah-ye Arakht	id=g:7101691
Gird Āb	id=g:7101692
Daryā-ye Darah-ye Būdarbūn	id=g:7101694
Daryā-ye Darah-ye Tībīnak	id=g:7101695
Nowābād	id=g:7101696
Ūnīd	id=g:7101697
Kazdī	id=g:7101698
Shāh Bēg	id=g:7101699
Galbāgh	id=g:7101700
Safayd Sang	id=g:7101701
Wādī-e Ghārān-e Bālā	id=g:7101702
Ētch	id=g:7101703
Ūdīn	id=g:7101704
Būdarbūn	id=g:7101705
Būdar Darah	id=g:7101706
Kōtal-e Khawẕ-e Rārīn	id=g:7101707
Ōryang Sūrākh	id=g:7101708
Maḩal-e Bastīns	id=g:7101709
Ōryang-e Barjīr	id=g:7101710
Maḩal-e Jangal-e Bastīns	id=g:7101711
Chīgh	id=g:7101712
Alīw	id=g:7101713
Shīsak	id=g:7101714
Kōh-e Āstān Darah	id=g:7101715
Jōy-e Āstān Darah	id=g:7101716
Dasht	id=g:7101717
Sūnd	id=g:7101718
Daryā-ye Zīch Darah	id=g:7101719
Daryā-ye Deh-Lukh Darah	id=g:7101720
Daryā-ye Ḩātam Darah	id=g:7101721
Daryā-ye Chīndan	id=g:7101722
Kōtal-e Bayn Bugz̄ar	id=g:7101723
Kōtal-e Pārwāgz	id=g:7101724
Kōtal-e Dandānsêkan	id=g:7101725
Daryā-ye Zūbar Darah	id=g:7101726
Zūbar Darah	id=g:7101727
Zīch	id=g:7101728
Daryā-ye Andōj Darah	id=g:7101729
Āb-e Darah-ye Wūkh Gūbūnāt	id=g:7101730
Zargāw	id=g:7101731
Jangal-e Ḩātam	id=g:7101732
Latah Band Khwaṟ	id=g:7101754
‘Alāhuddīn Kêlay	id=g:7101755
Ghumchī Nāw	id=g:7101756
Shpūl Bābā Nāw	id=g:7101757
Armah	id=g:7104360
Markaz-e Woluswālī-ye Yōsuf Khēl	id=g:7104361
Khwājah Nūr Fārm	id=g:7104362
Shams ud Dīn Chīnah	id=g:7106995
Darah-ye ‘Abbās Khēl	id=g:7106996
Khênḏakaī Karam Zāway	id=g:7106997
Mastē	id=g:7106998
Darah-ye Kōlīzaī	id=g:7106999
Ghulām Kêlay	id=g:7107000
Khān Muḩammad Kêlay	id=g:7107001
Dōgar Kêlay	id=g:7107002
Kōh-e Shāhbāz (Tangaṟaī)	id=g:7107003
Maṉah Kêlay	id=g:7107004
Hazār Kêlay	id=g:7107005
Walī Katsah	id=g:7107006
Qādir Jān Kêlay	id=g:7107007
Sharmak Khēl	id=g:7107008
Sar Kandē	id=g:7107009
Gul Gīm Kōṯ	id=g:7107010
Kōtīzaī	id=g:7107011
Milat-e Kalān	id=g:7107012
Dahānah	id=g:7107013
Dārō Khēl Niyāzī	id=g:7107014
Dārō Khēl ‘Alam Khān	id=g:7107015
Dārō Khēl	id=g:7107016
Ḏangak Kārēz	id=g:7107017
Gharāyzaī	id=g:7107018
Shahāb ud Dīn	id=g:7107019
‘Alamgaī	id=g:7107020
Zarmah	id=g:7107021
Kachī Mūsá	id=g:7107022
Şālō Khēl Gulā Band	id=g:7107023
Ghar Haībatī	id=g:7107024
Marzak	id=g:7107025
Naz̧ar Bēg	id=g:7107026
Sūr Kamar	id=g:7107027
Kūz Kêlay Khidêrak	id=g:7107028
Zamkī Kêlay	id=g:7107029
Tābūt	id=g:7107030
Kashmīrī	id=g:7107536
Bar Ghwarēzah Kêlay	id=g:7107537
Gīdaṟ	id=g:7107538
Dōābah	id=g:7107539
Tōr Ghar	id=g:7108663
Tsapêr Ghar	id=g:7108664
Spīn Ghar	id=g:7108669
Shīrīn	id=g:7108702
Tangarah	id=g:7108703
Gōr Nānchah	id=g:7108704
Shapāwos	id=g:7108705
Banōk Deh Das	id=g:7108706
Sakī Deh Das	id=g:7108707
Shāh Dats	id=g:7108708
Machōm Kandawah	id=g:7108720
Gumtā	id=g:7108721
Khandah Low	id=g:7108722
Yārī Das Kalān	id=g:7108743
Kāgal	id=g:7108744
Kaldēr	id=g:7108823
Mākēl	id=g:7108824
Shaykhān	id=g:7108933
Kunj Kalā	id=g:7108934
Tōrah Bōrah	id=g:7108935
Mīr Dōbārō Kêlay	id=g:7108936
Mīrzā Bāgh	id=g:7108937
Zangō ‘Abd ur Raḩīmzaī	id=g:7108938
Sulţān Khēl	id=g:7108939
Wêchah Algaḏah	id=g:7108940
Farmān	id=g:7108941
Bar Tangī	id=g:7108942
Şāliḩ Gul	id=g:7108943
Gōdrah	id=g:7108944
Tōrah Bōrah	id=g:7108945
Māmā Khēl	id=g:7108946
Spīn Rāghêh	id=g:7108947
Bahlōl Khēl	id=g:7108948
Dowlat Khēl Mohmandī	id=g:7108969
Shaykhān	id=g:7108970
Chīnah	id=g:7108971
Jow Darah	id=g:7108972
Bar Laghtī Kêlay	id=g:7108973
Hārūn Bābā	id=g:7108974
Tangī Khēl	id=g:7108975
Qalandar Khēl	id=g:7108976
Alū Khēl	id=g:7108977
Ōbêh Khēl	id=g:7108978
Kazhkī	id=g:7108979
Badan Khēl	id=g:7108980
Kaṯah Khēl	id=g:7108981
Bar Barah	id=g:7108982
Zhōrah	id=g:7108983
Şāḩibzādah	id=g:7108984
Wêchah Algaḏ	id=g:7108985
Gadrah	id=g:7108986
Angūrah	id=g:7108987
Mīr ‘Alī	id=g:7108988
Ibrāhīm	id=g:7108997
Karēt	id=g:7108998
Parshō	id=g:7109506
Paīgal	id=g:7109507
Tamīn	id=g:7109508
Paṟāyen	id=g:7109509
Pōyen	id=g:7109510
Bāz Khandah	id=g:7109511
Kōṯwāl Khandō	id=g:7109512
Kākaṟ Khēl	id=g:7109513
Palak Watō	id=g:7109514
Bām Ḩusaīn	id=g:7109515
Kownī	id=g:7109516
Khowāl	id=g:7109620
Manjelām	id=g:7109621
Khandlī	id=g:7109622
Ḩişār Kandah	id=g:7109707
Mār Kōh	id=g:7109708
Kūz Bārīkāw	id=g:7109709
Fārm-e Chahār	id=g:7109710
Aşel Bārīkāw	id=g:7109711
Bārīkāw Qal‘ah Wālī	id=g:7109712
Sūr Ḏāg	id=g:7109713
Srah Kalā	id=g:7109714
Pitāw Tantīl	id=g:7110270
Lēwāt	id=g:7110271
Adchat Tantīl	id=g:7110272
Dargī	id=g:7110273
Arbōshō Katsī	id=g:7110274
Shankō Kêlay	id=g:7110275
Aw Mār	id=g:7110276
Shayrō Kōṯē	id=g:7110277
Ghaznī Kêlay	id=g:7110278
Têrkhah	id=g:7110279
Khōshḩāl Bāndah	id=g:7110280
Kondar	id=g:7110281
Naraī Tangaī	id=g:7110282
Shēlām	id=g:7110283
Zarkandah	id=g:7110284
Tōrtam	id=g:7110285
Karpē	id=g:7110286
Sōrī Tantīl	id=g:7110287
‘Īsá Khēl	id=g:7110288
Katsī	id=g:7110289
Yās Cham	id=g:7110290
Mullāyānō Tangaī	id=g:7110291
Takhtō	id=g:7110292
Katsī Wêradēsh	id=g:7110293
Landī Nāw	id=g:7110294
Katsī	id=g:7110295
Wātahgal	id=g:7110296
Sangar	id=g:7110297
Pās Qal‘ah	id=g:7110298
Zōṟ Kunaṟ	id=g:7110299
Samūch	id=g:7110300
Andarlachak Nāw	id=g:7110301
Khundah Shāl	id=g:7110302
Suhēl	id=g:7110303
Kāfar Tang	id=g:7110304
Kashnē Ghāzīābād	id=g:7110305
Samī	id=g:7110306
Kūzah Basţlah	id=g:7110307
Barah Basţlah	id=g:7110308
Gulsalik	id=g:7110309
