Çayırköy	id=g:749477
Akören	id=g:752419
Akören	id=g:752420
Akören	id=g:752421
Akören	id=g:752422
Akören	id=g:752423
Akoluk	id=g:752424
Akoluk	id=g:752425
Akocak	id=g:752426
Akniyet Dağı	id=g:752427
Aknine Tepe	id=g:752428
Akmeşe	id=g:752429
Akmescit	id=g:752430
Akmanlar	id=g:752431
Ak Liman	id=g:752432
Akkuzulu	id=g:752433
Akkuzulu	id=g:752434
Akkuyu	id=g:752435
Akkuş Deresi	id=g:752436
Akkuş	id=g:752437
Akkum Deresi	id=g:752438
Akkum	id=g:752439
Akköy	id=g:752440
Akköy	id=g:752441
Akköy	id=g:752442
Akköy	id=g:752443
Akköy	id=g:752444
Akköse	id=g:752445
Akkonak	id=g:752446
Akkonak	id=g:752447
Akkoç	id=g:752448
Akkırık	id=g:752449
Akkiraz	id=g:752450
Akkıran	id=g:752451
Akkılıç	id=g:752452
Akkılıç	id=g:752453
Akkese	id=g:752454
Akkaynak	id=g:752455
Akkaya Tepeleri	id=g:752456
Akkaya Tepe	id=g:752457
Akkaya Kışlağı	id=g:752458
Akkayahamamı	id=g:752459
Akkaya Çayı	id=g:752460
Akkaya	id=g:752461
Akkaya	id=g:752462
Akkaya	id=g:752463
Akkaya	id=g:752464
Akkaya	id=g:752465
Akkaya	id=g:752466
Akkaya	id=g:752467
Akkaya	id=g:752468
Akkaya	id=g:752469
Akıska	id=g:752470
Bostancı	id=g:752471
Akıncılar	id=g:752472
Akıncılar	id=g:752473
Akıncılar	id=g:752474
Akıncılar	id=g:752475
Akıncılar	id=g:752476
Akıncı	id=g:752477
Akıncı	id=g:752478
Akıllı	id=g:752479
Akılçalman Deresi	id=g:752480
Akılçalman	id=g:752481
Akılbaba Tepe	id=g:752482
Akifbey	id=g:752483
Arpaçay Barajı	id=g:752484
Akhoca	id=g:752485
Akhisar Deresi	id=g:752486
Akhisar	id=g:752487
Akhisar	id=g:752488
Akhisar	id=g:752489
Akhasan	id=g:752490
Akgüney	id=g:752491
Akgüney	id=g:752492
Akgüney	id=g:752493
Akgüney	id=g:752494
Akgüney	id=g:752495
Akgün	id=g:752496
Akgün	id=g:752497
Akgüller	id=g:752498
Akgöz	id=g:752499
Akgöl	id=g:752500
Akgöl	id=g:752501
Akgöl	id=g:752502
Akgedik	id=g:752503
Akdoğmuş	id=g:752504
Akdoğan	id=g:752505
Akdoğan	id=g:752506
Akdoğan	id=g:752507
Akdoğan	id=g:752508
Akdoğan	id=g:752509
Akdivan	id=g:752510
Akdilek	id=g:752511
Akdere	id=g:752512
Akdere	id=g:752513
Akdere	id=g:752514
Akdeğirmen	id=g:752515
Akdamla	id=g:752516
Akdam	id=g:752517
Akdağ	id=g:752518
Akdağ	id=g:752519
Akdağ	id=g:752520
Akdağ	id=g:752521
Ak-Dagh	id=g:752522
Akdağ	id=g:752523
Akdağ	id=g:752524
Akdağ	id=g:752525
Akçukur	id=g:752526
Akçeşme	id=g:752527
Akçayokuş Tepesi	id=g:752528
Akçayır	id=g:752529
Akçay	id=g:752530
Akçay	id=g:752531
Akçay	id=g:752532
Akçay	id=g:752533
Akçay	id=g:752534
Akçatepe	id=g:752535
Akçataş	id=g:752536
Akçataş	id=g:752537
Akçataş	id=g:752538
Akçataş	id=g:752539
Akçatarla	id=g:752540
Akçat	id=g:752541
Akçasusurluk	id=g:752542
Akçasu	id=g:752543
Akçasu	id=g:752544
Akçasu	id=g:752545
Akçasu	id=g:752546
Akçasu	id=g:752547
Akçasöğüt	id=g:752548
Akçaşehir	id=g:752549
Akçapınar	id=g:752550
Akçapınar	id=g:752551
Akçapınar	id=g:752552
Akçapınar	id=g:752553
Akçapınar	id=g:752554
Akçapınar	id=g:752555
Akçaova Çayı	id=g:752556
Akçaova	id=g:752557
Akçaova	id=g:752558
Akçaören	id=g:752559
Akçaören	id=g:752560
Akçaören	id=g:752561
Akçaören	id=g:752562
Akçaören	id=g:752563
Akçaören	id=g:752564
Akçamescit	id=g:752565
Akçalı	id=g:752566
Akçalı	id=g:752567
Akçalı	id=g:752568
Akçalı	id=g:752569
Akçalı	id=g:752570
Akçalı	id=g:752571
Akçalar	id=g:752572
Akçalar	id=g:752573
Akçal	id=g:752574
Akçakuzu	id=g:752575
Akçakoyunlu	id=g:752576
Akçakoyun	id=g:752577
Akçakoyun	id=g:752578
Akçaköy	id=g:752579
Akçaköy	id=g:752580
Akçaköy	id=g:752581
Akçaköy	id=g:752582
Akçakoca Dağları	id=g:752583
Akçakoca	id=g:752584
Akçakise	id=g:752585
Akçakise	id=g:752586
Akçakilise	id=g:752587
Akçakese	id=g:752588
Akçakese	id=g:752589
Akçakese	id=g:752590
Akçakese	id=g:752591
Akçakese	id=g:752592
Akçakese	id=g:752593
Akçakese	id=g:752594
Akçakese	id=g:752595
Akçakese	id=g:752596
Akçakese	id=g:752597
Akçakaya	id=g:752598
Akçakaya	id=g:752599
Akçakavak	id=g:752600
Akçakamış	id=g:752601
Akçakale	id=g:752602
Akçakale	id=g:752603
Akçakale	id=g:752604
Akçakale	id=g:752605
Akçakale	id=g:752606
Akçakale	id=g:752607
Akcaibaz	id=g:752608
Akçahisar	id=g:752609
Akçahalil	id=g:752610
Akçadam	id=g:752611
Akçaçam	id=g:752612
Akçaçam	id=g:752613
Akçabük	id=g:752614
Akçabük	id=g:752615
Akçabey Çayı	id=g:752616
Akçabey	id=g:752617
Akçabey	id=g:752618
Akçabel	id=g:752619
Akçaalan	id=g:752620
Akçaalan	id=g:752621
Akçaalan	id=g:752622
Akçaalan	id=g:752623
Akçaalan	id=g:752624
Akçaalan	id=g:752625
Akçaağıl	id=g:752626
Akçaabat	id=g:752627
Akça	id=g:752628
Akbulut	id=g:752629
Akbulak	id=g:752630
Akbulak	id=g:752631
Akbük	id=g:752632
Akbuğday	id=g:752633
Akbucak	id=g:752634
Akbıyık	id=g:752635
Akbıyık	id=g:752636
Akbıyık	id=g:752637
Akbelen	id=g:752638
Akbelen	id=g:752639
Akbelen	id=g:752640
Akbayır	id=g:752641
Akbayır	id=g:752642
Akbayır	id=g:752643
Akbaşyaylası	id=g:752644
Akbaş Limanı	id=g:752645
Akbaşlar	id=g:752646
Akbaşlar	id=g:752647
Akbaşlar	id=g:752648
Akbaş	id=g:752649
Akbaş	id=g:752650
Akbaş	id=g:752651
Akbaş	id=g:752652
Akbaldır	id=g:752653
Akbaba Tepesi	id=g:752654
Akbaba Tepesi	id=g:752655
Akbaba Dağı	id=g:752656
Akbaba Dağı	id=g:752657
Akbaba	id=g:752658
Akbaba	id=g:752659
Akbaba	id=g:752660
Akbaba	id=g:752661
Akbaba	id=g:752662
Akarsu	id=g:752663
Akarsu	id=g:752664
Akarsu	id=g:752665
Akarcık Gölü	id=g:752666
Akarçay	id=g:752667
Akarca	id=g:752668
Akalan	id=g:752669
Akalan	id=g:752670
Akalan	id=g:752671
Akağaç	id=g:752672
Ahurcuk	id=g:752673
Ahırcık	id=g:752674
Ahubaba	id=g:752675
Ahpirik	id=g:752676
Ahpini	id=g:752677
Aho	id=g:752678
Ahna	id=g:752679
Ahmetyeri	id=g:752680
Ahmetustahasan	id=g:752681
Ahmetsaray	id=g:752682
Ahmetpaşa	id=g:752683
Ahmetoğlu	id=g:752684
Ahmetoğlu	id=g:752685
Ahmetoğlu	id=g:752686
Ahmetoğlu	id=g:752687
Ahmetoğlan	id=g:752688
Ahmetli	id=g:752689
Ahmetli	id=g:752690
Ahmetli	id=g:752691
Ahmetler	id=g:752692
Ahmetler	id=g:752693
Ahmetler	id=g:752694
Ahmetler	id=g:752695
Ahmetler	id=g:752696
Ahmetler	id=g:752697
Ahmetler	id=g:752698
Ahmethacılar	id=g:752699
Ahmetdanişment	id=g:752700
Ahmet Dağı	id=g:752701
Ahmetçelebi	id=g:752702
Ahmetçe	id=g:752703
Ahmetçe	id=g:752704
Ahmetçe	id=g:752705
Ahmetbeyler	id=g:752706
Ahmetbey	id=g:752707
Ahmetbey	id=g:752708
Ahmetbey	id=g:752709
Ahmetbeşe	id=g:752710
Ahmetalan	id=g:752711
Ahmetadil	id=g:752712
Ahmediye	id=g:752713
Ahmediye	id=g:752714
Ahmediye	id=g:752715
Ahmedikli	id=g:752716
Ahmaşık Dağı	id=g:752717
Ahlatlı	id=g:752718
Ahlatlı	id=g:752719
Ahlatcık Deresi	id=g:752720
Ahlatcık	id=g:752721
Ahlatçık	id=g:752722
Ahlatçık	id=g:752723
Ahlatcık	id=g:752724
Ahlatcık	id=g:752725
Ahlatcık	id=g:752726
Ahlat	id=g:752727
Ahlat	id=g:752728
Ahlar	id=g:752729
Ahlar	id=g:752730
Ahlan	id=g:752731
Ahırlı	id=g:752732
Ahırlı	id=g:752733
Ahırköy	id=g:752734
Ahırköy	id=g:752735
Ahırköy	id=g:752736
Ahırkapı Burnu	id=g:752737
Ahırcık	id=g:752738
Ahın	id=g:752739
Ahimehmet	id=g:752740
Ahilyas Deresi	id=g:752741
Ahiler	id=g:752742
Ahılar	id=g:752743
Ahiköy	id=g:752744
Ahiilyas	id=g:752745
Ahievren	id=g:752746
Ahı Dağı	id=g:752747
Ahiatlı	id=g:752748
Ahi	id=g:752749
Ahçirik	id=g:752750
Ahburik	id=g:752751
Ahbisor	id=g:752752
Ahatlar	id=g:752753
Ahatlar	id=g:752754
Ahanda	id=g:752755
Ahalu	id=g:752756
Karadağ	id=g:752757
Aha	id=g:752758
Ağzıpek	id=g:752759
Ağzıaçık	id=g:752760
Ağzıaçık	id=g:752761
Ağyar	id=g:752762
Ağveran	id=g:752763
Ağveçor Deresi	id=g:752764
Yeşilçay	id=g:752765
Ağudevrent Deresi	id=g:752766
Ağrıt	id=g:752767
Ağören	id=g:752768
Ağmusa	id=g:752769
Ağlıköy	id=g:752770
Ağlaşan	id=g:752771
Ağızsuyu	id=g:752772
Ağızlar	id=g:752773
Ağıroğlan	id=g:752774
Ağırmeşe Çiftliği	id=g:752775
Ağırköy	id=g:752776
Ağılyolu	id=g:752777
Ağılönü	id=g:752778
Ağıllı	id=g:752779
Ağıllı	id=g:752780
Ağılcık	id=g:752781
Ağılcık	id=g:752782
Ağı Dağı	id=g:752783
Ağdırhasan	id=g:752784
Ağdere	id=g:752785
Ağdacı	id=g:752786
Ağcayazı	id=g:752787
Ağcaşar	id=g:752788
Ağcamahmut	id=g:752789
Ağcakeçili	id=g:752790
Ağcakeçi	id=g:752791
Ağcakaya	id=g:752792
Ağcagüney	id=g:752793
Ağcaalan Deresi	id=g:752794
Ağcaalan	id=g:752795
Ağcaalan	id=g:752796
Ağaylı	id=g:752797
Ağayeri	id=g:752798
Vagvir Deresi	id=g:752799
Ağaver	id=g:752800
Kireçli	id=g:752801
Ağara	id=g:752802
Ağaoluğu Tepe	id=g:752803
Ağamçağam	id=g:752804
Ağaköy	id=g:752805
Ağaköy	id=g:752806
Ağadeve Dağı	id=g:752807
Ağadeve	id=g:752808
Agacuklu	id=g:752809
Ağaçlı	id=g:752810
Ağaçlı	id=g:752811
Ağaçlı	id=g:752812
Ağaçlı	id=g:752813
Ağaçlı	id=g:752814
Ağaçlı	id=g:752815
Ağaçkese	id=g:752816
Ağaçkese	id=g:752817
Ağacık	id=g:752818
Ağaçbükü	id=g:752819
Ağacalar	id=g:752820
Ağabey	id=g:752821
Aftun Deresi	id=g:752822
Afşarimam	id=g:752823
Afşargüney	id=g:752824
Afşar	id=g:752825
Afşar	id=g:752826
Afşar	id=g:752827
Afşar	id=g:752828
Afşar	id=g:752829
Afşar	id=g:752830
Afşar	id=g:752831
Afşar	id=g:752832
Adliye	id=g:752833
Adliye	id=g:752834
Adliye	id=g:752835
Adilli	id=g:752836
Adiller	id=g:752837
Adilhan	id=g:752838
Adile	id=g:752839
Adayatak	id=g:752840
Aday	id=g:752841
Ada Tepesi	id=g:752842
Adatepeköyü	id=g:752843
Adatepe	id=g:752844
Adatepe	id=g:752845
Adatepe	id=g:752846
Adatepe	id=g:752847
Adatepe	id=g:752848
Adasarhanlı	id=g:752849
Adapazarı	id=g:752850
Adaören	id=g:752851
Adamlı	id=g:752852
Adalıkuzu	id=g:752853
Adataş	id=g:752854
Adalar	id=g:752855
Adaköy	id=g:752856
Adaköy	id=g:752857
Adaklı	id=g:752858
Adagül	id=g:752859
Ada Dağı	id=g:752860
Ada Dağı	id=g:752861
Adacami	id=g:752862
Aba Burnu	id=g:752863
Adabaşı	id=g:752864
Adaardı Burnu	id=g:752865
Açmalar Deresi	id=g:752866
Açmabaşı	id=g:752867
Açma	id=g:752868
Açlık Deresi	id=g:752869
Acısu Tepesi	id=g:752870
Acısu Deresi	id=g:752871
Acısu Dağı	id=g:752872
Acısu	id=g:752873
Acısu	id=g:752874
Acısu	id=g:752875
Acısu	id=g:752876
Acısu	id=g:752877
Acıpınar	id=g:752878
Acıpınar	id=g:752879
Açıkyazı	id=g:752880
Acıköy	id=g:752881
Acıkisi	id=g:752882
Acı Göl	id=g:752883
Acıelmacık	id=g:752884
Acıdere	id=g:752885
Acıçay	id=g:752886
Acıağaç	id=g:752887
Acemler	id=g:752888
Acemler	id=g:752889
Acemköy	id=g:752890
Acarlı	id=g:752891
Acarlargölü	id=g:752892
Acar Burnu	id=g:752893
Acanlar	id=g:752894
Acacıhüyük	id=g:752895
Abudağa	id=g:752896
Abıülya	id=g:752897
Abdurrahmanlı	id=g:752898
Abdurrahman	id=g:752899
Abdürrahim	id=g:752900
Abdültarla	id=g:752901
Abdullar	id=g:752902
Abdullahkomu	id=g:752903
Abdullah	id=g:752904
Abdülkadirköy	id=g:752905
Abdülkadir	id=g:752906
Abdulgazi	id=g:752907
Abdili	id=g:752908
Abdiler	id=g:752909
Abdibey	id=g:752910
Abdiağa	id=g:752911
Abdiağa	id=g:752912
Abdi	id=g:752913
Abdalkolu	id=g:752914
Abdalhasan	id=g:752915
Abdal Çayı	id=g:752916
Abbasyanık	id=g:752917
Abbaslık	id=g:752918
Abbas	id=g:752919
Abaz Dağı	id=g:752920
Abaz	id=g:752921
Abant Gölü	id=g:752922
Abant Dağları	id=g:752923
Abantayağı Deresi	id=g:752924
Abana Deresi	id=g:752925
Abana	id=g:752926
Abalar	id=g:752927
Abadiye	id=g:752928
Abadan	id=g:752929
Abacıoğlu	id=g:752930
Abacı	id=g:752931
Küçükada	id=g:829733
Mınıkada	id=g:829734
Büyükada	id=g:829786
Küçükada	id=g:829787
Kayainönü Adası	id=g:829790
Eşek Adaları	id=g:829791
Martı Adası	id=g:829818
Soğan Adası	id=g:829819
Hasır Adası	id=g:829820
Hacı Adaları	id=g:829821
Kötürüm Adası	id=g:829822
Hızırreis Adacık	id=g:829823
Palamut Adası	id=g:829824
Zeytinli Adası	id=g:829825
Martı Kayası	id=g:829826
Akçaada	id=g:829827
Zambak Adacık	id=g:829828
Şemsiye Adası	id=g:829830
Kozköy	id=g:831428
Kumera	id=g:831430
Erenkoy	id=g:831431
Espiye	id=g:831432
Altınkaya Barajı	id=g:832138
Hasanuğurlu Barajı	id=g:832139
Celâliye	id=g:857229
Muratbey	id=g:857230
Elbasan	id=g:857231
Küçük Sinekli	id=g:857232
Gökçeali	id=g:857233
Hısarbeyli	id=g:857234
Pınarca	id=g:857235
İğneada Liman	id=g:857236
Gümüşdere	id=g:857237
Yukarıağaçlı	id=g:857238
Ayazağa	id=g:857239
Germe	id=g:857240
Yeşilbayır	id=g:857241
Deliklikaya	id=g:857242
Firuzköy	id=g:857243
İkitelli	id=g:857244
Sultançiftliği Köyü	id=g:857245
Altınşehir	id=g:857246
Kurugökçe	id=g:858718
Kumcaz	id=g:858719
Uzgur	id=g:858720
Karagöl Tepe	id=g:858721
Dedeüstü Tepe	id=g:858722
Kırtepe	id=g:858723
Küçükkolpınar	id=g:858724
Muskali Tepe	id=g:858725
Kilise Tepe	id=g:858726
Aşağıdüvecik	id=g:858727
Devgeriş	id=g:858728
Bakacak Tepe	id=g:858729
Karaağaç Deresi	id=g:858730
Karadağ Tepe	id=g:858731
Hıdırelez Kanalı	id=g:858732
Azot Sanayii Terminal	id=g:858733
Güllüdere Kanalı	id=g:858734
Katırağzı Kanalı	id=g:858735
Eyercili	id=g:858736
Yenikaracalı	id=g:858737
Aşağıdikencik	id=g:858738
Vakıfköprü	id=g:858739
Ovacık	id=g:858740
Kumtepe	id=g:858741
Yeniyapı	id=g:858742
Dombaz	id=g:858743
Kaynarca Deresi	id=g:858744
Kirenlik	id=g:858745
Uluköy	id=g:858746
Cıva Burnu Feneri	id=g:858747
Çobanlar	id=g:858748
Karakiraz	id=g:858749
Oteköy Tepe	id=g:858750
Sarıtaş Dere	id=g:858751
Dedebuğazı Tepe	id=g:858752
Tatardede Tepe	id=g:858753
Darlık Tepe	id=g:858754
Çatalçam	id=g:858755
Tepeyurt	id=g:858756
Hanım Tepe	id=g:858757
Taflan Deresi	id=g:858758
Erenköy	id=g:858759
Kızılgöl	id=g:858760
Köyyeri	id=g:858761
Kertme	id=g:858762
Değirmen Dere	id=g:858763
Yalı	id=g:858764
Tavşan Tepe	id=g:858765
Kışla Tepe	id=g:858766
Yeniköy	id=g:858767
Triboli	id=g:858768
Akarca	id=g:858769
Meşelik	id=g:858770
Tatlı Gölü	id=g:858771
Gıcı Gölü	id=g:858772
Fıçılı	id=g:858773
Fındıklı	id=g:858774
Yağmurdede Tepe	id=g:858776
İkiz Tepeler	id=g:858777
Bartın	id=g:862467
Karabük	id=g:862468
Yalova	id=g:862469
Ardahan	id=g:862470
Bayburt	id=g:862471
Kapaklı Tepe	id=g:862936
Kale Tepe	id=g:862937
Demirtaş Barajı	id=g:862939
Halıdere	id=g:862940
Gökçe Barajı	id=g:862942
Güzelyalı	id=g:862943
İçmeler	id=g:862944
Kirazdere Barajı	id=g:862979
Seymenli Barajı	id=g:862980
Bıçkıdere Barajı	id=g:862981
Eastern Thrace	id=g:863540
Haydarpaşa Limanı	id=g:864211
İzmit Limanı	id=g:864212
Erim	id=g:864551
Düzce	id=g:865521
Bakacak Dağı	id=g:865737
Çiğdem Barajı	id=g:865738
Mahmuz Geçidi	id=g:865739
Suatuğurlu Barajı	id=g:865740
Hacılar Geçidi	id=g:865741
Domkayatepe Geçidi	id=g:865742
Ortabeli	id=g:865743
Saçakbeli	id=g:865744
Camilibeli	id=g:865745
Tekebeli	id=g:865746
Kayıbeli Geçidi	id=g:865747
Boztepe Barajı	id=g:865748
Belpınar Barajı	id=g:865749
Yedikır Barajı	id=g:865750
Çorum Barajı	id=g:865751
Alaca Barajı	id=g:865752
Sarayözü Barajı	id=g:865753
Orlakov Barajı	id=g:865754
Çakır Dağı	id=g:865755
Karadağ Geçidi	id=g:865756
Kılıçarslan Geçidi	id=g:865757
Uluköy Barajı	id=g:865758
Kızılinis Geçidi	id=g:865759
Namobeli	id=g:865760
Gürgentepe Geçidi	id=g:865761
Harçbeli	id=g:865762
Çamlıgöze Barajı	id=g:865763
Kılıçkaya Barajı	id=g:865764
Kuşkayası Geçidi	id=g:865765
Kurbağalıbeli	id=g:865766
Karabayır Geçidi	id=g:865767
Eğribel Geçidi	id=g:865768
Şehitler Geçidi	id=g:865769
Babadağ Geçidi	id=g:865771
Dorukhan Geçidi	id=g:865772
Ahmetusta Geçidi	id=g:865773
Kadiköy Barajı	id=g:865774
Bostancılar Barajı	id=g:865775
Akyarma	id=g:865776
Çamlıdere Geçidi	id=g:865777
Işikdağı Geçidi	id=g:865778
Eğrekkaya Barajı	id=g:865779
Güldürcük Barajı	id=g:865780
Üçbaş Barajı	id=g:865781
Kargasekmez Geçidi	id=g:865782
Kırköy Barajı	id=g:865783
Taşlıca Barajı	id=g:865784
Pazar Barajı	id=g:865785
Aşağı Karaören Barajı	id=g:865786
Kızılca Göleti	id=g:865787
Kösrelik Baraji	id=g:865788
Asartepe Barajı	id=g:865789
Gölköy Barajı	id=g:865790
Fakılar Geçidi	id=g:865791
Kundere Barajı	id=g:865792
Seytandere Barajı	id=g:865793
Bayraktar Barajı	id=g:865794
Kazkıran Geçidi	id=g:865796
Karamurat Geçidi	id=g:865797
Hacıiayaz Geçidi	id=g:865798
Meyitler Geçidi	id=g:865799
Yenice Barajı	id=g:865800
Boludağı Geçidi	id=g:865801
Karayokuş	id=g:865802
Süloğlu Barajı	id=g:865803
Budakdoğanca Barajı	id=g:865804
Eskikadın Barajı	id=g:865805
Korucu Barajı	id=g:865806
Değirmenci Barajı	id=g:865807
Başağıl Barajı	id=g:865808
Bülbülderesi Barajı	id=g:865809
Kavacık Barajı	id=g:865810
Kurtbey Barajı	id=g:865811
Meriç	id=g:865812
Sultanköy Barajı	id=g:865813
Beykonak Barajı	id=g:865814
Karaidemir Barajı	id=g:865815
İbrikbaba	id=g:866002
Atikhisar Barajı	id=g:866004
Kayalıköy Barajı	id=g:866005
Kırklareli Barajı	id=g:866006
Armağan Barajı	id=g:866007
Darlık Barajı	id=g:866008
Rızapaşa Geçidi	id=g:866009
Kazancı Geçidi	id=g:866010
Kireçli Geçidi	id=g:866206
Gölyurt Geçidi	id=g:866207
Salmankaş Geçidi	id=g:866220
Soğanlı Geçidi	id=g:866223
Ovitdaği Geçidi	id=g:866239
Ayder	id=g:866255
Cankurtaran Geçidi	id=g:866265
Maçahel Geçidi	id=g:866266
Zigana Tüneli	id=g:866355
Tersundağı Geçidi	id=g:866361
Çilhorozdağı Geçidi	id=g:866362
Sakızlı Barajı	id=g:866366
Oruçbeyli Barajı	id=g:866367
Vaudağı Geçidi	id=g:866368
Salyazı Barajı	id=g:866369
Kösedağı Geçidi	id=g:866370
Kostandağı Geçidi	id=g:866373
Çam Geçidi	id=g:866438
Ilgardağı Geçidi	id=g:866439
Ankara / Guvercin Lik	id=g:6299724
Ankara / Esenboga	id=g:6299725
Murted Tur-Afb	id=g:6299726
Adana / Sakirpasa	id=g:6299727
Afyon	id=g:6299728
Antalya	id=g:6299729
Gaziantep	id=g:6299730
Iskenderun	id=g:6299731
Konya	id=g:6299732
Merzifon	id=g:6299733
Samsun	id=g:6299734
Sivas	id=g:6299735
Zonguldak	id=g:6299736
Malatya / Erhac	id=g:6299737
Kayseri / Erkilet	id=g:6299738
Sivrihisar	id=g:6299739
Tokat	id=g:6299740
Cardak	id=g:6299741
Nevsehir	id=g:6299742
Istanbul / Ataturk	id=g:6299743
Aydin	id=g:6299744
Bursa	id=g:6299745
Balikesir	id=g:6299746
Bandirma	id=g:6299747
Canakkale	id=g:6299748
Eskisehir	id=g:6299749
Izmir / Adnan Menderes	id=g:6299750
Izmir / Cigli	id=g:6299751
Isparta	id=g:6299752
Usak	id=g:6299753
Topel Tur-Afb	id=g:6299754
Bursa / Yenisehir, Mil-Civ	id=g:6299755
Dalaman	id=g:6299756
Akhisar	id=g:6299757
Corlu	id=g:6299758
Bodrum	id=g:6299759
Elazig	id=g:6299760
Diyarbakir	id=g:6299761
Erzincan	id=g:6299762
Erzurum	id=g:6299763
Kars	id=g:6299764
Trabzon	id=g:6299765
Urfa	id=g:6299766
Van	id=g:6299767
Batman	id=g:6299768
Mus Tur-Afb	id=g:6299769
Suleyman Demirel	id=g:6299770
Bodrum Milas Airport	id=g:6299771
Samsun / Carsamba	id=g:6299772
Istanbul / Sabiha Gokcen	id=g:6299773
Etimesgut Havaalani	id=g:6301794
Adana / Incirlik	id=g:6301795
Izmir \ Kaklic	id=g:6301796
Söğütözü	id=g:6301949
Bakanlıklar	id=g:6301950
Gazi Osman Paşa	id=g:6301951
merter keresteciler	id=g:6354984
güngören merter	id=g:6354985
Mardin	id=g:6453408
Adiyaman	id=g:6457345
Surmeli Efes	id=g:6461820
Houston	id=g:6461871
Mega Residence Hotel Ankara	id=g:6462178
Artefes	id=g:6462344
Hilton Parksa Istanbul	id=g:6462440
Armada Istanbul Old City Hotel	id=g:6462693
Istanbul Hilton	id=g:6463043
Adana Hilton Sa	id=g:6463787
Dersaadet Hotel	id=g:6464113
Hotel Villa Suite	id=g:6464198
Tash Konak	id=g:6464387
Hotel Nena	id=g:6464432
Hotel Grand Yavuz	id=g:6464515
Allstar Ambassador Hotel	id=g:6464642
Orient Express Hotel	id=g:6464701
Legend	id=g:6464742
Saba	id=g:6464747
Celal Sultan Hotel	id=g:6464748
Nippon Hotel	id=g:6464768
Radisson SAS Conference & Airport Hotel	id=g:6465128
Best Western The President Hotel	id=g:6465139
Best Western Hotel Ornek	id=g:6465597
Sunlight Hotel	id=g:6465924
Ramada Kaya Plaza	id=g:6465962
Best Western Hotel Ikibin-2000	id=g:6466057
Kervansaray	id=g:6466413
Richmond Ephesus	id=g:6466417
Elif	id=g:6466486
Almena	id=g:6466828
Blue Bays Deluxe Hotel and Spa	id=g:6466896
Eresin Taxim Hotel BW International	id=g:6466935
Pine Bay Beach Club	id=g:6467157
Ova Resort	id=g:6467211
Perissia	id=g:6467262
Hollywood	id=g:6467264
Black Bird Hotel	id=g:6467301
Voyage Club Torba	id=g:6467447
Grand Haber	id=g:6467559
Rosy Studios	id=g:6467623
Aqua	id=g:6467690
Anemon	id=g:6467746
Royal Maris	id=g:6467747
Fantasia	id=g:6467748
Dinler	id=g:6468058
Elegance	id=g:6468104
Grand Kurtoglu	id=g:6468160
Sisus Hotel	id=g:6468366
Sumengen	id=g:6468376
Seckin Best	id=g:6468434
Ilica Spa and Wellness	id=g:6468436
Seres	id=g:6468454
Obelisk	id=g:6468455
Best Western President	id=g:6468456
Baia	id=g:6468502
Swissotel	id=g:6468577
Oykun	id=g:6468738
Kaya Prestige	id=g:6468796
Blue Rainbow	id=g:6468797
Albano	id=g:6468949
Grand Ontur	id=g:6468952
Crowne Plaza	id=g:6468965
Olimpiyat	id=g:6468981
Askoc	id=g:6469039
Hillside Su	id=g:6469114
Eden	id=g:6469120
Marmara Istambul	id=g:6469129
Richmond Hotel	id=g:6469208
Madison	id=g:6469260
Cornelia de Luxe Resort	id=g:6469264
Radisson SAS	id=g:6469268
Color	id=g:6469360
Surmeli	id=g:6469415
Park SA Hilton	id=g:6469433
Yasmak Sultan	id=g:6469532
Romance Hotel	id=g:6469550
Romance	id=g:6469613
Royal	id=g:6469685
Eresin Crowne Special Deluxe Otel	id=g:6469687
Best Western Khan	id=g:6469739
Marmara Pera	id=g:6469763
Conrad	id=g:6469967
Ilkay	id=g:6470086
Erboy Hotel Istanbul	id=g:6470087
Orsep Royal	id=g:6470221
Dedeman	id=g:6470222
Piril	id=g:6470236
Plaza	id=g:6470392
Yigitalp	id=g:6470400
Barcelo Eresin Topkapi	id=g:6470408
Kelebek	id=g:6470475
Holiday Inn Istanbul City	id=g:6470557
Eresin Taxim Premier	id=g:6470558
Pera Palas	id=g:6470631
Delfi	id=g:6470707
Poem	id=g:6470708
Bilgin	id=g:6470787
Golden Horn	id=g:6470793
Grand Yavuz Istanbul	id=g:6470794
Sheraton Voyager Resort & Spa	id=g:6472906
Hotel Alzer	id=g:6474228
Renaissance Polat Istanbul	id=g:6475664
Hyatt Regency Istanbul	id=g:6476456
Istanbul Princess Hotel	id=g:6476615
Conrad Istanbul	id=g:6478115
Hilton Izmir	id=g:6479646
Mersin HiltonSA	id=g:6479892
The Marmara Istanbul	id=g:6480009
Ankara Hilton	id=g:6480947
Dedeman Antalya Convention Centre	id=g:6481229
Inter Hotel Istanbul	id=g:6482137
Hotel Sur Istanbul	id=g:6482213
Sheanai	id=g:6482228
Star Holiday Hotel	id=g:6482261
Armagrandi  Spina  Hotel	id=g:6482271
Selcuklu Evi Hotel Cappadocia	id=g:6482272
Eresin Crown Hotel	id=g:6482363
Istanbul Calinda Suites	id=g:6482405
Hotel Sumengen Sultanahmet	id=g:6482486
hotelishakpasakona&#287;&#305;	id=g:6482522
Hotel Sari Konak	id=g:6482526
Carlton Hotel Istanbul	id=g:6482548
Nena Hotel	id=g:6482595
venus hotel	id=g:6482601
Hotel Abella	id=g:6482660
