Lyashchi	id=g:532830
Lesnoye Ardashevo	id=g:535707
Ozero Lesnoye	id=g:535708
Ozero Lesnoye	id=g:535709
Lesnoye	id=g:535710
Lesnoye	id=g:535711
Lesnoye	id=g:535712
Lesnoye	id=g:535713
Lesnoye	id=g:535714
Lesnoye	id=g:535715
Lesnoye	id=g:535716
Lesnoye	id=g:535717
Lesnoye	id=g:535718
Lesnoye	id=g:535719
Lesnoy Bor	id=g:535720
Lesnoy Bor	id=g:535721
Stantsiya Lesnoy	id=g:535722
Stantsiya Lesnoy	id=g:535723
Sovkhoz Lesnoy	id=g:535724
Sovkhoz Lesnoy	id=g:535725
Ostrov Lesnoy	id=g:535726
Ostrov Lesnoy	id=g:535727
Lesnoy	id=g:535728
Lesnoy	id=g:535729
Lesnoy	id=g:535730
Lesnoy	id=g:535731
Lesnoy	id=g:535732
Urochishche Lesnoye	id=g:535733
Lesnoy	id=g:535734
Lesnoy	id=g:535735
Lesnoy	id=g:535736
Lesnoy	id=g:535737
Lesnoy	id=g:535738
Lesnoy	id=g:535739
Lesnoy	id=g:535740
Lesnoy	id=g:535741
Lesnoy	id=g:535742
Lesnoy	id=g:535743
Lesnoy	id=g:535744
Lesnoye	id=g:535745
Podlesnyy	id=g:535746
Lesnoy	id=g:535747
Lesnoy	id=g:535748
Lesnoy	id=g:535749
Lesnoy	id=g:535750
Lesnoy	id=g:535751
Lesnoy	id=g:535752
Lesnoy	id=g:535753
Lesnoy	id=g:535754
Lesnoy	id=g:535755
Lesnoy	id=g:535756
Lesnoy	id=g:535757
Lesnoy	id=g:535758
Lesnikovo	id=g:535759
Lesnikovo	id=g:535760
Lesnikovo	id=g:535761
Lesnikovo	id=g:535762
Lesnikovo	id=g:535763
Lesnikovo	id=g:535764
Lesnikovo	id=g:535765
Lesnikova	id=g:535766
Lesnikova	id=g:535767
Lesniki	id=g:535768
Leonikha	id=g:535769
Lesnichestvo Pil’nya	id=g:535770
Lesnaya Vasil’yevka	id=g:535771
Lesnaya Sosnovka	id=g:535772
Lesnaya Sheshma	id=g:535773
Lesnaya Sazonovka	id=g:535774
Lesnaya Roshcha	id=g:535775
Lesnaya Polyana	id=g:535776
Lesnaya Polyana	id=g:535777
Lesnaya Polyana	id=g:535778
Lesnaya Polyana	id=g:535779
Lesnaya Polyana	id=g:535780
Lesnaya Polyana	id=g:535781
Lesnaya Polyana	id=g:535782
Ostrov Lesnaya Osinka	id=g:535783
Lesnaya Opushka	id=g:535784
Lesnaya Neyelovka	id=g:535785
Lesnaya Krutovka	id=g:535786
Lesnaya Khmelëvka	id=g:535787
Lesnaya	id=g:535788
Lesnaya	id=g:535789
Lesnaya	id=g:535790
Lesnaya	id=g:535791
Lesnaya	id=g:535792
Lesnaya	id=g:535793
Lesnaya	id=g:535794
Lesnaya	id=g:535795
Lesnaya	id=g:535796
Lesnaya	id=g:535797
Lesnaya	id=g:535798
Gora Lesna-Ur	id=g:535799
Leskunovo	id=g:535800
Leskovo	id=g:535801
Leskovo	id=g:535802
Leskovo	id=g:535803
Staroye Leskovo	id=g:535804
Leskovo	id=g:535805
Leskolovo	id=g:535806
Leski Progress	id=g:535807
Leskino	id=g:535808
Leskinen	id=g:535809
Leski	id=g:535810
Leski-Artamonovka	id=g:535811
Leski	id=g:535812
Leski	id=g:535813
Leski	id=g:535814
Leski	id=g:535815
Leski	id=g:535816
Leski	id=g:535817
Bol’shaya Chernava	id=g:535818
Leski	id=g:535819
Leski	id=g:535820
Leski	id=g:535821
Leski	id=g:535822
Leskhoz	id=g:535823
Sosnovyy	id=g:535824
Lesken Vtoroy	id=g:535825
Verkhniy Lesken	id=g:535826
Lesken	id=g:535827
Lesken	id=g:535828
Leskalya	id=g:535829
Lesistyy Khrebet	id=g:535830
Lesistoye	id=g:535831
Lesishchi	id=g:535832
Lesishche	id=g:535833
Lesikov	id=g:535834
Leshuyevo	id=g:535835
Leshutinskaya Gora	id=g:535836
Leshutino	id=g:535837
Leshutikha	id=g:535838
Leshukonskoye	id=g:535839
Leshukonskiy Rayon	id=g:535840
Leshnya	id=g:535841
Leshnya	id=g:535842
Leshni	id=g:535843
Leshkoroy	id=g:535844
Leshkino	id=g:535845
Lëshkina Gora	id=g:535846
Lëshki	id=g:535847
Ozero Leshiy	id=g:535848
Leshino	id=g:535849
Leshino	id=g:535850
Leshino	id=g:535851
Leshina	id=g:535852
Leshina	id=g:535853
Leshev-Tamak	id=g:535854
Leshenskiye Rukavy	id=g:535855
Leshenki	id=g:535856
Leshchiny	id=g:535857
Leshchinskaya Plota	id=g:535858
Leshchinovo	id=g:535859
Leshchinovka	id=g:535860
Leshchinka	id=g:535861
Leshchilovo	id=g:535862
Leshchi	id=g:535863
Ozero Leshchëvo	id=g:535864
Leshchëvo	id=g:535865
Urochishche Leshchëvo	id=g:535866
Leshchëvo	id=g:535867
Leshchëvka	id=g:535868
Leshchëvka	id=g:535869
Leshchëv	id=g:535870
Leshchëv	id=g:535871
Leshchënki	id=g:535872
Leshchanoye	id=g:535873
Stantsiya Leshchanaya	id=g:535874
Ozero Leshch	id=g:535875
Gora Leshaya	id=g:535876
Lesha	id=g:535877
Lesgor’ye	id=g:535878
Les-Golibizy	id=g:535879
Lesgi	id=g:535880
Stantsiya Les	id=g:535881
Khrebet Les	id=g:535882
Stantsiya Lermontovskiy	id=g:535883
Lermontovskiy	id=g:535884
Lermontovo	id=g:535885
Lermontov	id=g:535886
Ozero Lerinskoye	id=g:535887
Lerinichi	id=g:535888
Lepyu-Sel’ga	id=g:535889
Novoye Lep'yevo	id=g:535890
Lepuzhemyagi	id=g:535891
Lepuya	id=g:535892
Ozero Lepung	id=g:535893
Leptyukhi	id=g:535894
Leptayël’	id=g:535895
Lepsha	id=g:535896
Lepsha	id=g:535897
Lepsha	id=g:535898
Lepsha	id=g:535899
Lepsari	id=g:535900
Lepsari	id=g:535901
Ruchey Lepsara	id=g:535902
Lepsara	id=g:535903
Lepruchey	id=g:535904
Lep Ruchey	id=g:535905
Leppyasyur’ya	id=g:535906
Leppyasil’ta	id=g:535907
Leppyasenakho	id=g:535908
Leppyasel’kya	id=g:535909
Ostrov Leppya-Sari	id=g:535910
Mys Leppya-Niyemi	id=g:535911
Leppyaniyemi	id=g:535912
Leppyaniyemi	id=g:535913
Leppyaniyemi	id=g:535914
Ozero Leppya-Lampi	id=g:535915
Ozero Leppya-Lampi	id=g:535916
Leppa	id=g:535917
Lepozero	id=g:535918
Lepkiye	id=g:535919
Lepistu-Zimu	id=g:535920
Lepista	id=g:535921
Mys Lepin	id=g:535922
Lepilovo	id=g:535923
Lepilovo	id=g:535924
Lepilin	id=g:535925
Lepeyevka	id=g:535926
Lepëshkino	id=g:535927
Lepëshkino	id=g:535928
Lepëshkino	id=g:535929
Lepeshki	id=g:535930
Lepëshino	id=g:535931
Lepeshikha	id=g:535932
Lepeshëvka	id=g:535933
Baraki Lepenvara	id=g:535934
Stantsiya Lepekhinskaya	id=g:535935
Lepekhinka	id=g:535936
Lepekhino	id=g:535937
Lipchanskiy	id=g:535938
Leoshino	id=g:535939
Leoshino	id=g:535940
Leont’yevskoye	id=g:535941
Leont’yevskiy	id=g:535942
Leont’yevskaya	id=g:535943
Leont’yevskaya	id=g:535944
Leont’yevskaya	id=g:535945
Stantsiya Leont’yevo	id=g:535946
Leont’yevo	id=g:535947
Leont’yevo	id=g:535948
Leont’yevo	id=g:535949
Leont’yevo	id=g:535950
Leont’yevo	id=g:535951
Leont’yevo	id=g:535952
Leont’yevo	id=g:535953
Leont’yevo	id=g:535954
Leont’yevo	id=g:535955
Leont’yevo	id=g:535956
Leont’yevo	id=g:535957
Leont’yevo	id=g:535958
Leont’yevo	id=g:535959
Leont’yevka	id=g:535960
Leont’yevka	id=g:535961
Leonovka	id=g:535962
Leonovskaya	id=g:535963
Leonovshchina	id=g:535964
Leonovo-Gorodok	id=g:535965
Leonovo	id=g:535966
Leonovo	id=g:535967
Leonovo	id=g:535968
Leonovo	id=g:535969
Leonovo	id=g:535970
Leonovo	id=g:535971
Leonovo	id=g:535972
Leonovo	id=g:535973
Leonovo	id=g:535974
Leonovo	id=g:535975
Leonovo	id=g:535976
Leonovo	id=g:535977
Leonovo	id=g:535978
Leonovo	id=g:535979
Leonovo	id=g:535980
Leonovo	id=g:535981
Leonovo	id=g:535982
Leonovo	id=g:535983
Leonovo	id=g:535984
Stantsiya Leonovka	id=g:535985
Leonovka	id=g:535986
Leonovka	id=g:535987
Leonova Karchazh	id=g:535988
Leonova	id=g:535989
Leonov	id=g:535990
Leoniki	id=g:535991
Leonikha	id=g:535992
Leonikha	id=g:535993
Leonidovo	id=g:535994
Leonidovo	id=g:535995
Stantsiya Leonidovka	id=g:535996
Leonidovka	id=g:535997
Leonidovka	id=g:535998
Lënva	id=g:535999
Lënva	id=g:536000
Len'va	id=g:536001
Lent’yevo	id=g:536002
Lent’yevo	id=g:536003
Lentyayevka	id=g:536004
Gora Lent’uayv	id=g:536005
Lentovka	id=g:536006
Lentevo	id=g:536007
Lent’yevo	id=g:536008
Lensk	id=g:536009
Lenskoye	id=g:536010
Lenskiy Rayon	id=g:536011
Lenskiy	id=g:536012
Ostrova Lensiviri	id=g:536013
Lën’shino	id=g:536014
Lenposëlok	id=g:536015
Ozero Len’ozero	id=g:536016
Ozero Lenozero	id=g:536017
Ozero Lenozero	id=g:536018
Ozero Lenostovo	id=g:536019
Lenno	id=g:536020
Len’kovo	id=g:536021
Lenkino	id=g:536022
Lenki	id=g:536023
Len’ka	id=g:536024
Lenivtsevo	id=g:536025
Lenivtsevo	id=g:536026
Lenivka	id=g:536027
Novokul’nëvo	id=g:536028
Kurtsevo	id=g:536029
Lenintsy	id=g:536030
Kolkhoz Lenin-Syures	id=g:536031
Leninsky	id=g:536032
Leninskoye Vozrozhdeniye	id=g:536033
Leninskoye	id=g:536034
Leninskoye	id=g:536035
Leninskoye	id=g:536036
Leninskoye	id=g:536037
Leninskoye	id=g:536038
Leninskoye	id=g:536039
Leninskoye	id=g:536040
Leninskoye	id=g:536041
Leninskoye	id=g:536042
Leninskiy Rayon	id=g:536043
Karabudakhkentskiy Rayon	id=g:536044
Leninskiy Rayon	id=g:536045
Leninskiy Rayon	id=g:536046
Leninskiy Rayon	id=g:536047
Leninskiy Rayon	id=g:536048
Leninskiy Rayon	id=g:536049
Leninskiy Rayon	id=g:536050
Leninskiy Rayon	id=g:536051
Leninskiy Rayon	id=g:536052
Leninskiy Rayon	id=g:536053
Leninskiy Rayon	id=g:536054
Leninskiy Rayon	id=g:536055
Leninskiy Rayon	id=g:536056
Leninskiy Rayon	id=g:536057
Leninskiy Rayon	id=g:536058
Leninskiy Rayon	id=g:536059
Leninskiy Rayon	id=g:536060
Leninskiy Rayon	id=g:536061
Leninskiy Rayon	id=g:536062
Leninskiy Rayon	id=g:536063
Leninskiy Rayon	id=g:536064
Leninskiy Rayon	id=g:536065
Leninskiy Rayon	id=g:536066
Leninskiy Rayon	id=g:536067
Leninskiy Rayon	id=g:536068
Leninskiy Rayon	id=g:536069
Leninskiy Rayon	id=g:536070
Leninskiy Rayon	id=g:536071
Leninskiy Rayon	id=g:536072
Leninskiy Rayon	id=g:536073
Leninskiy Rayon	id=g:536074
Leninskiy Rayon	id=g:536075
Leninskiy Rayon	id=g:536076
Leninskiy Rayon	id=g:536077
Leninskiy Rayon	id=g:536078
Leninskiy Rayon	id=g:536079
Leninskiy Rayon	id=g:536080
Leninskiy Rayon	id=g:536081
Leninskiy Rayon	id=g:536082
Leninskiy Rayon	id=g:536083
Leninskiy Rayon	id=g:536084
Leninskiy Rayon	id=g:536086
Leninskiy Rayon	id=g:536087
Kolkhoz Leninskiy Put’	id=g:536088
Kolkhoz Leninskiy Put'	id=g:536089
Kolkhoz Leninskiy Put’	id=g:536090
Kolkhoz Leninskiy Put'	id=g:536091
Kolkhoz Leninskiy Put’	id=g:536092
Kolkhoz Leninskiy Put'	id=g:536093
Leninskiy Put’	id=g:536094
Leninskiy Novyy	id=g:536095
Obgonnyy Punkt Leninskiy Luch	id=g:536096
Sovkhoz Leninskiye Gory	id=g:536097
Leninskiye Gory	id=g:536098
Vorob’yëvy Gory	id=g:536099
Vtoroye Otdeleniye Sovkhoza Gorki Leninskiye	id=g:536100
Sovkhoz Leninskiy	id=g:536101
Leninskiy	id=g:536102
Leninskiy	id=g:536103
Bogatovka	id=g:536104
Leninskiy	id=g:536105
Leninskiy	id=g:536106
Leninskiy	id=g:536107
Leninskiy	id=g:536108
Leninskiy	id=g:536109
Leninskiy	id=g:536110
Leninskiy	id=g:536111
Leninskiy	id=g:536112
Leninskiy	id=g:536113
Leninskiy	id=g:536114
Leninskiy	id=g:536115
Leninskiy	id=g:536116
Leninskiy	id=g:536117
Leninskiy	id=g:536118
Leninskiy	id=g:536119
Leninskiy	id=g:536120
Leninskiy	id=g:536121
Leninskiy	id=g:536122
Imeni Lenina	id=g:536123
Leninskiy	id=g:536124
Leninskiy	id=g:536125
Leninskiy	id=g:536126
Leninskiy	id=g:536127
Leninskiy	id=g:536128
Leninskiy	id=g:536129
Leninskiy	id=g:536130
Leninskiy	id=g:536131
Leninskiy	id=g:536132
Leninskiy	id=g:536133
Leninskiy	id=g:536134
Leninskiy	id=g:536135
Leninskiy	id=g:536136
Leninskiy	id=g:536137
Leninskiy	id=g:536138
Leninskiy	id=g:536139
Leninskiy	id=g:536140
Leninskiy	id=g:536141
Leninskiy	id=g:536142
Leninskiy	id=g:536143
Leninskiy	id=g:536144
Leninskiy	id=g:536145
Leninskiy	id=g:536146
Lenina	id=g:536147
Leninskiy	id=g:536148
Leninskaya Sloboda	id=g:536149
Kolkhoz Leninskaya Iskra	id=g:536150
Kolkhoz Leninskaya Iskra	id=g:536151
Ostanovochnyy Punkt Leninskaya	id=g:536152
Stantsiya Leninsk	id=g:536153
Leninsk	id=g:536154
Leninsk	id=g:536155
Leninsk	id=g:536156
Leninsk	id=g:536157
Lenino-Kokushkino	id=g:536158
Leninokhabl'	id=g:536159
Leninogorskiy Rayon	id=g:536160
Sovkhoz Leninogorskiy	id=g:536161
Leninogorsk	id=g:536162
Leninodar	id=g:536163
Tsaritsyno	id=g:536164
Lenino	id=g:536165
Lenino	id=g:536166
Imeni Lenina	id=g:536167
Lenino	id=g:536168
Lenino	id=g:536169
Lenino	id=g:536170
Lenino	id=g:536171
Lenino	id=g:536172
Lenino	id=g:536173
Lenino	id=g:536174
Lenino	id=g:536175
Lenino	id=g:536176
Lenino	id=g:536177
Lenino	id=g:536178
Lenino	id=g:536179
Lenino	id=g:536180
Lenino	id=g:536181
Lenino	id=g:536182
Lenino	id=g:536183
Lenino	id=g:536184
Lenino	id=g:536185
Leninkent	id=g:536186
Leninka	id=g:536187
Leninka	id=g:536188
Leninka	id=g:536189
Stantsiya Sortirovochnaya	id=g:536190
Vokzal Leningradskiy	id=g:536191
Leningradskiy Rayon	id=g:536193
Leningradskiy Rayon	id=g:536194
Sankt-Peterburgskiy Morskoy Kanal	id=g:536195
Leningradskiy	id=g:536196
Leningradskiy	id=g:536197
Leningradskaya Sloboda	id=g:536198
Leningradskaya Oblast'	id=g:536199
Leningradskaya	id=g:536200
Stantsiya Navalochnaya	id=g:536201
Leningradka	id=g:536202
Sankt-Peterburg	id=g:536203
Kolkhoz Leninets	id=g:536204
Kolkhoz Leninets	id=g:536205
Yubileyny	id=g:536206
Leninets	id=g:536207
Leninavan	id=g:536208
Leninaul	id=g:536209
Lenina	id=g:536210
Lenino	id=g:536211
Lenina	id=g:536212
Lenina	id=g:536213
Lenina	id=g:536214
Lenina	id=g:536215
Lenina	id=g:536216
Lenina	id=g:536217
Lenina	id=g:536218
Lenina	id=g:536219
Lenin	id=g:536220
Lenin	id=g:536221
Lengorka	id=g:536222
Lengas	id=g:536223
Ozero Lenevo	id=g:536224
Lenevka	id=g:536225
Lenevka	id=g:536226
Lendovshchina	id=g:536227
Lendery	id=g:536228
Lenderskoye Ozero	id=g:536229
Lena	id=g:536231
Lenka	id=g:536232
Lena	id=g:536233
Lena	id=g:536234
Lena	id=g:536235
Lena	id=g:536236
Lena	id=g:536237
Lemzyaki	id=g:536238
Lemzha	id=g:536239
Lemzer	id=g:536240
Lem”yu	id=g:536241
Lem’yu	id=g:536242
Lemtybozh	id=g:536243
Lemty	id=g:536244
Lempua	id=g:536245
Lempikha	id=g:536246
Lemozero	id=g:536247
Lemovzha	id=g:536248
Lemovzha	id=g:536249
Lemmikkyulya	id=g:536250
Lemlakhensel’kya	id=g:536251
Lemez-Tamak	id=g:536252
Lemezayurt	id=g:536253
Lemeza	id=g:536254
Lemeza	id=g:536255
Lemeza	id=g:536256
Lemetti	id=g:536257
Lemet’	id=g:536258
Lemet’	id=g:536259
Lomeslud	id=g:536260
Lemeshovka	id=g:536261
Lemeshok	id=g:536262
Lemeshkino	id=g:536263
Lemeshki	id=g:536264
Lemeshikha	id=g:536265
Lemeshi	id=g:536266
Lemeshëvo	id=g:536267
Lemenskaya	id=g:536268
Lemenka	id=g:536269
Lemenka	id=g:536270
Lemen’ga	id=g:536271
Lemen’ga	id=g:536272
Lemekhovo	id=g:536273
Lemekhovka	id=g:536274
Lemekhi	id=g:536275
Lemdyayskiy Maydan	id=g:536276
Lemdyay	id=g:536277
Ozero Lembolovskoye	id=g:536278
Stantsiya Lembolovo	id=g:536279
Lembolovo	id=g:536280
Lembacheva	id=g:536281
Lemba	id=g:536282
Lemassar’	id=g:536283
Leman	id=g:536284
Leman	id=g:536285
Lema	id=g:536286
Lema	id=g:536287
Lema	id=g:536288
Lemazy	id=g:536289
Lema	id=g:536290
Lema	id=g:536291
Lelyukhino	id=g:536292
Lelyayevka	id=g:536293
Lelyayevka	id=g:536294
Lelyavino	id=g:536295
Lelyavina	id=g:536296
Lelyatino	id=g:536297
Lel’vizh	id=g:536298
Stantsiya Lel’ma	id=g:536299
Lel’ma	id=g:536300
Lelino	id=g:536301
Lelimovo	id=g:536302
Lelim	id=g:536303
Lelik-Ozero	id=g:536304
Lelikovo	id=g:536305
Leleyka	id=g:536306
Lelevka	id=g:536307
Stantsiya Lelekvinskaya	id=g:536308
Lelekovskaya	id=g:536309
Leleki	id=g:536310
Leleki	id=g:536311
Lelechi	id=g:536312
Lel'	id=g:536313
Lel'	id=g:536314
Lek-Yuga	id=g:536315
Lëkvozh	id=g:536316
Ozero Leksozero	id=g:536317
Lekshur	id=g:536318
Lekshorbok	id=g:536319
Ozero Lekshmozero	id=g:536320
Lekshmozero	id=g:536321
Lekshma-Volosovskaya	id=g:536322
Lekshma-Shul’ginskaya	id=g:536323
Lekshma-Ostashevskaya	id=g:536324
Lekshma-Mikhalevskaya	id=g:536325
Lekshma-Makarovskaya	id=g:536326
Lekshma	id=g:536327
Lekshma	id=g:536328
Leksa	id=g:536329
Leksa	id=g:536330
Ozero Lekozero	id=g:536331
Lekovay	id=g:536332
Noskovskiy	id=g:536333
Lekmartovskaya	id=g:536334
Lekmartovo	id=g:536335
Lekma	id=g:536336
Lekma	id=g:536337
Lekma	id=g:536338
Lekma	id=g:536339
Lekhtus	id=g:536340
Lekhtovo	id=g:536341
Lekhtovaara	id=g:536342
Lekhto-Vaara	id=g:536343
Lekhtomyaki	id=g:536344
Ozero Lekhto	id=g:536345
Ozero Lekhti-Yarvi	id=g:536346
Lëkhta-Lebeda	id=g:536347
Lekhtabereg	id=g:536348
Lekhta	id=g:536349
Lëkhta	id=g:536350
Lekhta	id=g:536351
Lëkhta	id=g:536352
Lekhta	id=g:536353
Lekhovskoye	id=g:536354
Lekhovskaya	id=g:536355
Lëkhovo	id=g:536356
Lëkhovo	id=g:536357
Lekhot’	id=g:536358
Ostrov Lekhmya-Sari	id=g:536360
Lekhmivsara	id=g:536361
Lekhmivara	id=g:536362
Lekhmino	id=g:536363
Lekhmanovskiy	id=g:536364
Ostrov Lekh-Luda	id=g:536365
Ozero Lekh-Lamba	id=g:536366
Lëgkovo	id=g:536367
Lekarevo	id=g:536368
Lekarevo	id=g:536369
Lekarevka	id=g:536370
Lekarevka	id=g:536371
Lekalovo	id=g:536372
Lekalovo	id=g:536373
Leka	id=g:536374
Stantsiya Lek	id=g:536375
Lek	id=g:536376
Lek	id=g:536377
Leini-Kyulya	id=g:536378
Legot Malyy	id=g:536379
Chirkovo	id=g:536380
Legot Bol’shoy	id=g:536381
Legostayevo Vtoroye	id=g:536382
Legostayevo Pervoye	id=g:536383
Legostayevo	id=g:536384
Legoil	id=g:536385
Legchishchevo	id=g:536386
Lëgkovo	id=g:536388
Lëgkovo	id=g:536389
Lëgkovo	id=g:536390
Legkodimov Pervyy	id=g:536391
Legitovo	id=g:536392
Legitovo	id=g:536393
Legezin	id=g:536394
Logatinka	id=g:536395
Legashur	id=g:536396
Stantsiya Lefortovo	id=g:536397
Lefortovo	id=g:536398
Ledzha	id=g:536399
Ledyayka	id=g:536400
Led’yakost’	id=g:536401
Ledy	id=g:536402
Ozero Ledozero	id=g:536403
Ledovskoye	id=g:536404
Ledovskiye Vyselki	id=g:536405
Ledovo	id=g:536406
Lëdovo	id=g:536407
Lëdovo	id=g:536408
Kolkhoz Ledokol	id=g:536409
Nedokhodovka	id=g:536410
Lednya	id=g:536411
Ledno	id=g:536412
Mys Lednikovyy	id=g:536413
Ledniki	id=g:536414
Lednëvo	id=g:536415
Lednëvo	id=g:536416
Lednëvo	id=g:536417
Ledna	id=g:536418
Ozero Ledmozero	id=g:536419
Ledmozero	id=g:536420
Ledma	id=g:536421
Ledkovo	id=g:536422
Lediny	id=g:536423
Lyadiny	id=g:536424
Ledinki	id=g:536425
Ledentsovy	id=g:536426
Ledentsovo	id=g:536427
Ledentsovo	id=g:536428
Ledengsk	id=g:536429
Leden’ga	id=g:536430
Leden’ga	id=g:536431
Ledenëvo	id=g:536432
Ledenëvka	id=g:536433
Ledbal	id=g:536434
Led’	id=g:536435
Led’	id=g:536436
Lechkanova	id=g:536437
Lechitovo	id=g:536438
Lechinskiy	id=g:536439
Lechinkay	id=g:536440
Lёch	id=g:536441
Stantsiya Lebzino	id=g:536442
Lebzino	id=g:536443
Lebzino	id=g:536444
Lebyazh’ye Ozero	id=g:536445
Stantsiya Lebyazh’ye	id=g:536446
Stantsiya Lebyazh’ye	id=g:536447
Ozero Lebyazh’ye	id=g:536448
Ozero Lebyazh’ye	id=g:536449
Ozero Lebyazh’ye	id=g:536450
Ozero Lebyazh’ye	id=g:536451
Ozero Lebyazh’ye	id=g:536452
Ozero Lebyazh’ye	id=g:536453
Ozero Lebyazh’ye	id=g:536454
Ozero Lebyazh’ye	id=g:536455
Ozero Lebyazh’ye	id=g:536456
Ozero Lebyazh’ye	id=g:536457
Ozero Lebyazh’ye	id=g:536458
Ozero Lebyazh’ye	id=g:536459
Ozero Lebyazh’ye	id=g:536460
Ozero Lebyazh’ye	id=g:536461
Ozero Lebyazh’ye	id=g:536462
Boloto Lebyazh’ye	id=g:536463
Lebyazh’ye	id=g:536464
Lebyazh’ye	id=g:536465
Lebyazh’ye	id=g:536466
Lebyazh’ye	id=g:536467
Lebyazh’ye	id=g:536468
Lebyazh’ye	id=g:536469
Lebyazh’ye	id=g:536470
Lebyazh’ye	id=g:536471
Lebyazh’ye	id=g:536472
Lebyazh’ye	id=g:536473
Lebyazh’ye	id=g:536474
Lebyazh’ye	id=g:536475
Lebyazh’ye	id=g:536476
Lebyazh’ye	id=g:536477
Lebyazh’ye	id=g:536478
Lebyazh’ye	id=g:536479
Lebyazh’ye	id=g:536480
Gora Lebyazh’ya	id=g:536481
Lebyazh’ya	id=g:536482
Lebyazh’ya	id=g:536483
Lebyazh’ya	id=g:536484
Lebyazh’ya	id=g:536485
Lebyazhskiy Rayon	id=g:536486
Lebyazhsk	id=g:536487
Lebyazhsk	id=g:536488
Lebyazhka	id=g:536489
Lebyazhka	id=g:536490
Boloto Lebyazhiy Mokh	id=g:536491
Lebyazhiy Bor	id=g:536492
Liman Lebyazhiy	id=g:536493
Kamen’ Lebyazhiy	id=g:536494
Lebyazhiy	id=g:536495
Lebyazhiy	id=g:536496
Lebyazhiy	id=g:536497
Lebyazhiy	id=g:536498
Lebyazhiy	id=g:536499
Lebyazhiy	id=g:536500
Lebyazhiy	id=g:536501
Lebyazhenskiy	id=g:536502
Lebyashovka	id=g:536503
Lebyashka	id=g:536504
Lebskoye	id=g:536505
Leboyla	id=g:536506
Lebosnya	id=g:536507
Ozero Lebezhskoye	id=g:536508
Lebezh’	id=g:536509
Lebesovka	id=g:536510
Lebeshchina	id=g:536511
Ozero Leber	id=g:536512
Lebedyata	id=g:536513
Lebedyanskiy Rayon	id=g:536514
Lebedyanovka	id=g:536515
Lebedyanka	id=g:536516
Lebedyanka	id=g:536517
Lebedyan’	id=g:536518
Lebedyaga	id=g:536519
Lebëdkino	id=g:536520
Lebëdka	id=g:536521
Lebëdki	id=g:536522
Lebëdki	id=g:536523
Lebëdka	id=g:536524
Lebedka	id=g:536525
Lebëdka	id=g:536526
Lebëdka	id=g:536527
Boloto Lebedinyy Mokh	id=g:536528
Sovkhoz Lebedinskiy	id=g:536529
Lebedinskiy	id=g:536530
Ozero Lebedinoye Plesso	id=g:536531
Ozero Lebedinoye	id=g:536532
Ozero Lebedinoye	id=g:536533
Ozero Lebedinoye	id=g:536534
Ozero Lebedinoye	id=g:536535
Ozero Lebedinoye	id=g:536536
Lebedinoye	id=g:536537
Lebedino	id=g:536538
Lebedino	id=g:536539
Lebedinets	id=g:536540
Lebedinets	id=g:536541
Ostrov Lebedin	id=g:536542
Lebedin	id=g:536543
Lebedin	id=g:536544
Lebedikha	id=g:536545
Lebedikha	id=g:536546
Lebedi	id=g:536547
Lebedi	id=g:536548
Lebedi	id=g:536549
Lebedi	id=g:536550
Lebedevskiy	id=g:536551
Lebedevskiy	id=g:536552
Lebedevskaya	id=g:536553
Stantsiya Lebedevo	id=g:536554
Ozero Lebedevo	id=g:536555
Lebedevo	id=g:536556
Lebedevo	id=g:536557
Lebedevo	id=g:536558
Lebedevo	id=g:536559
Lebedevo	id=g:536560
Lebedevo	id=g:536561
Lebedevo	id=g:536562
Lebedevo	id=g:536563
Lebedevo	id=g:536564
Lebedevo	id=g:536565
Lebedevo	id=g:536566
Lebedevo	id=g:536567
Lebedevo	id=g:536568
Lebedevo	id=g:536569
Lebedevo	id=g:536570
Stantsiya Lebedevka	id=g:536571
Lebedevka	id=g:536572
Lebedevka	id=g:536573
Lebedevka	id=g:536574
Lebedevka	id=g:536575
Lebedeva	id=g:536576
Lebedev	id=g:536577
Lebedev	id=g:536578
Lebedery	id=g:536579
Lebeda	id=g:536580
Lebed’	id=g:536581
Lebastina	id=g:536582
Lby	id=g:536583
Lbovo	id=g:536584
Gora Lbishche	id=g:536585
Lbishche	id=g:536586
L’ba	id=g:536587
L’ba	id=g:536588
Lazy	id=g:536589
Lazutino	id=g:536590
Ozero Lazurnoye	id=g:536591
Lazurnoye	id=g:536592
Lazurnaya	id=g:536593
Lazurnaya	id=g:536594
Lozovoy	id=g:536595
Lozovoy	id=g:536596
Lazovo	id=g:536597
Lazovo	id=g:536598
Lazorevyy	id=g:536599
Ostanovochnyy Punkt Lazorevka	id=g:536600
Lazorevka	id=g:536601
Laznitsa	id=g:536602
Lazinki Staryye	id=g:536603
Lazinki Novyye	id=g:536604
Lazinki	id=g:536605
Lazinki	id=g:536606
Stantsiya Lazinka	id=g:536607
Lazinka	id=g:536608
Lazinka	id=g:536609
Lazinichi	id=g:536610
Lazh”yal	id=g:536611
Lazhuki	id=g:536612
Lazhiny	id=g:536613
Lazh	id=g:536614
Lazh	id=g:536615
Lazazey	id=g:536616
Lazavka	id=g:536617
Lazaryata	id=g:536618
Lazaryata	id=g:536619
Lazartsevo	id=g:536620
