Kafr Ibrāsh	id=g:354241
Bi’r al Barārīq	id=g:359121
Wādī Baranram	id=g:359122
Jazīrat al Barānīs	id=g:359123
Dayr al Barāmūs	id=g:359124
Baramkīm	id=g:359125
Khalīj Barakāt	id=g:359126
Jabal Barakāt	id=g:359127
Ḩawshat al Barakah	id=g:359128
Jabbānat al Barā‘isī	id=g:359129
Baḩr Barāghītah	id=g:359130
‘Ayn al Barādīt	id=g:359131
Bîr el Barâd	id=g:359132
Bāqūr	id=g:359133
Baqsā	id=g:359134
Marsá Bāghūsh	id=g:359135
Ma‘āţin Baqqūsh	id=g:359136
Sharm al Baqqār	id=g:359137
Sayyāḩ al Baqqār	id=g:359138
Baqlūlah	id=g:359139
Baqlūlah	id=g:359140
Maşrif Baḩr al Baqar	id=g:359141
Maghārat al Baqarah	id=g:359142
‘Ayn al Baqarah	id=g:359143
Quweiret el Baqara	id=g:359144
Qâret el Baqara	id=g:359145
Qarât el Baqara	id=g:359146
Ra’s al Baqar	id=g:359147
Naqb al Baqar	id=g:359148
Kawlat al Baqar	id=g:359149
‘Ayn al Baqar	id=g:359150
Wādī Bāqah	id=g:359151
Bānūn	id=g:359152
Bânûb	id=g:359153
Bānūb	id=g:359154
Ḩawḑ Banjā ash Sharqī	id=g:359155
Ḩawḑ Banjā al Gharbī	id=g:359156
Banjā	id=g:359157
Banī Zayd	id=g:359158
Banī Zār	id=g:359159
Banī Zā’id	id=g:359160
Banī Yaḩyá Baḩrī	id=g:359161
Banī Wishāḩ	id=g:359162
Banī Wirkān	id=g:359163
Banī Wāllams	id=g:359164
Banī ‘Uthmān	id=g:359165
Kafr Banī ‘Alīm	id=g:359166
Al Aţāwlah wa Banī ‘Ilayj	id=g:359167
Banī ‘Ubayd	id=g:359168
Banī ‘Ubayd	id=g:359169
Banī Ţālib	id=g:359170
Muḩāfaz̧at Banī Suwayf	id=g:359171
Markaz Banī Suwayf	id=g:359172
Banī Suwayf	id=g:359173
Banī Surayd	id=g:359174
Ḩawḑ Banī Sumay‘ ash Sharqī	id=g:359175
Ḩawḑ Banī Sumay‘ al Gharbī	id=g:359176
Banī Samī‘	id=g:359177
Banī Sulaymān ash Sharqīyah	id=g:359178
Banī Sulaymān al Baḩrīyah	id=g:359179
Ḩawshat Banī Shuqayr	id=g:359180
Banī Shuqayr	id=g:359181
Banī Sha‘rān	id=g:359182
Banī Sanad	id=g:359183
Banī Samraj	id=g:359184
Banī Sāmiţ	id=g:359185
Banī Şāliḩ	id=g:359186
Banī Şāliḩ	id=g:359187
Banī Şāliḩ	id=g:359188
Banī Şāliḩ	id=g:359189
Banī Salāmah	id=g:359190
Banī Rūḩ	id=g:359191
Banī Riḑwān	id=g:359192
Ḩawḑ Banī Rāfi‘	id=g:359193
Banī Rāfi‘	id=g:359194
Banī Qurrah	id=g:359195
Banī Qurrah	id=g:359196
Banī Quraysh	id=g:359197
Banī Qāsim	id=g:359198
Banī Mūsá	id=g:359199
Banī Mūsá	id=g:359200
Jazīrat Banī Murr	id=g:359201
Ḩawḑ Banī Murr	id=g:359202
Banī Murr	id=g:359203
Banī Minayn	id=g:359204
Banī Mu’minah	id=g:359205
Banī Muḩammad Sha‘rāwī	id=g:359206
Banī Muḩammad Rāshid	id=g:359207
Banī Muḩammadīyāt	id=g:359208
Banī Muḩammad ash Sharqīyah	id=g:359209
Ḩawḑ Banī Muḩammad	id=g:359210
Markaz Banī Mazār	id=g:359211
Banī Mazār	id=g:359212
Banī Majdūl	id=g:359213
Banī Majd	id=g:359214
Banī Māḑī	id=g:359215
Banī Khiyār	id=g:359216
Banī Khilf	id=g:359217
Banī Khalīl	id=g:359218
Banī Khālid al Baḩrīyah	id=g:359219
Ḩawḑ Banī Khālid	id=g:359220
Banī Khālid	id=g:359221
Banī Jurayy	id=g:359222
Banī ‘Iyāḑ	id=g:359223
Banī Ishbil	id=g:359224
Banī ‘Umrān wa Nazlat Samhān	id=g:359225
Banī Idrīs	id=g:359226
Banī Ibrāhīm	id=g:359227
Ḩawḑ Banī Ḩusayn ash Sharqī	id=g:359228
Ḩawḑ Banī Ḩusayn al Gharbī	id=g:359229
Ḩawḑ Banī Ḩusayn al Baḩrī	id=g:359230
Banī Ḩusayn	id=g:359231
Banī Ḩusayn	id=g:359232
Ḩawḑ Banī Ḩumayl ash Sharqī	id=g:359233
Ḩawḑ Banī Ḩumayl al Gharbī	id=g:359234
Wādī Banī Ḩumayl	id=g:359235
Banī Ḩumayl	id=g:359236
Banī Ḩudayr	id=g:359237
Ḩawḑ Banī Hilāl	id=g:359238
Banī Hilāl	id=g:359239
Banī Hilāl	id=g:359240
Banī Hilāl	id=g:359241
Banī Hilāl	id=g:359242
Banī Ḩasan ash Shurūq	id=g:359243
Banī Ḩasan al Ashrāf	id=g:359244
Banī Ḩasan	id=g:359245
Banī Hārūn	id=g:359246
Banī Ḩarb	id=g:359247
Banī Ḩarām	id=g:359248
Banī Hānī	id=g:359249
Banī Ḩamad	id=g:359250
Banī Ḩallah	id=g:359251
Banī Ghunaym	id=g:359252
Banī Ghunaym	id=g:359253
Banī Ghiryān	id=g:359254
Banī Ghanī	id=g:359255
Banī Ghālib	id=g:359256
Banī Fīz	id=g:359257
Banī Bakkār al Qiblīyah	id=g:359258
Banī Bakkār al Baḩrīyah	id=g:359259
Banī Bakhīt	id=g:359260
Banī ‘Aysh	id=g:359261
Banī ‘Awaḑ	id=g:359262
Banī ‘Aţīyah	id=g:359263
Banī ‘Ammār	id=g:359264
Banī ‘Ammār	id=g:359265
Banī ‘Āmir	id=g:359266
Banī ‘Āmir	id=g:359267
Banī ‘Alī	id=g:359268
Banī al Ḩakam	id=g:359269
Banī Aḩmad	id=g:359270
Banī Aḩmad	id=g:359271
Banī ‘Affān	id=g:359272
Banī ‘Adī al Qiblīyah	id=g:359273
Banī ‘Adī al Baḩrīyah	id=g:359274
Banī ‘Adī	id=g:359275
Banī ‘Abbād	id=g:359276
Ḩawḑ Banhaw	id=g:359277
Banhaw	id=g:359278
Markaz Banhā	id=g:359279
Banhā	id=g:359280
‘Ayn Bandī	id=g:359281
Wādī al Bandayrah	id=g:359282
Bandar al Manşūrah	id=g:359283
Banāyūs	id=g:359284
Banāwīţ	id=g:359285
Baḩr al Banāwān	id=g:359286
Wādī Banāt Birrī	id=g:359287
‘Ujrat al Banāt	id=g:359288
Maghārat al Banāt	id=g:359289
Kawm al Banāt	id=g:359290
Kawm al Banāt	id=g:359291
Jazīrat al Banāt	id=g:359292
Jabal al Banāt	id=g:359293
Jabal al Banāt	id=g:359294
Ḍarîḥ el-Banât	id=g:359295
Ra’s Banās	id=g:359296
Bān al ‘Alam	id=g:359297
Banadf	id=g:359298
Banā Abū Şīr	id=g:359299
Bamhā	id=g:359300
Balûza Oil Pump	id=g:359301
Bîr el Bal‘ûm	id=g:359302
Wādī al Balūhī	id=g:359303
Balṭîm	id=g:359304
Ballūţ	id=g:359305
Ḩawḑ al Ballāş ash Sharqī	id=g:359306
Ballānah	id=g:359307
‘Izbat al Ballālī	id=g:359308
Balkīm	id=g:359309
‘Ilwat al Bāliţ	id=g:359310
Bi’r al Bāliţ	id=g:359311
Wādī Balī‘	id=g:359312
Balatet el- Seiyif	id=g:359313
Minqār Balāţ	id=g:359314
‘Alam el-Balât	id=g:359315
Balāţ	id=g:359316
Tall al Balāşūn	id=g:359317
Balaşfūrah	id=g:359318
Balaqţar al Gharbīyah	id=g:359319
Balaqṭar	id=g:359320
Balaqs	id=g:359321
Balanşūrah	id=g:359322
Balankūmah	id=g:359323
Tall al Balāmūn	id=g:359324
Balā’im Barrī	id=g:359325
Balā’im Baḩrī	id=g:359326
Mallāḩat al Balad	id=g:359327
‘Ayn al Balad	id=g:359328
Ḩawḑ Balābīsh al Gharbī	id=g:359329
Wādī al Balābīsh	id=g:359330
‘Aqabat al Balābīsh	id=g:359331
Jabal al Bakrīyah	id=g:359332
Ḩawḑ al Bakrīyah	id=g:359333
Wâdi el-Bakrîya	id=g:359334
Wādī al Bakht	id=g:359335
‘Izbat al Bakhshawān	id=g:359336
Bakhātī	id=g:359337
‘Aîn el-Bakhareen	id=g:359338
Ḩawḑ Bakhānis	id=g:359339
Bakhānis	id=g:359340
‘Izbat al Bakawāt	id=g:359341
Qaret el Bakarat	id=g:359342
Tur‘at al Bājūrīyah	id=g:359343
Gharrāqat Bājūrat ‘Āshūr	id=g:359344
‘Ayn Bājūm	id=g:359345
Qārat Bajjah	id=g:359346
Jazīrat al Bajjā‘	id=g:359347
Kawm Ba‘jar	id=g:359348
Ḩawḑ Bājā	id=g:359349
Bājā	id=g:359350
Harf el Baiyad	id=g:359351
Jazīrat Bā’it ash Shabār	id=g:359352
Bayy al ‘Arab	id=g:359353
Bi’r Ba‘īdah	id=g:359354
Baḩţīţ	id=g:359355
Bahtīm	id=g:359356
Ra’s Baḩr ‘Ushaysh	id=g:359357
Maşríf Baḩr Şafţ	id=g:359358
Maşrif Baḩr Nashart	id=g:359359
Al Wāḩāt al Baḩrīyah	id=g:359360
Jazīrat Bahrīf	id=g:359361
Sharm al Baḩrī	id=g:359362
‘Izbat Baḩrī	id=g:359363
‘Izbat Baḩrī	id=g:359364
Dayr al Baḩrī	id=g:359365
Maşrif Baḩr Ḩādūs	id=g:359366
Jūnat Baḩr Farī	id=g:359367
Baḥr Bela Mâ’	id=g:359368
Jabal al Baḩrayn	id=g:359369
Bāb al Baḩrāwī	id=g:359370
‘Ilwat Baḩr ash Sharak	id=g:359371
‘Ilwat Baḩr al Milḩ	id=g:359372
Būghāz Baḩr al Marāḩ	id=g:359373
Jazīrat Baḩr al Fār	id=g:359374
Maşrif Baḩr al Baqar	id=g:359375
Būghāz Baḩr adh Dhi’b	id=g:359376
Wādī al Baḩr	id=g:359377
Ţawwāl al Baḩr	id=g:359378
Ra’s al Baḩr	id=g:359379
Qārat al Baḩr	id=g:359380
Qārat al Baḩr	id=g:359381
Fumm al Baḩr	id=g:359382
Bāb al Baḩr	id=g:359383
Baḩqīrah	id=g:359384
Bahnayā	id=g:359385
Bihnāy	id=g:359386
‘Izbat Bahnasī Shu‘lah	id=g:359387
Naqb al Bahnasāwī	id=g:359388
Khashm al Bahnasāwī	id=g:359389
Bahnamūh	id=g:359390
Bahnābāy	id=g:359391
Karm al Bahmah	id=g:359392
‘Ayn Bahlīs	id=g:359393
Bahjūrah	id=g:359394
Alam Bahit	id=g:359395
Kawm al Bahīrah	id=g:359396
Maḩaţţat Bahīj	id=g:359397
Jazīrat Bahīj	id=g:359398
Jabal Bahīj	id=g:359399
Bahīj	id=g:359400
Bahīj	id=g:359401
Wādī al Bāhī	id=g:359402
‘Izbat al Baḩḩārī	id=g:359403
Wādī al Baḩḩārah	id=g:359404
Basţat al Baḩḩārah	id=g:359405
Bîr Baheiri	id=g:359406
Ḩawḑ al-Buḩayir	id=g:359407
Bahbīt al Ḩijārah	id=g:359408
Baharmis	id=g:359409
Khawr Bahān	id=g:359410
Bahālīl al Jazīrah	id=g:359411
Wādī al Bāḩah	id=g:359412
Gebel el-Bahagilt	id=g:359413
Bahādah	id=g:359414
Bahbashīn	id=g:359415
Bāhā	id=g:359416
Maḩaţţat Baghdādlī Bāshā	id=g:359417
Ras Baghdadi	id=g:359418
Ra’s Baghdādī	id=g:359419
Jazīrat Baghdād	id=g:359420
Wādī Bagharīd	id=g:359421
Bi’r al Bāghah	id=g:359422
Wâdî Baghâbugh	id=g:359423
Jazīrat al Badrashayn	id=g:359424
Ra’s Badrān	id=g:359425
Qārat Badr ad Dīn	id=g:359426
Ghurūd Badr ad Dīn	id=g:359427
‘Izbat Badr	id=g:359428
‘Ezbet Badr	id=g:359429
Bi’r Badī‘	id=g:359430
Bi’r Baddārij	id=g:359431
Badawāy	id=g:359432
Ḩawḑ al Badārī ash Sharqī	id=g:359433
Ḩawḑ al Badārī al Baḩrī al Gharbī	id=g:359434
Jazīrat al Badārī	id=g:359435
Tallat al Badan	id=g:359436
Gebel Taliat el Bedan	id=g:359437
Badahl	id=g:359438
Ḩawḑ al Bada‘	id=g:359439
Wādī Bad‘	id=g:359440
‘Ayn Bābūnis	id=g:359441
Bābil	id=g:359442
Deir Bab el Qa‘ud	id=g:359443
Jabal Bū Bānī	id=g:359444
Jūnat Bāb aţ Ţūb	id=g:359445
Jazā’ir Bāb at Tibn	id=g:359446
Jūnat Bāb aş Şundūq	id=g:359447
Jazīrat Bāb ash Shīshah	id=g:359448
Bāb ash Sha‘rīyah	id=g:359449
Qurdūd Bāb ar Rizq	id=g:359450
Khawr Bāb ar Rizq	id=g:359451
‘Izbat Bāb an Naşr	id=g:359452
Bāb al Lūq	id=g:359453
Bāb al Lūq	id=g:359454
Khalīj al Bāb al Jadīd	id=g:359455
Kudwat Bāb al Ghazāl	id=g:359456
Bāb al Ghazāl	id=g:359457
Ţābiyat Bāb al ‘Arab	id=g:359458
Jūnat Bāb al ‘Arab	id=g:359459
Wādī Ba‘ba‘	id=g:359460
‘Ilwat Ba‘ba‘	id=g:359461
Bîr el-Ba‘awiya	id=g:359462
Wâdi Ba‘atîya	id=g:359463
Jabal Ba‘anīb	id=g:359464
Az Zurbī	id=g:359465
Az Zurayqī	id=g:359466
Az Zammār	id=g:359467
Az Zujayj	id=g:359468
Az Zu‘āqah	id=g:359469
Karm ‘Azzibah	id=g:359470
‘Alam el Azzi	id=g:359471
Sāniyat al ‘Azzāzīyah	id=g:359472
Bi’r al ‘Azzāzīyah	id=g:359473
Kafr el-’Azzâzi	id=g:359474
Az Zaytūnah	id=g:359475
Az Zaytūn	id=g:359476
Az Zaytūn	id=g:359477
Az Zaytīyah	id=g:359478
Az Zaytīyah	id=g:359479
Az Zaynīyah Qiblī	id=g:359480
Az Zaynīyah Baḩrī	id=g:359481
Az Zaydīyah	id=g:359482
Az Zāwiyah al Khaḑrā’	id=g:359483
Az Zāwiyah al Khaḑrā’	id=g:359484
Az Zāwiyah al Ḩamrā’	id=g:359485
Az Zāwiyah	id=g:359486
Az Zawāmil	id=g:359487
Az Zawā’idah	id=g:359488
Az Zarzamūn	id=g:359489
Az Zārah	id=g:359490
Az Zarābī	id=g:359491
Az Zarābī	id=g:359492
Az Zaqāzīq	id=g:359493
Markaz az Zaqāzīq	id=g:359494
Az Zanqūr	id=g:359495
Az Zankalūn	id=g:359496
Az Zankalūn	id=g:359497
Az Zamrūnīyah	id=g:359498
Az Zamālik	id=g:359499
Jabal al ‘Azāzī	id=g:359500
Az Zahwīyīn	id=g:359501
Az Zahrā’	id=g:359502
Maḩaţţat az̧ Z̧āhirīyah	id=g:359503
Az̧ Z̧āhirīyah	id=g:359504
Az Za‘farānī	id=g:359505
Az Za‘farān	id=g:359506
Az Zabū	id=g:359507
Az Zibdah	id=g:359508
Az Za‘ātirah	id=g:359509
Qabr ‘Azza	id=g:359510
‘Alam ‘Azza	id=g:359511
‘Ilw al Azyār	id=g:359512
Ra’s al Azraq	id=g:359513
Naşb al Azraq	id=g:359514
Kawm al Azraq	id=g:359515
Kab el-Azraq	id=g:359516
Bîr el Azraq	id=g:359517
‘Ayn Azmūrī	id=g:359518
Tallat al ‘Az̧m	id=g:359519
Qārat al ‘Az̧m	id=g:359520
‘Izbat ‘Azīz Şidqī	id=g:359521
‘Izbat ‘Azīz Baḩrī	id=g:359522
‘Izbat ‘Azīzah Ḩamḑī al ‘Alā’ilī	id=g:359523
Tall ‘Azīzah	id=g:359524
Kawm ‘Azīzah	id=g:359525
Jazā’ir al Azghāb	id=g:359526
Wādī al Azāriq	id=g:359527
Naq‘at al Az‘ar	id=g:359528
Ra’s Azabarabān	id=g:359529
Wādī ‘Azab	id=g:359530
Wādī Ayyūb	id=g:359531
Karm al ‘Ayyāţ	id=g:359532
Jabal al ‘Ayyāţ	id=g:359533
Ţābiyat al ‘Ayyānah	id=g:359534
Bi’r ‘Ayyānah	id=g:359535
Wādī al ‘Ayyān	id=g:359536
Jabal Aytūs	id=g:359537
Khashm al ‘Aysh	id=g:359538
Kathīb al ‘Ayr	id=g:359539
Jabal Ayqāt	id=g:359540
Al ‘Ayn as Sukhnah	id=g:359541
Maḩaţţat ‘Ayn Shams	id=g:359542
Qaţţār al Gharbah	id=g:359543
Bi’r ‘Ayn Ḩusāmī	id=g:359544
Maḩaţţat ‘Ayn Ḩulwān	id=g:359545
‘Izab ‘Ayn Ghuşayn	id=g:359546
‘Izbat ‘Ayn Barqaş	id=g:359547
‘Izbat ‘Ayn aţ Ţawīl	id=g:359548
Jabal ‘Ayn as Sīwah	id=g:359549
Bi’r ‘Ayn al Jāwī	id=g:359550
Khalīj al ‘Ayn	id=g:359551
Kawm al ‘Ayn	id=g:359552
Jazīrat al ‘Ayn	id=g:359553
Bi’r al ‘Ayn	id=g:359554
Bi’r al ‘Ayn	id=g:359555
Ābār ‘Aylat Ţāhir	id=g:359556
Sāniyat ‘Aylat ‘Amīrah	id=g:359557
Bi’r ‘Aylat ‘Amīrah	id=g:359558
Ābār ‘Aylat ‘Amīrah	id=g:359559
Sāniyat ‘Aylat al Manfī	id=g:359560
Sāniyat ‘Aylat Abū Ḑiyā’	id=g:359561
Jabal al ‘Aylam	id=g:359562
Rôd ‘Ayid	id=g:359563
Jabal Aydāb	id=g:359564
Bîr el Awzaga	id=g:359565
Karm al ‘Awwāmī	id=g:359566
‘Ilwat al ‘Awwāmī	id=g:359567
Bîr el Awwâmi	id=g:359568
First Cataract	id=g:359569
Jazīrat ‘Awwāḑ	id=g:359570
Quseir el Awtari	id=g:359571
Naqb al Awtarī	id=g:359572
Minqār al Awtarī	id=g:359573
Bi’r al Awtarī	id=g:359574
Kawm Awsīm	id=g:359575
Awsīm	id=g:359576
Kurūm al ‘Awrah	id=g:359577
Bi’r al ‘Awrah	id=g:359578
Jannābīyat al Awqāf	id=g:359579
‘Izbat al Awqāf	id=g:359580
Wādī ‘Awaḑ	id=g:359581
Sāniyat al ‘Awnīyah	id=g:359582
‘Ilwat ‘Awn	id=g:359583
Awlād Yaḩyá Qiblī	id=g:359584
Awlād Yaḩyá Baḩrī	id=g:359585
Ḩawḑ Awlād Yaḩyá	id=g:359586
Awlād ‘Alī	id=g:359587
Markaz Awlād Ţawq Sharq	id=g:359588
Awlād Ţawq Sharq	id=g:359589
Awlād Ţūq Gharb	id=g:359590
Awlād Sirāj	id=g:359591
Awlād Shulūl	id=g:359592
Awlād ash Shaykh	id=g:359593
Awlād Sayf	id=g:359594
Awlād Sarrār	id=g:359595
Awlād Sālim Baḩrī	id=g:359596
Awlad Salāmah	id=g:359597
Awlād Salāmah	id=g:359598
Awlād Şalāḩ	id=g:359599
Awlād Sa‘īd	id=g:359600
Awlād Rāyiq	id=g:359601
Awlād Nuwayr	id=g:359602
Awlād Nuşayr	id=g:359603
Awlād Nuşayr	id=g:359604
Awlād Nijm Bahjūrah	id=g:359605
‘Izbat Awlād Na‘īm	id=g:359606
Manāmat Awlād Musallam	id=g:359607
Awlād Mūsá	id=g:359608
Awlād Muhannā	id=g:359609
Qārat Awlād Mīzār	id=g:359610
Khashm Awlād Mīzār	id=g:359611
Awlād Māḑī	id=g:359612
Awlād Kharūf	id=g:359613
Ḩawshat Awlād Khalaf	id=g:359614
Awlād Khalaf	id=g:359615
Awlād Khalaf	id=g:359616
Awlād Jabbārah	id=g:359617
Awlād Ismā‘īl	id=g:359618
Awlād Ilyās	id=g:359619
Awlād Ibrāhīm	id=g:359620
Awlād Ḩānah	id=g:359621
Awlād Ḩamzah	id=g:359622
Awlād Ḩamām	id=g:359623
Awlād Gharīb	id=g:359624
Awlād Ḑayf Allāh	id=g:359625
Awlād Ḑāfir	id=g:359626
Awlād Bahīj	id=g:359627
Awlād ‘Azzāz	id=g:359628
‘Ayn Awlād Ayyūb	id=g:359629
Awlād ash Shaykh ‘Alī	id=g:359630
Maqām Awlād an Nūḑī	id=g:359631
Maḩaţţat Awlād ‘Amr	id=g:359632
Ḩawḑ Awlād ‘Amr	id=g:359633
Awlād ‘Amr	id=g:359634
Sāniyat Awlād ‘Alī	id=g:359635
Bi’r Awlād ‘Alī	id=g:359636
Awlād ‘Alī	id=g:359637
Awlād ‘Alī	id=g:359638
Awlād al ‘Adawī	id=g:359639
Awlād ‘Ābidīn	id=g:359640
Ḩalq al Awlād	id=g:359641
Tall al ‘Awīţ	id=g:359642
Awīsh al Ḩajar	id=g:359643
Awghādat al Māshiyah	id=g:359644
Farshat ‘Uwaynah	id=g:359645
Bi‘r Awaydīyah	id=g:359646
Jazīrat al ‘Awānāt	id=g:359647
Jazīrat al ‘Awānah	id=g:359648
Wādī Awāmtīb	id=g:359649
Jabal Awāmtīb	id=g:359650
‘Awāmir al ‘Asīrāt	id=g:359651
‘Ezbet el-‘Awâmir	id=g:359652
‘Awājah	id=g:359653
Ḩalq al A‘waj	id=g:359654
Kawm al ‘Awā’id	id=g:359655
Wādī ‘Awājah	id=g:359656
‘Izbat ‘Awaḑ Jirjis	id=g:359657
Sânyet ‘Awad ‘Igeila	id=g:359658
‘Izbat ‘Awaḑ Ibrāhīm	id=g:359659
Abâr Awad Dûma	id=g:359660
Bi’r ‘Awaḑ ‘Āmir	id=g:359661
Bi’r ‘Awaḑ Abū Rajūḩ	id=g:359662
‘Ezbet el-Auqâf	id=g:359663
Awlād Sayf	id=g:359664
Aulâd Sâlimna	id=g:359665
Aulâd ‘Îsa	id=g:359666
Aulâd el-Sheikh	id=g:359667
Tal‘et Aulâd Ammâr	id=g:359668
Aubrey Island	id=g:359669
Wādī al ‘Aţwānī	id=g:359670
Wādī al ‘Aţwānī	id=g:359671
Jabal ‘Aţwānī	id=g:359672
Jabal ‘Atūd	id=g:359673
Aţ Ţuwaysah	id=g:359674
Aţ Ţuwayrāt	id=g:359675
Aţ Ţushayshah	id=g:359676
At Tir‘ah	id=g:359677
Aţ Ţūr	id=g:359678
At Tulaymāt	id=g:359679
Aţ Ţulay‘ah	id=g:359680
At Tīnah	id=g:359681
At Timsāḩīyah	id=g:359682
Aţ Ţayyibah	id=g:359683
Aţ Ţayyibah	id=g:359684
Aţ Ţayyibah	id=g:359685
Maḩaţţat aţ Ţayrīyah	id=g:359686
Aţ Ţayrīyah	id=g:359687
Aţ Ţawīlah	id=g:359688
Aţ Ţawīlah	id=g:359689
Maḩaţţat at Tawfīqīyah	id=g:359690
At Tawfīqīyah	id=g:359691
At Tawfīqīyah	id=g:359692
At Tawfīqīyah	id=g:359693
At Tawfīqīyah	id=g:359694
Aţ Ţūd	id=g:359695
Aţ Ţawābīyah	id=g:359696
At Tawābi‘ah	id=g:359697
At Tatālīyah	id=g:359698
Aţ Ţāsah	id=g:359699
Aţ Ţarrānah	id=g:359700
Aţ Ţarḩah	id=g:359701
Maḩaţţat aţ Ţarḩ	id=g:359702
Aţ Ţarfāyah	id=g:359703
At Tarāmisah	id=g:359704
Aţ Ţāqah	id=g:359705
At Tanāghah	id=g:359706
At Tallīn	id=g:359707
At Tall aş Şaghīr	id=g:359708
At Tall al Kabīr	id=g:359709
At Tall al Kabīr	id=g:359710
At Tall al Aḩmar	id=g:359711
At Tall	id=g:359712
Aţ Ţalīḩāt	id=g:359713
Aţ Ţālibīyah	id=g:359714
Aţ Ţālibīyah	id=g:359715
Aţ Ţalḩ	id=g:359716
Aţ Ţāyifah	id=g:359717
Aţ Ţāhirah	id=g:359718
Ţābiyat al Aţţah	id=g:359719
‘Aṭṭâf	id=g:359720
Aţ Ţābiyah ash Sharqīyah	id=g:359721
At Tabbīn	id=g:359722
Wâdi el-‘Atshân	id=g:359723
Qabr al ‘Atshān	id=g:359724
Ḩawḑ al ‘Aţshān	id=g:359725
Ḍarîh el-Aṭshân	id=g:359726
Bîr el Atshan	id=g:359727
Atrīs	id=g:359728
Jazā’ir Atrīb	id=g:359729
Baḩr Atrīb	id=g:359730
‘Alâwi Atrîb	id=g:359731
Wâdi el-Aṭrash	id=g:359732
Wādī al Aţrash	id=g:359733
Wādī Atlūk	id=g:359734
Aţlamīs	id=g:359735
‘Izbat ‘Aţīyah az Zu‘ayrī	id=g:359736
Ḩalq ‘Aţīyah	id=g:359737
Bi’r ‘Aţīyah	id=g:359738
Sânyet ‘Atîya el Qirbûsî	id=g:359739
Bîr Atîya Abu Heibs	id=g:359740
Ath Thamīlah	id=g:359741
At Tamad	id=g:359742
Athribis	id=g:359743
Athlat al Bāshā	id=g:359744
Athar an Nabī	id=g:359745
Kawm al Āthār	id=g:359746
Wâdi el-Atfihi	id=g:359747
Wādī al Aţfīḩī	id=g:359748
Aţfīḩ	id=g:359749
‘Aţf Ifwah	id=g:359750
‘Aţfat Ḩaydar	id=g:359751
‘Aţf Abū Jundī	id=g:359752
Tur‘at al ‘Aţf	id=g:359753
Jazīrat al ‘Aţf	id=g:359754
Gebel At el-Gharbi	id=g:359755
Qaret Ateiyiq	id=g:359756
‘Atbāy	id=g:359757
Wādī ‘Āţ ash Sharqī	id=g:359758
Qâret el ‘Atash	id=g:359759
‘Izbat al ‘Aţash	id=g:359760
Jabal Atartīr ad Dahamī	id=g:359761
Ataqa Reef	id=g:359762
Mīnā’ ‘Atāqah	id=g:359763
Jabal ‘Atāqah	id=g:359764
‘Atāqah	id=g:359765
Ra’s aţ Ţanţūr	id=g:359766
‘Atāminat al Ja‘āfirah	id=g:359767
’Atalla Gold Mine	id=g:359768
Wadi ‘Atalla el-Murr	id=g:359769
Wādī ‘Āţ al Gharbī	id=g:359770
Tall al ‘Atalah al Khaḑrā’	id=g:359771
Wādī ‘Atab	id=g:359772
Kawm al A‘tāb	id=g:359773
Wādī ‘Aţā’ Allāh	id=g:359774
Jabal ‘Aţā’ Allāh	id=g:359775
Marsá al ‘Āţ	id=g:359776
Jabal ‘Āţ	id=g:359777
Wādī al Asyūţī	id=g:359778
Qanāţir Asyūţ	id=g:359779
Naqb Asyūţ	id=g:359780
Muḩāfaz̧at Asyūţ	id=g:359781
Markaz Asyūţ	id=g:359782
Asyūţ	id=g:359783
Marsá al ‘Asy	id=g:359784
Ţawwāl al Aşwār	id=g:359785
Aswân Reservoir Colony	id=g:359786
Muḩāfaz̧at Aswān	id=g:359787
Markaz Aswān	id=g:359788
Aswan Dam	id=g:359789
Jazīrat Aswān	id=g:359790
Aswān	id=g:359791
Aswān	id=g:359792
At Tall al Aswad	id=g:359793
At Tall al Aswad	id=g:359794
Ābār al Asţās	id=g:359795
Suez	id=g:359796
Muḩāfaz̧at as Suways	id=g:359797
Aş Şuwaynī	id=g:359798
Aş Şuwwah	id=g:359799
As Su‘ūdīyah	id=g:359800
Aş Şūrah	id=g:359801
As Sūq	id=g:359802
As Sunbāţ	id=g:359803
As Sulţān Ḩasan	id=g:359804
As Sukkarīyah	id=g:359805
Aş Şūfīyah	id=g:359806
Aş Şūfī	id=g:359807
As Subū‘	id=g:359808
Aş Şubḩīyah	id=g:359809
Aş Şubḩah	id=g:359810
As Sitt ‘Asal	id=g:359811
As Sirr	id=g:359812
Maḩaţţat as Sirāj	id=g:359813
As Sinqārī	id=g:359814
As Sinbillāwayn	id=g:359815
As Sinbillāwayn	id=g:359816
As Sinānīyah	id=g:359817
As Similāwīyah	id=g:359818
As Sīlīyīn	id=g:359819
As Siḩan	id=g:359820
As Sids	id=g:359821
Maḩaţţat as Sibā‘īyah	id=g:359822
As Sibā‘īyah	id=g:359823
As Sayyidah Zaynab	id=g:359824
As Sayyār	id=g:359825
As Sayyālah	id=g:359826
Aş Şayyād	id=g:359827
Aş Şawwāf	id=g:359828
Aş Şawāmi‘ah Sharq	id=g:359829
Aş Şawāmi‘ah Gharb	id=g:359830
Maḩaţţat aş Şawāmi‘ah	id=g:359831
As Sawālim al Baḩrīyah	id=g:359832
As Sawālim	id=g:359833
As Sawālim	id=g:359834
Aş Şawāliḩ	id=g:359835
